Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3,Feature log2 fold change topic 3,Feature count topic 4,Feature log2 fold change topic 4,Feature count topic 5,Feature log2 fold change topic 5,Feature count topic 6to7,Feature log2 fold change topic 6to7,Feature count topic 8,Feature log2 fold change topic 8,Feature count topic 9,Feature log2 fold change topic 9,Feature count topic 10,Feature log2 fold change topic 10
ENSG00000237765,FAM200B,190,1.03285,88,-0.2331,81,-0.3769,77,-0.4524,102,-0.0089,75,-0.5465,105,0.03934,119,0.24486,113,0.15452
ENSG00000169762,TAPT1,42,0.27830,23,-0.6754,42,0.30929,20,-0.8506,39,0.16775,45,0.45141,23,-0.6658,33,-0.0734,39,0.16044
ENSG00000169744,LDB2,9,-3.4831,23,-2.2027,161,0.76214,198,1.12949,210,1.23158,112,0.19299,44,-1.2913,79,-0.3931,62,-0.7529
ENSG00000151552,QDPR,1538,2.77307,641,0.98235,213,-0.8006,155,-1.2798,171,-1.1318,189,-1.0706,107,-1.8389,146,-1.3725,209,-0.8328
ENSG00000002549,LAP3,65,1.28211,39,0.41457,24,-0.3594,34,0.15973,16,-0.9923,21,-0.6475,42,0.50635,28,-0.1342,15,-1.0967
ENSG00000118579,MED28,48,0.40978,52,0.54466,33,-0.1691,47,0.39917,54,0.63317,29,-0.3902,25,-0.5872,33,-0.1935,18,-1.0915
ENSG00000163257,DCAF16,27,0.84622,23,0.56942,14,-0.2305,14,-0.2344,16,-0.0355,21,0.45089,7,-1.1954,10,-0.7900,10,-0.7992
ENSG00000178177,LCORL,11,0.32717,6,-0.6783,5,-0.9051,8,-0.1760,11,0.29093,14,0.72625,9,0.03930,8,-0.1352,5,-0.7847
ENSG00000145147,SLIT2,6,-1.6954,9,-1.2542,26,0.40771,27,0.49039,35,0.90135,25,0.39602,12,-0.7978,14,-0.6050,23,0.17257
ENSG00000163138,PACRGL,11,-0.7725,19,0.03641,21,0.18053,24,0.41927,24,0.42963,21,0.17850,13,-0.5269,10,-0.8862,22,0.24603
ENSG00000185774,KCNIP4,10,-3.3724,14,-2.9201,127,0.36429,212,1.25343,194,1.08632,126,0.40790,66,-0.6685,75,-0.4750,62,-0.7732
ENSG00000152990,ADGRA3,26,0.50345,25,0.44416,8,-1.2181,13,-0.5673,10,-1.0252,19,-0.0166,27,0.57300,20,0.04041,24,0.33526
ENSG00000109819,PPARGC1A,2,-2.2444,16,0.37920,15,0.30827,12,-0.0285,12,-0.0866,12,-0.0213,15,0.26550,7,-0.7854,20,0.78721
ENSG00000109606,DHX15,52,0.08077,87,0.92776,62,0.37039,49,-0.0121,42,-0.2495,54,0.15365,33,-0.6317,36,-0.4771,25,-1.0292
ENSG00000109610,SOD3,13,0.45977,14,0.52752,5,-0.8458,9,-0.1718,2,-2.3243,6,-0.8172,12,0.35168,13,0.45589,18,0.97254
ENSG00000181982,CCDC149,8,-0.2980,8,-0.3513,14,0.59929,7,-0.5525,9,-0.1021,9,-0.1191,5,-0.8125,10,0.08340,17,0.95044
ENSG00000153012,LGI2,1,-3.3571,15,-0.0226,10,-0.7119,23,0.66918,7,-1.0955,25,0.92926,10,-0.6634,7,-1.1206,30,1.08625
ENSG00000053900,ANAPC4,19,0.27038,7,-1.2108,31,1.08491,18,0.15725,16,-0.0314,15,-0.0764,15,-0.0993,14,-0.1762,10,-0.7538
ENSG00000091490,SEL1L3,3,-2.6524,82,2.93479,10,-0.8905,6,-1.5010,5,-1.8064,13,-0.5375,13,-0.4191,13,-0.4566,17,-0.0059
ENSG00000250317,SMIM20,32,0.02814,52,0.78742,30,-0.1155,16,-1.0887,30,-0.1191,23,-0.5684,37,0.25796,36,0.20498,41,0.38559
ENSG00000168214,RBPJ,191,1.56112,156,1.18692,74,-0.0571,60,-0.3849,36,-1.1868,56,-0.5434,35,-1.2271,56,-0.4970,50,-0.6756
ENSG00000109689,STIM2,12,-0.8955,31,0.62699,31,0.60575,25,0.28150,19,-0.1817,28,0.51143,13,-0.7619,10,-1.1538,15,-0.5061
ENSG00000169851,PCDH7,21,-2.7144,133,0.02687,204,0.72807,193,0.63188,173,0.44980,172,0.50676,67,-1.0511,92,-0.5644,85,-0.6840
ENSG00000047365,ARAP2,88,1.71993,34,0.04440,32,-0.0481,25,-0.4101,26,-0.3766,25,-0.4686,27,-0.2880,20,-0.7850,26,-0.3692
ENSG00000174145,NWD2,0,-7.8530,0,-8.4367,24,0.53587,27,0.73806,44,1.63123,20,0.29799,12,-0.5473,16,-0.0902,8,-1.1469
ENSG00000065882,TBC1D1,14,-0.3946,27,0.61157,24,0.44578,18,-0.0092,29,0.73698,19,0.04402,11,-0.7813,11,-0.7439,11,-0.7505
ENSG00000109787,KLF3,35,1.08728,33,1.00111,17,-0.1089,15,-0.3116,10,-0.9323,11,-0.7849,23,0.40181,10,-0.8355,15,-0.2929
ENSG00000109790,KLHL5,57,1.05513,74,1.54822,28,-0.1341,8,-2.0147,9,-1.7627,22,-0.5565,21,-0.5458,16,-0.9278,44,0.61681
ENSG00000157796,WDR19,7,-0.5599,27,1.75145,12,0.35926,5,-1.0061,10,0.07631,7,-0.5756,7,-0.4868,7,-0.4863,8,-0.2577
ENSG00000035928,RFC1,122,1.68210,66,0.57559,39,-0.2563,35,-0.4485,25,-0.9123,30,-0.7045,18,-1.4427,44,-0.0869,52,0.18252
ENSG00000163682,RPL9,1604,0.76713,1072,0.09775,710,-0.5525,957,-0.0831,665,-0.6542,1017,0.01571,1104,0.14528,837,-0.2959,1102,0.14224
ENSG00000121897,LIAS,22,0.46854,28,0.93017,18,0.21834,14,-0.1727,13,-0.3186,16,-0.0236,9,-0.8506,15,-0.1028,9,-0.8832
ENSG00000109814,UGDH,16,0.76788,14,0.46131,7,-0.4724,11,0.15616,6,-0.6820,8,-0.3694,9,-0.1078,10,0.04003,10,0.01595
ENSG00000163683,SMIM14,68,-0.1595,101,0.47249,81,0.10196,64,-0.2600,53,-0.5649,79,0.07813,61,-0.3477,78,0.04339,93,0.33321
ENSG00000078140,UBE2K,40,-1.3866,128,0.41097,131,0.44706,97,-0.0379,160,0.78312,85,-0.2772,75,-0.4334,100,0.01853,92,-0.1226
ENSG00000121892,PDS5A,28,-0.2787,49,0.63147,43,0.41719,29,-0.2219,38,0.24244,37,0.19769,26,-0.3682,19,-0.8544,25,-0.4153
ENSG00000163697,APBB2,78,1.41385,39,0.22872,21,-0.7313,35,0.07038,39,0.21497,21,-0.7964,31,-0.1662,25,-0.4695,29,-0.2633
ENSG00000154277,UCHL1,180,-3.2760,1755,0.16132,2470,0.72870,1649,0.06065,2429,0.70024,1946,0.37689,900,-0.8864,1306,-0.3104,1300,-0.3174
ENSG00000064042,LIMCH1,317,1.33829,173,0.29211,127,-0.2003,176,0.32443,106,-0.4790,137,-0.0870,71,-1.0982,117,-0.3367,81,-0.9040
ENSG00000109133,TMEM33,56,-0.2409,83,0.39238,93,0.57619,70,0.11757,62,-0.0634,67,0.06861,41,-0.7032,63,-0.0591,47,-0.4964
ENSG00000014824,SLC30A9,47,-0.9958,96,0.12419,116,0.42707,95,0.10581,98,0.15413,98,0.16998,65,-0.4893,99,0.17787,78,-0.2057
ENSG00000124406,ATP8A1,130,0.07031,218,0.92909,172,0.52668,120,-0.0574,175,0.55035,121,-0.0614,52,-1.3422,63,-1.0469,75,-0.7940
ENSG00000183783,KCTD8,1,-3.5540,30,0.71171,32,0.82033,12,-0.7244,11,-0.8166,28,0.69324,8,-1.3578,13,-0.6511,31,0.72111
ENSG00000151806,GUF1,18,-0.0744,11,-0.7797,25,0.45846,10,-0.9486,18,-0.0450,17,-0.2393,19,-0.0019,29,0.66315,26,0.49479
ENSG00000163281,GNPDA2,9,-1.0963,20,0.13517,33,0.90997,22,0.26802,30,0.74716,17,-0.2104,14,-0.4793,15,-0.3529,12,-0.7391
ENSG00000163285,GABRG1,36,-0.5337,161,2.06097,38,-0.4293,22,-1.2567,10,-2.4459,34,-0.6574,67,0.45415,36,-0.5150,66,0.43058
ENSG00000260878,AC104072.1,5,-2.7838,14,-1.4024,31,-0.2765,58,0.75543,73,1.15150,43,0.30182,39,0.12613,24,-0.6507,34,-0.0983
ENSG00000151834,GABRA2,29,-1.5220,44,-0.9028,65,-0.2906,94,0.29494,109,0.53366,100,0.44973,100,0.38758,80,0.03960,63,-0.3356
ENSG00000109158,GABRA4,4,-3.3820,4,-3.3623,52,0.33660,68,0.76724,77,0.98868,60,0.64508,37,-0.2011,35,-0.3159,27,-0.6792
ENSG00000163288,GABRB1,20,-0.7826,26,-0.4128,49,0.60676,33,-0.0124,46,0.50172,33,-0.0494,18,-0.9383,41,0.33656,37,0.15373
ENSG00000260918,AC107398.3,34,-1.5383,115,0.33249,100,0.11060,95,0.02337,119,0.38292,127,0.57228,83,-0.1930,75,-0.3560,61,-0.6568
ENSG00000169019,COMMD8,13,-0.6072,18,-0.1480,31,0.74229,22,0.18898,29,0.61404,18,-0.1148,16,-0.3414,16,-0.3306,15,-0.4131
ENSG00000109171,SLAIN2,14,0.11311,14,0.05357,16,0.30970,17,0.33526,10,-0.3943,13,-0.0317,10,-0.3914,17,0.41998,8,-0.7154
ENSG00000075539,FRYL,107,2.43509,38,0.50328,19,-0.6331,27,-0.0616,19,-0.6112,15,-1.0052,12,-1.2598,20,-0.5212,8,-1.8076
ENSG00000109180,OCIAD1,155,-0.9977,349,0.27429,449,0.69386,416,0.56520,422,0.59243,276,-0.1166,172,-0.8371,201,-0.6009,228,-0.4011
ENSG00000145247,OCIAD2,17,-1.6578,34,-0.5867,47,-0.0779,63,0.39222,74,0.64805,69,0.63710,39,-0.3619,38,-0.4015,44,-0.1825
ENSG00000109184,DCUN1D4,32,-0.3319,61,0.71233,50,0.39518,26,-0.6324,26,-0.6362,39,-0.0078,20,-1.0729,52,0.46046,48,0.32084
ENSG00000163069,SGCB,107,0.76190,131,1.11626,61,-0.1410,71,0.09052,42,-0.7483,62,-0.1572,40,-0.7959,50,-0.4593,47,-0.5634
ENSG00000109189,USP46,51,-0.4344,41,-0.7745,86,0.39988,72,0.10855,67,-0.0130,71,0.10150,52,-0.3986,103,0.68780,59,-0.2039
ENSG00000226950,DANCR,56,0.24821,38,-0.3419,34,-0.5174,36,-0.4182,51,0.09527,49,0.05974,61,0.39143,41,-0.2440,61,0.40479
ENSG00000184178,SCFD2,11,-0.2964,14,0.05607,20,0.67450,16,0.33342,15,0.19159,18,0.59749,6,-1.2639,7,-0.9590,7,-0.9410
ENSG00000145216,FIP1L1,33,0.05187,33,0.08884,34,0.12052,35,0.15953,37,0.24711,23,-0.5362,26,-0.2857,30,-0.0806,41,0.43632
ENSG00000072201,LNX1,1,-4.9631,13,-1.8401,70,0.69169,91,1.15366,94,1.21179,51,0.20369,32,-0.5373,35,-0.4178,18,-1.4203
ENSG00000134853,PDGFRA,62,1.35450,51,1.01348,14,-1.0823,17,-0.7810,7,-1.9311,21,-0.4739,28,0.01960,18,-0.6681,38,0.52087
ENSG00000157404,KIT,4,-2.3170,45,1.41650,9,-1.0775,20,0.05226,9,-1.2029,26,0.57132,32,0.79921,5,-2.0036,17,-0.1638
ENSG00000128039,SRD5A3,24,0.14159,43,1.12463,31,0.56579,17,-0.4311,19,-0.2114,21,-0.0760,15,-0.6015,13,-0.7725,15,-0.5651
ENSG00000134851,TMEM165,145,2.12739,65,0.64664,39,-0.1917,29,-0.6259,37,-0.2915,30,-0.6599,21,-1.1433,24,-0.9615,21,-1.1560
ENSG00000134852,CLOCK,19,-0.7404,26,-0.2205,44,0.58891,29,-0.0712,26,-0.2432,31,0.02814,26,-0.2145,35,0.21370,37,0.31260
ENSG00000090989,EXOC1,31,-0.3400,45,0.23097,61,0.73418,28,-0.5069,41,0.07884,41,0.11630,26,-0.6400,34,-0.1997,40,0.03846
ENSG00000157426,AASDH,8,-0.1633,7,-0.3078,8,-0.1367,6,-0.6918,10,0.17007,12,0.53605,6,-0.4940,14,0.68039,6,-0.5667
ENSG00000128059,PPAT,12,-0.1033,19,0.65220,17,0.48289,16,0.30762,17,0.39781,14,0.13471,5,-1.3221,7,-0.8824,7,-0.8035
ENSG00000128050,PAICS,38,-0.0952,75,1.04230,35,-0.2278,43,0.11757,52,0.42681,27,-0.6798,42,0.07112,28,-0.5648,34,-0.2397
ENSG00000174780,SRP72,75,-0.1442,109,0.46688,95,0.23782,71,-0.2268,73,-0.1947,85,0.06358,50,-0.7677,61,-0.4653,116,0.56987
ENSG00000171476,HOPX,41,-3.3772,27,-3.9766,185,-1.1519,1319,2.20194,1064,1.75640,240,-0.8315,477,0.33013,173,-1.2578,130,-1.6835
ENSG00000084092,NOA1,9,-0.2677,3,-1.8531,18,0.83120,9,-0.2968,16,0.66013,11,0.13194,11,0.06327,7,-0.6747,11,0.06579
ENSG00000047315,POLR2B,36,-0.7996,70,0.24734,88,0.62751,45,-0.4490,79,0.44317,75,0.41484,38,-0.7208,53,-0.2086,42,-0.5704
ENSG00000163453,IGFBP7,173,0.59871,313,1.66219,59,-1.0855,94,-0.3881,31,-2.0634,66,-1.0198,160,0.47141,89,-0.4775,150,0.35925
ENSG00000150471,ADGRL3,22,-1.8087,75,0.01917,90,0.32660,77,0.07367,97,0.44846,94,0.45309,52,-0.5539,73,-0.0259,63,-0.2457
ENSG00000145242,EPHA5,3,-3.4069,48,0.86275,57,1.15763,22,-0.4071,42,0.61364,30,0.09069,15,-0.9413,21,-0.4620,17,-0.7820
ENSG00000145241,CENPC,30,1.25172,35,1.52260,15,0.11034,5,-1.4309,5,-1.5671,8,-0.9986,10,-0.4381,15,0.06482,10,-0.4574
ENSG00000033178,UBA6,43,0.89167,35,0.52312,28,0.15451,21,-0.2454,20,-0.3421,22,-0.2052,12,-1.0497,18,-0.4966,28,0.19605
ENSG00000083896,YTHDC1,124,0.89994,121,0.86177,54,-0.4491,25,-1.6329,55,-0.4331,55,-0.4596,44,-0.7768,67,-0.1078,120,0.84308
ENSG00000132467,UTP3,18,-0.7391,43,0.61468,28,-0.0800,33,0.17891,30,0.06595,35,0.34361,18,-0.7369,23,-0.4006,29,0.00297
ENSG00000018189,RUFY3,209,-0.2180,323,0.48417,360,0.66549,240,-0.0006,228,-0.0806,281,0.29068,134,-0.9045,127,-0.9906,217,-0.1635
ENSG00000132463,GRSF1,93,-0.2093,84,-0.3677,137,0.40464,98,-0.1260,164,0.70666,126,0.30066,86,-0.3433,82,-0.4048,70,-0.6641
ENSG00000173542,MOB1B,19,-1.4164,47,-0.0456,36,-0.4678,91,1.03929,95,1.12274,46,-0.1074,40,-0.2950,42,-0.2196,24,-1.1006
ENSG00000156136,DCK,24,-0.5960,41,0.23281,50,0.56628,41,0.25809,38,0.11042,39,0.17071,25,-0.5070,33,-0.0943,22,-0.7011
ENSG00000080493,SLC4A4,47,-0.5071,77,0.27076,27,-1.3263,43,-0.6521,23,-1.5689,68,0.07821,131,1.18590,61,-0.1039,104,0.78225
ENSG00000163626,COX18,9,-0.6269,31,1.35139,20,0.63434,15,0.13246,9,-0.6804,11,-0.3120,10,-0.4924,6,-1.1535,14,0.04895
ENSG00000132466,ANKRD17,102,0.29758,78,-0.1403,78,-0.1257,39,-1.2013,70,-0.3032,71,-0.3091,58,-0.5963,154,0.99416,127,0.66246
ENSG00000163738,MTHFD2L,19,0.89467,4,-1.6001,10,-0.1475,11,-0.0407,18,0.81646,13,0.26174,12,0.20931,6,-0.9329,4,-1.3529
ENSG00000169116,PARM1,7,-3.3919,21,-1.8513,124,0.93852,68,-0.0637,104,0.64228,102,0.71215,56,-0.3601,86,0.33020,33,-1.1586
ENSG00000163743,RCHY1,24,-0.5761,28,-0.3477,45,0.41612,30,-0.2344,50,0.58321,30,-0.2443,30,-0.2201,46,0.45803,34,-0.0250
ENSG00000138769,CDKL2,8,-1.3232,33,0.80932,19,-0.0842,11,-0.9108,25,0.30538,21,0.07717,10,-1.0095,27,0.47348,26,0.40767
ENSG00000138757,G3BP2,78,-1.8773,363,0.50152,430,0.78717,280,0.07331,299,0.18418,303,0.23246,154,-0.8586,230,-0.2369,230,-0.2371
ENSG00000138768,USO1,58,0.12957,53,-0.0172,69,0.40670,32,-0.8008,70,0.43846,66,0.38980,32,-0.7754,43,-0.3450,45,-0.2517
ENSG00000138744,NAAA,5,-1.5670,19,0.39272,20,0.51013,13,-0.1852,13,-0.2159,19,0.48369,9,-0.6808,9,-0.7311,20,0.51496
ENSG00000198301,SDAD1,27,-0.2220,27,-0.2260,41,0.41132,32,0.00608,52,0.82571,24,-0.4457,12,-1.4262,34,0.11824,41,0.43003
ENSG00000138750,NUP54,17,0.62995,13,0.22447,13,0.18012,9,-0.2894,6,-0.8966,14,0.38170,9,-0.3664,7,-0.7517,11,-0.0004
ENSG00000138760,SCARB2,281,1.55046,198,0.91640,92,-0.3310,93,-0.3138,73,-0.6929,96,-0.3092,61,-0.9635,63,-0.9264,87,-0.4227
ENSG00000189157,FAM47E,9,-0.7884,3,-2.3830,16,0.03476,25,0.74352,31,1.13041,20,0.46122,14,-0.1396,5,-1.6115,13,-0.3292
ENSG00000138758,SEPTIN11,69,-1.1291,164,0.22514,199,0.53877,125,-0.2066,194,0.49882,157,0.17655,102,-0.5347,157,0.15301,104,-0.5029
ENSG00000118816,CCNI,441,0.42985,377,0.17470,301,-0.1891,213,-0.7254,250,-0.4771,310,-0.1561,286,-0.2672,476,0.55663,421,0.35528
ENSG00000138764,CCNG2,30,-0.4668,46,0.18025,43,0.07649,52,0.39959,65,0.74965,42,0.03017,37,-0.1537,19,-1.1914,34,-0.2944
ENSG00000138767,CNOT6L,15,-0.0817,18,0.16917,17,0.08385,12,-0.3970,15,-0.0334,16,0.01550,18,0.18405,19,0.26669,13,-0.3320
ENSG00000169288,MRPL1,27,-1.3345,91,0.55029,96,0.64100,57,-0.1943,72,0.17558,77,0.32218,32,-1.0758,56,-0.2276,62,-0.0768
ENSG00000138756,BMP2K,21,0.69133,21,0.64341,7,-0.9087,9,-0.6608,5,-1.3690,12,-0.2642,23,0.83664,13,-0.1451,15,0.12440
ENSG00000163291,PAQR3,18,0.01902,20,0.13984,26,0.58129,16,-0.1833,27,0.62224,15,-0.3134,18,-0.0035,14,-0.3913,12,-0.6379
ENSG00000152784,PRDM8,8,-2.1906,0,-7.2574,48,0.42265,32,-0.2321,102,1.76187,45,0.35832,34,-0.1152,44,0.26324,12,-1.7314
ENSG00000273156,AC124016.2,9,-1.4663,30,0.39486,33,0.55758,21,-0.2186,14,-0.7546,29,0.36129,19,-0.3260,25,0.07419,27,0.22810
ENSG00000138668,HNRNPD,103,-0.0781,124,0.21959,126,0.23471,122,0.18763,75,-0.5756,98,-0.1728,105,-0.0559,101,-0.1094,132,0.31477
ENSG00000152795,HNRNPDL,246,0.02661,284,0.25818,245,0.01559,274,0.19773,319,0.44828,232,-0.0777,139,-0.8632,197,-0.3305,255,0.08012
ENSG00000145293,ENOPH1,133,0.26708,152,0.48755,128,0.20462,98,-0.2244,108,-0.0590,119,0.09565,70,-0.7425,76,-0.6223,124,0.15553
ENSG00000249242,TMEM150C,14,-1.3492,34,-0.0610,42,0.29912,25,-0.5247,52,0.64804,39,0.22427,24,-0.6066,50,0.57319,30,-0.2434
ENSG00000145284,SCD5,611,0.54921,880,1.18174,419,-0.0680,267,-0.7684,313,-0.5235,413,-0.1001,402,-0.1327,297,-0.6095,354,-0.3341
ENSG00000138674,SEC31A,50,0.08927,41,-0.2122,66,0.53570,38,-0.3477,53,0.18209,64,0.55007,31,-0.6721,25,-0.9874,42,-0.1751
ENSG00000251022,THAP9-AS1,16,0.14046,14,-0.0470,17,0.23825,12,-0.2786,16,0.18392,14,-0.0116,8,-0.8179,19,0.42548,14,-0.0975
ENSG00000189308,LIN54,14,0.17718,15,0.22731,13,0.07788,11,-0.2096,8,-0.6117,12,-0.1413,14,0.16709,9,-0.5152,18,0.61065
ENSG00000138663,COPS4,34,-1.5500,117,0.37957,129,0.53932,79,-0.2495,109,0.25672,138,0.75533,73,-0.3828,45,-1.1228,66,-0.5263
ENSG00000163319,MRPS18C,62,-0.7934,106,0.03631,112,0.12283,110,0.09810,112,0.12527,118,0.24322,102,-0.0265,63,-0.7627,131,0.38878
ENSG00000163624,CDS1,5,-3.0510,40,-0.0468,65,0.74603,41,-0.0288,50,0.30909,48,0.28286,37,-0.1636,38,-0.1377,41,-0.0295
ENSG00000163625,WDFY3,65,0.48827,46,-0.0790,60,0.34026,46,-0.0926,55,0.19554,46,-0.0768,48,0.00389,41,-0.2494,30,-0.7471
ENSG00000180769,WDFY3-AS2,29,0.74523,12,-0.6258,12,-0.5925,18,-0.0638,11,-0.7798,16,-0.2304,29,0.75998,13,-0.4802,26,0.58114
ENSG00000109339,MAPK10,54,-2.1164,223,0.04775,307,0.56793,175,-0.3412,265,0.32361,291,0.55351,149,-0.5872,265,0.32882,147,-0.6041
ENSG00000163629,PTPN13,47,2.07339,12,-0.2512,12,-0.3295,19,0.47644,12,-0.2292,8,-0.9244,13,-0.1848,6,-1.1897,6,-1.3274
ENSG00000172493,AFF1,24,0.76332,9,-0.7022,13,-0.2219,16,0.09560,22,0.61663,15,0.05870,15,0.04417,10,-0.6762,9,-0.6924
ENSG00000145332,KLHL8,21,-0.2322,40,0.83804,33,0.50227,23,-0.0415,21,-0.2200,22,-0.1382,13,-0.9065,19,-0.3731,26,0.11337
ENSG00000198189,HSD17B11,41,0.03524,68,0.85534,46,0.22912,37,-0.1539,36,-0.1612,34,-0.3055,31,-0.4206,39,-0.0633,37,-0.1162
ENSG00000170502,NUDT9,24,-0.8555,45,0.08263,66,0.72079,76,0.97566,50,0.24794,37,-0.2438,27,-0.6735,26,-0.7663,36,-0.2500
ENSG00000152583,SPARCL1,1208,-0.5961,3306,1.05299,1946,0.15815,1462,-0.2987,1471,-0.2884,1557,-0.2218,2069,0.25777,1147,-0.6759,1920,0.13612
ENSG00000118785,SPP1,776,4.54764,210,1.13034,14,-3.0740,13,-3.1575,7,-3.9676,6,-4.4350,16,-2.8572,8,-3.8267,16,-2.8123
ENSG00000118777,ABCG2,19,0.85367,35,1.99773,1,-3.0895,6,-1.0220,4,-1.4549,6,-1.0589,6,-0.8952,8,-0.5244,21,1.04491
ENSG00000163644,PPM1K,120,-0.2641,147,0.06917,155,0.15284,114,-0.3415,115,-0.3210,139,-0.0345,109,-0.4106,197,0.54154,178,0.37730
ENSG00000138642,HERC6,11,-0.2656,12,-0.1934,24,0.93913,8,-0.7371,14,0.03498,16,0.26514,9,-0.5180,10,-0.4826,15,0.15088
ENSG00000145337,PYURF,128,0.40139,92,-0.1299,94,-0.0966,105,0.08429,143,0.58522,102,0.04516,85,-0.2574,62,-0.7518,85,-0.2499
ENSG00000138641,HERC3,12,-1.3208,45,0.77906,34,0.33641,39,0.53669,28,0.02513,30,0.13249,17,-0.7497,26,-0.1311,18,-0.6843
ENSG00000177432,NAP1L5,27,-3.0088,140,-0.5944,279,0.51527,117,-0.8594,179,-0.2041,358,1.11446,130,-0.7001,185,-0.1505,263,0.41362
ENSG00000138640,FAM13A,8,-2.2531,11,-1.7911,58,0.78956,42,0.25965,65,0.99167,43,0.34676,30,-0.2889,32,-0.1675,26,-0.5178
ENSG00000185477,GPRIN3,7,-0.7473,40,2.30443,15,0.49042,1,-2.7654,3,-1.8128,8,-0.5226,2,-2.1597,9,-0.2246,16,0.58053
ENSG00000145335,SNCA,121,-2.2029,694,0.48112,952,1.02206,297,-0.8655,651,0.37518,619,0.33388,224,-1.2899,457,-0.1965,533,0.05016
ENSG00000163104,SMARCAD1,14,0.38817,9,-0.2500,13,0.30138,13,0.29861,15,0.43518,12,0.16621,8,-0.5436,7,-0.7311,7,-0.7080
ENSG00000163110,PDLIM5,62,0.97848,67,1.11972,16,-1.1339,13,-1.4308,12,-1.5971,22,-0.7489,61,0.96164,26,-0.4158,41,0.27390
ENSG00000138696,BMPR1B,20,0.62407,27,1.11091,5,-1.4802,6,-1.1373,2,-2.6630,9,-0.6887,31,1.36166,10,-0.4002,17,0.33045
ENSG00000138698,RAP1GDS1,111,0.07155,123,0.23659,133,0.36823,101,-0.0807,136,0.39462,122,0.25139,71,-0.6387,77,-0.4962,67,-0.7305
ENSG00000168785,TSPAN5,67,-0.6644,106,0.06592,127,0.34882,98,-0.0695,198,1.10564,114,0.19371,64,-0.7222,61,-0.7890,73,-0.5233
ENSG00000151247,EIF4E,60,-0.5581,88,0.03622,100,0.22798,131,0.68216,77,-0.1837,85,-0.0219,63,-0.5031,97,0.18613,77,-0.1770
ENSG00000164024,METAP1,9,-1.4320,18,-0.3983,33,0.58197,28,0.31073,28,0.30600,33,0.63718,9,-1.3651,24,0.06827,17,-0.5064
ENSG00000197894,ADH5,56,-0.3555,108,0.72246,76,0.14610,56,-0.3545,77,0.15687,70,-0.0025,66,-0.0798,59,-0.2660,60,-0.2385
ENSG00000109270,LAMTOR3,27,-1.0676,66,0.29185,62,0.18409,53,-0.0596,66,0.28221,75,0.56502,39,-0.5275,41,-0.4620,47,-0.2351
ENSG00000164031,DNAJB14,32,-1.2594,76,0.07100,87,0.27974,58,-0.3619,87,0.27926,96,0.49853,40,-0.9510,97,0.44956,63,-0.2257
ENSG00000164032,H2AFZ,75,-1.4523,156,-0.3491,256,0.45053,247,0.39025,204,0.08302,279,0.68783,150,-0.4025,133,-0.5931,161,-0.2905
ENSG00000138814,PPP3CA,84,-2.6734,424,-0.2382,741,0.67086,634,0.40986,689,0.54658,548,0.19194,294,-0.8083,524,0.09656,445,-0.1637
ENSG00000254531,AP001816.1,7,-1.6363,11,-1.0596,36,0.83000,25,0.25868,28,0.43075,24,0.23825,16,-0.4344,18,-0.3120,25,0.24688
ENSG00000109320,NFKB1,25,1.63437,14,0.65685,10,0.07953,9,-0.0181,5,-0.8471,7,-0.5606,5,-0.8453,7,-0.4746,5,-0.9295
ENSG00000109332,UBE2D3,144,-0.1939,160,-0.0258,204,0.35890,182,0.17411,153,-0.0997,196,0.34340,129,-0.3719,130,-0.3594,136,-0.2879
ENSG00000145354,CISD2,58,-0.3731,63,-0.2305,93,0.39030,93,0.38926,99,0.49030,75,0.05171,55,-0.4540,54,-0.4879,67,-0.1488
ENSG00000164038,SLC9B2,5,-2.2066,28,0.44967,28,0.45992,13,-0.7424,31,0.61555,25,0.30736,10,-1.1041,14,-0.5680,32,0.65930
ENSG00000164039,BDH2,81,1.70441,64,1.24963,13,-1.3149,11,-1.4946,7,-2.2239,15,-1.1931,45,0.66784,19,-0.7477,33,0.16235
ENSG00000168772,CXXC4,37,-0.0438,66,0.91037,36,-0.1065,10,-1.9640,12,-1.7481,42,0.19061,11,-1.8471,52,0.49128,73,1.07484
ENSG00000138777,PPA2,34,-0.5136,30,-0.6942,59,0.35901,37,-0.4047,68,0.59646,67,0.64655,40,-0.2759,41,-0.2190,31,-0.6749
ENSG00000145348,TBCK,18,-0.0840,20,0.08479,23,0.31125,12,-0.7298,14,-0.3968,24,0.48264,16,-0.2837,15,-0.3756,22,0.24730
ENSG00000164022,AIMP1,79,1.17329,64,0.80502,26,-0.6139,25,-0.6784,25,-0.6667,26,-0.6984,24,-0.7334,39,-0.0072,56,0.59079
ENSG00000138801,PAPSS1,84,0.07430,103,0.41292,152,1.07058,65,-0.3167,73,-0.1406,77,-0.0556,46,-0.8705,58,-0.4935,63,-0.3655
ENSG00000245293,AC096564.1,73,3.56905,28,1.36952,3,-2.0285,5,-1.4619,3,-2.1212,0,-4.0663,3,-2.1662,4,-1.4878,5,-1.3754
ENSG00000138796,HADH,26,-0.1628,47,0.81332,28,-0.0246,26,-0.1688,21,-0.5232,22,-0.4272,26,-0.1630,23,-0.3708,46,0.77744
