Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3,Feature log2 fold change topic 3,Feature count topic 4,Feature log2 fold change topic 4,Feature count topic 5,Feature log2 fold change topic 5,Feature count topic 6to7,Feature log2 fold change topic 6to7,Feature count topic 8,Feature log2 fold change topic 8,Feature count topic 9,Feature log2 fold change topic 9,Feature count topic 10,Feature log2 fold change topic 10
ENSG00000110619,CARS,31,-0.3464,49,0.37044,69,0.92815,27,-0.5875,39,-0.0135,36,-0.1336,25,-0.6901,50,0.39604,29,-0.4771
ENSG00000021762,OSBPL5,8,-0.2480,12,0.34650,10,0.14466,7,-0.4412,16,0.88738,10,0.20918,5,-1.0061,7,-0.3938,7,-0.3434
ENSG00000005801,ZNF195,16,0.19613,18,0.29849,21,0.60503,12,-0.3471,16,0.11342,14,-0.0961,14,-0.0869,13,-0.1837,9,-0.7669
ENSG00000110713,NUP98,18,0.90025,9,-0.2869,10,-0.1214,7,-0.5086,10,-0.0887,9,-0.2376,8,-0.4853,12,0.17144,13,0.36745
ENSG00000148985,PGAP2,22,1.11503,26,1.44430,12,0.20336,7,-0.6846,8,-0.4747,9,-0.3987,5,-1.0877,6,-0.8692,6,-0.9240
ENSG00000177105,RHOG,148,3.33845,65,1.45839,4,-2.8332,13,-1.1372,5,-2.4007,6,-2.3162,9,-1.6633,8,-1.8954,11,-1.3349
ENSG00000167323,STIM1,15,-1.8612,95,0.95511,75,0.56277,62,0.24822,52,-0.0345,60,0.21832,36,-0.6114,48,-0.1621,29,-0.9548
ENSG00000167325,RRM1,24,-0.2094,42,0.69893,41,0.65549,25,-0.1133,26,-0.0734,29,0.13915,16,-0.8366,13,-1.1343,27,-0.0114
ENSG00000244734,HBB,174,0.69699,12,-3.3736,11,-3.4339,14,-3.1331,11,-3.4380,2,-6.0684,11,-3.4859,7,-4.1388,897,5.03087
ENSG00000051009,FAM160A2,11,-0.5656,10,-0.7574,22,0.48961,19,0.21767,27,0.79231,18,0.16331,8,-1.0506,13,-0.3415,18,0.11620
ENSG00000110148,CCKBR,2,-4.3287,23,-0.7731,59,0.73076,22,-0.8324,59,0.71916,50,0.52677,31,-0.3032,38,0.00563,44,0.24907
ENSG00000166311,SMPD1,68,0.79100,36,-0.2393,48,0.20856,55,0.42930,54,0.41663,35,-0.3191,28,-0.6325,27,-0.6922,34,-0.3249
ENSG00000166313,APBB1,382,-0.2463,432,-0.0533,569,0.39467,498,0.17760,491,0.15378,438,-0.0321,322,-0.5124,502,0.18952,390,-0.2152
ENSG00000110171,TRIM3,10,-1.4836,42,0.74916,43,0.81474,17,-0.6412,29,0.16523,25,-0.0988,17,-0.6950,23,-0.2376,33,0.34970
ENSG00000132254,ARFIP2,24,-1.0725,46,-0.1095,63,0.41013,54,0.15399,68,0.53703,57,0.29338,44,-0.1798,44,-0.1531,31,-0.6945
ENSG00000132286,TIMM10B,31,0.25210,12,-1.1698,32,0.28065,27,0.04302,29,0.14191,27,0.01026,20,-0.4549,25,-0.1089,36,0.49888
ENSG00000132275,RRP8,14,0.53868,12,0.36763,10,-0.0167,9,-0.1785,6,-0.8068,8,-0.4152,6,-0.8024,8,-0.2408,18,1.01953
ENSG00000166333,ILK,69,0.64243,53,0.21125,34,-0.5001,51,0.13544,33,-0.5467,40,-0.2863,52,0.17403,36,-0.4089,60,0.39133
ENSG00000166337,TAF10,149,0.87065,49,-0.9011,87,-0.0092,112,0.39284,84,-0.0782,77,-0.2274,84,-0.0685,79,-0.1611,80,-0.1526
ENSG00000166340,TPP1,104,0.75405,122,1.01932,45,-0.5824,36,-0.9485,39,-0.7983,61,-0.1351,86,0.43552,50,-0.4383,55,-0.2968
ENSG00000158042,MRPL17,29,-0.3528,23,-0.7236,33,-0.1379,39,0.10527,43,0.25149,48,0.51931,28,-0.3843,26,-0.5411,47,0.40730
ENSG00000175390,EIF3F,114,0.33949,80,-0.2337,88,-0.0833,110,0.27686,101,0.13246,89,-0.0800,97,0.06807,76,-0.3159,84,-0.1552
ENSG00000166402,TUB,10,-1.8374,25,-0.4093,34,0.03544,50,0.68582,44,0.48017,41,0.40072,29,-0.1861,30,-0.1348,25,-0.4426
ENSG00000166405,RIC3,19,-0.6519,37,0.35795,42,0.59533,27,-0.1205,34,0.25071,31,0.12178,19,-0.6401,16,-0.9177,35,0.29719
ENSG00000166441,RPL27A,876,1.20331,714,0.84215,296,-0.5858,323,-0.4517,236,-0.9317,319,-0.5171,378,-0.2050,411,-0.0720,425,-0.0186
ENSG00000166444,ST5,27,0.33868,33,0.66228,15,-0.5791,12,-0.8787,12,-0.8605,26,0.29698,17,-0.4177,27,0.35882,23,0.10732
ENSG00000166452,AKIP1,18,-0.3730,25,0.10753,31,0.46689,18,-0.3712,21,-0.1425,31,0.52932,21,-0.1626,14,-0.7694,21,-0.1031
ENSG00000175348,TMEM9B,87,0.41283,68,0.02513,67,-0.0014,71,0.08709,85,0.36924,57,-0.2999,59,-0.2074,56,-0.3043,67,-0.0088
ENSG00000175352,NRIP3,2,-4.3065,131,1.74898,43,-0.1739,44,-0.1218,14,-1.8076,57,0.31380,29,-0.7725,48,-0.0130,54,0.18417
ENSG00000184014,DENND5A,157,1.56941,83,0.43870,53,-0.2705,43,-0.6031,44,-0.5670,45,-0.5717,44,-0.5523,62,-0.0305,54,-0.2337
ENSG00000166471,TMEM41B,46,0.56821,54,0.81627,31,-0.0949,22,-0.6001,34,0.06128,31,-0.0769,17,-1.0024,28,-0.2414,32,-0.0249
ENSG00000205339,IPO7,56,-0.6759,129,0.65438,116,0.47539,79,-0.1450,87,0.00982,80,-0.1310,47,-0.9241,107,0.34063,83,-0.0673
ENSG00000133789,SWAP70,28,1.02841,27,0.96533,11,-0.5216,8,-0.9135,13,-0.1943,7,-1.1752,13,-0.1978,15,0.00590,20,0.45989
ENSG00000133812,SBF2,24,0.76884,21,0.52490,12,-0.3425,16,0.12041,10,-0.5524,8,-1.0887,16,0.15571,15,0.02957,19,0.38925
ENSG00000255823,MTRNR2L8,4484,0.52853,2082,-0.6968,1138,-1.6120,3389,0.06931,2215,-0.6015,2745,-0.2967,5733,0.94878,4521,0.54225,3409,0.07890
ENSG00000110315,RNF141,165,1.14512,135,0.79220,72,-0.2336,49,-0.8298,61,-0.4855,72,-0.2476,66,-0.3711,66,-0.3571,75,-0.1713
ENSG00000072952,MRVI1,51,1.52833,35,0.86757,11,-0.9440,11,-0.9180,9,-1.2241,10,-1.1714,29,0.51380,20,-0.0897,21,0.02887
ENSG00000198730,CTR9,32,-0.0771,46,0.50401,37,0.17619,41,0.32070,39,0.25034,31,-0.1529,17,-1.0210,23,-0.5624,38,0.19709
ENSG00000110321,EIF4G2,226,-0.3347,331,0.27586,376,0.48829,248,-0.1846,252,-0.1614,330,0.30968,210,-0.4451,204,-0.4921,282,0.01537
ENSG00000236287,ZBED5,25,-0.1349,40,0.59649,34,0.34022,23,-0.2805,30,0.15357,32,0.28881,21,-0.4222,22,-0.3609,15,-0.8783
ENSG00000110328,GALNT18,6,-2.2035,6,-2.0347,19,-0.5064,63,1.49506,41,0.75434,38,0.69583,30,0.21010,9,-1.6413,11,-1.2498
ENSG00000170242,USP47,90,1.08099,64,0.49521,51,0.11336,41,-0.2203,32,-0.6194,39,-0.3496,32,-0.6183,32,-0.6224,54,0.20643
ENSG00000050165,DKK3,185,-2.0959,1470,1.17345,965,0.44684,595,-0.3324,753,0.04163,813,0.18875,619,-0.2695,499,-0.6064,622,-0.2608
ENSG00000133816,MICAL2,6,-3.9954,68,-0.5451,205,1.28197,51,-0.9679,100,0.06537,107,0.19378,44,-1.2200,146,0.68691,127,0.45390
ENSG00000197702,PARVA,11,-1.8040,53,0.55760,59,0.74270,9,-2.1884,15,-1.3648,51,0.55969,29,-0.4223,44,0.23327,55,0.61387
ENSG00000187079,TEAD1,32,0.93445,21,0.22787,17,-0.1143,8,-1.2417,12,-0.5492,17,-0.0548,23,0.42075,13,-0.5345,19,0.10053
ENSG00000133794,ARNTL,12,-1.2510,13,-1.1019,44,0.82293,26,-0.0623,40,0.67378,30,0.21640,24,-0.1883,30,0.20016,18,-0.6057
ENSG00000148925,BTBD10,14,-2.5974,74,-0.0658,117,0.66880,86,0.15784,127,0.81890,99,0.45004,45,-0.8440,72,-0.1104,43,-0.9183
ENSG00000197601,FAR1,96,1.49648,48,0.30060,51,0.39772,27,-0.5917,45,0.17348,34,-0.2893,19,-1.1133,25,-0.6974,20,-1.0647
ENSG00000262655,SPON1,40,0.69268,39,0.64343,17,-0.6350,21,-0.3682,5,-2.4554,17,-0.7627,44,0.87127,15,-0.8058,46,0.95154
ENSG00000129083,COPB1,31,-0.2936,51,0.48207,39,0.04625,33,-0.2296,40,0.09451,45,0.29736,29,-0.4123,24,-0.7170,42,0.17733
ENSG00000129084,PSMA1,71,-0.9340,131,0.01623,180,0.54053,156,0.29745,140,0.13051,166,0.46322,82,-0.7069,104,-0.3515,98,-0.4306
ENSG00000110693,SOX6,19,0.26091,25,0.75194,8,-1.0370,13,-0.3195,3,-2.2249,18,0.25639,21,0.39866,9,-0.9142,25,0.72493
ENSG00000110696,C11orf58,153,0.18019,161,0.26879,123,-0.1601,165,0.30396,146,0.10679,159,0.27726,116,-0.2522,99,-0.5074,84,-0.7532
ENSG00000110700,RPS13,1581,1.53928,738,0.21183,325,-1.0707,630,-0.0434,435,-0.6228,435,-0.6881,601,-0.1176,477,-0.4813,816,0.37667
ENSG00000011405,PIK3C2A,41,0.27418,40,0.26580,26,-0.4351,32,-0.1110,17,-1.0485,22,-0.7415,43,0.35412,46,0.48134,53,0.72081
ENSG00000070081,NUCB2,44,0.14536,40,-0.0233,43,0.11438,47,0.25717,45,0.17674,33,-0.3242,40,0.00836,28,-0.5497,48,0.27238
ENSG00000260196,AC124798.1,1,-3.0673,1,-3.0478,9,0.16542,10,0.26352,10,0.30951,13,0.85005,8,-0.1466,12,0.51633,7,-0.2556
ENSG00000187486,KCNJ11,2,-1.9512,2,-1.9123,12,0.51980,8,-0.0483,12,0.54676,15,1.00540,9,0.02275,6,-0.5569,5,-0.7126
ENSG00000006071,ABCC8,14,-0.5031,8,-1.4436,23,0.25627,28,0.52939,34,0.86267,25,0.40251,11,-0.8351,13,-0.6623,18,-0.1330
ENSG00000129159,KCNC1,3,-4.0051,25,-0.9635,55,0.24848,58,0.34436,76,0.79730,63,0.54031,26,-0.9051,61,0.42038,40,-0.2572
ENSG00000129158,SERGEF,37,-0.6049,55,0.02325,60,0.15886,56,0.05202,41,-0.4155,64,0.31156,61,0.19295,45,-0.2694,57,0.09404
ENSG00000110768,GTF2H1,11,-1.2956,34,0.35808,38,0.56492,24,-0.1865,50,1.00714,28,0.02980,18,-0.6400,21,-0.4079,19,-0.5134
ENSG00000134333,LDHA,106,-1.7016,392,0.32610,510,0.76763,274,-0.2489,404,0.37606,406,0.43978,242,-0.4427,221,-0.5845,245,-0.4273
ENSG00000074319,TSG101,50,-0.1583,74,0.48401,59,0.11065,54,-0.0374,58,0.08562,67,0.34764,30,-0.9552,43,-0.3863,50,-0.1540
ENSG00000151116,UEVLD,23,1.15308,19,0.85134,8,-0.4565,15,0.44040,9,-0.4191,7,-0.8157,7,-0.6903,7,-0.7661,12,0.03352
ENSG00000179119,SPTY2D1,18,0.51154,32,1.51828,18,0.49505,11,-0.2188,10,-0.3413,8,-0.8781,7,-1.0149,9,-0.6038,10,-0.3798
ENSG00000110786,PTPN5,11,-2.9921,68,-0.2727,101,0.35759,78,-0.0652,133,0.81472,119,0.73554,51,-0.7239,75,-0.1124,55,-0.6125
ENSG00000177054,ZDHHC13,6,-0.4996,8,-0.1817,15,0.84902,5,-0.7032,10,0.15413,11,0.33645,7,-0.4237,6,-0.5781,10,0.17632
ENSG00000166833,NAV2,20,0.42391,22,0.51486,9,-0.8062,11,-0.6021,9,-0.8749,13,-0.2625,16,-0.0115,19,0.28426,25,0.74802
ENSG00000270607,AC009549.1,1,-3.2190,18,0.21359,19,0.28539,9,-0.7483,21,0.46294,18,0.24942,18,0.19086,14,-0.1607,20,0.40038
ENSG00000109854,HTATIP2,36,1.09191,32,0.87160,18,-0.0883,18,-0.0450,23,0.32411,13,-0.6377,8,-1.2156,13,-0.5723,13,-0.5186
ENSG00000165973,NELL1,1,-5.2900,91,0.79523,132,1.46223,37,-0.6603,70,0.34803,63,0.19673,17,-1.8089,55,-0.0289,33,-0.8026
ENSG00000171714,ANO5,4,-2.0559,15,-0.2470,26,0.61602,14,-0.3256,19,0.10605,19,0.08183,23,0.38873,21,0.24652,18,0.03031
ENSG00000091664,SLC17A6,0,-7.7306,0,-7.6995,6,-0.7863,44,2.74518,25,1.58263,8,-0.3493,7,-0.5747,1,-2.7006,1,-3.2517
ENSG00000183161,FANCF,6,-0.5721,8,-0.3214,8,-0.2016,13,0.44425,10,0.00400,12,0.47036,7,-0.3669,9,-0.1405,10,0.01560
ENSG00000198168,SVIP,225,1.15152,137,0.30143,97,-0.2496,142,0.35810,127,0.17938,86,-0.4826,60,-0.9975,79,-0.5693,97,-0.2479
ENSG00000187398,LUZP2,20,-0.4752,70,1.65459,20,-0.4615,19,-0.5196,9,-1.6134,21,-0.4124,33,0.32463,23,-0.2419,32,0.28207
ENSG00000134343,ANO3,1,-5.0944,9,-2.0136,60,0.86540,80,1.39730,82,1.44168,27,-0.4615,21,-0.7800,26,-0.4640,19,-0.9495
ENSG00000176971,FIBIN,16,0.40596,24,1.08401,7,-0.8548,5,-1.2827,5,-1.3349,8,-0.7016,19,0.73262,10,-0.3241,21,0.84812
ENSG00000129151,BBOX1,23,1.08942,36,1.96690,4,-1.6501,4,-1.4814,1,-3.1189,6,-1.0387,22,1.06345,5,-1.2360,9,-0.3757
ENSG00000109881,CCDC34,13,-1.8559,38,-0.3268,54,0.24539,58,0.35324,57,0.32936,47,0.04556,27,-0.8470,56,0.29982,66,0.57559
ENSG00000205213,LGR4,10,-0.3350,28,1.30745,6,-1.1731,17,0.39723,7,-0.8504,12,-0.0624,16,0.36682,6,-1.0126,13,0.00021
ENSG00000148943,LIN7C,44,-0.3112,78,0.59482,53,-0.0391,49,-0.1627,51,-0.0741,64,0.30659,51,-0.0803,34,-0.7321,52,-0.0519
ENSG00000176697,BDNF,0,-8.4611,0,-7.4775,19,0.20185,59,2.22839,44,1.63340,13,-0.3922,7,-1.2747,12,-0.5420,2,-3.1704
ENSG00000169519,METTL15,10,-0.6718,10,-0.5967,12,-0.3313,19,0.37208,16,0.09452,23,0.77832,9,-0.8516,13,-0.1740,16,0.08885
ENSG00000152219,ARL14EP,11,-0.9503,14,-0.5489,23,0.15025,30,0.60355,27,0.40866,23,0.20348,20,-0.0563,14,-0.5983,21,0.06074
ENSG00000066382,MPPED2,0,-4.5665,11,-0.6733,17,0.02593,43,1.58504,34,1.14723,14,-0.3100,19,0.16070,8,-1.0570,9,-1.0161
ENSG00000170946,DNAJC24,25,0.38654,18,-0.1910,21,0.07501,18,-0.1193,23,0.25165,20,-0.0017,14,-0.5741,21,0.05354,19,-0.0418
ENSG00000148950,IMMP1L,35,-0.1947,31,-0.4049,33,-0.3014,62,0.70649,38,-0.0867,44,0.15483,43,0.12238,24,-0.7812,47,0.25162
ENSG00000109911,ELP4,23,0.75167,29,1.16382,9,-0.7077,11,-0.3935,11,-0.4716,12,-0.3539,16,0.11497,11,-0.3693,11,-0.4135
ENSG00000007372,PAX6,54,1.47938,26,0.22922,6,-1.9553,18,-0.3248,6,-1.9045,14,-0.7629,39,0.87642,15,-0.6242,33,0.61015
ENSG00000049449,RCN1,30,-0.1843,12,-1.5626,12,-1.5092,74,1.31394,89,1.65415,25,-0.5249,41,0.30550,11,-1.6770,20,-0.8197
ENSG00000149100,EIF3M,74,-0.3613,80,-0.2397,111,0.28391,80,-0.2458,90,-0.0454,115,0.38699,74,-0.3699,86,-0.1328,107,0.22301
ENSG00000060749,QSER1,31,1.17522,27,0.90312,13,-0.2476,9,-0.7228,8,-0.8971,11,-0.6323,14,-0.1334,11,-0.5491,19,0.30872
ENSG00000280798,LINC00294,23,-0.3605,51,0.88375,32,0.13836,30,0.04769,27,-0.1494,30,0.00050,26,-0.1909,28,-0.0986,19,-0.6908
ENSG00000176102,CSTF3,29,-0.4565,21,-0.9749,46,0.26786,52,0.46028,49,0.36040,45,0.25507,35,-0.1498,31,-0.3512,37,-0.0784
ENSG00000110422,HIPK3,32,-0.1542,32,-0.1865,36,0.00619,32,-0.1924,29,-0.3012,46,0.47588,26,-0.4796,32,-0.1847,46,0.39791
ENSG00000110427,KIAA1549L,6,-4.4809,79,-0.6852,185,0.67385,129,0.07758,194,0.74994,165,0.54996,97,-0.3735,117,-0.0785,92,-0.4477
ENSG00000085063,CD59,123,-0.6426,240,0.41491,228,0.33411,178,-0.0665,203,0.14005,175,-0.1025,195,0.07469,161,-0.2296,179,-0.0573
ENSG00000110429,FBXO3,20,-1.7491,87,0.47480,90,0.53643,63,-0.0400,91,0.55372,69,0.11550,40,-0.7396,59,-0.1331,58,-0.1643
ENSG00000135363,LMO2,28,0.72975,39,1.29071,9,-0.9997,13,-0.4827,9,-1.0749,14,-0.4742,32,0.90124,8,-1.2607,15,-0.2473
ENSG00000135387,CAPRIN1,76,-0.5322,139,0.43695,134,0.37530,102,-0.0635,108,0.02197,127,0.32538,73,-0.5893,102,-0.0578,75,-0.5464
ENSG00000135372,NAT10,13,-0.1585,16,0.08886,22,0.59408,9,-0.7832,18,0.28387,14,-0.0994,11,-0.4285,15,0.05082,17,0.17821
ENSG00000121691,CAT,60,1.90206,28,0.54374,11,-0.9483,14,-0.5845,15,-0.4263,7,-1.6704,30,0.62531,13,-0.7032,17,-0.2701
ENSG00000149089,APIP,47,1.50512,15,-0.3598,16,-0.2522,11,-0.8144,19,-0.0378,21,0.17859,11,-0.8978,11,-0.8284,20,0.03850
ENSG00000110435,PDHX,30,-0.7474,43,-0.2266,57,0.23293,71,0.60050,59,0.28658,63,0.44633,34,-0.5711,27,-0.9338,46,-0.1068
ENSG00000110436,SLC1A2,283,-2.0455,1640,0.68938,556,-1.0330,796,-0.4814,427,-1.4295,1177,0.15790,2107,1.12622,1107,0.04031,1524,0.56506
ENSG00000149090,PAMR1,5,-1.7535,10,-0.6379,12,-0.4279,21,0.48258,14,-0.1794,15,-0.1055,33,1.24151,6,-1.3732,26,0.81688
ENSG00000179431,FJX1,7,-1.9450,5,-2.2456,48,1.07134,18,-0.5659,43,0.86812,29,0.27313,28,0.14945,21,-0.2971,24,-0.0540
ENSG00000166326,TRIM44,106,-0.3508,129,-0.0369,161,0.31587,95,-0.5209,117,-0.1963,139,0.09701,87,-0.6493,161,0.32405,187,0.56445
ENSG00000110442,COMMD9,46,-0.2564,49,-0.1285,56,0.07324,68,0.37609,64,0.28926,68,0.44477,41,-0.4321,52,-0.0470,24,-1.2266
ENSG00000166352,C11orf74,11,-1.1362,40,0.85255,35,0.60826,25,0.09911,17,-0.4904,22,-0.1440,15,-0.6796,26,0.14126,24,0.02778
ENSG00000148948,LRRC4C,12,-1.9465,25,-0.8335,51,0.27758,40,-0.1085,74,0.90119,52,0.33871,22,-1.0151,56,0.41584,46,0.12232
ENSG00000166181,API5,54,-0.3925,73,0.08965,81,0.25696,54,-0.3651,83,0.29632,81,0.31099,38,-0.9272,67,-0.0324,75,0.14805
ENSG00000052841,TTC17,19,0.39000,16,0.08679,20,0.50910,12,-0.2969,20,0.48727,17,0.21018,7,-1.1365,9,-0.6882,11,-0.4304
ENSG00000149084,HSD17B12,123,0.39570,148,0.70471,100,0.05203,93,-0.0535,67,-0.5665,97,0.01306,81,-0.2798,85,-0.2021,73,-0.4345
ENSG00000166199,ALKBH3,11,-0.2212,15,0.21517,23,0.94868,12,-0.0295,16,0.37312,11,-0.3071,12,-0.1441,8,-0.7029,9,-0.4581
ENSG00000187479,C11orf96,25,0.40711,17,-0.1581,14,-0.4577,23,0.25645,15,-0.3405,18,-0.1138,13,-0.5586,14,-0.5345,35,0.97520
ENSG00000151348,EXT2,18,-0.3839,30,0.41131,25,0.09146,25,0.12700,35,0.67394,25,0.09831,21,-0.1760,17,-0.5078,13,-0.9325
ENSG00000085117,CD82,157,3.55175,63,1.39467,7,-1.9618,2,-3.4158,3,-3.1944,2,-3.6517,6,-2.2624,11,-1.3741,20,-0.4574
ENSG00000175274,TP53I11,10,-1.7184,30,-0.1517,36,0.14878,94,1.82873,34,0.06823,22,-0.6950,41,0.34824,23,-0.5549,17,-1.0356
ENSG00000019485,PRDM11,5,-0.7971,20,1.33876,7,-0.3646,11,0.35931,10,0.18052,9,-0.0017,8,-0.1860,8,-0.1243,2,-2.2257
ENSG00000019505,SYT13,14,-3.4475,132,-0.1107,202,0.58146,134,-0.0788,222,0.74391,165,0.28803,110,-0.3973,177,0.36386,92,-0.6711
ENSG00000175264,CHST1,52,-1.6787,193,0.32907,185,0.25890,194,0.33805,256,0.80471,168,0.11248,132,-0.2821,138,-0.2057,89,-0.8901
ENSG00000121671,CRY2,15,-2.2011,68,0.04691,82,0.34163,97,0.61764,83,0.36282,60,-0.1674,44,-0.6229,79,0.29184,73,0.15724
ENSG00000121653,MAPK8IP1,181,0.30137,205,0.50358,150,-0.0014,186,0.34633,115,-0.4239,108,-0.5818,144,-0.0753,191,0.38752,117,-0.3956
ENSG00000121680,PEX16,48,0.59388,39,0.23078,37,0.15744,34,0.05378,35,0.09953,23,-0.6043,26,-0.3997,28,-0.2449,39,0.24512
ENSG00000135365,PHF21A,19,0.40090,21,0.58512,13,-0.1865,14,-0.0742,5,-1.4239,12,-0.3708,15,0.07713,18,0.32603,17,0.23768
ENSG00000157613,CREB3L1,2,-2.1439,52,2.97375,21,1.09433,0,-4.3164,2,-2.4426,5,-1.2592,5,-1.1434,5,-1.1979,11,0.05444
ENSG00000149091,DGKZ,55,-2.2898,253,0.02848,341,0.51356,198,-0.3593,236,-0.0835,302,0.35672,223,-0.1774,317,0.39396,262,0.08021
ENSG00000110492,MDK,16,0.46027,35,1.93162,5,-1.1089,5,-1.3027,4,-1.5950,6,-1.0165,16,0.49150,5,-1.1577,18,0.66319
ENSG00000110497,AMBRA1,14,-0.2374,21,0.32600,21,0.37024,13,-0.4399,33,1.08977,15,-0.1812,12,-0.5532,12,-0.5106,13,-0.4406
ENSG00000175224,ATG13,64,0.14455,70,0.28076,61,0.06400,54,-0.1296,51,-0.2190,66,0.23261,41,-0.5719,47,-0.3417,65,0.16951
ENSG00000175220,ARHGAP1,63,0.48271,47,0.01745,53,0.19954,69,0.62906,44,-0.0954,46,-0.0211,35,-0.4481,35,-0.4350,29,-0.7593
ENSG00000175216,CKAP5,48,-0.7013,83,0.14748,108,0.59507,68,-0.1725,104,0.51694,76,0.02575,58,-0.4182,78,0.06478,54,-0.5167
ENSG00000134569,LRP4,49,0.77270,66,1.28617,11,-1.5446,12,-1.4241,10,-1.6757,17,-0.9801,58,1.07243,24,-0.3775,42,0.50890
ENSG00000149179,C11orf49,40,-1.0639,119,0.63773,116,0.59190,58,-0.5226,99,0.33074,87,0.14411,77,-0.0757,61,-0.4272,61,-0.4310
ENSG00000149182,ARFGAP2,65,-0.4917,146,0.80360,108,0.29646,67,-0.4587,69,-0.4062,102,0.24497,56,-0.7296,85,-0.0840,95,0.09176
ENSG00000134575,ACP2,22,-0.7423,33,-0.1207,45,0.36356,35,-0.0242,33,-0.1197,55,0.80863,30,-0.2851,29,-0.3044,21,-0.8513
ENSG00000110514,MADD,32,-1.8281,100,-0.0927,144,0.51127,103,-0.0432,113,0.11392,141,0.53944,72,-0.6026,121,0.21599,90,-0.2598
ENSG00000165915,SLC39A13,15,-0.1644,13,-0.4421,14,-0.3143,20,0.27214,18,0.07195,22,0.44023,17,-0.0034,13,-0.4627,17,0.02557
ENSG00000165916,PSMC3,108,-0.4684,151,0.06797,170,0.25014,112,-0.4041,163,0.18742,168,0.26978,142,-0.0403,134,-0.1273,136,-0.1090
ENSG00000149187,CELF1,58,-0.6764,92,0.04979,99,0.18111,112,0.37401,99,0.17605,74,-0.3076,68,-0.4077,112,0.38083,98,0.16603
ENSG00000213619,NDUFS3,103,-0.4241,165,0.32916,161,0.29495,111,-0.2951,154,0.22419,130,-0.0655,122,-0.1490,109,-0.3303,159,0.26866
ENSG00000110536,PTPMT1,42,0.04821,39,-0.0627,39,-0.0733,41,0.02474,46,0.19022,38,-0.1448,51,0.37020,30,-0.5023,44,0.13117
ENSG00000123444,KBTBD4,18,-0.4186,25,0.09404,24,0.06658,26,0.16197,29,0.36696,31,0.51263,21,-0.1612,8,-1.5555,20,-0.2143
ENSG00000172247,C1QTNF4,56,-2.1249,295,0.43228,243,0.11250,228,0.01300,313,0.53249,233,0.05225,227,0.00366,261,0.22782,174,-0.4127
ENSG00000109919,MTCH2,44,-0.5970,107,0.83332,79,0.32626,58,-0.1797,76,0.24879,65,-0.0046,56,-0.2415,44,-0.6138,55,-0.2584
ENSG00000109920,FNBP4,30,1.02402,12,-0.5044,13,-0.3663,24,0.60394,8,-1.0376,11,-0.6255,11,-0.6473,16,-0.0505,27,0.83370
ENSG00000149177,PTPRJ,17,-0.8403,20,-0.5832,36,0.33361,30,0.04041,55,1.04668,37,0.42051,33,0.18721,14,-1.1432,14,-1.0912
ENSG00000134817,APLNR,121,6.01563,5,-1.4520,0,-5.7389,2,-2.6320,0,-5.5302,0,-8.3534,5,-1.4483,1,-3.6293,1,-3.1661
ENSG00000149115,TNKS1BP1,8,-0.2112,6,-0.7617,13,0.44992,13,0.41336,14,0.59127,8,-0.2490,11,0.14723,6,-0.7226,10,0.00647
ENSG00000149136,SSRP1,34,-0.6335,54,0.09437,69,0.50092,41,-0.3406,49,-0.0399,59,0.28245,36,-0.5120,61,0.28827,45,-0.2012
ENSG00000186907,RTN4RL2,1,-4.7556,2,-4.5587,77,1.00194,55,0.42858,96,1.39338,41,-0.0378,28,-0.6226,53,0.37153,27,-0.6921
ENSG00000134809,TIMM10,45,-0.1429,45,-0.1649,50,0.00720,60,0.32159,61,0.33166,43,-0.2497,53,0.09527,47,-0.0818,49,-0.0241
ENSG00000156587,UBE2L6,44,0.30251,34,-0.0945,31,-0.2426,32,-0.1744,36,-0.0159,34,-0.1216,42,0.22742,33,-0.1635,43,0.27519
ENSG00000149131,SERPING1,30,0.51135,29,0.47273,19,-0.2272,19,-0.2101,16,-0.4924,21,-0.0543,22,0.00170,7,-1.5837,33,0.69300
ENSG00000166793,YPEL4,14,-1.4588,34,-0.1679,55,0.60475,27,-0.5343,32,-0.2748,48,0.42085,20,-0.9773,36,-0.0932,66,0.91011
ENSG00000156599,ZDHHC5,12,-0.8171,14,-0.5756,25,0.26360,19,-0.1693,26,0.36169,32,0.79906,11,-0.9253,16,-0.3942,22,0.03804
ENSG00000156603,MED19,26,-0.9377,41,-0.2486,48,-0.0147,36,-0.4297,27,-0.8808,61,0.45302,29,-0.7924,77,0.77254,73,0.69758
ENSG00000213593,TMX2,93,0.24242,96,0.29118,106,0.46178,71,-0.1804,88,0.15126,83,0.06510,56,-0.5481,55,-0.5806,68,-0.2547
ENSG00000211450,SELENOH,103,-1.4314,206,-0.3747,318,0.31524,284,0.13101,299,0.21909,336,0.46969,261,-0.0030,208,-0.3591,262,0.00559
ENSG00000198561,CTNND1,46,0.42371,30,-0.2414,35,-0.0179,32,-0.1593,44,0.36395,27,-0.4993,25,-0.5425,62,0.92813,26,-0.4709
ENSG00000186660,ZFP91,82,0.81688,78,0.72298,43,-0.2260,38,-0.4442,36,-0.5138,44,-0.2063,34,-0.5914,54,0.11884,46,-0.1252
ENSG00000110042,DTX4,14,-0.3727,10,-0.9485,23,0.35711,15,-0.3233,21,0.20172,22,0.33677,18,-0.0571,21,0.20617,18,-0.0487
