Feature ID,Feature Name,Feature count topic 1to2,Feature log2 fold change topic 1to2,Feature count topic 3,Feature log2 fold change topic 3,Feature count topic 4,Feature log2 fold change topic 4,Feature count topic 5,Feature log2 fold change topic 5,Feature count topic 6,Feature log2 fold change topic 6,Feature count topic 7,Feature log2 fold change topic 7,Feature count topic 8to9,Feature log2 fold change topic 8to9,Feature count topic 10,Feature log2 fold change topic 10,Feature count topic 11,Feature log2 fold change topic 11
ENSG00000130517,PGPEP1,17,0.39942,9,-0.6862,10,-0.4429,2,-2.9351,7,-1.0890,14,0.04963,17,0.35411,25,0.91679,18,0.37335
ENSG00000130511,SSBP4,161,-0.0410,119,-0.5112,205,0.35492,216,0.43790,245,0.64407,107,-0.6686,156,-0.0949,134,-0.3188,151,-0.1375
ENSG00000105655,ISYNA1,27,1.29034,19,0.51343,16,0.24942,0,-5.7741,14,0.05999,3,-2.1097,8,-0.7967,17,0.32592,11,-0.3439
ENSG00000105701,FKBP8,334,-0.0729,459,0.44710,455,0.43232,393,0.19556,323,-0.1187,382,0.14990,250,-0.5638,321,-0.1249,325,-0.1049
ENSG00000105700,KXD1,64,0.22331,66,0.23513,48,-0.2651,56,-0.0135,66,0.24229,52,-0.1375,52,-0.1564,41,-0.4918,62,0.15230
ENSG00000221983,UBA52,654,0.35228,540,0.00545,613,0.20744,429,-0.3543,544,0.01714,406,-0.4402,498,-0.1348,486,-0.1623,597,0.16528
ENSG00000006016,CRLF1,153,1.33046,36,-1.1464,118,0.69274,31,-1.3820,174,1.36515,16,-2.3637,46,-0.8649,21,-1.9559,55,-0.5386
ENSG00000006015,REX1BD,157,-0.2296,188,0.07126,181,0.01712,214,0.28070,104,-0.8433,160,-0.1806,243,0.55168,166,-0.1218,161,-0.1695
ENSG00000105696,TMEM59L,537,-0.9382,680,-0.5056,889,-0.0871,1368,0.60968,1601,0.87420,970,0.05199,1007,0.12457,688,-0.4858,1047,0.17340
ENSG00000167487,KLHL26,21,-0.3271,11,-1.3040,19,-0.4609,38,0.64419,40,0.75106,26,0.03458,21,-0.3056,39,0.70395,22,-0.2360
ENSG00000105662,CRTC1,102,-0.2011,81,-0.5462,140,0.32035,123,0.10424,138,0.29703,42,-1.5132,164,0.65696,70,-0.7595,136,0.26604
ENSG00000005007,UPF1,35,-0.4198,39,-0.2116,46,0.02806,31,-0.5492,78,0.89796,30,-0.6303,67,0.72814,33,-0.4757,33,-0.4626
ENSG00000223802,CERS1,63,0.48139,32,-0.6274,55,0.20056,33,-0.5723,53,0.14682,46,-0.0720,45,-0.1138,35,-0.5038,60,0.35719
ENSG00000105669,COPE,158,-0.0032,148,-0.1114,183,0.22717,171,0.12423,179,0.19623,91,-0.8507,169,0.11509,173,0.13847,143,-0.1582
ENSG00000105671,DDX49,25,-0.3980,29,-0.0911,30,-0.0451,34,0.14092,44,0.54335,36,0.22768,20,-0.7523,46,0.62938,34,0.14679
ENSG00000064607,SUGP2,68,-0.9549,106,-0.2146,125,0.05567,150,0.33814,161,0.45722,129,0.09860,123,0.02774,128,0.08955,151,0.35133
ENSG00000105676,ARMC6,20,-0.6964,18,-0.7940,38,0.38916,15,-1.0258,33,0.15377,35,0.25181,36,0.31834,39,0.40962,40,0.46823
ENSG00000181035,SLC25A42,16,0.01755,18,0.20194,12,-0.3928,22,0.50798,12,-0.4425,19,0.31144,17,0.12434,12,-0.3792,13,-0.3530
ENSG00000064545,TMEM161A,12,-0.6152,14,-0.2992,16,-0.1186,10,-0.7291,17,-0.0123,26,0.66761,20,0.29158,10,-0.7256,30,0.91651
ENSG00000254901,BORCS8,39,-0.5131,74,0.51195,32,-0.7927,55,0.03350,44,-0.2888,73,0.49548,43,-0.3783,68,0.38040,78,0.61285
ENSG00000064490,RFXANK,28,0.53649,14,-0.5353,21,0.07217,8,-1.2992,28,0.49353,20,-0.0606,21,0.03487,12,-0.7576,24,0.23546
ENSG00000130287,NCAN,121,0.61193,38,-1.2644,117,0.49469,43,-1.0602,135,0.73104,67,-0.4025,78,-0.1850,69,-0.3391,83,-0.0552
ENSG00000187664,HAPLN4,25,-0.8890,13,-1.7444,29,-0.6047,32,-0.4553,53,0.32959,35,-0.2995,45,0.10297,126,1.84722,42,-0.0133
ENSG00000105705,SUGP1,23,0.03498,30,0.44031,25,0.17907,11,-1.0728,32,0.54675,15,-0.6440,27,0.28976,10,-1.1576,26,0.21284
ENSG00000129933,MAU2,16,-0.6944,14,-0.8857,36,0.59286,44,0.91814,22,-0.1754,13,-0.9359,40,0.87180,21,-0.2832,11,-1.1939
ENSG00000186010,NDUFA13,663,0.21027,786,0.46410,794,0.48074,631,0.10821,516,-0.2104,471,-0.3507,473,-0.3798,633,0.11383,381,-0.6805
ENSG00000250067,YJEFN3,150,-0.2908,166,-0.1016,233,0.43637,213,0.29057,294,0.82236,45,-2.0720,151,-0.2761,161,-0.1548,238,0.47303
ENSG00000105726,ATP13A1,29,-0.4691,22,-0.8084,46,0.30329,81,1.25540,33,-0.1960,34,-0.1571,49,0.46224,18,-1.1325,27,-0.5365
ENSG00000081665,ZNF506,14,-0.6625,9,-1.1848,22,0.10263,11,-0.9089,12,-0.7398,26,0.36102,39,1.23918,23,0.16785,16,-0.3696
ENSG00000167232,ZNF91,44,0.31512,18,-1.0901,68,1.01195,23,-0.7316,19,-1.0272,30,-0.3259,43,0.28089,37,0.03863,35,-0.0598
ENSG00000261824,LINC00662,20,-1.2168,33,-0.3525,54,0.42035,36,-0.2192,38,-0.1287,54,0.41402,50,0.34666,47,0.21062,54,0.41381
ENSG00000169021,UQCRFS1,165,-0.5626,240,0.07218,235,0.03773,274,0.27953,190,-0.2992,292,0.38328,235,0.03780,252,0.15036,244,0.09607
ENSG00000187135,VSTM2B,37,-0.6039,40,-0.4204,37,-0.5510,46,-0.2039,65,0.32220,98,1.00930,44,-0.3070,86,0.79023,47,-0.1872
ENSG00000105171,POP4,24,-0.8916,23,-0.8701,23,-0.8947,62,0.64376,35,-0.2440,40,-0.0397,69,0.95069,46,0.17813,39,-0.0809
ENSG00000131943,C19orf12,44,-0.6617,39,-0.7650,43,-0.6159,45,-0.5704,70,0.11541,83,0.39890,120,1.17939,58,-0.1787,47,-0.4844
ENSG00000105176,URI1,34,-0.1934,40,0.07875,24,-0.7391,14,-1.4837,23,-0.7707,55,0.58524,51,0.51135,46,0.27924,49,0.39359
ENSG00000198597,ZNF536,21,1.07422,8,-0.5452,23,1.02628,0,-5.9367,29,1.45623,10,-0.3127,9,-0.4777,1,-3.6933,1,-3.1476
ENSG00000121297,TSHZ3,12,-0.7244,16,-0.2637,14,-0.4832,14,-0.5355,11,-0.7942,39,1.14530,28,0.70450,14,-0.4676,22,0.22007
ENSG00000178904,DPY19L3,25,0.72256,8,-1.0844,22,0.40905,19,0.18125,31,1.02316,12,-0.4981,11,-0.7428,7,-1.3686,14,-0.2399
ENSG00000105185,PDCD5,118,-0.0326,118,-0.0230,118,-0.0245,183,0.68367,134,0.17357,122,0.02973,104,-0.2413,60,-1.0497,139,0.24140
ENSG00000105186,ANKRD27,12,-0.5871,4,-1.9770,9,-0.9493,39,1.33405,15,-0.1866,18,0.04358,23,0.52834,14,-0.3300,20,0.23311
ENSG00000130881,LRP3,46,0.31735,41,0.11794,55,0.58353,49,0.41517,36,-0.0930,29,-0.4325,32,-0.3018,33,-0.2137,21,-0.9124
ENSG00000245848,CEBPA,15,0.08341,4,-1.9198,11,-0.3803,32,1.31196,31,1.28065,18,0.34971,8,-1.0181,4,-1.9117,13,-0.1980
ENSG00000153879,CEBPG,18,-0.2482,21,0.04270,16,-0.3574,14,-0.5782,35,0.82135,18,-0.2357,16,-0.4150,16,-0.4129,40,1.06151
ENSG00000124299,PEPD,42,-0.2207,33,-0.5878,58,0.28692,39,-0.3323,48,-0.0187,55,0.21417,54,0.21199,45,-0.1248,60,0.34419
ENSG00000153885,KCTD15,35,1.10986,18,-0.1059,33,0.84908,4,-2.1872,45,1.39961,4,-2.3365,9,-1.2442,8,-1.3532,14,-0.5219
ENSG00000257103,LSM14A,36,-0.1345,38,-0.0018,23,-0.7741,21,-0.9000,54,0.54497,24,-0.6934,48,0.39467,51,0.44521,44,0.20331
ENSG00000105220,GPI,330,-1.0030,539,-0.1755,492,-0.3178,982,0.79748,625,0.05896,796,0.44887,696,0.25965,442,-0.4845,697,0.23378
ENSG00000126261,UBA2,54,-0.6386,69,-0.2166,49,-0.7247,63,-0.3682,85,0.11090,129,0.79723,122,0.80130,67,-0.2644,57,-0.5156
ENSG00000089335,ZNF302,25,-0.2212,26,-0.1404,34,0.27152,18,-0.6926,36,0.34038,39,0.49197,25,-0.2350,42,0.57904,21,-0.4947
ENSG00000089351,GRAMD1A,21,-0.9265,34,-0.1193,64,0.91614,13,-1.5496,46,0.36531,33,-0.1651,53,0.68424,31,-0.2330,33,-0.1684
ENSG00000105711,SCN1B,59,-0.7331,81,-0.2011,113,0.32750,82,-0.1735,78,-0.2567,79,-0.2330,106,0.25976,157,0.87905,89,-0.0520
ENSG00000153902,LGI4,125,0.34931,56,-0.9207,99,-0.0525,94,-0.1303,195,1.05662,95,-0.1144,88,-0.2650,50,-1.1114,113,0.15960
ENSG00000266964,FXYD1,384,1.12877,249,0.24726,231,0.12960,128,-0.7909,172,-0.3382,89,-1.3404,191,-0.1916,94,-1.2480,232,0.13678
ENSG00000221946,FXYD7,250,-0.2559,378,0.42929,256,-0.1925,275,-0.0777,344,0.27527,273,-0.0923,219,-0.4754,426,0.62582,293,0.02251
ENSG00000105698,USF2,113,0.18475,114,0.18803,110,0.12874,56,-0.9120,96,-0.0931,73,-0.5094,106,0.08372,107,0.08733,122,0.29173
ENSG00000105695,MAG,25,0.92899,25,0.84464,14,-0.1223,1,-4.0302,0,-5.4415,20,0.44994,15,0.01781,17,0.21705,8,-0.9273
ENSG00000105677,TMEM147,67,-0.2145,83,0.14264,57,-0.4464,106,0.55303,100,0.45512,70,-0.1260,73,-0.0610,63,-0.2696,72,-0.0727
ENSG00000126254,RBM42,43,-0.1358,47,0.03193,42,-0.1411,22,-1.0935,60,0.41962,45,-0.0347,61,0.51777,31,-0.5965,51,0.16486
ENSG00000126267,COX6B1,495,-0.0544,621,0.31482,498,-0.0389,633,0.34424,341,-0.6277,464,-0.1513,502,-0.0310,528,0.05211,538,0.08307
ENSG00000272333,KMT2B,12,-0.9836,9,-1.3275,30,0.47657,29,0.42491,9,-1.3542,12,-0.9479,49,1.53962,18,-0.3789,17,-0.4246
ENSG00000161265,U2AF1L4,17,-0.5005,14,-0.7495,35,0.71983,16,-0.4832,16,-0.5345,19,-0.3058,38,0.98732,20,-0.1680,18,-0.3453
ENSG00000205155,PSENEN,42,-0.3980,53,0.00157,71,0.47382,36,-0.5852,63,0.28206,40,-0.4366,54,0.04243,73,0.53435,52,-0.0106
ENSG00000267796,LIN37,17,-0.2719,12,-0.7755,24,0.34377,18,-0.1577,30,0.70441,23,0.25546,19,-0.0359,19,-0.0144,17,-0.2113
ENSG00000004777,ARHGAP33,49,-0.1259,67,0.37354,49,-0.1082,48,-0.1615,43,-0.3149,43,-0.3376,75,0.63851,51,-0.0402,32,-0.7599
ENSG00000105290,APLP1,425,-0.7767,645,-0.0665,773,0.22240,705,0.07557,1146,0.87390,495,-0.4806,609,-0.1721,752,0.17731,815,0.30743
ENSG00000126243,LRFN3,19,-0.7941,37,0.30530,27,-0.1448,40,0.44550,22,-0.4690,32,0.09471,27,-0.2070,49,0.79067,33,0.16553
ENSG00000205138,SDHAF1,23,0.12406,23,0.15153,35,0.80638,22,0.05656,22,0.05034,25,0.29860,11,-1.0389,19,-0.1881,19,-0.1944
ENSG00000239382,ALKBH6,28,-0.6367,69,0.80840,24,-0.8462,31,-0.4665,55,0.43952,44,0.09721,33,-0.3961,72,0.89247,41,-0.0398
ENSG00000105270,CLIP3,302,-0.2760,227,-0.6884,312,-0.1973,610,0.89510,408,0.22743,299,-0.2656,307,-0.2443,350,-0.0170,467,0.44729
ENSG00000105258,POLR2I,233,0.32328,260,0.47054,210,0.12551,187,-0.0607,173,-0.1808,157,-0.3351,145,-0.4970,167,-0.2396,227,0.24978
ENSG00000105254,TBCB,164,-0.4768,214,-0.0183,157,-0.4988,346,0.76120,208,-0.0616,267,0.33066,209,-0.0602,240,0.15942,205,-0.0855
ENSG00000126247,CAPNS1,230,-0.6150,337,0.03163,292,-0.1923,353,0.10493,424,0.40150,356,0.11814,302,-0.1568,325,-0.0258,482,0.61412
ENSG00000161281,COX7A1,255,-0.0744,289,0.12876,306,0.22034,321,0.30125,118,-1.2516,202,-0.4307,342,0.45533,187,-0.5476,311,0.24866
ENSG00000167635,ZNF146,18,-0.5504,6,-2.1543,14,-0.8368,73,1.85090,16,-0.6286,29,0.24350,31,0.41657,20,-0.2891,15,-0.7221
ENSG00000232677,LINC00665,15,-0.0546,19,0.30133,21,0.46260,3,-2.4993,20,0.36610,23,0.60836,16,-0.0235,15,-0.0430,10,-0.6169
ENSG00000186020,ZNF529,21,-0.9280,30,-0.2644,22,-0.7261,21,-0.8376,48,0.46324,34,-0.0686,49,0.55621,49,0.48648,52,0.59452
ENSG00000171817,ZNF540,13,-0.9070,24,0.10638,20,-0.1594,26,0.23016,31,0.50955,28,0.37480,18,-0.4014,36,0.76233,20,-0.1771
ENSG00000011332,DPF1,49,-0.3667,85,0.53591,44,-0.4995,72,0.26415,72,0.25593,70,0.22093,64,0.07919,49,-0.3396,53,-0.2279
ENSG00000167642,SPINT2,114,-1.1471,200,-0.2060,117,-1.0368,337,0.62813,276,0.30387,282,0.34046,302,0.50664,228,-0.0029,241,0.08225
ENSG00000167641,PPP1R14A,66,1.85299,48,0.94497,15,-0.8644,9,-1.6446,4,-2.8744,17,-0.6906,14,-1.0650,11,-1.3064,30,0.20780
ENSG00000167645,YIF1B,32,-0.6174,36,-0.3948,45,-0.0662,75,0.77823,60,0.41379,51,0.15824,43,-0.1506,67,0.59299,27,-0.8259
ENSG00000099341,PSMD8,157,-0.4927,169,-0.3359,147,-0.5458,332,0.75388,231,0.15742,220,0.08253,235,0.20494,241,0.22646,177,-0.2603
ENSG00000130244,FAM98C,31,0.06970,36,0.32266,46,0.69231,26,-0.2180,22,-0.4871,23,-0.3606,27,-0.1413,28,-0.0825,29,-0.0404
ENSG00000178982,EIF3K,185,-0.0672,230,0.28304,230,0.28761,320,0.83372,178,-0.1180,172,-0.1799,120,-0.7878,217,0.18896,158,-0.3100
ENSG00000130402,ACTN4,106,-0.4723,97,-0.5704,195,0.52891,207,0.63357,165,0.25635,87,-0.7347,149,0.10534,130,-0.1153,151,0.11339
ENSG00000104823,ECH1,77,0.14512,53,-0.4741,107,0.66063,109,0.68101,81,0.20710,66,-0.1294,55,-0.4385,49,-0.5777,55,-0.4100
ENSG00000104824,HNRNPL,71,-0.2463,51,-0.7423,86,0.06630,120,0.61241,92,0.18622,89,0.12658,87,0.11089,71,-0.2152,77,-0.1062
ENSG00000068903,SIRT2,139,-0.0884,118,-0.3377,92,-0.7215,182,0.34813,169,0.23087,115,-0.3698,174,0.31168,163,0.16907,144,-0.0231
ENSG00000104835,SARS2,14,-0.1779,11,-0.5045,9,-0.7880,7,-1.1570,36,1.34633,11,-0.5558,23,0.66753,17,0.13513,8,-1.0504
ENSG00000128626,MRPS12,25,-0.6855,28,-0.4528,37,-0.0567,20,-0.9481,41,0.11459,35,-0.1290,41,0.12442,54,0.56386,71,1.01662
ENSG00000269190,FBXO17,19,-0.0111,11,-0.8929,21,0.11626,9,-1.0884,38,1.12267,11,-0.8207,13,-0.6616,11,-0.8620,47,1.47737
ENSG00000161243,FBXO27,16,-0.5378,19,-0.2307,27,0.29951,33,0.59535,37,0.80975,12,-0.9828,17,-0.4549,11,-1.0480,41,0.98202
ENSG00000128011,LRFN1,22,-0.3877,18,-0.6398,22,-0.3363,42,0.64109,39,0.55535,28,-0.0047,34,0.35183,20,-0.4832,24,-0.2068
ENSG00000179134,SAMD4B,59,-0.0476,54,-0.1758,79,0.41248,99,0.79506,44,-0.4876,37,-0.7605,59,-0.0511,46,-0.4457,73,0.29204
ENSG00000006712,PAF1,24,-0.6357,21,-0.8002,36,0.04469,18,-1.0549,49,0.52585,31,-0.1844,58,0.90899,35,-0.0319,35,-0.0003
ENSG00000063322,MED29,80,-0.0214,79,-0.0495,88,0.12403,126,0.71047,79,-0.0349,67,-0.3074,68,-0.3024,76,-0.1109,82,0.02328
ENSG00000105193,RPS16,608,0.66651,588,0.53078,510,0.29716,214,-1.0546,298,-0.5501,293,-0.5761,443,0.07970,266,-0.7227,389,-0.1331
ENSG00000196235,SUPT5H,66,-0.5776,61,-0.6339,92,0.00030,135,0.60935,105,0.20390,99,0.10614,111,0.32660,94,0.02895,77,-0.2904
ENSG00000105197,TIMM50,46,-0.2722,59,0.12890,32,-0.7909,45,-0.2866,74,0.50079,66,0.31060,47,-0.2453,69,0.38769,64,0.27212
ENSG00000090932,DLL3,22,-0.2011,24,-0.0460,56,1.35830,8,-1.6859,16,-0.6505,18,-0.4651,23,-0.1455,33,0.46283,27,0.14616
ENSG00000176401,EID2B,13,-1.3595,33,0.11804,48,0.73171,16,-1.0065,34,0.19693,39,0.39488,40,0.50443,36,0.25432,22,-0.4711
ENSG00000176396,EID2,41,-0.7399,79,0.37011,55,-0.2196,56,-0.1746,79,0.35569,92,0.60387,71,0.20553,56,-0.1755,53,-0.2625
ENSG00000105204,DYRK1B,29,-0.3717,12,-1.7061,26,-0.5182,34,-0.0768,43,0.28475,36,-0.0125,58,0.86141,41,0.20868,33,-0.1659
ENSG00000105202,FBL,46,-0.0513,53,0.16662,33,-0.5694,33,-0.5467,53,0.16425,49,0.05428,44,-0.1179,67,0.54619,54,0.20072
ENSG00000013275,PSMC4,45,-0.4137,46,-0.3534,45,-0.3899,63,0.14966,76,0.44883,66,0.21286,77,0.52654,38,-0.6485,55,-0.0646
ENSG00000130758,MAP3K10,105,1.37358,78,0.65701,47,-0.1686,12,-2.1966,25,-1.1301,47,-0.1562,42,-0.3541,39,-0.4485,30,-0.8396
ENSG00000174521,TTC9B,313,-0.2878,614,0.83093,290,-0.3809,312,-0.2664,139,-1.4929,581,0.73918,289,-0.4219,533,0.59291,391,0.09036
ENSG00000105221,AKT2,24,-0.1638,30,0.19894,36,0.48842,9,-1.6555,21,-0.3354,31,0.26209,34,0.44850,19,-0.4847,28,0.11651
ENSG00000105223,PLD3,546,-0.6270,664,-0.2711,638,-0.3335,846,0.11200,1177,0.65039,792,0.00566,839,0.11011,880,0.17427,910,0.22858
ENSG00000090013,BLVRB,61,0.03758,43,-0.4958,64,0.11023,58,-0.0586,72,0.29404,50,-0.2668,50,-0.3029,59,-0.0158,89,0.63517
ENSG00000160460,SPTBN4,58,-0.7164,102,0.20607,81,-0.1567,62,-0.5642,111,0.34764,92,0.03541,91,0.03211,133,0.63622,105,0.24972
ENSG00000090006,LTBP4,20,-0.2603,23,-0.0308,25,0.10485,20,-0.2566,38,0.75980,16,-0.6342,18,-0.4340,34,0.59279,27,0.18965
ENSG00000105245,NUMBL,61,-0.7228,87,-0.1094,86,-0.1281,146,0.72453,103,0.14976,80,-0.2421,114,0.35215,91,-0.0331,85,-0.1430
ENSG00000077312,SNRPA,21,-0.8098,22,-0.7019,56,0.77315,45,0.44263,38,0.16023,34,-0.0244,42,0.33711,38,0.14682,21,-0.7786
ENSG00000167578,RAB4B,43,-0.5254,39,-0.6299,82,0.54826,61,0.05799,81,0.51940,65,0.15614,51,-0.2377,60,0.03103,69,0.25775
ENSG00000269858,EGLN2,64,-0.1477,77,0.15282,46,-0.6511,52,-0.4622,133,1.05707,53,-0.4396,68,-0.0526,62,-0.1973,83,0.27231
ENSG00000167601,AXL,34,0.60141,13,-0.9902,35,0.54847,7,-1.7894,30,0.28967,7,-1.8335,45,1.16666,8,-1.5807,11,-1.1602
ENSG00000105323,HNRNPUL1,54,0.02928,42,-0.3541,65,0.33452,53,0.00397,77,0.60427,39,-0.4793,56,0.10640,51,-0.0698,35,-0.6338
ENSG00000142046,TMEM91,19,-0.5350,28,0.11127,52,1.16242,53,1.18036,12,-1.2064,18,-0.5373,31,0.34920,8,-1.6607,12,-1.0988
ENSG00000077348,EXOSC5,18,-0.7945,37,0.33292,30,0.02612,21,-0.5109,37,0.35911,34,0.22179,22,-0.5336,50,0.82194,38,0.38004
ENSG00000248098,BCKDHA,46,0.43529,37,0.01059,27,-0.4652,21,-0.8684,44,0.30673,40,0.13768,37,0.05182,38,0.06990,26,-0.4881
ENSG00000105341,DMAC2,27,-0.7992,51,0.23800,30,-0.6035,54,0.32819,48,0.13613,45,0.01899,52,0.30003,27,-0.7243,71,0.76284
ENSG00000105372,RPS19,981,0.75570,880,0.47938,734,0.18426,388,-0.8100,433,-0.6433,376,-0.8563,684,0.08094,372,-0.8722,677,0.05637
ENSG00000105404,RABAC1,243,-0.2879,253,-0.2010,240,-0.2823,380,0.44893,339,0.26453,302,0.08176,319,0.18866,285,-0.0119,236,-0.3100
ENSG00000105409,ATP1A3,341,-0.4415,411,-0.1083,459,0.06559,679,0.70314,473,0.11370,493,0.17868,401,-0.1631,375,-0.2542,473,0.11102
ENSG00000105737,GRIK5,63,-0.4652,65,-0.3691,105,0.38317,46,-0.9042,140,0.86790,71,-0.2254,111,0.55036,58,-0.5291,72,-0.2030
ENSG00000160570,DEDD2,20,-0.5142,15,-0.8791,23,-0.2573,37,0.47984,36,0.43222,29,0.09943,33,0.32655,21,-0.3974,33,0.30621
ENSG00000105723,GSK3A,101,-0.5205,136,-0.0109,158,0.22105,178,0.41836,163,0.27211,163,0.27691,108,-0.4082,145,0.08293,149,0.12428
ENSG00000105722,ERF,14,-0.6912,14,-0.5984,9,-1.1850,10,-1.0936,26,0.35924,4,-2.2761,43,1.42596,18,-0.2443,33,0.75681
ENSG00000079432,CIC,47,0.11121,33,-0.4373,62,0.56647,38,-0.2345,40,-0.1510,27,-0.7329,43,-0.0113,58,0.46418,43,-0.0322
ENSG00000079462,PAFAH1B3,38,-0.2185,40,-0.1404,67,0.70594,44,0.03867,60,0.52114,34,-0.3555,39,-0.1964,44,0.01602,34,-0.3919
ENSG00000167619,TMEM145,17,-1.2309,47,0.41128,44,0.30718,27,-0.4628,31,-0.2332,26,-0.5250,65,1.13746,38,0.09170,20,-0.9152
ENSG00000105429,MEGF8,58,-0.1606,66,0.03650,86,0.47295,56,-0.2221,95,0.63969,66,0.04964,63,-0.0379,49,-0.4152,45,-0.5479
ENSG00000213904,LIPE-AS1,23,0.57650,22,0.43601,20,0.29459,0,-4.2159,6,-1.4330,3,-2.2272,22,0.48505,24,0.57357,17,0.05181
ENSG00000105755,ETHE1,15,0.01799,14,-0.1567,15,0.03068,5,-1.6864,16,0.05656,14,-0.1104,14,-0.0794,14,-0.1018,29,1.06679
ENSG00000073050,XRCC1,13,-0.2197,13,-0.1609,13,-0.1696,18,0.32288,17,0.17976,21,0.57624,20,0.48223,6,-1.2734,9,-0.7338
ENSG00000167378,IRGQ,41,-0.0902,47,0.12474,31,-0.4968,18,-1.3251,32,-0.4619,93,1.27143,48,0.19690,39,-0.1726,37,-0.2455
ENSG00000131116,ZNF428,101,-0.0167,112,0.14583,88,-0.2343,63,-0.7534,90,-0.1978,100,-0.0270,141,0.59296,73,-0.5304,113,0.16136
ENSG00000105767,CADM4,79,0.24711,70,0.04031,71,0.05447,72,0.08212,45,-0.6410,76,0.16493,84,0.37481,40,-0.8129,52,-0.4179
ENSG00000105771,SMG9,15,-0.4827,20,0.02500,24,0.33748,11,-0.8774,23,0.26127,27,0.52413,17,-0.2824,20,0.02339,28,0.54266
ENSG00000167380,ZNF226,18,0.02404,23,0.36236,8,-1.1428,14,-0.4129,16,-0.1708,34,1.04379,15,-0.3031,12,-0.5757,24,0.45547
ENSG00000073008,PVR,10,-1.0559,21,0.18261,19,0.01158,44,1.44251,16,-0.2094,32,0.89679,12,-0.7738,19,0.00626,11,-0.8268
ENSG00000130202,NECTIN2,23,0.96734,11,-0.2695,12,-0.1979,9,-0.6511,12,-0.1410,6,-1.1808,12,-0.2624,20,0.62741,10,-0.5257
ENSG00000130204,TOMM40,40,-0.8159,76,0.22045,58,-0.2040,54,-0.3160,50,-0.4137,69,0.07429,88,0.53279,98,0.63685,63,-0.0804
ENSG00000130203,APOE,1819,1.38545,479,-0.9771,1548,0.88919,450,-1.0711,1216,0.48505,167,-2.5380,759,-0.2955,288,-1.7366,599,-0.6348
ENSG00000130208,APOC1,50,1.58693,19,-0.2344,37,0.80187,1,-3.7819,44,1.09229,0,-5.7373,8,-1.7087,4,-2.6152,27,0.28084
ENSG00000234906,APOC2,36,2.49311,6,-0.8545,15,0.38912,2,-2.1521,14,0.27155,0,-8.2693,5,-1.3761,3,-2.0774,5,-1.1199
ENSG00000104853,CLPTM1,151,-0.0473,91,-0.8201,160,0.04417,263,0.85944,167,0.11061,154,-0.0179,132,-0.2759,167,0.11265,141,-0.1553
ENSG00000104859,CLASRP,15,0.07410,12,-0.2658,15,0.02702,3,-2.3021,11,-0.4166,25,0.85169,14,-0.0578,14,-0.0516,22,0.63968
ENSG00000142252,GEMIN7,16,-0.4186,18,-0.1338,9,-1.1730,14,-0.5835,28,0.53168,31,0.70354,26,0.44130,22,0.14612,16,-0.3851
ENSG00000007047,MARK4,33,-0.4042,52,0.32954,44,0.06549,46,0.12244,37,-0.2192,51,0.30124,35,-0.3360,59,0.53818,40,-0.0808
ENSG00000104866,PPP1R37,36,0.09387,30,-0.1978,45,0.43701,25,-0.4666,44,0.37486,30,-0.2191,35,0.01815,35,0.03783,27,-0.3946
ENSG00000007255,TRAPPC6A,23,-0.0318,29,0.30869,29,0.30736,8,-1.6088,18,-0.4179,20,-0.2989,22,-0.1526,31,0.38999,38,0.72798
ENSG00000104884,ERCC2,21,-0.2548,16,-0.5649,33,0.50111,14,-0.7875,32,0.44736,14,-0.8506,33,0.60411,16,-0.5928,30,0.35970
ENSG00000012061,ERCC1,46,0.15578,32,-0.4004,53,0.38123,25,-0.8122,43,0.04755,27,-0.6518,43,0.05330,65,0.71173,37,-0.1937
ENSG00000125744,RTN2,46,-0.1028,64,0.41927,50,0.02660,47,-0.0866,34,-0.5664,68,0.50537,49,-0.0044,59,0.27672,30,-0.7779
ENSG00000125746,EML2,28,-0.0336,35,0.33656,44,0.69897,14,-1.0834,14,-1.0382,23,-0.3321,31,0.13375,35,0.31825,30,0.11785
ENSG00000125743,SNRPD2,201,-0.1936,229,0.02665,303,0.48208,259,0.22678,198,-0.1967,195,-0.2269,195,-0.2461,270,0.29276,227,0.01264
ENSG00000185800,DMWD,60,-0.6194,50,-0.8252,79,-0.1339,102,0.26477,78,-0.1539,50,-0.8442,108,0.41127,138,0.76756,114,0.45581
ENSG00000125755,SYMPK,45,0.28980,35,-0.1516,42,0.16038,13,-1.5712,35,-0.1407,34,-0.1535,51,0.52016,41,0.12013,27,-0.5162
ENSG00000170604,IRF2BP1,16,-0.4699,20,-0.0913,10,-1.1446,11,-0.9752,20,-0.0612,17,-0.3312,41,1.28034,21,0.00540,19,-0.1745
ENSG00000176182,MYPOP,43,0.07424,60,0.60295,22,-0.9546,34,-0.2941,37,-0.1556,38,-0.1293,51,0.40178,42,0.04851,30,-0.4719
ENSG00000104967,NOVA2,49,-0.7315,62,-0.3066,53,-0.5382,184,1.51092,102,0.49452,33,-1.2436,73,-0.0489,84,0.16907,65,-0.2204
ENSG00000011485,PPP5C,62,-0.6209,72,-0.3395,71,-0.3799,109,0.31108,70,-0.4034,163,0.97805,85,-0.0962,128,0.56715,82,-0.1480
ENSG00000277531,PNMA8C,33,-0.9927,41,-0.5873,28,-1.1474,149,1.52826,71,0.26435,85,0.54798,50,-0.3137,63,0.07540,59,-0.0459
