ensembl,gene,dataset,layer,top,marker_anno,SpD,layer_combo
ENSG00000117394,SLC2A1,spatialDLPFC,L1,6,Sp09D01 ~ L1,Sp09D01,Sp09D01 ~ L1
ENSG00000116016,EPAS1,spatialDLPFC,L1,7,Sp09D01 ~ L1,Sp09D01,Sp09D01 ~ L1
ENSG00000204592,HLA-E,spatialDLPFC,L1,8,Sp09D01 ~ L1,Sp09D01,Sp09D01 ~ L1
ENSG00000234745,HLA-B,spatialDLPFC,L1,9,Sp09D01 ~ L1,Sp09D01,Sp09D01 ~ L1
ENSG00000206172,HBA1,spatialDLPFC,L1,10,Sp09D01 ~ L1,Sp09D01,Sp09D01 ~ L1
ENSG00000188536,HBA2,spatialDLPFC,L1,11,Sp09D01 ~ L1,Sp09D01,Sp09D01 ~ L1
ENSG00000165949,IFI27,spatialDLPFC,L1,12,Sp09D01 ~ L1,Sp09D01,Sp09D01 ~ L1
ENSG00000196924,FLNA,spatialDLPFC,L1,13,Sp09D01 ~ L1,Sp09D01,Sp09D01 ~ L1
ENSG00000133392,MYH11,spatialDLPFC,L1,14,Sp09D01 ~ L1,Sp09D01,Sp09D01 ~ L1
ENSG00000164692,COL1A2,spatialDLPFC,L1,15,Sp09D01 ~ L1,Sp09D01,Sp09D01 ~ L1
ENSG00000198467,TPM2,spatialDLPFC,L1,16,Sp09D01 ~ L1,Sp09D01,Sp09D01 ~ L1
ENSG00000182492,BGN,spatialDLPFC,L1,17,Sp09D01 ~ L1,Sp09D01,Sp09D01 ~ L1
ENSG00000213145,CRIP1,spatialDLPFC,L1,18,Sp09D01 ~ L1,Sp09D01,Sp09D01 ~ L1
ENSG00000026025,VIM,spatialDLPFC,L1,19,Sp09D01 ~ L1,Sp09D01,Sp09D01 ~ L1
ENSG00000142089,IFITM3,spatialDLPFC,L1,20,Sp09D01 ~ L1,Sp09D01,Sp09D01 ~ L1
ENSG00000244734,HBB,spatialDLPFC,L1,21,Sp09D01 ~ L1,Sp09D01,Sp09D01 ~ L1
ENSG00000272573,MUSTN1,spatialDLPFC,L1,22,Sp09D01 ~ L1,Sp09D01,Sp09D01 ~ L1
ENSG00000187479,C11orf96,spatialDLPFC,L1,23,Sp09D01 ~ L1,Sp09D01,Sp09D01 ~ L1
ENSG00000111341,MGP,spatialDLPFC,L1,24,Sp09D01 ~ L1,Sp09D01,Sp09D01 ~ L1
ENSG00000149131,SERPING1,spatialDLPFC,L1,25,Sp09D01 ~ L1,Sp09D01,Sp09D01 ~ L1
ENSG00000148671,ADIRF,spatialDLPFC,L1,26,Sp09D01 ~ L1,Sp09D01,Sp09D01 ~ L1
ENSG00000162998,FRZB,spatialDLPFC,L1,27,Sp09D01 ~ L1,Sp09D01,Sp09D01 ~ L1
ENSG00000166710,B2M,spatialDLPFC,L1,28,Sp09D01 ~ L1,Sp09D01,Sp09D01 ~ L1
ENSG00000163453,IGFBP7,spatialDLPFC,L1,29,Sp09D01 ~ L1,Sp09D01,Sp09D01 ~ L1
ENSG00000196154,S100A4,spatialDLPFC,L1,30,Sp09D01 ~ L1,Sp09D01,Sp09D01 ~ L1
ENSG00000011465,DCN,spatialDLPFC,L1,31,Sp09D01 ~ L1,Sp09D01,Sp09D01 ~ L1
ENSG00000182871,COL18A1,spatialDLPFC,L1,32,Sp09D01 ~ L1,Sp09D01,Sp09D01 ~ L1
ENSG00000169908,TM4SF1,spatialDLPFC,L1,33,Sp09D01 ~ L1,Sp09D01,Sp09D01 ~ L1
ENSG00000166482,MFAP4,spatialDLPFC,L1,34,Sp09D01 ~ L1,Sp09D01,Sp09D01 ~ L1
ENSG00000112936,C7,spatialDLPFC,L1,35,Sp09D01 ~ L1,Sp09D01,Sp09D01 ~ L1
ENSG00000197956,S100A6,spatialDLPFC,L1,36,Sp09D01 ~ L1,Sp09D01,Sp09D01 ~ L1
ENSG00000140092,FBLN5,spatialDLPFC,L1,37,Sp09D01 ~ L1,Sp09D01,Sp09D01 ~ L1
ENSG00000122786,CALD1,spatialDLPFC,L1,38,Sp09D01 ~ L1,Sp09D01,Sp09D01 ~ L1
ENSG00000204525,HLA-C,spatialDLPFC,L1,39,Sp09D01 ~ L1,Sp09D01,Sp09D01 ~ L1
ENSG00000100234,TIMP3,spatialDLPFC,L1,40,Sp09D01 ~ L1,Sp09D01,Sp09D01 ~ L1
ENSG00000074181,NOTCH3,spatialDLPFC,L1,41,Sp09D01 ~ L1,Sp09D01,Sp09D01 ~ L1
ENSG00000172935,MRGPRF,spatialDLPFC,L1,42,Sp09D01 ~ L1,Sp09D01,Sp09D01 ~ L1
ENSG00000120129,DUSP1,spatialDLPFC,L1,43,Sp09D01 ~ L1,Sp09D01,Sp09D01 ~ L1
ENSG00000182718,ANXA2,spatialDLPFC,L1,44,Sp09D01 ~ L1,Sp09D01,Sp09D01 ~ L1
ENSG00000163431,LMOD1,spatialDLPFC,L1,45,Sp09D01 ~ L1,Sp09D01,Sp09D01 ~ L1
ENSG00000185201,IFITM2,spatialDLPFC,L1,46,Sp09D01 ~ L1,Sp09D01,Sp09D01 ~ L1
ENSG00000106809,OGN,spatialDLPFC,L1,47,Sp09D01 ~ L1,Sp09D01,Sp09D01 ~ L1
ENSG00000122176,FMOD,spatialDLPFC,L1,48,Sp09D01 ~ L1,Sp09D01,Sp09D01 ~ L1
ENSG00000142173,COL6A2,spatialDLPFC,L1,49,Sp09D01 ~ L1,Sp09D01,Sp09D01 ~ L1
ENSG00000060138,YBX3,spatialDLPFC,L1,50,Sp09D01 ~ L1,Sp09D01,Sp09D01 ~ L1
ENSG00000149564,ESAM,spatialDLPFC,L1,51,Sp09D01 ~ L1,Sp09D01,Sp09D01 ~ L1
ENSG00000142910,TINAGL1,spatialDLPFC,L1,52,Sp09D01 ~ L1,Sp09D01,Sp09D01 ~ L1
ENSG00000177469,CAVIN1,spatialDLPFC,L1,53,Sp09D01 ~ L1,Sp09D01,Sp09D01 ~ L1
ENSG00000101384,JAG1,spatialDLPFC,L1,54,Sp09D01 ~ L1,Sp09D01,Sp09D01 ~ L1
ENSG00000151655,ITIH2,spatialDLPFC,L1,55,Sp09D01 ~ L1,Sp09D01,Sp09D01 ~ L1
ENSG00000122862,SRGN,spatialDLPFC,L1,56,Sp09D01 ~ L1,Sp09D01,Sp09D01 ~ L1
ENSG00000138061,CYP1B1,spatialDLPFC,L1,57,Sp09D01 ~ L1,Sp09D01,Sp09D01 ~ L1
ENSG00000064666,CNN2,spatialDLPFC,L1,58,Sp09D01 ~ L1,Sp09D01,Sp09D01 ~ L1
ENSG00000000971,CFH,spatialDLPFC,L1,59,Sp09D01 ~ L1,Sp09D01,Sp09D01 ~ L1
ENSG00000158710,TAGLN2,spatialDLPFC,L1,60,Sp09D01 ~ L1,Sp09D01,Sp09D01 ~ L1
ENSG00000128016,ZFP36,spatialDLPFC,L1,61,Sp09D01 ~ L1,Sp09D01,Sp09D01 ~ L1
ENSG00000112837,TBX18,spatialDLPFC,L1,62,Sp09D01 ~ L1,Sp09D01,Sp09D01 ~ L1
ENSG00000107562,CXCL12,spatialDLPFC,L1,63,Sp09D01 ~ L1,Sp09D01,Sp09D01 ~ L1
ENSG00000089327,FXYD5,spatialDLPFC,L1,64,Sp09D01 ~ L1,Sp09D01,Sp09D01 ~ L1
ENSG00000165507,DEPP1,spatialDLPFC,L1,65,Sp09D01 ~ L1,Sp09D01,Sp09D01 ~ L1
ENSG00000077942,FBLN1,spatialDLPFC,L1,66,Sp09D01 ~ L1,Sp09D01,Sp09D01 ~ L1
ENSG00000124942,AHNAK,spatialDLPFC,L1,67,Sp09D01 ~ L1,Sp09D01,Sp09D01 ~ L1
ENSG00000150938,CRIM1,spatialDLPFC,L1,68,Sp09D01 ~ L1,Sp09D01,Sp09D01 ~ L1
ENSG00000109610,SOD3,spatialDLPFC,L1,69,Sp09D01 ~ L1,Sp09D01,Sp09D01 ~ L1
ENSG00000251562,MALAT1,spatialDLPFC,L1,70,Sp09D01 ~ L1,Sp09D01,Sp09D01 ~ L1
ENSG00000142798,HSPG2,spatialDLPFC,L1,71,Sp09D01 ~ L1,Sp09D01,Sp09D01 ~ L1
ENSG00000249751,ECSCR,spatialDLPFC,L1,72,Sp09D01 ~ L1,Sp09D01,Sp09D01 ~ L1
ENSG00000170345,FOS,spatialDLPFC,L1,73,Sp09D01 ~ L1,Sp09D01,Sp09D01 ~ L1
ENSG00000159388,BTG2,spatialDLPFC,L1,74,Sp09D01 ~ L1,Sp09D01,Sp09D01 ~ L1
ENSG00000070756,PABPC1,spatialDLPFC,L1,75,Sp09D01 ~ L1,Sp09D01,Sp09D01 ~ L1
ENSG00000158270,COLEC12,spatialDLPFC,L1,76,Sp09D01 ~ L1,Sp09D01,Sp09D01 ~ L1
ENSG00000115414,FN1,spatialDLPFC,L1,77,Sp09D01 ~ L1,Sp09D01,Sp09D01 ~ L1
ENSG00000123243,ITIH5,spatialDLPFC,L1,78,Sp09D01 ~ L1,Sp09D01,Sp09D01 ~ L1
ENSG00000163815,CLEC3B,spatialDLPFC,L1,79,Sp09D01 ~ L1,Sp09D01,Sp09D01 ~ L1
ENSG00000108821,COL1A1,spatialDLPFC,L1,80,Sp09D01 ~ L1,Sp09D01,Sp09D01 ~ L1
ENSG00000133112,TPT1,spatialDLPFC,L1,81,Sp09D01 ~ L1,Sp09D01,Sp09D01 ~ L1
ENSG00000106211,HSPB1,spatialDLPFC,L1,82,Sp09D01 ~ L1,Sp09D01,Sp09D01 ~ L1
ENSG00000185585,OLFML2A,spatialDLPFC,L1,83,Sp09D01 ~ L1,Sp09D01,Sp09D01 ~ L1
ENSG00000163520,FBLN2,spatialDLPFC,L1,84,Sp09D01 ~ L1,Sp09D01,Sp09D01 ~ L1
ENSG00000157110,RBPMS,spatialDLPFC,L1,85,Sp09D01 ~ L1,Sp09D01,Sp09D01 ~ L1
ENSG00000105974,CAV1,spatialDLPFC,L1,86,Sp09D01 ~ L1,Sp09D01,Sp09D01 ~ L1
ENSG00000171223,JUNB,spatialDLPFC,L1,87,Sp09D01 ~ L1,Sp09D01,Sp09D01 ~ L1
ENSG00000106624,AEBP1,spatialDLPFC,L1,88,Sp09D01 ~ L1,Sp09D01,Sp09D01 ~ L1
ENSG00000105894,PTN,spatialDLPFC,L1,89,Sp09D01 ~ L1,Sp09D01,Sp09D01 ~ L1
ENSG00000118777,ABCG2,spatialDLPFC,L1,90,Sp09D01 ~ L1,Sp09D01,Sp09D01 ~ L1
ENSG00000049323,LTBP1,spatialDLPFC,L1,91,Sp09D01 ~ L1,Sp09D01,Sp09D01 ~ L1
ENSG00000188783,PRELP,spatialDLPFC,L1,92,Sp09D01 ~ L1,Sp09D01,Sp09D01 ~ L1
ENSG00000127920,GNG11,spatialDLPFC,L1,93,Sp09D01 ~ L1,Sp09D01,Sp09D01 ~ L1
ENSG00000168899,VAMP5,spatialDLPFC,L1,94,Sp09D01 ~ L1,Sp09D01,Sp09D01 ~ L1
ENSG00000127528,KLF2,spatialDLPFC,L1,95,Sp09D01 ~ L1,Sp09D01,Sp09D01 ~ L1
ENSG00000182326,C1S,spatialDLPFC,L1,96,Sp09D01 ~ L1,Sp09D01,Sp09D01 ~ L1
ENSG00000117318,ID3,spatialDLPFC,L1,97,Sp09D01 ~ L1,Sp09D01,Sp09D01 ~ L1
ENSG00000187513,GJA4,spatialDLPFC,L1,98,Sp09D01 ~ L1,Sp09D01,Sp09D01 ~ L1
ENSG00000131477,RAMP2,spatialDLPFC,L1,99,Sp09D01 ~ L1,Sp09D01,Sp09D01 ~ L1
ENSG00000110799,VWF,spatialDLPFC,L1,100,Sp09D01 ~ L1,Sp09D01,Sp09D01 ~ L1
ENSG00000228253,MT-ATP8,spatialDLPFC,L1,1,Sp09D02 ~ L1,Sp09D02,Sp09D02 ~ L1
ENSG00000198763,MT-ND2,spatialDLPFC,L1,2,Sp09D02 ~ L1,Sp09D02,Sp09D02 ~ L1
ENSG00000198888,MT-ND1,spatialDLPFC,L1,3,Sp09D02 ~ L1,Sp09D02,Sp09D02 ~ L1
ENSG00000125462,C1orf61,spatialDLPFC,L1,4,Sp09D02 ~ L1,Sp09D02,Sp09D02 ~ L1
ENSG00000145824,CXCL14,spatialDLPFC,L1,5,Sp09D02 ~ L1,Sp09D02,Sp09D02 ~ L1
ENSG00000198695,MT-ND6,spatialDLPFC,L1,6,Sp09D02 ~ L1,Sp09D02,Sp09D02 ~ L1
ENSG00000198786,MT-ND5,spatialDLPFC,L1,7,Sp09D02 ~ L1,Sp09D02,Sp09D02 ~ L1
ENSG00000212907,MT-ND4L,spatialDLPFC,L1,8,Sp09D02 ~ L1,Sp09D02,Sp09D02 ~ L1
ENSG00000269028,MTRNR2L12,spatialDLPFC,L1,9,Sp09D02 ~ L1,Sp09D02,Sp09D02 ~ L1
ENSG00000198886,MT-ND4,spatialDLPFC,L1,10,Sp09D02 ~ L1,Sp09D02,Sp09D02 ~ L1
ENSG00000087250,MT3,spatialDLPFC,L1,11,Sp09D02 ~ L1,Sp09D02,Sp09D02 ~ L1
ENSG00000104112,SCG3,spatialDLPFC,L1,12,Sp09D02 ~ L1,Sp09D02,Sp09D02 ~ L1
ENSG00000189056,RELN,spatialDLPFC,L1,13,Sp09D02 ~ L1,Sp09D02,Sp09D02 ~ L1
ENSG00000101439,CST3,spatialDLPFC,L1,14,Sp09D02 ~ L1,Sp09D02,Sp09D02 ~ L1
ENSG00000198804,MT-CO1,spatialDLPFC,L1,15,Sp09D02 ~ L1,Sp09D02,Sp09D02 ~ L1
ENSG00000168710,AHCYL1,spatialDLPFC,L1,16,Sp09D02 ~ L1,Sp09D02,Sp09D02 ~ L1
ENSG00000125144,MT1G,spatialDLPFC,L1,17,Sp09D02 ~ L1,Sp09D02,Sp09D02 ~ L1
ENSG00000198899,MT-ATP6,spatialDLPFC,L1,18,Sp09D02 ~ L1,Sp09D02,Sp09D02 ~ L1
ENSG00000282885,AL627171.2,spatialDLPFC,L1,19,Sp09D02 ~ L1,Sp09D02,Sp09D02 ~ L1
ENSG00000164434,FABP7,spatialDLPFC,L1,20,Sp09D02 ~ L1,Sp09D02,Sp09D02 ~ L1
ENSG00000120885,CLU,spatialDLPFC,L1,21,Sp09D02 ~ L1,Sp09D02,Sp09D02 ~ L1
ENSG00000198727,MT-CYB,spatialDLPFC,L1,22,Sp09D02 ~ L1,Sp09D02,Sp09D02 ~ L1
ENSG00000168913,ENHO,spatialDLPFC,L1,23,Sp09D02 ~ L1,Sp09D02,Sp09D02 ~ L1
ENSG00000198840,MT-ND3,spatialDLPFC,L1,24,Sp09D02 ~ L1,Sp09D02,Sp09D02 ~ L1
ENSG00000111275,ALDH2,spatialDLPFC,L1,25,Sp09D02 ~ L1,Sp09D02,Sp09D02 ~ L1
ENSG00000182287,AP1S2,spatialDLPFC,L1,26,Sp09D02 ~ L1,Sp09D02,Sp09D02 ~ L1
ENSG00000134201,GSTM5,spatialDLPFC,L1,27,Sp09D02 ~ L1,Sp09D02,Sp09D02 ~ L1
ENSG00000203930,LINC00632,spatialDLPFC,L1,28,Sp09D02 ~ L1,Sp09D02,Sp09D02 ~ L1
ENSG00000198938,MT-CO3,spatialDLPFC,L1,29,Sp09D02 ~ L1,Sp09D02,Sp09D02 ~ L1
ENSG00000110436,SLC1A2,spatialDLPFC,L1,30,Sp09D02 ~ L1,Sp09D02,Sp09D02 ~ L1
ENSG00000256045,MTRNR2L10,spatialDLPFC,L1,31,Sp09D02 ~ L1,Sp09D02,Sp09D02 ~ L1
ENSG00000135744,AGT,spatialDLPFC,L1,32,Sp09D02 ~ L1,Sp09D02,Sp09D02 ~ L1
ENSG00000198712,MT-CO2,spatialDLPFC,L1,33,Sp09D02 ~ L1,Sp09D02,Sp09D02 ~ L1
ENSG00000148053,NTRK2,spatialDLPFC,L1,34,Sp09D02 ~ L1,Sp09D02,Sp09D02 ~ L1
ENSG00000182600,SNORC,spatialDLPFC,L1,35,Sp09D02 ~ L1,Sp09D02,Sp09D02 ~ L1
ENSG00000103260,METRN,spatialDLPFC,L1,36,Sp09D02 ~ L1,Sp09D02,Sp09D02 ~ L1
ENSG00000018625,ATP1A2,spatialDLPFC,L1,37,Sp09D02 ~ L1,Sp09D02,Sp09D02 ~ L1
ENSG00000198162,MAN1A2,spatialDLPFC,L1,38,Sp09D02 ~ L1,Sp09D02,Sp09D02 ~ L1
ENSG00000168309,FAM107A,spatialDLPFC,L1,39,Sp09D02 ~ L1,Sp09D02,Sp09D02 ~ L1
ENSG00000113140,SPARC,spatialDLPFC,L1,40,Sp09D02 ~ L1,Sp09D02,Sp09D02 ~ L1
ENSG00000125148,MT2A,spatialDLPFC,L1,41,Sp09D02 ~ L1,Sp09D02,Sp09D02 ~ L1
ENSG00000228408,AL031056.1,spatialDLPFC,L1,42,Sp09D02 ~ L1,Sp09D02,Sp09D02 ~ L1
ENSG00000079215,SLC1A3,spatialDLPFC,L1,43,Sp09D02 ~ L1,Sp09D02,Sp09D02 ~ L1
ENSG00000163132,MSX1,spatialDLPFC,L1,44,Sp09D02 ~ L1,Sp09D02,Sp09D02 ~ L1
ENSG00000189171,S100A13,spatialDLPFC,L1,45,Sp09D02 ~ L1,Sp09D02,Sp09D02 ~ L1
ENSG00000100427,MLC1,spatialDLPFC,L1,46,Sp09D02 ~ L1,Sp09D02,Sp09D02 ~ L1
ENSG00000171885,AQP4,spatialDLPFC,L1,47,Sp09D02 ~ L1,Sp09D02,Sp09D02 ~ L1
ENSG00000135821,GLUL,spatialDLPFC,L1,48,Sp09D02 ~ L1,Sp09D02,Sp09D02 ~ L1
ENSG00000169715,MT1E,spatialDLPFC,L1,49,Sp09D02 ~ L1,Sp09D02,Sp09D02 ~ L1
ENSG00000154319,FAM167A,spatialDLPFC,L1,50,Sp09D02 ~ L1,Sp09D02,Sp09D02 ~ L1
ENSG00000109472,CPE,spatialDLPFC,L1,51,Sp09D02 ~ L1,Sp09D02,Sp09D02 ~ L1
ENSG00000172201,ID4,spatialDLPFC,L1,52,Sp09D02 ~ L1,Sp09D02,Sp09D02 ~ L1
ENSG00000181449,SOX2,spatialDLPFC,L1,53,Sp09D02 ~ L1,Sp09D02,Sp09D02 ~ L1
ENSG00000105854,PON2,spatialDLPFC,L1,54,Sp09D02 ~ L1,Sp09D02,Sp09D02 ~ L1
ENSG00000083857,FAT1,spatialDLPFC,L1,55,Sp09D02 ~ L1,Sp09D02,Sp09D02 ~ L1
ENSG00000155368,DBI,spatialDLPFC,L1,56,Sp09D02 ~ L1,Sp09D02,Sp09D02 ~ L1
ENSG00000157103,SLC6A1,spatialDLPFC,L1,57,Sp09D02 ~ L1,Sp09D02,Sp09D02 ~ L1
ENSG00000197943,PLCG2,spatialDLPFC,L1,58,Sp09D02 ~ L1,Sp09D02,Sp09D02 ~ L1
ENSG00000125648,SLC25A23,spatialDLPFC,L1,59,Sp09D02 ~ L1,Sp09D02,Sp09D02 ~ L1
ENSG00000251562,MALAT1,spatialDLPFC,L1,60,Sp09D02 ~ L1,Sp09D02,Sp09D02 ~ L1
ENSG00000198417,MT1F,spatialDLPFC,L1,61,Sp09D02 ~ L1,Sp09D02,Sp09D02 ~ L1
ENSG00000255823,MTRNR2L8,spatialDLPFC,L1,62,Sp09D02 ~ L1,Sp09D02,Sp09D02 ~ L1
ENSG00000152661,GJA1,spatialDLPFC,L1,63,Sp09D02 ~ L1,Sp09D02,Sp09D02 ~ L1
ENSG00000131981,LGALS3,spatialDLPFC,L1,64,Sp09D02 ~ L1,Sp09D02,Sp09D02 ~ L1
ENSG00000205358,MT1H,spatialDLPFC,L1,65,Sp09D02 ~ L1,Sp09D02,Sp09D02 ~ L1
ENSG00000170370,EMX2,spatialDLPFC,L1,66,Sp09D02 ~ L1,Sp09D02,Sp09D02 ~ L1
ENSG00000164199,ADGRV1,spatialDLPFC,L1,67,Sp09D02 ~ L1,Sp09D02,Sp09D02 ~ L1
ENSG00000170075,GPR37L1,spatialDLPFC,L1,68,Sp09D02 ~ L1,Sp09D02,Sp09D02 ~ L1
ENSG00000168461,RAB31,spatialDLPFC,L1,69,Sp09D02 ~ L1,Sp09D02,Sp09D02 ~ L1
ENSG00000177337,DLGAP1-AS1,spatialDLPFC,L1,70,Sp09D02 ~ L1,Sp09D02,Sp09D02 ~ L1
ENSG00000130203,APOE,spatialDLPFC,L1,71,Sp09D02 ~ L1,Sp09D02,Sp09D02 ~ L1
ENSG00000138326,RPS24,spatialDLPFC,L1,72,Sp09D02 ~ L1,Sp09D02,Sp09D02 ~ L1
ENSG00000148482,SLC39A12,spatialDLPFC,L1,73,Sp09D02 ~ L1,Sp09D02,Sp09D02 ~ L1
ENSG00000256618,MTRNR2L1,spatialDLPFC,L1,74,Sp09D02 ~ L1,Sp09D02,Sp09D02 ~ L1
ENSG00000148700,ADD3,spatialDLPFC,L1,75,Sp09D02 ~ L1,Sp09D02,Sp09D02 ~ L1
ENSG00000205364,MT1M,spatialDLPFC,L1,76,Sp09D02 ~ L1,Sp09D02,Sp09D02 ~ L1
ENSG00000117592,PRDX6,spatialDLPFC,L1,77,Sp09D02 ~ L1,Sp09D02,Sp09D02 ~ L1
ENSG00000111328,CDK2AP1,spatialDLPFC,L1,78,Sp09D02 ~ L1,Sp09D02,Sp09D02 ~ L1
ENSG00000092820,EZR,spatialDLPFC,L1,79,Sp09D02 ~ L1,Sp09D02,Sp09D02 ~ L1
ENSG00000249306,LINC01411,spatialDLPFC,L1,80,Sp09D02 ~ L1,Sp09D02,Sp09D02 ~ L1
ENSG00000266964,FXYD1,spatialDLPFC,L1,81,Sp09D02 ~ L1,Sp09D02,Sp09D02 ~ L1
ENSG00000159788,RGS12,spatialDLPFC,L1,82,Sp09D02 ~ L1,Sp09D02,Sp09D02 ~ L1
ENSG00000134569,LRP4,spatialDLPFC,L1,83,Sp09D02 ~ L1,Sp09D02,Sp09D02 ~ L1
ENSG00000046653,GPM6B,spatialDLPFC,L1,84,Sp09D02 ~ L1,Sp09D02,Sp09D02 ~ L1
ENSG00000118432,CNR1,spatialDLPFC,L1,85,Sp09D02 ~ L1,Sp09D02,Sp09D02 ~ L1
ENSG00000196091,MYBPC1,spatialDLPFC,L1,86,Sp09D02 ~ L1,Sp09D02,Sp09D02 ~ L1
ENSG00000185432,METTL7A,spatialDLPFC,L1,87,Sp09D02 ~ L1,Sp09D02,Sp09D02 ~ L1
ENSG00000131095,GFAP,spatialDLPFC,L1,88,Sp09D02 ~ L1,Sp09D02,Sp09D02 ~ L1
ENSG00000168003,SLC3A2,spatialDLPFC,L1,89,Sp09D02 ~ L1,Sp09D02,Sp09D02 ~ L1
ENSG00000165795,NDRG2,spatialDLPFC,L1,90,Sp09D02 ~ L1,Sp09D02,Sp09D02 ~ L1
ENSG00000171858,RPS21,spatialDLPFC,L1,91,Sp09D02 ~ L1,Sp09D02,Sp09D02 ~ L1
ENSG00000134824,FADS2,spatialDLPFC,L1,92,Sp09D02 ~ L1,Sp09D02,Sp09D02 ~ L1
ENSG00000148604,RGR,spatialDLPFC,L1,93,Sp09D02 ~ L1,Sp09D02,Sp09D02 ~ L1
ENSG00000175287,PHYHD1,spatialDLPFC,L1,94,Sp09D02 ~ L1,Sp09D02,Sp09D02 ~ L1
ENSG00000176244,ACBD7,spatialDLPFC,L1,95,Sp09D02 ~ L1,Sp09D02,Sp09D02 ~ L1
ENSG00000153944,MSI2,spatialDLPFC,L1,96,Sp09D02 ~ L1,Sp09D02,Sp09D02 ~ L1
ENSG00000129244,ATP1B2,spatialDLPFC,L1,97,Sp09D02 ~ L1,Sp09D02,Sp09D02 ~ L1
ENSG00000145721,LIX1,spatialDLPFC,L1,98,Sp09D02 ~ L1,Sp09D02,Sp09D02 ~ L1
ENSG00000139644,TMBIM6,spatialDLPFC,L1,99,Sp09D02 ~ L1,Sp09D02,Sp09D02 ~ L1
ENSG00000164241,C5orf63,spatialDLPFC,L1,100,Sp09D02 ~ L1,Sp09D02,Sp09D02 ~ L1
ENSG00000115756,HPCAL1,spatialDLPFC,L2,1,Sp09D03 ~ L2,Sp09D03,Sp09D03 ~ L2
ENSG00000162545,CAMK2N1,spatialDLPFC,L2,2,Sp09D03 ~ L2,Sp09D03,Sp09D03 ~ L2
ENSG00000128989,ARPP19,spatialDLPFC,L2,3,Sp09D03 ~ L2,Sp09D03,Sp09D03 ~ L2
ENSG00000251226,LINC02714,spatialDLPFC,L2,4,Sp09D03 ~ L2,Sp09D03,Sp09D03 ~ L2
ENSG00000113319,RASGRF2,spatialDLPFC,L2,5,Sp09D03 ~ L2,Sp09D03,Sp09D03 ~ L2
ENSG00000141404,GNAL,spatialDLPFC,L2,6,Sp09D03 ~ L2,Sp09D03,Sp09D03 ~ L2
ENSG00000144119,C1QL2,spatialDLPFC,L2,7,Sp09D03 ~ L2,Sp09D03,Sp09D03 ~ L2
ENSG00000179388,EGR3,spatialDLPFC,L2,8,Sp09D03 ~ L2,Sp09D03,Sp09D03 ~ L2
ENSG00000125869,LAMP5,spatialDLPFC,L2,9,Sp09D03 ~ L2,Sp09D03,Sp09D03 ~ L2
ENSG00000174640,SLCO2A1,spatialDLPFC,L2,10,Sp09D03 ~ L2,Sp09D03,Sp09D03 ~ L2
ENSG00000123901,GPR83,spatialDLPFC,L2,11,Sp09D03 ~ L2,Sp09D03,Sp09D03 ~ L2
ENSG00000181195,PENK,spatialDLPFC,L2,12,Sp09D03 ~ L2,Sp09D03,Sp09D03 ~ L2
ENSG00000136099,PCDH8,spatialDLPFC,L2,13,Sp09D03 ~ L2,Sp09D03,Sp09D03 ~ L2
ENSG00000171617,ENC1,spatialDLPFC,L2,14,Sp09D03 ~ L2,Sp09D03,Sp09D03 ~ L2
ENSG00000104327,CALB1,spatialDLPFC,L2,15,Sp09D03 ~ L2,Sp09D03,Sp09D03 ~ L2
ENSG00000062524,LTK,spatialDLPFC,L2,16,Sp09D03 ~ L2,Sp09D03,Sp09D03 ~ L2
ENSG00000162992,NEUROD1,spatialDLPFC,L2,17,Sp09D03 ~ L2,Sp09D03,Sp09D03 ~ L2
ENSG00000137825,ITPKA,spatialDLPFC,L2,18,Sp09D03 ~ L2,Sp09D03,Sp09D03 ~ L2
ENSG00000171476,HOPX,spatialDLPFC,L2,19,Sp09D03 ~ L2,Sp09D03,Sp09D03 ~ L2
ENSG00000172137,CALB2,spatialDLPFC,L2,20,Sp09D03 ~ L2,Sp09D03,Sp09D03 ~ L2
ENSG00000036530,CYP46A1,spatialDLPFC,L2,21,Sp09D03 ~ L2,Sp09D03,Sp09D03 ~ L2
ENSG00000256193,LINC00507,spatialDLPFC,L2,22,Sp09D03 ~ L2,Sp09D03,Sp09D03 ~ L2
ENSG00000254664,AC103681.2,spatialDLPFC,L2,23,Sp09D03 ~ L2,Sp09D03,Sp09D03 ~ L2
ENSG00000138814,PPP3CA,spatialDLPFC,L2,24,Sp09D03 ~ L2,Sp09D03,Sp09D03 ~ L2
ENSG00000070961,ATP2B1,spatialDLPFC,L2,25,Sp09D03 ~ L2,Sp09D03,Sp09D03 ~ L2
ENSG00000248285,AC122707.1,spatialDLPFC,L2,26,Sp09D03 ~ L2,Sp09D03,Sp09D03 ~ L2
ENSG00000156219,ART3,spatialDLPFC,L2,27,Sp09D03 ~ L2,Sp09D03,Sp09D03 ~ L2
ENSG00000198944,SOWAHA,spatialDLPFC,L2,28,Sp09D03 ~ L2,Sp09D03,Sp09D03 ~ L2
ENSG00000183090,FREM3,spatialDLPFC,L2,29,Sp09D03 ~ L2,Sp09D03,Sp09D03 ~ L2
ENSG00000135919,SERPINE2,spatialDLPFC,L2,30,Sp09D03 ~ L2,Sp09D03,Sp09D03 ~ L2
ENSG00000198171,DDRGK1,spatialDLPFC,L2,31,Sp09D03 ~ L2,Sp09D03,Sp09D03 ~ L2
