Feature ID,Feature Name,Feature count topic 1to2,Feature log2 fold change topic 1to2,Feature count topic 3to4,Feature log2 fold change topic 3to4,Feature count topic 5,Feature log2 fold change topic 5,Feature count topic 6,Feature log2 fold change topic 6,Feature count topic 7,Feature log2 fold change topic 7,Feature count topic 8,Feature log2 fold change topic 8
ENSG00000183520,UTP11,23,-0.3077,36,0.56679,36,0.45238,29,0.10464,7,-2.0212,27,0.02147
ENSG00000116954,RRAGC,25,-0.3944,16,-1.1684,55,0.98981,52,0.89623,27,-0.2102,32,0.03405
ENSG00000174574,AKIRIN1,50,-0.5073,78,0.31773,75,0.21203,94,0.60234,65,-0.0157,38,-0.8697
ENSG00000168653,NDUFS5,594,0.04350,803,0.66368,549,-0.0934,490,-0.2766,401,-0.5960,412,-0.5515
ENSG00000127603,MACF1,93,-0.0554,60,-0.8479,101,0.09090,139,0.62785,132,0.54265,89,-0.1260
ENSG00000090621,PABPC4,44,-0.2945,67,0.53431,49,-0.0543,53,0.06730,51,0.00787,34,-0.6395
ENSG00000116983,HPCAL4,219,-0.0153,324,0.79496,267,0.32068,300,0.51645,60,-2.0112,53,-2.1946
ENSG00000084072,PPIE,25,-0.1959,25,-0.2345,33,0.27869,24,-0.2606,25,-0.1824,43,0.69438
ENSG00000168389,MFSD2A,11,-0.9296,30,0.90257,14,-0.4405,17,-0.2035,19,0.00059,21,0.14611
ENSG00000131236,CAP1,91,-0.6038,158,0.43980,153,0.31608,148,0.25625,110,-0.2314,105,-0.3069
ENSG00000131238,PPT1,95,-0.3147,109,-0.0693,173,0.72993,100,-0.1886,121,0.11145,100,-0.1954
ENSG00000084073,ZMPSTE24,25,-0.2246,20,-0.6333,40,0.53936,38,0.46704,41,0.58249,20,-0.5641
ENSG00000084070,SMAP2,84,-0.2970,107,0.15276,179,1.02890,102,0.05868,75,-0.4539,52,-1.0026
ENSG00000117016,RIMS3,66,0.07033,53,-0.3100,116,1.04958,56,-0.1829,84,0.47932,11,-2.6156
ENSG00000066136,NFYC,23,-0.8157,32,-0.2713,51,0.53247,47,0.40629,59,0.79846,28,-0.4459
ENSG00000179862,CITED4,12,-0.5052,14,-0.2459,31,1.11963,3,-2.5340,14,-0.2122,28,0.97870
ENSG00000127124,HIVEP3,18,0.01959,16,-0.1544,17,-0.1102,51,1.91783,4,-2.2492,2,-2.7810
ENSG00000198815,FOXJ3,26,-0.9994,50,0.12697,91,1.16749,80,0.93679,24,-1.0425,25,-0.9761
ENSG00000177181,RIMKLA,27,0.25816,16,-0.7174,49,1.25716,25,0.05628,27,0.21447,3,-2.7815
ENSG00000127125,PPCS,46,-0.3195,58,0.14906,66,0.33816,71,0.46067,42,-0.4232,46,-0.2720
ENSG00000171960,PPIH,14,-0.5532,30,0.89530,13,-0.5831,14,-0.4591,23,0.25470,16,-0.2786
ENSG00000065978,YBX1,99,-0.6559,93,-0.7727,46,-1.7653,58,-1.3957,413,1.98918,238,0.88203
ENSG00000164008,C1orf50,18,-0.5442,37,0.80094,21,-0.2495,18,-0.4749,26,0.09109,23,-0.1507
ENSG00000177868,SVBP,27,-0.6051,36,-0.0568,32,-0.2526,25,-0.6481,76,1.25157,40,0.10467
ENSG00000117394,SLC2A1,53,-1.2228,40,-1.6711,49,-1.2231,46,-1.2988,510,3.39543,57,-0.9871
ENSG00000117395,EBNA1BP2,52,-0.2485,93,0.92177,71,0.28210,44,-0.4766,45,-0.4479,27,-1.2161
ENSG00000066322,ELOVL1,8,-2.4241,18,-1.2190,6,-2.7921,18,-1.1498,0,-5.8103,219,4.26458
ENSG00000159479,MED8,15,-0.0766,18,0.37687,27,0.99062,19,0.37462,2,-2.6872,7,-1.1965
ENSG00000178922,HYI,17,-0.5232,17,-0.5150,8,-1.6353,11,-1.0773,8,-1.5651,87,2.62918
ENSG00000142949,PTPRF,106,0.16647,106,0.16206,148,0.71201,58,-0.8320,57,-0.8464,92,-0.0867
ENSG00000066135,KDM4A,18,0.24538,10,-0.7361,26,0.85976,18,0.26309,20,0.43344,4,-1.9319
ENSG00000126091,ST3GAL3,33,-0.0951,37,0.13924,62,1.00486,34,-0.0409,27,-0.4123,14,-1.3819
ENSG00000117408,IPO13,42,-0.5111,66,0.33291,51,-0.1651,46,-0.3359,4,-3.9958,131,1.52394
ENSG00000117410,ATP6V0B,271,-0.4274,298,-0.2511,712,1.30627,371,0.14034,226,-0.6615,280,-0.3205
ENSG00000117411,B4GALT2,104,0.75735,50,-0.6671,82,0.21820,48,-0.6442,64,-0.1940,74,0.04997
ENSG00000159214,CCDC24,17,0.04125,24,0.68039,17,-0.0285,20,0.27586,12,-0.5651,5,-1.8525
ENSG00000178028,DMAP1,30,-1.0370,45,-0.3263,62,0.24197,76,0.58264,83,0.73216,59,0.16056
ENSG00000117419,ERI3,123,-0.6091,187,0.16902,221,0.43358,231,0.50445,167,-0.0369,131,-0.4347
ENSG00000187147,RNF220,89,-0.1313,101,0.10510,121,0.40013,133,0.55614,66,-0.5922,64,-0.6394
ENSG00000142937,RPS8,941,-0.5154,1208,-0.0563,576,-1.2170,608,-1.1336,2834,1.47845,1636,0.46191
ENSG00000070785,EIF2B3,10,-1.0887,20,-0.0008,33,0.87415,24,0.32908,22,0.18412,18,-0.1321
ENSG00000126107,HECTD3,13,-0.0087,12,-0.1184,29,1.47391,11,-0.2024,1,-3.3613,11,-0.2391
ENSG00000126088,UROD,59,-0.3783,78,0.15862,83,0.23146,72,0.00400,47,-0.6720,100,0.55536
ENSG00000117450,PRDX1,359,-0.1811,371,-0.1166,277,-0.5706,344,-0.2270,317,-0.3562,761,1.15007
ENSG00000117448,AKR1A1,28,-0.7059,62,0.84254,29,-0.5299,21,-1.0668,10,-2.0957,89,1.37238
ENSG00000132780,NASP,20,-0.4336,26,0.01576,20,-0.4318,35,0.48935,20,-0.4481,40,0.73791
ENSG00000159592,GPBP1L1,23,-0.6421,30,-0.1405,21,-0.6520,42,0.45528,58,1.00854,31,-0.0472
ENSG00000159596,TMEM69,15,-0.3015,14,-0.4211,16,-0.1608,25,0.56836,29,0.87044,13,-0.4853
ENSG00000086015,MAST2,20,-0.1335,26,0.30352,30,0.50398,14,-0.7105,35,0.76532,5,-2.1422
ENSG00000085998,POMGNT1,34,-0.8416,47,-0.3002,67,0.31447,90,0.84094,47,-0.2665,75,0.51343
ENSG00000132128,LRRC41,38,-0.4148,40,-0.3407,53,0.16501,48,0.00404,75,0.77629,50,0.08601
ENSG00000173660,UQCRH,539,0.06235,633,0.38528,596,0.22175,498,-0.0772,427,-0.3253,309,-0.8363
ENSG00000117480,FAAH,17,-0.9238,37,0.53346,29,0.07443,38,0.48970,9,-1.6897,42,0.66684
ENSG00000079277,MKNK1,20,0.16700,20,0.13434,31,0.86328,16,-0.2544,2,-3.2878,20,0.09231
ENSG00000123472,ATPAF1,131,0.09355,123,-0.0248,128,0.04595,160,0.42147,110,-0.2113,92,-0.4974
ENSG00000159658,EFCAB14,46,-0.5973,49,-0.4934,47,-0.5026,72,0.17789,85,0.46105,120,1.08819
ENSG00000162368,CMPK1,64,-0.7563,84,-0.2554,119,0.33771,129,0.48633,153,0.77771,78,-0.3548
ENSG00000162373,BEND5,22,0.12513,19,-0.1598,36,0.95415,25,0.30819,3,-2.7280,19,-0.1310
ENSG00000162374,ELAVL4,92,-0.4149,90,-0.4607,269,1.52388,253,1.40568,27,-2.2140,8,-3.9154
ENSG00000185104,FAF1,28,-0.1329,19,-0.8163,36,0.29577,35,0.24914,53,0.98638,22,-0.4821
ENSG00000123091,RNF11,358,-0.0149,309,-0.2913,541,0.69138,717,1.21017,165,-1.2335,129,-1.6094
ENSG00000085832,EPS15,136,-0.0316,99,-0.6084,196,0.58932,204,0.66122,121,-0.2119,115,-0.3042
ENSG00000078618,NRDC,46,-0.4124,36,-0.8242,113,1.20572,59,0.05528,66,0.23874,55,-0.0679
ENSG00000169213,RAB3B,123,0.40859,41,-1.5412,225,1.44754,140,0.56963,86,-0.2463,22,-2.3265
ENSG00000117862,TXNDC12,24,-0.3193,25,-0.2301,23,-0.3455,28,-0.0563,57,1.19622,23,-0.3720
ENSG00000134717,BTF3L4,52,-0.3079,72,0.33924,88,0.62613,56,-0.1347,27,-1.2902,68,0.19163
ENSG00000157077,ZFYVE9,17,-0.0956,14,-0.5146,38,1.28491,40,1.40790,3,-2.4752,2,-3.2390
ENSG00000134748,PRPF38A,19,-0.6205,18,-0.6611,12,-1.2770,37,0.53570,58,1.38809,32,0.28612
ENSG00000134744,TUT4,12,-0.4979,12,-0.5312,15,-0.1684,26,0.79768,25,0.70253,16,-0.0497
ENSG00000162377,COA7,12,-0.4076,23,0.85286,24,0.78754,19,0.39706,0,-4.8843,7,-1.1011
ENSG00000162378,ZYG11B,79,-0.5367,110,0.07774,235,1.42809,192,1.03218,14,-3.0263,27,-2.1155
ENSG00000116171,SCP2,72,-0.2326,79,-0.0427,80,-0.0325,89,0.15652,73,-0.1640,105,0.43126
ENSG00000162384,CZIB,48,-0.5357,62,-0.0670,52,-0.3250,41,-0.7223,137,1.34377,63,-0.0197
ENSG00000162385,MAGOH,21,-0.6753,33,0.15422,43,0.59133,19,-0.7145,58,1.11437,15,-1.0795
ENSG00000157193,LRP8,26,-1.0659,44,-0.1349,41,-0.2295,110,1.51417,78,0.85443,9,-2.4146
ENSG00000058799,YIPF1,11,-0.5643,15,-0.0787,26,0.86120,35,1.42719,9,-0.8838,2,-2.7565
ENSG00000081870,HSPB11,22,-0.8518,59,1.02633,23,-0.7357,33,-0.1412,24,-0.6783,48,0.45830
ENSG00000116209,TMEM59,115,-0.6961,121,-0.6018,188,0.18323,199,0.27707,136,-0.3431,352,1.30541
ENSG00000116221,MRPL37,41,-0.6169,87,0.83419,52,-0.1775,54,-0.1263,39,-0.6511,64,0.15741
ENSG00000157216,SSBP3,89,-0.8251,187,0.56991,169,0.30195,258,1.05210,94,-0.6401,54,-1.4900
ENSG00000116133,DHCR24,63,-1.1921,78,-0.8184,322,1.75521,181,0.65144,60,-1.1334,142,0.23546
ENSG00000162402,USP24,28,0.45652,19,-0.3031,37,0.85445,25,0.20097,4,-2.5522,18,-0.3096
ENSG00000162407,PLPP3,234,0.53604,92,-1.1841,32,-2.6418,252,0.57270,30,-2.7335,472,1.76986
ENSG00000162409,PRKAA2,19,-0.4349,36,0.77166,52,1.30461,19,-0.3688,9,-1.4762,6,-2.1962
ENSG00000173406,DAB1,27,1.35369,9,-0.8557,32,1.39339,7,-1.0122,0,-4.8174,4,-1.7631
ENSG00000162601,MYSM1,15,-0.3715,18,0.00630,32,0.98907,14,-0.3644,20,0.22473,11,-0.7072
ENSG00000177606,JUN,38,-1.1004,80,0.25136,93,0.47770,4,-4.1525,168,1.56460,62,-0.2022
ENSG00000172456,FGGY,23,0.70106,11,-0.7310,5,-1.8178,24,0.62208,19,0.23122,16,-0.0874
ENSG00000134709,HOOK1,12,-0.7761,19,-0.0372,34,0.98932,28,0.64968,24,0.37783,4,-2.1453
ENSG00000162599,NFIA,71,-0.2495,78,-0.0793,11,-3.0106,70,-0.2366,79,-0.0502,192,1.54622
ENSG00000162604,TM2D1,45,-0.3950,69,0.40857,67,0.28988,70,0.35918,30,-1.0008,54,-0.0554
ENSG00000162607,USP1,10,-1.3256,22,0.03124,19,-0.2513,32,0.65489,15,-0.5944,45,1.23254
ENSG00000116641,DOCK7,25,0.27885,17,-0.4940,16,-0.4993,37,0.88353,1,-4.6117,38,0.93460
ENSG00000079739,PGM1,56,0.96310,26,-0.5397,30,-0.2757,35,0.00825,0,-5.5742,52,0.67217
ENSG00000158966,CACHD1,15,-0.6252,19,-0.1940,15,-0.5487,30,0.60115,22,0.07079,34,0.79935
ENSG00000162434,JAK1,45,-0.2424,35,-0.6649,97,1.11771,42,-0.3253,83,0.83299,26,-1.0485
ENSG00000162433,AK4,54,0.04164,73,0.67583,33,-0.7246,78,0.66498,23,-1.2771,32,-0.7726
ENSG00000116675,DNAJC6,187,-0.5896,279,0.14887,528,1.26608,430,0.88060,46,-2.6426,129,-1.0999
ENSG00000213625,LEPROT,26,-0.9447,29,-0.7274,16,-1.5300,38,-0.2276,121,1.85583,67,0.69750
ENSG00000184588,PDE4B,33,-0.9309,37,-0.7408,75,0.49879,89,0.79425,33,-0.8517,110,1.18392
ENSG00000118473,SGIP1,49,-0.5690,86,0.51589,93,0.56470,97,0.64190,57,-0.2546,16,-2.2026
ENSG00000198160,MIER1,19,-0.1302,20,-0.0440,21,0.05336,29,0.59526,16,-0.3600,19,-0.1303
ENSG00000142864,SERBP1,73,-0.5670,112,0.22837,95,-0.0671,82,-0.3039,84,-0.2672,164,0.85792
ENSG00000116717,GADD45A,9,-1.6999,30,0.31631,11,-1.3089,23,-0.1491,74,1.96310,18,-0.5794
ENSG00000116729,WLS,92,0.38514,66,-0.2545,88,0.25088,82,0.12047,23,-1.8059,97,0.40789
ENSG00000033122,LRRC7,34,-0.5939,54,0.26166,87,1.06778,80,0.91040,23,-1.1127,11,-2.2324
ENSG00000066557,LRRC40,11,-0.8346,11,-0.7760,35,1.19871,55,2.13440,0,-4.6462,6,-1.7211
ENSG00000116754,SRSF11,45,-0.9412,93,0.40866,79,0.07013,100,0.45888,57,-0.4563,95,0.37704
ENSG00000118454,ANKRD13C,18,-0.6470,34,0.52950,34,0.44011,26,0.00699,20,-0.4246,24,-0.1284
ENSG00000197568,HHLA3,12,-0.6938,19,0.07663,27,0.63083,19,0.07486,18,-0.0194,20,0.11007
ENSG00000132485,ZRANB2,37,-1.0497,77,0.25830,90,0.48388,79,0.26988,84,0.35889,58,-0.2390
ENSG00000172260,NEGR1,57,-1.0337,134,0.54739,141,0.53788,201,1.18201,73,-0.5450,21,-2.3826
ENSG00000178965,ERICH3,11,-1.4940,49,1.35375,46,0.97655,43,0.81992,1,-4.1112,1,-4.7898
ENSG00000162623,TYW3,9,-1.3127,16,-0.3439,23,0.27493,24,0.33875,20,0.02144,39,1.19658
ENSG00000117054,ACADM,37,0.06233,24,-0.6992,31,-0.2334,44,0.31143,27,-0.4840,64,0.98044
ENSG00000137955,RABGGTB,37,-0.0643,33,-0.2314,44,0.24066,42,0.16417,26,-0.5768,51,0.49220
ENSG00000117069,ST6GALNAC5,19,-1.0675,52,0.82183,96,1.85375,21,-0.8283,6,-2.5889,15,-1.3277
ENSG00000142892,PIGK,14,-1.2728,35,0.32195,39,0.45485,54,1.02294,5,-2.7486,42,0.57140
ENSG00000154027,AK5,83,-1.7578,378,1.03326,377,0.82728,425,1.04670,87,-1.5312,51,-2.3341
ENSG00000036549,AC118549.1,14,-0.5717,14,-0.5369,26,0.52483,18,-0.1205,25,0.44059,28,0.62907
ENSG00000077254,USP33,33,-1.3571,80,0.17661,116,0.80199,129,0.99133,44,-0.7828,66,-0.1514
ENSG00000180488,MIGA1,36,-0.5785,30,-0.8630,96,1.15967,68,0.52783,46,-0.1063,52,0.09961
ENSG00000162613,FUBP1,32,-0.5948,50,0.24099,59,0.49062,61,0.55459,31,-0.5569,38,-0.2464
ENSG00000162616,DNAJB4,27,0.00063,29,0.14928,30,0.17743,18,-0.6302,23,-0.2935,33,0.32790
ENSG00000117114,ADGRL2,13,-0.7106,29,0.82808,39,1.23216,19,0.02976,12,-0.7317,0,-6.8319
ENSG00000137941,TTLL7,42,-1.1236,92,0.31080,103,0.44511,117,0.66744,13,-2.6907,130,0.85554
ENSG00000142875,PRKACB,180,-0.5917,315,0.47051,423,0.91705,311,0.37081,80,-1.7574,187,-0.4609
ENSG00000117133,RPF1,20,0.25746,24,0.57664,11,-0.8049,30,0.85724,12,-0.6140,2,-3.0925
ENSG00000174021,GNG5,95,0.15275,65,-0.5431,11,-3.1475,73,-0.2913,197,1.43688,101,0.23772
ENSG00000117155,SSX2IP,66,-0.1803,83,0.26706,150,1.29276,82,0.21165,39,-0.9732,10,-3.0133
ENSG00000162642,C1orf52,36,-0.5033,57,0.33471,70,0.64479,92,1.13041,8,-2.6582,27,-0.9087
ENSG00000153904,DDAH1,259,0.49512,196,-0.0621,159,-0.3860,238,0.26966,167,-0.3096,145,-0.5386
ENSG00000117174,ZNHIT6,17,-0.5587,17,-0.5827,26,0.18399,28,0.34007,39,0.89306,24,0.07722
ENSG00000122417,ODF2L,10,-1.5245,39,1.05938,33,0.53304,18,-0.4800,38,0.80656,4,-2.6584
ENSG00000097033,SH3GLB1,33,-0.2895,28,-0.5607,39,0.02492,24,-0.7637,79,1.25260,44,0.22319
ENSG00000183291,SELENOF,73,-0.5433,87,-0.2204,96,-0.0316,106,0.13878,145,0.67819,115,0.26842
ENSG00000153936,HS2ST1,41,0.06567,35,-0.2379,48,0.33132,53,0.48628,47,0.27686,17,-1.3135
ENSG00000143013,LMO4,388,-0.3290,450,-0.0531,873,1.10907,951,1.27341,156,-1.6990,47,-3.4692
ENSG00000137947,GTF2B,20,0.05125,28,0.74904,29,0.62871,20,0.03818,0,-4.6530,11,-0.9306
ENSG00000137944,KYAT3,14,-0.1924,19,0.36401,14,-0.1339,8,-0.9424,17,0.16354,19,0.32329
ENSG00000197147,LRRC8B,43,-0.9793,85,0.22043,172,1.47498,76,0.00342,57,-0.4447,43,-0.8987
ENSG00000171492,LRRC8D,13,-1.1778,15,-1.0002,36,0.50543,34,0.42981,25,-0.0730,60,1.43904
ENSG00000162664,ZNF326,17,-0.2542,28,0.71187,24,0.29822,21,0.04077,0,-4.6209,23,0.24861
ENSG00000233593,LINC02609,33,0.87804,24,0.23918,28,0.44195,3,-2.8289,7,-1.6297,19,-0.1884
ENSG00000122482,ZNF644,13,-0.8808,21,0.01226,19,-0.1264,22,0.08176,33,0.77954,25,0.31767
ENSG00000172031,EPHX4,12,-0.0465,9,-0.5354,44,2.39582,3,-1.9781,10,-0.3394,0,-5.3806
ENSG00000189195,BTBD8,62,-0.2380,70,0.00594,171,1.60264,65,-0.1155,51,-0.5212,10,-2.8621
ENSG00000122484,RPAP2,11,-0.4903,20,0.63335,20,0.52336,15,0.06779,14,-0.0989,5,-1.4672
ENSG00000067208,EVI5,22,0.18672,19,-0.0352,26,0.46288,17,-0.2277,5,-2.1184,28,0.56447
ENSG00000122406,RPL5,405,-0.5787,606,0.17068,361,-0.6901,278,-1.0973,1129,1.25468,651,0.26556
ENSG00000154511,DIPK1A,23,-0.5335,17,-0.9833,54,1.00871,62,1.26842,4,-2.8830,41,0.52225
ENSG00000117500,TMED5,17,-0.9966,28,-0.0925,37,0.38293,31,0.06756,43,0.63079,35,0.30845
ENSG00000117505,DR1,42,-0.4468,65,0.36937,52,-0.0519,88,0.83096,16,-1.9031,61,0.21194
ENSG00000137942,FNBP1L,18,-0.1789,17,-0.2531,18,-0.1443,34,0.95036,2,-3.1726,32,0.87475
ENSG00000067334,DNTTIP2,27,-0.0901,28,-0.0185,27,-0.0805,32,0.20271,28,-0.0103,30,0.05851
ENSG00000023909,GCLM,18,-0.1658,14,-0.6485,23,0.23779,21,0.09174,47,1.48630,5,-2.0454
ENSG00000117528,ABCD3,30,0.00564,29,-0.0992,24,-0.3460,45,0.67522,16,-0.9728,38,0.38598
ENSG00000117525,F3,76,0.68292,29,-1.1158,8,-2.9167,55,0.03579,23,-1.3319,139,1.70726
ENSG00000117519,CNN3,111,-0.0157,107,-0.0785,48,-1.3197,92,-0.3157,63,-0.9212,255,1.47952
ENSG00000152078,TLCD4,23,-0.5313,30,-0.0407,44,0.60484,35,0.21521,35,0.23142,25,-0.3075
ENSG00000228971,LINC02607,21,-1.4995,44,-0.2836,79,0.74202,148,1.96927,51,-0.0174,1,-5.0420
ENSG00000117569,PTBP2,31,-0.7411,44,-0.1054,58,0.33691,80,0.90154,44,-0.0925,43,-0.1290
ENSG00000117598,PLPPR5,19,-0.4861,23,-0.1604,50,1.18875,39,0.73936,25,-9.2476,3,-3.2477
ENSG00000117600,PLPPR4,56,-1.2949,173,0.79969,291,1.64171,145,0.34975,37,-1.7787,10,-3.6958
ENSG00000162688,AGL,15,-1.0971,20,-0.6184,33,0.23400,51,1.01920,35,0.36513,37,0.44726
ENSG00000156875,MFSD14A,20,-0.9754,26,-0.5313,73,1.33243,53,0.74760,34,0.00541,23,-0.6357
ENSG00000137992,DBT,20,-0.3123,19,-0.4490,44,1.04829,19,-0.3418,30,0.35111,21,-0.2294
ENSG00000137996,RTCA,26,-0.8742,40,-0.1028,76,1.02137,59,0.57613,29,-0.5919,41,-0.0358
ENSG00000181656,GPR88,15,-0.2510,22,0.47008,52,1.97019,0,-5.4601,14,-0.3518,0,-5.8090
ENSG00000162694,EXTL2,20,-0.1878,8,-1.6168,62,1.91304,21,-0.0483,28,0.43377,7,-1.6815
ENSG00000170989,S1PR1,63,0.28118,37,-0.6827,20,-1.5538,79,0.62403,89,0.83406,48,-0.2098
ENSG00000118733,OLFM3,7,-1.9335,31,0.63151,52,1.44869,13,-0.8178,40,0.93562,1,-3.9616
ENSG00000198890,PRMT6,13,-0.2402,13,-0.3085,30,1.19922,27,0.98349,9,-0.8775,3,-2.2865
ENSG00000162631,NTNG1,41,0.58492,1,-4.7618,143,3.24445,13,-1.3117,2,-3.5612,3,-3.4398
ENSG00000162636,FAM102B,30,-0.8790,40,-0.3875,80,0.79996,128,1.71310,44,-0.1965,5,-3.2798
ENSG00000162639,HENMT1,11,-0.7730,22,0.43982,27,0.78806,30,0.97155,1,-3.3180,13,-0.4514
ENSG00000134186,PRPF38B,9,-1.9682,32,0.06423,25,-0.3573,36,0.23631,76,1.60688,29,-0.1297
ENSG00000116266,STXBP3,19,-0.8371,25,-0.3763,25,-0.3343,53,0.90849,22,-0.5680,59,1.12304
ENSG00000121940,CLCC1,17,-0.1800,13,-0.6123,21,0.23310,19,0.00424,1,-4.3273,48,1.70329
ENSG00000085433,WDR47,49,-0.9608,83,-0.0504,156,1.05884,209,1.62630,17,-2.4174,33,-1.4763
ENSG00000197780,TAF13,59,-0.0773,49,-0.4232,78,0.41199,94,0.72941,60,-0.0215,42,-0.5981
ENSG00000215717,TMEM167B,31,-0.6020,39,-0.1633,35,-0.3184,50,0.27029,58,0.51204,59,0.53562
ENSG00000179902,C1orf194,15,-0.9876,34,0.46584,10,-1.5625,30,0.15337,69,1.67955,9,-1.6454
ENSG00000116299,KIAA1324,11,-1.1762,20,-0.0688,42,1.18650,58,1.83645,6,-1.9771,2,-3.5456
ENSG00000031698,SARS,115,-0.5029,181,0.35874,191,0.40151,183,0.32693,105,-0.5833,135,-0.1743
ENSG00000143126,CELSR2,77,-0.7615,158,0.59535,194,0.85854,196,0.87429,11,-3.4834,70,-0.8196
ENSG00000134222,PSRC1,11,-1.3489,47,1.52505,22,-0.1200,16,-0.6051,14,-0.8023,22,-0.1096
ENSG00000134243,SORT1,89,-1.2717,184,0.01267,280,0.72179,287,0.76951,95,-1.0383,258,0.57530
ENSG00000143106,PSMA5,31,-1.0703,90,0.94581,65,0.19567,48,-0.2811,48,-0.2788,56,-0.0556
ENSG00000174151,CYB561D1,15,-0.3094,19,0.06210,33,1.01796,25,0.51870,5,-1.8893,14,-0.3872
ENSG00000181754,AMIGO1,21,-0.6131,31,0.10410,67,1.44289,46,0.74302,4,-2.7657,15,-1.0623
ENSG00000065135,GNAI3,21,0.13022,11,-1.0557,21,0.06937,13,-0.6605,20,0.00110,41,1.26956
ENSG00000116337,AMPD2,68,-0.1676,88,0.33923,80,0.13799,82,0.17903,78,0.08479,40,-0.9716
ENSG00000168765,GSTM4,23,-0.3505,30,0.18608,26,-0.0669,31,0.17422,9,-1.7415,48,0.96446
ENSG00000134201,GSTM5,51,-0.1629,26,-1.3106,8,-2.8790,33,-0.8408,17,-1.8422,234,2.92793
ENSG00000134202,GSTM3,133,-0.1245,131,-0.1544,84,-0.8323,82,-0.8816,234,0.85645,209,0.65505
ENSG00000168710,AHCYL1,302,0.23036,154,-0.9966,104,-1.4834,271,0.01559,187,-0.5871,677,1.68067
ENSG00000143093,STRIP1,22,-0.9337,33,-0.2129,70,1.09862,43,0.26582,56,0.70370,17,-1.2016
ENSG00000197106,SLC6A17,99,-0.1506,61,-1.0096,238,1.41482,203,1.10827,77,-0.5259,21,-2.4505
ENSG00000116396,KCNC4,49,-0.1729,50,-0.1330,75,0.55156,55,0.03670,84,0.75499,18,-1.6517
ENSG00000134248,LAMTOR5,199,0.26497,195,0.22746,126,-0.5138,156,-0.1803,147,-0.2725,174,-0.0048
ENSG00000177301,KCNA2,67,0.03941,22,-1.8332,175,1.78621,102,0.74722,53,-0.3364,18,-2.0140
ENSG00000259834,AL365361.1,13,-0.1938,25,1.15199,16,0.15987,7,-1.1161,17,0.24186,0,-4.8769
ENSG00000121931,LRIF1,13,-0.5854,27,0.86201,23,0.46029,21,0.27715,10,-0.8642,8,-1.2581
ENSG00000134255,CEPT1,16,-0.2861,16,-0.2303,26,0.59337,20,0.16982,15,-0.3198,21,0.25429
ENSG00000116455,WDR77,11,-0.7539,14,-0.2855,30,1.01295,22,0.47287,16,-0.0092,14,-0.2586
ENSG00000116459,ATP5PB,139,0.01389,119,-0.2783,229,0.87404,156,0.20858,80,-0.8736,123,-0.1931
ENSG00000116473,RAP1A,36,-0.5946,43,-0.2962,40,-0.3944,30,-0.8228,83,0.83971,93,1.05852
ENSG00000197852,INKA2,23,-0.5168,50,1.05670,39,0.39811,26,-0.2323,24,-0.3682,8,-1.9742
ENSG00000171385,KCND3,45,-0.4069,86,0.88272,77,0.52046,57,0.03664,46,-0.3157,7,-2.9944
ENSG00000116489,CAPZA1,27,-1.1368,62,0.35976,74,0.58973,54,0.07442,59,0.22398,49,-0.0935
ENSG00000155366,RHOC,74,-0.7958,75,-0.7696,37,-1.7687,85,-0.4859,245,1.34110,255,1.42212
ENSG00000155380,SLC16A1,11,-1.6017,14,-1.2287,22,-0.4232,24,-0.3040,66,1.45321,69,1.55290
ENSG00000081019,RSBN1,17,-0.4029,14,-0.7669,39,1.00810,37,0.91470,10,-1.1230,24,0.16351
ENSG00000163349,HIPK1,43,-0.1669,44,-0.1309,45,-0.0444,67,0.60299,39,-0.2964,50,0.10946
ENSG00000197323,TRIM33,35,0.03207,35,0.07594,54,0.77883,38,0.19351,13,-1.4887,27,-0.3610
ENSG00000116752,BCAS2,62,-0.1743,100,0.79770,99,0.62995,50,-0.4980,41,-0.7905,30,-1.2707
ENSG00000213281,NRAS,17,-0.4703,17,-0.5097,32,0.61339,35,0.77542,26,0.24361,17,-0.4301
ENSG00000009307,CSDE1,173,-0.4518,214,-0.0652,325,0.64936,258,0.25558,170,-0.4276,244,0.16033
ENSG00000052723,SIKE1,15,-0.4670,16,-0.3771,8,-1.4325,28,0.62185,42,1.31821,17,-0.2338
ENSG00000163399,ATP1A1,168,-0.9262,292,0.07198,723,1.72601,297,0.08902,233,-0.3081,79,-1.9768
ENSG00000198162,MAN1A2,259,0.92131,146,-0.2604,110,-0.6674,56,-1.7085,242,0.62538,121,-0.5245
ENSG00000092621,PHGDH,95,-0.0088,51,-1.1137,15,-2.7740,100,0.07002,89,-0.1070,268,1.91240
ENSG00000134250,NOTCH2,31,-0.0015,11,-1.6651,11,-1.5912,30,-0.0524,35,0.20779,86,1.89599
ENSG00000265808,SEC22B,45,-0.2209,43,-0.2810,53,0.10186,68,0.50570,66,0.47055,38,-0.4357
ENSG00000226067,LINC00623,26,-0.5385,29,-0.3437,11,-1.8018,35,0.01132,70,1.19977,55,0.74370
ENSG00000171943,SRGAP2C,24,-0.2612,23,-0.2949,34,0.37822,32,0.23120,28,0.05446,31,0.18065
ENSG00000232527,LINC02802,33,-0.1008,53,0.84867,34,-0.0360,18,-1.0088,45,0.41475,11,-1.8071
ENSG00000265491,RNF115,30,-0.4413,53,0.68210,32,-0.2467,32,-0.2836,61,0.80269,12,-1.6875
