Feature ID,Feature Name,Feature count topic 1to2,Feature log2 fold change topic 1to2,Feature count topic 3to4,Feature log2 fold change topic 3to4,Feature count topic 5,Feature log2 fold change topic 5,Feature count topic 6,Feature log2 fold change topic 6,Feature count topic 7,Feature log2 fold change topic 7,Feature count topic 8,Feature log2 fold change topic 8
ENSG00000003987,MTMR7,20,-0.1646,24,0.21090,56,1.69530,20,-0.1643,2,-3.2210,8,-1.5047
ENSG00000129422,MTUS1,23,-1.0176,11,-2.2364,10,-2.1630,38,-0.1192,87,1.31725,128,2.11880
ENSG00000078674,PCM1,44,-0.6801,57,-0.2151,90,0.56999,61,-0.0971,81,0.38419,80,0.35809
ENSG00000104763,ASAH1,100,-0.4486,121,-0.1039,136,0.10078,130,0.02460,146,0.22138,169,0.46257
ENSG00000156011,PSD3,96,-1.2247,387,1.57862,187,-0.0553,261,0.50460,107,-0.9476,27,-2.9674
ENSG00000147408,CSGALNACT1,23,-0.5902,47,0.76038,15,-1.2170,48,0.65939,32,-0.0023,24,-0.5123
ENSG00000104613,INTS10,22,-0.8364,47,0.57703,34,-0.0413,18,-0.9998,65,1.05405,26,-0.4743
ENSG00000147416,ATP6V1B2,149,-0.6702,170,-0.4404,636,2.02347,333,0.74136,67,-1.8251,53,-2.1746
ENSG00000061337,LZTS1,31,-1.2184,76,0.41334,71,0.21673,180,1.98845,26,-1.3320,4,-3.9119
ENSG00000168546,GFRA2,18,-0.1134,3,-2.7392,65,2.28715,17,-0.2046,29,0.65678,1,-3.5598
ENSG00000130227,XPO7,29,-0.1578,39,0.42936,49,0.76252,51,0.82306,2,-3.9638,13,-1.3165
ENSG00000158806,NPM2,46,0.18590,48,0.28318,41,-0.0345,58,0.55723,19,-1.2097,27,-0.6730
ENSG00000158856,DMTN,237,-0.3218,415,0.80722,333,0.28359,370,0.46058,183,-0.6923,61,-2.3410
ENSG00000158863,FAM160B2,15,-0.5428,18,-0.1354,29,0.65718,32,0.80135,4,-2.3496,27,0.52511
ENSG00000168481,LGI3,46,-0.5697,18,-2.1001,181,1.94409,40,-0.7138,46,-0.5238,112,0.97508
ENSG00000168490,PHYHIP,279,-0.7934,610,0.70711,778,1.02139,668,0.74350,156,-1.5900,80,-2.5895
ENSG00000120896,SORBS3,23,-0.6241,6,-2.7328,11,-1.6712,25,-0.4754,89,1.78647,83,1.64088
ENSG00000120913,PDLIM2,30,-0.3124,23,-0.7890,11,-1.7304,19,-1.0042,58,0.84716,90,1.68297
ENSG00000158941,CCAR2,37,-0.2244,39,-0.1173,84,1.25253,54,0.43674,7,-2.5613,34,-0.3093
ENSG00000179388,EGR3,35,-0.8173,134,2.20501,51,-0.1093,22,-1.3971,26,-1.1867,3,-4.2100
ENSG00000008853,RHOBTB2,47,0.23889,46,0.17476,64,0.72496,23,-0.9205,49,0.26944,12,-1.9271
ENSG00000147457,CHMP7,22,-0.7035,36,0.15109,54,0.84305,42,0.40242,31,-0.1077,21,-0.7147
ENSG00000104679,R3HCC1,34,0.26775,26,-0.2414,48,0.82674,22,-0.4453,1,-4.2606,45,0.70754
ENSG00000197217,ENTPD4,23,-0.4144,20,-0.6236,66,1.49640,24,-0.2377,32,0.21886,19,-0.6361
ENSG00000147454,SLC25A37,23,-0.9946,8,-2.6196,29,-0.4817,17,-1.3516,167,2.91534,45,0.19707
ENSG00000272163,AF106564.1,9,-0.7348,27,1.38572,22,0.71473,19,0.50375,0,-4.8044,0,-5.0999
ENSG00000104722,NEFM,239,0.56629,69,-1.6605,595,2.28634,114,-0.7341,83,-1.2157,38,-2.3954
ENSG00000277586,NEFL,602,0.21370,311,-0.9844,1582,2.01409,536,-0.0121,308,-0.8948,67,-3.1629
ENSG00000221914,PPP2R2A,38,-0.1740,38,-0.1467,57,0.51681,52,0.38140,38,-0.1485,33,-0.3665
ENSG00000104765,BNIP3L,134,-0.2594,143,-0.1448,194,0.38288,174,0.19963,185,0.30032,127,-0.3156
ENSG00000240694,PNMA2,181,-0.6820,376,0.72969,436,0.86587,385,0.64017,129,-1.1274,46,-2.6705
ENSG00000092964,DPYSL2,620,-0.3516,626,-0.3346,1019,0.52278,1122,0.69112,388,-1.0439,966,0.42897
ENSG00000015592,STMN4,117,-0.7490,162,-0.1746,296,0.88238,311,0.97281,54,-1.8575,200,0.20208
ENSG00000120899,PTK2B,96,-0.5421,186,0.75809,251,1.16796,162,0.38070,36,-1.9728,18,-2.9394
ENSG00000120885,CLU,2896,-0.2844,1963,-0.9672,1502,-1.2746,2769,-0.3189,2282,-0.6271,10682,2.20006
ENSG00000168077,SCARA3,52,0.05975,22,-1.3963,13,-2.0075,40,-0.3423,69,0.55168,129,1.72675
ENSG00000147419,CCDC25,49,0.04284,46,-0.0612,60,0.39295,53,0.16382,50,0.09039,28,-0.8309
ENSG00000134014,ELP3,20,-0.3266,30,0.49938,32,0.52489,33,0.59018,3,-3.1372,20,-0.2650
ENSG00000168081,PNOC,14,-0.1138,15,0.02086,25,0.96064,15,0.03098,17,0.29724,2,-3.0003
ENSG00000104290,FZD3,39,-0.7223,65,0.23150,129,1.42007,108,1.08596,12,-2.3524,6,-3.3117
ENSG00000012232,EXTL3,45,-0.3354,34,-0.8246,132,1.60401,80,0.65155,23,-1.3070,40,-0.4959
ENSG00000133872,SARAF,459,-0.4889,537,-0.2024,1028,0.93901,879,0.65697,441,-0.4905,441,-0.4902
ENSG00000104660,LEPROTL1,16,-1.0773,31,0.07879,33,0.16420,23,-0.4408,43,0.58841,47,0.74503
ENSG00000104671,DCTN6,74,0.03240,75,0.06460,57,-0.3929,61,-0.2666,99,0.52771,65,-0.1763
ENSG00000104687,GSR,35,-0.3468,43,0.03788,75,0.98632,71,0.87868,11,-2.0236,25,-0.8209
ENSG00000104695,PPP2CB,272,-0.0572,259,-0.1444,404,0.62227,346,0.35309,171,-0.7909,257,-0.1391
ENSG00000133878,DUSP26,43,-0.5816,83,0.69718,76,0.41978,60,0.03015,59,0.00623,25,-1.3294
ENSG00000156687,UNC5D,23,0.54540,17,-0.0216,43,1.61765,10,-0.8893,5,-1.7231,1,-4.2052
ENSG00000183779,ZNF703,37,0.80031,25,0.02546,24,-0.0632,26,0.07734,15,-0.8222,10,-1.3413
ENSG00000147475,ERLIN2,22,-0.2501,12,-1.2433,16,-0.6747,38,0.74476,19,-0.4456,57,1.49760
ENSG00000147471,PLPBP,29,-0.1806,37,0.28128,46,0.58636,42,0.45246,2,-4.1403,35,0.14328
ENSG00000129691,ASH2L,17,-1.1220,41,0.41144,39,0.27113,31,-0.1055,48,0.62971,30,-0.1402
ENSG00000175324,LSM1,34,0.01322,42,0.44849,36,0.09376,26,-0.4024,34,0.03459,21,-0.7527
ENSG00000156735,BAG4,58,-0.7360,86,-0.0367,159,1.03052,156,0.98823,86,-0.0391,13,-2.8666
ENSG00000085788,DDHD2,40,-0.7593,63,0.07143,117,1.14530,89,0.65062,35,-0.8493,38,-0.7297
ENSG00000147548,NSD3,43,-0.8389,72,0.09549,97,0.60051,123,1.01630,66,-0.0652,31,-1.2158
ENSG00000077782,FGFR1,31,-0.0721,13,-1.4800,35,0.14148,44,0.53400,44,0.54249,44,0.54796
ENSG00000147526,TACC1,98,-0.6782,145,0.03609,181,0.40981,224,0.77617,119,-0.2827,127,-0.1838
ENSG00000169499,PLEKHA2,23,-1.1394,96,1.81640,34,-0.4210,10,-2.2141,55,0.34749,17,-1.4878
ENSG00000169490,TM2D2,26,-0.2213,20,-0.6498,58,1.21563,57,1.16214,9,-1.7508,16,-0.9171
ENSG00000168615,ADAM9,11,-1.1344,22,0.14583,22,0.08787,9,-1.2056,42,1.23065,26,0.38838
ENSG00000147533,GOLGA7,56,-0.5686,73,-0.1100,64,-0.2975,71,-0.1347,21,-1.9879,202,1.76274
ENSG00000158669,GPAT4,32,-0.1814,25,-0.6106,55,0.73716,48,0.52137,39,0.14852,27,-0.4536
ENSG00000083168,KAT6A,20,-0.2901,11,-1.2893,17,-0.5008,29,0.33782,40,0.86724,41,0.93398
ENSG00000070718,AP3M2,59,-0.4471,63,-0.3281,165,1.38877,112,0.66952,58,-0.4302,24,-1.7596
ENSG00000070501,POLB,14,-0.4931,15,-0.3530,33,0.94739,16,-0.2291,34,1.01311,8,-1.3479
ENSG00000078668,VDAC3,89,-0.6520,129,0.02438,246,1.15603,171,0.49774,107,-0.2822,58,-1.2311
ENSG00000168575,SLC20A2,30,-0.7582,23,-1.1544,53,0.25323,43,-0.1043,39,-0.2434,122,1.81596
ENSG00000176209,SMIM19,36,-0.2654,39,-0.1127,47,0.21674,29,-0.5413,82,1.20984,22,-0.9896
ENSG00000120925,RNF170,23,-0.1645,16,-0.7937,53,1.28286,31,0.33739,8,-1.7090,32,0.38029
ENSG00000168172,HOOK3,41,0.20029,32,-0.2623,38,0.01553,26,-0.5758,58,0.74523,29,-0.3823
ENSG00000168522,FNTA,28,-0.8760,44,-0.1168,47,0.01051,42,-0.1670,29,-0.7510,110,1.54529
ENSG00000165102,HGSNAT,17,-0.3225,12,-1.0125,49,1.51227,26,0.34723,27,0.40023,7,-1.5730
ENSG00000164808,SPIDR,17,-0.3683,31,0.80318,36,0.91591,21,0.03702,2,-3.3545,12,-0.8569
ENSG00000221869,CEBPD,21,-1.8265,59,-0.0475,11,-2.5149,21,-1.6156,237,2.72408,56,-0.1264
ENSG00000253729,PRKDC,34,-0.4671,37,-0.3328,73,0.88415,71,0.83439,34,-0.3865,30,-0.5974
ENSG00000104738,MCM4,10,-0.6754,11,-0.4594,30,1.27727,15,0.10648,12,-0.3541,16,0.20255
ENSG00000169139,UBE2V2,130,-0.4181,177,0.16386,217,0.48477,290,1.00458,108,-0.6517,72,-1.2756
ENSG00000168300,PCMTD1,22,0.04177,20,-0.1774,44,1.25511,13,-0.7791,6,-1.8435,26,0.27607
ENSG00000023287,RB1CC1,68,-0.3134,96,0.37029,104,0.43995,116,0.62791,49,-0.7645,42,-1.0008
ENSG00000047249,ATP6V1H,130,-0.4405,239,0.76450,340,1.28050,118,-0.5324,82,-1.1078,41,-2.1306
ENSG00000147509,RGS20,36,0.36652,50,1.11419,15,-1.0194,8,-1.9183,10,-1.6044,32,0.10478
ENSG00000187735,TCEA1,50,-0.2917,37,-0.8275,41,-0.5905,60,0.01371,131,1.41203,66,0.18493
ENSG00000120992,LYPLA1,20,-0.1593,15,-0.6545,33,0.68159,29,0.45184,16,-0.4569,26,0.31885
ENSG00000137547,MRPL15,40,-0.0885,44,0.12411,58,0.56595,52,0.36399,28,-0.6074,26,-0.7306
ENSG00000206579,XKR4,11,-1.6114,38,0.57977,35,0.35909,65,1.46384,22,-0.4065,7,-2.0082
ENSG00000167904,TMEM68,12,-0.7875,15,-0.4965,35,0.99747,38,1.15854,18,-0.1198,10,-0.9894
ENSG00000008988,RPS20,410,-0.2297,473,0.03772,186,-1.4374,300,-0.7001,860,1.07862,597,0.42587
ENSG00000170791,CHCHD7,33,0.26104,34,0.29526,40,0.51762,19,-0.6575,13,-1.1987,26,-0.1674
ENSG00000104331,IMPAD1,48,-0.6565,66,-0.0839,100,0.62977,157,1.46443,22,-1.7398,45,-0.6891
ENSG00000169122,FAM110B,21,-1.6022,109,1.60354,29,-0.9741,98,1.02857,31,-0.8837,14,-2.0867
ENSG00000215114,UBXN2B,31,-0.1866,37,0.12153,45,0.45906,71,1.27734,16,-1.1580,7,-2.4301
ENSG00000137575,SDCBP,123,-0.2227,108,-0.4697,226,0.83960,150,0.13057,209,0.69749,63,-1.2439
ENSG00000178538,CA8,25,0.74363,10,-1.0143,16,-0.1302,16,-0.1428,18,0.10863,19,0.14805
ENSG00000104388,RAB2A,155,-0.5258,253,0.41025,364,0.98482,229,0.17535,125,-0.7995,115,-0.9277
ENSG00000177182,CLVS1,11,-0.9069,33,1.31386,32,0.98000,18,-0.0129,0,-5.1670,7,-1.4999
ENSG00000198363,ASPH,132,0.36450,71,-0.7888,195,0.99233,130,0.27874,74,-0.6253,74,-0.6355
ENSG00000274956,NKAIN3-IT1,50,0.30897,57,0.60037,12,-1.9024,61,0.61125,8,-2.5043,45,0.08428
ENSG00000137563,GGH,18,-0.1121,18,-0.0584,29,0.72823,28,0.66510,0,-5.2257,22,0.21162
ENSG00000185728,YTHDF3,30,-1.0429,45,-0.3266,81,0.70317,67,0.37040,82,0.72274,49,-0.1309
ENSG00000254377,MIR124-2HG,11,-0.5879,24,1.01972,23,0.71901,26,0.95956,0,-4.8753,0,-5.7993
ENSG00000180828,BHLHE22,8,-1.0968,47,3.23011,12,-0.4028,0,-7.5692,0,-4.9223,0,-4.9918
ENSG00000172817,CYP7B1,14,-0.4747,18,-0.0744,6,-1.7040,23,0.34893,0,-5.1793,55,2.01606
ENSG00000104442,ARMC1,20,-1.0601,52,0.73856,61,0.87873,28,-0.4068,8,-2.2110,50,0.51504
ENSG00000147571,CRH,32,0.89375,40,1.41235,9,-1.3037,0,-4.8121,7,-1.5813,7,-1.7009
ENSG00000169085,VXN,69,-0.9681,178,0.84692,143,0.31909,169,0.59877,47,-1.4467,95,-0.3519
ENSG00000175073,VCPIP1,19,-0.7377,34,0.30969,54,1.10103,35,0.30904,9,-1.7039,26,-0.1493
ENSG00000104205,SGK3,13,-0.4799,17,0.11516,14,-0.2816,17,0.03171,29,0.94564,12,-0.4705
ENSG00000245910,SNHG6,444,0.17173,442,0.16385,192,-1.1810,216,-1.0065,490,0.31234,582,0.60805
ENSG00000121022,COPS5,44,0.02811,45,0.07477,71,0.85020,48,0.18452,20,-1.2008,29,-0.6487
ENSG00000066777,ARFGEF1,15,-0.5805,17,-0.4079,36,0.90976,28,0.45604,22,0.05469,19,-0.1756
ENSG00000046889,PREX2,63,0.63037,38,-0.3466,14,-1.7858,69,0.66012,32,-0.5919,53,0.20538
ENSG00000140396,NCOA2,16,-0.7506,34,0.63507,39,0.74710,22,-0.2042,22,-0.2084,16,-0.7202
ENSG00000067167,TRAM1,20,-1.1076,32,-0.3468,26,-0.6409,28,-0.4735,88,1.47429,61,0.78026
ENSG00000147601,TERF1,29,-0.3580,22,-0.8412,39,0.15898,35,-0.0077,73,1.26761,33,-0.0829
ENSG00000147604,RPL7,503,-0.1503,554,0.03579,271,-1.1048,433,-0.3709,829,0.71902,706,0.43850
ENSG00000040341,STAU2,74,-0.1127,78,-0.0365,133,0.89226,99,0.38210,73,-0.1358,23,-1.8745
ENSG00000104343,UBE2W,35,-0.6185,70,0.73027,81,0.86535,65,0.46339,10,-2.4526,27,-0.9458
ENSG00000154582,ELOC,135,-0.0389,180,0.55256,158,0.23820,110,-0.3652,80,-0.8635,121,-0.2114
ENSG00000175606,TMEM70,32,-0.9077,69,0.54572,84,0.78780,94,0.99180,15,-1.8746,27,-1.0334
ENSG00000104381,GDAP1,40,-0.5357,69,0.47832,108,1.21947,65,0.32085,28,-1.0026,12,-2.2921
ENSG00000164751,PEX2,25,0.28420,16,-0.5829,22,-0.0215,28,0.37580,8,-1.4520,35,0.80626
ENSG00000171033,PKIA,105,-0.3792,188,0.78004,157,0.32842,179,0.55189,65,-1.0768,44,-1.6587
ENSG00000104427,ZC2HC1A,21,-0.0791,23,0.10565,47,1.33080,23,0.09166,2,-3.4360,15,-0.5902
ENSG00000104435,STMN2,518,-0.1631,455,-0.3999,1342,1.56399,692,0.34115,442,-0.3984,94,-2.7395
ENSG00000164683,HEY1,29,-0.1755,35,0.14754,42,0.43682,14,-1.3040,49,0.72942,24,-0.4575
ENSG00000147586,MRPS28,53,-0.0877,58,0.07943,39,-0.5559,45,-0.3542,70,0.39062,68,0.34889
ENSG00000076554,TPD52,62,-0.6136,112,0.51093,143,0.85270,80,-0.1430,77,-0.1892,47,-0.9669
ENSG00000164684,ZNF704,16,-0.9173,28,0.09485,19,-0.5432,42,0.78349,8,-1.7750,56,1.30387
ENSG00000164687,FABP5,107,-0.7692,98,-0.9132,99,-0.8001,74,-1.2442,402,1.63369,322,1.19304
ENSG00000147588,PMP2,219,0.20956,178,-0.1944,55,-1.9822,124,-0.7346,179,-0.1602,425,1.36437
ENSG00000133731,IMPA1,11,-2.1490,61,0.82787,33,-0.3262,82,1.22211,47,0.23138,20,-1.0998
ENSG00000104231,ZFAND1,20,-0.8067,32,0.01488,25,-0.3771,50,0.77724,48,0.69859,26,-0.2992
ENSG00000184672,RALYL,29,-0.7065,54,0.42202,83,1.12880,86,1.20537,2,-4.5504,10,-2.2190
ENSG00000176731,RBIS,83,-0.3504,107,0.14091,62,-0.7547,80,-0.3548,174,0.95932,102,0.03997
ENSG00000104267,CA2,40,-0.7206,39,-0.7844,15,-2.0772,47,-0.3713,11,-2.5470,247,2.88558
ENSG00000123124,WWP1,26,-0.0031,29,0.17510,40,0.67384,31,0.23912,11,-1.3755,20,-0.4463
ENSG00000176623,RMDN1,23,0.75138,11,-0.6312,12,-0.3910,20,0.38273,14,-0.2107,12,-0.3894
ENSG00000085719,CPNE3,32,-0.2888,39,0.11311,18,-1.0950,48,0.41704,45,0.30848,44,0.27591
ENSG00000156103,MMP16,5,-2.2568,36,1.12515,16,-0.4280,42,1.20164,20,-0.0812,8,-1.3943
ENSG00000164823,OSGIN2,17,-0.9852,16,-1.0915,37,0.38204,20,-0.5911,49,0.84921,65,1.38980
ENSG00000104320,NBN,16,-0.5154,27,0.43989,26,0.31428,20,-0.0753,19,-0.1535,20,-0.1298
ENSG00000104325,DECR1,50,0.46191,51,0.50342,17,-1.3192,29,-0.4953,32,-0.3772,38,-0.0781
ENSG00000104327,CALB1,20,-0.6453,75,2.42464,28,-0.0434,0,-5.7723,13,-1.2368,0,-6.7839
ENSG00000123119,NECAB1,186,-0.0245,128,-0.7005,506,1.82085,190,0.01471,46,-2.1689,136,-0.5190
ENSG00000155099,PIP4P2,29,-0.6553,40,-0.0810,66,0.78371,45,0.13008,52,0.36943,32,-0.4061
ENSG00000253738,OTUD6B-AS1,66,0.06986,80,0.44049,84,0.45590,40,-0.7600,53,-0.2975,43,-0.6473
ENSG00000155100,OTUD6B,19,0.37728,18,0.25048,14,-0.1980,11,-0.6084,5,-1.6981,22,0.57358
ENSG00000079102,RUNX1T1,12,-1.3981,31,0.26580,31,0.23993,32,0.30453,62,1.47383,5,-2.5873
ENSG00000205133,TRIQK,23,-0.2520,28,0.10866,41,0.74807,27,0.05196,21,-0.3177,19,-0.5025
ENSG00000188343,FAM92A,30,-0.0599,44,0.72976,44,0.60591,36,0.26886,12,-1.4663,6,-2.3576
ENSG00000164951,PDP1,46,-1.1286,99,0.22455,204,1.51539,150,0.91755,44,-1.0903,15,-2.6624
ENSG00000164944,VIRMA,9,-0.5990,17,0.47194,20,0.75978,13,0.02180,0,-4.1117,18,0.55863
ENSG00000156162,DPY19L4,12,-0.6643,9,-1.1870,20,0.15779,16,-0.1550,28,0.73751,37,1.26048
ENSG00000156170,NDUFAF6,12,-0.6541,27,0.88292,13,-0.4691,22,0.34436,0,-5.1269,28,0.74686
ENSG00000156467,UQCRB,1039,0.10203,1129,0.26712,609,-0.7706,723,-0.4995,1279,0.43928,937,-0.0821
ENSG00000156471,PTDSS1,24,-1.3160,57,0.19662,70,0.49583,42,-0.3235,107,1.28349,32,-0.7687
ENSG00000169439,SDC2,60,0.57864,41,-0.1653,14,-1.7547,45,0.00827,38,-0.2500,59,0.46831
ENSG00000104324,CPQ,13,-1.1295,18,-0.6512,3,-3.0710,20,-0.3969,30,0.28432,89,2.40030
ENSG00000180543,TSPYL5,28,-0.3787,40,0.28356,55,0.77531,66,1.12160,5,-2.9239,15,-1.2887
ENSG00000147649,MTDH,73,-0.2547,85,0.02742,107,0.40800,108,0.42362,62,-0.4721,77,-0.1432
ENSG00000104341,LAPTM4B,51,-0.4038,57,-0.1913,57,-0.1686,37,-0.8379,71,0.19889,124,1.18476
ENSG00000156482,RPL30,955,-0.3329,1080,-0.1056,408,-1.6105,499,-1.3047,2202,1.15335,1952,0.92810
ENSG00000132541,RIDA,146,0.67114,102,-0.0650,54,-1.0513,115,0.15591,67,-0.7130,109,0.06056
ENSG00000104361,NIPAL2,4,-1.6981,18,0.67430,37,1.90230,11,-0.1758,6,-1.2160,4,-1.7296
ENSG00000253948,VPS13B-DT,73,0.97992,39,-0.3042,21,-1.2316,42,-0.1502,27,-0.8340,53,0.24965
ENSG00000164919,COX6C,1254,0.32087,1413,0.57181,1060,-0.0104,735,-0.5983,852,-0.3645,549,-1.0531
ENSG00000147669,POLR2K,102,-0.1193,136,0.44089,98,-0.1682,104,-0.0667,114,0.07545,78,-0.5304
ENSG00000034677,RNF19A,16,-1.0642,28,-0.0570,19,-0.6694,38,0.45332,37,0.42463,50,0.92131
ENSG00000186106,ANKRD46,35,-0.7489,75,0.71613,84,0.78893,63,0.29611,17,-1.7845,40,-0.4676
ENSG00000070756,PABPC1,159,-0.8824,252,-0.0565,129,-1.1076,113,-1.3145,712,1.86282,303,0.25600
ENSG00000164924,YWHAZ,684,-0.5873,1324,0.70086,1594,0.90813,1174,0.36880,484,-1.0569,268,-1.9522
ENSG00000261087,AP003469.4,18,0.24526,17,0.16450,15,-0.0209,10,-0.6902,13,-0.2707,17,0.11747
ENSG00000120963,ZNF706,64,-0.8574,142,0.65865,110,0.11337,74,-0.5344,120,0.25930,107,0.06726
ENSG00000104490,NCALD,91,-1.7007,298,0.38813,220,-0.1787,750,2.11261,192,-0.4001,22,-3.6014
ENSG00000048392,RRM2B,33,0.30005,26,-0.1836,40,0.56519,36,0.40216,11,-1.4392,22,-0.3821
ENSG00000104517,UBR5,23,-0.5273,25,-0.4337,38,0.34619,39,0.37518,43,0.55071,33,0.07970
ENSG00000155090,KLF10,6,-2.0420,37,1.29987,21,0.05785,46,1.44631,3,-2.8327,7,-1.5989
ENSG00000155096,AZIN1,125,-0.3957,154,-0.0163,264,0.92126,217,0.57118,93,-0.8171,108,-0.5850
ENSG00000155097,ATP6V1C1,96,-0.7454,139,-0.0869,281,1.15403,213,0.64478,145,0.00071,54,-1.5526
ENSG00000164929,BAALC,390,0.53971,326,0.17044,201,-0.6337,249,-0.2957,232,-0.4112,276,-0.1332
ENSG00000164933,SLC25A32,12,-0.5128,15,-0.2456,37,1.38107,30,1.03048,3,-2.2928,9,-1.0209
ENSG00000176406,RIMS2,53,0.62798,37,-0.1231,38,-0.0609,66,0.88445,13,-1.6996,17,-1.3123
ENSG00000147650,LRP12,12,-1.1528,30,0.51526,37,0.77698,47,1.23132,8,-1.6063,10,-1.3147
ENSG00000254615,AC027031.2,17,0.75769,13,0.14941,18,0.69249,6,-0.9670,9,-0.4488,1,-2.8657
ENSG00000164830,OXR1,95,-0.3512,83,-0.6050,313,1.84424,141,0.34222,90,-0.4053,21,-2.5791
ENSG00000147655,RSPO2,10,-0.5872,10,-0.5487,41,1.91754,6,-1.2258,18,0.36836,8,-0.9455
ENSG00000104408,EIF3E,71,-0.5154,115,0.39485,54,-0.8727,39,-1.3851,192,1.25387,97,0.03713
ENSG00000104412,EMC2,45,-0.2711,41,-0.4360,32,-0.7839,52,-0.0075,35,-0.6112,125,1.58031
ENSG00000120533,ENY2,61,-0.4749,87,0.20626,70,-0.1814,105,0.49377,106,0.50240,51,-0.6937
ENSG00000147654,EBAG9,20,-0.2452,20,-0.3198,37,0.78631,21,-0.2036,23,-0.0246,26,0.17101
ENSG00000147642,SYBU,54,-0.9182,143,0.95232,155,0.91309,85,-0.1160,67,-0.4980,27,-1.8683
ENSG00000164794,KCNV1,34,-0.0428,29,-0.3481,121,2.36928,21,-0.8198,10,-1.9251,3,-3.5299
ENSG00000104447,TRPS1,26,1.29563,6,-1.3189,8,-0.9074,8,-0.8960,11,-0.4378,22,0.75859
ENSG00000147677,EIF3H,222,0.86181,95,-0.7890,210,0.60238,81,-0.9447,184,0.37719,67,-1.2352
ENSG00000164754,RAD21,89,-0.2469,102,0.01028,128,0.39479,103,0.03054,51,-1.0783,146,0.62506
ENSG00000177570,SAMD12,35,-0.5717,56,0.30365,66,0.52649,87,1.01754,37,-0.4111,13,-2.0510
ENSG00000147676,MAL2,50,-0.8164,101,0.50232,151,1.14450,139,0.97805,16,-2.3966,21,-2.0173
ENSG00000136999,CCN3,9,-1.7765,15,-0.8943,37,0.67890,48,1.14662,53,1.32622,14,-0.9440
ENSG00000136960,ENPP2,6,-3.7861,21,-1.9642,20,-1.8963,46,-0.6204,10,-2.8521,418,4.44142
ENSG00000172172,MRPL13,37,0.12354,43,0.44641,28,-0.3320,25,-0.4951,28,-0.3336,35,0.00638
ENSG00000136986,DERL1,25,-0.8461,46,0.27572,63,0.78612,42,0.07907,27,-0.5900,45,0.19577
ENSG00000165156,ZHX1,32,-0.1722,36,0.08609,48,0.54860,27,-0.4306,34,-0.0539,34,-0.0573
ENSG00000156804,FBXO32,11,-0.8005,18,0.17194,22,0.44060,3,-2.3031,15,-0.1687,36,1.32133
ENSG00000176853,FAM91A1,18,-0.2730,21,-0.0369,30,0.59668,18,-0.2293,23,0.09983,20,-0.0738
ENSG00000164983,TMEM65,33,-0.6595,75,0.98028,45,-0.0749,76,0.82110,10,-2.2894,30,-0.7226
ENSG00000170881,RNF139,16,-0.5962,21,-0.0878,31,0.60726,44,1.24294,0,-5.2476,25,0.25248
ENSG00000147687,TATDN1,22,-0.0471,32,0.69814,12,-0.9923,32,0.57679,1,-4.2786,28,0.36221
ENSG00000147684,NDUFB9,510,0.44425,456,0.21697,390,-0.0759,328,-0.3554,311,-0.4416,306,-0.4653
ENSG00000170873,MTSS1,28,-0.0928,20,-0.6831,27,-0.1554,23,-0.3991,32,0.10316,59,1.18766
ENSG00000104549,SQLE,14,-1.6103,28,-0.5162,58,0.76324,68,1.06015,4,-3.3189,81,1.39994
ENSG00000164961,WASHC5,17,-0.1749,19,0.06499,28,0.72016,21,0.18260,1,-3.9182,26,0.56148
ENSG00000173334,TRIB1,26,1.23321,11,-0.5840,3,-2.2404,25,0.91490,8,-0.8746,7,-1.0410
ENSG00000153310,FAM49B,49,-0.5467,72,0.14539,124,1.08689,65,-0.0284,62,-0.1168,39,-0.8642
ENSG00000153317,ASAP1,48,-0.4819,46,-0.5398,85,0.53812,133,1.35794,77,0.36147,12,-2.4256
ENSG00000155897,ADCY8,22,1.07473,2,-3.0711,23,0.90235,12,-0.1135,0,-4.7177,23,0.95242
ENSG00000132294,EFR3A,79,-0.6747,101,-0.2241,213,1.09114,191,0.88201,109,-0.0757,40,-1.6295
ENSG00000184156,KCNQ3,70,0.23064,55,-0.2199,92,0.67874,133,1.34703,4,-3.8714,16,-2.0210
ENSG00000129292,PHF20L1,25,-0.8397,44,0.18205,34,-0.2696,55,0.55449,49,0.33247,44,0.14935
ENSG00000104419,NDRG1,39,-1.5666,87,-0.2254,25,-2.0741,127,0.44386,68,-0.5860,309,2.18977
ENSG00000131773,KHDRBS3,68,-0.3103,107,0.59440,107,0.49039,152,1.12073,6,-3.8683,25,-1.7969
ENSG00000167632,TRAPPC9,34,0.04038,26,-0.4999,59,0.96041,43,0.41844,29,-0.2215,18,-0.9926
ENSG00000282164,PEG13,14,0.17326,10,-0.4260,36,1.83008,17,0.43902,0,-4.6862,2,-2.5745
ENSG00000123908,AGO2,14,-0.7209,31,0.83942,19,-0.1309,33,0.79517,13,-0.7073,10,-1.0711
ENSG00000169398,PTK2,44,-0.7427,75,0.23246,94,0.58981,54,-0.3394,47,-0.5523,98,0.67094
ENSG00000022567,SLC45A4,15,-0.3353,16,-0.3089,22,0.31482,22,0.31363,22,0.26857,19,0.07136
ENSG00000184489,PTP4A3,14,-0.8418,14,-0.8878,22,-0.0637,17,-0.4438,69,2.05944,19,-0.3302
ENSG00000181790,ADGRB1,76,-0.1736,91,0.17818,122,0.65517,97,0.25192,74,-0.1951,38,-1.2130
