Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3to4,Feature log2 fold change topic 3to4,Feature count topic 5to6,Feature log2 fold change topic 5to6,Feature count topic 7to9,Feature log2 fold change topic 7to9,Feature count topic 10,Feature log2 fold change topic 10,Feature count topic 11to12,Feature log2 fold change topic 11to12
ENSG00000025800,KPNA6,0,-6.1981,10,-1.4700,29,0.18323,20,-0.4672,25,-0.1052,55,1.20482,39,0.70385
ENSG00000084652,TXLNA,0,-5.9016,27,0.35912,17,-0.3865,28,0.51813,23,0.13957,4,-2.2127,32,0.74391
ENSG00000084623,EIF3I,112,0.11813,76,-0.4788,81,-0.4340,83,-0.3817,116,0.20094,104,-0.0060,142,0.55339
ENSG00000175130,MARCKSL1,44,-2.4830,1169,2.97228,176,-0.4778,108,-1.2585,276,0.32624,70,-1.8303,63,-2.0775
ENSG00000160058,BSDC1,0,-7.3200,38,-0.6296,49,-0.2515,78,0.54241,58,0.02329,69,0.29617,76,0.50492
ENSG00000176261,ZBTB8OS,26,-0.6325,54,0.49418,30,-0.4768,24,-0.8341,59,0.81822,41,0.07040,35,-0.2117
ENSG00000162521,RBBP4,146,0.80356,81,-0.1373,58,-0.7044,48,-1.0215,116,0.53187,106,0.28339,87,-0.0396
ENSG00000162522,KIAA1522,3,-2.9070,4,-2.2452,21,-0.0520,8,-1.5465,37,1.16165,35,0.80064,23,0.12985
ENSG00000134684,YARS,14,-2.8006,38,-1.3760,58,-0.7928,91,-0.0575,135,0.75376,79,-0.2637,146,0.80073
ENSG00000116497,S100PBP,0,-5.6365,25,0.57745,9,-0.9752,13,-0.4294,27,0.88859,20,0.22349,19,0.12944
ENSG00000160097,FNDC5,0,-5.7182,2,-3.1576,18,-0.0736,20,0.12799,36,1.49037,0,-5.6233,18,-0.0311
ENSG00000121905,HPCA,31,-3.3233,34,-3.2208,265,-0.1830,512,1.02555,241,-0.3741,226,-0.4136,485,0.91442
ENSG00000121900,TMEM54,0,-6.4543,47,0.65919,33,0.11633,43,0.58635,41,0.56232,4,-2.8205,23,-0.5287
ENSG00000004455,AK2,32,0.42389,65,1.61831,20,-0.3688,21,-0.2284,26,0.14006,0,-6.4389,18,-0.5055
ENSG00000142920,AZIN2,18,-0.8331,32,-0.0079,22,-0.6422,33,0.04383,44,0.65773,28,-0.2241,32,0.00527
ENSG00000160094,ZNF362,42,1.04398,23,0.08922,20,-0.1536,29,0.49480,21,-0.0833,0,-7.8172,19,-0.2733
ENSG00000134686,PHC2,118,0.98733,123,1.06090,39,-0.8055,61,-0.0858,53,-0.3561,54,-0.2623,57,-0.1855
ENSG00000163866,SMIM12,11,-1.9073,29,-0.5157,29,-0.5900,30,-0.5144,51,0.42693,44,0.09486,69,0.94871
ENSG00000116544,DLGAP3,30,-1.3106,7,-3.4224,73,0.04839,77,0.13961,75,0.08986,118,0.80326,88,0.37135
ENSG00000163867,ZMYM6,0,-5.2784,14,0.06677,9,-0.6783,15,0.22499,16,0.32541,2,-2.4409,25,1.09320
ENSG00000116560,SFPQ,179,0.32800,185,0.38065,111,-0.4576,137,-0.1044,175,0.35652,98,-0.6085,133,-0.1538
ENSG00000146463,ZMYM4,143,1.81962,27,-0.8907,41,-0.2806,48,-0.0389,47,-0.0633,16,-1.6816,40,-0.3383
ENSG00000142687,KIAA0319L,66,0.68398,36,-0.2991,27,-0.7802,43,-0.0207,54,0.43104,37,-0.2382,40,-0.1450
ENSG00000020129,NCDN,28,-4.0198,80,-2.5010,236,-0.9575,346,-0.3402,366,-0.2695,1297,1.91791,701,0.93426
ENSG00000126067,PSMB2,0,-8.0819,93,-0.2043,66,-0.7832,113,0.12134,126,0.34217,142,0.47021,149,0.61791
ENSG00000142686,C1orf216,15,-2.8163,25,-2.0899,72,-0.5533,95,-0.0754,109,0.18078,154,0.70157,170,0.98681
ENSG00000134698,AGO4,0,-5.3484,16,0.20017,16,0.15284,18,0.44378,19,0.54626,4,-1.8681,13,-0.1164
ENSG00000092847,AGO1,0,-6.1691,44,0.86521,34,0.50412,33,0.43476,15,-0.9130,13,-0.9835,35,0.56673
ENSG00000126070,AGO3,8,-1.2893,33,0.80313,9,-1.2089,20,0.03573,34,1.16716,10,-1.0484,13,-0.7352
ENSG00000116863,ADPRHL2,0,-5.4444,17,0.14477,12,-0.4444,17,0.14587,13,-0.2297,17,0.16772,26,0.98262
ENSG00000054116,TRAPPC3,76,0.34185,29,-1.1248,40,-0.6975,45,-0.5236,94,0.91101,40,-0.6440,68,0.17767
ENSG00000116871,MAP7D1,146,-0.2948,216,0.32114,130,-0.5107,100,-0.9292,161,-0.1711,327,1.00301,242,0.56513
ENSG00000054118,THRAP3,111,0.91283,41,-0.6472,48,-0.4595,71,0.21673,62,-0.0297,21,-1.6311,79,0.39973
ENSG00000196182,STK40,43,1.06903,22,0.02443,15,-0.6649,20,-0.1413,29,0.52169,4,-2.4552,20,-0.1839
ENSG00000181817,LSM10,70,1.06500,21,-0.8422,26,-0.5110,18,-1.1449,47,0.53237,44,0.32421,34,-0.0870
ENSG00000116898,MRPS15,93,1.12775,25,-0.9720,39,-0.2910,53,0.23379,41,-0.2263,51,0.15104,41,-0.2304
ENSG00000163873,GRIK3,0,-6.0035,8,-1.6086,13,-0.8625,99,3.64007,10,-1.3466,0,-7.8529,5,-2.2435
ENSG00000163875,MEAF6,19,-2.4388,46,-1.1310,83,-0.2830,106,0.14654,111,0.24491,91,-0.1053,153,0.81406
ENSG00000163877,SNIP1,24,0.53347,17,-0.0399,9,-0.9496,23,0.56271,19,0.24113,25,0.61183,7,-1.2820
ENSG00000134697,GNL2,48,1.04211,12,-1.1204,16,-0.7166,19,-0.4657,38,0.84565,10,-1.3540,24,-0.0896
ENSG00000183317,EPHA10,0,-5.7028,2,-2.8043,12,-0.6949,17,-0.1441,21,0.22561,34,0.98890,32,1.02243
ENSG00000185090,MANEAL,0,-6.3344,6,-2.1868,17,-0.8459,28,-0.0640,45,0.96563,23,-0.3658,45,0.80080
ENSG00000196449,YRDC,0,-5.4215,6,-1.4311,11,-0.4707,20,0.46304,19,0.51077,14,-0.1054,20,0.52203
ENSG00000197982,C1orf122,110,-0.7594,438,1.48117,166,-0.1404,96,-1.0300,195,0.15113,262,0.59799,122,-0.6547
ENSG00000183431,SF3A3,24,-0.5818,21,-0.7382,28,-0.3387,27,-0.4141,40,0.29498,22,-0.7053,58,0.96609
ENSG00000183520,UTP11,40,0.54133,25,-0.1977,19,-0.6790,21,-0.5001,38,0.62408,24,-0.2166,28,-0.0401
ENSG00000116954,RRAGC,30,-0.6958,43,-0.1411,24,-1.0972,36,-0.4195,70,0.84944,59,0.38305,49,0.07392
ENSG00000174574,AKIRIN1,9,-3.2039,96,0.32325,63,-0.3594,71,-0.1757,68,-0.2702,141,0.95242,111,0.63252
ENSG00000168653,NDUFS5,344,-0.0406,328,-0.1115,284,-0.3659,287,-0.3475,394,0.21735,544,0.69718,345,-0.0358
ENSG00000127603,MACF1,275,1.22398,166,0.37928,106,-0.3609,124,-0.0949,144,0.19393,39,-1.8230,98,-0.4784
ENSG00000090621,PABPC4,79,0.47865,68,0.23612,67,0.21612,65,0.17138,48,-0.3812,35,-0.7902,58,-0.0196
ENSG00000116983,HPCAL4,4,-6.1854,25,-3.6716,266,-0.1883,300,0.01964,322,0.15626,562,1.04176,437,0.70043
ENSG00000084072,PPIE,27,-0.1967,60,1.10428,26,-0.2464,31,0.02978,34,0.19058,9,-1.8039,27,-0.2005
ENSG00000168389,MFSD2A,182,3.81643,8,-1.7849,19,-0.5367,23,-0.2455,5,-2.7742,0,-7.7748,16,-0.8421
ENSG00000131236,CAP1,165,0.21097,121,-0.2750,99,-0.6255,125,-0.2495,128,-0.2266,305,1.22347,156,0.12781
ENSG00000131238,PPT1,61,-1.0095,117,-0.0091,88,-0.4804,79,-0.6566,167,0.72300,174,0.62533,112,-0.0912
ENSG00000084073,ZMPSTE24,68,1.19515,23,-0.5354,24,-0.4968,16,-1.1826,39,0.31992,33,-0.0081,37,0.20022
ENSG00000049089,COL9A2,0,-6.1121,172,3.89961,10,-1.3514,19,-0.3873,19,-0.4446,0,-7.9614,3,-3.2499
ENSG00000084070,SMAP2,50,-1.0701,25,-2.0572,75,-0.4787,90,-0.1715,76,-0.5058,256,1.56978,155,0.79916
ENSG00000117016,RIMS3,0,-7.4892,0,-6.3011,77,0.30979,61,-0.1052,96,0.83637,15,-2.1338,97,0.73311
ENSG00000066136,NFYC,27,-0.6045,27,-0.6274,26,-0.6858,61,0.77046,54,0.60594,12,-1.7587,38,-0.0670
ENSG00000179862,CITED4,0,-5.3993,9,-0.7770,9,-0.7922,18,0.37521,24,0.98515,8,-0.8279,17,0.24605
ENSG00000171793,CTPS1,45,1.49935,6,-1.4737,17,-0.0897,10,-0.9427,14,-0.4719,28,0.69898,20,0.22091
ENSG00000010803,SCMH1,0,-5.2144,10,-0.3641,13,-0.0308,17,0.47918,20,0.89949,0,-7.0649,13,-0.0092
ENSG00000127124,HIVEP3,0,-5.5430,11,-0.6428,22,0.53694,33,1.29189,9,-1.0933,5,-1.7569,23,0.56310
ENSG00000198815,FOXJ3,0,-7.3617,27,-1.2028,43,-0.5087,61,0.04989,55,-0.1411,83,0.54248,113,1.21886
ENSG00000177181,RIMKLA,0,-6.3470,8,-1.8943,32,0.17748,26,-0.1872,36,0.43640,46,0.75033,34,0.30055
ENSG00000127125,PPCS,0,-6.5136,27,-0.2896,32,-0.0480,24,-0.4774,38,0.28961,52,0.75802,43,0.49035
ENSG00000065978,YBX1,849,3.60980,199,0.62897,59,-1.3342,43,-1.8255,88,-0.7675,36,-1.9777,30,-2.3598
ENSG00000164008,C1orf50,0,-5.5802,19,0.22835,17,0.03397,14,-0.2533,17,-0.0066,4,-2.0059,32,1.21410
ENSG00000177868,SVBP,53,1.08868,35,0.41316,20,-0.4519,14,-1.0611,21,-0.4727,28,0.05698,38,0.61834
ENSG00000117394,SLC2A1,1500,4.90882,79,-1.1738,46,-2.0807,53,-1.8564,53,-1.9699,31,-2.5569,39,-2.3327
ENSG00000117395,EBNA1BP2,43,-0.3736,30,-0.9051,35,-0.7467,38,-0.6213,78,0.69888,98,0.93339,55,0.00916
ENSG00000066322,ELOVL1,44,0.07757,319,4.18904,11,-2.1520,30,-0.5461,15,-1.6904,0,-8.7340,8,-2.6292
ENSG00000159479,MED8,14,-0.3491,25,0.53400,11,-0.8257,17,-0.0732,23,0.46358,10,-0.9239,21,0.27923
ENSG00000142949,PTPRF,2,-5.8015,86,-0.5349,110,-0.1710,109,-0.1811,127,0.08402,162,0.46203,194,0.85879
ENSG00000066135,KDM4A,23,-0.1029,15,-0.7301,12,-1.1682,31,0.40154,34,0.61175,1,-4.5250,35,0.64229
ENSG00000126091,ST3GAL3,0,-6.6519,13,-1.4613,50,0.59513,41,0.24705,46,0.47911,12,-1.6236,43,0.29836
ENSG00000117408,IPO13,15,-2.2077,185,1.67843,43,-0.7497,65,-0.0872,44,-0.7673,94,0.51066,87,0.42901
ENSG00000117410,ATP6V0B,141,-1.2981,216,-0.6620,237,-0.5620,403,0.34918,327,-0.0196,331,0.00290,510,0.78832
ENSG00000117411,B4GALT2,0,-7.2958,66,0.25090,88,0.81662,54,-0.0708,51,-0.1659,33,-0.8099,69,0.34886
ENSG00000159214,CCDC24,0,-5.7615,2,-3.4002,14,-0.4698,27,0.61269,22,0.23602,21,0.17433,29,0.77105
ENSG00000178028,DMAP1,1,-4.7128,33,-0.3923,30,-0.5526,48,0.23333,49,0.26695,38,-0.1703,66,0.81597
ENSG00000117419,ERI3,71,-1.1988,89,-0.8634,117,-0.4813,181,0.25727,153,-0.0362,193,0.33630,233,0.71996
ENSG00000187147,RNF220,16,-2.7219,174,0.85235,70,-0.6345,120,0.27034,98,-0.0945,137,0.45822,116,0.21129
ENSG00000142937,RPS8,3820,2.75502,1685,1.14898,558,-0.6779,461,-0.9822,463,-1.0546,340,-1.3724,385,-1.2681
ENSG00000070785,EIF2B3,37,0.47917,12,-1.2038,17,-0.7953,29,0.10607,24,-0.2030,50,0.99938,31,0.23714
ENSG00000126107,HECTD3,6,-1.5408,11,-0.6237,16,-0.0089,28,0.99203,21,0.48090,0,-7.3747,14,-0.2316
ENSG00000126088,UROD,22,-1.5383,46,-0.4105,50,-0.3243,43,-0.5484,83,0.64273,47,-0.3692,87,0.65555
ENSG00000117450,PRDX1,316,-0.0263,378,0.25910,272,-0.2829,255,-0.3921,397,0.42232,398,0.34213,259,-0.3650
ENSG00000117448,AKR1A1,47,0.08234,53,0.28348,34,-0.4291,44,0.00342,54,0.40003,40,-0.1723,36,-0.3440
ENSG00000132780,NASP,0,-6.1325,70,1.74374,20,-0.3319,26,0.07832,28,0.21437,5,-2.3084,23,-0.1033
ENSG00000159592,GPBP1L1,68,1.23381,55,0.86831,24,-0.4975,26,-0.3089,30,-0.1023,3,-3.4459,33,0.06704
ENSG00000159596,TMEM69,0,-5.6257,11,-0.6255,13,-0.5325,27,0.75840,29,1.10725,12,-0.5916,10,-0.9572
ENSG00000086015,MAST2,0,-5.7814,17,-0.1599,18,-0.0955,15,-0.3851,35,1.26257,0,-6.8127,22,0.20603
ENSG00000117461,PIK3R3,64,2.29822,3,-2.3558,18,0.10027,12,-0.6233,14,-0.3469,0,-7.4480,18,0.07423
ENSG00000085998,POMGNT1,70,0.05223,101,0.62568,45,-0.7006,71,0.06035,61,-0.1983,89,0.41825,72,0.08762
ENSG00000132128,LRRC41,39,-0.8538,51,-0.4594,56,-0.3269,67,-0.0200,80,0.31594,68,-0.0151,87,0.42812
ENSG00000173660,UQCRH,238,-0.7114,204,-0.9395,340,-0.1760,302,-0.3717,469,0.43832,400,0.09457,493,0.48113
ENSG00000117480,FAAH,0,-6.6893,74,1.14173,25,-0.6552,20,-1.0088,45,0.40396,53,0.57183,45,0.35647
ENSG00000079277,MKNK1,0,-6.0747,6,-1.9765,26,0.17155,26,0.14502,26,0.14211,25,0.09120,37,0.76696
ENSG00000123472,ATPAF1,97,-0.1802,75,-0.5743,89,-0.3428,71,-0.7224,152,0.67740,122,0.17592,120,0.16346
ENSG00000159658,EFCAB14,131,0.77931,191,1.43092,49,-0.8100,47,-0.8908,108,0.58737,41,-1.0339,44,-0.9775
ENSG00000186377,CYP4X1,16,-0.7982,2,-3.3269,17,-0.7459,48,1.10221,21,-0.4309,20,-0.4219,43,0.90607
ENSG00000162368,CMPK1,0,-7.7859,130,0.60220,82,-0.1318,114,0.44053,97,0.15830,54,-0.7706,101,0.21840
ENSG00000162373,BEND5,0,-5.4280,5,-1.6258,15,0.02101,24,0.81144,16,0.13820,0,-7.2781,25,0.90016
ENSG00000162374,ELAVL4,11,-4.1747,7,-4.7324,160,-0.3249,356,1.13921,200,0.06135,36,-2.5092,319,0.91842
ENSG00000185104,FAF1,0,-6.4741,47,0.63609,26,-0.3567,25,-0.3881,40,0.47142,24,-0.4206,43,0.56120
ENSG00000123091,RNF11,60,-2.8478,110,-1.9525,357,-0.2055,470,0.27352,445,0.19724,528,0.43241,571,0.62967
ENSG00000085832,EPS15,130,-0.2170,145,-0.0476,139,-0.1199,183,0.36478,159,0.12742,59,-1.3942,166,0.19247
ENSG00000117859,OSBPL9,90,2.34492,47,1.13539,20,-0.2351,7,-1.7769,20,-0.2654,0,-7.9003,14,-0.8523
ENSG00000078618,NRDC,0,-7.6855,74,0.00489,62,-0.2996,100,0.53354,72,-0.0342,69,-0.0967,101,0.56045
ENSG00000169213,RAB3B,0,-8.5344,10,-3.7229,175,0.48833,204,0.77480,198,0.82730,36,-1.9708,100,-0.4912
ENSG00000117862,TXNDC12,95,1.51801,17,-1.1989,18,-1.1788,37,-0.0324,41,0.17150,42,0.16375,33,-0.2353
ENSG00000134717,BTF3L4,3,-4.4207,32,-1.0042,51,-0.3415,85,0.54050,78,0.42829,54,-0.2450,79,0.40918
ENSG00000157077,ZFYVE9,0,-6.9102,14,-1.6965,37,-0.2321,42,-0.0206,58,0.62302,30,-0.5566,68,0.84530
ENSG00000134748,PRPF38A,0,-5.7846,35,0.93960,22,0.22712,23,0.32059,27,0.63642,8,-1.3516,10,-1.1131
ENSG00000134744,TUT4,53,1.29694,31,0.38716,30,0.38669,13,-1.0300,25,0.11887,0,-7.3050,21,-0.1995
ENSG00000162377,COA7,0,-5.8366,21,0.09137,14,-0.6307,25,0.39691,25,0.42191,9,-1.1724,29,0.65733
ENSG00000162378,ZYG11B,2,-6.4976,53,-1.8382,173,-0.0769,269,0.72096,188,0.07269,92,-1.0269,287,0.84725
ENSG00000116171,SCP2,150,0.59130,120,0.22972,71,-0.6221,88,-0.2796,141,0.62026,74,-0.5278,80,-0.4379
ENSG00000162384,CZIB,29,-0.8252,65,0.41194,46,-0.1584,39,-0.4177,59,0.31282,67,0.44398,48,-0.0893
ENSG00000162385,MAGOH,90,1.92166,16,-0.8463,17,-0.8574,18,-0.7449,28,-0.0734,13,-1.2189,37,0.42345
ENSG00000157193,LRP8,0,-7.0607,9,-2.3869,26,-1.0156,102,1.46556,77,1.01733,2,-4.3823,37,-0.4310
ENSG00000058799,YIPF1,0,-5.6171,16,-0.1181,9,-1.0616,21,0.30878,18,0.12801,12,-0.5319,32,1.15896
ENSG00000081870,HSPB11,94,1.41507,36,-0.1694,16,-1.5006,45,0.18611,35,-0.2262,44,0.14213,40,-0.0092
ENSG00000116209,TMEM59,209,0.21689,350,1.06774,131,-0.5510,136,-0.4880,205,0.22856,131,-0.5110,173,-0.0850
ENSG00000116221,MRPL37,48,-0.1639,31,-0.8347,31,-0.8815,51,-0.0635,50,-0.1201,103,1.08316,71,0.50990
ENSG00000157216,SSBP3,57,-1.5579,80,-1.0625,129,-0.3604,282,1.05335,106,-0.7425,150,-0.0995,246,0.78193
ENSG00000243725,TTC4,13,-0.6428,13,-0.6884,12,-0.7660,21,0.06347,26,0.51280,27,0.48896,21,0.11491
ENSG00000116133,DHCR24,4,-5.5143,216,0.32497,109,-0.7962,176,-0.0019,134,-0.5023,175,-0.0081,373,1.44548
ENSG00000162402,USP24,5,-2.3981,29,0.03416,24,-0.2934,24,-0.3083,43,0.87224,10,-1.6089,36,0.41613
ENSG00000162407,PLPP3,24,-2.3621,134,0.18475,77,-0.7265,44,-1.5904,294,2.26206,71,-0.7958,38,-1.8124
ENSG00000162409,PRKAA2,0,-6.9523,11,-2.0241,32,-0.5591,38,-0.2577,67,0.82639,34,-0.4342,75,0.95969
ENSG00000173406,DAB1,0,-6.0013,8,-1.4949,23,-0.0058,7,-1.8302,39,1.18061,13,-0.8045,37,0.87323
ENSG00000162601,MYSM1,0,-6.0622,21,-0.1993,24,0.02686,24,-0.0065,28,0.33158,12,-1.0118,36,0.74708
ENSG00000177606,JUN,1109,3.26175,35,-2.5842,79,-1.4891,41,-2.4743,110,-1.0367,356,0.95618,152,-0.4421
ENSG00000134709,HOOK1,0,-6.5242,0,-5.4735,23,-0.6124,44,0.51103,50,0.86195,18,-0.9261,47,0.63161
ENSG00000162599,NFIA,150,0.87447,182,1.20904,95,0.14432,130,0.72853,68,-0.4558,13,-2.8074,23,-2.0784
ENSG00000162604,TM2D1,118,0.94615,75,0.20358,21,-1.8281,53,-0.3715,73,0.19441,121,0.98176,56,-0.2891
ENSG00000162607,USP1,0,-5.9863,44,1.07997,11,-1.1032,13,-0.8652,43,1.46351,3,-2.9763,22,-0.0396
ENSG00000116641,DOCK7,0,-6.0609,10,-1.2490,26,0.14660,29,0.33408,40,1.10665,5,-2.2668,20,-0.2639
ENSG00000125703,ATG4C,14,-0.3064,78,2.76354,11,-0.5938,14,-0.2476,14,-0.3650,0,-7.4098,8,-1.1529
ENSG00000142856,ITGB3BP,0,-5.3428,16,0.17732,18,0.43104,18,0.38488,12,-0.3690,15,0.11755,16,0.23163
ENSG00000079739,PGM1,6,-1.8741,22,-0.0832,20,-0.2820,18,-0.3935,50,1.72691,12,-0.9899,7,-1.7798
ENSG00000158966,CACHD1,0,-6.0482,5,-2.3091,17,-0.5411,7,-1.8624,37,0.92475,53,1.33795,33,0.60489
ENSG00000162437,RAVER2,0,-5.8376,14,-0.5011,12,-0.8404,17,-0.2408,33,0.99923,26,0.36869,23,0.21039
ENSG00000162434,JAK1,196,1.47847,58,-0.5018,49,-0.8267,46,-0.9189,89,0.20093,70,-0.2253,93,0.24308
ENSG00000162433,AK4,0,-7.6276,14,-2.4368,51,-0.5342,112,0.83016,86,0.37783,98,0.50792,78,0.16027
ENSG00000116675,DNAJC6,2,-7.3541,318,-0.3766,281,-0.6107,558,0.57734,395,-0.0438,468,0.22861,602,0.71968
ENSG00000213625,LEPROT,164,2.25568,34,-0.4228,27,-0.8386,22,-1.1382,63,0.70444,5,-3.2351,23,-1.0452
ENSG00000184588,PDE4B,44,-0.8605,147,1.02633,49,-0.7555,96,0.36002,76,-0.0451,25,-1.7215,101,0.45276
ENSG00000118473,SGIP1,40,-1.4525,27,-1.9888,85,-0.3402,106,0.03304,118,0.24968,115,0.16715,164,0.83315
ENSG00000198160,MIER1,41,0.61945,30,0.15028,23,-0.2838,33,0.29048,25,-0.2038,28,0.03726,23,-0.3163
ENSG00000142864,SERBP1,230,0.98444,148,0.26349,77,-0.8031,105,-0.2953,136,0.15417,159,0.37172,98,-0.4157
ENSG00000172380,GNG12,71,1.92459,35,0.71051,17,-0.4395,14,-0.7689,27,0.36591,8,-1.5717,6,-1.9197
ENSG00000116729,WLS,37,-1.2408,45,-0.9457,65,-0.4505,31,-1.6020,218,2.42736,41,-1.0821,23,-2.0763
ENSG00000033122,LRRC7,0,-7.7059,21,-1.8706,47,-0.7544,99,0.50488,65,-0.2768,153,1.17233,118,0.83111
ENSG00000066557,LRRC40,0,-5.8793,24,0.24827,19,-0.1581,24,0.24922,23,0.22361,10,-1.1520,30,0.63896
ENSG00000116754,SRSF11,124,0.07337,189,0.74715,79,-0.6854,132,0.18462,125,0.10074,65,-0.9133,125,0.08618
ENSG00000118454,ANKRD13C,0,-6.5177,29,-0.1651,25,-0.4294,37,0.21794,41,0.46279,17,-0.9809,49,0.71514
ENSG00000132485,ZRANB2,53,-0.9887,82,-0.3467,72,-0.5748,101,-0.0257,132,0.52306,77,-0.4440,135,0.49928
ENSG00000172260,NEGR1,0,-8.3459,28,-2.1442,94,-0.3632,207,1.06147,96,-0.3616,107,-0.1352,188,0.87292
ENSG00000178965,ERICH3,0,-6.8104,4,-3.2057,25,-0.7554,66,0.92508,37,-0.1383,54,0.45910,64,0.84816
ENSG00000116791,CRYZ,41,1.50932,12,-0.4613,9,-0.9186,25,0.71199,15,-0.2384,0,-7.0641,17,0.02458
ENSG00000162623,TYW3,23,0.10131,21,-0.0371,17,-0.3904,24,0.18920,20,-0.0916,5,-2.0211,32,0.74850
ENSG00000117054,ACADM,0,-6.7003,40,0.10223,33,-0.1726,21,-0.9118,53,0.72636,56,0.65290,41,0.16250
ENSG00000137955,RABGGTB,0,-6.4899,67,1.19856,34,0.12015,31,-0.0426,25,-0.4371,31,-0.0682,40,0.39178
ENSG00000117069,ST6GALNAC5,13,-2.3760,5,-3.8407,36,-1.0263,32,-1.2136,59,-0.2409,183,1.69152,145,1.49618
ENSG00000142892,PIGK,60,0.85587,76,1.27600,16,-1.2876,30,-0.2687,43,0.42062,9,-1.9447,27,-0.4385
ENSG00000154027,AK5,30,-3.4324,180,-0.7975,143,-1.2276,454,0.73428,166,-1.0697,597,1.10934,569,1.18509
ENSG00000036549,AC118549.1,0,-6.0874,44,0.95394,14,-0.8213,35,0.63935,25,0.06264,14,-0.7756,29,0.33158
ENSG00000077254,USP33,0,-7.8653,50,-0.7742,61,-0.5244,101,0.32565,97,0.28010,91,0.13628,125,0.71904
ENSG00000180488,MIGA1,42,-0.6976,117,0.89428,40,-0.8305,68,0.01287,64,-0.0828,60,-0.1815,89,0.49403
ENSG00000162613,FUBP1,105,0.79374,45,-0.5237,36,-0.9394,67,0.07932,75,0.32128,70,0.13804,58,-0.1745
ENSG00000162616,DNAJB4,81,0.63462,30,-0.8979,32,-0.8561,43,-0.3851,49,-0.1728,83,0.68605,79,0.67225
ENSG00000117114,ADGRL2,72,1.00477,0,-7.6487,29,-0.4601,28,-0.5557,35,-0.1826,60,0.68935,57,0.68810
ENSG00000137941,TTLL7,30,-2.1238,318,1.59670,72,-0.8844,131,0.12202,90,-0.5726,143,0.24555,152,0.38448
ENSG00000142875,PRKACB,69,-2.4680,332,-0.1106,248,-0.6088,316,-0.2052,398,0.21347,514,0.58365,522,0.68844
ENSG00000117133,RPF1,0,-5.8318,26,0.38119,16,-0.4119,24,0.32849,10,-1.1567,34,0.85534,35,1.02896
ENSG00000174021,GNG5,315,3.20803,50,-0.2018,27,-1.2029,9,-2.8965,65,0.24943,22,-1.4069,16,-2.0142
ENSG00000117155,SSX2IP,0,-7.8486,11,-3.0008,51,-0.7856,78,-0.0971,86,0.07746,196,1.42753,134,0.88850
ENSG00000162642,C1orf52,16,-2.0340,34,-0.9687,48,-0.4827,65,0.03460,63,-0.0235,84,0.42142,109,0.98200
ENSG00000153904,DDAH1,1,-7.0797,88,-1.2117,182,-0.1151,215,0.17754,280,0.75374,137,-0.5425,237,0.34578
ENSG00000142871,CCN1,697,5.76119,15,-2.2780,10,-2.9661,13,-2.6055,22,-1.9608,0,-9.4465,6,-3.7703
ENSG00000117174,ZNHIT6,0,-5.9708,42,1.02416,22,0.00112,15,-0.6480,27,0.35677,19,-0.2340,26,0.24535
ENSG00000122417,ODF2L,30,0.22162,11,-1.2666,20,-0.4167,39,0.72985,19,-0.5956,14,-0.9204,41,0.82648
ENSG00000097033,SH3GLB1,39,0.02243,70,0.94836,29,-0.4887,38,-0.0113,43,0.18693,22,-0.8193,35,-0.1599
ENSG00000183291,SELENOF,234,1.08956,151,0.36695,63,-1.0527,60,-1.1204,124,0.06800,210,0.90999,112,-0.1143
ENSG00000153936,HS2ST1,0,-6.8036,7,-2.6016,42,0.10950,44,0.18020,46,0.26854,77,1.06038,42,0.09823
ENSG00000143013,LMO4,16,-5.0976,80,-2.8295,621,0.27482,730,0.57142,374,-0.6404,654,0.32981,899,0.97421
ENSG00000065243,PKN2,0,-5.7373,40,1.20413,23,0.33006,14,-0.4957,26,0.62014,1,-3.7397,17,-0.1307
ENSG00000137947,GTF2B,31,0.31463,10,-1.3287,15,-0.8019,11,-1.2641,24,-0.0710,76,1.87492,29,0.25591
ENSG00000137944,KYAT3,0,-6.0094,8,-1.5818,26,0.20227,12,-0.9649,27,0.29565,50,1.28148,30,0.47718
ENSG00000213516,RBMXL1,0,-5.4687,9,-0.8023,11,-0.5935,10,-0.6408,28,1.24162,0,-6.1956,26,0.92820
ENSG00000197147,LRRC8B,0,-8.2795,64,-0.8515,55,-1.1466,84,-0.4871,122,0.16685,304,1.68575,165,0.70160
ENSG00000171488,LRRC8C,101,2.16229,18,-0.6811,14,-1.1231,25,-0.2509,21,-0.5449,15,-0.9336,34,0.30129
ENSG00000171492,LRRC8D,0,-6.7548,109,1.74243,18,-1.1860,34,-0.2085,33,-0.2751,41,0.09581,54,0.60357
ENSG00000162664,ZNF326,0,-6.6368,58,0.79374,32,-0.1862,46,0.45796,37,0.06476,10,-1.8913,46,0.45783
ENSG00000233593,LINC02609,0,-6.0471,46,1.10619,22,-0.0802,11,-1.2467,21,-0.2046,11,-1.1429,47,1.32782
ENSG00000122482,ZNF644,16,-0.9013,69,1.44267,18,-0.7811,30,0.10587,35,0.38709,3,-3.2642,28,-0.0583
ENSG00000172031,EPHX4,0,-5.8616,0,-8.0861,11,-0.9811,8,-1.4422,32,0.89304,38,0.97054,38,1.12694
