Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3to4,Feature log2 fold change topic 3to4,Feature count topic 5to6,Feature log2 fold change topic 5to6,Feature count topic 7to9,Feature log2 fold change topic 7to9,Feature count topic 10,Feature log2 fold change topic 10,Feature count topic 11to12,Feature log2 fold change topic 11to12
ENSG00000151025,GPR158,0,-6.9728,12,-1.9107,20,-1.2678,112,1.81652,40,-0.2272,2,-4.4183,70,0.81146
ENSG00000136750,GAD2,0,-8.7136,15,-3.3595,77,-1.0990,36,-2.2461,517,4.13249,1,-7.0907,9,-4.2284
ENSG00000136754,ABI1,20,-2.2121,22,-2.1178,64,-0.5589,62,-0.5952,138,0.91764,162,0.97353,99,0.19168
ENSG00000107890,ANKRD26,60,1.81440,13,-0.6529,26,0.45504,20,-0.0624,15,-0.5239,8,-1.3566,13,-0.7745
ENSG00000136758,YME1L1,35,-0.8350,65,0.12055,41,-0.6244,41,-0.6548,91,0.85599,53,-0.1863,66,0.17052
ENSG00000107897,ACBD5,0,-7.0608,99,1.19743,58,0.32935,57,0.30501,48,-0.0066,18,-1.4536,42,-0.2195
ENSG00000099246,RAB18,124,-0.1248,75,-0.8870,97,-0.5444,129,-0.0700,169,0.45367,131,-0.0392,162,0.32962
ENSG00000095787,WAC,194,0.70445,136,0.12221,88,-0.5934,100,-0.3823,118,-0.1119,199,0.73884,123,-0.0340
ENSG00000165757,JCAD,164,2.24868,5,-3.2868,39,-0.2334,42,-0.1008,24,-1.1063,16,-1.5086,60,0.50833
ENSG00000107951,MTPAP,0,-5.8293,19,-0.1044,18,-0.1937,26,0.42820,27,0.58099,1,-3.6336,27,0.49223
ENSG00000148516,ZEB1,145,1.52590,37,-0.6664,60,0.06269,50,-0.2630,50,-0.2760,50,-0.2353,47,-0.3558
ENSG00000165322,ARHGAP12,40,0.22849,33,-0.0707,21,-0.8367,29,-0.2991,70,1.57848,0,-5.7559,17,-1.1438
ENSG00000170759,KIF5B,130,0.09965,395,2.02148,122,0.00686,115,-0.0948,93,-0.4972,56,-1.1737,63,-1.0731
ENSG00000120616,EPC1,22,0.54711,25,0.72622,9,-0.8295,19,0.32417,20,0.43609,0,-7.3380,13,-0.3062
ENSG00000216937,CCDC7,0,-5.3367,12,-0.1847,37,1.87991,15,0.12184,16,0.18471,0,-7.1871,3,-2.0662
ENSG00000150093,ITGB1,561,4.30849,133,0.98937,29,-1.4670,19,-2.0608,20,-2.1202,0,-7.3035,8,-3.3610
ENSG00000099250,NRP1,110,2.77975,0,-5.3816,15,-0.7542,16,-0.6555,25,0.10276,0,-7.8686,18,-0.4100
ENSG00000108094,CUL2,86,1.40673,19,-1.0025,19,-1.0392,18,-1.1142,21,-0.9971,65,0.92743,66,1.08992
ENSG00000095794,CREM,142,1.85599,23,-1.1009,35,-0.4981,29,-0.7807,33,-0.6693,64,0.46760,57,0.30806
ENSG00000108100,CCNY,44,-0.9381,76,-0.1022,80,-0.0266,86,0.10192,79,-0.0460,81,0.01190,101,0.39097
ENSG00000198105,ZNF248,13,-0.7560,15,-0.6085,14,-0.7300,28,0.41950,24,0.19549,14,-0.6628,32,0.68609
ENSG00000175395,ZNF25,0,-7.2346,28,-1.0042,37,-0.6280,37,-0.6156,71,0.55542,73,0.47913,92,0.99306
ENSG00000189180,ZNF33A,35,0.21751,51,0.82736,23,-0.4506,25,-0.3157,36,0.31032,15,-1.0655,30,-0.0139
ENSG00000075407,ZNF37A,0,-5.8962,15,-0.4910,21,0.03020,25,0.29353,34,1.00480,0,-7.7457,21,0.03474
ENSG00000196693,ZNF33B,0,-5.5489,7,-1.3084,22,0.50404,26,0.78937,19,0.28424,1,-3.5678,19,0.21577
ENSG00000165733,BMS1,99,2.12297,8,-1.9511,11,-1.4996,18,-0.7231,43,0.83435,8,-1.9033,21,-0.5154
ENSG00000198915,RASGEF1A,0,-7.1074,9,-2.5149,35,-0.5764,50,0.02739,62,0.44281,86,0.90007,71,0.65305
ENSG00000169813,HNRNPF,75,0.97078,102,1.52403,31,-0.4453,20,-1.1745,42,0.04691,9,-2.1975,38,-0.1086
ENSG00000169740,ZNF32,39,0.09226,56,0.65934,25,-0.6453,33,-0.1902,38,0.03946,13,-1.5330,53,0.64280
ENSG00000107551,RASSF4,26,0.21958,48,1.20705,20,-0.1860,26,0.20019,25,0.15470,0,-7.8598,17,-0.5064
ENSG00000265354,TIMM23,73,0.64701,25,-1.0336,38,-0.4086,38,-0.4317,44,-0.1813,35,-0.4866,83,0.99275
ENSG00000266412,NCOA4,87,0.41706,91,0.48930,50,-0.5039,69,0.04463,68,0.01778,48,-0.4988,69,0.04667
ENSG00000265763,ZNF488,0,-5.6256,39,1.32045,6,-1.7238,25,0.67713,10,-1.0278,41,1.42375,18,0.10633
ENSG00000170324,FRMPD2,0,-5.7485,0,-5.1403,24,0.42547,45,1.67117,10,-1.0387,0,-7.5981,29,0.77391
ENSG00000107643,MAPK8,0,-7.3269,21,-1.5147,50,-0.2369,75,0.46953,86,0.84080,28,-1.1022,66,0.25036
ENSG00000197444,OGDHL,39,-0.9125,4,-4.2657,57,-0.3577,87,0.37552,72,0.02983,66,-0.1039,117,0.93290
ENSG00000227345,PARG,0,-5.6877,17,-0.0743,14,-0.3755,32,1.01579,14,-0.4218,37,1.14761,14,-0.4162
ENSG00000099290,WASHC2A,0,-5.8317,29,0.59287,17,-0.3060,22,0.12355,21,0.05817,14,-0.5171,29,0.67721
ENSG00000198964,SGMS1,97,1.83209,71,1.25986,20,-0.7801,33,0.01812,34,0.07922,1,-4.4694,7,-2.2845
ENSG00000177613,CSTF2T,0,-5.6991,47,1.12328,18,-0.4295,25,0.11851,25,0.08730,14,-0.7815,30,0.44087
ENSG00000122873,CISD1,66,-0.7695,19,-2.5992,86,-0.4107,134,0.35560,137,0.45717,125,0.20765,125,0.24030
ENSG00000072401,UBE2D1,39,0.08670,31,-0.3041,24,-0.7123,39,0.09528,54,0.78086,20,-0.9181,33,-0.1977
ENSG00000108064,TFAM,0,-5.8263,30,0.64650,16,-0.3817,22,0.19844,22,0.20164,0,-5.6361,33,0.92450
ENSG00000237949,LINC00844,34,-2.3493,1353,4.66018,105,-0.7118,72,-1.3176,49,-2.0079,3,-5.6813,23,-3.0096
ENSG00000165443,PHYHIPL,1,-6.5753,244,0.91258,76,-1.0018,143,0.04595,193,0.67303,132,-0.0781,137,-0.0209
ENSG00000148541,FAM13C,2,-3.9745,116,1.96178,25,-0.6462,43,0.28452,29,-0.4630,21,-0.8338,40,0.13712
ENSG00000108091,CCDC6,0,-7.7236,19,-2.0319,57,-0.4686,74,-0.0438,59,-0.4736,234,1.92185,109,0.65319
ENSG00000151150,ANK3,16,-3.2785,178,0.26974,145,-0.0604,143,-0.0884,161,0.13038,227,0.66047,162,0.13166
ENSG00000150347,ARID5B,1,-4.0540,52,0.95276,22,-0.4759,8,-1.9695,30,0.05542,58,1.11639,43,0.72697
ENSG00000138311,ZNF365,32,-0.8580,68,0.32511,20,-1.6477,14,-2.1901,39,-0.6277,216,2.38322,83,0.72818
ENSG00000181915,ADO,17,-1.0085,71,1.22021,25,-0.5148,17,-1.0508,26,-0.4706,48,0.56875,52,0.80118
ENSG00000148572,NRBF2,0,-5.9270,20,-0.1060,15,-0.5698,21,-0.0215,21,-0.0802,33,0.68399,35,0.88786
ENSG00000171988,JMJD1C,66,0.62963,44,-0.0253,31,-0.5948,55,0.38609,42,-0.0954,42,-0.0709,41,-0.1459
ENSG00000165476,REEP3,0,-6.1391,210,4.24590,15,-0.9430,5,-2.4543,14,-1.0992,1,-4.3760,16,-0.8922
ENSG00000198739,LRRTM3,0,-6.6348,10,-1.8824,27,-0.4620,43,0.35119,29,-0.3810,94,1.62622,47,0.51301
ENSG00000108176,DNAJC12,0,-7.2187,25,-1.1244,24,-1.2964,21,-1.4796,71,0.57002,165,1.91982,74,0.58013
ENSG00000096717,SIRT1,44,1.33907,28,0.56696,10,-1.1156,25,0.45319,21,0.18537,2,-2.9468,12,-0.7186
ENSG00000148634,HERC4,16,-1.0987,28,-0.3268,26,-0.4677,50,0.66350,22,-0.8074,44,0.38625,53,0.80235
ENSG00000096746,HNRNPH3,114,-0.0015,154,0.48381,88,-0.4241,114,0.01262,117,0.05703,106,-0.1044,117,0.04354
ENSG00000204130,RUFY2,15,-1.4662,78,1.04072,33,-0.3689,43,0.05856,45,0.16223,45,0.13687,35,-0.2783
ENSG00000122912,SLC25A16,33,0.89799,8,-1.2092,25,0.52143,15,-0.3470,11,-0.8857,7,-1.4485,31,0.91125
ENSG00000060339,CCAR1,71,0.54491,69,0.51379,36,-0.5633,58,0.25503,58,0.26468,31,-0.7569,36,-0.5645
ENSG00000165730,STOX1,0,-5.5137,11,-0.5296,11,-0.6356,6,-1.5662,41,2.33878,6,-1.5181,10,-0.8011
ENSG00000107625,DDX50,48,0.61452,18,-0.8991,22,-0.6960,32,-0.0533,36,0.14963,38,0.20981,39,0.27439
ENSG00000165732,DDX21,44,1.36664,40,1.20503,18,-0.0720,13,-0.6200,3,-2.7211,14,-0.4275,29,0.74001
ENSG00000198954,KIF1BP,0,-7.2189,72,0.47892,44,-0.3348,63,0.28044,64,0.36845,40,-0.4372,61,0.23799
ENSG00000122862,SRGN,1047,7.15546,2,-5.5954,17,-2.6078,5,-4.2458,8,-3.7864,0,-9.8737,2,-5.6850
ENSG00000122958,VPS26A,16,-1.6817,49,0.01987,40,-0.3022,55,0.21656,50,0.07051,30,-0.7240,72,0.72523
ENSG00000156502,SUPV3L1,0,-6.1591,5,-2.3579,19,-0.4535,37,0.69748,35,0.63943,4,-2.6637,39,0.76029
ENSG00000156515,HK1,31,-2.8536,31,-2.8499,161,-0.4520,300,0.64550,220,0.08766,138,-0.6462,369,1.04977
ENSG00000171224,FAM241B,0,-6.9074,9,-2.3091,37,-0.2659,24,-0.9650,52,0.38812,67,0.72620,80,1.17583
ENSG00000079332,SAR1A,72,-0.3690,105,0.22582,65,-0.5522,89,-0.0460,106,0.30598,90,-0.0226,99,0.15242
ENSG00000180817,PPA1,251,0.47608,235,0.37345,121,-0.7186,125,-0.6602,205,0.18828,239,0.39587,201,0.13023
ENSG00000172731,LRRC20,50,0.30331,11,-1.9960,40,-0.0572,37,-0.1767,36,-0.2863,24,-0.8529,76,1.11808
ENSG00000148730,EIF4EBP2,151,1.43526,46,-0.4875,66,0.07458,41,-0.7318,71,0.23083,57,-0.1534,39,-0.7915
ENSG00000166224,SGPL1,0,-5.6830,37,1.14406,9,-1.1072,14,-0.3972,37,1.65132,7,-1.2907,7,-1.4818
ENSG00000166228,PCBD1,201,2.25174,25,-1.1942,32,-0.8950,42,-0.4567,69,0.45280,18,-1.6530,31,-0.9475
ENSG00000107738,VSIR,94,1.62669,31,-0.1967,35,-0.0106,25,-0.5832,48,0.62489,0,-5.6720,17,-1.1513
ENSG00000197746,PSAP,1042,-0.1060,1014,-0.1474,667,-0.8514,1154,0.06032,1234,0.19974,1137,0.03091,1418,0.42859
ENSG00000107742,SPOCK2,130,-1.2600,99,-1.6576,260,-0.2173,439,0.71440,421,0.72696,85,-1.8858,288,-0.0489
ENSG00000166295,ANAPC16,244,2.18538,64,-0.1181,47,-0.6220,32,-1.2648,78,0.23497,42,-0.7474,43,-0.7664
ENSG00000168209,DDIT4,252,2.70474,55,-0.0415,33,-0.8840,21,-1.5953,50,-0.2191,73,0.40859,19,-1.7378
ENSG00000148719,DNAJB12,64,1.08751,44,0.46695,27,-0.3453,37,0.23927,26,-0.4107,13,-1.3962,32,-0.0111
ENSG00000107745,MICU1,68,-0.0200,37,-0.9472,51,-0.4954,83,0.32983,74,0.13804,44,-0.6752,93,0.54049
ENSG00000122884,P4HA1,24,0.32257,48,1.50658,11,-0.8812,14,-0.4723,24,0.40257,0,-4.4759,18,-0.0835
ENSG00000213551,DNAJC9,0,-6.0511,5,-2.1327,15,-0.6787,21,-0.2133,42,1.22979,14,-0.7578,33,0.58153
ENSG00000182180,MRPS16,57,0.26243,36,-0.4425,28,-0.8765,48,-0.0207,68,0.70468,30,-0.7106,50,0.04878
ENSG00000138279,ANXA7,64,-0.9365,113,-0.0709,88,-0.4872,124,0.08180,113,-0.0846,168,0.56724,154,0.47553
ENSG00000107758,PPP3CB,89,-2.2382,71,-2.5771,231,-0.8851,450,0.23205,380,-0.0665,556,0.55312,754,1.22803
ENSG00000166348,USP54,0,-5.9934,135,3.39522,16,-0.5707,20,-0.1878,13,-0.9203,4,-2.4679,10,-1.2869
ENSG00000176986,SEC24C,56,0.67845,32,-0.1868,24,-0.6683,29,-0.3788,39,0.14313,32,-0.2128,47,0.42909
ENSG00000196968,FUT11,24,0.18881,9,-1.2615,19,-0.1430,18,-0.2901,31,0.77637,0,-7.7346,27,0.42605
ENSG00000172586,CHCHD1,15,-2.0076,48,-0.2917,46,-0.3887,45,-0.4030,87,0.86874,80,0.51767,52,-0.1655
ENSG00000214655,ZSWIM8,53,0.67948,52,0.65224,20,-0.9108,39,0.21636,20,-0.9107,45,0.44336,42,0.34507
ENSG00000166507,NDST2,0,-6.0628,9,-1.3930,22,-0.1018,22,-0.1080,36,0.84184,13,-0.8660,33,0.57918
ENSG00000148660,CAMK2G,136,-0.0194,47,-1.6291,101,-0.5257,254,1.14534,138,-0.0065,55,-1.3924,147,0.11314
ENSG00000035403,VCL,265,4.11967,2,-4.0804,15,-1.3895,17,-1.2172,22,-0.8583,5,-2.9406,14,-1.5231
ENSG00000185009,AP3M1,0,-5.6496,28,0.74509,8,-1.2455,16,-0.1621,30,1.09373,3,-2.5014,22,0.36704
ENSG00000156110,ADK,0,-5.8085,9,-1.1112,17,-0.2880,27,0.56110,16,-0.3641,25,0.38869,33,0.94029
ENSG00000156650,KAT6B,15,-1.2466,50,0.64010,38,0.23236,62,1.13841,25,-0.5266,24,-0.5246,19,-0.9180
ENSG00000156671,SAMD8,24,-1.6316,79,0.15696,49,-0.6246,68,-0.0813,62,-0.2525,164,1.38281,83,0.28005
ENSG00000165637,VDAC2,87,-0.4732,95,-0.3337,94,-0.3733,86,-0.5199,144,0.39616,183,0.70762,128,0.14319
ENSG00000165655,ZNF503,16,-0.3405,9,-1.1289,9,-1.3434,78,3.10232,4,-2.4609,0,-7.6876,16,-0.4143
ENSG00000156113,KCNMA1,19,-3.0586,37,-2.0742,142,-0.0538,220,0.73273,111,-0.5213,169,0.21679,241,0.90920
ENSG00000148606,POLR3A,0,-6.3596,10,-1.6360,30,0.03592,31,0.13167,20,-0.6989,27,-0.1323,66,1.57660
ENSG00000138326,RPS24,3419,2.32323,1736,1.05421,760,-0.3086,426,-1.2409,686,-0.5236,697,-0.4163,325,-1.6617
ENSG00000108175,ZMIZ1,11,-2.6200,61,-0.1276,61,-0.1509,120,1.09790,53,-0.4165,56,-0.2558,74,0.18867
ENSG00000108179,PPIF,0,-6.0858,78,2.01128,19,-0.3540,15,-0.7152,32,0.56207,3,-2.8569,21,-0.2454
ENSG00000165424,ZCCHC24,141,0.88162,404,2.94228,80,-0.0266,50,-0.8014,41,-1.1983,8,-3.3039,20,-2.1829
ENSG00000133678,TMEM254,0,-5.3618,23,0.73455,16,0.17507,14,-0.0900,16,0.17806,2,-2.8764,21,0.64261
ENSG00000189129,PLAC9,534,4.77089,0,-8.3456,17,-2.0450,7,-3.2558,26,-1.5214,65,0.07618,10,-2.7592
ENSG00000122359,ANXA11,97,-0.4263,15,-3.1401,85,-0.6736,110,-0.2604,97,-0.5120,312,1.48474,215,0.95694
ENSG00000122378,PRXL2A,60,-1.6220,98,-0.8938,138,-0.4044,225,0.44857,207,0.33121,266,0.67561,164,-0.1057
ENSG00000108219,TSPAN14,44,0.08550,36,-0.2469,32,-0.4732,32,-0.4329,43,0.06236,26,-0.7211,70,0.92665
ENSG00000185737,NRG3,0,-6.1211,2,-3.5568,19,-0.4641,30,0.34044,29,0.30501,50,1.14493,30,0.35128
ENSG00000165678,GHITM,163,-1.2877,122,-1.7211,245,-0.7326,441,0.26210,390,0.05137,469,0.33556,631,0.93595
ENSG00000148600,CDHR1,0,-5.6372,15,-0.2418,12,-0.5517,61,2.73296,9,-1.1919,0,-7.4871,11,-0.7219
ENSG00000107771,CCSER2,192,1.18310,46,-1.0706,77,-0.3379,86,-0.1445,81,-0.2578,138,0.62319,88,-0.1055
ENSG00000182771,GRID1,0,-5.9668,35,0.70639,16,-0.4846,15,-0.6245,29,0.51010,20,-0.1601,31,0.59776
ENSG00000062650,WAPL,0,-6.2714,31,0.18398,15,-0.9774,45,0.90433,31,0.23544,23,-0.2984,31,0.22970
ENSG00000107779,BMPR1A,0,-5.6338,17,-0.0632,15,-0.2865,10,-0.8970,28,0.95620,19,0.09680,21,0.31226
ENSG00000173267,SNCG,129,-1.2852,46,-2.7800,251,-0.2923,438,0.69514,304,0.03706,59,-2.4195,528,1.06107
ENSG00000148671,ADIRF,2856,4.34489,66,-2.5686,179,-1.1702,55,-2.9565,244,-0.7408,174,-1.1401,51,-3.0564
ENSG00000148672,GLUD1,60,-1.9974,127,-0.8899,195,-0.2513,151,-0.6688,401,1.25669,248,0.14947,190,-0.2919
ENSG00000223482,NUTM2A-AS1,0,-5.8340,36,0.91803,17,-0.2429,23,0.22295,12,-0.8340,25,0.35084,31,0.78711
ENSG00000107789,MINPP1,0,-5.6437,17,-0.0346,11,-0.7388,20,0.20145,16,-0.1464,43,1.47670,20,0.22340
ENSG00000138138,ATAD1,46,-0.8329,50,-0.7035,59,-0.4746,84,0.11340,81,0.06244,94,0.28276,112,0.63588
ENSG00000171862,PTEN,219,0.64219,42,-1.8866,126,-0.2592,183,0.39529,156,0.12410,92,-0.7221,160,0.14997
ENSG00000107796,ACTA2,2300,7.95050,8,-4.6680,12,-4.2814,14,-4.0696,8,-4.9194,0,-10.964,7,-5.0210
ENSG00000107798,LIPA,132,1.73095,237,2.97082,15,-1.8156,24,-1.0920,17,-1.7530,2,-4.3225,33,-0.5799
ENSG00000119917,IFIT3,30,0.94482,20,0.27755,18,0.12587,4,-2.2878,29,1.12655,1,-3.8369,10,-0.7576
ENSG00000185745,IFIT1,46,0.25743,31,-0.3503,24,-0.8118,38,-0.0662,50,0.46501,27,-0.5496,47,0.31438
ENSG00000152778,IFIT5,29,0.80882,17,-0.0429,20,0.23837,12,-0.5698,20,0.27710,0,-7.4847,19,0.17007
ENSG00000148688,RPP30,0,-6.1760,21,-0.3163,21,-0.3674,24,-0.0971,30,0.28752,27,0.10435,40,0.81850
ENSG00000180628,PCGF5,27,-1.4126,104,0.65238,54,-0.4256,59,-0.2729,105,0.85737,27,-1.4289,67,-0.0580
ENSG00000165338,HECTD2,0,-6.2038,1,-4.3109,21,-0.3714,22,-0.2927,35,0.58959,46,0.90484,38,0.66258
ENSG00000119938,PPP1R3C,0,-6.0248,8,-1.5510,34,0.70795,12,-1.0851,38,1.02702,40,0.86365,12,-1.0216
ENSG00000107854,TNKS2,25,-1.2815,71,0.28148,39,-0.7060,59,-0.0045,65,0.18315,77,0.41892,74,0.37626
ENSG00000107864,CPEB3,0,-7.3920,12,-2.3494,42,-0.6067,84,0.58845,95,0.95561,53,-0.1876,61,0.01467
ENSG00000198060,MARCH5,12,-1.3727,18,-0.8302,22,-0.5665,25,-0.3884,37,0.31434,36,0.21047,52,0.94299
ENSG00000138190,EXOC6,51,0.66600,2,-3.8537,19,-0.9467,37,0.13813,26,-0.4992,70,1.18020,47,0.59210
ENSG00000138207,RBP4,1,-5.2570,11,-2.2444,31,-0.7531,17,-1.6260,64,0.56624,116,1.43578,83,0.98809
ENSG00000148690,FRA10AC1,41,-0.5510,119,1.17531,50,-0.2521,46,-0.3876,52,-0.1946,107,0.99248,40,-0.6062
ENSG00000108231,LGI1,13,-2.2748,13,-2.2874,42,-0.5608,84,0.61471,87,0.78218,20,-1.6082,77,0.46308
ENSG00000108239,TBC1D12,36,0.74232,101,2.69999,18,-0.3441,13,-0.8434,14,-0.8659,0,-7.8277,14,-0.7660
ENSG00000095637,SORBS1,88,-0.1418,54,-0.9014,76,-0.4047,88,-0.1537,102,0.09617,171,0.92155,107,0.17534
ENSG00000059573,ALDH18A1,0,-6.1105,13,-0.9014,25,0.01128,32,0.48448,37,0.86268,6,-1.9521,24,-0.0117
ENSG00000119977,TCTN3,46,1.51928,6,-1.6290,17,-0.1102,9,-1.0842,20,0.14313,0,-7.5082,28,0.75731
ENSG00000197430,OPALIN,33,-1.4954,887,5.69541,18,-2.5078,34,-1.5537,10,-3.5251,0,-9.8056,9,-3.4577
ENSG00000077147,TM9SF3,136,0.35172,150,0.51105,88,-0.3510,94,-0.2487,118,0.15807,66,-0.7710,117,0.13484
ENSG00000196233,LCOR,22,-0.2360,36,0.51928,20,-0.3901,36,0.58448,28,0.14360,13,-0.9823,21,-0.3352
ENSG00000187122,SLIT1,15,-4.0376,26,-3.2340,125,-0.9813,567,1.83460,128,-1.0181,183,-0.3371,365,0.87333
ENSG00000052749,RRP12,0,-5.8016,8,-1.3719,18,-0.1875,17,-0.2721,26,0.52486,9,-1.1854,37,1.17023
ENSG00000171314,PGAM1,179,-1.2591,138,-1.6457,268,-0.6995,332,-0.3477,538,0.55909,530,0.41797,617,0.75267
ENSG00000171311,EXOSC1,53,1.41488,18,-0.2877,13,-0.8811,14,-0.7775,26,0.26385,24,0.12416,21,-0.1009
ENSG00000171307,ZDHHC16,0,-5.8239,10,-1.0038,17,-0.2757,20,0.01813,21,0.10927,34,0.83996,29,0.66220
ENSG00000155229,MMS19,62,0.69797,15,-1.4427,32,-0.3944,25,-0.7460,45,0.23374,36,-0.1498,59,0.68409
ENSG00000171160,MORN4,0,-7.0082,13,-1.8363,36,-0.4069,43,-0.1263,82,1.27118,40,-0.2209,47,0.03792
ENSG00000155252,PI4K2A,47,0.02889,22,-1.1219,42,-0.1510,44,-0.0525,25,-1.0865,105,1.37041,65,0.61710
ENSG00000155256,ZFYVE27,0,-6.7880,19,-1.1340,35,-0.2217,46,0.27372,47,0.33419,30,-0.4078,61,0.80000
ENSG00000155265,GOLGA7B,0,-7.4212,13,-2.3164,64,0.07274,84,0.56527,65,0.11176,40,-0.6456,96,0.81051
ENSG00000107521,HPS1,0,-6.2893,19,-0.5817,24,-0.2773,35,0.38151,41,0.77803,27,-0.0238,24,-0.2095
ENSG00000119946,CNNM1,0,-6.6973,0,-8.9182,33,-0.2045,60,0.89040,55,0.81126,15,-1.3860,40,0.11380
ENSG00000120053,GOT1,17,-3.5756,77,-1.4113,144,-0.4965,182,-0.1126,238,0.41019,236,0.31212,315,0.89229
ENSG00000155287,SLC25A28,0,-6.7690,51,0.42268,34,-0.2462,53,0.54161,44,0.25773,7,-2.4584,51,0.49211
ENSG00000119929,CUTC,35,1.08422,21,0.27129,10,-0.8862,18,0.07058,21,0.35428,4,-2.2766,16,-0.1680
ENSG00000014919,COX15,19,0.00449,13,-0.5554,22,0.21744,17,-0.2046,20,0.05701,11,-0.8097,25,0.45215
ENSG00000107566,ERLIN1,0,-5.6743,7,-1.2935,12,-0.6186,22,0.33947,16,-0.2460,42,1.39283,25,0.60426
ENSG00000095485,CWF19L1,12,-0.9925,15,-0.6210,17,-0.4531,27,0.30569,22,-0.0216,21,-0.0923,34,0.72969
ENSG00000196072,BLOC1S2,11,-2.2426,40,-0.4101,28,-0.9867,43,-0.3214,71,0.63960,136,1.60055,40,-0.4260
ENSG00000099194,SCD,28,-3.9944,2635,3.56393,307,-0.5411,252,-0.8578,247,-0.9615,226,-0.9648,166,-1.5162
ENSG00000235823,OLMALINC,0,-5.8744,139,3.74522,16,-0.4315,20,-0.0243,10,-1.2837,0,-7.7240,4,-2.4734
ENSG00000166136,NDUFB8,107,-1.4919,333,0.24287,309,0.13826,234,-0.3371,297,0.08010,390,0.49800,308,0.13565
ENSG00000166135,HIF1AN,0,-6.5001,22,-0.6050,21,-0.7369,40,0.40044,48,0.84567,39,0.28436,29,-0.1546
ENSG00000119906,SLF2,84,1.20066,80,1.11068,29,-0.5692,31,-0.4193,32,-0.4492,26,-0.6835,40,-0.0238
ENSG00000055950,MRPL43,130,1.40883,73,0.43992,31,-0.9754,48,-0.2540,57,0.05488,53,-0.0783,41,-0.5073
ENSG00000107816,LZTS2,88,1.16782,110,1.55723,31,-0.5484,44,0.05433,28,-0.7734,13,-1.7625,35,-0.3236
ENSG00000107819,SFXN3,0,-7.3109,36,-0.7029,48,-0.3007,85,0.72291,56,-0.0143,49,-0.2338,82,0.64924
ENSG00000166167,BTRC,0,-7.8579,14,-2.6054,62,-0.4874,71,-0.2673,75,-0.1897,149,0.94663,171,1.37983
ENSG00000166171,DPCD,0,-6.3422,18,-0.6774,19,-0.6408,14,-1.1985,39,0.59648,86,1.84771,29,0.03026
ENSG00000166169,POLL,19,0.28417,13,-0.2469,12,-0.3632,17,0.12571,18,0.24049,0,-7.3252,22,0.59809
ENSG00000107829,FBXW4,15,-1.6459,128,1.70247,44,-0.0875,48,0.06867,24,-1.1735,25,-0.9226,66,0.63632
ENSG00000107833,NPM3,0,-5.3727,5,-1.4946,15,0.10838,20,0.53698,23,0.95532,10,-0.5758,10,-0.6334
ENSG00000198408,OGA,157,-0.2339,95,-0.9934,137,-0.4845,150,-0.3307,179,-0.0386,329,0.95753,249,0.55617
ENSG00000120049,KCNIP2,0,-7.3114,1,-5.1675,35,-0.8141,25,-1.3112,65,0.26693,215,2.32832,75,0.49989
ENSG00000120029,ARMH3,0,-5.7676,21,0.10996,14,-0.5458,15,-0.4516,23,0.36289,15,-0.3488,34,1.05974
ENSG00000166197,NOLC1,6,-3.3284,24,-1.4063,57,-0.1127,39,-0.7278,79,0.51903,91,0.64034,90,0.71119
ENSG00000107862,GBF1,25,-0.9244,16,-1.5690,36,-0.3768,59,0.47789,45,-0.0166,45,-0.0107,66,0.67966
ENSG00000059915,PSD,74,-2.3667,48,-3.0094,442,0.36097,430,0.31043,355,-0.0297,606,0.84125,394,0.15572
ENSG00000107872,FBXL15,60,-0.4600,15,-2.5026,63,-0.4124,77,-0.0835,108,0.59778,94,0.24364,97,0.32476
ENSG00000107874,CUEDC2,93,0.52565,97,0.59838,58,-0.2239,57,-0.2542,70,0.10547,53,-0.3489,57,-0.2625
ENSG00000269609,RPARP-AS1,34,0.24075,18,-0.7185,23,-0.3999,27,-0.1454,37,0.43336,17,-0.8363,37,0.38465
ENSG00000138111,MFSD13A,0,-6.0784,3,-2.9622,13,-0.9371,21,-0.1886,35,0.75290,10,-1.3258,51,1.41988
ENSG00000138107,ACTR1A,124,-0.1201,68,-1.0436,98,-0.5215,155,0.24863,118,-0.2344,73,-0.9247,242,1.09820
ENSG00000171206,TRIM8,67,0.05753,85,0.42144,71,0.14534,61,-0.1042,69,0.13202,26,-1.3845,65,-0.0086
ENSG00000138175,ARL3,69,-0.1108,42,-0.8602,54,-0.5366,52,-0.5777,142,1.44554,78,0.06877,32,-1.3571
ENSG00000166272,WBP1L,87,2.00143,35,0.42475,26,-0.0834,12,-1.2872,20,-0.5460,17,-0.6586,24,-0.1858
ENSG00000166275,BORCS7,0,-7.0482,53,0.16643,44,-0.1157,34,-0.5551,40,-0.2967,73,0.70161,82,1.02219
ENSG00000148842,CNNM2,79,1.20351,13,-1.6393,19,-1.0780,45,0.28863,39,0.06528,19,-1.0050,49,0.44284
ENSG00000076685,NT5C2,21,-0.5814,14,-1.1774,24,-0.4092,37,0.34795,44,0.77046,13,-1.2613,31,0.04720
ENSG00000148798,INA,0,-9.1880,10,-4.4914,176,-0.3009,192,-0.1557,274,0.53842,241,0.21974,356,0.97368
ENSG00000173915,ATP5MD,735,0.41690,452,-0.3511,467,-0.3272,336,-0.8621,649,0.26867,1137,1.14418,458,-0.3602
