Feature ID,Feature Name,Feature count topic 1to2,Feature log2 fold change topic 1to2,Feature count topic 3to4,Feature log2 fold change topic 3to4,Feature count topic 5to6,Feature log2 fold change topic 5to6,Feature count topic 7,Feature log2 fold change topic 7,Feature count topic 8to11,Feature log2 fold change topic 8to11
ENSG00000155975,VPS37A,16,-0.0068,11,-0.6745,14,-0.1580,27,0.82284,17,0.10287
ENSG00000003987,MTMR7,20,-0.6732,22,-0.5500,56,1.20338,32,0.10824,25,-0.3462
ENSG00000129422,MTUS1,37,0.80414,29,0.31369,10,-1.4525,3,-3.0288,27,0.32287
ENSG00000078674,PCM1,77,0.17519,65,-0.1325,77,0.17417,70,-0.0014,65,-0.1523
ENSG00000104763,ASAH1,104,-0.3442,102,-0.3691,156,0.36870,183,0.58658,122,-0.0811
ENSG00000156011,PSD3,219,-0.9484,305,-0.4058,648,0.97880,219,-0.8808,422,0.20443
ENSG00000147408,CSGALNACT1,28,-0.2485,32,-0.0449,44,0.54044,52,0.72435,25,-0.5613
ENSG00000104613,INTS10,24,-1.0392,47,0.08173,70,0.83389,50,0.18137,40,-0.2375
ENSG00000175445,LPL,10,-0.9306,11,-0.7884,6,-1.5319,27,0.70202,27,1.21588
ENSG00000147416,ATP6V1B2,164,-1.1615,212,-0.7484,337,0.03446,639,1.09099,393,0.41133
ENSG00000061337,LZTS1,30,-0.0067,26,-0.2977,61,1.34534,11,-1.5125,23,-0.6200
ENSG00000168546,GFRA2,12,-0.9329,23,0.20173,2,-3.6513,103,3.00861,13,-0.9449
ENSG00000130227,XPO7,27,-0.7828,31,-0.5666,62,0.62816,49,0.18901,48,0.20526
ENSG00000158806,NPM2,38,-0.6112,95,1.03709,45,-0.3346,51,-0.1202,49,-0.2422
ENSG00000158856,DMTN,362,-0.4249,394,-0.2800,526,0.22691,433,-0.1086,525,0.29427
ENSG00000158863,FAM160B2,16,-0.6981,21,-0.2359,27,0.21314,14,-0.8448,31,0.59471
ENSG00000168481,LGI3,57,-0.8984,86,-0.2165,133,0.56626,141,0.59731,95,-0.0607
ENSG00000168490,PHYHIP,403,-0.9582,553,-0.4398,1278,1.11771,499,-0.5584,722,0.02509
ENSG00000104635,SLC39A14,13,-0.5880,10,-1.0531,27,0.67872,25,0.45415,20,0.17169
ENSG00000120896,SORBS3,28,1.33930,18,0.43492,8,-0.9850,10,-0.5279,9,-0.8297
ENSG00000120913,PDLIM2,32,0.30933,39,0.66013,18,-0.6786,14,-1.0390,27,-0.0486
ENSG00000158941,CCAR2,44,-0.6017,51,-0.3598,61,-0.0478,91,0.59104,72,0.32284
ENSG00000147439,BIN3,15,-0.5072,18,-0.1913,12,-0.8880,30,0.62243,26,0.58337
ENSG00000179388,EGR3,62,-0.6219,76,-0.2688,157,1.07734,50,-0.8806,85,-0.1024
ENSG00000008853,RHOBTB2,59,-0.2717,39,-0.9663,86,0.40505,62,-0.1633,82,0.41895
ENSG00000147457,CHMP7,28,-0.4906,28,-0.4792,38,0.02926,53,0.58081,42,0.28813
ENSG00000104679,R3HCC1,38,0.13293,28,-0.3916,39,0.14793,47,0.45459,33,-0.1423
ENSG00000197217,ENTPD4,23,-0.8951,41,0.07241,43,0.17015,62,0.75618,38,-0.0268
ENSG00000147454,SLC25A37,11,-0.9693,41,1.29880,6,-1.9110,13,-0.7538,25,0.41736
ENSG00000272163,AF106564.1,11,-0.9529,20,0.06779,26,0.52912,24,0.34293,18,-0.0683
ENSG00000104722,NEFM,302,-0.5073,347,-0.2688,543,0.53440,489,0.29799,397,-0.0471
ENSG00000277586,NEFL,533,-0.9423,689,-0.5244,1056,0.21498,1382,0.63300,1089,0.36075
ENSG00000221914,PPP2R2A,23,-1.0333,46,0.10242,35,-0.3562,79,0.98995,47,0.19721
ENSG00000104765,BNIP3L,119,-0.3698,125,-0.2845,159,0.13030,192,0.42693,156,0.13058
ENSG00000240694,PNMA2,254,-0.9926,378,-0.3424,514,0.19382,614,0.46273,541,0.38084
ENSG00000092964,DPYSL2,655,-0.5295,695,-0.4315,902,0.01672,1398,0.72919,981,0.21869
ENSG00000015592,STMN4,156,-0.9307,253,-0.1190,388,0.65933,325,0.28624,267,-0.0399
ENSG00000120899,PTK2B,120,-0.7280,148,-0.3731,403,1.56664,89,-1.1135,149,-0.4556
ENSG00000120885,CLU,3759,0.45355,2508,-0.2694,3405,0.27003,1787,-0.7680,2773,-0.1224
ENSG00000168077,SCARA3,45,1.16265,26,0.10587,17,-0.5620,19,-0.3862,18,-0.6064
ENSG00000147419,CCDC25,48,-0.2518,60,0.13887,45,-0.3423,54,-0.0365,62,0.27132
ENSG00000134014,ELP3,23,-0.8253,34,-0.1839,56,0.74518,33,-0.1904,38,0.05796
ENSG00000186918,ZNF395,13,-0.4669,14,-0.3846,25,0.62869,14,-0.3503,18,0.14731
ENSG00000104290,FZD3,48,-0.9142,56,-0.6591,116,0.60936,92,0.17008,95,0.32293
ENSG00000012232,EXTL3,33,-0.9798,52,-0.2141,67,0.21684,94,0.75867,63,0.14989
ENSG00000147421,HMBOX1,18,0.59916,18,0.67687,16,0.38390,23,0.97307,3,-2.4090
ENSG00000133872,SARAF,592,-0.7352,572,-0.7900,1141,0.40325,1316,0.59082,1031,0.28417
ENSG00000104660,LEPROTL1,29,-0.4968,19,-1.1514,50,0.41145,42,0.09615,49,0.50794
ENSG00000104671,DCTN6,59,-0.2419,56,-0.3243,59,-0.2172,76,0.19781,79,0.38725
ENSG00000197265,GTF2E2,11,-0.6675,14,-0.1518,13,-0.3555,18,0.17167,20,0.58393
ENSG00000104687,GSR,42,-0.4564,46,-0.3257,52,-0.1200,65,0.24301,66,0.42679
ENSG00000104695,PPP2CB,271,-0.2200,265,-0.2595,332,0.13643,376,0.32097,318,0.07567
ENSG00000133878,DUSP26,56,-0.5792,104,0.51138,79,0.01957,44,-0.8908,85,0.19195
ENSG00000156687,UNC5D,18,-1.2819,39,-0.0166,49,0.39797,37,-0.0651,45,0.35604
ENSG00000183779,ZNF703,18,-0.2558,26,0.34924,23,0.10751,10,-1.1300,22,0.13529
ENSG00000147475,ERLIN2,19,0.04129,19,-0.0035,19,0.03892,15,-0.3676,20,0.06814
ENSG00000147471,PLPBP,34,-0.2063,27,-0.5698,45,0.30658,43,0.17458,41,0.16977
ENSG00000104221,BRF2,12,-0.5065,13,-0.3486,16,0.05235,20,0.41118,18,0.29120
ENSG00000129691,ASH2L,27,-1.2319,48,-0.2688,79,0.60915,64,0.19073,62,0.23588
ENSG00000175324,LSM1,32,-0.1626,40,0.21126,14,-1.4663,41,0.21434,44,0.52567
ENSG00000156735,BAG4,61,-0.7775,60,-0.7950,124,0.44643,122,0.36135,114,0.37385
ENSG00000085788,DDHD2,33,-1.2123,76,0.17952,88,0.44642,129,1.03653,58,-0.3552
ENSG00000147548,NSD3,62,-0.6807,102,0.15965,84,-0.1832,98,0.07896,108,0.34270
ENSG00000077782,FGFR1,27,0.29880,24,0.13072,23,0.01342,47,1.19979,13,-1.0217
ENSG00000147526,TACC1,123,-0.5648,159,-0.1369,158,-0.1472,218,0.38337,198,0.33436
ENSG00000169499,PLEKHA2,44,-0.7551,73,0.08033,110,0.85549,19,-1.9864,73,0.11341
ENSG00000169490,TM2D2,21,-1.0293,35,-0.1838,50,0.48390,76,1.11539,34,-0.2601
ENSG00000168615,ADAM9,13,-1.0479,15,-0.8523,32,0.41891,29,0.24559,32,0.56626
ENSG00000165061,ZMAT4,11,-1.0172,28,0.49850,12,-0.8880,24,0.17682,26,0.53751
ENSG00000147533,GOLGA7,55,-0.0521,48,-0.2965,51,-0.2013,54,-0.0865,66,0.35497
ENSG00000158669,GPAT4,19,-1.2562,31,-0.4189,58,0.66003,28,-0.5866,50,0.51815
ENSG00000083168,KAT6A,13,-0.8668,17,-0.4299,26,0.33659,18,-0.3277,28,0.55781
ENSG00000070718,AP3M2,67,-0.3641,59,-0.5809,126,0.78905,143,0.89658,66,-0.4912
ENSG00000070501,POLB,16,-0.5088,17,-0.4536,30,0.59441,28,0.42181,21,-0.0481
ENSG00000078668,VDAC3,107,-0.8834,136,-0.4871,227,0.41143,273,0.66318,195,0.16690
ENSG00000168575,SLC20A2,26,-0.4784,32,-0.1506,40,0.22784,41,0.22583,37,0.12822
ENSG00000176209,SMIM19,37,-0.5790,47,-0.1870,61,0.29242,57,0.13899,56,0.18657
ENSG00000120925,RNF170,30,-0.3518,33,-0.1763,53,0.65873,38,0.03709,34,-0.1844
ENSG00000168172,HOOK3,39,-0.1113,57,0.56886,30,-0.5300,30,-0.4816,43,0.10886
ENSG00000168522,FNTA,41,0.03492,31,-0.4151,47,0.29510,50,0.36855,38,-0.1295
ENSG00000165102,HGSNAT,14,-1.3327,22,-0.5863,37,0.25507,32,-0.0192,43,0.75298
ENSG00000164808,SPIDR,23,-0.3918,25,-0.2618,39,0.54396,39,0.46479,27,-0.1960
ENSG00000221869,CEBPD,31,-0.4258,29,-0.5478,77,1.24801,5,-3.0178,41,0.02985
ENSG00000253729,PRKDC,45,-0.6393,42,-0.7419,108,0.95124,60,-0.1393,67,0.06474
ENSG00000104738,MCM4,15,-1.0464,14,-1.1647,36,0.41253,31,0.13283,39,0.72424
ENSG00000169139,UBE2V2,116,-1.0271,160,-0.5049,261,0.35677,258,0.29682,257,0.43219
ENSG00000147481,SNTG1,17,-0.2745,25,0.39586,10,-1.1224,35,0.92934,20,0.01455
ENSG00000168300,PCMTD1,23,-0.4496,24,-0.3727,27,-0.1620,42,0.56453,34,0.33595
ENSG00000023287,RB1CC1,97,-0.4872,190,0.71603,84,-0.7135,162,0.36476,128,-0.0081
ENSG00000047249,ATP6V1H,191,-1.1185,260,-0.6168,691,1.18733,266,-0.5304,390,0.09997
ENSG00000147509,RGS20,41,1.08195,18,-0.4057,33,0.67678,2,-3.0897,16,-0.6815
ENSG00000187735,TCEA1,43,0.12754,35,-0.2094,49,0.36936,36,-0.1420,37,-0.1668
ENSG00000120992,LYPLA1,19,0.09033,10,-0.9721,27,0.76192,26,0.59925,15,-0.4035
ENSG00000137547,MRPL15,41,-0.1656,41,-0.1496,60,0.54241,66,0.62450,36,-0.4868
ENSG00000206579,XKR4,21,-0.3251,18,-0.6281,13,-1.1095,42,0.77909,35,0.71385
ENSG00000167904,TMEM68,13,-0.6266,8,-1.2377,24,0.42767,34,0.97838,20,0.18228
ENSG00000008988,RPS20,465,0.62199,419,0.42253,233,-0.5967,248,-0.4523,291,-0.2838
ENSG00000170791,CHCHD7,23,-0.5542,29,-0.2184,56,1.00832,27,-0.2913,29,-0.2554
ENSG00000104331,IMPAD1,40,-0.9158,65,-0.1001,65,-0.1148,132,1.06160,72,0.10078
ENSG00000169122,FAM110B,28,-0.6095,24,-0.8458,46,0.27229,19,-1.0985,56,0.84556
ENSG00000215114,UBXN2B,28,-0.5081,33,-0.2323,34,-0.2205,49,0.37682,45,0.40479
ENSG00000137575,SDCBP,74,-0.6419,66,-0.8203,116,0.11815,160,0.62696,130,0.43285
ENSG00000198846,TOX,19,-0.5512,22,-0.3065,5,-2.4467,77,1.83404,30,0.30616
ENSG00000178538,CA8,22,0.71162,10,-0.6605,18,0.31584,16,0.09622,12,-0.4379
ENSG00000104388,RAB2A,165,-0.8383,201,-0.5219,340,0.40127,365,0.47247,305,0.26252
ENSG00000177182,CLVS1,7,-1.5996,19,-0.1172,27,0.53114,20,0.01320,24,0.38253
ENSG00000198363,ASPH,106,-0.1440,88,-0.4597,87,-0.4810,214,1.02632,122,0.14316
ENSG00000274956,NKAIN3-IT1,65,1.20575,34,-0.0455,29,-0.2960,16,-1.1505,27,-0.5013
ENSG00000137563,GGH,21,-0.5741,24,-0.3444,15,-1.1074,48,0.76448,39,0.70614
ENSG00000185728,YTHDF3,28,-0.9435,38,-0.4352,50,0.02427,69,0.54273,60,0.48155
ENSG00000254377,MIR124-2HG,19,-1.1017,23,-0.8023,46,0.39381,37,0.01006,48,0.66685
ENSG00000180828,BHLHE22,39,-0.2480,43,-0.0975,75,0.93926,23,-1.0493,41,-0.2437
ENSG00000104442,ARMC1,29,-0.8421,41,-0.2490,71,0.72660,64,0.45969,45,-0.1340
ENSG00000147571,CRH,16,-0.3964,28,0.53492,16,-0.4350,2,-3.0657,26,0.57043
ENSG00000147576,ADHFE1,22,0.63167,11,-0.6185,7,-1.2947,15,-0.0963,20,0.51116
ENSG00000169085,VXN,120,-0.6219,112,-0.7369,222,0.45174,229,0.44906,192,0.24019
ENSG00000175073,VCPIP1,28,-0.5612,30,-0.4445,53,0.54860,47,0.26551,41,0.07731
ENSG00000104205,SGK3,16,-0.1882,24,0.54064,22,0.40376,15,-0.2141,14,-0.5129
ENSG00000245910,SNHG6,366,0.81705,300,0.43268,125,-1.0654,179,-0.4351,210,-0.2599
ENSG00000121022,COPS5,54,-0.5194,58,-0.4070,89,0.35260,77,0.07085,82,0.25937
ENSG00000104218,CSPP1,29,1.38547,13,-0.1003,10,-0.5787,7,-1.0333,11,-0.5204
ENSG00000066777,ARFGEF1,17,-1.0501,18,-0.9671,51,0.82273,39,0.28088,37,0.28541
ENSG00000046889,PREX2,50,1.28467,21,-0.3476,24,-0.1521,13,-0.9842,20,-0.5173
ENSG00000140396,NCOA2,27,-0.1681,22,-0.4895,36,0.34351,45,0.65966,28,-0.1375
ENSG00000067167,TRAM1,26,0.36544,16,-0.4101,22,0.10940,21,-0.0164,20,-0.0805
ENSG00000147601,TERF1,31,-0.5774,38,-0.2123,50,0.25241,49,0.18167,47,0.21199
ENSG00000147604,RPL7,634,0.25716,631,0.24826,379,-0.6300,473,-0.2375,571,0.08619
ENSG00000040341,STAU2,59,-0.4445,57,-0.5115,63,-0.3278,153,1.14630,83,0.18087
ENSG00000104343,UBE2W,44,-0.6658,40,-0.8237,73,0.22116,62,-0.0641,84,0.64879
ENSG00000154582,ELOC,147,-0.2045,162,-0.0452,189,0.23413,141,-0.2556,172,0.08045
ENSG00000175606,TMEM70,44,-1.2255,72,-0.4074,127,0.59826,139,0.67259,96,0.10415
ENSG00000104369,JPH1,12,-1.1592,27,0.13110,38,0.79076,31,0.34306,22,-0.2568
ENSG00000104381,GDAP1,48,-1.2435,66,-0.7391,161,0.85085,117,0.21524,114,0.26181
ENSG00000270866,AC067773.1,14,-0.4582,21,0.27251,15,-0.3357,13,-0.4921,21,0.41870
ENSG00000164751,PEX2,17,0.22549,10,-0.7429,11,-0.5418,21,0.49082,18,0.34705
ENSG00000171033,PKIA,100,-0.6428,140,-0.0733,129,-0.2089,250,0.87890,154,0.12825
ENSG00000104427,ZC2HC1A,16,-1.2017,36,0.17465,32,-0.0262,51,0.71566,35,0.16919
ENSG00000104435,STMN2,377,-0.9226,641,-0.0319,440,-0.6711,1582,1.49768,671,0.06332
ENSG00000164683,HEY1,26,-0.5938,28,-0.4782,65,1.09619,19,-0.9736,37,-0.0005
ENSG00000147586,MRPS28,49,0.27981,50,0.28577,47,0.17043,56,0.43720,29,-0.7388
ENSG00000076554,TPD52,78,-0.9217,113,-0.3183,120,-0.2171,230,0.86032,161,0.39841
ENSG00000164684,ZNF704,17,-0.6562,25,0.01002,24,-0.0745,35,0.54867,27,0.17232
ENSG00000164687,FABP5,78,-0.1053,84,0.03178,80,-0.0524,108,0.43021,79,-0.0955
ENSG00000147588,PMP2,232,1.08963,148,0.20733,100,-0.4631,37,-1.9208,112,-0.3457
ENSG00000133731,IMPA1,21,-1.1190,25,-0.8583,43,0.05586,73,0.92115,51,0.52442
ENSG00000104231,ZFAND1,23,-0.4641,28,-0.1169,23,-0.4301,45,0.66356,34,0.29941
ENSG00000184672,RALYL,37,-1.2052,75,-0.0384,80,0.06746,144,1.03897,79,0.06964
ENSG00000176731,RBIS,71,-0.4575,111,0.31210,116,0.39052,81,-0.2203,87,-0.1505
ENSG00000104267,CA2,25,0.54327,18,-0.0174,15,-0.3643,16,-0.2452,18,-0.0836
ENSG00000123124,WWP1,22,-0.0660,27,0.29758,18,-0.4235,40,0.91651,19,-0.3507
ENSG00000176623,RMDN1,18,0.10200,16,-0.0826,13,-0.3711,6,-1.5885,21,0.54794
ENSG00000085719,CPNE3,41,0.37407,25,-0.4529,48,0.67146,15,-1.1971,31,-0.1913
ENSG00000156103,MMP16,17,-0.3982,19,-0.2142,11,-1.1096,46,1.24558,25,0.28180
ENSG00000164823,OSGIN2,24,0.54657,13,-0.4658,8,-1.1947,30,0.86829,18,0.06112
ENSG00000104320,NBN,20,-0.5373,18,-0.7075,26,-0.1176,24,-0.2515,39,0.80697
ENSG00000104325,DECR1,47,0.61867,24,-0.5434,21,-0.7523,21,-0.7305,41,0.45886
ENSG00000104327,CALB1,48,-0.9437,61,-0.5569,174,1.41454,43,-1.0542,81,-0.1031
ENSG00000123119,NECAB1,187,-1.0344,199,-0.9371,439,0.41856,574,0.81781,402,0.33742
ENSG00000155099,PIP4P2,39,-0.2733,42,-0.1620,36,-0.3873,62,0.47568,52,0.29229
ENSG00000253738,OTUD6B-AS1,65,-0.5618,100,0.16763,89,-0.0402,53,-0.8400,110,0.45240
ENSG00000155100,OTUD6B,18,-0.0063,12,-0.6491,30,0.90276,24,0.41623,14,-0.5305
ENSG00000079102,RUNX1T1,16,-0.5849,32,0.58105,13,-0.8708,47,1.16158,21,-0.2123
ENSG00000205133,TRIQK,21,-0.7551,29,-0.2090,36,0.14072,39,0.24621,38,0.33926
ENSG00000188343,FAM92A,25,-0.6925,40,0.06461,39,0.04842,38,0.01399,43,0.29397
ENSG00000164951,PDP1,81,-1.2208,105,-0.8116,204,0.32621,336,1.13107,188,0.24046
ENSG00000164944,VIRMA,15,-0.4279,32,0.89162,17,-0.2784,19,-0.0569,17,-0.2552
ENSG00000156162,DPY19L4,17,0.36326,13,-0.0224,10,-0.5619,13,-0.0215,14,0.08674
ENSG00000156170,NDUFAF6,12,-1.0398,24,0.02440,18,-0.4434,22,-0.0556,31,0.74891
ENSG00000156467,UQCRB,1013,0.42916,886,0.18240,649,-0.3615,727,-0.1501,744,-0.1612
ENSG00000156471,PTDSS1,35,-0.8545,53,-0.1855,120,1.38533,56,-0.0888,44,-0.5995
ENSG00000169439,SDC2,62,1.38072,32,0.07391,28,-0.1735,8,-1.8997,21,-0.7532
ENSG00000180543,TSPYL5,36,-0.6606,48,-0.1726,71,0.52336,67,0.37116,52,-0.0512
ENSG00000147649,MTDH,81,-0.4428,89,-0.2936,107,0.03512,102,-0.0483,125,0.41467
ENSG00000104341,LAPTM4B,54,-0.5561,74,-0.0210,110,0.71472,56,-0.4432,72,-0.0648
ENSG00000132561,MATN2,11,-1.2509,19,-0.3328,56,1.75874,3,-2.7560,21,-0.2747
ENSG00000156482,RPL30,1056,0.84222,899,0.52816,461,-0.6439,426,-0.7115,538,-0.4819
ENSG00000132541,RIDA,89,0.18210,70,-0.2514,72,-0.1849,54,-0.6243,92,0.32329
ENSG00000104361,NIPAL2,14,-0.9125,26,0.06089,29,0.21977,40,0.71895,25,-0.0270
ENSG00000156486,KCNS2,5,-1.8142,15,-0.2019,16,-0.0526,17,-0.0269,24,0.88136
ENSG00000253948,VPS13B-DT,29,0.29267,26,0.10155,34,0.58489,7,-1.7491,21,-0.3158
ENSG00000164919,COX6C,923,-0.1557,1198,0.30966,1040,0.05464,868,-0.2368,976,-0.0730
ENSG00000147669,POLR2K,105,-0.1299,133,0.27625,111,-0.0486,141,0.34990,103,-0.2191
ENSG00000034677,RNF19A,21,-0.8080,19,-0.9222,43,0.42497,38,0.18628,42,0.52056
ENSG00000186106,ANKRD46,53,-0.9807,75,-0.4089,110,0.26320,137,0.57868,109,0.31163
ENSG00000070756,PABPC1,212,0.14173,256,0.48517,183,-0.1255,147,-0.4465,177,-0.2257
ENSG00000164924,YWHAZ,706,-0.9306,894,-0.5449,1662,0.55150,1417,0.22619,1397,0.30018
ENSG00000261087,AP003469.4,20,-0.4624,25,-0.0603,23,-0.2365,30,0.17878,31,0.37166
ENSG00000120963,ZNF706,98,-0.3813,131,0.12331,157,0.45581,83,-0.6050,122,0.00286
ENSG00000104490,NCALD,109,-1.1549,160,-0.5365,205,-0.1194,472,1.27805,249,0.29067
ENSG00000048392,RRM2B,27,-0.0769,21,-0.4592,31,0.14779,39,0.53410,28,-0.0052
ENSG00000104517,UBR5,26,-0.2185,21,-0.5516,30,0.00749,41,0.50234,33,0.23036
ENSG00000155090,KLF10,6,-1.6874,12,-0.7123,15,-0.3301,54,1.87908,20,0.20366
ENSG00000155096,AZIN1,132,-0.7872,150,-0.5763,258,0.36864,252,0.28725,246,0.36836
ENSG00000155097,ATP6V1C1,118,-1.1493,182,-0.4445,295,0.40606,335,0.57042,267,0.29295
ENSG00000164929,BAALC,241,-0.1978,330,0.36525,261,-0.0615,271,0.00752,258,-0.0967
ENSG00000164933,SLC25A32,16,-0.7012,17,-0.5607,20,-0.2744,30,0.37985,31,0.68306
ENSG00000176406,RIMS2,58,-0.0549,62,0.07554,49,-0.3442,60,0.02664,64,0.17790
ENSG00000147650,LRP12,10,-1.5135,17,-0.6916,31,0.32060,35,0.47710,34,0.61906
ENSG00000169946,ZFPM2,7,-1.2499,7,-1.2739,22,0.54968,25,0.66604,20,0.50618
ENSG00000254615,AC027031.2,13,-0.5184,18,-0.0327,11,-0.8284,19,0.04574,24,0.70596
ENSG00000164830,OXR1,105,-1.0595,163,-0.3401,125,-0.7840,440,1.33440,240,0.45143
ENSG00000147655,RSPO2,17,-1.3181,36,-0.1069,51,0.51143,24,-0.7053,48,0.51067
ENSG00000104408,EIF3E,108,0.01967,113,0.10504,124,0.27570,84,-0.3729,100,-0.1523
ENSG00000104412,EMC2,52,0.34997,35,-0.3296,46,0.12540,37,-0.2481,42,-0.0462
ENSG00000120526,NUDCD1,7,-1.0299,6,-1.3436,18,0.42693,37,1.60164,14,-0.0322
ENSG00000120533,ENY2,63,-0.4219,72,-0.2033,72,-0.2123,78,-0.0541,100,0.50123
ENSG00000147654,EBAG9,18,-1.2719,35,-0.1359,55,0.66761,33,-0.2196,43,0.26755
ENSG00000147642,SYBU,73,-1.2084,119,-0.4176,236,0.81605,172,0.18860,162,0.13840
ENSG00000164794,KCNV1,40,-1.3834,51,-0.9916,111,0.32168,154,0.82543,116,0.53583
ENSG00000147677,EIF3H,99,-0.2217,128,0.23862,145,0.46948,104,-0.1190,96,-0.3294
ENSG00000164754,RAD21,101,-0.3121,120,-0.0153,98,-0.3555,153,0.38291,134,0.25001
ENSG00000182197,EXT1,11,-0.5755,9,-0.8150,27,1.04129,18,0.30658,14,-0.1870
ENSG00000177570,SAMD12,29,-0.8593,52,0.13732,41,-0.2610,73,0.67253,53,0.22577
ENSG00000147676,MAL2,70,-1.2576,99,-0.6945,196,0.48841,171,0.20686,187,0.53586
ENSG00000136999,CCN3,16,-1.1063,23,-0.5315,19,-0.8435,60,1.08149,42,0.74003
ENSG00000172172,MRPL13,34,0.24331,21,-0.5739,36,0.36871,38,0.39148,26,-0.2607
ENSG00000136986,DERL1,28,-0.8566,34,-0.5373,87,1.18035,42,-0.1521,44,-0.1469
ENSG00000165156,ZHX1,40,0.06056,32,-0.3259,32,-0.2908,46,0.28694,42,0.21516
ENSG00000156804,FBXO32,19,-0.8601,27,-0.2990,74,1.72788,18,-0.8746,23,-0.6849
ENSG00000176853,FAM91A1,13,-1.1012,15,-0.8824,39,0.79743,37,0.62361,27,0.14043
ENSG00000164983,TMEM65,38,-0.3857,33,-0.6253,71,0.73952,51,0.10460,47,-0.0163
ENSG00000170881,RNF139,20,-0.5813,16,-0.9918,34,0.33140,32,0.16471,36,0.52293
ENSG00000147687,TATDN1,19,-0.4410,25,0.00918,15,-0.8818,32,0.40628,31,0.52912
ENSG00000147684,NDUFB9,376,0.35310,491,0.86923,195,-0.7766,274,-0.1857,250,-0.4527
ENSG00000170873,MTSS1,30,0.60175,21,0.01661,18,-0.2548,19,-0.1571,19,-0.2472
ENSG00000104549,SQLE,17,-1.5376,41,-0.1315,51,0.26138,59,0.46135,52,0.39422
ENSG00000164961,WASHC5,16,-0.5682,21,-0.0945,23,0.03162,29,0.42595,24,0.18538
ENSG00000153310,FAM49B,48,-1.2656,78,-0.4669,110,0.12138,143,0.53330,129,0.55153
ENSG00000153317,ASAP1,32,-1.2037,68,0.05866,62,-0.1105,102,0.70155,75,0.30306
ENSG00000132294,EFR3A,85,-0.9447,127,-0.2712,155,0.07298,210,0.55824,173,0.36053
ENSG00000184156,KCNQ3,41,-0.6643,58,-0.0515,27,-1.3292,148,1.51177,66,0.20627
ENSG00000129292,PHF20L1,41,-0.1835,47,0.06207,46,0.02211,31,-0.6055,50,0.23597
ENSG00000104419,NDRG1,60,0.45578,61,0.50385,24,-1.0935,43,-0.1022,44,-0.1030
ENSG00000131773,KHDRBS3,80,-1.1543,128,-0.3985,147,-0.1625,226,0.54509,209,0.64547
ENSG00000167632,TRAPPC9,28,-0.5855,38,-0.0593,50,0.42179,42,0.09768,40,0.03443
ENSG00000282164,PEG13,11,-0.6856,11,-0.7651,14,-0.3256,34,1.14834,20,0.40614
ENSG00000123908,AGO2,19,0.02677,21,0.15162,22,0.27132,15,-0.4030,18,-0.1777
ENSG00000169398,PTK2,72,-0.2560,53,-0.7579,127,0.77540,67,-0.3438,87,0.09109
ENSG00000022567,SLC45A4,24,0.45239,23,0.36318,8,-1.2600,30,0.77931,16,-0.3258
ENSG00000184489,PTP4A3,24,1.20853,12,-0.0473,5,-1.3725,15,0.30662,10,-0.4523
ENSG00000226490,AC138647.1,14,-0.2098,23,0.70567,6,-1.4985,16,0.07800,17,0.24896
ENSG00000181790,ADGRB1,101,-0.1086,111,0.06447,142,0.51168,88,-0.3086,96,-0.2454
ENSG00000198576,ARC,14,-0.3381,21,0.37040,5,-1.8538,45,1.61118,16,-0.1792
ENSG00000130193,THEM6,15,-0.8120,19,-0.4335,38,0.74567,39,0.69422,23,-0.1777
ENSG00000180155,LYNX1,108,-0.2294,98,-0.3785,87,-0.5864,140,0.21407,156,0.58663
ENSG00000160932,LY6E,175,-0.7681,242,-0.2296,379,0.58117,301,0.13703,286,0.08071
ENSG00000176956,LY6H,502,-0.8721,585,-0.6202,1077,0.44531,962,0.21212,995,0.39674
ENSG00000250571,GLI4,25,0.46384,27,0.60278,13,-0.6777,15,-0.3551,17,-0.2894
ENSG00000253716,MINCR,22,0.19173,25,0.44291,17,-0.2539,13,-0.6067,19,-0.1056
ENSG00000158106,RHPN1,37,-1.0218,86,0.39039,114,0.93740,30,-1.2698,64,-0.1660
ENSG00000147813,NAPRT,14,-0.1098,17,0.15595,22,0.69131,13,-0.1872,12,-0.5127
ENSG00000104529,EEF1D,161,1.00986,77,-0.3450,68,-0.5538,77,-0.3110,87,-0.1761
ENSG00000104524,PYCR3,16,-0.2279,31,1.02545,13,-0.5838,13,-0.5038,16,-0.1879
ENSG00000104522,TSTA3,28,-0.2333,26,-0.3405,29,-0.1585,41,0.41524,35,0.27052
ENSG00000183309,ZNF623,13,-0.9741,24,-0.0098,23,-0.0936,45,1.00534,25,0.08896
ENSG00000180900,SCRIB,39,0.99796,18,-0.4083,20,-0.2228,17,-0.4669,20,-0.2684
ENSG00000179950,PUF60,94,-0.0987,124,0.39730,114,0.24318,101,0.03276,82,-0.4103
ENSG00000185189,NRBP2,37,-0.4271,53,0.19018,46,-0.0657,76,0.75705,44,-0.1740
ENSG00000178209,PLEC,137,0.65415,82,-0.2665,130,0.54793,62,-0.6818,74,-0.5475
ENSG00000178719,GRINA,288,-0.4057,348,-0.0774,476,0.48939,449,0.33423,333,-0.1971
ENSG00000178896,EXOSC4,23,-0.0715,23,-0.0553,21,-0.2507,24,-0.0149,27,0.23336
ENSG00000197858,GPAA1,111,-0.1675,97,-0.3941,147,0.32901,103,-0.2686,133,0.19418
