Feature ID,Feature Name,Feature count topic 1to2,Feature log2 fold change topic 1to2,Feature count topic 3to4,Feature log2 fold change topic 3to4,Feature count topic 5to6,Feature log2 fold change topic 5to6,Feature count topic 7,Feature log2 fold change topic 7,Feature count topic 8to11,Feature log2 fold change topic 8to11
ENSG00000178028,DMAP1,44,-0.3558,59,0.16976,45,-0.3112,50,-0.1185,62,0.31691
ENSG00000117419,ERI3,151,-0.3670,130,-0.6191,234,0.40438,248,0.45609,195,0.09323
ENSG00000187147,RNF220,72,-0.8746,118,-0.0401,114,-0.1053,158,0.43227,141,0.36587
ENSG00000126106,TMEM53,13,-0.1430,12,-0.2609,24,1.03374,10,-0.4570,11,-0.4465
ENSG00000142937,RPS8,1024,0.44909,999,0.40371,680,-0.2810,623,-0.3913,692,-0.3161
ENSG00000070785,EIF2B3,21,-0.2409,22,-0.1910,28,0.21890,37,0.65646,23,-0.1680
ENSG00000126107,HECTD3,12,-0.6693,13,-0.5107,27,0.78183,18,0.07956,18,0.04232
ENSG00000126088,UROD,67,-0.2342,70,-0.1685,92,0.30873,99,0.39302,73,-0.1232
ENSG00000117450,PRDX1,320,0.14112,257,-0.2419,305,0.05382,300,0.02418,297,0.01004
ENSG00000117448,AKR1A1,39,-0.2465,54,0.31941,45,0.02440,39,-0.2113,44,-0.0146
ENSG00000132780,NASP,28,0.01923,23,-0.3316,17,-0.8315,18,-0.6943,38,0.78942
ENSG00000159592,GPBP1L1,30,0.12792,27,-0.0219,11,-1.4694,30,0.12307,35,0.53274
ENSG00000159596,TMEM69,8,-1.2027,17,-0.1310,26,0.63867,23,0.38148,18,0.04551
ENSG00000086015,MAST2,27,0.10085,23,-0.1734,30,0.23983,39,0.66640,21,-0.4281
ENSG00000117461,PIK3R3,20,0.05317,19,0.00456,16,-0.3354,22,0.23456,20,0.07241
ENSG00000085998,POMGNT1,50,-0.2899,57,-0.0859,68,0.23787,59,-0.0194,62,0.07426
ENSG00000132128,LRRC41,36,-0.6615,45,-0.2937,68,0.46335,52,-0.0239,58,0.21802
ENSG00000173660,UQCRH,467,-0.2763,643,0.28578,458,-0.3114,710,0.41670,546,-0.0092
ENSG00000117480,FAAH,27,-0.7446,48,0.21604,57,0.52981,22,-1.0092,46,0.14690
ENSG00000079277,MKNK1,18,-0.5282,22,-0.1574,33,0.54298,12,-1.0159,27,0.27414
ENSG00000123472,ATPAF1,129,-0.0040,92,-0.5731,139,0.14059,125,-0.0500,143,0.24516
ENSG00000159658,EFCAB14,56,0.67772,35,-0.1868,36,-0.1077,40,0.04271,33,-0.3465
ENSG00000186377,CYP4X1,12,-1.3551,15,-1.0046,34,0.30315,48,0.83085,36,0.54215
ENSG00000162368,CMPK1,64,-0.3186,74,-0.0569,68,-0.2057,136,0.93255,74,-0.0799
ENSG00000162373,BEND5,13,-1.2427,20,-0.5772,28,-0.0254,70,1.49270,30,0.13590
ENSG00000162374,ELAVL4,84,-0.9639,112,-0.4857,84,-0.9638,380,1.58961,175,0.38393
ENSG00000185104,FAF1,23,-0.9293,44,0.13978,55,0.57259,33,-0.3112,42,0.07560
ENSG00000123091,RNF11,304,-0.5987,261,-0.8450,502,0.27046,714,0.82229,475,0.22423
ENSG00000085832,EPS15,129,-0.2305,100,-0.6449,94,-0.7505,293,1.14108,169,0.33552
ENSG00000078618,NRDC,38,-0.9039,65,-0.0280,60,-0.1477,86,0.42785,78,0.39630
ENSG00000169213,RAB3B,27,-0.6250,50,0.42499,12,-1.8527,78,1.13966,44,0.25691
ENSG00000117862,TXNDC12,26,-0.2833,32,0.07855,33,0.11827,38,0.32766,30,-0.0876
ENSG00000134717,BTF3L4,46,-0.7657,56,-0.4582,84,0.23946,119,0.79179,79,0.16066
ENSG00000157077,ZFYVE9,20,-0.8125,39,0.27030,22,-0.6753,27,-0.2945,44,0.68480
ENSG00000134748,PRPF38A,27,0.68408,13,-0.5794,15,-0.3265,21,0.21533,18,-0.0674
ENSG00000134744,TUT4,15,-0.5069,30,0.79499,17,-0.2843,19,-0.0797,19,-0.1128
ENSG00000162377,COA7,11,-0.7260,13,-0.4124,16,-0.0851,16,-0.0026,22,0.66020
ENSG00000162378,ZYG11B,83,-0.8806,145,0.05897,134,-0.0853,202,0.59013,155,0.22423
ENSG00000116171,SCP2,81,0.11332,61,-0.3746,93,0.36529,77,0.02150,72,-0.1163
ENSG00000162384,CZIB,51,-0.4046,50,-0.4544,87,0.51880,54,-0.3054,72,0.22452
ENSG00000162385,MAGOH,25,-0.5673,29,-0.3085,36,0.07768,36,0.06687,42,0.41646
ENSG00000157193,LRP8,15,-1.1649,37,0.28467,29,-0.1693,37,0.23806,37,0.37893
ENSG00000058799,YIPF1,13,-0.5929,14,-0.4704,26,0.59038,25,0.44170,19,-0.0034
ENSG00000081870,HSPB11,24,-0.6857,52,0.64031,35,-0.0794,35,-0.0899,36,-0.0120
ENSG00000116209,TMEM59,137,-0.6034,168,-0.2597,239,0.36059,242,0.33765,205,0.11133
ENSG00000116221,MRPL37,43,-0.6065,59,-0.1000,74,0.29917,81,0.41954,63,0.02853
ENSG00000157216,SSBP3,109,-0.8141,196,0.18187,134,-0.4753,282,0.75934,197,0.24570
ENSG00000243725,TTC4,13,-0.3470,12,-0.5076,18,0.22738,29,0.96725,15,-0.1104
ENSG00000116133,DHCR24,86,-1.0042,74,-1.2300,229,0.69305,289,1.00481,165,0.11506
ENSG00000162402,USP24,27,0.08946,23,-0.2098,25,-0.0089,22,-0.2566,27,0.15874
ENSG00000162407,PLPP3,202,1.68521,87,-0.0260,101,0.24892,14,-2.7141,43,-1.3787
ENSG00000162409,PRKAA2,26,-0.8617,30,-0.6676,59,0.52553,51,0.22168,51,0.35070
ENSG00000162601,MYSM1,14,-1.1883,16,-1.0005,39,0.45400,25,-0.2919,42,0.82064
ENSG00000177606,JUN,60,-0.6069,82,-0.0896,133,0.82336,29,-1.6628,91,0.14410
ENSG00000134709,HOOK1,11,-1.4946,28,-0.0767,58,1.34096,25,-0.2004,25,-0.3293
ENSG00000162599,NFIA,97,1.26111,53,0.07641,34,-0.6760,23,-1.1794,41,-0.4270
ENSG00000162604,TM2D1,48,-0.4179,39,-0.7860,93,0.75756,81,0.43524,60,-0.0792
ENSG00000162607,USP1,23,-0.2215,16,-0.8010,37,0.67651,26,0.02999,26,0.05235
ENSG00000116641,DOCK7,26,0.14805,24,-0.0333,27,0.22528,28,0.25044,21,-0.3369
ENSG00000125703,ATG4C,11,-0.5314,10,-0.7568,19,0.31338,34,1.27484,14,-0.1540
ENSG00000079739,PGM1,34,0.35612,27,-0.0435,25,-0.1825,35,0.34896,25,-0.2506
ENSG00000158966,CACHD1,28,0.31066,24,0.03514,21,-0.1871,23,-0.0069,22,-0.1198
ENSG00000162437,RAVER2,10,-0.6906,22,0.62691,15,-0.1334,17,0.10865,15,-0.0371
ENSG00000162434,JAK1,39,-0.8131,47,-0.4985,57,-0.1867,76,0.27620,84,0.69447
ENSG00000162433,AK4,57,-0.0548,55,-0.1193,48,-0.3599,62,0.06060,67,0.29357
ENSG00000116675,DNAJC6,199,-0.9550,275,-0.4194,390,0.18678,670,1.06760,367,0.09815
ENSG00000213625,LEPROT,32,1.28845,23,0.65403,16,-0.0493,9,-0.8137,7,-1.6014
ENSG00000184588,PDE4B,28,-0.8794,22,-1.2195,62,0.48725,42,-0.2020,64,0.73586
ENSG00000118473,SGIP1,51,-0.8243,86,0.04723,103,0.35804,128,0.67985,79,-0.1367
ENSG00000198160,MIER1,23,-0.0817,17,-0.6101,31,0.47453,19,-0.3690,26,0.17162
ENSG00000142864,SERBP1,93,-0.3014,84,-0.4711,111,-0.0075,146,0.43279,125,0.27688
ENSG00000116717,GADD45A,15,0.12216,25,1.00674,1,-3.5267,33,1.36933,11,-0.6105
ENSG00000116729,WLS,63,0.29590,56,0.09812,56,0.09444,53,0.00183,45,-0.3420
ENSG00000033122,LRRC7,40,-0.7729,45,-0.5782,89,0.60669,90,0.54060,66,0.07371
ENSG00000066557,LRRC40,15,-0.7271,14,-0.7758,45,1.28410,23,-0.0080,20,-0.2459
ENSG00000116754,SRSF11,91,-0.3764,147,0.46902,136,0.32443,121,0.09841,95,-0.3862
ENSG00000118454,ANKRD13C,15,-1.1268,26,-0.2694,34,0.18945,45,0.60340,35,0.32929
ENSG00000050628,PTGER3,9,-1.0976,18,-0.0491,30,0.95421,4,-2.0589,20,0.25071
ENSG00000132485,ZRANB2,63,-0.4367,81,-0.0041,94,0.26252,128,0.74318,72,-0.2554
ENSG00000172260,NEGR1,120,-0.9156,224,0.13630,181,-0.2387,333,0.76708,226,0.18864
ENSG00000178965,ERICH3,39,-1.0209,89,0.39570,92,0.45267,96,0.46099,63,-0.2742
ENSG00000162623,TYW3,19,-0.1517,22,0.12415,12,-0.8096,34,0.81801,21,0.07622
ENSG00000117054,ACADM,37,-0.0630,30,-0.4127,40,0.10492,51,0.46883,38,0.02138
ENSG00000137955,RABGGTB,36,0.00966,28,-0.4495,20,-1.0016,42,0.21914,47,0.65180
ENSG00000117069,ST6GALNAC5,25,-1.7618,37,-1.1901,135,1.10203,78,0.04274,90,0.42075
ENSG00000142892,PIGK,18,-1.0049,29,-0.2483,42,0.43482,56,0.86995,32,-0.0403
ENSG00000154027,AK5,223,-1.2950,386,-0.4086,666,0.56382,632,0.41156,550,0.27567
ENSG00000036549,AC118549.1,12,-0.6401,21,0.32392,13,-0.5433,29,0.81387,18,0.07508
ENSG00000077254,USP33,62,-0.8603,80,-0.4368,109,0.07911,147,0.55672,123,0.41001
ENSG00000180488,MIGA1,44,-1.0698,60,-0.5771,104,0.37412,108,0.40370,101,0.42534
ENSG00000162613,FUBP1,42,-0.4675,42,-0.4379,109,1.34177,66,0.28375,38,-0.7638
ENSG00000162616,DNAJB4,18,-0.6895,23,-0.2711,42,0.79780,31,0.19270,26,-0.1357
ENSG00000117114,ADGRL2,22,-1.1227,27,-0.7764,56,0.45752,64,0.62955,50,0.36995
ENSG00000137941,TTLL7,79,-0.6873,106,-0.1959,114,-0.0673,160,0.48298,137,0.33371
ENSG00000142875,PRKACB,266,-0.8304,370,-0.2835,510,0.27939,600,0.51267,477,0.20585
ENSG00000117133,RPF1,16,-1.0332,31,0.09646,39,0.49626,34,0.22184,30,0.02085
ENSG00000174021,GNG5,69,1.30744,51,0.68180,14,-1.4941,8,-2.2273,28,-0.4960
ENSG00000117155,SSX2IP,59,-1.1714,86,-0.5536,128,0.13288,159,0.46238,151,0.58583
ENSG00000162642,C1orf52,32,-0.9021,52,-0.0882,73,0.51189,78,0.56560,53,-0.0775
ENSG00000153904,DDAH1,249,0.12944,138,-0.8731,262,0.22182,242,0.06698,252,0.19599
ENSG00000117174,ZNHIT6,17,-0.5837,30,0.36990,10,-1.4164,20,-0.2909,34,0.78057
ENSG00000122417,ODF2L,19,-1.0458,29,-0.3657,35,-0.0242,41,0.20109,47,0.65311
ENSG00000097033,SH3GLB1,37,0.46302,21,-0.4637,39,0.57035,30,0.07854,22,-0.5329
ENSG00000183291,SELENOF,79,-0.5957,102,-0.1639,146,0.48676,119,0.09704,115,0.05317
ENSG00000153936,HS2ST1,34,-0.1444,27,-0.5082,53,0.67593,37,0.02306,35,-0.1288
ENSG00000143013,LMO4,381,-0.9546,491,-0.5425,659,-0.0393,1327,1.12270,757,0.27125
ENSG00000137947,GTF2B,22,-0.2901,26,-0.0155,36,0.53842,28,0.08710,24,-0.2407
ENSG00000137944,KYAT3,17,-0.1145,11,-0.8910,21,0.20469,35,1.01850,18,-0.0834
ENSG00000197147,LRRC8B,55,-0.9803,82,-0.3436,152,0.78258,102,0.04088,104,0.10058
ENSG00000171492,LRRC8D,22,-0.2086,17,-0.5863,29,0.32451,51,1.20333,20,-0.3813
ENSG00000162664,ZNF326,16,-0.2458,19,0.09777,16,-0.2226,26,0.56804,18,-0.0166
ENSG00000233593,LINC02609,22,-0.3853,37,0.51953,17,-0.8362,29,0.06567,31,0.26782
ENSG00000122482,ZNF644,23,0.25668,11,-0.9906,30,0.78319,22,0.15075,17,-0.3263
ENSG00000172031,EPHX4,14,-1.9009,28,-0.7807,78,1.04847,35,-0.4005,55,0.48275
ENSG00000189195,BTBD8,75,-0.7206,92,-0.3979,160,0.60100,85,-0.4731,133,0.32726
ENSG00000067208,EVI5,16,-0.3810,21,0.07591,10,-1.0445,18,-0.1034,26,0.70373
ENSG00000122406,RPL5,469,0.02067,493,0.10991,468,0.01656,366,-0.3691,468,0.02229
ENSG00000154511,DIPK1A,26,-0.5085,21,-0.8496,34,-0.0715,29,-0.2861,49,0.83490
ENSG00000117500,TMED5,22,-0.2105,19,-0.4697,29,0.23500,23,-0.1284,28,0.27921
ENSG00000117505,DR1,37,-0.6566,52,-0.1066,51,-0.1244,53,-0.0677,68,0.51167
ENSG00000137942,FNBP1L,16,-0.4264,18,-0.2262,9,-1.2969,36,0.91403,26,0.55843
ENSG00000067334,DNTTIP2,27,-0.2826,36,0.18422,37,0.25062,38,0.27621,29,-0.2351
ENSG00000023909,GCLM,17,-0.3997,21,-0.0367,22,0.04545,28,0.43155,22,0.05424
ENSG00000117528,ABCD3,30,0.12459,20,-0.5468,39,0.57448,25,-0.1917,27,-0.1252
ENSG00000117525,F3,44,1.17294,35,0.69994,29,0.32236,3,-2.8918,11,-1.4779
ENSG00000117519,CNN3,115,0.67440,62,-0.4266,63,-0.4021,51,-0.6751,86,0.18282
ENSG00000152078,TLCD4,39,-0.5323,35,-0.7074,57,0.13236,56,0.09877,66,0.54366
ENSG00000228971,LINC02607,30,-0.8711,41,-0.3806,39,-0.4746,143,1.75432,50,-0.0494
ENSG00000117569,PTBP2,30,-0.7556,35,-0.5248,31,-0.7538,81,0.85275,64,0.69478
ENSG00000117598,PLPPR5,23,-0.8394,31,-0.3359,49,0.45861,34,-0.1639,45,0.36502
ENSG00000117600,PLPPR4,70,-1.5370,136,-0.4819,364,1.37155,115,-0.7022,183,0.03098
ENSG00000162688,AGL,17,0.25512,10,-0.5925,11,-0.4436,29,1.17492,13,-0.1669
ENSG00000117620,SLC35A3,14,-0.0959,12,-0.3824,16,0.08289,22,0.63151,15,-0.0379
ENSG00000156875,MFSD14A,20,-1.0931,27,-0.6541,46,0.28317,56,0.55015,48,0.46733
ENSG00000137992,DBT,26,-0.0849,30,0.17859,26,-0.0325,41,0.67127,23,-0.3472
ENSG00000137996,RTCA,34,-0.5817,30,-0.8010,67,0.59620,76,0.74320,48,-0.0055
ENSG00000181656,GPR88,8,-1.5372,11,-0.9384,50,1.86899,6,-1.6719,19,-0.1079
ENSG00000162694,EXTL2,17,-1.1332,35,-0.0054,20,-0.9248,70,1.15560,42,0.45809
ENSG00000170989,S1PR1,56,1.15736,41,0.54405,30,-0.0552,7,-2.1017,19,-0.9776
ENSG00000118733,OLFM3,19,-1.8636,44,-0.5168,87,0.67059,78,0.41268,71,0.39631
ENSG00000185946,RNPC3,16,-0.1397,29,0.93087,9,-1.0659,11,-0.7671,19,0.12013
ENSG00000162631,NTNG1,10,-1.0931,12,-0.7202,7,-1.4775,55,1.80005,24,0.54477
ENSG00000162636,FAM102B,23,-0.9380,38,-0.1070,25,-0.7654,110,1.73233,40,-0.0226
ENSG00000162639,HENMT1,11,-1.2447,25,0.15717,23,0.02090,38,0.77534,25,0.13496
ENSG00000134186,PRPF38B,26,-0.0675,46,0.95956,25,-0.1242,29,0.11576,19,-0.7305
ENSG00000116266,STXBP3,26,-0.0377,30,0.18878,37,0.58301,41,0.69163,17,-0.9265
ENSG00000121940,CLCC1,14,-1.1231,26,-0.0821,34,0.40623,23,-0.2260,32,0.38700
ENSG00000085433,WDR47,63,-1.1969,87,-0.6729,168,0.47045,267,1.20392,130,0.01876
ENSG00000197780,TAF13,55,-0.4233,73,0.06646,50,-0.5890,102,0.59729,80,0.27600
ENSG00000215717,TMEM167B,30,-0.6231,33,-0.4931,57,0.46011,43,-0.0465,50,0.31293
ENSG00000116299,KIAA1324,20,-0.5802,28,-0.0146,47,0.96025,29,0.07920,22,-0.4643
ENSG00000031698,SARS,129,-0.7416,233,0.27086,252,0.41037,230,0.21952,187,-0.1562
ENSG00000143126,CELSR2,94,-0.8977,133,-0.3174,233,0.69395,189,0.26729,163,0.04099
ENSG00000134222,PSRC1,28,-0.5370,34,-0.2327,59,0.78417,11,-1.8625,43,0.25010
ENSG00000134243,SORT1,171,-0.6055,168,-0.6279,407,0.97006,236,-0.0523,238,-0.0503
ENSG00000143106,PSMA5,45,-0.7346,80,0.25498,64,-0.1215,88,0.39363,73,0.14292
ENSG00000174151,CYB561D1,12,-0.3857,11,-0.4941,10,-0.5637,19,0.39158,19,0.64390
ENSG00000181754,AMIGO1,25,-0.8314,26,-0.7929,69,0.94470,48,0.21214,43,0.05128
ENSG00000065135,GNAI3,18,0.68956,12,-0.0653,9,-0.4643,22,0.90325,9,-0.6666
ENSG00000116337,AMPD2,73,-0.2883,107,0.38002,132,0.78488,42,-1.0857,71,-0.4159
ENSG00000168765,GSTM4,23,-0.4389,45,0.80328,27,-0.1622,30,0.05710,26,-0.2813
ENSG00000134201,GSTM5,67,2.26905,19,-0.2977,23,0.01526,0,-5.4208,9,-1.7642
ENSG00000134202,GSTM3,161,0.46438,125,0.00668,116,-0.1190,68,-0.9410,124,-0.0010
ENSG00000168710,AHCYL1,280,0.93550,156,-0.1569,144,-0.2881,108,-0.7146,152,-0.2526
ENSG00000143093,STRIP1,25,-0.7092,42,0.20166,37,-0.0526,66,0.91267,35,-0.1372
ENSG00000197106,SLC6A17,66,-1.1326,105,-0.3783,110,-0.2907,232,0.94484,160,0.49926
ENSG00000116396,KCNC4,53,-0.2175,64,0.11180,70,0.24602,83,0.49724,52,-0.3224
ENSG00000134248,LAMTOR5,147,-0.1412,181,0.23187,161,0.02418,173,0.13291,149,-0.1355
ENSG00000177301,KCNA2,55,-0.6703,57,-0.6243,62,-0.4974,172,1.21764,97,0.38180
ENSG00000259834,AL365361.1,11,-1.4331,14,-1.1698,28,-0.0222,21,-0.4430,45,1.30876
ENSG00000121931,LRIF1,15,-0.1829,11,-0.7971,29,0.98362,23,0.43737,14,-0.4262
ENSG00000134255,CEPT1,19,0.04795,17,-0.1060,22,0.33162,28,0.67632,14,-0.5144
ENSG00000116455,WDR77,13,-0.7546,10,-1.1902,12,-0.8942,23,0.18572,33,1.30838
ENSG00000116459,ATP5PB,108,-0.5906,140,-0.1563,144,-0.1134,231,0.66329,168,0.21059
ENSG00000116473,RAP1A,44,0.31499,45,0.36734,24,-0.6801,28,-0.4072,37,0.03158
ENSG00000197852,INKA2,24,-0.6020,26,-0.4711,52,0.79102,33,-0.0506,35,0.02939
ENSG00000171385,KCND3,67,-0.6603,106,0.11370,118,0.30790,77,-0.3987,108,0.20216
ENSG00000116489,CAPZA1,34,-0.6707,36,-0.6109,51,-0.0021,67,0.43872,63,0.51503
ENSG00000155366,RHOC,95,1.16467,56,0.13437,37,-0.5876,36,-0.5837,40,-0.5551
ENSG00000081026,MAGI3,24,0.15080,25,0.24493,15,-0.5609,29,0.46033,20,-0.1379
ENSG00000116793,PHTF1,15,0.12647,10,-0.5395,16,0.25897,28,1.16786,10,-0.5649
ENSG00000081019,RSBN1,20,-0.4718,34,0.43610,18,-0.6402,22,-0.2970,32,0.40481
ENSG00000134262,AP4B1,15,-0.7168,20,-0.3347,31,0.44131,34,0.54027,24,0.05391
ENSG00000163349,HIPK1,54,-0.0856,54,-0.0931,49,-0.2763,63,0.16776,63,0.21287
ENSG00000197323,TRIM33,26,-0.5859,30,-0.3222,55,0.76818,45,0.33823,33,-0.1926
ENSG00000116752,BCAS2,62,-0.3928,57,-0.5331,78,0.00588,140,0.95746,81,0.08323
ENSG00000213281,NRAS,15,-0.5885,23,0.10915,15,-0.6821,32,0.58695,26,0.37514
ENSG00000009307,CSDE1,178,-0.5457,218,-0.2032,236,-0.0688,314,0.39863,280,0.31077
ENSG00000163399,ATP1A1,303,-1.3398,455,-0.6896,990,0.68575,860,0.36958,790,0.34442
ENSG00000143061,IGSF3,11,-0.7951,15,-0.3125,19,0.07139,9,-1.0530,26,0.80403
ENSG00000134247,PTGFRN,14,-0.4413,9,-1.0971,8,-1.3723,62,2.05244,20,0.18030
ENSG00000198162,MAN1A2,273,0.84893,168,-0.0571,140,-0.3687,89,-1.0194,164,-0.1219
ENSG00000092621,PHGDH,98,1.37336,61,0.41657,32,-0.7064,11,-2.1676,35,-0.6700
ENSG00000134250,NOTCH2,32,1.14443,23,0.49360,16,-0.1475,3,-2.5319,12,-0.7916
ENSG00000265808,SEC22B,48,-0.2134,37,-0.6649,59,0.14047,57,0.07170,64,0.36757
ENSG00000226067,LINC00623,32,0.60504,28,0.37961,17,-0.5473,19,-0.3128,20,-0.3026
ENSG00000171943,SRGAP2C,15,-0.4651,15,-0.4712,8,-1.4111,26,0.47038,28,0.94817
ENSG00000232527,LINC02802,29,0.25486,33,0.46874,10,-1.4728,39,0.69102,24,-0.1361
ENSG00000265491,RNF115,36,-0.5107,67,0.57949,68,0.61439,25,-0.9966,42,-0.3186
ENSG00000186141,POLR3C,12,-0.7879,15,-0.3703,19,0.02254,27,0.55415,22,0.38357
ENSG00000131788,PIAS3,11,-0.5173,20,0.57898,18,0.30918,21,0.52108,11,-0.5912
ENSG00000198483,ANKRD35,28,0.81677,15,-0.3277,15,-0.3380,19,0.12634,16,-0.2779
ENSG00000131779,PEX11B,22,-1.0419,44,0.10768,49,0.29151,50,0.30693,44,0.13457
ENSG00000265241,RBM8A,70,0.09843,60,-0.1582,78,0.28767,86,0.42241,56,-0.3456
ENSG00000272031,ANKRD34A,39,-0.7530,41,-0.6706,69,0.22458,58,-0.0705,78,0.62200
ENSG00000121851,POLR3GL,27,-0.1042,27,-0.0692,26,-0.1468,23,-0.3092,32,0.29444
ENSG00000265972,TXNIP,53,2.21615,17,-0.1027,6,-1.7477,4,-2.1964,12,-0.8785
ENSG00000178104,PDE4DIP,130,-0.3290,144,-0.1469,192,0.36374,134,-0.2516,165,0.11748
ENSG00000178096,BOLA1,18,-0.1445,23,0.26782,13,-0.6623,33,0.78436,19,-0.0762
ENSG00000159164,SV2A,187,-1.1299,352,-0.0842,459,0.39660,433,0.25502,408,0.23193
ENSG00000143368,SF3B4,24,-0.0525,22,-0.2329,27,0.14495,18,-0.4951,27,0.22855
ENSG00000136631,VPS45,25,-1.1273,45,-0.1371,73,0.72634,49,0.00607,51,0.09793
ENSG00000023902,PLEKHO1,61,-0.0366,45,-0.5364,76,0.36392,51,-0.3222,67,0.17794
ENSG00000143401,ANP32E,52,0.25285,47,0.06185,44,-0.0380,47,0.06039,41,-0.2142
ENSG00000117362,APH1A,28,0.02918,27,-0.0155,28,0.05493,32,0.25102,26,-0.1429
ENSG00000266472,MRPS21,194,-0.2731,262,0.25779,220,-0.0520,220,-0.0490,231,0.04018
ENSG00000163125,RPRD2,28,-0.6891,43,0.01514,62,0.68692,46,0.11811,39,-0.1877
ENSG00000143374,TARS2,19,0.30406,25,0.86477,11,-0.6600,28,0.93628,9,-1.0807
ENSG00000143384,MCL1,33,0.17843,35,0.30190,33,0.22363,22,-0.4173,25,-0.3582
ENSG00000143420,ENSA,160,-0.6247,283,0.36278,224,-0.0562,264,0.21049,237,0.05178
ENSG00000143457,GOLPH3L,9,-1.5774,15,-0.7921,45,1.25046,13,-0.8888,27,0.34095
ENSG00000143418,CERS2,20,0.33049,13,-0.3654,14,-0.1997,23,0.53979,15,-0.1147
ENSG00000143363,PRUNE1,14,-0.2662,8,-1.1915,15,-0.0795,20,0.34622,21,0.62724
ENSG00000197622,CDC42SE1,19,-0.1893,29,0.52580,17,-0.3379,26,0.33492,19,-0.1949
ENSG00000213190,MLLT11,267,-0.4598,323,-0.1337,373,0.12120,577,0.82332,333,-0.1018
ENSG00000143434,SEMA6C,11,-0.8673,11,-0.9538,16,-0.2505,29,0.65268,26,0.77999
ENSG00000163156,SCNM1,21,0.32117,22,0.37894,16,-0.1343,23,0.43282,13,-0.6188
ENSG00000163159,VPS72,22,-0.4415,29,0.02219,28,-0.0651,36,0.32082,31,0.15607
ENSG00000143398,PIP5K1A,13,-0.7242,12,-0.9064,32,0.75420,23,0.18273,23,0.22764
ENSG00000159352,PSMD4,123,-0.3735,138,-0.1798,146,-0.0801,159,0.06860,177,0.34737
ENSG00000143393,PI4KB,45,-0.5720,47,-0.4757,73,0.27784,67,0.11316,73,0.35551
ENSG00000143416,SELENBP1,46,1.33177,39,0.97907,15,-0.6803,8,-1.4725,11,-1.3791
ENSG00000159377,PSMB4,176,-0.5290,223,-0.1251,225,-0.1099,284,0.26882,276,0.33571
ENSG00000143442,POGZ,27,-0.7282,34,-0.3475,66,0.85767,57,0.50171,37,-0.2673
ENSG00000143376,SNX27,41,-0.1679,44,-0.0598,27,-0.8455,45,-0.0209,57,0.57228
ENSG00000159409,CELF3,60,-0.4570,75,-0.0985,106,0.53206,85,0.11888,75,-0.1006
ENSG00000143436,MRPL9,30,-0.6436,33,-0.5246,69,0.80618,53,0.28546,43,-0.0655
ENSG00000197747,S100A10,48,0.39351,43,0.17622,17,-1.3062,48,0.34881,40,0.08841
ENSG00000197956,S100A6,259,0.21692,243,0.10421,242,0.09652,179,-0.3864,214,-0.1567
ENSG00000188643,S100A16,58,1.36357,29,0.04001,21,-0.5310,7,-1.9701,23,-0.4701
ENSG00000189171,S100A13,313,1.23409,154,-0.1203,128,-0.4407,59,-1.5662,143,-0.3226
ENSG00000160678,S100A1,278,1.10173,210,0.53837,79,-1.1341,57,-1.5217,132,-0.3638
ENSG00000160679,CHTOP,44,-0.4148,48,-0.2642,78,0.59446,56,-0.0002,56,-0.0298
ENSG00000143553,SNAPIN,32,0.17000,26,-0.1974,34,0.31811,23,-0.3608,28,-0.0954
ENSG00000143621,ILF2,63,-0.4035,58,-0.5513,113,0.65050,91,0.20951,79,-0.0087
ENSG00000143624,INTS3,46,-0.4947,60,-0.0475,54,-0.2238,66,0.12353,72,0.39308
ENSG00000143614,GATAD2B,28,-0.4255,36,-0.0234,43,0.29546,44,0.30207,36,-0.0567
ENSG00000198837,DENND4B,39,-0.1370,48,0.25286,24,-0.9006,40,-0.0793,50,0.39892
ENSG00000143543,JTB,157,-0.1665,176,0.03029,210,0.34279,206,0.27420,153,-0.2667
ENSG00000143545,RAB13,29,2.09114,15,0.59669,2,-2.3091,3,-1.5854,5,-1.3132
ENSG00000177954,RPS27,1699,1.05989,1298,0.52160,627,-0.7483,470,-1.1269,754,-0.5486
ENSG00000143549,TPM3,162,-0.4109,232,0.21609,194,-0.0980,204,-0.0133,220,0.15927
ENSG00000143612,C1orf43,99,-0.2657,123,0.10088,140,0.33646,135,0.24355,104,-0.2367
ENSG00000143569,UBAP2L,44,-0.5910,56,-0.1951,58,-0.1304,75,0.27931,75,0.41193
ENSG00000143575,HAX1,62,-0.4109,91,0.26298,83,0.10849,71,-0.1673,80,0.04716
ENSG00000160714,UBE2Q1,51,-0.8333,75,-0.1918,88,0.08316,102,0.29886,99,0.37807
ENSG00000160716,CHRNB2,24,-0.2918,21,-0.5448,28,-0.0894,40,0.50609,33,0.32417
ENSG00000160710,ADAR,108,-0.6426,113,-0.5729,185,0.28795,219,0.52793,176,0.25832
ENSG00000143603,KCNN3,32,0.65540,21,-0.1144,30,0.52565,6,-1.8351,18,-0.4096
ENSG00000163344,PMVK,111,0.21895,99,0.02036,92,-0.1115,74,-0.4345,100,0.04624
ENSG00000163346,PBXIP1,121,1.24652,69,0.13441,68,0.12811,12,-2.4984,43,-0.8094
ENSG00000163348,PYGO2,22,-0.3423,10,-1.5185,28,0.03473,46,0.86002,33,0.45843
ENSG00000160688,FLAD1,18,-0.6045,16,-0.7767,32,0.36838,19,-0.4857,34,0.62299
