Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3to4,Feature log2 fold change topic 3to4,Feature count topic 5to7,Feature log2 fold change topic 5to7,Feature count topic 8to9,Feature log2 fold change topic 8to9,Feature count topic 10to11,Feature log2 fold change topic 10to11
ENSG00000170873,MTSS1,17,-0.6356,32,0.32247,11,-1.3277,25,-0.0562,22,-0.2908,47,1.13687
ENSG00000104549,SQLE,95,1.06950,44,-0.1843,67,0.54359,50,0.02374,23,-1.2439,38,-0.4585
ENSG00000164961,WASHC5,27,0.12520,32,0.37017,26,0.05308,24,-0.1142,19,-0.4850,29,0.21921
ENSG00000173334,TRIB1,1,-3.3928,7,-0.9173,10,-0.5653,18,0.57077,19,0.64015,15,0.12201
ENSG00000153310,FAM49B,68,-0.1353,94,0.39348,104,0.63419,87,0.32595,34,-1.2900,57,-0.4378
ENSG00000153317,ASAP1,95,0.78577,81,0.51740,68,0.25880,63,0.13750,29,-1.1596,43,-0.5074
ENSG00000155897,ADCY8,12,-0.2026,3,-2.0192,21,0.72328,17,0.34093,16,0.25379,7,-1.0637
ENSG00000132294,EFR3A,168,0.35632,167,0.34985,172,0.45294,168,0.46160,80,-0.8585,67,-1.1588
ENSG00000184156,KCNQ3,121,0.66191,117,0.61206,67,-0.3193,99,0.42241,62,-0.4291,46,-0.9446
ENSG00000129292,PHF20L1,60,0.71821,43,0.19625,32,-0.2899,36,-0.0951,23,-0.8078,48,0.42373
ENSG00000104419,NDRG1,70,-0.4096,127,0.53734,33,-1.6242,36,-1.6044,64,-0.6010,251,2.16100
ENSG00000131773,KHDRBS3,68,-0.7070,204,1.05601,114,0.09840,110,0.03843,86,-0.3860,91,-0.2813
ENSG00000147724,FAM135B,12,-0.1479,26,1.15677,21,0.88262,16,0.37480,5,-1.4171,2,-2.4043
ENSG00000167632,TRAPPC9,23,-0.5867,30,-0.2127,48,0.60035,39,0.25655,31,-0.1893,25,-0.5266
ENSG00000282164,PEG13,22,0.43314,10,-0.7476,31,1.22453,20,0.40604,8,-1.0593,5,-1.9404
ENSG00000123908,AGO2,8,-1.2141,23,0.39785,17,-0.1267,14,-0.4608,20,0.20321,25,0.62551
ENSG00000169398,PTK2,25,-1.7113,58,-0.4382,105,0.56281,62,-0.4289,62,-0.3802,124,0.88374
ENSG00000022567,SLC45A4,25,0.68787,14,-0.2303,22,0.55221,17,0.05730,15,-0.0870,7,-1.2909
ENSG00000181790,ADGRB1,123,0.43033,44,-1.1544,121,0.44343,109,0.29760,118,0.40395,33,-1.7130
ENSG00000198576,ARC,5,-1.6590,43,1.55279,20,0.27974,19,0.20340,12,-0.6253,9,-0.9599
ENSG00000130193,THEM6,36,0.71961,13,-0.8999,33,0.65292,19,-0.3516,17,-0.4859,23,0.02807
ENSG00000180155,LYNX1,207,0.28696,268,0.70896,187,0.13589,189,0.17966,146,-0.2973,98,-0.9485
ENSG00000160932,LY6E,185,-0.2808,169,-0.4234,382,1.04204,240,0.16772,166,-0.4919,131,-0.8793
ENSG00000176956,LY6H,528,-0.1310,961,0.84214,877,0.78945,584,0.03305,366,-0.7621,296,-1.1046
ENSG00000250571,GLI4,17,-0.3378,25,0.26089,19,-0.1935,18,-0.3142,28,0.51376,21,0.02480
ENSG00000253716,MINCR,7,-1.2862,11,-0.5423,15,-0.1748,13,-0.4286,20,0.39107,26,0.86636
ENSG00000158106,RHPN1,32,-0.4514,23,-0.9701,65,0.74866,51,0.34189,31,-0.5550,38,-0.2453
ENSG00000104529,EEF1D,223,0.66082,141,-0.0783,63,-1.4138,64,-1.4755,122,-0.3449,354,1.77654
ENSG00000104524,PYCR3,9,-1.0597,28,0.58394,26,0.50907,24,0.49330,14,-0.5630,11,-0.8857
ENSG00000104522,TSTA3,24,-0.1882,12,-1.1488,27,0.03748,44,1.09538,24,-0.2149,12,-1.2598
ENSG00000183309,ZNF623,32,0.81338,16,-0.3174,16,-0.3296,28,0.78636,6,-1.8299,19,-0.0730
ENSG00000180900,SCRIB,11,-1.1822,25,0.02898,21,-0.2629,23,-0.1175,22,-0.2252,40,0.89456
ENSG00000179950,PUF60,82,-0.4117,69,-0.6937,127,0.30670,101,-0.1208,127,0.30579,109,0.02430
ENSG00000185189,NRBP2,20,-1.4844,69,0.40151,63,0.29197,36,-0.7466,46,-0.2748,88,0.92754
ENSG00000178209,PLEC,184,1.03278,61,-0.7384,82,-0.3087,74,-0.5287,89,-0.1651,135,0.58321
ENSG00000178719,GRINA,282,-0.3258,170,-1.0959,603,1.05145,375,0.15164,299,-0.2592,220,-0.7682
ENSG00000178896,EXOSC4,5,-1.7439,12,-0.5173,21,0.31850,21,0.32361,20,0.21908,16,-0.1818
ENSG00000197858,GPAA1,57,-0.7265,78,-0.2479,83,-0.1582,118,0.53520,90,-0.0157,84,-0.1487
ENSG00000179091,CYC1,96,-0.9808,108,-0.8126,235,0.46230,251,0.68138,178,-0.0414,110,-0.8407
ENSG00000179526,SHARPIN,11,-1.3065,25,-0.0504,25,-0.0515,25,-0.0008,30,0.31738,29,0.23261
ENSG00000179632,MAF1,36,-0.3492,54,0.29099,57,0.44344,38,-0.3147,36,-0.3774,51,0.24463
ENSG00000179832,MROH1,46,0.03303,71,0.73150,63,0.59019,45,0.00761,40,-0.2215,20,-1.3487
ENSG00000261236,BOP1,41,0.09453,49,0.36248,55,0.64976,38,-0.0195,30,-0.4419,26,-0.6982
ENSG00000185122,HSF1,43,0.09678,21,-0.9822,46,0.21194,35,-0.2722,42,0.04434,51,0.40330
ENSG00000185000,DGAT1,48,0.42178,29,-0.3368,47,0.43507,42,0.25688,33,-0.1751,21,-0.9434
ENSG00000261678,SCRT1,28,0.14593,15,-0.8098,29,0.19635,36,0.70930,27,0.08393,10,-1.5021
ENSG00000185803,SLC52A2,3,-2.3741,13,-0.3423,16,0.01675,18,0.22327,14,-0.1640,22,0.61883
ENSG00000071894,CPSF1,4,-2.3177,19,-0.1243,26,0.45157,28,0.67169,17,-0.2798,15,-0.5153
ENSG00000160948,VPS28,100,-0.1879,66,-0.8314,112,-0.0072,122,0.15829,117,0.06164,125,0.18554
ENSG00000187954,CYHR1,29,-1.2771,97,0.56371,71,0.07062,65,-0.0958,73,0.11957,70,0.06070
ENSG00000167702,KIFC2,38,-1.0543,125,0.81678,75,-0.0172,89,0.33602,71,-0.1082,55,-0.5465
ENSG00000160972,PPP1R16A,55,0.70885,28,-0.3448,21,-0.8472,33,-0.1192,46,0.48017,36,0.01443
ENSG00000167700,MFSD3,58,0.84323,20,-0.8587,52,0.76793,27,-0.4346,32,-0.1324,26,-0.5054
ENSG00000160959,LRRC14,41,0.56175,31,0.08325,34,0.30011,26,-0.1895,29,-0.0272,21,-0.5188
ENSG00000254402,LRRC24,30,-0.0240,26,-0.2461,31,0.04473,33,0.17656,40,0.51372,18,-0.8805
ENSG00000213563,C8orf82,30,0.73577,14,-0.4040,13,-0.5629,17,-0.2177,25,0.53686,17,-0.1321
ENSG00000147799,ARHGAP39,6,-1.3131,22,0.72401,14,0.05840,20,0.81716,9,-0.6968,8,-0.7995
ENSG00000161016,RPL8,954,0.36110,728,-0.0726,522,-0.6420,620,-0.3943,784,0.05069,1113,0.70268
ENSG00000170619,COMMD5,35,0.35279,25,-0.1625,23,-0.3036,37,0.58535,16,-0.9250,29,0.05288
ENSG00000182307,C8orf33,27,-0.9095,66,0.50105,47,-0.0500,41,-0.3371,54,0.19179,58,0.32224
ENSG00000181404,WASHC1,49,-0.2885,63,0.09309,49,-0.3337,68,0.26662,55,-0.1272,65,0.15276
ENSG00000172785,CBWD1,68,2.25514,13,-0.4923,16,-0.2226,12,-0.7512,17,-0.1935,11,-0.9118
ENSG00000107104,KANK1,0,-5.1071,18,0.20621,2,-2.6983,10,-0.8011,30,1.20233,30,1.24585
ENSG00000080503,SMARCA2,98,-0.4419,95,-0.4942,142,0.15552,199,0.92193,104,-0.3845,76,-0.9078
ENSG00000147852,VLDLR,13,-1.1623,13,-1.2181,40,0.55923,41,0.69752,22,-0.4559,24,-0.3126
ENSG00000080298,RFX3,40,0.58853,4,-2.8480,32,0.26745,34,0.40935,32,0.25450,15,-0.9596
ENSG00000106688,SLC1A1,47,0.34202,29,-0.3843,66,1.06481,38,0.02283,24,-0.7610,22,-0.8880
ENSG00000106993,CDC37L1,28,-0.5945,25,-0.7958,59,0.63068,52,0.44615,38,-0.1450,28,-0.6779
ENSG00000147853,AK3,50,0.02080,73,0.61156,40,-0.3779,32,-0.7821,53,0.12280,70,0.62678
ENSG00000099219,ERMP1,7,-1.2219,20,0.45132,11,-0.4979,13,-0.3083,14,-0.1198,25,0.95036
ENSG00000183354,KIAA2026,34,-0.3894,58,0.43083,34,-0.4366,38,-0.2967,39,-0.2162,67,0.76987
ENSG00000137040,RANBP6,65,0.87849,31,-0.3234,53,0.61012,44,0.31574,21,-0.9700,20,-1.0435
ENSG00000137038,DMAC1,86,-0.6779,92,-0.5719,149,0.20023,140,0.09214,136,0.04226,149,0.19651
ENSG00000153707,PTPRD,46,-0.7018,118,0.79191,78,0.11346,65,-0.2082,37,-1.1190,105,0.68195
ENSG00000107186,MPDZ,62,0.31813,87,0.87233,51,0.00828,42,-0.3724,49,-0.0512,42,-0.3265
ENSG00000147862,NFIB,84,-0.3371,166,0.76196,81,-0.4273,92,-0.2467,111,0.11674,118,0.21919
ENSG00000175893,ZDHHC21,81,1.27531,80,1.26039,41,0.14067,28,-0.5362,27,-0.5512,16,-1.3945
ENSG00000164975,SNAPC3,52,0.77249,24,-0.4415,38,0.31796,32,-0.0028,29,-0.1824,23,-0.5409
ENSG00000164985,PSIP1,106,-0.7755,231,0.44879,199,0.23393,204,0.31598,132,-0.4760,155,-0.2063
ENSG00000107295,SH3GL2,106,-0.9277,264,0.49896,399,1.42546,154,-0.4364,150,-0.4422,101,-1.0835
ENSG00000155876,RRAGA,167,0.25316,115,-0.3309,200,0.62853,176,0.44248,86,-0.8399,91,-0.7579
ENSG00000137154,RPS6,1276,0.67969,819,-0.0392,400,-1.2279,538,-0.8231,733,-0.2365,1631,1.29596
ENSG00000155886,SLC24A2,111,0.23038,110,0.22256,86,-0.1938,125,0.54869,45,-1.2597,100,0.06564
ENSG00000171843,MLLT3,3,-2.8572,33,0.67892,29,0.54457,24,0.24761,18,-0.2366,16,-0.4870
ENSG00000188352,FOCAD,9,-1.9426,38,0.22707,47,0.66379,38,0.29293,30,-0.1624,23,-0.5851
ENSG00000198642,KLHL9,82,1.54226,36,0.13633,28,-0.2895,36,0.21824,19,-0.9004,20,-0.8251
ENSG00000107105,ELAVL2,220,0.92948,188,0.66465,129,0.05055,168,0.61893,51,-1.4664,52,-1.4293
ENSG00000198680,TUSC1,33,-0.0096,24,-0.5152,52,0.78334,35,0.06814,25,-0.5297,28,-0.3100
ENSG00000137055,PLAA,69,1.55392,24,-0.2283,31,0.20457,26,-0.0934,17,-0.8134,18,-0.7295
ENSG00000147894,C9orf72,37,0.65501,30,0.28779,32,0.46519,31,0.43114,7,-2.0431,18,-0.5293
ENSG00000122729,ACO1,20,0.48059,25,0.78755,7,-1.1679,11,-0.5824,22,0.70831,14,-0.0802
ENSG00000197579,TOPORS,55,1.94421,38,1.23619,12,-0.7094,12,-0.7062,5,-1.9558,17,-0.1101
ENSG00000235453,SMIM27,54,0.22697,40,-0.2304,42,-0.1651,41,-0.2560,60,0.44160,46,-0.0131
ENSG00000165264,NDUFB6,231,0.10862,162,-0.4510,307,0.64569,209,-0.0629,207,-0.0722,164,-0.4744
ENSG00000137074,APTX,17,-0.2912,21,0.06621,26,0.44337,19,-0.1395,11,-1.0043,27,0.53793
ENSG00000086061,DNAJA1,252,-0.0885,331,0.34645,376,0.63643,271,0.03694,176,-0.6984,214,-0.3759
ENSG00000122692,SMU1,5,-2.4476,48,0.81971,31,0.09857,28,-0.0440,32,0.17163,28,-0.0885
ENSG00000107262,BAG1,174,0.65182,112,-0.0651,115,-0.0238,100,-0.2821,133,0.23603,99,-0.2826
ENSG00000086065,CHMP5,194,0.83160,152,0.42137,135,0.26609,94,-0.4077,93,-0.3842,99,-0.2871
ENSG00000086102,NFX1,40,0.85358,32,0.45728,24,0.01082,26,0.14116,10,-1.3846,23,-0.0942
ENSG00000165271,NOL6,18,-0.0708,10,-0.8872,36,1.25183,21,0.25113,14,-0.4372,6,-1.6496
ENSG00000010438,PRSS3,21,-0.4724,61,1.23070,49,1.00296,22,-0.4567,28,-0.0423,6,-2.3244
ENSG00000107341,UBE2R2,51,-0.6605,64,-0.2976,102,0.49805,70,-0.1854,69,-0.2014,92,0.31382
ENSG00000137073,UBAP2,35,0.14382,22,-0.5610,18,-0.9702,23,-0.6519,39,0.33856,58,1.10315
ENSG00000165006,UBAP1,58,0.49252,41,-0.0584,55,0.45517,37,-0.3031,41,-0.0770,35,-0.3504
ENSG00000164978,NUDT2,38,0.38016,11,-1.4827,46,0.75807,29,-0.0536,28,-0.1001,23,-0.4490
ENSG00000164976,MYORG,8,-1.7760,29,0.10812,14,-1.0266,29,0.13610,46,1.02218,26,-0.0854
ENSG00000164972,C9orf24,105,1.47575,16,-1.5324,37,-0.2743,42,-0.0815,55,0.42284,24,-0.9591
ENSG00000164970,FAM219A,112,0.64208,92,0.31523,94,0.38973,67,-0.2348,67,-0.2100,52,-0.6236
ENSG00000168913,ENHO,187,-1.3708,332,-0.5020,218,-1.2302,467,0.03765,869,1.24391,472,0.05480
ENSG00000122756,CNTFR,33,0.01770,35,0.11800,16,-1.1895,28,-0.3238,64,1.27816,25,-0.4411
ENSG00000164967,RPP25L,3,-2.5332,11,-0.8204,23,0.28604,18,-0.1114,31,0.83410,19,-0.0690
ENSG00000137100,DCTN3,130,-0.3922,120,-0.5158,237,0.64090,193,0.28631,147,-0.2256,122,-0.5347
ENSG00000147955,SIGMAR1,65,1.06743,31,-0.1553,52,0.78162,28,-0.3794,20,-0.8474,25,-0.5193
ENSG00000213930,GALT,14,-0.2725,10,-0.8126,18,0.10602,21,0.44146,11,-0.6448,20,0.29998
ENSG00000187186,AL162231.1,71,-0.2368,92,0.15714,125,0.75049,78,-0.1258,72,-0.2375,62,-0.5101
ENSG00000122733,PHF24,58,-0.7978,145,0.63067,125,0.44256,97,-0.0223,99,0.01286,68,-0.6141
ENSG00000137094,DNAJB5,35,0.68836,20,-0.2107,41,1.09455,19,-0.3524,15,-0.7476,14,-0.7608
ENSG00000165280,VCP,162,0.06187,122,-0.3779,231,0.72726,158,0.03159,119,-0.4627,128,-0.3424
ENSG00000165283,STOML2,100,0.55419,58,-0.3213,104,0.69310,60,-0.3165,67,-0.0917,51,-0.5781
ENSG00000005238,FAM214B,4,-2.9322,40,0.44129,42,0.58102,37,0.42898,21,-0.6483,26,-0.2399
ENSG00000198722,UNC13B,17,-0.2519,24,0.24977,39,1.24103,15,-0.4831,16,-0.3587,12,-0.8076
ENSG00000198853,RUSC2,52,-0.6082,64,-0.2898,112,0.69137,100,0.54718,55,-0.5753,49,-0.7745
ENSG00000107140,TESK1,31,-0.6260,37,-0.3271,55,0.32721,65,0.74330,38,-0.3159,28,-0.8438
ENSG00000159884,CCDC107,109,1.36490,33,-0.5855,49,0.03941,45,-0.1143,41,-0.2643,35,-0.5299
ENSG00000198467,TPM2,48,1.13223,0,-6.1751,5,-2.5013,3,-3.0349,12,-1.1674,88,3.04581
ENSG00000137076,TLN1,33,0.09892,17,-0.9280,15,-1.1809,23,-0.5823,28,-0.1668,69,1.57618
ENSG00000107175,CREB3,49,-0.3557,50,-0.3367,75,0.36323,52,-0.3148,72,0.28693,63,0.04885
ENSG00000070610,GBA2,104,0.77276,58,-0.1545,75,0.27109,80,0.45824,43,-0.6800,35,-1.0265
ENSG00000107185,RGP1,15,0.02966,22,0.63825,19,0.42325,16,0.12650,11,-0.4416,9,-0.8164
ENSG00000137133,HINT2,28,-0.4990,38,-0.0256,38,-0.0229,32,-0.3825,48,0.39819,46,0.30233
ENSG00000137103,TMEM8B,34,-0.9178,45,-0.5106,57,-0.1509,84,0.64094,73,0.27961,46,-0.4981
ENSG00000122705,CLTA,252,0.23133,274,0.36928,314,0.67291,189,-0.2793,160,-0.5244,179,-0.3430
ENSG00000159921,GNE,9,-0.9497,14,-0.2368,23,0.60843,23,0.70405,7,-1.4332,15,-0.1774
ENSG00000137075,RNF38,52,0.69658,72,1.25230,29,-0.2882,31,-0.1603,23,-0.6731,26,-0.4415
ENSG00000281649,EBLN3P,27,-0.4315,26,-0.4814,44,0.39275,46,0.56335,28,-0.3734,26,-0.5061
ENSG00000137106,GRHPR,71,-0.1371,60,-0.4101,84,0.14216,59,-0.5363,75,-0.0573,115,0.72245
ENSG00000175768,TOMM5,105,-0.0748,106,-0.0498,132,0.33470,119,0.17026,99,-0.1822,88,-0.3810
ENSG00000122741,DCAF10,14,-0.3532,21,0.23796,15,-0.2656,21,0.30109,12,-0.6254,22,0.37711
ENSG00000283886,BX664615.2,13,-0.0973,6,-1.1893,29,1.35609,16,0.29916,6,-1.2908,8,-0.8329
ENSG00000231527,FAM27C,32,0.65702,8,-1.3852,30,0.61745,20,-0.1184,20,-0.0808,16,-0.4215
ENSG00000107242,PIP5K1B,161,2.65634,9,-2.0641,14,-1.5352,57,0.90916,16,-1.3461,5,-3.1060
ENSG00000187866,FAM122A,43,1.00357,18,-0.3602,33,0.65370,20,-0.3285,14,-0.8254,20,-0.2192
ENSG00000119139,TJP2,1,-3.5558,9,-1.2158,6,-1.9670,3,-2.9058,8,-1.5260,91,3.97269
ENSG00000107282,APBA1,54,-0.3228,89,0.46666,62,-0.1256,83,0.46007,66,-0.0118,42,-0.7822
ENSG00000188647,PTAR1,48,1.08241,31,0.35409,12,-1.2035,17,-0.6761,29,0.30321,30,0.33250
ENSG00000119138,KLF9,17,-1.2505,23,-0.8183,54,0.57822,54,0.67365,38,-0.0520,23,-0.9050
ENSG00000135048,CEMIP2,3,-2.0250,23,0.72170,15,0.06623,20,0.68405,6,-1.2993,15,0.04895
ENSG00000107362,ABHD17B,24,-0.2171,53,1.05645,27,-0.0635,18,-0.8135,13,-1.2623,48,1.03321
ENSG00000119125,GDA,117,-0.5690,455,1.70193,248,0.71855,139,-0.3725,90,-1.0388,94,-0.9775
ENSG00000107372,ZFAND5,163,-0.5077,281,0.34650,346,0.79609,243,0.14065,161,-0.5816,151,-0.6871
ENSG00000165092,ALDH1A1,61,1.33089,23,-0.2608,8,-1.9092,20,-0.5638,24,-0.2470,46,0.98886
ENSG00000198963,RORB,25,0.18939,55,1.54616,19,-0.2672,9,-1.5697,31,0.66030,17,-0.4054
ENSG00000135045,C9orf40,5,-1.5607,12,-0.3576,24,0.81201,19,0.44085,10,-0.7422,13,-0.2269
ENSG00000106733,NMRK1,12,-1.3024,35,0.35292,47,0.92672,22,-0.4563,31,0.13472,22,-0.4486
ENSG00000134996,OSTF1,22,-0.0609,32,0.55680,24,0.10367,17,-0.5723,14,-0.7752,35,0.77283
ENSG00000135002,RFK,149,0.48751,170,0.70536,158,0.66431,98,-0.2235,87,-0.3982,54,-1.1855
ENSG00000106772,PRUNE2,29,-1.3357,74,0.08470,99,0.64475,65,-0.1313,65,-0.1242,71,0.01883
ENSG00000197969,VPS13A,37,0.40727,56,1.11333,40,0.60356,20,-0.6426,20,-0.6139,21,-0.5453
ENSG00000156052,GNAQ,104,-0.5938,228,0.65725,176,0.26259,150,-0.0185,124,-0.3423,143,-0.0989
ENSG00000135069,PSAT1,53,-0.4760,81,0.17789,24,-1.7811,40,-1.0775,119,0.93888,128,1.08875
ENSG00000106829,TLE4,14,-1.0689,122,2.57553,10,-1.6968,4,-3.0904,4,-2.9410,73,1.86055
ENSG00000196781,TLE1,32,-0.8996,23,-1.3739,85,0.71760,69,0.36021,67,0.27182,34,-0.8781
ENSG00000148057,IDNK,20,0.10762,16,-0.1784,13,-0.5688,10,-1.0385,24,0.47538,31,0.95332
ENSG00000135018,UBQLN1,149,0.21838,110,-0.2530,199,0.79413,128,-0.0237,103,-0.3985,90,-0.6181
ENSG00000165113,GKAP1,28,0.55496,14,-0.4721,11,-0.8908,16,-0.4131,13,-0.6669,39,1.30926
ENSG00000165119,HNRNPK,287,-0.1996,443,0.49397,377,0.26277,345,0.11243,225,-0.6260,308,-0.1010
ENSG00000148053,NTRK2,525,0.51080,428,0.17682,233,-0.8339,296,-0.4900,526,0.58305,426,0.19142
ENSG00000135049,AGTPBP1,14,-1.3605,60,0.86223,39,0.14664,36,0.01485,17,-1.2133,49,0.57748
ENSG00000135040,NAA35,22,0.33539,21,0.28517,22,0.35337,13,-0.5427,13,-0.5111,21,0.33215
ENSG00000135052,GOLM1,72,-0.2394,80,-0.0892,102,0.34449,76,-0.1971,78,-0.1310,93,0.17663
ENSG00000135070,ISCA1,64,-0.6899,118,0.26892,129,0.47065,117,0.33351,88,-0.2009,63,-0.7634
ENSG00000196730,DAPK1,53,0.62827,30,-0.2865,24,-0.6697,62,1.21003,23,-0.7282,17,-1.2588
ENSG00000135047,CTSL,60,0.48608,30,-0.5696,55,0.38747,48,0.16440,30,-0.6209,40,-0.1523
ENSG00000156345,CDK20,17,-0.2107,10,-1.0397,35,1.08506,30,0.89839,11,-0.8975,3,-2.5858
ENSG00000106723,SPIN1,118,-0.1503,162,0.34458,167,0.44779,153,0.32169,98,-0.4835,83,-0.7625
ENSG00000148082,SHC3,48,-0.9463,138,0.70144,68,-0.4674,92,0.05983,118,0.49929,75,-0.3070
ENSG00000187742,SECISBP2,16,-0.5585,15,-0.6581,35,0.73011,24,0.09195,20,-0.2324,21,-0.1917
ENSG00000187764,SEMA4D,20,-1.5809,88,0.71378,30,-1.0382,27,-1.3211,40,-0.6018,147,2.00179
ENSG00000165023,DIRAS2,87,-0.7485,661,2.88581,164,0.26726,44,-2.0147,56,-1.4942,116,-0.3350
ENSG00000148090,AUH,46,0.70830,21,-0.5681,45,0.75469,39,0.55548,13,-1.3588,14,-1.1922
ENSG00000090054,SPTLC1,62,0.54764,51,0.22727,56,0.45843,42,-0.0853,24,-0.9598,41,-0.1169
ENSG00000196305,IARS,78,0.39637,48,-0.3824,121,1.34456,49,-0.4169,52,-0.2738,26,-1.4106
ENSG00000185963,BICD2,33,0.16790,16,-0.9204,39,0.50953,32,0.14993,25,-0.2575,26,-0.2447
ENSG00000288062,AL136981.3,3,-1.9093,16,0.39736,22,1.05336,13,0.14419,12,-0.0093,4,-1.6019
ENSG00000165233,CARD19,14,-0.7919,21,-0.1473,31,0.54638,19,-0.3589,19,-0.3239,31,0.51132
ENSG00000131669,NINJ1,37,0.18754,38,0.21017,21,-0.7696,26,-0.4371,35,0.11547,49,0.71903
ENSG00000165238,WNK2,24,-1.5746,88,0.38508,96,0.59287,73,0.09651,69,-0.0117,51,-0.5201
ENSG00000188938,FAM120AOS,52,0.56289,38,0.07040,39,0.14056,29,-0.4061,23,-0.7642,49,0.53245
ENSG00000048828,FAM120A,76,0.70976,47,-0.0496,55,0.20948,46,-0.1127,35,-0.5662,48,-0.0283
ENSG00000197724,PHF2,9,-0.9851,25,0.66236,7,-1.2570,14,-0.2895,15,-0.1212,30,1.12058
ENSG00000148110,MFSD14B,47,0.92459,37,0.54838,26,-0.0196,16,-0.8454,27,0.06502,25,-0.0993
ENSG00000148120,AOPEP,11,-0.7655,41,1.35419,9,-1.0692,14,-0.5068,12,-0.7001,32,1.05555
ENSG00000185920,PTCH1,5,-1.5949,8,-0.8701,10,-0.5312,13,-0.0801,27,1.24075,13,-0.0508
ENSG00000182150,ERCC6L2,7,-1.6012,25,0.26192,26,0.35449,19,-0.2300,22,0.03733,25,0.27407
ENSG00000130956,HABP4,139,-0.2208,228,0.56618,148,-0.1382,167,0.07489,160,-0.0010,140,-0.2314
ENSG00000196312,MFSD14C,38,1.29174,30,0.90543,18,0.05346,13,-0.5510,13,-0.4775,11,-0.7495
ENSG00000136842,TMOD1,31,-0.5233,11,-2.0639,58,0.50955,67,0.93951,30,-0.6379,30,-0.5986
ENSG00000136937,NCBP1,9,-1.0383,31,0.84794,17,-0.1787,20,0.11215,14,-0.4180,21,0.22258
ENSG00000136936,XPA,26,-0.2132,30,0.04376,32,0.13924,31,0.11591,14,-1.1607,41,0.59390
ENSG00000136938,ANP32B,136,1.03793,44,-0.7660,23,-1.8230,27,-1.6979,39,-1.0360,206,2.24863
ENSG00000095380,NANS,34,0.32241,19,-0.5565,41,0.68325,23,-0.3946,25,-0.1917,27,-0.0434
ENSG00000136928,GABBR2,136,-0.6625,254,0.31980,336,0.90560,288,0.69991,127,-0.8213,52,-2.2236
ENSG00000106803,SEC61B,121,0.26986,51,-1.0653,122,0.32752,99,-0.0503,92,-0.1847,112,0.16406
ENSG00000136874,STX17,12,-0.1622,14,-0.0094,16,0.19857,9,-0.8524,9,-0.6565,26,1.14087
ENSG00000023318,ERP44,21,0.09074,17,-0.2424,23,0.27937,20,0.03047,16,-0.4058,21,0.10429
ENSG00000066697,MSANTD3,20,0.41950,19,0.32189,22,0.61087,12,-0.4629,14,-0.1710,12,-0.4631
ENSG00000241697,TMEFF1,130,0.39576,159,0.73553,146,0.67242,123,0.40448,36,-1.6857,46,-1.2932
ENSG00000148123,PLPPR1,20,-0.5728,26,-0.1872,9,-1.9018,32,0.13255,26,-0.2202,57,1.26803
ENSG00000136897,MRPL50,25,-0.0161,26,0.05228,31,0.36361,26,0.11130,15,-0.8743,27,0.14551
ENSG00000136870,ZNF189,3,-2.3884,20,0.32107,21,0.50145,12,-0.5092,11,-0.5945,26,0.90668
ENSG00000165152,TMEM246,182,0.77441,92,-0.3275,208,1.17169,125,0.19145,52,-1.2745,39,-1.7352
ENSG00000155827,RNF20,70,1.02210,51,0.49501,26,-0.6320,26,-0.6752,26,-0.6106,55,0.69844
ENSG00000198785,GRIN3A,64,1.94367,48,1.39695,10,-1.1014,20,-0.0804,10,-1.1999,8,-1.5645
ENSG00000136783,NIPSNAP3A,91,1.49426,39,0.09071,47,0.41352,21,-1.0008,23,-0.8228,38,0.04159
ENSG00000070214,SLC44A1,54,-0.9510,111,0.17516,50,-1.1239,42,-1.4981,52,-1.0821,299,2.42826
ENSG00000106701,FSD1L,16,-0.5857,54,1.35339,33,0.55934,22,-0.1260,10,-1.3304,20,-0.3280
ENSG00000148143,ZNF462,9,-0.7460,32,1.36814,7,-1.1815,10,-0.6279,11,-0.3982,24,1.01403
ENSG00000119318,RAD23B,98,-0.2178,125,0.17351,162,0.67061,117,0.08233,95,-0.2842,74,-0.7091
ENSG00000070061,ELP1,13,-1.1484,13,-1.1372,48,0.97886,32,0.23546,21,-0.5222,26,-0.1330
ENSG00000119328,ABITRAM,5,-1.2890,10,-0.3400,25,1.25497,10,-0.4887,11,-0.2576,12,-0.0842
ENSG00000106771,TMEM245,94,0.22948,116,0.56968,88,0.14776,79,-0.0532,48,-0.8814,87,0.12592
ENSG00000260230,FRRS1L,92,-0.7131,130,-0.1804,198,0.56461,224,0.95421,87,-0.8658,67,-1.2666
ENSG00000095203,EPB41L4B,19,-1.1753,14,-1.5992,64,0.81423,66,1.04504,30,-0.5168,16,-1.4750
ENSG00000070159,PTPN3,21,-0.3328,9,-1.6179,50,1.26762,39,0.85915,18,-0.6078,2,-3.9435
ENSG00000157654,PALM2-AKAP2,124,1.27479,68,0.27380,43,-0.4952,61,0.10016,22,-1.5499,65,0.20463
ENSG00000136810,TXN,248,-0.4520,194,-0.8254,416,0.41534,396,0.37256,370,0.20120,217,-0.7108
ENSG00000198121,LPAR1,20,-1.5582,94,0.86787,8,-2.9676,10,-2.7479,36,-0.7383,188,2.84431
ENSG00000136813,ECPAS,54,-0.3876,88,0.38573,101,0.70119,65,-0.1055,54,-0.4150,56,-0.3700
