Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2to3,Feature log2 fold change topic 2to3,Feature count topic 4,Feature log2 fold change topic 4,Feature count topic 5,Feature log2 fold change topic 5,Feature count topic 6,Feature log2 fold change topic 6,Feature count topic 7,Feature log2 fold change topic 7,Feature count topic 8,Feature log2 fold change topic 8,Feature count topic 9,Feature log2 fold change topic 9
ENSG00000095794,CREM,55,0.31576,41,-0.1497,19,-1.3354,47,0.06369,53,0.28205,59,0.45518,57,0.37750,32,-0.5259
ENSG00000108100,CCNY,92,-0.1059,85,-0.2565,143,0.62556,81,-0.3148,94,-0.0685,82,-0.2823,103,0.08284,118,0.29947
ENSG00000177283,FZD8,32,0.29027,16,-0.9315,8,-1.7861,7,-1.9118,4,-2.6083,99,2.41672,10,-1.4764,51,1.05915
ENSG00000175395,ZNF25,15,-1.6413,37,-0.2673,76,0.95075,79,1.01398,26,-0.8018,31,-0.5236,46,0.10913,42,-0.0493
ENSG00000189180,ZNF33A,45,0.39154,29,-0.3694,53,0.66295,31,-0.2255,24,-0.6361,32,-0.1772,23,-0.6426,54,0.69287
ENSG00000185904,LINC00839,17,-0.6894,28,0.07733,23,-0.2070,23,-0.2254,17,-0.6900,50,1.08767,28,0.09373,24,-0.1279
ENSG00000198915,RASGEF1A,41,-0.4370,92,1.07756,45,-0.3047,56,0.06054,30,-0.9423,61,0.18431,52,-0.0560,19,-1.6111
ENSG00000169813,HNRNPF,20,-0.7773,27,-0.4013,12,-1.5307,23,-0.6236,50,0.63998,38,0.21749,41,0.32498,65,1.10892
ENSG00000169740,ZNF32,14,-1.6324,46,0.20547,34,-0.2835,43,0.06091,61,0.65616,48,0.23536,38,-0.1188,40,-0.0327
ENSG00000107551,RASSF4,82,1.10490,20,-1.2465,32,-0.4650,37,-0.2208,30,-0.5524,59,0.52250,26,-0.7691,78,1.01470
ENSG00000265354,TIMM23,1,-5.1227,66,0.57416,36,-0.4633,85,0.94225,31,-0.6984,57,0.25095,49,0.02200,47,-0.0526
ENSG00000266412,NCOA4,82,0.14972,43,-0.9476,80,0.10788,100,0.47766,38,-1.0281,123,0.84046,98,0.45514,64,-0.2470
ENSG00000170324,FRMPD2,30,0.05050,21,-0.5655,49,0.85340,69,1.47081,9,-1.7798,17,-0.8873,22,-0.4536,27,-0.1706
ENSG00000107643,MAPK8,19,-1.7208,63,0.14000,101,0.90950,96,0.81662,25,-1.3007,42,-0.5286,63,0.12286,56,-0.0823
ENSG00000197444,OGDHL,56,-0.9216,104,0.06681,154,0.71557,138,0.52187,78,-0.4084,82,-0.3143,79,-0.3795,109,0.12833
ENSG00000122873,CISD1,84,-0.9119,147,-0.0330,196,0.44443,259,0.92511,89,-0.8207,164,0.14492,138,-0.1249,124,-0.3053
ENSG00000072401,UBE2D1,19,-0.8935,45,0.50791,30,-0.1978,38,0.16338,50,0.62642,42,0.31837,19,-0.9483,21,-0.7419
ENSG00000237949,LINC00844,51,-0.2958,26,-1.4595,92,0.67698,45,-0.4792,157,1.66147,36,-0.8260,18,-1.8199,100,0.82401
ENSG00000165443,PHYHIPL,62,-0.9741,124,0.11533,120,0.05550,121,0.05862,111,-0.0796,162,0.55052,80,-0.5940,143,0.34090
ENSG00000148541,FAM13C,22,-0.4664,14,-1.2170,49,0.85721,47,0.76093,43,0.60503,19,-0.6800,31,0.06194,27,-0.1602
ENSG00000108091,CCDC6,72,-0.2071,143,1.12275,53,-0.6985,62,-0.4516,48,-0.8420,79,-0.0604,66,-0.3607,76,-0.1294
ENSG00000151150,ANK3,162,0.09305,160,0.08055,187,0.33005,164,0.11067,153,0.00212,87,-0.8904,153,0.00529,151,-0.0203
ENSG00000150347,ARID5B,75,1.63560,40,0.55126,13,-1.2102,16,-0.9533,13,-1.2083,33,0.19178,9,-1.7992,27,-0.1331
ENSG00000138311,ZNF365,2,-4.2287,61,1.02359,18,-1.0837,51,0.53850,44,0.29165,29,-0.3618,49,0.47947,15,-1.3471
ENSG00000181915,ADO,35,0.15830,38,0.33693,6,-2.3869,29,-0.1327,38,0.29885,35,0.13269,28,-0.2041,39,0.32058
ENSG00000171988,JMJD1C,72,0.73809,49,0.09500,63,0.49773,28,-0.7702,57,0.33901,36,-0.3818,30,-0.6797,33,-0.5449
ENSG00000198739,LRRTM3,30,-0.1833,44,0.52989,20,-0.8130,28,-0.2739,31,-0.1255,51,0.69459,36,0.10942,18,-1.0012
ENSG00000108176,DNAJC12,28,-0.4832,70,1.26886,21,-0.9401,35,-0.1010,48,0.39703,39,0.04623,15,-1.3604,14,-1.4918
ENSG00000148634,HERC4,0,-6.0325,53,0.83916,37,0.10009,34,0.00270,29,-0.2482,34,-0.0160,44,0.41624,25,-0.4809
ENSG00000096746,HNRNPH3,125,-0.2183,178,0.40841,125,-0.2153,127,-0.1966,168,0.25651,113,-0.3861,111,-0.4099,167,0.24832
ENSG00000204130,RUFY2,63,0.68941,43,0.08338,60,0.60983,41,0.00317,19,-1.2207,45,0.13798,23,-0.9272,35,-0.2545
ENSG00000060339,CCAR1,96,0.78420,53,-0.2255,70,0.26858,45,-0.4606,52,-0.2326,59,-0.0269,44,-0.4909,67,0.19569
ENSG00000165730,STOX1,23,-0.6986,39,0.17966,13,-1.5816,13,-1.4932,12,-1.6450,64,0.98253,90,1.63183,27,-0.4156
ENSG00000107625,DDX50,5,-2.6424,50,0.96258,25,-0.3302,26,-0.2751,24,-0.4110,39,0.37665,37,0.26150,23,-0.4698
ENSG00000198954,KIF1BP,97,0.86793,61,0.08979,38,-0.6574,60,0.06432,45,-0.4083,45,-0.4053,52,-0.1832,63,0.13322
ENSG00000122958,VPS26A,65,0.42947,57,0.22348,27,-0.9570,72,0.58714,54,0.12631,55,0.14126,42,-0.2704,23,-1.1862
ENSG00000156502,SUPV3L1,21,-0.8242,45,0.39177,45,0.33492,28,-0.4095,35,-0.0570,42,0.24596,41,0.18849,25,-0.5601
ENSG00000156515,HK1,263,-0.2343,308,0.02181,378,0.35710,546,0.99399,190,-0.7455,307,0.01398,228,-0.4575,210,-0.5860
ENSG00000171224,FAM241B,15,-1.6036,66,0.77732,58,0.42907,82,1.03465,31,-0.5649,19,-1.2731,29,-0.6570,33,-0.4598
ENSG00000079332,SAR1A,99,-0.1735,98,-0.2286,130,0.26165,135,0.31981,113,0.03471,98,-0.2041,83,-0.4606,144,0.43121
ENSG00000180817,PPA1,155,0.15604,135,-0.0741,121,-0.2371,203,0.60901,143,0.03285,137,-0.0469,59,-1.3468,177,0.38249
ENSG00000172731,LRRC20,60,0.93594,30,-0.2370,68,1.17094,21,-0.7766,18,-1.0223,32,-0.1012,23,-0.6129,27,-0.4032
ENSG00000148730,EIF4EBP2,41,-1.5420,62,-0.9911,77,-0.5846,67,-0.7821,97,-0.2078,128,0.23329,262,1.50591,200,1.00627
ENSG00000166228,PCBD1,123,1.16683,31,-1.1990,37,-0.8035,38,-0.7783,56,-0.1736,61,-0.0417,122,1.14113,62,0.00217
ENSG00000107738,VSIR,107,0.63225,29,-1.5357,30,-1.3868,33,-1.2484,48,-0.6614,97,0.46193,96,0.44351,189,1.68700
ENSG00000197746,PSAP,1038,-0.3873,1753,0.54663,834,-0.7306,1466,0.16802,964,-0.5036,1934,0.63374,798,-0.7989,1364,0.05071
ENSG00000107742,SPOCK2,225,-0.7316,302,-0.3039,435,0.32248,496,0.54130,410,0.22239,379,0.09298,317,-0.1958,353,-0.0214
ENSG00000166295,ANAPC16,149,1.00820,78,-0.0832,44,-0.9641,62,-0.4397,72,-0.2133,103,0.37447,66,-0.3492,86,0.06943
ENSG00000168209,DDIT4,56,-0.3023,33,-1.2266,20,-1.8679,20,-1.8648,53,-0.3717,173,1.66639,56,-0.3091,164,1.55818
ENSG00000148719,DNAJB12,35,-0.2989,54,0.49647,26,-0.7440,59,0.56657,38,-0.1769,41,-0.0217,21,-1.0373,49,0.23478
ENSG00000107745,MICU1,37,-0.8378,77,0.38010,52,-0.3152,72,0.21275,59,-0.1035,48,-0.4514,67,0.09679,80,0.37959
ENSG00000182180,MRPS16,59,0.02122,50,-0.2579,71,0.32602,68,0.25011,63,0.14178,46,-0.3668,46,-0.3852,70,0.29261
ENSG00000138279,ANXA7,131,0.01416,124,-0.0952,136,0.06823,156,0.29293,87,-0.6352,130,0.00294,140,0.11486,144,0.16889
ENSG00000107758,PPP3CB,381,-0.2592,680,0.83622,519,0.24218,565,0.38366,314,-0.5612,337,-0.4540,346,-0.4092,205,-1.2215
ENSG00000176986,SEC24C,17,-1.3965,43,0.04759,51,0.29595,52,0.34683,35,-0.2955,61,0.60043,28,-0.6552,50,0.27271
ENSG00000196968,FUT11,23,-0.1340,30,0.33015,27,0.10086,23,-0.1461,23,-0.1567,24,-0.0813,24,-0.0813,23,-0.1442
ENSG00000172586,CHCHD1,169,1.26839,80,-0.0197,30,-1.5339,81,-0.0102,83,0.03613,55,-0.6246,83,0.03461,69,-0.2550
ENSG00000214655,ZSWIM8,22,-0.7463,47,0.51441,27,-0.4643,29,-0.3534,39,0.10255,60,0.85104,18,-1.0736,36,-0.0126
ENSG00000166507,NDST2,22,-0.2611,26,-0.0321,22,-0.2599,30,0.23964,13,-1.0558,38,0.63917,32,0.33416,25,-0.0426
ENSG00000148660,CAMK2G,145,-0.3154,158,-0.2049,231,0.44099,177,0.00136,132,-0.4675,238,0.48925,128,-0.5185,225,0.39740
ENSG00000156650,KAT6B,70,0.68654,45,-0.0627,50,0.11722,20,-1.3173,52,0.17144,27,-0.8564,67,0.60387,43,-0.1234
ENSG00000156671,SAMD8,38,-0.8905,111,0.98972,43,-0.7150,47,-0.5928,31,-1.2207,93,0.52031,75,0.14947,63,-0.1246
ENSG00000165637,VDAC2,135,0.08377,112,-0.2476,116,-0.1628,133,0.06015,81,-0.7301,148,0.23260,180,0.55695,139,0.12352
ENSG00000165655,ZNF503,8,-1.6161,17,-0.5114,41,0.92238,49,1.26488,25,0.07966,6,-1.9299,15,-0.6662,32,0.49599
ENSG00000156113,KCNMA1,158,-0.4911,288,0.56881,201,-0.1065,293,0.51064,152,-0.5470,214,-0.0097,172,-0.3592,169,-0.3836
ENSG00000148606,POLR3A,48,-0.0088,48,0.00078,47,-0.0307,83,0.92311,24,-1.0384,57,0.28583,37,-0.4195,39,-0.3120
ENSG00000138326,RPS24,1385,0.69365,573,-0.8221,663,-0.5137,665,-0.5077,1656,1.00932,740,-0.3396,991,0.13100,989,0.12643
ENSG00000108175,ZMIZ1,121,0.31344,87,-0.2466,141,0.56009,111,0.16552,108,0.11717,86,-0.2520,72,-0.5163,89,-0.1998
ENSG00000108179,PPIF,33,0.27403,17,-0.8213,18,-0.6455,35,0.37440,15,-0.9240,34,0.31947,36,0.41047,45,0.78147
ENSG00000165424,ZCCHC24,135,0.25104,45,-1.5723,147,0.38736,65,-0.9165,255,1.36841,83,-0.5291,93,-0.3503,175,0.68383
ENSG00000189129,PLAC9,110,1.37828,44,-0.2231,22,-1.2550,17,-1.6060,24,-1.1070,69,0.56033,78,0.76137,37,-0.4548
ENSG00000122359,ANXA11,166,-0.0521,269,0.89913,182,0.09802,155,-0.1595,82,-1.1440,159,-0.1246,203,0.27295,59,-1.6411
ENSG00000122378,PRXL2A,131,-1.2627,287,-0.0459,302,0.04280,174,-0.8279,258,-0.2112,330,0.18783,475,0.80454,404,0.52648
ENSG00000108219,TSPAN14,47,-0.5741,111,0.99305,64,-0.0959,59,-0.2310,18,-2.0148,59,-0.2331,91,0.48215,51,-0.4415
ENSG00000185737,NRG3,17,-0.9901,45,0.67462,27,-0.2278,35,0.15152,10,-1.7025,36,0.18932,46,0.62736,24,-0.4161
ENSG00000165678,GHITM,348,-0.3515,471,0.15274,519,0.29432,543,0.36851,303,-0.5691,364,-0.2817,469,0.12758,417,-0.0647
ENSG00000148604,RGR,14,-0.8136,11,-1.3070,2,-3.7417,0,-5.9868,13,-0.9698,101,2.78046,23,-0.0472,41,0.89797
ENSG00000107771,CCSER2,104,0.33546,83,-0.0408,63,-0.4741,74,-0.2192,124,0.62132,44,-1.0419,111,0.43527,79,-0.1103
ENSG00000182771,GRID1,0,-5.4588,34,0.36374,16,-0.8457,20,-0.5217,33,0.28715,37,0.44697,37,0.46691,40,0.58586
ENSG00000062650,WAPL,61,1.01056,36,0.12717,27,-0.3417,18,-0.9793,25,-0.4361,36,0.11997,23,-0.6133,40,0.28146
ENSG00000173267,SNCG,276,-0.7407,387,-0.2392,641,0.62450,600,0.50997,273,-0.7576,351,-0.3638,490,0.17262,564,0.40452
ENSG00000148671,ADIRF,480,0.93535,176,-0.7851,80,-1.9097,100,-1.5646,230,-0.2942,368,0.47631,615,1.39509,258,-0.1060
ENSG00000148672,GLUD1,314,-0.7927,377,-0.5671,273,-1.0093,229,-1.2778,212,-1.3962,943,1.01553,1001,1.12452,946,1.02079
ENSG00000138138,ATAD1,47,-0.8150,80,0.01430,94,0.26895,99,0.34859,63,-0.3803,65,-0.3170,114,0.59599,74,-0.1101
ENSG00000171862,PTEN,160,-0.0050,188,0.29190,170,0.08655,205,0.39852,146,-0.1506,146,-0.1577,106,-0.6519,139,-0.2387
ENSG00000119917,IFIT3,77,1.46617,19,-0.9859,14,-1.2945,9,-1.9482,11,-1.6107,58,0.93506,53,0.79066,38,0.22355
ENSG00000185745,IFIT1,40,-0.5403,47,-0.3241,33,-0.8468,114,1.21270,49,-0.2092,51,-0.1452,52,-0.1270,73,0.42374
ENSG00000148688,RPP30,34,0.19224,41,0.56213,34,0.15663,22,-0.5017,16,-1.0088,26,-0.2642,18,-0.8320,43,0.57044
ENSG00000180628,PCGF5,94,0.30025,52,-0.7260,60,-0.4351,94,0.29443,62,-0.3748,97,0.35762,60,-0.4218,135,0.91225
ENSG00000119938,PPP1R3C,56,-0.6777,53,-0.8153,26,-1.8298,25,-1.8463,72,-0.2698,195,1.43789,128,0.67518,159,1.06206
ENSG00000107854,TNKS2,63,-0.4279,137,1.04452,67,-0.3196,53,-0.6767,87,0.09729,60,-0.5058,54,-0.6624,80,-0.0376
ENSG00000107864,CPEB3,59,-0.3272,67,-0.1464,128,0.94595,97,0.47380,58,-0.3550,62,-0.2692,56,-0.4254,62,-0.2674
ENSG00000198060,MARCH5,6,-2.6760,44,0.43172,47,0.48156,25,-0.5150,34,-0.0471,53,0.68422,38,0.13519,24,-0.5689
ENSG00000138190,EXOC6,7,-2.1479,58,1.30861,15,-1.1337,38,0.33294,17,-0.9510,35,0.18312,30,-0.0674,21,-0.5909
ENSG00000138207,RBP4,52,-0.1007,84,0.80756,45,-0.3568,52,-0.1274,27,-1.0989,54,-0.0492,86,0.72067,18,-1.7061
ENSG00000148690,FRA10AC1,110,0.52942,55,-0.6652,68,-0.2579,79,-0.0226,113,0.57229,91,0.19710,98,0.33679,52,-0.6908
ENSG00000108231,LGI1,31,-1.1488,62,-0.0999,61,-0.1080,71,0.14386,42,-0.7057,130,1.17315,46,-0.5490,83,0.39413
ENSG00000095637,SORBS1,96,-0.4235,148,0.30772,118,-0.0989,130,0.05074,90,-0.5337,159,0.37980,143,0.20909,100,-0.3605
ENSG00000059573,ALDH18A1,23,-0.6059,33,-0.0499,24,-0.5418,39,0.22219,55,0.80171,36,0.07768,14,-1.3763,49,0.60865
ENSG00000077147,TM9SF3,64,-0.8047,98,-0.1421,98,-0.1352,87,-0.3134,122,0.23079,122,0.22705,158,0.66483,108,0.02771
ENSG00000196233,LCOR,72,1.44261,27,-0.2559,19,-0.7652,30,-0.0508,26,-0.2775,19,-0.7447,36,0.24985,24,-0.4311
ENSG00000187122,SLIT1,194,-0.8267,380,0.28548,504,0.72417,677,1.25563,205,-0.7361,242,-0.4800,191,-0.8494,170,-1.0231
ENSG00000171314,PGAM1,414,-0.2421,562,0.29207,501,0.06422,573,0.28530,303,-0.7349,340,-0.5540,460,-0.0757,621,0.41817
ENSG00000155229,MMS19,27,-1.2325,55,-0.1311,91,0.71112,102,0.90392,37,-0.7315,47,-0.3650,78,0.44247,42,-0.5339
ENSG00000171160,MORN4,47,-0.5684,87,0.49986,70,0.06713,76,0.21521,50,-0.4479,73,0.14747,52,-0.3862,60,-0.1838
ENSG00000155252,PI4K2A,61,0.49560,60,0.55195,53,0.27723,34,-0.4482,46,0.04858,36,-0.3712,28,-0.7609,27,-0.7729
ENSG00000155256,ZFYVE27,34,-0.7852,76,0.57308,73,0.41231,71,0.37649,50,-0.2135,59,0.05479,37,-0.6532,33,-0.8229
ENSG00000155265,GOLGA7B,47,-0.9396,57,-0.7110,92,0.11226,153,0.98347,92,0.10936,72,-0.2825,59,-0.5784,142,0.84877
ENSG00000107521,HPS1,38,0.52879,18,-0.6926,18,-0.6991,33,0.26638,21,-0.4114,27,-0.0099,27,-0.0442,48,0.91132
ENSG00000119946,CNNM1,112,0.79433,62,-0.2138,52,-0.4497,110,0.75678,51,-0.4827,54,-0.3972,79,0.20052,45,-0.6976
ENSG00000120053,GOT1,123,-0.3986,182,0.25843,160,0.01601,269,0.89344,130,-0.3211,121,-0.4310,100,-0.7278,160,0.01351
ENSG00000155287,SLC25A28,63,0.58794,48,0.15834,55,0.37535,44,0.01299,24,-0.9397,54,0.33332,30,-0.5726,29,-0.6503
ENSG00000014919,COX15,2,-3.6352,29,0.12774,52,1.14207,33,0.32885,22,-0.2920,22,-0.3333,14,-0.9465,38,0.56888
ENSG00000107566,ERLIN1,20,-0.5109,29,0.11177,28,0.08262,31,0.21449,14,-1.0025,23,-0.2745,47,0.92579,23,-0.2416
ENSG00000196072,BLOC1S2,67,0.33240,48,-0.2398,42,-0.4105,75,0.51773,35,-0.6808,36,-0.6445,60,0.16185,80,0.63306
ENSG00000099194,SCD,394,-0.8840,408,-0.9173,963,0.55493,402,-0.8499,1008,0.63293,768,0.17470,686,-0.0094,1172,0.89568
ENSG00000235823,OLMALINC,32,-0.0692,25,-0.4888,25,-0.4327,32,-0.0430,71,1.30261,47,0.57828,17,-1.0460,24,-0.4964
ENSG00000166136,NDUFB8,353,-0.3817,408,-0.1729,537,0.29437,474,0.08891,482,0.11680,299,-0.6411,524,0.25363,552,0.34158
ENSG00000166135,HIF1AN,50,0.19115,55,0.40291,48,0.10018,43,-0.0729,49,0.15800,34,-0.4500,35,-0.3752,33,-0.4765
ENSG00000119906,SLF2,41,-0.3008,83,1.03735,61,0.32565,31,-0.7185,32,-0.6996,52,0.07522,24,-1.1340,40,-0.3295
ENSG00000055950,MRPL43,80,-0.0006,68,-0.2875,43,-0.9856,82,0.03934,56,-0.5740,136,0.88546,105,0.44710,83,0.06125
ENSG00000107816,LZTS2,31,-0.1984,30,-0.2999,44,0.35981,34,-0.0462,42,0.31451,36,0.03985,12,-1.6287,57,0.81157
ENSG00000107819,SFXN3,27,-1.4343,94,0.62096,78,0.22088,105,0.71032,36,-0.9847,57,-0.2832,84,0.32990,40,-0.8410
ENSG00000166167,BTRC,41,-1.0140,120,0.82444,89,0.19735,101,0.40739,38,-1.1206,65,-0.3120,71,-0.1778,66,-0.2886
ENSG00000166171,DPCD,33,0.09771,19,-0.8839,21,-0.6257,40,0.38331,29,-0.1027,28,-0.1625,50,0.79192,42,0.49946
ENSG00000166169,POLL,37,0.57406,22,-0.3366,34,0.40445,43,0.84120,12,-1.2383,18,-0.6110,21,-0.3788,28,0.12558
ENSG00000107829,FBXW4,19,-1.7815,61,-0.0618,77,0.34204,61,-0.0521,95,0.69119,48,-0.4247,78,0.35015,65,0.05732
ENSG00000198408,OGA,238,0.12812,279,0.46114,231,0.08329,222,0.01744,185,-0.2747,193,-0.2058,236,0.11204,114,-1.0264
ENSG00000120049,KCNIP2,67,-0.4924,185,1.50363,40,-1.2736,20,-2.3060,53,-0.8723,131,0.59187,92,0.01028,52,-0.9007
ENSG00000120029,ARMH3,25,-0.0298,26,0.02866,8,-1.7542,39,0.68092,38,0.63053,29,0.18329,11,-1.3649,30,0.25558
ENSG00000166197,NOLC1,24,-1.3746,74,0.48454,58,0.00426,62,0.10482,66,0.22310,67,0.24457,34,-0.8103,60,0.06544
ENSG00000107862,GBF1,68,0.26109,68,0.32569,62,0.12922,47,-0.3232,41,-0.5284,61,0.09568,33,-0.8661,69,0.29769
ENSG00000059915,PSD,964,0.15770,849,-0.0554,925,0.09044,799,-0.1467,990,0.20142,648,-0.4798,1113,0.39616,739,-0.2708
ENSG00000107872,FBXL15,119,0.05528,114,-0.0171,99,-0.2530,118,0.03992,135,0.25478,68,-0.8236,166,0.59973,105,-0.1531
ENSG00000107874,CUEDC2,54,-0.5979,74,-0.1272,67,-0.2681,81,0.04608,76,-0.0676,43,-0.9382,121,0.71060,121,0.71645
ENSG00000269609,RPARP-AS1,6,-2.1957,34,0.36288,37,0.45058,35,0.37676,24,-0.2069,16,-0.8441,23,-0.3011,41,0.65319
ENSG00000138111,MFSD13A,38,0.31450,53,1.07819,24,-0.4233,36,0.22490,23,-0.4523,20,-0.7128,14,-1.1679,19,-0.7496
ENSG00000138107,ACTR1A,49,-1.9072,182,0.14575,227,0.49615,287,0.90030,135,-0.3497,155,-0.1361,187,0.17331,111,-0.6553
ENSG00000171206,TRIM8,80,-0.2035,75,-0.3242,66,-0.4945,66,-0.5060,78,-0.2434,110,0.31643,99,0.14910,165,1.01760
ENSG00000138175,ARL3,125,0.51297,94,0.05413,74,-0.3444,65,-0.5547,65,-0.5450,105,0.21969,90,-0.0264,113,0.33889
ENSG00000166272,WBP1L,40,0.02667,26,-0.7208,37,-0.0715,32,-0.2876,51,0.42901,37,-0.0661,32,-0.3065,70,0.97825
ENSG00000166275,BORCS7,75,0.00917,69,-0.1366,63,-0.2685,60,-0.3415,100,0.49384,71,-0.0711,70,-0.1014,92,0.35466
ENSG00000148842,CNNM2,50,0.44037,26,-0.6896,50,0.41435,52,0.47819,41,0.09070,31,-0.3505,27,-0.5798,45,0.25059
ENSG00000076685,NT5C2,13,-1.6844,36,-0.1663,15,-1.4909,15,-1.5091,46,0.24780,80,1.18424,32,-0.3651,85,1.30567
ENSG00000148798,INA,160,-0.6377,394,1.01735,224,-0.1016,317,0.46746,149,-0.7465,191,-0.3580,194,-0.3371,127,-0.9884
ENSG00000173915,ATP5MD,441,-0.3457,573,0.08579,480,-0.2125,525,-0.0684,551,0.01091,518,-0.0873,694,0.39279,570,0.06698
ENSG00000107954,NEURL1,121,-0.4521,181,0.21972,226,0.56108,135,-0.2837,174,0.12485,125,-0.4099,191,0.28271,116,-0.5261
ENSG00000107957,SH3PXD2A,28,-1.3763,82,0.35903,91,0.47040,101,0.66002,78,0.21537,59,-0.2146,40,-0.8488,52,-0.4383
ENSG00000065613,SLK,22,-1.0364,68,0.86830,44,0.00125,35,-0.3414,18,-1.3625,56,0.39531,49,0.17430,34,-0.3803
ENSG00000148834,GSTO1,143,0.79119,77,-0.2693,65,-0.4950,73,-0.3250,51,-0.8888,105,0.27224,122,0.52008,90,0.01185
ENSG00000156395,SORCS3,38,-0.0532,42,0.13573,55,0.56007,50,0.40618,57,0.62394,21,-0.9833,9,-2.2133,38,-0.0367
ENSG00000108039,XPNPEP1,39,0.43274,39,0.46444,11,-1.5145,17,-0.8523,28,-0.1470,27,-0.2031,48,0.74923,25,-0.2825
ENSG00000148700,ADD3,242,0.07231,160,-0.6481,115,-1.0957,75,-1.7453,237,0.03662,326,0.57124,384,0.85542,383,0.84844
ENSG00000119950,MXI1,74,-0.2154,74,-0.2366,67,-0.3567,47,-0.9281,97,0.23303,89,0.07782,93,0.15509,145,0.91028
ENSG00000108055,SMC3,50,0.72823,20,-0.8517,31,-0.0361,18,-0.8722,54,0.87408,49,0.68590,30,-0.1077,18,-0.9335
ENSG00000150593,PDCD4,80,1.03371,51,0.30872,28,-0.7148,30,-0.6008,43,-0.0211,40,-0.1242,11,-2.0399,57,0.45033
ENSG00000214413,BBIP1,37,0.12912,30,-0.2578,33,-0.0974,27,-0.3970,31,-0.1492,37,0.09175,44,0.40839,42,0.31310
ENSG00000108061,SHOC2,116,-0.3337,178,0.41703,249,0.93406,171,0.28642,79,-0.9252,138,-0.0645,105,-0.4951,75,-1.0067
ENSG00000119927,GPAM,41,-0.2923,34,-0.6628,8,-2.6424,15,-1.8320,15,-1.8495,129,1.68204,68,0.52802,103,1.24406
ENSG00000043591,ADRB1,53,0.76951,50,0.80584,9,-1.9838,15,-1.2453,22,-0.6687,53,0.75584,18,-0.9765,31,-0.1130
ENSG00000165813,CCDC186,37,0.46944,32,0.27136,10,-1.5244,29,0.08590,36,0.43288,21,-0.4074,27,-0.0041,24,-0.2361
ENSG00000099204,ABLIM1,151,0.29939,111,-0.2214,77,-0.7585,89,-0.5383,104,-0.2973,206,0.83457,117,-0.1156,162,0.42561
ENSG00000151553,FAM160B1,37,0.11817,45,0.49615,55,0.77187,31,-0.1684,12,-1.5468,31,-0.1545,33,-0.0838,22,-0.7355
ENSG00000165832,TRUB1,38,-0.5181,66,0.40810,81,0.69609,76,0.59656,26,-1.0948,67,0.37568,31,-0.8411,27,-1.0378
ENSG00000107518,ATRNL1,72,-0.7356,175,0.85652,100,-0.2066,192,0.87748,81,-0.5443,90,-0.3734,84,-0.4827,57,-1.0839
ENSG00000165868,HSPA12A,165,-0.3625,300,0.73794,258,0.36467,257,0.35892,167,-0.3362,141,-0.6059,159,-0.4140,111,-0.9668
ENSG00000187164,SHTN1,95,-0.4102,98,-0.4087,165,0.47920,187,0.69650,269,1.35393,37,-1.8275,87,-0.5512,72,-0.8387
ENSG00000165650,PDZD8,45,-0.0178,43,-0.0961,49,0.12053,27,-0.8091,61,0.48557,67,0.64742,25,-0.8996,48,0.09081
ENSG00000229847,EMX2OS,67,0.02611,54,-0.3473,22,-1.6420,13,-2.4702,58,-0.1932,80,0.33047,125,1.09103,118,0.98603
ENSG00000170370,EMX2,51,0.01856,24,-1.2560,40,-0.3652,5,-3.4360,40,-0.3788,101,1.17135,108,1.29648,64,0.36425
ENSG00000107560,RAB11FIP2,63,0.56154,50,0.22951,49,0.16228,45,-0.0045,39,-0.1992,31,-0.5501,34,-0.4469,40,-0.1865
ENSG00000165669,FAM204A,59,0.17256,49,-0.1576,41,-0.4192,53,-0.0151,37,-0.5790,30,-0.8646,67,0.39313,93,0.95064
ENSG00000151893,CACUL1,23,-1.1127,54,0.29027,49,0.09818,66,0.57768,60,0.43047,72,0.73285,16,-1.6566,24,-1.0514
ENSG00000107581,EIF3A,99,-0.0452,92,-0.1738,95,-0.1002,88,-0.2205,129,0.40077,76,-0.4577,118,0.24489,123,0.31354
ENSG00000119979,DENND10,34,-0.4398,47,0.08406,36,-0.3531,37,-0.3325,55,0.31110,65,0.60437,40,-0.1822,45,-0.0083
ENSG00000165672,PRDX3,148,0.29068,108,-0.2521,97,-0.3907,122,-0.0233,103,-0.2943,106,-0.2541,189,0.70193,135,0.13897
ENSG00000151923,TIAL1,35,-0.2974,51,0.34976,19,-1.1883,38,-0.1638,56,0.46655,39,-0.1045,49,0.25121,41,-0.0544
ENSG00000151929,BAG3,38,0.01933,21,-0.9953,10,-1.9878,14,-1.5163,29,-0.3968,72,1.10508,40,0.11152,92,1.58106
ENSG00000198825,INPP5F,196,-0.7661,315,-0.0226,413,0.42603,550,0.92131,380,0.28604,254,-0.3671,221,-0.5838,227,-0.5389
ENSG00000066468,FGFR2,4,-3.3335,26,-0.9414,28,-0.7245,20,-1.2552,54,0.29604,105,1.48200,62,0.54909,77,0.92384
ENSG00000107669,ATE1,41,-0.1370,48,0.13336,47,0.09670,66,0.67166,38,-0.2450,58,0.44548,22,-1.0647,31,-0.5610
ENSG00000138162,TACC2,12,-1.5612,42,0.39106,34,-0.0182,53,0.74349,35,0.07243,36,0.11146,12,-1.5965,39,0.24530
