"gene","cellType.target","mean.target","cellType.2nd","mean.2nd","MeanRatio","MeanRatio.rank","MeanRatio.anno","gene_ensembl","gene_name"
"SIK3","Oligo.5",4.71368229422251,"Oligo.1",5.41998882293635,0.869684873569316,9,"Oligo.5/Oligo.1: 0.87","ENSG00000160584","SIK3"
"NCKAP5","Oligo.5",3.76881513059144,"Oligo.2",4.33364316865445,0.869664387195407,10,"Oligo.5/Oligo.2: 0.87","ENSG00000176771","NCKAP5"
"MAGI2","Oligo.5",5.11432804314225,"Oligo.2",5.89816670067882,0.867104695863149,11,"Oligo.5/Oligo.2: 0.867","ENSG00000187391","MAGI2"
"ANKRD12","Oligo.5",2.13205551406635,"Oligo.2",2.46151897072972,0.866154410922253,12,"Oligo.5/Oligo.2: 0.866","ENSG00000101745","ANKRD12"
"TCF12","Oligo.5",3.99575852151713,"Oligo.1",4.61710486924966,0.865425116966532,13,"Oligo.5/Oligo.1: 0.865","ENSG00000140262","TCF12"
"FNBP1","Oligo.5",2.91100255702681,"Oligo.2",3.36733207406076,0.864483363387548,14,"Oligo.5/Oligo.2: 0.864","ENSG00000187239","FNBP1"
"MALAT1","Oligo.5",7.89578797038367,"Astro.4",9.15005566743623,0.862922397126357,15,"Oligo.5/Astro.4: 0.863","ENSG00000251562","MALAT1"
"RERE","Oligo.5",3.09910073487752,"Oligo.2",3.59642946597789,0.861715978081848,16,"Oligo.5/Oligo.2: 0.862","ENSG00000142599","RERE"
"DST","Oligo.5",4.02906189948501,"Astro.5",4.67676659571576,0.861505875272012,17,"Oligo.5/Astro.5: 0.862","ENSG00000151914","DST"
"APP","Oligo.5",3.2571996010039,"Oligo.1",3.78109047810918,0.861444501225672,18,"Oligo.5/Oligo.1: 0.861","ENSG00000142192","APP"
"PCDH9","Oligo.5",6.55969409268081,"Oligo.2",7.61607051029352,0.861296397376447,19,"Oligo.5/Oligo.2: 0.861","ENSG00000184226","PCDH9"
"CCDC88A","Oligo.5",3.27869339675266,"Oligo.2",3.80687616370724,0.861255595338246,20,"Oligo.5/Oligo.2: 0.861","ENSG00000115355","CCDC88A"
"DOCK1","Oligo.5",2.6130880447927,"Oligo.2",3.03814778964846,0.860092472688782,21,"Oligo.5/Oligo.2: 0.86","ENSG00000150760","DOCK1"
"LIMCH1","Oligo.5",3.5580666289175,"Oligo.2",4.14423378016287,0.858558377171876,22,"Oligo.5/Oligo.2: 0.859","ENSG00000064042","LIMCH1"
"DIP2B","Oligo.5",3.43632072604553,"Oligo.1",4.01396965667773,0.856090359409866,23,"Oligo.5/Oligo.1: 0.856","ENSG00000066084","DIP2B"
"PTK2","Oligo.5",3.54745078976355,"Oligo.1",4.14640718265226,0.855548100679878,24,"Oligo.5/Oligo.1: 0.856","ENSG00000169398","PTK2"
"NCAM1","Oligo.5",3.66961452135666,"Oligo.1",4.29300336819639,0.854789574250525,25,"Oligo.5/Oligo.1: 0.855","ENSG00000149294","NCAM1"
"ZNF638","Oligo.5",3.13614611893135,"Oligo.2",3.66966023507548,0.85461484661586,26,"Oligo.5/Oligo.2: 0.855","ENSG00000075292","ZNF638"
"QKI","Oligo.5",5.34806482920935,"Oligo.2",6.25830338945387,0.854555060117667,27,"Oligo.5/Oligo.2: 0.855","ENSG00000112531","QKI"
"PDE4B","Oligo.5",4.98831617307012,"Oligo.1",5.8498627188386,0.852723630078701,28,"Oligo.5/Oligo.1: 0.853","ENSG00000184588","PDE4B"
"TJP1","Oligo.5",3.39159989169769,"Oligo.2",3.98904196447922,0.850229183322335,29,"Oligo.5/Oligo.2: 0.85","ENSG00000104067","TJP1"
"FRMD5","Oligo.5",4.46245248617814,"Oligo.1",5.25240065514381,0.849602454033652,30,"Oligo.5/Oligo.1: 0.85","ENSG00000171877","FRMD5"
"DOCK10","Oligo.5",4.07627713184441,"Oligo.2",4.79879914862584,0.849436912359975,31,"Oligo.5/Oligo.2: 0.849","ENSG00000135905","DOCK10"
"POLR2F","Oligo.5",2.54977303349547,"Oligo.1",3.00379987591281,0.848849170659424,32,"Oligo.5/Oligo.1: 0.849","ENSG00000100142","POLR2F"
"DLG1","Oligo.5",3.70727400481072,"Oligo.2",4.36887644955142,0.848564624708343,33,"Oligo.5/Oligo.2: 0.849","ENSG00000075711","DLG1"
"PIP4K2A","Oligo.5",4.31611179340717,"Oligo.1",5.090013834807,0.847956790194232,34,"Oligo.5/Oligo.1: 0.848","ENSG00000150867","PIP4K2A"
"AOPEP","Oligo.5",2.93771711436707,"Oligo.2",3.46464572821509,0.84791270011913,35,"Oligo.5/Oligo.2: 0.848","ENSG00000148120","AOPEP"
"PRUNE2","Oligo.5",3.40347507722963,"Oligo.1",4.0150192746193,0.847685862617023,36,"Oligo.5/Oligo.1: 0.848","ENSG00000106772","PRUNE2"
"CLASP2","Oligo.5",3.81280804733576,"Oligo.2",4.50859029057057,0.845676320447659,37,"Oligo.5/Oligo.2: 0.846","ENSG00000163539","CLASP2"
"APBB2","Oligo.5",3.11552273954866,"OPC.3",3.68964692338162,0.844395901354496,38,"Oligo.5/OPC.3: 0.844","ENSG00000163697","APBB2"
"USP54","Oligo.5",2.60414620638038,"Oligo.2",3.08471556030313,0.844209508290766,39,"Oligo.5/Oligo.2: 0.844","ENSG00000166348","USP54"
"ZEB2","Oligo.5",3.82156023432965,"Oligo.2",4.52926203293092,0.843748983067045,40,"Oligo.5/Oligo.2: 0.844","ENSG00000169554","ZEB2"
"IL1RAPL1","Oligo.5",5.77250390177922,"Oligo.1",6.84418588120368,0.843417172177097,41,"Oligo.5/Oligo.1: 0.843","ENSG00000169306","IL1RAPL1"
"ACYP2","Oligo.5",2.14409297648851,"Oligo.2",2.54583104432063,0.842197671079415,42,"Oligo.5/Oligo.2: 0.842","ENSG00000170634","ACYP2"
"LUC7L3","Oligo.5",1.69135966522662,"Astro.1",2.01017660169366,0.841398543690928,43,"Oligo.5/Astro.1: 0.841","ENSG00000108848","LUC7L3"
"FRMD4B","Oligo.5",3.62796946270067,"Oligo.2",4.3166060784278,0.840468042898659,44,"Oligo.5/Oligo.2: 0.84","ENSG00000114541","FRMD4B"
"PHLPP1","Oligo.5",4.11558448787473,"Oligo.1",4.90311047111576,0.839382370052572,45,"Oligo.5/Oligo.1: 0.839","ENSG00000081913","PHLPP1"
"SLC24A2","Oligo.5",4.48596125138828,"Oligo.1",5.34523171948028,0.839245422240451,46,"Oligo.5/Oligo.1: 0.839","ENSG00000155886","SLC24A2"
"RNF220","Oligo.5",4.43637854562776,"Oligo.2",5.28919486806764,0.838762544449143,47,"Oligo.5/Oligo.2: 0.839","ENSG00000187147","RNF220"
"SLCO3A1","Oligo.5",2.95265992709241,"Oligo.2",3.5213865471343,0.838493555754418,48,"Oligo.5/Oligo.2: 0.838","ENSG00000176463","SLCO3A1"
"DLG2","Oligo.5",5.34345759337373,"Excit.L6_CT",6.37308811716982,0.838440877504558,49,"Oligo.5/Excit.L6_CT: 0.838","ENSG00000150672","DLG2"
"ASH1L","Oligo.5",2.07699651598221,"Micro.1",2.47909410169833,0.837804629747352,50,"Oligo.5/Micro.1: 0.838","ENSG00000116539","ASH1L"
"ZNF366","Vasc.Endo",1.28109545831004,"Vasc.PC",0.0987109595934942,12.9782494627321,1,"Vasc.Endo/Vasc.PC: 12.978","ENSG00000178175","ZNF366"
"MECOM","Vasc.Endo",3.82731212294302,"Vasc.PC",0.349904993274439,10.9381466298229,2,"Vasc.Endo/Vasc.PC: 10.938","ENSG00000085276","MECOM"
"TIE1","Vasc.Endo",1.04053762303193,"Vasc.PC",0.116748343166384,8.91265430250268,3,"Vasc.Endo/Vasc.PC: 8.913","ENSG00000066056","TIE1"
"VWF","Vasc.Endo",3.3423945024272,"Vasc.PC",0.385167671994415,8.67776489423458,4,"Vasc.Endo/Vasc.PC: 8.678","ENSG00000110799","VWF"
"NOTCH4","Vasc.Endo",1.01183102767405,"Vasc.PC",0.126863395821235,7.97575235255283,5,"Vasc.Endo/Vasc.PC: 7.976","ENSG00000204301","NOTCH4"
"ANXA3","Vasc.Endo",1.20633108221293,"Excit.L5_6_NP",0.158042946371296,7.63293212326507,6,"Vasc.Endo/Excit.L5_6_NP: 7.633","ENSG00000138772","ANXA3"
"ADGRL4","Vasc.Endo",2.05505740608493,"Vasc.PC",0.27663430549196,7.42878726638864,7,"Vasc.Endo/Vasc.PC: 7.429","ENSG00000162618","ADGRL4"
"HERC2P9","Vasc.Endo",1.47161224356967,"Vasc.PC",0.200225089790246,7.34978940507064,8,"Vasc.Endo/Vasc.PC: 7.35","ENSG00000291082","HERC2P9"
"TGM2","Vasc.Endo",1.61052347704848,"Vasc.PC",0.238538247828382,6.75163623322656,9,"Vasc.Endo/Vasc.PC: 6.752","ENSG00000198959","TGM2"
"MFSD2A","Vasc.Endo",1.50336259663224,"Vasc.PC",0.231099521409035,6.505260536526,10,"Vasc.Endo/Vasc.PC: 6.505","ENSG00000168389","MFSD2A"
"ATP10A","Vasc.Endo",4.36588149443825,"Vasc.PC",0.672262470350598,6.49431090829949,11,"Vasc.Endo/Vasc.PC: 6.494","ENSG00000206190","ATP10A"
"HERC2P3","Vasc.Endo",2.93380020388523,"Vasc.PC",0.482733793673439,6.07747011362105,12,"Vasc.Endo/Vasc.PC: 6.077","ENSG00000290376","HERC2P3"
"ABCB1","Vasc.Endo",4.21836308671774,"Vasc.PC",0.72511037425642,5.81754617846084,13,"Vasc.Endo/Vasc.PC: 5.818","ENSG00000085563","ABCB1"
"SLC2A1","Vasc.Endo",2.48671299875076,"Vasc.PC",0.457536915004085,5.43499970647954,14,"Vasc.Endo/Vasc.PC: 5.435","ENSG00000117394","SLC2A1"
"PODXL","Vasc.Endo",2.44151367835661,"Vasc.PC",0.454967904603544,5.36634266648793,15,"Vasc.Endo/Vasc.PC: 5.366","ENSG00000128567","PODXL"
"LIMS2","Vasc.Endo",1.42988377105401,"Vasc.PC",0.273850381120372,5.22140507967924,16,"Vasc.Endo/Vasc.PC: 5.221","ENSG00000072163","LIMS2"
"CLDN5","Vasc.Endo",2.60938112765677,"Vasc.PC",0.499757591411816,5.22129362814733,17,"Vasc.Endo/Vasc.PC: 5.221","ENSG00000184113","CLDN5"
"FLT1","Vasc.Endo",4.72920830696693,"Vasc.PC",0.950801751074649,4.97391627815337,18,"Vasc.Endo/Vasc.PC: 4.974","ENSG00000102755","FLT1"
"SLC7A5","Vasc.Endo",2.53293669350158,"Vasc.PC",0.520684136709961,4.86463196191535,19,"Vasc.Endo/Vasc.PC: 4.865","ENSG00000103257","SLC7A5"
"CDH5","Vasc.Endo",1.15038168618999,"Vasc.VLMC",0.240644433037718,4.78042093751524,20,"Vasc.Endo/Vasc.VLMC: 4.78","ENSG00000179776","CDH5"
"ABCG2","Vasc.Endo",2.933485615922,"Vasc.PC",0.637141358480938,4.60413623582053,21,"Vasc.Endo/Vasc.PC: 4.604","ENSG00000118777","ABCG2"
"ENSG00000291003","Vasc.Endo",2.57647350393639,"Excit.L2_5.2",0.587940092390854,4.38220413487908,22,"Vasc.Endo/Excit.L2_5.2: 4.382","ENSG00000291003","ENSG00000291003"
"OCLN","Vasc.Endo",0.996715042785447,"Oligo.2",0.23591783498259,4.22483973226951,23,"Vasc.Endo/Oligo.2: 4.225","ENSG00000197822","OCLN"
"ITM2A","Vasc.Endo",1.82431278692747,"Vasc.PC",0.434255764140721,4.20100995213572,24,"Vasc.Endo/Vasc.PC: 4.201","ENSG00000078596","ITM2A"
"SLC38A5","Vasc.Endo",1.03193129850011,"Vasc.PC",0.24586194763149,4.197198096091,25,"Vasc.Endo/Vasc.PC: 4.197","ENSG00000017483","SLC38A5"
"EMCN","Vasc.Endo",1.495726136001,"Vasc.PC",0.369683499415278,4.04596401615643,26,"Vasc.Endo/Vasc.PC: 4.046","ENSG00000164035","EMCN"
"SLC39A8","Vasc.Endo",1.32316013542015,"Vasc.PC",0.337791974867659,3.91708576243866,27,"Vasc.Endo/Vasc.PC: 3.917","ENSG00000138821","SLC39A8"
"ELOVL7","Vasc.Endo",3.57881784078705,"Oligo.2",0.928943415592261,3.85256817661528,28,"Vasc.Endo/Oligo.2: 3.853","ENSG00000164181","ELOVL7"
"SMAD6","Vasc.Endo",1.52876954677296,"Vasc.VLMC",0.399001570487132,3.83148754253403,29,"Vasc.Endo/Vasc.VLMC: 3.831","ENSG00000137834","SMAD6"
"EGFL7","Vasc.Endo",1.47535731393902,"Vasc.PC",0.398528117441768,3.70201561538402,30,"Vasc.Endo/Vasc.PC: 3.702","ENSG00000172889","EGFL7"
"CAVIN2","Vasc.Endo",1.45033900685156,"Vasc.PC",0.424931055594304,3.41311605202198,31,"Vasc.Endo/Vasc.PC: 3.413","ENSG00000168497","CAVIN2"
"ID1","Vasc.Endo",1.68648862993602,"Astro.4",0.499774319418112,3.37450037828994,32,"Vasc.Endo/Astro.4: 3.375","ENSG00000125968","ID1"
"ENG","Vasc.Endo",1.629983027735,"Micro.1",0.484160930907906,3.36661412286701,33,"Vasc.Endo/Micro.1: 3.367","ENSG00000106991","ENG"
"DIPK2B","Vasc.Endo",1.44943627990997,"Oligo.2",0.434301335541002,3.33739770361155,34,"Vasc.Endo/Oligo.2: 3.337","ENSG00000147113","DIPK2B"
"CNOT8","Vasc.Endo",1.01195146780641,"Vasc.VLMC",0.328793590985579,3.0777712691206,35,"Vasc.Endo/Vasc.VLMC: 3.078","ENSG00000155508","CNOT8"
"NFKBIA","Vasc.Endo",1.51744727745132,"Vasc.PC",0.502234378512197,3.02139268511758,36,"Vasc.Endo/Vasc.PC: 3.021","ENSG00000100906","NFKBIA"
"YES1","Vasc.Endo",1.59564259007937,"Vasc.PC",0.528133918697849,3.0212840599474,37,"Vasc.Endo/Vasc.PC: 3.021","ENSG00000176105","YES1"
"IFI27","Vasc.Endo",1.60443235518732,"Vasc.PC",0.535364055073335,2.99689966104942,38,"Vasc.Endo/Vasc.PC: 2.997","ENSG00000165949","IFI27"
"FGD5","Vasc.Endo",1.24973048861596,"Inhib.Vip",0.419718316252897,2.97754574966642,39,"Vasc.Endo/Inhib.Vip: 2.978","ENSG00000154783","FGD5"
"HLA-E","Vasc.Endo",2.19612119810665,"Vasc.PC",0.751532172193142,2.92219186265555,40,"Vasc.Endo/Vasc.PC: 2.922","ENSG00000204592","HLA-E"
"ST8SIA6","Vasc.Endo",2.23601966533622,"Inhib.Pax6",0.780190726347131,2.86599108375116,41,"Vasc.Endo/Inhib.Pax6: 2.866","ENSG00000148488","ST8SIA6"
"LMO2","Vasc.Endo",1.300129656835,"Micro.3",0.485190521784456,2.6796270711417,42,"Vasc.Endo/Micro.3: 2.68","ENSG00000135363","LMO2"
"NEDD9","Vasc.Endo",2.48820280606943,"Macro",0.948507297838047,2.6232827219578,43,"Vasc.Endo/Macro: 2.623","ENSG00000111859","NEDD9"
"NET1","Vasc.Endo",1.63562958180825,"Vasc.PC",0.627408007929912,2.60696319003784,44,"Vasc.Endo/Vasc.PC: 2.607","ENSG00000173848","NET1"
"OSMR","Vasc.Endo",1.47230856918211,"Vasc.VLMC",0.567699232665565,2.59346584329356,45,"Vasc.Endo/Vasc.VLMC: 2.593","ENSG00000145623","OSMR"
"KLF2","Vasc.Endo",1.85640820032134,"Vasc.PC",0.716054148255812,2.59255281858675,46,"Vasc.Endo/Vasc.PC: 2.593","ENSG00000127528","KLF2"
"ANO2","Vasc.Endo",3.10611185659302,"Vasc.VLMC",1.23315202651956,2.5188393562144,47,"Vasc.Endo/Vasc.VLMC: 2.519","ENSG00000047617","ANO2"
"BACE2","Vasc.Endo",1.22384493927826,"Vasc.VLMC",0.487691917320078,2.50946324065288,48,"Vasc.Endo/Vasc.VLMC: 2.509","ENSG00000182240","BACE2"
"ERG","Vasc.Endo",2.45382614787811,"Excit.L5_6_NP",0.990990725192296,2.47613432244984,49,"Vasc.Endo/Excit.L5_6_NP: 2.476","ENSG00000157554","ERG"
"HEG1","Vasc.Endo",2.3232647134133,"Inhib.Chandelier",0.963663572784189,2.4108670069379,50,"Vasc.Endo/Inhib.Chandelier: 2.411","ENSG00000173706","HEG1"
"CYSLTR2","Vasc.PC",1.64056742827148,"Vasc.Endo",0.202901730227455,8.08552705012612,1,"Vasc.PC/Vasc.Endo: 8.086","ENSG00000152207","CYSLTR2"
"GJC1","Vasc.PC",2.56859064530465,"Vasc.Endo",0.37800867527892,6.79505739758319,2,"Vasc.PC/Vasc.Endo: 6.795","ENSG00000182963","GJC1"
"PTH1R","Vasc.PC",2.18856699256726,"Vasc.Endo",0.326082844670834,6.71169007611095,3,"Vasc.PC/Vasc.Endo: 6.712","ENSG00000160801","PTH1R"
"FAM162B","Vasc.PC",0.966630983875833,"OPC.3",0.149297282588262,6.47453836478487,4,"Vasc.PC/OPC.3: 6.475","ENSG00000183807","FAM162B"
"RIPOR3","Vasc.PC",1.59737119821013,"Vasc.VLMC",0.257186283347327,6.21095020084292,5,"Vasc.PC/Vasc.VLMC: 6.211","ENSG00000042062","RIPOR3"
"GPER1","Vasc.PC",1.08610199804348,"Vasc.Endo",0.184019149497942,5.90211399741106,6,"Vasc.PC/Vasc.Endo: 5.902","ENSG00000164850","GPER1"
"SLC12A7","Vasc.PC",2.10860380852027,"Vasc.Endo",0.364594872951451,5.78341596372655,7,"Vasc.PC/Vasc.Endo: 5.783","ENSG00000113504","SLC12A7"
"TBX2","Vasc.PC",1.24410099792242,"Vasc.Endo",0.221298326895906,5.6218274009257,8,"Vasc.PC/Vasc.Endo: 5.622","ENSG00000121068","TBX2"
"PLXDC1","Vasc.PC",2.2721028955439,"Vasc.VLMC",0.411679612826075,5.51910472307942,9,"Vasc.PC/Vasc.VLMC: 5.519","ENSG00000161381","PLXDC1"
"SMOC2","Vasc.PC",1.71446143758941,"Vasc.Endo",0.313014177428702,5.47726448582328,10,"Vasc.PC/Vasc.Endo: 5.477","ENSG00000112562","SMOC2"
"LPL","Vasc.PC",1.14309136069953,"Vasc.Endo",0.211982063941936,5.39239659923602,11,"Vasc.PC/Vasc.Endo: 5.392","ENSG00000175445","LPL"
"NOTCH3","Vasc.PC",3.02698100875018,"Vasc.Endo",0.568410442981327,5.32534376545509,12,"Vasc.PC/Vasc.Endo: 5.325","ENSG00000074181","NOTCH3"
"PLOD1","Vasc.PC",1.09767168371824,"Vasc.Endo",0.206901084008512,5.3052969199189,13,"Vasc.PC/Vasc.Endo: 5.305","ENSG00000083444","PLOD1"
"SLC38A11","Vasc.PC",3.74015903798522,"Vasc.Endo",0.720098300384788,5.19395620846022,14,"Vasc.PC/Vasc.Endo: 5.194","ENSG00000169507","SLC38A11"
"ISYNA1","Vasc.PC",1.02805799573591,"Vasc.Endo",0.206141449475513,4.98714837967621,15,"Vasc.PC/Vasc.Endo: 4.987","ENSG00000105655","ISYNA1"
"C1QTNF1","Vasc.PC",0.919516782280833,"Vasc.Endo",0.186007848109169,4.94343003065745,16,"Vasc.PC/Vasc.Endo: 4.943","ENSG00000173918","C1QTNF1"
"ENPEP","Vasc.PC",1.48731272434243,"Excit.L5.2",0.32511998255584,4.57465798518546,17,"Vasc.PC/Excit.L5.2: 4.575","ENSG00000138792","ENPEP"
"EDNRA","Vasc.PC",1.41286316423971,"Inhib.Sst",0.311469407870858,4.53612177805121,18,"Vasc.PC/Inhib.Sst: 4.536","ENSG00000151617","EDNRA"
"HIGD1B","Vasc.PC",1.29656857185092,"Vasc.Endo",0.29527453876664,4.39106120448677,19,"Vasc.PC/Vasc.Endo: 4.391","ENSG00000131097","HIGD1B"
"RERGL","Vasc.PC",1.2005077735286,"Excit.L2",0.277168386830208,4.33133008875223,20,"Vasc.PC/Excit.L2: 4.331","ENSG00000111404","RERGL"
"CARMN","Vasc.PC",2.81876064204448,"Vasc.VLMC",0.703558483631457,4.00643401739013,21,"Vasc.PC/Vasc.VLMC: 4.006","ENSG00000249669","CARMN"
"SLC19A1","Vasc.PC",3.44322690538386,"Vasc.VLMC",0.89162189388676,3.86175679286444,22,"Vasc.PC/Vasc.VLMC: 3.862","ENSG00000173638","SLC19A1"
"NDUFA4L2","Vasc.PC",1.62177491397888,"Vasc.Endo",0.421439035416249,3.84818390725738,23,"Vasc.PC/Vasc.Endo: 3.848","ENSG00000185633","NDUFA4L2"
"RNF152","Vasc.PC",3.23031994910229,"Inhib.Sst",0.882261869930903,3.66140718441711,24,"Vasc.PC/Inhib.Sst: 3.661","ENSG00000176641","RNF152"
"COL4A4","Vasc.PC",1.71345386022414,"Vasc.VLMC",0.485582094922864,3.52865947517346,25,"Vasc.PC/Vasc.VLMC: 3.529","ENSG00000081052","COL4A4"
"HES4","Vasc.PC",1.76618956210789,"Astro.1",0.50146612704101,3.52205157411051,26,"Vasc.PC/Astro.1: 3.522","ENSG00000188290","HES4"
"COL4A3","Vasc.PC",1.96895492333142,"OPC.4",0.559957023746514,3.51626078401107,27,"Vasc.PC/OPC.4: 3.516","ENSG00000169031","COL4A3"
"TFPI","Vasc.PC",1.92668950442942,"Vasc.Endo",0.562707283488869,3.423964041275,28,"Vasc.PC/Vasc.Endo: 3.424","ENSG00000003436","TFPI"
"SLC30A10","Vasc.PC",3.05734091607207,"Astro.1",0.910260859473819,3.35875247655863,29,"Vasc.PC/Astro.1: 3.359","ENSG00000196660","SLC30A10"
"BGN","Vasc.PC",1.9221092213594,"Vasc.VLMC",0.57519172984848,3.34168438385881,30,"Vasc.PC/Vasc.VLMC: 3.342","ENSG00000182492","BGN"
"FOXD1","Vasc.PC",0.860508788375479,"Vasc.VLMC",0.269163117447605,3.19697883029232,31,"Vasc.PC/Vasc.VLMC: 3.197","ENSG00000251493","FOXD1"
"FHL5","Vasc.PC",1.54987134086,"Vasc.Endo",0.490898227400944,3.15721519115231,32,"Vasc.PC/Vasc.Endo: 3.157","ENSG00000112214","FHL5"
"AGRN","Vasc.PC",1.27597228220977,"Excit.L2_5.2",0.416554563991116,3.06315760889607,33,"Vasc.PC/Excit.L2_5.2: 3.063","ENSG00000188157","AGRN"
"MUSTN1","Vasc.PC",1.18283028451895,"Vasc.Endo",0.395771100191619,2.98867270486973,34,"Vasc.PC/Vasc.Endo: 2.989","ENSG00000272573","MUSTN1"
"C11orf96","Vasc.PC",1.14435009516896,"Vasc.Endo",0.384470280331564,2.97643316976825,35,"Vasc.PC/Vasc.Endo: 2.976","ENSG00000187479","C11orf96"
"SLC6A12","Vasc.PC",2.82823122884306,"Vasc.VLMC",0.952805860692081,2.96831846394053,36,"Vasc.PC/Vasc.VLMC: 2.968","ENSG00000111181","SLC6A12"
"PDE7B-AS1","Vasc.PC",1.41381444916345,"Excit.L5.2",0.491864532787854,2.87439804035077,37,"Vasc.PC/Excit.L5.2: 2.874","ENSG00000237596","PDE7B-AS1"
"ENSG00000275443","Vasc.PC",2.58258066405743,"Vasc.VLMC",0.925216180178906,2.79132674004689,38,"Vasc.PC/Vasc.VLMC: 2.791","ENSG00000275443","ENSG00000275443"
"P2RY14","Vasc.PC",2.33846741463099,"Macro",0.868975559641558,2.69106235346318,39,"Vasc.PC/Macro: 2.691","ENSG00000174944","P2RY14"
"PDGFRB","Vasc.PC",3.51935745753448,"Astro.1",1.33313105056638,2.63991860068017,40,"Vasc.PC/Astro.1: 2.64","ENSG00000113721","PDGFRB"
"LGALS1","Vasc.PC",1.06643495331497,"Vasc.Endo",0.423873741647604,2.51592596693939,41,"Vasc.PC/Vasc.Endo: 2.516","ENSG00000100097","LGALS1"
"MYL9","Vasc.PC",1.40908531921165,"Vasc.Endo",0.566832846443187,2.48589214272516,42,"Vasc.PC/Vasc.Endo: 2.486","ENSG00000101335","MYL9"
"ADGRD1","Vasc.PC",1.46260806777472,"Vasc.VLMC",0.608184815888744,2.40487435655131,43,"Vasc.PC/Vasc.VLMC: 2.405","ENSG00000111452","ADGRD1"
"SYNM","Vasc.PC",0.921726821537788,"Vasc.Endo",0.38511507369142,2.393380276453,44,"Vasc.PC/Vasc.Endo: 2.393","ENSG00000182253","SYNM"
"NR2F2","Vasc.PC",2.09698124820003,"Vasc.VLMC",0.919933362713561,2.27949255151969,45,"Vasc.PC/Vasc.VLMC: 2.279","ENSG00000185551","NR2F2"
"GGT5","Vasc.PC",1.57836242666197,"Vasc.Endo",0.71879378019388,2.19584875405604,46,"Vasc.PC/Vasc.Endo: 2.196","ENSG00000099998","GGT5"
"SNTB1","Vasc.PC",2.64570466458503,"Astro.4",1.22580979955114,2.15833212098143,47,"Vasc.PC/Astro.4: 2.158","ENSG00000172164","SNTB1"
"TXNIP","Vasc.PC",2.81879602958053,"Astro.4",1.32707574209228,2.12406567324965,48,"Vasc.PC/Astro.4: 2.124","ENSG00000265972","TXNIP"
"PCBP3","Vasc.PC",2.29148385136478,"Inhib.Pax6",1.08139655835199,2.11900420217438,49,"Vasc.PC/Inhib.Pax6: 2.119","ENSG00000183570","PCBP3"
"PRELP","Vasc.PC",1.40832417213664,"Vasc.VLMC",0.669649882056804,2.10307536799831,50,"Vasc.PC/Vasc.VLMC: 2.103","ENSG00000188783","PRELP"
"COL6A3","Vasc.VLMC",2.06006972592919,"Vasc.Endo",0.0659235609638089,31.2493696610252,1,"Vasc.VLMC/Vasc.Endo: 31.249","ENSG00000163359","COL6A3"
"SLC6A20","Vasc.VLMC",1.84725017117317,"Excit.L2_5.2",0.0774409821893563,23.8536511153271,2,"Vasc.VLMC/Excit.L2_5.2: 23.854","ENSG00000163817","SLC6A20"
"COL1A1","Vasc.VLMC",0.962596216113325,"Vasc.PC",0.106573848205586,9.03219910250804,3,"Vasc.VLMC/Vasc.PC: 9.032","ENSG00000108821","COL1A1"
"BMP5","Vasc.VLMC",1.99090380136551,"Excit.L5_6_NP",0.220726871837481,9.01976177522867,4,"Vasc.VLMC/Excit.L5_6_NP: 9.02","ENSG00000112175","BMP5"
"OGN","Vasc.VLMC",1.07369587815658,"Vasc.PC",0.126611637407807,8.48023057073559,5,"Vasc.VLMC/Vasc.PC: 8.48","ENSG00000106809","OGN"
"C7","Vasc.VLMC",1.38624057161096,"Vasc.PC",0.191046816884532,7.25602548221886,6,"Vasc.VLMC/Vasc.PC: 7.256","ENSG00000112936","C7"
"SLC16A12","Vasc.VLMC",2.1285634692493,"Vasc.PC",0.334200186406786,6.36912711550207,7,"Vasc.VLMC/Vasc.PC: 6.369","ENSG00000152779","SLC16A12"
"CEMIP","Vasc.VLMC",5.50577294412385,"Inhib.Pvalb",0.944600023133312,5.82868177989322,8,"Vasc.VLMC/Inhib.Pvalb: 5.829","ENSG00000103888","CEMIP"
"COL3A1","Vasc.VLMC",1.30406070772106,"Vasc.PC",0.242403194774561,5.3797174947874,9,"Vasc.VLMC/Vasc.PC: 5.38","ENSG00000168542","COL3A1"
"CYP1B1","Vasc.VLMC",1.57819645055942,"Vasc.Endo",0.391176298818945,4.0344889384259,10,"Vasc.VLMC/Vasc.Endo: 4.034","ENSG00000138061","CYP1B1"
"LINC02058","Vasc.VLMC",1.15680625772854,"OPC.4",0.347997122637801,3.32418339829941,11,"Vasc.VLMC/OPC.4: 3.324","ENSG00000248528","LINC02058"
"ERRFI1","Vasc.VLMC",1.22438907926814,"Astro.1",0.372728819182995,3.2849326809554,12,"Vasc.VLMC/Astro.1: 3.285","ENSG00000116285","ERRFI1"
"WDR86","Vasc.VLMC",1.20771324474018,"Excit.L2",0.367727673913057,3.28425987603459,13,"Vasc.VLMC/Excit.L2: 3.284","ENSG00000187260","WDR86"
"FBLN1","Vasc.VLMC",2.04239340271363,"Vasc.PC",0.688928302467554,2.9645950026996,14,"Vasc.VLMC/Vasc.PC: 2.965","ENSG00000077942","FBLN1"
"ADAMTS12","Vasc.VLMC",1.68636745425617,"Excit.L2_5.2",0.578413573881221,2.91550463268083,15,"Vasc.VLMC/Excit.L2_5.2: 2.916","ENSG00000151388","ADAMTS12"
