Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3,Feature log2 fold change topic 3,Feature count topic 4to6,Feature log2 fold change topic 4to6,Feature count topic 7,Feature log2 fold change topic 7,Feature count topic 8,Feature log2 fold change topic 8
ENSG00000147535,PLPP5,9,-0.5120,5,-1.4592,21,0.77090,11,-0.3448,21,0.78022,15,0.25575
ENSG00000147548,NSD3,82,-0.1881,82,-0.1931,103,0.17921,111,0.45789,62,-0.6398,75,-0.3229
ENSG00000077782,FGFR1,6,-2.2787,28,-0.0443,60,1.30099,22,-0.5711,42,0.62725,28,-0.0545
ENSG00000147526,TACC1,206,0.16587,163,-0.2174,211,0.20531,192,0.06987,201,0.12107,135,-0.5279
ENSG00000169499,PLEKHA2,105,0.39865,45,-0.9720,23,-1.9509,93,0.26535,127,0.72505,85,0.03890
ENSG00000169490,TM2D2,61,0.26122,44,-0.2722,42,-0.3501,55,0.14795,71,0.51257,33,-0.7431
ENSG00000168615,ADAM9,36,0.60166,12,-1.1093,15,-0.7956,28,0.28200,20,-0.3397,32,0.41993
ENSG00000165061,ZMAT4,33,1.31511,12,-0.3545,24,0.70146,13,-0.3357,5,-1.7621,11,-0.6004
ENSG00000147533,GOLGA7,60,0.11498,59,0.11082,63,0.22116,49,-0.2585,33,-0.8060,80,0.62026
ENSG00000158669,GPAT4,48,0.08788,38,-0.3156,42,-0.1644,51,0.25945,47,0.03571,39,-0.2623
ENSG00000083168,KAT6A,12,-0.8381,27,0.37915,19,-0.2086,19,-0.2665,25,0.29348,30,0.59518
ENSG00000070718,AP3M2,90,-0.1212,97,0.00611,72,-0.4786,123,0.59502,63,-0.6853,84,-0.2320
ENSG00000070501,POLB,21,-0.5451,19,-0.7208,38,0.43772,32,0.23531,32,0.11835,28,-0.0568
ENSG00000078668,VDAC3,163,-0.2867,227,0.25445,238,0.33609,224,0.33098,151,-0.4168,109,-0.9241
ENSG00000168575,SLC20A2,43,-0.0696,31,-0.6141,35,-0.4168,46,0.05504,73,0.81164,41,-0.1552
ENSG00000176209,SMIM19,80,0.43717,44,-0.5407,71,0.23602,63,0.04397,55,-0.1750,54,-0.2089
ENSG00000120925,RNF170,51,0.36519,36,-0.2223,65,0.80259,36,-0.2693,37,-0.1541,29,-0.5326
ENSG00000168172,HOOK3,44,0.11479,38,-0.1058,46,0.18211,42,0.03703,21,-1.0382,54,0.45018
ENSG00000168522,FNTA,34,-0.4926,37,-0.3638,53,0.19812,40,-0.3360,72,0.73380,57,0.33789
ENSG00000165102,HGSNAT,27,-0.2343,41,0.41262,27,-0.2772,37,0.39218,25,-0.3951,22,-0.5667
ENSG00000255366,AC120036.4,18,0.62082,10,-0.3520,12,-0.0610,14,0.30345,7,-0.9521,10,-0.2904
ENSG00000164808,SPIDR,36,-0.1140,27,-0.5432,27,-0.5452,47,0.51551,42,0.15765,32,-0.2719
ENSG00000221869,CEBPD,87,0.34420,24,-1.6485,27,-1.5085,55,-0.5426,187,1.76913,77,0.13852
ENSG00000253729,PRKDC,63,0.04296,53,-0.2274,60,-0.0460,73,0.42672,55,-0.1928,41,-0.6420
ENSG00000104738,MCM4,20,-0.3551,25,-0.0282,31,0.36151,27,0.18007,25,-0.0178,19,-0.4740
ENSG00000169139,UBE2V2,199,-0.0192,237,0.27178,228,0.20509,225,0.25815,135,-0.6385,139,-0.6002
ENSG00000147481,SNTG1,9,-0.6853,17,0.33406,14,0.00626,19,0.85183,6,-1.3555,7,-0.9792
ENSG00000168300,PCMTD1,33,0.23056,26,-0.1390,28,-0.0295,30,0.10549,31,0.13621,21,-0.5155
ENSG00000023287,RB1CC1,105,0.06799,155,0.72984,115,0.21037,85,-0.3683,59,-0.8666,118,0.26371
ENSG00000082556,OPRK1,17,-0.0819,23,0.43310,10,-0.8387,25,0.90382,7,-1.3494,9,-1.0761
ENSG00000047249,ATP6V1H,413,0.48041,201,-0.6973,249,-0.3592,388,0.55440,245,-0.3835,212,-0.6110
ENSG00000147509,RGS20,53,0.35500,14,-1.6651,27,-0.6939,33,-0.5134,81,1.12299,64,0.69695
ENSG00000187735,TCEA1,48,-0.0734,49,-0.0517,50,-0.0168,40,-0.4679,66,0.44612,69,0.52125
ENSG00000120992,LYPLA1,16,-0.4179,25,0.30664,29,0.58905,19,-0.1524,23,0.15902,14,-0.5621
ENSG00000137547,MRPL15,57,0.34253,54,0.26318,55,0.28860,50,0.17117,23,-1.0873,31,-0.6111
ENSG00000206579,XKR4,31,0.07762,35,0.26763,37,0.37164,34,0.33963,6,-2.3124,25,-0.2579
ENSG00000167904,TMEM68,12,-1.0624,13,-0.9295,35,0.66487,29,0.57636,19,-0.3264,20,-0.2526
ENSG00000008988,RPS20,362,-0.0030,365,0.01011,305,-0.2823,279,-0.5669,486,0.48999,549,0.70576
ENSG00000170791,CHCHD7,49,0.31726,30,-0.4508,32,-0.3578,38,-0.1029,55,0.52005,40,0.00698
ENSG00000104331,IMPAD1,56,-0.4102,85,0.25702,93,0.41015,78,0.15539,45,-0.7719,70,-0.0697
ENSG00000169122,FAM110B,55,0.60051,33,-0.2622,36,-0.1167,38,-0.0308,29,-0.4358,41,0.11009
ENSG00000215114,UBXN2B,44,0.09943,45,0.11348,47,0.18819,47,0.30340,15,-1.5743,41,-0.0370
ENSG00000137575,SDCBP,116,-0.2653,132,-0.0488,163,0.29985,137,0.00985,154,0.20870,114,-0.2908
ENSG00000035681,NSMAF,8,-1.0038,16,0.09429,21,0.54603,14,-0.1288,26,0.94976,7,-1.2139
ENSG00000198846,TOX,15,-0.7807,41,0.88984,49,1.19636,24,-0.0362,13,-0.9697,6,-2.1989
ENSG00000167912,AC090152.1,8,-0.6527,19,0.71540,9,-0.3754,14,0.34120,11,-0.1336,8,-0.7075
ENSG00000178538,CA8,14,-0.5944,16,-0.4003,31,0.72043,14,-0.6893,39,1.14153,18,-0.1430
ENSG00000104388,RAB2A,239,-0.2961,236,-0.3141,368,0.42292,337,0.39429,231,-0.3450,206,-0.5306
ENSG00000177182,CLVS1,21,-0.0108,13,-0.7707,17,-0.3420,30,0.92764,7,-1.6850,20,-0.0435
ENSG00000198363,ASPH,83,-0.4832,100,-0.1948,220,1.17722,104,-0.1742,96,-0.2615,89,-0.3865
ENSG00000274956,NKAIN3-IT1,36,-0.0513,23,-0.7457,39,0.11419,24,-0.8798,65,0.97616,60,0.81774
ENSG00000137563,GGH,33,0.05657,16,-1.0530,30,-0.0810,36,0.25720,53,0.84583,16,-1.0313
ENSG00000185728,YTHDF3,32,-0.8104,67,0.38087,58,0.13087,65,0.49786,41,-0.4178,33,-0.7698
ENSG00000254377,MIR124-2HG,42,0.21831,17,-1.1985,38,0.03719,56,1.08523,18,-1.1577,15,-1.4161
ENSG00000180828,BHLHE22,69,0.80551,24,-0.9126,12,-2.0041,53,0.47242,54,0.37721,29,-0.6304
ENSG00000172817,CYP7B1,22,0.42353,9,-0.9609,13,-0.3641,15,-0.2229,27,0.75982,19,0.14753
ENSG00000104442,ARMC1,57,0.55621,34,-0.3024,38,-0.1281,54,0.66881,20,-1.1440,19,-1.2121
ENSG00000147571,CRH,74,2.32709,7,-1.6986,10,-1.1678,17,-0.5075,9,-1.2779,23,0.04035
ENSG00000147576,ADHFE1,12,-0.4738,8,-1.0304,23,0.58321,9,-1.1556,34,1.34369,24,0.68524
ENSG00000169085,VXN,209,0.08587,154,-0.4121,246,0.35728,241,0.47142,117,-0.8411,141,-0.5529
ENSG00000175073,VCPIP1,31,-0.3850,44,0.16786,40,0.00965,49,0.52950,22,-0.8889,32,-0.3365
ENSG00000104205,SGK3,21,0.31121,13,-0.4128,15,-0.2624,19,0.23507,11,-0.6936,21,0.31670
ENSG00000245910,SNHG6,253,-0.0710,461,0.96271,170,-0.7065,188,-0.7246,217,-0.3209,451,0.92182
ENSG00000121022,COPS5,54,-0.3579,64,-0.0962,62,-0.1380,72,0.15682,95,0.56111,50,-0.4949
ENSG00000066777,ARFGEF1,22,-0.5773,18,-0.8918,33,0.03743,41,0.59446,37,0.25914,23,-0.4966
ENSG00000046889,PREX2,27,-0.5214,31,-0.2781,38,0.06442,12,-2.1102,107,1.96874,58,0.74784
ENSG00000140396,NCOA2,16,-1.1099,27,-0.2682,60,1.07591,30,-0.1413,23,-0.4996,40,0.37534
ENSG00000067167,TRAM1,18,-0.6013,7,-1.9761,29,0.18155,22,-0.3634,57,1.38564,31,0.30058
ENSG00000147601,TERF1,35,-0.2804,25,-0.8095,23,-0.9185,56,0.77871,47,0.20486,33,-0.3543
ENSG00000147604,RPL7,403,-0.0124,590,0.63441,283,-0.5807,312,-0.5685,515,0.39652,523,0.42490
ENSG00000040341,STAU2,52,-0.6055,130,0.91528,65,-0.2506,85,0.25205,43,-0.8904,65,-0.2623
ENSG00000104343,UBE2W,103,0.67374,66,-0.0682,62,-0.1762,68,-0.0579,56,-0.3426,64,-0.1314
ENSG00000154582,ELOC,283,0.56171,190,-0.1049,170,-0.2842,223,0.23029,147,-0.5134,161,-0.3699
ENSG00000175606,TMEM70,68,-0.2674,65,-0.3219,68,-0.2486,117,1.01865,50,-0.7406,36,-1.2519
ENSG00000104369,JPH1,32,0.20411,19,-0.6365,30,0.09545,38,0.80981,12,-1.2647,16,-0.8514
ENSG00000104381,GDAP1,96,-0.2689,103,-0.1579,102,-0.1751,153,0.77503,62,-0.9601,84,-0.4753
ENSG00000270866,AC067773.1,26,0.57189,17,-0.1819,26,0.58226,17,-0.1926,9,-1.1551,20,0.09344
ENSG00000164751,PEX2,25,0.10996,19,-0.3141,33,0.52502,23,-0.0880,13,-0.9857,31,0.46543
ENSG00000171033,PKIA,154,-0.2689,245,0.50320,181,-0.0084,192,0.13265,137,-0.4590,160,-0.2039
ENSG00000104427,ZC2HC1A,27,-0.2221,26,-0.3159,20,-0.6908,40,0.58561,20,-0.6980,38,0.32641
ENSG00000104435,STMN2,376,-0.9054,1138,0.93047,835,0.38481,817,0.51195,237,-1.6115,277,-1.3757
ENSG00000164683,HEY1,48,-0.0216,26,-0.9685,37,-0.4166,56,0.36514,46,-0.0896,61,0.38950
ENSG00000147586,MRPS28,84,0.53585,52,-0.2485,52,-0.2528,57,-0.1775,74,0.31355,57,-0.1138
ENSG00000076554,TPD52,137,0.00196,172,0.38700,139,0.03391,159,0.37181,80,-0.8588,87,-0.7206
ENSG00000205189,ZBTB10,13,0.11406,10,-0.3779,9,-0.4444,11,-0.2709,11,-0.2088,23,1.06356
ENSG00000164684,ZNF704,23,-0.2450,19,-0.5431,30,0.20497,27,0.01858,33,0.34967,28,0.06139
ENSG00000164687,FABP5,121,-0.1566,130,-0.0333,176,0.47206,111,-0.3860,146,0.15593,156,0.26547
ENSG00000147588,PMP2,232,0.60982,175,0.13285,185,0.22459,76,-1.4864,184,0.21330,290,1.01553
ENSG00000133731,IMPA1,38,-0.1160,54,0.47698,44,0.12873,49,0.44380,15,-1.5708,28,-0.5781
ENSG00000104231,ZFAND1,25,-0.5002,40,0.28045,43,0.41451,36,0.18789,21,-0.7137,31,-0.1459
ENSG00000104497,SNX16,7,-0.7546,12,0.19073,13,0.24137,15,0.72817,0,-4.3722,12,0.08949
ENSG00000184672,RALYL,56,-0.5603,85,0.10873,97,0.34263,87,0.21116,94,0.28212,42,-0.9934
ENSG00000176731,RBIS,141,-0.0635,167,0.21328,122,-0.3015,160,0.19859,145,-0.0187,120,-0.3240
ENSG00000104267,CA2,21,-0.9520,39,0.05043,54,0.59850,15,-1.7872,50,0.46764,95,1.66295
ENSG00000123124,WWP1,28,-0.1938,53,0.87544,44,0.52990,32,0.03961,17,-1.0102,16,-1.0962
ENSG00000176623,RMDN1,12,-0.8394,24,0.23282,42,1.23935,15,-0.6654,15,-0.5047,27,0.45931
ENSG00000085719,CPNE3,36,-0.1504,24,-0.7610,35,-0.1751,41,0.11033,39,-0.0246,57,0.61657
ENSG00000156103,MMP16,16,-0.9992,37,0.37277,44,0.63847,34,0.30438,8,-1.9421,32,0.11320
ENSG00000164823,OSGIN2,16,-0.8145,19,-0.5453,22,-0.3500,22,-0.4301,44,0.85253,48,0.99618
ENSG00000104320,NBN,22,-0.3368,12,-1.2572,24,-0.1407,32,0.40866,31,0.25364,30,0.16902
ENSG00000104325,DECR1,52,0.54555,28,-0.4915,41,0.12050,24,-0.9323,68,1.01606,41,0.15764
ENSG00000104327,CALB1,145,1.97738,29,-0.8837,8,-2.7192,59,0.38549,20,-1.4225,22,-1.2435
ENSG00000123119,NECAB1,205,-0.2645,261,0.12527,208,-0.2407,340,0.89564,112,-1.2169,127,-1.0230
ENSG00000155099,PIP4P2,44,-0.1165,41,-0.2093,69,0.65748,42,-0.2653,49,0.07351,47,0.01363
ENSG00000253738,OTUD6B-AS1,89,0.15184,92,0.20073,75,-0.1402,84,0.07152,88,0.11524,56,-0.5921
ENSG00000155100,OTUD6B,15,-0.0528,12,-0.3935,13,-0.2827,17,0.17734,24,0.69873,10,-0.6521
ENSG00000079102,RUNX1T1,29,-0.4614,34,-0.1877,69,1.02406,42,0.24113,28,-0.4768,18,-1.1261
ENSG00000205133,TRIQK,41,0.06242,31,-0.3733,32,-0.3204,46,0.40701,38,-0.0458,32,-0.3062
ENSG00000188343,FAM92A,47,-0.0556,69,0.59548,45,-0.1064,44,-0.2092,59,0.33509,35,-0.5283
ENSG00000164951,PDP1,148,-0.2249,149,-0.2200,116,-0.6102,239,0.89075,130,-0.4290,100,-0.8442
ENSG00000164944,VIRMA,19,0.24744,11,-0.5488,13,-0.2991,18,0.30437,7,-1.3099,24,0.63857
ENSG00000156162,DPY19L4,10,-0.7250,14,-0.2126,10,-0.7043,14,-0.2372,25,0.74617,25,0.80268
ENSG00000164941,INTS8,12,-0.3957,14,-0.0800,20,0.50898,15,0.09575,14,-0.1259,13,-0.2444
ENSG00000156170,NDUFAF6,33,0.23907,21,-0.4724,24,-0.2447,33,0.39259,23,-0.3228,25,-0.1845
ENSG00000156467,UQCRB,1014,0.23249,1423,0.82119,966,0.15081,681,-0.5573,644,-0.5084,967,0.15169
ENSG00000156471,PTDSS1,66,-0.1458,76,0.07925,66,-0.1655,80,0.22942,86,0.27756,47,-0.6972
ENSG00000169439,SDC2,34,-0.4281,23,-1.0156,54,0.31614,16,-1.9601,140,2.14939,59,0.47326
ENSG00000180543,TSPYL5,56,0.16922,40,-0.3851,58,0.21794,57,0.29478,50,-0.0219,29,-0.8549
ENSG00000147649,MTDH,45,-0.8583,86,0.16913,72,-0.1166,89,0.32106,73,-0.0967,78,0.01136
ENSG00000104341,LAPTM4B,49,-0.0003,49,-0.0139,65,0.45762,29,-1.0468,74,0.68863,69,0.56886
ENSG00000132561,MATN2,12,-0.3655,3,-2.4644,12,-0.4795,17,0.22940,24,0.68896,23,0.63808
ENSG00000156482,RPL30,827,-0.2348,1214,0.40458,553,-0.8702,704,-0.6503,1166,0.33457,1765,1.07247
ENSG00000132541,RIDA,127,0.88072,55,-0.5228,97,0.40124,51,-0.8522,93,0.32678,86,0.20256
ENSG00000104361,NIPAL2,26,-0.1794,20,-0.5342,28,-0.0210,37,0.63879,23,-0.3600,21,-0.5019
ENSG00000156486,KCNS2,16,0.42566,9,-0.4392,8,-0.7203,19,1.11533,2,-2.3975,7,-0.8739
ENSG00000253948,VPS13B-DT,76,0.30908,71,0.17602,72,0.21225,47,-0.6467,64,0.02319,84,0.46632
ENSG00000132549,VPS13B,13,0.03060,10,-0.4080,14,0.19065,15,0.36460,9,-0.4375,10,-0.2990
ENSG00000164919,COX6C,2373,0.57167,2340,0.54682,1360,-0.3560,1548,-0.2027,1394,-0.3172,1439,-0.2651
ENSG00000147669,POLR2K,200,0.41655,184,0.27447,157,0.00761,153,-0.0454,121,-0.4174,128,-0.3202
ENSG00000034677,RNF19A,55,0.55743,28,-0.5565,33,-0.2691,37,-0.1536,40,0.05083,48,0.33258
ENSG00000186106,ANKRD46,83,-0.0271,103,0.32731,73,-0.2339,105,0.53273,45,-0.9839,57,-0.6264
ENSG00000070756,PABPC1,104,-0.4395,113,-0.3093,109,-0.3701,120,-0.2912,219,0.81167,189,0.54332
ENSG00000164924,YWHAZ,2059,0.60514,1220,-0.2723,1099,-0.4402,1677,0.36645,1214,-0.2797,911,-0.7353
ENSG00000261087,AP003469.4,32,0.19877,32,0.22471,23,-0.2923,28,0.02131,31,0.14448,22,-0.4150
ENSG00000120963,ZNF706,222,0.42690,96,-0.9257,120,-0.5834,220,0.61802,132,-0.4333,147,-0.2560
ENSG00000104490,NCALD,143,-0.5986,227,0.14301,366,0.98210,235,0.29732,90,-1.3133,131,-0.7419
ENSG00000048392,RRM2B,40,0.64686,20,-0.4604,27,-0.0486,25,-0.1892,34,0.34854,23,-0.3136
ENSG00000104517,UBR5,43,0.09905,22,-0.9229,49,0.32850,38,-0.1064,47,0.26339,45,0.19891
ENSG00000155090,KLF10,22,-0.3920,40,0.59894,25,-0.1563,33,0.40588,24,-0.2749,14,-1.1157
ENSG00000155096,AZIN1,195,-0.2886,187,-0.3549,247,0.09957,302,0.66025,146,-0.7414,180,-0.4172
ENSG00000155097,ATP6V1C1,241,-0.0169,204,-0.2845,186,-0.4343,321,0.70947,174,-0.5417,177,-0.5112
ENSG00000164929,BAALC,501,0.58623,345,-0.0439,408,0.23354,257,-0.6826,364,0.04443,446,0.38672
ENSG00000164933,SLC25A32,17,-0.2947,20,-0.0363,19,-0.0440,24,0.40228,16,-0.3267,17,-0.2505
ENSG00000164934,DCAF13,11,-0.4620,18,0.24568,38,1.60780,11,-0.6677,10,-0.6807,12,-0.3327
ENSG00000176406,RIMS2,54,-0.2319,114,1.03881,80,0.42227,54,-0.3319,22,-1.6043,68,0.14347
ENSG00000147650,LRP12,22,-0.2188,13,-0.9620,27,0.16090,29,0.41016,30,0.29666,18,-0.5001
ENSG00000169946,ZFPM2,12,0.04371,9,-0.4338,19,0.75603,15,0.59012,2,-2.4524,7,-0.6846
ENSG00000254615,AC027031.2,30,0.62563,18,-0.2728,28,0.46638,22,0.08184,11,-1.0479,16,-0.4311
ENSG00000164830,OXR1,82,-0.7923,163,0.31210,199,0.65627,166,0.51260,72,-1.0003,66,-1.1234
ENSG00000147655,RSPO2,35,0.61926,7,-1.8939,14,-0.8080,28,0.37006,37,0.72488,15,-0.7196
ENSG00000104408,EIF3E,88,-0.0180,103,0.23677,81,-0.1546,77,-0.3183,119,0.48228,91,0.03019
ENSG00000104412,EMC2,48,-0.0720,27,-0.9613,48,-0.0659,48,-0.0903,68,0.49672,66,0.45462
ENSG00000120526,NUDCD1,12,-0.3903,12,-0.4004,20,0.48039,18,0.42051,8,-0.9725,15,-0.0048
ENSG00000120533,ENY2,137,0.32460,127,0.19367,116,0.05405,114,0.02041,92,-0.3311,88,-0.3891
ENSG00000147654,EBAG9,43,0.25869,20,-0.9286,27,-0.5140,47,0.60609,32,-0.2229,31,-0.2553
ENSG00000147642,SYBU,165,0.08052,102,-0.6897,148,-0.0911,198,0.58721,139,-0.2019,106,-0.6282
ENSG00000164794,KCNV1,71,-0.2690,57,-0.6346,75,-0.1947,126,1.08952,58,-0.5975,35,-1.3889
ENSG00000164796,CSMD3,16,-0.2502,15,-0.4066,9,-1.0982,26,0.70500,21,0.11380,16,-0.2903
ENSG00000147677,EIF3H,156,0.39086,159,0.41855,88,-0.5503,106,-0.3345,144,0.25351,124,0.00134
ENSG00000164754,RAD21,117,-0.0782,141,0.22439,145,0.27088,122,-0.0213,93,-0.4448,122,-0.0100
ENSG00000182197,EXT1,16,0.06986,15,0.04623,8,-0.9494,22,1.04444,1,-3.5179,13,-0.2570
ENSG00000177570,SAMD12,69,0.26075,61,0.06890,70,0.29624,65,0.24443,36,-0.7672,38,-0.6891
ENSG00000147676,MAL2,227,0.59159,136,-0.2689,135,-0.2777,194,0.47563,110,-0.6083,91,-0.9039
ENSG00000136999,CCN3,14,-1.6317,40,0.01138,41,0.03806,57,0.89664,32,-0.3581,24,-0.8331
ENSG00000136960,ENPP2,6,-1.6202,10,-0.8209,18,0.03720,9,-1.2771,3,-2.5996,75,2.98917
ENSG00000172172,MRPL13,76,0.85569,48,0.07055,45,-0.0388,38,-0.4266,40,-0.2025,45,-0.0265
ENSG00000136986,DERL1,58,0.03842,45,-0.3911,53,-0.1010,67,0.39127,48,-0.2745,50,-0.2047
ENSG00000189376,C8orf76,35,0.97555,10,-1.0477,10,-1.0994,24,0.46614,19,-0.0829,13,-0.6870
ENSG00000165156,ZHX1,46,0.24414,26,-0.6828,42,0.08200,40,0.03979,39,-0.0428,44,0.17572
ENSG00000156795,WDYHV1,14,0.25525,16,0.43208,8,-0.5637,15,0.58465,5,-1.3939,8,-0.7276
ENSG00000156804,FBXO32,23,0.14850,13,-0.7109,12,-0.8385,25,0.47171,24,0.26592,18,-0.2341
ENSG00000176853,FAM91A1,22,-0.2362,29,0.20880,27,0.08540,27,0.10380,35,0.51784,11,-1.2492
ENSG00000164983,TMEM65,57,0.20155,23,-1.1888,38,-0.4548,62,0.51773,52,0.07226,45,-0.1670
ENSG00000170881,RNF139,18,-0.7926,18,-0.7269,41,0.56789,34,0.35380,24,-0.2926,31,0.07964
ENSG00000147687,TATDN1,26,-0.2282,31,0.05661,35,0.26065,30,0.01076,33,0.15447,24,-0.3328
ENSG00000147684,NDUFB9,653,0.45190,700,0.57090,463,-0.1256,420,-0.3836,398,-0.3668,523,0.07685
ENSG00000170873,MTSS1,37,0.49777,23,-0.3066,44,0.80698,18,-0.9058,31,0.18762,32,0.26079
ENSG00000104549,SQLE,30,-0.6486,49,0.12672,60,0.44697,56,0.52514,19,-1.3284,37,-0.3406
ENSG00000164961,WASHC5,9,-1.4316,19,-0.4060,22,-0.1457,29,0.45409,29,0.27348,27,0.18404
ENSG00000156831,NSMCE2,16,0.28072,9,-0.5570,11,-0.3388,16,0.38755,12,-0.1519,11,-0.2319
ENSG00000173334,TRIB1,13,-0.8294,8,-1.4582,26,0.28500,12,-1.2293,63,1.94630,30,0.51046
ENSG00000153310,FAM49B,89,0.12509,82,-0.0109,80,-0.0545,99,0.44222,52,-0.7220,60,-0.5076
ENSG00000153317,ASAP1,42,-0.3100,55,0.12390,58,0.22965,61,0.44007,27,-0.9744,41,-0.3309
ENSG00000132294,EFR3A,142,0.07087,140,0.05441,201,0.66502,140,0.06280,101,-0.4755,84,-0.7713
ENSG00000184156,KCNQ3,44,-1.1057,173,1.16718,144,0.82653,83,-0.1646,29,-1.7418,73,-0.3134
ENSG00000129295,LRRC6,12,-0.0596,19,0.69391,15,0.35932,13,0.13169,9,-0.4621,4,-1.5579
ENSG00000129292,PHF20L1,48,0.19606,36,-0.2772,55,0.43487,43,0.04492,28,-0.6404,43,0.01025
ENSG00000104419,NDRG1,29,-0.9766,71,0.43412,55,0.00095,39,-0.7162,35,-0.6886,131,1.56101
ENSG00000131773,KHDRBS3,53,-1.1367,112,0.04233,143,0.44280,149,0.79659,42,-1.4770,78,-0.5482
ENSG00000147724,FAM135B,13,-0.3767,14,-0.2269,17,0.10421,21,0.68889,17,0.11117,4,-2.0369
ENSG00000167632,TRAPPC9,38,0.03244,33,-0.1850,41,0.14837,40,0.18553,36,-0.0370,28,-0.4214
ENSG00000282164,PEG13,17,-0.3587,6,-1.8136,25,0.24620,30,0.87082,16,-0.4492,17,-0.3962
ENSG00000123908,AGO2,26,0.15198,27,0.23463,27,0.19756,21,-0.2632,30,0.38854,17,-0.5750
ENSG00000169398,PTK2,91,-0.2393,76,-0.5265,77,-0.4966,136,0.63611,93,-0.2023,98,-0.1099
ENSG00000105339,DENND3,9,-1.3401,7,-1.6457,17,-0.3425,26,0.50098,43,1.22015,16,-0.4824
ENSG00000022567,SLC45A4,12,-0.8074,16,-0.3661,39,1.17395,21,0.12874,15,-0.4441,14,-0.5334
ENSG00000184489,PTP4A3,8,-1.0688,22,0.54524,15,-0.0421,14,-0.2391,18,0.20872,21,0.44891
ENSG00000226490,AC138647.1,24,0.39718,20,0.14425,15,-0.3795,23,0.48156,12,-0.6752,10,-0.9605
ENSG00000181790,ADGRB1,155,0.04988,105,-0.5702,182,0.31600,152,0.02461,220,0.64696,85,-0.9111
ENSG00000198576,ARC,15,-1.1678,51,0.84958,51,0.85746,27,-0.2703,23,-0.4643,26,-0.3020
ENSG00000130193,THEM6,28,0.09406,23,-0.1609,30,0.23430,27,0.12338,26,-0.0227,19,-0.4958
ENSG00000180155,LYNX1,86,-0.9245,149,-0.0451,194,0.39837,175,0.32206,136,-0.1989,135,-0.1993
ENSG00000247317,LY6E-DT,31,1.29292,10,-0.5894,8,-0.9103,17,0.25579,3,-2.1508,16,0.12544
ENSG00000160932,LY6E,285,-0.1000,237,-0.3981,188,-0.7678,395,0.67226,285,-0.1034,245,-0.3461
ENSG00000176956,LY6H,659,-0.4545,892,0.03620,1070,0.34078,1100,0.57925,510,-0.8568,550,-0.7397
ENSG00000250571,GLI4,23,-0.1959,24,-0.1653,34,0.40117,27,0.03432,21,-0.3802,29,0.16322
ENSG00000253716,MINCR,43,0.70067,32,0.20427,20,-0.5365,18,-0.9155,39,0.52351,39,0.50843
ENSG00000158106,RHPN1,79,0.36405,25,-1.4281,57,-0.1826,76,0.42703,63,-0.0223,57,-0.1699
ENSG00000014164,ZC3H3,12,-0.5365,18,0.05524,15,-0.1879,21,0.49506,21,0.34392,8,-1.2143
ENSG00000147813,NAPRT,22,-0.2394,22,-0.2688,37,0.58683,26,0.01536,30,0.25468,18,-0.5974
ENSG00000104529,EEF1D,64,-0.8102,123,0.23167,84,-0.3931,65,-1.0092,200,1.09181,189,0.98023
ENSG00000104524,PYCR3,16,-0.8244,28,0.05559,28,0.08175,32,0.38177,30,0.18824,18,-0.6023
ENSG00000104522,TSTA3,37,0.30470,31,-0.0054,21,-0.5770,34,0.23071,25,-0.3421,30,-0.0187
ENSG00000183309,ZNF623,20,-0.1769,19,-0.2074,28,0.41341,26,0.36958,18,-0.3363,14,-0.7254
ENSG00000180900,SCRIB,25,-0.5108,29,-0.2755,31,-0.1719,26,-0.6294,76,1.39295,38,0.17037
ENSG00000179950,PUF60,85,-0.3262,63,-0.7873,122,0.26384,114,0.22402,102,-0.0323,117,0.19136
ENSG00000185189,NRBP2,40,-0.9968,47,-0.7390,63,-0.2839,83,0.25317,138,1.07521,60,-0.3459
ENSG00000178209,PLEC,85,-0.5424,56,-1.1903,141,0.27030,106,-0.2657,187,0.76218,169,0.58866
ENSG00000178719,GRINA,274,-0.5778,302,-0.4189,481,0.34427,409,0.10194,531,0.51196,319,-0.3362
ENSG00000178896,EXOSC4,29,0.15521,27,0.02819,27,0.05896,27,0.02182,20,-0.4643,28,0.11118
ENSG00000197858,GPAA1,99,0.03986,68,-0.5507,93,-0.0520,85,-0.2657,150,0.75342,104,0.12734
ENSG00000179091,CYC1,149,-0.1729,183,0.16045,163,-0.0232,173,0.10454,176,0.09973,135,-0.3352
ENSG00000179526,SHARPIN,33,-0.0173,19,-0.9042,44,0.44698,28,-0.3816,42,0.39059,46,0.51293
ENSG00000179632,MAF1,57,-0.0354,37,-0.7267,63,0.13723,55,-0.1359,83,0.59159,61,0.09132
ENSG00000179832,MROH1,58,-0.3032,66,-0.1175,75,0.11079,76,0.16793,78,0.16185,60,-0.2721
ENSG00000261236,BOP1,45,0.02821,25,-0.8546,46,0.06608,56,0.59876,35,-0.3758,33,-0.4565
ENSG00000185122,HSF1,36,-0.3217,37,-0.2798,45,0.04603,45,0.04539,45,0.02327,55,0.35448
ENSG00000185000,DGAT1,41,-0.1689,31,-0.5974,47,0.03991,49,0.17938,58,0.39935,40,-0.2115
ENSG00000261678,SCRT1,35,-0.1504,36,-0.0764,44,0.22868,36,-0.1432,52,0.51278,31,-0.3322
