Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3,Feature log2 fold change topic 3,Feature count topic 4,Feature log2 fold change topic 4,Feature count topic 5to6,Feature log2 fold change topic 5to6,Feature count topic 7,Feature log2 fold change topic 7,Feature count topic 8,Feature log2 fold change topic 8,Feature count topic 9,Feature log2 fold change topic 9,Feature count topic 10to11,Feature log2 fold change topic 10to11,Feature count topic 12to13,Feature log2 fold change topic 12to13
ENSG00000130717,UCK1,43,0.55329,43,0.56262,32,0.10710,22,-0.4819,29,-0.0552,31,0.04677,23,-0.3952,26,-0.2329,29,-0.0847,28,-0.1305
ENSG00000107263,RAPGEF1,76,0.74708,21,-1.2089,20,-1.3164,57,0.29149,56,0.29330,51,0.09461,55,0.22955,48,0.01629,41,-0.2571,48,0.01122
ENSG00000160563,MED27,2,-3.3841,19,-0.1294,7,-1.5071,0,-4.9304,17,-0.3197,21,-0.0132,45,1.23590,26,0.37520,23,0.19280,35,0.89739
ENSG00000196358,NTNG2,2,-2.9232,12,-0.2780,7,-1.0683,0,-4.4756,22,0.64045,2,-3.0134,14,-0.0808,20,0.45334,20,0.49485,27,1.04212
ENSG00000107290,SETX,2,-4.0211,63,1.05508,16,-1.0174,21,-0.6750,33,0.03239,42,0.38714,27,-0.2773,39,0.28038,31,-0.0655,42,0.44883
ENSG00000125482,TTF1,2,-2.6356,15,0.28582,10,-0.3082,10,-0.2448,14,0.25455,13,0.09870,11,-0.1597,15,0.31652,9,-0.4838,18,0.69271
ENSG00000125484,GTF3C4,2,-3.2280,15,-0.3573,24,0.40486,7,-1.3905,18,-0.0616,27,0.55262,35,1.00549,5,-1.7896,27,0.65225,19,-0.0032
ENSG00000165698,SPACA9,2,-3.5380,22,-0.0488,40,0.85372,9,-1.3592,20,-0.2119,34,0.59087,32,0.51424,41,0.91640,22,-0.0863,18,-0.4109
ENSG00000165699,TSC1,2,-3.8640,19,-0.6316,32,0.15059,28,-0.0455,25,-0.2463,30,0.03899,45,0.69850,34,0.24787,33,0.22053,36,0.35000
ENSG00000148308,GTF3C5,2,-3.5897,34,0.56460,19,-0.3372,64,1.59437,26,0.10855,22,-0.1495,20,-0.2828,18,-0.4682,24,0.01965,17,-0.5546
ENSG00000160271,RALGDS,81,0.67083,131,1.48787,51,-0.0703,1,-5.4784,53,-0.0007,72,0.47336,25,-1.1123,76,0.57398,36,-0.6312,37,-0.5863
ENSG00000148296,SURF6,2,-4.1882,28,-0.4151,33,-0.1700,27,-0.4675,25,-0.6347,43,0.25509,52,0.56474,64,0.88078,46,0.39471,43,0.27046
ENSG00000148297,MED22,2,-3.1099,23,0.42470,7,-1.2697,0,-4.6610,18,0.03618,21,0.28750,34,1.07299,27,0.68670,20,0.28685,17,0.00952
ENSG00000148303,RPL7A,766,0.19412,985,0.59780,974,0.57897,481,-0.5271,701,0.05973,487,-0.5056,590,-0.2120,590,-0.2117,697,0.05182,563,-0.3084
ENSG00000148290,SURF1,38,-1.2901,115,0.41336,90,0.01410,128,0.58628,122,0.55292,91,0.03392,76,-0.2329,40,-1.2086,85,-0.0793,81,-0.1437
ENSG00000148291,SURF2,60,0.88568,31,-0.1819,12,-1.5213,5,-2.6813,26,-0.4391,32,-0.1222,32,-0.1021,33,-0.0769,52,0.71922,43,0.38720
ENSG00000148248,SURF4,3,-4.3585,87,0.49539,54,-0.2527,97,0.67721,52,-0.3224,81,0.38213,81,0.38924,39,-0.7360,70,0.16853,69,0.14340
ENSG00000148300,REXO4,2,-2.4910,21,1.00119,13,0.30237,1,-2.7632,16,0.62866,20,0.90904,11,-0.0368,2,-2.4508,13,0.26766,8,-0.5180
ENSG00000160326,SLC2A6,2,-3.8461,9,-1.7445,6,-2.1903,8,-1.8403,27,-0.1354,49,0.82880,71,1.48019,31,0.09046,37,0.43770,36,0.37330
ENSG00000197859,ADAMTSL2,2,-2.9293,10,-0.5802,36,1.40863,18,0.30545,12,-0.3689,36,1.40728,20,0.41882,18,0.28652,10,-0.6152,5,-1.5407
ENSG00000160293,VAV2,2,-2.3219,5,-1.0036,18,0.97575,0,-3.5168,15,0.79050,31,1.85850,2,-2.4137,9,-0.1903,8,-0.2747,7,-0.5533
ENSG00000235106,BRD3OS,2,-4.5893,15,-1.6926,44,-0.1540,59,0.29803,37,-0.4472,69,0.56239,49,0.02266,58,0.28288,71,0.68425,58,0.32372
ENSG00000169925,BRD3,2,-3.7526,51,1.01184,63,1.38189,26,-0.0833,24,-0.1877,18,-0.5829,14,-0.9820,38,0.51926,25,-0.1020,20,-0.4669
ENSG00000196363,WDR5,2,-3.6069,12,-1.0737,19,-0.3742,71,1.77541,24,-0.0240,27,0.18456,30,0.32371,11,-1.1860,33,0.52332,15,-0.7494
ENSG00000186350,RXRA,2,-4.1119,31,-0.1862,68,1.08346,7,-2.3863,46,0.47944,61,0.90655,25,-0.4957,40,0.20662,37,0.09919,26,-0.4522
ENSG00000130558,OLFM1,627,-0.6360,115,-3.1405,119,-3.0926,334,-1.5802,617,-0.7067,633,-0.6206,1850,1.08420,879,-0.1169,1721,1.09227,1543,0.87782
ENSG00000196422,PPP1R26,2,-3.2769,8,-1.2856,11,-0.8306,16,-0.2970,27,0.54979,16,-0.2405,20,0.05979,16,-0.3064,34,1.01315,20,0.09425
ENSG00000160345,C9orf116,47,1.53590,5,-1.8628,13,-0.4650,5,-1.9877,20,0.14845,4,-2.2095,30,0.75035,9,-1.1227,25,0.52701,18,-0.0133
ENSG00000122140,MRPS2,47,0.16729,22,-0.9663,67,0.73134,77,0.95394,28,-0.6777,46,0.11628,46,0.13816,33,-0.3856,47,0.18424,31,-0.5144
ENSG00000107147,KCNT1,2,-3.9423,0,-5.9782,3,-3.1213,50,0.77739,30,-0.0648,54,0.89088,36,0.25027,33,0.10497,53,0.98402,28,-0.1600
ENSG00000130559,CAMSAP1,95,0.64406,26,-1.3288,17,-1.9287,91,0.57240,31,-1.1377,61,-0.0616,51,-0.3261,83,0.43839,90,0.62359,77,0.34968
ENSG00000130560,UBAC1,51,-0.0541,58,0.13445,68,0.38481,50,-0.0955,50,-0.1000,46,-0.2322,49,-0.1176,48,-0.1413,60,0.21993,50,-0.1143
ENSG00000148411,NACC2,2,-4.9137,126,1.18484,112,0.97791,66,0.13571,83,0.55253,25,-1.3396,22,-1.5159,65,0.10831,55,-0.1525,47,-0.4235
ENSG00000238227,TMEM250,23,-0.6416,17,-1.0809,7,-2.4092,44,0.30887,31,-0.2561,54,0.64858,35,-0.0455,39,0.14932,42,0.29730,50,0.57195
ENSG00000165661,QSOX2,2,-2.2387,12,0.38928,12,0.36692,0,-3.7965,8,-0.3093,14,0.61646,4,-1.2045,3,-1.4167,22,1.58365,7,-0.3864
ENSG00000160360,GPSM1,4,-3.1962,32,-0.2537,51,0.48992,66,0.90477,30,-0.3697,43,0.21400,45,0.28872,34,-0.1472,48,0.43322,28,-0.4853
ENSG00000165684,SNAPC4,2,-2.7599,6,-1.0730,13,-0.0616,17,0.37688,13,-0.0266,28,1.17450,24,0.88858,4,-1.7079,13,-0.0642,14,0.08547
ENSG00000165688,PMPCA,2,-4.1077,24,-0.5381,63,0.97139,28,-0.2941,29,-0.2618,43,0.33170,52,0.65044,30,-0.2023,34,-0.0171,39,0.21969
ENSG00000148384,INPP5E,2,-2.9648,12,-0.3334,18,0.19287,3,-2.4725,12,-0.4182,32,1.15670,17,0.16699,24,0.68275,14,-0.1283,21,0.48668
ENSG00000148396,SEC16A,5,-2.9088,34,-0.1145,36,-0.0089,19,-0.9380,27,-0.4536,47,0.40502,30,-0.2759,55,0.64658,42,0.24830,53,0.67851
ENSG00000148400,NOTCH1,4,-2.1447,45,1.44430,76,2.42705,11,-0.7604,28,0.73137,16,-0.1883,2,-3.3487,6,-1.7012,7,-1.5648,6,-1.8106
ENSG00000172889,EGFL7,83,-0.1938,12,-2.9884,34,-1.5383,229,1.45201,81,-0.2467,112,0.27237,122,0.40743,86,-0.1353,77,-0.3316,115,0.34443
ENSG00000165716,DIPK1B,5,-3.7688,11,-2.7381,57,-0.2891,132,1.04955,41,-0.8348,50,-0.4930,87,0.36401,110,0.74946,94,0.54378,86,0.39508
ENSG00000233016,SNHG7,57,-0.1646,81,0.38469,162,1.55450,44,-0.5663,43,-0.6450,37,-0.8136,78,0.34132,55,-0.2191,48,-0.4356,63,-0.0145
ENSG00000244187,TMEM141,198,1.02569,108,0.04354,71,-0.6014,79,-0.4330,69,-0.6913,77,-0.4771,148,0.54827,95,-0.1484,107,0.04415,117,0.18758
ENSG00000196642,RABL6,120,0.35892,64,-0.6165,95,-0.0039,56,-0.8046,98,0.04624,53,-0.8911,77,-0.3243,88,-0.1301,130,0.54223,116,0.33033
ENSG00000232434,AJM1,2,-3.9630,9,-1.8015,28,-0.1531,63,1.12363,41,0.45326,45,0.56679,41,0.41218,40,0.37955,26,-0.2850,22,-0.5381
ENSG00000054148,PHPT1,70,-1.6086,275,0.47132,278,0.49257,232,0.20363,226,0.17474,158,-0.3921,136,-0.6197,299,0.60543,197,-0.0577,178,-0.2244
ENSG00000107223,EDF1,390,0.01492,356,-0.1256,409,0.09238,562,0.59660,358,-0.1257,327,-0.2559,417,0.12254,449,0.23682,326,-0.2804,369,-0.0773
ENSG00000159069,FBXW5,41,-0.9837,54,-0.5546,66,-0.2707,126,0.75698,86,0.16184,85,0.12720,77,-0.0311,115,0.60449,64,-0.3470,78,-0.0155
ENSG00000107317,PTGDS,1078,-0.6880,5530,2.01646,5931,2.15311,595,-1.5776,2167,0.43771,695,-1.3474,381,-2.2358,949,-0.8807,698,-1.4175,519,-1.8704
ENSG00000148362,PAXX,2,-4.9750,92,0.47643,147,1.25163,66,-0.0554,73,0.11554,75,0.16305,68,0.00059,60,-0.1972,57,-0.3044,58,-0.2742
ENSG00000107331,ABCA2,14,-3.5805,690,2.52879,285,0.89913,71,-1.2510,137,-0.2892,126,-0.3916,122,-0.4515,151,-0.1162,84,-1.0653,108,-0.6788
ENSG00000107281,NPDC1,262,-0.0793,83,-1.8114,195,-0.5350,315,0.20931,215,-0.4185,368,0.45260,415,0.64926,258,-0.1050,345,0.38629,287,0.06513
ENSG00000186193,SAPCD2,2,-2.5451,22,1.00436,29,1.50562,4,-1.5846,9,-0.3138,6,-0.8339,4,-1.3994,3,-1.8851,22,1.14268,8,-0.5143
ENSG00000177239,MAN1B1,79,0.63984,26,-1.0523,37,-0.5182,88,0.81765,39,-0.4869,70,0.45244,66,0.35346,45,-0.2327,53,0.01750,44,-0.3045
ENSG00000176978,DPP7,137,0.79511,83,0.00197,124,0.63476,124,0.63386,72,-0.2367,48,-0.8477,60,-0.4930,57,-0.5669,78,-0.0971,73,-0.2177
ENSG00000176884,GRIN1,540,0.67212,21,-4.1452,112,-1.7372,332,-0.0993,229,-0.7146,617,0.89213,303,-0.2441,381,0.11245,449,0.41300,471,0.50027
ENSG00000176101,SSNA1,163,0.96668,160,0.94273,122,0.48965,77,-0.2349,71,-0.3735,73,-0.3062,78,-0.2034,78,-0.2039,73,-0.3227,59,-0.6643
ENSG00000176058,TPRN,35,0.11340,101,1.86529,83,1.50622,3,-3.4656,35,0.10244,14,-1.3013,25,-0.4327,15,-1.2117,23,-0.5927,19,-0.8958
ENSG00000187713,TMEM203,90,0.87395,21,-1.3643,34,-0.6540,50,-0.0606,43,-0.3260,62,0.26525,50,-0.0586,53,0.03647,69,0.48046,47,-0.1714
ENSG00000212864,RNF208,49,-0.5485,15,-2.2825,47,-0.6287,15,-2.3261,81,0.25292,96,0.49886,102,0.59537,50,-0.5161,78,0.18133,110,0.80063
ENSG00000188229,TUBB4B,198,-0.8482,69,-2.4070,188,-0.9228,334,-0.0446,242,-0.5860,385,0.17737,701,1.15430,500,0.59269,392,0.22222,417,0.33152
ENSG00000188986,NELFB,2,-4.8276,43,-0.4663,45,-0.3962,141,1.44956,61,0.06805,57,-0.0273,34,-0.7955,77,0.44709,62,0.10433,56,-0.0631
ENSG00000187609,EXD3,2,-2.4943,5,-1.1471,7,-0.6138,9,-0.2820,14,0.41016,5,-1.1292,19,0.79672,12,0.12044,18,0.81264,11,-0.0372
ENSG00000188747,NOXA1,2,-2.3695,6,-0.6621,0,-6.7980,0,-3.9267,10,-0.0254,11,0.18789,11,0.16694,1,-3.0601,33,2.40922,7,-0.6645
ENSG00000165802,NSMF,334,0.66195,64,-1.8520,228,0.05519,172,-0.3792,327,0.70110,294,0.45672,150,-0.5939,218,-0.0167,192,-0.2297,183,-0.3138
ENSG00000182154,MRPL41,65,-1.5432,172,-0.0757,167,-0.1237,191,0.08859,197,0.14765,156,-0.2254,190,0.07907,187,0.05491,210,0.25521,204,0.20644
ENSG00000148399,DPH7,2,-2.5473,11,-0.0246,6,-0.9106,0,-4.0603,11,-0.0153,14,0.30132,12,0.06205,20,0.86654,16,0.51144,15,0.45447
ENSG00000165724,ZMYND19,31,0.66464,11,-0.8959,12,-0.8450,31,0.63466,21,0.03471,19,-0.1218,30,0.61264,5,-1.9192,25,0.31620,18,-0.2295
ENSG00000197070,ARRDC1,2,-2.5513,6,-0.9419,17,0.61122,2,-2.2091,12,0.10857,22,1.04809,16,0.45791,1,-3.4807,11,-0.0434,18,0.81861
ENSG00000203993,ARRDC1-AS1,2,-2.6437,13,0.08297,9,-0.5019,18,0.59245,12,-0.0762,12,-0.0566,12,-0.0744,13,0.10988,16,0.44747,13,0.09626
ENSG00000181090,EHMT1,2,-2.9039,18,0.28682,25,0.84037,14,-0.0331,16,0.11369,22,0.59909,7,-1.0841,18,0.32118,21,0.55692,7,-1.2298
ENSG00000148408,CACNA1B,2,-4.6461,4,-3.7444,7,-2.9588,56,0.16280,26,-1.0428,97,1.04813,78,0.70025,54,0.10742,64,0.40515,89,1.03037
ENSG00000015171,ZMYND11,56,-0.6331,109,0.41662,154,0.97046,65,-0.3914,68,-0.3530,120,0.55954,69,-0.2927,46,-0.9138,86,0.04018,83,-0.0289
ENSG00000151240,DIP2C,2,-4.3758,60,0.56795,46,0.16180,25,-0.7810,28,-0.6237,63,0.64246,44,0.08029,43,0.04498,51,0.33436,51,0.34152
ENSG00000225140,AL358216.1,2,-2.3494,55,3.04880,31,1.86954,0,-3.9068,15,0.66808,7,-0.4462,4,-1.3763,0,-5.1410,0,-5.9377,1,-3.2611
ENSG00000107929,LARP4B,2,-4.3157,30,-0.4276,28,-0.5462,51,0.39214,33,-0.2921,52,0.40758,44,0.16367,49,0.30642,53,0.47415,46,0.22901
ENSG00000107937,GTPBP4,2,-3.9824,26,-0.2980,41,0.40549,33,0.04353,22,-0.6032,30,-0.1002,40,0.35141,50,0.70612,40,0.38177,34,0.13523
ENSG00000067064,IDI1,90,-0.7541,165,0.17595,109,-0.4641,66,-1.2139,137,-0.1344,111,-0.4392,254,0.87053,149,0.01720,201,0.54283,150,0.02185
ENSG00000047056,WDR37,2,-3.5353,8,-1.4759,11,-1.1146,8,-1.4723,18,-0.3697,24,0.07355,40,0.86388,19,-0.2682,29,0.39495,46,1.26601
ENSG00000185736,ADARB2,38,0.29722,128,2.44774,95,1.85526,2,-3.6834,25,-0.3739,4,-2.8993,0,-9.7038,41,0.44481,19,-0.8077,5,-2.7505
ENSG00000067057,PFKP,176,-0.7612,44,-2.8055,148,-1.0216,206,-0.5223,171,-0.8585,316,0.14027,678,1.40050,299,0.05338,385,0.50593,388,0.51926
ENSG00000107959,PITRM1,2,-4.9240,42,-0.5638,38,-0.7334,81,0.43597,44,-0.5426,63,0.04514,83,0.48691,131,1.24046,76,0.37553,57,-0.1030
ENSG00000067082,KLF6,2,-3.8537,24,-0.2917,44,0.66038,64,1.27354,24,-0.2783,33,0.22531,36,0.34126,7,-2.0851,26,-0.1481,32,0.18843
ENSG00000196139,AKR1C3,2,-2.2990,18,0.99222,30,1.83900,0,-3.8569,13,0.45537,6,-0.7953,3,-1.6628,3,-1.8239,12,0.35632,8,-0.3751
ENSG00000173848,NET1,2,-2.8428,30,1.01774,36,1.33184,17,0.09229,30,1.14664,10,-0.6259,13,-0.2693,6,-1.3054,8,-1.1006,7,-1.1551
ENSG00000196372,ASB13,2,-2.9966,11,-0.5515,20,0.37377,30,1.03539,16,0.06276,15,-0.1151,19,0.27742,3,-2.2005,19,0.32999,17,0.12968
ENSG00000108021,TASOR2,88,1.93808,30,0.13559,28,0.04109,30,0.15493,15,-0.9274,31,0.18641,10,-1.5280,12,-1.2674,25,-0.1392,24,-0.2437
ENSG00000057608,GDI2,5,-4.5613,153,0.48682,131,0.24037,123,0.14349,86,-0.4482,120,0.11013,187,0.81298,120,0.09931,114,0.01948,111,-0.0136
ENSG00000134452,FBH1,42,0.28651,26,-0.4476,29,-0.2544,66,1.04729,22,-0.7254,46,0.45394,25,-0.4676,41,0.24881,32,-0.1185,33,-0.0884
ENSG00000134453,RBM17,3,-4.0834,100,1.10730,97,1.04202,33,-0.6709,53,0.09118,64,0.36261,43,-0.2349,35,-0.5512,60,0.30749,27,-0.9865
ENSG00000170525,PFKFB3,2,-4.4689,59,0.43175,150,2.05530,0,-5.9339,44,-0.0329,16,-1.5156,52,0.24986,37,-0.3000,40,-0.1908,48,0.13490
ENSG00000237943,PRKCQ-AS1,2,-2.5559,88,3.95673,16,0.53116,0,-4.1113,10,-0.1626,4,-1.4215,9,-0.3042,0,-4.3232,1,-3.1365,4,-1.7245
ENSG00000198879,SFMBT2,2,-2.5003,16,0.54611,10,-0.1413,0,-4.0562,14,0.35062,24,1.22213,15,0.44855,5,-1.0173,13,0.23117,10,-0.2417
ENSG00000165629,ATP5F1C,116,-0.9472,104,-1.1075,135,-0.7205,282,0.41980,164,-0.4609,190,-0.1974,304,0.54038,275,0.38413,268,0.37620,269,0.38023
ENSG00000165632,TAF3,2,-2.5254,19,0.79163,28,1.43916,1,-3.6051,18,0.81285,16,0.50547,10,-0.1161,9,-0.3442,4,-1.5260,9,-0.3048
ENSG00000270111,CELF2-DT,2,-2.7031,1,-3.2328,5,-1.2523,0,-4.2572,15,0.26812,5,-1.2271,24,1.00663,12,-0.0861,25,1.16275,19,0.64131
ENSG00000048740,CELF2,72,-1.2711,43,-2.0108,103,-0.7315,95,-0.8408,161,-0.0501,300,0.95540,224,0.48125,194,0.25047,211,0.41998,189,0.22810
ENSG00000151461,UPF2,2,-3.6769,32,0.33701,30,0.23439,0,-5.0007,30,0.27600,27,0.08305,25,-0.0224,44,0.87896,24,-0.1040,32,0.38125
ENSG00000181192,DHTKD1,2,-2.2838,28,1.75483,27,1.71616,0,-3.8409,13,0.49404,15,0.70108,1,-2.9748,0,-3.4358,8,-0.3227,4,-1.1710
ENSG00000065665,SEC61A2,57,-0.1580,39,-0.7055,49,-0.3789,93,0.62933,35,-0.9645,61,-0.0509,87,0.51922,53,-0.2550,98,0.79120,56,-0.2018
ENSG00000165609,NUDT5,2,-3.1331,45,1.53221,38,1.26387,3,-2.3421,20,0.21918,12,-0.5797,13,-0.4876,13,-0.4385,19,0.14535,12,-0.6394
ENSG00000151465,CDC123,2,-4.8678,52,-0.1808,48,-0.3017,99,0.82679,34,-0.8721,72,0.31088,90,0.67521,49,-0.2879,87,0.69151,55,-0.1096
ENSG00000183049,CAMK1D,4,-3.9974,18,-2.0778,35,-1.1197,36,-1.0431,68,-0.0999,51,-0.5344,88,0.29748,41,-0.8687,92,0.41365,175,1.68349
ENSG00000151468,CCDC3,2,-3.4506,3,-2.8727,2,-3.5031,0,-4.9998,20,-0.1138,9,-1.3264,39,0.93667,13,-0.7673,35,0.85275,52,1.65343
ENSG00000123240,OPTN,292,0.72591,108,-0.8254,94,-1.0289,154,-0.2832,133,-0.5477,159,-0.2388,267,0.57958,144,-0.3836,212,0.23551,249,0.52127
ENSG00000107537,PHYH,2,-3.5591,17,-0.4737,37,0.71345,30,0.36619,26,0.17901,7,-1.8187,30,0.38453,19,-0.2922,28,0.28025,28,0.29790
ENSG00000086475,SEPHS1,45,0.89131,22,-0.2083,33,0.38362,15,-0.7775,31,0.32022,21,-0.2874,16,-0.7300,24,-0.1149,23,-0.1742,25,-0.0721
ENSG00000165630,PRPF18,63,1.96027,14,-0.4696,11,-0.8005,44,1.33168,12,-0.8052,11,-0.8864,16,-0.2852,4,-2.0902,16,-0.3166,16,-0.2657
ENSG00000151474,FRMD4A,2,-3.7506,8,-1.8306,27,-0.0009,35,0.38857,26,-0.0732,35,0.42101,23,-0.2272,60,1.30287,37,0.54304,18,-0.6855
ENSG00000065809,FAM107B,46,-0.2158,389,3.92954,109,1.16593,2,-4.4164,24,-1.2411,29,-0.9242,6,-3.1800,29,-0.9260,7,-2.9545,8,-2.8453
ENSG00000187522,HSPA14,2,-2.6442,9,-0.5289,10,-0.2601,0,-4.1987,7,-0.9547,22,0.87599,18,0.59826,17,0.48743,16,0.45639,18,0.69952
ENSG00000176244,ACBD7,49,0.30734,34,-0.2432,89,1.29116,12,-1.7427,89,1.49566,22,-0.9075,11,-1.9011,20,-1.0831,27,-0.6350,26,-0.6927
ENSG00000152465,NMT2,2,-3.9010,14,-1.1656,33,0.14715,24,-0.3652,31,0.05158,30,-0.0052,50,0.82958,25,-0.2480,36,0.32148,39,0.44552
ENSG00000148468,FAM171A1,216,0.68889,192,0.50060,185,0.44430,112,-0.3407,102,-0.5154,181,0.40844,134,-0.0648,110,-0.3713,108,-0.4302,134,-0.0785
ENSG00000148481,MINDY3,2,-3.7577,41,0.67138,7,-1.9677,4,-2.7308,21,-0.4503,37,0.47846,51,1.00952,40,0.59874,29,0.12637,35,0.46543
ENSG00000148484,RSU1,42,0.76550,41,0.72299,18,-0.5504,21,-0.3378,18,-0.5815,27,0.07144,31,0.26151,35,0.45348,18,-0.5649,25,-0.0686
ENSG00000026025,VIM,119,-0.9665,221,-0.0245,1027,2.69641,50,-2.2541,410,1.09947,68,-1.8062,37,-2.6727,75,-1.6474,172,-0.4474,81,-1.6324
ENSG00000136738,STAM,100,1.08150,48,-0.0758,27,-0.9634,27,-0.9394,27,-1.0297,48,-0.0821,85,0.81480,46,-0.1425,57,0.20875,56,0.14880
ENSG00000148482,SLC39A12,63,1.07646,18,-0.9136,114,2.13461,52,0.74718,40,0.36665,10,-1.6758,6,-2.4962,10,-1.7717,27,-0.3035,7,-2.3068
ENSG00000165995,CACNB2,89,0.84720,2,-4.6148,9,-2.6107,20,-1.4197,26,-1.1400,89,0.85383,60,0.20585,61,0.23280,79,0.72421,71,0.52701
ENSG00000165997,ARL5B,41,1.20957,10,-1.0244,36,1.01228,1,-4.1494,12,-0.7174,28,0.61410,13,-0.5971,11,-0.7741,21,0.18473,21,0.14983
ENSG00000120594,PLXDC2,2,-3.6231,62,1.51888,78,1.93122,24,-0.0355,30,0.33099,47,1.03566,2,-3.6869,12,-1.0269,9,-1.5972,8,-1.7975
ENSG00000078114,NEBL,2,-5.5220,110,0.26737,250,1.64933,18,-2.4302,112,0.33381,37,-1.3642,74,-0.3429,108,0.24599,110,0.29795,80,-0.2513
ENSG00000078403,MLLT10,9,-0.4681,14,0.21617,25,1.16157,0,-4.1527,10,-0.3289,18,0.64321,16,0.43651,2,-2.3288,14,0.29564,12,-0.0271
ENSG00000136770,DNAJC1,2,-2.4789,23,1.16757,28,1.52441,11,0.03463,13,0.28631,5,-1.0542,4,-1.3676,2,-2.4583,9,-0.3714,12,0.13121
ENSG00000148444,COMMD3,14,-1.1320,63,1.18766,58,1.03404,21,-0.5267,23,-0.4569,33,0.11609,34,0.20818,17,-0.8899,32,0.07570,22,-0.5286
ENSG00000168283,BMI1,40,-0.1415,102,1.35645,54,0.31847,21,-1.1525,35,-0.3848,51,0.21736,31,-0.5642,57,0.40834,37,-0.2994,38,-0.2649
ENSG00000150867,PIP4K2A,19,-2.7294,774,3.47333,224,0.95876,47,-1.4411,91,-0.5111,44,-1.5397,50,-1.3611,67,-0.9258,43,-1.6684,55,-1.2900
ENSG00000148450,MSRB2,2,-4.9830,85,0.45099,72,0.18255,116,0.96355,101,0.82439,36,-0.8650,25,-1.4167,42,-0.6312,62,-0.0571,63,-0.0258
ENSG00000165312,OTUD1,2,-2.9271,11,-0.4651,26,0.85845,0,-4.0793,13,-0.2887,31,1.16089,12,-0.2882,28,0.98878,12,-0.3964,18,0.29409
ENSG00000120549,KIAA1217,2,-4.2433,0,-7.1278,27,-0.5059,77,1.13828,36,-0.0911,180,2.75576,5,-2.9908,45,0.25643,17,-1.2613,26,-0.5978
ENSG00000107863,ARHGAP21,7,-4.3306,343,1.45434,176,0.34362,85,-0.7755,148,0.07294,215,0.66379,98,-0.5592,125,-0.1881,96,-0.6375,151,0.11403
ENSG00000099256,PRTFDC1,62,1.57548,55,1.37842,74,1.91908,0,-5.1084,18,-0.4739,16,-0.5516,13,-0.8939,12,-0.9414,12,-1.0237,6,-1.9550
ENSG00000151023,ENKUR,2,-2.5165,19,0.85024,38,2.01238,0,-4.0576,16,0.60616,13,0.26134,4,-1.3782,3,-1.9230,8,-0.4597,9,-0.3942
ENSG00000185875,THNSL1,2,-2.5211,6,-0.9078,11,0.02687,20,0.91910,10,-0.1836,24,1.21192,19,0.81465,4,-1.5557,11,-0.0463,9,-0.3627
ENSG00000151025,GPR158,2,-4.8977,5,-3.5911,15,-2.0908,168,1.71057,37,-0.7807,182,1.85929,67,0.16850,82,0.49841,45,-0.4821,48,-0.3762
ENSG00000136750,GAD2,34,-2.5319,3,-5.8668,163,-0.2160,1349,3.88231,63,-1.7329,10,-4.3139,15,-3.6667,273,0.59118,99,-1.0359,135,-0.5488
ENSG00000136754,ABI1,2,-5.2868,51,-0.6478,84,0.10888,75,-0.0804,74,-0.1066,84,0.09843,72,-0.1319,93,0.26600,109,0.57200,98,0.37643
ENSG00000107890,ANKRD26,7,-1.5588,18,-0.0985,1,-3.5831,53,1.60186,25,0.42885,25,0.38928,23,0.23509,10,-1.0176,24,0.30884,11,-0.9914
ENSG00000136758,YME1L1,57,-0.2754,41,-0.7823,96,0.53109,71,0.05549,44,-0.7274,70,0.03892,74,0.12954,55,-0.3199,71,0.06866,97,0.61758
ENSG00000107897,ACBD5,28,-0.8092,86,0.94860,78,0.80285,44,-0.1071,44,-0.1293,39,-0.2797,29,-0.7225,48,0.03702,51,0.13948,36,-0.4586
ENSG00000099246,RAB18,39,-1.6734,93,-0.3717,120,0.02179,166,0.52640,85,-0.5437,146,0.32060,131,0.15328,128,0.11124,152,0.42457,124,0.06878
ENSG00000254635,WAC-AS1,2,-3.3032,17,-0.3735,9,-1.1927,34,0.73118,22,0.08435,33,0.66429,31,0.58568,33,0.68385,16,-0.4208,20,-0.0724
ENSG00000095787,WAC,123,0.24019,135,0.39057,79,-0.4373,60,-0.8641,105,-0.0058,86,-0.3199,93,-0.2003,124,0.25264,103,-0.0389,128,0.32929
ENSG00000165757,JCAD,2,-3.6457,6,-1.9612,15,-0.7696,1,-4.2165,19,-0.4098,22,-0.2168,28,0.18915,38,0.66111,50,1.28028,37,0.67148
ENSG00000107951,MTPAP,2,-3.0361,14,-0.1966,8,-1.0943,16,0.01325,15,-0.1038,20,0.34233,11,-0.5843,22,0.49308,29,1.01792,15,-0.1592
ENSG00000148516,ZEB1,4,-3.2781,55,0.55827,28,-0.5137,35,-0.1762,48,0.36754,33,-0.2360,35,-0.1754,57,0.61340,38,-0.0584,44,0.19049
ENSG00000165322,ARHGAP12,2,-3.9581,33,0.08287,65,1.19356,82,1.58337,23,-0.4934,18,-0.8019,19,-0.7205,39,0.33247,27,-0.2469,24,-0.4467
ENSG00000170759,KIF5B,40,-1.3773,301,1.84105,145,0.58025,145,0.58225,117,0.25810,90,-0.1690,48,-1.1165,103,0.04154,47,-1.2205,53,-1.0387
