feature,group,avgExpr,logFC,statistic,auc,pval,padj,pct_in,pct_out,class.power,grp
ANKRD46,1,0.102051908,0.003831343,41581306.5,0.503322959,0.146831362,0.370694187,10.75109089,10.03911343,0.006645918,APOE34 vs APOE33 (AD only)
MID1,1,0.082176812,0.001704969,41581078.5,0.503320199,0.081038018,0.254597444,7.260235818,6.544980443,0.006640398,APOE34 vs APOE33 (AD only)
SNX10,1,0.028067909,0.007435708,41581062.5,0.503320005,0.003744234,0.024936044,2.683130629,2.020860495,0.006640011,APOE34 vs APOE33 (AD only)
PSG8,1,0.058485974,0.005726506,41580941,0.503318535,0.057019297,0.198772548,6.053291245,5.384615385,0.006637069,APOE34 vs APOE33 (AD only)
CYBC1,1,0.086335395,0.004326134,41580843,0.503317348,0.128970679,0.343161996,9.701977532,9.009126467,0.006634697,APOE34 vs APOE33 (AD only)
DHX35,1,0.098418054,0.005760867,41580837,0.503317276,0.145833252,0.369272469,10.63968062,9.960886571,0.006634552,APOE34 vs APOE33 (AD only)
PNMA8C,1,0.019278851,0.004530028,41580735,0.503316041,0.001295398,0.010374187,2.218921177,1.551499348,0.006632082,APOE34 vs APOE33 (AD only)
BMP2,1,0.016743899,0.005614082,41580510.5,0.503313324,0.000527726,0.004828505,1.940395506,1.277705346,0.006626647,APOE34 vs APOE33 (AD only)
MCTS1,1,0.08661606,0.002996658,41580392.5,0.503311895,0.128702161,0.342711045,9.655556587,8.956975228,0.006623791,APOE34 vs APOE33 (AD only)
GSDME,1,0.018693928,0.005749564,41579901.5,0.503305952,0.001279811,0.010263119,2.200352799,1.538461538,0.006611904,APOE34 vs APOE33 (AD only)
CASZ1,1,0.017824339,0.006305718,41579867,0.503305534,0.000375984,0.003582843,1.847553616,1.186440678,0.006611069,APOE34 vs APOE33 (AD only)
ARHGAP35,1,0.355649357,0.004919632,41579815.5,0.503304911,0.357724623,0.620210444,33.04242874,32.03389831,0.006609822,APOE34 vs APOE33 (AD only)
GRK5,1,0.042221415,0.004236935,41579783,0.503304518,0.025450047,0.112161768,4.363568842,3.68970013,0.006609035,APOE34 vs APOE33 (AD only)
ASXL2,1,0.229816005,0.006014022,41579638,0.503302762,0.297965589,0.558116066,23.20118838,22.42503259,0.006605525,APOE34 vs APOE33 (AD only)
ATXN2,1,0.719050134,0.010094535,41579506.5,0.503301171,0.425130957,0.66697794,57.65481385,56.28422425,0.006602341,APOE34 vs APOE33 (AD only)
TYW3,1,0.086460616,0.005104213,41579443,0.503300402,0.124668029,0.336511637,9.358462538,8.683181226,0.006600804,APOE34 vs APOE33 (AD only)
PROS1,1,0.01401999,0.00614958,41579334,0.503299083,3.58E-05,0.00045602,1.42976511,0.769230769,0.006598165,APOE34 vs APOE33 (AD only)
PDZD8,1,0.182429365,0.003759048,41579221,0.503297715,0.260831936,0.510298584,19.02330331,18.21382008,0.00659543,APOE34 vs APOE33 (AD only)
PSMD8,1,0.095785524,0.002376598,41579153,0.503296892,0.150874687,0.375927679,10.81608022,10.06518905,0.006593784,APOE34 vs APOE33 (AD only)
GNB5,1,0.051962658,0.00561133,41579137.5,0.503296704,0.045667213,0.169947678,5.412682202,4.745762712,0.006593408,APOE34 vs APOE33 (AD only)
POLE,1,0.050153787,0.007146913,41579081,0.50329602,0.04366056,0.164375164,5.301271934,4.654498044,0.006592041,APOE34 vs APOE33 (AD only)
SLC7A6OS,1,0.095854812,0.007439157,41578910.5,0.503293956,0.143901229,0.366921508,10.35187076,9.713168188,0.006587913,APOE34 vs APOE33 (AD only)
METTL25,1,0.268170216,0.001969428,41578895,0.503293769,0.307658551,0.570215491,24.35242782,23.41590613,0.006587538,APOE34 vs APOE33 (AD only)
IL7,1,0.014192904,0.005028086,41578826.5,0.50329294,0.000262453,0.002638517,1.754711726,1.09517601,0.006585879,APOE34 vs APOE33 (AD only)
ANKLE2,1,0.123601534,0.005319984,41578472.5,0.503288655,0.194650252,0.44238816,13.48064247,12.76401565,0.006577309,APOE34 vs APOE33 (AD only)
LZTFL1,1,0.064185737,0.007757806,41578430.5,0.503288146,0.068010956,0.225758066,6.461795562,5.814863103,0.006576292,APOE34 vs APOE33 (AD only)
LIMD1,1,0.044403773,0.006472721,41578274,0.503286252,0.034637366,0.140359289,4.809209916,4.159061278,0.006572504,APOE34 vs APOE33 (AD only)
LRRC37A2,1,0.131864122,0.004214054,41578197,0.50328532,0.2062202,0.459166053,14.26051434,13.54628422,0.00657064,APOE34 vs APOE33 (AD only)
AC015813.2,1,0.070792349,0.004592069,41578176.5,0.503285072,0.101712265,0.29196847,8.095812831,7.41851369,0.006570143,APOE34 vs APOE33 (AD only)
IFIT5,1,0.044904683,0.005401543,41578080.5,0.50328391,0.039701565,0.155024746,5.069167208,4.406779661,0.006567819,APOE34 vs APOE33 (AD only)
FLOT1,1,0.14115817,0.005183537,41577788.5,0.503280375,0.214008667,0.467899106,14.78971312,14.0547588,0.00656075,APOE34 vs APOE33 (AD only)
C19orf66,1,0.051621067,0.005165258,41577565,0.50327767,0.053942365,0.192084569,5.756197196,5.084745763,0.00655534,APOE34 vs APOE33 (AD only)
PICALM,1,1.386121289,0.006272479,41577509.5,0.503276998,0.445821718,0.687890607,80.9674125,81.04302477,0.006553996,APOE34 vs APOE33 (AD only)
DBF4,1,0.026928126,0.006345162,41577482,0.503276665,0.00608212,0.036749539,2.896666976,2.242503259,0.00655333,APOE34 vs APOE33 (AD only)
HIST1H1E,1,0.01118974,0.005957094,41577360,0.503275188,5.77E-06,8.94E-05,1.216228762,0.560625815,0.006550377,APOE34 vs APOE33 (AD only)
CCDC181,1,0.013570789,0.006114389,41577340.5,0.503274952,3.60E-05,0.000457438,1.411196732,0.75619296,0.006549905,APOE34 vs APOE33 (AD only)
AC022414.1,1,0.024268865,0.004993244,41577335,0.503274886,0.004542426,0.02920946,2.720267385,2.059973924,0.006549771,APOE34 vs APOE33 (AD only)
PNMA1,1,0.050320975,0.004356304,41577279.5,0.503274214,0.048604475,0.177921776,5.486955714,4.81095176,0.006548428,APOE34 vs APOE33 (AD only)
ATP2B2,1,0.047852714,0.007716577,41577264.5,0.503274032,0.030694784,0.128570739,4.567821001,3.911342894,0.006548065,APOE34 vs APOE33 (AD only)
ACAD8,1,0.05116452,0.003394974,41576828.5,0.503268755,0.061073902,0.20896466,6.071859623,5.384615385,0.00653751,APOE34 vs APOE33 (AD only)
URI1,1,0.43968125,0.007093703,41576386.5,0.503263405,0.389120242,0.643741531,39.21641445,38.44850065,0.006526809,APOE34 vs APOE33 (AD only)
FOXO1,1,0.470256306,0.00319626,41576248.5,0.503261734,0.388234658,0.643741531,39.0864358,37.84876141,0.006523468,APOE34 vs APOE33 (AD only)
MBD1,1,0.075243351,0.002875532,41576240,0.503261631,0.11347437,0.315666667,8.569306471,7.861799218,0.006523262,APOE34 vs APOE33 (AD only)
SYNCRIP,1,0.093744433,0.001378115,41576153,0.503260578,0.151113659,0.376470755,10.5746913,9.817470665,0.006521156,APOE34 vs APOE33 (AD only)
THAP9,1,0.059121297,0.003073652,41576102.5,0.503259967,0.079840627,0.251644059,6.926005013,6.232073012,0.006519934,APOE34 vs APOE33 (AD only)
IFFO1,1,0.055343761,0.005050483,41575792,0.503256208,0.067610659,0.224804185,6.322532727,5.658409387,0.006512417,APOE34 vs APOE33 (AD only)
SLC30A6,1,0.130993388,0.005428114,41575768,0.503255918,0.202137308,0.452774428,13.67561044,12.98565841,0.006511836,APOE34 vs APOE33 (AD only)
CREG2,1,0.136408532,0.001393265,41575713,0.503255252,0.200176177,0.449900416,13.56420017,12.80312907,0.006510504,APOE34 vs APOE33 (AD only)
GAP43,1,0.05539304,0.00647299,41575667.5,0.503254701,0.04314501,0.163066372,5.152724909,4.485006519,0.006509403,APOE34 vs APOE33 (AD only)
USH1C,1,0.014027735,0.005625816,41575273.5,0.503249932,0.000158887,0.001704388,1.615448891,0.964797914,0.006499864,APOE34 vs APOE33 (AD only)
FOXRED1,1,0.142564373,0.002160606,41574955,0.503246077,0.226725306,0.480327162,15.42103797,14.60234681,0.006492154,APOE34 vs APOE33 (AD only)
KDM3A,1,0.110597998,0.003602648,41574679.5,0.503242742,0.175705926,0.414835485,11.86519358,11.13428944,0.006485484,APOE34 vs APOE33 (AD only)
LRRC49,1,0.102192672,0.00432053,41574418.5,0.503239583,0.15063489,0.375748268,10.37043914,9.687092568,0.006479166,APOE34 vs APOE33 (AD only)
SEC61A2,1,0.127769203,0.001995441,41574191.5,0.503236835,0.21101273,0.464845889,14.14910408,13.36375489,0.00647367,APOE34 vs APOE33 (AD only)
CST3,1,0.042983481,0.007304865,41574112,0.503235873,0.021196627,0.097219039,3.936496147,3.285528031,0.006471746,APOE34 vs APOE33 (AD only)
PUS7,1,0.123099051,0.005491112,41574083,0.503235522,0.186897841,0.430590898,12.47795005,11.79921773,0.006471043,APOE34 vs APOE33 (AD only)
TOR1AIP1,1,0.119343392,0.004846211,41573785.5,0.503231921,0.191967024,0.438547466,12.78432829,12.07301173,0.006463841,APOE34 vs APOE33 (AD only)
SPHK2,1,0.096329001,0.00212773,41573705.5,0.503230952,0.158926318,0.390347797,10.79751184,10.05215124,0.006461905,APOE34 vs APOE33 (AD only)
PSMB7,1,0.16507009,0.005474416,41573645,0.50323022,0.249289266,0.49457054,17.0086343,16.33637549,0.00646044,APOE34 vs APOE33 (AD only)
TCEAL9,1,0.046683029,0.002095057,41573633.5,0.503230081,0.049303362,0.179745571,5.375545446,4.693611473,0.006460161,APOE34 vs APOE33 (AD only)
CDKN2C,1,0.020487903,0.003776048,41573530.5,0.503228834,0.002666667,0.018963334,2.38603658,1.734028683,0.006457668,APOE34 vs APOE33 (AD only)
ZNF302,1,0.268925559,-0.000304175,41573282,0.503225826,0.341456949,0.60220528,27.9175564,26.79269883,0.006451652,APOE34 vs APOE33 (AD only)
CAMK4,1,0.029665458,0.007319451,41573037,0.50322286,0.006633373,0.039493813,2.85953022,2.21642764,0.006445721,APOE34 vs APOE33 (AD only)
CNPY1,1,0.030391507,0.006509913,41572977.5,0.50322214,0.010392443,0.056213953,3.184476836,2.542372881,0.00644428,APOE34 vs APOE33 (AD only)
NOM1,1,0.070453845,0.006973183,41572956.5,0.503221886,0.097289228,0.282993618,7.548045678,6.910039113,0.006443772,APOE34 vs APOE33 (AD only)
ZNF260,1,0.080171655,0.005772285,41572908.5,0.503221305,0.124018324,0.335060816,8.838547953,8.200782269,0.00644261,APOE34 vs APOE33 (AD only)
ZNF160,1,0.203343136,0.002826775,41572816.5,0.503220191,0.292488112,0.551509994,21.15866679,20.273794,0.006440383,APOE34 vs APOE33 (AD only)
MRPS11,1,0.105690647,0.002127453,41572764,0.503219556,0.172548493,0.411806286,11.48454183,10.76923077,0.006439112,APOE34 vs APOE33 (AD only)
SPDYE1,1,0.019285213,0.00466456,41572717.5,0.503218993,0.00161474,0.012532173,2.172500232,1.525423729,0.006437986,APOE34 vs APOE33 (AD only)
NRG1,1,0.07317928,0.007338369,41572662.5,0.503218327,0.091272634,0.275255718,7.250951629,6.610169492,0.006436654,APOE34 vs APOE33 (AD only)
MRPS18C,1,0.06252008,0.003481775,41572586,0.503217401,0.083030121,0.258558078,6.879584068,6.205997392,0.006434802,APOE34 vs APOE33 (AD only)
FBXO31,1,0.062830925,0.005292133,41572445,0.503215694,0.082012014,0.256233907,6.814594745,6.166883963,0.006431389,APOE34 vs APOE33 (AD only)
GLRX2,1,0.035429659,0.00274312,41572433,0.503215549,0.02491914,0.110518531,4.10361155,3.441981747,0.006431098,APOE34 vs APOE33 (AD only)
TADA1,1,0.063202513,0.005581613,41572427,0.503215477,0.090038446,0.272837387,7.185962306,6.531942634,0.006430953,APOE34 vs APOE33 (AD only)
EIF2B1,1,0.094291773,0.004299891,41572425.5,0.503215458,0.157340111,0.387829952,10.5746913,9.882659713,0.006430917,APOE34 vs APOE33 (AD only)
CREBL2,1,0.101344374,0.00419308,41572320.5,0.503214187,0.165313594,0.401082481,11.01104818,10.32594524,0.006428375,APOE34 vs APOE33 (AD only)
SIRPA,1,0.199898097,0.00249854,41572260.5,0.503213461,0.291872972,0.551223307,20.94513044,20.14341591,0.006426922,APOE34 vs APOE33 (AD only)
UBTD1,1,0.081625423,0.006387474,41572219.5,0.503212965,0.113615144,0.31581308,8.281496611,7.640156454,0.00642593,APOE34 vs APOE33 (AD only)
APTX,1,0.206655133,0.005648892,41572191.5,0.503212626,0.292542055,0.551509994,20.99155139,20.22164276,0.006425252,APOE34 vs APOE33 (AD only)
RIMS1,1,0.085180755,0.007344715,41572084.5,0.503211331,0.104614241,0.298433778,7.845139727,7.196870926,0.006422662,APOE34 vs APOE33 (AD only)
HERC2,1,0.608051863,0.008783526,41571994,0.503210235,0.428278928,0.669842232,51.62937517,50.28683181,0.006420471,APOE34 vs APOE33 (AD only)
LACC1,1,0.018900931,0.004386127,41571829,0.503208238,0.002346538,0.017116465,2.302478878,1.655801825,0.006416476,APOE34 vs APOE33 (AD only)
NDUFS3,1,0.053333432,0.003621164,41571653,0.503206108,0.064766042,0.217037719,5.997586111,5.332464146,0.006412215,APOE34 vs APOE33 (AD only)
SRPRA,1,0.043766437,0.004928957,41571553.5,0.503204903,0.042879722,0.162596296,4.976325318,4.328552803,0.006409807,APOE34 vs APOE33 (AD only)
MAN1C1,1,0.093779493,0.009072263,41571028.5,0.503198548,0.13619675,0.355434134,9.302757404,8.696219035,0.006397097,APOE34 vs APOE33 (AD only)
NACC2,1,0.232694564,0.00358586,41570812.5,0.503195934,0.319250895,0.583378632,23.92535512,23.06388527,0.006391868,APOE34 vs APOE33 (AD only)
TK2,1,0.070138881,0.005558993,41570492,0.503192054,0.106366486,0.302229278,7.826571349,7.183833116,0.006384109,APOE34 vs APOE33 (AD only)
PKIG,1,0.110935472,0.001982366,41570432.5,0.503191334,0.171571515,0.41042912,11.22458453,10.46936115,0.006382668,APOE34 vs APOE33 (AD only)
MIA3,1,0.157891747,0.003311829,41570291.5,0.503189627,0.249158014,0.494424659,16.52585647,15.77574967,0.006379255,APOE34 vs APOE33 (AD only)
COA1,1,0.297083463,0.007033991,41570072.5,0.503186976,0.349551088,0.612021867,28.12180856,27.39243807,0.006373953,APOE34 vs APOE33 (AD only)
SOAT1,1,0.046174797,0.006077241,41569740.5,0.503182958,0.043625886,0.164354626,4.939188562,4.302477184,0.006365915,APOE34 vs APOE33 (AD only)
CDCA7L,1,0.03613329,0.00272463,41569605.5,0.503181324,0.027639677,0.119087256,4.159316684,3.507170795,0.006362647,APOE34 vs APOE33 (AD only)
HNMT,1,0.033637447,0.004439491,41569213.5,0.503176579,0.020573241,0.09504116,3.760096556,3.116036506,0.006353157,APOE34 vs APOE33 (AD only)
LRBA,1,0.626831581,0.009555618,41569199.5,0.503176409,0.428907145,0.6700947,49.16906508,48.56584094,0.006352818,APOE34 vs APOE33 (AD only)
CAMSAP1,1,0.144535007,0.005740706,41569172.5,0.503176082,0.232013507,0.480327162,14.99396528,14.31551499,0.006352165,APOE34 vs APOE33 (AD only)
KEL,1,0.105805921,0.005546467,41569133,0.503175604,0.181442595,0.422313122,11.63308885,10.97783572,0.006351208,APOE34 vs APOE33 (AD only)
SYT2,1,0.015947669,0.005047642,41569083,0.503174999,0.000570396,0.005140163,1.81041686,1.173402868,0.006349998,APOE34 vs APOE33 (AD only)
SECISBP2L,1,1.00446946,0.008636645,41568398.5,0.503166713,0.456830742,0.698584871,70.36486863,70.07822686,0.006333427,APOE34 vs APOE33 (AD only)
TAB1,1,0.200362624,0.000872162,41568392,0.503166635,0.303020504,0.564194264,21.45576084,20.50847458,0.006333269,APOE34 vs APOE33 (AD only)
ZNF257,1,0.021891636,0.006432861,41568373,0.503166405,0.003703939,0.024732039,2.441741714,1.812255541,0.006332809,APOE34 vs APOE33 (AD only)
SOX10,1,0.504122587,0.00790205,41568321,0.503165775,0.420684692,0.663450133,45.08402191,44.15906128,0.006331551,APOE34 vs APOE33 (AD only)
SDF2,1,0.058555287,0.003545892,41568187,0.503164153,0.086057127,0.265081402,6.7681738,6.127770535,0.006328307,APOE34 vs APOE33 (AD only)
EEA1,1,0.335482716,0.007486671,41567987.5,0.503161738,0.369772294,0.632369408,31.11131743,30.26075619,0.006323477,APOE34 vs APOE33 (AD only)
CLIC4,1,0.738418238,0.009294082,41567925.5,0.503160988,0.445137189,0.687594264,57.4412775,56.72750978,0.006321976,APOE34 vs APOE33 (AD only)
DIS3L2,1,0.574611802,0.006333295,41567863.5,0.503160237,0.427833284,0.669842232,47.94355213,46.4797914,0.006320475,APOE34 vs APOE33 (AD only)
UBALD2,1,0.078614091,0.002299282,41567744.5,0.503158797,0.130033978,0.345222097,8.792127008,8.096479791,0.006317594,APOE34 vs APOE33 (AD only)
TSSK3,1,0.030711073,0.005768241,41567678,0.503157992,0.016496716,0.080396809,3.472286696,2.842242503,0.006315984,APOE34 vs APOE33 (AD only)
MYH9,1,0.154221149,0.006112627,41567522.5,0.50315611,0.250373787,0.496199634,16.19162566,15.50195567,0.00631222,APOE34 vs APOE33 (AD only)
ARNTL,1,0.047257537,0.006443868,41567196,0.503152158,0.047621996,0.174932962,5.022746263,4.393741851,0.006304315,APOE34 vs APOE33 (AD only)
ARSG,1,0.034566655,0.003853716,41567163.5,0.503151764,0.025208074,0.111341873,3.955064525,3.311603651,0.006303529,APOE34 vs APOE33 (AD only)
SPDYA,1,0.026554895,0.005011514,41567149,0.503151589,0.009124739,0.050766989,2.95237211,2.320730117,0.006303178,APOE34 vs APOE33 (AD only)
SLC9A3R2,1,0.019919889,0.003687852,41567147,0.503151565,0.003211789,0.022164561,2.358184013,1.720990874,0.006303129,APOE34 vs APOE33 (AD only)
WDR12,1,0.068914655,0.00590119,41566896.5,0.503148532,0.103468105,0.296000341,7.473772166,6.831812256,0.006297065,APOE34 vs APOE33 (AD only)
KIAA1211L,1,0.027722976,0.010018996,41566876,0.503148284,0.004081574,0.02672566,2.460310092,1.83833116,0.006296568,APOE34 vs APOE33 (AD only)
FAM53C,1,0.121556171,0.002906271,41566841.5,0.503147867,0.211914413,0.466073172,13.30424287,12.60756193,0.006295733,APOE34 vs APOE33 (AD only)
RGS3,1,0.115816501,0.0043869,41566778,0.503147098,0.204234557,0.456092746,12.80289667,12.09908735,0.006294196,APOE34 vs APOE33 (AD only)
TEX22,1,0.047419226,0.002466968,41566775.5,0.503147068,0.055683743,0.195771197,5.375545446,4.719687093,0.006294135,APOE34 vs APOE33 (AD only)
EMC6,1,0.0421943,0.000445236,41566376,0.503142232,0.04954391,0.180255716,5.097019775,4.419817471,0.006284464,APOE34 vs APOE33 (AD only)
CA14,1,0.032057505,0.003338855,41566258,0.503140804,0.02519799,0.11132478,3.927211958,3.285528031,0.006281607,APOE34 vs APOE33 (AD only)
P4HA3,1,0.017186134,0.004973152,41566071,0.50313854,0.001409164,0.011155626,2.023953208,1.395045632,0.00627708,APOE34 vs APOE33 (AD only)
SFXN4,1,0.089726018,0.002818084,41566062,0.503138431,0.154823643,0.383632857,9.906229691,9.204693611,0.006276862,APOE34 vs APOE33 (AD only)
CCT8,1,0.074863213,0.00435808,41566037.5,0.503138135,0.120529319,0.328607937,8.207223099,7.548891786,0.006276269,APOE34 vs APOE33 (AD only)
B3GALT2,1,0.021464863,0.004066769,41566034.5,0.503138098,0.004482561,0.028897111,2.497446848,1.86440678,0.006276197,APOE34 vs APOE33 (AD only)
SUCO,1,0.20019351,0.004721966,41565917.5,0.503136682,0.296339377,0.556019299,20.15597438,19.40026076,0.006273364,APOE34 vs APOE33 (AD only)
DAB2IP,1,0.060599813,0.006760987,41565749,0.503134642,0.082155569,0.256548198,6.461795562,5.840938722,0.006269285,APOE34 vs APOE33 (AD only)
SOX12,1,0.07335372,0.004282954,41565607,0.503132924,0.121263671,0.329957269,8.207223099,7.561929596,0.006265847,APOE34 vs APOE33 (AD only)
HIPK3,1,0.268543858,0.005460455,41565445,0.503130963,0.347801976,0.609972823,26.53421224,25.69752282,0.006261925,APOE34 vs APOE33 (AD only)
NFE2L1,1,0.090585181,0.006244357,41565420,0.50313066,0.160123371,0.39253013,10.10119766,9.465449804,0.00626132,APOE34 vs APOE33 (AD only)
FOS,1,0.012144807,0.005023885,41565338,0.503129667,6.99E-05,0.000828732,1.383344165,0.75619296,0.006259335,APOE34 vs APOE33 (AD only)
CYB561D1,1,0.057830779,0.002933924,41565265,0.503128784,0.086245808,0.26552563,6.628910965,5.971316819,0.006257568,APOE34 vs APOE33 (AD only)
BCCIP,1,0.10697953,0.000998551,41565163.5,0.503127555,0.184767155,0.427385871,11.47525764,10.73011734,0.00625511,APOE34 vs APOE33 (AD only)
RPGR,1,0.055270936,0.004653549,41565122,0.503127053,0.072537293,0.235994308,6.025438678,5.384615385,0.006254106,APOE34 vs APOE33 (AD only)
SCPEP1,1,0.098725793,0.007582298,41564831,0.50312353,0.170153676,0.408230006,10.56540711,9.973924381,0.006247061,APOE34 vs APOE33 (AD only)
NPAP1,1,0.006936871,0.004605089,41564809,0.503123264,8.45E-08,1.85E-06,0.872713768,0.247718383,0.006246528,APOE34 vs APOE33 (AD only)
ATP8B1,1,0.028243165,0.00517963,41564643,0.503121255,0.011771862,0.061718733,3.091634946,2.464146023,0.00624251,APOE34 vs APOE33 (AD only)
ABCA10,1,0.035268189,0.006414962,41564344.5,0.503117642,0.019936522,0.092649234,3.583696964,2.95958279,0.006235283,APOE34 vs APOE33 (AD only)
MORN4,1,0.036471799,0.005715277,41564281,0.503116873,0.025159369,0.111181572,3.862222635,3.233376793,0.006233746,APOE34 vs APOE33 (AD only)
FSTL5,1,0.048233325,0.011600036,41564056,0.503114149,0.02997228,0.126472312,4.085043171,3.481095176,0.006228299,APOE34 vs APOE33 (AD only)
RUFY2,1,0.46188821,0.00896896,41563505.5,0.503107486,0.420169807,0.662968301,41.89954507,40.70404172,0.006214972,APOE34 vs APOE33 (AD only)
EIF4A3,1,0.026586729,0.003260764,41563487.5,0.503107268,0.012396452,0.064167132,3.110203324,2.477183833,0.006214536,APOE34 vs APOE33 (AD only)
MNS1,1,0.019515142,0.006217113,41563329,0.503105349,0.001688998,0.013003181,2.042521586,1.421121252,0.006210699,APOE34 vs APOE33 (AD only)
ZNF121,1,0.060222598,0.002908662,41563307,0.503105083,0.097753685,0.283979393,7.018846904,6.362451108,0.006210166,APOE34 vs APOE33 (AD only)
ZBTB47,1,0.027755178,0.00660673,41563106,0.50310265,0.012202648,0.063568026,3.082350757,2.464146023,0.0062053,APOE34 vs APOE33 (AD only)
PDIA3,1,0.171620415,0.004656885,41562924,0.503100447,0.279287856,0.534865323,17.95562158,17.20990874,0.006200894,APOE34 vs APOE33 (AD only)
COPS2,1,0.161159616,0.001699752,41562567.5,0.503096132,0.275079508,0.529669968,17.55640145,16.72750978,0.006192264,APOE34 vs APOE33 (AD only)
AL136454.1,1,0.022964273,0.000831285,41562500.5,0.503095321,0.008094762,0.046154571,2.775972519,2.138200782,0.006190642,APOE34 vs APOE33 (AD only)
ABRAXAS2,1,0.07122084,0.006090311,41562469.5,0.503094946,0.111325936,0.311333772,7.548045678,6.923076923,0.006189891,APOE34 vs APOE33 (AD only)
CLNS1A,1,0.250642854,0.003400783,41562443.5,0.503094631,0.339276933,0.601677515,24.48240646,23.70273794,0.006189262,APOE34 vs APOE33 (AD only)
CCDC186,1,0.137201993,0.006827318,41562292,0.503092797,0.233909289,0.480327162,14.20480921,13.59843546,0.006185594,APOE34 vs APOE33 (AD only)
LDHD,1,0.019769277,0.004158658,41562193.5,0.503091605,0.004212812,0.027414648,2.395320769,1.773142112,0.006183209,APOE34 vs APOE33 (AD only)
ZNF14,1,0.07784144,0.006733885,41562143,0.503090993,0.128341857,0.342212898,8.2907808,7.666232073,0.006181987,APOE34 vs APOE33 (AD only)
CCDC148,1,0.049641877,0.007435058,41562112.5,0.503090624,0.045815757,0.170182311,4.744220592,4.132985658,0.006181248,APOE34 vs APOE33 (AD only)
CHST6,1,0.059242092,0.003966983,41562099.5,0.503090467,0.097695364,0.283979393,6.944573392,6.29726206,0.006180934,APOE34 vs APOE33 (AD only)
DRC3,1,0.013154483,0.004131229,41562070,0.50309011,0.000181711,0.001911544,1.494754433,0.873533246,0.00618022,APOE34 vs APOE33 (AD only)
APPL1,1,0.196663829,0.004245584,41562053.5,0.50308991,0.307915114,0.57045494,20.58304707,19.89569752,0.00617982,APOE34 vs APOE33 (AD only)
ZNF614,1,0.043557977,0.004338748,41562029.5,0.50308962,0.052844312,0.189454842,5.05059883,4.419817471,0.006179239,APOE34 vs APOE33 (AD only)
CCNF,1,0.020507616,0.006222252,41561903,0.503088088,0.002886437,0.020246875,2.218921177,1.603650587,0.006176177,APOE34 vs APOE33 (AD only)
SMIM19,1,0.083027006,0.00146512,41561895.5,0.503087998,0.148930838,0.373560564,9.274904837,8.578878748,0.006175995,APOE34 vs APOE33 (AD only)
RABEP2,1,0.062746505,0.00380805,41561446.5,0.503082563,0.097790682,0.284024011,6.907436635,6.271186441,0.006165125,APOE34 vs APOE33 (AD only)
PARP9,1,0.038597391,0.005139241,41561254.5,0.503080239,0.034035636,0.138428159,4.19645344,3.572359844,0.006160477,APOE34 vs APOE33 (AD only)
RRP36,1,0.074889114,0.002850212,41561166,0.503079167,0.134179499,0.352157193,8.504317148,7.848761408,0.006158335,APOE34 vs APOE33 (AD only)
GARNL3,1,0.637127502,0.010835496,41561149,0.503078961,0.44752542,0.689314582,51.37870207,50.79530639,0.006157923,APOE34 vs APOE33 (AD only)
SYT4,1,0.035320224,0.007532417,41561006.5,0.503077237,0.015197679,0.075524664,3.221613592,2.60756193,0.006154473,APOE34 vs APOE33 (AD only)
SSNA1,1,0.128837489,-0.000891545,41560985.5,0.503076982,0.235608063,0.480327162,14.23266178,13.44198175,0.006153965,APOE34 vs APOE33 (AD only)
RGS12,1,0.168563448,0.006863339,41560812,0.503074882,0.268637945,0.521450802,16.64655092,16.01043025,0.006149764,APOE34 vs APOE33 (AD only)
ELMOD2,1,0.112423204,0.005453509,41560717.5,0.503073738,0.208665863,0.46211946,12.40367654,11.72099087,0.006147477,APOE34 vs APOE33 (AD only)
PTPDC1,1,0.303599959,0.005882408,41560620,0.503072558,0.374236816,0.636760619,29.39374246,28.55280313,0.006145116,APOE34 vs APOE33 (AD only)
DEDD2,1,0.030555688,0.004886844,41560602,0.50307234,0.02098086,0.096525963,3.537276019,2.920469361,0.006144681,APOE34 vs APOE33 (AD only)
ECI1,1,0.073121754,0.005023216,41560601.5,0.503072334,0.127068523,0.339512692,8.123665398,7.509778357,0.006144668,APOE34 vs APOE33 (AD only)
P3H3,1,0.017122475,0.006127184,41560414.5,0.503070071,0.000777712,0.006734029,1.773280104,1.160365059,0.006140141,APOE34 vs APOE33 (AD only)
PGM2L1,1,0.041135917,0.00728649,41560238.5,0.50306794,0.030624798,0.128376312,4.00148547,3.389830508,0.006135881,APOE34 vs APOE33 (AD only)
ZNF620,1,0.039717807,0.004164081,41560198,0.50306745,0.045174889,0.168693551,4.651378702,4.028683181,0.0061349,APOE34 vs APOE33 (AD only)
TRPV6,1,0.012974686,0.005416246,41560144,0.503066796,0.000230353,0.002350096,1.513322811,0.899608866,0.006133593,APOE34 vs APOE33 (AD only)
ABHD6,1,0.385854534,0.006599104,41560095.5,0.503066209,0.407320945,0.648117483,36.26404234,35.28031291,0.006132419,APOE34 vs APOE33 (AD only)
MGMT,1,0.163416753,0.005342866,41559130.5,0.503054528,0.248367863,0.493403223,14.83613406,14.1851369,0.006109057,APOE34 vs APOE33 (AD only)
WDR19,1,0.099090955,0.0068945,41558975.5,0.503052652,0.172273033,0.411447992,10.16618698,9.556714472,0.006105304,APOE34 vs APOE33 (AD only)
