feature,group,avgExpr,logFC,statistic,auc,pval,padj,pct_in,pct_out,class.power,grp
SRM,1,0.049088384,-0.005145338,370365338,0.502974641,0.002153897,0.003800932,5.60888387,4.904974241,0.005949283,APOE34 & APOE44 vs APOE33 (AD and nonAD)
ZC3HC1,1,0.050804121,-0.005347836,370365242.5,0.502974512,0.002190862,0.00386312,5.624568668,4.9266202,0.005949024,APOE34 & APOE44 vs APOE33 (AD and nonAD)
GALNT14,1,0.014719586,0.003759779,370364446,0.50297343,7.90E-10,2.02E-09,1.521425434,0.922117841,0.00594686,APOE34 & APOE44 vs APOE33 (AD and nonAD)
TSPYL5,1,0.019549004,0.000950874,370364407.5,0.502973378,1.37E-06,2.99E-06,2.330761026,1.718689121,0.005946756,APOE34 & APOE44 vs APOE33 (AD and nonAD)
FBXO4,1,0.042841963,-0.003384195,370363747,0.502972481,0.001114873,0.002012793,4.953259301,4.277241439,0.005944962,APOE34 & APOE44 vs APOE33 (AD and nonAD)
TMEM47,1,0.012810568,0.004012647,370362634,0.502970969,9.10E-11,2.43E-10,1.389673129,0.792242088,0.005941939,APOE34 & APOE44 vs APOE33 (AD and nonAD)
TMEM216,1,0.014612968,0.002375975,370362380,0.502970624,8.26E-09,2.01E-08,1.697095175,1.09528551,0.005941249,APOE34 & APOE44 vs APOE33 (AD and nonAD)
ITPKC,1,0.031304508,-0.001116255,370362064.5,0.502970196,0.000112723,0.000218223,3.541627455,2.909216849,0.005940392,APOE34 & APOE44 vs APOE33 (AD and nonAD)
SOX15,1,0.011651385,0.003512353,370361244.5,0.502969082,2.38E-11,6.49E-11,1.320660016,0.722975021,0.005938165,APOE34 & APOE44 vs APOE33 (AD and nonAD)
TBRG4,1,0.044819433,-0.004348803,370360776,0.502968446,0.001373576,0.002463224,5.125792082,4.446079917,0.005936892,APOE34 & APOE44 vs APOE33 (AD and nonAD)
YRDC,1,0.014800303,0.002205601,370360538.5,0.502968123,2.30E-08,5.49E-08,1.788067005,1.186198537,0.005936247,APOE34 & APOE44 vs APOE33 (AD and nonAD)
PPFIA4,1,0.019434534,0.002031516,370359478,0.502966683,3.90E-07,8.74E-07,2.120584729,1.515217109,0.005933367,APOE34 & APOE44 vs APOE33 (AD and nonAD)
NUFIP1,1,0.044112673,-0.002592725,370359426.5,0.502966613,0.001073885,0.001942317,4.896794027,4.233949522,0.005933227,APOE34 & APOE44 vs APOE33 (AD and nonAD)
CPSF4,1,0.04541628,-0.005382806,370359017,0.502966057,0.001769,0.003143076,5.367337976,4.671197887,0.005932114,APOE34 & APOE44 vs APOE33 (AD and nonAD)
POLE3,1,0.021561843,0.001977438,370357697.5,0.502964265,2.84E-06,6.08E-06,2.449965493,1.844235681,0.005928531,APOE34 & APOE44 vs APOE33 (AD and nonAD)
PALLD,1,0.024200124,0.000601907,370357320,0.502963753,7.79E-06,1.63E-05,2.66955267,2.056366076,0.005927505,APOE34 & APOE44 vs APOE33 (AD and nonAD)
ZNF518B,1,0.009426356,0.00393817,370356633,0.50296282,8.36E-14,2.55E-13,1.10107284,0.506515434,0.005925639,APOE34 & APOE44 vs APOE33 (AD and nonAD)
XKR8,1,0.015007015,0.002299192,370354396,0.502959782,2.72E-08,6.45E-08,1.794340925,1.19485692,0.005919563,APOE34 & APOE44 vs APOE33 (AD and nonAD)
ART3,1,0.052393238,-0.004092467,370353602.5,0.502958704,0.002089184,0.003688915,5.508501161,4.822719598,0.005917408,APOE34 & APOE44 vs APOE33 (AD and nonAD)
SLC47A2,1,0.006589706,0.003199187,370353525.5,0.502958599,8.12E-18,2.89E-17,0.887759583,0.294385038,0.005917199,APOE34 & APOE44 vs APOE33 (AD and nonAD)
TUFT1,1,0.019061284,0.001774431,370353383.5,0.502958407,3.70E-07,8.29E-07,2.101762971,1.497900342,0.005916813,APOE34 & APOE44 vs APOE33 (AD and nonAD)
AFAP1,1,0.031552885,-0.001205785,370351518,0.502955873,8.29E-05,0.000161995,3.381642512,2.753365947,0.005911746,APOE34 & APOE44 vs APOE33 (AD and nonAD)
FAAH,1,0.14212405,-0.017652389,370350644,0.502954686,0.054734727,0.082186961,15.30208922,13.96597255,0.005909373,APOE34 & APOE44 vs APOE33 (AD and nonAD)
CAPN10,1,0.029127545,-0.00031417,370348570.5,0.50295187,7.86E-05,0.000153943,3.350272915,2.727390796,0.005903741,APOE34 & APOE44 vs APOE33 (AD and nonAD)
ERVK3-1,1,0.015222176,0.002078786,370348134.5,0.502951278,2.38E-08,5.67E-08,1.772382207,1.173210962,0.005902556,APOE34 & APOE44 vs APOE33 (AD and nonAD)
TMED3,1,0.052597173,-0.004943845,370347854,0.502950897,0.002489359,0.004360273,5.674760023,4.982899693,0.005901795,APOE34 & APOE44 vs APOE33 (AD and nonAD)
LRPPRC,1,0.305678452,-0.021217931,370346500,0.502949059,0.139143126,0.192937236,30.09285401,27.00982727,0.005898117,APOE34 & APOE44 vs APOE33 (AD and nonAD)
GJA1,1,0.01246989,0.004259916,370343097.5,0.502944438,6.87E-12,1.92E-11,1.245372985,0.653707953,0.005888875,APOE34 & APOE44 vs APOE33 (AD and nonAD)
EIF2B2,1,0.031507574,-0.001379632,370342671,0.502943859,0.000187534,0.000358098,3.711023276,3.078055327,0.005887717,APOE34 & APOE44 vs APOE33 (AD and nonAD)
PCDHB10,1,0.010641355,0.003970682,370342378.5,0.502943461,5.61E-12,1.58E-11,1.235962106,0.645049569,0.005886923,APOE34 & APOE44 vs APOE33 (AD and nonAD)
ZNF668,1,0.019786684,0.001953397,370342369.5,0.502943449,1.25E-06,2.73E-06,2.268021833,1.66673882,0.005886898,APOE34 & APOE44 vs APOE33 (AD and nonAD)
MSL3,1,0.031913516,-0.000913392,370340422.5,0.502940805,0.000181263,0.000346419,3.685927599,3.056409368,0.00588161,APOE34 & APOE44 vs APOE33 (AD and nonAD)
ANKRD9,1,0.015940405,0.001853785,370337203,0.502936433,4.64E-08,1.09E-07,1.822573562,1.225161262,0.005872865,APOE34 & APOE44 vs APOE33 (AD and nonAD)
AC008758.6,1,0.021062217,0.002014117,370336756.5,0.502935826,2.12E-06,4.57E-06,2.349582784,1.748993463,0.005871653,APOE34 & APOE44 vs APOE33 (AD and nonAD)
BCS1L,1,0.019796153,0.001196405,370336652.5,0.502935685,1.94E-06,4.19E-06,2.333897986,1.731676696,0.00587137,APOE34 & APOE44 vs APOE33 (AD and nonAD)
SEMA3A,1,0.029480451,0.001632097,370336139.5,0.502934988,3.51E-05,7.04E-05,3.027166071,2.420018183,0.005869977,APOE34 & APOE44 vs APOE33 (AD and nonAD)
FAM71D,1,0.01546977,0.003143488,370335353,0.50293392,2.20E-08,5.25E-08,1.74414957,1.151565003,0.005867841,APOE34 & APOE44 vs APOE33 (AD and nonAD)
PLCB3,1,0.010051984,0.0037678,370331495.5,0.502928682,2.88E-12,8.21E-12,1.19831859,0.610416035,0.005857363,APOE34 & APOE44 vs APOE33 (AD and nonAD)
KNTC1,1,0.023950316,6.87E-05,370330025,0.502926685,1.46E-05,3.00E-05,2.7605245,2.151608295,0.005853369,APOE34 & APOE44 vs APOE33 (AD and nonAD)
10-Mar,1,0.015573188,0.001872169,370328000,0.502923935,7.19E-08,1.67E-07,1.853943158,1.259794796,0.005847869,APOE34 & APOE44 vs APOE33 (AD and nonAD)
SRRD,1,0.016842022,0.000859142,370326421.5,0.502921791,3.92E-07,8.78E-07,2.060982496,1.463266808,0.005843582,APOE34 & APOE44 vs APOE33 (AD and nonAD)
TAF9B,1,0.027883747,-0.001121819,370324841.5,0.502919645,8.65E-05,0.000168901,3.315766359,2.697086454,0.00583929,APOE34 & APOE44 vs APOE33 (AD and nonAD)
L3MBTL2,1,0.055277587,-0.007378417,370324488,0.502919165,0.005017427,0.008555797,6.480958655,5.744837439,0.00583833,APOE34 & APOE44 vs APOE33 (AD and nonAD)
ARVCF,1,0.012081458,0.002495501,370323562.5,0.502917908,5.44E-10,1.40E-09,1.446138403,0.857179965,0.005835816,APOE34 & APOE44 vs APOE33 (AD and nonAD)
C1orf226,1,0.008062317,0.003602016,370320914,0.502914311,3.97E-14,1.23E-13,1.047744526,0.463223516,0.005828623,APOE34 & APOE44 vs APOE33 (AD and nonAD)
ALKBH3,1,0.075317479,-0.007359234,370319815,0.502912819,0.01211828,0.019893612,8.143547274,7.368284341,0.005825638,APOE34 & APOE44 vs APOE33 (AD and nonAD)
TMEM60,1,0.016496305,0.002399407,370317789.5,0.502910068,1.24E-07,2.84E-07,1.897860594,1.307415905,0.005820136,APOE34 & APOE44 vs APOE33 (AD and nonAD)
CCDC134,1,0.026973109,0.001043879,370317555.5,0.50290975,3.55E-05,7.11E-05,2.980111676,2.376726265,0.005819501,APOE34 & APOE44 vs APOE33 (AD and nonAD)
NET1,1,0.019018032,0.002673003,370315397,0.502906819,6.65E-07,1.47E-06,2.11431081,1.523875492,0.005813638,APOE34 & APOE44 vs APOE33 (AD and nonAD)
RUNDC3A,1,0.05507786,-0.005254661,370315312.5,0.502906704,0.00345105,0.005979839,5.891210239,5.19935928,0.005813409,APOE34 & APOE44 vs APOE33 (AD and nonAD)
RHOF,1,0.013150551,0.002729717,370313140,0.502903754,2.85E-09,7.08E-09,1.543384152,0.956751375,0.005807508,APOE34 & APOE44 vs APOE33 (AD and nonAD)
ZNF324,1,0.060510327,-0.010629045,370312418.5,0.502902774,0.007372585,0.012392555,7.058159232,6.277328023,0.005805548,APOE34 & APOE44 vs APOE33 (AD and nonAD)
THSD1,1,0.017326589,0.002585602,370311633,0.502901707,2.45E-07,5.54E-07,1.970010666,1.381012165,0.005803415,APOE34 & APOE44 vs APOE33 (AD and nonAD)
AC012184.2,1,0.026481587,-0.00040549,370311330,0.502901296,4.69E-05,9.32E-05,3.055398708,2.445993333,0.005802592,APOE34 & APOE44 vs APOE33 (AD and nonAD)
MTHFD2,1,0.010483703,0.002996638,370311218.5,0.502901144,1.38E-11,3.83E-11,1.242236025,0.658037144,0.005802289,APOE34 & APOE44 vs APOE33 (AD and nonAD)
MEX3D,1,0.025317922,0.000497664,370311200.5,0.50290112,4.42E-05,8.80E-05,3.03343999,2.428676566,0.00580224,APOE34 & APOE44 vs APOE33 (AD and nonAD)
CD38,1,0.013911866,0.003373059,370310439,0.502900086,1.69E-09,4.26E-09,1.502603677,0.917788649,0.005800172,APOE34 & APOE44 vs APOE33 (AD and nonAD)
HR,1,0.061453411,-0.005948323,370309342.5,0.502898597,0.006396443,0.010815695,6.766421984,6.043551669,0.005797194,APOE34 & APOE44 vs APOE33 (AD and nonAD)
ZNF496,1,0.071778562,-0.008247964,370308686.5,0.502897706,0.011750701,0.019325713,7.986699291,7.203775055,0.005795412,APOE34 & APOE44 vs APOE33 (AD and nonAD)
PYM1,1,0.022507193,0.000771928,370308299.5,0.50289718,1.12E-05,2.31E-05,2.638183073,2.039049309,0.005794361,APOE34 & APOE44 vs APOE33 (AD and nonAD)
SLC22A4,1,0.014992203,0.002763159,370307832,0.502896545,2.53E-08,6.02E-08,1.715916933,1.129919044,0.005793091,APOE34 & APOE44 vs APOE33 (AD and nonAD)
LRRC20,1,0.020123492,0.001497361,370307408.5,0.50289597,1.88E-06,4.08E-06,2.268021833,1.675397203,0.005791941,APOE34 & APOE44 vs APOE33 (AD and nonAD)
AP2S1,1,0.062316585,-0.008586854,370306901,0.502895281,0.007036361,0.011857437,6.923269967,6.177756613,0.005790562,APOE34 & APOE44 vs APOE33 (AD and nonAD)
UTP14A,1,0.036538464,-0.002534232,370306744,0.502895068,0.000475236,0.00088126,4.087458435,3.454695008,0.005790136,APOE34 & APOE44 vs APOE33 (AD and nonAD)
ATAD5,1,0.051342975,-0.004059993,370306052.5,0.502894129,0.002816927,0.0049196,5.590062112,4.913632625,0.005788258,APOE34 & APOE44 vs APOE33 (AD and nonAD)
FABP3,1,0.014797034,0.002447168,370305608.5,0.502893526,4.68E-08,1.10E-07,1.772382207,1.186198537,0.005787052,APOE34 & APOE44 vs APOE33 (AD and nonAD)
CHCHD4,1,0.012479709,0.003185797,370304197.5,0.50289161,1.74E-09,4.38E-09,1.496329757,0.913459457,0.005783219,APOE34 & APOE44 vs APOE33 (AD and nonAD)
GGH,1,0.013829466,0.003691389,370304042,0.502891398,8.98E-10,2.29E-09,1.452412322,0.87016754,0.005782797,APOE34 & APOE44 vs APOE33 (AD and nonAD)
AC002310.4,1,0.017066447,0.00187526,370303333,0.502890436,2.53E-07,5.73E-07,1.960599787,1.372353782,0.005780871,APOE34 & APOE44 vs APOE33 (AD and nonAD)
BMX,1,0.012625203,0.002566128,370300125,0.502886079,2.13E-09,5.33E-09,1.505740636,0.922117841,0.005772158,APOE34 & APOE44 vs APOE33 (AD and nonAD)
AC093323.1,1,0.020630861,0.000936348,370296533.5,0.502881202,5.73E-06,1.21E-05,2.459376372,1.86588164,0.005762403,APOE34 & APOE44 vs APOE33 (AD and nonAD)
WDR54,1,0.017363284,0.001486024,370295318,0.502879551,3.77E-07,8.45E-07,1.998243303,1.411316507,0.005759102,APOE34 & APOE44 vs APOE33 (AD and nonAD)
BECN1,1,0.059260295,-0.006176041,370294821.5,0.502878877,0.006714556,0.011330061,6.753874145,6.030564094,0.005757753,APOE34 & APOE44 vs APOE33 (AD and nonAD)
RGS2,1,0.008406237,0.00416067,370293855.5,0.502877565,9.83E-15,3.11E-14,0.988142292,0.411273215,0.005755129,APOE34 & APOE44 vs APOE33 (AD and nonAD)
KCNT1,1,0.025866479,0.001417459,370293763.5,0.50287744,1.78E-05,3.65E-05,2.719744024,2.125633144,0.005754879,APOE34 & APOE44 vs APOE33 (AD and nonAD)
ATG2A,1,0.056474475,-0.00792583,370293399.5,0.502876945,0.005894799,0.009991988,6.534286969,5.805446123,0.005753891,APOE34 & APOE44 vs APOE33 (AD and nonAD)
ANAPC15,1,0.019496289,0.00040642,370293203,0.502876679,2.37E-06,5.09E-06,2.280569672,1.688384779,0.005753357,APOE34 & APOE44 vs APOE33 (AD and nonAD)
RMND1,1,0.064292844,-0.006304464,370290302.5,0.502872739,0.007446301,0.012512943,6.901311249,6.182085805,0.005745479,APOE34 & APOE44 vs APOE33 (AD and nonAD)
WNT5B,1,0.02247773,0.000265144,370290198,0.502872598,1.20E-05,2.49E-05,2.613087396,2.017403351,0.005745195,APOE34 & APOE44 vs APOE33 (AD and nonAD)
DBF4,1,0.025107049,0.000396552,370289207.5,0.502871252,2.34E-05,4.74E-05,2.782483217,2.186241829,0.005742505,APOE34 & APOE44 vs APOE33 (AD and nonAD)
RAPGEF6,1,0.048364787,-0.006739541,370287923,0.502869508,0.00331912,0.005760709,5.693581781,5.00021646,0.005739016,APOE34 & APOE44 vs APOE33 (AD and nonAD)
NECTIN2,1,0.014427794,0.003416353,370287508.5,0.502868945,1.44E-08,3.47E-08,1.634355982,1.056322785,0.00573789,APOE34 & APOE44 vs APOE33 (AD and nonAD)
FLRT2,1,0.03788003,-0.00183726,370285958.5,0.50286684,0.000355747,0.000665262,3.839638622,3.220918654,0.00573368,APOE34 & APOE44 vs APOE33 (AD and nonAD)
C5AR1,1,0.009854219,0.003999476,370283999,0.502864179,8.33E-13,2.43E-12,1.10734676,0.532490584,0.005728358,APOE34 & APOE44 vs APOE33 (AD and nonAD)
BMP8B,1,0.02857258,-0.001402821,370282719.5,0.502862441,0.000135693,0.000261308,3.365957714,2.757695138,0.005724883,APOE34 & APOE44 vs APOE33 (AD and nonAD)
PXYLP1,1,0.042065622,-0.002747772,370279229,0.502857701,0.001113073,0.002009949,4.564276303,3.9309061,0.005715402,APOE34 & APOE44 vs APOE33 (AD and nonAD)
CPSF1,1,0.037898272,-0.001771617,370278932,0.502857298,0.000709412,0.001300698,4.23175858,3.610545911,0.005714596,APOE34 & APOE44 vs APOE33 (AD and nonAD)
TMEM88B,1,0.011973644,0.003001439,370278912,0.502857271,3.07E-09,7.63E-09,1.502603677,0.926447032,0.005714541,APOE34 & APOE44 vs APOE33 (AD and nonAD)
DNAH3,1,0.010420903,0.003287886,370278749.5,0.50285705,1.49E-11,4.11E-11,1.210866428,0.636391186,0.0057141,APOE34 & APOE44 vs APOE33 (AD and nonAD)
TMEM217,1,0.016870342,0.003350325,370277449,0.502855284,9.25E-08,2.14E-07,1.797477884,1.220832071,0.005710568,APOE34 & APOE44 vs APOE33 (AD and nonAD)
CABP1,1,0.05485623,-0.004653982,370275989,0.502853301,0.00301066,0.005241081,5.505364201,4.835707173,0.005706602,APOE34 & APOE44 vs APOE33 (AD and nonAD)
CLIC5,1,0.012360512,0.004503904,370275842,0.502853101,1.02E-10,2.72E-10,1.295564339,0.722975021,0.005706203,APOE34 & APOE44 vs APOE33 (AD and nonAD)
CENPI,1,0.02039514,0.002126456,370275479,0.502852608,2.34E-06,5.04E-06,2.239789196,1.658080436,0.005705217,APOE34 & APOE44 vs APOE33 (AD and nonAD)
ISCA2,1,0.016438547,0.001087532,370275083.5,0.502852071,3.80E-07,8.52E-07,1.963736746,1.381012165,0.005704143,APOE34 & APOE44 vs APOE33 (AD and nonAD)
TTC29,1,0.011025859,0.005005203,370272736,0.502848883,7.93E-13,2.32E-12,1.094798921,0.523832201,0.005697767,APOE34 & APOE44 vs APOE33 (AD and nonAD)
ATG9A,1,0.013704603,0.002509759,370270524,0.502845879,2.35E-08,5.61E-08,1.65317774,1.077968743,0.005691759,APOE34 & APOE44 vs APOE33 (AD and nonAD)
NCAPD3,1,0.079340254,-0.011518842,370270196.5,0.502845435,0.017000031,0.027390553,8.629776021,7.801203515,0.005690869,APOE34 & APOE44 vs APOE33 (AD and nonAD)
IL16,1,0.00905545,0.003892171,370270075,0.50284527,1.37E-13,4.13E-13,1.038333647,0.467552708,0.005690539,APOE34 & APOE44 vs APOE33 (AD and nonAD)
ACD,1,0.016652002,0.00306617,370264696,0.502837965,1.94E-07,4.42E-07,1.860217078,1.285769947,0.005675929,APOE34 & APOE44 vs APOE33 (AD and nonAD)
TBC1D13,1,0.140495012,-0.019542295,370259673.5,0.502831144,0.066727039,0.098917245,15.45266328,14.08286073,0.005662288,APOE34 & APOE44 vs APOE33 (AD and nonAD)
PANK1,1,0.012711371,0.00359061,370257592,0.502828317,1.14E-09,2.89E-09,1.408494887,0.839863198,0.005656634,APOE34 & APOE44 vs APOE33 (AD and nonAD)
MFSD3,1,0.01497386,0.002436882,370256771,0.502827202,9.09E-08,2.10E-07,1.762971328,1.190527728,0.005654404,APOE34 & APOE44 vs APOE33 (AD and nonAD)
LRRC41,1,0.124733704,-0.016022763,370256371,0.502826659,0.05377843,0.080811993,13.66145931,12.48105979,0.005653318,APOE34 & APOE44 vs APOE33 (AD and nonAD)
TTC26,1,0.031697479,0.000619775,370256322,0.502826592,0.000136249,0.000262292,3.281259803,2.68842807,0.005653185,APOE34 & APOE44 vs APOE33 (AD and nonAD)
USH1C,1,0.020062955,-0.001174794,370256225.5,0.502826461,9.03E-06,1.88E-05,2.468787251,1.878869215,0.005652922,APOE34 & APOE44 vs APOE33 (AD and nonAD)
NEU1,1,0.018509317,0.00088821,370253492,0.502822749,2.14E-06,4.61E-06,2.180186963,1.601800944,0.005645498,APOE34 & APOE44 vs APOE33 (AD and nonAD)
SNN,1,0.02047367,0.000404831,370252240.5,0.502821049,4.92E-06,1.04E-05,2.330761026,1.748993463,0.005642099,APOE34 & APOE44 vs APOE33 (AD and nonAD)
SHROOM2,1,0.016837435,0.002097813,370251522.5,0.502820074,3.51E-07,7.88E-07,1.910408432,1.337720248,0.005640149,APOE34 & APOE44 vs APOE33 (AD and nonAD)
GLOD4,1,0.049366299,-0.005211065,370248478,0.50281594,0.003678898,0.006358041,5.593199071,4.9266202,0.005631879,APOE34 & APOE44 vs APOE33 (AD and nonAD)
DCTN1,1,0.054819124,-0.010555834,370248122.5,0.502815457,0.00750359,0.012602119,6.647217517,5.900688341,0.005630914,APOE34 & APOE44 vs APOE33 (AD and nonAD)
SLC22A14,1,0.008725739,0.00324736,370246246,0.502812909,4.69E-13,1.38E-12,1.054018445,0.489198667,0.005625817,APOE34 & APOE44 vs APOE33 (AD and nonAD)
ZNF621,1,0.175225892,-0.021842893,370242641,0.502808013,0.090904686,0.131300299,18.43591191,16.77994718,0.005616026,APOE34 & APOE44 vs APOE33 (AD and nonAD)
NUBP2,1,0.052539582,-0.007131678,370241204.5,0.502806062,0.005641776,0.009576693,6.132756133,5.437464825,0.005612124,APOE34 & APOE44 vs APOE33 (AD and nonAD)
DCAF12,1,0.042409613,-0.002849577,370239853,0.502804227,0.001911401,0.003385677,4.843465713,4.216632755,0.005608453,APOE34 & APOE44 vs APOE33 (AD and nonAD)
ITM2A,1,0.092071955,-0.009703967,370237875.5,0.502801541,0.026608318,0.041965668,9.759081498,8.931122559,0.005603082,APOE34 & APOE44 vs APOE33 (AD and nonAD)
BCL10,1,0.018012915,0.00176794,370237634,0.502801213,1.92E-06,4.16E-06,2.129995608,1.558509026,0.005602426,APOE34 & APOE44 vs APOE33 (AD and nonAD)
SUOX,1,0.024155518,-0.000952226,370237434,0.502800941,4.85E-05,9.62E-05,2.860907209,2.272825663,0.005601883,APOE34 & APOE44 vs APOE33 (AD and nonAD)
SBF1,1,0.149040661,-0.024959745,370236343,0.50279946,0.079155955,0.115950853,16.74822762,15.12186675,0.00559892,APOE34 & APOE44 vs APOE33 (AD and nonAD)
TMEM250,1,0.022942438,0.000871372,370235907,0.502798868,2.56E-05,5.17E-05,2.66955267,2.09099961,0.005597735,APOE34 & APOE44 vs APOE33 (AD and nonAD)
CCDC110,1,0.008690952,0.003884791,370235477,0.502798284,1.32E-13,4.00E-13,1.00696405,0.445906749,0.005596567,APOE34 & APOE44 vs APOE33 (AD and nonAD)
RNF180,1,0.033950955,-0.001562704,370234098,0.502796411,0.000409654,0.000762726,3.726708075,3.125676436,0.005592822,APOE34 & APOE44 vs APOE33 (AD and nonAD)
CFAP61,1,0.017335609,0.002763287,370232959,0.502794864,2.75E-07,6.20E-07,1.847669239,1.281440755,0.005589728,APOE34 & APOE44 vs APOE33 (AD and nonAD)
ANO6,1,0.013773785,0.002334239,370230511,0.50279154,1.48E-08,3.56E-08,1.555931991,0.991384908,0.005583079,APOE34 & APOE44 vs APOE33 (AD and nonAD)
TPI1,1,0.085865498,-0.013727366,370229406,0.502790039,0.023275676,0.03695354,9.225798356,8.363998441,0.005580078,APOE34 & APOE44 vs APOE33 (AD and nonAD)
RAB15,1,0.022919753,7.36E-05,370227131,0.502786949,1.69E-05,3.47E-05,2.544074283,1.96545305,0.005573899,APOE34 & APOE44 vs APOE33 (AD and nonAD)
ASPHD2,1,0.012426182,0.002492826,370223750.5,0.502782359,4.04E-09,9.99E-09,1.449275362,0.887484307,0.005564717,APOE34 & APOE44 vs APOE33 (AD and nonAD)
MAMDC4,1,0.01067104,0.003452683,370222944.5,0.502781264,1.39E-10,3.68E-10,1.251646904,0.692670678,0.005562528,APOE34 & APOE44 vs APOE33 (AD and nonAD)
PEX10,1,0.035253055,-0.002523935,370222745,0.502780993,0.000849569,0.001547851,4.128238911,3.515303693,0.005561986,APOE34 & APOE44 vs APOE33 (AD and nonAD)
HAX1,1,0.049637934,-0.007480658,370220651.5,0.50277815,0.004609338,0.007889203,5.728088337,5.047837569,0.0055563,APOE34 & APOE44 vs APOE33 (AD and nonAD)
APBB3,1,0.043478626,-0.005821266,370220375.5,0.502777775,0.002624474,0.004590203,5.066189849,4.415775575,0.00555555,APOE34 & APOE44 vs APOE33 (AD and nonAD)
TRMT6,1,0.020610393,0.00098287,370219891,0.502777117,8.09E-06,1.69E-05,2.358993663,1.787956189,0.005554234,APOE34 & APOE44 vs APOE33 (AD and nonAD)
PELI3,1,0.020307879,0.001728786,370217106.5,0.502773336,6.24E-06,1.31E-05,2.29939143,1.731676696,0.005546671,APOE34 & APOE44 vs APOE33 (AD and nonAD)
WDR53,1,0.031332636,-0.000638984,370215025,0.502770509,0.00033642,0.000630172,3.554175293,2.965496342,0.005541018,APOE34 & APOE44 vs APOE33 (AD and nonAD)
RNFT1,1,0.021627529,0.000367564,370214476,0.502769763,1.40E-05,2.89E-05,2.468787251,1.896185982,0.005539527,APOE34 & APOE44 vs APOE33 (AD and nonAD)
PRDM16,1,0.009831905,0.003132339,370214173.5,0.502769353,1.92E-11,5.25E-11,1.154401154,0.59742846,0.005538705,APOE34 & APOE44 vs APOE33 (AD and nonAD)
PCDHB15,1,0.012662313,0.003533714,370214035.5,0.502769165,4.31E-09,1.06E-08,1.439864483,0.883155115,0.00553833,APOE34 & APOE44 vs APOE33 (AD and nonAD)
SPAG7,1,0.049285665,-0.005645501,370213289,0.502768151,0.004351671,0.007463876,5.60574691,4.943936967,0.005536303,APOE34 & APOE44 vs APOE33 (AD and nonAD)
NUAK2,1,0.019093767,-0.000177097,370211837.5,0.50276618,6.13E-06,1.29E-05,2.286843591,1.714359929,0.00553236,APOE34 & APOE44 vs APOE33 (AD and nonAD)
PLK1,1,0.013038654,0.00156203,370211718.5,0.502766018,3.41E-08,8.06E-08,1.599849426,1.039006018,0.005532037,APOE34 & APOE44 vs APOE33 (AD and nonAD)
TST,1,0.045266872,-0.004063024,370211095,0.502765172,0.003208509,0.005577377,5.226174791,4.588943244,0.005530343,APOE34 & APOE44 vs APOE33 (AD and nonAD)
