Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3,Feature log2 fold change topic 3,Feature count topic 4to5,Feature log2 fold change topic 4to5,Feature count topic 6,Feature log2 fold change topic 6,Feature count topic 7,Feature log2 fold change topic 7,Feature count topic 8to9,Feature log2 fold change topic 8to9,Feature count topic 10,Feature log2 fold change topic 10,Feature count topic 11to12,Feature log2 fold change topic 11to12
ENSG00000104635,SLC39A14,27,0.93022,28,0.98427,5,-1.5558,19,0.39214,4,-1.7641,16,0.13447,10,-0.6715,19,0.41378,11,-0.4771
ENSG00000120910,PPP3CC,27,1.12094,9,-0.6518,8,-0.6702,18,0.49107,10,-0.4982,9,-0.6484,10,-0.5261,20,0.66581,11,-0.2556
ENSG00000120896,SORBS3,118,2.48272,34,0.28140,29,0.00193,5,-2.5017,16,-0.9291,35,0.29643,25,-0.2638,12,-1.3235,21,-0.5227
ENSG00000120913,PDLIM2,53,1.05424,31,0.21903,37,0.48410,18,-0.6701,24,-0.1737,20,-0.5036,27,-0.0345,22,-0.3279,25,-0.1214
ENSG00000158941,CCAR2,27,-0.4314,36,0.03608,27,-0.4253,59,0.92315,19,-0.9118,22,-0.7595,30,-0.2985,32,-0.1760,43,0.33822
ENSG00000147439,BIN3,62,2.23067,3,-2.3251,13,-0.3787,19,0.22590,11,-0.6847,12,-0.4646,12,-0.5338,21,0.35397,9,-1.0623
ENSG00000179388,EGR3,27,-0.4876,1,-4.9913,0,-5.4408,71,1.23564,2,-3.8050,3,-3.7226,50,0.52377,65,0.91123,51,0.58976
ENSG00000008853,RHOBTB2,27,-0.4471,24,-0.5908,3,-3.6972,48,0.49437,5,-2.9217,9,-2.0776,26,-0.5316,111,1.91613,53,0.68933
ENSG00000147457,CHMP7,27,-0.0801,14,-1.0102,25,-0.1598,47,0.92015,9,-1.7283,18,-0.6995,24,-0.2830,31,0.14097,37,0.46066
ENSG00000104679,R3HCC1,37,-0.1159,41,0.03812,70,0.89299,49,0.33786,43,0.08787,27,-0.6414,38,-0.0878,32,-0.3639,30,-0.5054
ENSG00000197217,ENTPD4,27,-0.3581,13,-1.3790,23,-0.5736,54,0.83751,20,-0.8162,23,-0.6092,20,-0.8419,77,1.34040,38,0.19506
ENSG00000147454,SLC25A37,27,0.04266,26,-0.0211,18,-0.5533,11,-1.4125,25,-0.0681,12,-1.1906,11,-1.3147,139,3.08775,12,-1.2924
ENSG00000272163,AF106564.1,27,1.39647,3,-1.8791,1,-3.0756,16,0.61809,2,-2.2289,9,-0.3944,9,-0.2855,5,-1.1526,19,0.91090
ENSG00000104722,NEFM,27,-3.6320,55,-2.5882,11,-4.8728,466,0.72495,1247,2.45366,86,-1.9413,207,-0.6860,383,0.32528,296,-0.0929
ENSG00000277586,NEFL,496,-0.5270,80,-3.2231,41,-4.1790,1274,1.12984,961,0.51366,289,-1.3425,603,-0.2475,980,0.54535,882,0.41737
ENSG00000147459,DOCK5,27,-0.0936,51,0.92569,130,2.71835,4,-2.9307,75,1.60832,11,-1.3635,17,-0.8358,1,-4.4206,3,-3.4310
ENSG00000221914,PPP2R2A,27,-1.0030,51,-0.0221,80,0.68841,73,0.60439,62,0.26932,31,-0.7651,38,-0.5065,55,0.10100,47,-0.1611
ENSG00000104765,BNIP3L,27,-2.6827,153,-0.0938,318,1.09496,191,0.27949,124,-0.4173,156,-0.0641,136,-0.2977,201,0.33518,159,-0.0379
ENSG00000240694,PNMA2,27,-3.2178,49,-2.3397,34,-2.8755,453,1.24209,169,-0.5120,225,-0.0633,180,-0.4465,308,0.43380,369,0.82769
ENSG00000092964,DPYSL2,597,-0.7205,1233,0.41370,1826,1.06648,1037,0.15181,755,-0.3590,1032,0.12927,738,-0.4293,781,-0.3066,819,-0.2549
ENSG00000015592,STMN4,47,-2.2371,172,-0.2907,408,1.10926,266,0.44324,318,0.68933,166,-0.3463,138,-0.6760,232,0.18145,167,-0.3596
ENSG00000120899,PTK2B,27,-1.7011,14,-2.6243,6,-3.7014,148,1.06520,127,0.68288,85,0.02530,68,-0.3443,135,0.77818,87,0.06778
ENSG00000120885,CLU,3052,-0.1521,7565,1.34287,1734,-1.0183,1908,-0.9373,1975,-0.8208,8277,1.50443,2936,-0.2323,2052,-0.7630,3011,-0.1899
ENSG00000168077,SCARA3,27,-0.4396,53,0.63589,15,-1.2714,11,-1.7998,1,-5.2185,142,2.42160,39,0.12990,10,-1.8747,41,0.22141
ENSG00000147419,CCDC25,27,-1.3438,56,-0.2292,80,0.32609,81,0.38801,105,0.75733,55,-0.2551,63,-0.0609,51,-0.3675,60,-0.1466
ENSG00000134014,ELP3,27,-0.1940,37,0.29603,18,-0.8109,41,0.50720,23,-0.4529,17,-0.9071,28,-0.1393,32,0.07257,38,0.37468
ENSG00000186918,ZNF395,27,1.08684,25,0.94745,21,0.64688,7,-1.0508,1,-3.6739,20,0.59144,9,-0.5901,4,-1.6923,17,0.35919
ENSG00000104290,FZD3,27,-0.9170,22,-1.1944,11,-2.2016,93,1.20842,13,-1.9908,44,-0.1818,45,-0.1561,93,1.02873,52,0.08699
ENSG00000012232,EXTL3,27,-0.8988,18,-1.4810,21,-1.2778,68,0.60641,25,-1.0225,48,-0.0274,27,-0.9286,103,1.23694,75,0.78392
ENSG00000147421,HMBOX1,27,0.88239,39,1.54775,19,0.32518,7,-1.2061,17,0.14949,4,-1.8186,18,0.26882,1,-3.8229,14,-0.2125
ENSG00000197892,KIF13B,27,0.40287,56,1.63965,88,2.54987,3,-2.8631,24,0.20636,15,-0.4705,13,-0.7870,0,-4.9192,4,-2.4869
ENSG00000133872,SARAF,89,-2.9841,519,-0.3564,465,-0.5266,1123,1.00688,507,-0.3938,576,-0.1965,523,-0.3754,896,0.50605,745,0.23146
ENSG00000104660,LEPROTL1,27,-0.4435,12,-1.6411,45,0.34191,41,0.23454,21,-0.7748,33,-0.1281,36,0.01554,68,1.04343,35,-0.0490
ENSG00000271869,AC026979.2,27,1.07124,18,0.38913,16,0.24121,10,-0.5642,14,0.01809,4,-1.8386,15,0.18872,13,-0.1244,12,-0.2337
ENSG00000104671,DCTN6,45,-0.9940,98,0.20584,130,0.66266,82,-0.0774,78,-0.1566,83,-0.0524,77,-0.1757,108,0.36231,85,-0.0149
ENSG00000197265,GTF2E2,27,0.65238,8,-1.2567,20,0.21697,26,0.64925,14,-0.3891,6,-1.4916,16,-0.2097,24,0.49761,16,-0.2197
ENSG00000253457,SMIM18,27,1.07224,3,-2.2925,2,-2.6696,19,0.56186,0,-4.0470,13,-0.0600,10,-0.5211,27,1.09799,17,0.39635
ENSG00000104687,GSR,27,-0.4876,30,-0.3062,19,-1.0263,57,0.77284,29,-0.3812,17,-1.1570,34,-0.1175,57,0.70306,41,0.17516
ENSG00000104691,UBXN8,355,4.67603,13,-1.7274,14,-1.5907,13,-1.7998,11,-1.9929,5,-3.0675,15,-1.6684,15,-1.5543,17,-1.4495
ENSG00000104695,PPP2CB,545,0.86755,322,0.01637,317,-0.0096,339,0.10619,183,-0.8559,287,-0.1672,311,-0.0424,247,-0.3971,313,-0.0317
ENSG00000198042,MAK16,27,1.27041,6,-1.0264,12,-0.0052,10,-0.2860,17,0.56020,15,0.32781,10,-0.3972,2,-2.6808,14,0.20188
ENSG00000133878,DUSP26,27,-0.8664,15,-1.7179,33,-0.5638,74,0.80596,24,-1.0013,34,-0.5215,57,0.32138,46,-0.0318,64,0.52940
ENSG00000156687,UNC5D,27,0.68269,10,-0.8828,1,-3.8942,27,0.76515,0,-7.4644,0,-7.0133,9,-0.9919,42,1.43276,29,0.93257
ENSG00000183779,ZNF703,27,0.35462,28,0.44056,5,-2.1252,17,-0.3406,2,-3.2445,22,0.05976,30,0.58669,26,0.30170,26,0.33479
ENSG00000147475,ERLIN2,27,0.32906,52,1.44002,30,0.50088,12,-0.9733,11,-0.9579,37,0.84052,14,-0.6833,13,-0.7270,19,-0.2298
ENSG00000147471,PLPBP,27,-0.7223,13,-1.8317,52,0.29851,66,0.76398,30,-0.5707,32,-0.4647,33,-0.4563,93,1.26527,37,-0.2642
ENSG00000104221,BRF2,27,0.55853,8,-1.2675,13,-0.6049,25,0.53101,17,-0.1226,22,0.21605,9,-1.2044,42,1.32246,14,-0.4557
ENSG00000129691,ASH2L,27,-0.3527,33,-0.0179,40,0.26492,53,0.80294,28,-0.3000,34,0.00807,25,-0.4730,24,-0.5361,32,-0.1077
ENSG00000175324,LSM1,652,4.10898,34,-1.4280,44,-1.0804,44,-1.1430,17,-2.4840,32,-1.5415,26,-1.9634,29,-1.6926,58,-0.6949
ENSG00000156735,BAG4,27,-1.2861,21,-1.6418,28,-1.2385,108,0.99756,30,-1.1073,45,-0.5029,65,0.05133,101,0.76152,78,0.38698
ENSG00000085788,DDHD2,485,2.95694,66,-0.6010,47,-1.1047,92,-0.0917,29,-1.8207,47,-1.0942,43,-1.3146,85,-0.2134,69,-0.5796
ENSG00000147535,PLPP5,32,1.47458,5,-1.4595,10,-0.3401,9,-0.5208,2,-2.8402,16,0.37815,15,0.23844,17,0.40782,12,-0.0677
ENSG00000147548,NSD3,27,-1.4472,48,-0.5864,65,-0.1235,87,0.38815,83,0.27385,90,0.39646,59,-0.3030,98,0.54226,69,-0.0291
ENSG00000077782,FGFR1,27,-0.4807,53,0.55469,10,-1.9633,40,0.14663,41,0.15286,53,0.56105,24,-0.7424,66,0.94037,34,-0.1623
ENSG00000147526,TACC1,493,1.67590,138,-0.4343,166,-0.1467,170,-0.1141,134,-0.4804,200,0.15027,126,-0.6165,225,0.33520,119,-0.7102
ENSG00000169499,PLEKHA2,27,0.37622,32,0.64543,9,-1.2644,23,0.17383,16,-0.4431,3,-2.6662,26,0.33480,25,0.24738,22,0.07276
ENSG00000169490,TM2D2,27,-0.5085,24,-0.6604,20,-0.9592,57,0.76242,28,-0.4382,42,0.17031,27,-0.5271,59,0.72211,40,0.13034
ENSG00000168615,ADAM9,27,0.01263,26,-0.0479,46,0.88269,33,0.37857,17,-0.6841,12,-1.1575,16,-0.8553,37,0.52085,28,0.11086
ENSG00000165061,ZMAT4,27,0.99250,0,-7.7645,0,-9.0932,12,-0.2538,12,-0.2289,0,-6.2966,5,-1.4898,31,1.25238,34,1.64603
ENSG00000104332,SFRP1,206,3.70320,22,-0.5665,31,-0.0297,4,-3.1228,15,-1.1160,19,-0.7252,16,-1.1217,10,-1.7018,17,-0.9797
ENSG00000147533,GOLGA7,27,-2.1128,159,0.58681,377,2.12740,70,-0.7507,150,0.49528,103,-0.1029,81,-0.5073,66,-0.7920,68,-0.7865
ENSG00000158669,GPAT4,27,-0.0941,36,0.34455,23,-0.3523,41,0.65080,20,-0.5264,34,0.27004,20,-0.5471,18,-0.7347,31,0.15598
ENSG00000083168,KAT6A,27,0.09044,33,0.39569,58,1.36978,17,-0.6916,24,-0.0874,33,0.41560,18,-0.5551,13,-0.9953,23,-0.1345
ENSG00000070718,AP3M2,27,-1.2345,21,-1.5707,22,-1.5111,117,1.22650,24,-1.4018,31,-1.0275,54,-0.1960,87,0.56507,88,0.66099
ENSG00000070501,POLB,27,0.86370,8,-1.0145,13,-0.2848,27,0.96559,8,-0.9310,1,-3.1292,14,-0.1227,12,-0.3654,18,0.20923
ENSG00000078668,VDAC3,27,-2.5406,51,-1.6152,86,-0.8200,291,1.28832,72,-1.0895,133,-0.1575,99,-0.6648,262,0.93028,179,0.34555
ENSG00000168575,SLC20A2,27,-0.9445,47,-0.0992,124,1.50822,41,-0.3475,40,-0.3442,62,0.32768,45,-0.1683,53,0.09867,38,-0.4677
ENSG00000176209,SMIM19,27,-0.6813,37,-0.1976,41,-0.0382,61,0.66143,22,-0.9977,24,-0.8520,49,0.28068,37,-0.1795,48,0.22993
ENSG00000131931,THAP1,27,1.59551,7,-0.5869,15,0.64636,12,0.23700,8,-0.3656,0,-6.2738,9,-0.2167,4,-1.4769,10,-0.0010
ENSG00000120925,RNF170,27,-0.4280,45,0.36585,42,0.27947,48,0.53193,24,-0.5999,32,-0.1692,33,-0.1141,33,-0.1275,31,-0.2498
ENSG00000168172,HOOK3,27,-0.8767,64,0.46716,54,0.20386,33,-0.6307,50,0.06878,81,0.85860,50,0.08920,41,-0.2375,45,-0.1091
ENSG00000168522,FNTA,27,-1.5330,145,1.09072,237,1.98552,52,-0.5811,95,0.39742,62,-0.2837,39,-1.0365,37,-1.0727,52,-0.5799
ENSG00000165102,HGSNAT,27,0.22272,23,-0.0016,23,-0.0096,31,0.49911,3,-2.9359,3,-2.6768,18,-0.4172,37,0.76027,32,0.56390
ENSG00000255366,AC120036.4,27,1.38962,9,-0.3633,3,-1.8511,13,0.21446,0,-4.7547,1,-2.8199,13,0.22098,6,-0.8240,19,0.92155
ENSG00000164808,SPIDR,27,0.01435,19,-0.4747,7,-1.8700,29,0.15318,25,-0.1112,22,-0.2902,23,-0.2585,60,1.34613,27,0.03948
ENSG00000221869,CEBPD,27,-0.3949,65,1.01746,20,-0.8587,28,-0.3836,47,0.47595,42,0.28233,26,-0.4694,61,0.89881,24,-0.6038
ENSG00000253729,PRKDC,27,-0.8532,51,0.12399,54,0.22292,61,0.45181,29,-0.7499,46,-0.0235,29,-0.7938,86,0.96790,46,-0.0336
ENSG00000104738,MCM4,27,0.65493,1,-4.0635,16,-0.1825,32,1.09188,9,-1.0411,35,1.05966,9,-1.0835,14,-0.3769,15,-0.2607
ENSG00000169139,UBE2V2,27,-2.4439,65,-1.1415,75,-0.9290,235,0.98753,76,-0.9163,155,0.17948,166,0.32793,146,0.09068,154,0.19446
ENSG00000147481,SNTG1,27,0.91608,4,-1.9796,1,-3.1135,24,0.83532,23,0.67922,1,-3.8558,13,-0.2571,18,0.23914,17,0.17380
ENSG00000168300,PCMTD1,27,-0.0685,38,0.46429,46,0.78663,33,0.26087,7,-1.9580,17,-0.7298,22,-0.3882,37,0.41537,28,-0.0237
ENSG00000147488,ST18,27,0.20854,33,0.53096,128,3.14541,5,-2.3152,41,0.90518,9,-1.4677,7,-1.9007,17,-0.4993,2,-3.6356
ENSG00000023287,RB1CC1,27,-1.9418,58,-0.8018,89,-0.1411,109,0.18567,160,0.78919,167,0.85906,102,0.07189,74,-0.4428,89,-0.1565
ENSG00000082556,OPRK1,27,1.26329,0,-4.1444,1,-3.6210,12,-0.0051,0,-7.5645,0,-7.3060,5,-1.4059,42,2.09472,22,1.03935
ENSG00000047249,ATP6V1H,27,-2.9174,65,-1.6314,44,-2.2061,369,1.24476,83,-1.2687,86,-1.2113,152,-0.3876,328,0.87828,308,0.87830
ENSG00000147509,RGS20,27,0.33253,26,0.26761,2,-3.3881,10,-1.2588,0,-8.0117,29,0.45776,33,0.76406,13,-0.7471,39,1.07634
ENSG00000187735,TCEA1,27,-1.2743,166,1.64559,116,1.00364,43,-0.6213,45,-0.5157,63,0.00865,55,-0.2155,33,-0.9643,52,-0.3201
ENSG00000120992,LYPLA1,27,0.12645,25,0.03865,13,-0.9948,27,0.16427,13,-0.9624,17,-0.5606,15,-0.7811,45,0.97161,36,0.65437
ENSG00000137547,MRPL15,27,-0.7252,24,-0.8666,21,-1.0948,68,0.81157,22,-1.0031,66,0.67418,41,-0.0886,21,-1.0839,60,0.58071
ENSG00000206579,XKR4,37,0.58037,2,-3.3204,1,-3.8828,45,1.01896,26,0.01720,37,0.58054,12,-1.1579,36,0.52426,27,0.08465
ENSG00000167904,TMEM68,27,0.45636,19,-0.1033,22,0.14669,28,0.61255,6,-1.6623,17,-0.2447,14,-0.5741,22,0.11962,21,0.11434
ENSG00000008988,RPS20,1358,1.58699,792,0.65288,679,0.40287,275,-1.0721,733,0.52627,424,-0.3381,437,-0.3189,248,-1.1552,335,-0.7541
ENSG00000170791,CHCHD7,27,-0.2192,31,-0.0166,26,-0.2907,36,0.27276,45,0.60516,14,-1.2087,27,-0.2367,42,0.49110,30,-0.0321
ENSG00000170786,SDR16C5,27,1.17411,0,-5.8856,0,-8.9409,33,1.82868,1,-3.3082,0,-5.9851,8,-0.8103,16,0.31445,15,0.30600
ENSG00000104331,IMPAD1,355,2.19079,84,-0.2843,110,0.14353,101,0.00916,75,-0.4431,85,-0.2540,54,-1.0088,37,-1.5073,74,-0.5049
ENSG00000169122,FAM110B,27,-0.7973,6,-3.0173,15,-1.6542,76,0.95280,33,-0.4863,123,1.67140,42,-0.1455,15,-1.6925,45,-0.0061
ENSG00000215114,UBXN2B,27,-0.6129,43,0.12333,26,-0.6316,52,0.44657,49,0.32182,61,0.66398,27,-0.6494,31,-0.4125,43,0.12675
ENSG00000137575,SDCBP,27,-2.1457,124,0.15297,77,-0.5801,167,0.71476,65,-0.8374,82,-0.4820,118,0.07813,155,0.50542,125,0.18721
ENSG00000035681,NSMAF,27,1.38519,3,-1.7577,6,-0.9605,13,0.28386,24,1.22246,10,-0.2350,10,-0.1740,6,-0.8322,6,-0.9196
ENSG00000198846,TOX,27,1.02612,8,-0.8535,4,-1.9031,10,-0.6112,51,2.19075,9,-0.7060,8,-0.9418,9,-0.7012,14,-0.0379
ENSG00000178538,CA8,27,0.76268,29,0.89429,6,-1.3876,7,-1.3723,0,-7.9861,2,-2.7994,21,0.40896,16,-0.0650,32,1.19115
ENSG00000104388,RAB2A,27,-3.0155,112,-0.9216,189,-0.1209,320,0.82020,186,-0.1493,223,0.14049,152,-0.4912,265,0.41641,252,0.36986
ENSG00000171316,CHD7,27,0.95147,34,1.35616,46,1.88947,2,-2.9295,14,-0.0796,14,-0.0832,14,-0.1291,0,-5.3399,6,-1.4305
ENSG00000177182,CLVS1,27,0.47565,5,-2.0528,0,-5.2659,31,0.82006,18,-0.1551,9,-1.2361,13,-0.6585,46,1.37156,22,0.20645
ENSG00000198363,ASPH,28,-2.2493,146,0.25690,57,-1.1974,135,0.13905,35,-1.9199,211,0.85409,99,-0.3781,194,0.71298,177,0.63503
ENSG00000274956,NKAIN3-IT1,27,-0.6854,62,0.60449,35,-0.3009,21,-1.1159,11,-1.9317,95,1.34129,55,0.48321,31,-0.4759,46,0.14913
ENSG00000137563,GGH,27,0.09031,3,-2.9187,12,-1.0601,49,1.24854,34,0.48761,17,-0.5914,11,-1.3062,47,1.00926,21,-0.3392
ENSG00000185728,YTHDF3,27,-0.6500,48,0.24294,43,0.07804,65,0.83637,23,-0.8803,29,-0.5122,37,-0.1807,31,-0.4162,44,0.10147
ENSG00000254377,MIR124-2HG,27,0.80361,1,-4.0274,0,-4.5982,31,1.23708,1,-3.4804,24,0.65113,14,-0.2886,24,0.63079,13,-0.3421
ENSG00000172817,CYP7B1,27,0.00263,48,0.92325,66,1.47654,14,-1.0955,32,0.30015,56,1.19208,17,-0.7317,2,-3.8387,15,-0.9210
ENSG00000272010,AC100814.1,353,5.06193,9,-2.1628,8,-2.3087,12,-1.8810,10,-2.0256,4,-3.4015,10,-2.1265,9,-2.0896,14,-1.5669
ENSG00000104442,ARMC1,27,-0.6157,45,0.16402,63,0.70899,48,0.31060,42,0.06490,31,-0.3778,28,-0.6040,46,0.20488,39,-0.0694
ENSG00000147576,ADHFE1,27,0.23807,35,0.64607,17,-0.4997,7,-1.8946,5,-2.0819,55,1.42896,22,-0.0374,34,0.61255,23,-0.0239
ENSG00000169085,VXN,31,-2.2357,143,0.07079,127,-0.1189,198,0.66732,298,1.28899,117,-0.2440,101,-0.5010,128,-0.1064,99,-0.5408
ENSG00000175073,VCPIP1,27,-0.4039,26,-0.4388,25,-0.5125,42,0.32993,35,-0.0125,35,0.02526,27,-0.4490,44,0.35127,45,0.43645
ENSG00000104205,SGK3,27,0.16710,39,0.76451,88,2.23621,13,-0.9971,18,-0.4434,15,-0.6864,18,-0.5018,10,-1.2576,15,-0.7522
ENSG00000245910,SNHG6,378,-0.0036,713,1.02935,683,0.95692,175,-1.2603,498,0.43273,356,-0.1001,385,0.02594,269,-0.5335,267,-0.5864
ENSG00000121022,COPS5,27,-1.4106,80,0.25191,82,0.29080,98,0.65058,73,0.09562,38,-0.9005,52,-0.4595,54,-0.3701,83,0.34498
ENSG00000104218,CSPP1,27,0.70851,23,0.45394,17,0.02072,9,-1.0213,34,1.10604,22,0.36096,16,-0.1433,3,-2.3652,15,-0.2156
ENSG00000066777,ARFGEF1,27,0.04158,26,-0.0213,18,-0.5696,33,0.41664,16,-0.7285,20,-0.3781,25,-0.1046,34,0.39593,29,0.16093
ENSG00000046889,PREX2,27,-0.9655,67,0.44709,50,-0.0078,21,-1.4319,11,-2.2023,161,1.97584,66,0.45688,16,-1.6968,51,0.01259
ENSG00000140396,NCOA2,27,-0.3389,27,-0.3411,23,-0.5935,37,0.17777,22,-0.6161,59,0.92277,30,-0.1940,52,0.71435,29,-0.2605
ENSG00000067167,TRAM1,27,-0.6580,97,1.40014,104,1.53488,24,-0.8874,30,-0.5097,49,0.28313,33,-0.3854,22,-0.9626,27,-0.7093
ENSG00000147592,LACTB2,27,0.91209,21,0.49552,38,1.52248,12,-0.3894,7,-1.1543,22,0.62226,9,-0.8354,6,-1.4365,9,-0.7620
ENSG00000147601,TERF1,27,-0.5705,60,0.69105,38,-0.0186,53,0.56029,35,-0.1658,34,-0.2165,37,-0.1073,40,0.05888,26,-0.6418
ENSG00000147604,RPL7,242,-1.2200,785,0.60930,753,0.54047,421,-0.4123,581,0.12375,678,0.37044,655,0.35199,364,-0.6004,445,-0.3209
ENSG00000040341,STAU2,37,-1.1446,42,-0.9799,31,-1.4020,112,0.61308,67,-0.2569,95,0.28025,73,-0.1384,92,0.22682,109,0.56974
ENSG00000104343,UBE2W,27,-0.6255,36,-0.1912,19,-1.1369,67,0.91842,34,-0.2764,44,0.14592,36,-0.1920,45,0.16699,37,-0.1382
ENSG00000154582,ELOC,27,-2.4985,150,0.07069,125,-0.2154,195,0.55469,121,-0.2645,134,-0.1026,154,0.12514,154,0.11567,155,0.13620
ENSG00000175606,TMEM70,27,-1.2683,36,-0.8158,23,-1.5240,115,1.14464,45,-0.4820,70,0.17990,43,-0.6124,114,0.98924,57,-0.1331
ENSG00000104369,JPH1,27,1.05531,9,-0.5858,9,-0.7115,25,1.10030,2,-2.5623,18,0.40131,11,-0.4219,7,-0.9520,11,-0.3683
ENSG00000104381,GDAP1,342,2.33135,37,-1.3476,24,-1.9883,125,0.57442,29,-1.7275,46,-1.0457,50,-0.9720,63,-0.5679,98,0.13947
ENSG00000270866,AC067773.1,27,0.68430,10,-0.8658,1,-3.5775,13,-0.4376,1,-3.9692,32,0.96271,19,0.15665,16,-0.1324,29,0.91347
ENSG00000091656,ZFHX4,27,0.67825,48,1.66775,28,0.77253,2,-3.1021,15,-0.2141,25,0.56423,11,-0.7163,5,-1.7200,17,-0.0155
ENSG00000164751,PEX2,27,-0.3701,64,1.00494,40,0.24018,20,-0.9064,19,-0.8651,81,1.42571,21,-0.7879,26,-0.4416,36,0.09729
ENSG00000171033,PKIA,27,-2.3347,109,-0.2474,35,-1.9413,213,0.93786,75,-0.8185,175,0.49563,135,0.09092,176,0.50438,122,-0.0857
ENSG00000104427,ZC2HC1A,28,-0.3563,4,-3.0163,12,-1.5315,67,1.23612,24,-0.5936,15,-1.2725,27,-0.4441,64,0.97663,42,0.31153
ENSG00000104435,STMN2,27,-4.4416,88,-2.7372,26,-4.4912,1113,1.36278,738,0.48197,328,-0.7867,530,-0.0522,742,0.49049,658,0.33119
ENSG00000164683,HEY1,27,-0.1122,51,0.92711,7,-2.0193,28,-0.0302,15,-0.9416,14,-1.0416,26,-0.1975,61,1.21114,31,0.12897
ENSG00000147586,MRPS28,27,-1.1416,93,0.78479,59,0.05770,59,0.05748,44,-0.3839,48,-0.2607,58,0.03958,61,0.09683,59,0.04985
ENSG00000076554,TPD52,402,1.99776,74,-0.8196,145,0.22545,134,0.10925,90,-0.5193,59,-1.1509,89,-0.5749,121,-0.0577,85,-0.6440
ENSG00000164684,ZNF704,27,0.02563,26,-0.0029,46,0.88063,25,-0.1195,25,-0.0610,15,-0.8236,19,-0.5137,17,-0.6929,36,0.56360
ENSG00000076641,PAG1,27,0.98265,13,-0.1198,28,1.04065,8,-0.9319,22,0.67484,7,-1.0039,13,-0.1607,8,-0.9343,13,-0.1715
ENSG00000164687,FABP5,27,-2.3023,392,1.95335,154,0.32459,115,-0.1530,137,0.14186,76,-0.7764,93,-0.5004,113,-0.1659,95,-0.4661
ENSG00000147588,PMP2,1061,1.75334,946,1.54059,633,0.84229,86,-2.3235,240,-0.6936,311,-0.2988,284,-0.4724,159,-1.3155,213,-0.9394
ENSG00000133731,IMPA1,30,-0.5083,41,-0.0160,42,0.02906,73,1.06872,43,0.06263,51,0.32972,37,-0.1993,16,-1.3793,26,-0.7594
ENSG00000104231,ZFAND1,27,-0.1987,21,-0.5611,26,-0.2251,43,0.59460,37,0.28614,19,-0.7189,30,-0.0566,20,-0.6491,36,0.28777
ENSG00000104497,SNX16,27,1.37156,6,-0.9261,8,-0.5289,22,1.19647,4,-1.6255,2,-2.3023,5,-1.4023,14,0.35708,12,0.02396
ENSG00000184672,RALYL,27,-0.7436,5,-3.2378,1,-5.0735,90,1.37475,32,-0.4630,42,-0.0720,43,-0.0172,57,0.42261,47,0.13087
ENSG00000133739,LRRCC1,27,0.66622,51,1.77006,31,0.90620,4,-2.2270,20,0.21247,46,1.58724,6,-1.6250,2,-2.8880,7,-1.4586
ENSG00000176731,RBIS,27,-1.8301,102,0.18223,127,0.53850,95,0.08238,104,0.21417,88,-0.0488,71,-0.4113,128,0.54171,91,-0.0027
ENSG00000104267,CA2,27,-2.5531,286,1.06549,664,2.69941,48,-1.8144,186,0.35610,221,0.63718,77,-1.0785,28,-2.5162,62,-1.4193
ENSG00000123124,WWP1,27,-0.0991,8,-1.9102,30,0.09114,36,0.39816,27,-0.1030,39,0.47256,24,-0.3018,40,0.51823,27,-0.1090
ENSG00000176623,RMDN1,27,0.04135,69,1.61012,35,0.48203,18,-0.6011,19,-0.4982,22,-0.2452,15,-0.8743,45,0.85646,15,-0.9024
ENSG00000085719,CPNE3,27,-0.5204,90,1.42888,50,0.43118,24,-0.7111,46,0.30115,73,1.07897,26,-0.6307,26,-0.5589,20,-0.9922
ENSG00000156103,MMP16,27,0.92450,5,-1.6449,11,-0.4787,21,0.60865,11,-0.4645,17,0.15807,21,0.57136,10,-0.6250,8,-0.9985
ENSG00000164823,OSGIN2,27,-0.0100,114,2.55551,38,0.54152,27,-0.0303,6,-2.2029,8,-1.8466,18,-0.6921,14,-0.9857,14,-1.0120
ENSG00000104320,NBN,27,0.17309,37,0.68974,22,-0.1662,33,0.55447,12,-1.0734,19,-0.3624,13,-1.0363,19,-0.3784,31,0.45784
ENSG00000104325,DECR1,266,2.73260,64,0.14626,46,-0.3705,22,-1.5595,20,-1.6380,45,-0.4125,52,-0.1888,53,-0.1528,30,-1.0964
ENSG00000104327,CALB1,27,0.49993,0,-7.3613,4,-2.3419,16,-0.3146,0,-7.7605,0,-7.9594,7,-1.6307,37,1.01541,61,2.39519
ENSG00000180694,TMEM64,27,0.64899,24,0.45980,55,1.89335,14,-0.4365,5,-1.8447,2,-2.8202,8,-1.2274,17,-0.0988,20,0.21637
ENSG00000123119,NECAB1,355,0.63105,85,-1.5661,316,0.44257,365,0.76752,304,0.37968,121,-1.0381,184,-0.4404,236,-0.0205,178,-0.4988
ENSG00000155099,PIP4P2,27,-0.7852,41,-0.1542,66,0.60864,54,0.32626,52,0.22501,18,-1.3715,48,0.10433,50,0.15953,41,-0.1466
ENSG00000253738,OTUD6B-AS1,27,-1.5065,49,-0.6092,91,0.34612,89,0.34982,69,-0.0925,92,0.36640,69,-0.0911,77,0.09394,77,0.09559
ENSG00000155100,OTUD6B,27,0.60071,12,-0.5901,25,0.50575,20,0.13342,7,-1.4202,5,-1.8392,14,-0.4356,33,0.92838,21,0.26459
