Feature ID,Feature Name,Feature count topic 1to3,Feature log2 fold change topic 1to3,Feature count topic 4,Feature log2 fold change topic 4,Feature count topic 5,Feature log2 fold change topic 5,Feature count topic 6to9,Feature log2 fold change topic 6to9
ENSG00000165973,NELL1,116,1.71719,23,-1.5275,23,-1.5238,41,-0.9349
ENSG00000171714,ANO5,27,0.42771,10,-1.1731,7,-1.6884,26,0.36830
ENSG00000091664,SLC17A6,66,3.09184,1,-4.9053,1,-3.9363,10,-1.8877
ENSG00000198168,SVIP,126,0.75446,51,-0.9300,81,-0.1913,79,-0.3708
ENSG00000187398,LUZP2,38,0.33230,50,0.70562,28,-0.2516,26,-0.5754
ENSG00000134343,ANO3,70,1.35630,15,-1.5440,10,-2.1111,34,-0.4499
ENSG00000176971,FIBIN,12,-0.5454,30,1.14456,19,0.35713,13,-0.3216
ENSG00000109881,CCDC34,34,0.51308,10,-1.4579,20,-0.4687,28,0.07445
ENSG00000148943,LIN7C,68,0.33914,65,0.17990,39,-0.6305,54,-0.1804
ENSG00000176697,BDNF,49,2.50364,4,-2.4887,12,-0.8465,8,-1.9257
ENSG00000148950,IMMP1L,40,-0.1239,27,-0.6954,29,-0.5941,51,0.53782
ENSG00000049449,RCN1,91,1.53136,14,-1.9496,27,-1.0033,36,-0.7727
ENSG00000149100,EIF3M,109,0.57846,96,0.19933,63,-0.4769,70,-0.4793
ENSG00000280798,LINC00294,34,-0.1887,61,0.79536,31,-0.3281,36,-0.1067
ENSG00000176102,CSTF3,43,0.28218,29,-0.4494,23,-0.7537,40,0.14282
ENSG00000110422,HIPK3,31,-0.0145,33,0.07741,25,-0.3219,32,0.09918
ENSG00000110427,KIAA1549L,228,1.11259,102,-0.5755,45,-1.8114,121,-0.4538
ENSG00000085063,CD59,244,0.59240,182,-0.0641,114,-0.7920,168,-0.2868
ENSG00000110429,FBXO3,94,0.73915,39,-0.8804,20,-1.8711,70,0.02339
ENSG00000135363,LMO2,18,0.27897,23,0.67441,15,-0.0490,12,-0.5819
ENSG00000135387,CAPRIN1,108,0.51829,99,0.22961,61,-0.5362,72,-0.4118
ENSG00000110435,PDHX,63,0.90023,34,-0.3561,13,-1.8240,38,-0.2978
ENSG00000110436,SLC1A2,369,-1.3912,1609,1.27877,717,-0.1121,870,0.34226
ENSG00000149090,PAMR1,18,-0.0375,28,0.67962,21,0.24219,16,-0.4039
ENSG00000179431,FJX1,26,0.12225,49,1.16621,20,-0.2947,18,-0.6606
ENSG00000166326,TRIM44,103,0.21935,90,-0.0534,105,0.19700,83,-0.2676
ENSG00000110442,COMMD9,66,-0.0074,86,0.42718,41,-0.7320,67,0.05531
ENSG00000166352,C11orf74,16,-0.3943,25,0.37681,17,-0.1991,22,0.24446
ENSG00000148948,LRRC4C,34,1.73079,9,-1.0636,12,-0.6427,10,-1.2982
ENSG00000166181,API5,85,0.41700,55,-0.3924,49,-0.5779,69,-0.0526
ENSG00000052841,TTC17,24,1.00387,16,0.06064,7,-1.1241,11,-0.7013
ENSG00000149084,HSD17B12,77,0.67859,61,0.11208,57,0.00522,42,-0.7326
ENSG00000187479,C11orf96,42,0.59714,52,0.76751,21,-0.6744,24,-0.7571
ENSG00000151348,EXT2,30,0.67507,33,0.62896,11,-1.0631,17,-0.6502
ENSG00000085117,CD82,3,-2.5206,44,1.95367,42,1.82503,9,-0.9932
ENSG00000175274,TP53I11,64,0.60713,40,-0.3172,16,-1.6578,48,-0.0354
ENSG00000019505,SYT13,280,1.34103,60,-1.5892,44,-2.0266,139,-0.4364
ENSG00000175264,CHST1,297,0.53733,296,0.37876,114,-1.1289,204,-0.3500
ENSG00000121671,CRY2,99,0.69945,89,0.31497,40,-0.9671,59,-0.5255
ENSG00000121653,MAPK8IP1,260,-0.1749,411,0.62341,295,0.06713,264,-0.1687
ENSG00000121680,PEX16,55,0.10573,46,-0.1884,45,-0.2303,53,0.06180
ENSG00000149091,DGKZ,431,-0.1324,544,0.27723,445,-0.0502,462,0.01770
ENSG00000110497,AMBRA1,41,1.19030,16,-0.7254,13,-1.0995,20,-0.6242
ENSG00000175224,ATG13,81,0.14745,81,0.10367,69,-0.1422,72,-0.1234
ENSG00000175220,ARHGAP1,68,0.34535,111,1.09477,48,-0.3163,40,-0.8351
ENSG00000175216,CKAP5,95,0.78529,41,-0.7905,27,-1.4113,65,-0.1150
ENSG00000134569,LRP4,11,-1.3078,47,1.28402,35,0.75434,21,-0.1172
ENSG00000149179,C11orf49,90,0.16551,98,0.26872,44,-0.9926,85,0.03658
ENSG00000149182,ARFGAP2,102,-0.1648,105,-0.0862,85,-0.4258,125,0.32817
ENSG00000134575,ACP2,72,0.76880,70,0.49941,25,-1.1218,39,-0.6640
ENSG00000110514,MADD,154,0.55406,125,0.05738,59,-1.1171,111,-0.2206
ENSG00000165915,SLC39A13,17,-0.4054,33,0.73463,10,-1.1415,24,0.32275
ENSG00000165916,PSMC3,197,0.25132,198,0.19697,153,-0.2179,160,-0.2358
ENSG00000149187,CELF1,124,0.63588,97,0.03911,54,-0.8878,82,-0.3497
ENSG00000213619,NDUFS3,170,0.43467,158,0.19414,84,-0.8128,128,-0.2319
ENSG00000110536,PTPMT1,36,-0.1682,69,0.95205,27,-0.5704,37,-0.1456
ENSG00000123444,KBTBD4,24,1.20900,18,0.27390,18,0.26742,7,-1.6621
ENSG00000172247,C1QTNF4,293,0.44981,232,-0.0597,146,-0.7854,227,-0.1466
ENSG00000109919,MTCH2,70,0.56274,53,-0.0428,31,-0.8850,50,-0.2414
ENSG00000149177,PTPRJ,54,0.70306,57,0.60783,23,-0.8377,29,-0.7266
ENSG00000149115,TNKS1BP1,21,0.75695,33,1.29100,4,-1.8335,9,-1.0845
ENSG00000149136,SSRP1,65,0.90760,32,-0.5412,33,-0.4681,35,-0.5456
ENSG00000186907,RTN4RL2,93,1.54720,17,-1.6649,18,-1.5861,38,-0.7102
ENSG00000134809,TIMM10,60,-0.1918,43,-0.6860,54,-0.3105,79,0.50612
ENSG00000156587,UBE2L6,24,-0.9027,47,0.37275,40,0.11374,45,0.49846
ENSG00000149131,SERPING1,15,-0.6060,51,1.59722,28,0.49046,15,-0.7067
ENSG00000166793,YPEL4,31,-0.1838,22,-0.6773,21,-0.7181,42,0.61871
ENSG00000156599,ZDHHC5,25,0.45131,23,0.24296,11,-0.9301,18,-0.2418
ENSG00000156603,MED19,27,0.31835,25,0.08762,20,-0.2640,21,-0.2363
ENSG00000213593,TMX2,103,0.27660,136,0.67551,69,-0.4400,76,-0.4334
ENSG00000211450,SELENOH,235,0.01514,152,-0.6823,158,-0.6161,272,0.41813
ENSG00000198561,CTNND1,37,0.88269,30,0.28521,16,-0.7619,18,-0.7690
ENSG00000186660,ZFP91,51,0.36431,27,-0.7228,58,0.47987,38,-0.3261
ENSG00000110042,DTX4,29,0.43569,51,1.30080,13,-0.9227,16,-0.9056
ENSG00000110048,OSBP,38,0.79989,24,-0.1727,16,-0.7805,22,-0.4647
ENSG00000166900,STX3,20,0.21120,35,1.11622,4,-2.0355,16,-0.3198
ENSG00000166902,MRPL16,30,-0.0486,43,0.54874,32,0.03527,28,-0.2271
ENSG00000110107,PRPF19,179,0.79185,121,-0.1021,65,-1.0615,109,-0.4138
ENSG00000110108,TMEM109,26,1.16919,12,-0.4541,6,-1.4252,13,-0.6181
ENSG00000006118,TMEM132A,231,1.08765,110,-0.4911,73,-1.1090,117,-0.5815
ENSG00000167987,VPS37C,19,0.12003,19,0.16503,9,-0.9426,18,0.11349
ENSG00000167986,DDB1,132,0.57242,105,0.03873,61,-0.8200,91,-0.3013
ENSG00000149476,TKFC,38,-0.9502,94,0.69976,59,-0.0652,72,0.43127
ENSG00000149532,CPSF7,58,0.73805,56,0.45323,40,-0.0890,28,-0.9420
ENSG00000167985,SDHAF2,40,-0.0113,44,0.13855,34,-0.3072,42,0.06563
ENSG00000011347,SYT7,223,0.59319,187,0.12688,97,-0.9104,151,-0.3381
ENSG00000134780,DAGLA,55,0.64740,20,-1.1436,28,-0.6357,41,-0.0682
ENSG00000124920,MYRF,9,-2.7353,237,3.52905,110,1.59861,6,-3.5272
ENSG00000134825,TMEM258,119,0.11055,158,0.55017,105,-0.1309,100,-0.3097
ENSG00000168496,FEN1,24,0.74659,23,0.45878,3,-2.4875,15,-0.4126
ENSG00000134824,FADS2,44,-0.8787,151,1.36773,107,0.73362,57,-0.4444
ENSG00000149485,FADS1,28,-0.5207,75,1.25590,44,0.30605,31,-0.3977
ENSG00000221968,FADS3,72,1.14379,40,-0.1928,24,-0.9798,32,-0.7859
ENSG00000167996,FTH1,1685,-0.8371,3553,0.53882,4410,0.91497,2525,-0.0441
ENSG00000162174,ASRGL1,46,-0.0567,49,0.04427,69,0.62625,43,-0.2664
ENSG00000124942,AHNAK,23,-1.5209,163,2.10145,73,0.58688,40,-0.6067
ENSG00000254772,EEF1G,222,-0.6237,478,0.76970,429,0.58340,287,-0.1343
ENSG00000149541,B3GAT3,89,0.31310,109,0.57888,42,-0.9383,69,-0.2735
ENSG00000089597,GANAB,79,0.61339,70,0.23860,55,-0.1470,46,-0.6566
ENSG00000185085,INTS5,25,1.07516,9,-0.8482,12,-0.3967,12,-0.6650
ENSG00000204922,UQCC3,45,-0.1239,87,0.99186,39,-0.3337,43,-0.2862
ENSG00000162191,UBXN1,62,0.01499,106,0.93610,65,0.09119,49,-0.5468
ENSG00000168000,BSCL2,820,1.06809,297,-0.9220,214,-1.4177,458,-0.3744
ENSG00000162188,GNG3,672,0.11892,560,-0.2048,447,-0.5608,676,0.16099
ENSG00000214753,HNRNPUL2,91,-0.1352,115,0.27661,79,-0.3400,102,0.12415
ENSG00000162222,TTC9C,35,0.78884,11,-1.3220,17,-0.6492,24,-0.1728
ENSG00000168002,POLR2G,55,0.04382,60,0.19215,51,-0.0848,52,-0.0877
ENSG00000162227,TAF6L,20,0.32228,31,0.92620,17,-0.0837,12,-0.7796
ENSG00000185475,TMEM179B,8,-1.2408,28,0.97308,18,0.22321,18,0.32775
ENSG00000162231,NXF1,22,0.85630,22,0.58970,12,-0.3054,9,-1.0788
ENSG00000162236,STX5,31,-0.1018,61,1.06438,17,-0.9548,30,-0.1772
ENSG00000133316,WDR74,36,0.45912,30,0.04832,44,0.65034,21,-0.8044
ENSG00000168003,SLC3A2,58,-0.3141,130,1.11876,49,-0.4945,64,-0.1544
ENSG00000168539,CHRM1,186,1.19342,62,-0.9789,56,-1.1255,92,-0.5540
ENSG00000176485,PLAAT3,34,-0.9784,146,1.71631,104,1.07081,37,-0.9109
ENSG00000133318,RTN3,2403,1.15047,872,-0.8784,666,-1.2899,1239,-0.4978
ENSG00000188070,C11orf95,33,0.34720,38,0.46755,16,-0.8695,25,-0.2640
ENSG00000072518,MARK2,63,0.48181,52,0.02089,42,-0.3273,44,-0.3495
ENSG00000176340,COX8A,442,-0.1578,353,-0.4785,442,-0.1209,542,0.35132
ENSG00000167770,OTUB1,329,0.81789,205,-0.2130,148,-0.7240,191,-0.4842
ENSG00000133315,MACROD1,20,0.75068,14,-0.1173,15,0.06520,10,-0.7383
ENSG00000168439,STIP1,126,0.92321,60,-0.5797,47,-0.9491,73,-0.4130
ENSG00000149743,TRPT1,17,-0.6649,11,-1.1688,20,-0.2539,33,0.98368
ENSG00000149761,NUDT22,39,0.12093,30,-0.3561,28,-0.4707,40,0.18379
ENSG00000110011,DNAJC4,40,-0.1045,46,0.13621,35,-0.2963,45,0.14511
ENSG00000173511,VEGFB,54,-0.7593,129,0.82155,88,0.16472,84,0.13775
ENSG00000173486,FKBP2,33,0.11137,34,0.12555,33,0.06710,29,-0.1822
ENSG00000173457,PPP1R14B,41,-0.0458,53,0.35804,50,0.28328,38,-0.2415
ENSG00000002330,BAD,146,-0.1287,192,0.34493,103,-0.6505,166,0.18000
ENSG00000173264,GPR137,45,0.18477,36,-0.2083,38,-0.1565,41,-0.0309
ENSG00000182450,KCNK4,24,-0.1254,40,0.76960,14,-0.9222,25,0.02168
ENSG00000173153,ESRRA,25,0.11116,33,0.54021,10,-1.2652,24,0.00957
ENSG00000173113,TRMT112,135,0.27440,122,0.02752,106,-0.1979,111,-0.1919
ENSG00000126432,PRDX5,423,-0.0855,446,0.02238,485,0.15848,440,0.00105
ENSG00000162302,RPS6KA4,44,-0.1974,66,0.49654,28,-0.8794,53,0.22275
ENSG00000110076,NRXN2,304,0.46553,296,0.29217,130,-1.0114,223,-0.2603
ENSG00000068831,RASGRP2,44,1.12646,10,-1.5025,15,-0.9549,23,-0.4133
ENSG00000168066,SF1,73,-0.1407,120,0.70365,61,-0.4043,76,-0.0697
ENSG00000168067,MAP4K2,19,-0.4495,41,0.92866,19,-0.2861,23,0.01382
ENSG00000133895,MEN1,40,0.76293,37,0.40396,13,-1.2155,23,-0.5839
ENSG00000110047,EHD1,12,-1.0688,61,1.89820,17,-0.2960,19,-0.2793
ENSG00000110046,ATG2A,35,0.38945,44,0.68412,22,-0.4326,23,-0.5569
ENSG00000068971,PPP2R5B,72,0.07657,67,-0.0569,47,-0.5962,73,0.15513
ENSG00000213465,ARL2,174,-0.1680,279,0.65487,225,0.29704,167,-0.2964
ENSG00000110025,SNX15,26,-0.0399,35,0.47320,29,0.15579,24,-0.2468
ENSG00000168061,SAC3D1,18,-0.3144,26,0.34707,20,-0.0965,22,0.15653
ENSG00000162300,ZFPL1,27,0.36954,21,-0.1484,18,-0.4185,22,-0.1397
ENSG00000149823,VPS51,99,-0.1506,140,0.45156,110,0.04934,103,-0.0909
ENSG00000149809,TM7SF2,191,1.15228,125,0.05934,62,-1.0434,82,-0.8921
ENSG00000149806,FAU,620,-0.3983,899,0.29543,1091,0.62241,728,-0.0812
ENSG00000162298,SYVN1,28,0.37879,40,0.83596,24,-0.0010,17,-0.8152
ENSG00000149792,MRPL49,17,0.08615,8,-1.1311,22,0.43273,17,0.06103
ENSG00000014216,CAPN1,46,0.34710,31,-0.3486,28,-0.5254,39,-0.0145
ENSG00000133884,DPF2,27,0.71326,23,0.25921,24,0.30425,12,-1.0002
ENSG00000245532,NEAT1,17,-1.5640,129,2.17449,54,0.53317,30,-0.6256
ENSG00000251562,MALAT1,290,-0.5302,778,1.25190,523,0.54572,304,-0.5137
ENSG00000142186,SCYL1,89,0.74883,29,-1.2270,52,-0.3637,59,-0.2379
ENSG00000168056,LTBP3,60,-0.2020,143,1.32498,88,0.45745,46,-0.8185
ENSG00000173465,ZNRD2,27,-0.3905,36,0.14858,37,0.20045,35,0.18681
ENSG00000176973,FAM89B,59,-0.0342,57,-0.0776,47,-0.3858,65,0.19891
ENSG00000173442,EHBP1L1,43,-0.1845,49,0.06620,34,-0.5303,53,0.31667
ENSG00000173327,MAP3K11,14,-0.8316,72,2.19341,28,0.38989,13,-1.0681
ENSG00000197136,PCNX3,35,0.42725,15,-0.9507,20,-0.5544,30,0.08353
ENSG00000173039,RELA,17,-0.3734,39,1.12558,16,-0.3697,19,-0.1495
ENSG00000172977,KAT5,41,0.61727,29,-0.1242,15,-1.1322,29,-0.2085
ENSG00000172922,RNASEH2C,41,-0.2822,65,0.54079,63,0.48936,43,-0.2301
ENSG00000172757,CFL1,1133,0.18597,1166,0.18436,869,-0.2910,985,-0.1415
ENSG00000172803,SNX32,39,1.11657,7,-1.8540,8,-1.6495,23,-0.2146
ENSG00000172732,MUS81,16,-0.1136,25,0.65497,19,0.20076,14,-0.3000
ENSG00000172638,EFEMP2,8,-1.6246,32,0.88864,31,0.85444,21,0.25379
ENSG00000172500,FIBP,95,0.08127,92,0.02478,74,-0.3378,92,0.03948
ENSG00000175602,CCDC85B,554,-0.4475,863,0.37288,703,0.03553,741,0.19970
ENSG00000175573,C11orf68,104,0.32087,85,-0.1007,66,-0.4864,87,-0.0891
ENSG00000175550,DRAP1,105,-0.0703,98,-0.1685,118,0.12338,112,0.07598
ENSG00000175467,SART1,31,0.30433,54,1.19108,26,-0.0412,17,-0.9844
ENSG00000175376,EIF1AD,20,0.30917,26,0.68029,14,-0.3093,14,-0.5146
ENSG00000175334,BANF1,86,0.25296,80,0.06986,87,0.20835,66,-0.3571
ENSG00000175229,GAL3ST3,37,0.97746,15,-0.7533,17,-0.5723,20,-0.5249
ENSG00000087365,SF3B2,114,0.26730,82,-0.3309,82,-0.3325,101,-0.0048
ENSG00000175115,PACS1,54,-0.0694,54,-0.0564,31,-0.9364,64,0.37186
ENSG00000174996,KLC2,183,0.78548,96,-0.5055,58,-1.2717,121,-0.2213
ENSG00000174903,RAB1B,144,0.37228,135,0.16575,72,-0.8262,115,-0.1540
ENSG00000174871,CNIH2,261,-0.1089,271,-0.0206,242,-0.2038,294,0.18113
ENSG00000174851,YIF1A,24,-0.4313,24,-0.3673,31,0.06640,36,0.46884
ENSG00000179292,TMEM151A,153,0.92037,113,0.12864,48,-1.1957,80,-0.6233
ENSG00000174791,RIN1,32,0.54549,14,-0.8904,11,-1.2543,26,0.12052
ENSG00000174744,BRMS1,26,0.44097,17,-0.3137,17,-0.3139,20,-0.1857
ENSG00000174684,B4GAT1,609,0.59226,584,0.34995,206,-1.2897,408,-0.3591
ENSG00000174547,MRPL11,18,-0.2836,21,0.06028,14,-0.6386,24,0.43281
ENSG00000174516,PELI3,59,0.50768,45,-0.0805,30,-0.6960,43,-0.2201
ENSG00000174165,ZDHHC24,36,0.27469,49,0.72899,20,-0.7065,27,-0.3823
ENSG00000174080,CTSF,183,0.40322,202,0.45007,126,-0.3189,126,-0.4767
ENSG00000173992,CCS,26,-0.4214,71,1.34624,24,-0.4514,29,-0.2436
ENSG00000239306,RBM14,29,-0.3257,42,0.36833,23,-0.5849,38,0.31592
ENSG00000173933,RBM4,77,-0.0226,87,0.17920,64,-0.3172,80,0.06145
ENSG00000173898,SPTBN2,193,-0.1243,195,-0.0815,150,-0.4913,230,0.31170
ENSG00000173599,PC,39,-0.5576,71,0.52532,47,-0.1553,57,0.28181
ENSG00000173621,LRFN4,65,0.65617,60,0.33507,20,-1.3354,41,-0.4094
ENSG00000173227,SYT12,73,0.87066,25,-1.1087,21,-1.3802,48,-0.1331
ENSG00000173120,KDM2A,43,0.74645,24,-0.4121,22,-0.5729,27,-0.3816
ENSG00000173020,GRK2,146,-0.3056,194,0.22593,150,-0.1943,185,0.24079
ENSG00000172932,ANKRD13D,48,-0.0590,45,-0.1367,52,0.08959,50,0.06861
ENSG00000175482,POLD4,21,-0.3849,68,1.70833,27,0.04960,18,-0.7752
ENSG00000172531,PPP1CA,134,0.23089,130,0.11951,77,-0.7177,120,-0.0259
ENSG00000172508,CARNS1,10,-2.4918,222,3.58183,96,1.50039,5,-3.7094
ENSG00000175634,RPS6KB2,16,-0.4774,44,1.33503,29,0.60324,15,-0.6579
ENSG00000172663,TMEM134,22,-0.0911,61,1.67960,31,0.45747,13,-1.2775
ENSG00000110711,AIP,46,0.06515,48,0.11117,45,-0.0064,43,-0.1027
ENSG00000110697,PITPNM1,33,-1.2687,102,0.74664,65,-0.0135,80,0.57997
ENSG00000167797,CDK2AP2,31,-0.0233,39,0.35011,37,0.27382,28,-0.2538
ENSG00000084207,GSTP1,110,-0.9274,315,0.98834,206,0.25769,184,0.10862
ENSG00000167792,NDUFV1,219,0.04586,263,0.33014,183,-0.2534,207,-0.0914
ENSG00000110717,NDUFS8,214,-0.0326,205,-0.0959,214,-0.0268,224,0.07708
ENSG00000110721,CHKA,30,-0.1806,81,1.60231,21,-0.6741,25,-0.5958
ENSG00000110066,KMT5B,26,1.09317,25,0.71215,11,-0.5747,8,-1.3691
ENSG00000171067,C11orf24,29,1.34224,27,0.75609,10,-0.7961,7,-1.6825
ENSG00000110075,PPP6R3,30,0.13203,32,0.23700,13,-1.1741,29,0.12044
ENSG00000197345,MRPL21,81,0.48981,53,-0.3340,59,-0.1706,58,-0.2791
ENSG00000131626,PPFIA1,21,-0.0133,43,1.17798,19,-0.1993,17,-0.5707
ENSG00000085733,CTTN,107,0.55376,105,0.35509,52,-0.7711,70,-0.4420
ENSG00000162105,SHANK2,85,0.80302,27,-1.2408,42,-0.5793,55,-0.2232
ENSG00000172893,DHCR7,54,0.54327,56,0.46831,27,-0.6989,34,-0.5109
ENSG00000137522,RNF121,36,0.74815,31,0.31153,20,-0.3846,19,-0.7532
ENSG00000137497,NUMA1,77,0.53478,107,0.95785,55,-0.1753,39,-1.0058
ENSG00000149357,LAMTOR1,176,-0.1296,220,0.26213,190,0.01805,187,-0.0048
ENSG00000110200,ANAPC15,48,-0.4116,57,-0.0597,89,0.68122,60,0.04842
ENSG00000165458,INPPL1,16,-0.0918,42,1.56849,27,0.74332,9,-1.3636
ENSG00000162129,CLPB,33,0.18036,31,0.06476,34,0.20274,27,-0.2814
ENSG00000186642,PDE2A,323,0.68617,174,-0.5183,116,-1.1474,228,-0.1408
ENSG00000186635,ARAP1,9,-1.6031,87,2.48907,26,0.22944,16,-0.7755
ENSG00000214530,STARD10,37,-0.6870,80,0.70718,61,0.24946,54,0.11482
ENSG00000137478,FCHSD2,17,-0.3957,41,1.11678,40,1.10240,14,-0.9021
ENSG00000110237,ARHGEF17,71,0.06021,108,0.74683,53,-0.4175,62,-0.2728
ENSG00000054965,FAM168A,102,0.26738,70,-0.3997,72,-0.3484,91,0.02276
ENSG00000021300,PLEKHB1,104,-1.5709,508,1.27790,625,1.68307,184,-0.6548
ENSG00000175582,RAB6A,344,0.89788,119,-1.0862,141,-0.8203,211,-0.2872
ENSG00000175581,MRPL48,27,-0.1908,45,0.70171,15,-1.0167,31,0.13847
ENSG00000181924,COA4,20,0.20221,33,0.99026,33,0.97803,9,-1.3542
ENSG00000175575,PAAF1,36,-0.3925,61,0.54886,56,0.40749,42,-0.1002
ENSG00000214517,PPME1,146,0.95753,69,-0.5606,31,-1.7784,88,-0.2987
ENSG00000165434,PGM2L1,403,0.67496,243,-0.3522,125,-1.3778,287,-0.1377
ENSG00000118363,SPCS2,97,0.11888,90,-0.0238,101,0.15982,86,-0.1669
ENSG00000137491,SLCO2B1,7,-1.6624,52,1.78239,33,0.94330,16,-0.4514
ENSG00000137486,ARRB1,79,-0.5636,183,0.96058,131,0.38074,96,-0.1937
ENSG00000149273,RPS3,218,-0.6390,500,0.86385,550,1.03561,248,-0.4604
ENSG00000158555,GDPD5,22,-0.4677,32,0.19624,23,-0.3206,33,0.42700
ENSG00000171533,MAP6,103,0.10409,104,0.09940,62,-0.7173,102,0.10041
ENSG00000137492,THAP12,38,0.79485,9,-1.5656,23,-0.2636,24,-0.2590
ENSG00000078124,ACER3,20,-0.6473,49,0.92576,32,0.21803,28,-0.0307
ENSG00000149260,CAPN5,42,0.72161,18,-0.8214,13,-1.3216,30,-0.0588
ENSG00000149269,PAK1,424,1.34763,116,-1.2035,65,-2.0715,204,-0.5100
ENSG00000074201,CLNS1A,46,-0.1209,53,0.14351,39,-0.3484,52,0.17352
ENSG00000048649,RSF1,51,0.20412,40,-0.2270,43,-0.1394,46,-0.0488
ENSG00000151366,NDUFC2,412,0.59811,297,-0.1143,147,-1.2114,297,-0.1766
ENSG00000159063,ALG8,21,0.44435,19,0.15732,13,-0.4444,15,-0.3316
ENSG00000188997,KCTD21,12,-0.6124,27,0.79660,16,-0.0221,17,0.12286
ENSG00000118369,USP35,20,0.28484,28,0.74140,13,-0.4738,15,-0.4705
ENSG00000149256,TENM4,50,1.35066,12,-1.3765,8,-2.0171,24,-0.4853
ENSG00000182103,FAM181B,14,-1.2122,63,1.46059,30,0.18244,27,-0.0124
ENSG00000137509,PRCP,32,0.22492,48,0.84783,32,0.20145,21,-0.7533
ENSG00000137502,RAB30,28,0.26127,41,0.84385,20,-0.3490,19,-0.5542
ENSG00000165494,PCF11,20,-0.0559,42,1.21588,12,-0.8750,18,-0.3452
ENSG00000137494,ANKRD42,32,1.10092,11,-0.9437,8,-1.4251,17,-0.4026
ENSG00000137500,CCDC90B,31,-0.4538,37,-0.0701,46,0.29304,42,0.28364
ENSG00000150672,DLG2,107,-0.0959,136,0.32165,106,-0.0873,111,-0.0207
ENSG00000171204,TMEM126B,28,-0.3511,33,0.02269,20,-0.7969,40,0.54516
ENSG00000171202,TMEM126A,28,-0.2656,23,-0.4952,27,-0.2749,38,0.50202
ENSG00000137504,CREBZF,24,0.28571,37,0.91272,15,-0.5022,17,-0.5729
ENSG00000137501,SYTL2,53,0.03772,75,0.60218,65,0.35132,43,-0.4843
ENSG00000073921,PICALM,59,0.06716,99,0.90733,43,-0.4761,50,-0.3606
ENSG00000149196,HIKESHI,62,0.48913,34,-0.6171,38,-0.4437,48,-0.0959
ENSG00000151376,ME3,83,1.06072,35,-0.6719,25,-1.1692,44,-0.4827
ENSG00000166575,TMEM135,28,0.69041,26,0.34383,8,-1.4543,18,-0.4279
ENSG00000168959,GRM5,135,1.30088,52,-0.7061,28,-1.6095,62,-0.6509
ENSG00000110172,CHORDC1,36,1.04575,25,0.08118,13,-0.8452,16,-0.8308
ENSG00000165323,FAT3,45,1.66076,8,-1.7320,6,-2.0878,18,-0.7481
ENSG00000180773,SLC36A4,28,0.77663,14,-0.4964,10,-1.0222,18,-0.2674
ENSG00000166012,TAF1D,50,-0.2238,87,0.75744,75,0.50737,46,-0.4157
ENSG00000166025,AMOTL1,18,-0.9915,47,0.74587,35,0.25183,34,0.30006
ENSG00000150316,CWC15,54,0.11101,55,0.10939,37,-0.5000,52,0.02846
ENSG00000263465,SRSF8,54,-0.0846,62,0.15302,43,-0.4295,60,0.16373
ENSG00000149218,ENDOD1,41,-0.0589,79,1.07087,32,-0.4373,36,-0.3648
ENSG00000149212,SESN3,131,0.35253,102,-0.1492,60,-0.9819,113,0.02971
ENSG00000166037,CEP57,19,0.27852,11,-0.7152,13,-0.4131,18,0.12491
ENSG00000087053,MTMR2,29,0.40414,17,-0.5441,17,-0.5219,24,-0.0097
ENSG00000149231,CCDC82,34,0.37128,62,1.27986,30,0.03913,17,-1.1826
ENSG00000149972,CNTN5,82,2.13990,0,-5.8056,1,-4.5187,27,-0.8697
ENSG00000110318,CEP126,56,0.94825,17,-1.2516,16,-1.3217,35,-0.1944
ENSG00000110330,BIRC2,35,0.09295,35,0.08426,30,-0.1920,33,-0.0461
ENSG00000152558,TMEM123,4,-2.3732,57,2.20895,23,0.49814,15,-0.2890
ENSG00000137692,DCUN1D5,35,0.52742,15,-0.9310,19,-0.5898,28,-0.0086
ENSG00000152578,GRIA4,187,1.41020,53,-1.1097,34,-1.7999,83,-0.6350
ENSG00000170903,MSANTD4,19,0.50136,25,0.84034,8,-1.0505,12,-0.5980
ENSG00000149313,AASDHPPT,150,1.03431,56,-0.8773,41,-1.3736,85,-0.3579
ENSG00000152402,GUCY1A2,48,1.12855,12,-1.4000,22,-0.4725,24,-0.5719
ENSG00000110675,ELMOD1,166,0.97692,63,-0.8990,26,-2.1929,104,-0.1759
ENSG00000166266,CUL5,43,0.54704,55,0.82720,16,-1.1719,26,-0.6108
ENSG00000075239,ACAT1,61,0.44684,64,0.39643,31,-0.7438,43,-0.3601
ENSG00000178105,DDX10,28,0.69014,27,0.42883,9,-1.2691,17,-0.5072
ENSG00000185742,C11orf87,136,1.11701,41,-1.1700,18,-2.3639,79,-0.2426
ENSG00000137710,RDX,35,-0.4612,101,1.46972,53,0.33835,33,-0.6353
ENSG00000137714,FDX1,25,0.34191,26,0.32278,22,-0.0022,18,-0.4710
ENSG00000137727,ARHGAP20,33,0.16337,43,0.55387,15,-1.0389,29,-0.0926
ENSG00000170145,SIK2,49,0.55454,34,-0.1861,24,-0.7013,35,-0.2258
ENSG00000086848,ALG9,24,0.59987,21,0.23673,8,-1.2287,16,-0.3241
ENSG00000137720,C11orf1,23,-0.0995,18,-0.4309,25,0.10601,25,0.19718
ENSG00000109846,CRYAB,59,-2.0816,763,2.72546,497,1.74401,61,-2.2188
