Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3to6,Feature log2 fold change topic 3to6,Feature count topic 7to9,Feature log2 fold change topic 7to9,Feature count topic 10,Feature log2 fold change topic 10,Feature count topic 11to12,Feature log2 fold change topic 11to12
ENSG00000174469,CNTNAP2,19,-3.4335,40,-2.3686,106,-1.1583,385,1.56908,361,1.01632,161,-0.3118
ENSG00000055130,CUL1,15,-2.1627,21,-1.7502,63,-0.1032,72,0.15191,98,0.62151,97,0.68416
ENSG00000155660,PDIA4,0,-6.1955,50,1.07258,22,-0.3413,45,1.15556,17,-0.6039,11,-1.3509
ENSG00000204946,ZNF783,0,-5.6872,23,0.39317,19,0.14923,24,0.59742,0,-7.5364,22,0.31411
ENSG00000181220,ZNF746,0,-6.1324,21,-0.2625,19,-0.4957,28,0.20427,7,-1.9333,55,1.52780
ENSG00000171130,ATP6V0E2,17,-3.7847,167,-0.4588,221,-0.0274,247,0.18413,199,-0.1901,342,0.76608
ENSG00000106538,RARRES2,259,3.18944,46,-0.0245,53,0.23726,15,-1.8995,0,-8.8942,3,-4.0937
ENSG00000214022,REPIN1,34,-0.3167,80,1.02813,45,0.14969,51,0.37617,13,-1.6986,22,-1.0234
ENSG00000284691,AC073111.4,0,-5.2489,15,0.19867,18,0.71314,17,0.44266,0,-7.0993,11,-0.2941
ENSG00000106565,TMEM176B,70,2.11740,20,-0.0337,15,-0.6206,26,0.48612,4,-2.4046,6,-1.7808
ENSG00000002933,TMEM176A,25,0.59594,27,0.71375,13,-0.5752,30,1.20024,2,-3.2328,5,-1.7844
ENSG00000055118,KCNH2,0,-6.4602,12,-1.3861,28,-0.2417,61,1.49023,11,-1.4883,29,-0.1447
ENSG00000197150,ABCB8,0,-6.3375,23,-0.3114,25,-0.2810,49,1.14586,7,-2.0711,33,0.26179
ENSG00000164885,CDK5,22,-2.3625,11,-3.3790,99,-0.1670,118,0.18850,205,1.05630,149,0.59144
ENSG00000164896,FASTK,113,0.85045,38,-0.8568,70,0.11070,67,0.01884,47,-0.5519,60,-0.1813
ENSG00000164897,TMUB1,0,-5.1067,41,0.69257,30,0.27409,31,0.28729,0,-6.0402,33,0.33925
ENSG00000133612,AGAP3,32,-3.1108,111,-1.3121,281,0.15111,293,0.21450,365,0.52592,319,0.34545
ENSG00000033050,ABCF2,12,-1.8161,19,-1.2339,45,0.15250,57,0.59326,27,-0.6531,48,0.24064
ENSG00000033100,CHPF2,8,-1.6618,10,-1.3053,27,0.18205,26,0.13833,22,-0.1836,34,0.59605
ENSG00000082014,SMARCD3,48,-1.0713,53,-0.9261,137,0.81330,100,0.03970,27,-1.9526,98,0.00387
ENSG00000013374,NUB1,106,1.82117,38,0.10174,20,-1.1294,27,-0.5412,37,0.04457,45,0.40926
ENSG00000106615,RHEB,134,-0.8360,66,-1.8866,246,0.14216,263,0.25902,118,-1.0239,338,0.69064
ENSG00000106617,PRKAG2,50,-0.2671,19,-1.6878,72,0.45866,38,-0.7979,38,-0.6577,99,0.95708
ENSG00000239911,PRKAG2-AS1,0,-7.0754,7,-2.7658,47,-0.0685,64,0.58245,34,-0.5513,79,0.90098
ENSG00000178234,GALNT11,0,-7.5892,13,-2.4525,60,-0.3018,76,0.19067,94,0.49036,127,1.13908
ENSG00000055609,KMT2C,0,-6.1532,65,0.81568,33,-0.3197,46,0.32847,50,0.38889,40,0.06815
ENSG00000261455,LINC01003,0,-5.6705,28,0.68996,15,-0.3023,25,0.64156,13,-0.5266,19,0.13779
ENSG00000133627,ACTR3B,12,-3.3929,20,-2.6921,99,-0.4564,100,-0.3824,372,1.88030,190,0.78332
ENSG00000130226,DPP6,0,-9.2035,44,-2.3679,148,-0.7250,313,0.80583,349,0.80124,313,0.70112
ENSG00000273344,PAXIP1-AS1,0,-5.7533,22,0.19386,14,-0.5427,21,0.23077,23,0.30969,31,0.85877
ENSG00000157219,HTR5A,0,-5.6094,4,-2.1558,19,0.17647,24,0.68301,3,-2.5559,26,0.76205
ENSG00000186480,INSIG1,9,-3.0720,124,0.77054,83,0.18518,80,0.09088,23,-1.7868,94,0.36604
ENSG00000184863,RBM33,28,-0.2914,36,0.08129,36,0.13027,31,-0.1645,22,-0.6323,42,0.36477
ENSG00000105983,LMBR1,25,-1.0565,22,-1.2449,42,-0.3659,69,0.66648,105,1.22360,36,-0.5453
ENSG00000009335,UBE3C,0,-5.9871,35,-0.7149,47,-0.3656,60,0.15021,74,0.44694,96,1.00371
ENSG00000105993,DNAJB6,125,-0.8379,134,-0.7349,210,-0.0622,218,0.01528,326,0.65716,258,0.30942
ENSG00000155093,PTPRN2,41,-2.4370,33,-2.7570,196,-0.1603,286,0.61708,139,-0.6495,340,0.87261
ENSG00000117868,ESYT2,158,1.26045,32,-1.2810,78,0.11619,69,-0.1126,30,-1.3597,72,-0.0301
ENSG00000126870,WDR60,54,0.83367,27,-0.2393,34,0.09588,40,0.42373,8,-2.1195,21,-0.6748
ENSG00000147364,FBXO25,55,1.04116,16,-0.8801,30,0.06084,24,-0.3321,15,-0.9524,34,0.30695
ENSG00000180190,TDRP,0,-5.9026,8,-1.3389,16,-0.6088,34,0.96212,17,-0.3124,33,0.77487
ENSG00000104714,ERICH1,0,-5.5541,17,0.07229,10,-0.9702,19,0.27927,18,0.11210,33,1.30041
ENSG00000198010,DLGAP2,0,-6.8927,4,-3.4095,28,-0.8019,36,-0.2815,109,1.57909,87,1.35898
ENSG00000182372,CLN8,0,-5.8521,54,1.60544,10,-1.3250,27,0.58410,21,0.02754,24,0.29810
ENSG00000253982,AC100810.1,7,-1.7076,44,1.12030,22,-0.0126,27,0.42178,18,-0.3529,13,-0.8260
ENSG00000104728,ARHGEF10,22,0.68265,56,2.33512,12,-0.4310,12,-0.4058,1,-3.1946,6,-1.2653
ENSG00000176595,KBTBD11,13,-2.8009,61,-0.5661,77,-0.2943,85,-0.0658,169,1.06256,126,0.64729
ENSG00000036448,MYOM2,0,-5.9694,2,-3.3477,17,-0.5193,15,-0.6432,76,2.11059,37,0.91078
ENSG00000183117,CSMD1,5,-2.3211,8,-1.7499,30,0.25912,33,0.44554,27,0.06427,29,0.15799
ENSG00000155189,AGPAT5,0,-7.3802,55,-0.1160,65,0.18204,78,0.52789,55,-0.1349,57,-0.0804
ENSG00000275342,PRAG1,0,-6.2092,4,-3.1800,17,-1.2602,29,-0.2786,159,2.76955,45,0.47841
ENSG00000147324,MFHAS1,0,-5.3060,15,0.09687,16,0.25532,15,0.15363,4,-1.9181,20,0.66976
ENSG00000173273,TNKS,28,-0.8926,63,0.34846,40,-0.4651,55,0.17423,78,0.69858,55,0.15191
ENSG00000253230,LINC00599,0,-7.5497,7,-3.2088,82,0.45184,81,0.35945,49,-0.4708,90,0.51720
ENSG00000175806,MSRA,0,-6.5580,21,-0.7455,25,-0.5604,58,1.15539,10,-1.8560,49,0.68888
ENSG00000104643,MTMR9,4,-3.2027,23,-0.8330,38,-0.1302,53,0.55984,12,-1.7587,66,0.90492
ENSG00000154328,NEIL2,0,-6.1242,21,-0.2781,25,-0.0028,35,0.73528,14,-0.9044,29,0.25671
ENSG00000079459,FDFT1,149,0.40741,124,0.10882,69,-0.9961,105,-0.1675,207,0.95174,155,0.53179
ENSG00000164733,CTSB,610,0.65761,148,-1.5323,345,-0.3370,438,0.14998,404,-0.0038,505,0.38783
ENSG00000283674,AC068587.4,0,-5.1139,7,-0.7688,20,1.21681,9,-0.4267,0,-6.9645,15,0.40870
ENSG00000154359,LONRF1,0,-6.7900,9,-2.1531,48,0.43471,34,-0.2512,25,-0.6867,72,1.12441
ENSG00000250305,TRMT9B,0,-5.9176,6,-1.7435,36,1.34172,30,0.70426,0,-7.7671,7,-1.6285
ENSG00000164741,DLC1,95,1.53620,43,0.20793,48,0.56743,24,-0.8408,0,-8.5767,26,-0.6423
ENSG00000104723,TUSC3,106,0.40057,5,-4.1441,78,-0.1143,86,0.07435,110,0.45773,99,0.33093
ENSG00000155970,MICU3,0,-7.4856,17,-1.9623,64,-0.0013,54,-0.3080,72,0.18286,131,1.35143
ENSG00000104219,ZDHHC2,0,-5.9529,22,0.03587,14,-0.8629,52,2.05678,14,-0.6882,8,-1.5677
ENSG00000198791,CNOT7,44,-1.0283,35,-1.3344,102,0.38551,85,-0.0195,37,-1.2554,125,0.68479
ENSG00000155975,VPS37A,19,-0.1034,32,0.74922,20,-0.0137,20,0.01107,3,-2.4688,23,0.23581
ENSG00000003987,MTMR7,0,-7.0160,22,-1.1012,27,-1.0115,64,0.67528,74,0.76288,78,0.95141
ENSG00000129422,MTUS1,288,3.12705,153,1.75975,19,-1.8634,39,-0.6014,1,-5.8466,6,-3.3345
ENSG00000078674,PCM1,124,0.61253,86,0.01962,72,-0.3346,74,-0.2629,137,0.77537,80,-0.0961
ENSG00000104763,ASAH1,248,0.73647,143,-0.1505,107,-0.7572,157,0.00573,196,0.34920,198,0.40998
ENSG00000156011,PSD3,47,-2.8641,84,-2.0051,225,-0.6919,241,-0.5137,1245,2.41014,409,0.44598
ENSG00000147408,CSGALNACT1,0,-6.1963,16,-0.7607,26,0.03127,29,0.23244,29,0.18065,37,0.61795
ENSG00000104613,INTS10,20,-1.2994,47,0.01366,43,-0.2010,37,-0.4480,78,0.80902,69,0.68603
ENSG00000147416,ATP6V1B2,38,-3.1889,57,-2.6069,305,-0.1377,339,0.08228,288,-0.1900,641,1.28918
ENSG00000061337,LZTS1,0,-6.9840,5,-3.1610,72,1.16326,27,-0.9222,22,-1.0963,74,0.89133
ENSG00000168546,GFRA2,0,-5.6877,0,-4.5098,35,1.77747,16,-0.2317,0,-7.5375,15,-0.2836
ENSG00000130227,XPO7,22,-1.1303,39,-0.2711,40,-0.2866,38,-0.3734,99,1.24629,60,0.47305
ENSG00000158806,NPM2,1,-4.8937,2,-4.3558,54,0.53047,45,0.08274,50,0.23370,56,0.45957
ENSG00000158856,DMTN,2,-7.0440,20,-3.8528,288,0.16685,285,0.13013,391,0.61228,391,0.69232
ENSG00000158863,FAM160B2,55,1.18940,18,-0.5391,26,0.00680,24,-0.1670,10,-1.4769,28,0.07949
ENSG00000168453,HR,0,-5.2510,40,1.81699,22,1.25639,2,-2.5405,0,-7.1015,12,-0.1153
ENSG00000168481,LGI3,0,-7.5481,204,1.88868,46,-0.7673,59,-0.2419,41,-0.7414,100,0.73039
ENSG00000168490,PHYHIP,109,-2.4470,31,-4.2774,532,-0.0885,421,-0.5056,1097,1.11949,1011,1.12702
ENSG00000120896,SORBS3,287,3.83090,33,-0.3682,25,-0.9909,20,-1.3050,0,-8.7289,12,-1.9230
ENSG00000120913,PDLIM2,219,3.40032,15,-1.3562,18,-1.3637,30,-0.3823,28,-0.4383,10,-2.0277
ENSG00000158941,CCAR2,0,-6.9373,65,0.49684,33,-0.7186,48,-0.0060,56,0.25756,88,1.13569
ENSG00000147439,BIN3,0,-5.6216,9,-0.9609,19,0.16096,12,-0.6317,8,-1.0690,40,1.59353
ENSG00000179388,EGR3,174,1.39394,6,-3.6890,24,-2.0252,41,-1.0402,307,2.50833,94,0.41383
ENSG00000008853,RHOBTB2,22,-1.3439,3,-3.9887,62,0.35855,52,-0.0485,43,-0.3286,82,0.79665
ENSG00000147457,CHMP7,52,0.48402,35,-0.1528,35,-0.1833,31,-0.3980,15,-1.4429,63,0.89902
ENSG00000104679,R3HCC1,74,1.10837,54,0.56929,29,-0.5423,33,-0.2102,27,-0.4954,40,0.10896
ENSG00000197217,ENTPD4,12,-1.7702,7,-2.5047,26,-0.7504,69,1.29283,23,-0.7471,53,0.56429
ENSG00000147454,SLC25A37,141,3.13940,11,-1.2963,25,-0.0479,6,-2.2701,0,-7.8954,20,-0.4393
ENSG00000104722,NEFM,0,-9.6157,11,-4.7270,277,-0.0419,282,-0.0029,272,-0.0591,577,1.36298
ENSG00000277586,NEFL,43,-4.2243,26,-4.9302,702,-0.1316,675,-0.1912,1094,0.61237,1483,1.30554
ENSG00000221914,PPP2R2A,0,-7.5072,110,0.84950,60,-0.1820,66,0.01686,59,-0.1475,88,0.53600
ENSG00000104765,BNIP3L,98,-0.7928,211,0.39969,159,-0.0688,187,0.25438,115,-0.5538,175,0.10916
ENSG00000240694,PNMA2,11,-5.3381,46,-3.3308,360,-0.3853,572,0.55965,681,0.72717,656,0.75018
ENSG00000092964,DPYSL2,257,-1.5368,1231,0.90100,618,-0.2809,700,-0.0179,526,-0.4601,947,0.52350
ENSG00000015592,STMN4,22,-3.1221,383,1.24955,138,-0.5359,154,-0.2894,307,0.87233,214,0.30882
ENSG00000120899,PTK2B,65,-1.9525,35,-2.8393,214,-0.2154,188,-0.4353,426,0.94861,451,1.21101
ENSG00000120885,CLU,1797,-0.4570,980,-1.3739,1960,-0.4271,3827,0.98080,2629,0.13705,2101,-0.2351
ENSG00000168077,SCARA3,39,0.46945,36,0.33683,22,-0.5849,50,1.16840,22,-0.4523,7,-2.0992
ENSG00000147419,CCDC25,32,-1.1843,62,-0.1826,64,-0.1865,85,0.38574,83,0.27928,75,0.12829
ENSG00000134014,ELP3,0,-6.4033,24,-0.3313,25,-0.3558,43,0.73099,23,-0.3822,42,0.57223
ENSG00000104290,FZD3,0,-8.1164,7,-3.9492,105,0.10728,111,0.20657,139,0.52710,150,0.73803
ENSG00000012232,EXTL3,11,-2.6328,14,-2.1895,69,0.19860,77,0.39598,28,-1.2307,99,0.80723
ENSG00000133872,SARAF,188,-2.1260,407,-0.9815,758,-0.0339,885,0.27410,932,0.30282,1014,0.49047
ENSG00000104660,LEPROTL1,50,0.30528,35,-0.2560,32,-0.4982,53,0.51029,50,0.33009,35,-0.2690
ENSG00000104671,DCTN6,79,0.09448,110,0.63401,54,-0.6325,93,0.45366,52,-0.5565,77,0.05859
ENSG00000104687,GSR,0,-7.8903,22,-2.0335,74,-0.3000,134,0.95943,89,0.06359,107,0.40217
ENSG00000104695,PPP2CB,120,-1.4999,222,-0.5788,328,0.03291,358,0.20461,257,-0.3524,444,0.57111
ENSG00000133878,DUSP26,0,-7.3190,36,-0.7070,36,-0.8833,87,0.87423,89,0.70734,77,0.53688
ENSG00000156687,UNC5D,0,-6.3207,0,-8.5447,22,-0.4800,45,0.94615,35,0.32603,41,0.66975
ENSG00000183779,ZNF703,0,-5.9504,13,-0.8073,28,0.60473,31,0.71358,3,-2.6914,20,-0.1816
ENSG00000147475,ERLIN2,0,-6.0756,48,1.12219,11,-1.4334,48,1.57342,7,-1.7918,22,-0.1395
ENSG00000147471,PLPBP,42,-0.0036,48,0.18758,35,-0.3599,46,0.16842,40,-0.0794,48,0.23873
ENSG00000104221,BRF2,0,-5.6141,4,-2.0767,16,-0.1385,8,-1.3273,25,0.58713,45,1.89935
ENSG00000129691,ASH2L,19,-1.0945,45,0.22423,34,-0.3110,34,-0.2876,51,0.41070,60,0.76438
ENSG00000175324,LSM1,13,-1.2341,30,-0.0057,22,-0.5720,40,0.60712,29,-0.0248,37,0.40436
ENSG00000156735,BAG4,5,-4.3618,21,-2.5029,110,-0.0608,141,0.44318,155,0.50897,155,0.57356
ENSG00000085788,DDHD2,8,-3.4113,58,-0.6188,90,0.06579,109,0.45441,102,0.25406,94,0.14158
ENSG00000147548,NSD3,54,-0.8707,61,-0.6921,92,-0.0628,127,0.57855,47,-1.0644,115,0.33668
ENSG00000077782,FGFR1,0,-6.6921,39,0.06909,50,0.69732,53,0.72513,0,-6.3717,24,-0.7247
ENSG00000147526,TACC1,295,0.77615,119,-0.6604,160,-0.2753,125,-0.6872,230,0.36803,265,0.67506
ENSG00000169499,PLEKHA2,52,-0.6631,27,-1.6518,36,-1.4892,53,-0.7476,404,2.99224,87,0.14431
ENSG00000169490,TM2D2,0,-6.8887,17,-1.3542,40,-0.1233,64,0.85125,40,-0.0959,50,0.28894
ENSG00000168615,ADAM9,35,0.32386,42,0.60682,21,-0.5700,32,0.20736,43,0.63937,21,-0.5208
ENSG00000104332,SFRP1,0,-5.8661,79,2.33595,7,-1.8935,45,1.84327,0,-7.7155,2,-3.2803
ENSG00000147533,GOLGA7,46,-0.9797,418,2.88085,61,-0.7021,54,-0.8453,42,-1.1134,64,-0.5122
ENSG00000158669,GPAT4,0,-6.7011,55,0.61480,36,-0.0817,36,-0.0349,49,0.43127,45,0.33442
ENSG00000083168,KAT6A,0,-6.2308,60,1.31962,26,-0.0366,36,0.59010,12,-1.1528,18,-0.6546
ENSG00000070718,AP3M2,57,-0.9619,18,-2.6549,115,0.15937,108,0.02559,98,-0.1387,163,0.76186
ENSG00000104368,PLAT,390,5.07502,26,-0.7690,13,-2.0722,12,-2.1241,0,-8.7497,4,-3.4564
ENSG00000070501,POLB,0,-5.9246,7,-1.6777,18,-0.3049,33,0.86734,6,-1.8992,36,0.96521
ENSG00000078668,VDAC3,32,-2.3071,49,-1.7009,141,-0.1453,180,0.34262,122,-0.3334,253,0.95242
ENSG00000168575,SLC20A2,196,2.07219,78,0.46110,33,-1.1280,60,0.02768,17,-1.8391,52,-0.2075
ENSG00000176209,SMIM19,16,-1.2458,40,0.10161,30,-0.4652,48,0.51155,49,0.42200,40,0.11097
ENSG00000120925,RNF170,0,-6.4897,19,-0.8016,33,0.08017,50,0.92075,14,-1.2583,35,0.13550
ENSG00000168172,HOOK3,36,-0.4131,73,0.70724,50,0.14059,46,-0.0254,26,-0.8962,44,-0.0893
ENSG00000168522,FNTA,63,0.10250,194,2.05305,36,-0.9470,62,0.09537,24,-1.3748,47,-0.3608
ENSG00000165102,HGSNAT,17,-0.8625,21,-0.5675,23,-0.5154,45,0.85597,22,-0.4646,36,0.29788
ENSG00000164808,SPIDR,50,0.80481,14,-1.1725,25,-0.3940,32,0.13226,16,-0.9262,43,0.62172
ENSG00000221869,CEBPD,568,4.23121,5,-3.8716,22,-2.1450,17,-2.4595,132,0.92152,25,-1.7104
ENSG00000253729,PRKDC,43,-0.3926,41,-0.4615,51,-0.1711,62,0.22994,46,-0.2737,71,0.45187
ENSG00000104738,MCM4,0,-5.8743,18,-0.2276,16,-0.5222,29,0.71462,45,1.25822,17,-0.3460
ENSG00000169139,UBE2V2,22,-2.8411,48,-1.7284,169,0.24243,129,-0.3074,183,0.29724,252,0.93372
ENSG00000147481,SNTG1,0,-5.9369,0,-6.7524,20,-0.1679,39,1.27580,10,-1.1710,27,0.36001
ENSG00000168300,PCMTD1,132,2.16134,29,-0.4277,25,-0.8258,42,0.20729,10,-2.0298,29,-0.4474
ENSG00000023287,RB1CC1,0,-8.3227,124,0.11199,182,1.14768,95,-0.3644,49,-1.2845,99,-0.2608
ENSG00000082556,OPRK1,0,-5.6155,0,-7.8403,12,-0.7344,24,0.69114,25,0.55955,31,1.09019
ENSG00000047249,ATP6V1H,41,-2.8920,38,-3.0043,136,-1.4122,290,0.01675,904,1.96386,525,1.13075
ENSG00000147509,RGS20,0,-6.5138,5,-2.8030,14,-1.5678,60,1.32185,118,2.23351,17,-1.0549
ENSG00000187735,TCEA1,154,1.34867,81,0.27208,50,-0.6046,72,0.10297,82,0.29333,41,-0.8197
ENSG00000120992,LYPLA1,0,-6.1336,8,-1.6060,27,0.19377,45,1.30962,0,-7.9238,23,-0.1459
ENSG00000137547,MRPL15,0,-6.7927,16,-1.3172,35,-0.2719,57,0.75156,31,-0.3671,59,0.70475
ENSG00000206579,XKR4,34,0.03661,8,-2.1677,44,0.63208,31,-0.1538,10,-1.7236,40,0.33057
ENSG00000167904,TMEM68,27,-0.3389,14,-1.2481,25,-0.5670,54,1.03625,24,-0.4966,35,0.10647
ENSG00000008988,RPS20,1596,2.33904,865,1.18027,269,-0.8877,277,-0.7603,351,-0.2872,171,-1.4634
ENSG00000170791,CHCHD7,0,-6.4228,14,-1.1640,30,-0.0338,39,0.50763,40,0.40925,37,0.34491
ENSG00000104331,IMPAD1,30,-1.6794,129,0.52556,95,0.04258,101,0.16527,81,-0.2152,96,0.05518
ENSG00000169122,FAM110B,0,-7.5451,9,-2.9634,88,0.63992,110,1.05865,21,-1.7520,46,-0.6364
ENSG00000215114,UBXN2B,2,-4.5442,27,-1.1476,75,0.57344,51,-0.2382,47,-0.3367,85,0.67956
ENSG00000137575,SDCBP,368,0.83979,68,-1.7604,194,-0.2556,215,-0.0398,104,-1.1396,334,0.76953
ENSG00000104388,RAB2A,91,-1.7540,171,-0.8202,239,-0.4078,318,0.17505,365,0.36164,477,0.90921
ENSG00000177182,CLVS1,0,-6.1770,5,-2.3732,25,-0.0507,29,0.21309,26,0.00307,46,1.05631
ENSG00000198363,ASPH,0,-8.1010,52,-0.9940,73,-0.6381,190,1.42718,69,-0.5688,110,0.15791
ENSG00000274956,NKAIN3-IT1,0,-7.0151,17,-1.4600,39,-0.3491,84,1.30104,83,0.94752,23,-1.1007
ENSG00000137563,GGH,27,0.71388,12,-0.4772,8,-1.3330,32,1.36898,15,-0.2179,11,-0.7210
ENSG00000185728,YTHDF3,88,0.92664,34,-0.5668,39,-0.4963,51,0.03923,14,-1.8403,76,0.76184
ENSG00000254377,MIR124-2HG,0,-6.3082,2,-3.8085,28,0.01419,42,0.83583,16,-0.8484,40,0.62550
ENSG00000172817,CYP7B1,0,-5.2867,87,2.65466,16,-0.3812,16,-0.3502,4,-2.1385,15,-0.4369
ENSG00000104442,ARMC1,0,-6.8355,66,0.76926,35,-0.2862,53,0.52232,44,0.11744,39,-0.0624
ENSG00000147576,ADHFE1,0,-5.3884,13,-0.2302,12,-0.4220,34,1.94269,0,-7.2386,8,-0.9833
ENSG00000169085,VXN,14,-3.6025,151,-0.0611,147,-0.1462,130,-0.3547,260,0.81133,243,0.78925
ENSG00000175073,VCPIP1,0,-6.8557,26,-0.7019,44,0.11201,35,-0.3191,62,0.65281,65,0.80975
ENSG00000104205,SGK3,8,-1.4472,61,1.84845,16,-0.4931,22,0.15018,10,-1.1053,18,-0.1984
ENSG00000245910,SNHG6,285,0.06366,1086,2.43954,208,-0.5586,236,-0.2781,189,-0.5711,92,-1.7466
ENSG00000121022,COPS5,37,-0.3021,69,0.68531,32,-0.6965,46,0.03713,69,0.68558,50,0.18829
ENSG00000104218,CSPP1,0,-5.8046,23,0.21394,21,0.17779,26,0.53944,3,-2.8511,24,0.34823
ENSG00000066777,ARFGEF1,21,-0.2123,18,-0.3855,26,0.17365,27,0.22603,15,-0.7248,24,0.02346
ENSG00000046889,PREX2,0,-6.9522,56,0.38369,43,-0.0377,86,1.49513,16,-1.4789,13,-1.9361
ENSG00000140396,NCOA2,0,-6.8377,20,-1.0521,38,-0.1327,82,1.59542,24,-0.7852,22,-0.9796
ENSG00000067167,TRAM1,204,2.39878,92,0.91495,23,-1.5187,57,0.15810,19,-1.4830,24,-1.2323
ENSG00000147601,TERF1,121,1.76070,32,-0.4386,27,-0.8797,54,0.48692,13,-1.7821,37,-0.2518
ENSG00000147604,RPL7,1550,2.32328,753,0.98058,271,-0.8325,261,-0.8249,388,-0.0953,196,-1.2177
ENSG00000040341,STAU2,14,-2.5926,37,-1.1661,89,0.27049,91,0.26260,54,-0.5822,108,0.55505
ENSG00000104343,UBE2W,5,-3.7856,17,-2.0719,68,-0.0193,61,-0.2231,76,0.15834,135,1.28512
ENSG00000154582,ELOC,16,-2.8175,112,0.04749,99,-0.2078,128,0.31144,201,0.99556,100,-0.1445
ENSG00000175606,TMEM70,16,-1.8716,18,-1.6625,44,-0.4656,56,0.05644,52,-0.0842,114,1.40109
ENSG00000104369,JPH1,0,-6.0118,8,-1.4584,26,0.27115,18,-0.4434,63,1.67698,23,0.01552
ENSG00000104381,GDAP1,6,-3.8863,33,-1.4168,79,-0.1505,97,0.25070,120,0.54023,128,0.73437
ENSG00000164751,PEX2,0,-6.2417,41,0.65316,19,-0.7038,45,1.11727,33,0.30518,19,-0.5772
ENSG00000171033,PKIA,0,-9.0422,52,-1.9464,228,0.41914,177,-0.1357,221,0.23788,281,0.70992
ENSG00000104427,ZC2HC1A,0,-6.1476,7,-1.8336,25,0.02785,30,0.36163,5,-2.4555,49,1.23474
ENSG00000104435,STMN2,1,-8.6172,61,-3.3810,765,0.60125,606,0.04785,169,-1.8949,993,0.95683
ENSG00000164683,HEY1,108,1.19970,12,-2.1192,25,-1.3705,44,-0.3067,112,1.27585,78,0.75257
ENSG00000147586,MRPS28,0,-6.5895,41,0.26662,24,-0.7034,46,0.60579,74,1.26507,31,-0.1839
ENSG00000076554,TPD52,3,-5.1321,81,-0.6390,102,-0.3972,180,0.77708,123,-0.0073,163,0.50080
ENSG00000205189,ZBTB10,31,0.95648,22,0.35170,10,-1.0009,21,0.38780,28,0.74210,11,-0.6865
ENSG00000164684,ZNF704,55,0.78601,59,0.90770,39,0.31465,34,0.01161,0,-7.8841,17,-1.1350
ENSG00000164687,FABP5,127,0.32606,98,-0.0834,97,-0.1494,115,0.20057,27,-2.0074,130,0.40077
ENSG00000147588,PMP2,8,-4.4373,532,1.95094,141,-0.3838,192,0.24090,226,0.45529,66,-1.5176
ENSG00000133731,IMPA1,13,-1.3592,30,-0.1797,33,0.00460,20,-0.9357,52,0.69926,56,0.96235
ENSG00000104231,ZFAND1,64,1.17885,17,-0.9149,20,-0.8501,34,0.15831,20,-0.6374,45,0.65760
ENSG00000104497,SNX16,8,-0.8558,6,-1.4425,22,0.96005,20,0.60335,0,-7.2702,8,-1.0164
ENSG00000184672,RALYL,26,-1.2977,8,-2.9947,69,0.21010,49,-0.4253,84,0.48346,103,0.92337
ENSG00000176731,RBIS,224,2.11105,93,0.54090,33,-1.2990,66,-0.0078,45,-0.5924,50,-0.4660
ENSG00000104267,CA2,43,-0.6176,437,3.82769,21,-2.0081,55,-0.2778,5,-3.6533,18,-2.0128
ENSG00000123124,WWP1,13,-1.3479,22,-0.5578,26,-0.4058,42,0.57248,23,-0.4638,45,0.65980
ENSG00000176623,RMDN1,17,-0.0930,37,1.13961,16,-0.2113,14,-0.4610,6,-1.5400,25,0.56014
ENSG00000085719,CPNE3,75,0.68317,40,-0.3127,26,-1.1812,54,0.17172,118,1.44831,45,-0.1578
ENSG00000156103,MMP16,0,-6.0820,11,-1.1522,37,1.08881,21,-0.2114,32,0.47199,15,-0.7171
ENSG00000164823,OSGIN2,0,-6.3748,37,0.36003,27,-0.1462,30,0.03225,29,-0.0079,44,0.70670
ENSG00000104320,NBN,56,0.86762,28,-0.2285,21,-0.8731,18,-1.0581,81,1.50009,45,0.56841
ENSG00000104325,DECR1,115,1.97263,40,0.17291,19,-1.1998,37,0.04780,31,-0.2373,30,-0.3277
ENSG00000104327,CALB1,9,-2.9303,0,-9.7384,15,-2.5972,121,1.29955,253,2.33336,59,-0.2161
ENSG00000123119,NECAB1,17,-4.4286,204,-0.8412,422,0.40763,327,-0.1429,182,-1.0131,579,0.91429
ENSG00000155099,PIP4P2,66,0.63600,41,-0.1128,27,-0.9562,48,0.14386,78,0.91358,48,0.11864
ENSG00000253738,OTUD6B-AS1,23,-1.7165,58,-0.3320,52,-0.6684,97,0.61347,142,1.10543,71,-0.0165
ENSG00000155100,OTUD6B,0,-5.7089,19,0.03567,21,0.25291,16,-0.2929,25,0.50276,24,0.42495
ENSG00000079102,RUNX1T1,26,-0.5948,12,-1.7406,46,0.44304,23,-0.8646,38,-0.0189,63,0.92341
ENSG00000205133,TRIQK,54,0.53053,24,-0.7187,28,-0.6088,54,0.68905,24,-0.7011,42,0.15533
ENSG00000188343,FAM92A,23,-0.4882,14,-1.1956,29,-0.2025,39,0.39116,41,0.38585,36,0.20840
ENSG00000164951,PDP1,0,-8.0194,8,-3.5439,72,-0.5291,80,-0.2839,149,0.75875,217,1.65440
ENSG00000164944,VIRMA,31,0.92746,16,-0.1237,16,-0.1915,13,-0.5325,8,-1.1124,25,0.68599
