Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3to6,Feature log2 fold change topic 3to6,Feature count topic 7to9,Feature log2 fold change topic 7to9,Feature count topic 10,Feature log2 fold change topic 10,Feature count topic 11to12,Feature log2 fold change topic 11to12
ENSG00000134698,AGO4,0,-5.3484,16,0.20017,17,0.38951,19,0.54626,4,-1.8681,13,-0.1164
ENSG00000092847,AGO1,0,-6.1691,44,0.86521,33,0.61561,15,-0.9130,13,-0.9835,35,0.56673
ENSG00000126070,AGO3,8,-1.2893,33,0.80313,15,-0.5867,34,1.16716,10,-1.0484,13,-0.7352
ENSG00000116863,ADPRHL2,0,-5.4444,17,0.14477,14,-0.1588,13,-0.2297,17,0.16772,26,0.98262
ENSG00000054116,TRAPPC3,76,0.34185,29,-1.1248,42,-0.7276,94,0.91101,40,-0.6440,68,0.17767
ENSG00000116871,MAP7D1,146,-0.2948,216,0.32114,115,-0.8417,161,-0.1711,327,1.00301,242,0.56513
ENSG00000054118,THRAP3,111,0.91283,41,-0.6472,60,-0.1170,62,-0.0297,21,-1.6311,79,0.39973
ENSG00000196182,STK40,43,1.06903,22,0.02443,17,-0.4679,29,0.52169,4,-2.4552,20,-0.1839
ENSG00000181817,LSM10,70,1.06500,21,-0.8422,22,-0.9463,47,0.53237,44,0.32421,34,-0.0870
ENSG00000116898,MRPS15,93,1.12775,25,-0.9720,46,-0.0158,41,-0.2263,51,0.15104,41,-0.2304
ENSG00000163873,GRIK3,0,-6.0035,8,-1.6086,56,3.11874,10,-1.3466,0,-7.8529,5,-2.2435
ENSG00000163875,MEAF6,19,-2.4388,46,-1.1310,95,-0.0714,111,0.24491,91,-0.1053,153,0.81406
ENSG00000163877,SNIP1,24,0.53347,17,-0.0399,16,-0.0750,19,0.24113,25,0.61183,7,-1.2820
ENSG00000134697,GNL2,48,1.04211,12,-1.1204,18,-0.7027,38,0.84565,10,-1.3540,24,-0.0896
ENSG00000183317,EPHA10,0,-5.7028,2,-2.8043,14,-0.4850,21,0.22561,34,0.98890,32,1.02243
ENSG00000185090,MANEAL,0,-6.3344,6,-2.1868,22,-0.5036,45,0.96563,23,-0.3658,45,0.80080
ENSG00000196449,YRDC,0,-5.4215,6,-1.4311,15,0.05738,19,0.51077,14,-0.1054,20,0.52203
ENSG00000197982,C1orf122,110,-0.7594,438,1.48117,131,-0.6410,195,0.15113,262,0.59799,122,-0.6547
ENSG00000183431,SF3A3,24,-0.5818,21,-0.7382,28,-0.4565,40,0.29498,22,-0.7053,58,0.96609
ENSG00000183520,UTP11,40,0.54133,25,-0.1977,20,-0.7033,38,0.62408,24,-0.2166,28,-0.0401
ENSG00000116954,RRAGC,30,-0.6958,43,-0.1411,30,-0.8634,70,0.84944,59,0.38305,49,0.07392
ENSG00000174574,AKIRIN1,9,-3.2039,96,0.32325,67,-0.3249,68,-0.2702,141,0.95242,111,0.63252
ENSG00000168653,NDUFS5,344,-0.0406,328,-0.1115,286,-0.4336,394,0.21735,544,0.69718,345,-0.0358
ENSG00000127603,MACF1,275,1.22398,166,0.37928,115,-0.2744,144,0.19393,39,-1.8230,98,-0.4784
ENSG00000090621,PABPC4,79,0.47865,68,0.23612,66,0.24669,48,-0.3812,35,-0.7902,58,-0.0196
ENSG00000116983,HPCAL4,4,-6.1854,25,-3.6716,283,-0.1015,322,0.15626,562,1.04176,437,0.70043
ENSG00000084072,PPIE,27,-0.1967,60,1.10428,29,-0.1286,34,0.19058,9,-1.8039,27,-0.2005
ENSG00000168389,MFSD2A,182,3.81643,8,-1.7849,21,-0.4679,5,-2.7742,0,-7.7748,16,-0.8421
ENSG00000131236,CAP1,165,0.21097,121,-0.2750,112,-0.5183,128,-0.2266,305,1.22347,156,0.12781
ENSG00000131238,PPT1,61,-1.0095,117,-0.0091,84,-0.6790,167,0.72300,174,0.62533,112,-0.0912
ENSG00000084073,ZMPSTE24,68,1.19515,23,-0.5354,20,-0.9543,39,0.31992,33,-0.0081,37,0.20022
ENSG00000049089,COL9A2,0,-6.1121,172,3.89961,15,-0.9525,19,-0.4446,0,-7.9614,3,-3.2499
ENSG00000084070,SMAP2,50,-1.0701,25,-2.0572,83,-0.3890,76,-0.5058,256,1.56978,155,0.79916
ENSG00000117016,RIMS3,0,-7.4892,0,-6.3011,69,0.14126,96,0.83637,15,-2.1338,97,0.73311
ENSG00000066136,NFYC,27,-0.6045,27,-0.6274,44,0.20090,54,0.60594,12,-1.7587,38,-0.0670
ENSG00000179862,CITED4,0,-5.3993,9,-0.7770,14,-0.1576,24,0.98515,8,-0.8279,17,0.24605
ENSG00000171793,CTPS1,45,1.49935,6,-1.4737,13,-0.5661,14,-0.4719,28,0.69898,20,0.22091
ENSG00000010803,SCMH1,0,-5.2144,10,-0.3641,15,0.30428,20,0.89949,0,-7.0649,13,-0.0092
ENSG00000127124,HIVEP3,0,-5.5430,11,-0.6428,27,1.31072,9,-1.0933,5,-1.7569,23,0.56310
ENSG00000198815,FOXJ3,0,-7.3617,27,-1.2028,52,-0.2585,55,-0.1411,83,0.54248,113,1.21886
ENSG00000177181,RIMKLA,0,-6.3470,8,-1.8943,29,0.00352,36,0.43640,46,0.75033,34,0.30055
ENSG00000127125,PPCS,0,-6.5136,27,-0.2896,28,-0.3079,38,0.28961,52,0.75802,43,0.49035
ENSG00000065978,YBX1,849,3.60980,199,0.62897,51,-1.7824,88,-0.7675,36,-1.9777,30,-2.3598
ENSG00000164008,C1orf50,0,-5.5802,19,0.22835,16,-0.1298,17,-0.0066,4,-2.0059,32,1.21410
ENSG00000177868,SVBP,53,1.08868,35,0.41316,17,-0.8681,21,-0.4727,28,0.05698,38,0.61834
ENSG00000117394,SLC2A1,1500,4.90882,79,-1.1738,49,-2.2107,53,-1.9699,31,-2.5569,39,-2.3327
ENSG00000117395,EBNA1BP2,43,-0.3736,30,-0.9051,36,-0.8129,78,0.69888,98,0.93339,55,0.00916
ENSG00000066322,ELOVL1,44,0.07757,319,4.18904,20,-1.3547,15,-1.6904,0,-8.7340,8,-2.6292
ENSG00000159479,MED8,14,-0.3491,25,0.53400,14,-0.5005,23,0.46358,10,-0.9239,21,0.27923
ENSG00000142949,PTPRF,2,-5.8015,86,-0.5349,110,-0.2169,127,0.08402,162,0.46203,194,0.85879
ENSG00000066135,KDM4A,23,-0.1029,15,-0.7301,21,-0.2868,34,0.61175,1,-4.5250,35,0.64229
ENSG00000126091,ST3GAL3,0,-6.6519,13,-1.4613,46,0.55710,46,0.47911,12,-1.6236,43,0.29836
ENSG00000117408,IPO13,15,-2.2077,185,1.67843,54,-0.4737,44,-0.7673,94,0.51066,87,0.42901
ENSG00000117410,ATP6V0B,141,-1.2981,216,-0.6620,320,-0.0719,327,-0.0196,331,0.00290,510,0.78832
ENSG00000117411,B4GALT2,0,-7.2958,66,0.25090,71,0.53699,51,-0.1659,33,-0.8099,69,0.34886
ENSG00000159214,CCDC24,0,-5.7615,2,-3.4002,21,0.17232,22,0.23602,21,0.17433,29,0.77105
ENSG00000178028,DMAP1,1,-4.7128,33,-0.3923,39,-0.1519,49,0.26695,38,-0.1703,66,0.81597
ENSG00000117419,ERI3,71,-1.1988,89,-0.8634,149,-0.0991,153,-0.0362,193,0.33630,233,0.71996
ENSG00000187147,RNF220,16,-2.7219,174,0.85235,95,-0.1646,98,-0.0945,137,0.45822,116,0.21129
ENSG00000142937,RPS8,3820,2.75502,1685,1.14898,509,-0.9726,463,-1.0546,340,-1.3724,385,-1.2681
ENSG00000070785,EIF2B3,37,0.47917,12,-1.2038,23,-0.3592,24,-0.2030,50,0.99938,31,0.23714
ENSG00000126107,HECTD3,6,-1.5408,11,-0.6237,22,0.71279,21,0.48090,0,-7.3747,14,-0.2316
ENSG00000126088,UROD,22,-1.5383,46,-0.4105,46,-0.5238,83,0.64273,47,-0.3692,87,0.65555
ENSG00000117450,PRDX1,316,-0.0263,378,0.25910,263,-0.4100,397,0.42232,398,0.34213,259,-0.3650
ENSG00000117448,AKR1A1,47,0.08234,53,0.28348,39,-0.2477,54,0.40003,40,-0.1723,36,-0.3440
ENSG00000132780,NASP,0,-6.1325,70,1.74374,23,-0.1445,28,0.21437,5,-2.3084,23,-0.1033
ENSG00000159592,GPBP1L1,68,1.23381,55,0.86831,25,-0.4859,30,-0.1023,3,-3.4459,33,0.06704
ENSG00000159596,TMEM69,0,-5.6257,11,-0.6255,20,0.25851,29,1.10725,12,-0.5916,10,-0.9572
ENSG00000086015,MAST2,0,-5.7814,17,-0.1599,17,-0.2884,35,1.26257,0,-6.8127,22,0.20603
ENSG00000117461,PIK3R3,64,2.29822,3,-2.3558,15,-0.2815,14,-0.3469,0,-7.4480,18,0.07423
ENSG00000085998,POMGNT1,70,0.05223,101,0.62568,58,-0.3473,61,-0.1983,89,0.41825,72,0.08762
ENSG00000132128,LRRC41,39,-0.8538,51,-0.4594,62,-0.2068,80,0.31594,68,-0.0151,87,0.42812
ENSG00000173660,UQCRH,238,-0.7114,204,-0.9395,321,-0.3320,469,0.43832,400,0.09457,493,0.48113
ENSG00000117480,FAAH,0,-6.6893,74,1.14173,22,-0.9723,45,0.40396,53,0.57183,45,0.35647
ENSG00000079277,MKNK1,0,-6.0747,6,-1.9765,26,0.20078,26,0.14211,25,0.09120,37,0.76696
ENSG00000123472,ATPAF1,97,-0.1802,75,-0.5743,80,-0.6289,152,0.67740,122,0.17592,120,0.16346
ENSG00000159658,EFCAB14,131,0.77931,191,1.43092,48,-1.0021,108,0.58737,41,-1.0339,44,-0.9775
ENSG00000186377,CYP4X1,16,-0.7982,2,-3.3269,32,0.45663,21,-0.4309,20,-0.4219,43,0.90607
ENSG00000162368,CMPK1,0,-7.7859,130,0.60220,98,0.21874,97,0.15830,54,-0.7706,101,0.21840
ENSG00000162373,BEND5,0,-5.4280,5,-1.6258,20,0.58456,16,0.13820,0,-7.2781,25,0.90016
ENSG00000162374,ELAVL4,11,-4.1747,7,-4.7324,258,0.67250,200,0.06135,36,-2.5092,319,0.91842
ENSG00000185104,FAF1,0,-6.4741,47,0.63609,25,-0.4521,40,0.47142,24,-0.4206,43,0.56120
ENSG00000123091,RNF11,60,-2.8478,110,-1.9525,414,0.05905,445,0.19724,528,0.43241,571,0.62967
ENSG00000085832,EPS15,130,-0.2170,145,-0.0476,161,0.17139,159,0.12742,59,-1.3942,166,0.19247
ENSG00000117859,OSBPL9,90,2.34492,47,1.13539,14,-0.9965,20,-0.2654,0,-7.9003,14,-0.8523
ENSG00000078618,NRDC,0,-7.6855,74,0.00489,81,0.19664,72,-0.0342,69,-0.0967,101,0.56045
ENSG00000169213,RAB3B,0,-8.5344,10,-3.7229,190,0.85008,198,0.82730,36,-1.9708,100,-0.4912
ENSG00000117862,TXNDC12,95,1.51801,17,-1.1989,28,-0.6257,41,0.17150,42,0.16375,33,-0.2353
ENSG00000134717,BTF3L4,3,-4.4207,32,-1.0042,68,0.18035,78,0.42829,54,-0.2450,79,0.40918
ENSG00000157077,ZFYVE9,0,-6.9102,14,-1.6965,40,-0.1530,58,0.62302,30,-0.5566,68,0.84530
ENSG00000134748,PRPF38A,0,-5.7846,35,0.93960,23,0.35190,27,0.63642,8,-1.3516,10,-1.1131
ENSG00000134744,TUT4,53,1.29694,31,0.38716,21,-0.2466,25,0.11887,0,-7.3050,21,-0.1995
ENSG00000162377,COA7,0,-5.8366,21,0.09137,20,-0.0686,25,0.42191,9,-1.1724,29,0.65733
ENSG00000162378,ZYG11B,2,-6.4976,53,-1.8382,221,0.45890,188,0.07269,92,-1.0269,287,0.84725
ENSG00000116171,SCP2,150,0.59130,120,0.22972,80,-0.5357,141,0.62026,74,-0.5278,80,-0.4379
ENSG00000162384,CZIB,29,-0.8252,65,0.41194,43,-0.3469,59,0.31282,67,0.44398,48,-0.0893
ENSG00000162385,MAGOH,90,1.92166,16,-0.8463,18,-0.9462,28,-0.0734,13,-1.2189,37,0.42345
ENSG00000157193,LRP8,0,-7.0607,9,-2.3869,64,0.68617,77,1.01733,2,-4.3823,37,-0.4310
ENSG00000058799,YIPF1,0,-5.6171,16,-0.1181,15,-0.3200,18,0.12801,12,-0.5319,32,1.15896
ENSG00000081870,HSPB11,94,1.41507,36,-0.1694,30,-0.5743,35,-0.2262,44,0.14213,40,-0.0092
ENSG00000116209,TMEM59,209,0.21689,350,1.06774,134,-0.6243,205,0.22856,131,-0.5110,173,-0.0850
ENSG00000116221,MRPL37,48,-0.1639,31,-0.8347,41,-0.5197,50,-0.1201,103,1.08316,71,0.50990
ENSG00000157216,SSBP3,57,-1.5579,80,-1.0625,206,0.58224,106,-0.7425,150,-0.0995,246,0.78193
ENSG00000243725,TTC4,13,-0.6428,13,-0.6884,17,-0.3762,26,0.51280,27,0.48896,21,0.11491
ENSG00000116133,DHCR24,4,-5.5143,216,0.32497,143,-0.4367,134,-0.5023,175,-0.0081,373,1.44548
ENSG00000162402,USP24,5,-2.3981,29,0.03416,24,-0.3672,43,0.87224,10,-1.6089,36,0.41613
ENSG00000162407,PLPP3,24,-2.3621,134,0.18475,61,-1.2864,294,2.26206,71,-0.7958,38,-1.8124
ENSG00000162409,PRKAA2,0,-6.9523,11,-2.0241,35,-0.4879,67,0.82639,34,-0.4342,75,0.95969
ENSG00000173406,DAB1,0,-6.0013,8,-1.4949,15,-0.8314,39,1.18061,13,-0.8045,37,0.87323
ENSG00000162601,MYSM1,0,-6.0622,21,-0.1993,24,0.01279,28,0.33158,12,-1.0118,36,0.74708
ENSG00000177606,JUN,1109,3.26175,35,-2.5842,60,-2.1500,110,-1.0367,356,0.95618,152,-0.4421
ENSG00000134709,HOOK1,0,-6.5242,0,-5.4735,33,0.02686,50,0.86195,18,-0.9261,47,0.63161
ENSG00000162599,NFIA,150,0.87447,182,1.20904,112,0.59298,68,-0.4558,13,-2.8074,23,-2.0784
ENSG00000162604,TM2D1,118,0.94615,75,0.20358,37,-1.1181,73,0.19441,121,0.98176,56,-0.2891
ENSG00000162607,USP1,0,-5.9863,44,1.07997,12,-1.1479,43,1.46351,3,-2.9763,22,-0.0396
ENSG00000116641,DOCK7,0,-6.0609,10,-1.2490,27,0.30971,40,1.10665,5,-2.2668,20,-0.2639
ENSG00000125703,ATG4C,14,-0.3064,78,2.76354,13,-0.5002,14,-0.3650,0,-7.4098,8,-1.1529
ENSG00000142856,ITGB3BP,0,-5.3428,16,0.17732,18,0.53107,12,-0.3690,15,0.11755,16,0.23163
ENSG00000079739,PGM1,6,-1.8741,22,-0.0832,19,-0.4102,50,1.72691,12,-0.9899,7,-1.7798
ENSG00000158966,CACHD1,0,-6.0482,5,-2.3091,12,-1.2574,37,0.92475,53,1.33795,33,0.60489
ENSG00000162437,RAVER2,0,-5.8376,14,-0.5011,15,-0.6219,33,0.99923,26,0.36869,23,0.21039
ENSG00000162434,JAK1,196,1.47847,58,-0.5018,47,-1.0272,89,0.20093,70,-0.2253,93,0.24308
ENSG00000162433,AK4,0,-7.6276,14,-2.4368,82,0.31606,86,0.37783,98,0.50792,78,0.16027
ENSG00000116675,DNAJC6,2,-7.3541,318,-0.3766,420,0.07917,395,-0.0438,468,0.22861,602,0.71968
ENSG00000213625,LEPROT,164,2.25568,34,-0.4228,24,-1.1500,63,0.70444,5,-3.2351,23,-1.0452
ENSG00000184588,PDE4B,44,-0.8605,147,1.02633,73,-0.1531,76,-0.0451,25,-1.7215,101,0.45276
ENSG00000118473,SGIP1,40,-1.4525,27,-1.9888,95,-0.1793,118,0.24968,115,0.16715,164,0.83315
ENSG00000198160,MIER1,41,0.61945,30,0.15028,28,0.02785,25,-0.2038,28,0.03726,23,-0.3163
ENSG00000142864,SERBP1,230,0.98444,148,0.26349,91,-0.6395,136,0.15417,159,0.37172,98,-0.4157
ENSG00000172380,GNG12,71,1.92459,35,0.71051,16,-0.7143,27,0.36591,8,-1.5717,6,-1.9197
ENSG00000116729,WLS,37,-1.2408,45,-0.9457,48,-1.0968,218,2.42736,41,-1.0821,23,-2.0763
ENSG00000033122,LRRC7,0,-7.7059,21,-1.8706,73,-0.0409,65,-0.2768,153,1.17233,118,0.83111
ENSG00000066557,LRRC40,0,-5.8793,24,0.24827,21,0.06902,23,0.22361,10,-1.1520,30,0.63896
ENSG00000116754,SRSF11,124,0.07337,189,0.74715,105,-0.2512,125,0.10074,65,-0.9133,125,0.08618
ENSG00000118454,ANKRD13C,0,-6.5177,29,-0.1651,31,-0.1006,41,0.46279,17,-0.9809,49,0.71514
ENSG00000132485,ZRANB2,53,-0.9887,82,-0.3467,87,-0.3441,132,0.52306,77,-0.4440,135,0.49928
ENSG00000172260,NEGR1,0,-8.3459,28,-2.1442,151,0.58779,96,-0.3616,107,-0.1352,188,0.87292
ENSG00000178965,ERICH3,0,-6.8104,4,-3.2057,46,0.30084,37,-0.1383,54,0.45910,64,0.84816
ENSG00000116791,CRYZ,41,1.50932,12,-0.4613,17,0.05876,15,-0.2384,0,-7.0641,17,0.02458
ENSG00000162623,TYW3,23,0.10131,21,-0.0371,20,-0.1003,20,-0.0916,5,-2.0211,32,0.74850
ENSG00000117054,ACADM,0,-6.7003,40,0.10223,27,-0.6097,53,0.72636,56,0.65290,41,0.16250
ENSG00000137955,RABGGTB,0,-6.4899,67,1.19856,33,0.05048,25,-0.4371,31,-0.0682,40,0.39178
ENSG00000117069,ST6GALNAC5,13,-2.3760,5,-3.8407,34,-1.2998,59,-0.2409,183,1.69152,145,1.49618
ENSG00000142892,PIGK,60,0.85587,76,1.27600,23,-0.8420,43,0.42062,9,-1.9447,27,-0.4385
ENSG00000154027,AK5,30,-3.4324,180,-0.7975,298,-0.0325,166,-1.0697,597,1.10934,569,1.18509
ENSG00000036549,AC118549.1,0,-6.0874,44,0.95394,24,0.03794,25,0.06264,14,-0.7756,29,0.33158
ENSG00000077254,USP33,0,-7.8653,50,-0.7742,81,-0.0710,97,0.28010,91,0.13628,125,0.71904
ENSG00000180488,MIGA1,42,-0.6976,117,0.89428,54,-0.4422,64,-0.0828,60,-0.1815,89,0.49403
ENSG00000162613,FUBP1,105,0.79374,45,-0.5237,51,-0.4431,75,0.32128,70,0.13804,58,-0.1745
ENSG00000162616,DNAJB4,81,0.63462,30,-0.8979,38,-0.7245,49,-0.1728,83,0.68605,79,0.67225
ENSG00000117114,ADGRL2,72,1.00477,0,-7.6487,28,-0.6105,35,-0.1826,60,0.68935,57,0.68810
ENSG00000137941,TTLL7,30,-2.1238,318,1.59670,102,-0.3877,90,-0.5726,143,0.24555,152,0.38448
ENSG00000142875,PRKACB,69,-2.4680,332,-0.1106,282,-0.4808,398,0.21347,514,0.58365,522,0.68844
ENSG00000117133,RPF1,0,-5.8318,26,0.38119,20,-0.0125,10,-1.1567,34,0.85534,35,1.02896
ENSG00000174021,GNG5,315,3.20803,50,-0.2018,18,-2.0748,65,0.24943,22,-1.4069,16,-2.0142
ENSG00000117155,SSX2IP,0,-7.8486,11,-3.0008,65,-0.4979,86,0.07746,196,1.42753,134,0.88850
ENSG00000162642,C1orf52,16,-2.0340,34,-0.9687,57,-0.2553,63,-0.0235,84,0.42142,109,0.98200
ENSG00000153904,DDAH1,1,-7.0797,88,-1.2117,199,0.04523,280,0.75374,137,-0.5425,237,0.34578
ENSG00000142871,CCN1,697,5.76119,15,-2.2780,11,-3.0543,22,-1.9608,0,-9.4465,6,-3.7703
ENSG00000117174,ZNHIT6,0,-5.9708,42,1.02416,19,-0.3628,27,0.35677,19,-0.2340,26,0.24535
ENSG00000122417,ODF2L,30,0.22162,11,-1.2666,29,0.28992,19,-0.5956,14,-0.9204,41,0.82648
ENSG00000097033,SH3GLB1,39,0.02243,70,0.94836,34,-0.2894,43,0.18693,22,-0.8193,35,-0.1599
ENSG00000183291,SELENOF,234,1.08956,151,0.36695,62,-1.2654,124,0.06800,210,0.90999,112,-0.1143
ENSG00000153936,HS2ST1,0,-6.8036,7,-2.6016,43,0.18381,46,0.26854,77,1.06038,42,0.09823
ENSG00000143013,LMO4,16,-5.0976,80,-2.8295,676,0.55761,374,-0.6404,654,0.32981,899,0.97421
ENSG00000065243,PKN2,0,-5.7373,40,1.20413,18,-0.0536,26,0.62014,1,-3.7397,17,-0.1307
ENSG00000137947,GTF2B,31,0.31463,10,-1.3287,13,-1.1898,24,-0.0710,76,1.87492,29,0.25591
ENSG00000137944,KYAT3,0,-6.0094,8,-1.5818,19,-0.3625,27,0.29565,50,1.28148,30,0.47718
ENSG00000213516,RBMXL1,0,-5.4687,9,-0.8023,11,-0.7374,28,1.24162,0,-6.1956,26,0.92820
ENSG00000197147,LRRC8B,0,-8.2795,64,-0.8515,69,-0.9313,122,0.16685,304,1.68575,165,0.70160
ENSG00000171488,LRRC8C,101,2.16229,18,-0.6811,20,-0.7597,21,-0.5449,15,-0.9336,34,0.30129
ENSG00000171492,LRRC8D,0,-6.7548,109,1.74243,26,-0.7567,33,-0.2751,41,0.09581,54,0.60357
ENSG00000162664,ZNF326,0,-6.6368,58,0.79374,39,0.20123,37,0.06476,10,-1.8913,46,0.45783
ENSG00000233593,LINC02609,0,-6.0471,46,1.10619,16,-0.6882,21,-0.2046,11,-1.1429,47,1.32782
ENSG00000122482,ZNF644,16,-0.9013,69,1.44267,24,-0.3528,35,0.38709,3,-3.2642,28,-0.0583
ENSG00000172031,EPHX4,0,-5.8616,0,-8.0861,10,-1.3864,32,0.89304,38,0.97054,38,1.12694
ENSG00000189195,BTBD8,0,-8.2145,16,-2.8348,90,-0.3551,158,0.82060,109,0.03866,160,0.73783
ENSG00000122484,RPAP2,0,-5.8590,30,0.57702,20,-0.0283,18,-0.2236,12,-0.7710,34,0.94059
ENSG00000067208,EVI5,0,-6.2305,41,0.69407,28,0.13371,33,0.43071,28,0.09938,19,-0.5860
ENSG00000122406,RPL5,1270,1.92637,724,0.91715,239,-1.0589,336,-0.3795,381,-0.1219,301,-0.5245
ENSG00000154511,DIPK1A,11,-1.6689,38,0.18512,23,-0.7293,46,0.61909,25,-0.4855,51,0.71569
ENSG00000143033,MTF2,56,1.64824,16,-0.3582,12,-1.0047,26,0.43800,6,-1.7354,22,0.08365
ENSG00000117500,TMED5,34,-0.0076,49,0.57659,22,-0.8589,51,0.82709,21,-0.7392,32,-0.0885
ENSG00000117505,DR1,78,0.64779,27,-0.9808,50,-0.0591,57,0.19744,26,-1.0649,59,0.21900
ENSG00000137942,FNBP1L,6,-1.8221,18,-0.2611,29,0.66482,32,0.80630,3,-2.9332,10,-1.1583
ENSG00000067334,DNTTIP2,29,-0.0256,32,0.12025,23,-0.5211,33,0.20422,15,-1.0685,45,0.74230
ENSG00000023909,GCLM,0,-5.9681,13,-0.7815,29,0.61839,19,-0.2837,15,-0.5998,32,0.67883
ENSG00000117528,ABCD3,0,-7.1203,62,0.35580,59,0.40175,60,0.35735,24,-1.0715,47,-0.1067
ENSG00000117525,F3,0,-6.7031,8,-2.1968,22,-1.0202,103,2.74182,8,-2.2557,16,-1.3474
ENSG00000117519,CNN3,312,1.38113,178,0.43039,92,-0.7733,181,0.58608,75,-0.9152,76,-0.9538
ENSG00000152078,TLCD4,0,-6.8219,13,-1.6842,33,-0.4062,58,0.72637,47,0.25027,59,0.69597
ENSG00000122481,RWDD3,0,-5.6113,21,0.29665,11,-0.8198,31,1.24763,6,-1.4974,21,0.35741
ENSG00000228971,LINC02607,0,-7.8626,5,-4.1144,127,1.03882,49,-0.9496,67,-0.3506,138,0.91561
ENSG00000117569,PTBP2,0,-7.2874,70,0.35773,63,0.27028,60,0.15076,31,-0.8868,68,0.33938
ENSG00000162627,SNX7,30,0.48504,19,-0.2363,17,-0.4860,36,1.00119,1,-3.9731,20,-0.2211
ENSG00000117598,PLPPR5,0,-6.1178,7,-2.0113,31,0.12901,38,0.53940,22,-0.4531,41,0.61532
ENSG00000117600,PLPPR4,21,-3.5641,12,-4.2822,157,-0.7529,163,-0.6233,713,1.94227,443,1.24838
ENSG00000162688,AGL,0,-6.2134,7,-1.8544,34,0.58669,43,1.02053,10,-1.4509,17,-0.6975
ENSG00000117620,SLC35A3,58,1.27422,33,0.35543,20,-0.5771,24,-0.1928,12,-1.1817,32,0.32408
ENSG00000156875,MFSD14A,1,-4.9896,70,0.36827,59,0.12384,54,-0.0614,25,-1.1896,86,0.80557
ENSG00000137992,DBT,0,-6.2869,19,-0.5763,30,0.19719,40,0.72190,13,-1.1846,31,0.17111
ENSG00000137996,RTCA,0,-6.4775,20,-0.6832,34,0.17568,32,0.00323,31,-0.0174,48,0.74956
ENSG00000181656,GPR88,0,-7.0801,2,-4.4956,19,-1.7098,55,0.26581,158,2.03137,89,1.13837
ENSG00000162694,EXTL2,17,-1.2968,12,-1.7577,32,-0.4241,67,1.11894,3,-3.6296,57,0.65449
ENSG00000170989,S1PR1,192,2.38035,4,-3.7164,21,-1.6103,91,1.35959,26,-0.9518,7,-2.9495
ENSG00000118733,OLFM3,0,-6.5875,0,-8.4512,27,-0.9350,40,-0.1552,110,1.53547,93,1.44507
ENSG00000185946,RNPC3,23,0.37477,38,1.18097,19,0.02224,16,-0.2197,2,-3.0415,17,-0.1421
ENSG00000198890,PRMT6,0,-5.3222,19,0.45425,13,-0.1591,20,0.70449,3,-2.1779,17,0.37546
ENSG00000162631,NTNG1,0,-6.5751,1,-5.0041,39,0.29820,47,0.64400,0,-8.4240,56,0.90697
ENSG00000162636,FAM102B,0,-6.3677,4,-3.0061,48,1.27162,28,-0.0749,0,-7.6953,35,0.32147
ENSG00000162639,HENMT1,0,-6.1769,6,-2.1972,27,0.13525,30,0.30708,13,-1.0160,45,1.02890
ENSG00000134186,PRPF38B,123,1.70656,74,0.80477,38,-0.3257,33,-0.5514,13,-1.8672,37,-0.3047
ENSG00000116266,STXBP3,18,-1.1873,108,1.68077,36,-0.1839,28,-0.6179,53,0.44937,34,-0.2797
ENSG00000121957,GPSM2,0,-5.5196,48,1.84030,18,0.23197,22,0.64744,0,-7.3694,3,-2.3051
ENSG00000121940,CLCC1,31,0.52521,36,0.73894,14,-0.8872,28,0.44253,28,0.33494,17,-0.4836
ENSG00000085433,WDR47,0,-8.4675,32,-2.0801,131,0.05841,128,0.01670,143,0.18391,222,1.03384
ENSG00000197780,TAF13,0,-7.0391,72,0.67857,45,-0.0747,53,0.23837,66,0.54748,42,-0.1709
ENSG00000215717,TMEM167B,16,-1.7759,57,0.07942,58,0.17057,60,0.20621,48,-0.1787,57,0.07800
ENSG00000116299,KIAA1324,0,-6.0381,0,-4.9528,26,0.26251,23,-0.0102,30,0.39110,37,0.85456
ENSG00000031698,SARS,113,-0.6121,111,-0.6451,160,-0.1032,173,0.04922,252,0.64871,192,0.23102
ENSG00000143126,CELSR2,13,-3.2604,91,-0.3785,111,-0.0885,84,-0.5939,230,1.11908,181,0.80999
ENSG00000134222,PSRC1,6,-2.5996,75,1.31292,19,-1.0890,24,-0.6467,93,1.68289,43,0.40353
ENSG00000134243,SORT1,149,-0.9118,512,1.04664,210,-0.5143,197,-0.5804,358,0.45261,394,0.68718
ENSG00000143106,PSMA5,83,0.67183,35,-0.7024,35,-0.8642,57,0.07681,95,0.88713,66,0.33138
ENSG00000174151,CYB561D1,0,-5.8700,10,-1.0835,19,-0.1787,29,0.70687,12,-0.7519,31,0.71637
ENSG00000181754,AMIGO1,0,-7.1948,3,-3.9455,56,0.13581,74,0.69936,15,-1.8821,83,0.84049
ENSG00000065135,GNAI3,0,-6.1726,31,0.28488,25,-0.0562,40,0.94092,21,-0.3371,18,-0.5945
ENSG00000116337,AMPD2,9,-3.1642,31,-1.4127,62,-0.4579,121,0.91676,112,0.57862,86,0.17601
ENSG00000168765,GSTM4,0,-5.3888,19,0.38941,12,-0.3879,24,1.05762,0,-7.1858,18,0.36403
