Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2to3,Feature log2 fold change topic 2to3,Feature count topic 4,Feature log2 fold change topic 4,Feature count topic 5,Feature log2 fold change topic 5,Feature count topic 6,Feature log2 fold change topic 6,Feature count topic 7,Feature log2 fold change topic 7,Feature count topic 8to9,Feature log2 fold change topic 8to9,Feature count topic 10,Feature log2 fold change topic 10,Feature count topic 11,Feature log2 fold change topic 11
ENSG00000163743,RCHY1,23,-0.6997,34,-0.1060,35,-0.0455,41,0.19804,24,-0.6214,45,0.36542,46,0.46608,33,-0.1316,34,-0.0888
ENSG00000138769,CDKL2,9,-1.2156,20,0.03908,11,-0.9240,27,0.48969,31,0.72487,31,0.68881,20,0.02312,16,-0.3735,14,-0.5697
ENSG00000138757,G3BP2,77,-1.9658,314,0.19636,239,-0.2577,255,-0.1525,354,0.36620,470,0.83842,362,0.45632,198,-0.5487,151,-0.9609
ENSG00000138768,USO1,58,0.08178,50,-0.1774,63,0.21652,56,0.01904,75,0.49694,49,-0.1913,69,0.40741,39,-0.5258,28,-1.0140
ENSG00000138744,NAAA,5,-1.6769,13,-0.2006,8,-1.0364,12,-0.3111,32,1.22584,21,0.54477,18,0.31877,16,0.08449,9,-0.7312
ENSG00000198301,SDAD1,26,-0.3591,33,0.01668,43,0.41528,47,0.56545,20,-0.7359,48,0.59375,40,0.34233,20,-0.7710,12,-1.4792
ENSG00000138750,NUP54,16,0.58605,9,-0.2349,7,-0.5902,5,-1.1843,17,0.72042,12,0.22013,11,-0.0439,13,0.25365,9,-0.2701
ENSG00000138760,SCARB2,293,1.62264,84,-0.4966,92,-0.3253,104,-0.1324,146,0.41227,116,0.04271,83,-0.5121,102,-0.1582,53,-1.1510
ENSG00000189157,FAM47E,9,-0.9020,33,1.36523,15,-0.1120,13,-0.2810,8,-1.0652,10,-0.7418,18,0.17012,10,-0.7542,12,-0.4920
ENSG00000138758,SEPTIN11,68,-1.2108,164,0.15302,120,-0.3517,155,0.04838,157,0.06667,209,0.53097,211,0.61988,96,-0.6915,99,-0.6441
ENSG00000118816,CCNI,440,0.41751,216,-0.7625,468,0.51838,410,0.30066,368,0.12668,338,-0.0078,297,-0.2331,378,0.17076,308,-0.1564
ENSG00000138764,CCNG2,29,-0.5415,65,0.82324,30,-0.5106,34,-0.3041,38,-0.1466,38,-0.1450,42,0.00406,50,0.29470,25,-0.7617
ENSG00000138767,CNOT6L,15,-0.0571,14,-0.2255,16,0.05297,11,-0.5446,15,-0.0975,20,0.34371,19,0.33801,12,-0.3618,18,0.22858
ENSG00000169288,MRPL1,27,-1.3470,70,0.11321,59,-0.1754,59,-0.1762,99,0.65540,67,0.02994,92,0.60439,57,-0.2139,32,-1.0814
ENSG00000138756,BMP2K,21,0.62669,8,-0.9716,13,-0.1413,11,-0.4263,21,0.62723,6,-1.1735,7,-1.1770,42,1.80013,14,-0.0506
ENSG00000163291,PAQR3,18,-0.0893,23,0.28936,18,-0.1277,11,-0.8657,20,0.06619,20,0.08583,22,0.24851,20,0.09842,14,-0.4469
ENSG00000152784,PRDM8,7,-2.4870,65,1.03377,35,-0.1057,49,0.42479,0,-6.6599,8,-2.2369,70,1.17807,12,-1.6599,33,-0.2141
ENSG00000138670,RASGEF1B,8,0.03441,21,2.06317,5,-0.6972,5,-0.4854,0,-7.1459,2,-1.9360,6,-0.4463,7,-0.0924,4,-0.9662
ENSG00000273156,AC124016.2,8,-1.5949,19,-0.4364,33,0.45944,23,-0.1340,29,0.27767,50,1.15362,24,-0.0222,22,-0.1718,19,-0.3803
ENSG00000138668,HNRNPD,103,-0.0844,91,-0.3104,96,-0.2024,110,0.01469,94,-0.2366,157,0.59134,107,-0.0428,136,0.35259,108,-0.0105
ENSG00000152795,HNRNPDL,256,0.09065,295,0.35997,330,0.50181,150,-0.7364,220,-0.1506,261,0.12398,258,0.11392,192,-0.3616,144,-0.8028
ENSG00000145293,ENOPH1,135,0.26826,97,-0.2810,157,0.51908,104,-0.1445,122,0.11089,122,0.11176,119,0.07485,119,0.06623,63,-0.9209
ENSG00000249242,TMEM150C,14,-1.3626,36,0.07132,24,-0.5398,35,0.00583,35,0.00314,38,0.13930,54,0.82228,21,-0.7388,34,-0.0380
ENSG00000145284,SCD5,633,0.58063,313,-0.5897,415,-0.1019,317,-0.5219,636,0.58827,585,0.44912,368,-0.3190,616,0.53628,303,-0.5917
ENSG00000138674,SEC31A,50,0.08846,48,0.04651,31,-0.6251,50,0.08953,38,-0.3072,60,0.39101,62,0.50881,36,-0.4288,31,-0.6454
ENSG00000251022,THAP9-AS1,16,0.06359,14,-0.0699,17,0.14662,20,0.43647,14,-0.1438,18,0.30616,17,0.19383,9,-0.7060,9,-0.6905
ENSG00000189308,LIN54,14,0.16419,9,-0.5257,16,0.35183,11,-0.1837,16,0.34865,11,-0.2074,12,-0.1436,17,0.47028,12,-0.0226
ENSG00000138663,COPS4,36,-1.4551,111,0.29126,93,-0.0189,67,-0.5203,120,0.37834,122,0.41637,122,0.47114,75,-0.3480,57,-0.7839
ENSG00000163319,MRPS18C,64,-0.7517,122,0.27626,136,0.41487,111,0.09980,117,0.17064,88,-0.2634,106,0.02786,88,-0.2682,90,-0.2410
ENSG00000163624,CDS1,5,-3.1610,42,-0.0265,57,0.46548,41,-0.0392,42,-0.0274,59,0.52710,59,0.59899,22,-1.0005,40,-0.1044
ENSG00000163625,WDFY3,65,0.44145,51,0.05251,59,0.28370,33,-0.6023,35,-0.5344,55,0.18044,55,0.18675,44,-0.1831,40,-0.3312
ENSG00000180769,WDFY3-AS2,25,0.53873,14,-0.3994,13,-0.4828,15,-0.2477,12,-0.5965,14,-0.4043,12,-0.6861,44,1.48633,22,0.33534
ENSG00000109339,MAPK10,53,-2.1889,225,0.00289,290,0.41523,270,0.29626,270,0.29558,264,0.25857,292,0.47781,136,-0.7690,151,-0.6106
ENSG00000163629,PTPN13,46,1.99161,17,0.28617,8,-0.8478,6,-1.2078,13,-0.1197,8,-0.9617,9,-0.7823,16,0.15753,9,-0.6412
ENSG00000172493,AFF1,23,0.66830,22,0.67600,15,-0.0159,13,-0.2436,6,-1.4323,9,-0.7709,12,-0.3141,22,0.59865,9,-0.6805
ENSG00000145332,KLHL8,22,-0.1385,23,-0.1157,18,-0.4584,19,-0.4036,28,0.20861,37,0.67781,31,0.42761,21,-0.2519,16,-0.6646
ENSG00000198189,HSD17B11,45,0.14246,32,-0.4406,26,-0.6824,39,-0.0939,63,0.69303,46,0.16841,48,0.26944,43,0.08399,31,-0.4486
ENSG00000170502,NUDT9,24,-1.0145,70,0.77275,42,-0.1293,41,-0.1806,72,0.73508,50,0.12762,46,0.01933,21,-1.1788,23,-1.0691
ENSG00000152583,SPARCL1,978,-0.9957,1497,-0.3761,983,-0.9869,1757,-0.0915,2921,0.73424,2536,0.49914,1422,-0.4616,4199,1.36692,1265,-0.6028
ENSG00000118785,SPP1,823,4.88854,8,-3.8241,13,-3.0491,4,-4.4658,102,0.04199,53,-0.9766,7,-4.0346,55,-0.9069,16,-2.7357
ENSG00000118777,ABCG2,21,1.07007,4,-1.5678,17,0.77004,6,-0.7310,20,1.01383,4,-1.4261,3,-2.0162,31,1.82717,4,-1.4053
ENSG00000163644,PPM1K,119,-0.2508,109,-0.4244,118,-0.2606,132,-0.0903,185,0.45877,156,0.17652,165,0.30201,139,-0.0072,137,-0.0232
ENSG00000138642,HERC6,11,-0.3285,9,-0.6333,16,0.16741,15,0.12196,14,0.03451,15,0.10342,24,0.96331,6,-1.2217,10,-0.4436
ENSG00000145337,PYURF,127,0.38691,118,0.31287,70,-0.5393,101,0.01785,106,0.10267,77,-0.3895,100,0.00314,98,-0.0295,79,-0.3561
ENSG00000138641,HERC3,12,-1.3580,38,0.47952,27,-0.1271,25,-0.2153,55,1.05929,34,0.24748,29,0.02962,14,-1.0833,17,-0.8034
ENSG00000177432,NAP1L5,27,-3.0154,187,-0.1700,369,0.95471,206,-0.0066,238,0.22766,211,0.03560,291,0.62874,123,-0.8004,141,-0.5936
ENSG00000138640,FAM13A,6,-2.6675,55,0.67153,36,-0.1050,43,0.19365,26,-0.5973,39,0.02716,54,0.64149,25,-0.6394,26,-0.5684
ENSG00000185477,GPRIN3,9,-0.3824,2,-2.4528,9,-0.3594,7,-0.6996,39,2.11329,34,1.86038,8,-0.5060,2,-2.5508,5,-1.3023
ENSG00000145335,SNCA,125,-2.2536,410,-0.5214,595,0.11026,438,-0.3713,573,0.05016,1149,1.20962,947,1.01354,260,-1.1708,258,-1.1778
ENSG00000163104,SMARCAD1,13,0.17913,13,0.19896,10,-0.2693,9,-0.4369,17,0.53515,11,-0.1353,14,0.25562,11,-0.1652,6,-0.9851
ENSG00000163110,PDLIM5,55,0.72105,13,-1.6017,18,-1.0234,23,-0.6332,42,0.30615,18,-0.9896,16,-1.2451,141,2.51879,29,-0.3066
ENSG00000138696,BMPR1B,15,0.20134,3,-2.2913,8,-0.8566,13,-0.0996,7,-0.9830,10,-0.4990,4,-1.9705,69,3.02970,15,0.12508
ENSG00000138698,RAP1GDS1,117,0.07686,128,0.23756,106,-0.0804,126,0.19868,137,0.32294,153,0.50647,106,-0.0938,55,-1.0981,67,-0.7782
ENSG00000168785,TSPAN5,68,-0.7039,156,0.68314,60,-0.8949,121,0.18144,124,0.22479,98,-0.1506,141,0.49146,62,-0.8396,57,-0.9859
ENSG00000151247,EIF4E,62,-0.5357,93,0.09580,89,0.02337,118,0.46476,120,0.49291,93,0.08998,89,0.02645,43,-1.0880,78,-0.1824
ENSG00000164024,METAP1,9,-1.4518,26,0.17228,27,0.19307,30,0.36692,27,0.18652,26,0.15414,35,0.70724,8,-1.5672,12,-1.0369
ENSG00000197894,ADH5,53,-0.4769,73,0.01640,37,-1.0223,62,-0.2320,106,0.61853,88,0.32523,68,-0.0996,116,0.77923,49,-0.6127
ENSG00000109270,LAMTOR3,28,-1.0655,63,0.24063,57,0.04604,42,-0.4468,89,0.76949,45,-0.3166,72,0.47855,38,-0.5835,40,-0.5112
ENSG00000164031,DNAJB14,35,-1.1799,77,0.05967,88,0.26756,95,0.38675,90,0.29619,106,0.56827,85,0.22640,31,-1.3267,52,-0.5620
ENSG00000164032,H2AFZ,74,-1.4923,260,0.50002,288,0.60874,179,-0.1591,173,-0.2126,227,0.21737,216,0.15740,145,-0.4853,137,-0.5686
ENSG00000138814,PPP3CA,80,-2.8123,700,0.55010,298,-0.8589,511,-0.0232,500,-0.0570,856,0.82082,716,0.59404,280,-0.9496,344,-0.6375
ENSG00000254531,AP001816.1,6,-1.8929,24,0.10894,34,0.64741,23,0.02102,10,-1.1999,27,0.27374,34,0.76786,16,-0.5164,16,-0.5607
ENSG00000109320,NFKB1,24,1.58719,6,-0.5834,6,-0.5432,5,-0.9579,4,-1.0516,14,0.63771,9,-0.1481,14,0.62541,4,-1.0758
ENSG00000109332,UBE2D3,150,-0.1612,176,0.10500,140,-0.2592,183,0.15772,188,0.20367,174,0.07877,197,0.30942,110,-0.6411,132,-0.3537
ENSG00000145354,CISD2,58,-0.4030,99,0.49633,78,0.04358,77,0.03832,81,0.11960,75,-0.0026,81,0.11693,48,-0.7018,53,-0.5580
ENSG00000164038,SLC9B2,5,-2.2014,24,0.16463,20,-0.1011,18,-0.2880,36,0.81299,24,0.15870,30,0.56060,19,-0.1963,10,-1.2128
ENSG00000164039,BDH2,77,1.65321,10,-1.6398,14,-1.0899,8,-1.8615,29,0.00929,24,-0.2845,10,-1.6738,97,2.11913,28,-0.0655
ENSG00000168772,CXXC4,39,0.07077,7,-2.6062,71,1.03839,55,0.61696,53,0.53832,60,0.75269,39,0.05040,24,-0.6675,20,-0.9546
ENSG00000138777,PPA2,33,-0.6019,57,0.29263,67,0.50110,40,-0.3180,33,-0.5796,54,0.15019,62,0.42962,32,-0.6521,39,-0.3403
ENSG00000145348,TBCK,18,-0.0783,15,-0.4171,18,-0.1033,14,-0.3985,29,0.70647,23,0.30786,20,0.08794,22,0.22903,14,-0.4386
ENSG00000164022,AIMP1,78,1.19113,26,-0.6428,28,-0.4399,35,-0.1084,43,0.19341,34,-0.1636,30,-0.3813,64,0.86206,21,-0.8704
ENSG00000138801,PAPSS1,83,-0.0445,72,-0.2908,60,-0.5583,52,-0.7820,95,0.16569,156,0.98742,123,0.65936,61,-0.5251,45,-0.9799
ENSG00000245293,AC096564.1,80,3.93581,3,-2.0262,7,-0.7509,3,-1.7873,6,-0.9838,12,0.07536,2,-2.7894,7,-0.6903,3,-1.8898
ENSG00000138796,HADH,27,-0.0857,24,-0.3075,34,0.28925,20,-0.5513,40,0.52940,23,-0.3254,30,0.09355,39,0.48133,23,-0.3091
ENSG00000109475,RPL34,3428,1.20327,1374,-0.3318,1662,-0.0027,1329,-0.3537,1477,-0.1893,1176,-0.5432,1097,-0.7076,2425,0.60945,1877,0.19092
ENSG00000198856,OSTC,33,0.00338,28,-0.2438,26,-0.3439,28,-0.2635,43,0.44597,30,-0.1209,39,0.30681,36,0.15602,29,-0.1825
ENSG00000164089,ETNPPL,95,-0.0226,44,-1.2739,79,-0.2994,64,-0.6392,144,0.66056,73,-0.4285,36,-1.5887,360,2.36546,80,-0.2774
ENSG00000138802,SEC24B,28,0.05651,26,-0.0742,24,-0.1782,27,-0.0043,30,0.15376,31,0.21103,31,0.27264,25,-0.1032,17,-0.6733
ENSG00000123739,PLA2G12A,54,0.31442,39,-0.1996,36,-0.3406,35,-0.3736,44,0.00452,66,0.63118,46,0.04874,58,0.42432,25,-0.8684
ENSG00000109534,GAR1,15,0.19720,14,0.18004,9,-0.5956,9,-0.5707,16,0.31140,13,0.03139,13,0.06789,14,0.17025,11,-0.2475
ENSG00000170522,ELOVL6,21,-0.0535,11,-1.0987,26,0.32065,22,0.01272,45,1.20518,27,0.38750,22,0.07199,18,-0.2585,11,-1.0559
ENSG00000138660,AP1AR,10,-1.6144,30,-0.0156,22,-0.5309,41,0.46786,54,0.94309,42,0.50030,37,0.33222,17,-0.8905,16,-1.0210
ENSG00000174720,LARP7,142,1.33034,44,-0.6278,49,-0.3999,53,-0.2777,51,-0.3572,80,0.35660,50,-0.4064,99,0.71490,39,-0.7483
ENSG00000145362,ANK2,161,-1.4736,351,-0.3148,515,0.32206,501,0.27966,565,0.47401,488,0.23466,484,0.24914,372,-0.1934,360,-0.2469
ENSG00000145349,CAMK2D,51,-1.6843,127,-0.3256,113,-0.4737,127,-0.2999,189,0.32754,295,1.07895,248,0.89917,88,-0.8684,78,-1.0498
ENSG00000174607,UGT8,325,5.79485,0,-5.7431,3,-3.5966,0,-9.9321,22,-0.6900,15,-1.2789,1,-5.4042,13,-1.4312,0,-6.2850
ENSG00000228358,LINC02263,0,-7.9864,30,2.09488,10,-0.1389,10,-0.0635,0,-7.6304,1,-2.9211,14,0.47988,2,-2.4407,9,-0.3277
ENSG00000164100,NDST3,1,-3.5680,38,1.46497,16,-0.1444,26,0.54773,4,-2.2725,7,-1.4827,25,0.59377,4,-2.1964,15,-0.3319
ENSG00000269893,SNHG8,274,1.04949,137,-0.1019,116,-0.3488,136,-0.1034,80,-0.9138,117,-0.3379,146,0.00926,158,0.13842,149,0.04229
ENSG00000145388,METTL14,15,0.55241,5,-1.0601,9,-0.2934,6,-0.9064,10,-0.0685,16,0.68021,11,0.13600,17,0.78471,9,-0.1759
ENSG00000150961,SEC24D,8,-0.8940,8,-1.0431,4,-1.8545,9,-0.8073,30,1.14776,60,2.49462,15,0.03833,3,-2.1957,3,-2.1764
ENSG00000172403,SYNPO2,19,-0.5001,19,-0.4999,11,-1.2402,8,-1.8065,86,2.08447,50,1.06612,25,-0.0552,13,-1.0603,10,-1.3851
ENSG00000145390,USP53,11,-0.1611,13,0.09939,8,-0.7530,7,-0.7776,18,0.58153,7,-0.8659,5,-1.3016,41,1.99928,9,-0.5483
ENSG00000164096,C4orf3,236,0.22482,206,0.00379,149,-0.4941,185,-0.1667,213,0.06217,252,0.32653,209,0.03234,218,0.09302,175,-0.2503
ENSG00000164109,MAD2L1,1,-2.8744,10,-0.0122,12,0.22378,11,0.16311,18,0.94608,13,0.43830,14,0.62877,2,-1.9806,4,-1.2855
ENSG00000164111,ANXA5,129,1.75318,22,-1.1880,42,-0.1527,30,-0.6552,55,0.27179,23,-1.0414,17,-1.6086,119,1.60231,31,-0.5998
ENSG00000164112,TMEM155,5,-3.5577,57,0.02281,57,0.02357,52,-0.1048,73,0.42445,109,1.10362,82,0.70516,17,-1.7951,25,-1.2300
ENSG00000123737,EXOSC9,18,-0.2933,22,0.01183,18,-0.2788,15,-0.5791,30,0.50442,32,0.65565,30,0.57961,15,-0.5710,7,-1.6965
ENSG00000138686,BBS7,17,-1.2698,38,-0.0750,28,-0.5242,36,-0.1633,47,0.28495,57,0.57121,64,0.89599,20,-1.0304,27,-0.6023
ENSG00000138688,KIAA1109,60,-0.3336,56,-0.4947,68,-0.1584,83,0.15937,92,0.32997,96,0.39566,89,0.31428,76,0.01894,59,-0.3845
ENSG00000138685,FGF2,14,-0.2882,6,-1.5897,12,-0.6142,10,-0.7930,23,0.40437,15,-0.1833,7,-1.4165,71,2.51068,20,0.18356
ENSG00000170917,NUDT6,9,0.12581,12,0.51287,10,0.27653,7,-0.2914,3,-1.4184,6,-0.4598,8,-0.0633,10,0.20369,9,0.06668
ENSG00000151458,ANKRD50,9,-1.4912,29,0.41219,14,-0.7931,24,0.07204,38,0.78813,22,-0.0915,27,0.22216,16,-0.5932,22,-0.0755
ENSG00000164066,INTU,13,-0.6480,18,-0.1823,11,-0.9393,23,0.22255,32,0.77878,14,-0.4875,15,-0.5125,44,1.32812,16,-0.3295
ENSG00000164070,HSPA4L,12,-2.2480,44,-0.2929,76,0.58713,58,0.15576,84,0.75976,68,0.40616,61,0.25529,43,-0.3208,28,-0.9433
ENSG00000164073,MFSD8,19,0.70202,11,-0.1248,6,-1.1076,11,-0.1054,13,0.11921,19,0.71736,15,0.36553,7,-0.7975,6,-1.0776
ENSG00000164074,ABHD18,18,1.21174,10,0.22617,7,-0.1959,10,0.26242,6,-0.5366,2,-1.8532,7,-0.3195,11,0.43509,5,-0.7382
ENSG00000138709,LARP1B,35,0.55481,24,-0.0428,15,-0.7847,24,-0.0708,18,-0.4670,25,0.02456,24,-0.0635,31,0.36293,28,0.20858
ENSG00000164040,PGRMC2,65,-0.1210,82,0.28352,72,0.04170,88,0.36738,62,-0.1917,74,0.08007,76,0.13443,53,-0.4347,42,-0.8027
ENSG00000077684,JADE1,33,-0.1762,26,-0.5818,38,0.05431,68,0.99990,35,-0.1007,44,0.28564,40,0.14344,27,-0.5113,29,-0.3639
ENSG00000151466,SCLT1,22,0.79031,8,-0.9337,8,-0.7736,9,-0.5711,21,0.65851,13,-0.0426,13,-0.1239,24,0.90816,12,-0.2453
ENSG00000138650,PCDH10,92,-0.2487,52,-1.1823,90,-0.2842,83,-0.3956,166,0.70917,216,1.15645,120,0.19068,133,0.33690,58,-0.9440
ENSG00000151012,SLC7A11,47,0.65963,18,-0.9068,24,-0.3758,19,-0.7868,24,-0.3907,18,-0.8472,10,-1.7425,122,2.43889,32,0.05143
ENSG00000109381,ELF2,36,1.14282,11,-0.8676,19,0.04383,24,0.44404,16,-0.1678,17,-0.0440,16,-0.1736,21,0.25938,11,-0.7612
ENSG00000109390,NDUFC1,171,-0.7001,302,0.20776,330,0.33160,292,0.13121,297,0.15974,202,-0.4483,251,-0.1210,285,0.09272,273,0.02764
ENSG00000164134,NAA15,54,0.77897,17,-1.1132,23,-0.5591,45,0.47173,43,0.38480,41,0.30410,35,0.07311,33,-0.0036,26,-0.4214
ENSG00000172007,RAB33B,22,1.35720,6,-0.6985,13,0.43836,19,1.09666,9,-0.0398,11,0.15821,6,-0.7951,4,-1.1073,3,-1.5429
ENSG00000145391,SETD7,35,0.51466,23,-0.1443,20,-0.3975,16,-0.6738,54,1.25240,33,0.41019,18,-0.5694,19,-0.4532,19,-0.4091
ENSG00000085871,MGST2,9,-0.6409,17,0.29689,23,0.79265,18,0.36823,15,0.08699,7,-0.9964,11,-0.4479,13,-0.0783,14,0.03544
ENSG00000153130,SCOC,167,-0.7665,246,-0.1920,233,-0.2572,286,0.06417,310,0.19523,342,0.35121,391,0.65268,199,-0.5045,209,-0.4285
ENSG00000153132,CLGN,1,-2.9698,11,0.47355,6,-0.3810,10,0.26847,11,0.43393,2,-2.1497,15,1.09086,6,-0.3873,3,-1.2845
ENSG00000179387,ELMOD2,13,0.38860,7,-0.5681,9,-0.0994,8,-0.3486,17,0.87063,9,-0.1831,11,0.21722,8,-0.3970,9,-0.1193
ENSG00000109436,TBC1D9,10,-2.5163,71,0.40437,77,0.47515,73,0.39999,51,-0.1646,58,0.01828,76,0.52137,23,-1.3865,40,-0.5387
ENSG00000170153,RNF150,6,-2.4412,33,-0.0654,30,-0.2092,33,-0.0565,34,-0.0029,64,1.02550,52,0.74594,18,-0.9826,22,-0.6506
ENSG00000109445,ZNF330,31,0.78437,18,-0.0354,16,-0.2558,16,-0.2595,18,-0.0973,25,0.44210,20,0.08723,18,-0.0843,8,-1.3310
ENSG00000109452,INPP4B,8,-0.3931,8,-0.4824,9,-0.2883,4,-1.3374,11,0.05753,14,0.46075,8,-0.4918,29,1.70928,9,-0.1987
ENSG00000170185,USP38,19,0.69609,9,-0.4820,9,-0.4804,11,-0.2203,23,0.97410,16,0.38630,12,-0.0003,8,-0.7150,8,-0.6892
ENSG00000109458,GAB1,128,3.63496,11,-0.9993,7,-1.5818,4,-2.2134,20,-0.0735,8,-1.3206,5,-2.2760,22,0.11798,5,-1.9367
ENSG00000153147,SMARCA5,173,0.92724,82,-0.3195,85,-0.2299,80,-0.3186,97,-0.0226,91,-0.1275,72,-0.5402,160,0.78836,90,-0.1448
ENSG00000183090,FREM3,0,-4.2328,40,4.61786,0,-6.0642,2,-1.7435,0,-7.2587,0,-7.9786,1,-2.9427,0,-8.0527,8,-0.0231
ENSG00000164161,HHIP,173,5.55084,0,-9.6570,0,-4.5863,0,-9.0758,23,0.32956,10,-1.0023,0,-8.2527,2,-3.2399,0,-6.9162
ENSG00000164162,ANAPC10,10,-0.1959,14,0.41432,5,-1.2531,10,-0.1403,11,-0.0265,6,-0.7868,15,0.57248,11,-0.0428,11,-0.0745
ENSG00000164163,ABCE1,52,0.32548,55,0.46770,32,-0.4166,28,-0.6044,56,0.44692,46,0.12637,44,0.07076,34,-0.3390,19,-1.2149
ENSG00000164164,OTUD4,21,0.12760,30,0.77639,14,-0.5540,12,-0.6954,10,-0.9636,14,-0.5280,29,0.69618,13,-0.6037,14,-0.5534
ENSG00000170365,SMAD1,22,0.05060,22,0.05764,18,-0.2719,19,-0.1992,18,-0.2707,28,0.43598,26,0.33965,20,-0.1112,14,-0.6029
ENSG00000151612,ZNF827,11,-1.5634,36,0.29860,40,0.43505,40,0.44873,11,-1.4463,32,0.09141,40,0.50010,23,-0.4231,24,-0.3401
ENSG00000164167,LSM6,28,-0.3690,42,0.29331,57,0.74955,34,-0.1001,15,-1.3295,40,0.15974,33,-0.1410,40,0.16783,31,-0.2538
ENSG00000164168,TMEM184C,23,0.44640,23,0.52015,10,-0.8667,12,-0.5108,14,-0.3036,23,0.45104,19,0.17685,14,-0.3305,9,-0.8902
ENSG00000151623,NR3C2,9,-1.0434,35,1.36943,12,-0.5555,21,0.30215,4,-2.1191,8,-1.1991,16,-0.1684,22,0.36409,14,-0.3625
ENSG00000170390,DCLK2,49,-0.0871,75,0.66563,25,-1.1369,40,-0.4209,76,0.60547,65,0.35082,39,-0.5092,53,0.03929,38,-0.4790
ENSG00000198589,LRBA,12,0.52598,10,0.32991,5,-0.7126,6,-0.6062,3,-1.2889,11,0.40982,8,-0.1098,11,0.34149,9,0.10057
ENSG00000145425,RPS3A,1659,0.98397,831,-0.1654,1026,0.18519,774,-0.2606,977,0.10760,748,-0.3130,635,-0.6189,931,0.03004,1000,0.14486
ENSG00000109686,SH3D19,27,1.67475,4,-1.3391,6,-0.6922,3,-1.5947,20,1.08923,14,0.56985,5,-0.9577,13,0.39194,7,-0.5585
ENSG00000059691,GATB,15,-1.7557,104,1.51396,22,-1.1705,52,0.09812,33,-0.6053,43,-0.1923,57,0.28595,16,-1.6511,30,-0.7108
ENSG00000109670,FBXW7,57,-2.2366,217,-0.2649,192,-0.4331,338,0.46856,170,-0.6183,370,0.61681,471,1.20398,99,-1.4347,179,-0.5424
ENSG00000164144,ARFIP1,12,0.58516,9,0.11998,2,-1.9934,8,-0.0742,7,-0.1709,9,0.20425,9,0.12483,9,0.20649,7,-0.1937
ENSG00000109654,TRIM2,485,0.90926,213,-0.4631,203,-0.4956,224,-0.3415,391,0.54621,425,0.68691,288,0.05913,202,-0.5026,134,-1.1303
ENSG00000145428,RNF175,3,-3.8150,71,0.85540,33,-0.4996,45,-0.0215,41,-0.1468,38,-0.2595,70,0.81531,21,-1.1597,33,-0.4881
ENSG00000171566,PLRG1,28,-0.2048,48,0.70237,21,-0.6617,22,-0.6277,36,0.14918,42,0.40847,29,-0.1901,30,-0.1161,25,-0.4130
ENSG00000164114,MAP9,50,-1.3410,97,-0.3796,148,0.32141,177,0.62219,92,-0.4281,143,0.27130,165,0.57034,92,-0.4187,102,-0.2595
ENSG00000164116,GUCY1A1,12,-1.0554,13,-1.0107,20,-0.2520,26,0.14483,23,-0.0393,26,0.10951,44,1.14690,30,0.34741,13,-0.9560
ENSG00000260244,AC104083.1,2,-2.3625,13,-0.0347,22,0.78222,13,-0.1003,6,-1.2647,14,-0.0149,26,1.21082,9,-0.6925,6,-1.1661
ENSG00000061918,GUCY1B1,18,-3.4970,210,0.19190,210,0.17778,278,0.63285,132,-0.5571,215,0.21399,302,0.89025,79,-1.3301,114,-0.7711
ENSG00000145431,PDGFC,4,-1.3381,7,-0.7240,9,-0.2449,7,-0.6411,23,1.19508,20,0.91789,7,-0.6366,22,1.09317,7,-0.6684
ENSG00000109738,GLRB,10,-3.5723,159,0.55832,105,-0.1717,110,-0.1094,86,-0.4892,212,0.96559,179,0.78682,34,-1.8834,58,-1.0745
ENSG00000120251,GRIA2,41,-3.1003,472,0.69836,232,-0.5182,289,-0.1765,364,0.18752,387,0.28511,488,0.76234,162,-1.0627,166,-1.0326
ENSG00000164125,GASK1B,47,0.22495,18,-1.3696,21,-0.9819,31,-0.4241,63,0.70089,50,0.31325,22,-1.0250,124,1.91531,34,-0.2830
ENSG00000164124,TMEM144,577,5.26978,0,-6.3396,6,-3.4002,2,-5.1411,53,-0.3449,46,-0.5585,4,-4.2052,26,-1.4093,4,-4.0153
ENSG00000171509,RXFP1,2,-4.1835,2,-4.3057,25,-0.5614,21,-0.8150,73,1.15829,139,2.38882,59,0.90523,12,-1.7121,6,-2.5763
ENSG00000171503,ETFDH,16,0.55776,7,-0.7025,7,-0.7536,9,-0.4055,13,0.21394,9,-0.2732,15,0.54503,10,-0.2235,15,0.46477
ENSG00000171497,PPID,34,-1.0517,81,0.29399,54,-0.3740,55,-0.3311,72,0.06908,74,0.11796,103,0.75371,60,-0.1994,37,-0.9543
ENSG00000052795,FNIP2,47,0.26356,42,0.10365,38,-0.0671,38,-0.0827,43,0.10647,52,0.42446,45,0.20336,25,-0.7401,22,-0.8984
ENSG00000109756,RAPGEF2,42,-0.9727,92,0.26560,87,0.14221,69,-0.2298,59,-0.4679,150,1.04032,93,0.28498,41,-1.0079,56,-0.5414
ENSG00000168843,FSTL5,2,-4.3746,18,-1.3096,46,0.26215,31,-0.3451,30,-0.4117,40,0.03719,62,0.85193,89,1.35563,34,-0.2045
ENSG00000164128,NPY1R,2,-3.2762,16,-0.4468,21,-0.0128,34,0.80867,15,-0.5029,34,0.81397,35,0.95077,11,-1.0036,10,-1.0207
