Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2to3,Feature log2 fold change topic 2to3,Feature count topic 4,Feature log2 fold change topic 4,Feature count topic 5,Feature log2 fold change topic 5,Feature count topic 6,Feature log2 fold change topic 6,Feature count topic 7,Feature log2 fold change topic 7,Feature count topic 8to9,Feature log2 fold change topic 8to9,Feature count topic 10,Feature log2 fold change topic 10,Feature count topic 11,Feature log2 fold change topic 11
ENSG00000107643,MAPK8,20,-1.4391,47,-0.1688,52,-0.0003,47,-0.1549,42,-0.3221,89,0.88368,77,0.73934,47,-0.1554,24,-1.1450
ENSG00000165633,VSTM4,17,0.90680,12,0.34178,5,-0.9447,6,-0.7032,5,-0.9093,7,-0.4537,11,0.25086,15,0.69922,5,-0.9970
ENSG00000225830,ERCC6,11,0.37896,10,0.20759,10,0.20184,11,0.36914,7,-0.2541,4,-1.2447,11,0.32674,2,-1.9937,10,0.19743
ENSG00000197444,OGDHL,15,-2.3086,70,-0.0669,56,-0.4061,80,0.15520,77,0.09659,108,0.64762,106,0.69718,47,-0.6647,63,-0.2294
ENSG00000227345,PARG,13,-0.5317,24,0.46343,7,-1.4068,18,-0.0634,28,0.64997,21,0.19877,20,0.08569,13,-0.6196,18,-0.0775
ENSG00000099290,WASHC2A,21,0.06970,18,-0.1382,25,0.36402,11,-0.8988,39,1.08359,26,0.40400,19,-0.0650,14,-0.5577,9,-1.2062
ENSG00000198964,SGMS1,43,1.22993,14,-0.5625,17,-0.2432,12,-0.7431,24,0.27337,26,0.35886,17,-0.2886,23,0.19280,15,-0.4790
ENSG00000185532,PRKG1,5,-0.9019,4,-1.3261,9,0.03057,7,-0.4669,13,0.51737,12,0.46199,7,-0.5237,30,1.96589,4,-1.0336
ENSG00000177613,CSTF2T,29,0.00748,28,-0.0207,31,0.12197,27,-0.1000,40,0.54373,29,0.02214,34,0.29364,18,-0.7282,17,-0.7786
ENSG00000122873,CISD1,58,-1.8949,252,0.37728,145,-0.5387,233,0.20975,259,0.37969,200,-0.0357,288,0.63031,151,-0.4685,122,-0.7972
ENSG00000072401,UBE2D1,28,0.21041,33,0.56034,10,-1.3199,19,-0.3796,11,-1.1719,25,0.06718,36,0.75008,9,-1.4553,25,0.07028
ENSG00000108064,TFAM,23,0.05177,17,-0.4612,16,-0.4357,15,-0.5531,49,1.33496,34,0.71790,21,-0.1037,14,-0.6610,15,-0.6243
ENSG00000237949,LINC00844,938,4.65522,9,-3.8628,22,-2.5167,5,-4.5777,110,-0.1244,49,-1.3527,10,-3.7891,112,-0.0939,32,-1.9915
ENSG00000165443,PHYHIPL,184,-0.1490,185,-0.1555,159,-0.3827,100,-1.0835,290,0.58175,348,0.88780,223,0.17332,224,0.16024,105,-1.0058
ENSG00000148541,FAM13C,96,1.59962,20,-1.0239,46,0.34665,31,-0.2855,44,0.25177,39,0.08354,41,0.15127,16,-1.2725,16,-1.2491
ENSG00000108091,CCDC6,17,-1.9620,79,0.44200,52,-0.2586,58,-0.1037,70,0.18726,80,0.41159,77,0.39712,52,-0.2805,40,-0.6804
ENSG00000151150,ANK3,253,0.82132,130,-0.2878,139,-0.1495,135,-0.1949,175,0.20952,202,0.44616,170,0.18214,82,-0.9642,99,-0.6702
ENSG00000072422,RHOBTB1,32,1.80801,15,0.50267,9,-0.2449,9,-0.2450,3,-1.7137,5,-1.0798,12,0.19041,4,-1.3897,4,-1.6080
ENSG00000150347,ARID5B,60,0.95219,28,-0.2739,24,-0.5009,50,0.65208,32,-0.0676,29,-0.2152,35,0.10698,27,-0.3154,17,-1.0225
ENSG00000138311,ZNF365,48,-1.0703,159,0.93040,69,-0.5270,76,-0.3883,80,-0.3006,101,0.06426,144,0.72936,34,-1.5758,53,-0.9345
ENSG00000181915,ADO,50,0.29749,61,0.73278,30,-0.4807,27,-0.6368,29,-0.5529,45,0.14845,39,-0.1021,43,0.05015,29,-0.5337
ENSG00000148572,NRBF2,14,-1.1680,47,0.75110,34,0.13362,33,0.09649,21,-0.6274,30,-0.0375,40,0.45806,16,-0.9558,19,-0.7193
ENSG00000171988,JMJD1C,53,0.47511,36,-0.1750,27,-0.5540,39,-0.0053,43,0.14379,39,-0.0071,45,0.24476,38,-0.0476,31,-0.3555
ENSG00000165476,REEP3,119,3.85512,6,-1.6871,7,-1.4628,1,-4.2883,11,-0.6855,9,-1.0916,6,-1.7480,20,0.20811,7,-1.4621
ENSG00000198739,LRRTM3,10,-1.9063,57,0.79010,35,-0.0772,43,0.24588,16,-1.3039,42,0.20795,52,0.63068,18,-1.0723,24,-0.6483
ENSG00000108176,DNAJC12,37,-1.0566,115,0.83897,73,-0.0093,58,-0.3603,58,-0.3713,69,-0.1019,92,0.40000,54,-0.4669,45,-0.7575
ENSG00000096717,SIRT1,21,0.86436,13,0.17741,6,-0.9339,12,-0.0321,12,0.04128,11,-0.1029,11,-0.1409,14,0.25019,7,-0.8138
ENSG00000148634,HERC4,25,-0.0509,25,-0.0143,14,-0.9037,16,-0.7356,32,0.34573,32,0.36566,37,0.68196,21,-0.3164,17,-0.6427
ENSG00000096746,HNRNPH3,146,0.60874,93,-0.1322,98,-0.0301,97,-0.0535,120,0.28771,128,0.39794,80,-0.3828,93,-0.1153,73,-0.4851
ENSG00000204130,RUFY2,64,0.58478,38,-0.2596,26,-0.8074,36,-0.3326,52,0.22799,57,0.38874,58,0.45886,41,-0.1253,23,-1.0248
ENSG00000122912,SLC25A16,4,-2.1230,19,0.32509,13,-0.3608,15,-0.1641,19,0.25818,29,0.91937,18,0.17827,11,-0.5265,13,-0.3256
ENSG00000060339,CCAR1,92,0.61941,39,-0.7995,48,-0.4206,106,0.84621,64,0.03279,52,-0.2942,73,0.25984,61,-0.0380,44,-0.5341
ENSG00000165730,STOX1,13,-0.2720,11,-0.6030,17,0.14499,18,0.24968,7,-1.2594,11,-0.5290,11,-0.5130,33,1.23555,28,0.92785
ENSG00000107625,DDX50,24,-0.0384,27,0.17529,22,-0.1627,25,0.02444,35,0.58818,26,0.10149,25,0.01477,16,-0.6510,17,-0.5114
ENSG00000165732,DDX21,56,0.96580,27,-0.2140,16,-0.9809,34,0.13791,33,0.11940,35,0.18916,32,0.07070,26,-0.2606,21,-0.6000
ENSG00000198954,KIF1BP,51,-0.4059,72,0.16229,65,-0.0146,62,-0.0988,66,-0.0027,68,0.04042,90,0.55572,58,-0.2093,33,-1.0734
ENSG00000122862,SRGN,28,1.28897,6,-1.2088,9,-0.4579,4,-1.5650,11,-0.2629,2,-2.4861,2,-2.6849,60,2.82412,10,-0.3463
ENSG00000122958,VPS26A,66,0.28886,46,-0.3125,68,0.32584,34,-0.7634,68,0.34291,92,0.82819,53,-0.0642,47,-0.2436,34,-0.7577
ENSG00000156502,SUPV3L1,10,-1.0379,21,0.09084,21,0.10479,21,0.10497,33,0.81829,22,0.14611,24,0.29692,12,-0.7475,10,-0.9946
ENSG00000156515,HK1,34,-2.9393,221,-0.1535,201,-0.2845,239,-0.0123,293,0.31176,411,0.86979,359,0.73930,151,-0.7270,165,-0.5961
ENSG00000171224,FAM241B,2,-4.1761,44,-0.0291,69,0.71984,50,0.18161,17,-1.4754,59,0.46693,70,0.84407,27,-0.7338,36,-0.3157
ENSG00000099284,H2AFY2,10,-0.0994,12,0.17896,13,0.25326,9,-0.3015,11,0.08952,11,0.03825,14,0.46459,6,-0.8804,6,-0.7374
ENSG00000079332,SAR1A,85,-0.0267,80,-0.1394,79,-0.1368,70,-0.3313,113,0.43131,110,0.37801,102,0.28394,58,-0.6167,74,-0.2464
ENSG00000180817,PPA1,208,-0.4104,304,0.21470,212,-0.3789,245,-0.1546,401,0.64041,282,0.07218,319,0.29896,190,-0.5465,185,-0.5869
ENSG00000172731,LRRC20,11,-1.0639,31,0.62121,30,0.49569,21,-0.0232,21,-0.0790,14,-0.6780,20,-0.1397,17,-0.3803,24,0.18296
ENSG00000148730,EIF4EBP2,68,0.61094,35,-0.4564,62,0.46361,44,-0.0981,36,-0.4117,45,-0.0531,30,-0.7362,69,0.64671,56,0.31464
ENSG00000166224,SGPL1,23,1.37057,16,0.84103,8,-0.3318,6,-0.8614,5,-1.1429,5,-1.0192,5,-0.9709,15,0.61233,6,-0.6661
ENSG00000166228,PCBD1,27,-1.4935,58,-0.3769,121,0.86006,75,0.06928,90,0.35675,82,0.21384,72,0.00553,66,-0.1309,69,-0.0608
ENSG00000107731,UNC5B,70,2.96904,5,-1.5118,5,-1.4493,4,-1.7552,16,0.17782,13,-0.1314,1,-3.1663,29,1.15082,5,-1.5361
ENSG00000198246,SLC29A3,14,0.71832,14,0.72250,4,-1.0792,9,-0.0905,7,-0.3815,7,-0.2965,9,-0.0475,9,-0.1054,5,-0.9024
ENSG00000107738,VSIR,41,1.13778,15,-0.5653,9,-1.2328,14,-0.5337,23,0.15875,8,-1.4208,5,-2.2720,70,2.14462,22,0.09718
ENSG00000197746,PSAP,1087,-0.0149,1194,0.14981,896,-0.3190,695,-0.7100,1484,0.48683,1358,0.34157,1193,0.14803,1101,0.00530,678,-0.7486
ENSG00000107742,SPOCK2,53,-2.0328,129,-0.7484,203,0.01447,162,-0.3376,390,1.09066,340,0.85421,210,0.07649,230,0.20845,160,-0.3628
ENSG00000138303,ASCC1,37,1.41641,13,-0.3547,13,-0.2731,9,-0.7736,16,0.01264,12,-0.4058,15,-0.1082,17,0.17677,13,-0.2967
ENSG00000166295,ANAPC16,81,0.56247,62,0.12793,45,-0.3662,56,-0.0298,59,0.04924,51,-0.1660,44,-0.4488,70,0.31766,56,-0.0461
ENSG00000168209,DDIT4,44,1.41838,13,-0.6529,11,-0.8509,9,-1.0578,39,1.22529,11,-0.7311,4,-2.2158,44,1.43781,13,-0.6032
ENSG00000148719,DNAJB12,33,0.35735,32,0.34781,24,-0.1156,33,0.37861,19,-0.5145,26,-0.0116,25,-0.1010,21,-0.3294,19,-0.5143
ENSG00000107745,MICU1,39,-0.5153,48,-0.2274,50,-0.1380,48,-0.2149,70,0.40537,61,0.17928,82,0.74535,43,-0.3860,31,-0.8874
ENSG00000156026,MCU,1,-2.9278,11,0.11212,14,0.48610,13,0.39173,10,0.05389,5,-1.0197,12,0.32138,17,0.86784,4,-1.1961
ENSG00000122884,P4HA1,23,0.65361,9,-0.8432,10,-0.6616,11,-0.5138,33,1.32002,9,-0.6850,5,-1.6636,41,1.70332,10,-0.6627
ENSG00000122882,ECD,15,0.04771,14,-0.0649,9,-0.7594,8,-0.8970,22,0.62822,21,0.53043,21,0.60854,9,-0.6787,8,-0.8544
ENSG00000138286,FAM149B1,24,1.15765,8,-0.6480,10,-0.3194,9,-0.3919,9,-0.4244,20,0.82278,11,-0.1340,9,-0.3981,12,-0.0191
ENSG00000213551,DNAJC9,8,-1.2315,17,-0.1469,20,0.17347,19,0.09989,21,0.25294,21,0.19517,24,0.50023,15,-0.2561,13,-0.4492
ENSG00000182180,MRPS16,39,0.06608,33,-0.2404,46,0.29267,51,0.48328,48,0.37802,35,-0.1013,33,-0.2529,35,-0.1153,30,-0.3408
ENSG00000138279,ANXA7,90,-0.5659,146,0.21324,112,-0.2286,69,-0.9698,164,0.37607,206,0.74999,163,0.41426,80,-0.7393,87,-0.6264
ENSG00000107758,PPP3CB,51,-2.5749,440,0.80528,203,-0.5377,261,-0.1453,282,-0.0203,423,0.63561,375,0.49471,121,-1.3138,173,-0.7789
ENSG00000166348,USP54,98,2.97776,5,-2.0121,11,-0.8266,4,-2.3789,36,0.95141,12,-0.7156,10,-1.1721,20,0.00676,7,-1.4886
ENSG00000176986,SEC24C,32,0.13218,29,-0.0380,39,0.45664,21,-0.4848,32,0.11647,33,0.18646,29,0.00783,29,0.00647,20,-0.5960
ENSG00000196968,FUT11,23,1.02917,14,0.26068,13,0.10411,14,0.25568,2,-2.1659,4,-1.4777,13,0.15606,13,0.12111,8,-0.5598
ENSG00000172586,CHCHD1,42,-0.9719,93,0.30678,65,-0.2989,58,-0.4699,94,0.29358,85,0.13085,89,0.21241,68,-0.2319,88,0.18810
ENSG00000214655,ZSWIM8,25,0.22511,23,0.12586,18,-0.2192,12,-0.8665,24,0.16623,26,0.31819,25,0.31680,23,0.12032,10,-1.1713
ENSG00000166507,NDST2,11,-0.9079,26,0.50102,14,-0.4531,23,0.23907,15,-0.4437,18,-0.0956,22,0.20854,23,0.29382,15,-0.4337
ENSG00000148660,CAMK2G,60,-1.7037,117,-0.7726,130,-0.5501,181,-0.0329,319,0.89290,328,0.93707,226,0.35770,213,0.22055,120,-0.6775
ENSG00000035403,VCL,14,-0.4533,20,0.03227,26,0.49877,15,-0.3685,14,-0.5274,15,-0.3338,17,-0.1815,41,1.25726,12,-0.7556
ENSG00000185009,AP3M1,22,0.33467,12,-0.6300,12,-0.5844,9,-0.9976,25,0.53391,24,0.47919,22,0.41543,20,0.22938,13,-0.4127
ENSG00000156110,ADK,18,-0.3535,17,-0.5067,23,0.03986,22,-0.0075,31,0.50027,21,-0.1470,23,0.01776,37,0.77884,18,-0.3744
ENSG00000156650,KAT6B,52,0.57570,18,-1.1517,28,-0.3937,82,1.36900,23,-0.6868,50,0.52028,21,-0.8765,44,0.33525,39,0.14310
ENSG00000156671,SAMD8,57,0.54169,53,0.44989,27,-0.6383,36,-0.2039,47,0.23313,39,-0.0727,36,-0.2304,32,-0.3608,34,-0.2754
ENSG00000165637,VDAC2,102,-0.9305,213,0.23743,191,0.04258,235,0.37422,221,0.27353,178,-0.0740,224,0.32928,137,-0.4797,112,-0.7900
ENSG00000165644,COMTD1,1,-2.6520,16,0.65030,10,-0.1795,12,0.16641,4,-1.3604,4,-1.3165,18,0.85318,10,-0.0750,11,0.06130
ENSG00000165655,ZNF503,4,-1.9180,12,-0.3073,13,-0.1517,12,-0.3201,6,-1.3463,25,0.88655,24,0.94098,17,0.31850,9,-0.6113
ENSG00000156113,KCNMA1,33,-1.8409,79,-0.6051,119,0.08728,125,0.15558,182,0.77540,180,0.75600,143,0.41992,86,-0.4238,74,-0.6490
ENSG00000151208,DLG5,11,-0.1401,6,-1.0219,11,-0.0924,15,0.32632,12,0.07057,21,0.88698,12,0.05683,15,0.40709,8,-0.5227
ENSG00000148606,POLR3A,19,-1.1067,34,-0.2637,40,-0.0099,43,0.09809,39,-0.0363,83,1.19090,53,0.49482,18,-1.2113,25,-0.7040
ENSG00000138326,RPS24,2126,0.95943,927,-0.4258,1191,0.00583,915,-0.4080,1316,0.16420,883,-0.4630,867,-0.5372,1778,0.65609,1261,0.09678
ENSG00000108175,ZMIZ1,47,-0.9305,86,0.00546,61,-0.5374,94,0.13759,115,0.47063,131,0.68207,95,0.17699,76,-0.1884,59,-0.5782
ENSG00000108179,PPIF,72,0.97115,27,-0.6774,47,0.25903,23,-0.8143,36,-0.1457,38,-0.0515,48,0.35193,42,0.07212,29,-0.4908
ENSG00000165424,ZCCHC24,308,3.10364,21,-1.6624,42,-0.5631,24,-1.3662,55,-0.1290,41,-0.5775,11,-2.6954,90,0.65099,37,-0.7544
ENSG00000225484,NUTM2B-AS1,10,-0.0998,13,0.41604,2,-2.3256,8,-0.4805,10,-0.0481,15,0.55378,12,0.25307,13,0.33643,7,-0.6013
ENSG00000133678,TMEM254,17,-0.1588,20,0.15251,19,0.03868,16,-0.2249,28,0.65296,24,0.37337,19,0.05690,12,-0.6391,10,-0.9537
ENSG00000189129,PLAC9,3,-2.9843,48,1.28946,20,-0.3156,33,0.47804,7,-1.7985,4,-2.5327,7,-2.0388,28,0.19270,66,1.65970
ENSG00000122359,ANXA11,20,-2.2675,139,0.78973,71,-0.3859,86,-0.0888,51,-0.8982,116,0.38988,128,0.62079,52,-0.8481,71,-0.3880
ENSG00000122378,PRXL2A,145,-1.0055,304,0.16008,248,-0.1752,210,-0.4345,368,0.45402,442,0.75774,248,-0.1972,322,0.23736,215,-0.3993
ENSG00000108219,TSPAN14,29,-0.4539,55,0.64702,34,-0.1636,41,0.11654,28,-0.4700,36,-0.0797,36,-0.0970,34,-0.2036,37,-0.0452
ENSG00000185737,NRG3,8,-1.9167,39,0.53587,21,-0.5109,34,0.24157,21,-0.4512,39,0.47694,41,0.63064,14,-1.1056,22,-0.4434
ENSG00000165678,GHITM,154,-1.6486,488,0.12869,402,-0.1939,534,0.25776,495,0.13749,510,0.18405,683,0.75862,293,-0.6795,266,-0.8284
ENSG00000148600,CDHR1,19,-0.3039,11,-1.2371,15,-0.6227,24,0.05328,90,2.42835,34,0.64600,14,-0.7555,7,-1.7146,13,-0.8428
ENSG00000107771,CCSER2,88,0.19611,57,-0.5364,85,0.13996,70,-0.1690,82,0.06724,77,-0.0183,102,0.48992,68,-0.2244,70,-0.1622
ENSG00000182771,GRID1,29,0.64674,15,-0.4020,19,-0.0325,18,-0.1514,25,0.40112,22,0.20697,19,-0.0459,21,0.10392,12,-0.7889
ENSG00000062650,WAPL,36,1.04952,18,-0.1300,11,-0.8309,11,-0.8047,24,0.39709,21,0.17049,16,-0.2479,24,0.33486,13,-0.5197
ENSG00000122367,LDB3,136,5.34255,0,-4.3110,1,-3.5806,0,-4.1541,6,-1.3397,10,-0.5342,2,-2.9263,4,-1.7881,2,-2.8548
ENSG00000107779,BMPR1A,22,0.67579,13,-0.1793,12,-0.2470,8,-0.8725,27,1.01603,9,-0.6696,9,-0.6977,21,0.56491,15,0.01840
ENSG00000173267,SNCG,29,-3.2865,169,-0.7352,459,0.92300,455,0.90682,60,-2.2253,87,-1.6723,555,1.49519,92,-1.5863,248,-0.0867
ENSG00000148671,ADIRF,115,1.07660,27,-1.2795,83,0.52249,36,-0.7687,54,-0.1597,24,-1.4032,28,-1.2402,145,1.48219,91,0.67872
ENSG00000148672,GLUD1,185,-0.3905,165,-0.6158,202,-0.2517,230,-0.0434,241,0.02878,252,0.09608,130,-0.9954,658,1.75367,247,0.06901
ENSG00000122376,SHLD2,11,0.19713,11,0.20014,9,-0.0734,9,-0.0704,6,-0.6374,15,0.70355,9,-0.1783,10,0.10408,6,-0.6893
ENSG00000223482,NUTM2A-AS1,33,0.69812,18,-0.3202,16,-0.3963,10,-1.0768,27,0.36226,24,0.17170,24,0.23036,21,-0.0528,20,-0.1327
ENSG00000107789,MINPP1,8,-0.4443,12,0.20566,5,-0.9734,11,0.09503,26,1.46427,17,0.69043,9,-0.3300,4,-1.4315,5,-1.2112
ENSG00000138138,ATAD1,33,-1.2113,82,0.22785,54,-0.4495,60,-0.2889,107,0.63489,100,0.52590,84,0.28105,61,-0.2670,46,-0.6838
ENSG00000171862,PTEN,43,-0.9554,65,-0.3356,65,-0.3070,90,0.20571,79,-0.0127,99,0.35651,105,0.50728,85,0.11239,71,-0.1672
ENSG00000138134,STAMBPL1,5,-2.1374,17,-0.3940,36,0.79250,24,0.12527,23,0.08248,39,0.92707,30,0.54432,10,-1.2486,11,-1.0360
ENSG00000107798,LIPA,184,2.70613,19,-1.3153,21,-1.0583,15,-1.5617,17,-1.3440,37,-0.2048,43,0.05055,44,0.09088,20,-1.1373
ENSG00000119922,IFIT2,48,2.61102,3,-1.9279,7,-0.6334,7,-0.7154,15,0.49220,6,-0.9536,8,-0.4656,15,0.45474,2,-2.6151
ENSG00000119917,IFIT3,36,0.91373,17,-0.3311,20,-0.0075,19,-0.0966,21,0.05358,11,-0.9492,13,-0.7260,40,1.07837,18,-0.2154
ENSG00000185745,IFIT1,50,-0.5179,52,-0.4978,91,0.42449,66,-0.0915,64,-0.1511,82,0.25894,103,0.70743,72,0.04184,35,-1.0673
ENSG00000152778,IFIT5,21,0.16971,12,-0.7830,13,-0.6079,18,-0.1224,22,0.25062,26,0.46933,25,0.49854,28,0.63606,8,-1.3623
ENSG00000152782,PANK1,2,-1.9444,5,-0.7704,13,0.64583,17,1.06893,10,0.19875,11,0.30150,10,0.26702,6,-0.4192,5,-0.7136
ENSG00000148688,RPP30,20,-0.5577,31,0.11526,26,-0.1629,35,0.31111,40,0.51977,34,0.23836,31,0.12790,24,-0.2983,15,-0.9716
ENSG00000180628,PCGF5,64,-0.1762,61,-0.2739,79,0.14418,92,0.40567,68,-0.0902,73,0.02906,59,-0.3325,103,0.58867,69,-0.0556
ENSG00000165338,HECTD2,1,-3.6149,31,0.77356,17,-0.2588,18,-0.2087,38,0.98875,30,0.57462,22,0.08231,5,-2.0862,11,-0.8913
ENSG00000119938,PPP1R3C,28,0.46022,16,-0.4589,22,0.10921,21,0.05504,11,-0.9591,13,-0.7359,11,-1.0613,60,1.82137,19,-0.0972
ENSG00000107854,TNKS2,46,0.00960,65,0.61658,41,-0.1945,45,-0.0374,40,-0.2075,39,-0.2673,49,0.09788,42,-0.1295,27,-0.8385
ENSG00000174721,FGFBP3,8,-0.0036,10,0.24124,7,-0.1966,17,1.12443,1,-2.5807,5,-0.6457,6,-0.5869,10,0.31454,12,0.52810
ENSG00000095564,BTAF1,17,0.91339,10,0.11126,4,-1.1665,8,-0.2765,3,-1.5050,9,-0.0119,9,-0.1311,20,1.15196,5,-0.8012
ENSG00000107864,CPEB3,17,-2.0863,39,-0.9167,96,0.55974,71,0.07618,106,0.73676,92,0.50298,80,0.29590,61,-0.1464,62,-0.1308
ENSG00000198060,MARCH5,20,-0.6009,23,-0.3760,42,0.60895,34,0.23357,32,0.13049,38,0.44592,29,-0.0286,28,-0.0717,22,-0.4077
ENSG00000138190,EXOC6,6,-2.3706,45,0.58077,21,-0.6871,27,-0.2587,23,-0.5054,55,0.85980,47,0.69043,23,-0.5209,17,-1.0055
ENSG00000138207,RBP4,13,-2.6170,146,1.28711,56,-0.4663,94,0.36015,79,0.07396,38,-1.0399,92,0.36260,27,-1.5288,44,-0.8158
ENSG00000148690,FRA10AC1,163,0.65765,80,-0.5290,118,0.13416,112,0.04535,112,0.04631,127,0.25418,91,-0.3066,117,0.11197,105,-0.0538
ENSG00000108231,LGI1,9,-2.8211,65,0.04946,63,0.00704,44,-0.5416,103,0.79812,93,0.62333,61,-0.0457,88,0.53849,40,-0.7023
ENSG00000108239,TBC1D12,66,2.42355,11,-0.7227,8,-1.0393,10,-0.8137,17,-0.0144,11,-0.5782,7,-1.2994,26,0.69553,10,-0.7293
ENSG00000095637,SORBS1,61,-0.0963,80,0.37987,45,-0.5654,65,0.01037,57,-0.1963,56,-0.2342,67,0.05380,74,0.21224,61,-0.0974
ENSG00000059573,ALDH18A1,9,-0.8396,15,-0.1089,22,0.57540,25,0.75673,20,0.35480,21,0.45324,13,-0.3553,9,-0.7768,11,-0.5233
ENSG00000119977,TCTN3,7,-1.1905,17,0.21184,7,-1.1015,11,-0.4512,22,0.63542,20,0.44735,9,-0.7758,36,1.45765,9,-0.7572
ENSG00000177853,ZNF518A,29,1.44940,6,-1.0406,11,-0.1776,15,0.41238,14,0.31165,6,-1.0558,9,-0.5255,14,0.26136,12,0.02311
ENSG00000197430,OPALIN,723,5.52473,1,-6.4861,7,-3.4887,2,-5.4256,77,-0.0465,40,-1.0483,2,-5.2893,17,-2.2926,4,-4.3811
ENSG00000077147,TM9SF3,96,-0.1190,94,-0.1639,111,0.11301,104,0.01209,162,0.72678,109,0.07910,111,0.11568,92,-0.1923,56,-0.9597
ENSG00000196233,LCOR,48,1.18240,17,-0.5406,27,0.25058,29,0.34350,17,-0.4441,26,0.17553,18,-0.4561,23,-0.0467,17,-0.5017
ENSG00000187122,SLIT1,13,-3.3081,57,-1.2197,91,-0.4445,91,-0.4339,235,1.10897,321,1.67280,179,0.73227,48,-1.3867,53,-1.2672
ENSG00000052749,RRP12,6,-1.6583,16,-0.1934,21,0.24782,17,-0.0923,19,0.11255,29,0.80477,28,0.87943,2,-2.9803,13,-0.5075
ENSG00000171314,PGAM1,196,-1.6913,631,0.11042,508,-0.2442,716,0.30331,504,-0.2562,863,0.60876,782,0.50543,442,-0.4582,467,-0.3757
ENSG00000171311,EXOSC1,11,-0.9781,21,0.05046,18,-0.2010,17,-0.2838,42,1.14506,25,0.30247,22,0.07176,18,-0.1766,11,-1.0143
ENSG00000171307,ZDHHC16,10,-0.7956,22,0.38551,17,-0.0538,15,-0.2955,16,-0.1373,20,0.22819,22,0.41657,14,-0.3302,13,-0.4844
ENSG00000155229,MMS19,32,-0.3412,38,-0.0493,41,0.06953,40,0.01777,39,-0.0104,56,0.55000,50,0.42605,21,-0.9643,29,-0.4902
ENSG00000165886,UBTD1,11,0.28001,9,-0.0538,11,0.32394,8,-0.1502,8,-0.1562,4,-1.1800,8,-0.2056,13,0.55175,11,0.26772
ENSG00000171160,MORN4,10,-1.9085,40,0.23744,49,0.54619,30,-0.2292,23,-0.6053,30,-0.2493,44,0.44747,24,-0.5430,48,0.50640
ENSG00000155252,PI4K2A,6,-2.4020,44,0.51228,35,0.07927,30,-0.1549,32,-0.0796,42,0.35968,43,0.46766,23,-0.5674,23,-0.5403
ENSG00000119986,AVPI1,19,-0.6351,30,0.10861,45,0.75725,29,0.06645,39,0.50466,20,-0.5227,26,-0.1070,20,-0.5377,25,-0.1621
ENSG00000155256,ZFYVE27,15,-1.3307,45,0.41795,31,-0.2072,21,-0.7830,38,0.09498,45,0.35085,47,0.49695,32,-0.1602,27,-0.4611
ENSG00000155265,GOLGA7B,20,-1.2199,56,0.40731,44,-0.0207,38,-0.2440,43,-0.0803,39,-0.2098,62,0.60561,38,-0.2716,34,-0.4449
ENSG00000095713,CRTAC1,9,-1.9745,10,-1.8563,22,-0.6598,27,-0.3508,136,2.50671,88,1.61322,19,-0.9466,15,-1.2354,16,-1.1070
ENSG00000107521,HPS1,22,-0.0520,18,-0.4114,26,0.25144,22,-0.0077,18,-0.3810,26,0.21659,29,0.46578,20,-0.1697,20,-0.1990
ENSG00000119946,CNNM1,2,-4.2291,28,-0.7079,47,0.15880,82,1.10455,76,0.97407,63,0.64360,47,0.18713,14,-1.6651,30,-0.5065
ENSG00000120053,GOT1,47,-2.8242,362,0.26334,261,-0.2811,270,-0.2323,336,0.11699,466,0.64781,510,0.92519,138,-1.2496,174,-0.9071
ENSG00000155287,SLC25A28,32,0.16332,33,0.23563,37,0.40274,22,-0.4068,23,-0.3795,40,0.51743,28,-0.0280,21,-0.4888,20,-0.5740
ENSG00000119929,CUTC,35,1.13674,20,0.24675,18,0.06880,12,-0.5117,19,0.13646,14,-0.3160,16,-0.1171,9,-0.9403,11,-0.7087
ENSG00000014919,COX15,23,0.43155,14,-0.4138,15,-0.2713,14,-0.3306,27,0.69180,14,-0.2912,16,-0.1276,23,0.42926,16,-0.0931
ENSG00000107566,ERLIN1,6,-0.8516,17,0.79629,5,-1.0707,10,-0.1567,8,-0.4130,12,0.17123,14,0.40767,11,0.05084,6,-0.9666
ENSG00000213341,CHUK,17,0.65278,20,1.07477,4,-1.4194,5,-1.1889,2,-2.3316,14,0.40816,10,-0.2374,15,0.49448,6,-0.9716
ENSG00000095485,CWF19L1,11,-0.1654,12,-0.0017,9,-0.4488,9,-0.5507,14,0.22728,14,0.13397,16,0.47368,15,0.29822,7,-0.7715
ENSG00000196072,BLOC1S2,46,-0.8278,76,-0.0708,92,0.23810,73,-0.1262,71,-0.1701,97,0.33089,107,0.56080,58,-0.4680,65,-0.3032
ENSG00000099194,SCD,1862,3.11299,84,-2.3330,214,-0.8283,132,-1.5558,435,0.28336,262,-0.5168,96,-2.1446,488,0.46956,258,-0.5389
ENSG00000235823,OLMALINC,115,3.16490,6,-1.9702,8,-1.5135,4,-2.3745,17,-0.3763,13,-0.7530,6,-1.9774,45,1.20641,12,-0.8574
ENSG00000166136,NDUFB8,345,-0.4548,458,-0.0118,459,-0.0088,525,0.20755,482,0.07086,447,-0.0479,524,0.22839,337,-0.4908,514,0.17165
ENSG00000166135,HIF1AN,31,0.64460,16,-0.4637,22,0.06924,22,0.07033,26,0.37773,22,0.10936,19,-0.1454,17,-0.3524,19,-0.1294
