Cluster,Description,geneID,p.adjust,GeneRatio,ONTOLOGY,n_valid,valid_genes,n_valid_anc,valid_genes_anc,GeneRatio_num
Oligo-3_up_AA,synaptic vesicle cycle,CPLX2/CPLX1/RAPGEF4/DNM1/ERC2/PCLO/SEPTIN5/SLC17A7/SYT13/RAB3B/SNAP25/STX1A/STXBP1/SYP/SYT4/SYT5/CAPN2/DOC2A/BRSK2/SYNGR3/SNPH/RIMS3/SNAP91/SV2A,1.3172268479010926e-8,24/307,BP,1,SLC17A7,0,,0.0781758957654723
Oligo-3_up_AA,regulation of neuronal synaptic plasticity,DBN1/NCDN/GRIN1/GRM5/JPH3/SLC8A2/SYP/SYT4/VGF/MCTP1/CAMK2A/CAMK2B/NETO1,8.510161138531188e-8,13/307,BP,0,,0,,0.04234527687296417
Oligo-3_up_AA,signal release,CPLX2/CPLX1/RAPGEF4/HRH3/CNR1/CRY2/PLCB1/ERC2/PCLO/NNAT/SEPTIN5/PPARG/SYT13/PTPRN/SNAP25/STX1A/STXBP1/SYP/SYT4/SYT5/VGF/MCTP1/CAMK2A/DOC2A/PDE8B/BAIAP3/BRSK2/SYNGR3/TSPOAP1/SNPH/RIMS3/SV2A,2.571409211116244e-7,32/307,BP,0,,0,,0.10423452768729642
Oligo-3_up_AA,synaptic vesicle membrane organization,CPLX2/CPLX1/ERC2/SYT13/SNAP25/STXBP1/SYP/SYT4/SYT5/DOC2A,4.045307410967878e-7,10/307,BP,0,,0,,0.03257328990228013
Oligo-3_up_AA,axon development,TUBB3/OLFM1/BAIAP2/B4GAT1/ARHGEF25/CNR1/EMB/UNC5D/EFNB3/INPP5F/FOXG1/TRAK1/FLNA/TNFRSF21/EPHA10/MAP2/NRCAM/PAK3/ADGRB1/BCL11B/RTN4R/SLIT1/SNAP25/STXBP1/UCHL1/CNTNAP1/KALRN/BRSK2/UNC5A/KIFC2/DCLK1/LGI1/B4GALT6,9.150364295540684e-7,33/307,BP,0,,0,,0.10749185667752444
Oligo-3_up_AA,regulation of synaptic vesicle fusion to presynaptic active zone membrane,CPLX2/CPLX1/ERC2/SYT13/STXBP1/SYT4/SYT5/DOC2A,9.150364295540684e-7,8/307,BP,0,,0,,0.026058631921824105
Oligo-3_up_AA,regulation of synaptic vesicle membrane organization,CPLX2/CPLX1/ERC2/SYT13/STXBP1/SYT4/SYT5/DOC2A,9.150364295540684e-7,8/307,BP,0,,0,,0.026058631921824105
Oligo-3_up_AA,regulated exocytosis,CPLX2/CPLX1/RAPGEF4/CBARP/RAB26/ERC2/PCLO/SEPTIN5/SYT13/SNAP25/STX1A/STXBP1/SYP/SYT4/SYT5/DOC2A/BAIAP3/SYNGR3/SNPH/RIMS3/SV2A,9.253722782273963e-7,21/307,BP,0,,0,,0.06840390879478828
Oligo-3_up_AA,synaptic vesicle fusion to presynaptic active zone membrane,CPLX2/CPLX1/ERC2/SYT13/SNAP25/STXBP1/SYT4/SYT5/DOC2A,1.0982199336146212e-6,9/307,BP,0,,0,,0.029315960912052116
Oligo-3_up_AA,vesicle fusion to plasma membrane,CPLX2/CPLX1/ERC2/SYT13/SNAP25/STXBP1/SYT4/SYT5/DOC2A,1.0982199336146212e-6,9/307,BP,0,,0,,0.029315960912052116
Oligo-3_up_AA,exocytosis,CPLX2/CPLX1/RAPGEF4/RAB3C/CBARP/RAB26/ERC2/PCLO/NSF/SEPTIN5/TMEM63B/SYT13/RAB3B/SNAP25/STX1A/STXBP1/SYP/SYT4/SYT5/DOC2A/BAIAP3/BRSK2/SYNGR3/SNPH/RIMS3/SV2A,1.3613727766507012e-6,26/307,BP,0,,0,,0.08469055374592833
Oligo-3_up_AA,regulation of synapse structure or activity,BAIAP2/CBLN2/DBN1/EFNB3/IQSEC2/NRCAM/PAK3/CACNA2D3/PDXP/SLC17A7/SLC12A5/MRTFB/ADGRB1/CASKIN1/RTN4R/SLIT1/CAPRIN2/SNAP25/ICAM5/LRP8/CAMKV/CAMK2B/CNTNAP1/DCLK1/CLSTN3,2.0276892895599427e-6,25/307,BP,1,SLC17A7,0,,0.08143322475570032
Oligo-3_up_AA,synaptic vesicle priming,ERC2/SNAP25/STX1A/STXBP1/SYP/SYNGR3/RIMS3/SV2A,5.203774775764881e-6,8/307,BP,0,,0,,0.026058631921824105
Oligo-3_up_AA,regulation of synapse organization,BAIAP2/CBLN2/DBN1/EFNB3/IQSEC2/NRCAM/PAK3/CACNA2D3/PDXP/SLC12A5/MRTFB/ADGRB1/CASKIN1/RTN4R/SLIT1/CAPRIN2/SNAP25/ICAM5/LRP8/CAMKV/CAMK2B/CNTNAP1/DCLK1/CLSTN3,5.506411024825515e-6,24/307,BP,0,,0,,0.0781758957654723
Oligo-3_up_AA,axonogenesis,TUBB3/OLFM1/BAIAP2/B4GAT1/ARHGEF25/EMB/UNC5D/EFNB3/FOXG1/TRAK1/EPHA10/MAP2/NRCAM/PAK3/ADGRB1/BCL11B/RTN4R/SLIT1/SNAP25/STXBP1/UCHL1/CNTNAP1/KALRN/BRSK2/UNC5A/KIFC2/DCLK1/LGI1/B4GALT6,6.3299068550987515e-6,29/307,BP,0,,0,,0.09446254071661238
Oligo-3_up_AA,calcium-ion regulated exocytosis,RAPGEF4/CBARP/SYT13/SNAP25/STX1A/STXBP1/SYT4/SYT5/DOC2A/BAIAP3/RIMS3,1.1985644554094417e-5,11/307,BP,0,,0,,0.035830618892508145
Oligo-3_up_AA,regulation of exocytosis,CPLX2/CPLX1/RAPGEF4/RAB3C/CBARP/RAB26/PCLO/NSF/SEPTIN5/SYT13/STX1A/STXBP1/SYT4/SYT5/DOC2A/BAIAP3/RIMS3,1.674986616601067e-5,17/307,BP,0,,0,,0.05537459283387622
Oligo-3_up_AA,regulation of neurotransmitter transport,SEPTIN5/SYT13/RAB3B/STX1A/STXBP1/SYT4/SYT5/MCTP1/CAMK2A/BAIAP3/SYNGR3/TSPOAP1/RIMS3,1.9238741474886594e-5,13/307,BP,0,,0,,0.04234527687296417
Oligo-3_up_AA,regulation of vesicle fusion,CPLX2/CPLX1/ERC2/SYT13/STXBP1/SYT4/SYT5/DOC2A,2.6659744437581332e-5,8/307,BP,0,,0,,0.026058631921824105
Oligo-3_up_AA,regulation of vesicle-mediated transport,CPLX2/CPLX1/RAPGEF4/RAB3C/INPP5F/NCDN/CBARP/RAB26/ERC2/PCLO/NSF/SEPTIN5/NECAB2/SUSD4/SLC17A7/SYT13/PTPRC/RAB3B/NDRG4/SORL1/STX1A/STXBP1/SYT4/SYT5/TUB/MCTP1/DOC2A/BAIAP3/RIMS3/SNAP91,3.2298871365324576e-5,30/307,BP,1,SLC17A7,0,,0.09771986970684039
Oligo-3_up_AA,regulation of neurotransmitter secretion,SEPTIN5/SYT13/STX1A/STXBP1/SYT4/SYT5/MCTP1/CAMK2A/BAIAP3/TSPOAP1/RIMS3,1.0806475068971779e-4,11/307,BP,0,,0,,0.035830618892508145
Oligo-3_up_AA,regulation of calcium ion-dependent exocytosis,CBARP/SYT13/STX1A/STXBP1/SYT4/SYT5/DOC2A/BAIAP3,1.3099868975453778e-4,8/307,BP,0,,0,,0.026058631921824105
Oligo-3_up_AA,protein localization to synapse,OLFM1/BAIAP2/CPLX1/IQSEC2/GRIP1/PCLO/HSPB1/GRIP2/NETO1/LGI1/CLSTN3,2.6962247760749036e-4,11/307,BP,0,,0,,0.035830618892508145
Oligo-3_up_AA,regulation of secretion by cell,CPLX2/CPLX1/RAPGEF4/RAB3C/CNR1/CRY2/PLCB1/CBARP/RAB26/PCLO/NNAT/NSF/SEPTIN5/PPARG/SYT13/SNAP25/STX1A/STXBP1/SYT4/SYT5/MCTP1/CAMK2A/DOC2A/PDE8B/BAIAP3/BRSK2/TSPOAP1/RIMS3,3.164831763237676e-4,28/307,BP,0,,0,,0.09120521172638436
Oligo-3_up_AA,learning or memory,CNR1/SORCS3/PLCB1/MAPK8IP2/KAT2A/GRIN1/GRM5/JPH3/SLC12A5/SCN2A/CSMD1/NDRG4/SLC8A2/SNAP25/SYT4/NETO1/JPH4/PDE8B/CCND2,4.015919333844842e-4,19/307,BP,0,,0,,0.06188925081433225
Oligo-3_up_AA,regulation of membrane potential,BAIAP2/PRDX3/CNR1/COL6A1/SLC29A1/FHL1/FLNA/MAPK8IP2/GRIN1/GRM5/KCNC1/KCNQ2/NRCAM/SCN3B/KCTD16/BEGAIN/SCN2A/SCN3A/SLC4A3/SLC8A2/STX1A/CALM3/NETO1/CNTNAP1/RIMS3,5.249979651525426e-4,25/307,BP,0,,0,,0.08143322475570032
Oligo-3_up_AA,learning,SORCS3/PLCB1/MAPK8IP2/GRIN1/GRM5/JPH3/SLC12A5/CSMD1/NDRG4/SLC8A2/SNAP25/NETO1/JPH4/PDE8B,5.262382739677095e-4,14/307,BP,0,,0,,0.04560260586319218
Oligo-3_up_AA,receptor localization to synapse,OLFM1/CPLX1/DBN1/IQSEC2/GRIP1/SLC12A5/GRIP2/NETO1/KIFC2/LGI1,5.262382739677095e-4,10/307,BP,0,,0,,0.03257328990228013
Oligo-3_up_AA,positive regulation of synaptic vesicle fusion to presynaptic active zone membrane,ERC2/SYT13/SYT4/SYT5/DOC2A,6.67573934404687e-4,5/307,BP,0,,0,,0.016286644951140065
Oligo-3_up_AA,calcium-dependent activation of synaptic vesicle fusion,ERC2/SYT13/SYT4/SYT5/DOC2A,6.67573934404687e-4,5/307,BP,0,,0,,0.016286644951140065
Oligo-3_up_AA,positive regulation of synaptic vesicle membrane organization,ERC2/SYT13/SYT4/SYT5/DOC2A,6.67573934404687e-4,5/307,BP,0,,0,,0.016286644951140065
Oligo-3_up_AA,protein localization to cell junction,OLFM1/BAIAP2/CPLX1/IQSEC2/FLNA/GRIP1/PCLO/HSPB1/GRIP2/NETO1/LGI1/CLSTN3,8.106028097322188e-4,12/307,BP,0,,0,,0.03908794788273615
Oligo-3_up_AA,memory,CNR1/SORCS3/PLCB1/KAT2A/JPH3/SCN2A/CSMD1/SLC8A2/SNAP25/SYT4/NETO1/CCND2,8.626132831737392e-4,12/307,BP,0,,0,,0.03908794788273615
Oligo-3_up_AA,synapse assembly,NRG3/ADD2/CBLN2/EFNB3/IQSEC2/GABRB3/PCLO/NRCAM/SLC12A5/ADGRB1/CASKIN1/RTN4R/SLIT1/SNAP25/ICAM5/DCLK1/CLSTN3/SPOCK2,0.0014742174068512206,18/307,BP,1,NRG3,0,,0.05863192182410423
Oligo-3_up_AA,cognition,CNR1/SORCS3/PLCB1/MAPK8IP2/KAT2A/GRIN1/GRM5/JPH3/SLC12A5/SCN2A/CSMD1/NDRG4/SLC8A2/SNAP25/SYT4/NETO1/JPH4/PDE8B/CCND2,0.002227768794634645,19/307,BP,0,,0,,0.06188925081433225
Oligo-3_up_AA,regulation of nervous system development,BAIAP2/CBLN2/DBN1/EFNB3/FOXG1/TRAK1/IQSEC2/TNFRSF21/GRM5/ID2/MAP2/ADGRB1/CX3CL1/RTN4R/SLIT1/CAPRIN2/SORL1/SYT4/RNF112/LRP8/TRIM11/CAMK2B/CLSTN3,0.0026253864198898316,23/307,BP,0,,0,,0.0749185667752443
Oligo-3_up_AA,regulation of postsynaptic membrane neurotransmitter receptor levels,OLFM1/CPLX1/IQSEC2/NCDN/GRIP1/FRRS1L/SUSD4/SLC12A5/GRIP2/NETO1/LGI1,0.0035570693027363954,11/307,BP,0,,0,,0.035830618892508145
Oligo-3_up_AA,positive regulation of dendritic spine morphogenesis,BAIAP2/DBN1/CAPRIN2/LRP8/CAMK2B,0.003957894280280686,5/307,BP,0,,0,,0.016286644951140065
Oligo-3_up_AA,regulation of synaptic vesicle priming,STX1A/STXBP1/SYP/SYNGR3,0.004508975512350138,4/307,BP,0,,0,,0.013029315960912053
Oligo-3_up_AA,vesicle localization,DNM1/TRAK1/PCLO/BLOC1S2/MAP2/SEPTIN5/FNBP1L/SNAP25/STXBP1/SYT4/BAIAP3/BRSK2/KIFC2/BICDL1/SNAP91,0.00470912265448865,15/307,BP,0,,0,,0.048859934853420196
Oligo-3_up_AA,positive regulation of vesicle fusion,ERC2/SYT13/SYT4/SYT5/DOC2A,0.00470912265448865,5/307,BP,0,,0,,0.016286644951140065
Oligo-3_up_AA,neuron recognition,CNR1/EMB/EFNB3/FOXG1/TNFRSF21/NRCAM/OPCML,0.00470912265448865,7/307,BP,0,,0,,0.02280130293159609
Oligo-3_up_AA,axon guidance,TUBB3/B4GAT1/ARHGEF25/EMB/UNC5D/EFNB3/FOXG1/EPHA10/NRCAM/BCL11B/SLIT1/KALRN/UNC5A/KIFC2/LGI1,0.00560734061850282,15/307,BP,0,,0,,0.048859934853420196
Oligo-3_up_AA,neuron projection guidance,TUBB3/B4GAT1/ARHGEF25/EMB/UNC5D/EFNB3/FOXG1/EPHA10/NRCAM/BCL11B/SLIT1/KALRN/UNC5A/KIFC2/LGI1,0.0057899394188270295,15/307,BP,0,,0,,0.048859934853420196
Oligo-3_up_AA,dense core granule exocytosis,SNAP25/STXBP1/SYT4/BAIAP3,0.00591063417929118,4/307,BP,0,,0,,0.013029315960912053
Oligo-3_up_AA,dense core granule localization,MAP2/SNAP25/STXBP1/SYT4/BAIAP3,0.006955324148558786,5/307,BP,0,,0,,0.016286644951140065
Oligo-3_up_AA,insulin secretion,CPLX1/RAPGEF4/CNR1/PLCB1/PCLO/NNAT/PTPRN/SNAP25/STX1A/VGF/PDE8B/BAIAP3/BRSK2,0.006955324148558786,13/307,BP,0,,0,,0.04234527687296417
Oligo-3_up_AA,calcium ion homeostasis,CNR1/DMTN/FLNA/PLCB1/ERC2/GRIN1/GRM5/ATP2B2/PLCB2/JPH3/PTPRC/CX3CL1/SLC8A2/CALM3/JPH4/TSPOAP1/SV2A,0.006992519682503671,17/307,BP,0,,0,,0.05537459283387622
Oligo-3_up_AA,protein localization to postsynaptic membrane,OLFM1/CPLX1/IQSEC2/GRIP1/GRIP2/NETO1/LGI1,0.006992519682503671,7/307,BP,0,,0,,0.02280130293159609
Oligo-3_up_AA,protein localization to postsynapse,OLFM1/CPLX1/IQSEC2/GRIP1/GRIP2/NETO1/LGI1,0.0077764640116627735,7/307,BP,0,,0,,0.02280130293159609
Oligo-3_up_AA,calcium ion transmembrane import into cytosol,FLNA/PLCB1/GRIN1/PLCB2/JPH3/PTPRC/CX3CL1/SLC8A2/NALF1/CACNA1B/CALM3/JPH4,0.008615363723325702,12/307,BP,0,,0,,0.03908794788273615
Oligo-3_up_AA,intracellular calcium ion homeostasis,CNR1/DMTN/FLNA/PLCB1/ERC2/GRM5/ATP2B2/PLCB2/JPH3/PTPRC/CX3CL1/SLC8A2/CALM3/JPH4/TSPOAP1/SV2A,0.008870247966970599,16/307,BP,0,,0,,0.05211726384364821
Oligo-3_up_AA,"trans-synaptic signaling, modulating synaptic transmission",CBLN2/EFNB3/GRM5/SYT4,0.010062716628263519,4/307,BP,0,,0,,0.013029315960912053
Oligo-3_up_AA,cell recognition,CNR1/EMB/EFNB3/FOXG1/TNFRSF21/NRCAM/OPCML/ADGRB1/TUB/DOCK8,0.010257905998673421,10/307,BP,0,,0,,0.03257328990228013
Oligo-3_up_AA,regulation of regulated secretory pathway,CBARP/SEPTIN5/SYT13/STX1A/STXBP1/SYT4/SYT5/DOC2A/BAIAP3/RIMS3,0.01067981780425252,10/307,BP,0,,0,,0.03257328990228013
Oligo-3_up_AA,action potential,CNR1/FLNA/KCNC1/KCNQ2/NRCAM/SCN3B/SCN2A/SCN3A/SLC4A3/SLC8A2/CALM3/CNTNAP1,0.01067981780425252,12/307,BP,0,,0,,0.03908794788273615
Oligo-3_up_AA,secretory granule localization,MAP2/SNAP25/STXBP1/SYT4/BAIAP3,0.010760327993268053,5/307,BP,0,,0,,0.016286644951140065
Oligo-3_up_AA,regulation of synapse assembly,CBLN2/EFNB3/IQSEC2/SLC12A5/ADGRB1/CASKIN1/RTN4R/SLIT1/SNAP25/ICAM5/DCLK1/CLSTN3,0.011617653767487787,12/307,BP,0,,0,,0.03908794788273615
Oligo-3_up_AA,vesicle docking,CPLX2/NDRG4/SNAP25/STX1A/STXBP1/SNPH/RIMS3,0.01475506813898003,7/307,BP,0,,0,,0.02280130293159609
Oligo-3_up_AA,regulation of G protein-coupled receptor signaling pathway,GRK3/PLCB1/GRM5/PDE2A/NECAB2/KCTD16/SYP/TUB/CAMK2A/RGS20/GPRASP1,0.01475506813898003,11/307,BP,0,,0,,0.035830618892508145
Oligo-3_up_AA,regulation of postsynapse organization,BAIAP2/DBN1/NRCAM/PAK3/SLC12A5/CASKIN1/RTN4R/CAPRIN2/LRP8/CAMK2B/DCLK1,0.01475506813898003,11/307,BP,0,,0,,0.035830618892508145
Oligo-3_up_AA,vesicle fusion,CPLX2/CPLX1/ERC2/SYT13/SNAP25/STX1A/STXBP1/SYT4/SYT5/DOC2A,0.01475506813898003,10/307,BP,0,,0,,0.03257328990228013
Oligo-3_up_AA,positive regulation of calcium ion-dependent exocytosis,STX1A/STXBP1/SYT4/DOC2A,0.015219593657694402,4/307,BP,0,,0,,0.013029315960912053
Oligo-3_up_AA,vesicle organization,ABCB6/CPLX2/CPLX1/DNM1/TMEM9/ERC2/BLOC1S2/FNBP1L/SYT13/PTPRN/SNAP25/STX1A/STXBP1/SYP/SYT4/SYT5/DOC2A/BAIAP3/SNAP91,0.015219593657694402,19/307,BP,0,,0,,0.06188925081433225
Oligo-3_up_AA,sodium-dependent phosphate transport,CEBPB/CRY2/SLC17A7,0.015230002404994267,3/307,BP,1,SLC17A7,0,,0.009771986970684038
Oligo-3_up_AA,regulation of glutamate receptor signaling pathway,FRRS1L/NECAB2/CX3CL1,0.015230002404994267,3/307,BP,0,,0,,0.009771986970684038
Oligo-3_up_AA,establishment of vesicle localization,DNM1/TRAK1/BLOC1S2/MAP2/SEPTIN5/FNBP1L/SNAP25/STXBP1/SYT4/BAIAP3/KIFC2/BICDL1/SNAP91,0.015514678644127932,13/307,BP,0,,0,,0.04234527687296417
Oligo-3_up_AA,organelle membrane fusion,CPLX2/CPLX1/ERC2/SYT13/SNAP25/STX1A/STXBP1/SYT4/SYT5/DOC2A,0.015514678644127932,10/307,BP,0,,0,,0.03257328990228013
Oligo-3_up_AA,protein secretion,CPLX1/RAPGEF4/CNR1/VPS13A/PLCB1/PCLO/NNAT/PPARG/PTPRN/SNAP25/STX1A/SYT4/VGF/PDE8B/BAIAP3/BRSK2/CLSTN3,0.016514859281461673,17/307,BP,0,,0,,0.05537459283387622
Oligo-3_up_AA,establishment of protein localization to extracellular region,CPLX1/RAPGEF4/CNR1/VPS13A/PLCB1/PCLO/NNAT/PPARG/PTPRN/SNAP25/STX1A/SYT4/VGF/PDE8B/BAIAP3/BRSK2/CLSTN3,0.017380711177522202,17/307,BP,0,,0,,0.05537459283387622
Oligo-3_up_AA,intracellular monoatomic cation homeostasis,ABCB6/CNR1/DMTN/FLNA/PLCB1/DMXL2/TMEM9/ERC2/GRM5/ATP2B2/PLCB2/JPH3/SLC12A5/PTPRC/SCNN1D/CX3CL1/SLC4A3/SLC8A2/CALM3/JPH4/TSPOAP1/SV2A,0.017380711177522202,22/307,BP,0,,0,,0.07166123778501629
Oligo-3_up_AA,regulation of modification of postsynaptic structure,BAIAP2/PDXP/MRTFB/CAMKV,0.01740518454652456,4/307,BP,0,,0,,0.013029315960912053
Oligo-3_up_AA,regulation of neurogenesis,BAIAP2/DBN1/EFNB3/FOXG1/TRAK1/GRM5/ID2/MAP2/CX3CL1/RTN4R/SLIT1/CAPRIN2/SORL1/SYT4/RNF112/LRP8/TRIM11/CAMK2B,0.01752873958128686,18/307,BP,0,,0,,0.05863192182410423
Oligo-3_up_AA,synaptic vesicle localization,DNM1/PCLO/BLOC1S2/MAP2/BRSK2/KIFC2/SNAP91,0.01822337154164961,7/307,BP,0,,0,,0.02280130293159609
Oligo-3_up_AA,"synaptic transmission, glutamatergic",CNR1/IQSEC2/MAPK8IP2/FRRS1L/GRIN1/GRM5/SLC17A7/STXBP1/CLSTN3,0.019220049645483923,9/307,BP,1,SLC17A7,0,,0.029315960912052116
Oligo-3_up_AA,intracellular monoatomic ion homeostasis,ABCB6/CNR1/DMTN/FLNA/PLCB1/DMXL2/TMEM9/ERC2/GRM5/ATP2B2/PLCB2/JPH3/SLC12A5/PTPRC/SCNN1D/CX3CL1/SLC4A3/SLC8A2/CALM3/JPH4/TSPOAP1/SV2A,0.019379979491344002,22/307,BP,0,,0,,0.07166123778501629
Oligo-3_up_AA,protein localization to extracellular region,CPLX1/RAPGEF4/CNR1/VPS13A/PLCB1/PCLO/NNAT/PPARG/PTPRN/SNAP25/STX1A/SYT4/VGF/PDE8B/BAIAP3/BRSK2/CLSTN3,0.019379979491344002,17/307,BP,0,,0,,0.05537459283387622
Oligo-3_up_AA,trans-synaptic signaling by lipid,CNR1/PLCB1/GRM5,0.02043876530612618,3/307,BP,0,,0,,0.009771986970684038
Oligo-3_up_AA,trans-synaptic signaling by endocannabinoid,CNR1/PLCB1/GRM5,0.02043876530612618,3/307,BP,0,,0,,0.009771986970684038
Oligo-3_up_AA,calcium ion transport,FLNA/PLCB1/CBARP/GRIN1/ATP2B2/PDGFRB/PLCB2/CACNA2D3/JPH3/PTPRC/CX3CL1/SLC8A2/NALF1/CACNA1B/CACNB1/CALM3/CAMK2A/CAMK2B/JPH4,0.021175522865726767,19/307,BP,0,,0,,0.06188925081433225
Oligo-3_up_AA,peptide hormone secretion,CPLX1/RAPGEF4/CNR1/PLCB1/PCLO/NNAT/PTPRN/SNAP25/STX1A/VGF/PDE8B/BAIAP3/BRSK2,0.021175522865726767,13/307,BP,0,,0,,0.04234527687296417
Oligo-3_up_AA,hormone secretion,CPLX1/RAPGEF4/CNR1/CRY2/PLCB1/PCLO/NNAT/PPARG/PTPRN/SNAP25/STX1A/VGF/PDE8B/BAIAP3/BRSK2,0.022187638848086267,15/307,BP,0,,0,,0.048859934853420196
Oligo-3_up_AA,protein-containing complex localization,OLFM1/CPLX1/DBN1/IQSEC2/NCDN/GRIP1/SUSD4/SLC12A5/TUB/GRIP2/NETO1/KIFC2/LGI1,0.022585067674564578,13/307,BP,0,,0,,0.04234527687296417
Oligo-3_up_AA,maternal process involved in female pregnancy,LOC102724560/PRDX3/CNR1/JUNB/CSMD1/CBS,0.022585067674564578,6/307,BP,0,,0,,0.019543973941368076
Oligo-3_up_AA,regulation of neuron migration,NRG3/UNC5D/FLNA/CX3CL1/CAMK2A/CAMK2B,0.022585067674564578,6/307,BP,1,NRG3,0,,0.019543973941368076
Oligo-3_up_AA,maintenance of location in cell,DBN1/FLNA/VPS13A/PLCB1/HK1/PLCB2/JPH3/PTPRC/CX3CL1/SORL1/CALM3/JPH4,0.023350748947210915,12/307,BP,0,,0,,0.03908794788273615
Oligo-3_up_AA,positive regulation of nervous system development,BAIAP2/CBLN2/DBN1/FOXG1/TRAK1/IQSEC2/GRM5/ID2/ADGRB1/CX3CL1/CAPRIN2/RNF112/LRP8/CAMK2B/CLSTN3,0.02352616974787171,15/307,BP,0,,0,,0.048859934853420196
Oligo-3_up_AA,peptide secretion,CPLX1/RAPGEF4/CNR1/PLCB1/PCLO/NNAT/PTPRN/SNAP25/STX1A/VGF/PDE8B/BAIAP3/BRSK2,0.02352616974787171,13/307,BP,0,,0,,0.04234527687296417
Oligo-3_up_AA,calcium ion transmembrane transport,FLNA/PLCB1/CBARP/GRIN1/ATP2B2/PLCB2/CACNA2D3/JPH3/PTPRC/CX3CL1/SLC8A2/NALF1/CACNA1B/CACNB1/CALM3/JPH4,0.024409656968868584,16/307,BP,0,,0,,0.05211726384364821
Oligo-3_up_AA,netrin-activated signaling pathway,TUBB3/UNC5D/UNC5A,0.02628879228209567,3/307,BP,0,,0,,0.009771986970684038
Oligo-3_up_AA,maintenance of presynaptic active zone structure,ERC2/PCLO/RIMS3,0.02628879228209567,3/307,BP,0,,0,,0.009771986970684038
Oligo-3_up_AA,neuronal dense core vesicle exocytosis,SNAP25/STXBP1/SYT4,0.02628879228209567,3/307,BP,0,,0,,0.009771986970684038
Oligo-3_up_AA,hormone transport,CPLX1/RAPGEF4/CNR1/CRY2/PLCB1/PCLO/NNAT/PPARG/PTPRN/SNAP25/STX1A/VGF/PDE8B/BAIAP3/BRSK2,0.026952492820900342,15/307,BP,0,,0,,0.048859934853420196
Oligo-3_up_AA,positive regulation of dendrite morphogenesis,BAIAP2/DBN1/CAPRIN2/LRP8/CAMK2B,0.02906197021026649,5/307,BP,0,,0,,0.016286644951140065
Oligo-3_up_AA,membrane fusion,CPLX2/CPLX1/ERC2/NSF/SYT13/SNAP25/STX1A/STXBP1/SYT4/SYT5/DOC2A,0.029352341248211993,11/307,BP,0,,0,,0.035830618892508145
Oligo-3_up_AA,regulation of neuron projection development,BAIAP2/CNR1/DBN1/EFNB3/INPP5F/TRAK1/FLNA/MAP2/NRCAM/PAK3/CX3CL1/NDRG4/RTN4R/SLIT1/CAPRIN2/SNAP25/LRP8/CAMK2B/ENC1/BRSK2,0.029352341248211993,20/307,BP,1,ENC1,0,,0.06514657980456026
Oligo-3_up_AA,dendrite morphogenesis,BAIAP2/DBN1/TRAK1/MAPK8IP2/MAP2/PAK3/CAPRIN2/LRP8/CAMK2B/DCLK1,0.029352341248211993,10/307,BP,0,,0,,0.03257328990228013
Oligo-3_up_AA,organelle fusion,CPLX2/CPLX1/ERC2/SYT13/SNAP25/STX1A/STXBP1/SYT4/SYT5/DOC2A/CLSTN3,0.03039058085552786,11/307,BP,0,,0,,0.035830618892508145
Oligo-3_up_AA,regulation of postsynaptic membrane potential,BAIAP2/SLC29A1/MAPK8IP2/GRIN1/GRM5/KCTD16/BEGAIN/SLC8A2/STX1A/NETO1,0.030432831323046992,10/307,BP,0,,0,,0.03257328990228013
Oligo-3_up_AA,"regulation of synaptic transmission, glutamatergic",CNR1/IQSEC2/MAPK8IP2/FRRS1L/GRIN1/GRM5/STXBP1,0.030894850775385712,7/307,BP,0,,0,,0.02280130293159609
Oligo-3_up_AA,inorganic ion homeostasis,ABCB6/CNR1/DMTN/FLNA/PLCB1/ERC2/GRIN1/GRM5/ATP2B2/PLCB2/SLC17A7/JPH3/SLC12A5/PTPRC/SCNN1D/CX3CL1/SLC8A2/CALM3/JPH4/TSPOAP1/SV2A,0.03101550370630135,21/307,BP,1,SLC17A7,0,,0.06840390879478828
Oligo-3_up_AA,maintenance of location,DBN1/FLNA/VPS13A/PLCB1/HK1/PLCB2/JPH3/PTPRC/CX3CL1/SORL1/CALM3/JPH4,0.031817180211380636,12/307,BP,0,,0,,0.03908794788273615
Oligo-3_up_AA,glutamate receptor signaling pathway,PLCB1/FRRS1L/GRIN1/GRM5/NECAB2/CX3CL1,0.032012215936896043,6/307,BP,0,,0,,0.019543973941368076
Oligo-3_up_AA,retrograde trans-synaptic signaling,CNR1/PLCB1/SYT4,0.03274612209768591,3/307,BP,0,,0,,0.009771986970684038
Oligo-3_up_AA,regulation of postsynaptic cytosolic calcium ion concentration,GRM5/ATP2B2/SLC8A2,0.03274612209768591,3/307,BP,0,,0,,0.009771986970684038
Oligo-3_up_AA,positive regulation of cell morphogenesis,BAIAP2/DBN1/CAPRIN2/LRP8/CAMK2B,0.03375025404321652,5/307,BP,0,,0,,0.016286644951140065
Oligo-3_up_AA,regulation of cell junction assembly,CBLN2/EFNB3/DMTN/IQSEC2/SLC12A5/ADGRB1/CASKIN1/RTN4R/SLIT1/SNAP25/ICAM5/HOPX/DCLK1/CLSTN3,0.035300776953779575,14/307,BP,0,,0,,0.04560260586319218
