Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2to8,Feature log2 fold change topic 2to8,Feature count topic 9,Feature log2 fold change topic 9,Feature count topic 10,Feature log2 fold change topic 10
ENSG00000131462,TUBG1,3,-3.6421,48,1.03779,56,0.52392,10,-2.0505
ENSG00000037042,TUBG2,3,-4.5268,87,0.98985,81,0.13909,47,-0.7081
ENSG00000108797,CNTNAP1,23,-2.7344,188,2.05507,85,-0.8396,27,-2.5507
ENSG00000108799,EZH1,3,-3.5255,41,0.55396,43,0.21702,38,0.03217
ENSG00000131477,RAMP2,3,-2.7906,11,-2.1800,124,3.27115,30,0.38580
ENSG00000131475,VPS25,3,-3.0189,30,0.74991,35,0.45929,15,-0.8769
ENSG00000183978,COA3,218,0.86373,121,-0.3036,143,0.15689,87,-0.6168
ENSG00000126581,BECN1,130,1.00480,69,-0.1270,53,-0.4745,44,-0.7381
ENSG00000131467,PSME3,55,-0.0552,66,0.85551,39,-0.6103,15,-1.9987
ENSG00000266967,AARSD1,3,-4.2514,73,1.05935,72,0.26220,29,-1.1659
ENSG00000198863,RUNDC1,3,-2.9996,32,1.61870,19,-0.4615,8,-1.6541
ENSG00000131469,RPL27,1008,0.77199,512,-0.8310,711,0.19015,1015,0.78422
ENSG00000108828,VAT1,91,1.25966,30,-1.2807,62,0.60960,67,0.72336
ENSG00000108830,RND2,15,-0.9777,22,-0.9389,59,1.18776,57,1.13043
ENSG00000188554,NBR1,3,-4.3518,70,0.28468,56,-0.2688,113,0.88658
ENSG00000175906,ARL4D,3,-2.4463,21,1.35610,18,0.06952,3,-2.5197
ENSG00000108861,DUSP3,3,-4.9724,128,1.72496,74,-0.4972,38,-1.4814
ENSG00000108852,MPP2,41,-0.7198,68,0.16764,64,-0.0254,75,0.21964
ENSG00000091947,TMEM101,231,3.44410,22,-1.9841,14,-1.6991,20,-1.1221
ENSG00000161654,LSM12,3,-2.8869,26,0.46812,27,0.21669,26,0.11462
ENSG00000141349,G6PC3,311,2.75803,42,-1.7279,82,0.21203,31,-1.2859
ENSG00000108840,HDAC5,107,0.11766,99,-0.0433,115,0.22786,83,-0.2839
ENSG00000168591,TMUB2,4,-3.4979,56,0.86095,54,0.19003,33,-0.5913
ENSG00000087152,ATXN7L3,3,-4.8740,120,1.74933,72,-0.4338,31,-1.6902
ENSG00000108312,UBTF,3,-4.5534,88,0.91812,97,0.39957,39,-1.0088
ENSG00000108309,RUNDC3A,168,-1.2438,452,1.17685,355,-0.0901,75,-2.4429
ENSG00000013306,SLC25A39,3,-3.6624,42,0.14096,85,1.22013,27,-0.6631
ENSG00000030582,GRN,510,2.95879,60,-1.8887,116,0.08478,49,-1.2520
ENSG00000161682,FAM171A2,3,-4.1032,70,1.61008,49,-0.2041,16,-1.9100
ENSG00000186566,GPATCH8,60,1.11457,27,-0.5059,18,-0.7860,38,0.34757
ENSG00000180329,CCDC43,3,-2.8017,25,0.66538,16,-0.5507,28,0.38286
ENSG00000073670,ADAM11,78,-0.2467,112,1.32903,47,-1.0385,8,-3.6477
ENSG00000108883,EFTUD2,3,-3.9913,64,1.47957,39,-0.4424,26,-1.0572
ENSG00000131095,GFAP,8965,1.84102,480,-4.2864,6268,1.16163,12891,2.64116
ENSG00000131094,C1QL1,3,-3.4560,28,-0.8462,72,1.18504,80,1.37310
ENSG00000172992,DCAKD,3,-3.1663,28,-0.0911,55,1.05645,33,0.20446
ENSG00000136448,NMT1,3,-4.5305,88,1.00434,61,-0.3062,66,-0.1892
ENSG00000161714,PLCD3,217,2.12221,40,-1.6429,61,-0.1338,103,0.71643
ENSG00000186834,HEXIM1,40,-0.2323,55,1.12194,17,-1.4854,18,-1.4172
ENSG00000184922,FMNL1,214,2.34055,51,-0.6140,15,-2.0350,5,-3.5171
ENSG00000225190,PLEKHM1,3,-2.4642,17,-0.1610,39,1.30161,16,-0.1819
ENSG00000186868,MAPT,39,-2.8927,335,1.52763,144,-0.9785,165,-0.7669
ENSG00000120071,KANSL1,3,-3.3164,36,0.64988,27,-0.2513,38,0.26981
ENSG00000073969,NSF,177,-1.6053,664,2.37852,156,-1.7887,49,-3.4957
ENSG00000108433,GOSR2,173,2.04884,43,-0.9305,48,-0.2132,26,-1.1657
ENSG00000179673,RPRML,3,-3.1471,37,2.11567,12,-1.2808,9,-1.6640
ENSG00000004897,CDC27,3,-3.9163,57,0.97438,66,0.48130,18,-1.5127
ENSG00000141279,NPEPPS,13,-2.5960,93,1.16797,57,-0.4653,52,-0.6147
ENSG00000108424,KPNB1,28,-2.2531,128,0.19908,161,0.43940,145,0.26964
ENSG00000198933,TBKBP1,3,-2.6483,22,0.42992,41,1.18420,4,-2.2813
ENSG00000159111,MRPL10,73,0.88822,41,-0.1396,34,-0.3474,30,-0.5657
ENSG00000141295,SCRN2,3,-2.3996,19,0.66071,9,-0.9266,23,0.51998
ENSG00000264920,AC018521.5,73,1.08117,31,-0.8167,47,0.31996,45,0.26827
ENSG00000108439,PNPO,3,-3.4655,39,0.46058,59,0.82324,22,-0.7192
ENSG00000108465,CDK5RAP3,3,-3.7044,44,0.22530,59,0.56236,50,0.27981
ENSG00000082641,NFE2L1,341,1.23207,151,-0.3669,150,-0.1441,95,-0.8618
ENSG00000108468,CBX1,41,-0.5621,59,0.04748,57,-0.0262,73,0.35960
ENSG00000002919,SNX11,3,-2.5468,19,0.03279,38,1.17168,14,-0.4258
ENSG00000136436,CALCOCO2,74,1.73144,16,-1.6346,44,0.77154,39,0.57483
ENSG00000159199,ATP5MC1,209,0.07159,219,0.48235,161,-0.3386,99,-1.0952
ENSG00000159202,UBE2Z,22,-2.4350,130,1.05455,80,-0.5088,86,-0.3837
ENSG00000159210,SNF8,29,-0.7520,44,-0.2098,86,1.02926,39,-0.2645
ENSG00000198740,ZNF652,3,-2.6216,16,-0.8754,14,-0.4933,70,2.27224
ENSG00000167085,PHB,88,0.06344,85,0.02203,85,-0.0041,79,-0.1153
ENSG00000182575,NXPH3,45,1.56835,15,-0.6104,2,-3.2941,25,0.50829
ENSG00000121067,SPOP,65,-0.0131,62,-0.2428,78,0.28079,77,0.27306
ENSG00000121073,SLC35B1,50,0.28899,47,0.61628,15,-1.5451,26,-0.7422
ENSG00000136504,KAT7,46,-0.0740,53,0.52276,32,-0.6459,33,-0.6071
ENSG00000005884,ITGA3,131,2.98202,17,-1.6584,23,-0.2687,6,-2.2350
ENSG00000005882,PDK2,43,-1.0316,94,0.56111,114,0.48565,33,-1.4564
ENSG00000167100,SAMD14,26,-0.2004,31,0.38676,32,0.16499,14,-1.1423
ENSG00000108819,PPP1R9B,7,-3.8001,114,0.91536,128,0.42734,46,-1.1637
ENSG00000108826,MRPL27,10,-2.8518,77,0.89396,53,-0.3368,60,-0.1436
ENSG00000108829,LRRC59,52,0.52405,38,0.00479,31,-0.3168,30,-0.3606
ENSG00000136444,RSAD1,3,-2.2552,16,0.16406,24,0.74114,15,-0.0438
ENSG00000006282,SPATA20,3,-3.2837,33,0.31034,53,0.86253,24,-0.4034
ENSG00000154945,ANKRD40,59,-0.5245,49,-1.6926,55,-0.6303,364,2.83431
ENSG00000108848,LUC7L3,353,1.63310,98,-1.2347,120,-0.2119,218,0.75932
ENSG00000141232,TOB1,3,-3.4396,22,-1.5257,96,1.75050,95,1.73575
ENSG00000008294,SPAG9,56,-0.9767,95,-0.4595,110,0.06131,227,1.28846
ENSG00000239672,NME1,64,-0.8130,132,1.36118,55,-1.0388,34,-1.7402
ENSG00000243678,NME2,471,0.72294,270,-0.4983,371,0.32326,304,0.00124
ENSG00000011260,UTP18,3,-3.2597,39,1.82229,10,-1.7053,19,-0.7083
ENSG00000154975,CA10,3,-4.4783,93,2.07409,35,-1.1107,27,-1.4730
ENSG00000166260,COX11,3,-4.0036,62,1.08853,39,-0.4528,44,-0.2441
ENSG00000108924,HLF,3,-5.0644,141,2.16104,64,-0.8171,26,-2.1264
ENSG00000108960,MMD,24,-2.4937,163,2.23053,38,-1.8073,41,-1.6778
ENSG00000153933,DGKE,4,-3.1202,46,2.07136,21,-0.8026,7,-2.4422
ENSG00000121064,SCPEP1,59,0.56197,41,-0.0575,55,0.44270,15,-1.5599
ENSG00000121057,AKAP1,3,-3.5501,45,1.04499,38,0.02883,23,-0.7800
ENSG00000153944,MSI2,68,0.11861,48,-1.0438,128,1.18100,102,0.77993
ENSG00000181610,MRPS23,3,-4.1223,67,1.12229,64,0.21522,24,-1.2750
ENSG00000180891,CUEDC1,173,2.68531,15,-2.7022,30,-0.4756,102,1.54851
ENSG00000136451,VEZF1,56,1.52161,15,-1.4137,22,-0.0946,46,1.14281
ENSG00000136450,SRSF1,26,-1.1327,58,0.25901,35,-0.6952,84,0.68155
ENSG00000264364,DYNLL2,110,-1.9283,451,0.86308,286,-0.4888,347,-0.1864
ENSG00000005379,TSPOAP1,3,-4.0860,71,2.10980,31,-0.8989,15,-1.9695
ENSG00000213246,SUPT4H1,27,-1.3072,70,0.47448,75,0.24991,49,-0.4326
ENSG00000108389,MTMR4,55,0.38674,49,0.68362,20,-1.1805,16,-1.5298
ENSG00000108387,SEPTIN4,7,-5.3873,144,-2.0489,106,-1.4931,1683,3.74778
ENSG00000108384,RAD51C,3,-2.9642,30,1.03687,29,0.23745,10,-1.3086
ENSG00000175175,PPM1E,3,-3.1050,37,2.29897,16,-0.8336,2,-3.6659
ENSG00000108395,TRIM37,3,-5.2232,162,2.66878,44,-1.5397,28,-2.2154
ENSG00000182628,SKA2,3,-3.2677,28,-0.4643,47,0.68444,65,1.24679
ENSG00000153982,GDPD1,3,-2.8922,30,1.75468,6,-2.0982,17,-0.5041
ENSG00000175155,YPEL2,3,-3.0777,33,1.16613,5,-2.4501,35,0.39445
ENSG00000108406,DHX40,3,-2.4915,17,-0.1800,30,0.84881,26,0.55962
ENSG00000141367,CLTC,22,-4.0998,427,1.54629,264,-0.4107,152,-1.2581
ENSG00000141378,PTRH2,26,0.20380,25,0.58055,12,-0.8973,12,-0.9892
ENSG00000062716,VMP1,3,-4.0418,55,0.15990,87,0.81960,57,0.10282
ENSG00000108443,RPS6KB1,3,-2.5153,21,0.66741,6,-1.6537,30,0.77039
ENSG00000167434,CA4,3,-3.0897,32,0.83375,37,0.46648,13,-1.1440
ENSG00000170832,USP32,3,-2.6530,21,0.30028,10,-1.0796,39,1.08620
ENSG00000062725,APPBP2,34,-0.5662,52,0.31798,42,-0.2517,49,0.01088
ENSG00000141376,BCAS3,3,-3.2916,37,0.93990,39,0.34489,15,-1.1487
ENSG00000108510,MED13,3,-2.6641,22,0.32425,34,0.83627,15,-0.5128
ENSG00000146872,TLK2,3,-2.5883,23,0.96058,12,-0.7701,20,0.01863
ENSG00000170921,TANC2,3,-4.0890,70,1.86697,28,-1.0120,25,-1.1901
ENSG00000008283,CYB561,3,-3.7428,58,2.56756,20,-1.1715,5,-3.1714
ENSG00000136485,DCAF7,3,-3.9323,57,0.85436,41,-0.2778,49,0.00711
ENSG00000136463,TACO1,3,-2.5427,23,1.17067,14,-0.4607,12,-0.6409
ENSG00000266173,STRADA,3,-2.8705,30,0.76560,35,0.46593,14,-0.9801
ENSG00000136490,LIMD2,62,1.19115,31,0.07798,22,-0.4762,3,-3.1405
ENSG00000108588,CCDC47,3,-4.2994,73,0.76762,59,-0.1258,65,0.04875
ENSG00000198231,DDX42,3,-4.3067,75,0.96570,41,-0.6996,70,0.15857
ENSG00000087191,PSMC5,406,1.01006,203,-0.3782,227,0.03957,160,-0.5094
ENSG00000266402,SNHG25,1012,2.53424,113,-2.3993,389,0.67499,390,0.67970
ENSG00000136478,TEX2,3,-4.0636,60,0.56944,50,-0.1094,67,0.35081
ENSG00000108654,DDX5,247,-0.0199,243,-0.1392,277,0.16448,278,0.17040
ENSG00000120063,GNA13,3,-2.7698,12,-1.9132,85,2.46765,49,1.35061
ENSG00000154229,PRKCA,30,-2.7762,220,0.95128,234,0.35427,77,-1.3742
ENSG00000198265,HELZ,3,-2.9884,31,1.22209,14,-0.9355,22,-0.2308
ENSG00000197170,PSMD12,3,-4.1898,72,1.36537,39,-0.6225,41,-0.5784
ENSG00000154217,PITPNC1,30,-0.2737,31,-0.6100,71,1.16339,40,0.18302
ENSG00000130935,NOL11,3,-2.4022,20,0.82928,7,-1.3099,22,0.43823
ENSG00000171634,BPTF,3,-3.8621,40,-0.6114,72,0.70770,111,1.46315
ENSG00000182481,KPNA2,3,-4.0785,67,1.43597,45,-0.2965,25,-1.1638
ENSG00000278730,AC005332.6,128,2.60254,15,-2.2539,32,0.04607,52,0.83755
ENSG00000196704,AMZ2,246,1.58882,88,-0.4361,49,-1.0589,64,-0.6553
ENSG00000108946,PRKAR1A,177,-1.1569,456,1.32677,181,-1.1268,187,-1.0767
ENSG00000154265,ABCA5,3,-2.9947,33,2.10397,12,-1.0984,7,-1.9702
ENSG00000125398,SOX9,3,-3.9192,34,-1.3146,146,1.93354,103,1.26467
ENSG00000180616,SSTR2,55,-0.1316,73,1.24452,19,-1.7398,17,-1.9008
ENSG00000166685,COG1,32,-0.3061,47,1.14788,17,-1.2717,14,-1.5891
ENSG00000133193,FAM104A,3,-2.5826,22,0.70375,22,0.21509,14,-0.4366
ENSG00000179604,CDC42EP4,114,0.83557,42,-1.6436,179,1.66755,100,0.62309
ENSG00000172809,RPL38,796,-0.2804,777,-0.8010,1130,0.28065,2137,1.38377
ENSG00000141540,TTYH2,37,-0.9218,26,-2.6427,79,0.24832,380,3.49448
ENSG00000109062,SLC9A3R1,105,0.43231,53,-1.4236,218,1.73497,108,0.48323
ENSG00000109065,NAT9,3,-2.4894,21,1.03827,10,-0.8359,17,-0.0879
ENSG00000161509,GRIN2C,37,-0.1333,34,-0.6568,85,1.27401,40,-0.0086
ENSG00000167861,HID1,3,-4.0647,62,0.81836,61,0.20292,41,-0.4435
ENSG00000167862,MRPL58,3,-2.8112,26,0.72341,21,-0.1410,22,-0.0168
ENSG00000180901,KCTD2,6,-3.5579,87,1.08238,62,-0.2557,54,-0.4789
ENSG00000167863,ATP5PD,60,-1.9569,250,0.89794,183,-0.2564,159,-0.4741
ENSG00000125458,NT5C,3,-2.3986,14,-0.7587,34,1.17555,34,1.16155
ENSG00000189159,JPT1,3,-5.3512,171,2.07870,101,-0.4250,17,-3.0805
ENSG00000188612,SUMO2,209,-0.3841,281,0.27283,293,0.15423,195,-0.4893
ENSG00000125450,NUP85,3,-2.2767,16,0.25161,18,0.19568,20,0.41966
ENSG00000125447,GGA3,3,-3.6589,51,1.56146,31,-0.4049,16,-1.3907
ENSG00000125445,MRPS7,3,-4.7412,102,1.05445,83,-0.0696,61,-0.5360
ENSG00000177885,GRB2,47,-1.3301,131,1.02616,66,-0.8097,79,-0.5198
ENSG00000177728,TMEM94,14,-2.3008,67,0.02055,126,1.05749,58,-0.2190
ENSG00000177303,CASKIN2,6,-1.9715,17,-1.2518,57,1.44393,60,1.54956
ENSG00000108469,RECQL5,3,-2.2751,16,0.27465,14,-0.1179,23,0.62492
ENSG00000161526,SAP30BP,97,0.96857,45,-0.6951,65,0.28892,60,0.17581
ENSG00000132470,ITGB4,64,1.74032,5,-3.7343,63,1.70800,75,2.04096
ENSG00000132475,H3F3B,403,0.59648,178,-1.5363,532,1.07540,618,1.34929
ENSG00000132471,WBP2,162,-1.2881,438,0.99840,236,-0.7157,260,-0.5674
ENSG00000132481,TRIM47,3,-2.7518,14,-1.3978,65,1.90506,48,1.34637
ENSG00000204316,MRPL38,86,0.46241,66,0.09278,69,0.10869,30,-1.1745
ENSG00000161533,ACOX1,3,-3.7128,43,0.10138,54,0.38988,64,0.66702
ENSG00000257949,TEN1,3,-2.2508,18,0.82433,11,-0.4595,15,-0.0439
ENSG00000167881,SRP68,3,-4.0404,62,0.99162,57,0.10589,34,-0.7051
ENSG00000182473,EXOC7,325,2.13065,75,-1.0492,72,-0.5046,69,-0.5596
ENSG00000141576,RNF157,3,-4.7077,106,1.62821,76,-0.1550,22,-2.0129
ENSG00000185262,UBALD2,3,-3.5617,43,0.75739,40,0.06901,34,-0.1938
ENSG00000161542,PRPSAP1,3,-3.3975,39,0.87389,31,-0.1238,29,-0.2294
ENSG00000175931,UBE2O,3,-4.2406,81,2.48668,28,-1.2074,11,-2.4985
ENSG00000161544,CYGB,3,-2.5057,21,0.72890,27,0.62576,7,-1.4183
ENSG00000163597,SNHG16,117,1.79537,27,-1.4352,81,1.10339,27,-0.6583
ENSG00000182534,MXRA7,385,1.35850,145,-0.7365,160,-0.1322,178,0.04447
ENSG00000070495,JMJD6,3,-2.2127,17,0.79574,7,-1.1319,19,0.38008
ENSG00000181038,METTL23,3,-2.2276,17,0.54699,19,0.38029,11,-0.4077
ENSG00000161547,SRSF2,111,0.09274,110,0.26638,125,0.28321,39,-1.5053
ENSG00000167889,MGAT5B,3,-4.1470,70,1.37999,74,0.42840,2,-4.4449
ENSG00000129657,SEC14L1,7,-2.6886,52,0.97649,44,-0.0121,28,-0.7329
ENSG00000184640,SEPTIN9,3,-4.2039,64,0.38704,80,0.48475,63,0.09796
ENSG00000078687,TNRC6C,139,1.19425,56,-0.7930,44,-0.6868,109,0.76539
ENSG00000108639,SYNGR2,56,1.22182,12,-2.3245,55,1.19915,74,1.75778
ENSG00000183077,AFMID,3,-2.6980,21,0.10473,13,-0.6894,43,1.20293
ENSG00000204278,TMEM235,3,-2.3506,8,-2.0708,14,-0.2572,90,3.38121
ENSG00000087157,PGS1,22,0.17468,20,0.11492,15,-0.3866,18,-0.1027
ENSG00000108669,CYTH1,43,0.00649,32,-1.0417,60,0.55158,98,1.41261
ENSG00000035862,TIMP2,357,0.47149,248,-0.3362,331,0.34305,252,-0.0975
ENSG00000108679,LGALS3BP,260,2.56988,22,-2.9157,130,1.15516,110,0.86142
ENSG00000171302,CANT1,3,-3.3791,39,0.87847,42,0.35830,18,-0.9664
ENSG00000167281,RBFOX3,201,0.85826,134,0.63858,51,-1.3013,6,-4.4468
ENSG00000141582,CBX4,3,-3.6093,45,0.77036,26,-0.6584,50,0.37592
ENSG00000167291,TBC1D16,78,2.24486,16,-1.2493,29,0.42045,6,-1.8329
ENSG00000171298,GAA,36,0.08820,33,-0.2334,50,0.62150,28,-0.2880
ENSG00000141543,EIF4A3,3,-3.2111,30,-0.0225,61,1.20311,26,-0.2084
ENSG00000181045,SLC26A11,55,1.29514,22,-0.5801,34,0.48358,10,-1.3488
ENSG00000173821,RNF213,3,-2.3130,13,-0.7750,26,0.79771,39,1.50173
ENSG00000173818,ENDOV,25,0.36512,21,0.26926,14,-0.5654,13,-0.6231
ENSG00000171246,NPTX1,104,-2.4808,712,2.60742,153,-1.9129,93,-2.6386
ENSG00000141564,RPTOR,3,-3.1874,36,1.33688,21,-0.5243,18,-0.7669
ENSG00000226137,BAIAP2-DT,3,-3.7373,54,1.43620,38,-0.1958,17,-1.4138
ENSG00000175866,BAIAP2,3,-5.9861,280,3.22045,51,-2.0990,34,-2.6897
ENSG00000181409,AATK,3,-5.2775,116,-0.3304,91,-0.4930,344,1.76520
ENSG00000224877,NDUFAF8,3,-5.6951,166,-0.0283,250,0.65688,256,0.70032
ENSG00000157637,SLC38A10,89,1.23409,28,-1.4023,101,1.46948,38,-0.1922
ENSG00000266074,BAHCC1,3,-2.2564,19,1.22295,12,-0.3579,8,-1.0004
ENSG00000184009,ACTG1,571,-1.0940,1248,0.41019,1400,0.31163,846,-0.4924
ENSG00000182446,NPLOC4,167,1.93913,44,-0.8720,45,-0.3450,33,-0.7903
ENSG00000204237,OXLD1,40,0.47269,30,0.14337,24,-0.3226,19,-0.6916
ENSG00000214087,ARL16,56,0.15339,53,0.13802,50,-0.0343,37,-0.5086
ENSG00000185359,HGS,131,0.85844,73,-0.2893,79,0.02882,58,-0.4705
ENSG00000262814,MRPL12,182,1.30424,75,-0.4807,75,-0.1959,59,-0.5508
ENSG00000225663,MCRIP1,148,-0.1737,170,0.15413,164,-0.0079,147,-0.1878
ENSG00000185624,P4HB,690,2.54372,116,-1.4182,153,-0.2124,93,-0.9827
ENSG00000141522,ARHGDIA,251,-0.0614,285,0.47785,200,-0.4205,163,-0.7385
ENSG00000183684,ALYREF,3,-2.3233,15,-0.3672,47,1.84651,8,-1.1153
ENSG00000141552,ANAPC11,101,-0.7423,157,-0.1604,246,0.67593,181,0.16569
ENSG00000185813,PCYT2,96,0.34674,77,-0.0460,90,0.24216,52,-0.6345
ENSG00000197063,MAFG,73,0.31010,66,0.47914,39,-0.6805,29,-1.1009
ENSG00000169696,ASPSCR1,80,1.44109,28,-0.8125,34,-0.0203,34,-0.0171
ENSG00000169689,CENPX,4,-3.9534,74,0.64457,85,0.41632,52,-0.3751
ENSG00000169750,RAC3,3,-3.2770,43,3.32059,8,-1.9778,0,-5.5492
ENSG00000169738,DCXR,381,1.52300,117,-1.0909,269,0.89506,100,-0.7012
ENSG00000169733,RFNG,71,0.95662,37,-0.3045,41,0.02969,27,-0.6332
ENSG00000169727,GPS1,3,-4.7508,101,0.91683,95,0.14602,62,-0.5309
ENSG00000169718,DUS1L,27,-0.4666,37,0.06602,60,0.82080,19,-1.0186
ENSG00000169710,FASN,41,-2.0086,176,0.81786,153,-0.0019,105,-0.5880
ENSG00000141551,CSNK1D,80,-0.1484,97,0.50862,76,-0.2207,47,-0.9795
ENSG00000178927,CYBC1,65,1.63609,20,-0.8972,23,-0.1097,24,-0.1018
ENSG00000141562,NARF,3,-3.9163,59,1.19712,51,0.08715,21,-1.2508
ENSG00000141568,FOXK2,3,-3.4788,42,0.87920,48,0.46081,17,-1.1892
ENSG00000141580,WDR45B,131,1.01261,60,-0.6887,64,-0.1638,97,0.49284
ENSG00000141542,RAB40B,85,-0.6510,136,0.24070,79,-0.7688,180,0.53744
ENSG00000141560,FN3KRP,3,-3.5015,40,0.48992,46,0.38059,36,-0.0367
ENSG00000167363,FN3K,140,2.97325,18,-1.6628,21,-0.5363,11,-1.4681
ENSG00000141556,TBCD,162,1.36424,68,-0.2914,53,-0.4908,35,-1.1284
ENSG00000101557,USP14,3,-4.4319,93,1.63433,40,-0.9407,45,-0.7625
ENSG00000141433,ADCYAP1,3,-2.8967,32,2.35185,14,-0.7756,0,-5.9406
ENSG00000101596,SMCHD1,3,-2.4319,18,0.21528,25,0.60910,18,0.07123
ENSG00000101577,LPIN2,3,-3.4209,41,1.11097,44,0.39517,9,-1.9577
ENSG00000101608,MYL12A,43,1.04403,10,-2.3751,98,2.71505,18,-0.3236
ENSG00000118680,MYL12B,246,0.03251,252,0.21945,295,0.32149,109,-1.2345
ENSG00000170579,DLGAP1,68,-1.4937,238,2.35840,46,-2.0856,24,-3.0039
ENSG00000263753,LINC00667,78,1.17966,35,-0.4552,27,-0.5610,38,-0.0163
ENSG00000082397,EPB41L3,6,-4.4132,155,1.20555,52,-1.3942,143,0.16776
ENSG00000173482,PTPRM,3,-3.7649,54,1.32352,54,0.32867,6,-2.8056
ENSG00000206418,RAB12,52,0.97372,30,0.24349,12,-1.3470,13,-1.2436
ENSG00000178127,NDUFV2,105,-0.4987,158,0.53795,147,0.03641,75,-0.9978
ENSG00000101745,ANKRD12,377,1.07329,187,-0.2762,80,-1.3921,222,0.17653
ENSG00000017797,RALBP1,293,1.86466,88,-0.5927,43,-1.2994,62,-0.7661
ENSG00000168461,RAB31,120,1.05013,45,-1.2529,112,0.92496,92,0.59876
ENSG00000101558,VAPA,232,0.06254,233,0.23418,196,-0.2018,167,-0.4547
ENSG00000154856,APCDD1,3,-3.9470,33,-1.4075,162,2.10472,101,1.18359
ENSG00000134265,NAPG,3,-4.5531,98,2.03029,29,-1.4421,38,-1.0491
ENSG00000141404,GNAL,3,-4.4769,87,1.19584,103,0.58635,6,-3.5098
ENSG00000255112,CHMP1B,102,0.25916,85,-0.0778,124,0.59122,44,-1.0572
ENSG00000154889,MPPE1,3,-2.5904,23,0.93272,19,-0.0008,12,-0.6697
ENSG00000141385,AFG3L2,5,-3.0669,49,1.08937,36,-0.2180,28,-0.6212
ENSG00000134278,SPIRE1,3,-4.1461,64,0.67318,64,0.18936,53,-0.1133
ENSG00000128789,PSMG2,30,-0.4337,41,0.07292,49,0.31296,37,-0.1296
ENSG00000085415,SEH1L,3,-3.7439,52,1.26035,39,-0.1598,23,-0.9874
ENSG00000168675,LDLRAD4,16,-1.7065,47,-0.1779,28,-0.8830,117,1.48137
ENSG00000177150,FAM210A,3,-2.3218,18,0.55560,21,0.44945,11,-0.5120
ENSG00000101654,RNMT,85,0.50921,71,0.74121,21,-1.6579,21,-1.6803
ENSG00000067900,ROCK1,16,-0.7441,17,-1.4726,63,1.46573,66,1.55578
ENSG00000167088,SNRPD1,52,-0.3500,67,0.11515,80,0.33125,52,-0.3403
ENSG00000101752,MIB1,61,0.56591,46,0.39866,23,-0.9438,21,-1.0937
ENSG00000134508,CABLES1,3,-3.1182,34,1.35683,32,0.20456,4,-2.6659
ENSG00000101782,RIOK3,3,-2.8320,24,0.34102,14,-0.7256,40,0.92773
ENSG00000141458,NPC1,3,-3.0644,14,-1.9971,43,0.75548,126,2.93896
ENSG00000141447,OSBPL1A,3,-4.5850,90,0.69138,67,-0.2807,97,0.31351
ENSG00000154059,IMPACT,3,-2.4550,18,0.19507,15,-0.2630,30,0.85960
ENSG00000141380,SS18,3,-2.3806,11,-1.3251,40,1.47916,44,1.66396
ENSG00000134504,KCTD1,3,-3.6541,54,2.32783,26,-0.6965,2,-4.2662
ENSG00000171885,AQP4,442,0.06613,168,-2.6069,1415,2.16831,1214,1.84840
ENSG00000170558,CDH2,3,-4.2372,74,1.28386,34,-0.8840,53,-0.2211
ENSG00000118271,TTR,146243,11.6754,35,-10.414,147,-6.7892,5,-11.665
ENSG00000118276,B4GALT6,3,-3.8747,65,3.16121,13,-1.9388,4,-3.4541
ENSG00000153339,TRAPPC8,3,-2.4937,20,0.44440,32,0.91379,8,-1.1694
ENSG00000141441,GAREM1,3,-2.3767,16,-0.1919,22,0.43734,30,0.95216
ENSG00000101746,NOL4,3,-3.2329,42,3.33486,7,-2.0733,1,-5.0505
ENSG00000134769,DTNA,65,-1.0876,113,-0.6394,244,1.02548,220,0.84315
ENSG00000166974,MAPRE2,12,-4.4257,287,1.19798,119,-1.0779,244,0.03585
ENSG00000186812,ZNF397,3,-2.3092,13,-0.6853,17,0.05382,46,1.82632
ENSG00000172466,ZNF24,102,1.58605,27,-1.4127,36,-0.1631,78,1.10146
ENSG00000141429,GALNT1,3,-3.1568,32,0.55349,26,-0.1437,35,0.32699
ENSG00000141428,C18orf21,3,-2.1937,16,0.37623,27,1.01753,6,-1.3821
ENSG00000141425,RPRD1A,41,-1.6992,152,1.17859,68,-0.9575,91,-0.5182
ENSG00000141424,SLC39A6,8,-2.2502,38,0.28016,31,-0.2556,56,0.69996
ENSG00000134759,ELP2,3,-3.6096,47,1.07643,33,-0.2767,30,-0.4365
ENSG00000134775,FHOD3,3,-3.5474,51,2.87057,10,-1.9273,6,-2.6361
ENSG00000134779,TPGS2,3,-4.8295,109,1.07131,89,-0.0554,63,-0.5861
ENSG00000101489,CELF4,3,-6.1778,313,2.67573,102,-1.2764,40,-2.6438
ENSG00000078142,PIK3C3,14,-1.2525,34,0.22707,29,-0.1531,43,0.46058
ENSG00000152214,RIT2,3,-2.1177,19,2.63889,1,-3.2388,3,-1.9590
ENSG00000132872,SYT4,3,-6.1018,306,3.53386,56,-2.0933,19,-3.6639
ENSG00000141469,SLC14A1,3,-3.2505,21,-1.3472,70,1.39996,88,1.83123
ENSG00000152234,ATP5F1A,136,-1.6194,472,1.24290,306,-0.3862,156,-1.4125
ENSG00000152242,C18orf25,3,-2.4538,19,0.54308,25,0.58084,11,-0.6790
ENSG00000141622,RNF165,3,-2.9057,31,1.88456,20,-0.3208,1,-3.8398
