top,model_type,test,gene,stat,pval,fdr,gene_index,logFC,ensembl,in_rows,in_rows_top20,results
10,pairwise,Sp09D04-Sp09D09,SEMA3C,10.013924621447162,3.1059449035658056e-20,2.7634035513439768e-17,4712,3.2764137277864966,ENSG00000075223,,,
1,pairwise,Sp09D05-Sp09D06,CXCL14,13.733688319131353,8.51542435209938e-33,1.0606812572974988e-29,3574,2.4619250501105565,ENSG00000145824,,,
2,pairwise,Sp09D05-Sp09D06,SLC1A2,12.979391798736664,3.6456780363701156e-30,2.3900297695276927e-27,6685,1.8538829639856615,ENSG00000110436,,,
3,pairwise,Sp09D05-Sp09D06,DDN,12.448041501630748,2.492755974607377e-28,1.2937403508212288e-25,7432,1.5483806633662622,ENSG00000181418,,,
4,pairwise,Sp09D05-Sp09D06,TSPAN7,12.27861741023706,9.501893151128906e-28,4.383540040387469e-25,12082,0.9979769796420275,ENSG00000156298,,,
5,pairwise,Sp09D05-Sp09D06,CPE,12.273395511396576,9.901217295734188e-28,4.404627236988038e-25,3175,1.0628790262317036,ENSG00000109472,,,
6,pairwise,Sp09D05-Sp09D06,ALDOC,12.16316264878433,2.3584382757279384e-27,9.476357149182967e-25,9713,0.9288984282557777,ENSG00000109107,,,
7,pairwise,Sp09D05-Sp09D06,CCK,12.024436629038489,7.009229966353134e-27,2.3596477962403956e-24,2212,1.8879992659354201,ENSG00000187094,,,
8,pairwise,Sp09D05-Sp09D06,SPARCL1,11.876243218256477,2.2351214952484965e-26,6.790408132881774e-24,3013,1.152615740225725,ENSG00000152583,,,
9,pairwise,Sp09D05-Sp09D06,HOPX,11.732050697343388,6.879753263571106e-26,1.9475956057054928e-23,2943,1.696599921712619,ENSG00000171476,,,
10,pairwise,Sp09D05-Sp09D06,CPLX2,11.312353516487077,1.7706502271885673e-24,4.1613621188416595e-22,3738,1.4674372516753476,ENSG00000145920,,,
1,pairwise,Sp09D05-Sp09D07,CXCL14,12.905283312820048,6.587736168766356e-30,8.205684171815374e-26,3574,2.3134237160709716,ENSG00000145824,,,
2,pairwise,Sp09D05-Sp09D07,MT1H,11.843309474163638,2.890540309475772e-26,1.8002285047415108e-22,9269,4.179620119570322,ENSG00000205358,,,
3,pairwise,Sp09D05-Sp09D07,MT1F,11.260153202979827,2.644822576933999e-24,1.0981303339429963e-20,9267,1.2972179263948824,ENSG00000198417,,,
4,pairwise,Sp09D05-Sp09D07,TUBB2B,11.129322966781464,7.210168935886245e-24,2.2452466066349765e-20,3821,1.0849533443423187,ENSG00000137285,,,
5,pairwise,Sp09D05-Sp09D07,SLC10A4,10.786050111333799,9.819878854017275e-23,2.4463282201127836e-19,2919,3.39044967106262,ENSG00000145248,,,
6,pairwise,Sp09D05-Sp09D07,GLUL,10.745445323599357,1.3347411904547794e-22,2.770922711384122e-19,982,1.0496578170128128,ENSG00000135821,,,
7,pairwise,Sp09D05-Sp09D07,CKB,10.285790949550439,4.173899205521624e-21,7.427155500568192e-18,8505,0.6257765933503965,ENSG00000166165,,,
8,pairwise,Sp09D05-Sp09D07,FSTL5,10.137022003417059,1.2552944197234918e-20,1.9544934115094766e-17,3167,2.497127921420052,ENSG00000168843,,,
9,pairwise,Sp09D05-Sp09D07,ALDOC,10.066362821327251,2.1127147651336376e-20,2.9239972349449545e-17,9713,0.7687662224855494,ENSG00000109107,,,
10,pairwise,Sp09D05-Sp09D07,PRKCA,10.015351580385202,3.0735812850104786e-20,3.774998711027954e-17,10040,1.1123957677587297,ENSG00000154229,,,
1,pairwise,Sp09D05-Sp09D08,CXCL14,10.87801305102317,4.892521067371513e-23,1.5235310603794891e-19,3574,1.9500116941227699,ENSG00000145824,,,
2,pairwise,Sp09D05-Sp09D08,TTYH1,10.513517310993208,7.638893716831263e-22,1.8450192778084328e-18,11150,0.7872980456269918,ENSG00000167614,,,
3,pairwise,Sp09D05-Sp09D08,GLUD1,10.493298202381483,8.887376097343125e-22,1.8450192778084328e-18,6282,0.8883269131829117,ENSG00000148672,,,
4,pairwise,Sp09D05-Sp09D08,HTRA1,10.436301347643878,1.3609103126474876e-21,2.4216426934767293e-18,6456,0.8578409419766935,ENSG00000166033,,,
5,pairwise,Sp09D05-Sp09D08,ALDOC,10.286281885661573,4.1587144074198e-21,5.7556607398690034e-18,9713,0.7855613997846085,ENSG00000109107,,,
6,pairwise,Sp09D05-Sp09D08,BCAN,10.258918697094899,5.094891884249851e-21,6.346197331021614e-18,865,0.8482582049482952,ENSG00000132692,,,
7,pairwise,Sp09D05-Sp09D08,TUBB2B,10.190347924108742,8.46583759211325e-21,9.58640664066933e-18,3821,0.9934164093605169,ENSG00000137285,,,
8,pairwise,Sp09D05-Sp09D08,CPE,9.638657353832176,4.769715225648116e-19,4.570120988513303e-16,3175,0.8347100631532101,ENSG00000109472,,,
9,pairwise,Sp09D05-Sp09D08,DNER,9.573649544878384,7.618985447507872e-19,6.778720195297003e-16,1995,0.8960824217878143,ENSG00000187957,,,
10,pairwise,Sp09D05-Sp09D08,ENHO,9.527115185665663,1.0644011416814516e-18,8.838787080522774e-16,5579,0.8040339675408408,ENSG00000168913,,,
1,pairwise,Sp09D05-Sp09D09,METRN,17.380582518938688,1.0352898258506675e-45,1.2895570070795913e-41,8944,1.387143496040026,ENSG00000103260,,,
2,pairwise,Sp09D05-Sp09D09,GFAP,16.669027748202694,3.46232247399024e-43,2.1563344368011215e-39,9897,2.5989170386520843,ENSG00000131095,,,
3,pairwise,Sp09D05-Sp09D09,PHGDH,15.424607275875923,9.094774750150577e-39,3.7761504762625197e-35,701,1.583991153431782,ENSG00000092621,,,
4,pairwise,Sp09D05-Sp09D09,CST3,15.24261830379275,4.0213471159687564e-38,1.2522474919126708e-34,11327,1.3750651635687277,ENSG00000101439,,,
5,pairwise,Sp09D05-Sp09D09,CSRP1,15.074896767921716,1.5810380203055634e-37,3.938681916185219e-34,1025,1.4448400831398258,ENSG00000159176,,,
6,pairwise,Sp09D05-Sp09D09,MLC1,14.879969970455273,7.751287785883435e-37,1.609167344349401e-33,11974,1.6327707193700487,ENSG00000100427,,,
7,pairwise,Sp09D05-Sp09D09,EZR,14.445562402896426,2.6619000569012325e-35,4.7366610155373927e-32,4400,1.6271304095466812,ENSG00000092820,,,
8,pairwise,Sp09D05-Sp09D09,S100B,14.330150398404822,6.79866194616754e-35,1.058551665018286e-31,11687,1.5598655493842024,ENSG00000160307,,,
9,pairwise,Sp09D05-Sp09D09,AHCYL1,14.08768139773043,4.860445048631396e-34,6.4182253957236136e-31,647,1.2200935517400104,ENSG00000168710,,,
10,pairwise,Sp09D05-Sp09D09,TSC22D4,14.080474951575283,5.152717883528913e-34,6.4182253957236136e-31,4801,1.2558065784580652,ENSG00000166925,,,
1,pairwise,Sp09D06-Sp09D07,FEZ1,10.648991289483023,2.7622023898505654e-22,2.6796847666132683e-18,7195,0.8391215629316733,ENSG00000149557,,,
2,pairwise,Sp09D06-Sp09D07,CNP,10.590048881088512,4.302640922628883e-22,2.6796847666132683e-18,9841,1.3787598919423782,ENSG00000173786,,,
3,pairwise,Sp09D06-Sp09D07,SOX2-OT,10.13228347412756,1.2999570036476932e-20,4.4738084241731885e-17,2690,1.2577674289982754,ENSG00000242808,,,
4,pairwise,Sp09D06-Sp09D07,CRYAB,10.11872443446124,1.4366757945321737e-20,4.4738084241731885e-17,7107,1.3274072317301666,ENSG00000109846,,,
5,pairwise,Sp09D06-Sp09D07,DBNDD2,10.049570282598172,2.3904191906858432e-20,5.955012287836572e-17,11443,1.3294108483278535,ENSG00000244274,,,
6,pairwise,Sp09D06-Sp09D07,PTMA,9.977719834824255,4.050586348966442e-20,8.409017260454333e-17,2008,0.7923503664146541,ENSG00000187514,,,
7,pairwise,Sp09D06-Sp09D07,QKI,9.949027075777826,4.99786382071399e-20,8.893341678687637e-17,4416,0.9027528892713885,ENSG00000112531,,,
8,pairwise,Sp09D06-Sp09D07,SIRT2,9.65353892882341,4.2839024558331586e-19,6.670036123732228e-16,10896,0.8115066498298997,ENSG00000068903,,,
9,pairwise,Sp09D06-Sp09D07,CLDND1,9.615869795811212,5.621674501864635e-19,7.780397510580655e-16,2425,1.2337437075908886,ENSG00000080822,,,
10,pairwise,Sp09D06-Sp09D07,GPRC5B,9.434784440388846,2.061722051391379e-18,2.5680809872131015e-15,9106,0.9484874879545142,ENSG00000167191,,,
1,pairwise,Sp09D06-Sp09D08,CNP,16.65708502743236,3.817459608335899e-43,1.5850092293810654e-39,9841,2.1686510619899098,ENSG00000173786,,,
2,pairwise,Sp09D06-Sp09D08,CLDND1,15.934301978927763,1.409644113941489e-40,3.511705416651037e-37,2425,2.044416700600377,ENSG00000080822,,,
3,pairwise,Sp09D06-Sp09D08,SCD,15.728068044357018,7.613053083367665e-40,1.5804698201071272e-36,6353,1.6232730232192338,ENSG00000099194,,,
4,pairwise,Sp09D06-Sp09D08,QDPR,15.28748744063432,2.7876805516568533e-38,4.960478421633966e-35,2862,1.6174426734135068,ENSG00000151552,,,
5,pairwise,Sp09D06-Sp09D08,SOX2-OT,15.17818169090876,6.805310474253471e-38,1.0595868408412653e-34,2690,1.8841382212598248,ENSG00000242808,,,
6,pairwise,Sp09D06-Sp09D08,AMER2,14.840692690642527,1.067599494240962e-36,1.4775577000294914e-33,7914,1.569120240142487,ENSG00000165566,,,
7,pairwise,Sp09D06-Sp09D08,DBNDD2,14.53224877665945,1.3154665724937247e-35,1.6385451626981833e-32,11443,1.9224035089085945,ENSG00000244274,,,
8,pairwise,Sp09D06-Sp09D08,SIRT2,14.453706390503866,2.4913899296375837e-35,2.821159360324158e-32,10896,1.2150237272635511,ENSG00000068903,,,
9,pairwise,Sp09D06-Sp09D08,SLAIN1,14.371075220471653,4.875993035574097e-35,5.061280770925912e-32,8040,1.844362696984927,ENSG00000139737,,,
10,pairwise,Sp09D06-Sp09D08,FEZ1,14.20291063793833,1.9095798137673631e-34,1.8086442298596086e-31,7195,1.1191640831236223,ENSG00000149557,,,
1,pairwise,Sp09D06-Sp09D09,SCD,24.8843506693658,2.271355117892292e-71,2.829199934846639e-67,6353,2.591211835671933,ENSG00000099194,,,
2,pairwise,Sp09D06-Sp09D09,CRYAB,24.082873325067013,9.494067560578662e-69,5.912905276728391e-65,7107,3.1874774855714776,ENSG00000109846,,,
3,pairwise,Sp09D06-Sp09D09,SOX2-OT,22.792761754254485,1.8420390664570793e-64,7.648146203929793e-61,2690,2.854633627219904,ENSG00000242808,,,
4,pairwise,Sp09D06-Sp09D09,CNP,22.698535570295338,3.816640987166216e-64,1.1885020034035597e-60,9841,2.9815969094055257,ENSG00000173786,,,
5,pairwise,Sp09D06-Sp09D09,GFAP,22.611240802100077,7.501871238818927e-64,1.691358871216516e-60,9897,3.5253849158646577,ENSG00000131095,,,
6,pairwise,Sp09D06-Sp09D09,QKI,22.600588353902253,8.147200728403256e-64,1.691358871216516e-60,4416,2.0690378401964535,ENSG00000112531,,,
7,pairwise,Sp09D06-Sp09D09,SELENOP,21.95273786358463,1.2607253935698057e-61,2.2433707860436427e-58,3319,2.951008656352183,ENSG00000250722,,,
8,pairwise,Sp09D06-Sp09D09,PLP1,21.71086671582619,8.375917502829194e-61,1.3041303551905055e-57,12276,3.7822207317614147,ENSG00000123560,,,
9,pairwise,Sp09D06-Sp09D09,LINC00844,21.486474230203537,4.879091196090993e-60,6.752662215389935e-57,6171,3.0010776842879183,ENSG00000237949,,,
10,pairwise,Sp09D06-Sp09D09,CLDND1,21.356390995658085,1.3583241772546255e-59,1.6919285951883614e-56,2425,2.7645513044080605,ENSG00000080822,,,
1,pairwise,Sp09D07-Sp09D08,RAPGEF4,7.597653449543108,5.172849254522709e-13,3.33849794374792e-11,1801,0.8239263556443577,ENSG00000091428,,,
2,pairwise,Sp09D07-Sp09D08,TLE4,7.323831533780388,2.8832053293475364e-12,1.589079893024465e-10,5664,1.3012282455991504,ENSG00000106829,,,
3,pairwise,Sp09D07-Sp09D08,SH3GL3,7.1008654575533825,1.1340813025899066e-11,5.391647597351097e-10,8850,0.8058418751546625,ENSG00000140600,,,
4,pairwise,Sp09D07-Sp09D08,MOBP,6.935425144359485,3.0780570433083886e-11,1.3266532363823282e-9,2203,1.396851459860736,ENSG00000168314,,,
5,pairwise,Sp09D07-Sp09D08,MBP,6.858835715614247,4.8613219832439385e-11,1.978844007296944e-9,10400,1.3761905537629762,ENSG00000197971,,,
6,pairwise,Sp09D07-Sp09D08,BCAS1,6.838989276591102,5.469505828255946e-11,2.200965327003199e-9,11489,1.2491585260965081,ENSG00000064787,,,
7,pairwise,Sp09D07-Sp09D08,SCD,6.682174050416053,1.377123954226361e-10,5.1051952303105804e-9,6353,0.6896583128903551,ENSG00000099194,,,
8,pairwise,Sp09D07-Sp09D08,SHTN1,6.658579562498429,1.5804172826991872e-10,5.82416499210091e-9,6428,1.0676451969063416,ENSG00000187164,,,
9,pairwise,Sp09D07-Sp09D08,CIDEA,6.555262100024714,2.8769906616401773e-10,9.899391072207195e-9,10259,1.989905246663011,ENSG00000176194,,,
10,pairwise,Sp09D07-Sp09D08,AMER2,6.473670904943597,4.59661294130041e-10,1.510696854797834e-8,7914,0.6844672453445115,ENSG00000165566,,,
1,pairwise,Sp09D07-Sp09D09,GFAP,17.237458385278167,3.329276025482207e-45,4.146946217340637e-41,9897,2.6875427275826613,ENSG00000131095,,,
2,pairwise,Sp09D07-Sp09D09,SCD,15.918508694551827,1.6040083918240576e-40,9.989764264280231e-37,6353,1.6575971253430541,ENSG00000099194,,,
3,pairwise,Sp09D07-Sp09D09,LINC00844,14.35752526515746,5.443337168658788e-35,9.686029681830551e-32,6171,2.0053568683825826,ENSG00000237949,,,
4,pairwise,Sp09D07-Sp09D09,CRYAB,14.053694967810626,6.401220657117767e-34,9.966700563132364e-31,7107,1.860070253841311,ENSG00000109846,,,
5,pairwise,Sp09D07-Sp09D09,FGF1,14.004938447004312,9.50059915227867e-34,1.2664682763080285e-30,3634,1.9844630968352082,ENSG00000113578,,,
6,pairwise,Sp09D07-Sp09D09,MOBP,13.996558824228977,1.0167535936962336e-33,1.2664682763080285e-30,2203,2.844191440658731,ENSG00000168314,,,
7,pairwise,Sp09D07-Sp09D09,PLEKHB1,13.689276225683274,1.218648315673668e-32,1.1676525707716315e-29,6981,1.436161474541044,ENSG00000021300,,,
8,pairwise,Sp09D07-Sp09D09,AIF1L,13.650137394176085,1.6710863182174745e-32,1.4867893699797758e-29,5918,2.042680679895431,ENSG00000126878,,,
9,pairwise,Sp09D07-Sp09D09,MBP,13.49289147596074,5.932444176315073e-32,4.346736744716503e-29,10400,2.731452252566445,ENSG00000197971,,,
10,pairwise,Sp09D07-Sp09D09,PLP1,13.445910833716658,8.657910833814822e-32,5.598573530296052e-29,12276,2.3423939439334944,ENSG00000123560,,,
1,pairwise,Sp09D08-Sp09D09,HBA1,27.951230816158397,4.391680369377247e-81,5.4702770680962994e-77,8920,6.735126296344423,ENSG00000206172,,,
2,pairwise,Sp09D08-Sp09D09,HBA2,25.710569691714703,4.8927675895740424e-74,3.047215654786714e-70,8919,6.951489737930682,ENSG00000188536,,,
3,pairwise,Sp09D08-Sp09D09,HBB,22.61495464267368,7.289137288497002e-64,3.0264498021839555e-60,6560,6.846646310988391,ENSG00000244734,,,
4,pairwise,Sp09D08-Sp09D09,B2M,21.78504235639615,4.683180900691707e-61,1.4583425324753974e-57,8646,2.2246802072707252,ENSG00000166710,,,
5,pairwise,Sp09D08-Sp09D09,IFITM3,19.645691567808775,1.10738230711142e-53,2.758710803475969e-50,6511,2.5021419427294207,ENSG00000142089,,,
6,pairwise,Sp09D08-Sp09D09,TXNIP,18.65376612350292,3.3020487761753883e-50,6.855053259340106e-47,721,3.336613558699797,ENSG00000265972,,,
7,pairwise,Sp09D08-Sp09D09,GFAP,18.491887255097755,1.2259421675645115e-49,2.1814765198833648e-46,9897,2.883124414337166,ENSG00000131095,,,
8,pairwise,Sp09D08-Sp09D09,IGFBP7,18.17210202577327,1.643438263889488e-48,2.558833376875933e-45,2947,2.3692825293934634,ENSG00000163453,,,
9,pairwise,Sp09D08-Sp09D09,HLA-B,17.478153648681513,4.6708827219275865e-46,5.839993377095456e-43,3942,2.1470332548764013,ENSG00000234745,,,
10,pairwise,Sp09D08-Sp09D09,AHNAK,17.47769209649949,4.688498215394554e-46,5.839993377095456e-43,6791,2.347347775761352,ENSG00000124942,,,
1,pairwise,Sp09D02-Sp09D01,NDRG2,9.10953792119817,2.064601885466244e-17,2.5716681085367534e-13,8122,-0.7127053332058715,ENSG00000165795,,,
2,pairwise,Sp09D02-Sp09D01,METRN,8.926699992768814,7.406415316223415e-17,4.612715458943943e-13,8944,-0.7061347547513845,ENSG00000103260,,,
3,pairwise,Sp09D02-Sp09D01,TSC22D4,8.83335784736154,1.4144837977082625e-16,5.872936728084706e-13,4801,-0.7808558348285359,ENSG00000166925,,,
4,pairwise,Sp09D02-Sp09D01,LGALS1,8.471846917235013,1.6750217740755322e-15,5.216017804471207e-12,11864,-0.8737885849983025,ENSG00000100097,,,
5,pairwise,Sp09D02-Sp09D01,CST3,8.241080403248176,7.876629599160674e-15,1.962225965742907e-11,11327,-0.7368641750874918,ENSG00000101439,,,
6,pairwise,Sp09D02-Sp09D01,CSRP1,8.187811097760159,1.1221521177230433e-14,2.329587796393038e-11,1025,-0.7778087689860662,ENSG00000159176,,,
7,pairwise,Sp09D02-Sp09D01,EEF2,8.093998821466643,2.0862522737592083e-14,3.7123369031349567e-11,10501,-0.478415152762496,ENSG00000167658,,,
8,pairwise,Sp09D02-Sp09D01,PHGDH,8.050534644909494,2.776754461428897e-14,4.016360385990569e-11,701,-0.8194131809831839,ENSG00000092621,,,
9,pairwise,Sp09D02-Sp09D01,RAB31,8.043816188029517,2.901994498548099e-14,4.016360385990569e-11,10251,-0.79100543299836,ENSG00000168461,,,
10,pairwise,Sp09D02-Sp09D01,QKI,7.85831812856933,9.72707455320498e-14,1.1014585512247383e-10,4416,-0.7130465462950868,ENSG00000112531,,,
1,pairwise,Sp09D03-Sp09D01,LGALS1,10.44045116246502,1.3193790578022873e-21,5.4780618479950965e-18,11864,-1.0864455050616888,ENSG00000100097,,,
2,pairwise,Sp09D03-Sp09D01,EFHD2,10.356864162558324,2.4607508780941102e-21,7.66277823438506e-18,129,-1.751274054228392,ENSG00000142634,,,
3,pairwise,Sp09D03-Sp09D01,HS3ST2,10.267884683600194,4.7670909228244156e-21,1.1875776906940184e-17,9120,-3.3603602052457715,ENSG00000122254,,,
4,pairwise,Sp09D03-Sp09D01,CDKN1C,9.215658191603726,9.77814673374723e-18,1.3922874499414008e-14,6547,-2.0514416229857906,ENSG00000129757,,,
5,pairwise,Sp09D03-Sp09D01,CHGA,9.211635997789367,1.005988041865174e-17,1.3922874499414008e-14,8443,-1.4665714268371293,ENSG00000100604,,,
6,pairwise,Sp09D03-Sp09D01,PCP4,8.727324238792843,2.937086192539821e-16,3.048695467856334e-13,11641,-2.295097810445767,ENSG00000183036,,,
7,pairwise,Sp09D03-Sp09D01,FOXP2,8.558940364468576,9.281655144895822e-16,8.258021177487311e-13,4877,-2.902355280731113,ENSG00000128573,,,
8,pairwise,Sp09D03-Sp09D01,IPCEF1,8.546301849206808,1.0113945174423158e-15,8.39862007284099e-13,4385,-1.8389029819555827,ENSG00000074706,,,
9,pairwise,Sp09D03-Sp09D01,NCALD,8.519749200627931,1.2110931171680711e-15,9.428359917153435e-13,5348,-1.0286546279079873,ENSG00000104490,,,
10,pairwise,Sp09D03-Sp09D01,CLSTN2,8.397756240282698,2.760592142325992e-15,2.0227021014595625e-12,2580,-1.9233305712613982,ENSG00000158258,,,
1,pairwise,Sp09D04-Sp09D01,CCN2,15.247413950786441,3.866918916455978e-38,4.816634202337566e-34,4317,-3.919237608627733,ENSG00000118523,,,
2,pairwise,Sp09D04-Sp09D01,EFHD2,14.975175627115132,3.566481962630102e-37,1.4808033108840184e-33,129,-2.5097897638170155,ENSG00000142634,,,
3,pairwise,Sp09D04-Sp09D01,TLE4,13.794348925548634,5.217363275542176e-33,1.6246869240038337e-29,5664,-2.450847806750277,ENSG00000106829,,,
4,pairwise,Sp09D04-Sp09D01,MOBP,13.551043528330224,3.7142846445434535e-32,9.253025906486651e-29,2203,-2.7292912173638078,ENSG00000168314,,,
5,pairwise,Sp09D04-Sp09D01,KRT17,13.477629655388938,6.707783793690948e-32,1.392535915570241e-28,9833,-5.05871611719994,ENSG00000128422,,,
6,pairwise,Sp09D04-Sp09D01,SEMA3E,13.2665593588759,3.657744110823889e-31,6.508694377774623e-28,4715,-4.385575466131667,ENSG00000170381,,,
7,pairwise,Sp09D04-Sp09D01,PLP1,13.244625889965933,4.361497272910316e-31,6.790851253921362e-28,12276,-2.2869095667129784,ENSG00000123560,,,
8,pairwise,Sp09D04-Sp09D01,MBP,13.205127627300552,5.986825297489521e-31,8.285766211725498e-28,10400,-2.6495417962198635,ENSG00000197971,,,
9,pairwise,Sp09D04-Sp09D01,BCAS1,13.170317783385617,7.91338428807553e-31,9.85691146922688e-28,11489,-2.405591540672371,ENSG00000064787,,,
10,pairwise,Sp09D04-Sp09D01,CPLX3,13.153427291386576,9.060070824580612e-31,1.0259294744634191e-27,8788,-3.1120519134432905,ENSG00000213578,,,
1,pairwise,Sp09D05-Sp09D01,METRN,17.235678068527328,3.378015722172391e-45,4.20765638353793e-41,8944,-1.3634054371438955,ENSG00000103260,,,
2,pairwise,Sp09D05-Sp09D01,CSRP1,15.960137459077547,1.1411456051524871e-40,5.75562370890094e-37,1025,-1.5161481770493523,ENSG00000159176,,,
3,pairwise,Sp09D05-Sp09D01,GFAP,15.936349965714822,1.3862292169799952e-40,5.75562370890094e-37,9897,-2.4626947877360728,ENSG00000131095,,,
4,pairwise,Sp09D05-Sp09D01,LINC00844,15.736461380160367,7.108105797201531e-40,2.2134641452485567e-36,6171,-2.178505932058439,ENSG00000237949,,,
5,pairwise,Sp09D05-Sp09D01,PHGDH,15.339118893991767,1.8285203683104932e-38,4.5552099415351e-35,701,-1.5612722335593858,ENSG00000092621,,,
6,pairwise,Sp09D05-Sp09D01,AHNAK,15.297415528012637,2.5705700711914936e-38,5.336503467793541e-35,6791,-2.0363433356774285,ENSG00000124942,,,
7,pairwise,Sp09D05-Sp09D01,AHCYL1,14.685357065137667,3.784021145526994e-36,6.733395341240605e-33,647,-1.26060117386936,ENSG00000168710,,,
8,pairwise,Sp09D05-Sp09D01,TSC22D4,14.381524791040661,4.479144062655479e-35,6.974027305554581e-32,4801,-1.2713056281501878,ENSG00000166925,,,
9,pairwise,Sp09D05-Sp09D01,CST3,14.305340614276984,8.3160113234569e-35,1.062832626293994e-31,11327,-1.2790911501033406,ENSG00000101439,,,
10,pairwise,Sp09D05-Sp09D01,TXNIP,14.302172452163717,8.532696100626158e-35,1.062832626293994e-31,721,-2.535601378554092,ENSG00000265972,,,
1,pairwise,Sp09D06-Sp09D01,SCD,26.822008303020812,1.445369226781249e-77,1.0382948864668361e-73,6353,-2.768263869666895,ENSG00000099194,,,
2,pairwise,Sp09D06-Sp09D01,PLP1,26.80230370592915,1.6671401516808544e-77,1.0382948864668361e-73,12276,-4.627872864379848,ENSG00000123560,,,
3,pairwise,Sp09D06-Sp09D01,CRYAB,25.825101016246943,2.102625952156203e-74,8.730102953352554e-71,7107,-3.387820873190279,ENSG00000109846,,,
4,pairwise,Sp09D06-Sp09D01,LINC00844,25.26326235290719,1.345231649814095e-72,3.917067491804401e-69,6171,-3.497366121226177,ENSG00000237949,,,
5,pairwise,Sp09D06-Sp09D01,CNP,25.23895291696176,1.6118314475057747e-72,3.917067491804401e-69,9841,-3.2859580146670844,ENSG00000173786,,,
6,pairwise,Sp09D06-Sp09D01,RNASE1,25.207990433014494,2.029447208500673e-72,3.917067491804401e-69,8120,-3.6779537207482074,ENSG00000129538,,,
7,pairwise,Sp09D06-Sp09D01,SELENOP,25.19706993246342,2.2013063939170528e-72,3.917067491804401e-69,3319,-3.3571552017186814,ENSG00000250722,,,
8,pairwise,Sp09D06-Sp09D01,SOX2-OT,25.15508238590857,3.00934953637839e-72,4.685557228141153e-69,2690,-3.122617263872826,ENSG00000242808,,,
9,pairwise,Sp09D06-Sp09D01,CLDND1,24.966939039594365,1.2248787414670161e-71,1.6952321781903503e-68,2425,-3.2033299734697875,ENSG00000080822,,,
10,pairwise,Sp09D06-Sp09D01,PPP1R14A,24.88239662060765,2.3048084339856666e-71,2.870869385372546e-68,10883,-4.21402789637153,ENSG00000167641,,,
1,pairwise,Sp09D07-Sp09D01,PLP1,18.463553705183923,1.5425889725483693e-49,1.921448824206249e-45,12276,-3.1880460765519274,ENSG00000123560,,,
2,pairwise,Sp09D07-Sp09D01,MOBP,18.276049690997013,7.0641770200267e-49,4.399569448072629e-45,2203,-3.6809461799351952,ENSG00000168314,,,
3,pairwise,Sp09D07-Sp09D01,LINC00844,18.07066217021661,3.748261027301793e-48,1.5562779785357046e-44,6171,-2.5016453053208414,ENSG00000237949,,,
4,pairwise,Sp09D07-Sp09D01,SCD,17.776114309079855,4.1187983189745025e-47,1.2825937965286601e-43,6353,-1.8346491593380163,ENSG00000099194,,,
5,pairwise,Sp09D07-Sp09D01,MBP,17.701923282547515,7.53747590230302e-47,1.8777359967817282e-43,10400,-3.5518010074829602,ENSG00000197971,,,
6,pairwise,Sp09D07-Sp09D01,BCAS1,17.076065996052797,1.2436603390363065e-44,2.581838863839372e-41,11489,-3.1189862373623036,ENSG00000064787,,,
7,pairwise,Sp09D07-Sp09D01,PPP1R14A,16.744973914612917,1.86086602871536e-43,3.311278179096932e-40,10883,-2.8358919068813204,ENSG00000167641,,,
8,pairwise,Sp09D07-Sp09D01,RNASE1,16.65525995556738,3.874851862482128e-43,6.033144349884674e-40,8120,-2.43007372945445,ENSG00000129538,,,
9,pairwise,Sp09D07-Sp09D01,GFAP,16.509855867373318,1.2724187858878086e-42,1.761027599668727e-39,9897,-2.5513204766666497,ENSG00000131095,,,
10,pairwise,Sp09D07-Sp09D01,ERMN,16.386415448132784,3.492032299508781e-42,3.954250392971034e-39,1748,-3.36549421391909,ENSG00000136541,,,
1,pairwise,Sp09D08-Sp09D01,HBA1,29.740408836138855,1.6296604042767143e-86,2.0299049995670754e-82,8920,-7.10282848652487,ENSG00000206172,,,
2,pairwise,Sp09D08-Sp09D01,HBA2,27.309993901324244,4.280066593342948e-79,2.665625474333988e-75,8919,-7.3185892820430025,ENSG00000188536,,,
3,pairwise,Sp09D08-Sp09D01,HBB,23.461311171363334,1.078775367907837e-66,4.479075327553339e-63,6560,-7.0400223507167565,ENSG00000244734,,,
4,pairwise,Sp09D08-Sp09D01,B2M,22.358799773618227,5.320102705759474e-63,1.6566799825735002e-59,8646,-2.263066183256595,ENSG00000166710,,,
5,pairwise,Sp09D08-Sp09D01,TXNIP,20.009208473768734,6.010549047193881e-55,1.4973479786369395e-51,721,-3.54738951439427,ENSG00000265972,,,
6,pairwise,Sp09D08-Sp09D01,IFITM3,19.758506548916394,4.4782029419574445e-54,9.296749307503655e-51,6511,-2.494240476614336,ENSG00000142089,,,
7,pairwise,Sp09D08-Sp09D01,HLA-B,19.06487245376486,1.1890343472651059e-51,2.115801689933451e-48,3942,-2.3212221622755838,ENSG00000234745,,,
8,pairwise,Sp09D08-Sp09D01,AHNAK,18.978489052335377,2.3885282491662205e-51,3.7189384839518056e-48,6791,-2.5263561437669155,ENSG00000124942,,,
9,pairwise,Sp09D08-Sp09D01,NEAT1,18.165030842932254,1.7406318952640476e-48,2.4090345430454418e-45,6873,-3.1261502930568317,ENSG00000245532,,,
10,pairwise,Sp09D08-Sp09D01,IGFBP7,17.98820890607719,7.329028960436925e-48,9.129038473120234e-45,2947,-2.3245516168130704,ENSG00000163453,,,
