Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3to4,Feature log2 fold change topic 3to4,Feature count topic 5to6,Feature log2 fold change topic 5to6,Feature count topic 7,Feature log2 fold change topic 7,Feature count topic 8to9,Feature log2 fold change topic 8to9,Feature count topic 10,Feature log2 fold change topic 10,Feature count topic 11to12,Feature log2 fold change topic 11to12
ENSG00000117748,RPA2,12,-1.8774,31,-0.4382,24,-0.8958,47,0.20530,68,0.77512,55,0.48334,46,0.16899,46,0.16036
ENSG00000126698,DNAJC8,192,0.75582,82,-0.5880,96,-0.3714,106,-0.2070,98,-0.3241,94,-0.4174,186,0.70074,146,0.33660
ENSG00000130770,ATP5IF1,259,-0.2923,208,-0.6271,196,-0.7713,191,-0.8151,314,0.00938,394,0.41455,560,0.95124,420,0.53396
ENSG00000180098,TRNAU1AP,0,-5.2666,17,0.38830,15,0.24235,14,0.03488,24,0.92435,8,-0.7406,0,-7.1170,22,0.92511
ENSG00000197989,SNHG12,0,-5.4144,19,0.39635,16,0.07007,12,-0.3337,9,-0.7002,29,1.23921,9,-0.7997,14,-0.1008
ENSG00000120656,TAF12,69,2.34114,27,0.65072,17,-0.0528,10,-0.9692,0,-5.4828,6,-1.7857,14,-0.4021,20,0.17490
ENSG00000198492,YTHDF2,25,-1.4083,44,-0.5452,50,-0.3854,61,-0.0722,57,-0.1705,68,0.12340,71,0.17738,102,0.87814
ENSG00000116350,SRSF4,87,1.23744,36,-0.1861,27,-0.6788,41,-0.0012,61,0.63857,44,0.12040,12,-1.8241,35,-0.2461
ENSG00000116353,MECR,39,0.41377,29,-0.0637,26,-0.2362,35,0.27651,36,0.30392,21,-0.5614,5,-2.4560,42,0.62117
ENSG00000060656,PTPRU,0,-6.2926,10,-1.5269,8,-1.8462,128,3.95927,0,-7.8678,18,-0.7095,0,-8.1417,8,-1.9525
ENSG00000162511,LAPTM5,187,2.56480,61,0.50522,45,0.02390,22,-1.1061,39,-0.1896,41,-0.1224,1,-5.1639,13,-1.9138
ENSG00000162512,SDC3,145,-0.4752,129,-0.6543,170,-0.2443,227,0.25073,224,0.20442,205,0.07055,151,-0.4067,253,0.45171
ENSG00000134644,PUM1,18,-2.9573,57,-1.3043,111,-0.3196,174,0.46077,79,-0.8036,150,0.19524,112,-0.2794,236,1.05433
ENSG00000121766,ZCCHC17,38,-1.6143,74,-0.6298,68,-0.8033,146,0.48270,79,-0.5232,114,0.03814,142,0.38945,173,0.79903
ENSG00000121769,FABP3,47,-1.2045,25,-2.1251,71,-0.6379,112,0.11323,112,0.10995,110,0.08754,85,-0.3195,200,1.21709
ENSG00000162517,PEF1,232,1.46625,53,-0.9132,54,-0.9473,95,-0.0156,111,0.22403,53,-0.9761,132,0.50664,110,0.24305
ENSG00000084636,COL16A1,19,-1.0276,71,1.02447,18,-1.1972,53,0.61494,43,0.22047,38,0.01068,20,-0.9530,40,0.11680
ENSG00000121753,ADGRB2,41,-2.4043,51,-2.0987,169,-0.3342,271,0.49097,219,0.10057,154,-0.4809,364,0.92738,302,0.69393
ENSG00000184007,PTP4A2,86,-1.1388,842,2.78974,140,-0.4418,124,-0.6325,99,-0.9223,114,-0.7777,110,-0.7702,142,-0.4089
ENSG00000121774,KHDRBS1,81,-0.5438,111,-0.0540,84,-0.5407,97,-0.3024,115,-0.0081,178,0.79001,94,-0.3192,133,0.25420
ENSG00000121775,TMEM39B,28,0.86054,1,-3.4363,18,0.12535,37,1.58603,4,-1.9407,2,-2.8146,0,-7.3859,24,0.69367
ENSG00000025800,KPNA6,0,-6.1981,10,-1.4700,29,0.18323,20,-0.4672,27,0.05216,23,-0.1756,55,1.20482,39,0.70385
ENSG00000084652,TXLNA,0,-5.9016,27,0.35912,17,-0.3865,28,0.51813,13,-0.7510,28,0.47339,4,-2.2127,32,0.74391
ENSG00000084623,EIF3I,112,0.11813,76,-0.4788,81,-0.4340,83,-0.3817,102,-0.0402,123,0.28362,104,-0.0060,142,0.55339
ENSG00000175130,MARCKSL1,44,-2.4830,1169,2.97228,176,-0.4778,108,-1.2585,372,0.74783,228,-0.0458,70,-1.8303,63,-2.0775
ENSG00000160058,BSDC1,0,-7.3200,38,-0.6296,49,-0.2515,78,0.54241,36,-0.7035,69,0.32345,69,0.29617,76,0.50492
ENSG00000176261,ZBTB8OS,26,-0.6325,54,0.49418,30,-0.4768,24,-0.8341,40,0.01646,68,1.00178,41,0.07040,35,-0.2117
ENSG00000162521,RBBP4,146,0.80356,81,-0.1373,58,-0.7044,48,-1.0215,141,0.73887,103,0.26236,106,0.28339,87,-0.0396
ENSG00000162522,KIAA1522,3,-2.9070,4,-2.2452,21,-0.0520,8,-1.5465,45,1.22472,32,0.75181,35,0.80064,23,0.12985
ENSG00000134684,YARS,14,-2.8006,38,-1.3760,58,-0.7928,91,-0.0575,108,0.22857,148,0.83947,79,-0.2637,146,0.80073
ENSG00000116497,S100PBP,0,-5.6365,25,0.57745,9,-0.9752,13,-0.4294,20,0.21512,30,1.00317,20,0.22349,19,0.12944
ENSG00000160097,FNDC5,0,-5.7182,2,-3.1576,18,-0.0736,20,0.12799,21,0.18156,44,1.67750,0,-5.6233,18,-0.0311
ENSG00000121905,HPCA,31,-3.3233,34,-3.2208,265,-0.1830,512,1.02555,189,-0.6888,267,-0.1672,226,-0.4136,485,0.91442
ENSG00000121900,TMEM54,0,-6.4543,47,0.65919,33,0.11633,43,0.58635,36,0.20680,44,0.61830,4,-2.8205,23,-0.5287
ENSG00000004455,AK2,32,0.42389,65,1.61831,20,-0.3688,21,-0.2284,40,0.77575,20,-0.3707,0,-6.4389,18,-0.5055
ENSG00000142920,AZIN2,18,-0.8331,32,-0.0079,22,-0.6422,33,0.04383,27,-0.2568,53,0.91565,28,-0.2241,32,0.00527
ENSG00000160094,ZNF362,42,1.04398,23,0.08922,20,-0.1536,29,0.49480,13,-0.8049,25,0.22867,0,-7.8172,19,-0.2733
ENSG00000134686,PHC2,118,0.98733,123,1.06090,39,-0.8055,61,-0.0858,56,-0.1943,51,-0.3826,54,-0.2623,57,-0.1855
ENSG00000163866,SMIM12,11,-1.9073,29,-0.5157,29,-0.5900,30,-0.5144,65,0.73508,44,0.11487,44,0.09486,69,0.94871
ENSG00000116544,DLGAP3,30,-1.3106,7,-3.4224,73,0.04839,77,0.13961,69,-0.0623,78,0.15153,118,0.80326,88,0.37135
ENSG00000163867,ZMYM6,0,-5.2784,14,0.06677,9,-0.6783,15,0.22499,30,1.29403,9,-0.6602,2,-2.4409,25,1.09320
ENSG00000116560,SFPQ,179,0.32800,185,0.38065,111,-0.4576,137,-0.1044,117,-0.3475,204,0.59848,98,-0.6085,133,-0.1538
ENSG00000146463,ZMYM4,143,1.81962,27,-0.8907,41,-0.2806,48,-0.0389,38,-0.3837,52,0.10201,16,-1.6816,40,-0.3383
ENSG00000142687,KIAA0319L,66,0.68398,36,-0.2991,27,-0.7802,43,-0.0207,66,0.66780,48,0.17175,37,-0.2382,40,-0.1450
ENSG00000020129,NCDN,28,-4.0198,80,-2.5010,236,-0.9575,346,-0.3402,387,-0.1369,355,-0.2938,1297,1.91791,701,0.93426
ENSG00000126067,PSMB2,0,-8.0819,93,-0.2043,66,-0.7832,113,0.12134,122,0.22372,128,0.33154,142,0.47021,149,0.61791
ENSG00000142686,C1orf216,15,-2.8163,25,-2.0899,72,-0.5533,95,-0.0754,103,0.04855,113,0.21384,154,0.70157,170,0.98681
ENSG00000134698,AGO4,0,-5.3484,16,0.20017,16,0.15284,18,0.44378,13,-0.1113,22,0.73522,4,-1.8681,13,-0.1164
ENSG00000092847,AGO1,0,-6.1691,44,0.86521,34,0.50412,33,0.43476,20,-0.3844,13,-1.1010,13,-0.9835,35,0.56673
ENSG00000126070,AGO3,8,-1.2893,33,0.80313,9,-1.2089,20,0.03573,14,-0.5700,45,1.55658,10,-1.0484,13,-0.7352
ENSG00000116863,ADPRHL2,0,-5.4444,17,0.14477,12,-0.4444,17,0.14587,20,0.39484,10,-0.6280,17,0.16772,26,0.98262
ENSG00000054116,TRAPPC3,76,0.34185,29,-1.1248,40,-0.6975,45,-0.5236,86,0.53654,99,0.87813,40,-0.6440,68,0.17767
ENSG00000116871,MAP7D1,146,-0.2948,216,0.32114,130,-0.5107,100,-0.9292,186,0.07998,149,-0.2878,327,1.00301,242,0.56513
ENSG00000054118,THRAP3,111,0.91283,41,-0.6472,48,-0.4595,71,0.21673,58,-0.1342,64,0.03087,21,-1.6311,79,0.39973
ENSG00000196182,STK40,43,1.06903,22,0.02443,15,-0.6649,20,-0.1413,19,-0.2415,34,0.75426,4,-2.4552,20,-0.1839
ENSG00000181817,LSM10,70,1.06500,21,-0.8422,26,-0.5110,18,-1.1449,41,0.21690,50,0.57644,44,0.32421,34,-0.0870
ENSG00000116898,MRPS15,93,1.12775,25,-0.9720,39,-0.2910,53,0.23379,47,0.01395,38,-0.3251,51,0.15104,41,-0.2304
ENSG00000163873,GRIK3,0,-6.0035,8,-1.6086,13,-0.8625,99,3.64007,5,-2.1449,13,-0.9176,0,-7.8529,5,-2.2435
ENSG00000163875,MEAF6,19,-2.4388,46,-1.1310,83,-0.2830,106,0.14654,84,-0.2433,124,0.42637,91,-0.1053,153,0.81406
ENSG00000163877,SNIP1,24,0.53347,17,-0.0399,9,-0.9496,23,0.56271,20,0.24666,19,0.18521,25,0.61183,7,-1.2820
ENSG00000134697,GNL2,48,1.04211,12,-1.1204,16,-0.7166,19,-0.4657,20,-0.3765,47,1.16204,10,-1.3540,24,-0.0896
ENSG00000183317,EPHA10,0,-5.7028,2,-2.8043,12,-0.6949,17,-0.1441,14,-0.4268,24,0.47152,34,0.98890,32,1.02243
ENSG00000185090,MANEAL,0,-6.3344,6,-2.1868,17,-0.8459,28,-0.0640,24,-0.2440,56,1.25435,23,-0.3658,45,0.80080
ENSG00000196449,YRDC,0,-5.4215,6,-1.4311,11,-0.4707,20,0.46304,15,0.01907,22,0.64037,14,-0.1054,20,0.52203
ENSG00000197982,C1orf122,110,-0.7594,438,1.48117,166,-0.1404,96,-1.0300,245,0.49042,170,-0.1039,262,0.59799,122,-0.6547
ENSG00000183431,SF3A3,24,-0.5818,21,-0.7382,28,-0.3387,27,-0.4141,41,0.25838,40,0.25035,22,-0.7053,58,0.96609
ENSG00000183520,UTP11,40,0.54133,25,-0.1977,19,-0.6790,21,-0.5001,23,-0.2799,46,0.88499,24,-0.2166,28,-0.0401
ENSG00000116954,RRAGC,30,-0.6958,43,-0.1411,24,-1.0972,36,-0.4195,44,-0.0739,83,1.07012,59,0.38305,49,0.07392
ENSG00000174574,AKIRIN1,9,-3.2039,96,0.32325,63,-0.3594,71,-0.1757,72,-0.1358,66,-0.2954,141,0.95242,111,0.63252
ENSG00000168653,NDUFS5,344,-0.0406,328,-0.1115,284,-0.3659,287,-0.3475,413,0.24928,385,0.15161,544,0.69718,345,-0.0358
ENSG00000127603,MACF1,275,1.22398,166,0.37928,106,-0.3609,124,-0.0949,151,0.22453,141,0.13451,39,-1.8230,98,-0.4784
ENSG00000090621,PABPC4,79,0.47865,68,0.23612,67,0.21612,65,0.17138,35,-0.7700,54,-0.1451,35,-0.7902,58,-0.0196
ENSG00000116983,HPCAL4,4,-6.1854,25,-3.6716,266,-0.1883,300,0.01964,376,0.37491,295,-0.0132,562,1.04176,437,0.70043
ENSG00000084072,PPIE,27,-0.1967,60,1.10428,26,-0.2464,31,0.02978,26,-0.2571,38,0.36558,9,-1.8039,27,-0.2005
ENSG00000168389,MFSD2A,182,3.81643,8,-1.7849,19,-0.5367,23,-0.2455,8,-1.7188,3,-3.3234,0,-7.7748,16,-0.8421
ENSG00000131236,CAP1,165,0.21097,121,-0.2750,99,-0.6255,125,-0.2495,91,-0.7109,147,0.02507,305,1.22347,156,0.12781
ENSG00000131238,PPT1,61,-1.0095,117,-0.0091,88,-0.4804,79,-0.6566,156,0.44943,173,0.69429,174,0.62533,112,-0.0912
ENSG00000084073,ZMPSTE24,68,1.19515,23,-0.5354,24,-0.4968,16,-1.1826,48,0.60871,34,0.05551,33,-0.0081,37,0.20022
ENSG00000049089,COL9A2,0,-6.1121,172,3.89961,10,-1.3514,19,-0.3873,31,0.35071,13,-0.9664,0,-7.9614,3,-3.2499
ENSG00000084070,SMAP2,50,-1.0701,25,-2.0572,75,-0.4787,90,-0.1715,113,0.19471,57,-0.9152,256,1.56978,155,0.79916
ENSG00000117016,RIMS3,0,-7.4892,0,-6.3011,77,0.30979,61,-0.1052,48,-0.4444,120,1.17091,15,-2.1338,97,0.73311
ENSG00000066136,NFYC,27,-0.6045,27,-0.6274,26,-0.6858,61,0.77046,38,-0.0746,62,0.79116,12,-1.7587,38,-0.0670
ENSG00000179862,CITED4,0,-5.3993,9,-0.7770,9,-0.7922,18,0.37521,19,0.40861,26,1.02913,8,-0.8279,17,0.24605
ENSG00000171793,CTPS1,45,1.49935,6,-1.4737,17,-0.0897,10,-0.9427,6,-1.5537,18,-0.0307,28,0.69898,20,0.22091
ENSG00000010803,SCMH1,0,-5.2144,10,-0.3641,13,-0.0308,17,0.47918,19,0.62788,20,0.81460,0,-7.0649,13,-0.0092
ENSG00000127124,HIVEP3,0,-5.5430,11,-0.6428,22,0.53694,33,1.29189,10,-0.7250,8,-1.1441,5,-1.7569,23,0.56310
ENSG00000198815,FOXJ3,0,-7.3617,27,-1.2028,43,-0.5087,61,0.04989,67,0.19462,49,-0.3225,83,0.54248,113,1.21886
ENSG00000177181,RIMKLA,0,-6.3470,8,-1.8943,32,0.17748,26,-0.1872,9,-1.6922,50,0.98427,46,0.75033,34,0.30055
ENSG00000127125,PPCS,0,-6.5136,27,-0.2896,32,-0.0480,24,-0.4774,35,0.10632,39,0.32508,52,0.75802,43,0.49035
ENSG00000065978,YBX1,849,3.60980,199,0.62897,59,-1.3342,43,-1.8255,107,-0.3498,78,-0.8941,36,-1.9777,30,-2.3598
ENSG00000164008,C1orf50,0,-5.5802,19,0.22835,17,0.03397,14,-0.2533,26,0.71241,12,-0.5594,4,-2.0059,32,1.21410
ENSG00000177868,SVBP,53,1.08868,35,0.41316,20,-0.4519,14,-1.0611,20,-0.4623,21,-0.3980,28,0.05698,38,0.61834
ENSG00000117394,SLC2A1,1500,4.90882,79,-1.1738,46,-2.0807,53,-1.8564,85,-1.0615,37,-2.3932,31,-2.5569,39,-2.3327
ENSG00000117395,EBNA1BP2,43,-0.3736,30,-0.9051,35,-0.7467,38,-0.6213,77,0.54119,78,0.61328,98,0.93339,55,0.00916
ENSG00000066322,ELOVL1,44,0.07757,319,4.18904,11,-2.1520,30,-0.5461,31,-0.4552,8,-2.6239,0,-8.7340,8,-2.6292
ENSG00000159479,MED8,14,-0.3491,25,0.53400,11,-0.8257,17,-0.0732,38,1.19053,15,-0.2605,10,-0.9239,21,0.27923
ENSG00000142949,PTPRF,2,-5.8015,86,-0.5349,110,-0.1710,109,-0.1811,140,0.22149,120,-0.0148,162,0.46203,194,0.85879
ENSG00000066135,KDM4A,23,-0.1029,15,-0.7301,12,-1.1682,31,0.40154,10,-1.3338,45,1.11779,1,-4.5250,35,0.64229
ENSG00000126091,ST3GAL3,0,-6.6519,13,-1.4613,50,0.59513,41,0.24705,34,-0.0916,51,0.64809,12,-1.6236,43,0.29836
ENSG00000117408,IPO13,15,-2.2077,185,1.67843,43,-0.7497,65,-0.0872,86,0.36938,24,-1.6820,94,0.51066,87,0.42901
ENSG00000117410,ATP6V0B,141,-1.2981,216,-0.6620,237,-0.5620,403,0.34918,269,-0.3211,357,0.13060,331,0.00290,510,0.78832
ENSG00000117411,B4GALT2,0,-7.2958,66,0.25090,88,0.81662,54,-0.0708,42,-0.4488,56,-0.0006,33,-0.8099,69,0.34886
ENSG00000159214,CCDC24,0,-5.7615,2,-3.4002,14,-0.4698,27,0.61269,25,0.44133,20,0.05501,21,0.17433,29,0.77105
ENSG00000178028,DMAP1,1,-4.7128,33,-0.3923,30,-0.5526,48,0.23333,32,-0.4455,57,0.52681,38,-0.1703,66,0.81597
ENSG00000117419,ERI3,71,-1.1988,89,-0.8634,117,-0.4813,181,0.25727,163,0.06580,149,-0.0872,193,0.33630,233,0.71996
ENSG00000187147,RNF220,16,-2.7219,174,0.85235,70,-0.6345,120,0.27034,77,-0.4458,108,0.08835,137,0.45822,116,0.21129
ENSG00000142937,RPS8,3820,2.75502,1685,1.14898,558,-0.6779,461,-0.9822,550,-0.6482,419,-1.1352,340,-1.3724,385,-1.2681
ENSG00000070785,EIF2B3,37,0.47917,12,-1.2038,17,-0.7953,29,0.10607,23,-0.2680,25,-0.1319,50,0.99938,31,0.23714
ENSG00000126107,HECTD3,6,-1.5408,11,-0.6237,16,-0.0089,28,0.99203,7,-1.2745,28,0.96854,0,-7.3747,14,-0.2316
ENSG00000126088,UROD,22,-1.5383,46,-0.4105,50,-0.3243,43,-0.5484,53,-0.2004,97,0.87948,47,-0.3692,87,0.65555
ENSG00000117450,PRDX1,316,-0.0263,378,0.25910,272,-0.2829,255,-0.3921,529,0.80660,331,0.05041,398,0.34213,259,-0.3650
ENSG00000117448,AKR1A1,47,0.08234,53,0.28348,34,-0.4291,44,0.00342,38,-0.2233,62,0.60495,40,-0.1723,36,-0.3440
ENSG00000132780,NASP,0,-6.1325,70,1.74374,20,-0.3319,26,0.07832,33,0.43162,25,0.03086,5,-2.3084,23,-0.1033
ENSG00000159592,GPBP1L1,68,1.23381,55,0.86831,24,-0.4975,26,-0.3089,33,0.06506,29,-0.1795,3,-3.4459,33,0.06704
ENSG00000159596,TMEM69,0,-5.6257,11,-0.6255,13,-0.5325,27,0.75840,28,0.73346,30,1.00671,12,-0.5916,10,-0.9572
ENSG00000086015,MAST2,0,-5.7814,17,-0.1599,18,-0.0955,15,-0.3851,37,1.02706,34,1.01655,0,-6.8127,22,0.20603
ENSG00000117461,PIK3R3,64,2.29822,3,-2.3558,18,0.10027,12,-0.6233,11,-0.6883,16,-0.1330,0,-7.4480,18,0.07423
ENSG00000085998,POMGNT1,70,0.05223,101,0.62568,45,-0.7006,71,0.06035,63,-0.1159,60,-0.2065,89,0.41825,72,0.08762
ENSG00000132128,LRRC41,39,-0.8538,51,-0.4594,56,-0.3269,67,-0.0200,65,-0.0644,87,0.43875,68,-0.0151,87,0.42812
ENSG00000173660,UQCRH,238,-0.7114,204,-0.9395,340,-0.1760,302,-0.3717,409,0.12947,499,0.50175,400,0.09457,493,0.48113
ENSG00000117480,FAAH,0,-6.6893,74,1.14173,25,-0.6552,20,-1.0088,49,0.44123,43,0.28730,53,0.57183,45,0.35647
ENSG00000079277,MKNK1,0,-6.0747,6,-1.9765,26,0.17155,26,0.14502,37,0.67634,20,-0.2723,25,0.09120,37,0.76696
ENSG00000123472,ATPAF1,97,-0.1802,75,-0.5743,89,-0.3428,71,-0.7224,143,0.42817,157,0.64891,122,0.17592,120,0.16346
ENSG00000159658,EFCAB14,131,0.77931,191,1.43092,49,-0.8100,47,-0.8908,102,0.37713,110,0.56321,41,-1.0339,44,-0.9775
ENSG00000186377,CYP4X1,16,-0.7982,2,-3.3269,17,-0.7459,48,1.10221,17,-0.7035,23,-0.2336,20,-0.4219,43,0.90607
ENSG00000162368,CMPK1,0,-7.7859,130,0.60220,82,-0.1318,114,0.44053,78,-0.2094,106,0.30601,54,-0.7706,101,0.21840
ENSG00000162373,BEND5,0,-5.4280,5,-1.6258,15,0.02101,24,0.81144,4,-2.0141,23,0.70896,0,-7.2781,25,0.90016
ENSG00000162374,ELAVL4,11,-4.1747,7,-4.7324,160,-0.3249,356,1.13921,46,-2.1676,277,0.64489,36,-2.5092,319,0.91842
ENSG00000185104,FAF1,0,-6.4741,47,0.63609,26,-0.3567,25,-0.3881,59,1.00509,31,-0.0514,24,-0.4206,43,0.56120
ENSG00000123091,RNF11,60,-2.8478,110,-1.9525,357,-0.2055,470,0.27352,426,0.08864,455,0.21449,528,0.43241,571,0.62967
ENSG00000085832,EPS15,130,-0.2170,145,-0.0476,139,-0.1199,183,0.36478,114,-0.4197,182,0.35141,59,-1.3942,166,0.19247
ENSG00000117859,OSBPL9,90,2.34492,47,1.13539,20,-0.2351,7,-1.7769,27,0.22358,17,-0.5369,0,-7.9003,14,-0.8523
ENSG00000078618,NRDC,0,-7.6855,74,0.00489,62,-0.2996,100,0.53354,78,0.08554,70,-0.0963,69,-0.0967,101,0.56045
ENSG00000169213,RAB3B,0,-8.5344,10,-3.7229,175,0.48833,204,0.77480,97,-0.4922,249,1.17394,36,-1.9708,100,-0.4912
ENSG00000117862,TXNDC12,95,1.51801,17,-1.1989,18,-1.1788,37,-0.0324,34,-0.1703,45,0.30561,42,0.16375,33,-0.2353
ENSG00000134717,BTF3L4,3,-4.4207,32,-1.0042,51,-0.3415,85,0.54050,62,-0.0177,86,0.55626,54,-0.2450,79,0.40918
ENSG00000157077,ZFYVE9,0,-6.9102,14,-1.6965,37,-0.2321,42,-0.0206,24,-0.8986,76,1.04921,30,-0.5566,68,0.84530
ENSG00000134748,PRPF38A,0,-5.7846,35,0.93960,22,0.22712,23,0.32059,19,-0.0621,31,0.82194,8,-1.3516,10,-1.1131
ENSG00000134744,TUT4,53,1.29694,31,0.38716,30,0.38669,13,-1.0300,28,0.21941,24,0.03489,0,-7.3050,21,-0.1995
ENSG00000162377,COA7,0,-5.8366,21,0.09137,14,-0.6307,25,0.39691,9,-1.1625,33,0.88465,9,-1.1724,29,0.65733
ENSG00000162378,ZYG11B,2,-6.4976,53,-1.8382,173,-0.0769,269,0.72096,132,-0.4925,216,0.31175,92,-1.0269,287,0.84725
ENSG00000116171,SCP2,150,0.59130,120,0.22972,71,-0.6221,88,-0.2796,179,0.87823,122,0.28206,74,-0.5278,80,-0.4379
ENSG00000162384,CZIB,29,-0.8252,65,0.41194,46,-0.1584,39,-0.4177,42,-0.2701,67,0.51863,67,0.44398,48,-0.0893
ENSG00000162385,MAGOH,90,1.92166,16,-0.8463,17,-0.8574,18,-0.7449,18,-0.7339,33,0.21826,13,-1.2189,37,0.42345
ENSG00000157193,LRP8,0,-7.0607,9,-2.3869,26,-1.0156,102,1.46556,44,-0.1146,94,1.27027,2,-4.3823,37,-0.4310
ENSG00000058799,YIPF1,0,-5.6171,16,-0.1181,9,-1.0616,21,0.30878,34,1.08257,11,-0.7610,12,-0.5319,32,1.15896
ENSG00000081870,HSPB11,94,1.41507,36,-0.1694,16,-1.5006,45,0.18611,47,0.25077,30,-0.4967,44,0.14213,40,-0.0092
ENSG00000116209,TMEM59,209,0.21689,350,1.06774,131,-0.5510,136,-0.4880,187,0.04046,214,0.27973,131,-0.5110,173,-0.0850
ENSG00000116221,MRPL37,48,-0.1639,31,-0.8347,31,-0.8815,51,-0.0635,63,0.27087,43,-0.3470,103,1.08316,71,0.50990
ENSG00000157216,SSBP3,57,-1.5579,80,-1.0625,129,-0.3604,282,1.05335,98,-0.7604,110,-0.6193,150,-0.0995,246,0.78193
ENSG00000243725,TTC4,13,-0.6428,13,-0.6884,12,-0.7660,21,0.06347,18,-0.1313,30,0.70350,27,0.48896,21,0.11491
ENSG00000116133,DHCR24,4,-5.5143,216,0.32497,109,-0.7962,176,-0.0019,116,-0.6487,143,-0.3493,175,-0.0081,373,1.44548
ENSG00000162402,USP24,5,-2.3981,29,0.03416,24,-0.2934,24,-0.3083,36,0.39033,47,0.90508,10,-1.6089,36,0.41613
ENSG00000162407,PLPP3,24,-2.3621,134,0.18475,77,-0.7265,44,-1.5904,717,3.45932,82,-0.6186,71,-0.7958,38,-1.8124
ENSG00000162409,PRKAA2,0,-6.9523,11,-2.0241,32,-0.5591,38,-0.2577,71,0.74168,64,0.65535,34,-0.4342,75,0.95969
ENSG00000173406,DAB1,0,-6.0013,8,-1.4949,23,-0.0058,7,-1.8302,18,-0.3390,50,1.51269,13,-0.8045,37,0.87323
ENSG00000162601,MYSM1,0,-6.0622,21,-0.1993,24,0.02686,24,-0.0065,24,0.02503,30,0.41775,12,-1.0118,36,0.74708
ENSG00000177606,JUN,1109,3.26175,35,-2.5842,79,-1.4891,41,-2.4743,127,-0.6808,102,-1.0859,356,0.95618,152,-0.4421
ENSG00000134709,HOOK1,0,-6.5242,0,-5.4735,23,-0.6124,44,0.51103,32,-0.0198,58,1.06488,18,-0.9261,47,0.63161
ENSG00000162599,NFIA,150,0.87447,182,1.20904,95,0.14432,130,0.72853,115,0.43897,45,-1.0916,13,-2.8074,23,-2.0784
ENSG00000162604,TM2D1,118,0.94615,75,0.20358,21,-1.8281,53,-0.3715,85,0.40812,67,0.01855,121,0.98176,56,-0.2891
ENSG00000162607,USP1,0,-5.9863,44,1.07997,11,-1.1032,13,-0.8652,22,-0.0356,54,1.72194,3,-2.9763,22,-0.0396
ENSG00000116641,DOCK7,0,-6.0609,10,-1.2490,26,0.14660,29,0.33408,60,1.55435,29,0.38538,5,-2.2668,20,-0.2639
ENSG00000125703,ATG4C,14,-0.3064,78,2.76354,11,-0.5938,14,-0.2476,22,0.46065,9,-0.9400,0,-7.4098,8,-1.1529
ENSG00000142856,ITGB3BP,0,-5.3428,16,0.17732,18,0.43104,18,0.38488,17,0.24450,9,-0.7252,15,0.11755,16,0.23163
ENSG00000079739,PGM1,6,-1.8741,22,-0.0832,20,-0.2820,18,-0.3935,112,2.81519,19,-0.3652,12,-0.9899,7,-1.7798
ENSG00000158966,CACHD1,0,-6.0482,5,-2.3091,17,-0.5411,7,-1.8624,75,1.98305,17,-0.5096,53,1.33795,33,0.60489
ENSG00000162437,RAVER2,0,-5.8376,14,-0.5011,12,-0.8404,17,-0.2408,44,1.26398,27,0.50159,26,0.36869,23,0.21039
ENSG00000162434,JAK1,196,1.47847,58,-0.5018,49,-0.8267,46,-0.9189,88,0.14062,90,0.19146,70,-0.2253,93,0.24308
ENSG00000162433,AK4,0,-7.6276,14,-2.4368,51,-0.5342,112,0.83016,125,0.91328,66,-0.1133,98,0.50792,78,0.16027
ENSG00000116675,DNAJC6,2,-7.3541,318,-0.3766,281,-0.6107,558,0.57734,269,-0.6291,459,0.21899,468,0.22861,602,0.71968
ENSG00000213625,LEPROT,164,2.25568,34,-0.4228,27,-0.8386,22,-1.1382,104,1.38577,43,-0.0700,5,-3.2351,23,-1.0452
ENSG00000184588,PDE4B,44,-0.8605,147,1.02633,49,-0.7555,96,0.36002,70,-0.1733,79,0.02997,25,-1.7215,101,0.45276
ENSG00000118473,SGIP1,40,-1.4525,27,-1.9888,85,-0.3402,106,0.03304,100,-0.0568,127,0.35291,115,0.16715,164,0.83315
ENSG00000198160,MIER1,41,0.61945,30,0.15028,23,-0.2838,33,0.29048,23,-0.2843,26,-0.1248,28,0.03726,23,-0.3163
ENSG00000142864,SERBP1,230,0.98444,148,0.26349,77,-0.8031,105,-0.2953,151,0.28760,129,0.04135,159,0.37172,98,-0.4157
ENSG00000172380,GNG12,71,1.92459,35,0.71051,17,-0.4395,14,-0.7689,48,1.22603,17,-0.4838,8,-1.5717,6,-1.9197
ENSG00000116729,WLS,37,-1.2408,45,-0.9457,65,-0.4505,31,-1.6020,218,1.58749,218,1.89989,41,-1.0821,23,-2.0763
ENSG00000033122,LRRC7,0,-7.7059,21,-1.8706,47,-0.7544,99,0.50488,63,-0.2706,65,-0.2298,153,1.17233,118,0.83111
ENSG00000066557,LRRC40,0,-5.8793,24,0.24827,19,-0.1581,24,0.24922,22,0.09894,24,0.24352,10,-1.1520,30,0.63896
ENSG00000116754,SRSF11,124,0.07337,189,0.74715,79,-0.6854,132,0.18462,119,-0.0016,128,0.13501,65,-0.9133,125,0.08618
ENSG00000118454,ANKRD13C,0,-6.5177,29,-0.1651,25,-0.4294,37,0.21794,33,0.01717,45,0.58310,17,-0.9809,49,0.71514
