Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3to4,Feature log2 fold change topic 3to4,Feature count topic 5,Feature log2 fold change topic 5,Feature count topic 6,Feature log2 fold change topic 6,Feature count topic 7,Feature log2 fold change topic 7,Feature count topic 8,Feature log2 fold change topic 8,Feature count topic 9to11,Feature log2 fold change topic 9to11
ENSG00000123066,MED13L,22,0.05109,24,0.17230,18,-0.2744,10,-1.0978,32,0.63344,48,1.35206,13,-0.7023,16,-0.5012
ENSG00000111412,C12orf49,44,0.31712,40,0.16247,40,0.15132,22,-0.7775,36,-0.0352,48,0.45653,30,-0.2804,33,-0.1710
ENSG00000135119,RNFT2,39,0.38622,55,0.96891,31,0.04426,18,-0.7632,13,-1.2886,30,-0.0109,28,-0.1287,30,-0.0549
ENSG00000135116,HRK,24,0.36448,4,-2.1092,28,0.66841,9,-1.1237,23,0.27961,13,-0.6040,31,0.76066,17,-0.2199
ENSG00000088992,TESC,6,-3.4465,29,-1.1833,95,0.75365,16,-2.0205,142,1.35347,57,-0.1719,83,0.43433,57,-0.1850
ENSG00000135108,FBXO21,56,-0.2890,75,0.16547,94,0.60550,39,-0.8521,69,0.03428,107,0.73115,47,-0.5821,55,-0.4069
ENSG00000171435,KSR2,27,0.51339,6,-1.6489,12,-0.7673,7,-1.5430,27,0.50130,54,1.71039,12,-0.7688,19,-0.0233
ENSG00000176871,WSB2,224,-0.0572,309,0.46142,259,0.19695,149,-0.6899,232,0.00407,145,-0.7228,246,0.09550,242,0.08884
ENSG00000089220,PEBP1,1643,0.33143,1360,0.02790,1646,0.37725,1192,-0.1797,1383,0.05492,1100,-0.3062,887,-0.6386,1280,-0.0840
ENSG00000135090,TAOK3,82,0.62061,52,-0.1232,52,-0.1102,49,-0.2134,68,0.31378,65,0.23761,39,-0.5388,51,-0.1538
ENSG00000111707,SUDS3,46,0.16644,41,-0.0287,54,0.45551,22,-0.9652,37,-0.1730,57,0.49437,18,-1.2990,43,0.07771
ENSG00000139767,SRRM4,44,0.32009,30,-0.2845,36,-0.0053,17,-1.1104,57,0.74350,58,0.79619,20,-0.9086,32,-0.2034
ENSG00000152137,HSPB8,39,0.34108,45,0.57305,25,-0.3786,85,1.65962,12,-1.4154,8,-1.9418,13,-1.3319,32,-0.0030
ENSG00000111725,PRKAB1,20,0.64973,2,-2.4641,14,0.03784,11,-0.2474,26,1.06336,7,-1.0163,9,-0.5616,15,0.19075
ENSG00000122966,CIT,8,-2.5279,69,0.61567,59,0.39761,14,-1.8646,114,1.47382,53,0.17996,49,0.06760,32,-0.7442
ENSG00000135127,BICDL1,15,-0.4573,12,-0.8041,18,-0.2179,10,-1.0153,19,-0.1291,22,0.15397,16,-0.3529,31,0.91306
ENSG00000111737,RAB35,47,0.57801,22,-0.5830,36,0.17053,23,-0.5134,27,-0.2876,44,0.48895,14,-1.2997,36,0.22119
ENSG00000089154,GCN1,30,0.67275,2,-2.8553,28,0.69597,23,0.25753,18,-0.1273,12,-0.7513,11,-0.8330,20,0.08307
ENSG00000089157,RPLP0,280,-0.1680,257,-0.3063,236,-0.4811,571,0.99443,271,-0.2235,346,0.16390,317,0.02306,307,-0.0337
ENSG00000111775,COX6A1,841,-0.8968,1651,0.15239,1261,-0.3007,1474,-0.0285,1784,0.27676,948,-0.7143,1977,0.44365,1770,0.33859
ENSG00000170855,TRIAP1,16,0.01079,13,-0.2428,23,0.68359,15,-0.0876,9,-0.8645,7,-1.2605,12,-0.3415,18,0.30248
ENSG00000257218,GATC,11,-1.0991,28,0.33946,22,-0.0717,20,-0.2098,20,-0.1942,22,-0.0825,25,0.13766,27,0.34865
ENSG00000111786,SRSF9,111,0.05878,104,-0.0513,121,0.22256,85,-0.3566,84,-0.3716,98,-0.1460,90,-0.2696,121,0.24779
ENSG00000088986,DYNLL1,2028,0.82491,1062,-0.2252,1355,0.18002,1047,-0.2470,855,-0.5614,884,-0.5102,756,-0.7509,1378,0.23853
ENSG00000110871,COQ5,19,0.40816,7,-1.1499,19,0.48175,18,0.34143,26,0.91179,11,-0.4086,5,-1.4937,12,-0.3465
ENSG00000022840,RNF10,114,0.77828,63,-0.1816,71,0.01354,73,0.05829,74,0.06730,74,0.06760,42,-0.7873,65,-0.1653
ENSG00000167272,POP5,24,0.13459,32,0.59006,22,0.02470,29,0.47737,12,-0.9525,18,-0.2794,15,-0.5832,22,0.02254
ENSG00000157782,CABP1,187,0.51566,100,-0.4763,143,0.08967,64,-1.1660,107,-0.3701,138,0.02267,84,-0.7518,177,0.54638
ENSG00000110917,MLEC,62,0.29825,54,0.08565,51,-0.0190,32,-0.7232,57,0.17051,76,0.61983,46,-0.1879,46,-0.2280
ENSG00000175970,UNC119B,16,0.45920,20,0.80956,11,-0.1602,13,0.09903,10,-0.3385,13,0.10084,12,-0.0124,9,-0.5222
ENSG00000157837,SPPL3,127,0.66277,159,1.04653,106,0.40851,34,-1.3623,57,-0.5995,116,0.50724,48,-0.8774,58,-0.6868
ENSG00000157895,C12orf43,27,0.05777,13,-1.0436,42,0.86807,15,-0.8902,17,-0.6752,28,0.12289,24,-0.1139,27,0.03800
ENSG00000110931,CAMKK2,68,0.19791,65,0.12383,58,-0.0642,31,-0.9906,73,0.30097,80,0.45265,42,-0.5630,62,0.06801
ENSG00000089053,ANAPC5,87,0.52397,111,0.93331,83,0.49722,66,0.06681,57,-0.1469,59,-0.0972,45,-0.5288,34,-1.1191
ENSG00000170633,RNF34,44,0.14751,112,1.77551,57,0.67613,21,-0.9481,27,-0.6174,33,-0.2814,13,-1.7199,24,-0.9008
ENSG00000089094,KDM2B,34,1.49942,10,-0.4225,12,-0.1955,6,-1.2812,10,-0.4010,14,0.05300,14,0.08886,12,-0.1884
ENSG00000188735,TMEM120B,7,-0.7122,19,0.77906,16,0.56995,4,-1.3768,22,1.03844,9,-0.3226,16,0.49507,6,-1.1693
ENSG00000139725,RHOF,26,0.75892,5,-1.7672,30,1.21843,6,-1.3801,9,-0.9159,6,-1.4335,16,0.02689,16,-0.0170
ENSG00000139718,SETD1B,25,1.27278,15,0.49030,17,0.73479,8,-0.5278,6,-0.8376,13,0.18291,6,-0.8278,5,-1.2144
ENSG00000110801,PSMD9,40,0.40794,29,-0.0667,39,0.40460,38,0.35244,16,-0.9578,29,-0.0992,14,-1.2084,32,0.04794
ENSG00000110987,BCL7A,38,0.34358,25,-0.3485,33,0.13564,20,-0.6883,26,-0.2903,35,0.19075,22,-0.5262,36,0.30739
ENSG00000175727,MLXIP,14,0.14377,13,0.07339,10,-0.3135,11,-0.2606,19,0.63872,6,-1.1530,11,-0.2454,15,0.33440
ENSG00000176383,B3GNT4,18,0.16012,13,-0.3423,27,0.90536,5,-1.8617,24,0.58454,14,-0.2201,5,-1.8214,16,-0.0291
ENSG00000139719,VPS33A,28,0.33338,32,0.53642,35,0.76173,12,-1.0273,22,-0.0852,21,-0.1460,20,-0.2185,16,-0.6504
ENSG00000130779,CLIP1,79,0.58789,36,-0.6580,74,0.54072,54,-0.0220,66,0.30867,52,-0.0902,41,-0.4414,42,-0.4866
ENSG00000111011,RSRC2,76,0.14290,47,-0.6062,87,0.41781,86,0.35028,79,0.20739,66,-0.0629,54,-0.3925,60,-0.2854
ENSG00000139726,DENR,104,0.69046,105,0.69825,71,0.06844,49,-0.5142,54,-0.3714,76,0.17534,53,-0.3854,56,-0.3883
ENSG00000130787,HIP1R,95,1.36534,18,-1.2887,24,-0.9462,79,1.04097,19,-1.1756,42,-0.0034,22,-0.9909,46,0.19785
ENSG00000139722,VPS37B,35,0.85229,13,-0.6765,23,0.13736,15,-0.5413,13,-0.7467,48,1.39235,16,-0.4358,15,-0.6353
ENSG00000150967,ABCB9,23,-0.0606,54,1.38646,22,-0.0927,15,-0.6498,23,-0.0193,18,-0.4398,9,-1.3505,24,0.02866
ENSG00000182196,ARL6IP4,140,-0.7183,288,0.40934,237,0.10950,237,0.09600,297,0.45861,217,-0.0471,196,-0.2003,202,-0.1978
ENSG00000090975,PITPNM2,29,-0.0573,40,0.47123,27,-0.1832,16,-0.9333,74,1.49842,40,0.45687,30,-0.0211,16,-1.1280
ENSG00000130921,C12orf65,12,-0.6790,25,0.44506,18,-0.0376,16,-0.2324,23,0.35082,23,0.35174,7,-1.4044,21,0.20848
ENSG00000111328,CDK2AP1,46,-1.4235,67,-0.8663,143,0.36736,243,1.21819,190,0.79042,64,-0.9323,132,0.19125,86,-0.5777
ENSG00000139697,SBNO1,57,0.18260,31,-0.7438,70,0.56442,48,-0.0982,68,0.45034,66,0.42105,27,-0.9547,41,-0.3975
ENSG00000183955,KMT5A,16,-0.6316,17,-0.5213,41,0.94558,21,-0.2589,31,0.39064,20,-0.2962,21,-0.2233,20,-0.3503
ENSG00000150977,RILPL2,8,-1.3624,11,-0.8533,27,0.56574,15,-0.4748,51,1.56315,20,-0.0027,21,0.07562,13,-0.7598
ENSG00000184209,SNRNP35,34,1.00580,39,1.23040,12,-0.7472,16,-0.2169,19,0.06968,19,0.07836,15,-0.3442,12,-0.7425
ENSG00000188026,RILPL1,22,-0.5529,10,-1.7456,37,0.29742,34,0.12280,67,1.24473,39,0.32902,29,-0.1549,24,-0.5056
ENSG00000086598,TMED2,65,-0.1258,47,-0.6074,89,0.42262,67,-0.0806,74,0.08575,68,-0.0558,65,-0.1211,70,-0.0151
ENSG00000111361,EIF2B1,29,-0.0134,40,0.53049,36,0.40447,29,0.03937,29,-0.0027,17,-0.7817,21,-0.4499,26,-0.1757
ENSG00000111358,GTF2H3,22,0.73551,8,-0.8086,19,0.49906,18,0.40813,12,-0.2617,6,-1.2046,13,-0.1831,13,-0.1885
ENSG00000119242,CCDC92,177,0.54314,152,0.29085,138,0.15201,54,-1.2881,100,-0.3633,213,0.85673,78,-0.7378,113,-0.2131
ENSG00000179195,ZNF664,39,0.26098,13,-1.4274,22,-0.6683,65,1.08651,23,-0.5450,68,1.17199,28,-0.2823,29,-0.2853
ENSG00000196498,NCOR2,71,0.31919,7,-3.0770,72,0.37535,56,-0.0576,92,0.73720,73,0.35824,67,0.23168,44,-0.5459
ENSG00000073060,SCARB1,64,0.90211,62,0.86252,32,-0.2136,29,-0.3845,34,-0.1102,47,0.40024,29,-0.3580,24,-0.7436
ENSG00000150991,UBC,855,-0.2518,1071,0.10503,1532,0.79128,772,-0.4102,926,-0.1268,727,-0.5036,819,-0.3188,933,-0.1418
ENSG00000184992,BRI3BP,49,-0.0134,56,0.20283,50,0.03415,24,-1.1127,58,0.26498,45,-0.1460,40,-0.3284,57,0.28195
ENSG00000081760,AACS,62,0.34015,36,-0.5215,76,0.76057,13,-1.9915,83,0.81365,67,0.47059,37,-0.4644,34,-0.7175
ENSG00000139364,TMEM132B,105,0.56115,69,-0.1018,84,0.21767,31,-1.3056,116,0.73471,94,0.38566,66,-0.1859,55,-0.5586
ENSG00000256193,LINC00507,0,-8.0736,2,-2.4771,32,1.90468,0,-5.5742,46,2.24072,0,-5.1169,20,0.71822,2,-2.5384
ENSG00000151948,GLT1D1,31,0.18544,59,1.24520,38,0.57770,16,-0.8598,22,-0.3733,32,0.20786,23,-0.3098,16,-1.0302
ENSG00000060709,RIMBP2,38,-0.6441,52,-0.1633,83,0.64268,15,-1.9892,102,0.91948,68,0.25849,46,-0.3795,51,-0.2601
ENSG00000111450,STX2,14,0.08665,13,-0.0289,13,-0.0334,14,0.11475,14,0.11168,15,0.22326,9,-0.6150,13,0.01872
ENSG00000132341,RAN,297,0.08976,261,-0.1151,417,0.73594,170,-0.7800,265,-0.0926,193,-0.5834,251,-0.1737,272,-0.0611
ENSG00000061936,SFSWAP,32,0.85808,17,-0.1374,22,0.33565,16,-0.1887,14,-0.3742,31,0.82729,15,-0.3399,11,-0.8931
ENSG00000198598,MMP17,45,-0.3094,70,0.38581,54,-0.0172,24,-1.2443,70,0.38505,109,1.12956,38,-0.5717,46,-0.3187
ENSG00000177169,ULK1,56,0.32012,34,-0.4315,55,0.33641,32,-0.5367,71,0.71552,60,0.43541,33,-0.4766,35,-0.5035
ENSG00000183495,EP400,19,-0.2674,19,-0.2755,28,0.37304,21,-0.1200,38,0.80363,36,0.69457,13,-0.9158,17,-0.5759
ENSG00000185163,DDX51,32,1.02001,21,0.34180,22,0.46593,17,0.01204,15,-0.2102,15,-0.1624,15,-0.2362,9,-1.0578
ENSG00000184967,NOC4L,27,0.62670,27,0.61797,23,0.35793,8,-1.2034,14,-0.3635,17,-0.1115,12,-0.7033,17,-0.1300
ENSG00000182870,GALNT9,91,0.64657,33,-0.9525,81,0.50194,27,-1.2401,41,-0.6068,89,0.60223,45,-0.4836,62,0.01916
ENSG00000112787,FBRSL1,34,0.23844,8,-1.9617,19,-0.7033,34,0.23511,18,-0.7104,55,1.03047,24,-0.3176,37,0.47454
ENSG00000176894,PXMP2,15,-0.8477,24,-0.1596,28,0.13014,37,0.54163,26,-0.0145,15,-0.8854,36,0.48452,27,0.04051
ENSG00000247077,PGAM5,40,0.66317,21,-0.3650,38,0.65059,19,-0.4866,27,0.02314,18,-0.6114,35,0.42533,19,-0.6402
ENSG00000176915,ANKLE2,80,1.41451,12,-1.5445,37,0.11833,28,-0.3405,28,-0.3123,23,-0.6085,23,-0.6470,37,0.14252
ENSG00000090615,GOLGA3,70,0.56981,36,-0.4928,54,0.15597,25,-1.0215,49,-0.0179,62,0.36320,42,-0.2452,50,0.03343
ENSG00000198040,ZNF84,23,-0.0640,31,0.40146,29,0.31443,28,0.22346,17,-0.5257,22,-0.1673,10,-1.3282,26,0.12294
ENSG00000196199,MPHOSPH8,119,0.51081,74,-0.2592,89,0.04863,53,-0.7671,90,0.05288,133,0.69212,35,-1.3869,91,0.09432
ENSG00000121390,PSPC1,48,0.04349,70,0.64557,61,0.48563,27,-0.8340,52,0.17445,57,0.32012,30,-0.6608,36,-0.5053
ENSG00000121741,ZMYM2,58,0.47987,49,0.19911,52,0.32695,33,-0.3960,36,-0.2605,47,0.14708,25,-0.8109,40,-0.1290
ENSG00000121742,GJB6,29,-0.4873,15,-1.4657,11,-2.0603,74,1.00225,6,-2.8053,14,-1.5286,45,0.19004,79,1.59420
ENSG00000165475,CRYL1,37,0.43912,25,-0.1909,18,-0.6998,66,1.44211,22,-0.3686,7,-2.0830,18,-0.6371,32,0.26540
ENSG00000278291,AL161772.1,77,1.05999,25,-0.7424,29,-0.5349,57,0.56311,10,-2.0873,41,0.02975,26,-0.6910,50,0.42859
ENSG00000172458,IL17D,24,-0.4662,10,-1.7813,16,-1.1209,78,1.48002,21,-0.6755,36,0.18409,31,-0.0569,41,0.48873
ENSG00000150456,EEF1AKMT1,10,-0.6324,17,0.18181,12,-0.3953,25,0.76622,25,0.75098,20,0.41548,7,-1.0917,13,-0.2393
ENSG00000150459,SAP18,237,0.25750,232,0.22228,243,0.34046,207,0.04036,163,-0.3363,173,-0.2364,179,-0.1833,180,-0.2216
ENSG00000173141,MRPL57,134,0.01014,201,0.66749,141,0.09538,117,-0.1984,107,-0.3475,100,-0.4546,142,0.09613,128,-0.0791
ENSG00000180776,ZDHHC20,38,0.92105,48,1.29804,14,-0.7703,47,1.28802,14,-0.6404,26,0.28864,13,-0.7199,8,-1.6683
ENSG00000165487,MICU2,34,0.58227,33,0.52158,31,0.47467,19,-0.3167,13,-0.9042,17,-0.4935,11,-1.1106,24,-0.0002
ENSG00000102678,FGF9,10,-0.6873,64,2.53253,21,0.49503,6,-1.4765,10,-0.6425,7,-1.1251,13,-0.3190,7,-1.4111
ENSG00000151835,SACS,55,0.48478,13,-1.7294,51,0.39074,16,-1.4454,41,-0.0083,77,1.02303,35,-0.2383,37,-0.1741
ENSG00000165566,AMER2,91,0.56760,35,-0.9314,51,-0.3879,176,1.73491,45,-0.5302,44,-0.5614,37,-0.8135,57,-0.2154
ENSG00000139505,MTMR6,131,1.26764,32,-0.9794,76,0.38577,26,-1.3195,62,0.03757,86,0.55638,24,-1.3906,53,-0.2787
ENSG00000139496,NUP58,44,0.60498,36,0.27035,37,0.36133,11,-1.4888,22,-0.4958,44,0.59553,19,-0.7525,28,-0.1671
ENSG00000132932,ATP8A2,90,0.38951,66,-0.1151,89,0.42241,12,-2.6424,81,0.22639,126,0.95423,44,-0.7170,59,-0.3280
ENSG00000127870,RNF6,41,-0.1776,71,0.71969,62,0.55879,27,-0.8222,61,0.48370,34,-0.4409,29,-0.6883,38,-0.3485
ENSG00000132964,CDK8,42,1.83510,8,-0.7597,15,0.10988,8,-0.8607,7,-1.0273,15,0.04899,10,-0.4525,12,-0.3525
ENSG00000132970,WASF3,142,0.14145,179,0.51872,99,-0.4669,133,0.04112,98,-0.4369,145,0.17607,97,-0.4515,145,0.22751
ENSG00000132975,GPR12,63,1.63806,2,-3.6065,28,0.29082,10,-1.2300,6,-1.9355,33,0.50251,10,-1.3158,27,0.27200
ENSG00000152484,USP12,46,-0.5229,24,-1.5276,95,0.69136,45,-0.5732,136,1.22863,56,-0.2268,62,-0.0740,52,-0.4191
ENSG00000122026,RPL21,1159,0.01547,890,-0.3979,738,-0.7457,2448,1.26607,887,-0.4034,997,-0.2221,1134,-0.0181,1210,0.10670
ENSG00000122034,GTF3A,98,-0.0480,126,0.35060,113,0.18612,74,-0.4826,127,0.35232,81,-0.3596,98,-0.0506,95,-0.1198
ENSG00000122033,MTIF3,59,0.09102,69,0.32656,66,0.30138,60,0.11057,41,-0.4615,48,-0.2352,39,-0.5437,55,-0.0221
ENSG00000186184,POLR1D,112,0.63704,31,-1.3365,85,0.21676,64,-0.2637,51,-0.6209,64,-0.2559,49,-0.6615,96,0.50547
ENSG00000132963,POMP,224,0.20720,203,0.04931,259,0.49676,241,0.32434,148,-0.4478,168,-0.2481,180,-0.1407,162,-0.3807
ENSG00000132938,MTUS2,8,-0.5451,13,0.28188,15,0.57622,5,-1.2230,17,0.64053,2,-2.3849,19,0.89849,9,-0.3548
ENSG00000139514,SLC7A1,25,-0.9297,49,0.07000,78,0.95781,17,-1.5365,89,1.05357,28,-0.7937,63,0.48267,29,-0.8595
ENSG00000122042,UBL3,133,-0.2145,116,-0.4254,205,0.53710,117,-0.4153,248,0.79129,103,-0.6144,153,0.00965,133,-0.2680
ENSG00000102781,KATNAL1,36,0.13778,23,-0.5588,45,0.56429,18,-0.9162,27,-0.2794,64,1.11286,30,-0.1458,24,-0.5594
ENSG00000189403,HMGB1,454,0.28872,321,-0.2616,435,0.24321,487,0.40225,323,-0.2503,418,0.15552,227,-0.7935,357,-0.1176
ENSG00000132965,ALOX5AP,7,-0.9809,12,-0.2840,8,-0.8832,42,1.82617,7,-1.0001,19,0.44971,24,0.82161,10,-0.6898
ENSG00000120694,HSPH1,411,0.80486,327,0.42800,335,0.52957,86,-1.6376,183,-0.4894,460,0.99807,139,-0.9176,161,-0.8175
ENSG00000187676,B3GLCT,72,2.73356,4,-2.0086,11,-0.6296,10,-0.7622,1,-3.7204,24,0.64108,8,-1.0467,12,-0.5275
ENSG00000073910,FRY,125,1.24555,68,0.21445,66,0.18469,25,-1.2848,37,-0.7126,74,0.34864,21,-1.5607,56,-0.0935
ENSG00000139597,N4BP2L1,35,0.47505,15,-0.8039,43,0.94367,20,-0.3690,21,-0.2807,18,-0.5548,15,-0.8147,24,-0.1021
ENSG00000244754,N4BP2L2,38,-0.1350,34,-0.3114,39,-0.0985,61,0.61994,38,-0.1277,55,0.43891,27,-0.6471,42,0.00653
ENSG00000083642,PDS5B,130,0.67782,113,0.45338,72,-0.2995,38,-1.2392,55,-0.6709,196,1.40005,31,-1.5101,77,-0.1989
ENSG00000133121,STARD13,70,3.13836,5,-1.5100,9,-0.5369,11,-0.3148,1,-3.2761,14,0.12556,4,-1.6182,7,-1.0819
ENSG00000172915,NBEA,111,0.39991,72,-0.2853,101,0.28258,32,-1.5198,83,-0.0574,107,0.34370,65,-0.4286,92,0.13504
ENSG00000133083,DCLK1,663,0.89762,223,-0.8410,558,0.69435,194,-1.0521,372,-0.0505,533,0.53032,226,-0.8201,298,-0.4813
ENSG00000133104,SPART,55,0.61743,24,-0.6898,39,0.06398,57,0.68510,28,-0.4168,39,0.07333,28,-0.4581,34,-0.1787
ENSG00000133101,CCNA1,49,1.66493,16,-0.1533,26,0.66938,5,-1.8154,31,0.83376,7,-1.4053,11,-0.7579,9,-1.1505
ENSG00000180440,SERTM1,21,-0.3771,19,-0.5631,36,0.49586,15,-0.8978,63,1.37952,34,0.32894,27,-0.0430,17,-0.8822
ENSG00000120697,ALG5,28,0.77016,6,-1.4968,20,0.25962,21,0.33486,19,0.15898,16,-0.1535,9,-0.9609,17,-0.0481
ENSG00000120686,UFM1,93,0.15888,102,0.31406,99,0.29928,70,-0.2826,72,-0.2359,87,0.05136,71,-0.2609,77,-0.1767
ENSG00000183722,LHFPL6,50,-0.3217,27,-1.2484,122,1.32331,43,-0.5529,57,-0.1221,34,-0.9264,41,-0.6253,61,-0.0247
ENSG00000133103,COG6,27,-0.0670,25,-0.1912,32,0.25512,7,-1.9290,29,0.08005,31,0.16371,13,-1.1338,37,0.56744
ENSG00000102738,MRPS31,11,-0.4122,9,-0.7504,24,0.94165,17,0.30605,14,-0.0589,13,-0.1884,12,-0.3226,12,-0.3898
ENSG00000120688,WBP4,53,0.50969,28,-0.5029,42,0.16003,40,0.06045,40,0.07817,65,0.85461,21,-0.9330,31,-0.4301
ENSG00000165572,KBTBD6,85,0.39097,83,0.35338,65,-0.0554,36,-0.9481,94,0.56013,80,0.28883,34,-1.0167,64,-0.0873
ENSG00000120696,KBTBD7,38,0.97570,23,0.13456,35,0.95166,14,-0.6255,14,-0.6004,29,0.51890,9,-1.1874,11,-1.1331
ENSG00000102760,RGCC,73,-0.0010,44,-0.7751,29,-1.5074,162,1.34008,70,-0.0689,66,-0.1554,80,0.15771,83,0.25835
ENSG00000102780,DGKH,56,1.32121,9,-1.4827,18,-0.5333,11,-1.2166,38,0.63203,46,0.96431,13,-1.0299,23,-0.1927
ENSG00000023516,AKAP11,178,0.41423,113,-0.3062,142,0.05287,69,-1.0549,171,0.35093,175,0.39072,115,-0.2851,136,-0.0237
ENSG00000120675,DNAJC15,50,-0.3175,78,0.39375,74,0.33873,82,0.47375,44,-0.5247,36,-0.8051,59,-0.0553,59,-0.0837
ENSG00000120658,ENOX1,4,-1.5604,8,-0.7247,24,1.20369,3,-1.9161,10,-0.3619,33,1.61277,8,-0.6648,8,-0.7720
ENSG00000151778,SERP2,120,0.07769,113,-0.0230,164,0.65424,79,-0.5820,175,0.68736,59,-1.0121,127,0.15782,87,-0.5234
ENSG00000102804,TSC22D1,443,0.23621,253,-0.6402,585,0.79492,204,-0.9654,603,0.74452,350,-0.1383,295,-0.4054,294,-0.4933
ENSG00000133114,GPALPP1,21,-0.0181,14,-0.6549,26,0.39994,24,0.17848,27,0.37664,8,-1.4213,11,-0.9642,25,0.34312
ENSG00000188342,GTF2F2,13,-1.0396,41,0.69932,19,-0.6058,47,0.90568,16,-0.7653,32,0.27372,17,-0.6512,30,0.22987
ENSG00000180332,KCTD4,28,0.15460,30,0.25481,27,0.07966,11,-1.3129,24,-0.0913,74,1.81426,15,-0.7756,15,-0.9433
ENSG00000133112,TPT1,922,-0.4427,1165,-0.0775,928,-0.4738,2279,1.02775,1128,-0.1277,955,-0.3876,1339,0.14419,1270,0.07555
ENSG00000170919,TPT1-AS1,17,0.38562,1,-3.9219,11,-0.4091,19,0.55092,37,1.68624,21,0.69175,5,-1.5226,9,-0.6713
ENSG00000136152,COG3,19,0.74828,16,0.53749,8,-0.5884,10,-0.2320,14,0.29608,19,0.76941,18,0.66901,5,-1.3270
ENSG00000123200,ZC3H13,95,0.49709,53,-0.4253,70,0.02220,81,0.24054,71,0.04057,100,0.59032,36,-1.0098,63,-0.2023
ENSG00000139684,ESD,98,0.27390,100,0.30800,105,0.43506,91,0.14981,53,-0.6756,60,-0.4885,71,-0.2488,75,-0.1853
ENSG00000102468,HTR2A,120,1.63043,29,-0.6870,62,0.54430,17,-1.5297,33,-0.5054,68,0.62046,24,-0.9907,30,-0.7734
ENSG00000136143,SUCLA2,91,-0.1819,143,0.54348,153,0.74169,62,-0.7690,98,-0.0689,82,-0.3414,76,-0.4613,89,-0.2674
ENSG00000136159,NUDT15,7,-1.0042,18,0.31904,21,0.66161,8,-0.8366,13,-0.1657,24,0.74968,13,-0.2143,12,-0.3830
ENSG00000136146,MED4,30,-0.7042,75,0.73513,52,0.15637,43,-0.1578,33,-0.5385,39,-0.2836,43,-0.1625,51,0.16757
ENSG00000136156,ITM2B,1015,-0.2634,2047,0.87583,1766,0.71624,1179,-0.0287,953,-0.3617,694,-0.8493,755,-0.7202,1009,-0.3338
ENSG00000139687,RB1,30,0.49637,31,0.53684,28,0.42891,30,0.49022,20,-0.1431,25,0.20799,16,-0.5020,11,-1.1599
ENSG00000102531,FNDC3A,58,0.70205,52,0.49897,33,-0.2139,32,-0.2412,32,-0.2704,42,0.15494,24,-0.7100,36,-0.0706
ENSG00000102543,CDADC1,14,-0.4210,9,-1.0505,22,0.27419,15,-0.3540,28,0.66236,11,-0.8339,16,-0.2405,23,0.40813
ENSG00000102547,CAB39L,32,0.02516,13,-1.3333,29,-0.1855,32,-0.0112,43,0.47764,52,0.79597,31,-0.0239,30,-0.1238
ENSG00000136144,RCBTB1,4,-2.3178,22,0.14902,36,1.07502,15,-0.4709,32,0.74843,8,-1.2799,13,-0.6848,19,-0.1515
ENSG00000123179,EBPL,15,-0.7546,28,0.24416,31,0.45198,22,-0.1569,21,-0.2261,21,-0.2237,18,-0.4145,26,0.16021
ENSG00000102753,KPNA3,57,0.49053,43,0.04148,48,0.22484,31,-0.4735,54,0.39236,45,0.12017,37,-0.2052,33,-0.4423
ENSG00000123178,SPRYD7,28,-0.8215,56,0.22826,63,0.48258,42,-0.2366,65,0.47158,52,0.12097,31,-0.6931,44,-0.1829
ENSG00000204977,TRIM13,17,0.43048,15,0.16167,11,-0.2617,16,0.32964,15,0.19294,11,-0.2208,6,-1.1189,14,0.10218
ENSG00000136104,RNASEH2B,36,0.21729,32,0.04188,42,0.51560,27,-0.2335,44,0.52416,27,-0.2414,19,-0.7920,26,-0.3715
ENSG00000102786,INTS6,16,0.45179,6,-0.9904,13,0.11976,6,-0.9298,13,0.04186,26,1.20542,9,-0.5158,11,-0.2376
ENSG00000136100,VPS36,23,-0.4697,57,0.97598,48,0.79187,20,-0.6568,38,0.28749,16,-1.0486,30,-0.0519,21,-0.6963
ENSG00000165416,SUGT1,55,-0.5132,112,0.61913,81,0.10597,72,-0.0769,112,0.63203,82,0.12318,44,-0.8460,66,-0.2743
ENSG00000136099,PCDH8,0,-5.6429,79,1.03210,62,0.72868,9,-2.3139,95,1.35478,19,-1.1841,52,0.33365,28,-0.7567
ENSG00000118946,PCDH17,172,0.56599,87,-0.5068,90,-0.5096,46,-1.4648,330,1.71471,274,1.36967,44,-1.5294,66,-1.0945
ENSG00000184226,PCDH9,275,0.99823,102,-0.6014,105,-0.6033,152,0.02569,190,0.37919,250,0.83887,66,-1.2460,134,-0.2133
ENSG00000204899,MZT1,67,0.12016,50,-0.3406,65,0.10390,38,-0.7406,72,0.23424,82,0.45526,38,-0.7658,68,0.18003
ENSG00000083520,DIS3,18,0.19930,13,-0.2714,29,1.11430,19,0.25542,14,-0.1374,9,-0.7726,13,-0.3265,10,-0.8065
ENSG00000118922,KLF12,4,-2.3321,31,0.76338,39,1.40117,12,-0.6593,22,0.26774,5,-2.0516,16,-0.3037,14,-0.5843
ENSG00000136111,TBC1D4,16,-0.2245,42,1.36895,18,-0.0277,10,-0.9567,21,0.16273,31,0.84329,9,-1.1192,13,-0.6664
