Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3,Feature log2 fold change topic 3,Feature count topic 4to5,Feature log2 fold change topic 4to5,Feature count topic 6,Feature log2 fold change topic 6,Feature count topic 7to8,Feature log2 fold change topic 7to8,Feature count topic 9,Feature log2 fold change topic 9,Feature count topic 10to11,Feature log2 fold change topic 10to11
ENSG00000197780,TAF13,3,-4.3078,62,-0.1404,71,0.07756,27,-1.4818,71,0.06024,69,0.02641,82,0.29274,133,1.30555
ENSG00000215717,TMEM167B,188,2.23248,81,0.69361,59,0.17679,27,-1.0857,28,-0.9852,44,-0.3263,4,-3.7178,40,-0.4662
ENSG00000031698,SARS,3,-4.4808,196,1.59478,117,0.69278,56,-0.5197,134,0.91638,76,-0.0076,51,-0.6368,38,-1.1680
ENSG00000143126,CELSR2,3,-4.4477,217,1.83520,68,-0.1428,36,-1.2222,26,-1.5756,168,1.62964,16,-2.2694,42,-0.9650
ENSG00000134243,SORT1,33,-3.0245,360,0.61268,119,-1.1192,65,-2.1320,209,-0.2626,668,2.11971,68,-1.9588,230,-0.1211
ENSG00000134201,GSTM5,446,3.16413,0,-9.1593,165,1.08885,53,-0.8070,1,-5.6429,38,-1.3281,43,-1.0538,51,-0.8494
ENSG00000134202,GSTM3,3,-5.1448,239,1.11763,446,2.31759,103,-0.2770,17,-2.9268,129,0.11341,90,-0.4744,38,-1.8698
ENSG00000168710,AHCYL1,424,1.42220,58,-1.7336,521,1.80823,140,-0.4521,90,-1.0922,112,-0.8204,120,-0.6500,144,-0.4033
ENSG00000197106,SLC6A17,3,-4.5355,607,4.47921,49,-0.7381,86,0.13599,1,-5.5512,0,-7.7670,35,-1.2373,3,-4.6775
ENSG00000134248,LAMTOR5,146,0.54149,105,0.01778,210,1.15869,55,-1.0498,62,-0.8035,160,0.79260,50,-1.1273,72,-0.6286
ENSG00000177301,KCNA2,3,-3.1661,155,3.05281,27,-0.1894,39,0.41552,1,-4.1867,4,-3.0311,0,-6.3026,33,0.10626
ENSG00000116459,ATP5PB,20,-2.1497,135,0.74634,172,1.15903,38,-1.3263,64,-0.4361,182,1.50995,28,-1.6763,39,-1.2842
ENSG00000116473,RAP1A,3,-4.7522,28,-1.7930,44,-1.1362,32,-1.6955,67,-0.5079,230,1.88153,109,0.25541,121,0.49116
ENSG00000171385,KCND3,3,-3.4099,246,3.94797,16,-1.2773,36,0.00014,1,-4.4294,0,-6.6471,15,-1.3448,23,-0.7362
ENSG00000155366,RHOC,359,1.70644,21,-2.7511,206,0.71925,68,-1.0914,265,1.15424,96,-0.5497,22,-2.7055,127,-0.0714
ENSG00000155380,SLC16A1,3,-4.0594,24,-1.3151,65,0.20283,16,-2.0216,72,0.36713,162,2.24852,11,-2.4956,49,-0.2765
ENSG00000163349,HIPK1,1116,4.90006,43,-1.7420,45,-1.6654,49,-1.6514,1,-6.3114,31,-2.3310,28,-2.3344,46,-1.7433
ENSG00000009307,CSDE1,515,0.81676,384,0.32735,135,-1.2864,99,-1.8547,858,1.73043,223,-0.5752,239,-0.4199,332,0.10588
ENSG00000163399,ATP1A1,224,0.62988,428,1.77621,105,-0.5800,60,-1.5169,214,0.55367,154,0.02683,59,-1.4329,107,-0.6009
ENSG00000198162,MAN1A2,3,-6.1142,111,-1.1691,145,-0.7644,158,-0.6911,305,0.39890,213,-0.1972,484,1.17711,414,1.05673
ENSG00000092621,PHGDH,197,0.51358,47,-1.6953,298,1.21473,80,-0.9739,22,-2.7739,312,1.54805,67,-1.1778,82,-0.9293
ENSG00000134250,NOTCH2,3,-3.1080,0,-7.6402,146,2.99084,39,0.51904,44,0.65451,3,-3.3031,17,-0.8637,15,-1.1070
ENSG00000265241,RBM8A,373,2.10715,84,-0.4586,96,-0.2472,29,-2.1735,70,-0.7232,134,0.32363,28,-2.0727,129,0.24523
ENSG00000265972,TXNIP,457,1.04000,5,-5.6622,116,-1.1380,23,-3.6103,548,1.35913,375,0.80569,84,-1.6268,336,0.59151
ENSG00000178104,PDE4DIP,1010,3.51225,199,0.22981,162,-0.0984,55,-1.8485,1,-6.6599,125,-0.5384,20,-3.1752,70,-1.4769
ENSG00000159164,SV2A,3,-5.1239,732,3.63395,95,-0.3674,57,-1.2187,98,-0.3053,90,-0.4778,14,-3.1980,40,-1.7761
ENSG00000143401,ANP32E,469,3.32129,0,-9.1488,47,-0.9109,43,-1.1165,30,-1.5497,53,-0.7750,92,0.12607,51,-0.8446
ENSG00000117362,APH1A,3,-3.4852,88,1.37874,82,1.26178,27,-0.5804,72,1.03183,12,-1.7977,26,-0.5720,36,-0.1266
ENSG00000266472,MRPS21,748,2.77713,249,0.64916,115,-0.5767,56,-1.7572,1,-6.6162,154,-0.1390,115,-0.5799,93,-0.9749
ENSG00000143384,MCL1,190,0.47438,21,-2.8295,138,-0.0336,51,-1.6400,380,1.68986,68,-1.2014,21,-2.8555,282,1.35809
ENSG00000143420,ENSA,126,-0.4471,754,2.77983,90,-0.9611,121,-0.5602,19,-3.2301,57,-1.7490,101,-0.7927,201,0.32331
ENSG00000143418,CERS2,3,-5.4018,9,-4.0393,94,-0.6661,8,-4.4490,226,0.71752,459,2.59608,72,-1.0713,129,-0.1980
ENSG00000213190,MLLT11,3,-4.4605,473,3.70893,70,-0.1286,31,-1.4329,73,-0.0611,16,-2.4786,58,-0.4080,30,-1.4950
ENSG00000159352,PSMD4,3,-4.6586,104,0.29713,133,0.69060,28,-1.8236,54,-0.7264,174,1.36605,34,-1.4184,110,0.43760
ENSG00000143393,PI4KB,3,-4.4431,191,1.59272,38,-1.0248,57,-0.4478,80,0.11184,120,0.89799,15,-2.3790,69,-0.1430
ENSG00000143416,SELENBP1,189,2.11691,0,-8.5671,190,2.12468,37,-0.7312,149,1.64934,3,-4.3591,0,-8.3601,8,-3.0768
ENSG00000159377,PSMB4,35,-2.0524,250,0.97836,211,0.69151,47,-1.7419,4,-5.0967,303,1.58031,47,-1.6240,134,-0.0476
ENSG00000143376,SNX27,3,-3.7892,109,1.38909,42,-0.1978,26,-1.0012,1,-4.8072,118,1.87500,39,-0.2993,20,-1.4060
ENSG00000159409,CELF3,3,-3.0261,148,3.18687,15,-0.9746,45,0.89962,17,-0.7561,12,-1.2983,3,-3.2532,3,-3.3997
ENSG00000197956,S100A6,1180,2.34844,148,-1.1741,253,-0.3566,46,-3.0254,853,1.68913,168,-1.0642,37,-3.1882,298,-0.1137
ENSG00000188643,S100A16,3,-4.1902,10,-2.6912,276,2.72432,57,-0.1585,71,0.19125,23,-1.5873,3,-4.1895,82,0.49569
ENSG00000189171,S100A13,177,-0.3493,152,-0.5847,602,1.71929,262,0.30608,113,-1.0287,185,-0.3089,148,-0.6233,172,-0.4289
ENSG00000160678,S100A1,3,-5.6136,124,-0.4740,601,2.26390,220,0.49097,3,-5.8389,213,0.42569,65,-1.4487,94,-0.9776
ENSG00000160679,CHTOP,409,2.83763,103,0.22833,52,-0.8364,25,-2.0248,64,-0.5026,92,0.06484,26,-1.8330,45,-1.1393
ENSG00000143621,ILF2,3,-3.8161,60,0.34772,75,0.71734,22,-1.3121,1,-4.8340,122,1.92773,1,-4.9361,51,0.09517
ENSG00000143543,JTB,554,2.45980,178,0.36426,150,0.09202,45,-1.8372,27,-2.4893,68,-1.2198,81,-0.8695,171,0.34148
ENSG00000177954,RPS27,1028,-1.6750,915,-1.8483,1836,-0.8037,988,-1.8427,2851,-0.1221,3500,0.22866,5319,0.89679,6478,1.47823
ENSG00000143549,TPM3,240,0.67470,368,1.42216,72,-1.2135,53,-1.7584,396,1.55787,100,-0.7781,145,-0.1341,106,-0.6727
ENSG00000143612,C1orf43,6,-4.1865,117,0.16989,121,0.22439,30,-1.9768,8,-3.7257,273,2.00489,83,-0.3628,106,0.02378
ENSG00000143569,UBAP2L,3,-3.6291,228,3.23276,54,0.38663,29,-0.6211,4,-3.3692,35,-0.3129,8,-2.4653,20,-1.2315
ENSG00000143575,HAX1,306,2.67990,114,0.77319,56,-0.3765,19,-2.0713,1,-5.3831,79,0.20399,24,-1.6443,40,-0.9282
ENSG00000160714,UBE2Q1,254,2.20854,179,1.52275,34,-1.1575,34,-1.2453,7,-3.4262,70,-0.0607,4,-4.2248,57,-0.4261
ENSG00000160710,ADAR,576,2.41144,296,1.12103,65,-1.2876,54,-1.6675,115,-0.4232,98,-0.7214,42,-1.9111,128,-0.2735
ENSG00000143603,KCNN3,254,2.50602,67,0.08793,106,0.82967,33,-1.0730,1,-5.2255,21,-1.7857,48,-0.4376,57,-0.1877
ENSG00000163344,PMVK,165,0.81209,89,-0.1929,135,0.48302,59,-0.8967,190,1.05266,112,0.19191,28,-1.9315,78,-0.4351
ENSG00000163346,PBXIP1,729,3.14868,24,-2.6158,298,1.24883,75,-1.0420,62,-1.2541,83,-0.8758,50,-1.5811,34,-2.2744
ENSG00000143537,ADAM15,3,-4.2570,14,-2.2741,50,-0.4059,21,-1.8422,110,0.83856,175,2.07504,8,-3.0854,72,0.16181
ENSG00000179085,DPM3,3,-4.2980,21,-1.7305,124,1.00561,23,-1.7296,95,0.55110,127,1.21844,81,0.29050,59,-0.2432
ENSG00000163463,KRTCAP2,3,-5.1955,58,-1.1984,213,0.86166,31,-2.2441,127,0.01598,230,1.15836,129,0.04227,166,0.50856
ENSG00000177628,GBA,3,-3.5633,93,1.38325,58,0.56334,31,-0.4600,1,-4.5821,78,1.26269,22,-0.9100,25,-0.7820
ENSG00000116521,SCAMP3,3,-4.1162,51,-0.2426,69,0.24749,29,-1.2010,47,-0.3652,153,1.96840,19,-1.6870,51,-0.2791
ENSG00000160752,FDPS,3,-4.0863,80,0.51536,67,0.22025,26,-1.3038,91,0.72838,134,1.69191,27,-1.1916,25,-1.3500
ENSG00000116539,ASH1L,3,-4.2166,123,1.08261,59,-0.1096,55,-0.2577,4,-3.9530,97,0.78685,68,0.09529,70,0.15405
ENSG00000132718,SYT11,3,-5.9769,379,0.91819,404,1.02867,125,-0.9172,114,-0.9816,429,1.34037,87,-1.3980,142,-0.7057
ENSG00000116584,ARHGEF2,3,-3.9695,84,0.73113,9,-2.6563,22,-1.4290,42,-0.3803,154,2.27690,18,-1.6116,41,-0.4745
ENSG00000163479,SSR2,3,-4.3147,55,-0.3428,85,0.35733,23,-1.7633,167,1.50491,92,0.54334,50,-0.4694,80,0.29182
ENSG00000160803,UBQLN4,3,-3.7254,116,1.58123,33,-0.4674,36,-0.3701,24,-0.9635,55,0.33941,34,-0.4503,53,0.27231
ENSG00000116586,LAMTOR2,349,3.00024,94,0.44284,85,0.29573,22,-1.8579,20,-1.8882,23,-1.8062,44,-0.7505,49,-0.6163
ENSG00000160781,PAQR6,25,-4.9735,92,-3.1040,198,-1.9781,177,-2.2589,421,-0.8459,1009,0.60251,1478,1.17911,1707,1.74318
ENSG00000198952,SMG5,16,-1.5922,87,1.07036,27,-0.8142,29,-0.7439,120,1.65813,62,0.57679,21,-1.1658,23,-1.1349
ENSG00000163468,CCT3,3,-4.0235,37,-0.6366,142,1.58163,28,-1.1225,1,-5.0407,146,2.02448,17,-1.7653,32,-0.9360
ENSG00000125462,C1orf61,3,-7.5096,898,0.58343,2725,2.70921,883,0.63393,183,-1.8665,221,-1.6919,292,-1.1749,289,-1.2794
ENSG00000116604,MEF2D,3,-4.0321,247,2.72384,22,-1.3899,26,-1.2805,80,0.57837,60,0.13222,8,-2.8427,42,-0.4972
ENSG00000163382,NAXE,731,3.95576,55,-1.0487,64,-0.8159,44,-1.4617,28,-2.0627,53,-1.1843,7,-4.0761,59,-1.0154
ENSG00000132702,HAPLN2,3,-5.3969,60,-1.3479,9,-4.0974,27,-2.6385,11,-3.7786,609,3.86266,12,-3.6455,112,-0.4410
ENSG00000132692,BCAN,12,-4.3414,148,-0.7171,665,1.79044,236,0.00904,186,-0.3664,260,0.18413,111,-1.1526,234,-0.0043
ENSG00000143321,HDGF,579,3.01245,80,-0.6020,73,-0.7360,27,-2.3396,129,0.14641,128,0.15098,11,-3.4734,56,-1.2318
ENSG00000162706,CADM3,266,1.41185,585,3.09715,123,0.10960,80,-0.6143,6,-4.3786,30,-2.1419,9,-3.6567,27,-2.2723
ENSG00000158710,TAGLN2,3,-4.5088,6,-3.8174,92,0.26569,13,-2.7530,134,0.87992,75,-0.0812,23,-1.8239,213,2.12878
ENSG00000177807,KCNJ10,3,-5.5446,46,-1.8845,317,1.13103,119,-0.5062,69,-1.2862,373,1.72104,38,-2.1559,152,-0.0935
ENSG00000162728,KCNJ9,3,-3.3840,174,2.96223,8,-2.2233,25,-0.6116,1,-4.3793,9,-2.1381,24,-0.6257,57,0.88435
ENSG00000162729,IGSF8,3,-4.9116,280,1.70022,46,-1.2409,41,-1.5064,1,-5.9259,253,1.84601,42,-1.3694,88,-0.2736
ENSG00000018625,ATP1A2,248,-1.0128,273,-0.8658,2223,2.87611,600,0.41451,428,-0.1694,70,-3.0059,141,-1.8569,298,-0.7960
ENSG00000162734,PEA15,171,-1.8543,1067,1.01280,516,-0.1775,299,-1.0952,395,-0.5910,915,0.86508,355,-0.7559,710,0.37270
ENSG00000132716,DCAF8,3,-4.0625,127,1.33431,58,0.01322,30,-1.0776,1,-5.0773,147,1.96337,12,-2.2858,37,-0.7261
ENSG00000122218,COPA,15,-2.2225,81,0.26802,60,-0.2171,30,-1.3544,37,-0.9398,191,2.19246,21,-1.8087,49,-0.5576
ENSG00000143256,PFDN2,3,-5.1912,199,0.74896,52,-1.3369,34,-2.0838,68,-0.9357,231,1.17842,150,0.28460,188,0.75396
ENSG00000143222,UFC1,563,3.10063,87,-0.3651,161,0.61268,34,-1.9098,4,-4.8380,74,-0.6816,9,-3.6421,88,-0.3940
ENSG00000158864,NDUFS2,238,1.44218,267,1.65794,115,0.21367,45,-1.3101,3,-5.1572,119,0.29488,22,-2.2491,68,-0.6682
ENSG00000143252,SDHC,648,3.08925,118,-0.1264,86,-0.6192,60,-1.2377,132,0.05601,76,-0.8791,10,-3.6820,70,-1.0100
ENSG00000152332,UHMK1,9,-2.4825,168,2.14171,43,-0.2142,16,-1.7562,1,-4.8701,102,1.42579,22,-1.2049,31,-0.7551
ENSG00000117152,RGS4,3,-3.8439,409,4.89784,30,-0.7605,41,-0.3130,1,-4.8617,0,-6.9713,3,-4.0345,6,-3.0845
ENSG00000143248,RGS5,3,-5.7439,1,-7.4350,301,0.80013,42,-2.3471,608,2.09660,14,-3.9395,9,-4.4254,496,2.10602
ENSG00000185630,PBX1,3,-4.1304,190,2.00097,102,0.86894,28,-1.2237,25,-1.3195,105,1.05892,31,-0.9981,21,-1.6884
ENSG00000143198,MGST3,179,-0.4937,445,0.97682,389,0.74683,77,-1.8663,152,-0.7468,356,0.68598,149,-0.7782,261,0.10971
ENSG00000143149,ALDH9A1,336,2.84950,0,-8.9235,112,0.70855,49,-0.6524,48,-0.6356,62,-0.2781,38,-1.0024,21,-1.9688
ENSG00000143183,TMCO1,402,2.69850,88,-0.0709,90,-0.0394,38,-1.4565,12,-2.9857,61,-0.7048,25,-1.9878,101,0.15945
ENSG00000143157,POGK,120,1.11425,41,-0.6341,20,-1.6849,27,-1.3373,23,-1.4470,102,0.97133,45,-0.4863,83,0.54648
ENSG00000143158,MPC2,3,-4.2222,199,1.97156,98,0.68136,35,-1.0024,1,-5.2388,102,0.87738,37,-0.8540,46,-0.5731
ENSG00000143153,ATP1B1,560,0.09662,1889,2.27378,117,-2.2680,137,-2.1615,170,-1.7263,1022,1.29328,139,-2.0172,300,-0.9409
ENSG00000075945,KIFAP3,362,2.18784,469,2.77106,34,-1.7220,65,-0.8008,1,-5.9473,46,-1.3381,3,-5.2124,31,-1.9707
ENSG00000117523,PRRC2C,3,-5.4330,227,0.69334,82,-0.9214,194,0.49270,166,0.17437,135,-0.1575,133,-0.1709,180,0.35254
ENSG00000197959,DNM3,3,-3.8161,120,1.53590,51,0.09024,19,-1.5288,16,-1.6143,104,1.52904,17,-1.5936,39,-0.3782
ENSG00000117592,PRDX6,401,1.39485,116,-0.6318,564,2.04750,134,-0.4548,124,-0.5312,135,-0.4438,67,-1.4707,57,-1.8201
ENSG00000234741,GAS5,3,-6.0704,124,-0.9637,106,-1.1983,75,-1.8104,86,-1.5003,313,0.55954,342,0.63945,550,1.77962
ENSG00000152061,RABGAP1L,3,-3.6252,151,2.25208,27,-0.7001,19,-1.2598,44,0.06287,54,0.44213,25,-0.8129,34,-0.3775
ENSG00000116161,CACYBP,436,2.41090,203,0.95231,90,-0.3627,41,-1.6529,9,-3.7843,146,0.45938,31,-1.9801,54,-1.2292
ENSG00000116147,TNR,3,-5.1479,108,-0.1928,142,0.24705,110,-0.1742,20,-2.7233,191,0.83914,83,-0.5879,191,0.83840
ENSG00000152092,ASTN1,3,-3.3519,106,1.91694,132,2.37207,32,-0.1749,20,-0.8380,0,-6.5894,38,0.14349,10,-1.9088
ENSG00000143337,TOR1AIP1,151,1.50852,68,0.15513,44,-0.5113,27,-1.3552,1,-5.1887,136,1.57971,0,-8.3433,44,-0.5641
ENSG00000135821,GLUL,106,-3.4829,721,-0.6498,4940,2.79742,1204,0.16936,338,-1.7916,1296,0.30298,188,-2.6539,375,-1.7418
ENSG00000135829,DHX9,3,-3.8071,63,0.43878,55,0.21575,24,-1.1554,25,-1.0029,122,1.93624,12,-2.0955,39,-0.3462
ENSG00000116698,SMG7,3,-3.5693,182,2.75838,33,-0.3339,20,-1.1368,1,-4.5864,57,0.61721,0,-7.8900,37,-0.1797
ENSG00000162704,ARPC5,3,-5.2199,180,0.55076,69,-0.9614,38,-1.9484,218,0.87297,273,1.50490,28,-2.2703,144,0.20933
ENSG00000198756,COLGALT2,3,-3.7599,67,0.58496,42,-0.1674,17,-1.5974,1,-4.7701,96,1.42647,35,-0.4410,68,0.70456
ENSG00000116667,C1orf21,3,-3.4012,99,1.70301,94,1.62281,51,0.60867,1,-4.4208,26,-0.5416,19,-1.0040,14,-1.5207
ENSG00000047410,TPR,3,-3.8812,28,-0.9066,46,-0.1348,41,-0.3381,82,0.77882,54,0.11644,34,-0.6059,86,0.99804
ENSG00000151414,NEK7,3,-4.5971,27,-1.6977,18,-2.2788,25,-1.9106,18,-2.3228,158,1.24690,194,1.42198,144,1.04089
ENSG00000118200,CAMSAP2,3,-5.0253,552,3.01626,106,-0.0808,54,-1.2125,35,-1.7629,99,-0.2051,51,-1.2127,89,-0.3988
ENSG00000116857,TMEM9,81,-0.4495,326,1.90615,193,0.94821,77,-0.5778,60,-0.9087,145,0.53208,22,-2.3590,32,-1.9348
ENSG00000174307,PHLDA3,280,1.79604,81,-0.3030,24,-2.1334,17,-2.7106,3,-5.0994,247,1.91290,25,-2.0342,70,-0.5747
ENSG00000159176,CSRP1,194,-1.3812,91,-2.5051,644,0.47891,198,-1.4469,399,-0.2853,1313,2.16073,173,-1.5509,370,-0.4395
ENSG00000134369,NAV1,3,-4.1152,89,0.65714,42,-0.5324,29,-1.1691,1,-5.1322,161,2.12059,29,-1.1044,54,-0.1724
ENSG00000198700,IPO9,3,-3.1063,122,2.57002,35,0.25178,27,-0.1443,4,-2.7500,14,-1.1827,20,-0.5723,28,-0.0639
ENSG00000198892,SHISA4,3,-5.3371,145,0.06612,204,0.62722,86,-0.8130,144,0.05627,333,1.79695,70,-1.0442,61,-1.3433
ENSG00000134375,TIMM17A,27,-1.3571,361,3.26528,59,-0.1752,41,-0.8019,1,-5.2946,58,-0.2427,10,-2.8071,38,-0.9509
ENSG00000170075,GPR37L1,3,-5.7854,18,-3.5078,760,2.51682,194,0.04648,79,-1.3390,248,0.48803,78,-1.3611,131,-0.6281
ENSG00000143862,ARL8A,62,-0.9993,157,0.45868,73,-0.7460,23,-2.5813,26,-2.2677,340,2.29709,72,-0.7587,92,-0.4334
ENSG00000159346,ADIPOR1,3,-4.2820,87,0.41748,73,0.14530,28,-1.4019,161,1.48770,123,1.17301,0,-7.9537,54,-0.3705
ENSG00000163485,ADORA1,3,-4.6648,94,0.12834,54,-0.7351,47,-1.0379,181,1.22038,150,1.03396,40,-1.1933,96,0.16639
ENSG00000159388,BTG2,3,-4.3853,16,-2.2603,83,0.23722,18,-2.1457,219,1.93213,25,-1.7089,5,-3.7599,188,2.02176
ENSG00000188783,PRELP,3,-4.1944,0,-8.7175,220,2.21518,14,-2.3666,252,2.50639,12,-2.6081,0,-8.3762,82,0.49216
ENSG00000058668,ATP2B4,316,1.86773,264,1.52297,81,-0.4420,38,-1.6580,90,-0.2669,112,0.08411,10,-3.4522,58,-1.0224
ENSG00000182004,SNRPE,51,-0.0591,26,-1.0589,106,1.16716,23,-1.3476,1,-4.9551,58,0.17884,55,0.07640,88,0.97043
ENSG00000198625,MDM4,3,-3.8034,37,-0.3918,39,-0.3116,30,-0.7886,60,0.35919,93,1.29945,13,-1.8875,63,0.50655
ENSG00000163531,NFASC,3,-4.7283,172,1.04727,29,-1.7027,22,-2.2190,49,-0.9564,221,1.82087,68,-0.4536,96,0.10364
ENSG00000184144,CNTN2,4,-6.4386,80,-2.3609,25,-4.0239,51,-3.1550,78,-2.3926,1406,3.18380,128,-1.6618,486,0.43630
ENSG00000133059,DSTYK,3,-3.5498,71,0.93198,25,-0.7437,32,-0.3760,1,-4.5686,96,1.76379,42,0.06022,22,-0.9989
ENSG00000133069,TMCC2,3,-4.8676,60,-0.7915,38,-1.4584,21,-2.4815,101,0.01700,261,2.00500,87,-0.2175,125,0.39442
ENSG00000117266,CDK18,8,-4.3386,0,-9.9927,7,-4.5787,15,-3.6125,77,-1.0503,540,3.01546,30,-2.4238,224,0.70668
ENSG00000069275,NUCKS1,242,-0.8591,577,0.50531,266,-0.7177,194,-1.2850,395,-0.1043,702,0.96479,237,-0.8907,566,0.53655
ENSG00000117335,CD46,315,1.87781,64,-0.7743,89,-0.2796,17,-2.8845,202,1.05652,107,0.00911,5,-4.3783,123,0.26688
ENSG00000123684,LPGAT1,3,-3.9988,86,0.73212,18,-1.6826,16,-1.9925,6,-3.1559,181,2.74275,36,-0.6621,30,-1.0044
ENSG00000066027,PPP2R5A,3,-3.8024,40,-0.2835,72,0.64969,30,-0.7892,184,2.41012,68,0.63955,4,-3.7140,14,-1.9152
ENSG00000117691,NENF,283,-0.6139,172,-1.3664,234,-0.9043,107,-2.1949,79,-2.5134,923,1.57900,435,0.05634,680,0.90550
ENSG00000136628,EPRS,3,-3.4275,68,0.99369,34,-0.1416,28,-0.4354,1,-4.4469,58,0.83937,24,-0.6545,51,0.59795
ENSG00000186063,AIDA,84,0.37824,108,0.79855,55,-0.2920,34,-1.0784,103,0.71932,66,-0.0185,8,-3.0733,85,0.45160
ENSG00000162909,CAPN2,291,2.04727,13,-2.8538,195,1.29245,33,-1.6449,15,-2.6383,147,0.91954,27,-1.8049,45,-1.1462
ENSG00000143514,TP53BP2,431,3.14451,12,-2.9173,215,1.61373,43,-1.0760,49,-0.8147,26,-1.8586,10,-3.1100,29,-1.6769
ENSG00000143753,DEGS1,33,-0.8033,86,0.72194,63,0.22048,19,-1.6754,37,-0.6233,145,2.01966,19,-1.6164,20,-1.6002
ENSG00000154380,ENAH,368,2.26913,47,-1.1990,49,-1.1383,37,-1.6650,58,-0.8818,108,0.08749,136,0.44870,91,-0.2064
ENSG00000143742,SRP9,720,2.23438,209,0.04017,334,0.80260,85,-1.4274,29,-2.9130,192,-0.1026,128,-0.7227,135,-0.7013
ENSG00000143819,EPHX1,373,1.75925,85,-0.7002,376,1.77267,57,-1.4053,98,-0.4835,143,0.11888,23,-2.6605,59,-1.3472
ENSG00000196187,TMEM63A,3,-5.2744,0,-9.7941,12,-3.5319,7,-4.4376,140,0.08797,491,3.19485,34,-2.0372,138,0.06139
ENSG00000143811,PYCR2,449,3.21117,84,-0.0026,84,-0.0107,15,-2.7292,12,-2.8352,95,0.20314,8,-3.4059,36,-1.3767
ENSG00000163041,H3F3A,1517,2.15501,184,-1.3582,579,0.41557,131,-1.9833,156,-1.6030,757,0.99989,87,-2.4607,310,-0.6237
ENSG00000143799,PARP1,3,-4.7363,97,0.09578,174,1.06172,38,-1.4506,23,-2.0910,202,1.58249,29,-1.7545,101,0.17466
ENSG00000143772,ITPKB,644,2.24857,14,-3.7374,182,0.00344,55,-1.9237,11,-4.1105,324,1.11495,99,-0.9257,143,-0.4097
ENSG00000143776,CDC42BPA,3,-4.4860,82,0.09746,48,-0.7171,32,-1.4345,171,1.33116,103,0.53537,38,-1.0934,117,0.78001
ENSG00000143761,ARF1,3,-5.7752,644,2.17261,182,-0.0523,104,-0.9899,189,0.01079,229,0.35213,96,-1.0296,144,-0.4532
ENSG00000162910,MRPL55,3,-3.8626,137,1.73035,81,0.78929,19,-1.5630,1,-4.8804,105,1.48054,7,-2.8584,35,-0.6115
ENSG00000143774,GUK1,256,-1.3034,542,-0.1568,506,-0.2660,329,-0.9996,748,0.35816,667,0.19407,770,0.40451,885,0.72581
ENSG00000198835,GJC2,3,-4.2597,10,-2.8264,14,-2.3345,5,-3.7999,1,-5.2761,283,3.98080,42,-0.7067,39,-0.8872
ENSG00000168159,RNF187,3,-5.3831,448,1.98403,159,0.17058,85,-0.8649,227,0.74792,159,0.18902,58,-1.3933,96,-0.6822
ENSG00000116574,RHOU,3,-5.0878,16,-2.9082,69,-0.8018,22,-2.6526,8,-3.8614,447,3.34709,55,-1.1553,98,-0.3059
ENSG00000168118,RAB4A,401,3.10851,64,-0.3059,67,-0.2348,49,-0.7847,11,-2.8889,47,-0.8498,26,-1.6540,50,-0.7652
ENSG00000154429,CCSAP,3,-3.5878,171,2.57885,18,-1.2455,22,-1.0058,21,-1.0222,61,0.73693,35,-0.2674,19,-1.2817
ENSG00000177614,PGBD5,3,-3.7769,342,4.24999,30,-0.6859,35,-0.4772,1,-4.7947,16,-1.7248,1,-4.8534,18,-1.5388
ENSG00000135744,AGT,2856,3.53543,71,-2.8737,1334,1.74241,189,-1.5370,211,-1.2717,147,-1.9200,72,-2.8568,50,-3.5263
ENSG00000119280,C1orf198,210,0.77914,30,-2.2096,83,-0.6970,35,-2.1131,1,-6.2580,388,2.40482,51,-1.4352,106,-0.3572
ENSG00000135766,EGLN1,23,-1.2970,60,0.15606,92,0.85801,34,-0.7646,37,-0.5712,68,0.42432,53,-0.0251,62,0.25219
ENSG00000135749,PCNX2,3,-3.3130,158,2.84238,26,-0.3867,54,0.86905,8,-2.0855,23,-0.6628,1,-4.9712,12,-1.7161
ENSG00000168264,IRF2BP2,490,1.99159,95,-0.7703,135,-0.2248,34,-2.4002,14,-3.5155,327,1.46629,66,-1.3204,97,-0.7987
ENSG00000173726,TOMM20,142,-0.2755,537,2.00852,69,-1.3844,68,-1.4836,36,-2.3269,259,0.78405,123,-0.4969,153,-0.1819
ENSG00000054267,ARID4B,3,-4.5926,71,-0.2358,36,-1.2773,42,-1.1312,115,0.52307,126,0.78491,78,-0.0873,136,0.92910
ENSG00000077585,GPR137B,3,-3.0807,38,0.43956,57,1.12439,37,0.44496,1,-4.1019,54,1.18193,1,-4.0160,17,-0.8384
ENSG00000270188,MTRNR2L11,3,-2.6194,0,-7.1577,32,0.69082,37,1.06901,1,-3.6438,0,-5.8640,36,0.85472,42,1.34888
ENSG00000143702,CEP170,116,1.14626,142,1.50657,28,-1.1125,17,-1.9147,1,-5.0950,117,1.37198,6,-3.3553,38,-0.7058
ENSG00000054282,SDCCAG8,389,2.75773,26,-1.8099,65,-0.4626,23,-2.1500,104,0.27679,66,-0.4716,39,-1.2199,80,-0.1575
ENSG00000117020,AKT3,3,-3.9611,168,1.98891,64,0.28070,45,-0.3111,36,-0.5942,50,-0.1243,20,-1.4838,54,0.01397
