Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3,Feature log2 fold change topic 3,Feature count topic 4to5,Feature log2 fold change topic 4to5,Feature count topic 6,Feature log2 fold change topic 6,Feature count topic 7to8,Feature log2 fold change topic 7to8,Feature count topic 9,Feature log2 fold change topic 9,Feature count topic 10to11,Feature log2 fold change topic 10to11
ENSG00000111666,CHPT1,3,-3.3034,16,-1.1382,158,2.86395,43,0.42875,21,-0.7599,20,-0.8627,36,0.08508,6,-2.6408
ENSG00000111670,GNPTAB,3,-3.8980,209,2.55199,21,-1.3389,37,-0.5282,123,1.47873,21,-1.4648,32,-0.6964,28,-0.9753
ENSG00000120860,WASHC3,3,-3.9153,60,0.22969,76,0.62013,29,-0.9398,14,-1.9156,127,1.84971,22,-1.3089,40,-0.4243
ENSG00000139352,ASCL1,3,-3.7388,21,-1.2129,16,-1.5329,55,0.33498,69,0.67413,36,-0.4046,9,-2.4617,101,1.58311
ENSG00000166598,HSP90B1,1258,2.12008,375,-0.0090,229,-0.7747,116,-1.8964,576,0.68909,485,0.45921,153,-1.3847,177,-1.2523
ENSG00000120837,NFYB,3,-3.7991,7,-2.7448,16,-1.6337,29,-0.8079,17,-1.5726,101,1.48203,25,-0.9955,98,1.40843
ENSG00000074590,NUAK1,3,-3.9043,225,2.71153,22,-1.3022,18,-1.6423,2,-4.5132,80,0.82228,5,-3.2769,55,0.12901
ENSG00000136003,ISCU,252,1.70408,128,0.51894,140,0.66615,35,-1.5588,145,0.71949,84,-0.1710,22,-2.1514,48,-1.1057
ENSG00000139438,FAM222A,3,-4.0489,0,-8.5732,0,-7.0869,9,-2.7907,1,-5.0658,195,2.88986,50,-0.2047,80,0.63708
ENSG00000139433,GLTP,3,-5.0708,35,-1.7948,33,-1.8682,20,-2.7656,88,-0.4308,406,2.98360,48,-1.3368,105,-0.1568
ENSG00000174456,C12orf76,3,-4.5917,140,0.86113,64,-0.4044,21,-2.2070,35,-1.3103,186,1.62850,36,-1.2550,109,0.50496
ENSG00000174437,ATP2A2,126,0.14012,347,1.91661,130,0.20145,62,-1.0150,75,-0.6649,127,0.17083,12,-3.3603,98,-0.2722
ENSG00000111229,ARPC3,31,-1.9419,131,0.26184,180,0.78222,31,-2.0220,151,0.49343,226,1.39339,37,-1.6632,89,-0.3743
ENSG00000111237,VPS29,3,-3.9232,90,0.89773,81,0.72497,21,-1.4642,155,1.88171,28,-1.0259,9,-2.5865,68,0.47492
ENSG00000186298,PPP1CC,3,-4.2650,96,0.60933,147,1.33911,29,-1.3367,59,-0.1650,154,1.71449,10,-2.8078,22,-1.7496
ENSG00000204842,ATXN2,3,-4.0212,102,0.99376,68,0.31941,36,-0.7488,22,-1.4183,108,1.28043,21,-1.4732,55,-0.0306
ENSG00000111275,ALDH2,295,0.56476,196,-0.0926,575,1.74324,260,0.40709,290,0.53571,104,-1.1547,38,-2.5678,83,-1.4959
ENSG00000089248,ERP29,225,1.71649,61,-0.4599,114,0.51370,28,-1.7623,9,-3.2211,139,0.99216,60,-0.4817,52,-0.7813
ENSG00000173064,HECTD4,183,2.19560,128,1.49968,37,-0.5319,21,-1.4705,1,-4.9563,45,-0.2699,24,-1.1964,36,-0.6265
ENSG00000089009,RPL6,1444,0.82325,210,-2.1573,602,-0.5786,208,-2.2911,926,0.09505,984,0.21485,964,0.15786,1535,1.08014
ENSG00000179295,PTPN11,127,-0.0036,120,-0.0983,92,-0.4979,70,-0.9931,66,-1.0156,170,0.52547,80,-0.7217,218,1.02008
ENSG00000089169,RPH3A,3,-4.7039,477,3.21969,62,-0.5773,46,-1.1052,58,-0.6662,12,-3.0652,212,1.45263,28,-1.8671
ENSG00000186815,TPCN1,3,-3.1645,56,0.98404,73,1.43924,30,-0.0149,1,-4.1853,34,0.17949,3,-3.1732,36,0.28212
ENSG00000151176,PLBD2,3,-4.1043,160,1.70097,41,-0.5504,38,-0.7239,176,1.89011,47,-0.3708,0,-6.7358,48,-0.3512
ENSG00000135108,FBXO21,80,0.22598,191,1.73690,48,-0.5565,47,-0.6419,49,-0.5446,95,0.58519,13,-2.5158,48,-0.6294
ENSG00000176871,WSB2,107,0.13669,236,1.47139,105,0.09337,95,-0.0602,1,-5.8600,130,0.50298,46,-1.1708,69,-0.5979
ENSG00000089220,PEBP1,1486,0.92747,1398,0.82284,1137,0.47883,415,-1.1788,421,-1.0747,1215,0.67046,441,-1.0053,577,-0.6487
ENSG00000135090,TAOK3,80,0.34062,89,0.50653,56,-0.2349,25,-1.5268,143,1.32219,50,-0.4381,41,-0.7098,77,0.29940
ENSG00000152137,HSPB8,1048,4.17976,38,-2.0549,194,0.43738,29,-2.5771,1,-6.4383,80,-1.0080,27,-2.5307,48,-1.8190
ENSG00000089157,RPLP0,421,-0.0918,213,-1.1404,344,-0.4083,163,-1.6371,500,0.17949,593,0.51899,468,0.07488,726,0.91671
ENSG00000111775,COX6A1,902,-0.1997,945,-0.1270,1451,0.56414,653,-0.7613,485,-1.1505,1199,0.28338,1315,0.40162,1232,0.33244
ENSG00000111786,SRSF9,108,0.15665,79,-0.3434,98,0.00266,49,-1.1601,97,-0.0179,181,1.17816,53,-0.9542,93,-0.1015
ENSG00000088986,DYNLL1,2524,2.65848,642,0.12877,642,0.12694,105,-2.7299,184,-1.7826,736,0.39245,174,-1.8656,335,-0.9558
ENSG00000022840,RNF10,3,-3.9949,85,0.72105,52,-0.0640,28,-1.0830,114,1.22623,71,0.47054,54,-0.0216,47,-0.2732
ENSG00000157782,CABP1,3,-3.3577,278,4.63110,8,-2.1691,40,0.23278,1,-4.3774,0,-6.5953,15,-1.2423,0,-7.2967
ENSG00000110917,MLEC,239,2.36922,93,0.61633,56,-0.1842,21,-1.7963,81,0.38059,54,-0.2915,0,-6.4833,40,-0.7680
ENSG00000157837,SPPL3,3,-4.6215,234,1.74573,71,-0.2781,41,-1.1711,38,-1.2238,170,1.37270,7,-3.5595,76,-0.1790
ENSG00000089053,ANAPC5,287,1.97680,86,-0.1046,35,-1.4473,13,-3.0092,18,-2.3976,183,1.34644,24,-2.0228,84,-0.1533
ENSG00000130779,CLIP1,3,-3.1716,61,1.13334,70,1.37348,35,0.24018,32,0.07813,9,-1.9829,20,-0.6235,31,0.03808
ENSG00000111011,RSRC2,118,0.64393,72,-0.1499,97,0.31729,24,-1.9162,289,2.29423,70,-0.2257,32,-1.3937,39,-1.1616
ENSG00000139726,DENR,3,-3.8002,124,1.61181,30,-0.6975,29,-0.8273,73,0.69667,89,1.20862,1,-4.9037,28,-0.8868
ENSG00000130787,HIP1R,3,-4.5071,33,-1.3128,90,0.21958,40,-1.0905,1,-5.5229,188,1.80781,21,-1.9875,126,0.90466
ENSG00000182196,ARL6IP4,3,-5.7573,152,-0.3112,233,0.36271,96,-1.0971,167,-0.1646,179,-0.0625,241,0.42051,348,1.21382
ENSG00000111328,CDK2AP1,1250,2.29609,135,-1.4309,387,0.18336,135,-1.5343,68,-2.4443,402,0.27523,189,-0.9312,345,0.00026
ENSG00000188026,RILPL1,3,-3.6742,44,0.02288,45,0.04410,18,-1.4523,1,-4.6927,86,1.30714,26,-0.8223,77,1.07749
ENSG00000086598,TMED2,3,-4.2654,144,1.29607,64,-0.0364,27,-1.4317,82,0.35689,108,0.93450,31,-1.1659,65,-0.0330
ENSG00000119242,CCDC92,3,-5.3176,706,3.13353,118,-0.2363,92,-0.6806,54,-1.4068,75,-0.9957,50,-1.5473,121,-0.2180
ENSG00000179195,ZNF664,545,2.43515,48,-1.6371,65,-1.1888,38,-2.0886,29,-2.3671,175,0.39501,124,-0.1988,155,0.17795
ENSG00000196498,NCOR2,3,-4.3594,170,1.48674,54,-0.4174,34,-1.1784,154,1.30951,79,0.19732,19,-1.9800,74,0.08524
ENSG00000073060,SCARB1,3,-4.2210,55,-0.2457,63,-0.0312,31,-1.1971,147,1.39432,71,0.19717,14,-2.2323,108,0.99782
ENSG00000150991,UBC,1728,1.37566,1043,0.50704,1354,0.94602,333,-1.3631,819,0.11388,793,0.07031,118,-2.8004,534,-0.6045
ENSG00000184992,BRI3BP,226,2.22379,162,1.56875,43,-0.6200,27,-1.3916,2,-5.0342,72,0.20035,39,-0.7849,18,-2.0077
ENSG00000132341,RAN,585,2.14148,248,0.57750,203,0.25429,64,-1.6223,202,0.24403,130,-0.4949,53,-1.7862,114,-0.7066
ENSG00000198598,MMP17,3,-3.2716,191,3.43749,24,-0.4998,30,-0.1432,1,-4.2919,21,-0.7282,0,-6.6246,20,-0.8198
ENSG00000182870,GALNT9,3,-3.0983,198,3.94496,42,0.57107,36,0.35534,1,-4.1195,0,-6.3380,4,-2.9478,1,-4.4328
ENSG00000090615,GOLGA3,60,0.27691,147,1.83953,28,-0.9070,21,-1.3901,1,-4.8956,65,0.45709,60,0.28232,43,-0.2872
ENSG00000196199,MPHOSPH8,3,-4.8072,200,1.22081,60,-0.7398,78,-0.3678,94,-0.0321,142,0.71892,47,-1.0941,107,0.19126
ENSG00000121742,GJB6,3,-3.3922,0,-6.7549,269,4.35905,61,0.99014,1,-4.4117,0,-6.6295,1,-5.1817,0,-7.3309
ENSG00000165475,CRYL1,3,-3.5528,2,-4.4497,82,1.16997,27,-0.6369,24,-0.8106,86,1.51288,18,-1.2509,43,0.13305
ENSG00000172458,IL17D,3,-3.6564,38,-0.2009,191,2.72516,52,0.33425,1,-4.6749,10,-2.2310,44,0.04185,36,-0.3013
ENSG00000150459,SAP18,821,1.56683,511,0.73048,170,-1.0036,102,-1.8830,253,-0.3952,289,-0.2102,211,-0.6800,421,0.46128
ENSG00000173141,MRPL57,14,-2.5730,126,0.76054,138,0.91415,25,-1.8710,66,-0.2747,170,1.52045,36,-1.1826,50,-0.7755
ENSG00000180776,ZDHHC20,3,-4.4288,54,-0.4922,8,-3.2606,10,-3.0898,1,-5.4449,251,2.83818,14,-2.4475,106,0.65472
ENSG00000165566,AMER2,3,-6.0896,147,-0.7200,209,-0.1794,52,-2.3774,10,-4.6260,730,2.55827,86,-1.5221,276,0.29798
ENSG00000139505,MTMR6,3,-3.4984,240,3.65969,9,-2.1421,13,-1.7141,1,-4.5174,28,-0.5347,61,0.74061,14,-1.6327
ENSG00000132932,ATP8A2,3,-3.4109,244,3.91415,21,-0.8346,43,0.30497,1,-4.4303,0,-6.6480,3,-3.4156,21,-0.9235
ENSG00000132970,WASF3,288,1.52987,138,0.27233,99,-0.2470,112,-0.0616,78,-0.6206,60,-1.0906,79,-0.5990,126,0.14667
ENSG00000152484,USP12,3,-3.8022,75,0.73862,27,-0.8620,24,-1.1263,78,0.78586,97,1.39347,31,-0.6901,34,-0.5558
ENSG00000122026,RPL21,670,-1.8309,576,-2.0556,1184,-0.9781,631,-2.0336,2107,-0.0890,2901,0.48020,3882,0.91110,4519,1.39299
ENSG00000122034,GTF3A,3,-4.1305,150,1.54364,68,0.20844,30,-1.1401,39,-0.6525,79,0.48645,30,-1.0540,76,0.42876
ENSG00000122033,MTIF3,3,-3.6551,42,-0.0534,118,1.70440,17,-1.5002,29,-0.5976,66,0.77986,13,-1.7790,52,0.33665
ENSG00000102755,FLT1,3,-4.1496,0,-8.6733,89,0.60971,23,-1.5698,79,0.41043,9,-2.8754,0,-7.5551,217,3.03061
ENSG00000132963,POMP,3,-5.4319,111,-0.4515,197,0.45559,53,-1.6610,158,0.10271,241,0.91494,80,-0.9410,246,0.95810
ENSG00000122042,UBL3,266,0.62569,308,0.87215,220,0.31416,62,-1.7400,5,-5.3055,353,1.30606,113,-0.7337,124,-0.6402
ENSG00000189403,HMGB1,666,0.53047,474,-0.0184,382,-0.3544,168,-1.7037,459,-0.0679,674,0.62793,418,-0.2170,595,0.39050
ENSG00000120694,HSPH1,524,3.12330,298,1.85161,35,-1.6334,37,-1.6271,1,-5.9069,55,-1.0261,23,-2.2495,28,-2.0721
ENSG00000073910,FRY,3,-3.5171,254,3.81136,30,-0.4065,20,-1.0711,11,-1.8789,16,-1.4842,8,-2.2526,26,-0.6918
ENSG00000244754,N4BP2L2,3,-4.1804,33,-0.9666,58,-0.1096,31,-1.1649,128,1.20286,99,0.86664,36,-0.8238,83,0.52189
ENSG00000083642,PDS5B,3,-3.5455,170,2.62482,28,-0.5503,30,-0.5120,5,-3.0692,49,0.37504,26,-0.6911,26,-0.7396
ENSG00000133083,DCLK1,3,-4.7423,512,3.34138,40,-1.2674,59,-0.7478,31,-1.6452,85,-0.1337,53,-0.8444,42,-1.2769
ENSG00000133104,SPART,81,-0.0595,86,0.03561,78,-0.1153,33,-1.5109,10,-3.1668,196,1.72736,30,-1.5722,90,0.12602
ENSG00000120686,UFM1,41,-0.5391,124,1.25995,26,-1.2183,28,-1.2173,1,-5.0987,62,0.11374,70,0.30495,98,0.99699
ENSG00000183722,LHFPL6,3,-4.0831,55,-0.0785,124,1.25404,24,-1.4623,207,2.25012,10,-2.7165,2,-4.4919,90,0.81399
ENSG00000165572,KBTBD6,3,-3.5143,121,1.95038,43,0.13054,40,0.03736,10,-1.9540,56,0.63821,19,-1.1086,22,-0.9722
ENSG00000102760,RGCC,3,-5.7174,109,-0.7804,421,1.42337,70,-1.5560,192,0.09929,414,1.67875,51,-1.9181,122,-0.6626
ENSG00000023516,AKAP11,3,-4.6909,329,2.34052,49,-0.9077,30,-1.7326,159,0.95387,110,0.38126,21,-2.1797,67,-0.4692
ENSG00000120675,DNAJC15,3,-4.4100,18,-2.0804,85,0.23672,27,-1.6271,127,0.90095,124,1.00386,78,0.10800,95,0.48151
ENSG00000151778,SERP2,3,-3.7187,84,1.01328,66,0.60549,25,-1.0036,78,0.88124,56,0.39211,27,-0.7755,39,-0.2640
ENSG00000102804,TSC22D1,110,-1.8510,679,0.98419,663,0.94440,163,-1.3603,476,0.39067,164,-1.3566,53,-2.9300,736,1.32815
ENSG00000133112,TPT1,6877,1.56434,707,-2.0562,1200,-1.2688,431,-2.9126,2614,-0.0736,2643,-0.0626,2505,-0.1407,5038,1.17676
ENSG00000123200,ZC3H13,360,1.41246,144,-0.1164,39,-2.0873,73,-1.2390,204,0.44291,96,-0.8148,206,0.45151,209,0.53967
ENSG00000139684,ESD,277,2.49030,45,-0.6575,112,0.76807,20,-1.9766,38,-0.9102,94,0.54474,22,-1.7258,21,-1.8785
ENSG00000136143,SUCLA2,164,1.93679,111,1.20310,35,-0.6419,16,-1.9328,9,-2.5667,65,0.33724,45,-0.2755,32,-0.8662
ENSG00000136156,ITM2B,1421,0.84971,708,-0.2785,1290,0.68705,225,-2.1284,620,-0.4854,1489,1.08206,184,-2.3027,826,-0.0409
ENSG00000102531,FNDC3A,3,-3.6421,50,0.25962,67,0.72600,27,-0.7863,23,-0.9647,74,1.03243,8,-2.4732,59,0.58602
ENSG00000165416,SUGT1,287,1.65801,141,0.42218,52,-1.1303,27,-2.1969,226,1.22186,102,-0.1141,79,-0.4843,75,-0.6260
ENSG00000118946,PCDH17,3,-4.2761,277,2.59850,112,0.84762,43,-0.7187,1,-5.2925,26,-1.4932,76,0.20784,61,-0.1491
ENSG00000184226,PCDH9,3,-6.2882,482,0.96353,127,-1.1480,129,-1.2074,39,-2.8860,540,1.37340,221,-0.3054,371,0.59261
ENSG00000188243,COMMD6,756,1.75713,144,-0.9837,201,-0.4717,71,-2.1535,249,-0.1392,241,-0.2116,218,-0.3441,400,0.71399
ENSG00000005812,FBXL3,3,-4.1162,78,0.42771,62,0.06300,29,-1.1826,63,0.09244,130,1.55526,7,-3.1275,62,0.07070
ENSG00000005810,MYCBP2,228,1.89391,197,1.61595,33,-1.2525,50,-0.7166,196,1.60135,16,-2.4438,8,-3.2535,22,-1.9996
ENSG00000139737,SLAIN1,15,-3.8977,90,-1.3510,65,-1.8168,25,-3.3208,57,-2.0191,812,3.25845,133,-0.7576,174,-0.3763
ENSG00000136160,EDNRB,3,-4.3970,35,-1.1054,548,4.44782,72,-0.0151,25,-1.6076,0,-7.6293,13,-2.4969,13,-2.6351
ENSG00000139746,RBM26,3,-4.8530,153,0.70698,93,-0.0947,43,-1.3839,37,-1.4817,193,1.29113,58,-0.8342,138,0.60177
ENSG00000102471,NDFIP2,3,-4.3552,291,2.58094,35,-1.0739,35,-1.1412,98,0.53714,85,0.34884,15,-2.2882,45,-0.7522
ENSG00000178235,SLITRK1,3,-3.2208,237,4.31421,0,-7.0497,20,-0.7365,1,-4.2415,9,-2.0480,5,-2.6510,23,-0.5277
ENSG00000134873,CLDN10,3,-3.6701,60,0.51315,262,3.55556,57,0.48707,1,-4.6797,0,-6.9055,16,-1.4878,11,-2.1007
ENSG00000139793,MBNL2,137,-0.1928,116,-0.4484,72,-1.1663,17,-3.4138,63,-1.3835,491,2.60298,99,-0.6889,101,-0.7266
ENSG00000125249,RAP2A,3,-4.2712,120,0.97204,56,-0.2748,39,-0.8780,1,-5.2874,107,0.89734,57,-0.2451,100,0.76075
ENSG00000065150,IPO5,3,-4.1730,212,2.17031,75,0.30823,30,-1.1860,1,-5.1886,103,0.96988,43,-0.5609,39,-0.7677
ENSG00000152767,FARP1,3,-3.6600,153,2.22307,118,1.71321,26,-0.8358,17,-1.4441,9,-2.3826,64,0.63432,25,-0.9132
ENSG00000088387,DOCK9,3,-4.6061,134,0.77136,61,-0.4981,34,-1.4485,111,0.45681,153,1.16545,23,-1.9187,106,0.42342
ENSG00000125304,TM9SF2,161,1.12962,106,0.42382,117,0.58799,14,-2.7721,83,0.02416,153,1.21874,0,-8.8845,48,-0.8970
ENSG00000134884,ARGLU1,101,0.06951,117,0.30577,87,-0.1615,61,-0.7659,119,0.33288,137,0.63519,106,0.14588,69,-0.5814
ENSG00000185950,IRS2,3,-4.3108,130,1.06059,95,0.52750,77,0.23057,1,-5.3267,97,0.64340,22,-1.7315,75,0.17189
ENSG00000102606,ARHGEF7,3,-4.1853,286,2.82325,21,-1.6128,51,-0.3364,36,-0.8300,74,0.31396,2,-4.7791,43,-0.6316
ENSG00000126217,MCF2L,3,-3.6562,76,0.92799,54,0.36560,32,-0.5259,1,-4.6746,64,0.71069,50,0.23403,50,0.24636
ENSG00000185896,LAMP1,380,0.72850,167,-0.5811,204,-0.2693,62,-2.1757,217,-0.1749,499,1.42542,110,-1.2187,234,-0.0633
ENSG00000183087,GAS6,438,3.14802,98,0.24323,77,-0.1382,44,-1.0783,41,-1.1144,54,-0.7621,0,-8.1177,39,-1.2509
ENSG00000169062,UPF3A,3,-4.2209,74,0.22934,57,-0.1672,32,-1.1571,2,-4.7168,115,1.12100,69,0.13048,102,0.87154
ENSG00000129538,RNASE1,92,-2.1338,38,-3.4216,129,-1.6342,40,-3.4627,240,-0.6979,1173,2.55574,250,-0.6376,481,0.44770
ENSG00000165795,NDRG2,1053,-0.0042,423,-1.4028,2054,1.10366,1465,0.60338,433,-1.3664,878,-0.3189,1138,0.11958,912,-0.2541
ENSG00000092199,HNRNPC,319,0.56508,230,0.03413,188,-0.2845,91,-1.4878,57,-2.0811,393,1.06346,149,-0.6383,283,0.41328
ENSG00000092201,SUPT16H,45,-0.6466,147,1.26852,48,-0.5632,50,-0.5255,66,-0.0670,100,0.69117,45,-0.6569,52,-0.4748
ENSG00000100888,CHD8,3,-3.7290,145,2.01100,40,-0.2093,22,-1.1719,1,-4.7473,70,0.81085,33,-0.4904,46,0.03272
ENSG00000165821,SALL2,359,3.04597,31,-1.2682,98,0.49558,29,-1.4657,16,-2.2577,67,-0.1197,30,-1.3163,32,-1.3361
ENSG00000129562,DAD1,3,-5.1329,117,-0.0425,169,0.54528,69,-0.9230,93,-0.3968,301,1.89913,42,-1.6160,80,-0.6908
ENSG00000172590,MRPL52,212,1.03780,85,-0.4397,161,0.57247,42,-1.5916,146,0.41616,181,0.89342,78,-0.5803,56,-1.1631
ENSG00000197324,LRP10,3,-3.8221,4,-3.6508,136,1.76115,25,-1.1025,169,2.19972,49,0.01425,18,-1.4727,28,-0.9171
ENSG00000100804,PSMB5,239,0.82935,289,1.15753,162,0.19146,46,-1.8244,80,-0.9039,217,0.76803,38,-1.9921,123,-0.2722
ENSG00000100813,ACIN1,3,-3.9335,92,0.91051,50,-0.0781,23,-1.3558,74,0.55384,63,0.33729,52,-0.0066,67,0.43567
ENSG00000129473,BCL2L2,3,-4.4871,123,0.76041,45,-0.8147,37,-1.1860,17,-2.2460,96,0.39593,190,1.52555,101,0.48712
ENSG00000100836,PABPN1,3,-4.2135,153,1.47095,47,-0.4759,34,-1.0237,110,0.88790,94,0.73046,14,-2.2983,58,-0.1533
ENSG00000092096,SLC22A17,870,1.97970,782,1.76995,180,-0.6839,125,-1.3267,113,-1.3796,323,0.25948,63,-2.2402,84,-1.9328
ENSG00000100842,EFS,3,-4.0173,13,-2.1136,52,-0.1111,9,-2.8090,23,-1.3392,177,2.62273,2,-4.9398,72,0.48079
ENSG00000166091,CMTM5,26,-2.1973,1,-6.4663,78,-0.5956,10,-3.6967,21,-2.5308,443,3.42852,16,-2.9007,102,-0.1888
ENSG00000092051,JPH4,3,-3.4687,144,2.37290,81,1.26086,37,-0.0202,44,0.24104,0,-6.7054,54,0.57153,8,-2.4317
ENSG00000100884,CPNE6,3,-4.0222,313,3.36248,115,1.20462,50,-0.1716,1,-4.9913,0,-7.2558,47,-0.2573,16,-1.9900
ENSG00000092010,PSME1,3,-4.6551,38,-1.2514,107,0.34608,26,-1.9242,186,1.27629,175,1.37983,15,-2.5733,100,0.25609
ENSG00000254505,CHMP4A,3,-4.4078,43,-0.8247,31,-1.2884,30,-1.4161,119,0.80122,100,0.57304,91,0.35614,127,1.05146
ENSG00000129559,NEDD8,527,2.02279,235,0.56453,218,0.43856,63,-1.5610,73,-1.2518,111,-0.6837,143,-0.2336,139,-0.3032
ENSG00000139910,NOVA1,138,0.28293,347,1.90320,58,-1.0595,75,-0.7377,14,-3.1347,148,0.45217,92,-0.3534,88,-0.4616
ENSG00000176165,FOXG1,339,2.84664,165,1.36148,166,1.37401,29,-1.5206,1,-5.4328,30,-1.4436,1,-5.4602,7,-3.4912
ENSG00000092148,HECTD1,95,0.95218,97,0.99619,39,-0.4884,20,-1.5881,1,-4.9692,108,1.39981,16,-1.8085,39,-0.5017
ENSG00000100852,ARHGAP5,958,2.89312,230,0.18900,258,0.37765,73,-1.6734,60,-1.8461,124,-0.8319,82,-1.3881,130,-0.7533
ENSG00000151320,AKAP6,3,-3.9277,149,1.79562,33,-0.7168,29,-0.9805,25,-1.1483,64,0.36738,18,-1.6129,80,0.80433
ENSG00000151322,NPAS3,3,-3.5763,11,-1.8969,95,1.40397,30,-0.5047,1,-4.5953,80,1.29327,2,-4.3600,58,0.65575
ENSG00000129515,SNX6,234,1.38822,23,-2.2507,73,-0.5300,18,-2.7005,141,0.51638,148,0.67330,71,-0.5770,127,0.38177
ENSG00000165410,CFL2,71,-1.0438,23,-2.6838,54,-1.4683,26,-2.6274,44,-1.7520,451,2.64439,27,-2.4618,186,0.51230
ENSG00000151327,FAM177A1,3,-4.4765,63,-0.3102,55,-0.4995,24,-1.8599,35,-1.1857,130,1.00965,64,-0.2644,156,1.39632
ENSG00000100902,PSMA6,65,-0.3591,139,0.87406,138,0.86544,50,-0.8026,146,0.95403,78,-0.0749,10,-3.1061,70,-0.2474
ENSG00000100906,NFKBIA,21,-2.1864,18,-2.4093,190,1.24916,31,-1.6935,160,0.95039,112,0.40705,0,-7.0004,155,1.03822
ENSG00000100941,PNN,3,-4.1096,32,-0.9392,51,-0.2244,20,-1.7307,100,0.86136,127,1.51552,69,0.24663,50,-0.2793
ENSG00000100442,FKBP3,3,-4.6011,143,0.88449,73,-0.2118,35,-1.4109,8,-3.4724,198,1.76310,36,-1.2674,94,0.21168
ENSG00000213741,RPS29,97,-4.7628,733,-1.8154,1559,-0.6812,717,-1.9609,1195,-1.0850,2910,0.33665,4626,1.07678,5546,1.69041
ENSG00000165502,RPL36AL,50,-2.5782,91,-1.6853,211,-0.4195,71,-2.1645,169,-0.7658,365,0.50485,351,0.38416,648,1.73891
ENSG00000165516,KLHDC2,3,-4.0115,290,3.17180,49,-0.1943,23,-1.4018,25,-1.1906,73,0.50817,15,-1.9769,16,-1.9333
ENSG00000165525,NEMF,282,1.46959,69,-0.8203,82,-0.5620,68,-0.9065,195,0.82609,114,-0.0539,38,-1.6986,132,0.19958
ENSG00000282885,AL627171.2,955,1.29208,76,-2.6401,185,-1.3353,266,-0.8509,547,0.34531,369,-0.3056,727,0.81695,545,0.38392
ENSG00000198513,ATL1,5,-3.0923,248,3.31763,20,-1.2304,23,-1.0752,1,-4.7237,55,0.38205,25,-0.8747,18,-1.5003
ENSG00000100505,TRIM9,3,-4.0217,142,1.57995,100,0.96028,47,-0.2995,65,0.25307,62,0.18362,1,-5.5299,42,-0.4762
ENSG00000186469,GNG2,3,-3.9322,363,4.05908,55,0.09023,25,-1.2158,1,-4.9496,12,-2.3592,0,-8.2384,40,-0.4506
ENSG00000087302,RTRAF,281,2.23037,114,0.57314,89,0.16839,15,-2.5756,105,0.43859,62,-0.4318,24,-1.7947,55,-0.6329
ENSG00000100519,PSMC6,3,-4.3636,130,1.00824,55,-0.3822,21,-1.9665,226,2.02881,135,1.25889,13,-2.4947,18,-2.1326
ENSG00000073712,FERMT2,3,-3.4260,2,-3.8048,192,3.14633,28,-0.4497,1,-4.4453,61,0.95793,14,-1.4080,6,-2.7614
ENSG00000100528,CNIH1,3,-3.7394,112,1.50571,51,0.18328,25,-0.9923,1,-4.7577,55,0.33101,37,-0.3108,69,0.75113
ENSG00000197045,GMFB,3,-5.2029,451,2.25469,76,-0.7786,83,-0.7126,3,-5.5261,103,-0.3510,115,-0.1472,185,0.70838
ENSG00000020577,SAMD4A,3,-4.1118,41,-0.5776,60,0.01058,24,-1.4813,128,1.28340,43,-0.5473,104,0.91686,91,0.80480
ENSG00000131981,LGALS3,3,-3.5683,39,-0.0452,176,2.67431,29,-0.5577,123,1.90435,3,-3.9535,3,-3.5344,19,-1.2139
ENSG00000126777,KTN1,495,1.54010,104,-1.0030,133,-0.6257,61,-1.9098,95,-1.1391,208,0.07656,237,0.27258,296,0.73078
ENSG00000070367,EXOC5,395,2.67114,78,-0.2606,58,-0.7144,33,-1.6781,132,0.58728,55,-0.8462,4,-4.4548,84,-0.1556
ENSG00000100567,PSMA3,3,-3.8139,60,0.35637,55,0.20108,27,-0.9635,137,1.78322,50,0.06809,20,-1.2991,50,0.07791
ENSG00000139970,RTN1,347,0.46004,1496,3.43917,129,-1.0813,112,-1.3828,71,-1.9735,162,-0.7986,100,-1.4595,89,-1.7512
ENSG00000100612,DHRS7,3,-4.0150,58,0.08130,69,0.35955,33,-0.8723,48,-0.2193,115,1.44346,8,-2.9122,63,0.23479
ENSG00000100614,PPM1A,3,-4.0533,114,1.14387,52,-0.1377,24,-1.3828,6,-3.3491,102,1.12341,26,-1.1838,86,0.75759
ENSG00000100644,HIF1A,128,1.32000,113,1.10821,89,0.69848,27,-1.2634,76,0.43058,41,-0.5951,37,-0.6810,29,-1.1193
ENSG00000126803,HSPA2,500,1.25806,4,-5.7007,95,-1.3920,11,-4.6600,2,-6.7825,851,3.10788,33,-2.9170,114,-1.1921
ENSG00000126822,PLEKHG3,3,-4.0779,12,-2.3626,42,-0.4822,9,-2.8199,2,-4.9844,174,2.42308,28,-1.0821,91,0.84802
ENSG00000258289,CHURC1,641,3.49020,54,-1.0976,108,-0.0179,19,-2.7126,30,-1.9340,53,-1.1839,22,-2.4274,103,-0.1104
ENSG00000125952,MAX,3,-3.9798,87,0.77001,44,-0.3289,22,-1.4260,135,1.53794,75,0.59814,32,-0.8146,50,-0.1449
ENSG00000100554,ATP6V1D,3,-4.0747,195,2.13428,97,0.85174,15,-2.0853,87,0.65861,79,0.56926,12,-2.3102,26,-1.3087
