Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3to4,Feature log2 fold change topic 3to4,Feature count topic 5,Feature log2 fold change topic 5,Feature count topic 6,Feature log2 fold change topic 6,Feature count topic 7,Feature log2 fold change topic 7,Feature count topic 8,Feature log2 fold change topic 8,Feature count topic 9,Feature log2 fold change topic 9,Feature count topic 10to11,Feature log2 fold change topic 10to11,Feature count topic 12,Feature log2 fold change topic 12,Feature count topic 13,Feature log2 fold change topic 13
ENSG00000135404,CD63,112,-1.2281,482,1.05577,244,-0.0439,258,0.04241,271,0.12302,396,0.73123,258,0.04348,195,-0.3877,174,-0.6054,222,-0.1912,230,-0.1343
ENSG00000135414,GDF11,112,2.66975,29,0.25558,16,-0.7039,24,-0.0013,8,-1.5985,14,-0.8177,3,-2.9395,11,-1.1847,27,0.16701,13,-0.9922,18,-0.4375
ENSG00000205323,SARNP,112,0.85769,60,-0.1223,52,-0.3896,52,-0.3539,57,-0.2112,41,-0.6958,79,0.29923,78,0.28188,76,0.25668,77,0.25580,38,-0.8368
ENSG00000123353,ORMDL2,112,3.13461,20,-0.0229,12,-0.7936,17,-0.2666,7,-1.4510,14,-0.4965,16,-0.3570,7,-1.6120,15,-0.4635,8,-1.2594,4,-2.1217
ENSG00000135392,DNAJC14,112,2.69897,14,-0.8446,15,-0.8072,17,-0.4898,10,-1.2799,31,0.39116,24,-0.0212,7,-1.7718,23,-0.0860,16,-0.5733,7,-1.7784
ENSG00000170473,PYM1,112,2.43560,7,-1.9273,22,-0.3751,15,-0.8645,23,-0.2869,23,-0.2745,13,-1.0862,27,-0.0294,21,-0.4246,28,0.01658,22,-0.3238
ENSG00000111540,RAB5B,112,0.07923,106,-0.0037,71,-0.6577,88,-0.2845,85,-0.3373,141,0.44615,111,0.06702,112,0.08837,106,-0.0028,107,0.00850,164,0.69042
ENSG00000139531,SUOX,112,3.07379,14,-0.6176,9,-1.2829,24,0.25250,10,-0.9971,10,-0.9925,7,-1.5656,28,0.48923,8,-1.3744,18,-0.2090,8,-1.3733
ENSG00000197728,RPS26,112,-2.8676,1482,1.07336,842,0.16785,890,0.24017,748,-0.0327,870,0.20368,775,0.02358,699,-0.1390,755,-0.0209,466,-0.7571,695,-0.1466
ENSG00000065361,ERBB3,112,2.85246,63,1.69878,11,-1.1524,7,-1.7306,6,-1.9749,4,-2.3921,6,-1.7976,16,-0.5109,13,-0.8275,1,-3.8453,29,0.37462
ENSG00000170515,PA2G4,112,0.50989,75,-0.1134,53,-0.6904,70,-0.2221,66,-0.3160,35,-1.2527,89,0.14521,92,0.19750,103,0.41458,99,0.32298,102,0.36396
ENSG00000229117,RPL41,112,-4.5356,4668,1.07131,3179,0.48607,3344,0.52019,2349,-0.0394,2333,-0.0502,1901,-0.3668,2254,-0.1037,2107,-0.2258,1608,-0.6231,2181,-0.1549
ENSG00000196465,MYL6B,112,-1.0933,223,-0.0436,253,0.16903,300,0.42798,183,-0.3437,334,0.59830,230,0.00967,274,0.28074,201,-0.2222,155,-0.5954,259,0.19309
ENSG00000092841,MYL6,112,-1.9572,661,0.76229,415,0.02122,395,-0.0578,384,-0.1040,543,0.44220,531,0.40886,543,0.44303,342,-0.3066,313,-0.4162,337,-0.3030
ENSG00000139613,SMARCC2,112,0.93059,42,-0.5875,48,-0.4329,53,-0.2644,53,-0.2657,90,0.57876,63,0.02511,85,0.49317,53,-0.2785,57,-0.1338,55,-0.2096
ENSG00000181852,RNF41,112,0.94095,36,-0.8187,33,-0.9961,44,-0.5168,48,-0.4092,87,0.52748,65,0.06471,61,-0.0381,78,0.38565,72,0.23502,61,-0.0267
ENSG00000139579,NABP2,112,1.03857,49,-0.2773,43,-0.5047,72,0.31860,39,-0.6031,65,0.16115,61,0.06110,62,0.08360,63,0.13366,44,-0.4470,45,-0.3975
ENSG00000139645,ANKRD52,112,2.28686,15,-1.0445,13,-1.3226,21,-0.5154,26,-0.1615,33,0.18855,21,-0.4821,8,-1.8610,18,-0.8200,33,0.17469,52,0.90621
ENSG00000135469,COQ10A,112,3.31067,12,-0.6040,7,-1.4952,6,-1.6042,2,-3.2905,14,-0.3836,12,-0.7090,24,0.41363,18,-0.0166,3,-2.3595,5,-1.8288
ENSG00000062485,CS,112,0.56757,40,-1.0062,39,-1.1183,78,-0.0029,55,-0.5232,93,0.26732,116,0.62230,95,0.31359,76,-0.0493,74,-0.0772,122,0.71093
ENSG00000257727,CNPY2,112,0.00479,67,-0.7863,69,-0.7791,143,0.39318,77,-0.5709,155,0.51861,148,0.45365,139,0.34774,142,0.41891,92,-0.3002,94,-0.2545
ENSG00000170581,STAT2,112,1.85302,34,-0.1149,23,-0.7420,14,-1.4047,14,-1.4861,20,-0.9209,23,-0.7150,49,0.45165,39,0.10153,54,0.59069,34,-0.0989
ENSG00000135423,GLS2,112,2.13241,12,-1.4060,14,-1.3430,19,-0.8008,11,-1.5924,0,-6.6911,43,0.49078,56,0.89084,38,0.31467,26,-0.3293,32,-0.0107
ENSG00000076108,BAZ2A,112,2.64305,23,-0.1226,12,-1.0985,14,-0.8176,15,-0.6996,5,-2.1960,13,-0.9040,27,0.16033,19,-0.4652,31,0.35923,18,-0.4982
ENSG00000110955,ATP5F1B,112,-2.5982,402,-0.7007,480,-0.4651,756,0.27342,441,-0.5631,821,0.40470,1119,0.91064,1050,0.80563,635,-0.0007,610,-0.0641,717,0.19037
ENSG00000110958,PTGES3,112,-0.9833,221,0.06214,174,-0.3323,229,0.11441,147,-0.5686,216,0.01996,299,0.53927,274,0.39567,254,0.30288,223,0.07629,190,-0.1761
ENSG00000196531,NACA,112,-2.0300,824,1.04865,455,0.09240,580,0.46880,354,-0.3064,423,-0.0283,473,0.14725,439,0.03022,427,-0.0153,335,-0.3908,299,-0.5631
ENSG00000166863,TAC3,112,0.53908,5,-3.8748,16,-2.4823,6,-3.6367,6,-3.7813,815,5.45219,0,-6.7818,0,-8.3620,29,-1.6175,0,-9.9889,0,-8.3490
ENSG00000166886,NAB2,112,1.88911,17,-1.1303,19,-1.0446,30,-0.3016,16,-1.2544,28,-0.3851,36,0.00908,37,0.05382,49,0.52806,37,0.04502,21,-0.8049
ENSG00000166888,STAT6,112,3.19078,17,-0.2291,6,-1.8934,2,-2.8644,18,-0.1436,4,-2.2886,25,0.39854,2,-3.3982,4,-2.5059,41,1.20950,14,-0.4576
ENSG00000123384,LRP1,112,-0.4498,153,0.03128,133,-0.2007,197,0.43774,162,0.12051,162,0.12611,122,-0.3181,153,0.03966,150,0.00982,172,0.21630,146,-0.0391
ENSG00000182379,NXPH4,112,3.01756,27,0.38468,0,-6.3839,1,-4.4128,1,-3.8712,15,-0.4981,0,-6.9970,0,-8.8025,0,-8.7941,118,3.15056,1,-4.0602
ENSG00000182199,SHMT2,112,2.77465,13,-0.8894,11,-1.1321,10,-1.1862,18,-0.4287,11,-1.0640,25,0.09149,6,-2.0055,13,-0.9133,41,0.89299,18,-0.3516
ENSG00000185633,NDUFA4L2,112,2.97105,24,0.16777,12,-0.8826,76,2.15525,5,-2.0047,21,0.00249,2,-3.3989,2,-3.3274,4,-2.5647,1,-3.7959,2,-3.1205
ENSG00000179912,R3HDM2,112,0.70489,48,-0.6073,36,-1.1091,96,0.46498,61,-0.2487,65,-0.1505,68,-0.0865,124,0.88003,58,-0.3517,87,0.29536,83,0.23015
ENSG00000166986,MARS,112,0.65945,23,-1.7385,43,-0.8877,55,-0.4455,41,-0.8954,98,0.45065,76,0.05103,104,0.54831,85,0.25079,74,0.00850,119,0.76121
ENSG00000175197,DDIT3,112,1.59369,40,-0.1023,37,-0.2168,13,-1.7134,23,-0.9140,77,0.95921,46,0.11503,40,-0.0848,45,0.11245,22,-1.0082,14,-1.6727
ENSG00000175203,DCTN2,112,-0.4839,104,-0.5889,116,-0.4543,146,-0.0700,92,-0.7781,211,0.50570,229,0.64232,223,0.60121,193,0.40637,115,-0.4383,137,-0.1692
ENSG00000155980,KIF5A,112,-1.1676,190,-0.3618,193,-0.3674,221,-0.1304,270,0.18223,359,0.63581,241,4.45869,210,-0.2136,219,-0.1563,309,0.39149,392,0.78111
ENSG00000166908,PIP4K2C,112,1.42987,18,-1.4361,19,-1.3883,48,0.05490,28,-0.7813,21,-1.2277,58,0.33267,75,0.75330,78,0.93508,26,-0.8888,25,-0.9129
ENSG00000178498,DTX3,112,0.65584,40,-0.9117,60,-0.3542,70,-0.0863,84,0.19610,67,-0.1395,89,0.29404,74,0.00895,69,-0.1116,94,0.37723,72,-0.0399
ENSG00000240771,ARHGEF25,112,1.88544,25,-0.5545,21,-0.8501,47,0.42204,31,-0.2558,31,-0.2347,44,0.30687,15,-1.3117,27,-0.4857,31,-0.2557,38,0.08807
ENSG00000135454,B4GALNT1,112,0.31852,18,-2.3628,48,-1.0387,59,-0.6564,46,-1.0324,81,-0.1894,108,0.27132,86,-0.0990,150,0.89182,174,1.03806,106,0.23292
ENSG00000135506,OS9,112,0.58664,82,0.10093,56,-0.5127,56,-0.4926,57,-0.4549,173,1.31483,69,-0.1613,79,0.04780,63,-0.3453,76,-0.0311,60,-0.3975
ENSG00000135439,AGAP2,112,0.19473,81,-0.2968,93,-0.0909,118,0.28638,157,0.74305,48,-1.0810,53,-0.9571,57,-0.8418,69,-0.5827,192,1.07344,139,0.53867
ENSG00000135452,TSPAN31,112,1.97650,44,0.37356,23,-0.6494,19,-0.8568,16,-1.1600,37,0.09187,39,0.19375,27,-0.3707,35,0.03308,28,-0.3321,10,-1.7787
ENSG00000135446,CDK4,112,2.55416,37,0.54571,19,-0.5244,25,-0.0658,15,-0.7849,15,-0.8088,16,-0.7134,27,0.08294,13,-1.1380,17,-0.6138,9,-1.5317
ENSG00000139266,MARCH9,112,2.15591,21,-0.6225,20,-0.7248,16,-1.0220,14,-1.1784,29,-0.1438,44,0.54112,19,-0.7580,20,-0.7597,31,-0.0116,43,0.49729
ENSG00000123297,TSFM,112,1.57921,26,-0.7292,25,-0.8385,29,-0.5870,24,-0.9018,24,-0.8994,60,0.53709,54,0.36446,49,0.24915,44,0.03052,34,-0.3450
ENSG00000175215,CTDSP2,112,2.15775,41,0.41635,24,-0.4470,24,-0.4010,24,-0.4207,14,-1.1614,18,-0.8685,23,-0.4746,21,-0.6764,33,0.09668,30,-0.0791
ENSG00000257698,GIHCG,112,1.35202,57,0.24417,46,-0.0887,35,-0.4922,26,-0.9464,70,0.56573,52,0.10329,40,-0.3142,43,-0.2014,28,-0.8427,35,-0.4996
ENSG00000198673,TAFA2,112,1.03602,4,-3.9100,33,-0.9167,9,-2.7942,11,-2.3951,0,-6.2038,135,1.36555,35,-0.7621,172,2.16244,13,-2.1965,32,-0.9293
ENSG00000135655,USP15,112,2.06253,20,-0.7752,12,-1.5659,36,0.12662,21,-0.7051,14,-1.2380,26,-0.3621,45,0.49042,34,0.06760,47,0.55845,15,-1.1450
ENSG00000061987,MON2,112,2.31266,25,-0.2304,13,-1.2422,29,0.01924,15,-0.9417,19,-0.6282,24,-0.2691,32,0.14301,16,-0.9681,40,0.50291,22,-0.4023
ENSG00000111110,PPM1H,112,2.44550,18,-0.6515,14,-0.9994,22,-0.2874,10,-1.4504,9,-1.6272,41,0.66678,25,-0.1160,16,-0.8222,22,-0.3237,32,0.25372
ENSG00000118600,RXYLT1,112,3.07746,13,-0.6447,12,-0.8791,18,-0.1559,14,-0.6015,18,-0.2168,8,-1.4458,3,-2.6072,12,-0.7876,17,-0.3156,15,-0.4707
ENSG00000184575,XPOT,112,1.51090,31,-0.5587,29,-0.6919,36,-0.3040,23,-0.9937,32,-0.4862,58,0.41780,80,0.94044,33,-0.4664,32,-0.4936,48,0.13088
ENSG00000183735,TBK1,112,2.47896,14,-0.9979,7,-1.9798,13,-1.0436,14,-0.9391,22,-0.2635,37,0.52681,57,1.22586,13,-1.1212,31,0.22198,6,-2.2501
ENSG00000135677,GNS,112,2.34752,20,-0.5669,11,-1.4734,29,0.00581,17,-0.7919,43,0.63012,19,-0.6077,13,-1.1674,27,-0.0935,17,-0.7912,26,-0.1258
ENSG00000111490,TBC1D30,112,2.98997,4,-2.2487,10,-1.1025,5,-2.1998,6,-1.7563,18,-0.2306,9,-1.1791,27,0.38521,26,0.32188,16,-0.4669,6,-1.8574
ENSG00000156076,WIF1,112,1.78605,5,-2.8794,54,0.60510,36,-0.0810,16,-1.2942,6,-2.7606,17,-1.2081,72,1.01589,62,0.85422,0,-8.9520,2,-4.2666
ENSG00000174106,LEMD3,112,2.28092,8,-1.9116,10,-1.6343,43,0.60882,15,-1.0176,25,-0.2388,33,0.16657,22,-0.4736,27,-0.1375,37,0.33625,14,-1.1039
ENSG00000139233,LLPH,112,2.07706,43,0.43445,28,-0.2517,35,0.09454,22,-0.5832,7,-2.1686,24,-0.4955,32,-0.0187,27,-0.3397,16,-1.1012,25,-0.4173
ENSG00000155957,TMBIM4,112,1.36142,75,0.69029,35,-0.5415,41,-0.2578,25,-1.0249,37,-0.4116,54,0.15696,55,0.18452,42,-0.2498,54,0.17948,25,-0.9911
ENSG00000111530,CAND1,112,0.10156,72,-0.5817,52,-1.1415,110,0.08307,54,-0.9984,105,0.01236,121,0.22533,153,0.59734,107,0.03970,147,0.54216,169,0.76366
ENSG00000127334,DYRK2,112,2.84460,6,-1.9822,10,-1.3237,13,-0.8218,11,-1.0165,7,-1.6227,11,-1.1188,13,-0.8210,18,-0.3502,39,0.86383,26,0.20689
ENSG00000127314,RAP1B,112,1.28418,57,0.17389,29,-0.9136,32,-0.7084,38,-0.4238,37,-0.4914,65,0.38855,40,-0.3725,34,-0.6325,85,0.82896,67,0.44076
ENSG00000175782,SLC35E3,112,2.59035,12,-1.1389,10,-1.4777,19,-0.4260,25,0.00638,18,-0.5408,10,-1.4300,14,-0.8966,15,-0.8348,50,1.08920,20,-0.3260
ENSG00000135679,MDM2,112,2.53696,13,-1.0208,14,-0.9942,29,0.17662,24,-0.1198,11,-1.2242,27,0.05526,19,-0.4967,10,-1.4905,21,-0.3387,34,0.43320
ENSG00000111605,CPSF6,112,1.12756,35,-0.7076,32,-0.8999,49,-0.2028,58,0.06395,36,-0.6663,50,-0.1686,68,0.32809,62,0.18661,64,0.22742,63,0.19407
ENSG00000127337,YEATS4,112,3.06233,18,-0.2204,8,-1.5192,8,-1.4179,13,-0.6271,7,-1.5529,27,0.41338,24,0.26265,14,-0.6461,7,-1.5478,8,-1.3546
ENSG00000166225,FRS2,112,2.83393,22,-0.0203,10,-1.2888,35,0.66511,16,-0.4922,12,-0.9410,4,-2.5073,17,-0.4554,12,-1.0447,18,-0.3212,15,-0.5860
ENSG00000166226,CCT2,112,-0.0591,63,-0.9381,68,-0.8795,111,-0.0740,91,-0.3813,151,0.41523,139,0.28074,147,0.37109,138,0.29692,145,0.34816,141,0.30117
ENSG00000127328,RAB3IP,112,1.61933,53,0.37813,21,-1.0822,41,-0.0255,25,-0.8006,44,0.06596,18,-1.2789,49,0.26068,38,-0.1586,38,-0.1639,46,0.14775
ENSG00000111596,CNOT2,112,2.12701,36,0.19516,25,-0.3748,12,-1.4223,21,-0.6117,23,-0.5115,43,0.46265,29,-0.1638,24,-0.4774,29,-0.1229,11,-1.5792
ENSG00000135643,KCNMB4,112,-0.2508,136,0.05999,85,-0.7148,138,0.07359,160,0.30614,106,-0.3252,166,0.37087,146,0.16766,54,-1.4153,280,1.23416,184,0.53750
ENSG00000153233,PTPRR,112,1.14638,28,-1.0370,28,-1.0768,30,-0.9012,40,-0.4696,29,-0.9644,132,1.44173,36,-0.6304,48,-0.2222,108,1.09128,46,-0.2817
ENSG00000133858,ZFC3H1,112,2.87292,22,0.01060,5,-2.3216,22,-0.0307,13,-0.7645,8,-1.4677,12,-0.9366,5,-2.1299,17,-0.4718,25,0.15976,28,0.34144
ENSG00000139291,TMEM19,112,2.03191,17,-0.9974,18,-0.9949,42,0.35315,9,-1.9869,15,-1.1994,33,-0.0141,44,0.43825,38,0.20198,32,-0.0714,20,-0.7820
ENSG00000080371,RAB21,112,0.75290,66,-0.0701,46,-0.6908,56,-0.3284,46,-0.6365,41,-0.8196,55,-0.3551,88,0.37016,72,0.04987,91,0.42045,115,0.80052
ENSG00000121749,TBC1D15,112,2.36058,35,0.31975,14,-1.1283,8,-1.8463,15,-0.9205,20,-0.5275,40,0.54119,33,0.24584,15,-0.9638,34,0.28502,12,-1.2303
ENSG00000072657,TRHDE,112,2.16325,5,-2.5340,14,-1.2432,7,-2.1568,14,-1.1468,107,2.08688,6,-2.3778,46,0.61618,27,-0.2648,7,-2.2187,20,-0.7082
ENSG00000253719,ATXN7L3B,112,-0.3414,90,-0.6658,89,-0.7318,191,0.49495,124,-0.1806,203,0.59341,167,0.28666,125,-0.1622,119,-0.2616,211,0.66283,171,0.32646
ENSG00000166006,KCNC2,112,0.07300,23,-2.3079,56,-1.0391,133,0.35181,29,-1.9239,555,2.99590,36,-1.6446,31,-1.8404,105,-0.0276,37,-1.5743,107,0.00865
ENSG00000111615,KRR1,112,1.90473,42,0.25352,24,-0.6588,20,-0.8400,26,-0.4926,24,-0.5921,28,-0.3895,34,-0.0705,39,0.12718,30,-0.2579,24,-0.6149
ENSG00000139289,PHLDA1,112,1.88524,30,-0.2873,24,-0.6700,33,-0.1428,20,-0.8956,77,1.22357,9,-2.0460,23,-0.6950,21,-0.8552,38,0.08714,38,0.07718
ENSG00000187109,NAP1L1,112,-1.0347,280,0.37659,188,-0.2641,192,-0.2155,173,-0.3729,128,-0.8292,275,0.34879,300,0.48742,264,0.31138,294,0.45463,207,-0.0935
ENSG00000091039,OSBPL8,112,1.09636,32,-0.8758,37,-0.6930,53,-0.1039,44,-0.3855,40,-0.5251,47,-0.2922,87,0.68474,56,-0.0180,72,0.38780,63,0.16024
ENSG00000186908,ZDHHC17,112,1.15943,28,-1.0012,26,-1.1972,93,0.85239,28,-1.0299,27,-1.0676,43,-0.3549,56,0.03612,69,0.41654,61,0.18079,71,0.41379
ENSG00000175183,CSRP2,112,2.83018,27,0.25617,11,-1.1437,25,0.12889,25,0.12307,23,0.03311,1,-4.3686,0,-8.0069,11,-1.0749,8,-1.5348,31,0.48282
ENSG00000067798,NAV3,112,1.25105,39,-0.4468,28,-0.9927,53,0.05372,68,0.42225,53,0.04933,52,0.00927,36,-0.5297,26,-1.1287,110,1.22879,41,-0.3444
ENSG00000067715,SYT1,112,-3.4146,354,-1.7295,564,-1.1040,759,-0.5892,1134,0.03011,1077,-0.0503,1589,0.56644,1852,0.81713,980,-0.2131,2079,1.01020,2418,1.26837
ENSG00000058272,PPP1R12A,112,0.53421,47,-0.8115,42,-1.0337,54,-0.6012,78,-0.0387,16,-2.3556,83,0.06674,162,1.15276,94,0.28059,91,0.20101,122,0.67438
ENSG00000111052,LIN7A,112,2.26843,10,-1.6397,15,-1.0563,12,-1.3151,31,0.08244,14,-1.0868,63,1.20759,11,-1.4686,20,-0.6716,26,-0.1883,37,0.32654
ENSG00000139220,PPFIA2,112,-0.4730,60,-1.3971,79,-1.0599,109,-0.5055,78,-1.0051,177,0.23718,263,0.88207,203,0.45781,229,0.72748,178,0.25042,178,0.25261
ENSG00000133773,CCDC59,112,2.71428,16,-0.5640,13,-0.9539,10,-1.2343,19,-0.3869,2,-3.1656,29,0.31427,27,0.19971,17,-0.5646,18,-0.4084,17,-0.5403
ENSG00000072041,SLC6A15,112,1.09276,12,-2.3307,30,-1.0407,37,-0.6432,21,-1.4744,25,-1.2276,154,1.65291,51,-0.1655,75,0.49245,34,-0.7740,82,0.57599
ENSG00000133636,NTS,112,0.19701,2,-5.2299,15,-2.8872,0,-8.6175,0,-8.5375,0,-8.8003,9,-3.5412,28,-1.8836,548,4.99625,0,-9.9100,4,-4.4908
ENSG00000182050,MGAT4C,112,2.99641,18,-0.2748,9,-1.3021,27,0.38768,14,-0.6232,18,-0.2312,6,-1.7572,16,-0.3850,15,-0.5281,9,-1.1771,5,-2.0284
ENSG00000133641,C12orf29,112,2.01837,21,-0.7425,24,-0.5704,24,-0.5288,19,-0.8358,29,-0.2414,29,-0.2035,26,-0.3884,44,0.44560,22,-0.6358,21,-0.6838
ENSG00000198707,CEP290,112,2.80047,34,0.62152,13,-0.9219,9,-1.3111,30,0.41249,5,-2.1089,12,-0.9891,17,-0.4417,14,-0.7501,18,-0.3624,7,-1.7809
ENSG00000139324,TMTC3,112,2.74307,24,0.00724,12,-1.0770,20,-0.2777,10,-1.2848,19,-0.3346,16,-0.5878,18,-0.4139,15,-0.7643,22,-0.1010,14,-0.7991
ENSG00000049130,KITLG,112,2.77901,10,-1.2249,11,-1.2308,24,0.07964,13,-0.8192,6,-2.0146,33,0.53396,16,-0.5848,11,-1.1407,36,0.67172,9,-1.4345
ENSG00000139318,DUSP6,112,0.91377,25,-1.3985,34,-0.9908,25,-1.3981,36,-0.8595,11,-2.5336,119,1.02394,123,1.06977,111,1.01701,44,-0.5656,37,-0.8213
ENSG00000070961,ATP2B1,112,-1.6107,171,-0.9767,131,-1.4555,223,-0.5759,438,0.47680,147,-1.2071,250,-0.3999,310,-0.0718,270,-0.3067,1205,2.26051,559,0.87501
ENSG00000271614,ATP2B1-AS1,112,1.94288,12,-1.5861,19,-0.9972,28,-0.3608,32,-0.1459,24,-0.5500,26,-0.4729,20,-0.8791,27,-0.4538,88,1.51112,24,-0.5764
ENSG00000011465,DCN,112,0.90957,90,0.55648,13,-2.3996,90,0.55905,34,-0.9480,274,2.56910,150,1.41652,2,-4.5235,6,-3.4500,17,-1.9539,14,-2.2252
ENSG00000133639,BTG1,112,2.43987,38,0.50860,18,-0.7059,14,-1.0070,24,-0.1722,44,0.77576,7,-1.9602,11,-1.3283,11,-1.3956,27,-0.0343,20,-0.4945
ENSG00000102189,EEA1,112,1.68061,35,-0.2424,20,-1.1353,26,-0.6826,27,-0.6387,39,-0.0373,52,0.39302,55,0.49073,27,-0.6815,58,0.56003,30,-0.4639
ENSG00000173598,NUDT4,112,-0.8146,112,-0.8096,102,-1.0065,114,-0.7794,271,0.56394,172,-0.1528,252,0.44186,264,0.52020,92,-1.1649,337,0.91936,449,1.40787
ENSG00000177889,UBE2N,112,-0.5621,95,-0.8001,108,-0.6525,160,-0.0097,171,0.08991,198,0.32725,228,0.55057,184,0.20575,188,0.26356,206,0.38922,148,-0.1326
ENSG00000198015,MRPL42,112,1.74147,27,-0.5614,26,-0.6473,28,-0.4894,34,-0.2126,33,-0.2565,22,-0.8747,46,0.26993,41,0.09828,33,-0.2681,38,-0.0631
ENSG00000136040,PLXNC1,112,1.83990,17,-1.1267,17,-1.2541,24,-0.6798,16,-1.2529,45,0.30421,14,-1.4493,24,-0.6291,36,-0.0400,55,0.61622,69,0.98795
ENSG00000184752,NDUFA12,112,-0.9313,190,-0.1249,225,0.15493,167,-0.3198,173,-0.2710,404,1.09223,238,0.22794,298,0.59194,195,-0.0914,121,-0.8100,131,-0.6911
ENSG00000028203,VEZT,112,1.34913,23,-1.1597,18,-1.5611,43,-0.2113,28,-0.8499,33,-0.5747,80,0.78088,57,0.23952,66,0.53536,54,0.15961,37,-0.4358
ENSG00000111142,METAP2,112,1.07264,91,0.73037,33,-0.9068,43,-0.4241,39,-0.6026,83,0.58258,44,-0.4224,53,-0.1351,66,0.24888,35,-0.7340,48,-0.2588
ENSG00000074527,NTN4,112,2.68548,9,-1.4074,9,-1.5752,8,-1.6694,1,-4.2987,89,2.20782,1,-4.6785,15,-0.7233,28,0.24491,2,-3.5156,6,-2.0642
ENSG00000139343,SNRPF,112,0.79255,86,0.37643,56,-0.3181,49,-0.4843,24,-1.5521,87,0.38067,41,-0.7686,86,0.37560,95,0.58547,49,-0.5050,47,-0.5675
ENSG00000111144,LTA4H,112,2.20169,19,-0.6836,17,-0.9266,24,-0.3727,14,-1.2127,15,-1.0784,46,0.62694,33,0.11952,17,-0.9062,34,0.13991,33,0.12987
ENSG00000059758,CDK17,112,0.41231,55,-0.6926,42,-1.1575,42,-1.0914,85,-0.0098,61,-0.5307,109,0.38053,58,-0.5954,100,0.25396,200,1.38045,112,0.42400
ENSG00000120802,TMPO,112,3.08397,13,-0.7031,9,-1.2066,34,0.79048,12,-0.8330,13,-0.7033,14,-0.5991,15,-0.4734,6,-1.8865,13,-0.6804,10,-1.0069
ENSG00000075415,SLC25A3,112,-1.5229,242,-0.3592,209,-0.6301,261,-0.2475,251,-0.3067,344,0.18300,577,1.02624,455,0.63291,331,0.13542,249,-0.3195,405,0.44619
ENSG00000185046,ANKS1B,112,-0.7723,178,-0.0582,113,-0.8128,80,-1.2642,86,-1.1610,184,-0.0051,163,-0.1930,257,0.52247,242,0.46697,325,0.90348,310,0.82844
ENSG00000111647,UHRF1BP1L,112,1.97090,19,-0.9125,15,-1.3456,18,-0.9793,26,-0.4268,30,-0.1950,34,-0.0355,35,-0.0003,45,0.43786,33,-0.0565,24,-0.5480
ENSG00000075089,ACTR6,112,1.43754,32,-0.5513,22,-1.1752,47,0.01866,31,-0.6032,19,-1.3298,63,0.48025,63,0.49064,45,-0.0480,49,0.07241,52,0.18457
ENSG00000136021,SCYL2,112,2.24582,17,-0.8340,22,-0.5328,11,-1.4765,32,0.08889,3,-3.3191,22,-0.4349,33,0.15593,26,-0.2109,42,0.53359,21,-0.5118
ENSG00000120805,ARL1,112,0.62431,53,-0.5384,38,-1.1001,54,-0.5004,65,-0.2204,92,0.32231,104,0.51354,94,0.34654,63,-0.2859,114,0.66313,87,0.22051
ENSG00000196091,MYBPC1,112,1.75902,108,1.69335,32,-0.3234,60,0.68901,53,0.50445,17,-1.1958,58,0.64583,1,-5.2012,1,-4.5902,21,-0.9093,7,-2.5535
ENSG00000111666,CHPT1,112,1.10864,66,0.24085,46,-0.3158,45,-0.3433,73,0.42196,68,0.29763,54,-0.0672,41,-0.4679,36,-0.7371,49,-0.2195,58,0.06041
ENSG00000111670,GNPTAB,112,0.18504,55,-0.8985,61,-0.7904,142,0.56913,117,0.26103,77,-0.3888,93,-0.0981,99,-0.0013,79,-0.3872,179,0.94972,136,0.49504
ENSG00000120860,WASHC3,112,0.85421,77,0.26064,39,-0.8329,88,0.46439,47,-0.4930,61,-0.1036,84,0.39464,68,0.05374,44,-0.6347,75,0.21872,71,0.12149
ENSG00000017427,IGF1,112,2.72173,7,-1.8299,12,-1.1406,22,-0.1141,7,-1.6998,95,2.37874,7,-1.7587,2,-3.5562,11,-1.2737,6,-1.9704,8,-1.6709
ENSG00000139352,ASCL1,112,2.01636,25,-0.4672,23,-0.6146,17,-1.0491,17,-1.0410,17,-1.0096,15,-1.2481,98,1.77990,28,-0.2930,13,-1.3918,22,-0.6297
ENSG00000111696,NT5DC3,112,0.45340,10,-3.0554,76,-0.1580,37,-1.2455,41,-1.0878,22,-1.9993,73,-0.2129,140,0.82216,180,1.43839,48,-0.8328,93,0.15957
ENSG00000166598,HSP90B1,112,-1.2964,297,0.19421,160,-0.8127,247,-0.0943,168,-0.6858,461,0.90548,304,0.23228,218,-0.2842,272,0.05949,384,0.60555,357,0.48785
ENSG00000204954,C12orf73,112,1.53149,31,-0.5473,22,-1.0974,53,0.29257,28,-0.7005,52,0.25178,43,-0.0373,33,-0.4265,36,-0.3099,41,-0.1181,63,0.55744
ENSG00000120837,NFYB,112,1.93288,42,0.27473,38,0.12750,16,-1.1640,25,-0.5009,10,-1.8749,27,-0.4015,24,-0.5521,20,-0.8856,44,0.33291,41,0.24618
ENSG00000198431,TXNRD1,112,1.33055,35,-0.5382,32,-0.6915,38,-0.4070,53,0.09771,95,1.05874,51,0.05606,27,-0.8883,35,-0.5702,50,0.00878,47,-0.0796
