Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3to4,Feature log2 fold change topic 3to4,Feature count topic 5,Feature log2 fold change topic 5,Feature count topic 6,Feature log2 fold change topic 6,Feature count topic 7,Feature log2 fold change topic 7,Feature count topic 8,Feature log2 fold change topic 8,Feature count topic 9,Feature log2 fold change topic 9,Feature count topic 10to11,Feature log2 fold change topic 10to11,Feature count topic 12,Feature log2 fold change topic 12,Feature count topic 13,Feature log2 fold change topic 13
ENSG00000060140,STYK1,112,2.90001,7,-1.6096,6,-1.8969,9,-1.2486,18,-0.3270,0,-6.1511,29,0.41625,29,0.42285,23,0.08312,11,-1.0657,13,-0.7994
ENSG00000256537,SMIM10L1,112,0.55862,73,-0.1116,52,-0.6854,80,0.02314,80,0.02534,62,-0.3519,116,0.62482,80,0.02780,80,0.02683,92,0.25585,62,-0.3592
ENSG00000111261,MANSC1,112,2.18677,12,-1.4327,12,-1.4509,26,-0.2847,35,0.19626,11,-1.4740,44,0.56662,31,0.00086,28,-0.1349,27,-0.2237,23,-0.4674
ENSG00000165714,BORCS5,112,2.86575,20,-0.1777,13,-0.8331,22,0.00845,16,-0.4853,12,-0.9300,6,-1.8910,21,-0.0631,13,-0.8325,10,-1.1168,17,-0.3853
ENSG00000111269,CREBL2,112,1.16465,43,-0.3621,46,-0.2637,94,0.86951,54,-0.0191,33,-0.7766,40,-0.4574,48,-0.1872,45,-0.3175,44,-0.3307,57,0.07703
ENSG00000111276,CDKN1B,112,1.10370,72,0.38994,43,-0.4630,35,-0.7082,38,-0.6089,143,1.53555,36,-0.6907,74,0.42395,39,-0.5824,23,-1.3630,36,-0.6963
ENSG00000013583,HEBP1,112,1.97880,61,0.92186,24,-0.5708,23,-0.5836,18,-0.9617,19,-0.8925,30,-0.2027,32,-0.1257,28,-0.3393,31,-0.1685,17,-1.0961
ENSG00000084444,FAM234B,112,0.83802,43,-0.6620,49,-0.4964,64,-0.0373,44,-0.6369,86,0.40900,39,-0.7951,90,0.48528,55,-0.3074,94,0.55838,80,0.29673
ENSG00000273079,GRIN2B,112,-0.0638,46,-1.4062,55,-1.1978,85,-0.4767,117,0.00375,71,-0.7451,145,0.34603,97,-0.2762,152,0.46115,222,1.04551,203,0.89480
ENSG00000171681,ATF7IP,112,2.68614,21,-0.1952,13,-0.9946,22,-0.1734,17,-0.5216,13,-0.9423,20,-0.3159,14,-0.8473,11,-1.2462,23,-0.0504,26,0.09121
ENSG00000246705,H2AFJ,112,3.06371,50,1.45712,10,-1.1503,22,0.12010,11,-0.9105,14,-0.5543,0,-6.4134,1,-4.0924,1,-3.7186,19,-0.1341,15,-0.4309
ENSG00000084463,WBP11,112,0.73003,48,-0.5936,35,-1.1159,74,0.08422,52,-0.4613,74,0.07460,96,0.48553,70,-0.0140,76,0.13335,99,0.53919,69,-0.0412
ENSG00000111348,ARHGDIB,112,2.87804,48,1.22635,16,-0.5069,25,0.17766,7,-1.7576,22,-0.0226,9,-1.3373,4,-2.4800,9,-1.4102,9,-1.3404,4,-2.4546
ENSG00000151490,PTPRO,112,1.63480,9,-2.1752,15,-1.6107,22,-0.9782,15,-1.5527,36,-0.2353,63,0.65125,25,-0.7564,82,1.25033,35,-0.2443,30,-0.5069
ENSG00000023734,STRAP,112,-0.5924,92,-0.8879,107,-0.7076,155,-0.0853,114,-0.5622,187,0.20156,318,1.06871,204,0.34437,175,0.10508,189,0.21991,201,0.31886
ENSG00000008394,MGST1,112,0.57090,159,1.15242,57,-0.5230,156,1.12203,147,1.01915,83,0.10337,25,-1.6875,14,-2.5234,7,-3.6553,151,1.07403,38,-1.0744
ENSG00000048540,LMO3,112,-1.0449,237,0.10399,101,-1.2695,261,0.25837,412,0.99705,252,0.19800,105,-1.1371,8,-4.7601,68,-1.8755,905,2.45330,254,0.21508
ENSG00000052126,PLEKHA5,112,2.19100,18,-0.8344,20,-0.7376,8,-1.8920,14,-1.2175,8,-2.0472,23,-0.4488,38,0.31662,49,0.83031,23,-0.4648,21,-0.5954
ENSG00000139154,AEBP2,112,2.64716,14,-0.8615,16,-0.7347,12,-1.0181,14,-0.8351,3,-2.9521,25,0.03262,18,-0.4399,24,-0.0558,27,0.15825,16,-0.6781
ENSG00000139155,SLCO1C1,112,2.87441,22,-0.0307,17,-0.4656,74,2.01580,11,-1.0621,9,-1.3119,1,-3.8034,5,-2.2618,10,-1.2394,1,-4.1196,1,-3.6189
ENSG00000084453,SLCO1A2,112,3.36916,66,2.17533,5,-1.9087,7,-1.3768,10,-0.8435,4,-2.0771,4,-2.1100,4,-2.0506,3,-2.7115,3,-2.6681,10,-0.8486
ENSG00000121350,PYROXD1,112,3.08862,13,-0.6424,10,-1.1328,13,-0.6975,6,-1.7498,16,-0.3274,12,-0.7684,15,-0.4270,15,-0.4855,12,-0.7582,15,-0.4983
ENSG00000111711,GOLT1B,112,1.95576,10,-1.8225,17,-1.1532,17,-1.0514,15,-1.2899,28,-0.3292,47,0.45575,27,-0.4147,47,0.50208,46,0.42528,25,-0.4771
ENSG00000134548,SPX,112,3.16213,52,1.59313,15,-0.4549,10,-0.9710,11,-0.8671,18,-0.1671,1,-4.1060,6,-1.6585,4,-2.5209,7,-1.6021,3,-2.6371
ENSG00000111716,LDHB,112,-2.0751,506,0.20424,432,-0.0488,734,0.80328,201,-1.2060,592,0.45433,647,0.59682,549,0.33246,347,-0.4113,488,0.14747,390,-0.2018
ENSG00000111726,CMAS,112,-0.5726,72,-1.2363,93,-0.9032,100,-0.7382,93,-0.8495,193,0.27774,279,0.86887,161,-0.0138,171,0.08779,278,0.86339,293,0.95077
ENSG00000111728,ST8SIA1,112,2.53980,21,-0.2923,14,-0.9642,8,-1.7121,30,0.25016,47,0.95618,19,-0.4345,2,-3.2476,6,-2.2285,40,0.68772,16,-0.7245
ENSG00000111731,C2CD5,112,2.00329,12,-1.5047,19,-0.8921,23,-0.5692,16,-1.1205,27,-0.3449,23,-0.6118,49,0.57100,42,0.35413,38,0.16875,19,-0.8544
ENSG00000139163,ETNK1,112,1.01108,30,-1.0462,39,-0.6831,40,-0.6139,49,-0.3084,107,0.94729,84,0.53492,49,-0.3072,57,-0.0636,58,-0.0432,53,-0.1754
ENSG00000134532,SOX5,112,3.29336,6,-1.7258,6,-1.6461,12,-0.6253,19,0.03424,0,-6.4327,10,-0.9018,21,0.18049,11,-0.8588,16,-0.2439,13,-0.5402
ENSG00000060982,BCAT1,112,2.48799,15,-0.8438,22,-0.3323,19,-0.5293,15,-0.8904,26,-0.0073,13,-1.0552,37,0.50804,26,-0.0478,8,-1.7991,6,-2.0871
ENSG00000205707,ETFRF1,112,1.68206,68,0.82964,30,-0.4992,20,-1.0676,29,-0.5004,37,-0.1361,26,-0.6454,34,-0.2842,47,0.26526,20,-1.0482,26,-0.6938
ENSG00000133703,KRAS,112,1.12481,36,-0.6772,33,-0.8552,55,-0.0210,43,-0.4035,42,-0.4460,61,0.14840,74,0.44042,73,0.48493,38,-0.5932,51,-0.1199
ENSG00000246695,RASSF8-AS1,112,3.26838,16,-0.2962,15,-0.4256,17,-0.1369,11,-0.8379,0,-6.3578,0,-5.8521,17,-0.1460,16,-0.3168,3,-2.6794,11,-0.8507
ENSG00000123094,RASSF8,112,3.03049,13,-0.6988,19,-0.1298,13,-0.7076,13,-0.6534,34,0.75626,0,-5.8073,11,-1.0012,13,-0.7159,0,-5.2452,10,-1.0757
ENSG00000123095,BHLHE41,112,1.82998,60,0.76331,22,-0.8611,44,0.25964,37,0.00958,18,-1.0809,6,-2.6877,40,0.11199,35,-0.1078,21,-0.8865,33,-0.2000
ENSG00000123096,SSPN,112,3.12368,43,1.22278,12,-0.7873,49,1.44887,19,-0.1059,8,-1.4131,0,-9.0256,1,-4.1096,1,-4.4839,4,-2.2188,0,-4.8059
ENSG00000123104,ITPR2,112,3.38310,35,1.07000,14,-0.4404,19,0.06081,12,-0.6676,11,-0.7654,0,-7.7799,1,-3.4770,1,-3.5133,13,-0.4744,2,-2.8713
ENSG00000111790,FGFR1OP2,112,0.81111,33,-1.0679,39,-0.8988,53,-0.3683,73,0.12506,54,-0.3355,108,0.76102,44,-0.6523,57,-0.2783,122,0.95572,84,0.34733
ENSG00000064115,TM7SF3,112,1.68800,41,0.02393,30,-0.4900,17,-1.3292,25,-0.7406,15,-1.4655,45,0.16067,48,0.25755,29,-0.5481,68,0.83462,37,-0.1266
ENSG00000152944,MED21,112,2.69066,18,-0.4156,16,-0.7125,7,-1.8766,8,-1.6518,10,-1.3547,18,-0.4584,38,0.69525,23,-0.0679,22,-0.1473,5,-2.1787
ENSG00000211455,STK38L,112,3.19222,27,0.48774,5,-2.0277,6,-1.6914,13,-0.5643,0,-6.1686,14,-0.5062,16,-0.2824,15,-0.4730,11,-0.8569,15,-0.3513
ENSG00000029153,ARNTL2,112,3.09355,8,-1.4469,19,-0.1085,2,-2.9196,20,-0.0190,13,-0.6926,13,-0.6169,6,-1.8695,10,-1.1214,14,-0.5383,18,-0.1637
ENSG00000110841,PPFIBP1,112,1.47606,19,-1.3255,29,-0.7178,22,-1.1051,20,-1.2149,0,-5.8314,10,-2.2151,183,2.42134,62,0.54731,13,-1.8449,28,-0.7306
ENSG00000061794,MRPS35,112,1.09730,36,-0.6947,41,-0.5106,60,0.08786,44,-0.3806,15,-1.9812,71,0.34608,73,0.40981,61,0.11997,59,0.07920,61,0.11931
ENSG00000087448,KLHL42,112,0.77069,45,-0.6385,41,-0.8435,49,-0.5304,69,0.01439,32,-1.1538,56,-0.3193,123,0.93092,63,-0.1549,109,0.72431,93,0.46787
ENSG00000087494,PTHLH,112,1.39779,2,-4.5411,29,-0.8057,15,-1.7260,11,-2.1028,0,-7.7150,23,-1.0890,217,2.68198,72,0.73642,13,-1.8953,23,-1.0914
ENSG00000123106,CCDC91,112,0.97815,61,0.00936,55,-0.1663,40,-0.6194,60,-0.0254,61,0.00832,58,-0.0782,86,0.54143,61,-0.0022,42,-0.5593,39,-0.6869
ENSG00000064763,FAR2,112,2.18898,5,-2.4844,10,-1.7686,31,0.01640,14,-1.1888,22,-0.5447,21,-0.6158,49,0.71571,41,0.49475,7,-2.0718,39,0.36519
ENSG00000087502,ERGIC2,112,1.08106,36,-0.7004,35,-0.8027,50,-0.2147,45,-0.3811,83,0.59236,59,0.06333,77,0.46215,65,0.23145,37,-0.6523,44,-0.4141
ENSG00000133687,TMTC1,112,1.76548,19,-1.0935,17,-1.3371,21,-0.9467,21,-0.9218,65,0.82669,65,0.82308,27,-0.5578,50,0.45708,11,-1.7908,28,-0.4673
ENSG00000133704,IPO8,112,2.55071,17,-0.6537,15,-0.8992,8,-1.7449,19,-0.4537,38,0.58846,12,-1.1027,9,-1.5893,29,0.22049,21,-0.3070,12,-1.0925
ENSG00000110888,CAPRIN2,112,1.82261,24,-0.6589,16,-1.3420,41,0.14348,27,-0.4750,11,-1.7823,58,0.70257,34,-0.1497,42,0.21327,35,-0.1015,27,-0.5086
ENSG00000170456,DENND5B,112,1.57998,15,-1.5789,30,-0.5732,27,-0.6937,30,-0.5579,41,-0.0558,40,-0.1108,37,-0.2265,58,0.54523,28,-0.6677,50,0.24856
ENSG00000151743,AMN1,112,0.97707,34,-0.8892,39,-0.7101,33,-0.9431,71,0.24095,33,-0.9058,94,0.69560,50,-0.2957,55,-0.1793,77,0.37762,98,0.76039
ENSG00000151746,BICD1,112,1.95046,29,-0.3036,13,-1.5599,38,0.14437,36,0.05674,56,0.76009,33,-0.1073,9,-2.0375,15,-1.3414,56,0.74520,30,-0.2364
ENSG00000139132,FGD4,112,3.11696,14,-0.5383,9,-1.2905,11,-0.8483,16,-0.3463,10,-0.9728,21,0.10042,15,-0.4300,12,-0.8703,13,-0.6628,7,-1.4432
ENSG00000087470,DNM1L,112,-0.1170,65,-0.9280,82,-0.6366,100,-0.2840,121,0.00112,152,0.36147,176,0.59888,133,0.15309,96,-0.3794,189,0.71947,163,0.47930
ENSG00000139131,YARS2,112,3.20799,6,-1.6574,6,-1.7847,12,-0.7206,4,-2.1876,9,-1.1083,20,0.07979,18,-0.1347,13,-0.6442,21,0.09857,12,-0.7196
ENSG00000139116,KIF21A,112,-0.5752,59,-1.5361,81,-1.1171,172,0.08836,133,-0.3083,242,0.63679,182,0.18107,190,0.24540,167,0.04538,272,0.82253,254,0.70993
ENSG00000151229,SLC2A13,112,0.21654,17,-2.5628,66,-0.6287,79,-0.3269,22,-2.1947,46,-1.1384,140,0.57562,234,1.44262,166,0.96809,53,-0.9171,96,-0.0154
ENSG00000018236,CNTN1,112,-1.5260,143,-1.1625,187,-0.8131,219,-0.5166,293,-0.0669,259,-0.2614,431,0.54014,395,0.40025,413,0.52454,491,0.75485,441,0.57916
ENSG00000015153,YAF2,112,0.81367,55,-0.3044,29,-1.3328,55,-0.3018,78,0.24463,58,-0.2171,73,0.12262,96,0.56160,50,-0.4931,91,0.48734,96,0.56765
ENSG00000134283,PPHLN1,112,1.28541,35,-0.5733,21,-1.4055,54,0.09274,38,-0.4579,60,0.26882,67,0.45200,32,-0.6970,47,-0.1195,75,0.62416,50,-0.0302
ENSG00000139168,ZCRB1,112,0.10078,148,0.55153,84,-0.3730,122,0.24384,119,0.20310,166,0.73397,110,0.08406,97,-0.1134,67,-0.7224,91,-0.2154,93,-0.1911
ENSG00000139174,PRICKLE1,112,1.90618,15,-1.3057,17,-1.2106,12,-1.6361,40,0.15576,15,-1.2609,32,-0.1565,29,-0.3031,32,-0.1711,72,1.13212,40,0.16750
ENSG00000151239,TWF1,112,2.13391,40,0.36463,21,-0.6753,36,0.18413,20,-0.6742,35,0.14668,10,-1.7437,14,-1.2369,21,-0.6342,30,-0.0940,32,-0.0026
ENSG00000184613,NELL2,112,-1.5349,131,-1.3012,155,-1.1145,223,-0.4992,162,-0.9798,76,-2.0931,623,1.14142,473,0.68253,400,0.45374,675,1.28131,423,0.50024
ENSG00000139218,SCAF11,112,1.93089,45,0.38190,17,-1.1653,32,-0.1661,14,-1.4023,21,-0.7760,23,-0.6336,46,0.41308,36,0.03526,34,-0.0436,26,-0.4599
ENSG00000111371,SLC38A1,112,0.35949,88,-0.0169,67,-0.4566,55,-0.7196,46,-1.0011,103,0.22574,58,-0.6623,138,0.70092,93,0.07118,70,-0.3712,166,1.00370
ENSG00000134294,SLC38A2,112,1.04841,89,0.66761,36,-0.7953,33,-0.8465,32,-0.8986,50,-0.2378,66,0.18850,92,0.72880,46,-0.4025,43,-0.4775,78,0.45807
ENSG00000005175,RPAP3,112,2.45346,18,-0.6421,6,-2.2781,10,-1.4092,9,-1.6774,31,0.23594,25,-0.1412,30,0.14757,19,-0.5592,30,0.13661,37,0.51001
ENSG00000079337,RAPGEF3,112,3.21923,30,0.69143,11,-0.8627,20,0.08497,27,0.53070,4,-2.3239,0,-4.6165,4,-2.3015,11,-0.8306,7,-1.5230,1,-3.4507
ENSG00000211584,SLC48A1,112,0.59932,137,0.93793,58,-0.4609,84,0.13887,77,0.01241,61,-0.3433,53,-0.5669,74,-0.0415,61,-0.3641,78,0.03102,79,0.06013
ENSG00000134291,TMEM106C,112,1.12334,31,-0.8749,39,-0.5971,47,-0.2546,38,-0.5882,52,-0.1164,76,0.48881,69,0.33894,66,0.29144,44,-0.3475,45,-0.3128
ENSG00000152556,PFKM,112,-0.3557,80,-0.8573,97,-0.6126,199,0.54953,91,-0.6746,249,0.91739,203,0.58019,229,0.77602,140,-0.0080,107,-0.4171,85,-0.7641
ENSG00000177981,ASB8,112,1.29667,34,-0.5878,24,-1.1616,44,-0.2206,62,0.33565,35,-0.5405,44,-0.1933,52,0.04181,57,0.20231,41,-0.3311,68,0.48152
ENSG00000177875,CCDC184,112,0.81192,25,-1.4746,39,-0.8824,71,0.07685,38,-0.8630,99,0.61144,57,-0.2599,106,0.73383,68,0.03303,78,0.23366,73,0.12071
ENSG00000139620,KANSL2,112,3.31713,16,-0.2289,9,-1.2038,13,-0.5284,7,-1.4755,1,-3.4750,19,0.00743,12,-0.6372,9,-1.0616,9,-1.1227,17,-0.1366
ENSG00000174233,ADCY6,112,3.20138,13,-0.5477,11,-0.9440,8,-1.3590,6,-1.6901,3,-2.7946,20,0.04216,10,-1.0370,12,-0.8117,20,0.01592,17,-0.1990
ENSG00000167535,CACNB3,112,0.54893,36,-1.1854,65,-0.3145,82,0.06142,70,-0.1780,36,-1.1650,123,0.70366,50,-0.7039,111,0.59406,100,0.37160,65,-0.3058
ENSG00000174243,DDX23,112,2.06937,27,-0.2930,19,-0.9033,22,-0.5798,24,-0.4462,44,0.47395,7,-2.1711,38,0.21239,30,-0.1356,26,-0.3678,28,-0.2487
ENSG00000172602,RND1,112,1.26638,12,-2.1642,30,-0.8569,43,-0.2777,29,-0.8363,36,-0.5494,62,0.30152,112,1.27265,56,0.14042,52,0.01209,37,-0.5027
ENSG00000134287,ARF3,112,-1.9224,249,-0.7313,255,-0.7416,361,-0.1631,367,-0.1353,441,0.14913,524,0.42505,473,0.26153,411,0.04169,695,0.88613,655,0.78662
ENSG00000169884,WNT10B,112,1.94151,15,-1.2508,21,-0.8409,16,-1.2062,16,-1.1723,24,-0.5778,36,0.03104,41,0.22693,37,0.08754,48,0.49240,34,-0.0609
ENSG00000181418,DDN,112,-0.6416,93,-0.9185,221,0.46285,169,-0.0072,138,-0.3206,46,-1.9689,95,-0.8778,142,-0.2729,279,0.89861,146,-0.2298,263,0.70133
ENSG00000181929,PRKAG1,112,1.60738,28,-0.6064,23,-0.9584,44,0.07085,43,0.02948,33,-0.3890,54,0.38653,32,-0.4224,38,-0.1638,39,-0.1112,40,-0.0749
ENSG00000167548,KMT2D,112,2.57461,13,-1.0234,6,-2.2030,11,-1.2106,36,0.52942,4,-2.5356,11,-1.2727,14,-0.8949,18,-0.5374,38,0.63868,44,0.87037
ENSG00000123416,TUBA1B,112,-4.3551,1571,-0.4684,1610,-0.4641,2201,0.05306,2247,0.08561,2406,0.19344,3523,0.80863,3042,0.56837,1759,-0.3188,2927,0.50655,2888,0.48478
ENSG00000167552,TUBA1A,112,-3.6029,1240,-0.0320,814,-0.7280,1114,-0.1986,1002,-0.3628,1451,0.21421,2519,1.11644,1843,0.59680,1396,0.16828,1448,0.21084,1311,0.05446
ENSG00000123352,SPATS2,112,1.55270,19,-1.2174,29,-0.6836,39,-0.1506,34,-0.3912,7,-2.6486,52,0.28791,45,0.05583,34,-0.3909,61,0.54328,69,0.74383
ENSG00000135519,KCNH3,112,0.24355,66,-0.5568,78,-0.3437,85,-0.1832,103,0.12188,36,-1.4636,76,-0.3460,129,0.47734,99,0.05878,154,0.75821,127,0.44969
ENSG00000187778,MCRS1,112,1.55582,32,-0.4725,28,-0.6913,30,-0.5497,21,-1.0687,59,0.48031,53,0.31440,49,0.19248,38,-0.2270,42,-0.0428,33,-0.4104
ENSG00000110844,PRPF40B,112,2.62449,18,-0.4652,16,-0.6955,14,-0.9034,4,-2.6106,15,-0.7483,14,-0.8750,26,0.03537,19,-0.4206,18,-0.4546,33,0.41921
ENSG00000139644,TMBIM6,112,-1.0594,323,0.58226,168,-0.4781,270,0.29619,274,0.31688,275,0.32201,192,-0.2416,244,0.13525,173,-0.4287,261,0.24197,278,0.34230
ENSG00000135472,FAIM2,112,-1.8182,235,-0.7124,191,-1.0892,341,-0.1402,283,-0.4277,602,0.76532,473,0.37216,444,0.27409,452,0.33176,594,0.74188,484,0.40935
ENSG00000110881,ASIC1,112,1.58740,22,-1.0182,19,-1.2726,48,0.17127,44,0.03857,43,0.01183,26,-0.7457,26,-0.7536,59,0.56009,30,-0.5227,48,0.20107
ENSG00000066117,SMARCD1,112,2.30087,14,-1.0795,16,-0.9981,14,-1.1214,18,-0.7455,12,-1.3036,26,-0.1855,20,-0.5756,40,0.57074,30,0.03303,22,-0.4309
ENSG00000167588,GPD1,112,2.55282,46,0.92588,6,-2.1655,24,-0.1059,18,-0.5229,19,-0.4542,16,-0.6930,5,-2.2584,7,-1.8932,48,0.98165,19,-0.4409
ENSG00000178449,COX14,112,-0.8132,154,-0.3247,173,-0.1578,306,0.75970,195,0.03737,233,0.31955,191,0.00906,207,0.13267,225,0.29296,124,-0.6563,153,-0.3319
ENSG00000139624,CERS5,112,2.37970,31,0.14215,14,-1.1283,13,-1.1336,9,-1.6410,29,0.02802,25,-0.1589,25,-0.1630,25,-0.2162,31,0.16296,13,-1.1505
ENSG00000161813,LARP4,112,3.08553,13,-0.7124,8,-1.3953,13,-0.6652,11,-0.8810,17,-0.3099,14,-0.5247,9,-1.2687,17,-0.3151,18,-0.1683,8,-1.3471
ENSG00000066084,DIP2B,112,1.59751,47,0.17814,21,-1.1541,32,-0.4174,17,-1.3735,61,0.58101,22,-0.9606,38,-0.1612,39,-0.1252,46,0.13290,55,0.40161
ENSG00000185432,METTL7A,112,0.71168,126,0.91193,88,0.36493,171,1.42988,115,0.76445,74,0.04931,16,-2.1833,19,-1.9743,12,-2.7080,48,-0.5966,46,-0.6686
ENSG00000110911,SLC11A2,112,1.90590,29,-0.3276,19,-0.9821,23,-0.6407,25,-0.5210,61,0.85451,26,-0.5088,30,-0.2585,25,-0.5874,41,0.20879,29,-0.3177
ENSG00000050426,LETMD1,112,1.31404,33,-0.6476,26,-1.0689,62,0.34342,31,-0.7399,55,0.14306,52,0.06461,28,-0.8852,53,0.09824,47,-0.0731,72,0.58388
ENSG00000110925,CSRNP2,112,1.63041,18,-1.2397,17,-1.3694,14,-1.6534,33,-0.3429,17,-1.3342,41,-0.0133,72,0.87424,60,0.64753,39,-0.1054,40,-0.0756
ENSG00000135457,TFCP2,112,2.19575,25,-0.3306,17,-0.9804,25,-0.2876,21,-0.5425,31,0.03002,13,-1.3304,26,-0.2367,28,-0.1299,31,0.03731,24,-0.3500
ENSG00000184271,POU6F1,112,2.66029,9,-1.4186,15,-0.7504,16,-0.6288,11,-1.1307,18,-0.4755,9,-1.5035,30,0.30171,32,0.47649,12,-1.0985,7,-1.9026
ENSG00000183283,DAZAP2,112,0.03758,190,0.89006,76,-0.6025,112,0.04690,111,0.03494,117,0.11239,93,-0.2493,154,0.54269,93,-0.2660,84,-0.4075,107,-0.0248
ENSG00000050438,SLC4A8,112,1.23226,23,-1.2334,33,-0.7587,21,-1.3402,28,-0.9466,22,-1.3119,14,-1.9350,58,0.16382,89,0.96693,87,0.80626,70,0.46438
ENSG00000196876,SCN8A,112,0.06261,33,-1.7632,50,-1.2125,54,-1.0316,63,-0.8159,65,-0.7627,112,0.06343,155,0.58086,167,0.78684,173,0.76473,193,0.94561
ENSG00000135503,ACVR1B,112,1.39248,16,-1.6496,22,-1.2359,38,-0.3377,29,-0.7618,20,-1.3230,74,0.69019,46,-0.0656,50,0.06835,97,1.15522,45,-0.0798
ENSG00000161835,GRASP,112,0.32500,39,-1.2910,40,-1.3014,30,-1.6543,57,-0.7081,23,-2.0403,192,1.21578,136,0.63588,182,1.28986,71,-0.3835,77,-0.2600
ENSG00000123358,NR4A1,112,1.59790,45,0.08696,24,-0.9231,5,-3.0259,10,-2.1146,10,-2.1575,69,0.77867,64,0.65929,56,0.47677,35,-0.3027,42,-0.0225
ENSG00000123395,ATG101,112,1.59315,27,-0.7104,19,-1.2571,25,-0.7720,20,-1.1219,14,-1.6418,77,0.94818,42,-0.0296,50,0.27897,57,0.45455,40,-0.0751
ENSG00000063046,EIF4B,112,0.12592,121,0.25243,92,-0.1988,87,-0.2610,121,0.25287,98,-0.0737,88,-0.2488,138,0.46096,90,-0.2348,125,0.30620,87,-0.2565
ENSG00000167778,SPRYD3,112,-0.6762,118,-0.5877,123,-0.5661,152,-0.2036,197,0.19692,186,0.10998,233,0.46228,164,-0.0868,174,0.00814,283,0.78328,216,0.34280
ENSG00000167779,IGFBP6,112,1.70105,14,-1.5933,26,-0.7241,20,-1.0721,10,-2.0984,110,1.66598,51,0.37919,38,-0.0713,46,0.24647,8,-2.3685,15,-1.4366
ENSG00000182544,MFSD5,112,2.02910,23,-0.5591,15,-1.2334,17,-1.0458,24,-0.4967,56,0.80706,24,-0.5012,31,-0.1028,25,-0.4493,36,0.12385,31,-0.1312
ENSG00000123349,PFDN5,112,-1.8845,679,0.88840,454,0.25984,466,0.27671,431,0.15527,591,0.66033,277,-0.5303,357,-0.1390,324,-0.3134,233,-0.7906,376,-0.0602
ENSG00000139637,C12orf10,112,0.41551,43,-1.0313,75,-0.2247,90,0.08264,96,0.17205,44,-1.0136,115,0.46513,103,0.28532,93,0.13926,85,-0.0135,90,0.08350
ENSG00000094914,AAAS,112,3.12591,14,-0.5845,11,-0.9097,32,0.76143,15,-0.4261,23,0.19021,6,-1.6620,5,-2.1028,6,-1.7154,6,-1.7756,12,-0.7219
ENSG00000205352,PRR13,112,0.78392,90,0.43866,55,-0.3677,59,-0.2193,60,-0.1982,55,-0.3259,94,0.49902,93,0.48554,60,-0.2163,48,-0.5522,48,-0.5535
ENSG00000197111,PCBP2,112,-1.2131,266,0.10696,240,-0.0548,225,-0.1503,240,-0.0495,282,0.20228,289,0.23768,327,0.43757,206,-0.3112,304,0.32053,288,0.23269
ENSG00000139625,MAP3K12,112,1.61817,26,-0.7450,16,-1.5565,55,0.43912,30,-0.5090,50,0.28799,24,-0.8266,46,0.14691,53,0.39349,29,-0.5530,36,-0.2462
ENSG00000135390,ATP5MC2,112,-1.2305,448,0.93165,224,-0.1959,301,0.28272,256,0.02999,366,0.59730,237,-0.0891,271,0.12011,202,-0.3666,191,-0.4191,232,-0.1204
ENSG00000012822,CALCOCO1,112,1.71244,31,-0.3620,18,-1.2428,45,0.18698,24,-0.7446,40,0.00792,47,0.27126,46,0.23257,31,-0.4346,47,0.25042,27,-0.5860
ENSG00000123415,SMUG1,112,2.16740,25,-0.3248,17,-1.0130,37,0.27715,14,-1.1893,26,-0.2603,23,-0.4941,19,-0.7763,25,-0.3952,42,0.46462,26,-0.2921
ENSG00000094916,CBX5,112,0.45783,98,0.25335,69,-0.3256,123,0.61143,104,0.34723,116,0.51933,36,-1.2749,76,-0.1387,68,-0.3365,96,0.22334,50,-0.7702
ENSG00000135486,HNRNPA1,112,-1.1170,362,0.70579,224,-0.0643,247,0.09615,248,0.09718,300,0.40282,195,-0.2727,209,-0.1698,215,-0.1301,199,-0.2422,274,0.25686
ENSG00000111481,COPZ1,112,0.43855,91,0.11887,47,-0.9466,71,-0.2698,43,-1.0410,171,1.13555,117,0.51623,98,0.23540,85,0.00085,70,-0.2826,63,-0.4593
ENSG00000161642,ZNF385A,112,1.40395,57,0.30054,53,0.19886,92,1.07566,39,-0.2795,70,0.61478,7,-2.8110,24,-0.9960,24,-1.0827,16,-1.5676,42,-0.1796
ENSG00000123360,PDE1B,112,1.33024,15,-1.7697,28,-0.9317,21,-1.2829,17,-1.6159,23,-1.1392,94,1.03199,28,-0.8803,60,0.35075,85,0.87539,71,0.57057
ENSG00000135447,PPP1R1A,112,-0.2770,81,-0.7719,143,0.11994,113,-0.2580,115,-0.2313,91,-0.5897,62,-1.1551,87,-0.6608,267,1.28650,139,0.05830,116,-0.2144
ENSG00000135426,TESPA1,112,2.47621,7,-1.9368,7,-2.1308,4,-2.7273,15,-0.9052,8,-1.7838,26,-0.0665,4,-2.7109,46,0.95238,46,0.86046,23,-0.2514
ENSG00000135424,ITGA7,112,3.39847,18,-0.0307,15,-0.3409,15,-0.3101,37,1.15289,0,-6.3023,0,-8.4305,0,-6.1672,2,-3.3725,15,-0.2397,6,-1.6210
ENSG00000135441,BLOC1S1,112,-0.8968,297,0.62070,240,0.31031,199,-0.0159,295,0.61015,187,-0.1136,190,-0.0889,168,-0.2811,206,0.04644,125,-0.7227,146,-0.4872
