bansky,cluster,cell_type,n,prop_of_cluster,prop_of_cell_type
k11,xSp11D01,Oligo.3,4411,0.14521810699588478,0.0923830646580825
k11,xSp11D01,Excit.L5.1,2600,0.08559670781893004,0.6601529389912565
k11,xSp11D01,Astro.5,2489,0.08194238683127572,0.07797119546817464
k11,xSp11D01,Excit.L2_5.2,2372,0.07809053497942386,0.7202362810438924
k11,xSp11D01,Excit.L2,2329,0.07667489711934157,0.15876392945501233
k11,xSp11D01,Vasc.Endo,1454,0.047868312757201645,0.03964415226379762
k11,xSp11D01,Oligo.4,1381,0.045465020576131686,0.05793447284925132
k11,xSp11D01,Inhib.Pvalb,1299,0.04276543209876543,0.4363500177204242
k11,xSp11D01,OPC.5,1270,0.041810699588477364,0.1494283231242229
k11,xSp11D01,Astro.2,1242,0.04088888888888889,0.07784078226998513
k11,xSp11D01,Excit.L2_5.1,1231,0.04052674897119342,0.2229570963823368
k11,xSp11D01,Astro.1,1167,0.038419753086419754,0.07831995995014333
k11,xSp11D01,Micro.5,955,0.031440329218106994,0.08040720912729883
k11,xSp11D01,OPC.2,903,0.029728395061728394,0.11041749200263279
k11,xSp11D01,Inhib.Vip,818,0.026930041152263374,0.09298846443859925
k11,xSp11D01,Micro.2,689,0.02268312757201646,0.07497435696216657
k11,xSp11D01,Inhib.Sst,676,0.022255144032921812,0.33251884943259274
k11,xSp11D01,Vasc.PC,531,0.01748148148148148,0.016751130931661265
k11,xSp11D01,Excit.L5.2,503,0.016559670781893004,0.2964101409821296
k11,xSp11D01,Inhib.Lamp5_Lhx6,495,0.016296296296296295,0.1565947814281894
k11,xSp11D01,Oligo.1,374,0.012312757201646091,0.048309285259162164
k11,xSp11D01,Inhib.Chandelier,252,0.008296296296296296,0.27829256413118986
k11,xSp11D01,Excit.L5_6_NP,169,0.005563786008230453,0.530805059630054
k11,xSp11D01,Oligo.5,166,0.005465020576131688,0.09915198428003616
k11,xSp11D01,Oligo.2,158,0.0052016460905349796,0.02409396670538453
k11,xSp11D01,OPC.4,133,0.004378600823045267,0.07509123846194368
k11,xSp11D01,Excit.L6_CT,113,0.003720164609053498,0.06303945902977122
k11,xSp11D01,Inhib.Pax6,71,0.0023374485596707817,0.06690386048847734
k11,xSp11D01,Astro.3,44,0.001448559670781893,0.0623853172537922
k11,xSp11D01,Excit.L6b,43,0.0014156378600823046,0.024006784707772226
k11,xSp11D01,Macro,9,2.962962962962963e-4,0.0021685534008086846
k11,xSp11D01,Micro.3,7,2.3045267489711933e-4,0.006264373465350983
k11,xSp11D01,Vasc.VLMC,7,2.3045267489711933e-4,6.566473604891611e-4
k11,xSp11D01,OPC.1,6,1.9753086419753085e-4,0.20415379420248175
k11,xSp11D01,Astro.4,3,9.876543209876543e-5,4.2635585765918164e-4
k11,xSp11D01,Micro.4,3,9.876543209876543e-5,0.026947221308286574
k11,xSp11D01,Micro.1,1,3.292181069958848e-5,0.008375657653447239
k11,xSp11D01,OPC.3,1,3.292181069958848e-5,0.08003525496217138
k11,xSp11D02,Astro.5,2309,0.14383604310720738,0.13686528628429334
k11,xSp11D02,Astro.1,2171,0.1352395190930044,0.275690312095855
k11,xSp11D02,Inhib.Vip,2146,0.1336821777860836,0.46159975637805384
k11,xSp11D02,Astro.2,1829,0.11393509001432754,0.21689991525121696
k11,xSp11D02,Oligo.3,992,0.06179530305861833,0.039312173916383024
k11,xSp11D02,Vasc.Endo,879,0.0547561203513362,0.045348579207162794
k11,xSp11D02,OPC.2,829,0.05164143773749455,0.19180712670644742
k11,xSp11D02,Micro.5,701,0.043667850246059924,0.11167853690451643
k11,xSp11D02,OPC.5,562,0.03500903257958014,0.12511967233405627
k11,xSp11D02,Oligo.4,521,0.03245499283622999,0.04135625316928409
k11,xSp11D02,Micro.2,451,0.02809443717685168,0.09286031456028143
k11,xSp11D02,Inhib.Lamp5_Lhx6,448,0.02790755622002118,0.26816999316969625
k11,xSp11D02,Vasc.PC,430,0.026786270479038185,0.025667179548860303
k11,xSp11D02,Inhib.Pax6,283,0.017629103594343738,0.5045908208474151
k11,xSp11D02,Excit.L2,241,0.015012770198716751,0.0310856157399673
k11,xSp11D02,Excit.L5.2,200,0.012458730455366598,0.22300528189071975
k11,xSp11D02,OPC.4,170,0.010589920887061609,0.1816128728698319
k11,xSp11D02,Excit.L2_5.1,135,0.008409643057372454,0.04626548255860321
k11,xSp11D02,Inhib.Pvalb,132,0.008222762100541955,0.08389959395232895
k11,xSp11D02,Oligo.1,126,0.007849000186880957,0.030795668493857477
k11,xSp11D02,Inhib.Chandelier,100,0.006229365227683299,0.2089590294521642
k11,xSp11D02,Inhib.Sst,93,0.005793309661745468,0.08655907417541961
k11,xSp11D02,Oligo.2,80,0.004983492182146639,0.023083480233626587
k11,xSp11D02,Astro.4,47,0.0029278016570111506,0.012638889538625993
k11,xSp11D02,Oligo.5,37,0.0023048651342428205,0.04181721703961262
k11,xSp11D02,Micro.3,33,0.0020556905251354887,0.055879642900136084
k11,xSp11D02,Astro.3,30,0.0018688095683049898,0.08048427700786336
k11,xSp11D02,Excit.L2_5.2,29,0.0018065159160281568,0.016661664635151403
k11,xSp11D02,Excit.L5.1,18,0.0011212857409829938,0.008647763403760368
k11,xSp11D02,Vasc.VLMC,15,9.344047841524949e-4,0.0026624747810633886
k11,xSp11D02,Macro,9,5.606428704914969e-4,0.0041032710116217395
k11,xSp11D02,Micro.4,2,1.2458730455366598e-4,0.03399247688860669
k11,xSp11D02,OPC.1,2,1.2458730455366598e-4,0.12876454035383592
k11,xSp11D02,Micro.1,1,6.229365227683299e-5,0.015848165528154233
k11,xSp11D02,OPC.3,1,6.229365227683299e-5,0.1514402834034732
k11,xSp11D02,Excit.L6b,1,6.229365227683299e-5,0.0010563932634464924
k11,xSp11D02,Excit.L5_6_NP,0,0,0
k11,xSp11D02,Excit.L6_CT,0,0,0
k11,xSp11D03,Oligo.3,13936,0.3326331869390873,0.21161047924477192
k11,xSp11D03,Oligo.4,5761,0.13750716058812298,0.1752205269176205
k11,xSp11D03,Astro.5,4078,0.09733626121825473,0.0926190332387672
k11,xSp11D03,Vasc.Endo,2384,0.056902806950544206,0.04712644781166781
k11,xSp11D03,Micro.5,1865,0.04451498949780409,0.11384505693369308
k11,xSp11D03,Astro.2,1822,0.04348863853351155,0.08278996410257179
k11,xSp11D03,Oligo.1,1642,0.039192285659728855,0.1537715133082694
k11,xSp11D03,Micro.2,1521,0.03630418178346381,0.11999591659532488
k11,xSp11D03,OPC.5,1262,0.03012220737063204,0.10765452337549783
k11,xSp11D03,Astro.1,1029,0.0245608172617911,0.05006805275295235
k11,xSp11D03,OPC.2,1012,0.0241550506014894,0.08971692219089072
k11,xSp11D03,Vasc.PC,955,0.02279453885812488,0.021842216596103473
k11,xSp11D03,Oligo.2,899,0.02145789574183693,0.09939273387172298
k11,xSp11D03,Excit.L2_5.1,432,0.01031124689707848,0.056727117931125254
k11,xSp11D03,Astro.4,334,0.007972121443574566,0.03441447683881368
k11,xSp11D03,Oligo.5,320,0.007637960664502578,0.13857568241295593
k11,xSp11D03,Inhib.Vip,305,0.0072799312583540195,0.025137341049922778
k11,xSp11D03,Inhib.Lamp5_Lhx6,286,0.006826427343899179,0.06559667782281658
k11,xSp11D03,Inhib.Pvalb,255,0.006086499904525491,0.062102595738106156
k11,xSp11D03,OPC.4,226,0.005394309719304945,0.09251023645224407
k11,xSp11D03,Inhib.Sst,208,0.0049646744319266755,0.0741782586295369
k11,xSp11D03,Excit.L2,193,0.004606645025778117,0.009538572510355926
k11,xSp11D03,Excit.L2_5.2,187,0.004463433263318694,0.04116666091617008
k11,xSp11D03,Excit.L6b,179,0.0042724842467061295,0.07245398867197515
k11,xSp11D03,Astro.3,166,0.003962192094710712,0.1706402682849598
k11,xSp11D03,Excit.L5.1,162,0.00386671758640443,0.029821532205582556
k11,xSp11D03,Micro.3,124,0.002959709757494749,0.08045351297513734
k11,xSp11D03,Excit.L6_CT,122,0.0029119725033416076,0.04934436795444063
k11,xSp11D03,Inhib.Chandelier,57,0.0013605117433645216,0.04563726849540499
k11,xSp11D03,Macro,44,0.0010502195913691045,0.007686418274300403
k11,xSp11D03,Vasc.VLMC,40,9.547450830628223e-4,0.0027204320323601667
k11,xSp11D03,Inhib.Pax6,39,9.308764559862517e-4,0.026644106577508653
k11,xSp11D03,Micro.4,17,4.0576666030169944e-4,0.11070962544607664
k11,xSp11D03,Excit.L5.2,13,3.102921519954172e-4,0.005554080254975703
k11,xSp11D03,Excit.L5_6_NP,12,2.864235249188467e-4,0.02732582741304118
k11,xSp11D03,Micro.1,8,1.9094901661256445e-4,0.04857945411943095
k11,xSp11D03,OPC.3,1,2.3868627076570556e-5,0.05802632398023572
k11,xSp11D03,OPC.1,0,0,0
k11,xSp11D04,Excit.L2,6907,0.3237251593550806,0.6703090619432708
k11,xSp11D04,Astro.1,1826,0.08558305211848519,0.17446393263521656
k11,xSp11D04,Inhib.Vip,1562,0.07320959880014997,0.25279011406262575
k11,xSp11D04,Astro.5,1345,0.0630389951256093,0.059983922864938456
k11,xSp11D04,Vasc.Endo,1213,0.056852268466441695,0.04708459224493614
k11,xSp11D04,Excit.L2_5.1,1096,0.051368578927634044,0.28260320636952674
k11,xSp11D04,Astro.2,1077,0.05047806524184477,0.09609583905735022
k11,xSp11D04,OPC.2,824,0.0386201724784402,0.14344341754487377
k11,xSp11D04,Oligo.3,805,0.037729658792650916,0.02400238909509842
k11,xSp11D04,Micro.5,767,0.035948631421072366,0.09193698655196171
k11,xSp11D04,OPC.5,730,0.03421447319085114,0.12227997631727154
k11,xSp11D04,Vasc.PC,495,0.023200224971878514,0.02223095374151319
k11,xSp11D04,Excit.L5.2,396,0.01856017997750281,0.3322182932405143
k11,xSp11D04,Micro.2,394,0.01846644169478815,0.061036979448729725
k11,xSp11D04,Inhib.Lamp5_Lhx6,351,0.016451068616422947,0.1580820235107278
k11,xSp11D04,Inhib.Pvalb,319,0.014951256092988377,0.15255267025131766
k11,xSp11D04,Inhib.Sst,319,0.014951256092988377,0.2233899033076639
k11,xSp11D04,Oligo.4,183,0.00857705286839145,0.010929436085888079
k11,xSp11D04,Inhib.Chandelier,150,0.00703037120359955,0.23582812850081497
k11,xSp11D04,Excit.L5.1,127,0.005952380952380952,0.045906926561033456
k11,xSp11D04,Inhib.Pax6,122,0.005718035245594301,0.16366504869451284
k11,xSp11D04,Excit.L2_5.2,89,0.004171353580802399,0.03847278278664456
k11,xSp11D04,OPC.4,88,0.004124484439445069,0.07073324495461639
k11,xSp11D04,Oligo.1,39,0.001827896512935883,0.007171779043595693
k11,xSp11D04,Oligo.5,22,0.0010311211098612673,0.018707652176516574
k11,xSp11D04,Oligo.2,19,8.905136857892764e-4,0.0041248494654678395
k11,xSp11D04,Micro.3,11,5.155605549306336e-4,0.014014434250029443
k11,xSp11D04,Vasc.VLMC,11,5.155605549306336e-4,0.0014690281973019509
k11,xSp11D04,Astro.3,10,4.6869141357330335e-4,0.020185197144219947
k11,xSp11D04,Astro.4,10,4.6869141357330335e-4,0.002023271962316842
k11,xSp11D04,Excit.L6b,8,3.749531308586427e-4,0.006358560576717864
k11,xSp11D04,OPC.1,6,2.8121484814398203e-4,0.2906435835630101
k11,xSp11D04,Excit.L5_6_NP,6,2.8121484814398203e-4,0.02682890104276278
k11,xSp11D04,Macro,3,1.4060742407199101e-4,0.0010290871383196443
k11,xSp11D04,Excit.L6_CT,3,1.4060742407199101e-4,0.0023826407916189276
k11,xSp11D04,Micro.4,2,9.373828271466067e-5,0.02557561077487829
k11,xSp11D04,OPC.3,1,4.6869141357330336e-5,0.11394220423115653
k11,xSp11D04,Micro.1,0,0,0
k11,xSp11D05,Astro.5,7531,0.16329495435720637,0.15538115616974849
k11,xSp11D05,Oligo.3,7360,0.15958715496866802,0.1015241884160333
k11,xSp11D05,Vasc.Endo,4878,0.1057698562414623,0.08759774565326973
k11,xSp11D05,Astro.1,4103,0.08896550228756044,0.18135917116471578
k11,xSp11D05,Astro.2,3864,0.0837832563585507,0.1594994237627354
k11,xSp11D05,Micro.5,2674,0.0579804419003014,0.14828233778435712
k11,xSp11D05,Oligo.4,2243,0.04863505279819597,0.06197393315022939
k11,xSp11D05,Micro.2,2001,0.04338775775710661,0.14340920261288925
k11,xSp11D05,OPC.5,1912,0.041457967432077886,0.148167684695267
k11,xSp11D05,Vasc.PC,1811,0.039267980658730675,0.037627422260129606
k11,xSp11D05,OPC.2,1474,0.031960797068453346,0.11870910109260842
k11,xSp11D05,Excit.L2,1112,0.02411153754417919,0.049925628719889155
k11,xSp11D05,Excit.L2_5.1,980,0.021249376612675903,0.11690301911126726
k11,xSp11D05,Inhib.Vip,608,0.013183286714803009,0.04552141531949666
k11,xSp11D05,Excit.L2_5.2,476,0.010321125783299724,0.09519270488169561
k11,xSp11D05,Oligo.1,417,0.009041826579067196,0.03547574051193304
k11,xSp11D05,Inhib.Lamp5_Lhx6,347,0.00752401396387606,0.07229994476742511
k11,xSp11D05,Inhib.Pvalb,343,0.007437281814436566,0.07588507568510852
k11,xSp11D05,Excit.L5.1,308,0.006678375506840998,0.05150606058184513
k11,xSp11D05,OPC.4,307,0.006656692469481125,0.1141595915669667
k11,xSp11D05,Inhib.Sst,292,0.006331446909083024,0.09459949746168553
k11,xSp11D05,Oligo.2,226,0.004900366443331382,0.022698442738088458
k11,xSp11D05,Oligo.5,162,0.003512652052299486,0.06373012072305195
k11,xSp11D05,Excit.L5.2,135,0.002927210043582905,0.05239565164854862
k11,xSp11D05,Astro.3,120,0.0026019644831848047,0.11205915989568122
k11,xSp11D05,Inhib.Chandelier,115,0.0024935492963854377,0.08364409884787032
k11,xSp11D05,Micro.3,77,0.0016695938767102496,0.04538441388821087
k11,xSp11D05,Inhib.Pax6,62,0.001344348316312149,0.03847874719225279
k11,xSp11D05,Macro,52,0.0011275179427134153,0.008252154683360961
k11,xSp11D05,Vasc.VLMC,37,8.022723823153147e-4,0.0022859792904373344
k11,xSp11D05,Excit.L5_6_NP,28,6.071250460764544e-4,0.05792189811196696
k11,xSp11D05,Astro.4,25,5.420759339968342e-4,0.002340062153775675
k11,xSp11D05,Excit.L6_CT,12,2.6019644831848046e-4,0.004409117624404817
k11,xSp11D05,Excit.L6b,10,2.168303735987337e-4,0.0036770704174215706
k11,xSp11D05,Micro.1,8,1.7346429887898698e-4,0.04413115656860901
k11,xSp11D05,OPC.1,5,1.0841518679936685e-4,0.11205019440469913
k11,xSp11D05,Micro.4,4,8.673214943949349e-5,0.023664053058080323
k11,xSp11D05,OPC.3,0,0,0
k11,xSp11D06,Vasc.PC,3123,0.2600116559820165,0.24914875193653868
k11,xSp11D06,Vasc.VLMC,2890,0.2406127716260095,0.685597342095227
k11,xSp11D06,Vasc.Endo,1836,0.15285987844475898,0.12659732392965767
k11,xSp11D06,Macro,1292,0.10756806260927483,0.7872764219653875
k11,xSp11D06,Oligo.3,595,0.04953792357006078,0.03151442537623606
k11,xSp11D06,Astro.5,563,0.046873699109149944,0.044602049035761954
k11,xSp11D06,Astro.4,407,0.033885604862209644,0.14627917699869122
k11,xSp11D06,Micro.2,338,0.028140870868370662,0.09301379146296879
k11,xSp11D06,Micro.5,254,0.021147281658479726,0.05408320908446423
k11,xSp11D06,Oligo.4,227,0.018899342269586214,0.024082765557151543
k11,xSp11D06,Oligo.1,78,0.006494047123470153,0.02547949007978648
k11,xSp11D06,Astro.2,64,0.005328448921821664,0.010143846987071506
k11,xSp11D06,Micro.3,58,0.004828906835400882,0.13126372197607067
k11,xSp11D06,OPC.2,43,0.00358005161934893,0.013297062294404617
k11,xSp11D06,Oligo.2,38,0.0031637665473316125,0.014654531378773093
k11,xSp11D06,Astro.1,31,0.0025809674465073684,0.0052613890200801875
k11,xSp11D06,OPC.5,26,0.0021646823744900508,0.007736413418103947
k11,xSp11D06,Inhib.Lamp5_Lhx6,22,0.0018316543168761968,0.017600778863379875
k11,xSp11D06,Oligo.5,21,0.0017483973024727333,0.031721209359607136
k11,xSp11D06,OPC.4,17,0.0014153692448588794,0.02427301180733837
k11,xSp11D06,Micro.1,13,0.0010823411872450254,0.27535907217592026
k11,xSp11D06,Excit.L2_5.1,13,0.0010823411872450254,0.005954478326763643
k11,xSp11D06,Inhib.Vip,12,9.99084172841562e-4,0.003449801749361112
k11,xSp11D06,Excit.L2,9,7.493131296311714e-4,0.0015515364391988033
k11,xSp11D06,Micro.4,7,5.827991008242444e-4,0.159011265525336
k11,xSp11D06,Inhib.Pvalb,7,5.827991008242444e-4,0.005946494294382394
k11,xSp11D06,Excit.L6_CT,6,4.99542086420781e-4,0.008464911153106557
k11,xSp11D06,Excit.L2_5.2,5,4.162850720173175e-4,0.0038394360110715385
k11,xSp11D06,Inhib.Sst,5,4.162850720173175e-4,0.006219803968844021
k11,xSp11D06,Inhib.Pax6,4,3.33028057613854e-4,0.009532129643308185
k11,xSp11D06,Astro.3,2,1.66514028806927e-4,0.007171282428924766
k11,xSp11D06,Excit.L5.1,2,1.66514028806927e-4,0.0012842167450259963
k11,xSp11D06,Excit.L6b,2,1.66514028806927e-4,0.0028237917006255168
k11,xSp11D06,Inhib.Chandelier,1,8.32570144034635e-5,0.0027927893595833756
k11,xSp11D06,OPC.1,0,0,0
k11,xSp11D06,OPC.3,0,0,0
k11,xSp11D06,Excit.L5.2,0,0,0
k11,xSp11D06,Excit.L5_6_NP,0,0,0
k11,xSp11D07,Astro.5,5164,0.209858983216158,0.19968854257066912
k11,xSp11D07,Oligo.3,2928,0.11899053114967285,0.07569792886235131
k11,xSp11D07,Astro.4,2899,0.11781200471410574,0.5085771129133548
k11,xSp11D07,Oligo.4,2326,0.09452594790100378,0.12045108289460256
k11,xSp11D07,Astro.2,2193,0.08912098183443735,0.16966093066292293
k11,xSp11D07,Vasc.Endo,1158,0.04705977973747308,0.03897453170902666
k11,xSp11D07,Micro.5,1149,0.04669403015402122,0.1194178541053089
k11,xSp11D07,Astro.1,1094,0.044458893810704274,0.09063095160579844
k11,xSp11D07,Micro.2,1023,0.041573535985695124,0.1374126701564857
k11,xSp11D07,Oligo.1,829,0.033689600520177186,0.13218164665659732
k11,xSp11D07,OPC.2,669,0.02718738570325517,0.1009796505068087
k11,xSp11D07,Oligo.2,667,0.027106108018043647,0.1255551901709889
k11,xSp11D07,Vasc.PC,559,0.022717113016621288,0.02176802549222623
k11,xSp11D07,OPC.5,427,0.017352785792660624,0.06201756268258477
k11,xSp11D07,Inhib.Vip,293,0.011907180883488439,0.04111506773747261
k11,xSp11D07,OPC.4,260,0.010566099077498272,0.1812043384418702
k11,xSp11D07,Inhib.Lamp5_Lhx6,243,0.00987523875320031,0.09489339332029972
k11,xSp11D07,Micro.3,194,0.007883935465517942,0.2143082789330969
k11,xSp11D07,Astro.3,101,0.004104523103182022,0.1767700572730392
k11,xSp11D07,Inhib.Pax6,75,0.003047913195432194,0.08723920719645929
k11,xSp11D07,Vasc.VLMC,74,0.0030072743528264316,0.008568868931253661
k11,xSp11D07,Macro,66,0.002682163611980331,0.019630400700212724
k11,xSp11D07,Oligo.5,63,0.002560247084163043,0.04645061717619881
k11,xSp11D07,Excit.L2_5.1,25,0.0010159710651440647,0.005589344431599991
k11,xSp11D07,Inhib.Pvalb,21,8.534156947210144e-4,0.008707685979984591
k11,xSp11D07,Micro.4,19,7.721380095094891e-4,0.2106706099557699
k11,xSp11D07,Excit.L2,17,6.90860324297964e-4,0.001430503383909213
k11,xSp11D07,Excit.L5.2,12,4.8766611126915105e-4,0.008728988800402465
k11,xSp11D07,Inhib.Chandelier,12,4.8766611126915105e-4,0.01635836615497505
k11,xSp11D07,Micro.1,11,4.470272686633885e-4,0.1137284761839338
k11,xSp11D07,Inhib.Sst,11,4.470272686633885e-4,0.006679129679909301
k11,xSp11D07,Excit.L2_5.2,9,3.657495834518633e-4,0.003373342490842624
k11,xSp11D07,Excit.L5.1,6,2.4383305563457553e-4,0.001880529197932366
k11,xSp11D07,Excit.L6b,6,2.4383305563457553e-4,0.0041349894887080605
k11,xSp11D07,OPC.1,2,8.127768521152518e-5,0.08400281083838451
k11,xSp11D07,OPC.3,1,4.063884260576259e-5,0.09879590642808776
k11,xSp11D07,Excit.L5_6_NP,1,4.063884260576259e-5,0.003877090750927152
k11,xSp11D07,Excit.L6_CT,0,0,0
k11,xSp11D08,Vasc.PC,9226,0.47463730836505813,0.45480766066061024
k11,xSp11D08,Vasc.Endo,7021,0.36119971190451694,0.2991427011228463
k11,xSp11D08,Vasc.VLMC,1624,0.0835476900915732,0.2380591598604341
k11,xSp11D08,Astro.5,351,0.01805741331412697,0.017182293042848303
k11,xSp11D08,Oligo.3,275,0.01414754604383167,0.00900021139207894
k11,xSp11D08,Macro,240,0.01234694927461673,0.0903656885819032
k11,xSp11D08,Astro.4,168,0.00864286449223171,0.03730997602007757
k11,xSp11D08,Micro.2,96,0.004938779709846692,0.016324108381789364
k11,xSp11D08,Micro.5,94,0.004835888465891553,0.012367564362821461
k11,xSp11D08,Oligo.4,94,0.004835888465891553,0.006162202182666187
k11,xSp11D08,Astro.2,47,0.0024179442329457764,0.004603076182606754
k11,xSp11D08,OPC.5,26,0.0013375861714168124,0.004780433252641552
k11,xSp11D08,Oligo.1,26,0.0013375861714168124,0.005248039156091425
k11,xSp11D08,Oligo.2,25,0.0012861405494392427,0.005957388687596583
k11,xSp11D08,OPC.2,22,0.0011318036835065335,0.004203756170242015
k11,xSp11D08,Astro.1,20,0.001028912439551394,0.0020974726432157536
k11,xSp11D08,Micro.3,15,7.716843296635456e-4,0.020976622816504798
k11,xSp11D08,Inhib.Vip,13,6.687930857084062e-4,0.002309318493631427
k11,xSp11D08,OPC.4,9,4.630105977981274e-4,0.007940445045064762
k11,xSp11D08,Excit.L2_5.1,8,4.1156497582055766e-4,0.002264216457304348
k11,xSp11D08,Excit.L2,7,3.6011935384298795e-4,7.456673022974345e-4
k11,xSp11D08,Inhib.Lamp5_Lhx6,6,3.0867373186541823e-4,0.002966115410228171
k11,xSp11D08,Inhib.Pax6,5,2.572281098878485e-4,0.007362537886213512
k11,xSp11D08,Excit.L2_5.2,3,1.5433686593270912e-4,0.001423463296501088
k11,xSp11D08,Excit.L5.2,3,1.5433686593270912e-4,0.0027625556565940867
k11,xSp11D08,Inhib.Pvalb,3,1.5433686593270912e-4,0.0015747507012000119
k11,xSp11D08,Oligo.5,2,1.0289124395513942e-4,0.0018667580224216746
k11,xSp11D08,Excit.L5.1,2,1.0289124395513942e-4,7.935346910436898e-4
k11,xSp11D08,Excit.L6_CT,2,1.0289124395513942e-4,0.001743527246629675
k11,xSp11D08,Inhib.Sst,2,1.0289124395513942e-4,0.001537320001436064
k11,xSp11D08,Astro.3,1,5.144562197756971e-5,0.002215615630564239
k11,xSp11D08,Micro.4,1,5.144562197756971e-5,0.014036455177816728
k11,xSp11D08,Inhib.Chandelier,1,5.144562197756971e-5,0.001725701872515481
k11,xSp11D08,Micro.1,0,0,0
k11,xSp11D08,OPC.1,0,0,0
k11,xSp11D08,OPC.3,0,0,0
k11,xSp11D08,Excit.L5_6_NP,0,0,0
k11,xSp11D08,Excit.L6b,0,0,0
k11,xSp11D09,Oligo.3,5814,0.263124547429399,0.16739133005629744
k11,xSp11D09,Astro.5,2450,0.11087979724837074,0.10550620599477713
k11,xSp11D09,Oligo.4,1714,0.07757060101375815,0.09884548211754145
k11,xSp11D09,Astro.2,1170,0.0529507603186097,0.10080314523075977
k11,xSp11D09,Vasc.Endo,1122,0.05077842143374366,0.04205428090280367
k11,xSp11D09,Excit.L6b,1107,0.05009956553222303,0.8496025131844651
k11,xSp11D09,Excit.L6_CT,1088,0.049239681390296886,0.8343832071539313
k11,xSp11D09,OPC.5,995,0.045030774800868936,0.16093663185996468
k11,xSp11D09,Micro.5,974,0.04408037653874004,0.11273355409775042
k11,xSp11D09,Astro.1,792,0.035843591600289645,0.07306836804207015
k11,xSp11D09,Excit.L2_5.1,743,0.03362599565532223,0.184992740463952
k11,xSp11D09,Micro.2,599,0.027108979000724114,0.08960308767066051
k11,xSp11D09,OPC.2,541,0.024484069514844317,0.09093896741595742
k11,xSp11D09,Oligo.1,451,0.020410934105720493,0.08008260229377301
k11,xSp11D09,Excit.L5.1,413,0.01869116582186821,0.14415306808973324
k11,xSp11D09,Vasc.PC,405,0.018329109341057206,0.017563346147638114
k11,xSp11D09,Excit.L2,232,0.010499637943519189,0.021740671854746478
k11,xSp11D09,Inhib.Pvalb,222,0.01004706734250543,0.10251359094924473
k11,xSp11D09,Oligo.2,183,0.008282041998551775,0.038362326212235585
k11,xSp11D09,Inhib.Lamp5_Lhx6,168,0.007603186097031137,0.07306072762637696
k11,xSp11D09,Oligo.5,155,0.007014844315713252,0.12727046927439445
k11,xSp11D09,Inhib.Sst,148,0.006698044895003621,0.10007691608914066
k11,xSp11D09,Inhib.Vip,142,0.006426502534395365,0.022190482331809064
k11,xSp11D09,Astro.3,125,0.0056571325126719765,0.24363649883976557
k11,xSp11D09,OPC.4,103,0.004661477190441709,0.07994245409402805
k11,xSp11D09,Excit.L5_6_NP,67,0.0030322230267921797,0.28928490818430114
k11,xSp11D09,Astro.4,46,0.0020818247646632875,0.008986931603220666
k11,xSp11D09,Inhib.Chandelier,38,0.0017197682838522809,0.05768823922530435
k11,xSp11D09,Micro.3,26,0.0011766835626357713,0.03198567901275563
k11,xSp11D09,Inhib.Pax6,17,7.693700217233888e-4,0.022021372142901074
k11,xSp11D09,Vasc.VLMC,15,6.788559015206372e-4,0.0019343187753625352
k11,xSp11D09,Macro,11,4.978276611151339e-4,0.0036435348029065172
k11,xSp11D09,Excit.L2_5.2,10,4.5257060101375814e-4,0.004174100826301616
k11,xSp11D09,Micro.4,5,2.2628530050687907e-4,0.0617398207246564
k11,xSp11D09,OPC.1,2,9.051412020275162e-5,0.09354893040822446
k11,xSp11D09,Excit.L5.2,2,9.051412020275162e-5,0.0016201592098984991
k11,xSp11D09,OPC.3,1,4.525706010137581e-5,0.11002312045057727
k11,xSp11D09,Micro.1,0,0,0
k11,xSp11D10,Oligo.4,13780,0.2600049057529387,0.3313150849187938
k11,xSp11D10,Oligo.3,13325,0.251419838110153,0.1599451724096163
k11,xSp11D10,Oligo.2,6915,0.13047415988980923,0.6043548541332545
k11,xSp11D10,Oligo.1,5727,0.10805864261589841,0.4239696848851532
k11,xSp11D10,Astro.4,2594,0.04894431970414536,0.21128543622568655
k11,xSp11D10,Astro.5,1808,0.03411385120473971,0.032460584360739626
k11,xSp11D10,Vasc.Endo,1400,0.02641559274703296,0.02187718180738031
k11,xSp11D10,Oligo.5,1051,0.01983056284080832,0.3597863224236681
k11,xSp11D10,Micro.2,1049,0.019792826279741126,0.06542106762288706
k11,xSp11D10,Micro.5,1035,0.019528670352270797,0.049943684434728776
k11,xSp11D10,OPC.2,815,0.015377648634879903,0.05711581104985592
k11,xSp11D10,Micro.3,658,0.012415328591105492,0.33748471361617005
k11,xSp11D10,Astro.2,585,0.01103794411215306,0.021013097388807977
k11,xSp11D10,OPC.5,492,0.009283194022528727,0.033177443326147284
k11,xSp11D10,Vasc.PC,490,0.009245457461461538,0.008859195865299287
k11,xSp11D10,OPC.4,364,0.00686805411422857,0.11778435854364687
k11,xSp11D10,Astro.1,141,0.002660427555236891,0.005423371126506843
k11,xSp11D10,Micro.1,96,0.0018113549312251175,0.46082789708206096
k11,xSp11D10,Inhib.Lamp5_Lhx6,93,0.0017547500896243325,0.016861788823038838
k11,xSp11D10,Astro.3,91,0.0017170135285571426,0.07394685622461931
k11,xSp11D10,Vasc.VLMC,86,0.0016226721258891677,0.004623610330755058
k11,xSp11D10,Inhib.Vip,73,0.001377384478952433,0.004756059113135894
k11,xSp11D10,Macro,52,9.811505877469387e-4,0.007180911372703714
