Feature ID,Feature Name,Feature count topic 1to2,Feature log2 fold change topic 1to2,Feature count topic 3to4,Feature log2 fold change topic 3to4,Feature count topic 5to6,Feature log2 fold change topic 5to6,Feature count topic 7,Feature log2 fold change topic 7,Feature count topic 8,Feature log2 fold change topic 8
ENSG00000103942,HOMER2,22,-0.1037,18,-0.4139,30,0.51208,30,0.40747,15,-0.6846
ENSG00000169612,RAMAC,13,-0.7620,25,0.41001,19,-0.1692,45,1.36202,5,-2.1329
ENSG00000169609,C15orf40,15,0.02567,13,-0.2819,20,0.60111,11,-0.4464,12,-0.3503
ENSG00000064726,BTBD1,20,-0.5915,37,0.63111,37,0.65040,6,-2.2714,23,-0.2665
ENSG00000136404,TM6SF1,6,-1.3597,4,-2.0721,34,2.26881,14,-0.0040,8,-0.9118
ENSG00000166503,HDGFL3,119,-0.4858,191,0.42156,221,0.73795,111,-0.5314,64,-1.3860
ENSG00000140600,SH3GL3,42,-0.9748,91,0.46324,93,0.49563,28,-1.4687,100,0.53339
ENSG00000197696,NMB,11,-1.4587,9,-1.8157,7,-2.1322,11,-1.3017,147,3.89424
ENSG00000140612,SEC11A,28,-0.8918,29,-0.8214,25,-1.0652,98,1.33722,106,1.49028
ENSG00000166716,ZNF592,16,0.09731,14,-0.1074,15,-0.0229,5,-1.4936,25,0.85671
ENSG00000170776,AKAP13,21,-0.0254,7,-1.8331,29,0.60647,42,1.14785,16,-0.5190
ENSG00000140538,NTRK3,47,-0.8695,91,0.34239,91,0.33657,102,0.48543,52,-0.6071
ENSG00000259494,MRPL46,24,-0.1175,32,0.45865,20,-0.4461,44,0.89679,9,-1.6302
ENSG00000181991,MRPS11,45,-0.2388,71,0.63867,59,0.27545,14,-1.9950,48,-0.1224
ENSG00000140545,MFGE8,66,-0.0925,45,-0.7916,26,-1.6475,214,2.11575,68,-0.0427
ENSG00000140526,ABHD2,87,0.28897,61,-0.3874,121,0.99831,23,-1.8263,41,-0.9448
ENSG00000140521,POLG,20,-0.2967,24,0.08572,33,0.74439,17,-0.4764,13,-0.8422
ENSG00000166823,MESP1,46,-0.2505,100,1.41124,44,-0.3592,23,-1.2959,21,-1.4418
ENSG00000157823,AP3S2,45,0.04179,39,-0.2153,70,0.99447,5,-3.0618,37,-0.2755
ENSG00000259291,ZNF710-AS1,40,0.74335,29,0.09331,17,-0.8595,20,-0.5389,30,0.12508
ENSG00000182054,IDH2,75,0.20608,91,0.61498,52,-0.4741,12,-2.5497,90,0.48850
ENSG00000185033,SEMA4B,21,0.26404,18,-0.0188,10,-1.1350,14,-0.3951,36,1.11920
ENSG00000185043,CIB1,42,-0.5934,56,-0.0787,52,-0.2353,66,0.19047,103,0.96707
ENSG00000182768,NGRN,367,-0.1356,478,0.38198,495,0.45597,286,-0.5205,189,-1.1613
ENSG00000140564,FURIN,24,-0.4543,18,-0.9677,49,0.96349,54,0.95650,12,-1.5116
ENSG00000196547,MAN2A2,35,-0.5999,27,-1.0500,74,0.84854,33,-0.6075,86,0.98344
ENSG00000184508,HDDC3,17,-0.6395,26,0.19087,14,-0.8910,49,1.25099,27,0.21270
ENSG00000140553,UNC45A,19,-0.4899,26,0.07725,30,0.35509,15,-0.8149,35,0.56021
ENSG00000184056,VPS33B,9,-0.7131,13,-0.0997,24,1.21232,1,-3.4775,16,0.25129
ENSG00000185518,SV2B,102,-1.3201,189,-0.2602,546,2.34333,35,-2.7658,26,-3.1855
ENSG00000176463,SLCO3A1,17,-0.7964,15,-0.9909,40,0.77579,7,-2.0118,65,1.56985
ENSG00000185442,FAM174B,11,-1.2081,21,-0.0873,36,1.00974,16,-0.5381,25,0.23469
ENSG00000272888,LINC01578,96,-0.2232,106,-0.0441,93,-0.2890,53,-1.1173,224,1.27915
ENSG00000173575,CHD2,41,-0.2885,51,0.11362,46,-0.0574,60,0.38130,46,-0.0527
ENSG00000182175,RGMA,61,-0.6339,60,-0.6750,142,1.04911,61,-0.5672,108,0.35327
ENSG00000185551,NR2F2,44,-0.0361,51,0.25239,28,-0.8254,49,0.15833,62,0.56660
ENSG00000140443,IGF1R,17,-1.1976,33,-0.0936,47,0.63298,60,0.94474,21,-0.7430
ENSG00000182253,SYNM,25,-0.7899,30,-0.4680,32,-0.3420,72,1.06025,65,0.86477
ENSG00000068305,MEF2A,45,-0.3241,62,0.29935,77,0.75383,48,-0.1582,11,-2.4465
ENSG00000131871,SELENOS,26,-0.5119,17,-1.2560,29,-0.3200,46,0.49255,86,1.65276
ENSG00000131876,SNRPA1,34,0.49780,27,-0.0015,31,0.29487,4,-2.7842,26,-0.0725
ENSG00000184277,TM2D3,64,-0.5123,61,-0.5984,181,1.77596,16,-2.5478,49,-0.8541
ENSG00000185418,TARSL2,18,-0.2750,20,-0.1478,21,-0.0162,12,-0.9179,40,1.10098
ENSG00000161980,POLR3K,25,-0.2436,42,0.80785,32,0.21509,14,-1.1242,16,-0.8952
ENSG00000161981,SNRNP25,120,0.21236,126,0.32091,94,-0.2399,112,0.06525,66,-0.7705
ENSG00000103152,MPG,46,0.06121,38,-0.3166,47,0.09097,41,-0.1341,55,0.34565
ENSG00000103148,NPRL3,19,-0.6626,38,0.65581,28,0.04548,24,-0.2136,25,-0.1214
ENSG00000188536,HBA2,144,-5.4507,12,-9.0076,31,-7.6816,37427,8.23467,493,-3.4527
ENSG00000206172,HBA1,54,-5.6084,6,-8.6958,20,-7.0385,15734,8.26918,194,-3.5478
ENSG00000086506,HBQ1,19,-0.3019,36,0.95326,25,0.16079,19,-0.2482,2,-3.1275
ENSG00000007392,LUC7L,27,-0.6377,38,0.03159,50,0.53988,22,-0.8496,51,0.51523
ENSG00000167930,FAM234A,18,-0.7782,18,-0.7947,25,-0.1965,27,-0.0284,74,1.77192
ENSG00000076344,RGS11,13,-0.6689,17,-0.1939,24,0.43927,13,-0.5534,31,0.81682
ENSG00000242173,ARHGDIG,296,-0.1324,413,0.53165,433,0.63813,187,-0.8461,67,-2.3944
ENSG00000103126,AXIN1,8,-1.5092,19,0.03102,15,-0.4187,43,1.42737,25,0.45709
ENSG00000086504,MRPL28,112,-0.1452,147,0.38497,160,0.56457,44,-1.5769,86,-0.5442
ENSG00000129925,TMEM8A,19,0.71947,19,0.71712,12,-0.1910,0,-3.9794,6,-1.2496
ENSG00000103202,NME4,54,-0.1879,70,0.32084,43,-0.5964,51,-0.2408,91,0.72650
ENSG00000090565,RAB11FIP3,57,0.14316,52,-0.0394,55,0.08229,49,-0.1123,46,-0.2319
ENSG00000007541,PIGQ,42,-0.2769,37,-0.5210,88,1.27278,34,-0.5808,24,-1.1007
ENSG00000197562,RAB40C,28,-0.7171,45,0.13877,77,1.31294,30,-0.5667,7,-2.6678
ENSG00000130731,METTL26,162,-0.0233,200,0.39776,178,0.16324,112,-0.6149,119,-0.5173
ENSG00000172366,MCRIP2,59,0.39345,54,0.20348,46,-0.0932,26,-0.9860,44,-0.1686
ENSG00000140983,RHOT2,30,-0.5408,49,0.37508,42,0.05607,34,-0.3018,49,0.31115
ENSG00000103269,RHBDL1,28,0.16705,24,-0.1164,40,0.88237,15,-0.8331,7,-1.8682
ENSG00000103266,STUB1,183,-0.1527,250,0.46947,215,0.15657,151,-0.4361,138,-0.5816
ENSG00000161999,JMJD8,24,-0.7694,32,-0.2868,38,0.03958,66,1.00303,43,0.23669
ENSG00000127580,WDR24,19,0.71415,18,0.65942,10,-0.5533,2,-2.3492,9,-0.5445
ENSG00000127585,FBXL16,574,0.46726,634,0.68168,419,-0.1570,245,-0.9857,141,-1.8264
ENSG00000103260,METRN,540,0.30468,317,-0.6891,285,-0.8744,553,0.29610,867,1.09619
ENSG00000103254,ANTKMT,91,0.25764,114,0.72588,79,-0.0184,4,-4.2812,67,-0.2877
ENSG00000103253,HAGHL,42,0.01868,33,-0.4391,53,0.47537,25,-0.7779,52,0.37876
ENSG00000103245,CIAO3,17,-0.8044,20,-0.5252,39,0.79964,35,0.49176,25,-0.1055
ENSG00000007376,RPUSD1,10,-0.6939,15,0.05052,21,0.69534,11,-0.4865,15,0.05783
ENSG00000103227,LMF1,13,-0.4608,17,0.00208,21,0.34725,0,-5.0863,35,1.24384
ENSG00000260807,AC009041.2,61,-0.0357,52,-0.3195,75,0.37368,20,-1.7348,100,0.81668
ENSG00000005513,SOX8,25,-1.4707,53,-0.1782,34,-0.9318,27,-1.2140,213,2.56638
ENSG00000196557,CACNA1H,12,-0.5704,12,-0.4994,25,0.92486,20,0.32738,11,-0.5968
ENSG00000103275,UBE2I,48,-0.8399,93,0.37794,101,0.56456,63,-0.3051,66,-0.2547
ENSG00000007516,BAIAP3,83,-0.6929,128,0.08320,228,1.38029,52,-1.3419,49,-1.4363
ENSG00000007520,TSR3,57,-0.2257,73,0.25125,63,-0.0337,70,0.15036,57,-0.1849
ENSG00000090581,GNPTG,72,-0.2564,93,0.20859,73,-0.2343,46,-0.9386,142,0.92706
ENSG00000059145,UNKL,15,-0.4247,22,0.30575,24,0.48003,9,-1.1827,20,0.09905
ENSG00000174109,C16orf91,8,-1.1876,28,1.13057,21,0.49096,1,-3.4566,15,-0.0866
ENSG00000103249,CLCN7,47,-0.4142,51,-0.2415,93,0.96684,11,-2.4831,75,0.42112
ENSG00000100726,TELO2,17,0.03071,11,-0.6956,24,0.82619,1,-3.8691,26,0.75406
ENSG00000138834,MAPK8IP3,144,-0.2715,139,-0.3412,321,1.47454,41,-2.1614,84,-1.0754
ENSG00000261399,AL031710.1,27,1.20537,19,0.39683,7,-1.2859,4,-1.8113,12,-0.3462
ENSG00000103024,NME3,83,-0.4790,109,0.02645,94,-0.2458,126,0.26999,161,0.68883
ENSG00000074071,MRPS34,67,-0.3128,92,0.27801,77,-0.0556,59,-0.4871,105,0.47081
ENSG00000197774,EME2,14,-0.7438,23,0.06935,34,0.90569,26,0.31275,7,-1.7868
ENSG00000162032,SPSB3,39,-0.4513,34,-0.7115,43,-0.2611,110,1.39411,58,0.23917
ENSG00000095906,NUBP2,36,-0.5608,51,0.04022,44,-0.2201,74,0.68954,60,0.31249
ENSG00000063854,HAGH,83,-0.8244,175,0.58683,151,0.28189,111,-0.2705,119,-0.1554
ENSG00000180185,FAHD1,20,-0.2486,33,0.69908,39,1.05882,0,-5.4377,3,-3.0753
ENSG00000140990,NDUFB10,248,0.01889,295,0.36424,226,-0.1596,186,-0.4483,241,-0.0308
ENSG00000140988,RPS2,563,-0.3517,766,0.23638,414,-0.8910,1142,0.89591,808,0.28866
ENSG00000255198,SNHG9,107,0.19802,112,0.29063,55,-0.9927,86,-0.1985,139,0.61556
ENSG00000183751,TBL3,13,-0.4567,25,0.77337,17,0.04462,4,-2.1320,21,0.35210
ENSG00000127554,GFER,15,-0.2083,19,0.27031,12,-0.5718,31,1.06635,10,-0.7984
ENSG00000127561,SYNGR3,122,-0.6991,161,-0.2076,363,1.60647,111,-0.7651,35,-2.5138
ENSG00000065054,SLC9A3R2,37,-1.1112,41,-0.9438,52,-0.5583,249,2.46009,53,-0.4624
ENSG00000065057,NTHL1,25,-0.7907,41,0.10269,55,0.69563,25,-0.6976,45,0.22781
ENSG00000103197,TSC2,36,-0.6959,60,0.28035,65,0.44359,35,-0.6545,61,0.25963
ENSG00000008710,PKD1,70,-0.2053,67,-0.2826,127,1.01850,35,-1.2798,64,-0.3307
ENSG00000167964,RAB26,26,-1.2526,80,0.80087,110,1.59958,1,-5.8827,2,-4.8446
ENSG00000260260,SNHG19,34,-0.4985,32,-0.5671,25,-1.0240,93,1.31315,79,1.00341
ENSG00000131653,TRAF7,30,0.29925,17,-0.7552,28,0.15069,24,-0.0669,32,0.35090
ENSG00000167971,CASKIN1,130,0.42303,71,-0.6953,164,0.94783,77,-0.4935,31,-1.8971
ENSG00000167965,MLST8,60,-0.1150,66,0.04994,88,0.64147,37,-0.8490,47,-0.4864
ENSG00000184207,PGP,93,-0.0375,101,0.10806,131,0.64747,71,-0.4742,41,-1.3160
ENSG00000167967,E4F1,14,-0.3168,15,-0.2626,20,0.37410,22,0.46622,14,-0.2849
ENSG00000167969,ECI1,59,0.28087,38,-0.5520,34,-0.7349,41,-0.3467,106,1.28833
ENSG00000205937,RNPS1,145,-0.0429,155,0.09105,202,0.63701,111,-0.4636,69,-1.2077
ENSG00000167972,ABCA3,73,-0.4528,75,-0.4043,166,1.24750,34,-1.5954,87,-0.1219
ENSG00000162065,TBC1D24,37,-0.4212,55,0.31690,79,1.15080,18,-1.4665,12,-2.0742
ENSG00000185883,ATP6V0C,833,-0.5027,1095,0.00186,1820,1.09436,792,-0.5219,464,-1.3513
ENSG00000162066,AMDHD2,12,-0.4897,10,-0.8784,18,0.12525,40,1.57867,12,-0.5489
ENSG00000140992,PDPK1,59,-0.5088,110,0.70653,120,0.89844,11,-2.9992,35,-1.2381
ENSG00000167978,SRRM2,81,-0.3935,117,0.30110,129,0.51073,40,-1.4487,108,0.12449
ENSG00000103363,ELOB,745,-0.0511,889,0.29542,549,-0.6075,759,-0.0126,996,0.44401
ENSG00000162076,FLYWCH2,44,0.21951,39,-0.0227,32,-0.3572,55,0.55980,29,-0.4799
ENSG00000059122,FLYWCH1,27,-0.0461,37,0.62799,33,0.36797,1,-4.0212,23,-0.2621
ENSG00000162073,PAQR4,17,-1.2927,20,-1.0417,46,0.44091,38,0.06018,89,1.58307
ENSG00000103145,HCFC1R1,209,-0.2070,209,-0.2004,300,0.51163,271,0.25662,155,-0.6555
ENSG00000006194,ZNF263,16,-0.3236,17,-0.2715,23,0.28483,32,0.81027,13,-0.6366
ENSG00000122390,NAA60,48,0.10934,24,-1.0915,46,0.02266,37,-0.3238,90,1.18256
ENSG00000103351,CLUAP1,25,0.16203,12,-1.0334,24,0.11035,36,0.78870,23,0.00994
ENSG00000126602,TRAP1,49,-0.1257,63,0.34738,62,0.29797,46,-0.2228,29,-0.9591
ENSG00000005339,CREBBP,38,-0.0755,38,-0.0596,58,0.79994,13,-1.6752,34,-0.2489
ENSG00000217930,PAM16,62,0.05514,74,0.41375,66,0.16128,35,-0.8437,43,-0.5306
ENSG00000262246,CORO7,10,-0.7298,25,1.10320,16,0.18820,0,-4.8692,16,0.13070
ENSG00000103423,DNAJA3,16,-1.1155,20,-0.6647,43,0.77800,38,0.42878,40,0.49869
ENSG00000153406,NMRAL1,36,0.00435,30,-0.3730,41,0.22563,6,-2.7407,71,1.17086
ENSG00000103415,HMOX2,85,-0.0557,64,-0.5741,145,1.07385,26,-1.8506,87,-0.0160
ENSG00000089486,CDIP1,145,-0.4353,186,0.03268,266,0.77455,134,-0.5003,136,-0.4768
ENSG00000153443,UBALD1,31,-0.5449,54,0.51828,63,0.84648,15,-1.6185,24,-0.8877
ENSG00000102858,MGRN1,39,0.04716,48,0.50213,46,0.40925,3,-3.6320,31,-0.2858
ENSG00000168101,NUDT16L1,49,-0.2648,73,0.50623,58,0.03591,29,-1.0465,64,0.21376
ENSG00000067836,ROGDI,72,-0.6214,97,-0.0613,134,0.57975,16,-2.7571,183,1.03605
ENSG00000140632,GLYR1,62,-0.1564,65,-0.0705,105,0.93739,11,-2.7306,64,-0.0928
ENSG00000118898,PPL,16,0.39442,3,-2.2649,28,1.80506,3,-2.0924,6,-1.1620
ENSG00000103174,NAGPA,14,-0.9413,35,0.82351,34,0.76663,13,-0.9517,9,-1.4282
ENSG00000153446,C16orf89,17,-1.6085,17,-1.5440,13,-1.9219,19,-1.2589,228,3.77522
ENSG00000078328,RBFOX1,81,-1.0609,269,1.31578,220,0.81715,34,-2.2460,11,-3.8949
ENSG00000183044,ABAT,147,0.24454,126,-0.0589,140,0.15346,98,-0.4557,114,-0.2137
ENSG00000153048,CARHSP1,36,-0.1573,40,0.01306,26,-0.7330,23,-0.8657,89,1.43367
ENSG00000187555,USP7,58,-0.4471,74,0.01508,107,0.79038,74,0.01585,35,-1.1706
ENSG00000182831,C16orf72,27,0.10900,24,-0.1286,32,0.46935,24,-0.0674,13,-1.0115
ENSG00000183454,GRIN2A,106,-0.6348,135,-0.1983,305,1.62738,81,-0.9855,28,-2.5689
ENSG00000182108,DEXI,45,-0.1481,51,0.09656,59,0.39674,23,-1.1368,54,0.18839
ENSG00000038532,CLEC16A,14,0.24149,16,0.48759,19,0.85571,0,-4.6331,1,-3.0604
ENSG00000189067,LITAF,22,-0.4130,7,-2.1225,18,-0.7233,0,-5.2248,125,3.13711
ENSG00000184602,SNN,193,0.28558,188,0.23995,208,0.43976,71,-1.3441,85,-1.0631
ENSG00000122299,ZC3H7A,13,-0.4151,15,-0.0737,14,-0.1813,21,0.48978,21,0.47037
ENSG00000171490,RSL1D1,51,-0.4325,48,-0.5661,68,0.09042,123,1.09948,63,-0.0417
ENSG00000103342,GSPT1,52,-0.2145,62,0.11754,50,-0.2875,72,0.33863,67,0.23256
ENSG00000237515,SHISA9,42,0.28649,30,-0.3756,63,1.17681,10,-1.9420,12,-1.7417
ENSG00000186260,MRTFB,66,-1.0250,193,1.06204,185,0.95875,47,-1.4233,4,-4.7828
ENSG00000140694,PARN,13,-0.4972,11,-0.8514,26,0.86630,17,0.01025,21,0.29662
ENSG00000103429,BFAR,12,-0.8571,12,-0.8829,18,-0.1330,40,1.27541,31,0.82025
ENSG00000103512,NOMO1,32,-0.6720,64,0.63847,66,0.71886,22,-1.2058,27,-0.8639
ENSG00000179889,PDXDC1,27,-0.6511,46,0.38013,54,0.72237,32,-0.2552,18,-1.1464
ENSG00000157045,NTAN1,38,0.36716,30,-0.0761,29,-0.1444,30,-0.1022,28,-0.2096
ENSG00000085721,RRN3,12,-0.1825,17,0.51782,15,0.27774,1,-3.4989,16,0.30055
ENSG00000166780,BMERB1,200,-0.2159,228,0.02784,380,1.13567,96,-1.3406,85,-1.5278
ENSG00000166783,MARF1,42,-0.2957,52,0.07802,70,0.68408,56,0.20849,14,-1.9478
ENSG00000133393,FOPNL,17,-0.5229,30,0.53198,31,0.57247,15,-0.6360,13,-0.9049
ENSG00000103489,XYLT1,15,-0.8440,31,0.46692,43,1.17591,16,-0.7048,3,-2.9772
ENSG00000134419,RPS15A,626,-0.3859,683,-0.2248,358,-1.3389,1644,1.34910,1180,0.73015
ENSG00000170540,ARL6IP1,386,-0.2267,420,-0.0721,706,1.02787,252,-0.8714,211,-1.1501
ENSG00000157106,SMG1,19,-0.3034,24,0.14524,20,-0.1723,13,-0.8154,38,0.93592
ENSG00000167186,COQ7,17,0.32782,22,0.88092,14,-0.1387,5,-1.4733,5,-1.6571
ENSG00000103528,SYT17,29,0.04815,33,0.32625,49,1.20816,0,-5.5673,2,-3.7002
ENSG00000006007,GDE1,71,-0.3842,93,0.13988,102,0.32281,66,-0.4417,96,0.17084
ENSG00000103540,CCP110,16,-1.4955,53,0.58761,42,0.09009,21,-0.9977,74,1.07944
ENSG00000103544,VPS35L,24,-0.6334,38,0.19388,43,0.45467,19,-0.9159,45,0.44839
ENSG00000174628,IQCK,15,-0.6874,16,-0.6203,17,-0.5472,35,0.70356,51,1.41491
ENSG00000167191,GPRC5B,164,-0.6225,163,-0.6248,106,-1.3583,102,-1.2802,873,2.65534
ENSG00000066654,THUMPD1,16,-0.8483,39,0.79399,32,0.38230,29,0.10814,8,-1.7330
ENSG00000102897,LYRM1,47,0.17583,45,0.05187,46,0.13368,33,-0.4151,36,-0.2823
ENSG00000103316,CRYM,54,-1.4090,222,1.33358,177,0.77251,46,-1.5004,20,-2.7321
ENSG00000197006,METTL9,107,0.27487,108,0.29038,94,0.00988,75,-0.3451,52,-0.9105
ENSG00000140740,UQCRC2,94,-0.3843,123,0.12478,141,0.39555,84,-0.5083,124,0.11421
ENSG00000185716,MOSMO,32,-0.2411,35,-0.0591,61,1.14346,7,-2.5145,26,-0.5456
ENSG00000140743,CDR2,11,-0.4759,18,0.40201,22,0.82617,15,0.02738,0,-5.9247
ENSG00000122254,HS3ST2,8,-1.6269,30,0.76168,42,1.60039,0,-5.3132,5,-1.9670
ENSG00000168434,COG7,13,0.09452,6,-1.0829,22,1.25980,0,-4.5696,15,0.32383
ENSG00000103365,GGA2,12,-0.8083,24,0.38777,19,-0.0303,20,0.04658,25,0.43384
ENSG00000103353,UBFD1,35,-0.5583,66,0.64458,62,0.53605,36,-0.4365,19,-1.3951
ENSG00000004779,NDUFAB1,204,-0.1744,320,0.73864,229,0.04704,135,-0.8026,148,-0.6638
ENSG00000166847,DCTN5,77,0.43994,58,-0.1173,90,0.78187,13,-2.3802,30,-1.0989
ENSG00000166501,PRKCB,155,-1.0275,366,0.57407,535,1.49356,55,-2.4648,40,-2.9286
ENSG00000006116,CACNG3,102,-0.7485,199,0.49917,278,1.28457,55,-1.6020,26,-2.7277
ENSG00000122257,RBBP6,20,-0.7601,29,-0.0571,39,0.48589,42,0.56405,24,-0.3580
ENSG00000090905,TNRC6A,27,-0.5906,44,0.33795,50,0.62482,11,-1.8986,43,0.25830
ENSG00000205629,LCMT1,40,-0.5794,67,0.38906,63,0.25319,71,0.42399,30,-0.9561
ENSG00000182601,HS3ST4,1,-5.1954,81,1.07654,90,1.36593,22,-1.2361,23,-1.1908
ENSG00000169189,NSMCE1,28,-0.5234,43,0.26929,42,0.19680,32,-0.2853,43,0.23343
ENSG00000077235,GTF3C1,54,-0.2965,63,-0.0094,106,1.10619,17,-2.0029,43,-0.6105
ENSG00000169181,GSG1L,9,-1.6283,38,1.05611,33,0.77443,8,-1.5773,15,-0.6303
ENSG00000169180,XPO6,32,-1.0923,69,0.27397,67,0.22024,81,0.51498,61,0.04310
ENSG00000188322,SBK1,25,0.57470,12,-0.7351,30,0.99663,0,-4.5655,14,-0.4284
ENSG00000176046,NUPR1,21,-2.2103,31,-1.5891,10,-3.2153,277,2.47017,223,1.95589
ENSG00000196502,SULT1A1,33,-0.2143,52,0.66018,42,0.21546,22,-0.8517,24,-0.7279
ENSG00000168488,ATXN2L,26,-0.1675,21,-0.5359,46,1.00680,36,0.38766,5,-2.4420
ENSG00000178952,TUFM,132,-0.3391,140,-0.2327,204,0.50923,128,-0.3407,187,0.27437
ENSG00000178188,SH2B1,31,-0.3279,37,0.01333,46,0.42351,29,-0.4218,40,0.10429
ENSG00000176953,NFATC2IP,13,-0.9344,14,-0.8002,35,1.01853,38,0.95003,12,-0.8927
ENSG00000169682,SPNS1,22,0.19941,15,-0.5747,25,0.44142,8,-1.4365,29,0.60595
ENSG00000079616,KIF22,42,-0.3526,40,-0.4347,38,-0.5184,55,0.15047,109,1.36900
ENSG00000103495,MAZ,105,-0.0804,97,-0.2186,138,0.46877,110,0.00687,84,-0.4207
ENSG00000167371,PRRT2,84,-0.9760,252,1.21305,212,0.79315,59,-1.4077,2,-6.1791
ENSG00000280789,PAGR1,12,-1.2331,22,-0.1625,27,0.22194,30,0.38320,41,0.89017
ENSG00000103502,CDIPT,69,-0.6369,110,0.21952,127,0.53064,94,-0.0676,77,-0.3802
ENSG00000174938,SEZ6L2,218,-0.5280,257,-0.2330,534,1.34977,189,-0.6887,117,-1.4241
ENSG00000174939,ASPHD1,102,-0.1537,174,0.94802,81,-0.5748,121,0.14692,52,-1.1975
ENSG00000174943,KCTD13,37,0.05074,44,0.41189,45,0.47748,16,-1.2686,18,-1.0834
ENSG00000149932,TMEM219,153,-0.2603,159,-0.1927,150,-0.3002,184,0.07921,299,0.91602
ENSG00000149930,TAOK2,30,-0.4800,39,0.02384,65,1.11790,11,-1.9277,30,-0.3941
ENSG00000149929,HIRIP3,18,-0.2962,25,0.30707,22,0.06130,10,-1.1280,30,0.57142
ENSG00000169592,INO80E,36,-0.1070,47,0.41221,28,-0.5597,30,-0.3599,52,0.53786
ENSG00000149927,DOC2A,72,-1.0869,223,1.10421,194,0.76873,82,-0.7810,8,-4.1570
ENSG00000149926,TLCD3B,50,0.67393,33,-0.1657,38,0.10342,43,0.29139,3,-3.6511
ENSG00000149925,ALDOA,62,-0.5397,104,0.42956,76,-0.1945,109,0.43725,78,-0.1228
ENSG00000149923,PPP4C,43,-0.1957,43,-0.1788,41,-0.3016,74,0.74402,54,0.20217
ENSG00000090238,YPEL3,248,-0.2203,304,0.16636,359,0.51100,212,-0.4450,197,-0.5609
ENSG00000102882,MAPK3,219,0.41243,190,0.12271,151,-0.3083,144,-0.3522,162,-0.1556
ENSG00000102879,CORO1A,39,-0.6719,70,0.42040,71,0.45886,71,0.37626,21,-1.5065
ENSG00000169627,BOLA2B,43,0.28030,44,0.35863,33,-0.2134,14,-1.5050,42,0.20263
ENSG00000169217,CD2BP2,38,-0.7473,64,0.20419,54,-0.1026,60,0.06597,87,0.71430
ENSG00000169221,TBC1D10B,29,-0.9054,55,0.27435,70,0.78078,34,-0.5393,41,-0.2392
ENSG00000179965,ZNF771,51,0.30773,60,0.64279,36,-0.3523,19,-1.3226,36,-0.2910
ENSG00000179958,DCTPP1,25,-0.6624,38,0.07909,40,0.18061,68,1.05551,18,-1.1001
ENSG00000179918,SEPHS2,30,-0.1537,38,0.30908,38,0.32459,27,-0.2758,20,-0.7734
ENSG00000169957,ZNF768,13,-0.4124,8,-1.1468,15,-0.1982,7,-1.3161,53,2.15886
ENSG00000229809,ZNF688,13,-0.5918,18,-0.0689,21,0.23572,16,-0.2165,28,0.68132
ENSG00000156858,PRR14,13,-0.4494,16,-0.0186,20,0.45619,3,-2.3516,28,0.94042
ENSG00000156860,FBRS,18,-0.0251,15,-0.2647,20,0.18027,23,0.41547,14,-0.3328
ENSG00000080603,SRCAP,14,-0.7270,25,0.34913,24,0.23746,14,-0.6293,29,0.49584
ENSG00000156873,PHKG2,23,-0.4998,34,0.25933,31,0.06049,43,0.61667,21,-0.5947
ENSG00000103549,RNF40,30,-0.7192,45,-0.0080,54,0.38428,51,0.21145,49,0.15901
ENSG00000099385,BCL7C,37,-0.4856,36,-0.5167,33,-0.6792,100,1.30348,71,0.67537
ENSG00000099364,FBXL19,32,0.31228,36,0.53168,31,0.25547,2,-3.9452,19,-0.5615
ENSG00000099381,SETD1A,13,-0.0222,5,-1.6039,23,1.08633,14,0.00410,12,-0.1465
ENSG00000099365,STX1B,190,-0.1724,228,0.17784,363,1.21641,67,-1.7644,35,-2.7295
ENSG00000103496,STX4,31,-0.1515,45,0.55648,27,-0.4247,23,-0.5972,42,0.36071
ENSG00000167397,VKORC1,27,-1.0913,32,-0.8227,54,0.11904,23,-1.2331,157,2.11984
ENSG00000103507,BCKDK,24,-0.6999,27,-0.5038,61,1.14814,23,-0.6677,38,0.09052
ENSG00000103510,KAT8,26,-0.9840,53,0.28740,47,0.03181,72,0.77235,43,-0.1182
ENSG00000089280,FUS,93,-0.4152,141,0.37772,136,0.29423,50,-1.3198,144,0.34445
ENSG00000169900,PYDC1,49,0.74995,58,1.14288,13,-1.6684,23,-0.6395,10,-1.8590
ENSG00000140691,ARMC5,21,0.19259,11,-0.9949,25,0.55058,21,0.18469,17,-0.1636
ENSG00000140688,C16orf58,28,-0.6115,39,-0.0019,61,0.90363,9,-2.2601,50,0.39479
ENSG00000069329,VPS35,120,-0.4166,104,-0.6750,320,1.76389,61,-1.4136,54,-1.5799
ENSG00000166123,GPT2,75,0.33533,58,-0.1478,52,-0.3672,57,-0.1655,78,0.35328
ENSG00000069345,DNAJA2,57,-0.6481,103,0.46491,107,0.54449,75,-0.1490,44,-0.9639
ENSG00000171208,NETO2,18,-0.9216,45,0.77977,40,0.55779,36,0.24363,3,-3.4912
ENSG00000129636,ITFG1,99,-0.7964,135,-0.2548,327,1.75088,52,-1.6876,61,-1.4577
ENSG00000102893,PHKB,23,-0.3746,28,-0.0167,34,0.42432,19,-0.5630,34,0.30964
ENSG00000102910,LONP2,41,-0.3860,56,0.16698,65,0.49236,45,-0.2066,39,-0.4435
ENSG00000196470,SIAH1,16,-0.1294,17,-0.0298,23,0.50348,16,-0.1014,11,-0.6795
