Feature ID,Feature Name,Feature count topic 1to2,Feature log2 fold change topic 1to2,Feature count topic 3,Feature log2 fold change topic 3,Feature count topic 4,Feature log2 fold change topic 4,Feature count topic 5,Feature log2 fold change topic 5,Feature count topic 6,Feature log2 fold change topic 6,Feature count topic 7,Feature log2 fold change topic 7,Feature count topic 8,Feature log2 fold change topic 8
ENSG00000170324,FRMPD2,39,0.77425,1,-4.3304,7,-2.0501,101,2.64887,24,-0.1303,0,-5.6937,1,-4.6294
ENSG00000107643,MAPK8,34,-0.5860,33,-0.5448,51,0.15560,93,1.21531,82,0.97507,37,-0.3552,8,-2.5992
ENSG00000197444,OGDHL,58,-0.1127,79,0.39292,51,-0.3189,110,0.99587,103,0.87311,31,-1.0750,5,-3.6779
ENSG00000227345,PARG,11,-0.4077,11,-0.4665,14,-0.0217,20,0.57560,33,1.48452,5,-1.6675,9,-0.7561
ENSG00000099290,WASHC2A,11,-1.0681,18,-0.1747,11,-0.8701,30,0.71132,31,0.76989,25,0.42453,21,0.08604
ENSG00000198964,SGMS1,14,-0.4609,11,-0.8071,11,-0.7296,11,-0.7239,27,0.73064,17,-0.0352,37,1.27319
ENSG00000177613,CSTF2T,12,-0.8072,18,-0.0961,24,0.39018,30,0.75128,27,0.57790,0,-5.2205,30,0.72450
ENSG00000122873,CISD1,81,-0.6668,113,-0.0468,171,0.65752,169,0.63610,160,0.53287,89,-0.4360,67,-0.8675
ENSG00000072401,UBE2D1,19,-0.4334,23,-0.0652,22,-0.1631,46,1.09535,40,0.82605,15,-0.8080,11,-1.2309
ENSG00000108064,TFAM,12,-0.7078,12,-0.6931,21,0.21021,28,0.72728,26,0.59523,21,0.18188,15,-0.3743
ENSG00000237949,LINC00844,76,-1.6618,7,-4.8965,152,-0.4595,44,-2.3323,126,-0.7527,115,-0.8951,1015,3.56735
ENSG00000165443,PHYHIPL,69,-1.1109,160,0.35248,176,0.51598,180,0.55721,183,0.58182,57,-1.2918,143,0.15754
ENSG00000148541,FAM13C,18,-0.4359,25,0.19163,26,0.22121,22,-0.0082,36,0.78564,0,-5.4381,35,0.75284
ENSG00000108091,CCDC6,45,-0.5704,95,0.75080,80,0.43747,77,0.37882,57,-0.1280,60,-0.0297,32,-1.0213
ENSG00000151150,ANK3,77,-0.2984,107,0.29028,92,0.03534,154,0.92549,143,0.78037,19,-2.3447,52,-0.8691
ENSG00000150347,ARID5B,11,-0.9295,20,0.17084,14,-0.3952,24,0.45195,6,-1.6155,20,0.13058,40,1.38184
ENSG00000138311,ZNF365,30,-0.8991,96,1.16896,47,-0.0892,96,1.16219,50,0.03702,14,-1.8822,31,-0.7268
ENSG00000181915,ADO,17,-1.1727,47,0.53086,42,0.34723,41,0.29408,31,-0.1674,35,0.04625,43,0.37021
ENSG00000148572,NRBF2,20,-0.1296,26,0.32279,15,-0.5830,35,0.83583,31,0.63341,6,-1.9236,18,-0.2545
ENSG00000171988,JMJD1C,18,-1.0827,40,0.29496,31,-0.1637,36,0.08529,46,0.51023,55,0.83235,26,-0.3896
ENSG00000165476,REEP3,8,-1.8350,4,-2.7891,27,0.12223,6,-2.0833,25,-0.0441,30,0.30228,94,2.55086
ENSG00000198739,LRRTM3,10,-1.5998,31,0.19794,83,2.08533,31,0.19543,40,0.64962,0,-5.7287,12,-1.2584
ENSG00000108176,DNAJC12,30,-0.7614,113,1.60746,57,0.35184,63,0.51288,32,-0.5946,15,-1.7725,30,-0.6715
ENSG00000148634,HERC4,12,-0.9409,24,0.22802,12,-0.9214,37,0.95979,21,0.01535,15,-0.5117,35,0.84231
ENSG00000096746,HNRNPH3,69,-0.2262,109,0.57058,77,-0.0084,64,-0.3094,100,0.42034,66,-0.2657,67,-0.2268
ENSG00000204130,RUFY2,22,-0.4346,13,-1.2420,33,0.26443,43,0.71170,43,0.71150,6,-2.3712,44,0.74052
ENSG00000122912,SLC25A16,13,-0.1439,17,0.27172,18,0.41722,23,0.80027,22,0.75916,0,-4.4709,7,-1.1466
ENSG00000060339,CCAR1,37,-0.2290,53,0.38229,38,-0.1508,45,0.11630,56,0.48220,38,-0.1483,31,-0.4789
ENSG00000165730,STOX1,27,0.15776,23,-0.1128,34,0.50096,9,-1.4982,19,-0.4552,36,0.62796,24,-0.0570
ENSG00000107625,DDX50,16,-0.6393,26,0.21906,22,-0.0440,31,0.49689,20,-0.2339,34,0.64269,18,-0.3466
ENSG00000165732,DDX21,14,-0.7721,12,-0.8919,25,0.26690,22,0.05181,16,-0.5084,34,0.78591,35,0.81328
ENSG00000198954,KIF1BP,27,-0.7065,61,0.69454,51,0.38399,71,0.98882,48,0.27982,15,-1.5139,22,-0.9435
ENSG00000122862,SRGN,19,-1.7043,7,-3.0583,5,-3.5897,7,-2.9738,7,-3.0292,328,4.53601,32,-0.8098
ENSG00000122958,VPS26A,36,-0.5662,44,-0.1659,58,0.28008,79,0.83253,45,-0.1115,34,-0.5844,58,0.29230
ENSG00000156502,SUPV3L1,9,-1.2936,28,0.59096,12,-0.7484,34,0.89398,28,0.56269,23,0.25951,15,-0.4479
ENSG00000156515,HK1,143,-0.6140,193,-0.0607,221,0.15786,327,0.83791,409,1.25463,94,-1.1915,75,-1.5427
ENSG00000171224,FAM241B,31,-0.1693,56,0.87865,21,-0.6964,82,1.60187,29,-0.2182,15,-1.2588,3,-3.3152
ENSG00000079332,SAR1A,55,-0.4930,46,-0.7034,77,0.11249,103,0.61360,96,0.49965,64,-0.1752,77,0.11962
ENSG00000180817,PPA1,138,-0.6012,216,0.20093,210,0.15272,257,0.49770,188,-0.0270,213,0.17714,171,-0.1813
ENSG00000172731,LRRC20,22,-0.3773,31,0.21699,24,-0.1605,42,0.73918,40,0.67033,18,-0.5887,16,-0.8062
ENSG00000148730,EIF4EBP2,75,0.49987,35,-0.8083,47,-0.3553,39,-0.6424,49,-0.2754,45,-0.4153,102,0.96112
ENSG00000166228,PCBD1,49,-0.4839,72,0.20077,87,0.53179,31,-1.1426,56,-0.1955,62,-0.0547,104,0.83186
ENSG00000107738,VSIR,62,0.37638,34,-0.6806,44,-0.2469,14,-1.9428,37,-0.5215,77,0.68719,81,0.76515
ENSG00000197746,PSAP,737,-0.7263,1138,0.05746,736,-0.6443,1327,0.31538,1332,0.32122,1080,-0.0290,1705,0.75207
ENSG00000107742,SPOCK2,192,-0.2717,155,-0.5744,209,-0.1020,329,0.66962,379,0.91969,198,-0.1899,123,-0.9372
ENSG00000138303,ASCC1,14,-0.2069,15,-0.0349,14,-0.1418,8,-1.0358,29,1.05142,0,-4.8557,30,1.14765
ENSG00000166295,ANAPC16,59,-0.6758,81,-0.0960,119,0.54041,47,-0.9575,63,-0.4931,157,1.03624,104,0.30689
ENSG00000168209,DDIT4,26,-1.1587,46,-0.1512,32,-0.6992,7,-2.8589,49,-0.0541,96,1.11230,121,1.57818
ENSG00000148719,DNAJB12,21,-0.5206,26,-0.0757,30,0.10964,31,0.18617,35,0.39676,36,0.41243,22,-0.3520
ENSG00000107745,MICU1,41,-0.4848,57,0.08855,47,-0.2083,100,1.06503,68,0.39235,53,-0.0407,24,-1.2743
ENSG00000122884,P4HA1,14,-0.3140,14,-0.3069,10,-0.8125,12,-0.4951,16,-0.1021,13,-0.4716,43,1.63228
ENSG00000213551,DNAJC9,17,-0.1440,15,-0.2773,24,0.42137,25,0.48212,22,0.28209,19,0.03256,9,-1.1526
ENSG00000182180,MRPS16,43,-0.2189,44,-0.1346,51,0.09822,41,-0.2677,77,0.80293,38,-0.3652,48,-0.0109
ENSG00000138279,ANXA7,84,-0.4090,104,-0.0025,100,-0.0763,161,0.73579,101,-0.0602,102,-0.0458,101,-0.0540
ENSG00000107758,PPP3CB,174,-0.8765,266,-0.1027,468,0.86653,513,1.03519,508,1.01708,74,-2.0755,87,-1.8249
ENSG00000166348,USP54,8,-1.3489,8,-1.2219,10,-0.9105,14,-0.3600,23,0.45961,0,-5.1101,70,2.73508
ENSG00000176986,SEC24C,19,-0.6157,25,-0.1637,26,-0.0898,36,0.45268,52,1.10997,21,-0.4186,20,-0.4596
ENSG00000172586,CHCHD1,67,0.00568,111,0.85139,102,0.71356,66,-0.0310,57,-0.2578,23,-1.6634,44,-0.6776
ENSG00000214655,ZSWIM8,14,-0.4339,21,0.26043,4,-2.0991,30,0.86650,28,0.78144,0,-5.1301,31,0.94632
ENSG00000166507,NDST2,22,-0.2895,29,0.23079,26,0.05913,22,-0.2044,18,-0.5816,50,1.15536,15,-0.8429
ENSG00000148660,CAMK2G,106,-0.4406,118,-0.2206,171,0.39768,158,0.26113,311,1.49781,33,-2.1650,76,-0.9088
ENSG00000035403,VCL,7,-2.0277,13,-0.9598,6,-2.1338,22,-0.1634,18,-0.4962,95,2.72513,26,0.11074
ENSG00000185009,AP3M1,12,-0.4869,16,0.08754,5,-1.7053,19,0.31669,22,0.55105,0,-4.9414,39,1.62145
ENSG00000156110,ADK,23,0.09649,24,0.15278,20,-0.1507,26,0.25427,16,-0.5035,20,-0.1735,24,0.14770
ENSG00000156650,KAT6B,16,-0.8914,43,0.77716,24,-0.2136,19,-0.5860,27,-0.0015,49,0.99100,24,-0.2326
ENSG00000156671,SAMD8,27,-0.5120,49,0.50293,37,0.06775,40,0.18077,54,0.67079,9,-2.0803,45,0.35663
ENSG00000165637,VDAC2,97,-0.5489,180,0.54655,114,-0.2132,180,0.54525,112,-0.2519,150,0.23195,113,-0.2267
ENSG00000165655,ZNF503,4,-2.5203,6,-1.9138,54,1.75064,10,-1.0918,58,1.88453,21,-5.0768,8,-1.4174
ENSG00000156113,KCNMA1,73,-0.7744,114,0.02230,143,0.40119,149,0.47431,163,0.62485,118,0.07906,67,-0.8327
ENSG00000148606,POLR3A,18,-0.4372,19,-0.2755,20,-0.2183,61,1.76406,44,1.13258,0,-5.3347,3,-2.8996
ENSG00000138326,RPS24,1366,-0.1743,1481,-0.0186,1651,0.16163,586,-1.4741,766,-1.0644,2986,1.21590,1781,0.28886
ENSG00000108175,ZMIZ1,45,-0.6959,72,0.14196,109,0.86230,50,-0.4358,122,1.06709,32,-1.1374,53,-0.3601
ENSG00000108179,PPIF,34,-0.4080,20,-1.1319,53,0.39502,29,-0.5864,54,0.42250,25,-0.8144,87,1.27710
ENSG00000165424,ZCCHC24,59,-0.2330,34,-1.0873,108,0.81370,11,-2.6686,57,-0.2658,30,-1.2746,179,1.79491
ENSG00000133678,TMEM254,12,-0.5472,17,0.06356,27,0.87376,20,0.28778,22,0.46631,0,-5.0147,21,0.40599
ENSG00000189129,PLAC9,22,-0.8242,40,0.21098,5,-2.9201,6,-2.6321,2,-4.3036,162,3.22491,22,-0.7242
ENSG00000122359,ANXA11,61,-0.6534,174,1.21046,79,-0.1653,107,0.34813,87,0.00118,58,-0.6499,70,-0.3419
ENSG00000122378,PRXL2A,207,-0.1526,183,-0.3261,268,0.29884,172,-0.4290,263,0.26767,269,0.30054,225,0.00333
ENSG00000108219,TSPAN14,19,-1.3983,77,1.02672,19,-1.2546,54,0.41618,34,-0.3450,87,1.25560,30,-0.5258
ENSG00000185737,NRG3,19,-0.5007,20,-0.3242,23,-0.0997,55,1.41596,43,0.96734,12,-1.0643,6,-2.1579
ENSG00000165678,GHITM,225,-0.6276,376,0.28513,341,0.12192,534,0.90298,475,0.69212,188,-0.8340,170,-0.9876
ENSG00000107771,CCSER2,50,-0.1569,45,-0.3284,59,0.12897,65,0.29206,75,0.52852,43,-0.3943,50,-0.1393
ENSG00000182771,GRID1,12,-0.3624,19,0.46176,16,0.23256,33,1.51607,7,-1.0169,1,-3.5141,13,-0.0999
ENSG00000062650,WAPL,11,-0.8942,22,0.32797,17,-0.0551,18,-0.0284,10,-0.9588,36,1.19585,20,0.15345
ENSG00000107779,BMPR1A,19,0.29088,14,-0.2104,6,-1.4059,6,-1.5795,21,0.40495,16,-0.0560,30,1.01299
ENSG00000173267,SNCG,395,0.33685,200,-0.8187,380,0.21755,570,0.92659,351,0.08563,269,-0.3492,107,-1.7649
ENSG00000148671,ADIRF,300,-0.7521,110,-2.1959,230,-1.0802,101,-2.3210,134,-1.8940,1608,2.46885,855,1.10336
ENSG00000148672,GLUD1,413,0.64767,230,-0.4359,346,0.23090,142,-1.1807,435,0.62789,143,-1.1792,285,-0.0893
ENSG00000223482,NUTM2A-AS1,19,-0.8386,33,0.13390,44,0.59901,22,-0.5465,24,-0.3831,54,0.96759,30,-0.0224
ENSG00000138138,ATAD1,43,-0.6286,63,0.03607,51,-0.2871,103,0.88214,76,0.35359,73,0.29290,38,-0.7489
ENSG00000171862,PTEN,84,-0.1262,86,-0.0579,86,-0.0672,133,0.67420,137,0.71904,77,-0.2519,30,-1.6954
ENSG00000107798,LIPA,19,-1.4441,10,-2.2703,17,-1.5025,43,-0.0177,27,-0.7954,47,0.09882,171,2.70175
ENSG00000119917,IFIT3,21,-0.0686,21,-0.0427,24,0.22220,11,-1.0067,14,-0.6165,21,0.00649,37,0.95665
ENSG00000185745,IFIT1,29,-0.5667,47,0.27048,33,-0.3154,54,0.52277,64,0.79827,22,-0.9195,40,0.02382
ENSG00000152778,IFIT5,20,-0.1380,5,-2.0838,14,-0.6270,34,0.77940,20,-0.1296,25,0.26511,33,0.72758
ENSG00000148688,RPP30,19,-0.4945,25,-0.0320,37,0.63566,23,-0.1747,22,-0.2215,44,0.95956,13,-1.0263
ENSG00000180628,PCGF5,64,0.02097,38,-0.8066,65,0.05623,54,-0.2400,42,-0.6375,61,-0.0500,116,1.05730
ENSG00000165338,HECTD2,15,-0.2001,15,-0.1115,16,-0.0401,33,1.22679,36,1.36798,0,-4.3297,1,-3.9261
ENSG00000119938,PPP1R3C,44,1.19079,14,-0.9105,13,-0.9948,10,-1.4678,15,-0.7693,36,0.59275,26,0.02184
ENSG00000107854,TNKS2,33,-0.7216,36,-0.4949,37,-0.4760,71,0.61263,73,0.66261,61,0.35987,51,0.03974
ENSG00000107864,CPEB3,30,-0.2396,24,-0.5357,33,-0.0389,72,1.32190,49,0.63351,21,-0.7335,12,-1.6214
ENSG00000198060,MARCH5,16,-0.6261,33,0.62647,25,0.13311,31,0.50213,27,0.25974,16,-0.5236,18,-0.3383
ENSG00000138190,EXOC6,13,-1.2159,24,-0.1398,13,-1.0968,49,1.06702,46,0.91829,50,1.10488,4,-2.8722
ENSG00000138207,RBP4,44,-0.3099,72,0.55936,14,-1.9647,131,1.69779,16,-1.8263,83,0.82351,9,-2.6882
ENSG00000148690,FRA10AC1,69,-0.0693,82,0.21760,133,1.07637,53,-0.4850,69,-0.0483,69,-0.0627,29,-1.4213
ENSG00000108231,LGI1,40,-0.2013,39,-0.1856,37,-0.2858,69,0.75266,95,1.36256,7,-2.8315,27,-0.7876
ENSG00000095637,SORBS1,42,-1.1211,87,0.12606,58,-0.5295,93,0.23608,76,-0.0964,108,0.50177,137,0.91367
ENSG00000059573,ALDH18A1,22,0.52236,20,0.23303,8,-1.0659,20,0.22389,30,0.94211,0,-4.9839,14,-0.2725
ENSG00000119977,TCTN3,14,-0.3465,15,-0.2458,6,-1.5277,24,0.52032,11,-0.7482,25,0.58592,30,0.91816
ENSG00000197430,OPALIN,7,-3.2981,1,-5.3455,41,-0.4169,9,-2.6716,38,-0.5596,2,-4.8699,325,4.40708
ENSG00000077147,TM9SF3,69,-0.5298,63,-0.6141,77,-0.3044,129,0.56361,113,0.32689,113,0.33551,107,0.24001
ENSG00000196233,LCOR,14,-0.2202,13,-0.2567,17,0.11349,24,0.70531,29,1.05971,0,-4.9661,14,-0.1519
ENSG00000187122,SLIT1,73,-1.3301,114,-0.5018,289,1.08016,219,0.58200,404,1.74867,48,-1.8251,25,-2.8041
ENSG00000052749,RRP12,10,-0.6167,13,-0.1214,11,-0.3949,39,1.82710,15,0.07029,0,-4.7931,15,0.13279
ENSG00000171314,PGAM1,467,-0.1317,473,-0.0924,571,0.21917,947,1.11654,586,0.26245,242,-1.1494,251,-1.0947
ENSG00000171311,EXOSC1,17,0.02238,24,0.54433,21,0.35056,18,0.07670,18,0.09165,4,-2.1616,17,0.02087
ENSG00000171307,ZDHHC16,14,-0.4652,16,-0.1907,5,-2.0352,34,1.09242,16,-0.1697,24,0.44281,22,0.32515
ENSG00000155229,MMS19,32,0.03673,25,-0.3776,23,-0.5132,54,0.92599,48,0.72511,20,-0.6882,17,-0.9423
ENSG00000171160,MORN4,63,0.22464,70,0.36335,53,-0.0780,54,-0.0509,71,0.39715,57,0.01889,17,-1.8051
ENSG00000155252,PI4K2A,18,-0.8782,32,0.12128,32,0.09556,53,0.97599,37,0.33229,31,0.02157,19,-0.6940
ENSG00000155256,ZFYVE27,19,-0.6541,32,0.23433,14,-1.0138,77,1.89929,32,0.22771,1,-4.3030,26,-0.1068
ENSG00000155265,GOLGA7B,69,-0.1485,89,0.27183,51,-0.6258,122,0.82903,119,0.78922,41,-0.9383,40,-0.9881
ENSG00000095713,CRTAC1,12,-0.4140,31,1.28148,18,0.28553,15,-0.0082,28,1.03960,2,-2.5690,2,-2.8867
ENSG00000107521,HPS1,25,-0.2597,19,-0.6498,21,-0.4680,34,0.27229,28,-0.0588,41,0.58745,37,0.42238
ENSG00000119946,CNNM1,14,-1.0405,32,0.41283,41,0.83965,48,1.09929,46,1.05162,6,-2.1846,0,-5.2005
ENSG00000120053,GOT1,107,-0.7786,192,0.25822,156,-0.0827,414,1.67930,211,0.41680,75,-1.2416,54,-1.7229
ENSG00000155287,SLC25A28,26,0.02445,31,0.30927,23,-0.1996,24,-0.1324,25,-0.0722,22,-0.2355,30,0.21992
ENSG00000014919,COX15,13,-0.0817,8,-0.7564,11,-0.3650,27,1.16471,16,0.32528,10,-0.5019,10,-0.4173
ENSG00000196072,BLOC1S2,46,-0.2413,54,0.03694,40,-0.4512,81,0.72595,91,0.94844,31,-0.8157,32,-0.8106
ENSG00000099194,SCD,205,-1.2545,119,-1.9436,509,0.33207,105,-2.1324,449,0.11828,187,-1.2695,1563,2.61922
ENSG00000235823,OLMALINC,19,-0.3325,2,-3.2182,12,-1.0325,10,-1.2170,12,-1.0173,11,-1.1544,98,2.95859
ENSG00000166136,NDUFB8,439,0.13507,465,0.21198,586,0.60896,365,-0.1887,322,-0.3908,317,-0.4134,343,-0.2893
ENSG00000166135,HIF1AN,17,-0.1594,36,1.20316,13,-0.4816,15,-0.2993,27,0.67193,6,-1.7138,14,-0.3838
ENSG00000119906,SLF2,21,-0.7865,28,-0.3003,54,0.81057,25,-0.4882,38,0.22998,34,0.05371,45,0.50629
ENSG00000055950,MRPL43,53,-0.4736,103,0.70197,70,0.03421,45,-0.6828,53,-0.4138,86,0.37454,85,0.36515
ENSG00000107816,LZTS2,13,-1.4849,15,-1.1397,34,0.14870,25,-0.3397,47,0.65933,34,0.11493,70,1.41953
ENSG00000107819,SFXN3,28,-0.8618,66,0.63609,48,0.11428,68,0.70217,53,0.28186,23,-1.0377,46,0.03631
ENSG00000166167,BTRC,37,-0.6664,50,-0.0856,68,0.41506,107,1.22153,72,0.50681,34,-0.7206,21,-1.4593
ENSG00000166171,DPCD,49,0.35362,56,0.52890,27,-0.6495,43,0.07384,28,-0.5900,40,-0.0412,35,-0.2438
ENSG00000107829,FBXW4,36,-0.2760,34,-0.3632,48,0.19511,34,-0.3422,41,-0.0559,44,0.05542,65,0.73660
ENSG00000107833,NPM3,12,-0.3915,11,-0.4299,23,0.71843,22,0.61149,27,1.00127,6,-1.2999,6,-1.3007
ENSG00000198408,OGA,101,-0.3876,208,0.88978,108,-0.2181,193,0.75478,127,0.04150,87,-0.5740,68,-0.9625
ENSG00000120049,KCNIP2,41,-0.5647,217,2.71501,31,-0.9055,49,-0.2013,16,-1.8957,44,-0.3691,6,-3.3144
ENSG00000120029,ARMH3,10,-0.7431,29,0.97888,11,-0.5945,25,0.77449,32,1.20389,0,-4.9541,10,-0.7315
ENSG00000166197,NOLC1,43,-0.0258,58,0.47582,36,-0.2977,68,0.73910,35,-0.3412,49,0.19112,17,-1.4593
ENSG00000107862,GBF1,33,-0.0812,28,-0.3564,30,-0.2687,59,0.89872,48,0.52232,24,-0.5797,24,-0.5988
ENSG00000059915,PSD,347,0.22686,508,0.85552,389,0.38667,304,-0.0295,292,-0.0956,171,-0.9389,115,-1.5488
ENSG00000107872,FBXL15,82,0.07813,117,0.66665,112,0.58958,94,0.28231,84,0.09606,22,-1.9696,39,-1.1058
ENSG00000107874,CUEDC2,78,-0.6671,119,0.09873,126,0.19816,80,-0.5329,93,-0.2987,171,0.72111,151,0.50423
ENSG00000269609,RPARP-AS1,20,-0.1478,22,-0.0120,30,0.54029,18,-0.2955,36,0.84193,27,0.31052,2,-3.3323
ENSG00000138111,MFSD13A,11,-0.3647,22,0.83651,15,0.20642,21,0.69068,16,0.22951,7,-1.0627,6,-1.3022
ENSG00000138107,ACTR1A,77,-0.7134,116,0.01544,112,-0.0408,213,1.07476,161,0.56829,77,-0.6345,85,-0.4857
ENSG00000171206,TRIM8,73,0.26131,42,-0.6828,59,-0.1419,53,-0.2884,83,0.44357,57,-0.1858,71,0.17899
ENSG00000138175,ARL3,123,0.22562,107,-0.0366,164,0.68063,94,-0.2432,96,-0.2143,99,-0.1588,70,-0.7119
ENSG00000166272,WBP1L,23,-0.3445,22,-0.3271,24,-0.2112,24,-0.2262,43,0.75291,17,-0.7572,44,0.80015
ENSG00000166275,BORCS7,61,-0.3420,92,0.38267,71,-0.0425,55,-0.4623,72,-0.0240,107,0.65352,65,-0.1747
ENSG00000148842,CNNM2,24,-0.2186,21,-0.4321,15,-0.9563,31,0.18241,36,0.46256,48,0.96642,20,-0.5162
ENSG00000076685,NT5C2,25,-0.0037,30,0.31447,20,-0.3444,34,0.52614,22,-0.1674,8,-1.6899,34,0.54650
ENSG00000148798,INA,157,-0.1392,215,0.40237,137,-0.3394,314,1.08305,157,-0.1169,182,0.12763,32,-2.5599
ENSG00000173915,ATP5MD,1104,0.23523,1444,0.66111,1504,0.73379,841,-0.2486,581,-0.8354,828,-0.2726,429,-1.3021
ENSG00000107954,NEURL1,94,0.30335,96,0.29836,103,0.40961,99,0.35030,92,0.21323,34,-1.3528,32,-1.4249
ENSG00000107957,SH3PXD2A,31,-0.6556,39,-0.2375,46,0.04659,70,0.74882,82,1.03634,3,-3.8072,57,0.39791
ENSG00000065613,SLK,26,-0.4910,71,1.27206,22,-0.7048,52,0.68338,35,0.04098,21,-0.7875,22,-0.7158
ENSG00000148834,GSTO1,105,-0.2350,182,0.71749,84,-0.5635,153,0.42420,77,-0.7006,117,-0.0269,130,0.14367
ENSG00000156395,SORCS3,12,-1.1842,18,-0.5005,30,0.36581,49,1.23432,67,1.83848,0,-5.5734,6,-2.1017
ENSG00000108018,SORCS1,10,-0.6966,6,-1.2912,4,-1.8783,60,2.70658,12,-0.3315,18,0.28900,0,-5.2420
ENSG00000108039,XPNPEP1,12,-0.8192,13,-0.5583,13,-0.5971,34,0.98357,31,0.85794,21,0.18560,15,-0.3516
ENSG00000148700,ADD3,101,-0.4593,86,-0.6529,126,-0.0463,54,-1.3610,120,-0.1271,146,0.19357,303,1.52449
ENSG00000119950,MXI1,62,-0.1490,51,-0.4496,54,-0.3551,44,-0.6832,56,-0.2824,81,0.31056,127,1.11571
ENSG00000119953,SMNDC1,10,-0.8631,26,0.73252,22,0.41760,22,0.44740,10,-0.7793,14,-0.2990,20,0.29521
ENSG00000108055,SMC3,17,-0.8267,9,-1.5879,31,0.23142,18,-0.6314,31,0.25753,53,1.19167,38,0.58512
ENSG00000150593,PDCD4,18,-1.0659,37,0.23810,17,-1.0073,39,0.31737,43,0.47180,47,0.62700,40,0.35939
ENSG00000214413,BBIP1,32,-0.2356,23,-0.7034,51,0.55509,22,-0.7967,43,0.25697,42,0.21609,47,0.42680
ENSG00000108061,SHOC2,43,-0.9803,96,0.42752,62,-0.3013,123,0.86779,97,0.43908,122,0.84699,10,-3.0510
ENSG00000150594,ADRA2A,22,0.85253,5,-1.5688,4,-1.9856,54,2.56829,7,-1.1306,0,-4.5017,2,-3.0189
ENSG00000119927,GPAM,32,0.64767,22,-0.0807,26,0.16127,13,-0.9040,12,-1.0317,20,-0.2179,29,0.35577
ENSG00000023041,ZDHHC6,12,-1.2075,21,-0.2724,23,-0.0940,33,0.50500,17,-0.5531,67,1.84048,10,-1.3144
ENSG00000043591,ADRB1,16,0.07319,26,0.91373,6,-1.4225,29,1.14099,6,-1.3647,21,0.52056,1,-3.1810
ENSG00000165813,CCDC186,21,0.21169,19,0.04585,11,-0.8005,29,0.77865,30,0.78910,0,-4.7609,17,-0.1069
ENSG00000169129,AFAP1L2,11,-0.5794,27,0.94299,27,0.93071,19,0.32461,5,-1.5741,11,-0.4985,12,-0.3828
ENSG00000099204,ABLIM1,83,0.11416,77,-0.0362,60,-0.4397,72,-0.1461,58,-0.4908,93,0.27218,103,0.45291
ENSG00000151553,FAM160B1,8,-1.2876,23,0.47197,17,0.00932,33,1.13472,29,0.88691,4,-1.9874,15,-0.2649
ENSG00000165832,TRUB1,26,-0.6753,42,0.20995,71,1.12043,64,0.91987,54,0.62415,5,-2.9196,11,-1.9036
ENSG00000107518,ATRNL1,44,-0.3944,141,1.74453,49,-0.1667,115,1.31635,36,-0.6685,1,-5.6945,5,-3.3886
ENSG00000165868,HSPA12A,90,-0.3990,130,0.24456,137,0.33933,228,1.25651,152,0.51589,34,-1.8495,34,-1.8473
ENSG00000187164,SHTN1,47,-1.4804,76,-0.6196,184,0.85867,119,0.11101,111,-0.0089,33,-1.8632,274,1.63071
ENSG00000165650,PDZD8,31,0.06950,32,0.11877,32,0.11777,37,0.35278,31,0.05454,3,-3.1723,42,0.55315
ENSG00000229847,EMX2OS,30,0.95084,22,0.21675,12,-0.7337,4,-2.3144,14,-0.5051,13,-0.5805,28,0.62063
ENSG00000170370,EMX2,48,0.90413,21,-0.6097,11,-1.5485,8,-2.0994,8,-1.9729,56,0.99641,49,0.75729
ENSG00000107560,RAB11FIP2,38,0.01579,47,0.38900,53,0.57485,69,1.05792,32,-0.2601,9,-2.2074,14,-1.4686
ENSG00000165669,FAM204A,34,-0.7188,61,0.31717,89,0.97769,59,0.25732,36,-0.5169,72,0.61244,18,-1.5984
ENSG00000151893,CACUL1,33,0.10480,30,-0.0756,42,0.47835,52,0.86343,33,0.08062,19,-0.7905,9,-1.8967
ENSG00000107581,EIF3A,62,-0.4211,72,-0.1305,68,-0.2131,100,0.41930,49,-0.7420,125,0.80541,85,0.14793
ENSG00000119979,DENND10,41,-0.0869,46,0.11785,44,0.04576,51,0.28387,51,0.28851,21,-1.0798,48,0.16896
ENSG00000165672,PRDX3,95,-0.3869,92,-0.3941,168,0.60920,159,0.51066,141,0.31207,115,-0.0342,73,-0.7616
ENSG00000151923,TIAL1,34,-0.1753,43,0.21644,35,-0.0829,40,0.09138,53,0.58725,25,-0.6536,35,-0.0828
ENSG00000151929,BAG3,27,-0.3278,16,-1.0670,25,-0.3828,4,-3.1299,30,-0.0630,38,0.29276,88,1.86509
ENSG00000198825,INPP5F,147,-0.5401,128,-0.6843,170,-0.2377,378,1.14633,466,1.55734,100,-1.0742,37,-2.5362
ENSG00000107651,SEC23IP,11,-0.6598,12,-0.4915,18,0.18833,28,0.93388,29,0.99060,5,-1.6509,15,-0.1432
ENSG00000120008,WDR11,10,-0.8874,19,0.18029,35,1.20524,15,-0.2621,15,-0.1952,4,-2.1791,30,0.91551
ENSG00000066468,FGFR2,30,-1.1823,23,-1.4434,35,-0.8036,18,-1.8261,48,-0.3133,29,-1.0988,256,3.05032
ENSG00000107669,ATE1,24,-0.7357,44,0.31365,50,0.53615,45,0.35259,52,0.59338,30,-0.3173,22,-0.7886
ENSG00000138162,TACC2,21,-0.4835,28,0.00113,38,0.49277,56,1.20071,41,0.62600,4,-2.9134,15,-0.9562
