Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3to5,Feature log2 fold change topic 3to5,Feature count topic 6,Feature log2 fold change topic 6,Feature count topic 7,Feature log2 fold change topic 7,Feature count topic 8,Feature log2 fold change topic 8,Feature count topic 9,Feature log2 fold change topic 9
ENSG00000178209,PLEC,1124,2.92070,78,-1.8395,160,-0.9235,357,0.55010,160,-0.7433,43,-2.7073,65,-2.0959
ENSG00000178719,GRINA,371,1.07113,89,-1.2468,204,0.06501,371,1.06940,203,0.03913,102,-1.0370,34,-2.6525
ENSG00000197858,GPAA1,129,0.69210,33,-1.4645,65,-0.5652,143,0.86720,144,0.87591,58,-0.6151,68,-0.3671
ENSG00000179091,CYC1,349,2.02081,62,-0.9620,85,-0.6145,108,-0.0998,128,0.17256,72,-0.7413,61,-0.9832
ENSG00000179526,SHARPIN,28,-0.1285,19,-0.7456,28,-0.1662,45,0.64990,38,0.34936,48,0.75053,12,-1.4186
ENSG00000179632,MAF1,45,-0.5401,38,-0.7912,61,-0.0778,45,-0.5469,129,1.21962,92,0.62280,38,-0.8154
ENSG00000179832,MROH1,194,2.13271,30,-1.0750,82,0.71871,20,-1.6577,27,-1.2648,9,-2.8782,18,-1.8182
ENSG00000261236,BOP1,3,-3.1647,19,-0.3761,51,2.12181,0,-7.0543,11,-1.2243,27,0.13986,9,-1.5675
ENSG00000185122,HSF1,3,-3.9012,30,-0.4989,54,0.67278,38,-0.0927,50,0.34053,62,0.68758,21,-1.0284
ENSG00000185000,DGAT1,130,1.95475,28,-0.6970,53,0.44258,16,-1.5723,19,-1.3195,16,-1.4954,26,-0.8009
ENSG00000071894,CPSF1,3,-3.3078,30,0.18892,45,1.28019,21,-0.3961,11,-1.3634,13,-1.1521,31,0.23293
ENSG00000160948,VPS28,169,0.20554,85,-0.8802,163,0.20583,154,0.05089,194,0.43320,145,-0.0470,104,-0.5693
ENSG00000187954,CYHR1,256,2.07134,51,-0.7487,86,0.11035,21,-2.0710,65,-0.3720,64,-0.4026,24,-1.8980
ENSG00000167702,KIFC2,64,-0.6457,87,-0.1624,210,2.38141,30,-1.7992,6,-3.9834,16,-2.6628,35,-1.5458
ENSG00000160972,PPP1R16A,22,-0.5809,18,-0.9114,42,0.60235,99,2.01858,8,-2.1624,15,-1.2122,4,-3.0884
ENSG00000213563,C8orf82,3,-3.2116,25,-0.0418,26,0.04051,41,0.79819,41,0.81716,31,0.32450,10,-1.4271
ENSG00000161016,RPL8,475,-0.7393,338,-1.2617,406,-1.2022,734,-0.0516,1817,1.53854,933,0.34203,1306,0.92205
ENSG00000170619,COMMD5,3,-3.1566,18,-0.5008,29,0.37698,19,-0.3859,57,1.47263,34,0.53462,2,-3.2302
ENSG00000182307,C8orf33,3,-3.9044,41,-0.0056,51,0.50611,54,0.47022,31,-0.4574,52,0.38023,35,-0.2555
ENSG00000181404,WASHC1,304,1.90151,55,-1.0315,101,-0.1065,63,-0.8252,46,-1.2948,136,0.41230,47,-1.2508
ENSG00000107104,KANK1,32,-0.3737,28,-0.5540,16,-1.6667,85,1.26630,31,-0.4354,81,1.17405,59,0.62598
ENSG00000080503,SMARCA2,3,-5.1327,60,-0.7370,171,1.53670,84,-0.2151,104,0.12806,47,-1.1085,54,-0.9058
ENSG00000147852,VLDLR,3,-3.1785,21,-0.2234,31,0.51994,0,-7.0469,18,-0.4626,75,1.99505,12,-1.0911
ENSG00000080298,RFX3,255,3.80699,25,-0.8613,23,-1.2106,21,-1.1581,7,-2.6722,11,-2.0645,8,-2.5874
ENSG00000106993,CDC37L1,3,-3.3383,16,-0.8800,50,1.56932,12,-1.2422,23,-0.2843,35,0.39868,10,-1.5096
ENSG00000147853,AK3,246,1.70261,40,-1.3368,47,-1.3128,155,0.83063,115,0.32971,103,0.14936,48,-1.0559
ENSG00000099219,ERMP1,3,-3.0712,13,-0.9216,16,-0.7368,3,-2.8495,18,-0.4028,107,3.06329,16,-0.5579
ENSG00000183354,KIAA2026,11,-1.7020,36,0.03898,28,-0.4321,20,-0.8273,79,1.40339,56,0.79063,27,-0.3964
ENSG00000137040,RANBP6,150,2.29576,14,-1.7099,52,0.38448,15,-1.6124,25,-0.8838,24,-0.9523,9,-2.3127
ENSG00000137038,DMAC1,4,-4.3283,36,-1.1486,77,0.04553,73,-0.0535,138,1.03025,139,1.04107,57,-0.4358
ENSG00000153707,PTPRD,15,-2.9378,56,-1.0124,131,0.46948,22,-2.3978,30,-1.9620,348,2.17332,98,-0.1427
ENSG00000107186,MPDZ,90,0.86503,29,-0.9450,35,-0.8434,61,0.22252,43,-0.3289,97,1.00593,56,0.08697
ENSG00000147862,NFIB,31,-1.8455,77,-0.4686,131,0.54163,181,0.93564,79,-0.4398,92,-0.1923,81,-0.4032
ENSG00000175893,ZDHHC21,49,0.00945,25,-1.0127,91,1.68199,26,-0.9535,38,-0.3745,27,-0.9206,1,-5.2127
ENSG00000164975,SNAPC3,166,2.31568,11,-2.2299,39,-0.4013,34,-0.5206,53,0.16852,17,-1.5461,30,-0.6996
ENSG00000164985,PSIP1,3,-5.6768,113,-0.5363,259,1.26212,54,-1.6671,221,0.55311,126,-0.3590,130,-0.3158
ENSG00000107295,SH3GL2,42,-0.9969,31,-1.4472,202,3.36598,8,-3.4844,0,-7.9317,15,-2.5417,19,-2.1645
ENSG00000155876,RRAGA,7,-3.5188,41,-0.9194,124,1.34326,44,-0.7868,37,-1.0577,114,0.73850,47,-0.7043
ENSG00000137154,RPS6,1011,-0.3230,548,-1.2685,417,-1.9775,1254,0.02360,2391,1.13060,1886,0.70690,2783,1.41574
ENSG00000155886,SLC24A2,6,-4.4752,51,-1.5512,218,1.15386,51,-1.5241,25,-2.5974,323,1.48683,131,-0.0833
ENSG00000198642,KLHL9,3,-3.4211,21,-0.5302,34,0.33176,61,1.24580,0,-5.2378,51,0.95013,25,-0.2337
ENSG00000107105,ELAVL2,3,-4.7995,52,-0.6052,204,3.98579,3,-4.7127,0,-7.1908,2,-5.2570,15,-2.4194
ENSG00000120162,MOB3B,3,-3.1080,11,-1.0915,11,-1.4025,4,-2.4941,31,0.45085,97,2.73088,32,0.49891
ENSG00000235453,SMIM27,104,1.62226,19,-1.1741,29,-0.6913,35,-0.2530,32,-0.3856,50,0.32844,43,0.05987
ENSG00000165264,NDUFB6,118,0.39555,44,-1.1663,84,-0.1923,174,1.07526,82,-0.1883,123,0.46389,39,-1.3337
ENSG00000086061,DNAJA1,45,-1.4462,62,-0.9645,133,0.31701,173,0.68262,147,0.39615,136,0.27393,75,-0.6779
ENSG00000122692,SMU1,3,-3.8480,16,-1.3910,68,1.40973,32,-0.3413,16,-1.4062,53,0.46521,33,-0.2796
ENSG00000107262,BAG1,3,-4.9102,52,-0.7098,90,0.19608,78,-0.0865,90,0.15054,135,0.82478,113,0.52264
ENSG00000086065,CHMP5,3,-4.7355,41,-0.9036,108,0.97067,69,-0.0987,73,0.00347,96,0.44769,50,-0.5987
ENSG00000107341,UBE2R2,3,-4.5030,41,-0.6474,67,0.18137,55,-0.1885,87,0.55157,116,1.07110,54,-0.2171
ENSG00000137073,UBAP2,3,-3.4556,33,0.14526,32,0.15473,23,-0.4109,74,1.57705,23,-0.4145,18,-0.8139
ENSG00000165006,UBAP1,59,0.38981,25,-0.9570,45,-0.0428,48,0.06587,46,-0.0092,66,0.59068,36,-0.3840
ENSG00000164978,NUDT2,3,-2.9689,14,-0.6833,26,0.46149,13,-0.7704,25,0.23510,40,1.04549,20,-0.1272
ENSG00000164976,MYORG,3,-3.6787,30,-0.2603,26,-0.5573,139,2.64051,17,-1.1245,34,-0.0328,13,-1.5439
ENSG00000164970,FAM219A,3,-4.2965,23,-1.3089,97,1.57617,27,-1.0590,7,-2.9357,79,0.64354,54,-0.0005
ENSG00000168913,ENHO,549,0.94512,369,0.25976,233,-0.6041,855,1.78900,92,-1.8967,124,-1.4418,142,-1.2421
ENSG00000122756,CNTFR,3,-3.6174,20,-0.8105,44,0.63792,119,2.34872,21,-0.7508,4,-3.0397,3,-3.2847
ENSG00000137100,DCTN3,3,-4.4937,45,-0.5037,89,0.90144,87,0.57236,56,-0.1478,58,-0.0980,37,-0.7802
ENSG00000147955,SIGMAR1,3,-3.6569,20,-0.8686,56,1.25289,39,0.21965,21,-0.7533,51,0.63978,7,-2.3896
ENSG00000187186,AL162231.1,55,-0.0167,57,0.03088,75,0.72483,64,0.22944,48,-0.2239,27,-1.0884,22,-1.4309
ENSG00000122733,PHF24,3,-4.3761,42,-0.4666,132,2.76255,17,-1.7914,15,-2.0587,5,-3.5392,33,-0.8684
ENSG00000137094,DNAJB5,74,1.52835,14,-1.1884,44,0.84881,11,-1.6147,24,-0.4046,10,-1.6526,12,-1.3928
ENSG00000165280,VCP,155,0.55235,53,-1.1441,152,0.74724,83,-0.4663,99,-0.1829,105,-0.0909,48,-1.3083
ENSG00000165283,STOML2,3,-3.8532,25,-0.7163,62,1.11780,42,0.08269,29,-0.4985,52,0.44947,20,-1.0662
ENSG00000005238,FAM214B,11,-1.8061,29,-0.3433,58,1.25817,0,-7.5896,37,0.04681,46,0.40031,24,-0.6336
ENSG00000198722,UNC13B,3,-3.0560,18,-0.3940,31,0.73583,31,0.50015,29,0.42593,18,-0.3552,12,-0.9456
ENSG00000198853,RUSC2,3,-5.1588,68,-0.5621,215,2.44279,14,-2.9499,52,-0.9735,62,-0.7139,36,-1.5548
ENSG00000107140,TESK1,3,-4.1277,30,-0.7317,80,1.34405,45,-0.0961,37,-0.4131,34,-0.5395,40,-0.2712
ENSG00000159884,CCDC107,225,2.38082,36,-0.8597,47,-0.6063,11,-2.6078,66,0.07300,32,-1.0611,57,-0.1509
ENSG00000198467,TPM2,3,-5.9142,23,-2.9785,28,-3.0313,23,-2.9334,1336,6.11301,10,-4.1476,7,-4.5813
ENSG00000137076,TLN1,161,1.15641,19,-2.1779,20,-2.4365,58,-0.5478,294,2.40323,112,0.51924,30,-1.5147
ENSG00000107175,CREB3,15,-1.8315,38,-0.4214,58,0.34585,62,0.36033,61,0.32937,56,0.17991,42,-0.2670
ENSG00000070610,GBA2,29,-0.0853,20,-0.6262,49,1.18476,34,0.17315,17,-0.9290,15,-1.1054,13,-1.3201
ENSG00000137133,HINT2,41,0.08910,24,-0.7303,26,-0.7776,69,0.98011,52,0.48843,47,0.33572,36,-0.1145
ENSG00000137103,TMEM8B,3,-3.7250,29,-0.3638,67,1.68942,21,-0.8437,23,-0.7026,25,-0.6045,23,-0.6783
ENSG00000122694,GLIPR2,3,-3.2024,8,-1.9956,11,-1.8024,17,-0.9302,82,1.75343,95,2.06999,35,0.23935
ENSG00000122705,CLTA,90,-0.8924,94,-0.8258,189,0.39124,109,-0.5981,195,0.33089,251,0.76296,126,-0.3761
ENSG00000137075,RNF38,38,0.22171,20,-0.8140,46,0.79344,24,-0.4866,27,-0.3355,34,0.04739,16,-1.0834
ENSG00000281649,EBLN3P,3,-3.4046,24,-0.2860,50,1.43746,0,-7.2920,17,-0.8356,53,1.01575,13,-1.1850
ENSG00000137106,GRHPR,47,-0.6539,32,-1.2459,51,-0.6683,100,0.54630,84,0.26801,172,1.54099,55,-0.4263
ENSG00000175768,TOMM5,182,1.76336,34,-1.0798,54,-0.4364,51,-0.4415,50,-0.4642,65,-0.0584,62,-0.1395
ENSG00000119139,TJP2,1157,4.35364,16,-3.6140,19,-3.7462,91,-1.0613,78,-1.2804,150,-0.2726,57,-1.7430
ENSG00000107282,APBA1,3,-4.2209,34,-0.6187,118,2.73486,9,-2.5412,0,-6.8524,13,-2.0440,45,-0.2092
ENSG00000188647,PTAR1,3,-3.7178,16,-1.2553,44,0.44495,95,1.72295,38,0.10178,32,-0.1711,8,-2.2533
ENSG00000119138,KLF9,3,-4.2433,17,-1.6698,82,1.16122,23,-1.2669,120,1.47109,42,-0.3459,14,-1.9443
ENSG00000107362,ABHD17B,3,-3.9673,13,-1.8337,30,-0.7104,47,0.12425,23,-0.9986,189,2.88321,25,-0.8325
ENSG00000119125,GDA,3,-5.8487,79,-1.0875,419,3.93053,8,-4.3838,30,-2.5252,9,-4.2713,35,-2.3090
ENSG00000107372,ZFAND5,399,0.82199,86,-1.6128,365,0.97926,201,-0.3122,150,-0.7693,152,-0.7567,120,-1.1119
ENSG00000165092,ALDH1A1,12,-2.2614,21,-1.4646,20,-1.8189,207,2.49811,63,0.22821,50,-0.1537,82,0.65551
ENSG00000135002,RFK,3,-4.2020,22,-1.3066,96,1.77923,38,-0.4615,77,0.69142,21,-1.3285,6,-3.0645
ENSG00000106772,PRUNE2,26,-1.4348,33,-1.0424,86,0.66697,37,-0.8624,39,-0.8094,138,1.29630,53,-0.3334
ENSG00000197969,VPS13A,3,-3.1052,16,-0.5687,49,2.15560,5,-2.1733,12,-0.9823,3,-2.9128,24,0.05559
ENSG00000156052,GNAQ,167,0.33930,80,-0.8366,177,0.60938,141,0.05804,95,-0.5667,130,-0.0725,81,-0.8204
ENSG00000135069,PSAT1,1259,2.92816,68,-2.1944,100,-1.9180,517,1.00174,18,-4.1138,272,-0.0863,145,-1.0666
ENSG00000106829,TLE4,3,-4.2513,18,-1.6291,72,0.77837,20,-1.4277,67,0.42192,112,1.32098,31,-0.7962
ENSG00000196781,TLE1,242,2.29384,30,-1.3357,62,-0.2796,101,0.60266,39,-0.9187,28,-1.4080,9,-3.0835
ENSG00000135018,UBQLN1,3,-4.8917,39,-1.1346,136,1.31974,35,-1.3077,105,0.42733,89,0.15060,53,-0.6678
ENSG00000165119,HNRNPK,748,1.03828,152,-1.5264,456,0.25519,316,-0.4035,392,-0.0605,412,0.02299,272,-0.6384
ENSG00000148053,NTRK2,2525,2.24790,275,-1.5594,548,-0.6413,1758,1.48738,114,-2.8630,158,-2.3851,299,-1.4328
ENSG00000135049,AGTPBP1,26,-0.7831,15,-1.5451,72,1.34920,0,-6.1011,3,-3.6413,99,1.45426,24,-0.8674
ENSG00000135052,GOLM1,161,0.93160,68,-0.4869,134,0.88323,46,-1.0944,63,-0.6031,44,-1.1576,51,-0.9337
ENSG00000135070,ISCA1,3,-4.8455,54,-0.5888,147,1.70507,94,0.29435,40,-1.0686,48,-0.7595,29,-1.5401
ENSG00000196730,DAPK1,215,2.02676,31,-1.2748,102,0.90826,47,-0.6191,22,-1.7964,8,-3.2281,3,-4.3371
ENSG00000135047,CTSL,3,-4.2028,18,-1.5728,54,0.14783,79,0.76024,88,0.94257,69,0.52918,34,-0.6204
ENSG00000106723,SPIN1,9,-3.8378,62,-1.0551,247,2.02215,75,-0.7754,60,-1.1159,88,-0.5336,69,-0.9082
ENSG00000148082,SHC3,15,-1.9799,61,0.21303,109,2.03647,57,0.10242,4,-3.6605,10,-2.5246,10,-2.5356
ENSG00000187764,SEMA4D,115,-0.1537,36,-1.9378,75,-1.0072,65,-1.0493,113,-0.1793,464,2.45351,120,-0.0852
ENSG00000165023,DIRAS2,33,-2.2988,34,-2.2439,407,4.13170,34,-2.2558,0,-8.8049,7,-4.4173,27,-2.5907
ENSG00000090054,SPTLC1,3,-3.8162,23,-0.8305,41,0.14297,32,-0.3073,59,0.72291,59,0.72306,47,0.33265
ENSG00000196305,IARS,118,1.61648,13,-1.9932,56,0.38675,45,-0.0833,48,0.03554,25,-0.9763,7,-2.7426
ENSG00000185963,BICD2,82,1.52140,11,-1.6872,23,-0.7774,37,0.12335,43,0.38084,36,0.08312,30,-0.2355
ENSG00000165233,CARD19,3,-3.2651,20,-0.4628,30,0.25996,40,0.66395,36,0.48935,41,0.67671,11,-1.2977
ENSG00000131669,NINJ1,351,2.57046,28,-1.8010,48,-1.2191,101,0.16685,95,0.06264,50,-0.9236,51,-0.9164
ENSG00000165238,WNK2,148,1.23629,47,-0.6561,132,1.64853,1,-6.1615,14,-2.4216,8,-3.1867,32,-1.2357
ENSG00000188938,FAM120AOS,88,1.48003,24,-0.7090,28,-0.5999,60,0.78946,38,0.02145,34,-0.1665,10,-1.9238
ENSG00000048828,FAM120A,223,2.04955,26,-1.5694,67,-0.1758,61,-0.2737,44,-0.7687,57,-0.3861,40,-0.9092
ENSG00000197724,PHF2,3,-3.6731,16,-1.1892,42,0.40213,45,0.40126,60,0.89843,49,0.57397,16,-1.1615
ENSG00000148110,MFSD14B,68,0.43125,20,-1.4915,63,0.42285,32,-0.7835,49,-0.1273,73,0.54422,41,-0.3854
ENSG00000148120,AOPEP,3,-3.4398,19,-0.7034,20,-0.7904,25,-0.2730,56,1.06373,72,1.55723,33,0.16901
ENSG00000130956,HABP4,99,-0.2635,58,-1.0898,150,0.57852,87,-0.4621,102,-0.2124,114,-0.0445,141,0.30878
ENSG00000136842,TMOD1,3,-3.2235,20,-0.3714,25,-0.0643,7,-1.9140,61,1.52786,33,0.44672,30,0.29005
ENSG00000136938,ANP32B,136,-0.1123,57,-1.4589,51,-1.9192,84,-0.8643,201,0.53404,281,1.12212,401,1.80974
ENSG00000136928,GABBR2,3,-5.2444,90,-0.2306,270,3.69306,3,-5.1046,6,-4.1600,0,-6.8860,21,-2.4249
ENSG00000106803,SEC61B,271,1.69659,32,-1.7859,65,-0.9202,115,0.16260,128,0.33827,107,0.04242,89,-0.2615
ENSG00000241697,TMEFF1,48,-1.3689,90,-0.4179,221,1.77371,35,-1.8408,15,-3.1133,130,0.17628,69,-0.8320
ENSG00000148123,PLPPR1,3,-3.9337,32,-0.4289,47,0.25054,77,1.02448,14,-1.6354,79,1.08606,31,-0.4689
ENSG00000136897,MRPL50,75,1.38275,20,-0.7886,40,0.42519,2,-3.6686,44,0.45807,27,-0.3604,12,-1.5850
ENSG00000136870,ZNF189,38,0.82034,16,-0.5420,11,-1.4398,5,-2.3141,16,-0.6261,62,1.73779,40,0.91577
ENSG00000165152,TMEM246,3,-4.7279,49,-0.6301,170,2.74687,9,-3.0547,26,-1.5842,57,-0.3981,5,-3.8398
ENSG00000155827,RNF20,3,-3.2968,18,-0.6412,30,0.25675,4,-2.7030,46,0.88622,38,0.55732,43,0.78666
ENSG00000136783,NIPSNAP3A,3,-3.4137,14,-1.0900,28,-0.0892,46,0.75221,33,0.20173,61,1.25200,22,-0.4434
ENSG00000070214,SLC44A1,306,0.53069,63,-1.9251,86,-1.7400,80,-1.5724,170,-0.4225,824,2.48619,295,0.46846
ENSG00000119318,RAD23B,143,0.58486,30,-1.8222,129,0.58516,116,0.23354,105,0.06918,84,-0.2889,38,-1.4944
ENSG00000070061,ELP1,3,-3.0541,18,-0.3808,33,0.88621,6,-1.8626,27,0.27044,41,1.00362,10,-1.1696
ENSG00000106771,TMEM245,3,-4.2559,48,-0.1316,90,1.43146,40,-0.4111,31,-0.8182,51,-0.0424,26,-1.0616
ENSG00000260230,FRRS1L,3,-5.1550,66,-0.6248,243,3.28575,8,-3.7176,0,-7.8416,13,-2.9585,58,-0.8248
ENSG00000095203,EPB41L4B,3,-3.0794,21,-0.1599,58,3.28711,3,-2.9668,3,-2.7816,4,-2.5834,0,-7.2328
ENSG00000157654,PALM2-AKAP2,3,-4.5114,43,-0.6027,97,1.08813,34,-0.9352,67,0.11544,59,-0.0992,66,0.09958
ENSG00000136810,TXN,3,-5.6962,84,-0.9147,160,0.11731,216,0.58993,197,0.43098,189,0.36322,194,0.41303
ENSG00000198121,LPAR1,61,-1.7946,66,-1.6769,65,-2.0070,180,-0.1341,118,-0.8018,646,2.20473,499,1.65341
ENSG00000136813,ECPAS,3,-4.2809,32,-0.7888,84,1.14612,9,-2.6089,27,-1.0379,86,0.79826,69,0.43800
ENSG00000173258,ZNF483,3,-6.2782,142,-0.7462,521,2.67851,60,-2.0488,66,-1.8969,89,-1.4533,126,-0.9284
ENSG00000242616,GNG10,3,-4.2501,35,-0.6156,79,1.03951,56,0.11033,8,-2.7651,80,0.70657,49,-0.0942
ENSG00000119471,HSDL2,109,1.22915,18,-1.6904,22,-1.6180,178,2.22451,48,-0.1722,32,-0.8078,29,-0.9503
ENSG00000148153,INIP,3,-2.8907,21,0.06068,26,0.54857,0,-4.9112,0,-5.9609,65,2.11517,16,-0.3691
ENSG00000136867,SLC31A2,3,-3.6178,9,-1.9543,10,-2.1846,14,-1.3718,24,-0.5183,213,4.21302,10,-1.8015
ENSG00000148218,ALAD,449,2.62678,30,-2.0267,44,-1.7403,114,-0.0052,45,-1.4344,146,0.40109,111,-0.0498
ENSG00000095397,WHRN,3,-3.0295,12,-0.9494,26,0.33491,1,-4.3166,8,-1.6091,65,1.92220,34,0.71576
ENSG00000136888,ATP6V1G1,3,-5.3345,64,-0.8639,197,1.54276,99,-0.1745,97,-0.2101,77,-0.5799,65,-0.8397
ENSG00000157693,TMEM268,3,-3.2544,19,-0.4797,58,2.50475,0,-6.7447,4,-2.6524,13,-1.1036,21,-0.3423
ENSG00000148219,ASTN2,145,1.80677,20,-1.4896,76,0.89270,29,-0.9037,11,-2.2870,30,-0.9001,10,-2.5199
ENSG00000136869,TLR4,193,2.56883,8,-2.6292,20,-1.6676,135,1.77347,17,-1.6560,9,-2.4988,26,-0.9903
ENSG00000078725,BRINP1,46,-0.0003,17,-1.4769,66,0.86807,125,1.78716,0,-7.1250,10,-2.3304,17,-1.5028
ENSG00000136861,CDK5RAP2,3,-3.3168,24,-0.1858,29,0.17429,13,-1.0923,58,1.31060,43,0.77073,14,-0.9678
ENSG00000106780,MEGF9,3,-4.5950,28,-1.3212,93,0.82059,53,-0.3375,38,-0.8689,160,1.55149,33,-1.0742
ENSG00000119402,FBXW2,108,1.66208,20,-1.1363,41,-0.0549,26,-0.7289,49,0.24887,40,-0.0863,12,-1.8720
ENSG00000119396,RAB14,124,0.24553,46,-1.2922,122,0.28963,95,-0.1892,78,-0.4947,149,0.54803,104,-0.0424
ENSG00000148180,GSN,220,-0.6279,102,-1.7957,84,-2.4054,414,0.38642,995,2.02847,756,1.46466,204,-0.7431
ENSG00000148175,STOM,782,2.42861,71,-1.7177,74,-1.9430,327,0.69725,411,1.10318,58,-2.0147,69,-1.7494
ENSG00000136848,DAB2IP,3,-3.9180,50,0.30259,65,1.14713,21,-1.0139,48,0.25444,20,-1.1289,34,-0.3268
ENSG00000119421,NDUFA8,70,-0.2410,52,-0.7093,97,0.40824,101,0.35748,60,-0.4689,84,0.05635,72,-0.1932
ENSG00000119446,RBM18,3,-3.8712,20,-1.0663,93,2.76628,13,-1.6468,20,-1.0336,15,-1.5007,8,-2.3364
ENSG00000056586,RC3H2,3,-3.9832,21,-1.1462,64,0.96903,62,0.58406,36,-0.2719,45,0.08397,29,-0.6151
ENSG00000011454,RABGAP1,9,-3.0018,34,-1.1149,106,1.02055,70,0.00041,62,-0.2042,68,-0.0586,70,-0.0114
ENSG00000165209,STRBP,119,2.29013,38,0.16533,42,0.44368,1,-4.9210,17,-1.1132,4,-3.1847,6,-2.5730
ENSG00000148204,CRB2,509,4.29644,12,-2.7634,10,-3.4367,57,-0.5096,0,-7.9137,92,0.25007,11,-2.8999
ENSG00000106689,LHX2,47,-0.7310,54,-0.5024,90,0.43808,256,2.29329,17,-2.2419,7,-3.4577,18,-2.1111
ENSG00000136930,PSMB7,35,-1.5309,55,-0.8359,116,0.49087,69,-0.4756,152,0.81800,137,0.63584,46,-1.1106
ENSG00000136942,RPL35,846,-0.4089,581,-0.9920,534,-1.3611,1114,0.03172,2129,1.14451,1277,0.25574,2283,1.27482
ENSG00000136950,ARPC5L,15,-1.9888,21,-1.5703,92,1.18316,79,0.51447,47,-0.3075,21,-1.5239,58,0.01994
ENSG00000119414,PPP6C,242,2.19917,25,-1.6679,65,-0.2482,11,-2.8842,74,0.00972,74,0.01628,40,-0.9554
ENSG00000044574,HSPA5,518,2.17624,40,-2.0949,135,-0.3380,141,-0.1872,200,0.38009,109,-0.6022,17,-3.3383
ENSG00000119487,MAPKAP1,3,-3.0721,22,-0.0361,26,0.28988,43,1.06277,11,-1.0554,29,0.36072,20,-0.2480
ENSG00000196814,MVB12B,13,-2.4645,29,-1.3071,61,-0.2568,22,-1.7284,52,-0.4360,259,2.51996,59,-0.2309
ENSG00000136895,GARNL3,49,0.74416,14,-1.2161,55,1.46820,1,-4.2551,33,0.09471,11,-1.6231,9,-1.9131
ENSG00000136856,SLC2A8,3,-3.0955,9,-1.3933,37,1.12749,39,0.84312,6,-2.0847,36,0.69973,8,-1.6807
ENSG00000197958,RPL12,747,0.05687,322,-1.2604,296,-1.6573,708,-0.0308,1541,1.31535,885,0.33672,1402,1.13927
ENSG00000148356,LRSAM1,3,-2.8735,21,0.06006,35,1.45702,0,-6.7668,21,0.04953,12,-0.7407,19,-0.1052
ENSG00000136854,STXBP1,3,-6.7629,181,-0.8003,731,3.06933,58,-2.5050,126,-1.3506,55,-2.5734,96,-1.7653
ENSG00000136807,CDK9,190,2.78341,22,-1.0888,40,-0.2434,8,-2.6351,25,-0.9288,22,-1.1121,20,-1.2781
ENSG00000106991,ENG,3,-4.5519,40,-0.7414,26,-1.6378,67,0.06760,365,3.75424,2,-5.1280,22,-1.6032
ENSG00000106992,AK1,393,1.46597,69,-1.3976,128,-0.5736,288,0.88890,115,-0.6185,103,-0.7817,177,0.06338
ENSG00000160408,ST6GALNAC6,4,-5.2426,156,0.22785,235,1.43756,154,0.20355,72,-0.9881,33,-2.1709,100,-0.4915
ENSG00000136908,DPM2,229,2.95454,21,-1.3617,42,-0.4154,6,-3.1039,38,-0.4669,18,-1.5969,24,-1.1920
ENSG00000167106,FAM102A,203,1.39724,27,-1.8699,49,-1.1675,102,0.19799,47,-1.0213,216,1.51684,74,-0.3326
ENSG00000148334,PTGES2,92,0.44530,30,-1.3118,117,1.28838,65,-0.1256,38,-0.9628,32,-1.2007,26,-1.5053
ENSG00000171159,C9orf16,228,-0.5201,237,-0.4625,376,0.38808,374,0.27252,270,-0.2573,206,-0.6799,407,0.41554
ENSG00000148337,CIZ1,3,-3.9206,30,-0.4902,73,1.52017,24,-0.8332,6,-2.9288,40,-0.0335,49,0.26237
ENSG00000106976,DNM1,120,-1.7823,247,-0.6800,941,3.23517,55,-2.9317,37,-3.5044,25,-4.0490,113,-1.8621
ENSG00000167110,GOLGA2,93,0.86851,26,-1.1634,62,0.27498,36,-0.6519,54,-0.0292,30,-0.9489,70,0.39014
ENSG00000167112,TRUB2,3,-3.6374,35,0.04797,37,0.16526,32,-0.0926,33,-0.0682,47,0.52364,47,0.52653
ENSG00000167113,COQ4,98,0.88752,27,-1.1683,65,0.27469,58,0.00012,50,-0.2201,63,0.13598,28,-1.1362
ENSG00000167114,SLC27A4,58,0.51112,31,-0.5253,69,1.20885,12,-1.8690,29,-0.6319,42,-0.0111,5,-3.0688
ENSG00000167118,URM1,3,-3.4957,26,-0.2648,47,1.03166,20,-0.6525,31,0.01105,46,0.67091,10,-1.6694
ENSG00000207955,AL359091.1,47,-0.5290,22,-1.6846,13,-2.8227,23,-1.6298,121,1.03033,278,2.81181,63,-0.0580
ENSG00000167123,CERCAM,212,0.93636,47,-1.4691,20,-3.0642,36,-1.8706,79,-0.6754,520,2.84255,142,0.24442
ENSG00000197694,SPTAN1,591,1.31187,144,-1.0218,373,0.70406,141,-1.0594,208,-0.4549,88,-1.7595,201,-0.5133
ENSG00000119335,SET,158,-0.1398,103,-0.8046,122,-0.6933,92,-0.9875,274,0.78339,269,0.75202,286,0.85955
ENSG00000160445,ZER1,126,0.46684,75,-0.3778,176,1.70035,25,-2.0327,53,-0.8986,39,-1.3793,6,-4.0344
ENSG00000107021,TBC1D13,3,-4.6535,49,-0.5458,119,1.43966,47,-0.6035,53,-0.4063,57,-0.2899,53,-0.4167
ENSG00000136802,LRRC8A,399,2.14466,32,-2.0885,98,-0.4794,262,1.28877,59,-1.1457,13,-3.3291,58,-1.1940
