Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2to3,Feature log2 fold change topic 2to3,Feature count topic 4to5,Feature log2 fold change topic 4to5,Feature count topic 6,Feature log2 fold change topic 6,Feature count topic 7,Feature log2 fold change topic 7,Feature count topic 8to9,Feature log2 fold change topic 8to9,Feature count topic 10,Feature log2 fold change topic 10,Feature count topic 11,Feature log2 fold change topic 11
ENSG00000148291,SURF2,29,-0.1189,32,0.05644,32,0.05002,24,-0.3919,28,-0.1797,32,0.03616,38,0.33060,31,0.01393
ENSG00000148248,SURF4,63,0.04933,83,0.56751,48,-0.4188,64,0.08207,80,0.42409,63,0.04183,36,-0.8178,42,-0.5954
ENSG00000148300,REXO4,25,0.26702,20,-0.0727,21,0.04625,18,-0.2336,35,0.84500,18,-0.2590,19,-0.1441,14,-0.6156
ENSG00000160326,SLC2A6,9,-1.8771,40,0.46937,32,0.05307,23,-0.4505,34,0.16168,51,0.93041,15,-1.0576,13,-1.3119
ENSG00000197859,ADAMTSL2,7,-1.0805,9,-0.6265,20,0.65171,5,-1.5249,16,0.20882,24,0.98762,8,-0.8476,11,-0.3118
ENSG00000160293,VAV2,6,-1.1379,4,-1.6639,13,0.05890,37,1.90309,19,0.70448,6,-1.2200,13,0.15424,14,0.20692
ENSG00000235106,BRD3OS,22,-1.0643,51,0.22899,52,0.26093,53,0.26999,42,-0.1004,48,0.11722,27,-0.7613,47,0.06331
ENSG00000169925,BRD3,81,1.05073,19,-1.3303,44,0.07040,67,0.74287,46,0.14360,35,-0.3275,36,-0.2621,41,-0.0559
ENSG00000196363,WDR5,18,-0.4102,22,-0.0403,22,-0.0450,22,-0.0542,36,0.73727,27,0.28666,12,-0.9168,20,-0.1858
ENSG00000186350,RXRA,28,-0.2137,19,-0.8312,26,-0.3464,31,-0.0506,55,0.88083,24,-0.4654,60,1.03574,38,0.28315
ENSG00000130558,OLFM1,117,-3.2964,1948,1.17983,1086,0.04673,341,-1.7254,778,-0.4809,1469,0.60341,467,-1.2573,926,-0.2094
ENSG00000196422,PPP1R26,14,-0.7246,26,0.28416,24,0.12959,23,0.02223,14,-0.6746,24,0.13378,22,-0.0458,24,0.13455
ENSG00000160345,C9orf116,8,-0.7971,17,0.30450,13,-0.1204,14,-0.0389,9,-0.6883,19,0.56105,8,-0.7974,17,0.33587
ENSG00000122140,MRPS2,28,-0.4425,33,-0.2380,30,-0.3783,40,0.08576,58,0.68403,45,0.30704,44,0.24342,30,-0.3864
ENSG00000107147,KCNT1,2,-3.8682,30,0.15413,24,-0.2763,49,0.92438,41,0.63330,37,0.50860,19,-0.5849,13,-1.1402
ENSG00000130559,CAMSAP1,25,-0.9817,62,0.50161,35,-0.4918,52,0.13812,49,0.06872,67,0.63205,26,-0.8824,38,-0.3165
ENSG00000130560,UBAC1,99,0.28171,97,0.27078,94,0.22356,77,-0.1117,55,-0.6460,68,-0.3338,87,0.07171,77,-0.1171
ENSG00000148411,NACC2,104,1.19505,43,-0.2526,45,-0.1905,32,-0.7038,30,-0.7772,19,-1.6028,115,1.37580,59,0.25042
ENSG00000238227,TMEM250,19,-1.0518,58,0.80210,43,0.23023,17,-1.2056,34,-0.1584,42,0.20058,21,-0.8892,37,-0.0245
ENSG00000165661,QSOX2,9,-0.0636,11,0.23160,7,-0.4657,11,0.17251,9,-0.0092,11,0.18508,11,0.27499,7,-0.5046
ENSG00000160360,GPSM1,26,-0.6715,32,-0.3836,36,-0.2187,40,-0.0225,64,0.73931,47,0.25649,51,0.35919,35,-0.2233
ENSG00000165684,SNAPC4,5,-1.5562,15,0.08398,15,0.05365,17,0.22849,18,0.32204,19,0.44362,11,-0.3708,11,-0.4276
ENSG00000165689,ENTR1,14,0.90745,8,0.08923,3,-1.3460,5,-0.7688,9,0.17989,12,0.64713,4,-1.0629,10,0.29720
ENSG00000165688,PMPCA,26,-0.4310,37,0.13710,37,0.13496,21,-0.7487,42,0.33448,44,0.45288,24,-0.5379,27,-0.3531
ENSG00000148384,INPP5E,5,-1.7975,22,0.23403,20,0.11331,21,0.14889,18,-0.0555,24,0.40108,21,0.18588,11,-0.7962
ENSG00000148396,SEC16A,21,-1.0200,49,0.26639,46,0.15457,44,0.06549,58,0.50765,43,0.03353,34,-0.3414,30,-0.4979
ENSG00000148400,NOTCH1,71,2.62658,4,-2.3129,4,-2.2891,25,0.66831,6,-1.5922,2,-2.8905,56,2.11486,5,-1.6272
ENSG00000172889,EGFL7,13,-2.7691,71,-0.2912,99,0.29866,73,-0.2182,84,0.00654,139,0.95618,58,-0.5678,76,-0.1572
ENSG00000169692,AGPAT2,2,-2.3130,19,0.76677,14,0.23762,6,-1.1439,5,-1.2090,17,0.51336,13,0.04404,11,-0.2160
ENSG00000165716,DIPK1B,10,-2.3380,50,-0.0171,50,-0.0235,41,-0.3437,66,0.43394,76,0.74487,48,-0.0674,39,-0.3961
ENSG00000233016,SNHG7,42,0.50850,30,-0.0722,39,0.40528,21,-0.6088,24,-0.3742,36,0.25756,27,-0.1820,17,-0.9404
ENSG00000244187,TMEM141,71,-0.1070,96,0.41074,82,0.13507,39,-1.0202,49,-0.6848,98,0.44862,57,-0.4565,71,-0.1128
ENSG00000196642,RABL6,86,-0.3940,112,0.02582,125,0.22083,94,-0.2440,115,0.06669,118,0.11151,98,-0.1948,112,0.02695
ENSG00000232434,AJM1,18,-1.3029,49,0.24220,44,0.03467,33,-0.3869,52,0.29680,44,0.02803,42,-0.0476,54,0.36510
ENSG00000054148,PHPT1,225,0.32340,207,0.21102,170,-0.1450,222,0.29769,111,-0.7907,135,-0.5287,226,0.32872,218,0.27121
ENSG00000107223,EDF1,318,-0.0957,357,0.09754,310,-0.1476,349,0.05182,323,-0.0714,359,0.10828,344,0.03016,329,-0.0419
ENSG00000159069,FBXW5,52,-0.3616,77,0.27334,73,0.18166,54,-0.3208,54,-0.3068,64,-0.0447,53,-0.3334,84,0.37896
ENSG00000107317,PTGDS,4410,2.12257,591,-1.3263,1017,-0.4500,1570,0.27652,596,-1.2238,313,-2.3014,3120,1.45020,995,-0.4438
ENSG00000148362,PAXX,80,0.56900,54,-0.0786,57,0.03357,52,-0.1288,37,-0.6425,52,-0.1528,72,0.40159,52,-0.1174
ENSG00000107331,ABCA2,445,2.37683,99,-0.3076,64,-1.0113,129,0.14691,102,-0.2344,74,-0.7767,95,-0.3313,52,-1.2560
ENSG00000107281,NPDC1,84,-1.5931,308,0.44750,194,-0.3716,241,0.00550,271,0.19044,340,0.63710,175,-0.4956,190,-0.3646
ENSG00000177239,MAN1B1,24,-0.8953,50,0.27041,39,-0.1531,58,0.46078,67,0.70998,45,0.08346,26,-0.7799,30,-0.5516
ENSG00000176978,DPP7,81,0.18566,56,-0.4402,82,0.22301,76,0.08537,82,0.19758,64,-0.2027,90,0.35859,61,-0.2632
ENSG00000176884,GRIN1,28,-3.5269,384,0.46879,276,-0.1284,342,0.22520,330,0.16742,413,0.60705,156,-0.9910,264,-0.1852
ENSG00000176248,ANAPC2,9,0.10956,8,-0.2063,8,-0.1921,13,0.56793,9,0.04359,10,0.29245,6,-0.4788,7,-0.3056
ENSG00000176101,SSNA1,138,1.06596,78,0.13690,67,-0.1237,57,-0.3628,78,0.12021,55,-0.4561,53,-0.4805,67,-0.1126
ENSG00000176058,TPRN,95,2.13104,17,-0.8510,15,-1.0096,28,0.03222,29,0.06259,27,-0.0320,21,-0.4653,16,-0.8401
ENSG00000187713,TMEM203,21,-1.1874,59,0.48154,46,0.02058,62,0.50934,49,0.12481,52,0.24397,25,-0.9029,27,-0.7763
ENSG00000212864,RNF208,20,-2.1891,93,0.13448,91,0.08955,99,0.21608,111,0.39612,101,0.26964,68,-0.3835,84,-0.0450
ENSG00000188229,TUBB4B,106,-1.6646,286,-0.1825,300,-0.1003,269,-0.2593,400,0.37340,566,1.10826,210,-0.6428,203,-0.6972
ENSG00000188986,NELFB,45,-0.1759,45,-0.2163,64,0.41195,37,-0.4867,52,0.03868,56,0.17789,52,0.05379,42,-0.2976
ENSG00000198435,NRARP,5,-0.8063,12,0.59529,7,-0.3650,4,-1.0004,3,-1.3490,10,0.25111,17,1.06350,8,-0.2014
ENSG00000187609,EXD3,7,-0.4098,9,0.02609,9,-0.0159,12,0.35353,11,0.30487,10,0.17942,7,-0.4700,7,-0.3305
ENSG00000188747,NOXA1,5,-1.1576,18,0.81438,11,-0.1759,7,-0.8224,14,0.24133,14,0.34680,8,-0.5761,9,-0.4253
ENSG00000165802,NSMF,89,-1.1353,184,-0.0154,182,-0.0382,174,-0.0995,182,-0.0326,131,-0.5895,305,0.80717,299,0.77721
ENSG00000182154,MRPL41,154,-0.1318,190,0.23008,181,0.13593,140,-0.2780,158,-0.0936,153,-0.1523,157,-0.0997,183,0.14394
ENSG00000148399,DPH7,12,0.11199,11,-0.0646,11,-0.1381,14,0.31785,12,0.06172,16,0.62419,7,-0.8145,5,-1.0873
ENSG00000165724,ZMYND19,9,-1.2854,24,0.27223,23,0.16738,29,0.52051,18,-0.2266,25,0.35310,12,-0.8445,16,-0.3821
ENSG00000197070,ARRDC1,14,0.12067,18,0.63264,15,0.29042,12,-0.1059,10,-0.3513,11,-0.2820,10,-0.4022,7,-0.9436
ENSG00000203993,ARRDC1-AS1,12,0.26354,9,-0.1198,7,-0.5029,9,-0.1042,8,-0.3567,10,0.12628,17,0.90862,8,-0.2680
ENSG00000181090,EHMT1,17,0.25465,15,0.07400,18,0.33918,9,-0.6601,9,-0.7239,12,-0.3388,27,0.98532,8,-0.8344
ENSG00000148408,CACNA1B,3,-3.8707,70,0.53270,43,-0.3085,57,0.14028,81,0.71706,69,0.51324,22,-1.2997,44,-0.2507
ENSG00000015171,ZMYND11,89,-0.0283,78,-0.2607,94,0.06634,113,0.34396,120,0.45297,85,-0.1187,90,-0.0125,72,-0.3582
ENSG00000151240,DIP2C,63,0.37046,53,0.09695,35,-0.6173,62,0.34895,81,0.79569,49,-0.0148,32,-0.6788,37,-0.4780
ENSG00000107929,LARP4B,26,-0.5144,37,0.00150,35,-0.0628,49,0.47986,39,0.09282,46,0.40563,25,-0.5995,28,-0.4303
ENSG00000107937,GTPBP4,25,-0.3539,36,0.26712,33,0.09136,29,-0.0907,35,0.15889,40,0.44921,22,-0.5350,14,-1.2114
ENSG00000067064,IDI1,120,-0.3663,140,-0.1435,124,-0.3514,211,0.52769,197,0.41033,187,0.37230,147,-0.0527,96,-0.7111
ENSG00000047056,WDR37,7,-1.7754,23,0.04755,20,-0.1867,28,0.36818,27,0.28609,27,0.32573,31,0.53688,13,-0.8101
ENSG00000185736,ADARB2,83,2.52618,14,-0.5929,6,-1.8070,15,-0.4236,5,-2.0202,2,-3.5603,64,1.98122,11,-0.8846
ENSG00000067057,PFKP,52,-2.1996,112,-1.1313,207,-0.1266,279,0.36645,460,1.21148,402,1.13666,116,-0.9985,96,-1.2877
ENSG00000107959,PITRM1,29,-1.0654,52,-0.1980,76,0.47362,64,0.13359,78,0.45483,66,0.20216,49,-0.2929,37,-0.7039
ENSG00000226762,LINC02668,1,-2.7887,12,0.41231,9,-0.1685,2,-2.1221,4,-1.4370,26,1.94814,0,-5.2457,7,-0.4083
ENSG00000067082,KLF6,21,-0.8789,29,-0.4225,38,0.05298,53,0.59378,49,0.44766,44,0.32191,37,0.01149,24,-0.6798
ENSG00000173848,NET1,34,0.95940,7,-1.4904,15,-0.3885,45,1.42156,21,0.12973,15,-0.4385,30,0.71360,5,-1.8424
ENSG00000196372,ASB13,17,-0.1395,27,0.61914,21,0.19426,14,-0.5134,19,-0.0185,20,0.07957,15,-0.3826,9,-1.1589
ENSG00000108021,TASOR2,30,0.68103,14,-0.5277,17,-0.3079,23,0.25475,23,0.26036,23,0.24122,16,-0.2971,17,-0.2167
ENSG00000057608,GDI2,111,0.05937,92,-0.2660,88,-0.3316,144,0.47798,146,0.50275,121,0.21398,105,-0.0350,70,-0.6641
ENSG00000134461,ANKRD16,8,-0.3058,11,0.15573,10,0.12516,14,0.59902,8,-0.3401,8,-0.2154,11,0.15865,7,-0.5051
ENSG00000134452,FBH1,30,0.03511,30,0.05770,26,-0.2073,35,0.25871,47,0.75818,30,0.04825,20,-0.6197,19,-0.6908
ENSG00000134453,RBM17,113,1.27700,36,-0.6406,40,-0.4706,51,-0.0493,54,0.04142,57,0.16799,48,-0.1173,44,-0.2747
ENSG00000170525,PFKFB3,57,0.33362,59,0.43571,38,-0.3443,32,-0.5753,43,-0.1053,43,-0.1397,67,0.58926,31,-0.6111
ENSG00000237943,PRKCQ-AS1,64,3.45950,0,-4.2363,3,-1.7709,6,-0.8863,20,0.98983,7,-0.6317,4,-1.4293,3,-1.9546
ENSG00000198879,SFMBT2,9,-0.2586,3,-2.0202,9,-0.2987,23,1.16001,35,1.92747,8,-0.6155,8,-0.5043,8,-0.4736
ENSG00000123243,ITIH5,12,0.22441,3,-1.6943,12,0.30928,7,-0.4631,4,-1.2541,4,-1.4176,44,2.61533,5,-0.9072
ENSG00000151657,KIN,10,0.17541,5,-0.8445,7,-0.4878,9,-0.0560,16,0.90979,13,0.60295,7,-0.3934,8,-0.1509
ENSG00000165629,ATP5F1C,89,-1.2494,237,0.28203,197,-0.0487,235,0.24305,218,0.11623,244,0.33686,181,-0.1750,147,-0.5025
ENSG00000165632,TAF3,35,0.86973,4,-2.5117,27,0.49187,20,-0.0615,28,0.52538,18,-0.2503,21,0.06113,24,0.22651
ENSG00000270111,CELF2-DT,2,-3.0690,19,0.39502,17,0.23228,7,-1.0598,17,0.21512,19,0.43872,9,-0.7879,20,0.43485
ENSG00000048740,CELF2,55,-1.8747,183,-0.0465,200,0.10351,215,0.20888,310,0.81074,226,0.32965,130,-0.5825,145,-0.4118
ENSG00000151461,UPF2,47,0.14321,24,-0.9858,70,0.88763,36,-0.2762,38,-0.2144,50,0.26708,31,-0.4876,36,-0.3000
ENSG00000181192,DHTKD1,22,0.94236,3,-1.9755,10,-0.3904,23,0.99930,12,-0.1187,6,-1.0743,32,1.56872,9,-0.5197
ENSG00000065665,SEC61A2,35,-0.6258,67,0.41152,30,-0.9374,68,0.40335,66,0.35992,78,0.71396,23,-1.2535,40,-0.4302
ENSG00000165609,NUDT5,36,1.27530,17,0.03661,12,-0.5025,18,0.11598,17,0.06599,13,-0.4537,18,0.14525,9,-0.8609
ENSG00000151465,CDC123,36,-0.7493,71,0.32175,56,-0.0874,80,0.48654,42,-0.5192,75,0.42696,45,-0.4239,43,-0.5011
ENSG00000183049,CAMK1D,20,-2.8706,193,0.57959,156,0.18216,110,-0.3795,165,0.25336,165,0.29239,99,-0.5456,123,-0.2031
ENSG00000151468,CCDC3,4,-3.2194,44,0.05453,42,-0.0082,18,-1.3128,69,0.80190,59,0.61088,49,0.22571,35,-0.2886
ENSG00000123240,OPTN,136,-0.7360,190,-0.2434,319,0.69867,130,-0.7992,247,0.19441,268,0.36906,144,-0.6482,193,-0.1967
ENSG00000107537,PHYH,18,-0.8304,33,0.10771,32,0.06158,22,-0.5087,31,-0.0149,35,0.17612,49,0.73158,23,-0.4892
ENSG00000086475,SEPHS1,23,-0.1015,25,0.06980,22,-0.1545,29,0.30365,25,0.07784,23,-0.0560,21,-0.2248,26,0.13482
ENSG00000165630,PRPF18,12,0.01091,13,0.27458,7,-0.7972,9,-0.3392,8,-0.5800,18,0.84377,11,-0.0397,9,-0.3342
ENSG00000151474,FRMD4A,35,0.11572,26,-0.3416,39,0.36934,14,-1.2368,35,0.11509,33,0.05274,42,0.42851,30,-0.0944
ENSG00000065809,FAM107B,328,5.28436,0,-6.2712,1,-4.8442,28,-0.4140,25,-0.5737,2,-4.2742,18,-1.0855,1,-4.4584
ENSG00000187522,HSPA14,7,-0.7532,16,0.39966,14,0.20791,15,0.27162,14,0.21654,13,0.04236,10,-0.3314,5,-1.2117
ENSG00000176244,ACBD7,48,0.27212,34,-0.2971,43,0.12117,26,-0.6662,23,-0.8449,14,-1.6406,105,1.60945,59,0.60615
ENSG00000152464,RPP38,9,-0.0827,14,0.69001,8,-0.3319,10,0.05234,7,-0.5098,10,0.11931,7,-0.5112,8,-0.1980
ENSG00000152465,NMT2,23,-0.7902,27,-0.5689,33,-0.2401,56,0.60007,48,0.37237,53,0.58964,37,-0.0679,31,-0.3497
ENSG00000148468,FAM171A1,122,-0.0811,143,0.19643,88,-0.6424,164,0.38903,227,0.93175,130,0.02674,111,-0.2278,66,-1.0260
ENSG00000148481,MINDY3,20,-0.3970,30,0.26056,40,0.75416,15,-0.7994,17,-0.6497,31,0.27803,18,-0.5308,16,-0.7725
ENSG00000148484,RSU1,31,0.29659,35,0.53701,22,-0.2544,11,-1.2375,22,-0.2544,28,0.16160,32,0.35444,17,-0.6660
ENSG00000026025,VIM,161,0.28413,58,-1.3727,79,-0.8848,127,-0.0862,54,-1.3805,38,-2.0325,657,2.98554,131,-0.0436
ENSG00000136738,STAM,37,-0.0892,44,0.19562,40,0.02413,57,0.61162,35,-0.1596,49,0.41691,15,-1.4469,20,-0.9882
ENSG00000148482,SLC39A12,12,-1.4468,15,-1.2120,19,-0.7771,41,0.44231,34,0.15568,9,-1.9431,142,2.81614,25,-0.3113
ENSG00000165995,CACNB2,3,-3.8531,120,1.66598,54,0.07266,30,-0.8261,31,-0.8124,54,0.06249,26,-1.0703,28,-0.9544
ENSG00000165997,ARL5B,16,0.04447,18,0.29798,11,-0.5907,9,-0.8776,18,0.26284,22,0.64355,11,-0.5759,14,-0.1240
ENSG00000120594,PLXDC2,67,1.72736,11,-1.2068,5,-2.3333,50,1.20357,56,1.40470,10,-1.3780,32,0.43036,7,-1.8415
ENSG00000078114,NEBL,90,0.11673,67,-0.3753,73,-0.2372,78,-0.1225,73,-0.2134,69,-0.3418,171,1.18013,92,0.14970
ENSG00000204682,MIR1915HG,7,-0.4380,5,-1.0431,7,-0.5130,20,1.16012,7,-0.5181,11,0.18083,15,0.74628,11,0.25171
ENSG00000078403,MLLT10,22,0.85933,9,-0.5761,15,0.28208,7,-0.8562,8,-0.7088,11,-0.2036,23,0.94362,10,-0.3894
ENSG00000136770,DNAJC1,35,1.53009,5,-1.6497,10,-0.5195,12,-0.1922,10,-0.4452,11,-0.3795,31,1.35971,11,-0.2707
ENSG00000148444,COMMD3,40,0.42431,35,0.27095,33,0.16468,27,-0.1773,25,-0.2965,30,-0.0200,26,-0.2110,18,-0.7806
ENSG00000168283,BMI1,88,0.80763,41,-0.4577,47,-0.2327,67,0.34471,84,0.73149,52,-0.0587,40,-0.4746,32,-0.7895
ENSG00000150867,PIP4K2A,580,3.82941,24,-2.0902,34,-1.5443,102,0.21444,56,-0.7094,31,-1.6930,47,-0.9933,18,-2.3809
ENSG00000148450,MSRB2,96,0.36322,55,-0.5447,76,0.00152,118,0.70915,87,0.20664,53,-0.6027,79,0.06623,88,0.23738
ENSG00000165312,OTUD1,13,-0.5246,22,0.37878,18,-0.0128,20,0.22500,23,0.42515,18,0.04094,15,-0.2912,9,-1.0624
ENSG00000120549,KIAA1217,7,-2.3332,23,-0.5744,17,-1.0403,157,2.95011,62,1.05443,9,-1.9596,16,-1.0567,16,-1.0731
ENSG00000107863,ARHGAP21,335,1.54794,103,-0.4583,126,-0.1160,100,-0.4672,149,0.16916,122,-0.1676,123,-0.1394,70,-1.0051
ENSG00000099256,PRTFDC1,38,1.58362,15,-0.0143,10,-0.6554,14,-0.1021,14,-0.0881,8,-1.0202,21,0.57138,11,-0.4989
ENSG00000151023,ENKUR,14,0.51290,6,-0.8121,5,-1.0049,10,0.08940,11,0.10852,8,-0.3016,26,1.59379,9,-0.1063
ENSG00000185875,THNSL1,7,-1.0134,15,0.10311,16,0.16969,23,0.79372,17,0.28282,16,0.16240,10,-0.5781,6,-1.1901
ENSG00000151025,GPR158,9,-2.5132,40,-0.3435,47,-0.0489,64,0.44641,78,0.77725,79,0.90322,26,-0.9305,25,-1.0114
ENSG00000136750,GAD2,3,-4.8134,58,-0.9014,184,1.19208,216,1.29737,58,-0.8262,51,-1.1078,138,0.53029,90,-0.1431
ENSG00000136754,ABI1,45,-0.8539,100,0.41867,59,-0.5091,100,0.36736,68,-0.2451,87,0.15732,103,0.41974,65,-0.3057
ENSG00000107890,ANKRD26,22,-0.5938,17,-1.1109,31,-0.1259,69,1.19702,30,-0.1384,43,0.46282,40,0.28376,23,-0.5824
ENSG00000136758,YME1L1,40,-0.6415,56,-0.1375,54,-0.1780,73,0.31004,91,0.67040,73,0.33013,51,-0.2740,43,-0.5202
ENSG00000107897,ACBD5,94,1.17433,27,-0.8744,40,-0.2522,52,0.19110,43,-0.1257,48,0.07141,55,0.27173,34,-0.4758
ENSG00000099246,RAB18,76,-0.6629,142,0.34378,118,0.00998,143,0.32082,129,0.15248,119,0.02190,104,-0.1818,79,-0.6073
ENSG00000150054,MPP7,0,-5.0742,18,0.84847,14,0.39876,3,-1.6576,9,-0.3450,18,0.82942,4,-1.5277,8,-0.5399
ENSG00000254635,WAC-AS1,15,-1.0220,23,-0.4271,37,0.42705,29,-0.0355,16,-0.8922,50,0.99252,27,-0.1326,16,-0.8959
ENSG00000095787,WAC,130,0.00977,105,-0.3603,143,0.18586,132,0.03115,160,0.34166,148,0.24000,106,-0.3029,101,-0.3847
ENSG00000165757,JCAD,3,-2.8162,18,-0.4180,24,0.04099,32,0.49632,23,-0.0696,34,0.64976,34,0.56740,15,-0.6703
ENSG00000107951,MTPAP,21,0.12146,11,-0.9341,32,0.94499,17,-0.2234,22,0.22999,19,0.00754,20,0.07083,7,-1.3978
ENSG00000148516,ZEB1,47,0.08837,42,-0.0828,37,-0.2912,53,0.28463,26,-0.8323,42,-0.0823,67,0.67950,50,0.20702
ENSG00000165322,ARHGAP12,21,-0.5655,23,-0.4386,34,0.21110,23,-0.4435,35,0.23638,36,0.31185,45,0.62385,22,-0.4633
ENSG00000170759,KIF5B,405,2.22731,53,-1.2777,99,-0.2559,149,0.40959,124,0.11963,55,-1.2118,89,-0.3997,85,-0.4782
ENSG00000120616,EPC1,28,0.72637,13,-0.5038,22,0.41135,20,0.19242,22,0.33790,15,-0.2560,15,-0.1916,8,-1.1796
ENSG00000216937,CCDC7,27,0.62430,7,-1.4447,9,-1.1065,33,0.92358,14,-0.3828,6,-1.7771,59,1.99548,25,0.45823
ENSG00000150093,ITGB1,116,2.85639,7,-2.0499,8,-1.7391,25,0.01429,19,-0.4318,11,-1.2329,47,1.05317,13,-0.9986
ENSG00000099250,NRP1,1,-3.8933,11,-0.4961,16,0.07780,27,0.95901,28,1.00106,12,-0.3577,23,0.65257,9,-0.8070
ENSG00000108094,CUL2,22,-1.2786,73,0.66004,45,-0.2210,54,0.09595,41,-0.3399,78,0.78958,23,-1.2292,29,-0.8607
ENSG00000095794,CREM,26,-0.8191,60,0.51383,46,0.05228,42,-0.0854,35,-0.3781,56,0.40140,33,-0.4520,32,-0.5100
ENSG00000108100,CCNY,69,-0.3399,72,-0.2887,95,0.18288,73,-0.2442,110,0.39563,104,0.34331,66,-0.3999,82,-0.0707
ENSG00000177283,FZD8,3,-1.9936,7,-0.6270,4,-1.4715,5,-1.1227,5,-1.1518,4,-1.4294,66,3.51681,9,-0.2288
ENSG00000198105,ZNF248,9,-1.4203,34,0.66523,27,0.19205,33,0.52795,22,-0.1245,23,-0.0729,13,-0.9217,17,-0.4928
ENSG00000175395,ZNF25,21,-1.6978,79,0.34125,69,0.09108,85,0.41872,62,-0.0792,92,0.61497,31,-1.1610,42,-0.7020
ENSG00000189180,ZNF33A,44,0.32811,25,-0.6320,37,0.04364,58,0.77871,42,0.25465,34,-0.1040,43,0.29462,17,-1.1511
ENSG00000075407,ZNF37A,29,0.64971,13,-0.6980,15,-0.4027,23,0.22691,35,0.94774,20,0.07940,8,-1.2670,22,0.20725
ENSG00000185904,LINC00839,2,-2.2351,5,-0.9323,10,0.05280,25,1.64298,11,0.27659,11,0.23633,3,-1.7806,11,0.24265
ENSG00000196693,ZNF33B,8,-0.2814,8,-0.3258,5,-0.9793,14,0.54376,10,0.00280,14,0.56804,13,0.45190,9,-0.0942
ENSG00000165733,BMS1,14,-0.7523,20,-0.2519,21,-0.1504,13,-0.8279,28,0.27288,38,0.91399,23,0.00783,18,-0.3606
ENSG00000169826,CSGALNACT2,8,-0.3990,7,-0.7332,5,-1.0498,15,0.48131,21,1.08112,13,0.31215,20,0.97119,4,-1.3644
ENSG00000198915,RASGEF1A,19,-1.0851,58,0.71730,38,-0.0636,49,0.34790,45,0.21335,39,-0.0217,23,-0.8116,26,-0.6029
ENSG00000169813,HNRNPF,67,1.67616,14,-0.9616,20,-0.3855,24,-0.0449,24,-0.0746,15,-0.8120,49,1.12935,11,-1.1510
ENSG00000169740,ZNF32,54,0.09305,63,0.38126,49,-0.0695,81,0.74538,35,-0.5888,45,-0.2169,36,-0.5627,42,-0.3118
ENSG00000107562,CXCL12,7,-0.4106,7,-0.3227,11,0.36205,7,-0.3809,3,-1.4362,6,-0.6710,26,1.75930,7,-0.3097
ENSG00000107551,RASSF4,49,1.31351,5,-2.1551,24,0.12063,20,-0.1801,26,0.24508,18,-0.3330,36,0.77454,18,-0.2874
ENSG00000165512,ZNF22,33,1.04809,15,-0.2652,17,0.01620,33,1.03460,12,-0.5496,9,-0.9956,18,0.08949,11,-0.6813
ENSG00000165406,MARCH8,32,1.67908,13,0.22646,7,-0.9214,12,-0.0073,5,-1.1662,9,-0.4337,13,0.16977,9,-0.3974
ENSG00000172661,WASHC2C,13,-0.0892,11,-0.4547,14,0.04759,14,0.05479,15,0.11419,19,0.59648,15,0.06601,7,-0.9334
ENSG00000265354,TIMM23,23,-1.0553,48,0.07302,44,-0.0720,35,-0.4373,59,0.37601,68,0.70381,34,-0.4616,37,-0.3443
ENSG00000266412,NCOA4,98,0.43022,65,-0.2264,63,-0.2939,98,0.43504,88,0.26836,76,0.04485,86,0.22308,41,-0.9084
ENSG00000266524,GDF10,2,-2.2729,2,-2.1395,17,0.99209,1,-3.3315,9,-0.1017,22,1.56674,11,0.13120,3,-1.4880
ENSG00000265763,ZNF488,21,0.74093,9,-0.6784,16,0.32607,3,-2.0562,3,-2.2681,23,1.03003,8,-0.7317,15,0.21871
ENSG00000170324,FRMPD2,7,-3.3606,74,0.16997,109,0.90629,0,-7.4930,13,-2.4776,140,1.46170,16,-2.1037,56,-0.2877
ENSG00000107643,MAPK8,20,-1.4391,47,-0.1688,49,-0.0841,42,-0.3221,89,0.88368,77,0.73934,47,-0.1554,24,-1.1450
ENSG00000165633,VSTM4,17,0.90680,12,0.34178,5,-0.8873,5,-0.9093,7,-0.4537,11,0.25086,15,0.69922,5,-0.9970
ENSG00000225830,ERCC6,11,0.37896,10,0.20759,11,0.32316,7,-0.2541,4,-1.2447,11,0.32674,2,-1.9937,10,0.19743
ENSG00000197444,OGDHL,15,-2.3086,70,-0.0669,68,-0.1138,77,0.09659,108,0.64762,106,0.69718,47,-0.6647,63,-0.2294
ENSG00000227345,PARG,13,-0.5317,24,0.46343,13,-0.6548,28,0.64997,21,0.19877,20,0.08569,13,-0.6196,18,-0.0775
ENSG00000099290,WASHC2A,21,0.06970,18,-0.1382,18,-0.1701,39,1.08359,26,0.40400,19,-0.0650,14,-0.5577,9,-1.2062
ENSG00000198964,SGMS1,43,1.22993,14,-0.5625,15,-0.5187,24,0.27337,26,0.35886,17,-0.2886,23,0.19280,15,-0.4790
ENSG00000185532,PRKG1,5,-0.9019,4,-1.3261,8,-0.2208,13,0.51737,12,0.46199,7,-0.5237,30,1.96589,4,-1.0336
ENSG00000177613,CSTF2T,29,0.00748,28,-0.0207,29,0.01604,40,0.54373,29,0.02214,34,0.29364,18,-0.7282,17,-0.7786
