Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2to3,Feature log2 fold change topic 2to3,Feature count topic 4to5,Feature log2 fold change topic 4to5,Feature count topic 6,Feature log2 fold change topic 6,Feature count topic 7,Feature log2 fold change topic 7,Feature count topic 8to9,Feature log2 fold change topic 8to9,Feature count topic 10,Feature log2 fold change topic 10,Feature count topic 11,Feature log2 fold change topic 11
ENSG00000124098,FAM210B,42,0.32483,52,0.77410,40,0.25747,16,-1.1331,10,-1.8091,29,-0.2770,37,0.14045,29,-0.2449
ENSG00000101138,CSTF1,11,-0.8137,23,0.38792,13,-0.5826,28,0.67918,29,0.72278,17,-0.1233,19,0.00801,10,-0.8901
ENSG00000022277,RTF2,170,0.83794,118,0.26671,97,-0.0796,84,-0.3081,59,-0.8366,93,-0.1584,95,-0.1104,95,-0.1048
ENSG00000101144,BMP7,46,1.02530,10,-1.4857,19,-0.4319,29,0.28126,8,-1.5814,5,-2.5299,98,2.46583,22,-0.1562
ENSG00000101146,RAE1,28,-0.4789,40,0.06478,30,-0.4364,62,0.77609,50,0.42495,54,0.61511,18,-1.1215,17,-1.2274
ENSG00000256222,MTRNR2L3,18,0.01040,17,-0.0285,22,0.42089,11,-0.7481,7,-1.2636,8,-1.2510,32,0.96132,30,0.88367
ENSG00000132819,RBM38,17,0.65940,3,-1.9893,6,-0.8671,19,0.88696,6,-0.9415,12,0.14684,29,1.64863,7,-0.6402
ENSG00000124225,PMEPA1,72,0.61635,32,-0.7132,54,0.16895,52,0.10280,70,0.56128,54,0.15938,31,-0.7279,36,-0.4894
ENSG00000124209,RAB22A,38,-0.5701,55,-0.0010,44,-0.3903,62,0.18965,79,0.59301,63,0.25335,57,0.04889,44,-0.3315
ENSG00000124164,VAPB,47,-0.5398,56,-0.2764,62,-0.0991,123,1.01445,82,0.33460,73,0.18511,49,-0.4753,43,-0.6486
ENSG00000124222,STX16,56,0.60516,27,-0.5777,30,-0.4160,42,0.12711,43,0.17304,49,0.43074,42,0.13122,28,-0.4864
ENSG00000215440,NPEPL1,12,0.68258,12,0.77970,6,-0.5881,5,-0.7840,6,-0.5363,4,-1.0187,15,0.94118,7,-0.2522
ENSG00000087460,GNAS,773,-1.5883,2065,-0.0983,2209,0.01964,4034,1.01266,2228,0.03122,2465,0.21628,1996,-0.1422,1518,-0.5679
ENSG00000101158,NELFCD,41,0.65613,26,-0.1146,37,0.54148,28,0.05545,30,0.12834,22,-0.3850,12,-1.2330,21,-0.4035
ENSG00000101160,CTSZ,14,0.11250,3,-2.3186,14,0.11303,25,1.07260,19,0.61331,11,-0.3012,19,0.66334,10,-0.4084
ENSG00000124172,ATP5F1E,1230,0.01468,1316,0.13710,1319,0.14065,1333,0.14256,965,-0.3665,1076,-0.2159,1230,0.01450,1225,0.00762
ENSG00000101166,PRELID3B,49,1.20269,20,-0.2444,22,-0.1394,12,-0.9953,22,-0.1293,21,-0.1980,29,0.35308,21,-0.2020
ENSG00000087495,PHACTR3,157,1.24847,69,-0.1209,71,-0.0666,68,-0.1395,60,-0.3335,60,-0.3546,65,-0.2177,65,-0.2151
ENSG00000196227,FAM217B,72,-0.6724,113,0.01929,121,0.14420,145,0.41885,134,0.29493,134,0.33018,80,-0.5105,60,-0.9620
ENSG00000179242,CDH4,8,-1.4738,18,-0.3115,16,-0.4949,18,-0.2804,27,0.30286,20,-0.1203,59,1.66152,20,-0.1778
ENSG00000149657,LSM14B,23,-1.1422,60,0.38729,47,-0.0471,52,0.12854,65,0.47939,53,0.17069,36,-0.4642,35,-0.5038
ENSG00000101182,PSMA7,257,-0.1801,342,0.30488,229,-0.3950,292,0.01652,256,-0.1912,399,0.59707,217,-0.4484,212,-0.4847
ENSG00000184402,SS18L1,12,-1.3322,33,0.18174,25,-0.3174,41,0.51496,45,0.65492,36,0.32440,19,-0.6995,23,-0.3575
ENSG00000101181,MTG2,13,0.12794,11,-0.0875,15,0.37557,7,-0.8511,14,0.27836,15,0.38588,11,-0.0961,4,-1.5297
ENSG00000101180,HRH3,3,-3.4566,14,-1.4534,75,1.47863,36,0.03249,30,-0.2480,44,0.38934,24,-0.5687,29,-0.3148
ENSG00000130703,OSBPL2,24,-0.4377,28,-0.2618,33,0.04266,49,0.66198,29,-0.1437,31,-0.0684,42,0.41322,27,-0.2689
ENSG00000130706,ADRM1,58,-0.1413,69,0.14011,64,0.01268,65,0.01752,57,-0.1769,72,0.20307,54,-0.2708,59,-0.1325
ENSG00000171858,RPS21,2037,0.81923,1153,-0.1198,1250,0.02275,1041,-0.2675,839,-0.6023,829,-0.6746,1679,0.49643,1517,0.33077
ENSG00000149679,CABLES2,3,-1.5301,11,0.32697,9,0.03017,5,-0.9115,12,0.37263,14,0.74908,2,-1.7979,10,0.12947
ENSG00000101189,MRGBP,10,-0.1942,16,0.69576,15,0.61838,7,-0.5679,5,-1.2437,14,0.38977,4,-1.5828,4,-1.2985
ENSG00000060491,OGFR,19,-1.0297,33,-0.1650,42,0.23065,29,-0.3423,49,0.45371,53,0.65694,27,-0.4543,24,-0.6473
ENSG00000092758,COL9A3,70,2.98187,2,-2.6983,2,-2.5104,9,-0.6083,24,0.87655,14,-0.0106,10,-0.5384,4,-1.8941
ENSG00000101190,TCFL5,50,1.34568,16,-0.5578,26,0.30376,18,-0.3406,21,-0.1126,18,-0.3617,20,-0.1368,15,-0.5904
ENSG00000101191,DIDO1,18,-0.1897,20,-0.0502,19,-0.1434,29,0.55721,24,0.24297,24,0.24999,9,-1.2371,21,0.00851
ENSG00000101193,GID8,28,-0.6521,39,-0.1419,35,-0.3163,64,0.66850,55,0.42551,43,0.03399,47,0.16413,37,-0.2126
ENSG00000225978,HAR1A,1,-3.3924,18,0.71190,14,0.19830,6,-0.9503,10,-0.3592,16,0.50594,7,-0.7510,14,0.20048
ENSG00000149658,YTHDF1,31,0.35261,32,0.49210,16,-0.6694,44,0.93463,20,-0.3197,23,-0.1484,21,-0.2763,13,-0.9840
ENSG00000101198,NKAIN4,115,1.56961,26,-0.9305,35,-0.4302,53,0.23562,16,-1.5448,11,-2.1683,133,1.83807,38,-0.2784
ENSG00000101199,ARFGAP1,27,-0.1428,28,-0.1124,28,-0.0799,31,0.09008,34,0.22516,38,0.46168,21,-0.5476,24,-0.3339
ENSG00000101204,CHRNA4,4,-2.4591,4,-2.4174,14,-0.6421,49,1.42632,55,1.63443,21,0.00830,27,0.42279,15,-0.4562
ENSG00000075043,KCNQ2,19,-2.6704,105,-0.1559,154,0.52766,109,-0.0820,163,0.56414,121,0.09628,94,-0.3099,119,0.05139
ENSG00000101210,EEF1A2,65,-3.1357,530,0.01017,620,0.29394,652,0.34166,528,0.00505,698,0.51340,412,-0.3830,441,-0.2805
ENSG00000125534,PPDPF,422,0.69567,303,0.17436,210,-0.4620,301,0.14477,246,-0.1724,253,-0.1444,262,-0.0787,261,-0.0831
ENSG00000232442,MHENCR,14,0.87128,8,0.01610,8,-0.0757,7,-0.3021,4,-0.9035,8,0.05809,9,0.17832,6,-0.3569
ENSG00000197457,STMN3,75,-2.6155,447,0.07701,372,-0.2470,635,0.63937,601,0.54641,523,0.35839,336,-0.3796,382,-0.1815
ENSG00000101246,ARFRP1,43,0.18833,35,-0.1505,39,0.04811,22,-0.8180,54,0.55946,40,0.07625,36,-0.0986,36,-0.0744
ENSG00000197114,ZGPAT,4,-1.6106,12,0.19865,11,0.02319,12,0.13188,7,-0.5932,21,1.14276,6,-0.9946,5,-1.1542
ENSG00000203896,LIME1,6,-0.9978,24,1.51639,4,-1.4855,13,0.18125,16,0.56763,6,-0.9792,7,-0.6356,12,0.11060
ENSG00000125520,SLC2A4RG,40,1.46270,14,-0.3124,14,-0.2415,13,-0.3866,10,-0.6737,8,-1.1314,30,0.98175,16,-0.0721
ENSG00000130584,ZBTB46,2,-1.9348,12,0.57309,9,0.04379,12,0.53489,16,0.98781,5,-0.8630,6,-0.3746,6,-0.4743
ENSG00000101150,TPD52L2,35,-0.0840,50,0.54434,23,-0.7787,40,0.10598,43,0.21170,40,0.11752,36,-0.0723,30,-0.3594
ENSG00000101152,DNAJC5,57,-1.4534,147,-0.0094,157,0.11133,183,0.33949,180,0.31623,172,0.27450,137,-0.1165,115,-0.3877
ENSG00000198276,UCKL1,26,0.91801,22,0.74235,9,-0.8340,11,-0.3783,18,0.31439,14,-0.1125,9,-0.6660,7,-1.0065
ENSG00000196700,ZNF512B,6,-1.8019,14,-0.5190,24,0.35622,33,0.85294,26,0.44980,21,0.17112,15,-0.4259,16,-0.3269
ENSG00000101161,PRPF6,68,0.26468,42,-0.5303,53,-0.1444,60,0.05587,80,0.52648,65,0.21938,61,0.09190,44,-0.4080
ENSG00000171703,TCEA2,85,-0.7353,138,0.00757,167,0.35124,142,0.04887,97,-0.5395,157,0.23533,115,-0.2769,148,0.12217
ENSG00000125510,OPRL1,1,-2.8581,17,0.64562,8,-0.6878,26,1.24248,16,0.45341,12,-0.0317,8,-0.6243,7,-0.7549
ENSG00000171695,LKAAEAR1,3,-2.4445,19,0.22321,25,0.68586,12,-0.5801,12,-0.5559,21,0.38014,18,0.13300,12,-0.5700
ENSG00000203880,PCMTD2,42,-0.0396,36,-0.2929,37,-0.2861,65,0.65817,58,0.46068,47,0.13321,48,0.17986,23,-0.9667
ENSG00000280071,GATD3B,21,0.29091,13,-0.4300,17,-0.0508,18,0.04615,21,0.32043,20,0.24550,16,-0.1185,14,-0.2959
ENSG00000185272,RBM11,3,-1.6486,8,-0.2558,10,0.13559,9,-0.0213,19,1.15762,13,0.57180,4,-1.1636,5,-0.8418
ENSG00000155304,HSPA13,43,-1.1388,96,0.11967,79,-0.2189,130,0.59172,135,0.65343,112,0.39533,45,-1.0592,62,-0.5748
ENSG00000180530,NRIP1,17,-1.1332,42,0.32888,41,0.26947,43,0.30795,37,0.05977,43,0.36481,18,-1.0513,21,-0.8132
ENSG00000229425,AJ009632.2,0,-7.5567,26,2.55576,7,-0.3133,0,-7.2007,0,-7.8857,9,0.23345,0,-7.9928,6,-0.3518
ENSG00000155313,USP25,18,-0.7331,38,0.53150,28,-0.0262,31,0.12387,42,0.63391,31,0.16738,9,-1.6479,18,-0.7054
ENSG00000215386,MIR99AHG,38,0.75534,19,-0.3225,31,0.51196,6,-1.9582,13,-0.8848,22,-0.1447,33,0.53280,24,0.05029
ENSG00000154639,CXADR,53,0.13388,47,-0.0839,39,-0.3646,57,0.24178,68,0.53450,59,0.32475,34,-0.5461,36,-0.4884
ENSG00000154640,BTG3,26,0.60276,21,0.35861,13,-0.5528,16,-0.1324,16,-0.1217,17,-0.0534,21,0.28959,12,-0.6024
ENSG00000224924,LINC00320,168,3.92815,20,-0.3736,5,-2.3907,12,-1.0897,8,-1.6015,7,-2.0412,9,-1.5095,13,-1.0044
ENSG00000154654,NCAM2,68,-1.2239,177,0.28012,132,-0.2449,110,-0.4999,237,0.72179,210,0.59777,110,-0.5050,106,-0.5625
ENSG00000154719,MRPL39,17,0.32960,15,0.17207,10,-0.4682,5,-1.3931,10,-0.4413,19,0.57418,19,0.53167,10,-0.4198
ENSG00000154721,JAM2,34,0.30624,24,-0.2703,26,-0.0741,23,-0.2784,20,-0.4758,11,-1.4537,83,1.89612,21,-0.3980
ENSG00000154723,ATP5PF,310,-0.5259,428,-0.0255,519,0.32111,441,0.02354,368,-0.2610,476,0.16172,395,-0.1499,418,-0.0603
ENSG00000142192,APP,681,-0.4882,1049,0.21544,882,-0.0925,1122,0.30094,976,0.07726,1332,0.66312,480,-1.0226,446,-1.1342
ENSG00000156239,N6AMT1,7,-0.2492,8,-0.2030,5,-0.8234,17,1.09995,6,-0.5619,13,0.71278,7,-0.2919,6,-0.4874
ENSG00000198862,LTN1,21,0.27563,10,-0.8519,15,-0.3017,20,0.19816,26,0.60029,24,0.54779,17,-0.0928,12,-0.5444
ENSG00000156253,RWDD2B,12,-0.6787,18,-0.0689,20,0.08859,23,0.27936,32,0.86344,14,-0.4438,19,0.01612,17,-0.1853
ENSG00000156256,USP16,76,1.19948,32,-0.2526,29,-0.4237,59,0.74801,29,-0.3981,28,-0.4927,45,0.30603,21,-0.8325
ENSG00000156261,CCT8,40,-1.6519,148,0.41254,113,-0.0803,158,0.47017,125,0.08911,145,0.37593,94,-0.3564,69,-0.8338
ENSG00000171189,GRIK1,4,-2.5857,18,-0.4526,25,0.14426,105,2.77045,6,-1.9166,7,-1.9287,21,-0.1098,19,-0.2941
ENSG00000156299,TIAM1,43,-0.4940,68,0.24931,66,0.20497,77,0.44294,47,-0.3562,49,-0.3251,57,-0.0485,58,-0.0179
ENSG00000142168,SOD1,485,-0.6264,705,-0.0506,829,0.23965,913,0.36978,635,-0.2101,878,0.34390,592,-0.3194,530,-0.4895
ENSG00000156304,SCAF4,14,-0.1687,15,-0.0038,14,-0.1457,26,0.81101,17,0.18327,15,0.00250,14,-0.1078,8,-0.8840
ENSG00000142149,HUNK,0,-4.5007,9,-0.0153,14,0.85767,14,0.76596,7,-0.3595,10,0.15922,6,-0.6720,5,-0.8441
ENSG00000142207,URB1,18,-0.3606,23,0.01893,22,-0.0551,41,0.91931,28,0.31260,24,0.09558,15,-0.6583,12,-1.0269
ENSG00000256073,URB1-AS1,14,0.18691,10,-0.4430,14,0.14497,14,0.13287,9,-0.5454,13,0.08654,20,0.71177,9,-0.5133
ENSG00000159079,CFAP298,15,-1.4087,40,0.10013,40,0.05909,28,-0.4697,40,0.07528,51,0.52833,48,0.36457,27,-0.5508
ENSG00000159082,SYNJ1,26,-2.6599,152,-0.0001,135,-0.1991,192,0.37988,267,0.93050,216,0.65585,89,-0.8261,87,-0.8516
ENSG00000159086,PAXBP1,40,1.56775,13,-0.3003,14,-0.2278,12,-0.4491,19,0.29453,13,-0.3460,17,0.11536,6,-1.4658
ENSG00000205927,OLIG2,177,2.85495,10,-2.0548,23,-0.8057,46,0.31796,32,-0.2776,5,-2.9791,60,0.73311,25,-0.6560
ENSG00000184221,OLIG1,567,2.51119,74,-1.0722,106,-0.4886,141,-0.0031,90,-0.7004,42,-1.9418,197,0.53044,117,-0.3020
ENSG00000142166,IFNAR1,35,-0.1348,37,-0.0309,37,-0.0441,36,-0.0839,47,0.34577,41,0.13303,38,0.01663,31,-0.3278
ENSG00000159128,IFNGR2,25,-1.1108,62,0.32557,44,-0.2701,55,0.11852,77,0.66190,64,0.38705,31,-0.7767,38,-0.4669
ENSG00000142188,TMEM50B,34,-0.5680,56,0.23019,42,-0.2756,62,0.37147,53,0.11140,47,-0.0644,65,0.46552,36,-0.4938
ENSG00000159131,GART,12,-0.0718,12,-0.0482,12,-0.0408,11,-0.1540,12,-0.0840,15,0.31364,17,0.47454,7,-0.8806
ENSG00000159140,SON,346,0.91904,156,-0.4062,170,-0.2582,209,0.09088,192,-0.0470,222,0.20701,199,0.01536,131,-0.6412
ENSG00000205758,CRYZL1,45,-0.0029,42,-0.1313,42,-0.1231,63,0.51964,48,0.08759,41,-0.1882,49,0.10917,44,-0.0314
ENSG00000205726,ITSN1,31,-1.3485,60,-0.3749,99,0.52573,98,0.44594,58,-0.3909,74,-0.0107,94,0.37200,71,-0.0607
ENSG00000241837,ATP5PO,260,-0.5542,426,0.24850,388,0.07678,440,0.27081,340,-0.1361,376,0.02479,330,-0.1863,332,-0.1767
ENSG00000243927,MRPS6,33,-1.1214,64,-0.1054,62,-0.1819,118,0.88557,77,0.17854,68,-0.0171,77,0.19349,61,-0.1865
ENSG00000198743,SLC5A3,11,-1.6258,29,-0.1774,30,-0.1603,97,1.86110,39,0.26902,20,-0.8018,27,-0.3023,27,-0.2730
ENSG00000159200,RCAN1,88,1.16977,47,0.15026,32,-0.5153,59,0.49568,36,-0.2597,35,-0.3343,31,-0.5120,32,-0.4564
ENSG00000185917,SETD4,19,0.64079,12,-0.0519,14,0.22052,4,-1.5438,16,0.40093,11,-0.1606,12,-0.0478,11,-0.2196
ENSG00000159228,CBR1,416,2.78449,49,-1.0454,30,-1.8092,111,0.29695,75,-0.3172,53,-0.9179,106,0.21588,43,-1.1811
ENSG00000159231,CBR3,6,-0.7024,9,-0.0043,7,-0.4130,15,0.76555,13,0.51974,10,0.03778,6,-0.5680,10,0.12095
ENSG00000142197,DOP1B,2,-2.9986,8,-1.1907,16,-0.1711,38,1.22935,33,0.98336,25,0.64603,10,-0.9170,14,-0.3926
ENSG00000159256,MORC3,14,-0.5084,25,0.43229,18,-0.1291,35,0.96910,14,-0.4505,21,0.11236,12,-0.6771,10,-0.9168
ENSG00000159259,CHAF1B,1,-2.5390,11,0.39948,10,0.30734,4,-1.0133,10,0.20535,14,0.95069,4,-0.9069,3,-1.2985
ENSG00000185808,PIGP,36,0.24465,29,-0.1024,21,-0.6323,56,0.98704,27,-0.2232,36,0.28018,31,0.00897,16,-0.9587
ENSG00000182670,TTC3,242,-0.5881,208,-0.8839,495,0.62523,338,-0.0636,437,0.34402,426,0.34206,298,-0.2609,303,-0.2389
ENSG00000157538,VPS26C,14,-0.2790,17,0.06984,15,-0.1504,33,1.12847,18,0.11554,15,-0.1747,17,0.06593,5,-1.6197
ENSG00000157540,DYRK1A,38,-0.6376,55,-0.0913,69,0.30358,60,0.04743,73,0.37006,69,0.29282,47,-0.3347,36,-0.7472
ENSG00000157542,KCNJ6,0,-7.0465,21,-1.6523,143,1.86665,41,-0.5200,69,0.27412,66,0.22426,16,-1.9278,51,-0.1859
ENSG00000157557,ETS2,25,-2.0470,159,0.94733,80,-0.3122,56,-0.8437,112,0.24584,154,0.87898,30,-1.7559,50,-1.0218
ENSG00000183527,PSMG1,13,-1.0901,37,0.66758,27,0.08857,15,-0.7898,23,-0.1939,36,0.59196,14,-0.9039,19,-0.4915
ENSG00000185658,BRWD1,70,-1.0803,162,0.24498,149,0.09732,153,0.12445,187,0.44673,167,0.29966,95,-0.6163,93,-0.6460
ENSG00000205581,HMGN1,87,0.58450,47,-0.4404,49,-0.3646,66,0.14860,76,0.37242,37,-0.8349,123,1.16969,48,-0.3475
ENSG00000182093,GET1,113,-0.1344,159,0.45913,110,-0.1994,104,-0.2655,172,0.54089,127,0.05601,101,-0.3041,73,-0.8102
ENSG00000185437,SH3BGR,30,0.67792,20,0.04118,16,-0.3649,29,0.65504,16,-0.3321,13,-0.6353,24,0.35471,17,-0.1889
ENSG00000183036,PCP4,25,-1.6781,2,-5.0756,76,0.03309,98,0.43596,192,1.60016,141,1.23214,33,-1.2272,34,-1.1844
ENSG00000171587,DSCAM,6,-1.1588,11,-0.3420,8,-0.7103,18,0.48165,34,1.60944,18,0.57809,4,-1.6121,7,-0.8874
ENSG00000157601,MX1,20,0.38972,15,-0.1059,12,-0.4602,15,-0.0992,15,-0.1115,23,0.65664,15,-0.0266,9,-0.7802
ENSG00000157617,C2CD2,8,-0.3167,10,-0.0062,11,0.21412,3,-1.6841,4,-1.2623,15,0.70762,11,0.08791,12,0.26109
ENSG00000173276,ZBTB21,10,-0.8688,14,-0.2922,18,0.09716,12,-0.5090,23,0.45555,26,0.76170,16,-0.0696,10,-0.7662
ENSG00000160188,RSPH1,10,-0.8223,24,0.61068,18,0.08394,8,-1.0733,10,-0.8174,22,0.48406,13,-0.3809,18,0.06977
ENSG00000160194,NDUFV3,105,-0.2485,133,0.13553,153,0.39731,113,-0.1326,92,-0.4546,104,-0.2825,154,0.35583,108,-0.1976
ENSG00000160199,PKNOX1,10,0.02350,6,-0.8265,9,-0.2033,13,0.45108,22,1.29359,10,-0.0265,8,-0.3063,7,-0.5594
ENSG00000160208,RRP1B,17,0.30361,11,-0.3517,11,-0.3441,7,-1.0320,20,0.58304,18,0.46089,15,0.15758,12,-0.1751
ENSG00000160209,PDXK,88,-0.6732,100,-0.5378,142,0.06793,143,0.06889,159,0.24485,141,0.05566,189,0.52743,158,0.22777
ENSG00000160213,CSTB,144,0.26307,96,-0.4157,113,-0.1329,186,0.68512,105,-0.2340,114,-0.1198,152,0.35442,109,-0.1719
ENSG00000160214,RRP1,19,-0.0903,20,-0.0030,14,-0.5816,21,0.01555,40,1.12068,26,0.42068,12,-0.7803,11,-0.9676
ENSG00000160216,AGPAT3,63,-0.1358,70,0.03406,69,0.00066,88,0.38715,62,-0.1800,71,0.04291,82,0.26672,45,-0.6761
ENSG00000160221,GATD3A,22,0.16454,20,0.06816,22,0.21339,15,-0.3857,13,-0.6004,21,0.10899,23,0.25561,15,-0.3564
ENSG00000141959,PFKL,116,0.01323,143,0.39400,88,-0.4601,153,0.45301,147,0.39323,109,-0.0987,82,-0.5288,89,-0.4080
ENSG00000160226,CFAP410,19,-0.7856,47,0.73731,36,0.20487,32,0.00122,22,-0.5703,31,-0.0476,16,-0.9947,32,0.02137
ENSG00000142185,TRPM2,6,-1.5910,18,0.05731,15,-0.2142,20,0.25889,26,0.68021,26,0.73148,9,-0.9401,10,-0.7732
ENSG00000184787,UBE2G2,48,0.33142,36,-0.1326,44,0.21807,34,-0.1942,41,0.10026,41,0.08914,35,-0.1558,27,-0.5593
ENSG00000184900,SUMO3,64,-1.4772,170,0.00625,209,0.37943,146,-0.2287,203,0.29346,228,0.54609,75,-1.2548,159,-0.0950
ENSG00000183255,PTTG1IP,131,1.80333,29,-0.7783,25,-0.9674,65,0.56327,24,-1.0132,13,-2.0054,117,1.58838,33,-0.5258
ENSG00000160255,ITGB2,49,2.36332,6,-1.1516,2,-2.6275,14,0.09298,4,-1.7572,5,-1.5122,33,1.56385,15,0.29165
ENSG00000160256,FAM207A,13,-0.3753,25,0.68834,18,0.07206,7,-1.3762,9,-0.8985,19,0.21449,16,-0.1498,19,0.14735
ENSG00000197381,ADARB1,5,-2.8001,56,0.79267,45,0.39128,23,-0.7223,44,0.29086,40,0.15702,21,-0.8546,26,-0.5225
ENSG00000223768,LINC00205,2,-3.1332,20,-0.2713,32,0.53947,19,-0.3338,23,-0.0292,35,0.73966,18,-0.4032,22,-0.0986
ENSG00000173638,SLC19A1,6,-0.8319,9,-0.1375,11,0.10098,1,-2.7402,9,-0.2390,12,0.35072,20,1.12480,10,0.04617
ENSG00000183570,PCBP3,3,-1.6020,0,-3.8225,14,0.69129,3,-1.6011,15,0.67107,17,0.98192,14,0.57354,9,-0.1111
ENSG00000142156,COL6A1,13,-0.7675,13,-0.8175,29,0.54736,12,-0.8913,19,-0.1528,29,0.54071,38,0.94826,11,-0.9978
ENSG00000160284,SPATC1L,20,-0.3456,33,0.47273,22,-0.2576,40,0.74487,24,-0.0989,23,-0.1587,15,-0.7993,24,-0.1004
ENSG00000160285,LSS,73,1.77838,12,-1.2099,15,-0.9270,34,0.47291,32,0.35627,15,-0.8981,46,0.96142,13,-1.0066
ENSG00000160294,MCM3AP,27,-0.3556,28,-0.3307,31,-0.1758,44,0.39741,40,0.27770,40,0.28109,38,0.18295,27,-0.3256
ENSG00000182362,YBEY,39,1.18738,15,-0.3624,20,0.11671,19,0.05011,14,-0.4884,14,-0.5189,20,0.07342,17,-0.1412
ENSG00000160299,PCNT,15,-0.8823,16,-0.8292,28,0.12004,52,1.13322,48,0.99874,22,-0.2894,19,-0.5134,22,-0.2595
ENSG00000160305,DIP2A,47,0.96515,12,-1.2597,21,-0.3462,65,1.55256,42,0.78167,14,-0.9562,22,-0.2602,14,-0.9376
ENSG00000160307,S100B,2243,2.86832,188,-1.5384,250,-1.0974,329,-0.5984,232,-1.1316,123,-2.1867,946,1.11414,439,-0.1489
ENSG00000160310,PRMT2,224,0.14412,115,-0.9637,201,-0.0294,367,0.96093,225,0.14907,233,0.23403,207,0.01824,129,-0.7132
ENSG00000177663,IL17RA,25,1.57790,9,-0.0974,6,-0.7878,10,0.13371,10,0.04765,3,-1.5010,11,0.26756,12,0.32460
ENSG00000183307,TMEM121B,3,-2.4532,16,-0.2015,16,-0.2085,28,0.71957,47,1.62087,21,0.28066,4,-2.1768,9,-0.9874
ENSG00000069998,HDHD5,13,-0.4341,20,0.20062,21,0.28607,15,-0.2103,15,-0.2685,19,0.17899,20,0.17449,11,-0.7577
ENSG00000182902,SLC25A18,65,0.35499,37,-0.6032,36,-0.6095,53,0.01889,37,-0.5252,23,-1.3573,152,1.82262,77,0.62706
ENSG00000131100,ATP6V1E1,205,-1.1920,524,0.29296,409,-0.1458,472,0.09258,642,0.59377,566,0.43544,256,-0.8580,323,-0.5017
ENSG00000099968,BCL2L13,17,-0.2849,20,0.01139,16,-0.3433,9,-1.2342,26,0.37412,31,0.81373,15,-0.4178,19,-0.0866
ENSG00000015475,BID,26,-0.5566,24,-0.7159,33,-0.1941,79,1.23745,53,0.55615,35,-0.0857,28,-0.4394,38,0.04843
ENSG00000243156,MICAL3,51,0.37407,40,-0.0256,31,-0.4607,61,0.65561,44,0.12500,46,0.22836,29,-0.4888,26,-0.6590
ENSG00000215193,PEX26,22,-0.4517,23,-0.4250,41,0.58620,34,0.19962,43,0.57629,25,-0.2868,21,-0.5304,29,-0.0498
ENSG00000183785,TUBA8,1,-2.7629,14,0.53299,5,-1.2103,38,2.24196,15,0.60075,5,-1.2127,5,-0.9823,7,-0.4992
ENSG00000278558,TMEM191B,9,-0.6367,18,0.46263,24,1.04419,7,-1.0011,10,-0.5281,14,0.05834,2,-2.4374,11,-0.3573
ENSG00000183628,DGCR6,18,-0.9722,43,0.41227,37,0.12296,40,0.23725,23,-0.5983,33,-0.0737,36,0.09694,34,-0.0148
ENSG00000273032,DGCR9,4,-2.7903,53,1.13452,26,-0.1809,26,-0.1840,26,-0.2120,32,0.13012,15,-0.9904,29,-0.0152
ENSG00000070413,DGCR2,46,-0.8076,112,0.69431,68,-0.2061,69,-0.1650,113,0.61924,75,-0.0510,65,-0.2618,43,-0.8861
ENSG00000100056,ESS2,13,-0.3028,18,0.23116,13,-0.3083,31,1.08615,17,0.08776,14,-0.1658,8,-0.9150,14,-0.2195
ENSG00000100075,SLC25A1,64,1.50294,17,-0.7051,18,-0.5846,45,0.87299,18,-0.5628,18,-0.6489,31,0.29645,22,-0.2323
ENSG00000100084,HIRA,12,-0.7051,18,-0.0796,23,0.32971,20,0.05495,17,-0.1536,22,0.24023,18,-0.0858,17,-0.2107
ENSG00000242259,C22orf39,46,-0.5452,64,-0.0503,64,-0.0527,90,0.50294,65,-0.0139,69,0.07206,77,0.25950,52,-0.3612
ENSG00000185608,MRPL40,61,0.22165,55,0.04653,61,0.23572,53,0.00598,48,-0.1763,44,-0.3394,59,0.15951,46,-0.2196
ENSG00000070010,UFD1,38,0.22456,24,-0.4979,31,-0.1033,60,1.00546,39,0.28184,24,-0.5240,36,0.16313,28,-0.2437
ENSG00000184113,CLDN5,59,1.31593,9,-1.7204,14,-1.0020,34,0.38771,15,-0.8621,9,-1.7833,104,2.44503,16,-0.7376
ENSG00000184702,SEPTIN5,4,-2.8139,45,0.63791,34,0.14839,22,-0.5852,29,-0.1254,40,0.40055,17,-0.9225,38,0.27632
ENSG00000203618,GP1BB,9,-2.8187,60,0.00788,63,0.09317,87,0.60355,65,0.12492,57,-0.0895,59,-0.0089,78,0.42516
ENSG00000185838,GNB1L,4,-1.0907,12,0.69849,8,0.06422,6,-0.4856,3,-1.3018,11,0.52422,8,0.10445,5,-0.7350
ENSG00000215012,RTL10,8,-1.4512,21,-0.0492,20,-0.1350,20,-0.1469,18,-0.2971,35,0.89810,21,-0.0382,19,-0.2029
ENSG00000184470,TXNRD2,11,-1.1560,22,-0.0754,25,0.11890,42,0.97097,19,-0.2690,24,0.10724,26,0.17057,13,-0.8182
ENSG00000093010,COMT,189,1.51908,52,-0.6687,45,-0.8756,123,0.76074,73,-0.0787,46,-0.8518,118,0.69933,56,-0.5043
ENSG00000099889,ARVCF,9,-0.9074,22,0.47398,26,0.78425,6,-1.5773,10,-0.7890,16,-0.0936,21,0.34940,12,-0.5424
