Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3,Feature log2 fold change topic 3,Feature count topic 4,Feature log2 fold change topic 4,Feature count topic 5,Feature log2 fold change topic 5,Feature count topic 6to7,Feature log2 fold change topic 6to7,Feature count topic 8,Feature log2 fold change topic 8,Feature count topic 9,Feature log2 fold change topic 9
ENSG00000134882,UBAC2,12,-1.0250,18,-0.4665,20,-0.2831,19,-0.3375,26,0.13728,33,0.64273,31,0.41988,22,-0.1163
ENSG00000125304,TM9SF2,48,-1.0199,34,-1.5126,94,0.04072,71,-0.3925,126,0.52826,100,0.17236,94,0.03666,156,0.90010
ENSG00000175198,PCCA,15,-0.3833,8,-1.2131,18,-0.0301,19,0.02208,27,0.57394,23,0.36855,19,0.02303,17,-0.1595
ENSG00000125247,TMTC4,59,1.87881,9,-1.3005,14,-0.5961,16,-0.3461,22,0.08543,13,-0.7663,30,0.60110,9,-1.2306
ENSG00000102452,NALCN,27,-0.8964,28,-0.8823,25,-1.0447,63,0.43698,79,0.82409,41,-0.3180,79,0.81391,54,0.17802
ENSG00000102466,FGF14,9,-2.2884,33,-0.2813,43,0.12690,39,-0.0274,54,0.50394,25,-0.7800,57,0.57229,73,1.02240
ENSG00000134900,TPP2,26,0.12190,9,-1.4273,28,0.25098,30,0.36315,23,-0.0683,29,0.34537,26,0.14200,16,-0.6496
ENSG00000134897,BIVM,4,-1.9089,16,-0.0302,16,0.04569,19,0.28031,17,0.08407,18,0.27782,16,-0.0285,19,0.24743
ENSG00000134899,ERCC5,24,0.25466,19,-0.1656,20,-0.0343,30,0.62514,13,-0.7517,24,0.25487,13,-0.6789,19,-0.1105
ENSG00000125266,EFNB2,10,-1.6652,23,-0.4482,13,-1.3209,27,-0.1961,55,1.02309,29,-0.0451,52,0.92934,33,0.13117
ENSG00000134884,ARGLU1,156,1.01681,78,-0.1526,69,-0.3292,73,-0.2471,94,0.15824,47,-1.0155,76,-0.1780,127,0.66626
ENSG00000204442,FAM155A,13,-2.1851,30,-1.0293,102,0.97068,27,-1.1680,66,0.22489,75,0.52168,42,-0.5090,86,0.68150
ENSG00000174405,LIG4,15,-1.2164,9,-1.8972,20,-0.7309,21,-0.6888,63,1.14596,36,0.21578,41,0.37432,49,0.70446
ENSG00000139826,ABHD13,3,-2.6102,14,-0.5436,17,-0.2636,13,-0.6875,50,1.58071,14,-0.6541,21,0.04326,36,0.95186
ENSG00000041515,MYO16,2,-3.4452,14,-0.6716,13,-0.7953,13,-0.7436,37,0.90954,51,1.99227,6,-1.7454,4,-2.5329
ENSG00000185950,IRS2,65,-0.4781,62,-0.5534,68,-0.3947,66,-0.4544,160,1.01887,108,0.40548,87,-0.0090,64,-0.4923
ENSG00000213995,NAXD,29,-1.0378,41,-0.5046,53,-0.1053,38,-0.6229,77,0.51735,85,0.82237,46,-0.3079,52,-0.1171
ENSG00000134905,CARS2,33,0.50288,23,-0.0730,22,-0.1707,23,-0.0992,44,1.00933,17,-0.6039,19,-0.3657,20,-0.3175
ENSG00000153487,ING1,9,-0.9664,14,-0.2968,6,-1.4805,17,-0.0454,35,1.18732,21,0.39778,16,-0.1460,15,-0.1693
ENSG00000088448,ANKRD10,39,0.38707,17,-0.8955,24,-0.3739,45,0.62424,34,0.13926,22,-0.6305,42,0.49486,34,0.13157
ENSG00000102606,ARHGEF7,42,-1.7057,88,-0.5900,103,-0.3403,143,0.18985,183,0.59884,135,0.10612,134,0.08682,184,0.60991
ENSG00000126216,TUBGCP3,17,-0.1337,7,-1.3870,11,-0.7673,16,-0.1840,24,0.42780,21,0.26440,17,-0.1448,31,0.84687
ENSG00000126217,MCF2L,35,-1.1518,55,-0.4823,89,0.30292,79,0.09909,86,0.24318,90,0.37896,42,-0.8806,100,0.49273
ENSG00000126226,PCID2,11,-0.4067,4,-1.6554,10,-0.4652,3,-2.1450,9,-0.5885,13,-0.1712,20,0.61568,42,1.94734
ENSG00000139842,CUL4A,25,-0.1304,20,-0.5019,26,-0.0482,23,-0.2501,46,0.88335,27,0.01977,26,-0.0862,23,-0.2330
ENSG00000185896,LAMP1,236,1.06765,64,-1.0546,111,-0.1956,103,-0.3209,118,-0.1022,114,-0.1754,153,0.32107,119,-0.0918
ENSG00000150401,DCUN1D2,10,-0.8624,10,-0.8815,22,0.40120,16,-0.1323,19,0.19696,26,0.78656,15,-0.1728,11,-0.6709
ENSG00000150403,TMCO3,25,0.00596,26,0.11146,19,-0.4122,19,-0.4172,33,0.51078,26,0.12472,14,-0.8936,32,0.45526
ENSG00000198176,TFDP1,30,-0.0462,27,-0.2170,31,-0.0370,31,0.00745,26,-0.2706,25,-0.4284,53,0.88919,33,0.09366
ENSG00000183087,GAS6,34,-1.3619,62,-0.4757,72,-0.2294,81,-0.0497,127,0.70607,105,0.43958,84,0.01432,79,-0.0716
ENSG00000185989,RASA3,37,1.47921,12,-0.3490,17,0.14167,10,-0.7153,13,-0.2804,15,-0.0838,6,-1.4225,15,-0.0153
ENSG00000130177,CDC16,29,-0.7266,41,-0.1947,45,-0.0514,37,-0.3686,64,0.52973,36,-0.4279,74,0.77952,54,0.26631
ENSG00000169062,UPF3A,121,1.51991,42,-0.2952,33,-0.6803,54,0.11427,35,-0.5937,54,0.10649,34,-0.6199,29,-0.8420
ENSG00000198824,CHAMP1,17,-0.2206,4,-2.3905,16,-0.2714,23,0.27562,28,0.60576,23,0.31771,11,-0.8386,29,0.67968
ENSG00000136319,TTC5,0,-4.0362,10,-0.3544,9,-0.5605,12,-0.1398,17,0.49272,18,0.62454,12,-0.0971,19,0.64327
ENSG00000100814,CCNB1IP1,13,-0.9727,18,-0.5406,22,-0.2022,36,0.55760,29,0.19794,33,0.53699,18,-0.5420,25,-0.0153
ENSG00000129484,PARP2,25,-0.5999,25,-0.6041,30,-0.3043,37,0.01269,46,0.37893,36,-0.0148,37,0.01240,56,0.72971
ENSG00000092094,OSGEP,36,0.60086,13,-0.9275,24,-0.0433,23,-0.1241,16,-0.6754,36,0.73111,9,-1.5165,29,0.27974
ENSG00000100823,APEX1,65,-0.1360,58,-0.3073,51,-0.5102,66,-0.1208,100,0.56929,65,-0.1589,77,0.14485,90,0.38943
ENSG00000165782,PIP4P1,38,-0.8294,35,-0.9357,46,-0.5406,68,0.09275,89,0.53132,87,0.59569,52,-0.3261,76,0.26943
ENSG00000129538,RNASE1,969,3.77472,96,-0.8940,63,-1.5280,97,-0.8909,54,-1.7626,62,-1.6947,58,-1.6522,71,-1.3646
ENSG00000165795,NDRG2,1275,1.27831,968,0.78015,872,0.59865,655,0.11989,155,-2.0960,402,-0.7314,495,-0.3293,253,-1.3691
ENSG00000165801,ARHGEF40,27,1.35267,15,0.33529,9,-0.4862,20,0.83446,4,-1.4926,9,-0.5025,7,-0.8618,9,-0.4679
ENSG00000165804,ZNF219,16,0.75848,21,1.21021,12,0.20601,3,-1.7996,9,-0.1156,6,-0.9035,8,-0.3527,11,0.06081
ENSG00000258441,LINC00641,36,-1.1675,59,-0.3970,53,-0.5750,90,0.27236,114,0.66390,81,0.11811,105,0.52697,67,-0.2124
ENSG00000092199,HNRNPC,237,0.32435,157,-0.3430,159,-0.3208,122,-0.7422,212,0.13832,213,0.16721,228,0.25862,211,0.13280
ENSG00000092201,SUPT16H,48,-0.4388,33,-1.0209,55,-0.2061,70,0.17460,70,0.17377,68,0.13508,71,0.19374,84,0.48226
ENSG00000100888,CHD8,37,0.13980,28,-0.3026,23,-0.6073,21,-0.7363,55,0.81488,27,-0.4031,43,0.39545,43,0.40693
ENSG00000129472,RAB2B,24,0.17485,22,0.00617,12,-0.9394,11,-1.0245,20,-0.0833,28,0.47216,25,0.21778,25,0.25029
ENSG00000092203,TOX4,48,-0.2556,28,-1.0742,61,0.14883,66,0.27550,56,-0.0059,61,0.16557,76,0.49221,47,-0.2836
ENSG00000165819,METTL3,26,0.51393,14,-0.4900,10,-0.8879,27,0.63031,26,0.51339,14,-0.4987,18,-0.0987,20,0.08805
ENSG00000165821,SALL2,24,-0.2440,25,-0.2165,38,0.46907,19,-0.6335,19,-0.5951,42,0.77614,24,-0.2789,22,-0.3922
ENSG00000129562,DAD1,199,0.99731,92,-0.2981,91,-0.3118,131,0.27185,93,-0.2693,74,-0.7106,112,0.02857,129,0.25392
ENSG00000155463,OXA1L,52,-0.0371,29,-0.9446,25,-1.2013,69,0.42257,63,0.27327,60,0.21274,59,0.15148,64,0.30122
ENSG00000172590,MRPL52,128,0.36268,99,-0.0518,134,0.43270,117,0.21633,74,-0.5239,88,-0.2688,95,-0.1184,100,-0.0486
ENSG00000197324,LRP10,54,1.96987,24,0.45632,31,0.92996,17,-0.0598,9,-1.0799,5,-2.0271,11,-0.7969,6,-1.7014
ENSG00000100461,RBM23,29,-0.2115,31,-0.0964,25,-0.4209,30,-0.1705,33,-0.0171,44,0.55615,31,-0.1283,31,-0.1046
ENSG00000100462,PRMT5,18,-1.0493,31,-0.2170,45,0.39517,24,-0.5944,34,-0.0524,41,0.31587,43,0.34491,38,0.14438
ENSG00000100804,PSMB5,123,-0.7698,127,-0.7232,201,-0.0002,249,0.35557,210,0.07205,187,-0.1281,281,0.55957,241,0.30007
ENSG00000100813,ACIN1,32,0.27681,24,-0.1657,25,-0.1321,27,0.02076,33,0.34128,23,-0.2469,26,-0.0377,27,0.04149
ENSG00000179933,C14orf119,27,-0.3002,21,-0.6770,38,0.24537,39,0.30354,39,0.29613,38,0.27816,22,-0.6094,31,-0.0682
ENSG00000092068,SLC7A8,6,-2.1617,15,-0.8299,34,0.39404,31,0.27502,27,0.02938,34,0.47808,29,0.15404,27,0.05228
ENSG00000235194,PPP1R3E,16,-0.2505,10,-0.9896,8,-1.2706,21,0.14508,26,0.49913,21,0.20090,20,0.05059,28,0.63980
ENSG00000129473,BCL2L2,101,0.11829,93,-0.0218,98,0.06686,90,-0.0659,83,-0.2025,100,0.11055,74,-0.3819,108,0.22136
ENSG00000100836,PABPN1,85,0.37394,59,-0.2240,72,0.09179,46,-0.6216,71,0.07969,75,0.18774,60,-0.1901,67,-0.0121
ENSG00000092096,SLC22A17,252,-1.5677,451,-0.6804,695,0.00542,707,0.03320,860,0.35588,787,0.24138,626,-0.1627,1069,0.72735
ENSG00000100842,EFS,85,3.50590,11,-0.4843,8,-1.0381,9,-0.8927,9,-0.9016,6,-1.4351,2,-3.0154,5,-1.6921
ENSG00000166091,CMTM5,156,4.01152,16,-0.7283,5,-2.3829,11,-1.3374,5,-2.3624,7,-1.9616,13,-1.0685,9,-1.4919
ENSG00000129460,NGDN,24,0.57923,15,-0.0990,6,-1.3861,12,-0.4512,14,-0.2990,15,-0.1391,15,-0.1248,31,1.06792
ENSG00000213983,AP1G2,11,-0.6485,21,0.28247,10,-0.7794,10,-0.8786,25,0.58887,16,-0.1369,21,0.33274,26,0.63030
ENSG00000092051,JPH4,43,-1.5616,118,-0.0025,163,0.52950,124,0.07779,123,0.06868,107,-0.1836,129,0.13807,150,0.39567
ENSG00000186648,CARMIL3,8,-0.9965,8,-0.9196,10,-0.6683,9,-0.7377,23,0.62824,26,1.07427,12,-0.4356,16,0.04534
ENSG00000100884,CPNE6,43,-1.7784,106,-0.4091,104,-0.4339,97,-0.5461,243,0.97898,184,0.58196,123,-0.1658,145,0.09472
ENSG00000100897,DCAF11,41,-0.6338,53,-0.2099,49,-0.3331,53,-0.2354,80,0.44548,74,0.37637,52,-0.2560,72,0.26898
ENSG00000092010,PSME1,92,0.51726,70,0.07314,71,0.09888,62,-0.1267,75,0.17196,77,0.25943,24,-1.5942,56,-0.2824
ENSG00000100908,EMC9,20,-0.8448,30,-0.1806,21,-0.7345,24,-0.5711,44,0.42904,52,0.82470,29,-0.2386,34,0.01681
ENSG00000100911,PSME2,51,0.41291,43,0.12118,42,0.07523,39,-0.0412,37,-0.1055,37,-0.1066,39,-0.0170,32,-0.3519
ENSG00000092098,RNF31,14,-0.2394,12,-0.4370,12,-0.4175,20,0.32953,19,0.24078,17,0.05538,8,-1.1389,28,0.88039
ENSG00000213928,IRF9,44,0.65139,22,-0.4352,50,0.86763,25,-0.2606,15,-1.0460,26,-0.2458,27,-0.1497,32,0.10557
ENSG00000100926,TM9SF1,11,-0.5474,11,-0.5765,21,0.44364,12,-0.4509,20,0.40921,14,-0.2751,14,-0.1875,26,0.83673
ENSG00000254505,CHMP4A,115,1.58615,69,0.64799,44,-0.0856,39,-0.2920,37,-0.3535,23,-1.1957,32,-0.5997,37,-0.3538
ENSG00000213920,MDP1,34,-0.4759,34,-0.4696,44,-0.0823,58,0.36608,44,-0.0665,44,-0.0957,69,0.66236,45,-0.0514
ENSG00000129559,NEDD8,257,-0.6250,347,-0.1485,409,0.11783,432,0.20596,313,-0.3115,447,0.30548,413,0.13149,361,-0.0864
ENSG00000100938,GMPR2,23,-0.6684,23,-0.6771,32,-0.1994,31,-0.2364,49,0.49125,41,0.23860,38,0.07673,46,0.41019
ENSG00000092330,TINF2,29,0.70320,9,-1.1064,24,0.38901,17,-0.2185,15,-0.4042,12,-0.8132,23,0.26948,31,0.82458
ENSG00000100949,RABGGTA,16,-1.0199,17,-0.8535,16,-1.0130,40,0.45620,33,0.14407,54,1.15933,17,-0.9314,27,-0.1684
ENSG00000196943,NOP9,15,0.36947,10,-0.2740,8,-0.6126,11,-0.1503,8,-0.6482,17,0.69972,8,-0.6633,14,0.21233
ENSG00000100445,SDR39U1,49,-0.3852,61,-0.0355,58,-0.1219,96,0.71025,73,0.24150,51,-0.3480,62,-0.0040,61,-0.0425
ENSG00000168952,STXBP6,37,0.58424,15,-0.8292,17,-0.5985,51,1.16298,12,-1.2029,36,0.63329,13,-1.0535,15,-0.8202
ENSG00000139910,NOVA1,92,0.14832,39,-1.2048,58,-0.5963,60,-0.5416,102,0.31104,99,0.30003,95,0.19313,115,0.51910
ENSG00000176165,FOXG1,33,-1.9270,78,-0.6228,118,0.04734,100,-0.2306,149,0.42458,123,0.12335,156,0.49859,157,0.51229
ENSG00000186960,LINC01551,2,-3.2554,19,-0.1332,29,0.52204,15,-0.4621,29,0.53698,24,0.23295,28,0.47438,18,-0.2264
ENSG00000092108,SCFD1,25,-0.6415,30,-0.3524,28,-0.4301,25,-0.5818,55,0.65160,43,0.27670,27,-0.4823,57,0.72537
ENSG00000100473,COCH,4,-2.9129,16,-1.0202,30,-0.0255,17,-0.9147,39,0.35994,52,1.05089,19,-0.7244,49,0.74943
ENSG00000196792,STRN3,25,-0.2651,22,-0.4682,38,0.40378,28,-0.1068,37,0.35570,27,-0.1768,23,-0.4275,41,0.52366
ENSG00000100478,AP4S1,15,-0.8850,20,-0.3997,18,-0.5589,28,0.12591,36,0.53000,22,-0.2886,41,0.75843,32,0.31786
ENSG00000092148,HECTD1,61,-0.2678,47,-0.6844,51,-0.5510,58,-0.3467,115,0.77368,71,-0.0283,62,-0.2317,114,0.75839
ENSG00000129493,HEATR5A,39,2.19357,13,0.13587,9,-0.4434,9,-0.3742,6,-1.0104,11,-0.1112,4,-1.5990,3,-1.7392
ENSG00000129480,DTD2,23,0.85554,15,0.14612,5,-1.4658,8,-0.9039,12,-0.2271,14,0.00978,16,0.19323,18,0.41886
ENSG00000100852,ARHGAP5,135,0.60989,105,0.18655,138,0.64717,92,-0.0261,58,-0.7413,61,-0.7567,93,-0.0039,99,0.08635
ENSG00000151320,AKAP6,68,-0.9284,71,-0.8798,181,0.62920,97,-0.3803,139,0.18641,152,0.39880,96,-0.4025,157,0.38810
ENSG00000151322,NPAS3,35,1.32252,14,-0.2176,16,0.02106,21,0.38400,3,-2.5623,7,-1.3176,30,1.00463,13,-0.3754
ENSG00000129521,EGLN3,46,2.45451,17,0.50018,19,0.70267,5,-1.3318,6,-1.1513,4,-1.7603,4,-1.7607,6,-0.9647
ENSG00000165389,SPTSSA,34,0.93320,13,-0.6181,20,0.04538,16,-0.3020,14,-0.5674,18,-0.1682,22,0.20007,21,0.12035
ENSG00000129518,EAPP,33,-0.6908,31,-0.7908,46,-0.1777,61,0.25682,60,0.25129,57,0.17228,59,0.21104,62,0.28065
ENSG00000129515,SNX6,114,1.70359,25,-0.8406,35,-0.3676,34,-0.3949,38,-0.2071,41,-0.0892,21,-1.1201,42,-0.0687
ENSG00000165410,CFL2,232,1.93111,49,-0.7653,35,-1.2722,85,0.10310,53,-0.6262,86,0.15801,46,-0.8664,43,-0.9617
ENSG00000100883,SRP54,30,-0.6881,16,-1.6015,42,-0.1547,37,-0.3706,69,0.63700,50,0.10486,80,0.88983,48,0.03431
ENSG00000151327,FAM177A1,112,0.59215,49,-0.7250,89,0.19657,83,0.09487,78,0.00070,75,-0.0773,77,-0.0218,66,-0.2655
ENSG00000092020,PPP2R3C,36,0.03223,22,-0.7631,63,0.98573,39,0.14328,31,-0.2050,28,-0.3854,30,-0.2561,40,0.20954
ENSG00000100902,PSMA6,99,-0.5766,83,-0.8474,161,0.20132,140,-0.0271,164,0.23468,144,0.02214,172,0.31550,173,0.32094
ENSG00000100906,NFKBIA,81,1.89081,25,-0.1512,19,-0.5673,14,-1.0409,25,-0.1964,19,-0.6735,24,-0.2180,25,-0.1743
ENSG00000174373,RALGAPA1,38,-0.2323,29,-0.6165,34,-0.4114,44,0.00684,48,0.16107,45,0.07324,52,0.29764,57,0.42877
ENSG00000100916,BRMS1L,16,-1.2751,19,-0.9749,42,0.27647,29,-0.3376,39,0.14084,45,0.45328,41,0.20538,46,0.39666
ENSG00000151332,MBIP,13,-0.6864,13,-0.6784,25,0.29452,36,0.92242,26,0.36118,17,-0.3158,12,-0.8703,26,0.40465
ENSG00000139874,SSTR1,3,-3.2359,23,-0.4993,35,0.14894,15,-1.1115,72,1.39927,44,0.63511,10,-1.7876,40,0.36908
ENSG00000100934,SEC23A,20,-1.9281,35,-1.0803,63,-0.1656,84,0.30383,91,0.43684,67,-0.0569,93,0.48796,106,0.70314
ENSG00000182400,TRAPPC6B,18,-1.9965,47,-0.6016,112,0.80615,83,0.30277,82,0.28677,59,-0.2761,64,-0.1155,96,0.54119
ENSG00000100941,PNN,81,1.25377,27,-0.5651,17,-1.2586,42,0.09921,40,0.05145,26,-0.6807,44,0.19547,47,0.30233
ENSG00000150527,MIA2,13,-0.2057,17,0.12831,25,0.84364,10,-0.6867,11,-0.5384,11,-0.5471,15,0.00919,24,0.73470
ENSG00000165355,FBXO33,17,-1.0036,12,-1.4485,33,0.05408,41,0.41123,27,-0.2685,34,0.10589,31,-0.0744,60,1.04309
ENSG00000165379,LRFN5,3,-3.3271,10,-1.6630,16,-1.0243,24,-0.4296,60,1.11471,65,1.57771,6,-2.4527,31,0.00229
ENSG00000179454,KLHL28,10,-0.3578,13,-0.0158,4,-1.8502,8,-0.7530,20,0.70928,17,0.58411,9,-0.5970,18,0.52718
ENSG00000198718,TOGARAM1,25,-0.1849,24,-0.2257,20,-0.5556,20,-0.5452,46,0.82696,19,-0.6370,26,-0.1081,53,1.05745
ENSG00000100442,FKBP3,105,-0.8647,152,-0.2925,198,0.13817,174,-0.0738,236,0.42792,194,0.12413,175,-0.0592,209,0.22609
ENSG00000213741,RPS29,3089,1.85847,1410,0.40982,1006,-0.1441,1047,-0.0799,575,-1.0181,720,-0.7461,614,-0.9177,718,-0.6757
ENSG00000165502,RPL36AL,566,1.29038,325,0.31264,287,0.10782,224,-0.2924,166,-0.7631,196,-0.5555,222,-0.3016,234,-0.2235
ENSG00000168282,MGAT2,10,-0.6091,8,-0.9496,18,0.32962,13,-0.1273,18,0.36841,13,-0.1390,15,0.04354,22,0.67049
ENSG00000165506,DNAAF2,4,-1.8886,3,-2.2419,19,0.30861,18,0.26958,15,-0.0723,23,0.76855,16,0.09352,17,0.19630
ENSG00000165516,KLHDC2,33,-1.7882,52,-1.1108,113,0.10837,115,0.13875,159,0.67791,109,0.05222,118,0.17961,144,0.51364
ENSG00000165525,NEMF,138,1.09856,51,-0.5647,66,-0.1566,37,-1.0529,81,0.17398,79,0.17532,38,-1.0053,83,0.22051
ENSG00000282885,AL627171.2,499,2.48399,243,1.00766,87,-0.6871,77,-0.8665,47,-1.6146,61,-1.3485,57,-1.3172,77,-0.8809
ENSG00000165527,ARF6,27,0.16401,7,-1.9054,24,-0.0116,10,-1.2969,27,0.18988,42,1.13137,19,-0.3762,19,-0.3637
ENSG00000100483,VCPKMT,6,-1.6773,15,-0.3714,24,0.35769,19,-0.0610,17,-0.2314,20,0.08804,30,0.71005,23,0.26097
ENSG00000100485,SOS2,51,1.86352,16,-0.1382,13,-0.5386,5,-1.7332,22,0.37066,11,-0.8188,15,-0.3224,16,-0.1624
ENSG00000125375,DMAC2L,25,0.38958,19,-0.0115,13,-0.6264,10,-0.9973,24,0.35258,19,-0.0061,13,-0.6754,32,0.84568
ENSG00000012983,MAP4K5,59,1.94349,7,-1.5311,11,-0.9388,16,-0.3523,20,0.00286,17,-0.2491,12,-0.7437,20,-0.0329
ENSG00000198513,ATL1,49,-2.2145,79,-1.5158,182,-0.2275,178,-0.2555,333,0.78063,257,0.38895,184,-0.2105,366,0.94631
ENSG00000151748,SAV1,25,0.66606,10,-0.7455,33,1.13122,13,-0.3632,18,0.10773,11,-0.6800,16,-0.0201,12,-0.4885
ENSG00000100503,NIN,22,-0.3049,20,-0.4625,34,0.39618,21,-0.3440,18,-0.6331,24,-0.2029,43,0.80263,34,0.40003
ENSG00000100505,TRIM9,35,-1.6066,56,-0.9141,70,-0.5697,143,0.57984,133,0.46158,123,0.38640,85,-0.2697,137,0.50380
ENSG00000139921,TMX1,20,0.50051,16,0.09929,15,-0.0202,16,0.13599,23,0.68001,12,-0.3779,12,-0.3391,8,-0.8673
ENSG00000186469,GNG2,49,-1.7114,111,-0.4719,218,0.62243,113,-0.4494,140,-0.1063,84,-1.0100,262,0.94582,288,1.11430
ENSG00000087302,RTRAF,55,-0.6440,63,-0.4564,155,1.05351,77,-0.1217,76,-0.1588,70,-0.3153,110,0.45007,75,-0.1681
ENSG00000087301,TXNDC16,20,-0.2190,13,-0.8935,18,-0.3571,17,-0.4838,28,0.30331,14,-0.8783,44,1.09365,39,0.91065
ENSG00000180998,GPR137C,14,-1.2208,18,-0.8894,30,-0.1036,19,-0.8394,38,0.27500,39,0.38630,42,0.43383,49,0.69847
ENSG00000197930,ERO1A,19,-1.2405,25,-0.8604,40,-0.1439,45,0.05476,29,-0.6253,39,-0.1864,67,0.72236,88,1.19226
ENSG00000100519,PSMC6,75,-0.6440,61,-0.9434,110,-0.0397,95,-0.2643,155,0.53206,113,0.01032,110,-0.0320,179,0.78026
ENSG00000100522,GNPNAT1,13,-0.3694,18,0.08464,20,0.24399,11,-0.6190,18,0.05566,20,0.26449,14,-0.2851,20,0.21891
ENSG00000073712,FERMT2,57,1.87467,25,0.35328,21,0.09239,29,0.59025,8,-1.3014,4,-2.5096,21,0.06346,11,-0.9585
ENSG00000100523,DDHD1,11,-1.3684,22,-0.3249,23,-0.2920,20,-0.4577,48,0.93346,35,0.49145,23,-0.2689,28,0.03816
ENSG00000100528,CNIH1,54,-0.0415,28,-1.0404,52,-0.1026,51,-0.1067,64,0.25277,49,-0.2030,73,0.45484,75,0.51306
ENSG00000197045,GMFB,126,-0.2492,111,-0.4478,194,0.45749,122,-0.3014,169,0.22218,101,-0.6689,209,0.57981,193,0.44357
ENSG00000100532,CGRRF1,7,-0.8578,16,0.32534,12,-0.1506,17,0.44423,11,-0.2119,9,-0.5898,12,-0.1191,23,0.93915
ENSG00000020577,SAMD4A,22,0.30956,16,-0.2178,10,-0.8581,11,-0.7716,20,0.15715,24,0.52451,17,-0.0897,19,0.08912
ENSG00000168175,MAPK1IP1L,35,-0.6736,28,-1.0143,70,0.45636,60,0.18379,60,0.18386,51,-0.0879,69,0.42712,57,0.10129
ENSG00000131981,LGALS3,64,1.36165,53,1.01518,32,0.16962,26,-0.1882,9,-1.6886,12,-1.4385,37,0.41007,15,-1.0234
ENSG00000178974,FBXO34,5,-3.7250,33,-1.1469,63,-0.1743,84,0.29872,122,0.93961,85,0.36610,80,0.22718,72,0.04238
ENSG00000126777,KTN1,230,1.71669,83,-0.0893,69,-0.3847,55,-0.7324,54,-0.7566,73,-0.3151,67,-0.4114,82,-0.0953
ENSG00000070367,EXOC5,46,-0.2106,45,-0.2404,51,-0.0644,46,-0.2168,67,0.38593,48,-0.1782,62,0.26021,62,0.26675
ENSG00000053770,AP5M1,33,-0.4801,24,-0.9659,51,0.19824,38,-0.2989,60,0.46910,53,0.27896,59,0.44135,37,-0.3393
ENSG00000139977,NAA30,21,-0.8329,23,-0.7424,41,0.21196,33,-0.1368,32,-0.2150,38,0.08319,35,-0.0365,65,0.98329
ENSG00000259969,AL049838.1,8,-1.8438,15,-0.8877,12,-1.2317,28,0.05077,32,0.28296,33,0.36537,41,0.70138,41,0.69109
ENSG00000131966,ACTR10,38,-1.7446,66,-0.9090,96,-0.3321,159,0.48952,140,0.27795,128,0.15336,112,-0.0935,196,0.85490
ENSG00000100567,PSMA3,38,-0.9333,48,-0.6030,82,0.26959,76,0.13185,72,0.06197,77,0.17304,66,-0.0978,93,0.46854
ENSG00000257621,PSMA3-AS1,40,1.09093,11,-0.9558,22,0.07151,19,-0.1589,15,-0.5626,17,-0.3499,22,0.06051,26,0.33148
ENSG00000032219,ARID4A,51,0.60055,19,-0.9517,38,0.14039,21,-0.8098,31,-0.2056,32,-0.1918,35,-0.0197,59,0.85750
ENSG00000100575,TIMM9,21,-0.4641,27,-0.0767,51,1.00349,26,-0.1317,20,-0.5085,28,-0.0245,20,-0.5207,32,0.23108
ENSG00000100592,DAAM1,27,-0.7483,26,-0.8459,40,-0.1704,45,0.01625,54,0.30915,59,0.53716,42,-0.0700,48,0.12450
ENSG00000050130,JKAMP,30,-0.5581,34,-0.3671,30,-0.5622,53,0.31677,56,0.41874,36,-0.3446,49,0.20447,66,0.69069
ENSG00000139970,RTN1,169,-3.2047,647,-1.2118,1317,-0.1034,1281,-0.1484,2101,0.67358,1651,0.30764,1501,0.10858,2321,0.84734
ENSG00000126773,PCNX4,30,0.27555,18,-0.5512,24,-0.0455,39,0.74370,32,0.41753,20,-0.3676,19,-0.4119,22,-0.1921
ENSG00000100612,DHRS7,64,0.05639,43,-0.5540,61,-0.0233,80,0.42977,43,-0.5633,75,0.36454,50,-0.3191,64,0.05433
ENSG00000100614,PPM1A,58,-0.8573,62,-0.7609,101,0.01116,122,0.33180,112,0.18168,120,0.35257,80,-0.3598,125,0.36563
ENSG00000020426,MNAT1,25,0.58281,16,-0.1777,19,0.10308,11,-0.6731,13,-0.4958,22,0.37635,10,-0.8835,22,0.33634
ENSG00000100644,HIF1A,36,-0.5345,36,-0.5183,58,0.21473,43,-0.2451,91,0.99411,46,-0.1582,42,-0.2758,55,0.14500
ENSG00000139973,SYT16,10,-2.8826,37,-0.9537,68,-0.0295,91,0.46306,92,0.47413,84,0.37902,47,-0.6121,107,0.73457
ENSG00000140015,KCNH5,4,-2.3248,5,-2.1059,35,0.96328,6,-1.7779,2,-3.3206,6,-1.8098,44,1.37213,70,2.31902
ENSG00000154001,PPP2R5E,32,-0.8761,31,-0.8944,48,-0.2313,64,0.23645,74,0.48459,66,0.33320,70,0.39036,47,-0.2633
ENSG00000126821,SGPP1,18,-1.1760,18,-1.1974,30,-0.4137,46,0.30223,36,-0.1202,35,-0.1665,71,1.02207,59,0.69246
ENSG00000100714,MTHFD1,14,-1.4461,23,-0.6899,37,0.04681,25,-0.5374,57,0.76658,32,-0.2110,51,0.56362,52,0.62162
ENSG00000179841,AKAP5,4,-3.0414,19,-0.9690,14,-1.4565,21,-0.8256,98,1.77341,46,0.45555,33,-0.1322,43,0.28668
