Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3,Feature log2 fold change topic 3,Feature count topic 4,Feature log2 fold change topic 4,Feature count topic 5,Feature log2 fold change topic 5,Feature count topic 6to7,Feature log2 fold change topic 6to7,Feature count topic 8,Feature log2 fold change topic 8,Feature count topic 9,Feature log2 fold change topic 9
ENSG00000157837,SPPL3,40,-0.9537,60,-0.3332,38,-1.0427,47,-0.7008,120,0.82506,88,0.34302,78,0.09706,103,0.55621
ENSG00000157895,C12orf43,23,-0.3373,25,-0.2109,42,0.63658,24,-0.3017,46,0.79280,25,-0.2617,14,-1.0584,34,0.26563
ENSG00000089041,P2RX7,73,3.73958,8,-0.7535,5,-1.2957,0,-3.9122,6,-1.1355,0,-4.1607,1,-3.6991,19,0.71014
ENSG00000110931,CAMKK2,25,-1.5432,55,-0.3347,78,0.22984,96,0.59246,75,0.17915,70,0.08429,77,0.22716,59,-0.1997
ENSG00000089053,ANAPC5,91,0.12367,55,-0.6644,92,0.13608,92,0.14398,83,-0.0260,74,-0.2283,78,-0.1297,119,0.57477
ENSG00000170633,RNF34,20,-1.1714,29,-0.6156,43,-0.0194,34,-0.4024,70,0.79362,40,-0.1342,46,0.10850,68,0.73683
ENSG00000089094,KDM2B,17,-0.2852,14,-0.5986,19,-0.1145,29,0.57134,15,-0.5350,23,0.18668,25,0.31347,21,0.00284
ENSG00000188735,TMEM120B,3,-2.5399,9,-1.0051,8,-1.1710,24,0.55088,23,0.48186,29,1.11694,14,-0.2546,13,-0.3933
ENSG00000139725,RHOF,1,-3.4826,19,-0.0370,14,-0.5538,11,-0.9234,38,1.11858,30,0.88631,22,0.18521,10,-1.0609
ENSG00000139718,SETD1B,5,-1.4162,7,-1.0434,11,-0.4234,10,-0.4300,19,0.53698,13,-0.0530,28,1.16959,17,0.36897
ENSG00000110801,PSMD9,29,-0.1004,26,-0.2784,30,0.00232,19,-0.7173,38,0.38032,38,0.43793,30,-0.0143,25,-0.3183
ENSG00000110987,BCL7A,12,-1.7344,27,-0.4859,42,0.20517,41,0.16532,37,0.01562,44,0.31813,44,0.26714,43,0.22361
ENSG00000175727,MLXIP,22,0.58763,12,-0.4475,13,-0.2311,16,0.07351,16,0.06815,18,0.25827,12,-0.4473,13,-0.3225
ENSG00000176383,B3GNT4,1,-4.0445,11,-0.8945,22,0.16978,34,0.91011,30,0.69042,17,-0.2374,20,0.03311,25,0.37683
ENSG00000139719,VPS33A,16,-0.5261,19,-0.3071,25,0.12418,14,-0.8038,40,0.92608,24,0.11034,19,-0.3274,26,0.17160
ENSG00000130779,CLIP1,56,-0.1936,36,-0.8670,76,0.29215,43,-0.6062,76,0.31257,70,0.18521,73,0.23927,69,0.13304
ENSG00000111011,RSRC2,91,0.32254,43,-0.8734,83,0.16310,62,-0.3097,89,0.28583,69,-0.1568,96,0.41081,73,-0.0487
ENSG00000139726,DENR,37,-1.0666,49,-0.6139,48,-0.6427,78,0.11078,84,0.24091,80,0.17062,115,0.76784,83,0.22656
ENSG00000130787,HIP1R,170,1.71501,63,-0.0480,69,0.09864,50,-0.4123,32,-1.0971,38,-0.9121,76,0.25487,47,-0.5147
ENSG00000139722,VPS37B,15,-0.3285,20,0.14172,24,0.42921,13,-0.4701,19,0.05050,14,-0.4243,14,-0.3513,30,0.83236
ENSG00000150967,ABCB9,8,-1.5785,18,-0.3239,17,-0.3958,20,-0.1571,32,0.57774,29,0.46972,17,-0.4536,32,0.57630
ENSG00000182196,ARL6IP4,246,0.23102,221,0.05315,228,0.10987,238,0.17689,232,0.13660,186,-0.2528,178,-0.2886,207,-0.0529
ENSG00000090975,PITPNM2,9,-1.4470,18,-0.4323,20,-0.3020,14,-0.8629,45,1.03924,22,-0.1416,38,0.74812,29,0.27521
ENSG00000130921,C12orf65,19,-0.1190,17,-0.3312,13,-0.6859,20,-0.1046,28,0.45829,17,-0.4134,30,0.57448,29,0.49790
ENSG00000111328,CDK2AP1,352,1.59062,149,0.06947,92,-0.6976,86,-0.8018,120,-0.2755,172,0.35626,73,-1.0560,69,-1.1316
ENSG00000139697,SBNO1,39,-0.6381,35,-0.7935,50,-0.2502,52,-0.1906,77,0.44874,72,0.38350,70,0.28058,61,0.06294
ENSG00000183955,KMT5A,22,-0.2620,18,-0.5689,22,-0.2498,18,-0.5217,40,0.71393,38,0.75029,12,-1.1872,25,-0.0779
ENSG00000150977,RILPL2,10,-0.5217,12,-0.1766,20,0.62955,16,0.26799,24,0.92315,12,-0.2083,11,-0.3779,6,-1.2531
ENSG00000184209,SNRNP35,36,1.18865,14,-0.4273,14,-0.3634,13,-0.5358,19,0.12320,12,-0.7153,25,0.52546,17,-0.0955
ENSG00000188026,RILPL1,39,0.37834,19,-0.7199,25,-0.3569,31,0.02145,31,0.00553,35,0.23435,32,0.07444,30,-0.0337
ENSG00000086598,TMED2,63,-0.3171,42,-0.9388,61,-0.3742,77,0.01009,105,0.52445,69,-0.2002,93,0.30513,112,0.63433
ENSG00000111361,EIF2B1,25,-0.3122,21,-0.5392,36,0.26130,19,-0.7189,37,0.34668,38,0.43926,19,-0.7011,38,0.38912
ENSG00000111358,GTF2H3,21,0.34161,13,-0.4848,15,-0.2235,15,-0.2460,19,0.13283,26,0.81762,8,-1.2241,13,-0.4662
ENSG00000119242,CCDC92,64,-1.4288,124,-0.4151,197,0.33851,170,0.08793,200,0.35925,124,-0.4651,242,0.68195,202,0.37448
ENSG00000179195,ZNF664,115,1.31415,44,-0.3145,54,0.00213,49,-0.1344,36,-0.6500,40,-0.5397,52,-0.0690,55,0.03526
ENSG00000196498,NCOR2,61,-0.1081,74,0.20443,49,-0.4606,53,-0.3253,76,0.25215,63,-0.0600,76,0.26328,71,0.13982
ENSG00000073060,SCARB1,48,0.22814,28,-0.5965,47,0.20285,53,0.40122,28,-0.6280,38,-0.1678,44,0.09519,50,0.29633
ENSG00000150991,UBC,737,-0.7216,773,-0.6475,1469,0.38574,1197,0.04672,1508,0.42930,1208,0.07104,1178,0.02113,1187,0.03337
ENSG00000184992,BRI3BP,28,-1.2670,19,-1.7955,44,-0.5545,60,-0.0706,75,0.27365,90,0.68980,79,0.36418,83,0.44851
ENSG00000081760,AACS,5,-3.7999,25,-1.4468,67,0.08614,54,-0.2607,117,1.02752,74,0.27300,89,0.55772,69,0.13284
ENSG00000139364,TMEM132B,17,-1.8871,49,-0.2941,47,-0.3797,60,0.01477,81,0.51687,73,0.39326,57,-0.0709,77,0.42960
ENSG00000256193,LINC00507,0,-4.5757,5,-1.5406,9,-0.8530,4,-1.8191,35,1.36351,42,2.31072,1,-4.0915,2,-2.7979
ENSG00000139370,SLC15A4,20,0.86390,7,-0.8925,6,-1.0762,8,-0.6776,12,0.06167,11,-0.1551,14,0.26605,19,0.74154
ENSG00000151948,GLT1D1,6,-2.5466,27,-0.2802,41,0.36452,32,-0.0529,37,0.17808,43,0.53151,34,0.06123,32,-0.0457
ENSG00000060709,RIMBP2,5,-3.5752,41,-0.4165,34,-0.7038,24,-1.2469,124,1.47705,69,0.48705,67,0.37194,47,-0.1803
ENSG00000111450,STX2,20,0.51385,4,-1.8677,8,-0.9086,16,0.16577,11,-0.4425,13,-0.2336,30,1.26046,16,0.12350
ENSG00000132341,RAN,100,-1.6190,170,-0.8108,297,0.06935,243,-0.2555,350,0.33911,370,0.50582,348,0.32881,315,0.16362
ENSG00000061936,SFSWAP,43,0.85307,24,-0.0921,17,-0.6325,14,-0.8676,25,-0.0324,23,-0.1880,26,0.04398,34,0.48076
ENSG00000198598,MMP17,14,-1.4156,29,-0.3806,38,0.04439,18,-1.1155,47,0.42191,25,-0.6731,58,0.75138,76,1.25410
ENSG00000177169,ULK1,19,-1.5288,45,-0.2438,42,-0.3726,69,0.43249,72,0.50464,53,0.01821,59,0.19182,62,0.26542
ENSG00000183495,EP400,17,-0.6191,20,-0.3986,22,-0.2746,11,-1.2800,33,0.41739,16,-0.8511,69,1.74103,28,0.13975
ENSG00000185163,DDX51,14,-0.4734,14,-0.4995,15,-0.3422,18,-0.0704,18,-0.0690,16,-0.2972,34,0.96384,26,0.48492
ENSG00000184967,NOC4L,13,-0.4673,21,0.24432,25,0.55208,16,-0.2049,20,0.15581,9,-1.0960,22,0.34584,26,0.58792
ENSG00000182870,GALNT9,14,-1.9689,53,0.03146,43,-0.2927,52,0.01080,51,-0.0239,33,-0.7499,72,0.56230,112,1.34343
ENSG00000112787,FBRSL1,40,0.25597,37,0.11963,34,0.00854,40,0.27227,19,-0.9159,34,0.01059,41,0.31434,27,-0.3817
ENSG00000176894,PXMP2,21,-0.0964,39,0.91327,33,0.63709,27,0.29425,7,-1.8295,12,-1.1157,30,0.49560,22,-0.0339
ENSG00000247077,PGAM5,12,-1.3192,15,-1.0463,22,-0.4060,30,0.05385,30,0.05095,46,0.93376,25,-0.1985,33,0.23467
ENSG00000176915,ANKLE2,22,-0.5174,21,-0.5822,26,-0.2467,15,-1.1451,31,0.01987,35,0.25422,41,0.46087,50,0.81627
ENSG00000090615,GOLGA3,38,-0.5099,40,-0.4197,32,-0.7450,45,-0.2243,70,0.48696,59,0.22480,71,0.51549,55,0.08126
ENSG00000198040,ZNF84,26,-0.1157,14,-1.0625,26,-0.1176,27,-0.0123,36,0.43574,23,-0.3117,28,0.05456,45,0.81125
ENSG00000196199,MPHOSPH8,135,0.66364,61,-0.6129,70,-0.3940,69,-0.4383,69,-0.4228,97,0.13980,118,0.43887,96,0.10133
ENSG00000121390,PSPC1,24,-1.2455,42,-0.3907,36,-0.6534,65,0.31154,69,0.40357,59,0.16934,68,0.37410,63,0.26375
ENSG00000121741,ZMYM2,33,-0.6926,35,-0.5955,62,0.29401,53,0.04691,75,0.61408,46,-0.2260,55,0.09130,61,0.25900
ENSG00000121742,GJB6,15,-0.6629,21,-0.1793,72,2.01695,25,0.07937,4,-2.6495,4,-2.6861,59,1.60445,8,-1.6879
ENSG00000165475,CRYL1,63,1.19091,30,-0.0683,36,0.23856,34,0.14508,17,-0.9751,25,-0.3983,34,0.13100,18,-0.8907
ENSG00000278291,AL161772.1,26,-1.0201,46,-0.1398,88,0.93743,55,0.13688,25,-1.0918,18,-1.7291,57,0.19635,121,1.53600
ENSG00000172458,IL17D,72,1.02874,53,0.50348,59,0.70039,36,-0.1150,14,-1.5262,25,-0.7784,36,-0.1095,30,-0.4144
ENSG00000150456,EEF1AKMT1,20,0.54593,14,-0.0555,27,1.05817,13,-0.1952,11,-0.4479,15,0.12614,9,-0.7475,5,-1.4969
ENSG00000150459,SAP18,224,0.03401,198,-0.1696,192,-0.2141,201,-0.1451,201,-0.1431,225,0.04828,253,0.22997,257,0.25869
ENSG00000173141,MRPL57,115,-0.1228,125,0.02013,186,0.67822,107,-0.2272,102,-0.3111,138,0.20456,96,-0.4043,107,-0.2376
ENSG00000180776,ZDHHC20,45,1.19576,18,-0.3700,13,-0.8347,24,0.11277,25,0.18924,18,-0.3533,20,-0.1517,19,-0.2353
ENSG00000165487,MICU2,31,0.05089,17,-0.8254,16,-0.9473,45,0.70220,23,-0.4031,34,0.26113,26,-0.2011,40,0.49851
ENSG00000102678,FGF9,2,-2.9762,8,-1.3930,10,-1.1593,28,0.48324,18,-0.2473,35,1.05181,25,0.32813,25,0.31146
ENSG00000151835,SACS,24,-1.1385,35,-0.5465,37,-0.4758,47,-0.0974,55,0.14095,54,0.14130,65,0.43250,79,0.76564
ENSG00000182957,SPATA13,39,1.63568,8,-0.9003,3,-2.2701,10,-0.6663,21,0.52133,20,0.50245,3,-2.5102,13,-0.2106
ENSG00000165566,AMER2,321,2.41607,63,-0.5550,70,-0.3735,64,-0.5269,55,-0.7569,54,-0.8737,71,-0.3483,48,-0.9587
ENSG00000139505,MTMR6,36,-1.1750,39,-1.0714,57,-0.5044,83,0.10811,101,0.42811,86,0.17842,112,0.60832,100,0.42063
ENSG00000139496,NUP58,19,-0.9051,20,-0.8008,16,-1.1919,18,-0.9407,57,0.87876,43,0.45596,36,0.11282,52,0.71177
ENSG00000132932,ATP8A2,5,-3.7927,46,-0.7522,51,-0.5754,47,-0.7176,140,1.10032,102,0.63109,90,0.32119,80,0.13583
ENSG00000127870,RNF6,18,-1.6633,17,-1.7257,41,-0.3859,60,0.21876,89,0.89238,52,-0.0064,67,0.41066,75,0.59743
ENSG00000132970,WASF3,61,-1.0264,126,0.12120,139,0.27606,114,-0.0412,105,-0.1797,144,0.39367,122,0.06544,100,-0.2561
ENSG00000132975,GPR12,8,-1.8806,14,-1.0327,34,0.30524,31,0.14649,12,-1.2706,12,-1.4252,71,1.60002,60,1.28951
ENSG00000152484,USP12,35,-0.8633,42,-0.5797,49,-0.3437,44,-0.5248,84,0.53219,94,0.85665,64,0.08488,43,-0.5670
ENSG00000122026,RPL21,3059,1.93208,1225,0.24920,957,-0.1526,927,-0.2040,520,-1.1048,610,-0.9496,816,-0.4053,745,-0.5495
ENSG00000122034,GTF3A,61,-0.7377,68,-0.5511,114,0.27163,109,0.19574,90,-0.1209,131,0.58428,97,0.00689,70,-0.5092
ENSG00000122033,MTIF3,70,0.20925,57,-0.1355,66,0.10931,66,0.10849,61,-0.0318,58,-0.1192,42,-0.6244,79,0.40224
ENSG00000186184,POLR1D,46,-0.5169,54,-0.2735,37,-0.8638,99,0.73288,85,0.47797,66,0.05747,44,-0.5774,78,0.31909
ENSG00000132963,POMP,195,-0.0753,184,-0.1652,215,0.08501,234,0.22588,250,0.33582,194,-0.0947,157,-0.4156,213,0.07033
ENSG00000132938,MTUS2,3,-1.8576,15,0.30467,12,-0.0868,9,-0.5554,23,1.00822,14,0.12399,11,-0.1716,13,-0.0018
ENSG00000139514,SLC7A1,15,-2.2669,45,-0.6742,43,-0.7398,54,-0.3884,160,1.45460,126,1.23652,29,-1.3546,25,-1.5439
ENSG00000122042,UBL3,131,-0.7512,121,-0.8801,224,0.09322,173,-0.3173,320,0.69325,321,0.83329,122,-0.8624,168,-0.3618
ENSG00000102781,KATNAL1,28,-0.3749,16,-1.2318,24,-0.5950,28,-0.3827,59,0.84690,43,0.34940,34,-0.0660,45,0.38762
ENSG00000189403,HMGB1,604,0.91159,280,-0.3657,335,-0.0801,315,-0.1806,302,-0.2455,336,-0.0862,319,-0.1575,342,-0.0473
ENSG00000120694,HSPH1,48,-2.3034,117,-0.9860,177,-0.3485,178,-0.3330,323,0.64358,217,-0.0268,311,0.57540,390,0.97147
ENSG00000187676,B3GLCT,11,-0.4346,8,-0.9629,9,-0.8696,12,-0.3521,15,-0.0516,4,-1.9432,33,1.31596,40,1.69237
ENSG00000073910,FRY,15,-2.1461,32,-1.0199,56,-0.1575,32,-1.0044,86,0.56300,74,0.36326,71,0.24930,111,1.00946
ENSG00000139597,N4BP2L1,31,-0.5259,22,-1.0832,39,-0.1842,39,-0.1702,51,0.25814,65,0.79046,29,-0.6446,51,0.26380
ENSG00000244754,N4BP2L2,102,1.24869,33,-0.6318,39,-0.3512,46,-0.1125,53,0.10969,41,-0.3095,32,-0.6606,55,0.17930
ENSG00000083642,PDS5B,32,-1.5841,57,-0.7420,135,0.66848,115,0.38735,57,-0.7365,73,-0.3883,86,-0.0819,188,1.25342
ENSG00000133121,STARD13,20,-0.2714,14,-0.8270,35,0.61776,29,0.31335,21,-0.1990,12,-1.1174,36,0.65679,36,0.66867
ENSG00000172915,NBEA,28,-1.5967,32,-1.4007,102,0.40371,80,0.00287,83,0.07695,85,0.11331,91,0.22191,131,0.83265
ENSG00000133083,DCLK1,74,-2.5536,203,-1.0510,433,0.14125,344,-0.2275,594,0.67416,436,0.17547,432,0.13869,620,0.74721
ENSG00000133104,SPART,71,0.52932,26,-1.0363,50,-0.0367,41,-0.3436,52,0.03047,45,-0.2431,62,0.29763,70,0.50397
ENSG00000133101,CCNA1,2,-3.0616,7,-1.5710,10,-1.1082,8,-1.3314,37,1.04486,15,-0.4857,55,1.77208,31,0.70293
ENSG00000180440,SERTM1,10,-1.6233,19,-0.6850,21,-0.4937,25,-0.2234,39,0.47084,30,0.05115,55,1.08885,33,0.18627
ENSG00000120697,ALG5,35,0.56851,11,-1.2748,29,0.21858,27,0.12570,23,-0.1224,19,-0.4989,41,0.80808,22,-0.2227
ENSG00000120699,EXOSC8,25,1.21188,11,-0.1953,13,0.10857,14,0.25705,9,-0.3815,9,-0.5691,10,-0.2448,9,-0.4495
ENSG00000102710,SUPT20H,21,0.85526,6,-1.0537,9,-0.4755,8,-0.7290,16,0.32839,16,0.43914,4,-1.7854,18,0.56763
ENSG00000120686,UFM1,48,-0.6307,57,-0.3559,36,-1.0537,90,0.38994,110,0.71932,57,-0.3901,127,0.98298,58,-0.3202
ENSG00000183722,LHFPL6,26,-1.8388,45,-0.9842,76,-0.1849,57,-0.6368,162,1.09078,91,0.12906,123,0.61399,96,0.18490
ENSG00000133103,COG6,9,-1.4353,18,-0.4348,23,0.00465,27,0.21831,30,0.39343,25,0.10277,31,0.46909,23,-0.0241
ENSG00000102738,MRPS31,10,-0.9709,16,-0.3385,12,-0.6937,24,0.34745,24,0.32209,30,0.87632,14,-0.4909,14,-0.5183
ENSG00000120688,WBP4,50,0.56406,32,-0.1582,26,-0.5026,38,0.14065,45,0.41371,27,-0.4974,27,-0.4367,46,0.44591
ENSG00000165572,KBTBD6,35,-1.0337,32,-1.1821,58,-0.2428,55,-0.3290,80,0.26970,76,0.22727,100,0.64512,97,0.59788
ENSG00000120696,KBTBD7,19,-0.1764,7,-1.5869,23,0.14013,15,-0.4971,22,0.04150,16,-0.4895,33,0.74988,39,1.01137
ENSG00000102760,RGCC,200,1.90350,81,0.25449,68,-0.0268,64,-0.1426,26,-1.4827,30,-1.4273,96,0.53055,30,-1.2844
ENSG00000102780,DGKH,5,-2.6424,22,-0.3616,33,0.22693,18,-0.7405,34,0.30101,35,0.37486,23,-0.3511,52,1.01303
ENSG00000023516,AKAP11,79,-1.0628,105,-0.6206,144,-0.1315,137,-0.2057,201,0.41594,161,0.05922,186,0.28846,229,0.64363
ENSG00000120675,DNAJC15,62,-0.0748,66,0.02571,77,0.26506,66,0.02869,80,0.33403,59,-0.1755,59,-0.1565,58,-0.1945
ENSG00000120658,ENOX1,11,-0.3695,4,-1.6727,11,-0.3583,10,-0.3963,22,0.78089,14,0.04109,15,0.18225,21,0.71523
ENSG00000151778,SERP2,36,-1.9708,111,-0.2649,159,0.32160,133,0.02161,119,-0.1530,155,0.32044,160,0.33141,150,0.22198
ENSG00000102804,TSC22D1,193,-1.6259,291,-1.0033,761,0.53238,505,-0.1429,698,0.38666,664,0.35198,544,-0.0235,648,0.26234
ENSG00000133114,GPALPP1,16,-0.6898,23,-0.1004,20,-0.2943,17,-0.5532,35,0.54978,21,-0.2554,27,0.16273,41,0.83288
ENSG00000188342,GTF2F2,35,0.81150,23,0.05688,8,-1.5234,19,-0.1830,25,0.21965,11,-1.1629,31,0.57877,33,0.67756
ENSG00000180332,KCTD4,26,0.37022,10,-1.1251,3,-2.5533,13,-0.7205,34,0.80109,15,-0.5523,46,1.33918,25,0.29735
ENSG00000133112,TPT1,2847,1.63703,1269,0.19021,622,-0.9397,1019,-0.1662,934,-0.3049,865,-0.4777,994,-0.2054,751,-0.6475
ENSG00000170919,TPT1-AS1,44,1.22903,14,-0.6010,24,0.19421,18,-0.2464,27,0.36529,12,-0.9397,16,-0.4014,23,0.15297
ENSG00000136152,COG3,9,-0.6519,13,-0.0977,9,-0.6848,17,0.27908,13,-0.0777,10,-0.5727,27,1.10993,18,0.36132
ENSG00000123200,ZC3H13,204,1.77587,73,-0.0417,56,-0.4583,38,-1.0486,66,-0.2124,53,-0.6041,45,-0.8105,88,0.25059
ENSG00000139684,ESD,73,-0.4606,62,-0.7157,76,-0.3916,111,0.21383,121,0.35325,85,-0.2550,166,0.89534,99,0.02587
ENSG00000102468,HTR2A,6,-2.6624,14,-1.4658,23,-0.7413,33,-0.1916,83,1.37880,35,-0.1278,55,0.63042,52,0.54653
ENSG00000136143,SUCLA2,31,-1.9836,66,-0.8505,104,-0.1248,84,-0.4569,124,0.15568,161,0.69598,126,0.18003,158,0.55926
ENSG00000136159,NUDT15,2,-2.5365,11,-0.4557,9,-0.8154,6,-1.3844,21,0.58647,33,1.75290,5,-1.6294,13,-0.2362
ENSG00000136146,MED4,39,-0.1744,38,-0.2101,25,-0.8197,41,-0.0681,36,-0.2851,62,0.72315,19,-1.2684,65,0.68398
ENSG00000136156,ITM2B,987,-0.4744,698,-1.0125,1378,0.05846,1006,-0.4452,1760,0.46405,1764,0.54970,933,-0.5628,1674,0.37956
ENSG00000139687,RB1,24,-0.1252,12,-1.2027,14,-0.9611,13,-1.0666,27,0.07049,42,0.99010,37,0.57916,22,-0.2758
ENSG00000102531,FNDC3A,39,0.09153,19,-1.0196,33,-0.1961,38,0.04566,39,0.06954,25,-0.6750,61,0.83874,54,0.62141
ENSG00000102543,CDADC1,9,-0.8754,17,0.11715,15,-0.1639,15,-0.1629,19,0.22407,18,0.22193,11,-0.5387,23,0.60173
ENSG00000102547,CAB39L,21,-0.9874,34,-0.2440,57,0.60726,27,-0.5787,58,0.64353,32,-0.3614,36,-0.1351,57,0.61354
ENSG00000136144,RCBTB1,40,0.42410,15,-1.1102,18,-0.8245,17,-0.9360,57,1.02174,51,0.97011,12,-1.4763,19,-0.7293
ENSG00000123179,EBPL,14,-1.0422,26,-0.0918,27,-0.0339,36,0.42078,24,-0.1791,28,0.00578,35,0.37582,31,0.17608
ENSG00000102753,KPNA3,24,-0.9772,28,-0.7506,36,-0.3563,32,-0.5322,60,0.44757,45,-0.0032,74,0.80038,64,0.56834
ENSG00000123178,SPRYD7,27,-1.0322,41,-0.3841,65,0.35418,48,-0.1290,66,0.38497,62,0.32998,26,-1.0640,73,0.53851
ENSG00000204977,TRIM13,19,0.41993,11,-0.4162,13,-0.0900,15,0.09368,11,-0.3738,18,0.42666,10,-0.4701,13,-0.1687
ENSG00000136104,RNASEH2B,19,-0.5322,25,-0.0970,20,-0.4445,24,-0.1273,27,0.02885,27,0.03630,29,0.14466,40,0.69064
ENSG00000150510,FAM124A,58,2.96314,4,-1.7814,4,-1.5039,11,-0.2088,9,-0.4983,8,-0.6934,4,-1.7215,7,-0.8819
ENSG00000102786,INTS6,21,0.73200,10,-0.4090,9,-0.5400,8,-0.7526,15,0.14798,11,-0.3689,19,0.55822,17,0.32699
ENSG00000136100,VPS36,23,-0.8468,30,-0.4365,22,-0.8986,47,0.27151,52,0.44068,49,0.43097,40,0.00580,43,0.15117
ENSG00000165416,SUGT1,73,-0.0097,77,0.06476,47,-0.7213,81,0.15836,76,0.05592,84,0.25303,71,-0.0621,70,-0.0898
ENSG00000136099,PCDH8,0,-8.1822,21,-1.2121,10,-2.2460,31,-0.6359,128,1.80370,99,1.64681,23,-1.1133,7,-2.8014
ENSG00000118946,PCDH17,81,-0.2015,56,-0.7676,105,0.22287,70,-0.4223,68,-0.4706,55,-0.8928,173,1.07363,163,0.96865
ENSG00000083544,TDRD3,19,0.67003,9,-0.4769,20,0.72805,11,-0.2008,12,-0.1321,11,-0.2133,7,-0.9065,14,0.11832
ENSG00000184226,PCDH9,333,0.92914,109,-0.8874,100,-1.0252,139,-0.5132,192,-0.0041,127,-0.7310,375,1.14068,229,0.28685
ENSG00000204899,MZT1,20,-1.5482,37,-0.6155,72,0.44676,79,0.61384,47,-0.2474,46,-0.3066,56,0.04633,89,0.81426
ENSG00000083520,DIS3,20,-0.0938,8,-1.5548,18,-0.2968,23,0.09202,22,0.00168,29,0.56392,32,0.62624,14,-0.6347
ENSG00000118922,KLF12,6,-1.6487,14,-0.3045,21,0.33109,18,0.09278,20,0.26936,34,1.45151,4,-2.1916,3,-2.6123
ENSG00000136111,TBC1D4,12,-0.6038,10,-0.8197,13,-0.5182,14,-0.3147,22,0.37335,22,0.42210,25,0.54334,18,0.06983
ENSG00000188243,COMMD6,302,1.02572,148,-0.1697,208,0.37949,151,-0.1374,122,-0.4842,126,-0.4780,177,0.11757,124,-0.4553
ENSG00000118939,UCHL3,26,-0.1176,15,-0.9579,36,0.42395,23,-0.3142,28,-0.0058,18,-0.7490,44,0.75426,43,0.72390
ENSG00000136153,LMO7,6,-3.1295,28,-0.9747,60,0.21958,48,-0.1552,57,0.12581,22,-1.4414,97,1.03322,133,1.63189
ENSG00000178695,KCTD12,64,0.69496,31,-0.5021,29,-0.5574,34,-0.3537,42,-0.0104,27,-0.7515,65,0.71652,60,0.57882
ENSG00000102805,CLN5,30,1.53837,11,-0.0964,17,0.52005,15,0.38536,10,-0.2138,9,-0.5885,4,-1.4646,4,-1.7302
ENSG00000005812,FBXL3,58,-0.0270,25,-1.3337,64,0.14481,70,0.28527,44,-0.4417,64,0.16357,52,-0.1841,87,0.65065
ENSG00000005810,MYCBP2,44,-1.8449,91,-0.7475,118,-0.3412,126,-0.2442,219,0.67108,178,0.37044,162,0.16384,202,0.53405
ENSG00000139737,SLAIN1,279,2.99690,26,-1.3086,45,-0.5097,28,-1.2432,34,-0.9300,33,-1.0621,32,-1.0365,46,-0.4796
ENSG00000136160,EDNRB,31,-0.2392,26,-0.5157,130,2.37515,51,0.54510,3,-3.4044,4,-3.3289,64,0.94657,14,-1.4849
ENSG00000152193,OBI1,7,-1.4921,11,-0.8384,11,-0.8580,8,-1.2914,23,0.30289,7,-1.5603,55,1.87123,43,1.36298
ENSG00000139746,RBM26,78,0.51402,43,-0.4223,32,-0.8930,48,-0.2571,58,0.03227,69,0.37230,51,-0.1568,62,0.14344
ENSG00000102471,NDFIP2,76,-1.3958,82,-1.2727,179,-0.0638,166,-0.1826,227,0.32557,109,-0.9321,285,0.70652,444,1.52340
ENSG00000136158,SPRY2,18,-1.5541,27,-0.9256,69,0.53786,53,0.12117,58,0.26823,46,-0.1216,61,0.35161,66,0.47196
ENSG00000178235,SLITRK1,17,-1.5350,27,-0.8521,30,-0.6613,38,-0.3209,57,0.34962,31,-0.6742,89,1.13017,94,1.22072
ENSG00000165300,SLITRK5,10,-1.8224,27,-0.3093,34,0.04038,21,-0.6979,39,0.28571,24,-0.5656,50,0.69237,68,1.22975
ENSG00000152749,GPR180,10,-0.9623,9,-1.0724,15,-0.2884,13,-0.4862,26,0.56539,29,0.93424,16,-0.1906,17,-0.1560
ENSG00000134873,CLDN10,30,-0.3276,58,0.71153,111,1.95363,28,-0.4699,10,-2.0290,8,-2.5017,70,1.06419,15,-1.3894
ENSG00000134874,DZIP1,26,0.10738,34,0.55310,24,-0.0292,19,-0.4189,15,-0.7660,21,-0.2881,26,0.11257,34,0.54859
ENSG00000102580,DNAJC3,25,1.10038,9,-0.5495,14,0.12054,4,-1.5635,18,0.49005,11,-0.2808,14,0.08796,11,-0.2906
ENSG00000185352,HS6ST3,2,-5.3110,51,-1.1338,29,-1.9775,69,-0.6625,245,1.47540,253,1.99256,35,-1.6900,11,-3.3950
ENSG00000139793,MBNL2,125,0.05966,64,-0.9995,125,0.05380,119,-0.0245,119,-0.0287,142,0.29715,122,0.01727,131,0.12978
ENSG00000125249,RAP2A,49,-0.9402,58,-0.6790,112,0.35765,109,0.31514,91,0.02758,91,0.02965,77,-0.2440,129,0.60230
ENSG00000065150,IPO5,60,-0.6610,58,-0.7296,72,-0.3941,110,0.29190,93,0.02604,108,0.30442,120,0.43642,98,0.10720
ENSG00000152767,FARP1,37,-0.9362,52,-0.4023,60,-0.1753,84,0.38517,59,-0.1926,71,0.11960,98,0.63120,69,0.05025
ENSG00000102572,STK24,23,-1.2664,47,-0.2073,41,-0.4288,71,0.46714,61,0.22373,57,0.11662,38,-0.5525,86,0.79464
ENSG00000088387,DOCK9,47,-0.3700,49,-0.3246,25,-1.3108,36,-0.7984,127,1.30639,73,0.38477,65,0.13364,41,-0.5712
