Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3,Feature log2 fold change topic 3,Feature count topic 4,Feature log2 fold change topic 4,Feature count topic 5,Feature log2 fold change topic 5,Feature count topic 6,Feature log2 fold change topic 6,Feature count topic 7,Feature log2 fold change topic 7,Feature count topic 8to9,Feature log2 fold change topic 8to9,Feature count topic 10,Feature log2 fold change topic 10,Feature count topic 11,Feature log2 fold change topic 11
ENSG00000170791,CHCHD7,22,-0.5523,36,0.16434,39,0.30866,24,-0.4446,30,-0.0957,33,0.02412,44,0.49474,35,0.14724,32,-0.0107,24,-0.4647
ENSG00000170786,SDR16C5,0,-7.7741,26,1.09458,17,0.34788,11,-0.2588,10,-0.3586,8,-0.7069,11,-0.2859,25,1.23175,2,-2.5085,10,-0.4667
ENSG00000104331,IMPAD1,70,-0.1247,72,-0.0619,53,-0.5531,72,-0.0674,88,0.24593,93,0.33168,95,0.36359,103,0.57627,47,-0.7406,33,-1.2439
ENSG00000169122,FAM110B,14,-1.2507,35,0.11808,53,0.80981,26,-0.3170,32,-0.0193,58,0.95427,39,0.30811,21,-0.6907,29,-0.1747,26,-0.3315
ENSG00000215114,UBXN2B,26,-0.4882,47,0.43104,47,0.42334,37,0.04201,25,-0.5427,46,0.39064,56,0.71608,31,-0.2497,19,-0.9833,30,-0.2775
ENSG00000137575,SDCBP,63,-0.8721,126,0.21318,148,0.47472,116,0.07475,89,-0.3382,92,-0.2940,117,0.09067,131,0.30187,111,0.00342,92,-0.2833
ENSG00000035681,NSMAF,12,0.21006,16,0.67003,15,0.59325,9,-0.1321,12,0.20302,11,0.09446,6,-0.7200,10,-0.0049,6,-0.7103,5,-0.9717
ENSG00000198846,TOX,4,-3.0566,14,-1.5146,7,-2.4650,58,0.69942,45,0.27443,41,0.12384,59,0.73597,67,1.10574,26,-0.5496,25,-0.6370
ENSG00000167912,AC090152.1,8,-0.8672,11,-0.4388,8,-1.0264,23,0.68046,21,0.54888,10,-0.6846,12,-0.3255,25,0.93465,10,-0.6209,12,-0.2999
ENSG00000178538,CA8,5,-1.1100,10,-0.0593,10,-0.1199,17,0.68347,20,0.96148,16,0.57921,4,-1.2944,6,-0.9256,17,0.74263,8,-0.5175
ENSG00000104388,RAB2A,144,-0.9206,373,0.57350,257,-0.0262,197,-0.4425,304,0.23913,282,0.11961,389,0.64491,290,0.18403,211,-0.3343,139,-0.9725
ENSG00000171316,CHD7,80,4.05881,1,-2.9038,1,-3.3090,7,-0.6353,2,-2.5104,4,-1.6108,7,-0.7536,2,-2.6853,10,-0.1204,8,-0.4370
ENSG00000177182,CLVS1,2,-3.4087,17,-0.2087,23,0.31748,22,0.21071,14,-0.4844,37,1.08899,28,0.63260,21,0.19406,15,-0.4031,10,-1.0147
ENSG00000198363,ASPH,55,-1.2955,134,0.07451,85,-0.6323,150,0.26422,99,-0.3890,111,-0.2236,180,0.56013,148,0.26586,198,0.71799,94,-0.4700
ENSG00000274956,NKAIN3-IT1,58,0.52828,9,-2.2525,36,-0.2346,29,-0.5535,28,-0.6234,52,0.35507,38,-0.1377,17,-1.4395,119,1.80905,54,0.42538
ENSG00000137563,GGH,10,-1.9038,37,0.05236,38,0.11442,24,-0.6192,14,-1.4250,55,0.69160,48,0.47019,51,0.67432,40,0.19241,23,-0.6414
ENSG00000185728,YTHDF3,29,-0.8262,57,0.19588,36,-0.5318,54,0.12026,67,0.46465,35,-0.5669,71,0.55904,61,0.33382,53,0.07357,30,-0.8034
ENSG00000254377,MIR124-2HG,0,-6.4523,22,0.02604,26,0.24869,30,0.47783,32,0.59489,22,-0.0250,25,0.18287,29,0.52458,14,-0.6630,13,-0.8165
ENSG00000180828,BHLHE22,2,-3.6681,54,1.25942,34,0.49227,27,0.12763,63,1.54774,0,-6.3504,2,-3.7301,31,0.37931,4,-2.5353,28,0.16970
ENSG00000172817,CYP7B1,28,1.03734,11,-0.4013,7,-1.0490,9,-0.6541,8,-0.9018,30,1.17933,5,-1.4837,8,-1.0418,41,1.72616,6,-1.3607
ENSG00000104442,ARMC1,74,0.51023,52,-0.0445,52,-0.0454,60,0.16650,56,0.05998,38,-0.5303,58,0.12414,64,0.32460,43,-0.3310,29,-0.9595
ENSG00000147571,CRH,0,-6.7010,35,0.30725,72,1.55184,30,0.09597,26,-0.1235,14,-1.0871,5,-2.3968,12,-1.4189,55,1.06123,53,1.02010
ENSG00000179041,RRS1,9,-0.1296,12,0.34633,9,-0.1870,6,-0.7999,6,-0.8162,13,0.48444,11,0.21343,11,0.24352,13,0.36996,7,-0.5177
ENSG00000147576,ADHFE1,14,0.44586,6,-0.8658,7,-0.6256,11,0.08067,8,-0.3606,12,0.14853,12,0.18585,4,-1.3417,27,1.55573,10,-0.0225
ENSG00000169085,VXN,92,-0.7564,192,0.39809,209,0.53907,80,-0.9701,161,0.11746,157,0.07725,180,0.29503,195,0.47312,68,-1.2203,120,-0.3497
ENSG00000175073,VCPIP1,23,-0.7515,56,0.63243,39,0.06620,37,-0.0087,43,0.22416,62,0.80919,26,-0.5477,39,0.08112,31,-0.3144,17,-1.1875
ENSG00000104205,SGK3,83,2.41483,12,-0.8566,9,-1.2571,15,-0.4821,21,-0.0500,12,-0.8526,13,-0.7379,10,-1.1891,38,0.93747,11,-1.0442
ENSG00000245910,SNHG6,900,1.74030,259,-0.3598,226,-0.5740,293,-0.1729,250,-0.4186,312,-0.0724,194,-0.8081,180,-0.9895,438,0.47417,358,0.14816
ENSG00000121022,COPS5,69,-0.0629,73,0.03100,63,-0.2008,85,0.27619,65,-0.1549,79,0.14706,64,-0.1777,97,0.53971,52,-0.4998,46,-0.6910
ENSG00000104218,CSPP1,44,1.18633,18,-0.2402,9,-1.2094,14,-0.6568,21,0.00175,17,-0.3359,19,-0.1983,17,-0.3744,39,0.98189,19,-0.2092
ENSG00000066777,ARFGEF1,20,-0.6231,34,0.21747,30,0.02884,30,0.03326,33,0.18435,35,0.28775,33,0.15937,34,0.27443,23,-0.3904,18,-0.7684
ENSG00000046889,PREX2,25,-0.2961,8,-1.8804,12,-1.3842,22,-0.5058,17,-0.8624,35,0.22082,21,-0.5455,14,-1.2023,136,2.77757,26,-0.1999
ENSG00000137573,SULF1,13,-0.7501,0,-9.0970,0,-9.8573,2,-3.1997,3,-2.8636,178,4.65720,42,1.02381,0,-5.0940,6,-1.9075,0,-5.8733
ENSG00000140396,NCOA2,26,-0.1276,29,-0.0026,28,-0.0148,25,-0.2197,24,-0.2659,44,0.70329,31,0.09791,29,0.02305,26,-0.1252,23,-0.3113
ENSG00000067167,TRAM1,58,1.20538,21,-0.4150,24,-0.2464,22,-0.3679,21,-0.4444,37,0.46226,29,0.06887,19,-0.6290,41,0.63453,15,-0.9661
ENSG00000147601,TERF1,55,0.14953,44,-0.1847,49,-0.0286,38,-0.4100,68,0.49545,57,0.21763,45,-0.1505,64,0.45176,37,-0.4653,27,-0.9561
ENSG00000147604,RPL7,967,0.72061,409,-0.6514,522,-0.2730,715,0.22627,478,-0.4110,742,0.28621,596,-0.0657,525,-0.2918,757,0.31857,595,-0.0670
ENSG00000040341,STAU2,47,-1.0857,92,-0.0351,70,-0.4641,116,0.33119,109,0.22569,109,0.22521,112,0.27656,122,0.46018,67,-0.5437,74,-0.3872
ENSG00000104343,UBE2W,21,-1.2398,53,0.15342,50,0.05600,59,0.31694,54,0.19123,43,-0.1806,80,0.81862,56,0.27936,29,-0.7760,28,-0.8292
ENSG00000154582,ELOC,116,-0.6302,237,0.50023,222,0.39168,192,0.15882,167,-0.0620,175,0.01449,126,-0.5063,192,0.17881,120,-0.5781,173,-0.0107
ENSG00000175606,TMEM70,20,-2.1188,105,0.36841,110,0.44422,95,0.21190,83,-0.0058,87,0.07860,113,0.49586,110,0.51500,31,-1.4962,50,-0.7901
ENSG00000104369,JPH1,2,-3.2194,38,1.17169,37,1.13237,10,-0.9637,16,-0.2569,25,0.45776,22,0.31031,19,0.09765,4,-2.1265,11,-0.8044
ENSG00000104381,GDAP1,21,-2.1020,94,0.13217,141,0.79560,97,0.18747,61,-0.5410,104,0.28740,92,0.10407,116,0.54116,57,-0.6442,51,-0.8170
ENSG00000270866,AC067773.1,12,-0.6260,16,-0.2030,22,0.31853,27,0.60433,15,-0.2965,15,-0.3305,15,-0.3243,20,0.16014,17,-0.1009,22,0.29462
ENSG00000091656,ZFHX4,49,2.31147,2,-2.5391,3,-2.0785,5,-1.3069,4,-1.8518,21,0.75249,8,-0.7397,1,-3.3518,41,1.94499,9,-0.5861
ENSG00000164751,PEX2,38,0.63261,25,-0.0800,18,-0.5711,20,-0.3571,26,-0.0084,35,0.46782,20,-0.4202,22,-0.2525,40,0.67907,19,-0.4733
ENSG00000171033,PKIA,63,-1.3158,110,-0.4893,144,-0.0690,193,0.40632,139,-0.1177,204,0.49209,191,0.38314,175,0.27653,153,0.03328,104,-0.5762
ENSG00000104427,ZC2HC1A,13,-1.5626,43,0.26125,33,-0.1569,41,0.19096,30,-0.2902,42,0.22580,55,0.66982,51,0.59410,24,-0.6288,18,-1.0528
ENSG00000104435,STMN2,64,-4.0124,865,-0.1494,349,-1.5346,972,0.03472,1039,0.14141,805,-0.2631,1640,0.89363,1887,1.34343,367,-1.4602,589,-0.7457
ENSG00000164683,HEY1,19,-0.6082,52,0.98903,68,1.45633,21,-0.4746,28,-0.0225,16,-0.9094,17,-0.7958,27,-0.0972,21,-0.4504,17,-0.7661
ENSG00000147586,MRPS28,40,-0.3674,53,0.08610,50,-0.0069,47,-0.0856,50,-0.0048,63,0.35883,48,-0.0655,46,-0.1426,67,0.46792,41,-0.3051
ENSG00000076554,TPD52,123,-0.1434,194,0.58328,127,-0.0975,129,-0.0713,164,0.31426,99,-0.4853,121,-0.1738,170,0.41259,77,-0.8703,112,-0.2926
ENSG00000205189,ZBTB10,8,-0.6150,9,-0.4622,14,0.23317,5,-1.1743,16,0.52438,12,0.03345,12,0.06067,6,-1.0025,26,1.31551,14,0.32412
ENSG00000164684,ZNF704,46,0.79865,21,-0.4549,12,-1.2319,20,-0.5387,19,-0.5989,32,0.20867,51,0.96659,25,-0.2230,39,0.50229,20,-0.5107
ENSG00000076641,PAG1,39,1.61308,16,0.07009,9,-0.7965,13,-0.1805,16,0.15493,12,-0.3247,9,-0.7390,14,-0.0574,14,-0.1387,7,-1.0741
ENSG00000164687,FABP5,134,0.10426,76,-0.7745,101,-0.3287,174,0.52574,117,-0.1062,113,-0.1670,122,-0.0354,135,0.13432,154,0.32802,117,-0.1097
ENSG00000147588,PMP2,419,1.45340,105,-0.8017,128,-0.5009,182,0.04248,139,-0.3736,145,-0.3074,126,-0.5315,55,-1.8703,385,1.30297,204,0.23154
ENSG00000133731,IMPA1,36,-0.6605,38,-0.5855,45,-0.3240,41,-0.4462,39,-0.5117,143,1.61836,107,1.09262,46,-0.2889,30,-0.9395,34,-0.7531
ENSG00000104231,ZFAND1,21,-0.5026,38,0.40740,23,-0.3441,35,0.30595,18,-0.7171,45,0.69632,31,0.11602,29,-0.0092,28,-0.0604,23,-0.3879
ENSG00000104497,SNX16,6,-0.7358,9,-0.3145,5,-1.0939,6,-0.9315,10,-0.1390,10,-0.0858,15,0.56893,17,0.87108,9,-0.3137,13,0.34010
ENSG00000184672,RALYL,11,-2.6724,56,-0.3231,77,0.17372,100,0.61020,54,-0.3755,90,0.43269,113,0.81485,89,0.46253,32,-1.1593,45,-0.6636
ENSG00000133739,LRRCC1,30,1.63083,2,-2.5994,3,-1.7880,5,-1.2050,7,-0.6960,19,0.79388,22,1.05929,6,-0.9850,15,0.46885,10,-0.2669
ENSG00000176731,RBIS,100,0.14633,101,0.16068,112,0.32592,78,-0.2510,81,-0.1789,100,0.15020,75,-0.3046,88,-0.0508,77,-0.2712,102,0.18068
ENSG00000104267,CA2,348,3.36719,10,-2.7295,7,-3.1385,31,-1.0437,12,-2.4769,79,0.38101,55,-0.1713,13,-2.4355,92,0.63595,21,-1.6234
ENSG00000123124,WWP1,19,-0.4553,19,-0.5167,22,-0.2599,26,-0.0143,23,-0.1939,40,0.69130,46,0.91720,24,-0.1256,22,-0.2619,22,-0.3010
ENSG00000176623,RMDN1,46,1.87197,9,-0.7896,11,-0.5396,10,-0.6511,13,-0.3050,27,0.88016,7,-1.1129,7,-1.3445,23,0.64004,11,-0.5649
ENSG00000085719,CPNE3,54,1.12624,19,-0.5477,43,0.72845,18,-0.6193,21,-0.3668,19,-0.5618,31,0.23110,12,-1.3406,52,1.07807,17,-0.6971
ENSG00000156103,MMP16,15,-0.7994,18,-0.5665,22,-0.2401,23,-0.1598,22,-0.2697,56,1.29776,32,0.32952,34,0.52341,11,-1.3173,16,-0.7540
ENSG00000164823,OSGIN2,32,0.32433,36,0.50093,26,0.02581,12,-1.2072,13,-1.0470,22,-0.2460,36,0.52540,20,-0.4543,54,1.19755,15,-0.7813
ENSG00000104320,NBN,18,-0.2209,34,0.78182,22,0.09154,22,0.07214,17,-0.2753,11,-0.9209,22,0.07440,22,0.13265,19,-0.1580,19,-0.1446
ENSG00000104325,DECR1,41,0.56405,38,0.41153,31,0.09194,37,0.37151,27,-0.1361,16,-0.8839,10,-1.5744,19,-0.7366,49,0.85935,33,0.22144
ENSG00000104327,CALB1,1,-5.2460,185,2.49004,171,2.31235,18,-1.4588,50,0.10182,0,-5.8934,0,-6.3063,13,-2.0329,5,-3.3238,56,0.29753
ENSG00000180694,TMEM64,29,1.24172,16,0.21154,23,0.80330,10,-0.4382,9,-0.6709,9,-0.5548,11,-0.2605,15,0.22664,6,-1.1787,6,-1.2967
ENSG00000123119,NECAB1,300,-0.5928,823,1.03987,401,-0.1398,345,-0.3771,611,0.53715,227,-1.0184,485,0.16061,632,0.67662,117,-2.0071,250,-0.8692
ENSG00000155099,PIP4P2,49,-0.1708,64,0.23293,60,0.14126,73,0.44886,51,-0.1278,62,0.18802,67,0.31834,50,-0.1473,40,-0.4759,38,-0.5814
ENSG00000253738,OTUD6B-AS1,101,0.01700,149,0.64766,90,-0.1581,126,0.37919,110,0.15137,105,0.08169,80,-0.3483,96,-0.0729,79,-0.3710,66,-0.6310
ENSG00000155100,OTUD6B,20,0.01684,13,-0.6210,11,-0.8447,21,0.07696,17,-0.1839,35,0.92429,22,0.20578,25,0.39878,15,-0.3898,12,-0.7103
ENSG00000079102,RUNX1T1,11,-2.0564,27,-0.7331,30,-0.5451,31,-0.5096,69,0.75740,69,0.75994,80,1.01992,51,0.30843,30,-0.5713,25,-0.8333
ENSG00000205133,TRIQK,21,-0.3501,24,-0.1432,42,0.73143,19,-0.4868,17,-0.6581,30,0.19843,26,-0.0157,28,0.05607,31,0.24409,26,-0.0312
ENSG00000188343,FAM92A,10,-2.0399,51,0.37131,47,0.24112,31,-0.4313,53,0.42196,47,0.23157,37,-0.1209,56,0.58235,33,-0.3238,25,-0.7558
ENSG00000164951,PDP1,21,-3.1412,228,0.45496,236,0.51478,160,-0.1071,166,-0.0547,114,-0.6403,249,0.60355,277,0.90217,61,-1.5721,98,-0.8580
ENSG00000164944,VIRMA,23,0.10949,14,-0.7041,15,-0.5808,24,0.15694,17,-0.3253,29,0.45736,25,0.23730,26,0.29735,28,0.42604,11,-0.9634
ENSG00000156162,DPY19L4,32,1.08055,19,0.24579,11,-0.5506,13,-0.3372,11,-0.6169,22,0.49010,18,0.15205,11,-0.5827,20,0.31184,10,-0.6953
ENSG00000164941,INTS8,17,0.23476,17,0.23612,24,0.76174,10,-0.5963,6,-1.2803,9,-0.8111,13,-0.2103,19,0.40650,21,0.51762,9,-0.7383
ENSG00000156170,NDUFAF6,9,-1.2959,32,0.58781,33,0.61079,16,-0.5085,24,0.10090,19,-0.2691,21,-0.0539,28,0.41294,13,-0.8147,22,-0.0407
ENSG00000156467,UQCRB,1187,0.41383,1031,0.18457,756,-0.3041,965,0.07878,1023,0.17229,1062,0.23226,611,-0.6335,724,-0.4094,1013,0.15691,1003,0.14166
ENSG00000156469,MTERF3,7,-0.4104,19,1.11935,9,-0.1271,9,0.01006,9,-0.0901,11,0.21574,7,-0.4112,10,0.13747,7,-0.4183,5,-0.9174
ENSG00000156471,PTDSS1,17,-1.7166,66,0.36386,52,-0.0167,27,-0.9897,40,-0.4183,95,0.98793,62,0.27536,64,0.36880,52,-0.0045,35,-0.6009
ENSG00000169439,SDC2,19,-1.1261,23,-0.8088,33,-0.2580,34,-0.2543,37,-0.1179,66,0.83293,20,-1.0580,22,-0.9720,124,1.98663,35,-0.1881
ENSG00000104324,CPQ,51,2.41227,4,-1.7965,3,-2.0371,8,-0.6618,4,-1.5847,4,-1.6349,15,0.23096,4,-1.6864,39,1.86332,6,-1.2063
ENSG00000180543,TSPYL5,7,-2.4816,36,-0.0861,40,0.10298,36,-0.0717,50,0.47258,49,0.41526,44,0.25144,46,0.37527,28,-0.4740,31,-0.2890
ENSG00000147649,MTDH,226,0.98252,102,-0.3095,73,-0.8165,72,-0.8341,144,0.23558,155,0.35278,128,0.05587,136,0.15931,120,-0.0539,74,-0.8069
ENSG00000104341,LAPTM4B,67,0.21746,44,-0.4461,55,-0.1022,85,0.60002,53,-0.1452,75,0.39467,47,-0.3405,35,-0.8577,96,0.81312,51,-0.2088
ENSG00000132561,MATN2,21,1.06092,6,-0.9057,11,0.11865,7,-0.5298,4,-1.4507,21,1.12335,18,0.88511,4,-1.3751,13,0.37193,6,-0.9129
ENSG00000156482,RPL30,2538,2.11287,416,-0.9396,709,-0.1171,638,-0.2821,420,-0.9242,690,-0.1608,545,-0.5260,373,-1.1898,1038,0.49553,661,-0.2281
ENSG00000132541,RIDA,72,0.19015,46,-0.5093,59,-0.1359,72,0.18814,64,0.00788,77,0.29832,56,-0.2171,41,-0.7563,101,0.73449,76,0.26507
ENSG00000104361,NIPAL2,5,-1.6549,24,0.63714,28,0.87505,20,0.32624,10,-0.6830,7,-1.2473,30,1.00975,18,0.15508,7,-1.3166,11,-0.5334
ENSG00000156486,KCNS2,0,-5.2795,17,1.03771,24,1.66389,4,-1.1129,4,-1.0667,4,-1.2894,11,0.35080,15,0.93055,1,-2.5993,3,-1.6660
ENSG00000253948,VPS13B-DT,33,0.29353,21,-0.3785,35,0.39534,26,-0.0720,29,0.08667,24,-0.1663,15,-0.8934,16,-0.8619,51,1.01592,33,0.30899
ENSG00000132549,VPS13B,10,-0.1544,12,0.03567,18,0.73712,15,0.37420,5,-1.1242,8,-0.5251,11,-0.0290,15,0.46373,7,-0.7400,10,-0.2451
ENSG00000164919,COX6C,600,-1.0014,1421,0.34539,1342,0.25252,1653,0.59353,956,-0.2860,1121,-0.0352,992,-0.2273,1240,0.13989,842,-0.4828,1201,0.07442
ENSG00000147669,POLR2K,93,-0.5431,150,0.20601,179,0.49692,142,0.11868,152,0.22916,122,-0.1223,114,-0.2300,139,0.10130,100,-0.4357,118,-0.1669
ENSG00000034677,RNF19A,32,0.14042,34,0.24992,36,0.32803,25,-0.2535,20,-0.6123,23,-0.3926,39,0.45302,31,0.09531,30,0.03026,22,-0.4450
ENSG00000186106,ANKRD46,38,-1.1027,104,0.46164,86,0.15814,74,-0.0807,99,0.37869,78,-0.0063,114,0.60466,86,0.16960,55,-0.5427,39,-1.0557
ENSG00000070756,PABPC1,676,1.31669,302,-0.0335,219,-0.5350,214,-0.5696,171,-0.9121,366,0.27761,328,0.10184,239,-0.4336,377,0.32432,257,-0.2850
ENSG00000164924,YWHAZ,282,-1.8235,1130,0.30602,1516,0.79284,806,-0.2308,922,-0.0183,941,0.01326,861,-0.1265,1297,0.60464,559,-0.7963,655,-0.5521
ENSG00000261087,AP003469.4,13,-0.4634,12,-0.4911,18,0.07276,16,-0.0561,12,-0.5209,29,0.82662,24,0.55124,19,0.15722,13,-0.4408,13,-0.3607
ENSG00000120963,ZNF706,116,0.10613,125,0.21953,195,0.95878,79,-0.4939,79,-0.4999,83,-0.4138,115,0.08646,124,0.22791,71,-0.6580,85,-0.3760
ENSG00000104490,NCALD,19,-3.5809,181,-0.2436,84,-1.4138,182,-0.2312,338,0.76724,285,0.48337,352,0.83337,313,0.72637,124,-0.8299,134,-0.7067
ENSG00000048392,RRM2B,21,-0.4310,28,0.04718,44,0.75745,30,0.13525,29,0.09440,32,0.23126,24,-0.2051,26,-0.0816,25,-0.1758,17,-0.7124
ENSG00000104517,UBR5,29,-0.0039,31,0.10406,35,0.25432,13,-1.2736,16,-0.9531,26,-0.1858,28,-0.0604,35,0.30864,54,1.00310,21,-0.5066
ENSG00000155090,KLF10,1,-4.2273,26,0.39296,25,0.32538,15,-0.5161,18,-0.1916,20,-0.0755,38,1.00228,32,0.83972,7,-1.5149,11,-0.9413
ENSG00000155096,AZIN1,99,-0.8814,186,0.09141,190,0.12382,215,0.32220,181,0.04892,116,-0.6500,253,0.59074,220,0.40541,146,-0.2926,107,-0.7693
ENSG00000155097,ATP6V1C1,40,-2.3705,226,0.25664,213,0.16120,175,-0.1458,134,-0.5646,242,0.36719,242,0.37144,311,0.90396,92,-1.1298,129,-0.6142
ENSG00000164929,BAALC,221,-0.5132,306,-0.0065,282,-0.1360,312,0.02289,328,0.10031,312,0.02525,285,-0.1187,296,-0.0676,396,0.40520,348,0.19851
ENSG00000164933,SLC25A32,11,-0.8207,23,0.33427,16,-0.2418,18,-0.0895,22,0.26296,12,-0.7002,24,0.39216,29,0.78807,9,-1.0809,14,-0.4777
ENSG00000164934,DCAF13,27,0.71983,13,-0.4190,17,0.03063,18,0.05841,14,-0.3005,18,0.09085,18,0.06368,13,-0.4784,27,0.76600,10,-0.8332
ENSG00000176406,RIMS2,39,-0.7391,61,-0.0319,45,-0.5117,63,0.01352,77,0.33980,91,0.60480,73,0.24569,64,0.05218,55,-0.2077,55,-0.2042
ENSG00000147650,LRP12,10,-1.1804,28,0.37692,16,-0.4950,12,-0.9465,22,0.00628,30,0.49021,39,0.90615,29,0.45897,14,-0.7466,16,-0.5306
ENSG00000169946,ZFPM2,6,-1.8913,22,-0.0460,17,-0.4654,12,-0.9456,16,-0.5422,45,1.10739,63,1.68492,24,0.07787,12,-1.0111,12,-1.0366
ENSG00000254615,AC027031.2,4,-2.2631,32,0.97161,15,-0.2249,18,-0.0126,16,-0.1735,26,0.58437,14,-0.3035,23,0.47542,4,-1.9920,19,0.14058
ENSG00000164830,OXR1,54,-2.1436,237,0.08492,140,-0.7322,202,-0.1676,369,0.80791,230,0.03769,203,-0.1597,414,1.17513,101,-1.2289,109,-1.1142
ENSG00000147655,RSPO2,3,-3.1260,35,0.59997,42,0.88490,20,-0.3019,32,0.45152,20,-0.3199,26,0.13330,32,0.53366,8,-1.5974,15,-0.7139
ENSG00000104408,EIF3E,173,0.60811,92,-0.3988,130,0.14898,116,-0.0407,91,-0.4201,142,0.28772,144,0.30793,93,-0.4123,157,0.44583,75,-0.7164
ENSG00000104412,EMC2,176,1.61608,39,-0.8332,54,-0.3455,60,-0.1905,37,-0.9403,94,0.52241,61,-0.1559,43,-0.7701,94,0.51711,45,-0.6284
ENSG00000164841,TMEM74,11,0.15033,11,0.13153,11,0.15983,7,-0.5829,11,0.24726,22,1.29684,9,-0.1678,8,-0.4163,8,-0.2770,3,-1.4955
ENSG00000120526,NUDCD1,9,-0.8754,22,0.41484,25,0.61101,18,0.14049,17,0.01568,15,-0.1234,20,0.23296,23,0.56202,7,-1.3764,6,-1.5189
ENSG00000120533,ENY2,60,-0.5227,61,-0.5071,93,0.15381,90,0.10337,99,0.24660,90,0.10171,83,-0.0236,104,0.37556,81,-0.0782,64,-0.4269
ENSG00000147654,EBAG9,33,-0.1575,50,0.50641,42,0.21801,31,-0.2806,30,-0.3026,30,-0.3252,36,-0.0359,42,0.23769,45,0.32979,22,-0.7524
ENSG00000147642,SYBU,12,-3.2721,165,0.67791,171,0.73758,116,0.09743,96,-0.2019,118,0.13309,102,-0.1017,149,0.57377,59,-0.9357,60,-0.9260
ENSG00000164794,KCNV1,2,-4.5850,103,0.87350,141,1.43707,39,-0.6515,68,0.18772,16,-1.9342,35,-0.8482,106,1.08830,4,-3.9061,40,-0.6424
ENSG00000164796,CSMD3,1,-2.8676,12,0.37742,16,0.82187,7,-0.4545,14,0.63311,5,-0.8681,11,0.28986,11,0.24248,5,-0.8622,10,0.11703
ENSG00000104447,TRPS1,21,0.82741,18,0.60529,4,-1.4577,9,-0.4722,11,-0.2255,11,-0.2308,3,-1.9096,5,-1.4422,39,1.96873,10,-0.3079
ENSG00000147677,EIF3H,156,0.34191,125,-0.0077,113,-0.1740,129,0.03898,124,-0.0244,126,0.00531,96,-0.4243,139,0.18178,137,0.13358,100,-0.3617
ENSG00000147679,UTP23,12,0.05767,5,-1.2106,7,-0.8517,11,-0.0668,12,0.06469,15,0.35210,15,0.34311,8,-0.6765,25,1.23285,12,0.01637
ENSG00000164754,RAD21,178,0.50170,112,-0.2435,97,-0.4679,139,0.10360,136,0.06578,172,0.44376,194,0.64553,115,-0.2109,91,-0.5527,84,-0.6733
ENSG00000164758,MED30,14,0.65756,9,-0.0988,15,0.74888,5,-0.8937,12,0.32007,11,0.28080,9,-0.1056,8,-0.3300,7,-0.4087,6,-0.6791
ENSG00000182197,EXT1,9,-0.4646,16,0.45232,15,0.33725,11,-0.0867,11,-0.1338,10,-0.2824,17,0.61665,13,0.16380,7,-0.6893,8,-0.5558
ENSG00000177570,SAMD12,12,-1.7234,32,-0.2314,24,-0.6435,39,0.07329,55,0.63136,42,0.18973,39,0.07850,54,0.66475,29,-0.3810,30,-0.3464
ENSG00000147676,MAL2,2,-5.5948,149,0.50940,198,0.98276,81,-0.4661,92,-0.2669,89,-0.3126,175,0.77643,163,0.74259,23,-2.3016,63,-0.8547
ENSG00000136999,CCN3,0,-6.0299,37,-0.1576,29,-0.5476,26,-0.7054,41,-0.0022,15,-1.4743,78,1.04668,94,1.67847,17,-1.3521,20,-1.1090
ENSG00000136960,ENPP2,683,5.13856,7,-3.5658,6,-3.7303,13,-2.7171,5,-3.9983,66,-0.2873,47,-0.8028,10,-3.1516,19,-2.1264,6,-3.7598
ENSG00000064313,TAF2,14,0.23341,13,0.16694,10,-0.2430,11,-0.1097,7,-0.7950,20,0.78919,5,-1.1752,15,0.40127,14,0.22683,7,-0.7743
ENSG00000172172,MRPL13,27,-0.5968,49,0.35533,34,-0.2133,37,-0.1075,38,-0.0633,63,0.77415,36,-0.1231,39,-0.0043,40,0.04815,29,-0.4623
ENSG00000136986,DERL1,36,-0.1552,58,0.57808,45,0.19316,24,-0.7605,27,-0.6196,62,0.69699,54,0.47519,41,0.02536,30,-0.4763,24,-0.7748
ENSG00000189376,C8orf76,5,-1.6706,17,0.08720,28,0.89191,9,-0.8325,11,-0.5913,32,1.08085,14,-0.2824,20,0.32325,14,-0.2356,10,-0.7756
ENSG00000165156,ZHX1,57,0.40904,48,0.12819,45,0.04096,54,0.32866,48,0.12359,27,-0.7409,37,-0.2802,43,-0.0566,43,-0.0404,41,-0.1257
ENSG00000156795,WDYHV1,14,0.14051,18,0.54324,10,-0.4299,10,-0.3734,10,-0.3308,9,-0.4943,11,-0.2235,19,0.76098,11,-0.2303,9,-0.6015
ENSG00000156804,FBXO32,42,1.19603,14,-0.5040,29,0.56424,21,0.03937,15,-0.4253,6,-1.8220,22,0.16543,26,0.47839,11,-0.8997,9,-1.2333
ENSG00000176853,FAM91A1,18,-0.7343,33,0.22899,31,0.09618,24,-0.3048,22,-0.4504,47,0.79262,33,0.20523,37,0.46169,22,-0.4358,14,-1.1002
ENSG00000164983,TMEM65,23,-1.1692,72,0.59054,110,1.32244,34,-0.5980,38,-0.4148,100,1.15283,29,-0.8205,39,-0.4288,31,-0.7216,33,-0.6374
