Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3,Feature log2 fold change topic 3,Feature count topic 4to5,Feature log2 fold change topic 4to5,Feature count topic 6,Feature log2 fold change topic 6,Feature count topic 7,Feature log2 fold change topic 7,Feature count topic 8,Feature log2 fold change topic 8,Feature count topic 9,Feature log2 fold change topic 9
ENSG00000005238,FAM214B,11,-1.8061,29,-0.3433,67,1.05565,54,0.83996,0,-7.5896,37,0.04681,46,0.40031,24,-0.6336
ENSG00000198722,UNC13B,3,-3.0560,18,-0.3940,20,-0.1674,36,0.94079,31,0.50015,29,0.42593,18,-0.3552,12,-0.9456
ENSG00000198853,RUSC2,3,-5.1588,68,-0.5621,143,0.63229,251,2.20672,14,-2.9499,52,-0.9735,62,-0.7139,36,-1.5548
ENSG00000107140,TESK1,3,-4.1277,30,-0.7317,95,1.17275,73,0.84714,45,-0.0961,37,-0.4131,34,-0.5395,40,-0.2712
ENSG00000159884,CCDC107,225,2.38082,36,-0.8597,99,0.75506,20,-1.8588,11,-2.6078,66,0.07300,32,-1.0611,57,-0.1509
ENSG00000198467,TPM2,3,-5.9142,23,-2.9785,9,-4.3427,38,-2.3953,23,-2.9334,1336,6.11301,10,-4.1476,7,-4.5813
ENSG00000137076,TLN1,161,1.15641,19,-2.1779,31,-1.5131,15,-2.6828,58,-0.5478,294,2.40323,112,0.51924,30,-1.5147
ENSG00000107175,CREB3,15,-1.8315,38,-0.4214,50,0.01667,62,0.41812,62,0.36033,61,0.32937,56,0.17991,42,-0.2670
ENSG00000070610,GBA2,29,-0.0853,20,-0.6262,38,0.35330,54,1.18789,34,0.17315,17,-0.9290,15,-1.1054,13,-1.3201
ENSG00000137133,HINT2,41,0.08910,24,-0.7303,35,-0.1322,21,-1.0208,69,0.98011,52,0.48843,47,0.33572,36,-0.1145
ENSG00000137103,TMEM8B,3,-3.7250,29,-0.3638,91,1.61644,56,0.85150,21,-0.8437,23,-0.7026,25,-0.6045,23,-0.6783
ENSG00000122694,GLIPR2,3,-3.2024,8,-1.9956,11,-1.5950,11,-1.6090,17,-0.9302,82,1.75343,95,2.06999,35,0.23935
ENSG00000122705,CLTA,90,-0.8924,94,-0.8258,190,0.28891,189,0.32495,109,-0.5981,195,0.33089,251,0.76296,126,-0.3761
ENSG00000137075,RNF38,38,0.22171,20,-0.8140,45,0.50005,47,0.68019,24,-0.4866,27,-0.3355,34,0.04739,16,-1.0834
ENSG00000281649,EBLN3P,3,-3.4046,24,-0.2860,53,1.01509,49,1.06146,0,-7.2920,17,-0.8356,53,1.01575,13,-1.1850
ENSG00000137106,GRHPR,47,-0.6539,32,-1.2459,69,-0.0567,42,-0.9094,100,0.54630,84,0.26801,172,1.54099,55,-0.4263
ENSG00000175768,TOMM5,182,1.76336,34,-1.0798,86,0.39103,39,-0.9484,51,-0.4415,50,-0.4642,65,-0.0584,62,-0.1395
ENSG00000119139,TJP2,1157,4.35364,16,-3.6140,11,-4.0862,23,-3.2778,91,-1.0613,78,-1.2804,150,-0.2726,57,-1.7430
ENSG00000107282,APBA1,3,-4.2209,34,-0.6187,108,1.29860,123,2.00269,9,-2.5412,0,-6.8524,13,-2.0440,45,-0.2092
ENSG00000188647,PTAR1,3,-3.7178,16,-1.2553,80,1.38156,26,-0.5923,95,1.72295,38,0.10178,32,-0.1711,8,-2.2533
ENSG00000119138,KLF9,3,-4.2433,17,-1.6698,90,0.93980,78,0.81493,23,-1.2669,120,1.47109,42,-0.3459,14,-1.9443
ENSG00000107362,ABHD17B,3,-3.9673,13,-1.8337,13,-1.8052,39,-0.1969,47,0.12425,23,-0.9986,189,2.88321,25,-0.8325
ENSG00000119125,GDA,3,-5.8487,79,-1.0875,170,0.12589,544,3.50227,8,-4.3838,30,-2.5252,9,-4.2713,35,-2.3090
ENSG00000107372,ZFAND5,399,0.82199,86,-1.6128,303,0.35135,396,0.97019,201,-0.3122,150,-0.7693,152,-0.7567,120,-1.1119
ENSG00000165092,ALDH1A1,12,-2.2614,21,-1.4646,30,-0.9226,15,-2.1054,207,2.49811,63,0.22821,50,-0.1537,82,0.65551
ENSG00000135002,RFK,3,-4.2020,22,-1.3066,64,0.37826,113,1.76162,38,-0.4615,77,0.69142,21,-1.3285,6,-3.0645
ENSG00000106772,PRUNE2,26,-1.4348,33,-1.0424,34,-1.0188,113,1.12822,37,-0.8624,39,-0.8094,138,1.29630,53,-0.3334
ENSG00000197969,VPS13A,3,-3.1052,16,-0.5687,62,1.71007,43,1.22194,5,-2.1733,12,-0.9823,3,-2.9128,24,0.05559
ENSG00000156052,GNAQ,167,0.33930,80,-0.8366,204,0.67752,163,0.34380,141,0.05804,95,-0.5667,130,-0.0725,81,-0.8204
ENSG00000135069,PSAT1,1259,2.92816,68,-2.1944,146,-1.0613,77,-2.1538,517,1.00174,18,-4.1138,272,-0.0863,145,-1.0666
ENSG00000106829,TLE4,3,-4.2513,18,-1.6291,18,-1.6121,99,1.35581,20,-1.4277,67,0.42192,112,1.32098,31,-0.7962
ENSG00000196781,TLE1,242,2.29384,30,-1.3357,114,0.80263,36,-1.1692,101,0.60266,39,-0.9187,28,-1.4080,9,-3.0835
ENSG00000135018,UBQLN1,3,-4.8917,39,-1.1346,132,0.80775,138,1.07441,35,-1.3077,105,0.42733,89,0.15060,53,-0.6678
ENSG00000165119,HNRNPK,748,1.03828,152,-1.5264,391,-0.0650,489,0.35030,316,-0.4035,392,-0.0605,412,0.02299,272,-0.6384
ENSG00000148053,NTRK2,2525,2.24790,275,-1.5594,778,0.05332,433,-0.9617,1758,1.48738,114,-2.8630,158,-2.3851,299,-1.4328
ENSG00000135049,AGTPBP1,26,-0.7831,15,-1.5451,30,-0.5302,93,1.69511,0,-6.1011,3,-3.6413,99,1.45426,24,-0.8674
ENSG00000135052,GOLM1,161,0.93160,68,-0.4869,100,0.12551,150,0.97589,46,-1.0944,63,-0.6031,44,-1.1576,51,-0.9337
ENSG00000135070,ISCA1,3,-4.8455,54,-0.5888,145,1.04198,147,1.31266,94,0.29435,40,-1.0686,48,-0.7595,29,-1.5401
ENSG00000196730,DAPK1,215,2.02676,31,-1.2748,134,1.09174,87,0.39967,47,-0.6191,22,-1.7964,8,-3.2281,3,-4.3371
ENSG00000135047,CTSL,3,-4.2028,18,-1.5728,82,0.81090,40,-0.4134,79,0.76024,88,0.94257,69,0.52918,34,-0.6204
ENSG00000106723,SPIN1,9,-3.8378,62,-1.0551,201,0.82896,271,1.74020,75,-0.7754,60,-1.1159,88,-0.5336,69,-0.9082
ENSG00000148082,SHC3,15,-1.9799,61,0.21303,92,0.90509,118,1.70677,57,0.10242,4,-3.6605,10,-2.5246,10,-2.5356
ENSG00000187764,SEMA4D,115,-0.1537,36,-1.9378,77,-0.7802,75,-0.9179,65,-1.0493,113,-0.1793,464,2.45351,120,-0.0852
ENSG00000165023,DIRAS2,33,-2.2988,34,-2.2439,41,-1.9756,589,4.50930,34,-2.2558,0,-8.8049,7,-4.4173,27,-2.5907
ENSG00000090054,SPTLC1,3,-3.8162,23,-0.8305,41,0.10724,41,0.12086,32,-0.3073,59,0.72291,59,0.72306,47,0.33265
ENSG00000196305,IARS,118,1.61648,13,-1.9932,33,-0.5357,67,0.69277,45,-0.0833,48,0.03554,25,-0.9763,7,-2.7426
ENSG00000185963,BICD2,82,1.52140,11,-1.6872,16,-1.1604,27,-0.4510,37,0.12335,43,0.38084,36,0.08312,30,-0.2355
ENSG00000165233,CARD19,3,-3.2651,20,-0.4628,44,0.81909,23,-0.2491,40,0.66395,36,0.48935,41,0.67671,11,-1.2977
ENSG00000131669,NINJ1,351,2.57046,28,-1.8010,56,-0.7731,44,-1.2291,101,0.16685,95,0.06264,50,-0.9236,51,-0.9164
ENSG00000165238,WNK2,148,1.23629,47,-0.6561,110,0.70505,143,1.46672,1,-6.1615,14,-2.4216,8,-3.1867,32,-1.2357
ENSG00000188938,FAM120AOS,88,1.48003,24,-0.7090,28,-0.4466,28,-0.5419,60,0.78946,38,0.02145,34,-0.1665,10,-1.9238
ENSG00000048828,FAM120A,223,2.04955,26,-1.5694,65,-0.1788,68,-0.1270,61,-0.2737,44,-0.7687,57,-0.3861,40,-0.9092
ENSG00000197724,PHF2,3,-3.6731,16,-1.1892,32,-0.1471,47,0.56031,45,0.40126,60,0.89843,49,0.57397,16,-1.1615
ENSG00000148110,MFSD14B,68,0.43125,20,-1.4915,53,0.02637,68,0.50416,32,-0.7835,49,-0.1273,73,0.54422,41,-0.3854
ENSG00000148120,AOPEP,3,-3.4398,19,-0.7034,3,-3.2072,28,-0.0962,25,-0.2730,56,1.06373,72,1.55723,33,0.16901
ENSG00000130956,HABP4,99,-0.2635,58,-1.0898,107,-0.1437,172,0.75837,87,-0.4621,102,-0.2124,114,-0.0445,141,0.30878
ENSG00000136842,TMOD1,3,-3.2235,20,-0.3714,44,0.89606,15,-0.8752,7,-1.9140,61,1.52786,33,0.44672,30,0.29005
ENSG00000136938,ANP32B,136,-0.1123,57,-1.4589,21,-2.8816,65,-1.3612,84,-0.8643,201,0.53404,281,1.12212,401,1.80974
ENSG00000136928,GABBR2,3,-5.2444,90,-0.2306,224,1.33060,294,2.55594,3,-5.1046,6,-4.1600,0,-6.8860,21,-2.4249
ENSG00000106803,SEC61B,271,1.69659,32,-1.7859,93,-0.1863,51,-1.2087,115,0.16260,128,0.33827,107,0.04242,89,-0.2615
ENSG00000241697,TMEFF1,48,-1.3689,90,-0.4179,181,0.73562,241,1.56829,35,-1.8408,15,-3.1133,130,0.17628,69,-0.8320
ENSG00000148123,PLPPR1,3,-3.9337,32,-0.4289,62,0.64556,39,-0.1092,77,1.02448,14,-1.6354,79,1.08606,31,-0.4689
ENSG00000136897,MRPL50,75,1.38275,20,-0.7886,32,-0.0730,45,0.55378,2,-3.6686,44,0.45807,27,-0.3604,12,-1.5850
ENSG00000136870,ZNF189,38,0.82034,16,-0.5420,19,-0.3448,7,-2.0150,5,-2.3141,16,-0.6261,62,1.73779,40,0.91577
ENSG00000165152,TMEM246,3,-4.7279,49,-0.6301,114,0.73013,198,2.38455,9,-3.0547,26,-1.5842,57,-0.3981,5,-3.8398
ENSG00000155827,RNF20,3,-3.2968,18,-0.6412,29,0.12636,31,0.25239,4,-2.7030,46,0.88622,38,0.55732,43,0.78666
ENSG00000136783,NIPSNAP3A,3,-3.4137,14,-1.0900,26,-0.1553,29,-0.0285,46,0.75221,33,0.20173,61,1.25200,22,-0.4434
ENSG00000070214,SLC44A1,306,0.53069,63,-1.9251,99,-1.2566,80,-1.7068,80,-1.5724,170,-0.4225,824,2.48619,295,0.46846
ENSG00000119318,RAD23B,143,0.58486,30,-1.8222,102,0.03285,142,0.68810,116,0.23354,105,0.06918,84,-0.2889,38,-1.4944
ENSG00000070061,ELP1,3,-3.0541,18,-0.3808,22,-0.0421,38,1.05210,6,-1.8626,27,0.27044,41,1.00362,10,-1.1696
ENSG00000106771,TMEM245,3,-4.2559,48,-0.1316,73,0.54339,99,1.34236,40,-0.4111,31,-0.8182,51,-0.0424,26,-1.0616
ENSG00000260230,FRRS1L,3,-5.1550,66,-0.6248,193,1.16766,269,2.45619,8,-3.7176,0,-7.8416,13,-2.9585,58,-0.8248
ENSG00000095203,EPB41L4B,3,-3.0794,21,-0.1599,68,1.93287,53,1.84705,3,-2.9668,3,-2.7816,4,-2.5834,0,-7.2328
ENSG00000157654,PALM2-AKAP2,3,-4.5114,43,-0.6027,69,0.16679,110,1.17543,34,-0.9352,67,0.11544,59,-0.0992,66,0.09958
ENSG00000136810,TXN,3,-5.6962,84,-0.9147,214,0.57638,132,-0.2424,216,0.58993,197,0.43098,189,0.36322,194,0.41303
ENSG00000198121,LPAR1,61,-1.7946,66,-1.6769,26,-3.0355,84,-1.4343,180,-0.1341,118,-0.8018,646,2.20473,499,1.65341
ENSG00000136813,ECPAS,3,-4.2809,32,-0.7888,77,0.62274,87,1.00159,9,-2.6089,27,-1.0379,86,0.79826,69,0.43800
ENSG00000173258,ZNF483,3,-6.2782,142,-0.7462,293,0.41574,635,2.50777,60,-2.0488,66,-1.8969,89,-1.4533,126,-0.9284
ENSG00000242616,GNG10,3,-4.2501,35,-0.6156,54,0.05426,92,1.17392,56,0.11033,8,-2.7651,80,0.70657,49,-0.0942
ENSG00000119471,HSDL2,109,1.22915,18,-1.6904,50,-0.0936,8,-2.9687,178,2.22451,48,-0.1722,32,-0.8078,29,-0.9503
ENSG00000148153,INIP,3,-2.8907,21,0.06068,16,-0.4023,31,0.82462,0,-4.9112,0,-5.9609,65,2.11517,16,-0.3691
ENSG00000136867,SLC31A2,3,-3.6178,9,-1.9543,12,-1.5321,8,-2.2234,14,-1.3718,24,-0.5183,213,4.21302,10,-1.8015
ENSG00000148218,ALAD,449,2.62678,30,-2.0267,27,-2.1762,53,-1.3110,114,-0.0052,45,-1.4344,146,0.40109,111,-0.0498
ENSG00000095397,WHRN,3,-3.0295,12,-0.9494,2,-3.2658,38,1.06373,1,-4.3166,8,-1.6091,65,1.92220,34,0.71576
ENSG00000136888,ATP6V1G1,3,-5.3345,64,-0.8639,176,0.78500,207,1.31644,99,-0.1745,97,-0.2101,77,-0.5799,65,-0.8397
ENSG00000157693,TMEM268,3,-3.2544,19,-0.4797,47,1.00892,64,2.02962,0,-6.7447,4,-2.6524,13,-1.1036,21,-0.3423
ENSG00000148219,ASTN2,145,1.80677,20,-1.4896,24,-1.1972,102,1.39909,29,-0.9037,11,-2.2870,30,-0.9001,10,-2.5199
ENSG00000136869,TLR4,193,2.56883,8,-2.6292,34,-0.5816,13,-2.1908,135,1.77347,17,-1.6560,9,-2.4988,26,-0.9903
ENSG00000078725,BRINP1,46,-0.0003,17,-1.4769,63,0.54333,67,0.74012,125,1.78716,0,-7.1250,10,-2.3304,17,-1.5028
ENSG00000136861,CDK5RAP2,3,-3.3168,24,-0.1858,64,1.48467,12,-1.3380,13,-1.0923,58,1.31060,43,0.77073,14,-0.9678
ENSG00000106780,MEGF9,3,-4.5950,28,-1.3212,101,0.70658,89,0.58167,53,-0.3375,38,-0.8689,160,1.55149,33,-1.0742
ENSG00000119402,FBXW2,108,1.66208,20,-1.1363,49,0.24170,37,-0.2275,26,-0.7289,49,0.24887,40,-0.0863,12,-1.8720
ENSG00000119396,RAB14,124,0.24553,46,-1.2922,102,-0.0752,132,0.39625,95,-0.1892,78,-0.4947,149,0.54803,104,-0.0424
ENSG00000148180,GSN,220,-0.6279,102,-1.7957,132,-1.4069,60,-2.7323,414,0.38642,995,2.02847,756,1.46466,204,-0.7431
ENSG00000148175,STOM,782,2.42861,71,-1.7177,82,-1.4894,70,-1.8710,327,0.69725,411,1.10318,58,-2.0147,69,-1.7494
ENSG00000136848,DAB2IP,3,-3.9180,50,0.30259,72,0.92580,62,0.80893,21,-1.0139,48,0.25444,20,-1.1289,34,-0.3268
ENSG00000119421,NDUFA8,70,-0.2410,52,-0.7093,50,-0.7604,120,0.78665,101,0.35748,60,-0.4689,84,0.05635,72,-0.1932
ENSG00000119446,RBM18,3,-3.8712,20,-1.0663,74,1.04860,103,2.19853,13,-1.6468,20,-1.0336,15,-1.5007,8,-2.3364
ENSG00000056586,RC3H2,3,-3.9832,21,-1.1462,67,0.72301,63,0.74366,62,0.58406,36,-0.2719,45,0.08397,29,-0.6151
ENSG00000011454,RABGAP1,9,-3.0018,34,-1.1149,99,0.56583,110,0.89788,70,0.00041,62,-0.2042,68,-0.0586,70,-0.0114
ENSG00000165209,STRBP,119,2.29013,38,0.16533,83,1.52594,22,-0.8105,1,-4.9210,17,-1.1132,4,-3.1847,6,-2.5730
ENSG00000148204,CRB2,509,4.29644,12,-2.7634,28,-1.6098,1,-5.8907,57,-0.5096,0,-7.9137,92,0.25007,11,-2.8999
ENSG00000106689,LHX2,47,-0.7310,54,-0.5024,186,1.60915,43,-0.9637,256,2.29329,17,-2.2419,7,-3.4577,18,-2.1111
ENSG00000136930,PSMB7,35,-1.5309,55,-0.8359,100,0.11306,124,0.54064,69,-0.4756,152,0.81800,137,0.63584,46,-1.1106
ENSG00000136942,RPL35,846,-0.4089,581,-0.9920,563,-1.0389,519,-1.2752,1114,0.03172,2129,1.14451,1277,0.25574,2283,1.27482
ENSG00000136950,ARPC5L,15,-1.9888,21,-1.5703,87,0.69026,95,1.00135,79,0.51447,47,-0.3075,21,-1.5239,58,0.01994
ENSG00000119414,PPP6C,242,2.19917,25,-1.6679,59,-0.3523,68,-0.1296,11,-2.8842,74,0.00972,74,0.01628,40,-0.9554
ENSG00000044574,HSPA5,518,2.17624,40,-2.0949,107,-0.6275,149,-0.1164,141,-0.1872,200,0.38009,109,-0.6022,17,-3.3383
ENSG00000119487,MAPKAP1,3,-3.0721,22,-0.0361,39,0.87012,20,-0.2530,43,1.06277,11,-1.0554,29,0.36072,20,-0.2480
ENSG00000196814,MVB12B,13,-2.4645,29,-1.3071,55,-0.3642,64,-0.1347,22,-1.7284,52,-0.4360,259,2.51996,59,-0.2309
ENSG00000136895,GARNL3,49,0.74416,14,-1.2161,16,-1.0652,74,1.94629,1,-4.2551,33,0.09471,11,-1.6231,9,-1.9131
ENSG00000136856,SLC2A8,3,-3.0955,9,-1.3933,26,0.17342,42,1.21354,39,0.84312,6,-2.0847,36,0.69973,8,-1.6807
ENSG00000197958,RPL12,747,0.05687,322,-1.2604,281,-1.4652,303,-1.4696,708,-0.0308,1541,1.31535,885,0.33672,1402,1.13927
ENSG00000148356,LRSAM1,3,-2.8735,21,0.06006,22,0.19423,41,1.53777,0,-6.7668,21,0.04953,12,-0.7407,19,-0.1052
ENSG00000136854,STXBP1,3,-6.7629,181,-0.8003,512,0.89513,840,2.50723,58,-2.5050,126,-1.3506,55,-2.5734,96,-1.7653
ENSG00000136807,CDK9,190,2.78341,22,-1.0888,17,-1.4574,52,0.24847,8,-2.6351,25,-0.9288,22,-1.1121,20,-1.2781
ENSG00000106991,ENG,3,-4.5519,40,-0.7414,26,-1.3854,26,-1.4824,67,0.06760,365,3.75424,2,-5.1280,22,-1.6032
ENSG00000106992,AK1,393,1.46597,69,-1.3976,108,-0.7169,138,-0.3724,288,0.88890,115,-0.6185,103,-0.7817,177,0.06338
ENSG00000160408,ST6GALNAC6,4,-5.2426,156,0.22785,242,0.97850,231,1.08650,154,0.20355,72,-0.9881,33,-2.1709,100,-0.4915
ENSG00000136908,DPM2,229,2.95454,21,-1.3617,31,-0.7927,47,-0.1446,6,-3.1039,38,-0.4669,18,-1.5969,24,-1.1920
ENSG00000167106,FAM102A,203,1.39724,27,-1.8699,69,-0.4276,39,-1.4107,102,0.19799,47,-1.0213,216,1.51684,74,-0.3326
ENSG00000148334,PTGES2,92,0.44530,30,-1.3118,75,0.09242,138,1.41373,65,-0.1256,38,-0.9628,32,-1.2007,26,-1.5053
ENSG00000171159,C9orf16,228,-0.5201,237,-0.4625,391,0.34796,368,0.28531,374,0.27252,270,-0.2573,206,-0.6799,407,0.41554
ENSG00000148337,CIZ1,3,-3.9206,30,-0.4902,81,1.13431,70,1.06338,24,-0.8332,6,-2.9288,40,-0.0335,49,0.26237
ENSG00000106976,DNM1,120,-1.7823,247,-0.6800,708,1.06217,1057,2.50034,55,-2.9317,37,-3.5044,25,-4.0490,113,-1.8621
ENSG00000167110,GOLGA2,93,0.86851,26,-1.1634,37,-0.6151,75,0.59519,36,-0.6519,54,-0.0292,30,-0.9489,70,0.39014
ENSG00000167112,TRUB2,3,-3.6374,35,0.04797,42,0.35226,34,-0.0048,32,-0.0926,33,-0.0682,47,0.52364,47,0.52653
ENSG00000167113,COQ4,98,0.88752,27,-1.1683,76,0.45052,60,0.07227,58,0.00012,50,-0.2201,63,0.13598,28,-1.1362
ENSG00000167114,SLC27A4,58,0.51112,31,-0.5253,66,0.72549,71,1.00753,12,-1.8690,29,-0.6319,42,-0.0111,5,-3.0688
ENSG00000167118,URM1,3,-3.4957,26,-0.2648,38,0.34022,51,1.03248,20,-0.6525,31,0.01105,46,0.67091,10,-1.6694
ENSG00000207955,AL359091.1,47,-0.5290,22,-1.6846,20,-1.7752,9,-3.1697,23,-1.6298,121,1.03033,278,2.81181,63,-0.0580
ENSG00000167123,CERCAM,212,0.93636,47,-1.4691,3,-5.4332,29,-2.3370,36,-1.8706,79,-0.6754,520,2.84255,142,0.24442
ENSG00000197694,SPTAN1,591,1.31187,144,-1.0218,338,0.32838,391,0.67479,141,-1.0594,208,-0.4549,88,-1.7595,201,-0.5133
ENSG00000119335,SET,158,-0.1398,103,-0.8046,157,-0.1494,104,-0.8737,92,-0.9875,274,0.78339,269,0.75202,286,0.85955
ENSG00000160445,ZER1,126,0.46684,75,-0.3778,152,0.79064,188,1.46673,25,-2.0327,53,-0.8986,39,-1.3793,6,-4.0344
ENSG00000107021,TBC1D13,3,-4.6535,49,-0.5458,102,0.65348,128,1.28995,47,-0.6035,53,-0.4063,57,-0.2899,53,-0.4167
ENSG00000136802,LRRC8A,399,2.14466,32,-2.0885,193,0.73758,51,-1.5045,262,1.28877,59,-1.1457,13,-3.3291,58,-1.1940
ENSG00000175287,PHYHD1,320,3.57296,15,-2.0406,27,-1.2145,7,-3.3230,99,0.86087,20,-1.6663,5,-3.7069,32,-0.9377
ENSG00000148341,SH3GLB2,3,-5.4551,99,-0.3151,230,1.11085,182,0.82541,78,-0.6878,90,-0.4541,164,0.51369,54,-1.2449
ENSG00000095321,CRAT,90,1.02584,24,-1.1247,33,-0.6469,53,0.13117,106,1.31809,41,-0.3097,15,-1.8151,30,-0.7969
ENSG00000119383,PTPA,168,0.05088,126,-0.4112,197,0.31867,300,1.27832,91,-0.9089,126,-0.4026,91,-0.9173,65,-1.4295
ENSG00000148331,ASB6,3,-3.4281,19,-0.6598,62,1.29061,42,0.70772,11,-1.4219,52,0.96072,19,-0.7057,13,-1.2054
ENSG00000136827,TOR1A,140,2.36297,13,-1.6955,49,0.35910,51,0.49588,15,-1.4985,9,-2.1585,23,-0.8277,3,-3.5298
ENSG00000136819,C9orf78,3,-4.8248,55,-0.5547,114,0.64019,105,0.58390,71,-0.1389,91,0.26793,92,0.27921,63,-0.3412
ENSG00000136878,USP20,3,-3.6701,24,-0.6055,44,0.37789,87,2.11966,2,-4.2486,21,-0.8033,33,-0.0589,12,-1.5771
ENSG00000187239,FNBP1,173,1.08913,29,-1.7640,61,-0.6467,41,-1.3497,80,-0.2239,101,0.15397,199,1.34500,99,0.12435
ENSG00000148358,GPR107,3,-3.1836,16,-0.6714,37,0.66800,20,-0.3422,18,-0.4723,9,-1.4571,57,1.43915,42,0.85775
ENSG00000107130,NCS1,6,-4.8940,248,0.50052,504,1.81119,293,0.94326,70,-1.4869,132,-0.5279,43,-2.2097,61,-1.6911
ENSG00000130707,ASS1,3,-3.7908,24,-0.7272,27,-0.5312,60,0.91561,13,-1.6369,128,2.24916,18,-1.1647,9,-2.1811
ENSG00000107164,FUBP3,118,1.36703,28,-1.0056,45,-0.2871,23,-1.3937,80,0.66118,38,-0.5431,87,0.81457,39,-0.4789
ENSG00000097007,ABL1,3,-4.0754,28,-0.7503,39,-0.2676,37,-0.3745,53,0.22221,32,-0.5872,143,2.06179,42,-0.1407
ENSG00000126878,AIF1L,154,-0.0132,49,-1.7772,40,-2.0813,35,-2.4246,170,0.14130,262,0.87420,371,1.52357,285,1.03093
ENSG00000130723,PRRC2B,66,-1.0299,81,-0.7175,148,0.23219,261,1.52555,104,-0.3310,80,-0.7432,92,-0.5217,60,-1.1781
ENSG00000130714,POMT1,115,2.47683,21,-0.5749,39,0.36963,30,-0.0506,17,-0.9348,2,-3.8233,19,-0.7360,4,-2.8482
ENSG00000130717,UCK1,19,-1.4015,34,-0.5162,46,-0.0355,60,0.45665,50,0.09712,56,0.27626,52,0.15336,48,0.02193
ENSG00000107263,RAPGEF1,142,1.43242,47,-0.4590,88,0.57853,60,-0.0740,18,-1.8908,72,0.23813,25,-1.3964,49,-0.3884
ENSG00000196358,NTNG2,3,-2.8848,19,-0.2016,30,0.50099,4,-2.4957,72,2.15179,19,-0.2094,30,0.49825,16,-0.4836
ENSG00000107290,SETX,3,-3.6840,15,-1.5499,41,-0.0188,61,0.79139,42,0.02993,64,0.73824,54,0.45197,28,-0.5837
ENSG00000165699,TSC1,3,-2.8664,27,0.47886,33,0.85059,33,0.99260,0,-6.2965,6,-1.6630,45,1.39859,0,-7.0191
ENSG00000148308,GTF3C5,237,3.07008,18,-1.5659,34,-0.6408,24,-1.2776,57,0.17371,8,-2.8242,50,-0.0305,8,-2.7898
ENSG00000160271,RALGDS,54,-0.2254,33,-0.9732,53,-0.2339,60,-0.0601,40,-0.6735,42,-0.6212,180,1.91979,35,-0.8837
ENSG00000148296,SURF6,3,-3.3691,15,-0.9728,56,1.14451,44,0.88300,2,-3.7690,21,-0.4296,33,0.27333,36,0.39689
ENSG00000148297,MED22,3,-3.1573,18,-0.4717,33,0.49230,28,0.29628,43,0.95033,30,0.36172,21,-0.2001,14,-0.8906
ENSG00000148303,RPL7A,1155,0.74437,337,-1.2319,377,-1.0598,387,-1.1202,666,-0.1729,1507,1.22320,868,0.25997,985,0.47112
ENSG00000148290,SURF1,123,0.23821,55,-1.0165,118,0.16524,69,-0.7675,178,0.87244,106,-0.0011,100,-0.0953,138,0.43602
ENSG00000148291,SURF2,3,-3.1541,22,-0.1754,42,0.90324,23,-0.1268,15,-0.7113,31,0.37795,33,0.49561,28,0.24622
ENSG00000148248,SURF4,124,0.77939,40,-1.0255,82,0.07750,81,0.06444,52,-0.6495,88,0.19579,105,0.49290,49,-0.7253
ENSG00000235106,BRD3OS,108,1.33510,50,0.00520,119,1.52019,45,-0.1823,43,-0.2440,3,-4.2268,25,-1.0394,10,-2.3280
ENSG00000169925,BRD3,3,-3.9327,33,-0.3719,32,-0.4217,54,0.49445,29,-0.5763,85,1.21594,47,0.19860,39,-0.1125
ENSG00000196363,WDR5,87,1.29102,23,-0.8919,74,0.98350,64,0.89071,15,-1.5589,12,-1.8215,26,-0.7281,4,-3.2277
ENSG00000186350,RXRA,25,-1.0038,33,-0.5995,51,0.08247,72,0.77484,90,1.03169,52,0.12093,24,-1.1092,18,-1.5145
ENSG00000130558,OLFM1,375,-0.3837,432,-0.1597,1312,1.81593,742,0.88908,152,-1.7644,117,-2.1469,161,-1.6811,256,-0.9737
ENSG00000196422,PPP1R26,3,-3.2218,17,-0.6461,33,0.41180,49,1.36947,60,1.48316,0,-6.2736,13,-1.0017,6,-2.2155
ENSG00000122140,MRPS2,231,2.81871,13,-2.1996,39,-0.5205,53,-0.0547,38,-0.5482,33,-0.8048,27,-1.0918,3,-3.9400
ENSG00000107147,KCNT1,3,-3.2255,28,0.17856,40,0.73975,74,2.60616,2,-3.4089,9,-1.4972,0,-8.2583,0,-7.3737
ENSG00000130559,CAMSAP1,3,-3.5606,22,-0.6244,115,2.37542,50,0.87506,5,-2.7339,3,-3.3601,31,-0.0530,11,-1.6136
ENSG00000130560,UBAC1,41,-1.0868,59,-0.5502,121,0.61624,85,0.04756,155,1.05444,37,-1.2617,117,0.55979,49,-0.8285
ENSG00000148411,NACC2,11,-3.0943,66,-0.4568,135,0.70508,44,-1.1824,255,1.90846,50,-0.8842,146,0.84195,44,-1.0985
ENSG00000238227,TMEM250,71,0.75626,37,-0.3153,78,0.91875,74,1.00435,4,-3.3601,35,-0.4026,22,-1.1035,10,-2.2555
ENSG00000160360,GPSM1,3,-3.5557,35,0.13027,45,0.56535,41,0.45444,19,-0.7759,56,0.93906,40,0.34023,9,-1.8416
ENSG00000165688,PMPCA,172,1.91298,24,-1.3969,13,-2.2524,95,0.95710,38,-0.7030,39,-0.6735,35,-0.8040,22,-1.5303
