Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3,Feature log2 fold change topic 3,Feature count topic 4to5,Feature log2 fold change topic 4to5,Feature count topic 6,Feature log2 fold change topic 6,Feature count topic 7,Feature log2 fold change topic 7,Feature count topic 8,Feature log2 fold change topic 8,Feature count topic 9,Feature log2 fold change topic 9
ENSG00000146085,MMUT,3,-3.4453,17,-0.8241,30,0.02498,48,0.94762,51,0.91170,19,-0.6700,32,0.10412,19,-0.6680
ENSG00000170915,PAQR8,100,-0.9219,52,-1.9149,135,-0.4634,80,-1.3860,402,1.39882,188,0.07094,435,1.54845,150,-0.2915
ENSG00000096092,TMEM14A,82,0.00968,32,-1.4501,107,0.45730,146,1.20960,24,-1.8468,95,0.25855,51,-0.7407,49,-0.8029
ENSG00000170899,GSTA4,3,-3.7449,23,-0.7106,53,0.60332,63,1.08890,32,-0.2121,53,0.61206,41,0.17533,0,-7.4889
ENSG00000112146,FBXO9,3,-4.0514,41,-0.1590,49,0.11225,86,1.33390,34,-0.4494,45,0.00693,47,0.07009,17,-1.4878
ENSG00000012660,ELOVL5,147,0.74234,44,-1.1754,103,0.14256,34,-1.6763,160,0.89232,48,-1.0634,215,1.43597,62,-0.6494
ENSG00000001084,GCLC,3,-3.8910,14,-1.6569,70,0.91641,13,-1.8632,67,0.82865,34,-0.2906,113,1.83669,39,-0.0647
ENSG00000151914,DST,112,-0.8798,91,-1.2002,127,-0.6928,155,-0.4266,193,-0.0262,256,0.43788,391,1.17983,288,0.63842
ENSG00000112200,ZNF451,3,-3.6175,14,-1.3469,36,0.12543,36,0.12284,30,-0.1729,39,0.23441,58,0.90633,51,0.69159
ENSG00000118482,PHF3,134,1.74057,20,-1.4049,18,-1.5732,32,-0.7854,48,-0.0609,54,0.11992,56,0.16862,58,0.23171
ENSG00000230910,AL391807.1,224,2.89857,19,-1.5246,46,-0.1693,46,-0.1998,13,-2.0208,13,-2.0395,30,-0.8411,24,-1.1860
ENSG00000135298,ADGRB3,107,0.45380,50,-0.7690,79,-0.0355,190,1.91281,24,-1.8312,21,-2.0655,25,-1.8212,45,-0.9338
ENSG00000168216,LMBRD1,181,0.56492,40,-1.7865,112,-0.2227,129,0.00138,153,0.28344,89,-0.5752,277,1.33115,47,-1.5430
ENSG00000112305,SMAP1,141,1.37233,46,-0.5315,54,-0.2722,85,0.55186,17,-1.9623,81,0.39387,38,-0.8132,27,-1.2987
ENSG00000112309,B3GAT2,1282,4.00520,13,-4.1307,19,-3.5766,108,-1.1624,241,0.19982,18,-3.6762,61,-1.9106,66,-1.8075
ENSG00000119900,OGFRL1,2656,4.08280,44,-3.4262,109,-2.1184,157,-1.7028,316,-0.5046,79,-2.5934,136,-1.7902,251,-0.8606
ENSG00000079841,RIMS1,3,-3.7583,62,0.85954,45,0.33635,73,1.42320,12,-1.6592,14,-1.5086,7,-2.4202,44,0.29375
ENSG00000156508,EEF1A1,3079,-0.1237,1363,-1.3890,1671,-1.0793,1626,-1.2279,2869,-0.2370,8795,1.73552,4574,0.52970,4317,0.43184
ENSG00000112695,COX7A2,697,1.20907,221,-0.7034,351,0.02423,204,-0.9149,355,0.04377,386,0.18156,327,-0.0890,363,0.07953
ENSG00000112697,TMEM30A,275,0.37904,95,-1.2975,251,0.22370,397,1.23938,117,-0.9776,128,-0.8370,186,-0.2580,121,-0.9228
ENSG00000112701,SENP6,3,-4.1509,28,-0.8497,21,-1.2693,59,0.36546,29,-0.8136,116,1.52416,69,0.59125,53,0.13209
ENSG00000196586,MYO6,86,0.20843,57,-0.4434,16,-2.3372,47,-0.8357,106,0.56477,86,0.22273,167,1.38609,66,-0.2041
ENSG00000146247,PHIP,110,1.08102,39,-0.6335,34,-0.8589,48,-0.3553,4,-3.8606,107,1.02913,96,0.83552,39,-0.6225
ENSG00000118418,HMGN3,94,-0.0959,61,-0.7665,123,0.34487,69,-0.6448,217,1.34355,109,0.14794,108,0.13320,47,-1.1793
ENSG00000198478,SH3BGRL2,108,1.81135,20,-1.0346,36,-0.1130,69,1.15983,14,-1.5481,2,-4.1909,11,-1.9235,22,-0.8553
ENSG00000005700,IBTK,3,-3.0874,15,-0.6491,33,0.57785,8,-1.8116,18,-0.4042,28,0.32783,42,1.01227,54,1.46006
ENSG00000065833,ME1,3,-3.1460,24,-0.0294,48,1.15919,38,0.89776,29,0.32551,7,-1.8598,30,0.37304,0,-5.2500
ENSG00000065609,SNAP91,19,-2.7076,83,-0.5215,227,1.15643,311,2.36581,18,-2.8235,9,-3.8085,13,-3.2750,50,-1.2884
ENSG00000135318,NT5E,107,2.07631,19,-0.9290,14,-1.3322,18,-1.0804,66,1.10361,28,-0.3131,7,-2.3979,31,-0.1609
ENSG00000135317,SNX14,3,-3.3499,31,0.15115,41,0.65685,53,1.32175,2,-3.6345,8,-1.7937,33,0.27281,27,-0.0346
ENSG00000135316,SYNCRIP,3,-4.4504,38,-0.7223,55,-0.1334,89,0.77611,105,0.94498,71,0.28097,63,0.09403,26,-1.2627
ENSG00000203875,SNHG5,3,-5.6846,53,-1.5056,47,-1.6896,43,-1.9559,89,-0.7317,313,1.38878,216,0.71776,460,2.18482
ENSG00000188994,ZNF292,3,-3.1998,31,0.33666,33,0.43378,42,1.06033,12,-1.0654,13,-1.0291,37,0.64369,12,-1.1037
ENSG00000164414,SLC35A1,3,-3.3448,19,-0.6192,60,1.31428,53,1.33910,6,-2.3406,18,-0.6896,25,-0.1526,14,-1.0005
ENSG00000135334,AKIRIN2,110,0.84952,18,-1.9803,97,0.63326,90,0.59860,64,-0.0660,75,0.20571,41,-0.7695,12,-2.6072
ENSG00000146278,PNRC1,335,1.58517,64,-1.1805,128,-0.1003,82,-0.8789,69,-1.0601,242,0.97156,149,0.14606,75,-0.9405
ENSG00000198833,UBE2J1,3,-3.7298,15,-1.2970,42,0.22991,50,0.63664,53,0.64314,38,0.06019,37,0.03992,37,0.04639
ENSG00000025039,RRAGD,4,-3.2728,14,-1.5042,53,0.60634,83,1.80135,17,-1.1872,16,-1.2321,34,-0.0998,26,-0.5397
ENSG00000083099,LYRM2,257,2.62058,27,-1.3851,50,-0.4337,61,-0.1123,39,-0.8103,45,-0.5933,29,-1.2673,19,-1.8491
ENSG00000112159,MDN1,3,-3.6871,13,-1.5072,48,0.52624,64,1.23115,23,-0.6328,25,-0.5584,34,-0.0715,43,0.32154
ENSG00000135341,MAP3K7,3,-3.6577,14,-1.3298,40,0.26021,61,1.15972,40,0.23193,39,0.19301,45,0.44344,7,-2.3053
ENSG00000172461,FUT9,145,0.90605,38,-1.2478,72,-0.2499,174,1.55055,84,-0.0122,29,-1.6196,22,-2.0353,23,-1.9891
ENSG00000014123,UFL1,3,-3.4986,12,-1.4087,40,0.42099,35,0.23837,42,0.51460,23,-0.4413,70,1.42493,17,-0.9305
ENSG00000123545,NDUFAF4,12,-1.7701,18,-1.1429,69,1.04712,82,1.71805,0,-7.4837,37,-0.0315,17,-1.2421,20,-0.9339
ENSG00000186231,KLHL32,3,-3.8024,17,-1.2633,25,-0.6322,25,-0.7258,16,-1.3572,3,-3.5687,176,3.04407,53,0.55445
ENSG00000184486,POU3F2,590,4.03419,29,-1.8469,62,-0.7192,8,-3.8940,112,0.23359,0,-7.9627,45,-1.2046,21,-2.2854
ENSG00000146267,FAXC,3,-3.1654,14,-0.8504,37,0.70169,73,2.74468,6,-2.0200,1,-4.5533,6,-2.1115,7,-1.9083
ENSG00000132424,PNISR,274,1.53135,79,-0.5950,76,-0.6473,109,-0.0933,75,-0.6751,85,-0.4657,117,0.04138,106,-0.1157
ENSG00000164418,GRIK2,115,1.89569,21,-0.9924,54,0.48957,78,1.40674,0,-7.7478,0,-6.9287,5,-2.9125,9,-2.2758
ENSG00000112320,SOBP,3,-4.6028,96,0.61692,90,0.49420,165,2.08932,34,-1.0388,2,-5.1118,37,-0.8981,7,-3.3884
ENSG00000025796,SEC63,3,-4.4107,34,-0.8178,62,0.09464,74,0.46784,42,-0.5167,86,0.64945,89,0.71463,59,0.01953
ENSG00000081087,OSTM1,10,-1.8159,26,-0.4117,39,0.23899,71,1.59862,4,-2.9669,40,0.28735,23,-0.6328,19,-0.8541
ENSG00000112335,SNX3,444,0.88810,121,-1.2097,330,0.37761,241,-0.1582,253,-0.0598,240,-0.1408,271,0.05283,221,-0.2753
ENSG00000118689,FOXO3,151,1.02619,55,-0.6432,92,0.17636,125,0.82476,43,-1.0095,61,-0.4876,50,-0.7964,41,-1.0824
ENSG00000080546,SESN1,3,-3.4012,25,-0.2220,65,1.39489,57,1.42284,1,-4.5423,18,-0.7238,30,0.04163,5,-2.5662
ENSG00000135535,CD164,160,0.95292,19,-2.3370,74,-0.3302,89,-0.0377,114,0.36752,140,0.72144,109,0.29205,25,-1.9966
ENSG00000135596,MICAL1,3,-3.0295,19,-0.2122,15,-0.6272,38,1.07064,16,-0.4737,44,1.13536,11,-1.0942,17,-0.4412
ENSG00000112290,WASF1,23,-2.2955,49,-1.2115,232,1.35204,259,2.04381,3,-5.1584,27,-2.1014,65,-0.7799,39,-1.5288
ENSG00000168438,CDC40,7,-1.8369,26,0.08510,65,1.68317,30,0.36009,0,-7.0839,31,0.37315,15,-0.8158,20,-0.3769
ENSG00000155111,CDK19,88,0.56057,30,-1.1503,48,-0.4299,29,-1.2732,33,-1.0077,50,-0.3561,172,1.81519,83,0.46803
ENSG00000123505,AMD1,4,-4.5381,48,-1.1360,97,-0.0544,131,0.51532,45,-1.2402,96,-0.0712,262,1.70082,89,-0.2037
ENSG00000155115,GTF3C6,120,0.86496,46,-0.7054,67,-0.0944,55,-0.4627,94,0.45331,49,-0.5926,99,0.53003,59,-0.3160
ENSG00000010810,FYN,286,1.29026,81,-0.8057,280,1.25234,121,-0.2037,93,-0.5866,61,-1.2394,133,-0.0338,42,-1.7869
ENSG00000203778,FAM229B,3,-3.7652,16,-1.2877,41,0.17636,23,-0.8300,49,0.44004,43,0.24725,70,1.07965,66,0.97078
ENSG00000277443,MARCKS,456,0.65679,191,-0.7569,345,0.18711,290,-0.1075,432,0.56072,228,-0.4771,206,-0.6346,332,0.12178
ENSG00000196591,HDAC2,3,-4.2252,35,-0.5974,71,0.53943,90,1.16565,16,-1.7264,37,-0.4893,81,0.76288,36,-0.5323
ENSG00000178425,NT5DC1,3,-3.3637,7,-1.9714,23,-0.3161,9,-1.8688,16,-0.8426,35,0.37599,91,2.15228,59,1.26813
ENSG00000187189,TSPYL4,36,-2.1283,59,-1.3792,220,0.71008,432,2.79717,6,-4.6727,40,-1.9778,40,-1.9694,32,-2.2900
ENSG00000189241,TSPYL1,78,-2.9335,635,0.26973,1344,1.61646,1169,1.70295,99,-2.5822,151,-1.9582,71,-3.0593,133,-2.1411
ENSG00000111832,RWDD1,4,-4.0991,31,-1.0696,76,0.35566,13,-2.4810,126,1.23393,126,1.23288,96,0.75032,68,0.15199
ENSG00000196911,KPNA5,36,0.28744,21,-0.5467,39,0.41085,37,0.37478,51,0.87061,20,-0.6785,16,-0.9959,16,-1.0077
ENSG00000047932,GOPC,185,1.77019,22,-1.7479,61,-0.1813,108,0.91501,52,-0.4507,15,-2.2913,28,-1.3762,38,-0.9402
ENSG00000153989,NUS1,66,1.34555,16,-0.9619,46,0.68295,35,0.27903,14,-1.1378,20,-0.6279,17,-0.8532,22,-0.5088
ENSG00000196376,SLC35F1,95,0.77838,21,-1.5851,32,-0.9570,141,1.94685,31,-1.0055,33,-0.9123,12,-2.3800,29,-1.1176
ENSG00000111875,ASF1A,3,-3.1828,17,-0.5710,55,1.36093,18,-0.5079,30,0.31200,11,-1.2694,49,1.17303,21,-0.2525
ENSG00000152661,GJA1,3270,2.75973,169,-2.3604,869,0.15117,43,-4.5332,2398,2.01922,115,-2.9202,81,-3.4420,141,-2.6310
ENSG00000111897,SERINC1,71,-2.7384,172,-1.4296,439,0.02425,737,1.09299,194,-1.2496,355,-0.3132,642,0.65977,543,0.37560
ENSG00000164434,FABP7,5,-4.2481,77,-0.1594,178,1.26384,96,0.23024,226,1.73207,7,-3.6604,30,-1.6102,52,-0.7679
ENSG00000146352,CLVS2,4,-3.0172,19,-0.7112,61,1.19364,82,2.36555,1,-4.8290,0,-6.4321,7,-2.1280,17,-0.9104
ENSG00000188580,NKAIN2,3,-4.8423,20,-2.0827,30,-1.4568,135,1.10567,58,-0.4671,25,-1.7306,202,1.67354,98,0.36182
ENSG00000111907,TPD52L1,175,1.76478,29,-1.2163,95,0.63556,6,-3.6663,210,2.16434,33,-1.0577,23,-1.5571,5,-3.6758
ENSG00000111906,HDDC2,38,-1.8112,82,-0.6496,160,0.41949,89,-0.5952,150,0.31260,85,-0.6070,172,0.53725,253,1.22198
ENSG00000111912,NCOA7,59,-1.1456,48,-1.4449,159,0.41427,242,1.42754,36,-1.8710,87,-0.5445,138,0.18728,98,-0.3608
ENSG00000111911,HINT3,18,-2.9288,67,-0.9775,154,0.32827,229,1.24594,62,-1.1028,129,0.03408,157,0.35855,88,-0.5634
ENSG00000118518,RNF146,84,-0.0329,40,-1.1779,94,0.14831,118,0.62824,94,0.15977,30,-1.6195,117,0.51238,75,-0.2052
ENSG00000093144,ECHDC1,3,-3.7752,22,-0.8177,25,-0.6181,42,0.21484,30,-0.3394,53,0.57890,79,1.27897,41,0.13129
ENSG00000189367,KIAA0408,93,0.76139,32,-0.9514,54,-0.1457,110,1.31726,14,-2.1810,9,-2.8277,55,-0.0996,52,-0.1949
ENSG00000152894,PTPRK,3,-3.6696,36,0.07042,72,1.24685,22,-0.7827,8,-2.2274,21,-0.8033,94,1.75999,35,0.02397
ENSG00000079819,EPB41L2,3,-5.2391,47,-1.2112,72,-0.5697,58,-0.9839,86,-0.3022,172,0.86139,261,1.63349,172,0.86091
ENSG00000118507,AKAP7,3,-3.2924,16,-0.7605,22,-0.2749,79,2.69372,18,-0.6171,0,-6.3201,5,-2.4976,18,-0.5724
ENSG00000118523,CCN2,3,-6.0209,44,-2.1386,37,-2.3682,499,2.52820,54,-1.8220,411,1.46605,7,-4.7961,46,-2.0578
ENSG00000079931,MOXD1,136,1.85178,14,-1.8368,46,-0.0634,3,-4.0079,188,2.58244,0,-7.2079,2,-4.7144,42,-0.2142
ENSG00000079950,STX7,242,1.23185,46,-1.4612,153,0.41908,152,0.48195,58,-1.1211,67,-0.8965,120,0.01686,76,-0.6954
ENSG00000146409,SLC18B1,344,2.73368,30,-1.5850,86,0.03076,39,-1.2900,141,0.86947,36,-1.2981,26,-1.7871,14,-2.6956
ENSG00000112306,RPS12,1922,0.22222,731,-1.2960,582,-1.6405,618,-1.6793,1213,-0.5174,2401,0.59695,2576,0.71811,4440,1.73601
ENSG00000028839,TBPL1,3,-3.4433,16,-0.9270,22,-0.4615,69,1.85830,0,-6.8207,40,0.47509,18,-0.7704,31,0.09098
ENSG00000118515,SGK1,62,-0.0490,25,-1.4172,29,-1.2046,25,-1.5603,13,-2.4290,117,1.04168,213,2.23368,63,-0.0143
ENSG00000112339,HBS1L,116,1.60664,12,-2.0222,28,-0.7748,26,-0.9938,59,0.37646,51,0.13623,78,0.85570,23,-1.0753
ENSG00000135541,AHI1,3,-3.4071,36,0.32155,65,1.35115,40,0.58671,18,-0.7433,8,-1.8808,37,0.34042,19,-0.6825
ENSG00000029363,BCLAF1,103,0.58365,45,-0.7444,40,-0.9275,78,0.13267,108,0.65604,34,-1.1833,92,0.38593,76,0.06265
ENSG00000135525,MAP7,183,1.27865,32,-1.5556,65,-0.4630,32,-1.6452,15,-2.6052,39,-1.2580,265,2.02176,120,0.53329
ENSG00000197442,MAP3K5,78,1.30691,26,-0.5219,99,1.75873,26,-0.5883,17,-1.2130,25,-0.6108,8,-2.3326,25,-0.6094
ENSG00000027697,IFNGR1,3,-4.0590,27,-0.8277,26,-0.8436,51,0.21362,38,-0.2734,80,0.94831,70,0.70853,64,0.55451
ENSG00000112379,ARFGEF3,3,-4.8069,43,-0.9014,95,0.35805,158,1.55610,5,-3.9078,31,-1.4052,154,1.19195,43,-0.9018
ENSG00000051620,HEBP2,159,2.00270,20,-1.4732,17,-1.7297,20,-1.6316,62,0.27487,141,1.75090,24,-1.1987,11,-2.3900
ENSG00000024862,CCDC28A,173,2.28784,13,-1.9964,42,-0.3058,46,-0.1690,92,1.00857,19,-1.5247,8,-2.7243,16,-1.7864
ENSG00000112406,HECA,3,-2.9794,19,-0.2195,9,-1.2817,27,0.46516,13,-0.7251,33,0.69260,35,0.82303,26,0.33540
ENSG00000009844,VTA1,3,-3.6361,27,-0.3772,61,0.97560,44,0.47818,24,-0.5345,54,0.76206,39,0.23565,11,-1.6776
ENSG00000010818,HIVEP2,3,-4.0825,20,-1.2712,50,0.12572,127,2.41663,9,-2.4714,32,-0.5603,22,-1.1367,27,-0.8366
ENSG00000146416,AIG1,195,1.33731,27,-1.8126,78,-0.2147,112,0.41565,88,-0.0281,83,-0.1242,78,-0.2230,35,-1.4553
ENSG00000169976,SF3B5,26,-1.7710,34,-1.3772,60,-0.5136,128,0.85370,110,0.46241,161,1.11832,77,-0.1305,26,-1.7898
ENSG00000152818,UTRN,11,-2.4337,14,-2.0880,39,-0.5811,64,0.25505,76,0.50513,205,2.45059,14,-2.1294,16,-1.8700
ENSG00000164506,STXBP5,66,0.48199,25,-1.0282,82,0.85789,101,1.55297,2,-4.6291,21,-1.2893,11,-2.2945,33,-0.6380
ENSG00000111961,SASH1,29,-1.7048,51,-0.8878,55,-0.7808,53,-0.8964,245,1.79600,80,-0.1815,139,0.73791,100,0.18521
ENSG00000055208,TAB2,3,-3.2351,16,-0.7946,38,0.62284,33,0.47571,18,-0.5457,49,1.06731,38,0.62705,6,-2.2464
ENSG00000055211,GINM1,3,-3.9134,17,-1.3286,48,0.24396,41,0.00692,57,0.53219,76,1.02740,71,0.91304,17,-1.3844
ENSG00000131023,LATS1,65,1.38261,15,-0.9941,48,0.84629,28,-0.0876,17,-0.7990,22,-0.4666,28,-0.0752,11,-1.4513
ENSG00000120265,PCMT1,13,-2.9829,57,-0.8153,161,0.85420,166,1.10681,54,-0.9205,57,-0.8302,137,0.57247,59,-0.7658
ENSG00000120256,LRP11,3,-4.5826,24,-1.5093,84,0.40127,168,2.19606,17,-2.0162,49,-0.4510,35,-0.9658,41,-0.7274
ENSG00000131016,AKAP12,3,-4.0543,59,0.42860,91,1.18441,40,-0.2426,71,0.74215,78,0.90784,8,-2.5466,20,-1.2808
ENSG00000131018,SYNE1,3,-4.6734,62,-0.1819,148,1.30096,133,1.35269,48,-0.5988,61,-0.2169,14,-2.4318,26,-1.4917
ENSG00000074706,IPCEF1,3,-4.0731,17,-1.5384,15,-1.6882,184,4.72962,0,-7.9538,0,-7.1348,0,-9.0976,12,-2.0676
ENSG00000049618,ARID1B,3,-3.7919,32,-0.2489,27,-0.5021,65,1.11589,6,-2.5992,53,0.56648,61,0.79307,26,-0.5648
ENSG00000215712,TMEM242,186,2.57262,14,-1.8741,14,-1.8680,53,0.18346,27,-0.8879,45,-0.0956,21,-1.2622,19,-1.4099
ENSG00000175048,ZDHHC14,3,-3.5122,22,-0.5445,15,-1.1541,67,1.64434,12,-1.4936,16,-1.0271,70,1.38998,10,-1.6535
ENSG00000130340,SNX9,3,-3.6609,13,-1.4401,19,-0.9132,48,0.61890,16,-1.2123,59,0.90009,77,1.38168,29,-0.2867
ENSG00000078269,SYNJ2,4,-3.9177,17,-1.8540,59,0.02623,47,-0.3765,7,-3.1458,44,-0.4383,239,2.71700,61,0.06407
ENSG00000272047,GTF2H5,7,-3.0319,32,-0.8606,97,0.96455,48,-0.2587,44,-0.3420,87,0.76972,90,0.81696,42,-0.4140
ENSG00000130338,TULP4,61,0.17688,27,-1.0837,19,-1.6024,71,0.51082,24,-1.2852,41,-0.4284,140,1.66348,36,-0.6409
ENSG00000146433,TMEM181,98,1.07032,29,-0.8930,59,0.20887,97,1.30961,6,-3.2240,3,-4.2547,50,-0.0530,28,-0.9453
ENSG00000146425,DYNLT1,3,-3.7710,19,-1.0705,45,0.30747,18,-1.2055,67,0.99769,54,0.61338,79,1.29212,32,-0.2366
ENSG00000092820,EZR,1866,3.46713,98,-1.9828,253,-0.5495,60,-2.8748,536,0.68077,98,-1.9866,56,-2.7943,185,-1.0291
ENSG00000112096,SOD2,307,0.68856,121,-0.8200,187,-0.1373,333,0.99468,89,-1.2940,200,-0.0248,126,-0.7601,137,-0.6306
ENSG00000146457,WTAP,56,0.33368,22,-1.1090,36,-0.3722,50,0.18035,25,-0.9285,93,1.20168,37,-0.3381,42,-0.1449
ENSG00000120437,ACAT2,3,-3.4675,15,-1.0373,31,0.04770,43,0.68758,40,0.46711,36,0.28885,32,0.08501,28,-0.0918
ENSG00000120438,TCP1,86,-0.0324,50,-0.8827,63,-0.5211,128,0.73112,13,-2.9095,113,0.41155,126,0.59312,86,-0.0429
ENSG00000112110,MRPL18,51,0.30066,22,-1.0201,57,0.47737,30,-0.6049,67,0.74773,24,-0.8802,72,0.88961,29,-0.5827
ENSG00000026652,AGPAT4,3,-4.0074,26,-0.8194,29,-0.6509,46,0.10551,25,-0.8725,40,-0.1341,145,2.19696,34,-0.3953
ENSG00000112531,QKI,845,0.33592,278,-1.4116,522,-0.4422,225,-1.8626,1119,0.81659,391,-0.8902,1853,1.76977,739,0.11576
ENSG00000176381,PRR18,40,-0.8327,24,-1.6294,9,-3.0619,14,-2.5337,18,-1.9950,49,-0.5195,358,3.44190,91,0.46590
ENSG00000198818,SFT2D1,63,-0.0328,29,-1.2246,64,-0.0130,35,-1.0654,80,0.35801,18,-1.9631,201,2.07565,55,-0.2390
ENSG00000060762,MPC1,155,0.84774,44,-1.1534,111,0.28468,27,-2.0359,136,0.62145,19,-2.4238,219,1.48985,103,0.15221
ENSG00000071242,RPS6KA2,85,-0.1016,48,-1.0066,111,0.33622,132,0.74139,85,-0.0971,44,-1.1128,125,0.53473,53,-0.8476
ENSG00000026297,RNASET2,3,-3.8837,26,-0.6950,32,-0.3686,31,-0.4647,64,0.76493,89,1.36908,54,0.47571,34,-0.2895
ENSG00000130396,AFDN,3,-3.9545,32,-0.4494,44,0.05882,91,1.66550,16,-1.5119,13,-1.8178,30,-0.5181,62,0.61829
ENSG00000186340,THBS2,3,-3.7306,17,-1.1539,8,-2.2873,29,-0.4072,31,-0.2640,88,1.55495,104,1.88768,18,-1.0724
ENSG00000130024,PHF10,3,-4.4950,40,-0.7073,72,0.21950,93,0.76334,64,0.03341,64,0.02324,82,0.43243,56,-0.1817
ENSG00000112584,FAM120B,78,1.53870,10,-1.6934,47,0.62437,38,0.31655,17,-1.0072,19,-0.8623,22,-0.6115,21,-0.6480
ENSG00000008018,PSMB1,235,1.02834,51,-1.4253,77,-0.8077,87,-0.6908,133,0.06491,188,0.64112,168,0.44554,128,-0.0002
ENSG00000071994,PDCD2,3,-3.7001,16,-1.2238,50,0.55062,64,1.22761,21,-0.8150,37,0.06933,29,-0.3235,35,-0.0023
ENSG00000177706,FAM20C,196,2.48224,11,-2.3636,62,0.25292,29,-0.9999,47,-0.1941,45,-0.2637,48,-0.1504,7,-2.9070
ENSG00000197461,PDGFA,113,1.48504,17,-1.5893,25,-1.0079,57,0.30741,30,-0.7484,43,-0.2014,63,0.44373,30,-0.7638
ENSG00000188191,PRKAR1B,3,-6.6825,193,-0.5998,553,1.15823,777,2.46886,54,-2.4993,66,-2.2087,29,-3.4125,81,-1.9077
ENSG00000164828,SUN1,3,-4.3802,47,-0.3101,74,0.42954,95,1.04600,33,-0.8574,81,0.57897,60,0.09281,24,-1.3162
ENSG00000105963,ADAP1,3,-5.1804,80,-0.3480,127,0.40922,164,1.02054,41,-1.3807,40,-1.3935,217,1.35451,57,-0.8607
ENSG00000146540,C7orf50,311,1.65834,95,-0.3895,142,0.24918,112,-0.1546,83,-0.6051,74,-0.7782,78,-0.7090,89,-0.4951
ENSG00000164877,MICALL2,150,2.33262,19,-1.2672,31,-0.5163,18,-1.4194,90,1.27379,31,-0.4970,25,-0.8136,2,-4.0435
ENSG00000164880,INTS1,3,-5.0704,81,-0.1953,150,0.82411,165,1.21126,70,-0.4287,82,-0.1797,70,-0.4313,41,-1.2687
ENSG00000198517,MAFK,3,-3.5197,14,-1.2621,21,-0.6063,38,0.34626,14,-1.2423,52,0.83491,41,0.45225,62,1.16406
ENSG00000157778,PSMG3,3,-3.6697,20,-0.8862,67,1.11257,58,1.03333,0,-7.2223,70,1.19328,33,-0.0962,5,-2.8257
ENSG00000106263,EIF3B,229,1.59767,32,-1.6331,109,0.27217,106,0.25679,35,-1.4751,103,0.18137,94,0.03230,17,-2.5701
ENSG00000106009,BRAT1,3,-3.1366,18,-0.4281,41,0.87602,20,-0.2781,33,0.52091,37,0.70789,14,-0.8038,29,0.32312
ENSG00000136295,TTYH3,101,0.55200,40,-0.9124,133,1.03296,160,1.74506,1,-5.9392,14,-2.4220,5,-3.8059,36,-1.0678
ENSG00000146535,GNA12,9,-2.4634,38,-0.4036,20,-1.3714,31,-0.7945,116,1.50357,72,0.65260,65,0.48206,57,0.25038
ENSG00000157954,WIPI2,196,1.19507,54,-0.9379,117,0.29285,131,0.57110,59,-0.7887,67,-0.6044,79,-0.3378,46,-1.1881
ENSG00000182095,TNRC18,56,0.57753,30,-0.4045,82,1.24401,45,0.26798,33,-0.2937,41,0.07478,9,-2.2294,13,-1.6915
ENSG00000155034,FBXL18,3,-2.8041,21,0.15189,14,-0.5135,47,2.07702,7,-1.5143,4,-2.2958,5,-1.8799,23,0.30510
ENSG00000075624,ACTB,2284,0.10970,837,-1.4553,1677,-0.3862,2705,0.45584,1544,-0.5164,3489,0.82745,2621,0.33735,1353,-0.7225
ENSG00000075618,FSCN1,3,-5.8601,77,-1.1431,145,-0.1656,203,0.44604,94,-0.8453,165,0.04301,383,1.52288,174,0.13138
ENSG00000011275,RNF216,15,-1.0637,28,-0.1355,33,0.11987,39,0.47498,31,0.02514,27,-0.1615,42,0.52424,19,-0.6916
ENSG00000122674,CCZ1,64,0.69336,22,-0.9761,37,-0.2023,58,0.60939,45,0.10469,0,-6.8765,51,0.32809,44,0.06111
ENSG00000122512,PMS2,3,-3.9545,31,-0.4792,69,0.82757,70,1.01409,59,0.53939,22,-1.0011,25,-0.7901,31,-0.4786
ENSG00000086232,EIF2AK1,7,-2.6219,16,-1.4451,55,0.47800,55,0.56000,44,0.09642,43,0.06130,72,0.93676,24,-0.8417
ENSG00000008256,CYTH3,3,-3.4903,29,-0.0903,19,-0.7519,53,1.10083,18,-0.8254,85,1.80254,15,-1.1297,3,-3.4513
ENSG00000136238,RAC1,154,-1.5136,268,-0.6615,399,-0.0339,564,0.63527,240,-0.8370,554,0.50964,525,0.41716,400,-0.0291
ENSG00000136240,KDELR2,319,2.50701,19,-2.2799,58,-0.6159,42,-1.2050,67,-0.3739,122,0.59520,95,0.17349,2,-5.1652
ENSG00000136247,ZDHHC4,78,1.12684,18,-1.2061,32,-0.3668,72,1.19218,38,-0.0972,15,-1.5487,19,-1.1914,19,-1.1500
ENSG00000146576,C7orf26,3,-3.4188,19,-0.6758,31,0.08360,55,1.33420,31,0.08909,36,0.34250,21,-0.4865,11,-1.4379
ENSG00000236609,ZNF853,225,2.84040,22,-1.3362,18,-1.6253,27,-1.1587,56,0.11090,21,-1.4209,31,-0.8251,47,-0.1919
ENSG00000205903,ZNF316,81,1.41131,28,-0.3900,50,0.55855,21,-0.9031,37,0.05909,26,-0.4652,41,0.24267,15,-1.3001
ENSG00000106392,C1GALT1,3,-3.1219,8,-1.6260,14,-0.7821,19,-0.4255,33,0.55674,24,0.01390,83,2.32653,11,-1.2181
