Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2to4,Feature log2 fold change topic 2to4,Feature count topic 5,Feature log2 fold change topic 5,Feature count topic 6,Feature log2 fold change topic 6,Feature count topic 7to8,Feature log2 fold change topic 7to8,Feature count topic 9,Feature log2 fold change topic 9,Feature count topic 10,Feature log2 fold change topic 10
ENSG00000166924,NYAP1,23,0.36573,21,0.28567,34,1.00159,15,-0.2727,14,-0.4694,14,-0.4036,6,-1.6166
ENSG00000106330,MOSPD3,7,-1.4926,21,0.20970,15,-0.3864,26,0.52607,17,-0.1895,24,0.39011,20,0.11574
ENSG00000077080,ACTL6B,92,0.57264,89,0.69989,61,-0.0855,39,-0.7651,67,0.07882,31,-1.1111,21,-1.6676
ENSG00000172354,GNB2,260,-0.0840,310,0.26368,346,0.37614,314,0.22136,270,-0.0255,189,-0.5808,160,-0.8425
ENSG00000146830,GIGYF1,12,-0.5373,13,-0.5080,21,0.32714,10,-0.7709,19,0.20126,17,0.02229,33,1.07037
ENSG00000172336,POP7,66,-0.0283,80,0.34508,56,-0.3026,68,0.01574,69,0.04079,74,0.14286,35,-1.0242
ENSG00000087087,SRRT,14,-1.2052,41,0.57765,18,-0.8012,29,-0.0899,30,-0.0600,36,0.23326,31,0.00824
ENSG00000087085,ACHE,31,-0.3652,50,0.56389,23,-0.7692,50,0.42538,41,0.12627,23,-0.7774,26,-0.6420
ENSG00000227053,AC105446.1,32,1.01217,18,0.15310,2,-3.0597,12,-0.5660,29,1.00745,12,-0.4801,0,-5.2299
ENSG00000106367,AP1S1,411,1.17027,209,0.03512,217,0.08447,350,0.88389,143,-0.6224,108,-0.9923,54,-2.0193
ENSG00000128564,VGF,378,1.12213,236,0.42216,105,-0.9558,267,0.52683,153,-0.4170,109,-0.8915,66,-1.6551
ENSG00000106400,ZNHIT1,129,-0.0984,133,-0.0608,93,-0.6155,76,-0.9273,145,0.10087,182,0.46079,203,0.64333
ENSG00000214253,FIS1,184,-0.8739,314,-0.0491,269,-0.2819,244,-0.4327,312,-0.0515,369,0.22329,582,0.99204
ENSG00000128581,IFT22,131,1.13304,57,-0.3091,73,0.14962,96,0.60177,48,-0.5510,49,-0.4766,49,-0.4898
ENSG00000160963,COL26A1,65,0.56906,79,1.29837,6,-3.0563,47,0.04591,39,-0.2659,14,-1.7984,12,-2.0481
ENSG00000233123,LINC01007,23,-0.2891,50,1.42011,1,-4.8422,6,-2.2371,46,0.94347,3,-3.3416,5,-2.4427
ENSG00000257923,CUX1,5,-2.8691,31,-0.1809,22,-0.6348,37,0.17540,41,0.35779,36,0.09635,62,1.01729
ENSG00000128563,PRKRIP1,23,-0.2675,25,-0.1607,23,-0.2332,39,0.59900,20,-0.4955,34,0.34469,36,0.47374
ENSG00000160991,ORAI2,26,-0.8827,43,-0.1199,42,-0.1230,86,1.06093,45,-0.0024,48,0.08349,34,-0.4647
ENSG00000160993,ALKBH4,27,0.19767,21,-0.2565,29,0.30525,47,1.13380,19,-0.4180,22,-0.1037,13,-0.9363
ENSG00000161036,LRWD1,31,0.53723,28,0.53053,17,-0.4545,12,-0.9294,17,-0.5037,16,-0.5427,29,0.40046
ENSG00000005075,POLR2J,92,-0.3279,104,-0.1783,92,-0.3333,109,-0.0666,108,-0.0956,171,0.67297,144,0.38787
ENSG00000267368,UPK3BL1,51,-0.0567,54,0.06464,73,0.53876,61,0.25217,33,-0.7879,53,0.02490,58,0.15509
ENSG00000170632,ARMC10,89,0.16214,105,0.56527,85,0.07443,90,0.17140,62,-0.4637,41,-1.0473,65,-0.3354
ENSG00000161048,NAPEPLD,62,0.51158,62,0.69631,46,0.02968,20,-1.2562,30,-0.6680,18,-1.3563,58,0.42188
ENSG00000105819,PMPCB,81,0.50870,59,0.00067,37,-0.7154,79,0.48006,67,0.24036,30,-1.0435,51,-0.2272
ENSG00000105821,DNAJC2,53,1.20930,27,0.08505,40,0.70848,9,-1.5447,18,-0.6415,12,-1.1683,28,0.11632
ENSG00000161057,PSMC2,91,0.42083,87,0.44460,28,-1.4111,93,0.44342,60,-0.2795,54,-0.4264,59,-0.2841
ENSG00000189056,RELN,8,-3.7846,144,0.81674,0,-8.5880,117,0.25136,61,-0.8555,163,0.80566,161,0.78523
ENSG00000164815,ORC5,25,0.41885,24,0.41443,16,-0.2827,21,0.13982,21,0.15785,14,-0.5471,5,-2.0790
ENSG00000005483,KMT2E,40,-0.0954,35,-0.3713,45,0.09947,59,0.53694,28,-0.6998,55,0.44829,62,0.62969
ENSG00000135250,SRPK2,147,-0.1348,175,0.18216,206,0.40753,224,0.54987,157,-0.0384,72,-1.2371,115,-0.5225
ENSG00000008282,SYPL1,13,-1.4497,17,-1.2562,36,0.05676,20,-0.8165,19,-0.9803,55,0.74535,133,2.44139
ENSG00000105835,NAMPT,45,0.18188,59,0.88173,17,-1.2877,34,-0.2316,22,-0.9953,34,-0.2481,48,0.29367
ENSG00000005249,PRKAR2B,91,0.27000,68,-0.2416,95,0.33154,178,1.42820,70,-0.1756,37,-1.1119,25,-1.7106
ENSG00000164597,COG5,34,0.83120,17,-0.3896,7,-1.5753,33,0.75076,18,-0.2063,23,0.19045,21,0.06870
ENSG00000172209,GPR22,81,1.23165,58,0.91097,18,-1.1941,28,-0.5227,39,0.02280,5,-2.9759,4,-3.1623
ENSG00000075790,BCAP29,124,0.28913,153,0.89249,79,-0.4325,81,-0.3951,94,-0.1767,64,-0.7437,41,-1.4123
ENSG00000233705,SLC26A4-AS1,134,-0.0881,215,0.94796,22,-2.7740,103,-0.5082,215,0.79449,68,-1.1469,20,-2.9588
ENSG00000105879,CBLL1,7,-1.2302,20,0.55929,17,0.16734,17,0.20211,8,-1.0835,17,0.13975,20,0.41276
ENSG00000091140,DLD,41,-1.1411,125,0.82986,92,0.09566,105,0.30410,85,-0.0398,53,-0.7802,31,-1.5527
ENSG00000091129,NRCAM,329,0.21987,360,0.49424,327,0.21314,286,-0.0063,303,0.10168,192,-0.6279,47,-2.7107
ENSG00000135241,PNPLA8,66,0.17637,62,0.09175,61,0.05931,54,-0.1411,69,0.29678,56,-0.0879,29,-1.0768
ENSG00000177683,THAP5,19,-0.9250,40,0.33831,43,0.37619,29,-0.2610,31,-0.1929,24,-0.5218,45,0.44164
ENSG00000128590,DNAJB9,68,0.38496,62,0.29974,42,-0.3896,44,-0.3012,63,0.28204,36,-0.6055,35,-0.6559
ENSG00000173114,LRRN3,52,0.15321,62,0.60029,83,0.91742,22,-1.2046,51,0.13185,19,-1.3675,9,-2.4132
ENSG00000128512,DOCK4,249,1.66684,96,0.01977,128,0.48080,96,0.01654,48,-1.1355,43,-1.2162,50,-0.9826
ENSG00000006652,IFRD1,115,1.66143,47,0.13697,38,-0.2183,30,-0.5839,14,-1.8274,22,-1.0454,65,0.62796
ENSG00000164604,GPR85,56,1.73404,19,-0.1975,15,-0.4532,28,0.52389,7,-1.6662,14,-0.5893,21,0.05487
ENSG00000214194,SMIM30,10,-1.7634,30,-0.1877,26,-0.3561,38,0.20906,35,0.07544,35,0.06074,63,1.06742
ENSG00000105976,MET,175,3.00703,16,-1.4902,0,-8.6660,109,1.91529,12,-1.8046,1,-4.8885,11,-1.8592
ENSG00000198898,CAPZA2,280,0.64419,229,0.41007,164,-0.2271,207,0.14461,180,-0.0870,105,-0.9144,89,-1.1741
ENSG00000004866,ST7,22,0.26597,20,0.14370,12,-0.6407,20,0.13419,26,0.62539,7,-1.4534,12,-0.6001
ENSG00000077063,CTTNBP2,35,0.68848,29,0.50809,22,-0.0999,21,-0.1655,11,-1.2257,21,-0.1397,22,-0.0457
ENSG00000128534,LSM8,55,0.98031,25,-0.3493,22,-0.4915,22,-0.5054,30,-0.0024,27,-0.1895,41,0.47959
ENSG00000184408,KCND2,51,0.81502,31,0.00289,20,-0.7084,38,0.32913,28,-0.1768,29,-0.1015,23,-0.4553
ENSG00000196937,FAM3C,368,0.97300,223,0.17007,282,0.51864,243,0.27419,170,-0.3269,93,-1.2245,58,-1.9329
ENSG00000106278,PTPRZ1,44,-1.2517,51,-1.2006,91,-0.1213,115,0.24270,107,0.14859,258,1.66517,110,0.18042
ENSG00000081803,CADPS2,32,0.24955,42,0.99264,53,1.11602,10,-1.4461,9,-1.7814,14,-1.0297,19,-0.5536
ENSG00000128609,NDUFA5,342,0.04984,382,0.29776,330,-0.0081,358,0.12081,352,0.10754,269,-0.3312,170,-1.0426
ENSG00000106299,WASL,114,-0.3847,159,0.20037,229,0.75071,135,-0.1105,188,0.48532,73,-1.0542,44,-1.8075
ENSG00000170775,GPR37,9,-2.3540,18,-1.4938,49,0.22897,12,-1.9346,10,-2.2965,56,0.45078,223,3.30235
ENSG00000004059,ARF5,172,-0.3188,354,1.24501,85,-1.3913,162,-0.4106,205,-0.0503,142,-0.6157,72,-1.6397
ENSG00000197157,SND1,37,-0.6459,64,0.25979,65,0.22688,53,-0.0938,69,0.36700,35,-0.7197,44,-0.3891
ENSG00000128594,LRRC4,74,0.29754,82,0.63513,43,-0.5532,77,0.37556,64,0.09527,28,-1.1747,16,-2.0479
ENSG00000106348,IMPDH1,24,-0.6130,51,0.82966,36,0.01465,27,-0.4099,34,-0.0409,19,-0.9154,25,-0.5465
ENSG00000128595,CALU,77,0.75395,52,0.14213,52,0.10964,70,0.59832,33,-0.6708,28,-0.8455,37,-0.4317
ENSG00000128596,CCDC136,51,-1.0012,144,0.85916,42,-1.3150,56,-0.8687,154,0.86356,43,-1.2751,52,-0.9788
ENSG00000128524,ATP6V1F,392,0.25222,394,0.34398,261,-0.3950,311,-0.1209,398,0.31727,265,-0.3743,146,-1.2807
ENSG00000064419,TNPO3,20,0.18031,21,0.42103,11,-0.7646,13,-0.4298,18,0.03508,17,-0.0572,15,-0.2473
ENSG00000158467,AHCYL2,3,-2.6079,21,0.10099,19,-0.0743,19,-0.0295,22,0.22530,23,0.26254,26,0.42484
ENSG00000240204,SMKR1,19,-0.1208,25,0.41322,14,-0.6081,36,0.90106,25,0.35322,11,-0.9756,1,-3.6732
ENSG00000186591,UBE2H,46,-0.3884,63,0.12764,47,-0.3833,44,-0.4791,70,0.30891,60,0.00689,68,0.20640
ENSG00000128607,KLHDC10,43,-0.3514,67,0.44816,50,-0.1358,81,0.65975,47,-0.2454,45,-0.2892,28,-1.0111
ENSG00000106477,CEP41,49,1.08737,28,0.20331,28,0.13475,21,-0.2961,22,-0.2262,25,-0.0273,3,-3.1345
ENSG00000106484,MEST,32,0.17849,39,0.72930,33,0.23551,29,0.04887,17,-0.8279,16,-0.8395,20,-0.5128
ENSG00000286214,AUXG01000058.1,269,0.44158,212,0.06701,291,0.57442,219,0.10703,224,0.16198,128,-0.7396,60,-1.8833
ENSG00000231721,LINC-PINT,41,1.05761,21,-0.0798,26,0.30629,20,-0.0984,15,-0.6408,15,-0.5860,22,0.02766
ENSG00000128585,MKLN1,50,0.22463,33,-0.5150,53,0.29814,66,0.67120,32,-0.5389,26,-0.7899,77,0.94931
ENSG00000128567,PODXL,37,0.26226,14,-1.4875,16,-1.0276,24,-0.4196,21,-0.7003,27,-0.2738,129,2.60867
ENSG00000221866,PLXNA4,24,0.11458,25,0.24183,10,-1.1486,55,1.56382,23,0.08899,4,-2.5202,7,-1.7375
ENSG00000106554,CHCHD3,35,0.41058,33,0.40534,23,-0.2668,33,0.29277,22,-0.3475,21,-0.3741,17,-0.7564
ENSG00000131558,EXOC4,61,0.12165,58,0.05959,92,0.78743,48,-0.2769,46,-0.3625,41,-0.5051,59,0.04893
ENSG00000205060,SLC35B4,60,0.50614,45,0.05693,54,0.32725,65,0.64780,34,-0.4377,23,-0.9558,33,-0.4599
ENSG00000085662,AKR1B1,165,0.31899,152,0.24691,125,-0.1227,146,0.11606,144,0.10340,94,-0.5795,81,-0.7959
ENSG00000172331,BPGM,9,-1.6028,35,0.73061,22,-0.2295,24,-0.0540,17,-0.6535,26,0.03202,32,0.38509
ENSG00000122786,CALD1,18,-0.8705,17,-1.1412,11,-1.6311,19,-0.8364,25,-0.4183,23,-0.5467,149,2.93011
ENSG00000105875,WDR91,15,-0.1785,26,0.93765,12,-0.5688,15,-0.1383,11,-0.7698,9,-0.9224,20,0.22809
ENSG00000080802,CNOT4,14,-0.4478,20,0.07884,27,0.55113,18,-0.0948,18,-0.1338,18,-0.0631,18,-0.0465
ENSG00000243317,STMP1,20,-1.3199,38,-0.4195,55,0.26380,53,0.20125,49,0.07409,61,0.43696,68,0.60602
ENSG00000105887,MTPN,282,0.00161,360,0.53453,524,1.03606,289,0.03934,206,-0.5444,154,-0.9381,78,-1.9635
ENSG00000105894,PTN,124,-0.7068,94,-1.3361,114,-0.8295,225,0.23426,182,-0.1110,418,1.30044,416,1.29198
ENSG00000157680,DGKI,26,0.14807,19,-0.3772,68,1.85796,18,-0.4443,16,-0.6241,8,-1.6579,25,0.09487
ENSG00000122779,TRIM24,35,0.77201,21,-0.0948,23,0.10546,11,-0.9696,21,-0.0436,17,-0.3430,26,0.26704
ENSG00000122778,KIAA1549,33,0.61593,29,0.48631,14,-0.6982,30,0.45243,25,0.15800,7,-1.7763,7,-1.6687
ENSG00000164898,FMC1,34,-0.5112,40,-0.2909,42,-0.1612,56,0.27782,60,0.45553,56,0.27199,40,-0.2476
ENSG00000146963,LUC7L2,51,-0.3299,67,0.12977,58,-0.1212,57,-0.1477,64,0.03843,42,-0.6302,91,0.60370
ENSG00000236279,CLEC2L,54,-0.3459,98,0.85487,35,-1.0132,63,-0.1099,90,0.55156,35,-0.9979,11,-2.7216
ENSG00000064393,HIPK2,33,-1.6810,40,-1.6433,110,0.16619,58,-0.8492,49,-1.1774,172,0.90790,404,2.61424
ENSG00000157800,SLC37A3,2,-2.9822,26,0.49476,31,0.65700,27,0.38958,28,0.55211,12,-0.8343,1,-4.0684
ENSG00000133606,MKRN1,129,0.68321,94,0.21081,84,-0.0304,55,-0.6938,98,0.25850,63,-0.4809,43,-1.0569
ENSG00000133597,ADCK2,52,0.31785,44,0.03912,49,0.23285,40,-0.0863,37,-0.2462,25,-0.8464,56,0.42882
ENSG00000090266,NDUFB2,529,-0.2397,552,-0.2186,572,-0.1159,577,-0.1024,843,0.59463,670,0.13597,463,-0.4507
ENSG00000157764,BRAF,54,0.36421,58,0.65678,46,0.10853,33,-0.4446,39,-0.1604,30,-0.5622,15,-1.5559
ENSG00000090263,MRPS33,94,0.10245,103,0.31412,91,0.04200,77,-0.2299,90,0.03585,83,-0.1089,52,-0.8200
ENSG00000261115,TMEM178B,65,0.19447,73,0.53770,17,-1.8022,88,0.70887,75,0.49261,25,-1.2525,8,-2.9352
ENSG00000006530,AGK,38,-0.0239,61,1.02750,38,-0.0234,35,-0.1729,40,0.05954,10,-1.9872,5,-3.0773
ENSG00000257093,DENND11,38,-0.1642,30,-0.6822,116,1.74739,35,-0.3021,20,-1.2451,54,0.38964,52,0.32486
ENSG00000106028,SSBP1,142,0.57669,95,-0.0950,84,-0.2749,79,-0.3699,100,0.01335,95,-0.0775,111,0.17504
ENSG00000270672,MTRNR2L6,0,-4.9112,9,-1.0757,14,-0.2927,24,0.51994,19,0.17113,39,1.37839,28,0.80941
ENSG00000106123,EPHB6,199,1.86039,72,0.08002,47,-0.6077,44,-0.6809,57,-0.3290,26,-1.4979,44,-0.6968
ENSG00000197448,GSTK1,38,0.21916,35,0.11534,15,-1.2225,21,-0.7018,29,-0.2620,32,-0.0531,64,1.07597
ENSG00000159784,FAM131B,63,-0.0807,80,0.40500,76,0.22016,78,0.27412,47,-0.5923,38,-0.8415,72,0.14230
ENSG00000159840,ZYX,78,0.77059,52,0.13591,64,0.43696,19,-1.4144,40,-0.3526,30,-0.7707,61,0.36074
ENSG00000198420,TCAF1,105,-0.3292,172,0.61526,150,0.22780,159,0.32872,144,0.18486,34,-2.0158,47,-1.5398
ENSG00000174469,CNTNAP2,78,-0.0929,87,0.10739,54,-0.6672,174,1.25508,87,0.09783,58,-0.5578,27,-1.6791
ENSG00000055130,CUL1,31,-1.1375,94,0.86629,77,0.28461,58,-0.1622,60,-0.1068,38,-0.8104,36,-0.9109
ENSG00000155660,PDIA4,33,-0.1272,31,-0.2648,30,-0.2385,10,-1.9072,25,-0.5882,40,0.20269,98,1.76379
ENSG00000204946,ZNF783,18,-0.0793,16,-0.4009,20,0.00759,41,1.23774,12,-0.7750,21,0.11865,23,0.24807
ENSG00000196453,ZNF777,15,-0.4997,24,0.37363,26,0.37522,15,-0.4625,22,0.13557,18,-0.2199,13,-0.6299
ENSG00000181220,ZNF746,16,-0.4036,27,0.52982,21,-0.0147,14,-0.6371,25,0.34336,18,-0.2487,10,-1.1337
ENSG00000171130,ATP6V0E2,466,-0.0568,548,0.26634,480,-0.0104,568,0.26280,424,-0.2323,500,0.05522,325,-0.6204
ENSG00000106538,RARRES2,26,-0.8636,7,-3.0918,135,1.90847,21,-1.1625,38,-0.3141,86,1.05553,91,1.15113
ENSG00000214022,REPIN1,49,0.52541,25,-0.6705,25,-0.5369,40,0.21785,30,-0.2688,55,0.71571,49,0.53000
ENSG00000284691,AC073111.4,17,-0.2780,24,0.33653,32,0.72848,20,-0.0422,18,-0.1520,14,-0.5958,12,-0.8023
ENSG00000055118,KCNH2,57,0.82239,35,0.06278,26,-0.4035,43,0.37012,33,-0.0853,26,-0.4291,19,-0.8900
ENSG00000197150,ABCB8,37,-0.2247,41,-0.1033,63,0.61897,73,0.86766,40,-0.1346,41,-0.0980,14,-1.6521
ENSG00000164885,CDK5,188,0.27936,193,0.42569,110,-0.5742,220,0.53368,163,0.05444,99,-0.7427,62,-1.4359
ENSG00000164896,FASTK,66,-0.2193,69,-0.1848,91,0.29508,71,-0.1002,77,0.02581,78,0.03679,91,0.29514
ENSG00000164897,TMUB1,34,-0.3101,51,0.43320,52,0.35162,45,0.11056,34,-0.3701,32,-0.4139,33,-0.3368
ENSG00000133612,AGAP3,286,0.14919,256,-0.0389,356,0.50786,333,0.39668,234,-0.1952,251,-0.0612,147,-0.8939
ENSG00000033050,ABCF2,66,0.15785,73,0.43870,60,0.02406,59,0.00223,61,0.04804,30,-1.0608,38,-0.6843
ENSG00000033100,CHPF2,32,0.17592,39,0.65210,19,-0.6700,21,-0.5078,32,0.19790,21,-0.5286,15,-0.9633
ENSG00000082014,SMARCD3,83,-0.8705,150,0.06779,196,0.48455,78,-0.9629,198,0.58166,172,0.27098,78,-0.9669
ENSG00000013374,NUB1,27,-0.3963,40,0.34524,45,0.44951,28,-0.3192,33,-0.0511,28,-0.3297,27,-0.3438
ENSG00000106615,RHEB,214,-0.3520,373,0.74199,186,-0.5697,247,-0.1301,305,0.24054,195,-0.4979,106,-1.4289
ENSG00000106617,PRKAG2,86,0.23666,91,0.44181,91,0.33851,91,0.33997,70,-0.1056,32,-1.2711,27,-1.5213
ENSG00000239911,PRKAG2-AS1,151,0.78014,108,0.28296,88,-0.1056,87,-0.1310,119,0.42817,40,-1.3302,16,-2.6589
ENSG00000178234,GALNT11,84,-0.1193,117,0.55079,116,0.39464,87,-0.0608,93,0.03696,41,-1.2084,43,-1.1464
ENSG00000055609,KMT2C,35,0.01029,22,-0.8433,48,0.49937,35,-0.0047,30,-0.2640,40,0.23216,65,1.01472
ENSG00000133627,ACTR3B,235,1.20757,113,-0.0342,215,1.05043,159,0.52996,75,-0.7229,33,-1.8881,16,-2.8929
ENSG00000130226,DPP6,286,0.33951,278,0.39093,93,-1.4129,449,1.10973,219,-0.0984,156,-0.6195,62,-2.0151
ENSG00000157219,HTR5A,12,-0.9792,38,1.13714,19,-0.2825,23,0.00902,28,0.34013,8,-1.5634,0,-7.7270
ENSG00000186480,INSIG1,58,0.00033,62,0.12185,43,-0.4597,87,0.66482,38,-0.7185,61,0.07498,70,0.30578
ENSG00000184863,RBM33,17,-0.6915,28,0.13430,28,0.07165,23,-0.2140,21,-0.4277,24,-0.1912,48,0.96598
ENSG00000105983,LMBR1,81,0.48099,69,0.30770,48,-0.3609,59,-0.0178,69,0.24481,30,-1.0831,37,-0.7430
ENSG00000009335,UBE3C,55,0.07937,54,0.05125,57,0.12940,73,0.53812,57,0.13731,33,-0.7353,32,-0.7518
ENSG00000105993,DNAJB6,460,0.64871,334,0.15341,367,0.27151,324,0.07262,296,-0.0805,165,-0.9848,191,-0.7593
ENSG00000155093,PTPRN2,333,0.34366,357,0.61853,173,-0.6922,262,-0.0430,301,0.20006,185,-0.5937,70,-2.0466
ENSG00000117868,ESYT2,29,-1.3928,90,0.49117,67,-0.1153,95,0.44875,55,-0.4532,68,-0.0925,79,0.15331
ENSG00000126870,WDR60,31,0.09980,20,-0.6642,24,-0.2992,20,-0.5977,42,0.67556,22,-0.4455,49,0.86923
ENSG00000147364,FBXO25,10,-1.5919,38,0.49499,48,0.77042,26,-0.2212,22,-0.5316,32,0.09877,26,-0.2077
ENSG00000180190,TDRP,82,2.32207,16,-0.6305,21,-0.0874,24,0.07195,12,-1.0488,10,-1.1583,16,-0.5279
ENSG00000104714,ERICH1,5,-1.8012,28,0.90120,13,-0.5369,12,-0.7164,26,0.61399,7,-1.3972,13,-0.4999
ENSG00000198010,DLGAP2,35,0.17226,34,0.15628,47,0.64255,49,0.68622,33,0.03807,11,-1.5872,8,-2.0518
ENSG00000253982,AC100810.1,23,-0.7641,20,-1.1478,35,-0.1201,50,0.43418,42,0.18366,66,0.90384,61,0.77743
ENSG00000176595,KBTBD11,81,-0.2951,100,0.06146,111,0.21804,111,0.21964,106,0.16635,102,0.07339,53,-0.9282
ENSG00000183117,CSMD1,23,-0.0069,32,0.70896,41,0.94232,17,-0.5107,19,-0.3430,8,-1.5011,8,-1.5009
ENSG00000155189,AGPAT5,23,-1.5425,87,0.72829,46,-0.4741,65,0.06055,70,0.20573,51,-0.3177,40,-0.6884
ENSG00000275342,PRAG1,43,0.84799,29,0.28352,0,-4.8537,40,0.72670,33,0.47805,4,-2.7856,14,-0.8719
ENSG00000173273,TNKS,121,1.12497,69,0.21914,37,-0.7928,57,-0.1371,61,-0.0233,34,-0.9211,41,-0.6245
ENSG00000253230,LINC00599,80,0.20103,74,0.07958,102,0.60237,116,0.81725,50,-0.6109,52,-0.4848,37,-0.9968
ENSG00000175806,MSRA,61,0.06359,75,0.53229,19,-1.7030,53,-0.1389,78,0.53758,35,-0.8113,37,-0.7283
ENSG00000104643,MTMR9,77,0.42531,74,0.46340,65,0.13833,56,-0.1110,56,-0.1204,33,-0.9137,32,-0.9660
ENSG00000154328,NEIL2,37,-0.1970,53,0.51626,28,-0.6491,38,-0.1527,42,0.02494,53,0.36434,19,-1.1823
ENSG00000079459,FDFT1,128,-0.0983,190,0.74567,90,-0.6429,122,-0.1742,115,-0.2947,99,-0.4987,122,-0.1755
ENSG00000164733,CTSB,424,0.33840,392,0.27776,258,-0.4524,414,0.30001,308,-0.1990,262,-0.4286,290,-0.2698
ENSG00000283674,AC068587.4,2,-3.4733,32,0.22171,52,1.00065,19,-0.6121,46,0.92023,14,-1.0800,10,-1.5680
ENSG00000154359,LONRF1,26,-0.4447,34,-0.0462,62,0.94084,36,0.06021,35,-0.0020,16,-1.1861,37,0.08272
ENSG00000250305,TRMT9B,19,-0.6893,33,0.18679,68,1.36675,17,-0.8516,34,0.20943,19,-0.7290,12,-1.4195
ENSG00000164741,DLC1,15,-1.5115,28,-0.6474,117,1.88822,10,-2.1021,42,0.08961,25,-0.7406,63,0.76172
ENSG00000104723,TUSC3,122,-0.0603,183,0.82865,143,0.18543,120,-0.0905,120,-0.0954,67,-0.9974,28,-2.2707
ENSG00000155970,MICU3,101,0.32334,104,0.49924,96,0.22849,73,-0.1953,88,0.11061,38,-1.1982,31,-1.4794
ENSG00000198791,CNOT7,80,-0.0445,88,0.12301,62,-0.4418,117,0.57426,103,0.40278,61,-0.4691,36,-1.2626
ENSG00000155975,VPS37A,16,-0.3830,22,0.19092,10,-1.0625,26,0.41821,19,-0.1268,20,-0.0543,27,0.43036
ENSG00000003987,MTMR7,43,0.03584,62,0.85990,22,-1.0157,41,-0.0465,39,-0.1545,23,-0.9197,30,-0.5154
ENSG00000129422,MTUS1,19,-1.1469,9,-2.4352,8,-2.3649,21,-0.9544,38,-0.0740,48,0.32151,194,3.11006
ENSG00000078674,PCM1,92,0.21849,87,0.17614,96,0.29807,70,-0.2101,41,-1.1278,70,-0.2196,130,0.79555
ENSG00000104763,ASAH1,180,0.26187,186,0.41670,158,0.04881,94,-0.7651,135,-0.2267,146,-0.0767,127,-0.3008
ENSG00000156011,PSD3,474,1.17491,234,-0.0239,315,0.46991,359,0.68935,165,-0.6236,81,-1.6464,103,-1.2812
ENSG00000147408,CSGALNACT1,68,1.62897,11,-1.5970,38,0.60568,42,0.75269,16,-0.7894,36,0.49369,14,-0.9004
ENSG00000104613,INTS10,71,0.94009,48,0.37373,33,-0.2926,28,-0.5732,26,-0.7074,32,-0.3552,41,0.02999
ENSG00000147416,ATP6V1B2,419,0.04627,688,1.26068,340,-0.2848,297,-0.4977,334,-0.3490,177,-1.2841,106,-2.0453
ENSG00000061337,LZTS1,39,-0.7418,69,0.19168,134,1.28925,42,-0.6373,68,0.14877,39,-0.7190,30,-1.1210
ENSG00000254092,AC021613.1,9,-0.7729,27,1.45235,0,-6.9159,7,-1.1646,9,-0.8981,21,0.53101,14,-0.0917
ENSG00000168546,GFRA2,25,-0.1784,45,1.05467,26,-0.1549,10,-1.5719,32,0.19212,13,-1.1809,12,-1.2720
ENSG00000130227,XPO7,108,1.38748,44,-0.1775,54,0.18821,25,-0.9926,47,-0.0328,31,-0.6847,35,-0.4822
ENSG00000158806,NPM2,41,-0.4650,72,0.59565,49,-0.1792,36,-0.6487,66,0.34442,65,0.28241,9,-2.6917
ENSG00000158856,DMTN,342,0.05039,317,-0.0872,465,0.55423,417,0.37562,374,0.22338,273,-0.3084,115,-1.6220
ENSG00000158863,FAM160B2,41,0.58284,26,-0.1993,32,0.17346,31,0.09797,19,-0.6837,28,-0.0174,39,0.48145
ENSG00000168481,LGI3,199,0.43192,201,0.60726,78,-1.0450,72,-1.1646,155,0.02272,79,-1.0170,186,0.31935
ENSG00000168490,PHYHIP,988,0.94671,616,0.19996,693,0.34663,659,0.26511,436,-0.4374,316,-0.8901,222,-1.4253
ENSG00000104635,SLC39A14,24,0.04082,34,0.79918,15,-0.6328,40,0.87335,19,-0.3729,13,-0.8848,3,-2.8018
ENSG00000120910,PPP3CC,24,0.39760,28,0.94042,15,-0.3068,11,-0.7105,11,-0.8679,9,-1.0518,19,0.05800
ENSG00000120896,SORBS3,4,-2.5151,6,-2.0871,18,-0.2336,9,-1.2657,26,0.40663,34,0.81887,73,2.25149
ENSG00000120913,PDLIM2,6,-2.2822,17,-1.0498,39,0.42492,17,-0.8604,46,0.81954,37,0.34644,57,1.06641
ENSG00000158941,CCAR2,103,0.57364,73,0.01006,63,-0.2276,88,0.31989,81,0.19898,50,-0.5827,40,-0.9021
ENSG00000179388,EGR3,258,2.55596,44,-0.7561,45,-0.5881,107,0.82450,42,-0.7467,16,-2.1031,9,-2.9368
ENSG00000008853,RHOBTB2,61,0.32426,57,0.28978,47,-0.0743,43,-0.2326,68,0.60073,28,-0.8868,10,-2.3981
ENSG00000147457,CHMP7,39,-0.3319,52,0.15684,56,0.25127,108,1.36381,38,-0.4181,15,-1.7294,32,-0.6442
ENSG00000104679,R3HCC1,31,-0.5745,50,0.23740,30,-0.6084,44,-0.0339,45,0.00991,52,0.23221,50,0.19068
ENSG00000197217,ENTPD4,29,-0.9602,85,1.08132,18,-1.6625,47,-0.1952,61,0.25330,34,-0.6808,28,-0.9709
ENSG00000147454,SLC25A37,8,-1.3507,16,-0.4330,9,-1.2362,16,-0.3396,20,-0.0102,11,-0.9636,69,2.20513
