Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2to4,Feature log2 fold change topic 2to4,Feature count topic 5,Feature log2 fold change topic 5,Feature count topic 6,Feature log2 fold change topic 6,Feature count topic 7to8,Feature log2 fold change topic 7to8,Feature count topic 9,Feature log2 fold change topic 9,Feature count topic 10,Feature log2 fold change topic 10
ENSG00000160097,FNDC5,34,0.05187,51,1.00849,15,-1.2218,10,-1.7275,45,0.57792,21,-0.7309,7,-2.3538
ENSG00000121905,HPCA,305,-0.0641,410,0.55782,379,0.28437,288,-0.1588,370,0.27830,157,-1.0899,79,-2.1078
ENSG00000121900,TMEM54,41,-0.4238,53,0.00854,22,-1.3794,44,-0.2896,76,0.67357,68,0.38234,46,-0.2326
ENSG00000116514,RNF19B,37,0.56142,27,0.09937,11,-1.3568,38,0.57980,32,0.34637,13,-1.1084,18,-0.5557
ENSG00000004455,AK2,14,-1.0277,29,0.05269,27,-0.0511,20,-0.5251,15,-1.0519,28,-0.0186,75,1.70276
ENSG00000142920,AZIN2,15,-1.1817,49,0.93371,43,0.44374,19,-0.8032,23,-0.5576,15,-1.1542,39,0.28552
ENSG00000160094,ZNF362,21,-0.0321,23,0.15149,7,-1.6010,13,-0.8281,34,0.85602,16,-0.4369,21,-0.0345
ENSG00000134686,PHC2,68,-0.1932,65,-0.3338,77,0.00034,96,0.36576,58,-0.4789,76,-0.0029,138,0.98712
ENSG00000163866,SMIM12,66,0.12450,75,0.43184,54,-0.2037,56,-0.1367,58,-0.0999,42,-0.5829,54,-0.2097
ENSG00000116544,DLGAP3,45,-0.6528,52,-0.5295,127,1.01318,78,0.20494,71,0.05908,89,0.41988,50,-0.5114
ENSG00000116560,SFPQ,87,-0.8901,133,-0.2861,212,0.52209,200,0.42604,169,0.16910,143,-0.1217,160,0.06009
ENSG00000146463,ZMYM4,58,0.84701,32,-0.1767,48,0.51784,34,-0.0239,34,-0.0248,34,-0.0379,9,-1.9569
ENSG00000142687,KIAA0319L,61,-0.1621,63,-0.1278,71,0.08791,81,0.29989,79,0.30596,53,-0.3788,59,-0.2181
ENSG00000020129,NCDN,1634,1.47531,689,-0.0102,774,0.18062,806,0.24673,568,-0.3482,292,-1.3338,213,-1.8068
ENSG00000126067,PSMB2,94,-0.2791,149,0.62340,132,0.25550,105,-0.1152,102,-0.1755,82,-0.5015,61,-0.9527
ENSG00000142686,C1orf216,170,0.68713,120,0.15156,161,0.59297,144,0.41149,88,-0.4116,67,-0.7947,39,-1.6133
ENSG00000092847,AGO1,16,-1.2723,27,-0.5635,69,1.05856,48,0.43916,44,0.34495,28,-0.4307,35,-0.0784
ENSG00000116863,ADPRHL2,8,-1.6228,33,0.72038,13,-0.8873,14,-0.7568,31,0.52450,18,-0.4276,22,-0.1305
ENSG00000054116,TRAPPC3,72,0.28902,70,0.31920,39,-0.6529,62,0.06133,56,-0.1062,51,-0.2420,53,-0.2067
ENSG00000116871,MAP7D1,198,0.09785,203,0.18108,103,-0.9217,271,0.60821,187,0.00094,163,-0.2195,148,-0.3680
ENSG00000054118,THRAP3,41,-0.3365,44,-0.2700,71,0.56200,89,0.94952,39,-0.4594,43,-0.2406,50,-0.0077
ENSG00000196182,STK40,20,-0.0734,18,-0.2734,40,1.07379,9,-1.2888,20,-0.0531,23,0.15543,22,0.08438
ENSG00000181817,LSM10,32,-1.0643,84,0.62398,33,-0.9912,62,-0.0182,78,0.40093,48,-0.4393,48,-0.4324
ENSG00000116885,OSCP1,53,1.30442,30,0.44391,20,-0.3280,17,-0.5285,17,-0.5912,14,-0.8095,15,-0.7589
ENSG00000116898,MRPS15,41,-0.7495,77,0.32486,50,-0.4600,61,-0.1452,75,0.21945,47,-0.5415,84,0.37968
ENSG00000163873,GRIK3,24,-0.0110,7,-2.1833,123,3.22054,11,-1.1316,19,-0.4212,13,-0.9016,10,-1.2723
ENSG00000163875,MEAF6,105,-0.1329,152,0.63759,120,0.09053,116,0.02700,120,0.10281,70,-0.7638,31,-1.9788
ENSG00000185090,MANEAL,69,0.49378,69,0.68721,52,0.04297,56,0.14793,37,-0.5556,27,-0.9545,22,-1.2549
ENSG00000196449,YRDC,23,-0.0079,32,0.70518,12,-1.0052,29,0.32653,22,-0.0896,7,-1.7242,21,-0.1391
ENSG00000197982,C1orf122,210,-0.3614,213,-0.4284,277,0.07897,227,-0.2436,282,0.11982,312,0.27044,413,0.73676
ENSG00000183431,SF3A3,30,-0.1447,32,-0.0347,37,0.20594,42,0.40879,33,0.03250,24,-0.4790,31,-0.0971
ENSG00000183520,UTP11,4,-2.8774,50,1.07927,17,-0.9707,31,-0.0345,25,-0.3850,26,-0.2669,36,0.19950
ENSG00000116954,RRAGC,30,-0.5509,60,0.75939,50,0.24521,37,-0.2285,37,-0.2542,19,-1.2253,37,-0.2140
ENSG00000174574,AKIRIN1,138,0.86382,112,0.69127,52,-0.7090,51,-0.7505,53,-0.7430,66,-0.3379,71,-0.2315
ENSG00000168653,NDUFS5,701,-0.1138,806,0.14159,646,-0.2431,750,-0.0070,940,0.41290,646,-0.2435,489,-0.6771
ENSG00000127603,MACF1,161,0.42669,111,-0.2214,141,0.21145,92,-0.4741,105,-0.2962,126,0.03175,176,0.57565
ENSG00000090621,PABPC4,71,0.35838,43,-0.5489,57,-0.0051,35,-0.7427,52,-0.1580,68,0.28829,106,1.02372
ENSG00000116983,HPCAL4,247,0.06155,227,-0.0940,292,0.32845,425,0.96342,223,-0.1136,200,-0.2803,89,-1.5089
ENSG00000084072,PPIE,27,-0.6989,45,0.15116,40,-0.0916,53,0.39244,43,0.03519,36,-0.2323,42,0.02283
ENSG00000131236,CAP1,119,-0.1475,156,0.38480,118,-0.1514,120,-0.1241,117,-0.1816,115,-0.1974,127,-0.0384
ENSG00000131238,PPT1,149,0.14982,175,0.54627,79,-0.8479,152,0.17946,131,-0.0736,119,-0.2191,76,-0.8964
ENSG00000084073,ZMPSTE24,61,0.82550,35,-0.1102,41,0.14642,35,-0.0844,41,0.16629,28,-0.4367,19,-1.0189
ENSG00000084070,SMAP2,192,0.44532,194,0.62408,115,-0.3819,137,-0.1024,135,-0.1363,78,-0.9697,87,-0.8136
ENSG00000117016,RIMS3,91,0.02225,101,0.24332,35,-1.4458,98,0.14265,122,0.57905,69,-0.4153,58,-0.6819
ENSG00000066136,NFYC,75,0.78933,55,0.35024,43,-0.1044,33,-0.5176,37,-0.3863,28,-0.7670,45,-0.0313
ENSG00000179862,CITED4,21,0.00412,33,1.04792,4,-2.4277,16,-0.4147,24,0.23326,6,-1.7782,15,-0.4698
ENSG00000171793,CTPS1,16,-0.4093,28,0.63741,6,-1.8946,25,0.30809,28,0.54881,13,-0.7528,9,-1.2987
ENSG00000127124,HIVEP3,33,0.90998,14,-0.5746,43,1.41010,10,-0.8885,16,-0.2330,17,-0.1448,10,-1.0033
ENSG00000198815,FOXJ3,88,0.67839,62,0.13787,96,0.82703,66,0.20015,41,-0.6141,31,-0.9769,33,-0.8811
ENSG00000177181,RIMKLA,43,0.20221,45,0.37734,29,-0.3876,25,-0.6551,50,0.52425,24,-0.6633,20,-0.9374
ENSG00000127125,PPCS,110,0.88126,66,0.04634,52,-0.3218,54,-0.2852,56,-0.2539,63,-0.0300,56,-0.2277
ENSG00000171960,PPIH,26,0.15974,22,-0.1332,41,0.87584,23,-0.0796,31,0.45746,14,-0.7684,6,-1.9841
ENSG00000065978,YBX1,48,-0.9363,51,-1.0308,68,-0.4141,96,0.14329,75,-0.2848,136,0.71588,230,1.66744
ENSG00000164008,C1orf50,52,1.08848,24,-0.2246,23,-0.2491,20,-0.5119,27,-0.0002,33,0.28969,17,-0.7196
ENSG00000177868,SVBP,54,0.10701,57,0.28823,39,-0.3905,29,-0.8657,58,0.26402,34,-0.5884,57,0.21534
ENSG00000117394,SLC2A1,86,0.00406,32,-1.7470,35,-1.3811,35,-1.3822,62,-0.5591,74,-0.2337,406,3.01592
ENSG00000117395,EBNA1BP2,119,0.50462,95,0.17526,62,-0.5389,122,0.55061,99,0.23449,43,-1.0738,43,-1.0997
ENSG00000066322,ELOVL1,3,-3.4333,10,-2.1956,19,-1.0108,5,-2.8107,4,-3.2423,59,0.77479,240,4.06900
ENSG00000159479,MED8,24,0.01472,31,0.51406,10,-1.2661,28,0.21908,32,0.54105,10,-1.2579,12,-1.0899
ENSG00000178922,HYI,44,1.04470,10,-1.5456,27,0.21236,7,-1.8730,16,-0.6578,32,0.48454,64,1.74012
ENSG00000142949,PTPRF,155,0.29147,158,0.43547,67,-1.0139,139,0.11702,139,0.13274,113,-0.2071,65,-1.0553
ENSG00000126091,ST3GAL3,37,-0.4824,48,-0.1039,40,-0.3436,71,0.56449,76,0.77507,27,-0.9396,33,-0.6713
ENSG00000117408,IPO13,49,-0.5455,50,-0.6351,98,0.55931,48,-0.5773,69,-0.0229,69,-0.0030,143,1.22092
ENSG00000117410,ATP6V0B,628,0.17666,732,0.57480,465,-0.3042,526,-0.1089,539,-0.0775,357,-0.7132,382,-0.6107
ENSG00000117411,B4GALT2,68,-0.2917,77,-0.1216,77,-0.0907,113,0.53519,84,0.05392,108,0.46280,50,-0.7450
ENSG00000159214,CCDC24,38,0.89737,26,0.31796,28,0.38041,19,-0.2258,18,-0.3400,16,-0.4752,6,-1.9348
ENSG00000178028,DMAP1,70,0.23901,66,0.19014,60,-0.0138,54,-0.1764,51,-0.2851,55,-0.1402,63,0.08165
ENSG00000117419,ERI3,330,0.70909,211,-0.0314,236,0.15354,177,-0.3079,214,-0.0096,196,-0.1488,147,-0.5962
ENSG00000187147,RNF220,136,-0.0543,144,0.04234,150,0.09989,132,-0.1073,140,-0.0063,115,-0.3270,164,0.24803
ENSG00000142937,RPS8,884,-0.2731,837,-0.4479,800,-0.4291,781,-0.4678,857,-0.3572,1470,0.55153,2340,1.36736
ENSG00000070785,EIF2B3,60,1.19910,40,0.67972,26,-0.2212,28,-0.0935,16,-1.0471,23,-0.3513,6,-2.4217
ENSG00000126107,HECTD3,4,-2.0192,24,0.91203,19,0.28843,13,-0.2699,13,-0.3405,12,-0.3962,13,-0.3478
ENSG00000126088,UROD,124,0.52728,91,0.02919,65,-0.5181,105,0.25858,98,0.15200,73,-0.3186,62,-0.5801
ENSG00000117450,PRDX1,386,-0.0437,343,-0.2935,400,0.01376,265,-0.6340,422,0.11213,521,0.44459,523,0.45119
ENSG00000117448,AKR1A1,40,-0.2634,53,0.23652,43,-0.1657,36,-0.4399,42,-0.2010,57,0.29889,54,0.22650
ENSG00000132780,NASP,19,-0.5612,23,-0.3342,36,0.40984,19,-0.6133,33,0.34244,31,0.20434,35,0.37250
ENSG00000159592,GPBP1L1,50,0.62246,30,-0.2817,34,-0.0341,12,-1.6308,27,-0.3855,33,-0.0386,70,1.19252
ENSG00000159596,TMEM69,26,0.39993,27,0.65232,21,0.03696,29,0.61897,11,-0.9654,9,-1.2753,13,-0.6962
ENSG00000086015,MAST2,40,0.24483,39,0.30896,11,-1.6297,59,0.90866,30,-0.2001,32,-0.1171,19,-0.8528
ENSG00000085998,POMGNT1,69,-0.1550,84,0.21137,63,-0.3029,76,0.00497,82,0.13385,61,-0.3464,75,-0.0150
ENSG00000132128,LRRC41,76,0.44793,69,0.36553,60,0.06186,69,0.28335,43,-0.4979,49,-0.2430,31,-0.9786
ENSG00000173660,UQCRH,674,-0.2035,958,0.48513,544,-0.5389,642,-0.2798,988,0.47448,640,-0.2850,312,-1.3858
ENSG00000117480,FAAH,36,-0.1803,38,-0.1513,49,0.30489,33,-0.3341,37,-0.1755,42,0.03824,60,0.63229
ENSG00000079277,MKNK1,55,1.05795,34,0.32983,10,-1.5332,34,0.23997,27,-0.1434,25,-0.2514,11,-1.4476
ENSG00000123472,ATPAF1,95,-0.4896,139,0.14152,116,-0.1802,84,-0.6850,172,0.52461,134,0.05719,108,-0.2845
ENSG00000159658,EFCAB14,33,-0.6895,40,-0.4884,35,-0.5906,52,0.03877,51,-0.0082,75,0.62729,94,1.02893
ENSG00000186377,CYP4X1,33,0.24532,46,1.14566,17,-0.7534,30,0.10398,21,-0.4898,9,-1.6503,12,-1.3028
ENSG00000162368,CMPK1,94,-0.1523,110,0.13950,95,-0.1342,91,-0.1990,125,0.35638,71,-0.5872,100,-0.0500
ENSG00000162373,BEND5,32,-0.2134,61,1.23618,30,-0.3031,19,-0.9925,31,-0.2866,25,-0.5942,13,-1.5722
ENSG00000162374,ELAVL4,104,-0.7133,245,0.91582,198,0.29784,215,0.43279,120,-0.5520,95,-0.8616,58,-1.5914
ENSG00000185104,FAF1,35,-0.1290,38,0.02617,42,0.14989,38,0.02002,44,0.28129,27,-0.5322,34,-0.1932
ENSG00000123091,RNF11,402,-0.2493,572,0.41872,720,0.69937,326,-0.5767,547,0.27629,230,-1.1127,220,-1.1769
ENSG00000085832,EPS15,128,-0.4398,198,0.33279,193,0.20853,164,-0.0580,192,0.22551,132,-0.3963,101,-0.8128
ENSG00000117859,OSBPL9,7,-1.2275,14,-0.2267,7,-1.0582,10,-0.6941,14,-0.1347,30,1.11120,30,1.10299
ENSG00000078618,NRDC,53,-0.7654,124,0.78984,77,-0.2010,58,-0.6398,93,0.12641,62,-0.5269,63,-0.5102
ENSG00000169213,RAB3B,36,-2.0079,188,0.72870,151,0.18129,104,-0.4208,197,0.71787,87,-0.6858,18,-3.0406
ENSG00000117862,TXNDC12,53,0.72359,28,-0.3834,32,-0.0678,49,0.60782,24,-0.5809,29,-0.2463,43,0.40401
ENSG00000134717,BTF3L4,43,-0.7674,97,0.68670,77,0.13468,57,-0.3555,70,-0.0160,59,-0.2916,43,-0.7886
ENSG00000157077,ZFYVE9,27,-0.0024,27,-0.0279,20,-0.4533,44,0.77329,34,0.42375,19,-0.5861,13,-1.0931
ENSG00000134748,PRPF38A,24,0.27086,16,-0.4188,26,0.42366,13,-0.6885,11,-0.9932,25,0.36715,42,1.24017
ENSG00000162377,COA7,21,-0.0502,23,0.06499,24,0.13144,38,0.87123,22,-0.0046,11,-1.1096,15,-0.6142
ENSG00000162378,ZYG11B,95,-0.5609,146,0.15553,237,0.92306,200,0.63163,141,0.07089,68,-1.0633,37,-1.9746
ENSG00000116171,SCP2,122,0.62949,91,0.19196,64,-0.4229,49,-0.8209,77,-0.1331,84,0.01109,85,0.04136
ENSG00000162384,CZIB,71,-5.8167,75,0.12757,52,-0.4984,75,0.08644,71,0.01282,64,-0.1702,79,0.17375
ENSG00000162385,MAGOH,73,0.80495,59,0.63671,33,-0.4770,34,-0.4073,34,-0.4571,39,-0.2193,20,-1.2325
ENSG00000157193,LRP8,40,-0.1747,42,-0.0942,79,0.95541,39,-0.2054,51,0.23519,33,-0.4580,25,-0.8898
ENSG00000058799,YIPF1,74,1.63885,27,-0.1159,26,-0.1690,11,-1.4482,25,-0.2086,16,-0.9164,28,-0.0485
ENSG00000081870,HSPB11,72,0.79946,35,-0.4409,67,0.66787,58,0.44713,35,-0.3952,33,-0.4603,36,-0.3157
ENSG00000116209,TMEM59,204,0.00982,216,0.13021,169,-0.2878,177,-0.2173,157,-0.4531,207,0.02976,311,0.70284
ENSG00000116221,MRPL37,141,1.25914,68,0.03314,62,-0.1132,53,-0.3619,58,-0.2591,46,-0.5704,46,-0.5632
ENSG00000157216,SSBP3,225,0.60101,136,-0.2707,278,0.96723,207,0.45928,101,-0.7403,118,-0.4399,119,-0.4175
ENSG00000243725,TTC4,20,-0.1527,25,0.22939,18,-0.3517,35,0.72251,12,-1.0183,25,0.17016,27,0.27768
ENSG00000116133,DHCR24,274,0.19148,371,0.97978,158,-0.6786,211,-0.2223,175,-0.5682,106,-1.2777,217,-0.1789
ENSG00000162402,USP24,24,-0.1768,34,0.55959,13,-1.1124,40,0.65330,20,-0.4700,17,-0.6636,28,0.11353
ENSG00000162407,PLPP3,23,-2.0395,27,-2.0804,171,1.06927,95,0.07555,99,0.16823,254,1.80912,80,-0.1993
ENSG00000162409,PRKAA2,76,1.01881,46,0.22518,38,-0.1464,84,1.19589,25,-0.8199,20,-1.1122,6,-2.8267
ENSG00000173406,DAB1,25,-0.0931,39,0.86554,7,-1.9742,55,1.21519,17,-0.7012,19,-0.5309,8,-1.8477
ENSG00000162601,MYSM1,21,0.16763,21,0.24681,7,-1.4986,24,0.39799,19,0.00902,12,-0.6632,23,0.29313
ENSG00000177606,JUN,210,1.55993,64,-0.5629,52,-0.7582,119,0.54258,40,-1.2531,19,-2.2188,178,1.25138
ENSG00000134709,HOOK1,32,0.51645,24,0.04346,38,0.78261,22,-0.0650,28,0.32594,7,-1.7897,7,-1.8311
ENSG00000162599,NFIA,27,-0.9619,11,-2.5575,122,1.53203,27,-0.9267,30,-0.8581,116,1.43964,114,1.40196
ENSG00000162604,TM2D1,102,0.62623,79,0.26849,69,-0.0029,73,0.07587,42,-0.8633,62,-0.1673,68,-0.0383
ENSG00000162607,USP1,2,-3.2521,14,-0.4362,21,0.28913,12,-0.5836,25,0.61350,22,0.32618,29,0.78221
ENSG00000116641,DOCK7,21,-0.0922,23,0.06422,18,-0.2809,11,-1.0732,27,0.37331,43,1.10837,5,-2.1539
ENSG00000125703,ATG4C,14,-0.6325,18,-0.3577,19,-0.1838,17,-0.3614,23,0.10684,20,-0.1395,46,1.25890
ENSG00000079739,PGM1,38,-0.0536,34,-0.2667,26,-0.6210,27,-0.5524,61,0.85997,51,0.43894,23,-0.8048
ENSG00000162434,JAK1,84,-0.0275,120,0.74252,21,-2.1052,103,0.30094,84,-0.0275,68,-0.3532,53,-0.7607
ENSG00000162433,AK4,119,1.56900,26,-1.1384,110,1.42578,33,-0.5890,29,-0.8464,62,0.42605,18,-1.4730
ENSG00000116675,DNAJC6,395,0.11271,501,0.68816,456,0.34868,266,-0.5095,355,-0.0630,191,-1.0211,158,-1.3087
ENSG00000213625,LEPROT,19,-0.4641,7,-2.2337,40,0.71652,36,0.55270,32,0.39096,46,0.94271,32,0.35660
ENSG00000184588,PDE4B,64,0.09496,80,0.61234,41,-0.6227,63,0.06413,42,-0.6403,40,-0.6397,74,0.32145
ENSG00000118473,SGIP1,98,0.18266,120,0.69176,104,0.27974,79,-0.1684,74,-0.3046,51,-0.8304,37,-1.3071
ENSG00000198160,MIER1,4,-1.7365,18,0.45917,15,0.03071,8,-0.9959,6,-1.4539,34,1.37859,20,0.48418
ENSG00000142864,SERBP1,94,-0.0968,107,0.13442,128,0.39321,94,-0.0976,83,-0.3265,98,-0.0320,101,0.00480
ENSG00000116717,GADD45A,16,-0.8212,19,-0.6557,36,0.46279,48,0.92202,24,-0.2569,20,-0.5152,48,0.93397
ENSG00000116729,WLS,29,-1.4301,69,-0.1753,83,0.16740,53,-0.5309,113,0.78678,93,0.34882,58,-0.4004
ENSG00000033122,LRRC7,65,0.02018,74,0.30762,83,0.41328,80,0.35934,76,0.30260,16,-2.0644,23,-1.5342
ENSG00000066557,LRRC40,6,-1.7283,30,0.93929,34,0.87199,8,-1.2607,20,0.00648,11,-0.8924,9,-1.2057
ENSG00000116754,SRSF11,160,0.89310,74,-0.4516,104,0.17034,76,-0.3189,78,-0.3020,90,-0.0571,123,0.45695
ENSG00000118454,ANKRD13C,11,-1.3827,39,0.74498,38,0.50230,20,-0.4909,25,-0.2216,19,-0.5905,24,-0.2290
ENSG00000132485,ZRANB2,101,0.44790,84,0.19389,105,0.51206,80,0.07780,57,-0.5048,57,-0.4639,56,-0.4892
ENSG00000172260,NEGR1,120,0.45556,107,0.34268,140,0.71366,81,-0.1906,69,-0.4711,50,-0.9308,59,-0.6777
ENSG00000178965,ERICH3,42,0.23156,31,-0.3118,92,1.59462,39,0.10689,36,-0.0099,17,-1.1811,8,-2.1628
ENSG00000162623,TYW3,10,-1.0995,25,0.46235,27,0.44688,10,-1.0585,23,0.23067,11,-0.8689,23,0.19883
ENSG00000117054,ACADM,100,1.45650,44,0.06448,32,-0.4256,29,-0.6168,29,-0.6751,35,-0.2845,40,-0.1001
ENSG00000137955,RABGGTB,39,-0.0336,48,0.37621,15,-1.4509,29,-0.5237,48,0.34709,35,-0.2187,42,0.08483
ENSG00000117069,ST6GALNAC5,100,0.54025,117,1.17457,14,-2.4746,103,0.60125,56,-0.4295,29,-1.3680,5,-3.8777
ENSG00000142892,PIGK,13,-1.0639,28,0.15176,53,1.16359,26,0.00273,18,-0.6079,22,-0.2704,27,0.03576
ENSG00000154027,AK5,679,0.93228,416,0.14947,644,0.84167,346,-0.1813,281,-0.5568,204,-0.9952,192,-1.0932
ENSG00000036549,AC118549.1,13,-0.7397,21,0.00721,47,1.35785,21,-0.0091,18,-0.2571,10,-1.0721,19,-0.1281
ENSG00000077254,USP33,138,0.31404,150,0.60448,132,0.23527,93,-0.3119,110,-0.0674,64,-0.8875,42,-1.5316
ENSG00000180488,MIGA1,88,0.02802,120,0.72579,97,0.17518,50,-0.8482,74,-0.2736,49,-0.8709,74,-0.2544
ENSG00000162613,FUBP1,67,0.35464,56,0.08857,61,0.19799,40,-0.4563,49,-0.1624,43,-0.3450,60,0.17648
ENSG00000162616,DNAJB4,37,0.18165,38,0.29031,21,-0.7096,50,0.66944,30,-0.1623,26,-0.4116,24,-0.5461
ENSG00000117114,ADGRL2,104,1.99662,41,0.42788,10,-1.8177,21,-0.7482,30,-0.1753,9,-1.9833,8,-2.0620
ENSG00000137941,TTLL7,123,0.10216,124,0.15725,104,-0.1616,88,-0.4245,82,-0.5949,66,-0.8618,235,1.20240
ENSG00000142875,PRKACB,552,0.46045,460,0.21087,408,-0.0329,408,-0.0315,486,0.28760,222,-0.9776,219,-1.0009
ENSG00000117133,RPF1,40,1.04477,20,-0.0955,24,0.22341,22,0.04237,19,-0.1408,18,-0.2535,8,-1.4286
ENSG00000174021,GNG5,21,-1.2669,17,-1.9068,46,-0.1029,53,0.11880,35,-0.5777,117,1.46896,136,1.75818
ENSG00000117155,SSX2IP,152,0.57191,136,0.52128,80,-0.4684,158,0.63367,106,-0.0143,31,-1.8831,30,-1.9279
ENSG00000162642,C1orf52,66,-0.2471,120,1.00909,80,0.05243,60,-0.4049,58,-0.4939,50,-0.6915,43,-0.9211
ENSG00000153904,DDAH1,144,-0.1219,122,-0.4743,275,0.94854,198,0.38935,176,0.22955,161,0.05584,58,-1.5013
ENSG00000117174,ZNHIT6,15,-0.3402,24,0.56580,27,0.59610,5,-1.9229,7,-1.5092,18,-0.0822,35,1.01309
ENSG00000122417,ODF2L,46,0.54948,39,0.40820,26,-0.3301,37,0.20080,25,-0.4646,11,-1.6553,38,0.23570
ENSG00000097033,SH3GLB1,42,0.26198,26,-0.5819,33,-0.1157,62,0.89321,20,-1.0093,25,-0.5536,78,1.30095
ENSG00000183291,SELENOF,108,0.06777,122,0.34310,88,-0.2552,95,-0.1433,74,-0.5914,92,-0.1938,141,0.50354
ENSG00000153936,HS2ST1,42,0.14788,48,0.47671,59,0.70515,31,-0.3163,37,-0.0403,25,-0.6435,7,-2.4782
ENSG00000143013,LMO4,532,-0.0428,771,0.77888,1027,1.05980,303,-0.9194,498,-0.1626,120,-2.2995,167,-1.8105
ENSG00000137947,GTF2B,52,0.68188,46,0.64729,12,-1.5959,46,0.48992,23,-0.7072,26,-0.4429,23,-0.6001
ENSG00000137944,KYAT3,63,0.71579,54,0.63216,18,-1.2349,31,-0.4243,51,0.43711,19,-1.1850,10,-2.0840
ENSG00000197147,LRRC8B,185,0.77948,135,0.33819,65,-0.8895,156,0.48735,119,0.05324,58,-1.0783,47,-1.3739
ENSG00000171492,LRRC8D,46,-0.0470,57,0.36968,34,-0.5394,35,-0.4824,49,0.04687,25,-0.9657,68,0.58354
ENSG00000162664,ZNF326,11,-1.2444,20,-0.4670,17,-0.6516,28,0.11369,36,0.65066,27,0.06838,41,0.76631
ENSG00000233593,LINC02609,32,-0.4966,55,0.45719,9,-2.4257,50,0.20687,60,0.56538,30,-0.6243,38,-0.2514
ENSG00000122482,ZNF644,21,-0.3067,21,-0.4370,28,0.12764,45,0.89436,19,-0.5393,21,-0.3353,45,0.88222
ENSG00000172031,EPHX4,41,0.48102,57,1.52565,3,-3.3703,33,0.10148,24,-0.4390,12,-1.4565,0,-6.0802
ENSG00000189195,BTBD8,119,0.03826,157,0.66225,77,-0.6486,117,0.01352,136,0.29390,48,-1.3570,58,-1.0702
ENSG00000067208,EVI5,16,-0.1861,13,-0.5983,14,-0.3354,14,-0.3269,21,0.28678,16,-0.1450,37,1.19762
ENSG00000122406,RPL5,532,0.02414,450,-0.3039,450,-0.2419,503,-0.0666,454,-0.2564,595,0.20513,904,0.90649
ENSG00000154511,DIPK1A,27,-0.7534,70,1.07211,22,-1.0621,16,-1.5063,47,0.11432,25,-0.8529,46,0.07974
ENSG00000117500,TMED5,53,1.01526,26,-0.1773,23,-0.3250,19,-0.6181,24,-0.3245,22,-0.3852,42,0.64433
ENSG00000117505,DR1,40,-0.6276,54,-0.1988,88,0.64104,83,0.53727,63,0.11405,47,-0.3630,49,-0.3144
ENSG00000137942,FNBP1L,20,-0.3887,24,-0.1119,56,1.32114,38,0.64069,18,-0.6044,19,-0.4445,14,-0.9008
ENSG00000067334,DNTTIP2,79,1.23402,43,0.24091,36,-0.1012,18,-1.1829,24,-0.7913,28,-0.5013,45,0.25525
ENSG00000023909,GCLM,51,1.33427,23,-0.0272,18,-0.3951,18,-0.3839,26,0.22444,12,-1.0107,11,-1.0657
ENSG00000117528,ABCD3,19,-0.8019,35,0.21701,33,0.07350,36,0.22076,23,-0.5148,30,-0.0928,46,0.61004
ENSG00000117525,F3,14,-0.6825,4,-2.7244,16,-0.5379,22,-0.0021,26,0.27248,100,2.85740,5,-2.0912
ENSG00000117519,CNN3,88,0.51563,36,-1.0962,69,0.10741,22,-1.6580,71,0.17226,103,0.78556,112,0.92785
ENSG00000172339,ALG14,14,-0.5556,19,-0.1183,14,-0.4729,28,0.54804,26,0.47862,8,-1.3173,26,0.44953
ENSG00000152078,TLCD4,67,0.85498,47,0.34110,36,-0.1601,41,0.04844,43,0.14117,15,-1.4712,13,-1.7192
ENSG00000228971,LINC02607,55,-0.7039,130,0.91242,107,0.32491,68,-0.3897,94,0.14136,54,-0.7412,9,-3.3423
ENSG00000117569,PTBP2,80,0.37031,70,0.19736,65,0.02905,48,-0.4432,43,-0.6681,64,0.01408,83,0.43670
ENSG00000117598,PLPPR5,20,-1.0130,52,0.64910,24,-0.7690,69,0.93472,44,0.21395,14,-1.4964,18,-1.1780
ENSG00000117600,PLPPR4,318,1.10526,201,0.42699,219,0.46064,160,-0.0416,129,-0.4270,58,-1.6018,31,-2.4930
ENSG00000162688,AGL,32,1.05793,16,-0.1040,21,0.34497,14,-0.2899,7,-1.4026,30,0.92139,10,-0.8041
ENSG00000156875,MFSD14A,32,-0.4307,63,0.88046,65,0.69547,23,-0.9543,45,0.09025,15,-1.5685,12,-1.8555
ENSG00000137992,DBT,18,-0.7595,35,0.34464,26,-0.2279,20,-0.6209,41,0.59137,29,-0.0428,18,-0.7747
ENSG00000137996,RTCA,97,0.73294,72,0.30274,61,-0.0383,67,0.11501,63,0.01117,37,-0.7960,20,-1.7548
ENSG00000181656,GPR88,75,1.34976,43,0.54506,4,-3.1014,77,1.40515,20,-0.8864,11,-1.6180,0,-8.2554
ENSG00000162694,EXTL2,18,-1.4360,78,1.25557,28,-0.7798,17,-1.4969,57,0.38669,25,-0.9339,25,-0.9369
ENSG00000170989,S1PR1,9,-1.7425,5,-2.7877,37,0.47325,17,-0.7127,38,0.59739,80,1.83969,43,0.70460
ENSG00000118733,OLFM3,97,1.45667,58,0.75690,26,-0.7412,45,0.12049,24,-0.9403,17,-1.3717,8,-2.4634
ENSG00000198890,PRMT6,21,-0.0204,35,1.21123,10,-1.0652,13,-0.7722,18,-0.2447,8,-1.4823,17,-0.3690
