Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3to4,Feature log2 fold change topic 3to4,Feature count topic 5,Feature log2 fold change topic 5,Feature count topic 6,Feature log2 fold change topic 6,Feature count topic 7,Feature log2 fold change topic 7,Feature count topic 8,Feature log2 fold change topic 8,Feature count topic 9,Feature log2 fold change topic 9
ENSG00000125744,RTN2,5,-3.4088,63,0.28483,76,0.71202,79,0.67128,28,-0.9692,68,0.42560,31,-0.8097,48,-0.1532
ENSG00000125743,SNRPD2,282,0.83534,260,0.69159,167,-0.0544,90,-1.0093,248,0.61328,48,-1.9630,158,-0.1329,126,-0.4940
ENSG00000185800,DMWD,83,-0.6769,195,0.70326,170,0.55387,111,-0.2301,101,-0.3750,111,-0.2191,135,0.08662,74,-0.8579
ENSG00000125755,SYMPK,28,-0.7359,60,0.44985,54,0.33699,46,0.03338,42,-0.1300,22,-1.1109,65,0.58502,37,-0.3270
ENSG00000176182,MYPOP,1,-5.0444,13,-1.7437,54,0.50409,41,-0.0053,48,0.23209,73,0.95914,33,-0.3512,55,0.47889
ENSG00000104967,NOVA2,32,-1.4995,121,0.58829,115,0.57830,56,-0.6682,34,-1.4299,153,0.99186,70,-0.3107,71,-0.2939
ENSG00000011485,PPP5C,158,0.59355,263,1.51227,125,0.22388,55,-1.0958,81,-0.4889,68,-0.7653,56,-1.0768,66,-0.8044
ENSG00000277531,PNMA8C,5,-3.5427,113,1.29448,100,1.31041,24,-1.2424,24,-1.2502,36,-0.6126,20,-1.5190,59,0.15978
ENSG00000182013,PNMA8A,93,-1.0731,381,1.23903,258,0.64128,103,-0.9234,86,-1.2038,200,0.11823,148,-0.3564,144,-0.4078
ENSG00000204851,PNMA8B,46,-2.2257,390,1.16357,282,0.69488,156,-0.3798,73,-1.5512,251,0.39362,152,-0.4230,150,-0.4452
ENSG00000160014,CALM3,615,-0.9670,1906,0.87321,1571,0.63313,835,-0.4922,585,-1.0415,1137,-0.0002,885,-0.4000,1126,-0.0155
ENSG00000197380,DACT3,7,-3.6712,92,0.07242,110,0.41045,97,0.15886,139,0.75426,74,-0.2924,95,0.11332,72,-0.3277
ENSG00000090372,STRN4,36,-1.6563,127,0.30217,205,1.40192,83,-0.3817,60,-0.8721,69,-0.6673,60,-0.8769,104,-0.0169
ENSG00000042753,AP2S1,261,0.19374,475,1.23856,277,0.34074,167,-0.5183,95,-1.3772,215,-0.1198,133,-0.8719,184,-0.3702
ENSG00000160007,ARHGAP35,74,-1.8136,199,-0.3086,366,0.83005,218,-0.1625,134,-0.9277,271,0.19257,221,-0.1425,322,0.47834
ENSG00000130748,TMEM160,126,-1.2071,218,-0.3656,336,0.39437,352,0.41373,225,-0.3151,247,-0.1617,296,0.12884,326,0.28789
ENSG00000142230,SAE1,38,-0.8457,74,0.18745,87,0.54362,70,0.08959,67,0.02734,77,0.25756,47,-0.5203,45,-0.6082
ENSG00000257704,INAFM1,23,-1.3160,97,0.99075,57,0.10838,41,-0.4213,37,-0.5896,53,-0.0229,37,-0.6090,83,0.71631
ENSG00000105419,MEIS3,21,-2.8674,167,0.29698,254,1.25165,113,-0.3293,80,-0.8698,182,0.44117,111,-0.3589,71,-1.0548
ENSG00000118160,SLC8A2,68,-1.7796,556,1.66341,404,1.30108,65,-1.8543,65,-1.8565,165,-0.4435,109,-1.0723,119,-0.9441
ENSG00000105402,NAPA,193,-0.8259,693,1.30165,482,0.77305,210,-0.7007,204,-0.7429,187,-0.8772,221,-0.6193,266,-0.3269
ENSG00000105373,NOP53,299,1.90885,53,-1.0497,48,-1.3079,125,0.30866,135,0.43204,157,0.68952,33,-1.7601,36,-1.6453
ENSG00000178980,SELENOW,454,-1.2094,926,-0.0991,968,-0.0315,1147,0.25039,1227,0.36209,1031,0.07481,1097,0.17569,1044,0.09552
ENSG00000105438,KDELR1,88,0.81607,57,0.07913,47,-0.2382,33,-0.7502,87,0.80145,50,-0.1117,27,-1.0458,48,-0.1836
ENSG00000142235,LMTK3,7,-4.0683,238,1.28518,169,0.80438,96,-0.2607,69,-0.7721,43,-1.4732,64,-0.8921,160,0.57917
ENSG00000063177,RPL18,510,-0.0768,238,-1.2648,478,-0.2028,683,0.40438,861,0.80074,548,0.04050,543,0.02466,473,-0.1984
ENSG00000105516,DBP,1,-5.7458,101,0.66900,69,0.04545,30,-1.2395,26,-1.4534,192,1.87176,84,0.36375,35,-1.0269
ENSG00000063180,CA11,214,-1.0359,462,0.17945,524,0.45322,420,0.02530,370,-0.1824,235,-0.8939,450,0.13598,527,0.39873
ENSG00000104805,NUCB1,45,-0.9532,60,-0.5082,114,0.64091,78,-0.0788,148,0.99375,57,-0.5765,32,-1.4591,92,0.18476
ENSG00000087086,FTL,1412,-0.6898,1267,-0.8579,1639,-0.5118,2639,0.31251,3067,0.56619,2264,0.05997,2561,0.26279,3150,0.61182
ENSG00000183207,RUVBL2,83,0.24486,79,0.15775,85,0.34144,44,-0.7418,40,-0.9195,138,1.12906,65,-0.1515,22,-1.7665
ENSG00000104852,SNRNP70,130,0.88021,80,0.05092,94,0.37785,54,-0.5546,30,-1.4474,115,0.66577,33,-1.2979,63,-0.3126
ENSG00000177380,PPFIA3,19,-3.4487,122,-0.7002,328,1.11469,236,0.35217,134,-0.5578,323,0.89551,117,-0.7727,106,-0.9116
ENSG00000104888,SLC17A7,423,-2.0985,3417,1.24923,2371,0.70637,1082,-0.6757,926,-0.9160,1588,-0.0684,1141,-0.5932,1594,-0.0629
ENSG00000104872,PIH1D1,1,-5.1313,38,-0.2148,66,0.80371,46,0.05828,24,-0.9356,69,0.74468,27,-0.7377,58,0.46352
ENSG00000142541,RPL13A,2276,1.44434,505,-1.0643,639,-0.7809,1223,0.33800,1500,0.68445,543,-0.9555,1117,0.18793,522,-1.0144
ENSG00000142534,RPS11,1537,0.93044,288,-1.7412,674,-0.4917,1138,0.41021,1359,0.71389,577,-0.6818,1040,0.26064,699,-0.3813
ENSG00000126461,SCAF1,61,-0.2870,130,0.97804,77,0.09262,50,-0.6003,38,-1.0308,116,0.77821,29,-1.4297,80,0.14302
ENSG00000126457,PRMT1,101,0.44825,129,0.86552,71,-0.1479,59,-0.4306,53,-0.5898,93,0.30600,45,-0.8513,72,-0.1131
ENSG00000169169,CPT1C,8,-3.2458,183,1.58753,113,0.83240,47,-0.6967,35,-1.1752,68,-0.1404,57,-0.4104,43,-0.8501
ENSG00000196961,AP2A1,60,-0.9251,169,0.74489,111,0.03727,63,-0.8490,46,-1.3310,238,1.36768,70,-0.6932,108,-0.0098
ENSG00000104960,PTOV1,255,0.24871,235,0.11346,258,0.31204,133,-0.7809,221,0.01941,196,-0.1774,173,-0.3731,240,0.15158
ENSG00000204673,AKT1S1,30,-0.8965,98,1.01171,58,0.12715,40,-0.4544,95,0.95011,38,-0.5356,51,-0.0799,16,-1.7984
ENSG00000104946,TBC1D17,1,-5.3100,42,-0.3051,67,0.52027,59,0.24976,57,0.16933,87,0.89148,47,-0.1212,32,-0.7238
ENSG00000131408,NR1H2,11,-2.1644,40,-0.1872,67,0.77688,44,-0.0557,73,0.80787,12,-1.9725,65,0.60659,27,-0.7851
ENSG00000161671,EMC10,132,0.05099,152,0.28973,83,-0.7514,117,-0.1376,145,0.21464,151,0.27426,143,0.18877,141,0.16576
ENSG00000204653,ASPDH,1,-5.2901,5,-3.4022,66,0.56358,57,0.25464,46,-0.0893,38,-0.3965,43,-0.1931,119,1.55061
ENSG00000131409,LRRC4B,77,-1.3372,175,-0.0662,300,1.00798,135,-0.4847,160,-0.2073,194,0.09824,100,-0.9388,201,0.15754
ENSG00000169035,KLK7,113,0.86681,56,-0.3020,97,0.71126,63,-0.1186,35,-1.0055,62,-0.1204,18,-2.0238,66,-0.0340
ENSG00000105379,ETFB,24,-2.5511,64,-1.0743,74,-0.9577,160,0.35961,241,1.07482,250,1.14067,155,0.31337,113,-0.2072
ENSG00000105568,PPP2R1A,256,-1.4909,1220,1.02014,1106,1.01925,477,-0.5421,388,-0.8628,508,-0.4410,535,-0.3612,435,-0.6862
ENSG00000126583,PRKCG,63,-2.4194,751,1.55596,507,0.99839,138,-1.2607,56,-2.5993,193,-0.7489,145,-1.1879,430,0.54223
ENSG00000142408,CACNG8,52,-1.8191,87,-1.0545,322,1.33310,191,0.18709,19,-3.2670,207,0.31795,152,-0.1904,184,0.11916
ENSG00000170906,NDUFA3,205,-1.1431,412,-0.0521,530,0.42132,323,-0.4419,440,0.05596,284,-0.6422,436,0.03905,670,0.76179
ENSG00000105619,TFPT,1,-5.1419,61,0.53274,17,-1.5990,74,0.86562,18,-1.3706,48,0.12086,95,1.30834,68,0.70701
ENSG00000105618,PRPF31,84,0.76543,74,0.56373,60,0.25238,30,-0.8835,35,-0.6494,78,0.63524,23,-1.2778,31,-0.8224
ENSG00000125505,MBOAT7,27,-3.4479,578,1.29129,381,0.64377,187,-0.6033,179,-0.6703,246,-0.1731,234,-0.2560,252,-0.1321
ENSG00000170889,RPS9,887,1.16320,284,-0.7311,235,-1.1223,734,0.82230,726,0.80198,190,-1.3430,436,-0.0522,327,-0.5091
ENSG00000167614,TTYH1,222,-1.8893,287,-1.5095,532,-0.6284,501,-0.6560,728,-0.0649,1246,0.83772,1315,0.93321,1459,1.12109
ENSG00000167615,LENG8,400,2.56020,55,-1.0158,112,0.13512,50,-1.1373,80,-0.4276,74,-0.5466,41,-1.4437,16,-2.8524
ENSG00000125503,PPP1R12C,171,0.65105,56,-1.1373,112,-0.0635,129,0.17964,108,-0.1105,87,-0.4630,117,0.01631,151,0.43191
ENSG00000105048,TNNT1,1,-5.3563,2,-4.8134,47,-0.1792,21,-1.3715,77,0.67456,78,0.68489,56,0.13286,135,1.71362
ENSG00000129990,SYT5,13,-3.4008,285,1.40323,182,0.70638,72,-0.8956,53,-1.3575,153,0.29991,99,-0.3975,106,-0.2966
ENSG00000105063,PPP6R1,35,-1.8415,137,0.28421,123,0.11423,110,-0.0789,145,0.37874,160,0.54786,138,0.29415,67,-0.8476
ENSG00000133265,HSPBP1,56,-0.6422,110,0.44826,81,-0.0735,62,-0.4852,74,-0.2062,71,-0.2733,131,0.73799,91,0.13423
ENSG00000160469,BRSK1,147,-0.5927,135,-0.7343,250,0.29216,344,0.79402,158,-0.4846,310,0.61168,142,-0.6528,193,-0.1660
ENSG00000108107,RPL28,1272,0.23886,680,-0.7599,1000,-0.1749,1529,0.54740,1391,0.38689,904,-0.3147,974,-0.1960,1149,0.07130
ENSG00000187902,SHISA7,1,-5.4868,156,1.81911,89,0.91457,49,-0.2334,31,-0.9098,17,-1.8165,34,-0.7698,40,-0.5229
ENSG00000090971,NAT14,24,-2.4863,247,1.20549,168,0.61528,97,-0.3620,64,-1.0098,190,0.73473,63,-1.0325,80,-0.6640
ENSG00000213015,ZNF580,154,0.92587,105,0.26821,72,-0.3742,62,-0.5772,90,0.02214,39,-1.2639,79,-0.1857,127,0.58824
ENSG00000173581,CCDC106,101,0.34394,102,0.36399,106,0.49950,46,-0.8902,60,-0.4914,70,-0.2579,56,-0.5915,89,0.13524
ENSG00000063244,U2AF2,80,0.62396,79,0.59187,68,0.40690,35,-0.6976,15,-1.9529,48,-0.2261,42,-0.4215,60,0.13190
ENSG00000063245,EPN1,125,-0.1702,179,0.41203,129,-0.1393,159,0.21834,101,-0.5041,163,0.25621,131,-0.0973,136,-0.0316
ENSG00000167685,ZNF444,31,-0.6066,30,-0.6681,53,0.27094,36,-0.3820,39,-0.2519,60,0.43360,77,0.84878,35,-0.4444
ENSG00000198300,PEG3,295,0.36957,411,0.93762,393,1.03789,173,-0.4917,101,-1.3132,138,-0.8431,127,-0.9685,92,-1.4642
ENSG00000268205,AC005261.1,25,-1.4570,104,0.79852,55,-0.2903,53,-0.3155,86,0.48420,95,0.64950,55,-0.2575,52,-0.3417
ENSG00000121413,ZSCAN18,43,-1.5300,191,0.83610,163,0.66260,95,-0.3194,143,0.34850,65,-0.9044,129,0.17629,52,-1.2501
ENSG00000283103,AC010642.2,1,-5.4652,21,-1.4884,82,0.75737,38,-0.5991,72,0.43600,35,-0.7108,83,0.67690,85,0.71721
ENSG00000083845,RPS5,493,0.67901,115,-1.6195,216,-0.7356,511,0.74156,531,0.80836,296,-0.1676,326,-0.0132,251,-0.4302
ENSG00000130726,TRIM28,44,-0.7622,44,-0.7586,61,-0.2616,63,-0.1927,91,0.41329,125,0.95986,28,-1.4039,120,0.89038
ENSG00000130724,CHMP2A,70,-0.3723,107,0.30618,117,0.52113,73,-0.3060,138,0.73402,19,-2.3350,63,-0.5415,96,0.12649
ENSG00000130725,UBE2M,146,-0.9277,382,0.61661,295,0.20699,345,0.43949,187,-0.5508,274,0.05799,193,-0.4952,260,-0.0260
ENSG00000125841,NRSN2,202,0.25730,235,0.51359,255,0.76897,87,-1.0635,51,-1.8746,93,-0.9702,164,-0.0861,212,0.33774
ENSG00000101266,CSNK2A1,34,-1.4435,118,0.49337,107,0.38846,93,0.09434,65,-0.4681,34,-1.4717,79,-0.1525,149,0.90251
ENSG00000125818,PSMF1,78,-0.3971,104,0.05293,59,-0.9163,74,-0.4807,200,1.18156,112,0.17897,86,-0.2418,131,0.43271
ENSG00000101298,SNPH,70,-1.7170,314,0.64447,285,0.56123,204,-0.0746,180,-0.2735,190,-0.1808,203,-0.0772,188,-0.1976
ENSG00000088832,FKBP1A,497,0.12749,837,1.02153,588,0.47522,178,-1.4696,355,-0.4118,369,-0.3517,150,-1.7235,572,0.36212
ENSG00000088833,NSFL1C,10,-3.2663,76,-0.2551,157,1.16170,70,-0.3831,100,0.17680,95,0.09930,109,0.32936,30,-1.6888
ENSG00000198053,SIRPA,159,-1.7095,932,1.13037,606,0.43930,288,-0.8152,278,-0.8651,681,0.57546,391,-0.3354,396,-0.3133
ENSG00000101361,NOP56,1,-4.9832,65,0.78675,43,0.08670,47,0.21379,65,0.78403,49,0.30132,33,-0.3277,21,-1.0188
ENSG00000101365,IDH3B,58,0.03394,104,1.02335,27,-1.2430,37,-0.6798,39,-0.5863,93,0.83088,25,-1.2544,100,0.95733
ENSG00000132670,PTPRA,413,0.11891,463,0.30756,460,0.34406,310,-0.3409,215,-0.9132,520,0.50505,269,-0.5643,344,-0.1750
ENSG00000125901,MRPS26,123,0.11432,182,0.77138,157,0.61295,63,-0.9282,51,-1.2537,112,-0.0349,104,-0.1637,83,-0.5174
ENSG00000088899,LZTS3,39,-2.3520,178,-0.0497,291,0.92155,110,-0.8044,103,-0.9118,240,0.44132,162,-0.2010,240,0.43936
ENSG00000198171,DDRGK1,123,0.64023,81,-0.0445,69,-0.3305,20,-2.1434,108,0.42048,129,0.73263,60,-0.5104,90,0.12841
ENSG00000088854,C20orf194,33,-0.8873,30,-1.0324,46,-0.4103,50,-0.2196,57,-0.0114,68,0.27533,59,0.04369,130,1.41001
ENSG00000088812,ATRN,143,1.02935,78,0.00579,113,0.72868,29,-1.5376,39,-1.0591,40,-1.0366,66,-0.2635,80,0.04566
ENSG00000101220,C20orf27,109,0.60315,86,0.20990,90,0.34049,36,-1.1685,107,0.57321,33,-1.2659,45,-0.7997,83,0.16003
ENSG00000125817,CENPB,46,-1.0580,78,-0.2284,81,-0.2006,224,1.59802,88,-0.0512,95,0.08301,94,0.06684,26,-1.8743
ENSG00000125779,PANK2,63,0.10489,77,0.42232,76,0.47429,48,-0.3324,34,-0.8598,63,0.10574,21,-1.5522,75,0.37743
ENSG00000101236,RNF24,5,-3.8995,70,0.08230,95,0.68393,56,-0.2725,31,-1.1740,84,0.38799,78,0.25481,86,0.42361
ENSG00000171867,PRNP,413,-1.7296,2737,1.34042,1370,0.14968,674,-0.9890,817,-0.6931,1606,0.39358,911,-0.5227,1485,0.26364
ENSG00000101265,RASSF2,103,0.44902,62,-0.3885,24,-1.9289,198,1.62692,91,0.24118,82,0.06261,72,-0.1367,51,-0.6782
ENSG00000089057,SLC23A2,79,-0.4783,190,0.97043,95,-0.2205,74,-0.5739,87,-0.3253,102,-0.0732,110,0.04967,130,0.32116
ENSG00000089063,TMEM230,12,-3.3092,142,0.44424,147,0.58561,73,-0.6159,136,0.37108,134,0.35128,90,-0.3043,96,-0.2012
ENSG00000101290,CDS2,190,0.95613,113,0.07113,119,0.18439,65,-0.7964,53,-1.0984,159,0.64164,100,-0.1223,53,-1.0983
ENSG00000125827,TMX4,84,-1.1815,249,0.54933,258,0.72108,81,-1.2323,141,-0.3760,186,0.06106,204,0.21590,149,-0.2953
ENSG00000182621,PLCB1,152,-0.1298,216,0.44351,210,0.46803,121,-0.4900,94,-0.8755,166,0.01169,154,-0.1115,160,-0.0490
ENSG00000125869,LAMP5,60,-1.3115,204,0.64410,298,1.66422,27,-2.5041,50,-1.5667,58,-1.3566,46,-1.6964,210,0.68865
ENSG00000101349,PAK5,32,-0.6207,42,-0.2058,88,1.28830,33,-0.5633,24,-1.0764,64,0.48128,25,-1.0009,32,-0.6305
ENSG00000132639,SNAP25,832,-1.5853,5568,1.54639,3678,0.93526,965,-1.3623,732,-1.7775,1580,-0.6055,1686,-0.5038,2098,-0.1576
ENSG00000132640,BTBD3,90,-1.1294,297,0.79483,290,0.90279,67,-1.5610,64,-1.6293,46,-2.1374,180,-0.0474,341,1.04058
ENSG00000125870,SNRPB2,21,-1.6535,27,-1.3212,101,0.94683,30,-1.1470,76,0.31736,55,-0.2126,71,0.18838,84,0.48338
ENSG00000125851,PCSK2,61,-1.2904,278,1.17741,198,0.68392,48,-1.6427,90,-0.6974,75,-0.9815,116,-0.2916,194,0.54368
ENSG00000125868,DSTN,1385,1.97968,542,0.24680,383,-0.3549,169,-1.5746,565,0.31814,260,-0.9152,243,-1.0189,262,-0.9032
ENSG00000089006,SNX5,48,-0.5846,69,-0.0083,60,-0.2700,61,-0.2036,112,0.80494,42,-0.7789,145,1.26726,28,-1.4203
ENSG00000125814,NAPB,136,-1.6608,1027,1.67430,551,0.62665,213,-0.9906,157,-1.4486,284,-0.5450,302,-0.4494,377,-0.0924
ENSG00000101439,CST3,527,-3.0327,747,-2.5202,2459,-0.8086,3718,-0.0758,5762,0.65339,5658,0.62204,6446,0.84918,7292,1.07037
ENSG00000101474,APMAP,90,-0.1372,178,1.02258,85,-0.2545,41,-1.3231,86,-0.1981,79,-0.3449,87,-0.1873,148,0.69038
ENSG00000154930,ACSS1,48,-0.6956,2,-5.1358,4,-4.3588,67,-0.1904,38,-1.0631,267,2.36620,166,1.36104,82,0.13844
ENSG00000197586,ENTPD6,32,-2.8519,447,1.30665,280,0.56114,116,-0.9278,142,-0.6176,279,0.46864,121,-0.8660,192,-0.1440
ENSG00000100994,PYGB,224,-0.2257,392,0.69900,315,0.38431,157,-0.7785,176,-0.6074,285,0.16165,211,-0.3236,246,-0.0779
ENSG00000100997,ABHD12,73,-0.9086,207,0.76706,191,0.74210,104,-0.3759,103,-0.3881,126,-0.0579,81,-0.7674,104,-0.3709
ENSG00000101294,HM13,107,0.86693,90,0.57314,48,-0.5038,52,-0.3170,63,-0.0247,85,0.45869,38,-0.8305,44,-0.5844
ENSG00000125968,ID1,642,2.35790,3,-5.7169,26,-3.1106,59,-1.7252,840,3.06442,14,-3.7937,25,-2.9944,5,-5.3231
ENSG00000171552,BCL2L1,43,-0.4802,21,-1.6042,111,1.31391,47,-0.3515,94,0.78144,27,-1.1983,62,0.07412,15,-2.0691
ENSG00000101350,KIF3B,80,-1.1205,135,-0.3170,271,1.01095,182,0.16382,98,-0.8138,139,-0.2649,181,0.15828,123,-0.4621
ENSG00000149600,COMMD7,112,0.60536,30,-1.4605,105,0.58097,71,-0.1522,66,-0.2560,112,0.59385,50,-0.7108,50,-0.6918
ENSG00000101367,MAPRE1,1,-4.9908,30,-0.4560,30,-0.5019,40,0.01923,73,1.03325,67,0.88189,77,1.11767,10,-2.1201
ENSG00000101400,SNTA1,67,-2.2156,102,-1.5874,121,-1.4466,267,-0.1032,241,-0.2635,653,1.45299,560,1.16315,427,0.67907
ENSG00000125967,NECAB3,30,-0.8728,95,1.02655,78,0.80784,38,-0.4794,27,-1.0404,75,0.61632,16,-1.7758,30,-0.8669
ENSG00000101421,CHMP4B,1,-6.4655,201,0.69211,131,-0.0185,100,-0.4513,224,0.88857,113,-0.2617,117,-0.2013,175,0.45636
ENSG00000125970,RALY,89,0.65576,3,-4.2970,63,0.10888,68,0.21146,85,0.58298,63,0.08464,55,-0.1406,49,-0.3276
ENSG00000125977,EIF2S2,109,0.13499,61,-0.7864,128,0.46159,61,-0.7917,125,0.36075,109,0.13110,109,0.13305,75,-0.4702
ENSG00000101444,AHCY,1,-5.0422,40,-0.0541,77,1.27510,51,0.32592,43,0.04490,26,-0.7336,24,-0.8300,35,-0.2574
ENSG00000125971,DYNLRB1,308,-0.0320,516,0.83867,407,0.50445,186,-0.8223,217,-0.5831,247,-0.3853,214,-0.6068,321,0.03765
ENSG00000101460,MAP1LC3A,247,0.05121,273,0.21728,303,0.45512,185,-0.4066,146,-0.7793,374,0.74626,176,-0.4873,146,-0.7825
ENSG00000198646,NCOA6,109,0.90759,142,1.39382,57,-0.2105,19,-1.8303,57,-0.1707,88,0.53721,17,-1.9825,26,-1.3525
ENSG00000078804,TP53INP2,1,-6.0322,21,-2.0621,27,-1.8328,317,2.56868,108,0.44201,174,1.28715,59,-0.5254,7,-3.6065
ENSG00000131067,GGT7,16,-2.1725,96,0.52707,119,1.10232,38,-0.9360,34,-1.1122,135,1.12709,4,-4.2176,64,-0.1215
ENSG00000100991,TRPC4AP,1,-5.1117,77,0.97059,49,0.23429,47,0.12290,19,-1.3002,33,-0.4364,57,0.43984,59,0.50252
ENSG00000126005,MMP24OS,100,-0.2998,96,-0.3653,137,0.23769,112,-0.1228,123,0.02403,74,-0.7716,153,0.38030,156,0.42228
ENSG00000242372,EIF6,173,1.53796,32,-1.2425,66,-0.1565,57,-0.3758,60,-0.2911,80,0.17130,32,-1.2427,81,0.19741
ENSG00000125991,ERGIC3,106,0.42477,73,-0.1724,79,-0.0502,93,0.20463,123,0.68670,88,0.11437,45,-0.9315,48,-0.8204
ENSG00000214078,CPNE1,113,1.26758,87,0.78257,47,-0.2701,45,-0.2870,61,0.19537,44,-0.3404,13,-2.1661,32,-0.8446
ENSG00000125995,ROMO1,133,-0.1209,107,-0.4685,150,0.07371,101,-0.5642,221,0.71967,126,-0.2078,184,0.40811,122,-0.2638
ENSG00000131051,RBM39,215,0.39999,174,0.04858,158,-0.1157,127,-0.4535,398,1.50472,36,-2.3451,87,-1.0418,165,-0.0378
ENSG00000025293,PHF20,158,1.01890,148,0.90489,78,-0.1893,65,-0.4507,36,-1.3427,132,0.71234,51,-0.8247,32,-1.5406
ENSG00000171222,SCAND1,141,-0.0019,199,0.55960,116,-0.3590,120,-0.2721,179,0.38193,127,-0.1782,75,-0.9910,203,0.59421
ENSG00000260032,NORAD,715,-0.2913,1139,0.46997,968,0.22922,684,-0.3614,638,-0.4718,737,-0.2444,673,-0.3876,1196,0.55157
ENSG00000088367,EPB41L1,90,-1.5519,229,-0.1100,353,0.71875,162,-0.6600,175,-0.5376,251,0.03554,267,0.13691,328,0.48032
ENSG00000080845,DLGAP4,382,1.18790,238,0.35763,162,-0.2978,165,-0.2340,177,-0.1270,130,-0.6118,192,0.00860,113,-0.8318
ENSG00000101335,MYL9,4063,6.96406,0,-10.750,0,-11.145,14,-5.2331,244,-1.0627,0,-10.438,0,-10.504,0,-10.829
ENSG00000101084,RAB5IF,1,-5.3733,103,1.17226,36,-0.6282,46,-0.1807,52,-0.0034,76,0.63073,62,0.29625,54,0.06681
ENSG00000101079,NDRG3,18,-3.2788,366,1.43239,194,0.36177,68,-1.3347,117,-0.5014,217,0.49236,79,-1.1007,193,0.30157
ENSG00000101347,SAMHD1,74,0.29575,20,-1.7025,53,-0.2853,90,0.61659,95,0.70300,94,0.68391,55,-0.2038,25,-1.4067
ENSG00000118705,RPN2,175,0.77956,143,0.43663,67,-0.8486,53,-1.1411,161,0.63749,63,-0.8740,73,-0.6416,185,0.88208
ENSG00000101363,MANBAL,39,-1.1566,127,0.73778,58,-0.6058,64,-0.3757,101,0.35952,129,0.77006,32,-1.4208,125,0.71189
ENSG00000166619,BLCAP,118,-1.0009,420,1.08130,349,0.90170,114,-1.0427,172,-0.4124,234,0.08224,122,-0.9512,127,-0.8856
ENSG00000053438,NNAT,241,-0.1781,407,0.69058,357,0.54570,318,0.27061,113,-1.3443,188,-0.5705,204,-0.4400,238,-0.1962
ENSG00000132821,VSTM2L,29,-2.8575,384,1.16071,332,1.09118,91,-1.1884,70,-1.5906,175,-0.1769,113,-0.8562,229,0.26060
ENSG00000101445,PPP1R16B,131,0.14913,52,-1.2960,109,-0.1673,159,0.46424,129,0.11678,143,0.29374,189,0.76061,57,-1.1615
ENSG00000198900,TOP1,69,0.25027,62,0.07849,57,-0.0652,53,-0.1855,70,0.28092,51,-0.2293,56,-0.0775,56,-0.0713
ENSG00000174306,ZHX3,16,-1.8384,69,0.38158,48,-0.2456,74,0.49930,57,0.07414,62,0.19560,35,-0.6809,83,0.69187
ENSG00000124177,CHD6,90,0.92475,23,-1.2283,62,0.32740,52,-0.0024,64,0.32555,12,-2.1902,67,0.41322,36,-0.5645
ENSG00000196090,PTPRT,34,-1.5964,225,1.47807,140,0.73647,66,-0.5939,61,-0.7270,39,-1.4120,78,-0.3322,85,-0.2082
ENSG00000124194,GDAP1L1,1,-5.4729,127,1.42681,54,-0.0515,57,0.02263,44,-0.3918,71,0.39564,80,0.60108,14,-2.0502
ENSG00000132824,SERINC3,426,0.37763,723,1.31275,372,0.17322,242,-0.5381,275,-0.3344,245,-0.5143,213,-0.7320,182,-0.9756
ENSG00000168734,PKIG,319,1.10218,239,0.58991,132,-0.4244,110,-0.6649,209,0.36387,50,-1.8590,141,-0.2794,175,0.07318
ENSG00000101098,RIMS4,41,-0.6037,8,-3.0043,102,1.10753,83,0.55429,87,0.63692,41,-0.5950,33,-0.9163,38,-0.7048
ENSG00000166913,YWHAB,551,-0.8028,1540,0.87743,1281,0.65798,569,-0.7538,521,-0.8887,886,-0.0551,607,-0.6544,1010,0.15848
ENSG00000025772,TOMM34,1,-5.9467,308,2.59438,100,0.45758,32,-1.3733,35,-1.2425,38,-1.1202,44,-0.9124,52,-0.6632
ENSG00000124145,SDC4,110,-0.5852,13,-3.7526,47,-2.0035,80,-1.0688,156,-0.0344,563,2.36071,261,0.83039,157,-0.0231
ENSG00000244274,DBNDD2,221,0.53599,111,-0.5818,92,-0.9495,311,1.14140,245,0.71463,214,0.48361,43,-1.9962,108,-0.6224
ENSG00000124155,PIGT,1,-5.4403,63,0.22289,81,0.76722,44,-0.3546,89,0.82868,61,0.17142,12,-2.3314,61,0.18308
ENSG00000101473,ACOT8,1,-5.3353,150,1.58097,54,-0.2096,69,0.20353,47,-0.4194,73,0.31049,75,0.34070,24,-1.4263
ENSG00000064601,CTSA,33,-1.2917,175,1.44691,37,-1.2318,37,-1.1346,109,0.59055,65,-0.2510,96,0.36873,98,0.41091
ENSG00000100979,PLTP,1,-5.9195,12,-2.7177,17,-2.4184,36,-1.1468,166,1.35037,91,0.29903,209,1.80214,135,0.96875
ENSG00000124140,SLC12A5,166,-0.5269,535,1.47026,363,0.91198,108,-1.1845,46,-2.4583,75,-1.7301,137,-0.8198,283,0.33843
ENSG00000149654,CDH22,52,-0.7235,151,1.02438,105,0.45584,33,-1.4126,50,-0.7901,50,-0.7880,100,0.30841,98,0.27720
ENSG00000062598,ELMO2,19,-2.0841,159,1.25637,73,-0.0910,20,-2.0182,77,0.00336,116,0.68899,89,0.25212,63,-0.3145
