Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3to4,Feature log2 fold change topic 3to4,Feature count topic 5to6,Feature log2 fold change topic 5to6,Feature count topic 7,Feature log2 fold change topic 7,Feature count topic 8,Feature log2 fold change topic 8,Feature count topic 9,Feature log2 fold change topic 9,Feature count topic 10to11,Feature log2 fold change topic 10to11,Feature count topic 12to13,Feature log2 fold change topic 12to13
ENSG00000105778,AVL9,112,1.43769,13,-1.8609,30,-0.7290,35,-0.4437,1,-5.1608,59,0.37356,49,0.09607,55,0.29276,64,0.57337
ENSG00000170852,KBTBD2,112,1.91560,14,-1.3628,20,-0.9185,30,-0.2571,35,-0.0306,35,-0.0180,31,-0.2140,23,-0.6803,44,0.36026
ENSG00000122642,FKBP9,112,2.40601,22,-0.3180,18,-0.6583,32,0.25442,22,-0.3502,25,-0.1652,12,-1.2109,16,-0.9189,17,-0.7684
ENSG00000122643,NT5C3A,112,2.35915,16,-0.8194,19,-0.6688,18,-0.7386,3,-3.3350,33,0.25177,17,-0.7633,26,-0.1710,31,0.17420
ENSG00000164610,RP9,112,2.28296,20,-0.5596,18,-0.7833,22,-0.4690,20,-0.6079,34,0.23649,19,-0.6775,27,-0.1574,22,-0.4795
ENSG00000173852,DPY19L1,112,1.69000,15,-1.5019,30,-0.4735,23,-0.9144,17,-1.2947,156,2.33506,10,-2.0521,29,-0.5338,25,-0.7820
ENSG00000122557,HERPUD2,112,2.61137,17,-0.6030,11,-1.2972,13,-1.0000,38,0.63333,7,-1.7867,22,-0.1959,12,-1.2211,29,0.27326
ENSG00000271122,AC018647.2,112,3.34761,19,0.04728,6,-1.6225,12,-0.6685,4,-2.2397,9,-1.0653,5,-1.9900,12,-0.7068,15,-0.3224
ENSG00000227544,AC018647.1,112,3.13141,88,2.58347,6,-1.7128,3,-2.9309,33,0.79040,1,-4.3126,2,-3.0207,1,-4.5588,2,-3.0804
ENSG00000122545,SEPTIN7,112,-1.9248,477,0.27275,277,-0.6102,440,0.15970,457,0.20519,459,0.20956,563,0.53841,413,0.04940,443,0.17135
ENSG00000164542,KIAA0895,112,3.01774,6,-1.8940,6,-1.8797,8,-1.4085,10,-1.1066,19,-0.1605,24,0.20617,14,-0.6240,22,0.11035
ENSG00000011426,ANLN,112,2.61137,147,3.26677,5,-2.3285,2,-3.5579,33,0.44865,11,-1.2681,0,-4.9808,0,-5.6670,4,-2.7903
ENSG00000155849,ELMO1,112,-0.5899,119,-0.4924,96,-0.8815,213,0.45814,130,-0.3581,152,-0.1139,304,0.99665,111,-0.6386,237,0.65230
ENSG00000086289,EPDR1,112,-0.0581,46,-1.3954,60,-1.0600,78,-0.6585,165,0.55684,276,1.42270,140,0.29355,124,0.11808,122,0.09277
ENSG00000010270,STARD3NL,112,0.76685,28,-1.3476,36,-1.0430,34,-1.1252,89,0.40753,98,0.55441,99,0.57650,106,0.76772,58,-0.2754
ENSG00000078053,AMPH,112,0.34832,29,-1.6645,42,-1.2259,74,-0.3216,137,0.67270,212,1.41593,46,-1.0096,83,-0.1353,116,0.44495
ENSG00000006715,VPS41,112,0.52942,64,-0.3297,42,-1.0222,83,0.06271,80,0.00376,103,0.39998,48,-0.7871,37,-1.2524,154,1.20639
ENSG00000241127,YAE1,112,3.32550,12,-0.6399,13,-0.5094,7,-1.5038,8,-1.2726,12,-0.6479,11,-0.7597,10,-0.9176,12,-0.6783
ENSG00000006451,RALA,112,1.30133,38,-0.4430,34,-0.6312,39,-0.4231,38,-0.4139,73,0.60282,55,0.13504,40,-0.3932,56,0.17956
ENSG00000065883,CDK13,112,2.29024,14,-1.0963,16,-0.9586,15,-1.0201,36,0.32598,14,-1.1442,8,-1.8870,36,0.36877,31,0.08853
ENSG00000168303,MPLKIP,112,2.08417,26,-0.3320,16,-1.1485,26,-0.3781,35,0.11400,20,-0.7511,43,0.41698,19,-0.8349,33,0.02114
ENSG00000136197,C7orf25,112,3.05741,15,-0.4536,11,-1.0236,7,-1.7498,6,-1.7995,21,0.02001,27,0.45052,13,-0.7431,13,-0.7401
ENSG00000106588,PSMA2,112,0.31202,100,0.13942,66,-0.5450,108,0.27884,83,-0.1506,91,-0.0085,90,-0.0240,107,0.26637,77,-0.2943
ENSG00000106591,MRPL32,112,1.58241,18,-1.2834,26,-0.8108,36,-0.2897,23,-0.9477,69,0.76732,38,-0.1956,48,0.20155,38,-0.1908
ENSG00000002746,HECW1,112,2.39587,8,-1.8374,11,-1.4746,41,0.69062,8,-1.8132,20,-0.4873,11,-1.3343,18,-0.7045,31,0.19657
ENSG00000106603,COA1,112,1.12992,37,-0.6001,41,-0.5134,53,-0.0754,46,-0.2843,55,-0.0138,82,0.61443,59,0.09727,42,-0.4530
ENSG00000106605,BLVRA,112,1.58441,17,-1.3869,27,-0.7418,31,-0.5374,79,0.98679,44,0.04530,61,0.57106,48,0.21048,15,-1.6463
ENSG00000062582,MRPS24,112,-0.1979,103,-0.3216,138,0.13820,128,0.01044,148,0.24009,148,0.24081,169,0.45064,147,0.25251,73,-0.9012
ENSG00000106608,URGCP,112,1.95847,13,-1.4571,19,-0.9937,12,-1.6346,36,0.04276,33,-0.0842,38,0.14651,38,0.13159,42,0.31475
ENSG00000078967,UBE2D4,112,1.93782,26,-0.4406,22,-0.7272,39,0.17590,28,-0.3380,21,-0.7675,31,-0.2085,32,-0.1472,26,-0.4989
ENSG00000136279,DBNL,112,0.51895,63,-0.3678,52,-0.7073,74,-0.1423,65,-0.3201,69,-0.2303,105,0.41838,72,-0.1836,117,0.66633
ENSG00000106624,AEBP1,112,3.40507,65,2.18967,17,-0.0822,6,-1.6557,0,-6.3723,0,-4.4130,9,-1.0714,0,-5.1351,0,-4.8254
ENSG00000106628,POLD2,112,1.40659,54,0.20960,31,-0.6867,45,-0.0807,26,-0.8791,33,-0.5644,44,-0.1243,47,0.00205,49,0.08018
ENSG00000106636,YKT6,112,0.95103,44,-0.5256,32,-1.0712,46,-0.4885,51,-0.3034,82,0.45171,52,-0.2732,54,-0.2260,100,0.85561
ENSG00000058404,CAMK2B,112,-2.0491,168,-1.4496,189,-1.3467,428,-0.0347,369,-0.2616,444,0.02638,449,0.04222,414,-0.0914,1037,1.66167
ENSG00000015676,NUDCD3,112,-0.0993,71,-0.7976,65,-0.9922,99,-0.3113,71,-0.7899,130,0.13555,129,0.12929,166,0.58085,189,0.82283
ENSG00000136271,DDX56,112,2.20443,35,0.19353,12,-1.4373,14,-1.2520,40,0.39848,35,0.21574,34,0.15561,20,-0.6870,25,-0.3082
ENSG00000158604,TMED4,112,1.11743,40,-0.5125,36,-0.7054,44,-0.3994,54,-0.0604,57,0.02052,61,0.14106,61,0.14867,60,0.13459
ENSG00000105953,OGDH,112,0.71859,69,-0.0494,45,-0.7566,70,-0.0257,59,-0.2862,94,0.43335,68,-0.0770,63,-0.2073,84,0.28935
ENSG00000122515,ZMIZ2,112,0.83616,61,-0.1352,58,-0.2271,64,-0.0653,61,-0.1273,57,-0.2348,45,-0.6043,51,-0.4413,91,0.55150
ENSG00000196262,PPIA,112,-3.8825,1238,-0.3336,1089,-0.5692,1526,-0.0105,1771,0.22427,2818,0.98025,2390,0.70700,1541,0.00647,1659,0.13286
ENSG00000105968,H2AFV,112,0.30060,117,0.36853,82,-0.1993,107,0.26364,119,0.40144,51,-0.8909,51,-0.9074,66,-0.5418,119,0.44297
ENSG00000146676,PURB,112,1.27373,26,-1.0428,36,-0.5858,53,0.06953,15,-1.8556,23,-1.1986,55,0.13094,63,0.36535,64,0.40674
ENSG00000232956,SNHG15,112,1.86426,19,-1.0192,31,-0.2626,23,-0.7604,64,0.89349,42,0.22280,25,-0.5811,32,-0.2106,21,-0.9146
ENSG00000136280,CCM2,112,0.32322,78,-0.2351,83,-0.1571,106,0.26694,104,0.21069,65,-0.5242,79,-0.2181,74,-0.3520,110,0.32497
ENSG00000136274,NACAD,112,0.86392,84,0.39549,40,-0.8054,40,-0.8024,92,0.55281,89,0.50224,83,0.37442,37,-0.8936,76,0.26932
ENSG00000136270,TBRG4,112,1.91354,11,-1.7204,12,-1.7270,25,-0.5694,37,0.06960,30,-0.2642,53,0.61974,41,0.25770,32,-0.1858
ENSG00000122679,RAMP3,112,3.21816,41,1.22269,0,-5.8732,2,-3.0137,9,-1.0701,2,-3.2987,2,-3.3813,0,-8.6777,41,1.37425
ENSG00000164742,ADCY1,112,-1.0159,89,-1.3462,139,-0.7339,266,0.34786,144,-0.6373,122,-0.8799,214,-0.0248,290,0.50518,378,1.00408
ENSG00000146674,IGFBP3,112,2.68172,24,-0.0367,4,-2.8119,16,-0.7058,47,1.07003,0,-4.7802,3,-2.8093,4,-2.8151,42,0.96596
ENSG00000136205,TNS3,112,1.98873,53,0.68662,40,0.27153,64,1.12706,7,-2.2918,7,-2.3632,11,-1.6765,12,-1.6019,12,-1.6602
ENSG00000183696,UPP1,112,3.21641,18,-0.1309,9,-1.1404,5,-1.9895,32,0.80507,4,-2.0991,17,-0.2033,7,-1.5790,13,-0.6820
ENSG00000188730,VWC2,112,2.49443,8,-1.6929,15,-0.9399,11,-1.4176,124,2.72446,1,-4.0262,0,-5.1413,18,-0.6361,6,-2.2141
ENSG00000106070,GRB10,112,1.89358,28,-0.3966,23,-0.7534,10,-1.9680,50,0.53021,43,0.26901,24,-0.6386,34,-0.0858,39,0.13624
ENSG00000106078,COBL,112,0.92663,90,0.57001,50,-0.3576,39,-0.7788,38,-0.7784,62,-0.0164,60,-0.0752,81,0.45537,56,-0.1861
ENSG00000170419,VSTM2A,112,0.62997,20,-1.9878,41,-0.9697,29,-1.4942,295,2.37124,38,-1.0343,86,0.21665,114,0.74251,28,-1.5695
ENSG00000132432,SEC61G,112,-1.3526,225,-0.2959,277,0.02519,359,0.48190,287,0.08021,447,0.79012,315,0.22927,245,-0.1775,198,-0.5306
ENSG00000132434,LANCL2,112,0.34288,39,-1.2617,46,-1.0839,81,-0.1775,90,-0.0011,85,-0.0819,87,-0.0475,108,0.31417,143,0.83179
ENSG00000154978,VOPP1,112,0.56404,52,-0.6317,44,-0.9170,71,-0.1634,165,1.21117,53,-0.6031,38,-1.0986,63,-0.3664,121,0.77240
ENSG00000146729,NIPSNAP2,112,0.85315,82,0.35583,56,-0.2531,54,-0.3058,87,0.44393,52,-0.3412,57,-0.2139,69,0.08456,51,-0.4149
ENSG00000239789,MRPS17,112,1.43869,23,-1.0319,33,-0.5551,33,-0.5713,39,-0.2550,58,0.35308,53,0.22144,56,0.32275,37,-0.3861
ENSG00000146733,PSPH,112,2.88430,12,-0.8954,11,-1.0875,17,-0.4772,11,-1.0665,20,-0.1647,21,-0.1070,16,-0.4875,12,-0.9176
ENSG00000146731,CCT6A,112,0.08097,72,-0.5907,58,-0.9908,91,-0.2519,200,1.02148,113,0.10118,138,0.40994,127,0.30646,97,-0.1561
ENSG00000129103,SUMF2,112,1.82859,48,0.40022,16,-1.3308,33,-0.1836,51,0.50346,25,-0.5790,19,-0.9807,22,-0.8690,43,0.24815
ENSG00000106153,CHCHD2,112,-2.6012,632,-0.0118,594,-0.1161,544,-0.2648,873,0.50119,867,0.48979,1017,0.75017,693,0.14694,555,-0.2297
ENSG00000185290,NUPR2,112,2.88282,12,-0.9161,18,-0.3224,10,-1.2104,0,-5.9378,23,0.07144,25,0.20269,18,-0.3326,12,-1.0311
ENSG00000173041,ZNF680,112,3.25040,12,-0.6745,11,-0.8095,20,0.12526,15,-0.3139,7,-1.5115,1,-3.9456,6,-1.8321,13,-0.6562
ENSG00000197008,ZNF138,112,2.79663,10,-1.2756,13,-0.8911,18,-0.4365,35,0.64740,12,-0.9703,16,-0.5841,14,-0.8134,13,-0.8847
ENSG00000286342,AC073210.3,112,3.15591,4,-2.2256,12,-0.7758,11,-0.9786,6,-1.6258,29,0.58397,23,0.21003,9,-1.1572,9,-1.1608
ENSG00000196715,VKORC1L1,112,1.00817,35,-0.8174,38,-0.7506,39,-0.7058,21,-1.5877,82,0.50272,75,0.36389,69,0.26204,80,0.50451
ENSG00000126522,ASL,112,2.91654,19,-0.2182,8,-1.5514,7,-1.6560,1,-3.8018,3,-2.6667,38,0.88827,20,-0.1504,20,-0.1509
ENSG00000241258,CRCP,112,2.77695,17,-0.4556,12,-1.0288,16,-0.6067,8,-1.4862,17,-0.4493,15,-0.6810,17,-0.5325,22,-0.1210
ENSG00000169902,TPST1,112,2.13945,19,-0.7477,14,-1.3135,16,-1.1158,65,1.16348,39,0.31055,30,-0.1058,23,-0.5451,21,-0.6327
ENSG00000237310,AC008267.5,112,2.68008,12,-1.0333,19,-0.4116,11,-1.2226,58,1.40995,14,-0.8474,1,-4.2764,19,-0.4227,11,-1.2519
ENSG00000243335,KCTD7,112,3.30001,11,-0.7699,9,-1.1153,9,-1.2115,1,-4.0341,18,-0.0595,21,0.19901,5,-1.8591,17,-0.1803
ENSG00000154710,RABGEF1,112,1.86717,19,-1.0175,22,-0.8354,23,-0.7228,29,-0.3725,35,-0.0859,40,0.14761,39,0.12152,36,-0.0126
ENSG00000272831,AC027644.3,112,2.95145,35,0.76645,19,-0.1912,13,-0.8045,13,-0.7617,2,-3.1616,12,-0.8246,9,-1.3098,11,-1.0081
ENSG00000106609,TMEM248,112,0.36618,50,-0.8573,47,-1.0195,54,-0.8168,147,0.80583,91,0.04219,120,0.48362,96,0.13720,119,0.51283
ENSG00000126524,SBDS,112,0.08857,147,0.51898,90,-0.2684,69,-0.7063,147,0.52735,124,0.25892,94,-0.1806,103,-0.0478,113,0.11539
ENSG00000158321,AUTS2,112,1.45199,19,-1.3011,38,-0.3006,52,0.19849,26,-0.8527,44,-0.0699,16,-1.5999,55,0.31818,45,-0.0298
ENSG00000185274,GALNT17,112,0.08640,13,-3.1308,64,-0.8116,71,-0.6636,46,-1.2597,183,0.88245,183,0.87994,139,0.47323,145,0.55807
ENSG00000183166,CALN1,112,1.24060,21,-1.3367,38,-0.5208,41,-0.3969,17,-1.6714,36,-0.5444,65,0.34207,68,0.47103,65,0.39892
ENSG00000196313,POM121,112,1.27672,18,-1.5413,22,-1.3212,38,-0.4976,38,-0.4504,66,0.40862,41,-0.3316,44,-0.2434,90,1.02406
ENSG00000130305,NSUN5,112,2.16998,27,-0.2341,23,-0.4814,17,-0.9231,20,-0.6879,40,0.39525,36,0.21699,24,-0.4548,21,-0.6320
ENSG00000009954,BAZ1B,112,1.65210,37,-0.1759,27,-0.7058,39,-0.0865,67,0.78297,22,-0.9428,19,-1.1716,20,-1.1537,53,0.45120
ENSG00000106635,BCL7B,112,0.97250,36,-0.7902,35,-0.8798,49,-0.3608,63,0.05725,73,0.28681,65,0.10287,68,0.18542,69,0.21242
ENSG00000106638,TBL2,112,3.22398,7,-1.4422,9,-1.1965,12,-0.7327,16,-0.2714,27,0.54857,6,-1.6340,9,-1.2667,11,-0.8657
ENSG00000009950,MLXIPL,112,3.01468,7,-1.6257,9,-1.3898,10,-1.1406,5,-2.0611,8,-1.3602,37,0.88595,11,-1.0011,22,0.09329
ENSG00000176428,VPS37D,112,2.65166,2,-3.1914,8,-1.6582,14,-0.8890,14,-0.8534,25,0.03615,33,0.47926,17,-0.6377,28,0.19111
ENSG00000176410,DNAJC30,112,1.16445,29,-0.9629,23,-1.3408,41,-0.4518,79,0.59519,44,-0.3290,47,-0.2238,65,0.29961,69,0.40303
ENSG00000071462,BUD23,112,0.94054,42,-0.5985,35,-0.9166,57,-0.1478,61,-0.0325,96,0.69361,53,-0.2414,69,0.18937,60,-0.0493
ENSG00000106089,STX1A,112,-1.0054,103,-1.1201,144,-0.6727,162,-0.4827,136,-0.7036,455,1.21083,201,-0.1135,224,0.06258,371,0.98204
ENSG00000106077,ABHD11,112,3.59528,5,-1.6993,16,-0.1116,9,-0.9770,3,-2.3293,13,-0.4068,10,-0.8039,5,-1.8171,8,-1.1749
ENSG00000106683,LIMK1,112,0.83294,32,-1.0916,63,-0.0926,64,-0.0706,57,-0.2259,79,0.27919,68,0.03442,38,-0.8978,92,0.58225
ENSG00000106682,EIF4H,112,-1.0108,217,0.00279,179,-0.3186,250,0.24804,146,-0.6028,320,0.61874,263,0.30626,211,-0.0452,239,0.16902
ENSG00000049541,RFC2,112,2.99771,10,-1.0884,12,-0.9245,11,-0.9632,22,0.07074,24,0.20848,12,-0.8548,13,-0.7802,11,-1.0279
ENSG00000106665,CLIP2,112,0.30591,79,-0.2379,55,-0.8248,83,-0.1769,74,-0.3294,82,-0.1772,102,0.16406,92,-0.0033,143,0.79000
ENSG00000263001,GTF2I,112,-1.6632,357,0.09420,263,-0.4079,280,-0.3081,347,0.04842,342,0.02601,410,0.31451,475,0.60960,383,0.22715
ENSG00000274070,CASTOR2,112,1.24964,37,-0.4907,54,0.06502,58,0.19707,78,0.64844,13,-2.0409,31,-0.7619,38,-0.4879,50,-0.0503
ENSG00000274523,RCC1L,112,2.56685,19,-0.4201,11,-1.3496,29,0.21674,12,-1.0849,13,-0.9589,21,-0.2794,16,-0.7252,21,-0.3144
ENSG00000272391,POM121C,112,1.58850,21,-1.0602,31,-0.5234,25,-0.8395,14,-1.5979,53,0.34622,25,-0.8041,60,0.59977,48,0.19735
ENSG00000005486,RHBDD2,112,-2.0049,178,-1.3132,221,-1.0611,407,-0.0699,552,0.41656,816,1.05956,332,-0.3761,457,0.13019,675,0.83609
ENSG00000127948,POR,112,1.23298,43,-0.2946,28,-0.9900,45,-0.2616,41,-0.3805,44,-0.2641,60,0.22284,63,0.32148,54,0.04794
ENSG00000189077,TMEM120A,112,1.53198,19,-1.2261,45,0.02642,19,-1.2922,43,-0.0327,52,0.26062,67,0.66919,49,0.18871,26,-0.8557
ENSG00000127952,STYXL1,112,2.82842,22,-0.0324,10,-1.2745,16,-0.6077,29,0.36408,16,-0.5354,13,-0.8483,9,-1.4792,18,-0.4198
ENSG00000146701,MDH2,112,-1.0430,161,-0.4925,162,-0.5159,152,-0.6237,250,0.19131,396,0.93615,382,0.87415,245,0.17108,230,0.06731
ENSG00000177679,SRRM3,112,2.23114,9,-1.8434,15,-1.1261,24,-0.3613,18,-0.8009,18,-0.7593,8,-1.9028,14,-1.2053,61,1.28989
ENSG00000106211,HSPB1,112,0.15353,207,1.15982,90,-0.2062,116,0.23403,75,-0.4549,116,0.21049,93,-0.1303,86,-0.2640,65,-0.7364
ENSG00000170027,YWHAG,112,-2.8664,329,-1.2809,507,-0.6739,694,-0.1595,891,0.24389,1331,0.89454,795,0.06397,894,0.27403,1136,0.70751
ENSG00000127947,PTPN12,112,2.57148,23,-0.1647,13,-1.0452,11,-1.3148,13,-0.9961,13,-0.9680,39,0.64463,21,-0.3045,21,-0.3358
ENSG00000187257,RSBN1L,112,2.25595,24,-0.3310,11,-1.5439,16,-1.0170,29,-0.0296,20,-0.6191,43,0.58591,27,-0.1573,26,-0.2359
ENSG00000135211,TMEM60,112,2.51899,3,-2.8640,15,-0.8499,19,-0.5209,16,-0.7274,32,0.29954,39,0.63656,26,0.00413,8,-1.7439
ENSG00000006576,PHTF2,112,2.78918,4,-2.5045,7,-1.8482,9,-1.5085,18,-0.4056,6,-1.9279,15,-0.6817,27,0.27206,30,0.47622
ENSG00000187391,MAGI2,112,1.32027,32,-0.6854,28,-0.9478,39,-0.4153,82,0.79015,52,0.07456,57,0.22229,51,0.04229,38,-0.4226
ENSG00000234456,MAGI2-AS3,112,3.19652,26,0.43214,15,-0.4696,16,-0.2795,1,-4.0899,0,-8.9839,9,-1.0977,16,-0.2694,5,-1.9174
ENSG00000127955,GNAI1,112,0.57878,106,0.49252,33,-1.3745,51,-0.6699,135,0.88792,125,0.76276,60,-0.3938,44,-0.9253,107,0.56350
ENSG00000075223,SEMA3C,112,2.02232,44,0.43213,0,-5.6114,10,-1.8217,38,0.20599,0,-9.7600,0,-9.4745,0,-9.4662,112,2.48960
ENSG00000153956,CACNA2D1,112,0.77441,12,-2.5540,34,-1.1293,40,-0.8880,7,-3.3794,49,-0.5212,57,-0.2946,164,1.67184,90,0.47562
ENSG00000186472,PCLO,112,-0.6563,101,-0.8063,91,-1.0207,196,0.22766,249,0.59489,137,-0.3498,181,0.08542,118,-0.6204,319,1.14210
ENSG00000170381,SEMA3E,112,2.58397,18,-0.5294,0,-5.2587,12,-1.1423,24,-0.0776,0,-9.3623,0,-9.0768,0,-9.0684,77,2.21420
ENSG00000198822,GRM3,112,0.16293,129,0.38741,77,-0.4539,114,0.21326,55,-0.9146,62,-0.7278,155,0.68245,51,-1.0921,156,0.78316
ENSG00000164659,KIAA1324L,112,2.82049,13,-0.8674,11,-1.1941,14,-0.7574,4,-2.5363,23,0.02745,40,0.88448,12,-1.0323,16,-0.5919
ENSG00000135164,DMTF1,112,2.19640,29,-0.0966,17,-0.9402,15,-1.1364,21,-0.5488,23,-0.4130,33,0.11635,28,-0.1312,30,-0.0390
ENSG00000182165,TP53TG1,112,2.96733,29,0.47179,21,-0.0056,20,-0.1219,3,-2.7217,11,-0.9588,8,-1.4283,10,-1.1929,6,-1.8491
ENSG00000005469,CROT,112,2.80147,15,-0.6851,9,-1.3878,7,-1.7565,0,-5.4328,25,0.15899,23,-0.0139,21,-0.1437,24,0.09500
ENSG00000105784,RUNDC3B,112,2.34609,5,-2.3841,16,-0.9016,23,-0.3663,24,-0.2826,31,0.13309,13,-1.1770,21,-0.5056,33,0.24690
ENSG00000075303,SLC25A40,112,2.47618,6,-2.0836,10,-1.5490,20,-0.5048,27,0.02783,35,0.40763,15,-0.8840,27,-0.0084,20,-0.4464
ENSG00000008277,ADAM22,112,1.18604,22,-1.3087,29,-0.9943,33,-0.7678,52,-0.0536,55,0.03242,62,0.23590,94,1.02191,40,-0.4693
ENSG00000075142,SRI,112,-0.5795,200,0.32355,177,0.13832,186,0.22793,156,-0.0712,201,0.32984,214,0.42758,162,-0.0107,93,-0.9054
ENSG00000157214,STEAP2,112,2.39859,11,-1.4104,16,-0.8617,24,-0.2546,24,-0.1938,44,0.71965,28,-0.0119,26,-0.1391,6,-2.3463
ENSG00000105793,GTPBP10,112,2.87654,11,-1.0194,12,-0.9500,15,-0.6411,53,1.40933,12,-0.9084,8,-1.4537,8,-1.6070,11,-1.0474
ENSG00000157224,CLDN12,112,2.10901,7,-2.2580,15,-1.1948,26,-0.3295,23,-0.5383,24,-0.4131,31,-0.0451,41,0.41248,28,-0.2114
ENSG00000058091,CDK14,112,0.03890,36,-1.6814,101,-0.1281,95,-0.2211,31,-1.8896,153,0.53659,177,0.77389,157,0.65049,100,-0.1396
ENSG00000157240,FZD1,112,3.42060,5,-1.9559,6,-1.5708,2,-3.3440,9,-0.9513,4,-2.0808,18,0.01776,33,1.09038,1,-3.6145
ENSG00000127914,AKAP9,112,0.76342,40,-0.8139,27,-1.4807,46,-0.6753,40,-0.8182,93,0.46297,66,-0.0752,93,0.52122,108,0.78884
ENSG00000001630,CYP51A1,112,0.26073,64,-0.6034,67,-0.5673,73,-0.4214,117,0.34060,110,0.23361,110,0.24177,106,0.19531,112,0.28847
ENSG00000001629,ANKIB1,112,2.06534,43,0.42629,26,-0.3854,29,-0.1915,31,-0.0713,21,-0.6720,11,-1.6496,26,-0.3835,23,-0.5598
ENSG00000157259,GATAD1,112,2.56580,31,0.31401,13,-1.0834,16,-0.7191,23,-0.1627,16,-0.7376,16,-0.6866,18,-0.5767,20,-0.3813
ENSG00000127993,RBM48,112,3.09877,10,-1.0952,6,-1.9534,12,-0.8156,9,-1.2299,8,-1.3446,13,-0.6476,24,0.27602,14,-0.5504
ENSG00000234545,FAM133B,112,1.76504,47,0.30213,24,-0.7468,34,-0.2291,15,-1.3792,38,-0.0197,37,-0.0498,29,-0.4627,39,0.02386
ENSG00000004766,VPS50,112,1.44979,33,-0.5211,15,-1.7413,17,-1.5232,77,0.81557,78,0.84720,58,0.35810,51,0.17258,37,-0.3642
ENSG00000127920,GNG11,112,2.43302,83,1.84713,18,-0.7065,42,0.76979,6,-2.1447,0,-9.4647,6,-2.2463,7,-2.0137,7,-2.0118
ENSG00000105829,BET1,112,3.11774,23,0.18538,5,-2.0081,13,-0.6528,34,0.84763,15,-0.3945,9,-1.1138,8,-1.4454,7,-1.5853
ENSG00000127995,CASD1,112,0.64467,28,-1.4781,45,-0.8104,42,-0.9073,58,-0.3845,67,-0.1605,149,1.12069,104,0.58548,85,0.23476
ENSG00000127990,SGCE,112,1.85427,40,0.13955,27,-0.5103,15,-1.3662,32,-0.1949,38,0.04169,27,-0.4647,34,-0.1115,38,0.03955
ENSG00000242265,PEG10,112,-0.2200,46,-1.5442,73,-0.9160,45,-1.6804,86,-0.6120,105,-0.3145,133,0.05421,380,2.18901,97,-0.4638
ENSG00000158528,PPP1R9A,112,0.93146,42,-0.6032,32,-1.0646,52,-0.3159,25,-1.3500,65,0.06966,82,0.43561,57,-0.1459,101,0.86634
ENSG00000105854,PON2,112,0.29518,236,1.54466,115,0.37031,198,1.42176,41,-1.2346,26,-1.8871,41,-1.2290,17,-2.6497,45,-1.1632
ENSG00000004799,PDK4,112,3.60632,39,1.38751,8,-1.1664,10,-0.8047,4,-2.1026,0,-8.7659,6,-1.4983,4,-2.1485,6,-1.4890
ENSG00000158560,DYNC1I1,112,-0.5581,60,-1.4868,103,-0.7273,105,-0.6988,195,0.30920,297,0.99156,164,0.03274,195,0.33531,227,0.60815
ENSG00000127922,SEM1,112,-0.3138,173,0.36868,134,-0.0337,119,-0.2398,93,-0.5896,151,0.15260,169,0.33183,168,0.36067,119,-0.2286
ENSG00000231764,DLX6-AS1,112,2.55181,11,-1.2391,22,-0.2555,28,0.11755,50,1.04176,0,-9.3838,2,-3.4303,22,-0.2913,9,-1.5851
ENSG00000196636,SDHAF3,112,2.91543,13,-0.8096,10,-1.1851,21,-0.0811,16,-0.4921,9,-1.3420,16,-0.4417,17,-0.3975,11,-1.0439
ENSG00000006128,TAC1,112,-1.7861,11,-5.1249,38,-3.4755,16,-4.6642,4382,7.14208,11,-5.1020,5,-6.2042,52,-2.9992,7,-5.7598
ENSG00000164715,LMTK2,112,1.39698,18,-1.4217,23,-1.1409,22,-1.2184,24,-1.0555,93,1.08724,66,0.51371,64,0.51740,43,-0.1663
ENSG00000205356,TECPR1,112,1.47337,24,-0.9910,26,-0.9248,44,-0.0412,20,-1.2446,58,0.38220,59,0.41214,29,-0.7234,60,0.48932
ENSG00000164713,BRI3,112,-0.2140,154,0.28952,109,-0.2666,125,-0.0408,139,0.12250,132,0.04082,155,0.29672,148,0.24722,105,-0.3275
ENSG00000106236,NPTX2,112,-0.1317,25,-2.3775,73,-0.8395,71,-0.8818,44,-1.5250,470,2.33955,3,-5.3706,219,1.07630,101,-0.3145
ENSG00000166448,TMEM130,112,-1.4253,96,-1.6516,161,-0.9406,205,-0.5492,314,0.14619,451,0.72484,322,0.18251,436,0.75124,411,0.64020
ENSG00000196367,TRRAP,112,3.03667,13,-0.6498,8,-1.4569,10,-1.1994,0,-4.7813,21,0.01042,17,-0.2911,16,-0.4431,20,-0.0912
ENSG00000198742,SMURF1,112,2.46769,11,-1.3006,13,-1.1674,30,0.20946,31,0.23146,18,-0.6218,9,-1.5693,8,-1.7906,32,0.32425
ENSG00000241685,ARPC1A,112,-0.2388,88,-0.6093,102,-0.4144,103,-0.3872,138,0.09179,193,0.62353,164,0.36368,151,0.24937,144,0.17438
ENSG00000130429,ARPC1B,112,2.65282,32,0.42673,23,-0.0891,31,0.39575,0,-6.7831,11,-1.2413,15,-0.7243,16,-0.7130,5,-2.3808
ENSG00000106244,PDAP1,112,0.31943,97,0.10047,76,-0.3001,76,-0.2975,90,-0.0234,107,0.25072,130,0.56683,102,0.19356,70,-0.4389
