Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3to7,Feature log2 fold change topic 3to7,Feature count topic 8,Feature log2 fold change topic 8,Feature count topic 9,Feature log2 fold change topic 9
ENSG00000186318,BACE1,146,0.98945,4,-4.2589,67,-0.5755,180,1.37262,69,-0.2690
ENSG00000137726,FXYD6,146,-1.6472,222,-1.0210,546,0.99828,192,-1.2351,532,0.37073
ENSG00000177098,SCN4B,146,2.49080,11,-1.9198,32,-0.5466,3,-3.6435,29,-0.4411
ENSG00000149575,SCN2B,146,0.74881,23,-2.0998,129,1.39813,16,-2.6209,9,-3.4880
ENSG00000110344,UBE4A,146,1.90496,46,-0.1444,41,-0.6302,9,-2.5701,51,0.01511
ENSG00000167283,ATP5MG,146,-1.4716,352,-0.1146,446,0.61126,309,-0.3233,361,-0.0724
ENSG00000118058,KMT2A,146,1.85152,26,-1.0718,43,-0.5288,47,-0.1501,31,-0.7867
ENSG00000149582,TMEM25,146,2.00008,24,-1.0638,48,-0.0427,9,-2.4787,17,-1.5821
ENSG00000118096,IFT46,146,2.57020,3,-3.6970,26,-0.9882,14,-1.5043,46,0.32825
ENSG00000095139,ARCN1,146,1.68122,49,-0.2261,39,-0.9713,41,-0.5188,75,0.47162
ENSG00000019144,PHLDB1,146,1.09078,69,-0.1750,27,-2.3620,154,1.18433,190,1.58870
ENSG00000110367,DDX6,146,0.05222,208,0.63459,132,-0.2236,168,0.28189,94,-0.6498
ENSG00000278376,AP004609.3,146,2.93264,11,-1.6960,19,-1.3687,44,0.45557,0,-5.9452
ENSG00000118181,RPS25,146,-2.8274,1951,1.25663,660,-0.9713,1501,0.78198,1582,0.87471
ENSG00000196655,TRAPPC4,146,1.65870,50,-0.2108,39,-1.0401,34,-0.7901,90,0.75374
ENSG00000149428,HYOU1,146,1.47487,70,0.18348,58,-0.2293,13,-2.3194,44,-0.5761
ENSG00000160695,VPS11,146,2.09219,58,0.35732,30,-1.1636,1,-5.6075,64,0.53778
ENSG00000188486,H2AFX,146,2.19036,23,-1.0303,32,-0.8923,21,-1.1573,49,0.17372
ENSG00000172375,C2CD2L,146,1.20284,22,-1.8246,83,0.49678,20,-1.9238,47,-0.6796
ENSG00000076706,MCAM,146,-0.0127,1043,4.85420,7,-5.4200,40,-2.0039,63,-1.3152
ENSG00000173456,RNF26,146,2.59747,57,0.68608,24,-1.1410,13,-1.6416,0,-6.2933
ENSG00000036672,USP2,146,2.65959,13,-1.6108,27,-0.8334,21,-0.8290,13,-1.5339
ENSG00000154096,THY1,146,-2.4845,126,-2.7071,1208,2.83474,195,-2.0585,208,-1.9629
ENSG00000110400,NECTIN1,146,1.61669,16,-1.9871,65,0.35502,25,-1.2900,15,-2.0916
ENSG00000184232,OAF,146,2.09204,44,-0.0821,16,-2.3404,19,-1.3502,127,1.79157
ENSG00000196914,ARHGEF12,146,0.83848,65,-0.5002,94,0.20412,73,-0.3203,44,-1.1039
ENSG00000109929,SC5D,146,0.90795,28,-1.6965,81,-0.1615,38,-1.2682,151,0.96173
ENSG00000137642,SORL1,146,-0.4424,104,-0.9719,199,0.09378,321,0.85615,173,-0.1733
ENSG00000255248,MIR100HG,146,1.75368,22,-1.4267,48,-0.3588,33,-0.8006,48,-0.1944
ENSG00000109971,HSPA8,146,-2.0325,415,-0.4485,709,1.01346,277,-1.0732,565,0.04432
ENSG00000023171,GRAMD1B,146,1.77199,0,-6.6067,65,0.69143,2,-4.8632,13,-2.1969
ENSG00000166257,SCN3B,146,-1.0981,8,-5.3670,475,2.74686,71,-2.1884,57,-2.5007
ENSG00000110002,VWA5A,146,2.70733,4,-3.3290,27,-0.7869,8,-2.2792,30,-0.2850
ENSG00000154144,TBRG1,146,1.38857,0,-6.8860,68,0.13638,56,-0.2559,46,-0.5462
ENSG00000154146,NRGN,146,-3.3876,351,-2.1025,2190,2.55865,855,-0.7593,133,-3.5303
ENSG00000154134,ROBO3,146,2.66595,20,-0.8893,20,-1.4559,14,-1.5017,46,0.37047
ENSG00000165478,HEPACAM,146,-0.1740,37,-2.2649,91,-1.4598,265,0.81271,563,2.30862
ENSG00000149557,FEZ1,146,-0.7466,79,-1.6737,190,-0.6101,419,0.98446,517,1.37206
ENSG00000149547,EI24,146,0.99637,62,-0.4247,77,-0.1706,80,-0.0162,58,-0.5428
ENSG00000109832,DDX25,146,2.74333,0,-5.9990,33,-0.1863,1,-5.0028,4,-3.0324
ENSG00000182934,SRPRA,146,2.43355,71,0.96312,25,-1.2439,15,-1.5185,4,-3.1671
ENSG00000110074,FOXRED1,146,2.13215,10,-2.3204,32,-0.9737,24,-1.0109,72,0.75547
ENSG00000149571,KIRREL3,146,2.64640,0,-6.0529,24,-1.0849,13,-1.6017,49,0.48333
ENSG00000134909,ARHGAP32,146,1.96218,0,-6.4759,48,-0.0821,23,-1.1507,34,-0.5974
ENSG00000084234,APLP2,146,-1.0234,451,0.79273,284,0.03209,145,-1.0387,369,0.44795
ENSG00000196323,ZBTB44,146,1.51909,30,-1.1037,60,-0.0849,63,0.03997,14,-2.2037
ENSG00000120451,SNX19,146,1.91016,75,0.64338,27,-1.5293,55,0.14091,43,-0.2740
ENSG00000182667,NTM,146,-0.3470,63,-1.6250,193,0.19787,253,0.54824,209,0.23081
ENSG00000183715,OPCML,146,0.64675,73,-0.4898,125,0.87768,24,-2.1739,27,-1.9680
ENSG00000166086,JAM3,146,1.57408,79,0.45084,25,-2.0242,121,1.21692,66,0.16123
ENSG00000151502,VPS26B,146,0.63612,61,-0.7656,117,0.58768,49,-1.1100,55,-0.9315
ENSG00000151500,THYN1,146,1.43911,21,-1.6671,61,-0.1634,37,-0.8549,67,0.08281
ENSG00000151498,ACAD8,146,2.84014,12,-1.5222,23,-1.0103,7,-2.2495,24,-0.5746
ENSG00000109956,B3GAT1,146,-0.5137,37,-2.5877,221,0.30047,308,0.70339,225,0.17675
ENSG00000120645,IQSEC3,146,1.66232,10,-2.6119,59,0.11965,11,-2.4711,51,-0.1941
ENSG00000060237,WNK1,146,0.02116,72,-1.0911,84,-1.3756,534,2.47457,126,-0.2194
ENSG00000082805,ERC1,146,2.22649,38,-0.2051,35,-0.6231,26,-0.8256,7,-2.6727
ENSG00000006831,ADIPOR2,146,1.49283,75,0.29859,24,-2.1971,142,1.42928,79,0.38638
ENSG00000004478,FKBP4,146,1.39290,76,0.24738,65,-0.0106,24,-1.5532,17,-2.0620
ENSG00000111218,PRMT8,146,2.77780,0,-5.9261,29,-0.5628,12,-1.6197,12,-1.6249
ENSG00000118971,CCND2,146,0.12315,43,-1.7644,172,0.93458,84,-0.7618,87,-0.7079
ENSG00000139180,NDUFA9,146,1.37633,55,-0.2919,65,-0.0483,36,-0.9538,32,-1.1177
ENSG00000130035,GALNT8,146,1.49961,0,-6.8030,76,0.74316,12,-2.4441,21,-1.6362
ENSG00000110799,VWF,146,0.30849,883,5.05597,9,-4.7419,0,-7.3766,15,-3.0933
ENSG00000010278,CD9,146,0.35694,193,0.83302,48,-2.0984,254,1.32705,229,1.13341
ENSG00000067182,TNFRSF1A,146,1.37328,294,2.94922,12,-3.3830,37,-0.9086,56,-0.2559
ENSG00000215039,CD27-AS1,146,1.64442,32,-0.9181,56,-0.1014,34,-0.8390,27,-1.1441
ENSG00000139190,VAMP1,146,2.32638,13,-1.7164,38,-0.2662,19,-1.2137,6,-2.8343
ENSG00000111639,MRPL51,146,0.16646,116,-0.2123,129,-0.0680,191,0.61413,89,-0.6222
ENSG00000111640,GAPDH,146,-3.9335,1880,-0.1085,2505,0.84791,1185,-0.8344,2356,0.25991
ENSG00000010295,IFFO1,146,2.47402,22,-0.8670,24,-1.2419,16,-1.3512,47,0.30207
ENSG00000111642,CHD4,146,0.59160,157,0.71461,83,-0.5990,144,0.56986,58,-0.9032
ENSG00000111653,ING4,146,2.24199,10,-2.1283,33,-0.7808,21,-1.1387,49,0.20264
ENSG00000139200,PIANP,146,0.84366,8,-3.5872,122,1.35477,30,-1.6388,4,-4.3341
ENSG00000111652,COPS7A,146,0.95616,50,-0.7850,86,0.10526,26,-1.7699,96,0.23612
ENSG00000089693,MLF2,146,-0.9282,201,-0.4362,329,0.84216,177,-0.6376,209,-0.3738
ENSG00000159335,PTMS,146,-1.3812,702,1.16557,414,0.55181,122,-1.6580,160,-1.2427
ENSG00000250510,GPR162,146,0.85291,14,-2.7426,114,1.04238,14,-2.7615,47,-0.9918
ENSG00000111667,USP5,146,0.64518,96,-0.0573,108,0.28649,64,-0.6843,47,-1.1546
ENSG00000111669,TPI1,146,-2.4718,529,-0.5345,1046,1.54883,363,-1.1170,391,-1.0018
ENSG00000010626,LRRC23,146,2.60171,12,-1.7610,24,-1.1378,35,-0.0865,22,-0.8361
ENSG00000111674,ENO2,146,-1.8980,211,-1.3532,779,2.31219,167,-1.7012,102,-2.4330
ENSG00000111676,ATN1,146,0.34922,204,0.92125,104,-0.3982,79,-0.6457,118,-0.0095
ENSG00000111678,C12orf57,146,-1.0505,608,1.30255,244,-0.4681,236,-0.3118,364,0.39589
ENSG00000215021,PHB2,146,0.48782,247,1.42375,80,-0.8401,63,-0.8493,121,0.17536
ENSG00000126749,EMG1,146,2.69757,31,-0.2586,19,-1.5630,23,-0.6685,28,-0.3837
ENSG00000139182,CLSTN3,146,-0.0253,57,-1.4855,215,1.71718,12,-3.6968,45,-1.8270
ENSG00000139197,PEX5,146,2.12351,15,-1.6695,42,-0.2867,35,-0.4263,7,-2.7400
ENSG00000059804,SLC2A3,146,0.61744,223,1.37930,97,-0.1363,9,-3.6344,47,-1.1994
ENSG00000089818,NECAP1,146,0.47389,27,-2.1552,151,1.35263,36,-1.7296,26,-2.1717
ENSG00000166532,RIMKLB,146,2.15461,4,-3.3698,32,-0.9111,18,-1.3882,76,0.86676
ENSG00000003056,M6PR,146,1.57942,81,0.50880,51,-0.4610,27,-1.2332,27,-1.2287
ENSG00000175899,A2M,146,-1.5743,2192,3.59340,101,-2.9582,459,0.20602,341,-0.2731
ENSG00000139112,GABARAPL1,146,-0.9698,136,-1.0851,397,1.78808,99,-1.5583,77,-1.9313
ENSG00000256537,SMIM10L1,146,1.33167,19,-1.9392,74,0.30430,51,-0.4478,23,-1.6494
ENSG00000111269,CREBL2,146,1.63943,9,-2.7690,62,0.23483,31,-0.9632,24,-1.3689
ENSG00000111276,CDKN1B,146,1.45068,11,-2.6106,57,-0.3321,57,-0.1662,73,0.21654
ENSG00000178878,APOLD1,146,0.94078,446,3.51435,18,-3.1544,8,-3.3972,63,-0.4570
ENSG00000013583,HEBP1,146,1.96839,53,0.11596,30,-1.3070,56,0.20781,40,-0.3303
ENSG00000084444,FAM234B,146,1.70206,0,-6.6557,62,0.34399,10,-2.5348,38,-0.6216
ENSG00000273079,GRIN2B,146,0.88553,0,-7.2808,120,1.44101,6,-3.9056,24,-1.9706
ENSG00000246705,H2AFJ,146,1.36084,217,2.16743,10,-3.7113,117,0.94791,70,0.06972
ENSG00000084463,WBP11,146,1.31305,40,-0.8512,66,-0.1327,66,-0.0446,35,-1.0375
ENSG00000111341,MGP,146,-1.6617,3617,6.87871,0,-12.971,0,-11.308,98,-2.2593
ENSG00000111348,ARHGDIB,146,1.54381,115,1.08823,29,-1.7389,56,-0.1242,81,0.47007
ENSG00000151490,PTPRO,146,3.00095,4,-2.8520,26,-0.6344,8,-2.1058,2,-3.8578
ENSG00000023734,STRAP,146,0.22024,46,-1.5759,144,0.42469,68,-0.9968,169,0.46486
ENSG00000008394,MGST1,146,0.48544,27,-2.1149,74,-1.0274,73,-0.6355,363,2.22238
ENSG00000048540,LMO3,146,-0.2891,20,-3.2561,247,1.52601,131,-0.4677,45,-2.0763
ENSG00000052126,PLEKHA5,146,2.16568,32,-0.5458,32,-0.8933,21,-1.1423,43,-0.0767
ENSG00000084453,SLCO1A2,146,2.32063,0,-6.2449,10,-2.9428,122,1.92327,58,0.52555
ENSG00000134548,SPX,146,2.36190,0,-6.2194,12,-2.7090,53,0.41139,114,1.80564
ENSG00000111716,LDHB,146,-2.0449,297,-0.9818,632,0.46657,434,-0.3927,953,0.91566
ENSG00000111726,CMAS,146,0.46442,19,-2.6207,153,1.41563,37,-1.6679,25,-2.2370
ENSG00000111728,ST8SIA1,146,2.94434,6,-2.5920,27,-0.5744,9,-1.9272,0,-6.7512
ENSG00000111731,C2CD5,146,2.87451,0,-5.9287,27,-0.6230,13,-1.3930,8,-2.2137
ENSG00000139163,ETNK1,146,1.56760,20,-1.6404,65,0.29253,36,-0.8058,10,-2.6537
ENSG00000060982,BCAT1,146,2.47174,21,-0.9776,31,-0.6534,16,-1.3480,14,-1.5393
ENSG00000205707,ETFRF1,146,1.88929,8,-2.7763,39,-0.7597,27,-0.9699,83,0.82104
ENSG00000133703,KRAS,146,1.93596,13,-2.0349,52,0.10576,25,-1.0654,7,-2.8606
ENSG00000123095,BHLHE41,146,1.07645,60,-0.4101,39,-1.6741,154,1.16974,143,1.03986
ENSG00000111790,FGFR1OP2,146,1.49037,98,0.75199,53,-0.4703,30,-1.1370,21,-1.6580
ENSG00000064115,TM7SF3,146,2.05011,44,-0.1338,29,-1.2565,37,-0.3839,54,0.20224
ENSG00000110841,PPFIBP1,146,1.74721,63,0.23480,47,-0.4302,27,-1.0916,19,-1.6025
ENSG00000061794,MRPS35,146,2.15206,13,-1.9011,44,-0.0510,13,-1.8337,12,-2.0255
ENSG00000087448,KLHL42,146,1.17866,40,-0.9581,80,0.27244,30,-1.3667,47,-0.7053
ENSG00000123106,CCDC91,146,1.33210,13,-2.4768,76,0.42681,61,-0.1547,6,-3.5174
ENSG00000087502,ERGIC2,146,2.03435,3,-3.8838,39,-0.6115,35,-0.5087,52,0.15559
ENSG00000133687,TMTC1,146,2.22704,35,-0.3719,37,-0.4851,1,-5.0219,26,-0.7957
ENSG00000170456,DENND5B,146,2.24857,0,-6.2892,44,0.01792,2,-4.2370,23,-0.9557
ENSG00000151743,AMN1,146,2.03162,11,-2.2064,48,0.03472,20,-1.3454,11,-2.1696
ENSG00000151746,BICD1,146,2.39995,43,0.08972,19,-1.8180,31,-0.3989,50,0.34223
ENSG00000087470,DNM1L,146,0.34592,29,-2.1659,153,1.01783,81,-0.6054,46,-1.4730
ENSG00000139116,KIF21A,146,0.04559,12,-3.6828,192,1.24890,67,-1.1728,96,-0.6161
ENSG00000151229,SLC2A13,146,1.34720,4,-3.9958,86,0.96387,0,-6.5309,24,-1.5684
ENSG00000018236,CNTN1,146,-0.6567,34,-2.8329,310,1.46806,114,-1.0359,152,-0.6008
ENSG00000015153,YAF2,146,1.43576,0,-6.8508,69,0.22630,43,-0.6396,45,-0.5618
ENSG00000134283,PPHLN1,146,1.90442,43,-0.2654,49,-0.1152,15,-1.8004,7,-2.8864
ENSG00000139168,ZCRB1,146,0.18352,99,-0.4400,108,-0.5592,265,1.21666,126,-0.0574
ENSG00000151239,TWF1,146,2.72539,27,-0.4549,19,-1.5075,32,-0.1483,18,-1.0446
ENSG00000184613,NELL2,146,-0.0652,14,-3.5685,235,2.23991,21,-2.9669,16,-3.3695
ENSG00000139218,SCAF11,146,1.45187,66,0.05393,34,-1.5771,52,-0.3089,140,1.36403
ENSG00000111371,SLC38A1,146,0.78279,27,-1.8796,79,-0.4494,29,-1.7532,229,1.61217
ENSG00000134294,SLC38A2,146,0.68633,225,1.46672,54,-1.4691,126,0.43644,105,0.12573
ENSG00000005175,RPAP3,146,2.54922,27,-0.5409,25,-1.0888,6,-2.6467,37,-0.0362
ENSG00000079337,RAPGEF3,146,1.79044,64,0.29460,26,-1.7244,55,0.04783,85,0.77597
ENSG00000211584,SLC48A1,146,0.71261,28,-1.8847,84,-0.3719,157,0.83719,106,0.17088
ENSG00000134291,TMEM106C,146,2.26142,23,-0.9466,30,-0.9989,19,-1.2391,50,0.24828
ENSG00000152556,PFKM,146,0.70099,61,-0.7124,107,0.36747,27,-1.9458,97,0.00668
ENSG00000177981,ASB8,146,1.87900,18,-1.6273,54,0.16991,28,-0.9595,0,-6.5406
ENSG00000177875,CCDC184,146,1.87961,2,-4.5911,49,-0.1210,1,-5.2963,66,0.40329
ENSG00000167535,CACNB3,146,1.07859,76,-0.0419,86,0.35530,15,-2.4505,31,-1.3985
ENSG00000174243,DDX23,146,2.28647,27,-0.7166,30,-0.9552,32,-0.4490,28,-0.6323
ENSG00000172602,RND1,146,2.80896,24,-0.5467,24,-0.9999,18,-1.0361,3,-3.3452
ENSG00000134287,ARF3,146,-1.4685,82,-2.3296,543,1.67585,219,-0.8593,232,-0.7697
ENSG00000169884,WNT10B,146,2.87234,7,-2.3876,28,-0.4927,8,-2.1860,0,-6.2759
ENSG00000181418,DDN,146,-0.7817,74,-1.8098,329,1.34020,69,-1.9227,229,-0.0764
ENSG00000181929,PRKAG1,146,2.13566,42,-0.1305,34,-0.8049,32,-0.5537,19,-1.3281
ENSG00000123416,TUBA1B,146,-3.6041,619,-1.4794,2450,2.16695,904,-0.9022,511,-1.7663
ENSG00000167552,TUBA1A,146,-3.1724,364,-1.8306,1491,0.86343,1176,-0.0224,1591,0.47713
ENSG00000123352,SPATS2,146,2.34985,24,-0.8261,39,-0.2108,8,-2.3748,0,-5.8531
ENSG00000135519,KCNH3,146,0.91045,0,-7.2606,114,1.21854,41,-1.1386,8,-3.4856
ENSG00000187778,MCRS1,146,1.54572,123,1.21685,41,-1.0259,35,-0.8722,34,-0.8896
ENSG00000139644,TMBIM6,146,-1.4419,546,0.64799,258,-0.9832,435,0.26296,916,1.59729
ENSG00000135472,FAIM2,146,-1.5850,124,-1.8351,591,1.72444,203,-1.0908,240,-0.8315
ENSG00000110881,ASIC1,146,2.22140,0,-6.3067,37,-0.5195,32,-0.4743,32,-0.4885
ENSG00000066117,SMARCD1,146,2.85665,10,-1.7714,24,-0.9634,12,-1.5939,18,-0.9927
ENSG00000178449,COX14,146,0.10591,172,0.37440,142,0.11749,95,-0.5845,110,-0.3470
ENSG00000066084,DIP2B,146,2.10980,6,-3.0533,28,-1.2946,84,1.00884,40,-0.2321
ENSG00000185432,METTL7A,146,-0.0070,114,-0.4002,83,-1.4391,138,-0.0986,508,2.31076
ENSG00000110911,SLC11A2,146,2.02447,24,-1.0387,28,-1.3881,42,-0.1960,80,0.85049
ENSG00000050426,LETMD1,146,1.80117,21,-1.4329,48,-0.3124,51,-0.0667,21,-1.4399
ENSG00000110925,CSRNP2,146,2.72691,0,-6.0080,26,-0.8293,8,-2.1602,34,-0.0904
ENSG00000135457,TFCP2,146,2.47083,20,-1.0818,26,-1.1285,33,-0.2884,28,-0.5567
ENSG00000184271,POU6F1,146,2.71161,9,-2.0759,26,-0.8485,35,-0.0271,0,-5.9644
ENSG00000183283,DAZAP2,146,-0.3104,199,0.18599,138,-0.7182,285,0.79431,279,0.75321
ENSG00000050438,SLC4A8,146,1.80177,0,-6.5863,59,0.33983,22,-1.3557,17,-1.7471
ENSG00000196876,SCN8A,146,0.71280,16,-2.6440,139,1.74403,2,-5.5081,0,-8.2804
ENSG00000135503,ACVR1B,146,1.87259,0,-6.5371,59,0.46485,21,-1.3443,2,-4.7340
ENSG00000161835,GRASP,146,0.91203,197,1.45745,75,-0.3820,8,-3.5484,41,-1.1346
ENSG00000123358,NR4A1,146,1.16673,413,3.68516,12,-3.5629,6,-3.7751,39,-0.9794
ENSG00000123395,ATG101,146,2.26403,56,0.44115,32,-0.7894,23,-0.9937,0,-6.9689
ENSG00000063046,EIF4B,146,-0.2210,316,1.07706,123,-0.8689,218,0.43024,218,0.42829
ENSG00000111077,TNS2,146,1.36634,298,2.96890,8,-4.0478,57,-0.2404,57,-0.2400
ENSG00000167778,SPRYD3,146,-0.6618,174,-0.3888,307,1.40333,100,-1.2480,43,-2.4846
ENSG00000167779,IGFBP6,146,0.82206,454,3.35083,37,-2.0539,16,-2.6212,5,-4.1044
ENSG00000123349,PFDN5,146,-2.0884,1109,1.13872,460,-0.6258,954,0.86570,630,0.16020
ENSG00000139637,C12orf10,146,1.02155,45,-0.8965,84,0.14127,58,-0.5231,54,-0.6230
ENSG00000205352,PRR13,146,0.76642,132,0.58541,78,-0.5075,97,0.06914,69,-0.4675
ENSG00000197111,PCBP2,146,-1.2291,451,0.56006,304,-0.1815,312,-0.0485,468,0.62509
ENSG00000139625,MAP3K12,146,2.39580,30,-0.5022,29,-0.9482,12,-1.8464,35,-0.2457
ENSG00000135390,ATP5MC2,146,-0.9252,356,0.49879,225,-0.4674,297,0.19385,447,0.89153
ENSG00000012822,CALCOCO1,146,1.75031,73,0.47235,34,-1.2337,31,-0.8599,71,0.43638
ENSG00000123415,SMUG1,146,2.61455,31,-0.2970,20,-1.4804,11,-1.8472,44,0.27158
ENSG00000094916,CBX5,146,0.78575,36,-1.4269,84,-0.2645,84,-0.1370,137,0.67386
ENSG00000135486,HNRNPA1,146,-1.3387,548,0.77277,294,-0.4851,603,0.94147,347,0.00704
ENSG00000111481,COPZ1,146,0.95509,59,-0.5498,67,-0.6164,71,-0.2566,137,0.83576
ENSG00000161642,ZNF385A,146,1.30749,29,-1.3037,50,-0.8651,83,0.32161,107,0.74738
ENSG00000123360,PDE1B,146,2.21464,25,-0.8494,42,-0.1579,7,-2.6261,7,-2.6349
ENSG00000135447,PPP1R1A,146,0.75025,1,-5.9584,101,0.27851,123,0.45774,63,-0.6209
ENSG00000135424,ITGA7,146,0.78546,464,3.35544,14,-3.7195,18,-2.4151,125,0.51874
ENSG00000135441,BLOC1S1,146,-0.6013,325,0.69873,192,-0.3222,164,-0.4231,327,0.71234
ENSG00000135404,CD63,146,-1.9170,1608,2.11297,298,-1.3715,404,-0.3685,930,1.02694
ENSG00000135414,GDF11,146,2.53974,0,-6.1134,24,-1.1897,40,0.06066,37,-0.0466
ENSG00000205323,SARNP,146,0.96648,53,-0.7044,73,-0.3775,53,-0.7009,127,0.71927
ENSG00000111540,RAB5B,146,0.12248,92,-0.6137,139,0.08869,194,0.59537,92,-0.6210
ENSG00000197728,RPS26,146,-1.4763,569,0.67949,395,0.13956,199,-1.0102,520,0.52533
ENSG00000065361,ERBB3,146,2.04677,1,-5.0615,21,-1.9060,121,1.64994,53,0.17716
ENSG00000170515,PA2G4,146,0.81933,110,0.33101,81,-0.3015,33,-1.5365,112,0.36389
ENSG00000229117,RPL41,146,-4.5565,6828,1.38183,2467,-0.6464,3683,0.28955,4793,0.73756
ENSG00000196465,MYL6B,146,-0.3276,76,-1.3409,224,0.85155,155,-0.2395,119,-0.6491
ENSG00000092841,MYL6,146,-2.5513,3514,2.99840,415,-1.5770,494,-0.7253,800,0.03966
ENSG00000139613,SMARCC2,146,1.47558,9,-2.8321,55,-0.3853,48,-0.4098,85,0.49511
ENSG00000181852,RNF41,146,1.16517,45,-0.7698,74,-0.0010,40,-0.9554,64,-0.2216
ENSG00000139579,NABP2,146,1.23201,46,-0.6786,67,-0.1926,62,-0.2216,52,-0.4968
ENSG00000139645,ANKRD52,146,2.56414,20,-1.0006,28,-0.8601,15,-1.4013,21,-0.8900
ENSG00000062485,CS,146,1.14001,86,0.22875,74,-0.0515,11,-2.8005,62,-0.3043
ENSG00000257727,CNPY2,146,0.75774,87,-0.1084,89,-0.1519,58,-0.7420,103,0.16147
ENSG00000170581,STAT2,146,1.28952,98,0.57856,45,-1.1605,79,0.22455,76,0.16036
ENSG00000076108,BAZ2A,146,2.37086,14,-1.5920,27,-1.1192,17,-1.3421,58,0.55646
ENSG00000110955,ATP5F1B,146,-1.9860,466,-0.2140,713,1.21460,262,-1.1109,354,-0.6502
ENSG00000110958,PTGES3,146,-0.7231,186,-0.3511,275,0.63797,160,-0.5812,214,-0.1256
ENSG00000196531,NACA,146,-2.1193,981,0.87950,491,-0.5073,912,0.75108,752,0.42065
ENSG00000166886,NAB2,146,2.20383,21,-1.1759,29,-1.1250,5,-3.2258,82,1.04154
ENSG00000123384,LRP1,146,-0.6709,554,1.60161,148,-1.1016,78,-1.6203,494,1.37661
ENSG00000185633,NDUFA4L2,146,0.28986,908,5.18594,8,-5.0371,5,-4.7103,6,-4.3271
ENSG00000179912,R3HDM2,146,1.38293,15,-2.2043,71,0.25537,56,-0.2550,20,-1.8194
ENSG00000166986,MARS,146,1.44864,69,0.12394,51,-0.6245,11,-2.6587,91,0.59214
ENSG00000175197,DDIT3,146,1.37630,137,1.25315,44,-1.0992,16,-2.1240,77,0.24607
ENSG00000175203,DCTN2,146,-0.0900,81,-1.0069,185,0.65679,91,-0.8427,150,-0.0488
ENSG00000155980,KIF5A,146,-0.9191,21,-3.7948,334,0.93911,389,0.65440,139,-0.9934
ENSG00000166908,PIP4K2C,146,2.31032,11,-1.9927,34,-0.6097,22,-1.0162,30,-0.5562
ENSG00000178498,DTX3,146,1.04982,53,-0.6269,88,0.38942,34,-1.3176,36,-1.2193
ENSG00000240771,ARHGEF25,146,2.15332,34,-0.4350,42,-0.2552,15,-1.6650,3,-3.8592
ENSG00000135454,B4GALNT1,146,1.56585,0,-6.7544,74,0.81673,2,-4.5961,19,-1.7462
ENSG00000135506,OS9,146,0.66980,219,1.40311,72,-0.8438,59,-0.7996,95,-0.0439
ENSG00000135439,AGAP2,146,0.12459,2,-5.9153,192,1.54577,81,-0.8042,32,-2.2117
ENSG00000135452,TSPAN31,146,2.15863,28,-0.7395,29,-1.1746,26,-0.8544,61,0.50994
ENSG00000139266,MARCH9,146,2.55218,0,-6.1066,31,-0.5949,19,-1.0443,22,-0.8415
ENSG00000175215,CTDSP2,146,1.84499,52,-0.0055,24,-1.8253,19,-1.5616,131,1.62308
ENSG00000257698,GIHCG,146,2.28377,0,-6.2677,33,-0.6950,26,-0.7859,45,0.08012
ENSG00000198673,TAFA2,146,1.82246,10,-2.5262,62,0.60856,2,-4.5124,5,-3.5075
ENSG00000135655,USP15,146,2.81208,34,-0.0318,23,-1.0458,14,-1.3962,0,-6.8199
ENSG00000061987,MON2,146,2.30989,49,0.25887,21,-1.6440,27,-0.6684,49,0.24013
ENSG00000111110,PPM1H,146,2.86604,0,-5.9336,25,-0.8383,26,-0.3993,7,-2.3998
ENSG00000184575,XPOT,146,1.75203,48,-0.2209,40,-0.8553,42,-0.4066,55,0.01395
ENSG00000135677,GNS,146,2.29528,53,0.36316,22,-1.5811,19,-1.2604,52,0.34453
ENSG00000156076,WIF1,146,1.44874,21,-1.6941,32,-1.6620,0,-6.7140,244,2.55837
ENSG00000174106,LEMD3,146,2.80089,11,-1.7161,25,-0.8558,0,-6.0694,27,-0.3838
ENSG00000139233,LLPH,146,2.00228,35,-0.4902,26,-1.5172,31,-0.7096,92,1.08540
ENSG00000155957,TMBIM4,146,1.08457,184,1.52013,37,-1.7977,96,0.35670,86,0.18106
ENSG00000111530,CAND1,146,1.05620,25,-1.7254,94,0.67668,32,-1.3694,31,-1.4186
ENSG00000127314,RAP1B,146,1.61439,99,0.88761,34,-1.3909,36,-0.7711,76,0.43254
ENSG00000175782,SLC35E3,146,2.41375,26,-0.7100,22,-1.4997,64,0.76607,17,-1.3292
ENSG00000135679,MDM2,146,2.14047,20,-1.2693,26,-1.4156,40,-0.2022,73,0.79598
ENSG00000111605,CPSF6,146,1.76651,12,-2.2925,48,-0.3435,46,-0.2742,42,-0.3949
ENSG00000166226,CCT2,146,0.87370,26,-1.8600,100,0.48712,43,-1.0992,69,-0.3628
ENSG00000127328,RAB3IP,146,2.01304,9,-2.4970,38,-0.6780,66,0.50921,23,-1.1492
ENSG00000111596,CNOT2,146,2.79812,1,-4.9803,21,-1.2633,15,-1.2360,43,0.35914
ENSG00000135643,KCNMB4,146,0.27428,19,-2.8239,142,0.48180,185,0.67008,55,-1.2585
ENSG00000153233,PTPRR,146,2.21519,0,-6.3092,43,-0.0947,4,-3.3647,31,-0.5257
