Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3to7,Feature log2 fold change topic 3to7,Feature count topic 8,Feature log2 fold change topic 8,Feature count topic 9,Feature log2 fold change topic 9
ENSG00000149084,HSD17B12,146,1.07175,85,0.14521,50,-1.1634,70,-0.1714,149,1.10928
ENSG00000187479,C11orf96,146,-1.4033,2802,5.63230,33,-4.5310,6,-5.8672,131,-1.5725
ENSG00000151348,EXT2,146,2.47956,29,-0.4825,23,-1.3199,14,-1.5623,47,0.29348
ENSG00000085117,CD82,146,2.39014,42,0.05698,16,-2.1452,88,1.31559,11,-1.9451
ENSG00000175274,TP53I11,146,1.21884,240,2.22672,45,-1.2407,14,-2.4784,24,-1.6775
ENSG00000019505,SYT13,146,0.26148,8,-3.9633,182,1.75678,15,-3.1366,44,-1.6177
ENSG00000175264,CHST1,146,0.21216,27,-2.3680,185,1.67341,47,-1.5562,11,-3.6863
ENSG00000121671,CRY2,146,0.99869,22,-2.0111,93,0.49919,24,-1.8769,72,-0.1927
ENSG00000121653,MAPK8IP1,146,-0.8040,62,-2.1019,321,1.12851,249,0.03676,129,-0.9919
ENSG00000121680,PEX16,146,1.40298,58,-0.1780,61,-0.2188,39,-0.8034,39,-0.7910
ENSG00000149091,DGKZ,146,-1.0075,127,-1.2232,413,1.91308,113,-1.4022,51,-2.5642
ENSG00000175224,ATG13,146,1.24972,81,0.22871,66,-0.2326,44,-0.7488,37,-1.0108
ENSG00000175220,ARHGAP1,146,1.10051,200,1.69365,49,-1.1716,51,-0.6518,48,-0.7287
ENSG00000175216,CKAP5,146,1.45386,13,-2.4108,63,-0.0239,56,-0.1937,41,-0.6886
ENSG00000134569,LRP4,146,1.95731,8,-2.6286,24,-1.7148,49,-0.0219,120,1.55044
ENSG00000149179,C11orf49,146,0.79754,53,-0.8512,90,-0.0229,39,-1.2985,128,0.57229
ENSG00000149182,ARFGAP2,146,0.34565,138,0.24926,120,0.04837,98,-0.3036,83,-0.5672
ENSG00000134575,ACP2,146,2.02046,25,-0.9905,44,-0.2395,19,-1.3898,19,-1.4239
ENSG00000110514,MADD,146,0.35279,53,-1.2415,154,1.06004,44,-1.5135,50,-1.3261
ENSG00000165915,SLC39A13,146,2.09401,150,2.14141,18,-2.1717,20,-1.3044,13,-1.9551
ENSG00000165916,PSMC3,146,-0.1569,194,0.30598,158,-0.0745,143,-0.1947,180,0.18083
ENSG00000149187,CELF1,146,0.92219,73,-0.2396,93,0.33540,47,-0.9143,29,-1.6392
ENSG00000213619,NDUFS3,146,0.23308,75,-0.8298,140,0.34059,80,-0.7273,141,0.16831
ENSG00000110536,PTPMT1,146,1.87887,5,-3.3321,46,-0.3197,57,0.18320,22,-1.3054
ENSG00000172247,C1QTNF4,146,-0.8594,35,-2.9615,377,1.95294,129,-1.0480,77,-1.8286
ENSG00000109919,MTCH2,146,1.54140,28,-1.1935,53,-0.3803,50,-0.2939,54,-0.1862
ENSG00000149177,PTPRJ,146,2.30913,0,-6.2517,29,-1.0167,16,-1.5099,73,0.92609
ENSG00000134817,APLNR,146,0.87504,148,0.88951,0,-9.5954,163,1.06544,327,2.51358
ENSG00000149136,SSRP1,146,1.38750,103,0.75833,53,-0.6407,53,-0.3488,26,-1.4185
ENSG00000186907,RTN4RL2,146,2.39929,0,-6.1968,44,0.25966,0,-7.9229,0,-7.0234
ENSG00000134809,TIMM10,146,0.99332,88,0.13522,70,-0.4472,65,-0.3622,83,0.02878
ENSG00000156587,UBE2L6,146,1.52135,19,-1.7540,43,-0.9503,37,-0.7950,133,1.33868
ENSG00000149131,SERPING1,146,0.58712,611,3.94907,19,-3.3759,18,-2.6527,52,-1.0705
ENSG00000166793,YPEL4,146,2.33500,0,-6.2358,37,-0.3469,25,-0.8218,18,-1.2520
ENSG00000156603,MED19,146,2.26221,0,-6.2811,37,-0.4727,36,-0.2642,21,-1.0926
ENSG00000213593,TMX2,146,0.71844,83,-0.2277,90,-0.1618,52,-0.9366,123,0.42782
ENSG00000211450,SELENOH,146,-0.5885,209,-0.0269,265,0.86087,93,-1.2804,135,-0.7135
ENSG00000198561,CTNND1,146,1.95085,52,0.09073,23,-1.7848,51,0.05098,79,0.77161
ENSG00000186660,ZFP91,146,1.48926,49,-0.3860,45,-0.9177,83,0.47385,60,-0.0639
ENSG00000110048,OSBP,146,2.92802,20,-0.7400,22,-1.0220,11,-1.5919,6,-2.4727
ENSG00000166902,MRPL16,146,2.05922,28,-0.8171,33,-0.9459,30,-0.7096,54,0.21511
ENSG00000110107,PRPF19,146,0.48686,27,-2.1147,134,0.78611,86,-0.3744,51,-1.1928
ENSG00000110108,TMEM109,146,1.86278,148,1.88164,13,-2.8596,38,-0.4704,66,0.41004
ENSG00000006118,TMEM132A,146,0.23325,64,-1.0627,130,0.07985,82,-0.6910,199,0.75685
ENSG00000167986,DDB1,146,0.01564,155,0.10522,136,-0.2067,69,-1.1513,256,0.96422
ENSG00000149476,TKFC,146,1.73787,20,-1.5750,60,0.32638,23,-1.3138,3,-4.1231
ENSG00000149532,CPSF7,146,1.72299,45,-0.3189,40,-0.8754,51,-0.1371,55,-0.0237
ENSG00000167985,SDHAF2,146,1.85905,59,0.20965,41,-0.6374,14,-2.0059,40,-0.4099
ENSG00000011347,SYT7,146,0.10632,0,-7.9431,207,2.05615,37,-2.0043,14,-3.3625
ENSG00000134780,DAGLA,146,2.13392,0,-6.3615,51,0.37350,10,-2.2769,0,-7.2195
ENSG00000124920,MYRF,146,1.09350,0,-7.1141,23,-2.5916,344,2.96789,85,0.15717
ENSG00000134825,TMEM258,146,-0.3044,244,0.53327,144,-0.6012,173,-0.0393,311,0.95177
ENSG00000134824,FADS2,146,-0.1011,211,0.50014,97,-1.2262,203,0.43554,355,1.43468
ENSG00000149485,FADS1,146,1.14212,136,1.00858,39,-1.6127,95,0.38633,103,0.52269
ENSG00000221968,FADS3,146,1.11604,220,1.91033,44,-1.3760,24,-1.7768,73,-0.0623
ENSG00000167996,FTH1,146,-4.6558,4378,0.46473,2888,-0.4073,6693,1.21483,4102,0.35510
ENSG00000162174,ASRGL1,146,0.99758,55,-0.6045,75,-0.2291,71,-0.2054,81,-0.0100
ENSG00000124942,AHNAK,146,-0.3316,554,2.05267,39,-3.1881,203,0.19810,523,1.92664
ENSG00000254772,EEF1G,146,-1.6481,1076,1.64510,272,-1.1776,534,0.37507,709,0.86235
ENSG00000149541,B3GAT3,146,0.88289,104,0.30440,85,-0.0591,54,-0.7439,50,-0.8681
ENSG00000089597,GANAB,146,1.06319,145,1.05150,61,-0.7062,56,-0.5418,52,-0.6399
ENSG00000214756,CSKMT,146,1.77562,62,0.22586,14,-2.8348,114,1.29386,92,0.89944
ENSG00000204922,UQCC3,146,1.78935,21,-1.4123,41,-0.7420,11,-2.3440,98,1.01517
ENSG00000162191,UBXN1,146,0.78905,163,0.97852,56,-1.2505,104,0.21168,127,0.54089
ENSG00000168000,BSCL2,146,-0.8861,84,-1.7310,371,1.69627,65,-2.1086,162,-0.7276
ENSG00000162188,GNG3,146,-1.4862,60,-2.8124,616,2.78348,110,-1.9059,39,-3.4099
ENSG00000214753,HNRNPUL2,146,0.69994,60,-0.7326,98,0.06553,70,-0.5036,98,0.03445
ENSG00000168002,POLR2G,146,0.63758,90,-0.1601,88,-0.3891,91,-0.1543,132,0.46624
ENSG00000185475,TMEM179B,146,2.10259,98,1.29849,15,-2.4257,31,-0.6433,64,0.52768
ENSG00000162236,STX5,146,1.99815,44,-0.1572,36,-0.7920,28,-0.8602,36,-0.4753
ENSG00000133316,WDR74,146,2.64649,11,-1.8646,33,-0.3263,9,-2.1445,0,-6.9107
ENSG00000168003,SLC3A2,146,0.23486,215,0.89132,76,-1.3290,60,-1.1690,341,1.76824
ENSG00000168539,CHRM1,146,1.23991,17,-2.1837,88,0.78574,2,-5.0359,37,-1.0097
ENSG00000133321,PLAAT4,146,2.14662,47,0.06558,10,-3.0214,32,-0.5242,129,1.87695
ENSG00000176485,PLAAT3,146,0.06756,120,-0.2524,77,-1.5076,341,1.56108,271,1.12647
ENSG00000133318,RTN3,146,-2.8229,103,-3.3422,1452,2.27783,331,-1.6165,616,-0.6686
ENSG00000188070,C11orf95,146,2.94108,0,-5.2894,24,-0.8588,7,-2.3625,22,-0.6187
ENSG00000072518,MARK2,146,2.03593,28,-0.8537,41,-0.4459,21,-1.2764,29,-0.7578
ENSG00000176340,COX8A,146,-1.7644,581,0.38840,482,0.16272,372,-0.3393,623,0.50634
ENSG00000167770,OTUB1,146,-0.3956,167,-0.1828,243,1.03312,98,-1.0102,62,-1.7162
ENSG00000168439,STIP1,146,1.17482,61,-0.3105,67,-0.2862,23,-1.7852,98,0.46509
ENSG00000149743,TRPT1,146,2.61356,41,0.16989,24,-1.1268,11,-1.8325,15,-1.3958
ENSG00000149761,NUDT22,146,2.15676,57,0.39314,32,-0.9183,32,-0.5202,9,-2.4197
ENSG00000110011,DNAJC4,146,1.59678,71,0.30644,44,-0.7918,62,0.06874,30,-1.0596
ENSG00000173511,VEGFB,146,-0.0303,369,1.59896,97,-1.1414,114,-0.4317,228,0.71033
ENSG00000173486,FKBP2,146,1.74189,79,0.60729,36,-1.1411,21,-1.4907,70,0.39172
ENSG00000173457,PPP1R14B,146,1.21433,168,1.48109,45,-1.2459,39,-0.9646,72,0.00070
ENSG00000002330,BAD,146,-0.0524,209,0.53951,171,0.42748,98,-0.6785,53,-1.6147
ENSG00000173264,GPR137,146,1.82384,24,-1.2208,49,-0.2019,33,-0.7419,24,-1.1879
ENSG00000182450,KCNK4,146,2.89992,0,-5.9137,27,-0.6088,16,-1.1589,3,-3.3877
ENSG00000173153,ESRRA,146,1.91339,83,0.82566,29,-1.3906,15,-1.8251,64,0.40009
ENSG00000173113,TRMT112,146,0.03226,219,0.70714,134,-0.2175,103,-0.5325,154,0.11947
ENSG00000126432,PRDX5,146,-1.5772,439,0.13169,478,0.59927,311,-0.4247,364,-0.1742
ENSG00000162302,RPS6KA4,146,1.87848,56,0.13952,45,-0.3869,34,-0.6487,0,-6.3652
ENSG00000110076,NRXN2,146,-0.8834,145,-0.8977,370,1.68572,106,-1.3704,61,-2.1876
ENSG00000068831,RASGRP2,146,2.26983,63,0.62611,34,-0.6578,4,-3.2809,2,-4.0625
ENSG00000168066,SF1,146,0.17896,170,0.43158,116,-0.3784,115,-0.2132,170,0.43114
ENSG00000168067,MAP4K2,146,2.48954,20,-1.0640,31,-0.6440,17,-1.3107,13,-1.6328
ENSG00000110047,EHD1,146,2.28034,30,-0.5431,25,-1.3663,24,-0.9063,59,0.54379
ENSG00000110046,ATG2A,146,2.81837,20,-0.8250,25,-0.8810,16,-1.1718,2,-3.8411
ENSG00000068971,PPP2R5B,146,1.10569,38,-1.1041,80,0.13943,57,-0.4614,48,-0.7193
ENSG00000213465,ARL2,146,-0.2538,164,-0.0745,168,-0.0599,241,0.56207,151,-0.2034
ENSG00000110025,SNX15,146,2.30411,13,-1.7615,27,-1.2014,58,0.50675,30,-0.5278
ENSG00000162300,ZFPL1,146,2.58068,24,-0.7036,23,-1.2943,14,-1.4644,41,0.12476
ENSG00000149823,VPS51,146,0.15374,171,0.40719,130,-0.0672,126,-0.0935,104,-0.3943
ENSG00000149809,TM7SF2,146,0.56317,62,-0.8218,120,0.49763,50,-1.1308,80,-0.4145
ENSG00000149806,FAU,146,-2.8896,2409,1.58081,714,-0.8845,1314,0.48037,1407,0.59739
ENSG00000162298,SYVN1,146,2.17318,32,-0.5257,21,-1.8396,20,-1.2464,102,1.42044
ENSG00000149792,MRPL49,146,2.71998,18,-1.0112,21,-1.3046,7,-2.3655,42,0.26134
ENSG00000014216,CAPN1,146,2.12013,36,-0.3727,42,-0.2844,10,-2.2393,11,-2.1392
ENSG00000133884,DPF2,146,2.74481,28,-0.3818,17,-1.7210,34,-0.0772,24,-0.6095
ENSG00000245532,NEAT1,146,-0.3262,904,3.33769,37,-3.2709,233,0.42798,149,-0.2948
ENSG00000251562,MALAT1,146,-3.9656,5080,1.59887,1375,-1.0789,2982,0.62068,3412,0.85557
ENSG00000142186,SCYL1,146,1.15914,83,0.18875,73,-0.0344,10,-3.0388,62,-0.2955
ENSG00000168056,LTBP3,146,0.39736,304,1.72970,58,-1.6696,104,-0.1602,189,0.84028
ENSG00000173465,ZNRD2,146,2.11765,48,0.07133,32,-1.0026,44,-0.0494,16,-1.5750
ENSG00000176973,FAM89B,146,1.18686,148,1.20592,59,-0.6365,36,-1.1044,35,-1.1303
ENSG00000173442,EHBP1L1,146,0.61136,313,2.05641,68,-1.0809,33,-1.7265,82,-0.3421
ENSG00000173327,MAP3K11,146,2.08855,85,1.02291,14,-2.5526,75,0.80086,40,-0.2372
ENSG00000173039,RELA,146,1.79923,151,1.86410,18,-2.4151,39,-0.4812,54,0.01375
ENSG00000172977,KAT5,146,1.92211,74,0.64722,26,-1.5785,43,-0.2486,56,0.18744
ENSG00000172922,RNASEH2C,146,1.35003,133,1.17735,44,-1.0903,60,-0.1803,41,-0.7609
ENSG00000172757,CFL1,146,-2.8382,1110,0.25704,1191,0.88033,658,-0.5822,673,-0.5485
ENSG00000172803,SNX32,146,2.69153,0,-6.0273,33,-0.2403,0,-6.2096,11,-1.7628
ENSG00000172638,EFEMP2,146,1.86410,113,1.35618,14,-2.7410,39,-0.4258,94,1.01962
ENSG00000172500,FIBP,146,0.21684,123,-0.0613,142,0.36092,118,-0.1264,54,-1.3333
ENSG00000175602,CCDC85B,146,-1.8952,344,-0.5988,688,1.35529,394,-0.3835,189,-1.5113
ENSG00000175573,C11orf68,146,1.18184,67,-0.1397,81,0.35212,32,-1.2945,9,-3.1425
ENSG00000175550,DRAP1,146,0.11623,198,0.61865,118,-0.4405,134,-0.0304,161,0.27214
ENSG00000175467,SART1,146,2.22772,79,0.99233,24,-1.4997,27,-0.7729,22,-1.0516
ENSG00000175334,BANF1,146,0.64010,156,0.75392,85,-0.4747,68,-0.6011,101,0.03007
ENSG00000087365,SF3B2,146,0.36949,203,0.93342,105,-0.3269,93,-0.3680,85,-0.5075
ENSG00000175115,PACS1,146,1.34768,32,-1.1670,65,-0.1005,25,-1.4970,76,0.19564
ENSG00000174996,KLC2,146,0.43088,86,-0.4219,135,0.67816,37,-1.7150,68,-0.7975
ENSG00000174903,RAB1B,146,0.08339,201,0.61045,134,-0.1144,114,-0.3143,119,-0.2425
ENSG00000174871,CNIH2,146,-0.2459,43,-2.0943,228,1.21259,86,-1.0790,118,-0.5843
ENSG00000174851,YIF1A,146,1.35066,100,0.67096,27,-2.0781,87,0.42433,133,1.17598
ENSG00000179292,TMEM151A,146,0.73445,39,-1.3644,95,0.03546,94,-0.0009,92,-0.0329
ENSG00000174744,BRMS1,146,2.16352,96,1.29606,23,-1.6118,19,-1.3314,28,-0.7634
ENSG00000174684,B4GAT1,146,-1.5120,96,-2.1408,574,1.88434,90,-2.2305,288,-0.4731
ENSG00000174547,MRPL11,146,2.76981,15,-1.3002,23,-1.0853,15,-1.3218,23,-0.6629
ENSG00000174516,PELI3,146,2.05665,19,-1.3722,49,0.11557,15,-1.7527,0,-7.2556
ENSG00000174165,ZDHHC24,146,2.24665,36,-0.3128,34,-0.6851,26,-0.8084,12,-1.9084
ENSG00000174080,CTSF,146,-0.1705,184,0.20387,144,-0.3725,74,-1.2303,341,1.27604
ENSG00000173992,CCS,146,1.64330,56,-0.0559,45,-0.7258,42,-0.5121,52,-0.1571
ENSG00000239306,RBM14,146,2.51474,3,-3.6717,24,-1.2444,21,-0.9753,59,0.69644
ENSG00000173933,RBM4,146,1.17236,74,0.01098,73,-0.0477,24,-1.7281,56,-0.4354
ENSG00000173898,SPTBN2,146,0.08636,48,-1.6211,197,1.58121,44,-1.7544,23,-2.6883
ENSG00000173599,PC,146,1.63075,27,-1.1948,44,-0.7456,45,-0.4108,82,0.56547
ENSG00000173621,LRFN4,146,1.89567,1,-5.5818,49,-0.1149,34,-0.6214,31,-0.7543
ENSG00000173227,SYT12,146,1.48680,13,-2.3178,77,0.80543,11,-2.5746,5,-3.6949
ENSG00000173120,KDM2A,146,2.71849,10,-1.8408,27,-0.7727,23,-0.6737,6,-2.6343
ENSG00000173020,GRK2,146,0.09985,147,0.10560,157,0.45646,87,-0.7213,75,-0.9407
ENSG00000172932,ANKRD13D,146,1.26270,64,-0.1494,68,-0.0965,37,-1.0048,44,-0.7233
ENSG00000175482,POLD4,146,1.40413,126,1.12528,37,-1.4215,62,-0.0820,66,0.03266
ENSG00000172531,PPP1CA,146,0.32606,181,0.68592,115,-0.1417,108,-0.1754,71,-0.8165
ENSG00000172508,CARNS1,146,0.67831,13,-2.9566,37,-2.2144,401,2.74587,131,0.48839
ENSG00000175634,RPS6KB2,146,2.24246,60,0.52365,24,-1.4934,27,-0.7275,38,-0.1964
ENSG00000172725,CORO1B,146,2.00494,106,1.35792,20,-2.0281,12,-2.0532,70,0.60174
ENSG00000172663,TMEM134,146,2.41795,43,0.09673,19,-1.7674,30,-0.4454,47,0.24431
ENSG00000110711,AIP,146,1.28294,140,1.20573,50,-0.8789,28,-1.4206,59,-0.2736
ENSG00000110697,PITPNM1,146,1.30932,68,-0.0101,69,0.02740,47,-0.5975,10,-2.8952
ENSG00000167797,CDK2AP2,146,1.79901,80,0.66496,22,-2.0566,39,-0.4794,105,1.15840
ENSG00000084207,GSTP1,146,-1.2882,1059,2.11541,176,-1.5989,326,-0.0401,601,0.99512
ENSG00000167792,NDUFV1,146,-0.8921,259,0.00429,297,0.50389,188,-0.5018,244,-0.0905
ENSG00000110057,UNC93B1,146,1.99197,92,1.08960,16,-2.4774,34,-0.5642,86,0.96843
ENSG00000110717,NDUFS8,146,-0.5048,260,0.42675,207,0.10157,125,-0.7553,241,0.30010
ENSG00000110721,CHKA,146,2.09933,0,-6.3225,35,-0.7665,25,-0.9577,69,0.66710
ENSG00000110075,PPP6R3,146,2.40386,40,-0.0286,27,-1.0801,28,-0.6053,16,-1.4003
ENSG00000197345,MRPL21,146,0.89152,116,0.49458,75,-0.4280,55,-0.6993,84,-0.0321
ENSG00000131626,PPFIA1,146,2.23858,37,-0.2597,19,-1.9616,48,0.16613,66,0.69674
ENSG00000085733,CTTN,146,0.81373,102,0.20302,75,-0.5210,84,-0.1202,102,0.19753
ENSG00000162105,SHANK2,146,2.08192,0,-6.3965,51,0.32687,8,-2.6040,9,-2.4922
ENSG00000172893,DHCR7,146,1.56260,63,0.07145,36,-1.2819,49,-0.3116,99,0.84357
ENSG00000137522,RNF121,146,2.38485,20,-1.1278,31,-0.7355,19,-1.1755,25,-0.7393
ENSG00000137497,NUMA1,146,1.01655,103,0.40014,45,-1.4765,59,-0.4869,192,1.52611
ENSG00000149357,LAMTOR1,146,-0.3456,310,0.90283,153,-0.5130,186,0.04010,229,0.38335
ENSG00000110200,ANAPC15,146,1.57474,44,-0.4717,57,-0.1229,42,-0.5349,17,-1.9117
ENSG00000165458,INPPL1,146,2.13724,58,0.39661,14,-2.5845,41,-0.1467,95,1.25674
ENSG00000162129,CLPB,146,2.02260,0,-6.4359,45,-0.1801,48,-0.0112,11,-2.1796
ENSG00000186642,PDE2A,146,0.05595,37,-2.0446,206,1.76483,44,-1.7895,14,-3.4578
ENSG00000186635,ARAP1,146,2.26032,31,-0.5283,22,-1.6708,19,-1.2380,83,1.11832
ENSG00000214530,STARD10,146,2.03265,35,-0.5064,39,-0.5920,42,-0.1859,12,-2.0955
ENSG00000110237,ARHGEF17,146,1.15967,173,1.47151,52,-0.9548,21,-1.8994,67,-0.1726
ENSG00000054965,FAM168A,146,0.82720,0,-7.3263,98,0.32531,57,-0.7212,110,0.34371
ENSG00000021300,PLEKHB1,146,-1.5220,185,-1.1644,189,-1.7613,1419,2.43471,819,1.27953
ENSG00000175582,RAB6A,146,-0.3576,142,-0.4008,231,0.90286,88,-1.1355,116,-0.7218
ENSG00000175581,MRPL48,146,2.59700,16,-1.3010,24,-1.1177,28,-0.4715,24,-0.6684
ENSG00000181924,COA4,146,2.18587,63,0.56998,24,-1.5543,34,-0.4427,39,-0.1995
ENSG00000175575,PAAF1,146,2.09817,16,-1.6112,28,-1.2631,51,0.15804,62,0.46580
ENSG00000214517,PPME1,146,1.10860,14,-2.5837,88,0.50414,23,-1.8308,64,-0.2696
ENSG00000165434,PGM2L1,146,-0.5607,19,-3.5991,332,2.61688,36,-2.6761,14,-3.9810
ENSG00000118363,SPCS2,146,0.32091,79,-0.6575,97,-0.6096,93,-0.4134,277,1.45634
ENSG00000137491,SLCO2B1,146,0.70790,178,1.05804,51,-1.5595,176,1.03577,105,0.15448
ENSG00000137486,ARRB1,146,0.31709,43,-1.6051,136,0.42397,103,-0.2486,113,-0.1047
ENSG00000149273,RPS3,146,-2.2111,1757,1.87642,347,-1.4674,1080,0.93907,863,0.54789
ENSG00000171533,MAP6,146,0.81267,27,-1.8300,116,1.01663,28,-1.7946,28,-1.8023
ENSG00000137492,THAP12,146,2.56977,7,-2.4694,28,-0.7957,22,-0.8724,23,-0.7453
ENSG00000078124,ACER3,146,2.00409,5,-3.3519,25,-1.6426,84,0.92353,77,0.77694
ENSG00000149269,PAK1,146,-0.0179,6,-4.5762,215,1.73245,51,-1.6304,53,-1.5802
ENSG00000074201,CLNS1A,146,1.12113,25,-1.6866,57,-0.7751,42,-0.9178,181,1.52595
ENSG00000048649,RSF1,146,0.72848,67,-0.5410,76,-0.6212,125,0.46206,131,0.54336
ENSG00000151366,NDUFC2,146,-0.7679,169,-0.5399,284,0.65093,151,-0.7223,256,0.11924
ENSG00000149256,TENM4,146,2.67867,0,-5.4605,25,-0.9682,5,-2.9384,48,0.46018
ENSG00000182103,FAM181B,146,1.96033,0,-6.3904,19,-2.1389,36,-0.4902,165,2.22277
ENSG00000137509,PRCP,146,1.60984,82,0.55414,29,-1.7283,59,0.00480,97,0.84550
ENSG00000137502,RAB30,146,2.23197,22,-1.0684,26,-1.3010,50,0.20739,44,-0.0001
ENSG00000137500,CCDC90B,146,2.05685,40,-0.2516,32,-1.0700,52,0.15354,29,-0.7863
ENSG00000150672,DLG2,146,0.63118,16,-2.7469,117,0.55205,56,-0.9204,100,-0.0077
ENSG00000171204,TMEM126B,146,1.56640,33,-0.9293,56,-0.2204,27,-1.2443,54,-0.1613
ENSG00000171202,TMEM126A,146,1.91585,45,-0.1715,47,-0.1872,22,-1.2999,3,-3.9592
ENSG00000137504,CREBZF,146,2.84532,15,-1.2819,25,-0.8845,11,-1.7182,11,-1.6794
ENSG00000137501,SYTL2,146,2.38780,0,-6.2035,34,-0.5403,37,-0.1426,14,-1.6272
ENSG00000073921,PICALM,146,0.50027,181,0.86780,79,-0.8730,131,0.30979,121,0.18225
ENSG00000149196,HIKESHI,146,1.84570,15,-1.8753,56,0.26122,23,-1.2791,3,-3.8889
ENSG00000151376,ME3,146,1.89211,23,-1.2308,52,0.04326,6,-3.1772,25,-1.0771
ENSG00000168959,GRM5,146,1.72740,1,-5.3378,63,0.45840,6,-3.1659,29,-1.0105
ENSG00000165323,FAT3,146,2.47871,3,-3.6452,36,-0.2745,8,-2.4050,17,-1.3033
ENSG00000166012,TAF1D,146,0.98058,54,-0.6544,71,-0.4190,74,-0.1575,107,0.43565
ENSG00000166025,AMOTL1,146,1.49050,190,2.02780,34,-1.4946,37,-0.8254,16,-2.0521
ENSG00000150316,CWC15,146,1.01652,93,0.23021,71,-0.3800,26,-1.7347,104,0.43036
ENSG00000263465,SRSF8,146,1.26160,74,0.08121,70,-0.0065,56,-0.3597,5,-3.7185
ENSG00000149218,ENDOD1,146,0.92649,159,1.07370,40,-1.8176,91,0.12911,166,1.15447
ENSG00000149212,SESN3,146,0.84840,32,-1.5554,91,0.10181,37,-1.3461,124,0.56123
ENSG00000087053,MTMR2,146,2.93277,20,-0.7760,24,-0.8932,12,-1.5775,0,-6.7569
ENSG00000149231,CCDC82,146,2.41222,14,-1.6535,28,-0.9896,39,-0.0593,25,-0.7582
ENSG00000149972,CNTN5,146,2.37934,0,-6.2092,44,0.27356,0,-7.9339,0,-5.9807
ENSG00000110318,CEP126,146,2.24504,8,-2.5799,43,-0.0399,5,-3.2673,18,-1.3767
ENSG00000110330,BIRC2,146,1.87677,43,-0.2773,35,-1.0453,25,-1.0919,74,0.59989
ENSG00000152558,TMEM123,146,1.69583,86,0.71249,14,-2.8991,32,-0.8782,170,2.00804
ENSG00000137692,DCUN1D5,146,2.26980,37,-0.2141,34,-0.6685,4,-3.4370,29,-0.6246
ENSG00000152578,GRIA4,146,1.15559,10,-3.0441,97,1.03879,16,-2.2797,15,-2.4463
ENSG00000149313,AASDHPPT,146,0.99040,8,-3.4669,105,1.01543,32,-1.4383,21,-2.0485
ENSG00000152402,GUCY1A2,146,2.45983,0,-6.1607,39,-0.0720,16,-1.3539,0,-7.0185
ENSG00000152404,CWF19L2,146,1.91382,39,-0.3889,27,-1.5584,73,0.61625,61,0.30686
ENSG00000110675,ELMOD1,146,1.13774,0,-6.7492,106,1.49823,2,-5.2828,0,-7.6647
ENSG00000166266,CUL5,146,2.31424,0,-6.1111,34,-0.5936,18,-1.2756,43,0.02281
ENSG00000075239,ACAT1,146,1.47648,72,0.22040,48,-0.7374,45,-0.5133,60,-0.0792
ENSG00000185742,C11orf87,146,1.85406,27,-1.0388,57,0.35090,7,-2.9305,0,-7.3867
ENSG00000137710,RDX,146,0.45135,83,-0.4589,40,-2.2898,275,1.59271,295,1.73128
ENSG00000170145,SIK2,146,2.31932,6,-2.8292,35,-0.5130,11,-1.9519,38,-0.1651
ENSG00000137720,C11orf1,146,2.33293,16,-1.4487,32,-0.7244,42,0.02407,10,-2.2090
ENSG00000109846,CRYAB,146,-2.0516,588,0.08960,202,-2.3093,1855,2.23162,1415,1.65194
ENSG00000170276,HSPB2,146,1.84132,189,2.41314,17,-2.5071,41,-0.3687,10,-2.4445
ENSG00000150764,DIXDC1,146,1.70153,48,-0.2488,37,-1.1167,50,-0.1808,76,0.50648
ENSG00000150768,DLAT,146,2.05772,33,-0.5522,38,-0.6071,20,-1.3155,34,-0.5115
ENSG00000150776,NKAPD1,146,2.64238,21,-0.8949,21,-1.3838,14,-1.4892,44,0.28516
ENSG00000150779,TIMM8B,146,0.52674,79,-0.4702,105,-0.0471,52,-1.1239,156,0.63883
ENSG00000204370,SDHD,146,2.24595,17,-1.4115,35,-0.5988,38,-0.1884,12,-1.9241
ENSG00000150787,PTS,146,1.74013,8,-2.7655,55,-0.0061,28,-1.0213,37,-0.6272
ENSG00000250303,LINC02762,146,2.72646,21,-0.8495,27,-0.7229,2,-3.8271,13,-1.4866
ENSG00000149294,NCAM1,146,-1.1825,40,-3.0876,341,0.30845,324,0.06237,591,1.09139
ENSG00000109906,ZBTB16,146,0.95080,109,0.43829,55,-1.1047,123,0.65151,97,0.24288
ENSG00000076043,REXO2,146,2.48000,56,0.58979,23,-1.3253,9,-2.1284,25,-0.7273
ENSG00000182985,CADM1,146,0.82357,41,-1.1940,80,-0.3526,37,-1.3854,183,1.22987
ENSG00000109917,ZPR1,146,1.78642,30,-0.9038,40,-0.8291,23,-1.3036,85,0.76182
ENSG00000160584,SIK3,146,1.05163,29,-1.5410,68,-0.4533,108,0.51839,88,0.17844
ENSG00000168092,PAFAH1B2,146,0.12273,36,-2.0373,167,0.78165,130,-0.0686,75,-0.9259
ENSG00000149577,SIDT2,146,2.63016,16,-1.2363,29,-0.7081,11,-1.8504,15,-1.3614
ENSG00000149591,TAGLN,146,-2.6570,7244,7.53691,11,-7.3783,0,-10.727,108,-3.1034
ENSG00000160613,PCSK7,146,2.21951,32,-0.5029,33,-0.8240,45,0.04069,9,-2.3961
