Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2to3,Feature log2 fold change topic 2to3,Feature count topic 4,Feature log2 fold change topic 4,Feature count topic 5,Feature log2 fold change topic 5,Feature count topic 6,Feature log2 fold change topic 6,Feature count topic 7to9,Feature log2 fold change topic 7to9
ENSG00000104613,INTS10,46,0.23306,53,0.54362,49,0.31650,24,-0.7751,35,-0.2203,33,-0.3752
ENSG00000147416,ATP6V1B2,364,-0.0032,734,1.50060,204,-0.9168,119,-1.7290,307,-0.2775,274,-0.5837
ENSG00000061337,LZTS1,55,-0.2208,84,0.55960,51,-0.3188,47,-0.4470,53,-0.2671,63,0.02789
ENSG00000168546,GFRA2,28,-0.1015,70,1.88636,7,-2.1141,11,-1.5402,31,0.04898,18,-1.0164
ENSG00000130227,XPO7,48,-0.0642,68,0.60369,67,0.50064,24,-1.1263,32,-0.6709,47,-0.1325
ENSG00000158806,NPM2,58,0.03771,47,-0.3234,47,-0.3134,41,-0.5153,64,0.19511,69,0.43538
ENSG00000158856,DMTN,329,-0.3253,452,0.21500,466,0.23663,286,-0.5460,309,-0.4222,445,0.21786
ENSG00000158863,FAM160B2,25,0.21366,25,0.29766,40,1.02101,15,-0.6125,25,0.22876,13,-0.9306
ENSG00000275074,NUDT18,11,-0.7959,30,0.85357,26,0.50167,11,-0.8628,3,-2.6912,21,0.16165
ENSG00000168481,LGI3,149,0.82164,113,0.40889,118,0.41972,61,-0.6484,79,-0.2364,63,-0.7350
ENSG00000168490,PHYHIP,753,0.31346,862,0.63819,514,-0.3084,295,-1.1671,603,-0.0509,571,-0.1837
ENSG00000120910,PPP3CC,25,0.72127,23,0.71104,18,0.22885,3,-2.4674,19,0.28116,11,-0.7536
ENSG00000120896,SORBS3,20,0.09944,8,-1.3646,41,1.35447,34,0.99169,17,-0.1757,13,-0.6543
ENSG00000120913,PDLIM2,26,0.48697,10,-1.0703,45,1.45267,28,0.61482,24,0.35861,10,-1.2127
ENSG00000158941,CCAR2,78,0.58021,68,0.40479,51,-0.1262,45,-0.3036,49,-0.1769,45,-0.4071
ENSG00000179388,EGR3,57,0.60175,67,1.06531,5,-3.0180,19,-1.1613,54,0.51456,29,-0.6101
ENSG00000008853,RHOBTB2,73,0.70728,54,0.26130,14,-1.8921,31,-0.6828,54,0.21077,49,0.07006
ENSG00000147457,CHMP7,54,0.31632,60,0.58361,45,0.02516,26,-0.8323,43,-0.0387,37,-0.3727
ENSG00000104679,R3HCC1,52,0.21622,62,0.58091,39,-0.2505,44,-0.0560,25,-0.9408,42,-0.1527
ENSG00000197217,ENTPD4,64,0.91862,63,1.08985,17,-1.2126,21,-0.9007,33,-0.1893,24,-0.8429
ENSG00000272163,AF106564.1,50,1.86165,12,-0.6044,6,-1.6414,5,-1.8564,19,0.17736,17,0.00232
ENSG00000104722,NEFM,617,1.12378,563,1.16635,45,-2.9769,91,-1.9290,312,-0.0439,230,-0.6656
ENSG00000277586,NEFL,1018,0.34163,1509,1.25350,237,-1.9249,362,-1.2873,845,0.03360,655,-0.4787
ENSG00000221914,PPP2R2A,49,0.11691,67,0.74794,44,-0.0419,30,-0.6536,19,-1.3147,45,-0.0435
ENSG00000104765,BNIP3L,133,0.14482,148,0.36328,148,0.31839,83,-0.6017,103,-0.2741,112,-0.1868
ENSG00000240694,PNMA2,355,0.37398,374,0.54290,207,-0.4948,150,-0.9926,245,-0.2310,280,-0.0227
ENSG00000092964,DPYSL2,788,-0.1480,1115,0.49329,1141,0.45991,720,-0.2923,532,-0.7660,788,-0.1949
ENSG00000015592,STMN4,339,0.56606,285,0.31823,296,0.33928,172,-0.5373,178,-0.4825,205,-0.3396
ENSG00000120899,PTK2B,218,0.59038,278,1.24351,110,-0.5181,69,-1.2335,149,-0.0429,91,-1.0078
ENSG00000120885,CLU,1901,-0.0782,1802,-0.1866,3586,0.99699,1933,-0.0507,1534,-0.4201,1800,-0.2177
ENSG00000168077,SCARA3,26,0.26822,11,-1.1097,49,1.39545,21,-0.0304,23,0.08635,18,-0.3728
ENSG00000147419,CCDC25,56,0.05352,54,-0.0279,79,0.60815,36,-0.6424,38,-0.5862,58,0.14003
ENSG00000134014,ELP3,43,0.34306,36,0.03866,38,0.11692,25,-0.5119,33,-0.0935,35,-0.0124
ENSG00000104290,FZD3,122,0.98006,84,0.39232,74,0.11705,18,-2.0559,43,-0.7388,64,-0.1460
ENSG00000012232,EXTL3,166,1.52387,83,0.32990,50,-0.5076,41,-0.8191,67,-0.0609,45,-0.8481
ENSG00000133872,SARAF,795,0.29319,1071,0.96428,513,-0.4141,321,-1.1415,645,-0.0483,522,-0.4939
ENSG00000104660,LEPROTL1,41,1.27342,29,0.75974,18,-0.0899,21,0.08577,20,0.05189,6,-2.0918
ENSG00000104671,DCTN6,70,0.20321,66,0.13493,57,-0.1256,55,-0.1775,72,0.24306,56,-0.1937
ENSG00000104687,GSR,83,0.55133,69,0.27859,29,-1.1111,27,-1.2081,60,0.03120,66,0.22296
ENSG00000104695,PPP2CB,257,-0.2818,383,0.42783,244,-0.3602,247,-0.3425,290,-0.0849,317,0.07658
ENSG00000133878,DUSP26,111,0.71916,66,-0.1500,50,-0.5849,47,-0.6791,77,0.10832,77,0.14787
ENSG00000156687,UNC5D,46,1.33853,25,0.29765,16,-0.4477,6,-1.8213,30,0.56360,14,-0.7772
ENSG00000183779,ZNF703,22,-0.4913,33,0.13949,31,0.03335,25,-0.3167,32,0.05414,33,0.16657
ENSG00000147471,PLPBP,30,-0.0381,46,0.80810,17,-0.9294,26,-0.2475,35,0.22297,25,-0.4068
ENSG00000104221,BRF2,22,0.52285,19,0.34556,17,0.11976,4,-1.9616,25,0.77347,12,-0.5492
ENSG00000129691,ASH2L,37,0.22348,45,0.61933,37,0.19585,21,-0.6493,32,-0.0115,25,-0.5222
ENSG00000175324,LSM1,29,-0.1029,32,0.08026,24,-0.3488,19,-0.7558,36,0.26857,34,0.26045
ENSG00000156735,BAG4,65,-0.7345,153,0.76914,81,-0.4021,50,-1.1491,84,-0.3376,116,0.24986
ENSG00000085788,DDHD2,79,0.18834,94,0.57141,74,0.09389,51,-0.5117,46,-0.6550,64,-0.1851
ENSG00000147548,NSD3,67,-0.0938,100,0.67092,71,0.01537,49,-0.5739,46,-0.6768,68,-0.0852
ENSG00000077782,FGFR1,25,-0.4217,30,-0.1692,70,1.28286,29,-0.2170,28,-0.2706,29,-0.3069
ENSG00000147526,TACC1,133,-0.1606,185,0.44402,182,0.35230,107,-0.4980,130,-0.1966,133,-0.2069
ENSG00000169499,PLEKHA2,65,0.95211,52,0.68435,9,-2.1169,17,-1.1569,81,1.35954,18,-1.3221
ENSG00000169490,TM2D2,46,0.21263,59,0.71350,38,-0.0959,26,-0.7162,36,-0.2051,34,-0.3539
ENSG00000147533,GOLGA7,43,-0.5297,59,-0.0221,130,1.34489,66,0.17212,54,-0.1466,42,-0.7041
ENSG00000158669,GPAT4,53,0.26033,67,0.76514,69,0.69435,15,-1.7010,41,-0.1500,32,-0.6915
ENSG00000083168,KAT6A,27,0.48279,29,0.67451,20,0.01935,15,-0.4110,17,-0.3108,15,-0.5989
ENSG00000070718,AP3M2,95,0.25124,143,1.14795,49,-0.8039,57,-0.5716,69,-0.2699,60,-0.6277
ENSG00000070501,POLB,30,0.46973,26,0.31517,32,0.60608,14,-0.6827,28,0.33953,15,-0.8132
ENSG00000078668,VDAC3,198,0.52958,219,0.83528,97,-0.6191,73,-1.0531,124,-0.2367,122,-0.3517
ENSG00000168575,SLC20A2,47,0.68260,39,0.44009,46,0.63259,27,-0.2276,19,-0.7702,21,-0.7720
ENSG00000176209,SMIM19,67,0.95083,30,-0.4200,47,0.32640,21,-0.8990,41,0.12028,36,-0.1442
ENSG00000120925,RNF170,34,0.60794,26,0.20194,32,0.50678,18,-0.3912,26,0.19478,16,-0.7462
ENSG00000168172,HOOK3,48,0.74389,16,-1.0772,70,1.44959,16,-1.0295,20,-0.6239,29,-0.0848
ENSG00000168522,FNTA,33,-0.0811,36,0.06651,76,1.33732,39,0.16596,18,-1.0397,25,-0.6339
ENSG00000165102,HGSNAT,37,0.68530,35,0.67812,26,0.06383,13,-0.9695,37,0.65682,13,-1.2002
ENSG00000164808,SPIDR,37,0.53097,35,0.49936,11,-1.3470,19,-0.5384,30,0.20642,24,-0.1732
ENSG00000221869,CEBPD,64,1.03786,27,-0.4304,44,0.39825,24,-0.5602,32,-0.1073,31,-0.2411
ENSG00000253729,PRKDC,53,-0.0891,63,0.21587,63,0.16734,23,-1.3793,48,-0.2592,65,0.30709
ENSG00000104738,MCM4,30,0.77983,23,0.36456,4,-2.4030,6,-1.6609,20,0.10621,21,0.26100
ENSG00000169139,UBE2V2,146,-0.3073,232,0.51582,149,-0.2856,99,-0.9197,118,-0.6419,207,0.34900
ENSG00000168300,PCMTD1,23,-0.0526,27,0.26369,31,0.46232,13,-0.8870,21,-0.1882,23,-0.0351
ENSG00000023287,RB1CC1,59,-0.6325,90,0.02261,106,0.29185,102,0.22614,84,-0.0925,89,0.01229
ENSG00000082556,OPRK1,53,1.87275,35,1.31013,7,-1.5108,3,-2.5837,19,0.09881,5,-2.3240
ENSG00000047249,ATP6V1H,634,1.45557,392,0.69593,104,-1.5105,77,-1.9466,350,0.39527,176,-0.8797
ENSG00000147509,RGS20,24,0.66010,12,-0.5012,20,0.41997,9,-0.9249,25,0.74176,14,-0.2976
ENSG00000187735,TCEA1,51,0.34102,42,0.01514,52,0.39400,43,0.05331,27,-0.6870,38,-0.1453
ENSG00000120992,LYPLA1,32,0.78558,14,-0.6048,4,-2.2337,16,-0.4058,29,0.57271,24,0.38913
ENSG00000137547,MRPL15,75,0.67577,70,0.65235,30,-0.8010,35,-0.5781,42,-0.2764,43,-0.3205
ENSG00000206579,XKR4,27,-0.1662,33,0.23628,39,0.44945,20,-0.6141,21,-0.5550,31,0.09578
ENSG00000167904,TMEM68,24,0.42215,25,0.61611,27,0.60339,11,-0.8515,8,-1.2038,15,-0.3904
ENSG00000008988,RPS20,273,-0.3374,212,-0.8106,497,0.64702,567,0.87733,237,-0.5605,345,0.05160
ENSG00000170791,CHCHD7,37,0.27777,37,0.33933,29,-0.1319,21,-0.6425,39,0.35859,27,-0.3041
ENSG00000170786,SDR16C5,35,0.85390,25,0.36576,7,-1.6448,4,-2.4893,18,-0.2643,25,0.36764
ENSG00000104331,IMPAD1,70,-0.4315,130,0.68224,120,0.42896,47,-1.0370,46,-1.0664,95,0.06261
ENSG00000169122,FAM110B,47,-0.2608,50,-0.1622,114,1.24992,65,0.27474,23,-1.3105,48,-0.2662
ENSG00000215114,UBXN2B,36,-0.4262,57,0.36806,59,0.38836,26,-0.9278,40,-0.2346,49,0.08905
ENSG00000137575,SDCBP,191,0.53796,194,0.66695,97,-0.5636,64,-1.1962,165,0.29211,112,-0.4212
ENSG00000104388,RAB2A,242,-0.0106,361,0.78250,184,-0.4461,134,-0.9352,228,-0.1030,227,-0.1512
ENSG00000177182,CLVS1,28,0.62584,32,1.02376,18,-0.1050,13,-0.5416,13,-0.5337,12,-0.9275
ENSG00000198363,ASPH,93,0.17251,135,0.96094,97,0.23883,47,-0.8975,48,-0.8794,66,-0.4786
ENSG00000274956,NKAIN3-IT1,23,-0.4150,21,-0.6494,45,0.65106,40,0.47241,25,-0.2770,32,0.13732
ENSG00000185728,YTHDF3,52,0.03964,75,0.79807,53,0.09231,32,-0.7157,42,-0.2953,41,-0.4095
ENSG00000104442,ARMC1,39,0.15042,42,0.32467,31,-0.1974,30,-0.2857,32,-0.1591,34,-0.0698
ENSG00000169085,VXN,164,-0.0716,252,0.76559,155,-0.1619,134,-0.3859,136,-0.3605,149,-0.2900
ENSG00000175073,VCPIP1,28,-0.2538,52,0.91116,33,0.01666,20,-0.7925,30,-0.1487,27,-0.4006
ENSG00000245910,SNHG6,308,0.30308,132,-1.1441,320,0.36815,466,1.01855,188,-0.4896,253,-0.0270
ENSG00000121022,COPS5,74,0.43546,81,0.70045,48,-0.2807,37,-0.6626,57,0.00746,44,-0.5073
ENSG00000066777,ARFGEF1,19,-0.4076,32,0.54772,36,0.64365,15,-0.7695,21,-0.2134,21,-0.2899
ENSG00000046889,PREX2,8,-1.6482,11,-1.2931,57,1.48510,23,-0.0701,27,0.16113,27,0.22590
ENSG00000140396,NCOA2,39,0.21252,31,-0.1716,33,-0.0625,14,-1.4220,22,-0.6721,46,0.69256
ENSG00000067167,TRAM1,22,0.17939,20,0.04812,28,0.55011,22,0.15797,13,-0.5913,17,-0.2621
ENSG00000147601,TERF1,50,1.04239,38,0.68276,19,-0.5372,18,-0.6331,14,-0.9437,21,-0.4649
ENSG00000147604,RPL7,358,-0.3614,315,-0.6269,759,0.88651,575,0.40720,319,-0.5416,466,0.08287
ENSG00000040341,STAU2,97,0.09767,97,0.10338,53,-0.8457,52,-0.8723,73,-0.3577,118,0.58954
ENSG00000104343,UBE2W,46,-0.4572,72,0.28775,41,-0.6464,34,-0.9377,37,-0.8155,85,0.74795
ENSG00000154582,ELOC,140,0.37497,93,-0.3400,90,-0.3531,99,-0.1923,110,-0.0195,127,0.28655
ENSG00000175606,TMEM70,56,0.22204,77,0.91024,23,-1.1523,24,-1.0915,43,-0.1901,46,-0.1141
ENSG00000104381,GDAP1,59,-0.2970,122,1.11107,49,-0.5898,41,-0.8513,76,0.11203,57,-0.4678
ENSG00000164751,PEX2,14,-0.5548,24,0.26650,26,0.35097,23,0.14764,22,0.11800,18,-0.3112
ENSG00000171033,PKIA,128,-0.4558,219,0.48400,203,0.28587,130,-0.4305,100,-0.8397,178,0.09781
ENSG00000104427,ZC2HC1A,32,0.50657,25,0.09416,15,-0.6483,20,-0.2250,25,0.11612,23,-0.0498
ENSG00000104435,STMN2,635,-0.4697,1479,1.13659,545,-0.7067,475,-0.9187,640,-0.4572,804,-0.1221
ENSG00000164683,HEY1,53,0.51465,65,1.03489,23,-0.8348,13,-1.6536,43,0.18813,29,-0.5783
ENSG00000147586,MRPS28,40,0.35185,34,0.10251,25,-0.3895,31,-0.0451,46,0.59095,26,-0.4053
ENSG00000076554,TPD52,77,-0.3702,150,0.85964,90,-0.1391,62,-0.7058,75,-0.4171,91,-0.1430
ENSG00000164684,ZNF704,30,0.53669,8,-1.6098,40,1.03182,37,0.91924,20,-0.1264,17,-0.4835
ENSG00000164687,FABP5,62,-0.7533,134,0.55231,96,-0.0775,106,0.08125,48,-1.1691,109,0.17197
ENSG00000147588,PMP2,70,-0.5340,48,-1.2227,161,0.81503,155,0.75509,96,-0.0497,103,0.10201
ENSG00000133731,IMPA1,16,-1.0661,50,0.89401,24,-0.4600,27,-0.2764,14,-1.2146,35,0.22531
ENSG00000104231,ZFAND1,31,0.08687,32,0.19199,39,0.48961,27,-0.1377,26,-0.2110,25,-0.3062
ENSG00000184672,RALYL,37,-0.6194,76,0.63061,50,-0.1541,32,-0.8560,40,-0.4891,61,0.23658
ENSG00000176731,RBIS,72,0.08753,62,-0.1822,39,-0.8676,57,-0.3076,95,0.53647,77,0.24630
ENSG00000104267,CA2,14,-1.0513,4,-2.9028,128,2.92487,39,0.51289,25,-0.2054,14,-1.2859
ENSG00000123124,WWP1,36,0.42332,32,0.26869,24,-0.1985,19,-0.5693,27,-0.0180,26,-0.1236
ENSG00000176623,RMDN1,14,-0.4711,7,-1.6500,53,1.75405,35,0.96235,20,0.00263,13,-0.7423
ENSG00000085719,CPNE3,20,-0.4724,30,0.20424,46,0.87903,40,0.61660,19,-0.5444,20,-0.6392
ENSG00000156103,MMP16,9,-1.2737,37,1.06226,25,0.19123,11,-1.0144,10,-1.1228,22,0.04121
ENSG00000164823,OSGIN2,28,0.77812,18,0.03192,21,0.25891,7,-1.3003,32,0.97623,12,-0.8124
ENSG00000104320,NBN,41,0.95474,34,0.76824,14,-0.7810,15,-0.6625,22,-0.0472,16,-0.7536
ENSG00000104325,DECR1,32,0.53238,13,-1.0133,22,-0.0523,22,-0.0987,35,0.67705,24,0.07018
ENSG00000104327,CALB1,134,2.74080,30,-0.1425,5,-2.5893,5,-2.6445,64,1.16545,7,-2.5186
ENSG00000123119,NECAB1,202,-0.3204,424,1.10885,131,-0.9925,125,-1.0693,182,-0.4894,245,-0.0174
ENSG00000155099,PIP4P2,51,0.36931,45,0.15732,22,-0.9288,21,-1.0222,32,-0.3898,51,0.49076
ENSG00000253738,OTUD6B-AS1,97,0.94437,54,-0.0524,50,-0.1528,40,-0.5180,67,0.31152,45,-0.4025
ENSG00000155100,OTUD6B,22,0.28756,22,0.39274,20,0.14451,12,-0.6651,13,-0.5208,17,-0.0859
ENSG00000079102,RUNX1T1,14,-1.2160,45,0.77677,31,0.03778,16,-0.9924,14,-1.2008,36,0.39030
ENSG00000205133,TRIQK,55,1.05682,22,-0.5393,31,0.08210,9,-1.7381,20,-0.5665,35,0.40615
ENSG00000188343,FAM92A,37,0.37637,32,0.14499,14,-1.1788,25,-0.2645,44,0.67433,27,-0.1716
ENSG00000164951,PDP1,65,-0.7744,216,1.50292,78,-0.5008,40,-1.5003,76,-0.5321,90,-0.3524
ENSG00000156170,NDUFAF6,21,0.26783,27,0.76799,10,-0.9559,28,0.73312,20,0.17494,10,-1.1330
ENSG00000156467,UQCRB,716,0.09882,586,-0.2536,699,0.06024,817,0.31647,705,0.07240,652,-0.0711
ENSG00000156471,PTDSS1,87,0.58187,96,0.91134,42,-0.5980,30,-1.1251,55,-0.1537,48,-0.4988
ENSG00000169439,SDC2,33,0.41675,14,-1.0659,73,1.84906,26,0.00305,26,-0.0048,16,-0.9614
ENSG00000180543,TSPYL5,62,0.53427,69,0.85117,41,-0.1468,22,-1.1311,30,-0.6413,37,-0.3843
ENSG00000147649,MTDH,66,-0.2779,102,0.51895,86,0.14795,42,-0.9876,70,-0.1731,79,0.01277
ENSG00000104341,LAPTM4B,108,1.37654,17,-1.7826,44,-0.1577,22,-1.2025,63,0.41367,56,0.31376
ENSG00000156482,RPL30,473,-0.1975,290,-1.0616,800,0.67144,1049,1.15512,528,-0.0228,462,-0.3060
ENSG00000132541,RIDA,48,0.17245,29,-0.6962,41,-0.0715,59,0.52314,33,-0.4304,49,0.31299
ENSG00000104361,NIPAL2,15,-0.5373,46,1.61532,5,-2.0397,6,-1.9477,12,-0.9109,21,-0.0171
ENSG00000253948,VPS13B-DT,23,-0.3778,24,-0.3561,16,-0.9345,37,0.41478,54,1.06086,28,-0.0960
ENSG00000164919,COX6C,1042,0.14551,860,-0.1871,559,-0.8416,829,-0.2243,1256,0.45682,1057,0.22981
ENSG00000147669,POLR2K,97,-0.0172,96,-0.0344,65,-0.6322,82,-0.2752,74,-0.4397,123,0.53024
ENSG00000034677,RNF19A,32,0.08813,46,0.78049,27,-0.1798,13,-1.3339,40,0.42299,24,-0.4840
ENSG00000186106,ANKRD46,79,0.38441,98,0.90679,46,-0.4626,44,-0.5479,65,0.06365,43,-0.7154
ENSG00000070756,PABPC1,141,0.05977,111,-0.3611,256,1.08036,144,0.09863,138,0.03098,107,-0.4909
ENSG00000164924,YWHAZ,2401,0.73884,2077,0.57620,1031,-0.6420,855,-0.9312,1154,-0.4661,1437,-0.1542
ENSG00000261087,AP003469.4,28,0.44249,25,0.30990,16,-0.4160,18,-0.2806,13,-0.7829,22,0.08507
ENSG00000120963,ZNF706,154,0.80853,126,0.54914,60,-0.7121,60,-0.7162,104,0.15737,74,-0.4967
ENSG00000104490,NCALD,180,-0.7709,292,-0.0093,394,0.48632,205,-0.5698,126,-1.3109,384,0.62859
ENSG00000048392,RRM2B,38,0.34806,42,0.59720,19,-0.7528,25,-0.3465,31,0.02836,27,-0.2965
ENSG00000104517,UBR5,41,0.77483,31,0.33973,16,-0.7538,14,-0.9187,34,0.46588,22,-0.3626
ENSG00000155090,KLF10,28,0.39996,31,0.65491,22,-0.0081,7,-1.8172,14,-0.7406,22,0.00251
ENSG00000155096,AZIN1,133,-0.4515,269,0.84185,145,-0.3063,103,-0.8421,146,-0.2981,173,-0.0326
ENSG00000155097,ATP6V1C1,139,-0.5015,343,1.22683,98,-1.0426,96,-1.0665,160,-0.2770,177,-0.1470
ENSG00000164929,BAALC,148,-0.6898,179,-0.4444,266,0.24255,250,0.13841,203,-0.2014,280,0.45538
ENSG00000164933,SLC25A32,44,1.07274,24,0.06481,12,-0.9990,9,-1.3770,20,-0.2417,25,0.17833
ENSG00000176406,RIMS2,59,0.14896,56,0.04859,63,0.24068,42,-0.3813,42,-0.4167,57,0.09614
ENSG00000147650,LRP12,35,0.53289,56,1.70316,10,-1.3400,13,-1.0562,9,-1.5631,17,-0.8213
ENSG00000164830,OXR1,239,0.89637,194,0.62643,89,-0.7185,64,-1.2159,139,-0.0144,115,-0.4102
ENSG00000147655,RSPO2,76,3.01694,15,-0.1556,4,-2.0894,1,-3.8214,19,0.21620,6,-1.7573
ENSG00000104408,EIF3E,78,0.47138,53,-0.1777,54,-0.1420,64,0.14331,70,0.27827,52,-0.2504
ENSG00000104412,EMC2,36,-0.1033,36,-0.1000,48,0.37772,29,-0.4225,25,-0.6265,44,0.32658
ENSG00000120533,ENY2,75,0.32576,75,0.37123,59,-0.0772,36,-0.8564,50,-0.3290,62,0.00238
ENSG00000147654,EBAG9,38,1.09311,20,0.04642,16,-0.2918,13,-0.6061,20,0.04022,17,-0.3682
ENSG00000147642,SYBU,170,1.06475,140,0.86452,43,-1.1655,48,-1.0055,73,-0.3474,68,-0.5874
ENSG00000164794,KCNV1,112,0.81511,140,1.52223,6,-3.4791,18,-2.0373,57,-0.3039,49,-0.6917
ENSG00000147677,EIF3H,525,1.77670,147,-0.4971,55,-1.9237,95,-1.1241,487,1.62403,97,-1.3130
ENSG00000164754,RAD21,78,0.24109,74,0.16495,61,-0.1540,59,-0.2191,57,-0.2845,69,0.02778
ENSG00000177570,SAMD12,44,-0.5646,80,0.46175,32,-1.0596,28,-1.2507,59,-0.0949,80,0.58417
ENSG00000147676,MAL2,132,0.23828,195,1.10810,70,-0.7636,46,-1.3904,100,-0.2099,95,-0.3716
ENSG00000136999,CCN3,11,-1.7609,82,1.81669,15,-1.3051,19,-1.0088,19,-1.0053,32,-0.2392
ENSG00000136960,ENPP2,20,-0.6766,12,-1.5377,125,2.73201,79,1.68695,6,-2.4521,6,-2.6270
ENSG00000172172,MRPL13,39,0.77252,23,-0.1368,28,0.18999,24,-0.0484,19,-0.4412,22,-0.2165
ENSG00000136986,DERL1,71,0.91157,62,0.81994,34,-0.2882,20,-1.0914,46,0.18743,25,-0.9867
ENSG00000165156,ZHX1,55,0.74105,38,0.13070,42,0.30547,18,-1.0452,30,-0.2498,32,-0.2027
ENSG00000156804,FBXO32,30,0.78827,25,0.56336,20,0.13649,15,-0.3256,20,0.15564,10,-1.0744
ENSG00000176853,FAM91A1,23,0.14274,28,0.51878,37,0.93172,10,-1.1392,16,-0.4691,17,-0.5148
ENSG00000164983,TMEM65,36,-0.3686,42,-0.1711,43,-0.0916,36,-0.3681,35,-0.4124,60,0.59452
ENSG00000170881,RNF139,31,0.33383,39,0.84966,15,-0.8086,10,-1.3636,21,-0.3172,24,-0.0881
ENSG00000147684,NDUFB9,350,-0.1460,308,-0.3892,285,-0.4721,484,0.38580,452,0.27336,419,0.20184
ENSG00000170873,MTSS1,19,-0.2754,7,-1.7751,32,0.58363,32,0.58479,31,0.53323,24,0.17314
ENSG00000104549,SQLE,55,0.74869,55,0.91926,16,-1.2080,16,-1.2198,22,-0.7079,32,-0.2067
ENSG00000164961,WASHC5,16,-0.2334,29,0.89832,15,-0.2742,24,0.42623,12,-0.6884,13,-0.6086
ENSG00000153310,FAM49B,73,0.66582,58,0.31391,37,-0.4466,36,-0.4885,58,0.25755,41,-0.3869
ENSG00000153317,ASAP1,55,-0.3201,98,0.72969,45,-0.6457,32,-1.1650,47,-0.5620,77,0.31006
ENSG00000132294,EFR3A,146,0.19177,186,0.70169,104,-0.3551,91,-0.5732,110,-0.2731,116,-0.2393
ENSG00000184156,KCNQ3,88,-0.0597,115,0.43993,94,0.04860,58,-0.7143,62,-0.6047,97,0.12186
ENSG00000129292,PHF20L1,47,0.82895,41,0.68143,10,-1.5611,17,-0.8218,21,-0.4760,27,-0.1212
ENSG00000104419,NDRG1,35,-0.9837,36,-1.0499,202,2.01050,166,1.60187,21,-1.7362,34,-1.2559
ENSG00000131773,KHDRBS3,102,0.02444,93,-0.1483,70,-0.5750,56,-0.9265,61,-0.7745,143,0.85582
ENSG00000167632,TRAPPC9,52,0.35887,54,0.49077,34,-0.3337,40,-0.0476,39,-0.1102,34,-0.4096
ENSG00000282164,PEG13,40,1.24646,24,0.42343,10,-0.9212,7,-1.5776,20,0.08793,16,-0.3996
ENSG00000123908,AGO2,18,-0.1781,10,-1.1926,21,0.09360,18,-0.1972,23,0.17728,27,0.70800
ENSG00000169398,PTK2,98,0.30540,108,0.54244,119,0.63188,60,-0.4820,52,-0.7024,63,-0.5345
ENSG00000105339,DENND3,25,0.73536,24,0.77533,16,-0.0116,15,-0.1017,17,0.05762,8,-1.2921
ENSG00000022567,SLC45A4,9,-0.9856,31,1.08211,12,-0.6499,21,0.23608,17,-0.1179,14,-0.5216
ENSG00000184489,PTP4A3,20,0.02147,16,-0.3099,32,0.82333,19,-0.0374,12,-0.7634,20,0.05478
ENSG00000181790,ADGRB1,140,0.82633,103,0.35160,67,-0.3962,44,-1.0312,103,0.30545,70,-0.4114
ENSG00000198576,ARC,26,-0.0343,38,0.67850,27,0.03787,28,0.06824,22,-0.3159,20,-0.5347
ENSG00000180155,LYNX1,118,-0.6262,265,0.82257,160,-0.1479,108,-0.7562,151,-0.2371,170,-0.0660
ENSG00000160932,LY6E,293,-0.1062,473,0.82421,282,-0.1655,194,-0.7532,207,-0.6547,297,-0.1063
ENSG00000176956,LY6H,527,-0.7249,1223,0.76197,1185,0.58712,409,-1.1148,452,-0.9614,825,-0.0195
ENSG00000250571,GLI4,38,0.22202,18,-1.0063,62,1.07841,32,-0.0236,23,-0.5881,35,0.12669
ENSG00000158106,RHPN1,120,1.05276,75,0.26975,61,-0.1083,25,-1.4732,54,-0.2938,58,-0.2336
ENSG00000104529,EEF1D,82,-0.4352,55,-1.1655,228,1.28206,227,1.27444,68,-0.7236,87,-0.4589
ENSG00000104524,PYCR3,22,-0.2049,30,0.32900,31,0.30121,14,-0.8950,28,0.16572,24,-0.0965
ENSG00000104522,TSTA3,65,0.93810,33,-0.2150,46,0.32675,15,-1.4202,21,-0.9272,41,0.21616
ENSG00000183309,ZNF623,32,0.95472,28,0.88328,6,-1.6921,8,-1.2840,19,0.09344,14,-0.5383
ENSG00000180900,SCRIB,38,0.57342,21,-0.4055,57,1.27154,31,0.23855,29,0.10879,15,-1.1238
ENSG00000179950,PUF60,134,0.38489,112,0.11058,162,0.70971,97,-0.1348,72,-0.6043,88,-0.3912
ENSG00000185189,NRBP2,34,-0.4697,56,0.38904,74,0.80956,37,-0.3187,54,0.27497,33,-0.6413
ENSG00000178209,PLEC,123,0.14267,126,0.21072,210,1.05791,101,-0.1729,98,-0.2311,77,-0.7620
ENSG00000178719,GRINA,336,0.88993,242,0.38079,168,-0.2681,119,-0.7987,239,0.30899,146,-0.6189
ENSG00000178896,EXOSC4,19,-0.3792,20,-0.3144,26,0.10046,23,-0.1005,20,-0.2952,30,0.47758
ENSG00000197858,GPAA1,117,0.28355,104,0.10383,162,0.83955,71,-0.5108,79,-0.3487,83,-0.3611
ENSG00000179091,CYC1,211,0.67836,155,0.18519,88,-0.7403,94,-0.6243,153,0.14366,135,-0.0732
ENSG00000179526,SHARPIN,42,0.55778,30,-0.0109,39,0.40864,25,-0.2823,19,-0.6959,29,-0.1105
