Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3,Feature log2 fold change topic 3,Feature count topic 4to5,Feature log2 fold change topic 4to5,Feature count topic 6,Feature log2 fold change topic 6,Feature count topic 7,Feature log2 fold change topic 7,Feature count topic 8,Feature log2 fold change topic 8,Feature count topic 9,Feature log2 fold change topic 9,Feature count topic 10,Feature log2 fold change topic 10,Feature count topic 11,Feature log2 fold change topic 11
ENSG00000116675,DNAJC6,3,-5.3992,665,2.83262,78,-0.9559,47,-1.8054,1,-6.4135,358,1.53096,125,-0.2272,78,-0.9553,30,-2.3410,160,0.15782
ENSG00000213625,LEPROT,225,2.30495,37,-0.7909,125,1.17752,28,-1.2926,1,-5.1695,29,-1.1555,93,0.66472,7,-3.1502,84,0.49491,20,-1.7038
ENSG00000184588,PDE4B,3,-4.2048,85,0.47346,106,0.84877,32,-1.1006,31,-1.0864,201,2.00963,124,1.11357,27,-1.2841,20,-1.7293,33,-1.0030
ENSG00000142864,SERBP1,341,1.58135,142,0.08429,137,0.02550,42,-1.8747,148,0.15612,172,0.39860,194,0.59195,31,-2.2142,89,-0.6464,141,0.07756
ENSG00000116729,WLS,902,3.79708,75,-0.9591,234,0.82996,52,-1.6075,1,-6.3693,6,-4.6481,38,-1.9617,4,-5.1118,156,0.17020,25,-2.5890
ENSG00000116754,SRSF11,199,0.55629,303,1.27209,86,-0.7725,65,-1.2701,159,0.18918,240,0.86733,134,-0.0805,62,-1.2719,74,-0.9886,166,0.25840
ENSG00000132485,ZRANB2,298,2.28465,114,0.52497,44,-0.9516,44,-1.0516,2,-5.4869,81,-0.0279,126,0.68439,14,-2.6757,53,-0.6932,88,0.10256
ENSG00000172260,NEGR1,3,-3.5789,180,2.71619,29,-0.5506,29,-0.5687,1,-4.5977,52,0.38275,0,-6.2722,78,1.05916,40,-0.0298,8,-2.4038
ENSG00000154027,AK5,3,-4.9888,417,2.40861,39,-1.5478,33,-1.9328,111,0.03258,130,0.28687,143,0.43502,109,0.00410,52,-1.1358,128,0.25604
ENSG00000077254,USP33,107,1.37525,140,1.87746,74,0.73911,25,-1.0132,37,-0.3696,25,-0.9333,0,-6.4761,4,-3.6701,21,-1.2002,57,0.31860
ENSG00000180488,MIGA1,3,-4.0883,115,1.12737,10,-2.5419,24,-1.4274,1,-5.1051,134,1.39119,204,2.20414,27,-1.1711,43,-0.4596,55,-0.1020
ENSG00000137941,TTLL7,3,-5.3254,199,0.59766,20,-2.8479,30,-2.3885,83,-0.7883,457,2.10765,244,0.93992,73,-0.9692,159,0.22976,214,0.71775
ENSG00000142875,PRKACB,3,-5.9305,448,1.26821,146,-0.5648,72,-1.7272,117,-0.9043,421,1.16013,482,1.39972,213,0.02367,102,-1.1021,228,0.13763
ENSG00000174021,GNG5,499,2.75151,54,-1.1105,251,1.34626,47,-1.4089,11,-3.3729,6,-4.2684,154,0.51003,12,-3.3356,120,0.10746,33,-1.8531
ENSG00000117155,SSX2IP,3,-3.1971,164,3.14349,13,-1.3647,33,0.10867,1,-4.2180,8,-2.0917,37,0.24457,13,-1.3244,36,0.21952,4,-2.9769
ENSG00000153904,DDAH1,3,-5.2824,247,1.01445,545,2.55255,171,0.44617,6,-4.5668,5,-4.7305,168,0.36468,44,-1.6997,61,-1.1996,49,-1.5236
ENSG00000097033,SH3GLB1,82,0.43807,45,-0.5044,45,-0.5178,25,-1.4919,78,0.35439,65,0.07515,260,2.59169,24,-1.4357,8,-3.0108,30,-1.1308
ENSG00000183291,SELENOF,369,1.68831,122,-0.1851,197,0.58078,42,-1.8876,121,-0.1910,232,0.86234,254,1.01545,30,-2.2912,47,-1.6203,52,-1.4798
ENSG00000143013,LMO4,3,-5.8489,983,3.03679,75,-1.4800,215,0.14479,296,0.65508,0,-8.8369,107,-0.9531,54,-1.9532,156,-0.3715,72,-1.5338
ENSG00000197147,LRRC8B,3,-3.6273,125,1.86800,42,-0.0287,32,-0.4950,47,0.16806,77,0.97534,78,0.99966,2,-4.3663,3,-3.8777,26,-0.7654
ENSG00000162664,ZNF326,3,-3.8104,17,-1.5301,43,-0.1710,16,-1.7110,1,-4.8236,43,-0.1619,24,-1.0456,121,1.56226,138,1.80125,104,1.28661
ENSG00000122406,RPL5,2255,1.86486,349,-1.2108,400,-1.0077,158,-2.5145,670,-0.2134,698,-0.1502,818,0.10155,672,-0.2088,1134,0.63353,1131,0.62850
ENSG00000117528,ABCD3,3,-3.8018,73,0.68433,71,0.63071,22,-1.2866,32,-0.6237,115,1.47064,30,-0.7065,25,-0.9807,88,1.00295,45,-0.0877
ENSG00000117525,F3,3,-3.9257,1,-5.1929,222,2.64945,48,-0.1506,183,2.21548,0,-7.5331,34,-0.6586,19,-1.4943,7,-2.9154,7,-2.8382
ENSG00000117519,CNN3,1155,2.95520,72,-1.8297,435,0.97775,96,-1.5023,204,-0.2535,68,-1.9036,213,-0.1848,69,-1.8914,129,-0.9590,103,-1.2963
ENSG00000117569,PTBP2,3,-3.5694,109,1.66723,27,-0.6051,29,-0.5567,28,-0.5967,122,1.89440,31,-0.4336,2,-4.0236,12,-1.8547,55,0.48379
ENSG00000156875,MFSD14A,3,-3.5459,89,1.33427,27,-0.6226,24,-0.8593,4,-3.1603,183,2.80701,14,-1.6034,8,-2.3051,21,-0.9471,42,0.09104
ENSG00000170989,S1PR1,3,-4.1211,30,-1.0277,321,3.24168,52,-0.2312,104,0.91374,0,-7.7265,0,-6.8195,9,-2.7067,84,0.54199,0,-9.0017
ENSG00000134186,PRPF38B,3,-4.1281,38,-0.7209,41,-0.5799,26,-1.3572,107,0.94817,48,-0.3401,163,1.70200,56,-0.1024,76,0.37760,75,0.36325
ENSG00000116266,STXBP3,114,0.78749,60,-0.2465,61,-0.2234,7,-3.5625,1,-5.3731,219,1.97184,223,2.01227,23,-1.6957,18,-2.0021,40,-0.8723
ENSG00000085433,WDR47,3,-3.1980,180,3.39911,27,-0.2577,24,-0.4780,1,-4.2186,34,0.12850,4,-2.8738,15,-1.0945,6,-2.4220,28,-0.1883
ENSG00000197780,TAF13,3,-4.3078,62,-0.1404,71,0.07756,27,-1.4818,71,0.06024,107,0.73306,31,-1.1885,82,0.29274,180,1.65858,86,0.37205
ENSG00000215717,TMEM167B,188,2.23248,81,0.69361,59,0.17679,27,-1.0857,28,-0.9852,49,-0.1251,39,-0.4878,4,-3.7178,36,-0.5782,44,-0.2861
ENSG00000031698,SARS,3,-4.4808,196,1.59478,117,0.69278,56,-0.5197,134,0.91638,62,-0.3356,91,0.26997,51,-0.6368,35,-1.1769,40,-0.9993
ENSG00000143126,CELSR2,3,-4.4477,217,1.83520,68,-0.1428,36,-1.2222,26,-1.5756,182,1.50154,154,1.19973,16,-2.2694,24,-1.6913,59,-0.3625
ENSG00000134243,SORT1,33,-3.0245,360,0.61268,119,-1.1192,65,-2.1320,209,-0.2626,932,2.38345,403,0.80152,68,-1.9588,202,-0.3137,258,0.07321
ENSG00000134201,GSTM5,446,3.16413,0,-9.1593,165,1.08885,53,-0.8070,1,-5.6429,0,-8.2417,76,-0.1825,43,-1.0538,56,-0.6464,46,-0.9339
ENSG00000134202,GSTM3,3,-5.1448,239,1.11763,446,2.31759,103,-0.2770,17,-2.9268,27,-2.2479,232,1.06670,90,-0.4744,12,-3.3796,64,-0.9943
ENSG00000168710,AHCYL1,424,1.42220,58,-1.7336,521,1.80823,140,-0.4521,90,-1.0922,6,-5.0059,218,0.28593,120,-0.6500,118,-0.6806,171,-0.1039
ENSG00000197106,SLC6A17,3,-4.5355,607,4.47921,49,-0.7381,86,0.13599,1,-5.5512,0,-8.1397,0,-7.2321,35,-1.2373,6,-3.6595,0,-7.0430
ENSG00000134248,LAMTOR5,146,0.54149,105,0.01778,210,1.15869,55,-1.0498,62,-0.8035,94,-0.1578,225,1.28265,50,-1.1273,60,-0.8487,84,-0.3433
ENSG00000177301,KCNA2,3,-3.1661,155,3.05281,27,-0.1894,39,0.41552,1,-4.1867,0,-6.7793,8,-1.9309,0,-6.3026,66,1.25477,0,-8.0538
ENSG00000116459,ATP5PB,20,-2.1497,135,0.74634,172,1.15903,38,-1.3263,64,-0.4361,101,0.26600,264,1.96113,28,-1.6763,46,-0.9615,32,-1.4730
ENSG00000116473,RAP1A,3,-4.7522,28,-1.7930,44,-1.1362,32,-1.6955,67,-0.5079,357,2.42735,102,0.15881,109,0.25541,157,0.86618,85,-0.1281
ENSG00000171385,KCND3,3,-3.4099,246,3.94797,16,-1.2773,36,0.00014,1,-4.4294,0,-7.0208,0,-6.1128,15,-1.3448,47,0.41136,0,-8.2953
ENSG00000155366,RHOC,359,1.70644,21,-2.7511,206,0.71925,68,-1.0914,265,1.15424,7,-4.2845,185,0.53679,22,-2.7055,225,0.86775,29,-2.2749
ENSG00000155380,SLC16A1,3,-4.0594,24,-1.3151,65,0.20283,16,-2.0216,72,0.36713,104,0.97680,221,2.42358,11,-2.4956,78,0.50422,19,-1.6538
ENSG00000163349,HIPK1,1116,4.90006,43,-1.7420,45,-1.6654,49,-1.6514,1,-6.3114,26,-2.4388,36,-2.0123,28,-2.3344,33,-2.1336,59,-1.2645
ENSG00000009307,CSDE1,515,0.81676,384,0.32735,135,-1.2864,99,-1.8547,858,1.73043,248,-0.3629,198,-0.7089,239,-0.4199,290,-0.1164,373,0.28395
ENSG00000163399,ATP1A1,224,0.62988,428,1.77621,105,-0.5800,60,-1.5169,214,0.55367,108,-0.5349,201,0.44797,59,-1.4329,175,0.22797,38,-2.0899
ENSG00000198162,MAN1A2,3,-6.1142,111,-1.1691,145,-0.7644,158,-0.6911,305,0.39890,170,-0.5279,255,0.11147,484,1.17711,457,1.07835,372,0.72429
ENSG00000092621,PHGDH,197,0.51358,47,-1.6953,298,1.21473,80,-0.9739,22,-2.7739,323,1.35868,300,1.22784,67,-1.1778,62,-1.2943,103,-0.5169
ENSG00000134250,NOTCH2,3,-3.1080,0,-7.6402,146,2.99084,39,0.51904,44,0.65451,0,-6.7222,6,-2.2159,17,-0.8637,10,-1.6365,20,-0.5884
ENSG00000265241,RBM8A,373,2.10715,84,-0.4586,96,-0.2472,29,-2.1735,70,-0.7232,158,0.55254,111,-0.0214,28,-2.0727,176,0.72885,82,-0.4936
ENSG00000265972,TXNIP,457,1.04000,5,-5.6622,116,-1.1380,23,-3.6103,548,1.35913,360,0.63488,390,0.76621,84,-1.6268,522,1.27193,151,-0.7441
ENSG00000178104,PDE4DIP,1010,3.51225,199,0.22981,162,-0.0984,55,-1.8485,1,-6.6599,63,-1.5365,188,0.14190,20,-3.1752,36,-2.3410,103,-0.7926
ENSG00000159164,SV2A,3,-5.1239,732,3.63395,95,-0.3674,57,-1.2187,98,-0.3053,98,-0.3094,83,-0.5741,14,-3.1980,40,-1.6713,40,-1.6690
ENSG00000143401,ANP32E,469,3.32129,0,-9.1488,47,-0.9109,43,-1.1165,30,-1.5497,0,-7.1574,107,0.36703,92,0.12607,52,-0.7590,50,-0.7998
ENSG00000117362,APH1A,3,-3.4852,88,1.37874,82,1.26178,27,-0.5804,72,1.03183,24,-0.7257,1,-5.0277,26,-0.5720,32,-0.2718,39,0.02983
ENSG00000266472,MRPS21,748,2.77713,249,0.64916,115,-0.5767,56,-1.7572,1,-6.6162,76,-1.2030,232,0.53153,115,-0.5799,101,-0.7770,85,-1.0380
ENSG00000143384,MCL1,190,0.47438,21,-2.8295,138,-0.0336,51,-1.6400,380,1.68986,0,-8.9645,137,-0.0530,21,-2.8555,545,2.42981,19,-2.9511
ENSG00000143420,ENSA,126,-0.4471,754,2.77983,90,-0.9611,121,-0.5602,19,-3.2301,36,-2.3342,78,-1.1694,101,-0.7927,243,0.59614,159,-0.0834
ENSG00000143418,CERS2,3,-5.4018,9,-4.0393,94,-0.6661,8,-4.4490,226,0.71752,422,1.83970,496,2.16576,72,-1.0713,78,-0.9559,181,0.35309
ENSG00000213190,MLLT11,3,-4.4605,473,3.70893,70,-0.1286,31,-1.4329,73,-0.0611,26,-1.6343,5,-3.7987,58,-0.4080,55,-0.4884,5,-3.9254
ENSG00000159352,PSMD4,3,-4.6586,104,0.29713,133,0.69060,28,-1.8236,54,-0.7264,75,-0.2283,273,1.99881,34,-1.4184,97,0.17172,124,0.58074
ENSG00000143393,PI4KB,3,-4.4431,191,1.59272,38,-1.0248,57,-0.4478,80,0.11184,106,0.57056,135,0.96718,15,-2.3790,53,-0.5314,84,0.19671
ENSG00000143416,SELENBP1,189,2.11691,0,-8.5671,190,2.12468,37,-0.7312,149,1.64934,4,-3.8373,2,-4.7256,0,-8.3601,0,-7.2095,15,-1.9643
ENSG00000159377,PSMB4,35,-2.0524,250,0.97836,211,0.69151,47,-1.7419,4,-5.0967,143,0.06316,463,2.13123,47,-1.6240,152,0.15250,116,-0.2629
ENSG00000143376,SNX27,3,-3.7892,109,1.38909,42,-0.1978,26,-1.0012,1,-4.8072,134,1.77618,102,1.26664,39,-0.2993,20,-1.3369,20,-1.2899
ENSG00000159409,CELF3,3,-3.0261,148,3.18687,15,-0.9746,45,0.89962,17,-0.7561,0,-6.6408,25,-0.1654,3,-3.2532,0,-6.1978,6,-2.3481
ENSG00000197956,S100A6,1180,2.34844,148,-1.1741,253,-0.3566,46,-3.0254,853,1.68913,29,-3.5730,306,-0.0564,37,-3.1882,525,0.82078,70,-2.2736
ENSG00000188643,S100A16,3,-4.1902,10,-2.6912,276,2.72432,57,-0.1585,71,0.19125,0,-7.7961,47,-0.4454,3,-4.1895,152,1.48912,13,-2.3383
ENSG00000189171,S100A13,177,-0.3493,152,-0.5847,602,1.71929,262,0.30608,113,-1.0287,155,-0.5544,214,-0.0452,148,-0.6233,119,-0.9563,225,0.03056
ENSG00000160678,S100A1,3,-5.6136,124,-0.4740,601,2.26390,220,0.49097,3,-5.8389,282,0.84377,144,-0.2470,65,-1.4487,48,-1.8954,139,-0.2979
ENSG00000160679,CHTOP,409,2.83763,103,0.22833,52,-0.8364,25,-2.0248,64,-0.5026,55,-0.7276,129,0.60038,26,-1.8330,32,-1.5333,57,-0.6933
ENSG00000143621,ILF2,3,-3.8161,60,0.34772,75,0.71734,22,-1.3121,1,-4.8340,26,-0.9522,219,2.79080,1,-4.9361,59,0.31760,43,-0.1816
ENSG00000143543,JTB,554,2.45980,178,0.36426,150,0.09202,45,-1.8372,27,-2.4893,115,-0.3229,20,-2.9165,81,-0.8695,250,0.93697,92,-0.6730
ENSG00000177954,RPS27,1028,-1.6750,915,-1.8483,1836,-0.8037,988,-1.8427,2851,-0.1221,3735,0.30892,3265,0.09285,5319,0.89679,6479,1.24130,6478,1.24099
ENSG00000143549,TPM3,240,0.67470,368,1.42216,72,-1.2135,53,-1.7584,396,1.55787,61,-1.4412,138,-0.2173,145,-0.1341,106,-0.6181,106,-0.6177
ENSG00000143612,C1orf43,6,-4.1865,117,0.16989,121,0.22439,30,-1.9768,8,-3.7257,215,1.19020,330,1.99950,83,-0.3628,92,-0.2033,120,0.22076
ENSG00000143569,UBAP2L,3,-3.6291,228,3.23276,54,0.38663,29,-0.6211,4,-3.3692,56,0.43805,15,-1.5770,8,-2.4653,1,-4.6929,38,-0.1513
ENSG00000143575,HAX1,306,2.67990,114,0.77319,56,-0.3765,19,-2.0713,1,-5.3831,51,-0.5115,108,0.68201,24,-1.6443,51,-0.4950,30,-1.3278
ENSG00000160714,UBE2Q1,254,2.20854,179,1.52275,34,-1.1575,34,-1.2453,7,-3.4262,42,-0.8455,98,0.48691,4,-4.2248,63,-0.2351,51,-0.5578
ENSG00000160710,ADAR,576,2.41144,296,1.12103,65,-1.2876,54,-1.6675,115,-0.4232,138,-0.1396,58,-1.4398,42,-1.9111,198,0.43952,59,-1.4262
ENSG00000143603,KCNN3,254,2.50602,67,0.08793,106,0.82967,33,-1.0730,1,-5.2255,22,-1.5900,19,-1.7745,48,-0.4376,100,0.73141,14,-2.2306
ENSG00000163344,PMVK,165,0.81209,89,-0.1929,135,0.48302,59,-0.8967,190,1.05266,43,-1.2970,181,0.96523,28,-1.9315,71,-0.5344,84,-0.2701
ENSG00000163346,PBXIP1,729,3.14868,24,-2.6158,298,1.24883,75,-1.0420,62,-1.2541,8,-4.1777,159,0.19194,50,-1.5811,29,-2.3484,38,-1.9838
ENSG00000143537,ADAM15,3,-4.2570,14,-2.2741,50,-0.4059,21,-1.8422,110,0.83856,124,1.04265,227,2.18610,8,-3.0854,92,0.53670,52,-0.3571
ENSG00000179085,DPM3,3,-4.2980,21,-1.7305,124,1.00561,23,-1.7296,95,0.55110,96,0.56893,158,1.42492,81,0.29050,78,0.22111,40,-0.8182
ENSG00000163463,KRTCAP2,3,-5.1955,58,-1.1984,213,0.86166,31,-2.2441,127,0.01598,256,1.17706,204,0.78679,129,0.04227,258,1.18990,75,-0.7963
ENSG00000177628,GBA,3,-3.5633,93,1.38325,58,0.56334,31,-0.4600,1,-4.5821,20,-1.1028,136,2.12202,22,-0.9100,6,-2.6967,44,0.13998
ENSG00000116521,SCAMP3,3,-4.1162,51,-0.2426,69,0.24749,29,-1.2010,47,-0.3652,190,2.02590,115,1.09230,19,-1.6870,64,0.12644,37,-0.7434
ENSG00000160752,FDPS,3,-4.0863,80,0.51536,67,0.22025,26,-1.3038,91,0.72838,145,1.53592,124,1.25912,27,-1.1916,7,-3.0616,44,-0.4469
ENSG00000116539,ASH1L,3,-4.2166,123,1.08261,59,-0.1096,55,-0.2577,4,-3.9530,59,-0.1156,136,1.25467,68,0.09529,54,-0.2527,85,0.45852
ENSG00000132718,SYT11,3,-5.9769,379,0.91819,404,1.02867,125,-0.9172,114,-0.9816,468,1.29040,390,0.96745,87,-1.3980,106,-1.0949,179,-0.2986
ENSG00000116584,ARHGEF2,3,-3.9695,84,0.73113,9,-2.6563,22,-1.4290,42,-0.3803,262,2.98120,46,-0.2554,18,-1.6116,28,-0.9789,53,-0.0230
ENSG00000163479,SSR2,3,-4.3147,55,-0.3428,85,0.35733,23,-1.7633,167,1.50491,23,-1.6454,161,1.44205,50,-0.4694,122,0.95641,38,-0.8855
ENSG00000160803,UBQLN4,3,-3.7254,116,1.58123,33,-0.4674,36,-0.3701,24,-0.9635,46,0.01878,64,0.54687,34,-0.4503,68,0.64387,38,-0.2724
ENSG00000116586,LAMTOR2,349,3.00024,94,0.44284,85,0.29573,22,-1.8579,20,-1.8882,0,-7.9757,46,-0.6645,44,-0.7505,62,-0.2116,37,-1.0160
ENSG00000160781,PAQR6,25,-4.9735,92,-3.1040,198,-1.9781,177,-2.2589,421,-0.8459,1222,0.84895,797,0.14655,1478,1.17911,1316,0.97720,2098,1.82863
ENSG00000198952,SMG5,16,-1.5922,87,1.07036,27,-0.8142,29,-0.7439,120,1.65813,97,1.26828,27,-0.7858,21,-1.1658,25,-0.8774,20,-1.2530
ENSG00000163468,CCT3,3,-4.0235,37,-0.6366,142,1.58163,28,-1.1225,1,-5.0407,79,0.56996,213,2.40059,17,-1.7653,37,-0.6152,26,-1.1619
ENSG00000125462,C1orf61,3,-7.5096,898,0.58343,2725,2.70921,883,0.63393,183,-1.8665,152,-2.1479,291,-1.1793,292,-1.1749,232,-1.5193,345,-0.9211
ENSG00000116604,MEF2D,3,-4.0321,247,2.72384,22,-1.3899,26,-1.2805,80,0.57837,15,-2.0018,106,1.04956,8,-2.8427,70,0.35538,14,-2.1125
ENSG00000163382,NAXE,731,3.95576,55,-1.0487,64,-0.8159,44,-1.4617,28,-2.0627,1,-6.1679,105,-0.0571,7,-4.0761,60,-0.9137,58,-0.9679
ENSG00000132702,HAPLN2,3,-5.3969,60,-1.3479,9,-4.0974,27,-2.6385,11,-3.7786,632,2.71459,586,2.53835,12,-3.6455,17,-3.2119,207,0.57926
ENSG00000132692,BCAN,12,-4.3414,148,-0.7171,665,1.79044,236,0.00904,186,-0.3664,38,-2.7130,483,1.19752,111,-1.1526,328,0.54076,140,-0.7983
ENSG00000143321,HDGF,579,3.01245,80,-0.6020,73,-0.7360,27,-2.3396,129,0.14641,79,-0.6182,177,0.66362,11,-3.4734,33,-1.9223,78,-0.6290
ENSG00000162706,CADM3,266,1.41185,585,3.09715,123,0.10960,80,-0.6143,6,-4.3786,0,-8.6593,60,-0.9977,9,-3.6567,55,-1.1407,0,-7.4052
ENSG00000158710,TAGLN2,3,-4.5088,6,-3.8174,92,0.26569,13,-2.7530,134,0.87992,0,-8.1133,149,1.06708,23,-1.8239,420,3.24446,5,-3.9812
ENSG00000177807,KCNJ10,3,-5.5446,46,-1.8845,317,1.13103,119,-0.5062,69,-1.2862,365,1.38068,382,1.46415,38,-2.1559,27,-2.6602,277,0.89490
ENSG00000162728,KCNJ9,3,-3.3840,174,2.96223,8,-2.2233,25,-0.6116,1,-4.3793,16,-1.1684,2,-4.1860,24,-0.6257,25,-0.5365,90,1.54914
ENSG00000162729,IGSF8,3,-4.9116,280,1.70022,46,-1.2409,41,-1.5064,1,-5.9259,313,1.91926,193,1.03100,42,-1.3694,30,-1.8459,146,0.55660
ENSG00000018625,ATP1A2,248,-1.0128,273,-0.8658,2223,2.87611,600,0.41451,428,-0.1694,9,-5.7169,131,-1.9621,141,-1.8569,558,0.25059,37,-3.7969
ENSG00000162734,PEA15,171,-1.8543,1067,1.01280,516,-0.1775,299,-1.0952,395,-0.5910,883,0.69054,948,0.81007,355,-0.7559,536,-0.1185,884,0.69219
ENSG00000132716,DCAF8,3,-4.0625,127,1.33431,58,0.01322,30,-1.0776,1,-5.0773,153,1.67210,141,1.51774,12,-2.2858,10,-2.6252,65,0.19130
ENSG00000122218,COPA,15,-2.2225,81,0.26802,60,-0.2171,30,-1.3544,37,-0.9398,144,1.22700,239,2.19599,21,-1.8087,57,-0.2993,42,-0.7528
ENSG00000143256,PFDN2,3,-5.1912,199,0.74896,52,-1.3369,34,-2.0838,68,-0.9357,275,1.31239,187,0.65080,150,0.28460,94,-0.4497,283,1.36106
ENSG00000143222,UFC1,563,3.10063,87,-0.3651,161,0.61268,34,-1.9098,4,-4.8380,14,-3.0345,133,0.30010,9,-3.6421,106,-0.0594,69,-0.7238
ENSG00000158864,NDUFS2,238,1.44218,267,1.65794,115,0.21367,45,-1.3101,3,-5.1572,152,0.66015,86,-0.2461,22,-2.2491,37,-1.5351,99,-0.0278
ENSG00000143252,SDHC,648,3.08925,118,-0.1264,86,-0.6192,60,-1.2377,132,0.05601,115,-0.1628,36,-1.9171,10,-3.6820,58,-1.1968,81,-0.7109
ENSG00000152332,UHMK1,9,-2.4825,168,2.14171,43,-0.2142,16,-1.7562,1,-4.8701,108,1.29472,97,1.10317,22,-1.2049,41,-0.3015,22,-1.2150
ENSG00000117152,RGS4,3,-3.8439,409,4.89784,30,-0.7605,41,-0.3130,1,-4.8617,0,-7.4518,0,-6.3828,3,-4.0345,13,-1.9463,0,-8.7261
ENSG00000143248,RGS5,3,-5.7439,1,-7.4350,301,0.80013,42,-2.3471,608,2.09660,0,-9.3450,28,-2.8033,9,-4.4254,986,3.24171,5,-5.1413
ENSG00000185630,PBX1,3,-4.1304,190,2.00097,102,0.86894,28,-1.2237,25,-1.3195,51,-0.2396,158,1.64609,31,-0.9981,23,-1.4464,19,-1.7378
ENSG00000143198,MGST3,179,-0.4937,445,0.97682,389,0.74683,77,-1.8663,152,-0.7468,320,0.42348,392,0.76324,149,-0.7782,261,0.09625,262,0.10045
ENSG00000143149,ALDH9A1,336,2.84950,0,-8.9235,112,0.70855,49,-0.6524,48,-0.6356,70,-0.0649,54,-0.4633,38,-1.0024,30,-1.3297,12,-2.6713
ENSG00000143183,TMCO1,402,2.69850,88,-0.0709,90,-0.0394,38,-1.4565,12,-2.9857,51,-0.9094,71,-0.4225,25,-1.9878,170,1.00467,32,-1.6098
ENSG00000143157,POGK,120,1.11425,41,-0.6341,20,-1.6849,27,-1.3373,23,-1.4470,101,0.80946,104,0.86813,45,-0.4863,69,0.20299,96,0.72454
ENSG00000143158,MPC2,3,-4.2222,199,1.97156,98,0.68136,35,-1.0024,1,-5.2388,48,-0.4344,156,1.50427,37,-0.8540,38,-0.7894,53,-0.2970
ENSG00000143153,ATP1B1,560,0.09662,1889,2.27378,117,-2.2680,137,-2.1615,170,-1.7263,1327,1.57008,716,0.49673,139,-2.0172,203,-1.4579,397,-0.4407
ENSG00000075945,KIFAP3,362,2.18784,469,2.77106,34,-1.7220,65,-0.8008,1,-5.9473,14,-2.9712,78,-0.4502,3,-5.2124,38,-1.5242,23,-2.2887
ENSG00000117523,PRRC2C,3,-5.4330,227,0.69334,82,-0.9214,194,0.49270,166,0.17437,159,0.11061,112,-0.4391,133,-0.1709,177,0.27978,184,0.34593
ENSG00000197959,DNM3,3,-3.8161,120,1.53590,51,0.09024,19,-1.5288,16,-1.6143,91,1.04800,117,1.49086,17,-1.5936,27,-0.8769,50,0.05943
ENSG00000117592,PRDX6,401,1.39485,116,-0.6318,564,2.04750,134,-0.4548,124,-0.5312,38,-2.3115,232,0.45673,67,-1.4707,62,-1.5741,51,-1.8653
ENSG00000234741,GAS5,3,-6.0704,124,-0.9637,106,-1.1983,75,-1.8104,86,-1.5003,443,1.07734,184,-0.3561,342,0.63945,366,0.75161,734,2.02083
ENSG00000152061,RABGAP1L,3,-3.6252,151,2.25208,27,-0.7001,19,-1.2598,44,0.06287,59,0.54307,49,0.22617,25,-0.8129,15,-1.5634,53,0.35419
ENSG00000116161,CACYBP,436,2.41090,203,0.95231,90,-0.3627,41,-1.6529,9,-3.7843,140,0.33771,153,0.47244,31,-1.9801,32,-1.9124,76,-0.6298
ENSG00000116147,TNR,3,-5.1479,108,-0.1928,142,0.24705,110,-0.1742,20,-2.7233,121,-0.0030,260,1.26472,83,-0.5879,326,1.67995,56,-1.2006
ENSG00000152092,ASTN1,3,-3.3519,106,1.91694,132,2.37207,32,-0.1749,20,-0.8380,0,-6.9634,0,-6.0551,38,0.14349,4,-3.1984,17,-1.0823
ENSG00000143337,TOR1AIP1,151,1.50852,68,0.15513,44,-0.5113,27,-1.3552,1,-5.1887,68,0.15632,204,2.09168,0,-8.3433,58,-0.0913,30,-1.0905
ENSG00000135821,GLUL,106,-3.4829,721,-0.6498,4940,2.79742,1204,0.16936,338,-1.7916,1680,0.69731,911,-0.2892,188,-2.6539,264,-2.1544,485,-1.2505
ENSG00000135829,DHX9,3,-3.8071,63,0.43878,55,0.21575,24,-1.1554,25,-1.0029,6,-3.0004,238,3.01640,12,-2.0955,53,0.16006,25,-0.9787
ENSG00000116698,SMG7,3,-3.5693,182,2.75838,33,-0.3339,20,-1.1368,1,-4.5864,33,-0.3151,81,1.13251,0,-7.8900,27,-0.6086,46,0.19107
ENSG00000162704,ARPC5,3,-5.2199,180,0.55076,69,-0.9614,38,-1.9484,218,0.87297,297,1.41653,248,1.09545,28,-2.2703,139,0.13653,148,0.23607
ENSG00000198756,COLGALT2,3,-3.7599,67,0.58496,42,-0.1674,17,-1.5974,1,-4.7701,82,0.93747,110,1.43825,35,-0.4410,46,-0.0272,91,1.09988
ENSG00000116667,C1orf21,3,-3.4012,99,1.70301,94,1.62281,51,0.60867,1,-4.4208,0,-7.0125,53,0.60058,19,-1.0040,24,-0.6431,4,-3.0786
ENSG00000047410,TPR,3,-3.8812,28,-0.9066,46,-0.1348,41,-0.3381,82,0.77882,66,0.43617,42,-0.3034,34,-0.6059,114,1.36527,57,0.19248
ENSG00000151414,NEK7,3,-4.5971,27,-1.6977,18,-2.2788,25,-1.9106,18,-2.3228,147,0.94010,169,1.17609,194,1.42198,142,0.88107,145,0.91055
ENSG00000118200,CAMSAP2,3,-5.0253,552,3.01626,106,-0.0808,54,-1.2125,35,-1.7629,137,0.32169,62,-0.9103,51,-1.2127,85,-0.4264,92,-0.3029
