Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3,Feature log2 fold change topic 3,Feature count topic 4to5,Feature log2 fold change topic 4to5,Feature count topic 6,Feature log2 fold change topic 6,Feature count topic 7,Feature log2 fold change topic 7,Feature count topic 8,Feature log2 fold change topic 8,Feature count topic 9,Feature log2 fold change topic 9,Feature count topic 10,Feature log2 fold change topic 10,Feature count topic 11,Feature log2 fold change topic 11
ENSG00000239306,RBM14,3,-3.5262,88,1.32659,53,0.46256,23,-0.8695,63,0.75483,28,-0.5139,12,-1.7302,1,-4.7756,77,1.08839,62,0.74164
ENSG00000173933,RBM4,5,-3.3518,104,1.17001,51,0.00744,33,-0.7303,68,0.45134,75,0.61288,98,1.07220,19,-1.4821,63,0.34349,13,-2.0651
ENSG00000173898,SPTBN2,4,-4.4443,341,2.67199,143,0.96140,124,0.83884,1,-5.5469,0,-8.1355,55,-0.5637,47,-0.8060,33,-1.3538,1,-6.4129
ENSG00000173599,PC,3,-3.4499,9,-2.0665,125,2.11156,45,0.32741,1,-4.4599,60,0.76338,38,0.02930,18,-1.0853,38,0.01575,28,-0.4375
ENSG00000173621,LRFN4,3,-3.6540,147,2.14842,18,-1.3091,55,0.43964,1,-4.6726,38,-0.1922,91,1.23565,3,-3.9747,59,0.51408,3,-3.5789
ENSG00000173227,SYT12,3,-2.8289,121,3.00555,19,-0.3679,52,1.48764,1,-3.8517,0,-6.4458,0,-5.5372,10,-1.3808,7,-1.8394,2,-3.2291
ENSG00000173020,GRK2,3,-4.5823,336,2.55659,67,-0.3142,85,0.06436,78,-0.0848,67,-0.3125,103,0.36699,44,-0.9609,20,-2.1346,14,-2.5840
ENSG00000172531,PPP1CA,3,-4.4869,224,1.84312,58,-0.4499,48,-0.7793,51,-0.6265,96,0.36190,178,1.41100,4,-4.2118,98,0.39556,35,-1.1797
ENSG00000172508,CARNS1,3,-6.6204,11,-5.0160,10,-5.1799,24,-4.0295,92,-1.9792,1884,3.35669,848,1.56170,80,-2.1772,182,-0.9580,560,0.82466
ENSG00000110711,AIP,3,-4.0642,13,-2.2062,31,-0.9186,14,-2.2087,1,-5.0812,92,0.76395,306,3.21800,36,-0.7125,43,-0.4635,77,0.46787
ENSG00000110697,PITPNM1,377,3.32102,43,-0.7036,74,0.13672,38,-0.9569,96,0.54539,0,-7.9176,45,-0.6548,39,-0.8571,0,-7.4777,0,-9.1919
ENSG00000167797,CDK2AP2,3,-4.5164,31,-1.3974,118,0.65538,24,-1.8713,187,1.46027,160,1.17554,151,1.07562,31,-1.3980,77,-0.0418,57,-0.4885
ENSG00000084207,GSTP1,1438,2.43876,101,-1.9694,398,0.10939,107,-1.9985,227,-0.7655,220,-0.8084,775,1.22636,116,-1.7641,442,0.27790,153,-1.3572
ENSG00000167792,NDUFV1,505,2.26362,212,0.66094,132,-0.1089,71,-1.1321,199,0.55321,123,-0.2221,77,-0.9340,27,-2.4730,43,-1.8136,93,-0.6440
ENSG00000110717,NDUFS8,567,1.98508,181,-0.0066,177,-0.0381,69,-1.5798,129,-0.5321,163,-0.1674,254,0.54114,42,-2.2177,217,0.28573,129,-0.5303
ENSG00000110092,CCND1,3,-4.2223,0,-8.5438,42,-0.6632,20,-1.8419,53,-0.2904,44,-0.5693,43,-0.6030,67,0.07253,327,3.10038,84,0.43798
ENSG00000085733,CTTN,50,-0.5419,94,0.44903,51,-0.5319,33,-1.2593,57,-0.3546,125,0.91699,141,1.12773,24,-1.6148,113,0.75559,62,-0.2168
ENSG00000172893,DHCR7,3,-3.6169,47,0.16897,63,0.66226,37,-0.2381,2,-4.4056,135,2.02691,88,1.21762,7,-2.6100,32,-0.4168,12,-1.8515
ENSG00000137497,NUMA1,3,-4.7925,139,0.61118,113,0.26883,32,-1.7345,102,0.10417,193,1.17037,306,2.03726,25,-1.9819,51,-0.9539,50,-0.9817
ENSG00000149357,LAMTOR1,3,-5.1024,132,0.18486,143,0.30876,63,-1.0412,97,-0.3044,143,0.31207,311,1.65003,135,0.20990,112,-0.0807,95,-0.3428
ENSG00000110200,ANAPC15,3,-3.5170,34,-0.2054,8,-2.2684,28,-0.5415,18,-1.1845,4,-3.2493,75,1.06609,32,-0.2963,91,1.39915,108,1.72984
ENSG00000186642,PDE2A,3,-4.4645,521,4.04231,23,-1.8066,80,0.09870,72,-0.0744,0,-8.0691,0,-7.1614,24,-1.7572,22,-1.8357,7,-3.3986
ENSG00000054965,FAM168A,254,1.59338,171,0.88849,165,0.82204,35,-1.6977,39,-1.4310,159,0.76397,85,-0.2506,45,-1.2143,45,-1.2169,62,-0.7365
ENSG00000021300,PLEKHB1,12,-6.3947,258,-1.9504,445,-1.1349,245,-2.1398,347,-1.5078,1832,1.12493,1807,1.10160,1489,0.76894,1376,0.63631,2171,1.42974
ENSG00000175582,RAB6A,50,-1.2056,365,2.09178,86,-0.3882,44,-1.4873,89,-0.3432,199,0.96046,189,0.87602,45,-1.3731,60,-0.9465,46,-1.3550
ENSG00000175575,PAAF1,3,-3.9189,28,-0.9316,30,-0.8365,19,-1.5848,12,-2.1966,77,0.64598,61,0.25534,156,1.89622,75,0.59552,89,0.88397
ENSG00000214517,PPME1,3,-3.4199,190,3.13073,59,0.75629,20,-0.9724,1,-4.4395,40,0.12245,1,-5.2044,14,-1.4745,22,-0.8035,33,-0.1400
ENSG00000165434,PGM2L1,3,-3.8756,342,3.98989,28,-0.8976,60,0.30423,1,-4.8931,0,-7.4831,9,-2.5333,30,-0.7676,20,-1.3941,0,-8.7576
ENSG00000118363,SPCS2,122,-0.2358,146,0.04085,194,0.50210,44,-1.8756,130,-0.1324,197,0.52783,304,1.26906,132,-0.1156,90,-0.7096,158,0.17366
ENSG00000137486,ARRB1,3,-3.8071,98,1.17549,117,1.49675,73,0.78487,15,-1.7639,42,-0.1942,21,-1.2263,32,-0.6096,39,-0.3029,13,-1.9493
ENSG00000149273,RPS3,315,-1.5352,325,-1.4876,427,-1.0779,166,-2.6078,958,0.17535,1179,0.51275,829,-0.0559,973,0.19987,2075,1.49283,2032,1.45425
ENSG00000171533,MAP6,396,3.14463,230,1.90177,9,-3.0709,33,-1.3651,1,-5.4927,0,-8.0811,75,-0.0181,2,-4.8348,17,-2.2227,42,-0.9091
ENSG00000149269,PAK1,3,-3.7400,317,4.04989,26,-0.8410,36,-0.4021,21,-1.1505,20,-1.2695,11,-2.1314,11,-2.1469,18,-1.3911,4,-3.6042
ENSG00000074201,CLNS1A,3,-4.4279,80,0.12509,124,0.84109,43,-0.9014,70,-0.0875,62,-0.2801,174,1.43531,76,0.04332,74,0.01125,64,-0.2243
ENSG00000048649,RSF1,3,-4.7046,121,0.48697,89,-0.0101,45,-1.1306,125,0.53978,66,-0.4646,185,1.20280,70,-0.3837,157,0.91803,78,-0.2199
ENSG00000151366,NDUFC2,71,-1.0434,277,1.11920,208,0.63039,54,-1.5736,51,-1.5463,199,0.56039,250,0.94289,111,-0.3779,204,0.59522,71,-1.0462
ENSG00000182103,FAM181B,539,3.03020,31,-1.8680,132,0.31632,43,-1.4956,1,-5.9987,75,-0.5701,222,1.18999,12,-3.2874,35,-1.7123,59,-0.9334
ENSG00000137502,RAB30,3,-3.5403,23,-0.8263,62,0.70319,27,-0.6261,78,1.11014,65,0.79350,7,-2.6054,36,-0.1370,46,0.21291,63,0.74532
ENSG00000150672,DLG2,3,-4.5856,165,1.15438,51,-0.7333,39,-1.2088,30,-1.5549,295,2.25980,63,-0.4276,82,-0.0102,63,-0.4177,76,-0.1356
ENSG00000137501,SYTL2,3,-3.6663,95,1.30403,19,-1.2268,19,-1.3451,124,1.79377,29,-0.6207,18,-1.2929,44,0.00647,38,-0.2102,69,0.75253
ENSG00000073921,PICALM,3,-5.0686,120,0.07023,80,-0.5670,27,-2.2950,75,-0.6614,386,2.12714,259,1.36024,53,-1.1969,133,0.23224,102,-0.1866
ENSG00000166012,TAF1D,118,0.15742,68,-0.7021,58,-0.9413,40,-1.5886,82,-0.4200,105,-0.0283,179,0.84877,152,0.57386,121,0.19730,211,1.13016
ENSG00000150316,CWC15,281,2.48987,44,-0.7249,113,0.76695,19,-2.0760,57,-0.3314,84,0.27512,40,-0.8624,43,-0.7563,48,-0.5998,28,-1.4093
ENSG00000263465,SRSF8,3,-3.8662,81,0.77412,59,0.26699,35,-0.6187,10,-2.3302,31,-0.7568,172,2.17711,37,-0.4844,22,-1.2745,66,0.44926
ENSG00000149218,ENDOD1,33,-1.5401,33,-1.5396,51,-0.8921,12,-3.1202,159,0.90934,284,1.97432,237,1.62410,34,-1.4930,80,-0.2103,68,-0.4602
ENSG00000149212,SESN3,3,-3.7990,125,1.63118,75,0.73083,54,0.21925,2,-4.1489,9,-2.5157,128,1.68455,8,-2.6303,49,0.03366,17,-1.5194
ENSG00000152558,TMEM123,958,3.34958,0,-9.9881,126,-0.4827,28,-2.8250,29,-2.6676,151,-0.2011,298,0.90204,12,-3.9724,182,0.08717,80,-1.1684
ENSG00000152578,GRIA4,3,-3.9042,227,2.72982,22,-1.3104,15,-1.9798,10,-2.4058,58,0.20232,82,0.76916,15,-1.8473,80,0.72852,37,-0.5017
ENSG00000149313,AASDHPPT,3,-4.0284,203,2.28113,33,-0.8189,18,-1.8159,90,0.77087,53,-0.0770,103,1.00184,19,-1.6361,36,-0.6882,40,-0.5241
ENSG00000075239,ACAT1,445,2.99746,70,-0.3941,85,-0.1126,25,-2.0332,100,0.15898,101,0.16157,91,-0.0018,22,-2.1146,12,-2.9884,22,-2.1341
ENSG00000137710,RDX,3,-5.7717,37,-2.4406,89,-1.1575,57,-1.9292,125,-0.6396,334,0.93879,680,2.28302,100,-0.9813,206,0.13828,386,1.19364
ENSG00000170145,SIK2,3,-3.2551,52,0.73712,48,0.60220,30,-0.1255,23,-0.5534,51,0.71760,44,0.47264,9,-1.8508,22,-0.5758,47,0.56687
ENSG00000109846,CRYAB,211,-3.2664,267,-2.9234,541,-1.8859,174,-3.6882,328,-2.6224,6341,2.15756,6596,2.24055,1381,-0.4726,1178,-0.7166,3358,0.96600
ENSG00000150764,DIXDC1,232,1.80444,66,-0.3343,13,-2.7656,14,-2.7108,101,0.34690,183,1.36512,84,0.05697,15,-2.5298,59,-0.4908,112,0.51422
ENSG00000150779,TIMM8B,61,-0.4532,88,0.11303,148,0.97849,33,-1.4740,143,0.92078,84,0.04252,114,0.54243,84,0.03942,59,-0.5121,51,-0.7193
ENSG00000204370,SDHD,160,1.56559,66,0.07489,105,0.82198,25,-1.5326,1,-5.2218,54,-0.2540,186,1.85886,25,-1.3830,29,-1.1842,20,-1.7196
ENSG00000149294,NCAM1,11,-4.8467,540,0.91632,281,-0.1505,130,-1.4156,109,-1.5908,1031,2.11858,638,1.20517,135,-1.2758,90,-1.8700,305,-0.0218
ENSG00000109906,ZBTB16,493,2.97746,86,-0.2585,61,-0.7946,51,-1.1474,3,-4.9154,3,-4.8762,217,1.26958,42,-1.3378,70,-0.5796,39,-1.4690
ENSG00000182985,CADM1,207,1.30910,151,0.76379,279,1.87217,38,-1.4795,39,-1.3309,109,0.23655,108,0.22106,0,-6.8178,32,-1.6414,36,-1.4838
ENSG00000160584,SIK3,3,-4.6319,130,0.69148,65,-0.4090,24,-1.9940,27,-1.7284,229,1.68666,242,1.79697,53,-0.7208,57,-0.6212,80,-0.1038
ENSG00000168092,PAFAH1B2,226,1.06954,366,1.96361,69,-0.8249,35,-1.9488,59,-1.0596,127,0.12092,74,-0.7325,70,-0.8004,135,0.21170,103,-0.2141
ENSG00000186318,BACE1,3,-5.1363,120,-0.0122,29,-2.1603,17,-3.0561,20,-2.6968,513,2.64853,287,1.45690,23,-2.4771,90,-0.4534,209,0.90138
ENSG00000137726,FXYD6,235,0.22626,515,1.57104,256,0.36455,93,-1.2956,79,-1.4390,141,-0.5758,404,1.13113,94,-1.1840,250,0.32462,84,-1.3571
ENSG00000149575,SCN2B,3,-3.5688,263,3.80749,36,-0.1690,43,0.10219,1,-4.5878,3,-3.5867,0,-6.2706,29,-0.5433,12,-1.7714,12,-1.8138
ENSG00000167283,ATP5MG,1590,2.68129,178,-1.1243,320,-0.2249,117,-1.8586,71,-2.4918,208,-0.8877,480,0.42096,212,-0.8581,482,0.42660,289,-0.3827
ENSG00000118058,KMT2A,3,-4.2271,95,0.62967,58,-0.1658,35,-0.9919,130,1.16442,91,0.56242,53,-0.2958,54,-0.2670,100,0.71248,52,-0.3290
ENSG00000019144,PHLDB1,98,-0.5813,25,-2.6146,46,-1.7166,31,-2.4169,138,-0.0374,545,2.41900,340,1.47622,56,-1.4032,49,-1.6143,201,0.56479
ENSG00000110367,DDX6,231,1.00331,298,1.45351,147,0.25521,64,-1.1036,30,-2.1707,118,-0.1015,151,0.29616,67,-0.9738,93,-0.4714,118,-0.0950
ENSG00000118181,RPS25,2337,0.62525,417,-2.0315,966,-0.7734,385,-2.2689,1199,-0.4410,1908,0.29314,1676,0.08439,2031,0.39391,2933,1.01106,3246,1.18889
ENSG00000149428,HYOU1,3,-3.5815,195,2.91155,21,-1.0017,34,-0.3199,1,-4.6002,81,1.13037,21,-1.0052,15,-1.5473,29,-0.5587,16,-1.4271
ENSG00000188486,H2AFX,523,3.01049,38,-1.5625,46,-1.2680,39,-1.6219,1,-5.9660,102,-0.0593,219,1.20296,44,-1.3338,20,-2.4573,95,-0.1729
ENSG00000154096,THY1,3,-6.4862,2306,4.40742,140,-1.2082,252,-0.3480,3,-6.6157,45,-2.8873,123,-1.4013,103,-1.6647,127,-1.3605,34,-3.2825
ENSG00000110400,NECTIN1,3,-4.3046,156,1.39478,29,-1.2669,22,-1.8025,4,-3.9385,340,3.05311,27,-1.4053,14,-2.3338,25,-1.4954,102,0.66510
ENSG00000184232,OAF,3,-3.0168,28,0.04153,158,3.38702,36,0.46460,1,-4.0385,0,-6.6316,17,-0.7748,0,-7.2990,22,-0.3705,4,-2.8361
ENSG00000196914,ARHGEF12,186,1.62345,157,1.30831,138,1.08781,69,-0.0568,1,-5.3992,0,-7.9880,76,0.10429,47,-0.6405,21,-1.8113,21,-1.8580
ENSG00000109929,SC5D,3,-4.3581,118,0.84482,89,0.38351,36,-1.0988,40,-0.8494,177,1.56181,185,1.64429,27,-1.4244,11,-2.6782,49,-0.5599
ENSG00000137642,SORL1,3,-5.2980,458,2.14986,149,0.15402,123,-0.1676,1,-6.3126,41,-1.8028,372,1.73708,27,-2.3917,58,-1.2950,130,-0.0549
ENSG00000255248,MIR100HG,427,3.12023,96,0.23806,61,-0.4890,27,-1.7896,3,-4.8672,109,0.44357,44,-0.9690,22,-1.9744,45,-0.9469,52,-0.7363
ENSG00000109971,HSPA8,160,-0.9834,428,0.56562,767,1.58617,115,-1.5733,241,-0.3508,249,-0.2999,869,1.82396,88,-1.8777,176,-0.8351,111,-1.5216
ENSG00000166257,SCN3B,3,-5.5329,1293,4.81329,100,-0.7110,96,-0.8437,86,-0.9465,0,-9.1344,33,-2.3463,25,-2.7758,5,-5.0402,10,-3.9906
ENSG00000154144,TBRG1,3,-3.6595,127,1.85496,47,0.13163,23,-1.0578,1,-4.6779,103,1.44659,64,0.63428,20,-1.1819,16,-1.5328,49,0.20347
ENSG00000154146,NRGN,3,-6.6201,2363,4.12052,154,-1.2091,281,-0.3184,195,-0.8531,53,-2.7649,75,-2.2673,188,-0.9044,71,-2.3461,52,-2.8146
ENSG00000165478,HEPACAM,112,-0.9502,61,-1.8393,315,0.68643,105,-1.1279,7,-4.9220,397,1.08174,719,2.20807,122,-0.8151,76,-1.5261,253,0.32542
ENSG00000149557,FEZ1,126,-2.1551,219,-1.3331,322,-0.7481,95,-2.6952,40,-3.8108,1545,1.87869,1379,1.65957,439,-0.2721,516,-0.0192,966,1.01578
ENSG00000149547,EI24,114,0.75857,174,1.49038,32,-1.2359,25,-1.7188,1,-5.4018,114,0.75599,181,1.57169,14,-2.3887,54,-0.4526,54,-0.4280
ENSG00000084234,APLP2,140,-0.3949,452,1.56145,296,0.80852,69,-1.5581,195,0.12524,135,-0.4506,325,0.96990,52,-1.8771,185,0.04221,63,-1.5943
ENSG00000196323,ZBTB44,3,-4.1315,110,0.99356,16,-1.9759,29,-1.1762,104,0.89349,91,0.66727,49,-0.3255,56,-0.1094,109,0.97516,64,0.10704
ENSG00000182667,NTM,3,-5.6035,203,0.31526,196,0.25943,176,0.09829,83,-1.0668,254,0.68164,146,-0.2146,108,-0.6743,195,0.24401,295,0.93212
ENSG00000183715,OPCML,3,-3.3500,236,3.95721,24,-0.5961,26,-0.4966,1,-4.3694,18,-0.9917,0,-6.0532,12,-1.6466,28,-0.3369,9,-1.9447
ENSG00000166086,JAM3,3,-5.1759,41,-1.6945,33,-2.0107,19,-2.9466,1,-6.1576,639,3.12803,274,1.32446,42,-1.6296,88,-0.5400,207,0.83356
ENSG00000151502,VPS26B,3,-3.8548,198,2.49904,57,0.23305,41,-0.3196,1,-4.8461,0,-7.4625,135,1.69982,27,-0.9481,26,-0.9667,15,-1.7701
ENSG00000109956,B3GAT1,3,-5.5547,223,0.51964,96,-0.7976,100,-0.8001,98,-0.7707,422,1.63714,329,1.18307,167,0.04970,74,-1.1871,162,0.00829
ENSG00000060237,WNK1,554,0.53426,187,-1.1654,137,-1.6296,101,-2.1923,182,-1.2064,519,0.42528,625,0.73523,454,0.20807,521,0.43267,1000,1.56271
ENSG00000006831,ADIPOR2,3,-4.4303,19,-2.0080,43,-0.8245,15,-2.4649,1,-5.4463,188,1.57759,310,2.60788,84,0.19554,70,-0.0913,65,-0.2106
ENSG00000004478,FKBP4,95,1.00917,76,0.62221,55,0.12036,18,-1.6789,1,-4.8297,84,0.78945,98,1.06103,20,-1.4416,65,0.38490,35,-0.6070
ENSG00000118971,CCND2,3,-4.4716,289,2.39003,116,0.67832,52,-0.6323,1,-5.4312,23,-1.7747,24,-1.7288,81,0.10805,118,0.70608,76,-0.0032
ENSG00000110799,VWF,3,-4.9874,0,-9.5077,136,0.35865,27,-2.2155,312,1.81355,0,-8.5902,10,-3.4690,0,-9.2966,683,3.71589,0,-9.8643
ENSG00000010278,CD9,6,-4.7803,8,-4.2508,185,0.29509,38,-2.2217,62,-1.3978,364,1.45371,721,2.88692,76,-1.0918,90,-0.8282,104,-0.6100
ENSG00000111639,MRPL51,12,-3.2775,52,-1.1598,145,0.43804,31,-2.0037,99,-0.1706,175,0.75779,288,1.63544,143,0.41454,89,-0.3323,146,0.45671
ENSG00000111640,GAPDH,2700,0.76152,2721,0.77433,2511,0.63962,909,-1.0391,1001,-0.8154,1475,-0.2176,3045,0.96668,714,-1.3261,1370,-0.3326,1271,-0.4490
ENSG00000111642,CHD4,398,1.88899,154,0.22298,115,-0.2427,61,-1.2977,6,-4.5328,180,0.47577,228,0.87261,42,-1.7483,93,-0.5572,133,-0.0037
ENSG00000111652,COPS7A,3,-3.5742,79,1.09267,54,0.46262,26,-0.7718,1,-4.5930,64,0.73093,74,0.97835,4,-3.2168,88,1.27815,28,-0.5794
ENSG00000089693,MLF2,3,-5.5648,559,2.17900,145,-0.1744,110,-0.6601,267,0.81034,67,-1.3543,193,0.27293,47,-1.8826,132,-0.3302,155,-0.0733
ENSG00000159335,PTMS,128,-0.9787,1095,2.81231,267,0.16495,221,-0.1481,364,0.66962,3,-6.4297,18,-3.8152,96,-1.4026,203,-0.2671,33,-2.9649
ENSG00000250510,GPR162,666,4.04903,202,1.22352,64,-0.6361,36,-1.6194,1,-5.8309,0,-8.4191,19,-2.4198,0,-6.8896,40,-1.3384,0,-9.6932
ENSG00000111667,USP5,3,-3.9663,217,2.53052,41,-0.4241,28,-1.0421,1,-4.9836,55,0.03648,113,1.23986,64,0.28774,8,-2.7888,29,-0.9139
ENSG00000111669,TPI1,863,1.57162,831,1.50127,449,0.43728,204,-0.8681,150,-1.2689,78,-2.2229,465,0.49519,114,-1.6768,224,-0.6595,181,-0.9808
ENSG00000111674,ENO2,3,-5.8713,1015,3.07985,146,-0.4999,138,-0.6341,229,0.20798,151,-0.4514,178,-0.1936,50,-2.0994,93,-1.1775,70,-1.6150
ENSG00000111676,ATN1,526,1.82105,320,0.91774,202,0.16011,122,-0.6841,80,-1.2598,103,-0.8884,142,-0.3984,91,-1.0809,154,-0.2650,149,-0.3195
ENSG00000111678,C12orf57,184,-0.3345,97,-1.3026,292,0.39753,99,-1.3661,127,-0.8980,105,-1.1911,315,0.52322,315,0.52325,580,1.58767,292,0.39904
ENSG00000215021,PHB2,164,0.84997,174,0.95796,80,-0.3003,34,-1.6869,117,0.30034,88,-0.1551,168,0.89284,33,-1.6575,141,0.60155,36,-1.5139
ENSG00000139182,CLSTN3,3,-3.8683,411,4.82716,38,-0.4406,39,-0.4304,1,-4.8859,3,-4.1881,15,-1.8420,3,-3.9192,0,-7.0361,0,-8.7504
ENSG00000059804,SLC2A3,3,-3.8151,160,2.08958,28,-0.8409,29,-0.8479,111,1.39345,0,-7.4232,59,0.30993,10,-2.3111,99,1.18710,4,-3.7296
ENSG00000175899,A2M,3,-6.6204,7,-5.6730,346,0.03700,84,-2.2290,794,1.43965,0,-10.208,117,-1.6219,20,-4.1482,2262,3.95292,2,-7.5026
ENSG00000139112,GABARAPL1,271,1.57250,375,2.21491,71,-0.6438,44,-1.4680,77,-0.5057,76,-0.5350,97,-0.1550,22,-2.3805,62,-0.8404,41,-1.4760
ENSG00000111276,CDKN1B,3,-4.3330,94,0.49314,143,1.20703,17,-2.2467,1,-5.3478,153,1.32361,225,2.06396,17,-2.0984,19,-1.9131,71,0.03992
ENSG00000178878,APOLD1,3,-5.6713,0,-10.190,136,-0.3975,54,-1.8828,734,2.61825,0,-9.2724,0,-8.3648,24,-2.9708,918,3.18281,2,-6.4133
ENSG00000273079,GRIN2B,3,-3.5441,333,4.90744,17,-1.2902,31,-0.4519,19,-1.1312,0,-7.1538,0,-6.2459,6,-2.8023,0,-6.7140,0,-5.9319
ENSG00000023734,STRAP,3,-4.3178,234,2.16378,71,0.06377,37,-1.0287,1,-5.3344,69,0.01043,112,0.79625,87,0.37512,50,-0.4987,52,-0.4125
ENSG00000008394,MGST1,465,2.88804,100,0.01630,327,2.09820,59,-0.8732,1,-5.8646,0,-8.4526,21,-2.2867,51,-1.0057,0,-8.0128,5,-4.3523
ENSG00000048540,LMO3,509,2.85144,294,1.67651,157,0.57416,55,-1.1343,44,-1.4088,24,-2.2819,11,-3.4345,49,-1.2298,1,-6.4097,11,-3.3977
ENSG00000084453,SLCO1A2,3,-4.8452,0,-9.3661,19,-2.4809,14,-3.0211,60,-0.7802,370,2.36490,98,-0.0147,135,0.50781,152,0.69886,221,1.34814
ENSG00000111716,LDHB,1052,1.50583,476,0.15569,960,1.33837,378,-0.2330,404,-0.1068,132,-1.8031,338,-0.3838,223,-1.0191,213,-1.0875,198,-1.1975
ENSG00000111726,CMAS,3,-3.5036,184,2.89392,35,-0.1433,18,-1.2853,1,-4.5228,59,0.67899,43,0.17096,5,-2.8944,2,-4.3854,59,0.66375
ENSG00000205707,ETFRF1,3,-4.4246,76,0.05390,52,-0.5338,9,-3.1793,1,-5.4406,165,1.34925,350,2.91551,46,-0.7249,20,-1.9290,77,0.06582
ENSG00000123095,BHLHE41,3,-4.7432,63,-0.5960,76,-0.2895,16,-2.6881,35,-1.4611,194,1.24078,385,2.61020,28,-1.7719,76,-0.2949,118,0.39403
ENSG00000064115,TM7SF3,3,-3.5882,70,0.85747,66,0.77119,23,-0.9700,1,-4.6070,41,-0.0174,96,1.41089,9,-2.2684,92,1.33077,29,-0.5169
ENSG00000110841,PPFIBP1,3,-3.9573,42,-0.3839,57,0.09822,39,-0.5177,119,1.34842,63,0.27454,4,-3.7031,25,-1.1477,152,1.80269,42,-0.3865
ENSG00000087448,KLHL42,3,-3.4947,72,1.01341,35,-0.1542,26,-0.6832,38,-0.0160,20,-0.9763,121,1.97042,15,-1.3940,25,-0.6797,44,0.21355
ENSG00000123106,CCDC91,121,1.28219,68,0.30221,28,-1.0390,35,-0.7768,8,-2.7716,14,-2.0831,205,2.31371,48,-0.2372,10,-2.5790,42,-0.4283
ENSG00000087470,DNM1L,14,-2.0707,150,1.63847,41,-0.5334,29,-1.1249,2,-4.6713,49,-0.2265,147,1.60360,28,-1.0730,106,1.01220,33,-0.8288
ENSG00000139116,KIF21A,141,0.59282,323,2.09857,63,-0.6708,79,-0.3647,60,-0.7565,13,-3.0235,110,0.18528,51,-1.0056,77,-0.3742,79,-0.3316
ENSG00000018236,CNTN1,10,-3.9957,680,2.78644,267,0.93311,113,-0.4893,153,0.02119,23,-2.8065,135,-0.1815,43,-1.9061,95,-0.7268,30,-2.4234
ENSG00000139168,ZCRB1,4,-5.4372,112,-0.7305,109,-0.7741,69,-1.5490,38,-2.3323,245,0.50506,374,1.22572,255,0.56903,403,1.36079,292,0.79898
ENSG00000151239,TWF1,3,-4.0078,44,-0.3419,80,0.59091,32,-0.9051,11,-2.4219,13,-2.1883,220,2.49017,19,-1.5777,102,1.01077,51,-0.1235
ENSG00000184613,NELL2,465,3.09551,448,2.99921,10,-3.3105,21,-2.3154,1,-5.7501,0,-8.3382,4,-4.5265,30,-1.6714,4,-4.3587,0,-8.1349
ENSG00000139218,SCAF11,324,2.59824,37,-1.1453,53,-0.6022,26,-1.7715,4,-4.1743,89,0.22077,146,1.03905,46,-0.8215,42,-0.9255,62,-0.3496
ENSG00000111371,SLC38A1,200,1.77212,209,1.86089,42,-0.7986,24,-1.7325,32,-1.2105,0,-7.9752,147,1.20450,44,-0.7391,30,-1.2893,29,-1.3812
ENSG00000134294,SLC38A2,129,-0.0532,91,-0.6012,96,-0.5152,31,-2.3272,92,-0.5799,311,1.42144,338,1.57711,19,-2.8704,288,1.28167,43,-1.7118
ENSG00000079337,RAPGEF3,3,-3.6318,11,-2.0047,81,1.06000,18,-1.3947,17,-1.3711,143,2.12441,57,0.45930,21,-1.0760,35,-0.2890,63,0.63689
ENSG00000211584,SLC48A1,3,-5.2704,75,-0.8704,124,-0.1012,46,-1.7024,31,-2.2038,623,2.89257,175,0.44792,46,-1.6193,98,-0.4695,190,0.58026
ENSG00000152556,PFKM,217,2.19018,98,0.72135,174,1.74264,58,-0.1325,1,-5.2070,17,-1.9357,32,-1.0505,1,-5.3731,32,-1.0508,2,-4.9893
ENSG00000177981,ASB8,79,1.13971,88,1.33747,43,0.12436,31,-0.4003,1,-4.5401,56,0.58148,11,-1.8513,0,-7.5560,35,-0.1665,57,0.59939
ENSG00000167535,CACNB3,3,-3.2989,224,3.89618,46,0.49111,26,-0.4487,1,-4.3190,0,-6.9111,0,-6.0028,35,0.06900,9,-1.9160,0,-8.1856
ENSG00000134287,ARF3,15,-3.5590,784,2.81795,206,0.29144,108,-0.7818,33,-2.4682,68,-1.4148,173,0.00459,130,-0.4329,132,-0.4121,133,-0.3965
ENSG00000181418,DDN,3,-4.9965,360,2.08283,128,0.25239,188,1.02971,206,1.04225,6,-4.1689,33,-1.8339,90,-0.3129,1,-5.9175,1,-6.6068
ENSG00000123416,TUBA1B,109,-3.0222,3457,2.64024,664,-0.3265,403,-1.1728,501,-0.7618,805,-0.0259,738,-0.1617,565,-0.5778,767,-0.1019,585,-0.5236
ENSG00000167552,TUBA1A,624,-0.7892,939,-0.1581,539,-1.0112,234,-2.3770,524,-1.0540,2536,1.51346,4092,2.48167,326,-1.7643,541,-1.0073,826,-0.3582
ENSG00000135519,KCNH3,3,-3.5983,170,2.54544,44,0.09366,48,0.25372,128,1.94069,0,-7.2079,1,-4.7881,9,-2.3127,7,-2.6537,0,-8.4824
ENSG00000139644,TMBIM6,617,0.31638,372,-0.4816,670,0.44880,300,-0.8833,425,-0.2765,932,1.00353,944,1.02710,115,-2.2396,396,-0.3876,505,-0.0068
