Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3,Feature log2 fold change topic 3,Feature count topic 4,Feature log2 fold change topic 4,Feature count topic 5to6,Feature log2 fold change topic 5to6,Feature count topic 7,Feature log2 fold change topic 7,Feature count topic 8,Feature log2 fold change topic 8,Feature count topic 9,Feature log2 fold change topic 9,Feature count topic 10,Feature log2 fold change topic 10
ENSG00000167106,FAM102A,59,0.08429,58,0.06493,67,0.30846,31,-0.9026,55,-0.0144,67,0.30277,45,-0.3256,84,0.68206,34,-0.7553
ENSG00000148339,SLC25A25,84,0.75052,36,-0.6051,34,-0.6753,48,-0.1564,44,-0.3294,86,0.78945,46,-0.2207,57,0.10156,52,-0.0304
ENSG00000148334,PTGES2,69,-0.6307,65,-0.7321,128,0.33672,113,0.13680,135,0.49133,100,-0.0551,79,-0.4275,78,-0.4553,136,0.43377
ENSG00000171159,C9orf16,369,-0.5493,317,-0.7847,648,0.34729,214,-1.3769,584,0.20079,709,0.49680,454,-0.2249,733,0.55156,619,0.27314
ENSG00000148337,CIZ1,44,0.22930,28,-0.5040,37,-0.0541,37,-0.0610,34,-0.2026,43,0.18250,48,0.34189,50,0.42908,29,-0.4513
ENSG00000106976,DNM1,499,-0.7708,294,-1.5720,529,-0.6822,994,0.31838,1300,0.90180,927,0.20471,655,-0.3500,672,-0.3081,996,0.32203
ENSG00000167110,GOLGA2,58,-0.2382,67,-0.0230,31,-1.1724,136,1.17247,67,-0.0074,46,-0.6160,97,0.58485,35,-1.0191,72,0.10118
ENSG00000175854,SWI5,4,-2.2220,17,-0.1806,20,0.05148,21,0.15954,20,0.08729,10,-1.0346,22,0.24547,30,0.70287,28,0.58599
ENSG00000167112,TRUB2,50,-0.3618,55,-0.2110,40,-0.7224,85,0.48601,74,0.29651,67,0.08789,60,-0.0675,66,0.07639,59,-0.1020
ENSG00000167113,COQ4,60,0.06471,31,-0.9775,42,-0.5060,58,0.01031,56,-0.0661,55,-0.0979,73,0.36650,74,0.39110,76,0.42707
ENSG00000167114,SLC27A4,33,-0.3019,17,-1.3396,17,-1.2723,41,0.02889,57,0.64881,46,0.22502,31,-0.4219,48,0.29664,55,0.50582
ENSG00000167118,URM1,34,0.31143,25,-0.1748,23,-0.3018,32,0.17986,33,0.27479,11,-1.4178,41,0.61148,21,-0.4424,29,0.03010
ENSG00000167123,CERCAM,28,2.12266,21,1.49964,1,-2.8245,11,0.39808,4,-1.0612,1,-2.3214,7,-0.2249,2,-1.6863,3,-1.3150
ENSG00000197694,SPTAN1,438,0.10003,250,-0.7806,316,-0.4182,470,0.21147,535,0.49001,388,-0.0950,431,0.07104,316,-0.4191,440,0.10515
ENSG00000119333,WDR34,9,-0.9802,15,-0.2008,11,-0.6703,25,0.61029,26,0.76298,16,-0.0747,13,-0.4064,13,-0.3903,17,-0.0088
ENSG00000119335,SET,366,0.55442,193,-0.4757,193,-0.4774,195,-0.4595,294,0.21954,266,0.03208,262,0.00398,277,0.09370,270,0.05261
ENSG00000160445,ZER1,73,-0.3974,54,-0.8436,59,-0.7116,125,0.46879,119,0.43766,106,0.18958,83,-0.1850,122,0.42711,77,-0.3021
ENSG00000107021,TBC1D13,12,-1.0298,32,0.40656,13,-0.9240,49,1.13720,22,-0.2237,27,0.16400,26,0.09727,14,-0.8487,29,0.25285
ENSG00000167136,ENDOG,28,-0.7998,24,-0.9909,48,0.04782,33,-0.5128,51,0.16777,39,-0.2613,91,1.11671,42,-0.1506,57,0.32992
ENSG00000198917,SPOUT1,3,-2.2040,18,0.13057,12,-0.4971,20,0.34127,19,0.31648,13,-0.2817,17,0.12244,27,0.81168,13,-0.3658
ENSG00000136802,LRRC8A,92,0.65170,73,0.27476,53,-0.2553,54,-0.1979,60,-0.0631,57,-0.1273,75,0.30681,46,-0.4548,48,-0.3898
ENSG00000175287,PHYHD1,20,1.11307,15,0.57648,20,1.06325,12,0.20374,3,-1.9310,4,-1.2131,14,0.52638,10,-0.0329,2,-2.5176
ENSG00000148341,SH3GLB2,114,-0.3950,95,-0.6751,129,-0.1917,131,-0.1766,224,0.82044,185,0.38373,104,-0.5381,142,-0.0449,113,-0.3999
ENSG00000148343,MIGA2,14,-0.4984,14,-0.5140,7,-1.5181,20,0.00080,26,0.47612,13,-0.6598,22,0.12922,28,0.57868,29,0.58772
ENSG00000167130,DOLPP1,19,0.77422,8,-0.5136,5,-1.2544,14,0.32372,13,0.19487,6,-0.8667,16,0.50065,7,-0.7018,14,0.32003
ENSG00000095321,CRAT,19,-0.6961,34,0.19684,26,-0.2092,35,0.25680,30,0.03316,25,-0.2943,45,0.67238,25,-0.3002,29,-0.0325
ENSG00000119383,PTPA,107,-0.4526,95,-0.6441,133,-0.1195,180,0.37717,189,0.52138,106,-0.4763,162,0.20330,127,-0.1810,141,-0.0173
ENSG00000188483,IER5L,39,0.52772,22,-0.3357,16,-0.8096,22,-0.3474,35,0.41636,38,0.50910,34,0.33398,23,-0.3115,13,-1.0976
ENSG00000204054,LINC00963,29,1.31792,13,-0.0187,7,-0.9344,17,0.40350,10,-0.4343,7,-0.8979,12,-0.1076,15,0.25754,10,-0.3926
ENSG00000148335,NTMT1,23,-0.3337,15,-1.0067,32,0.15658,20,-0.5651,29,0.02726,19,-0.5965,52,0.98734,29,0.03047,38,0.46033
ENSG00000148331,ASB6,14,-0.5293,14,-0.6044,17,-0.2326,13,-0.6690,30,0.72723,21,0.04799,26,0.41915,24,0.28728,13,-0.6957
ENSG00000136827,TOR1A,18,-0.9385,17,-1.0531,25,-0.4449,38,0.22692,48,0.69172,33,-0.0009,19,-0.8375,40,0.29551,46,0.52338
ENSG00000136819,C9orf78,83,-0.1532,64,-0.5531,49,-0.9559,120,0.44229,112,0.38499,79,-0.2252,91,0.00259,84,-0.1392,118,0.41077
ENSG00000136878,USP20,30,-0.0454,20,-0.6874,19,-0.7401,33,0.08922,42,0.55033,32,0.07374,33,0.08886,26,-0.2774,33,0.12149
ENSG00000187239,FNBP1,104,2.19056,44,0.60166,19,-0.7002,37,0.31812,15,-1.1290,14,-1.1731,22,-0.5308,12,-1.3722,22,-0.5307
ENSG00000148358,GPR107,52,0.85499,20,-0.6789,26,-0.2315,34,0.17112,24,-0.4444,30,-0.0133,42,0.51142,28,-0.1379,27,-0.2162
ENSG00000107130,NCS1,189,-0.8783,321,-0.0570,501,0.67629,294,-0.1944,306,-0.1472,376,0.20117,361,0.13179,360,0.13028,308,-0.1189
ENSG00000130707,ASS1,26,-0.6324,18,-1.1573,43,0.17719,21,-0.9085,34,-0.2483,45,0.22297,84,1.31424,55,0.58429,27,-0.5569
ENSG00000107164,FUBP3,20,-0.3177,31,0.36130,17,-0.5444,31,0.37562,26,0.10812,25,0.03294,21,-0.2692,18,-0.5316,32,0.38013
ENSG00000130713,EXOSC2,31,0.73744,10,-1.0495,20,0.03039,23,0.24094,12,-0.7967,19,-0.0674,19,-0.0399,20,-0.0061,31,0.73369
ENSG00000097007,ABL1,24,0.65527,27,0.83422,11,-0.5609,17,0.03149,14,-0.1958,16,-0.0607,12,-0.4348,15,-0.1444,11,-0.5405
ENSG00000126878,AIF1L,136,3.04519,56,1.13365,6,-2.1520,30,0.07708,2,-3.9799,1,-4.0823,19,-0.5747,8,-1.8371,21,-0.4629
ENSG00000126883,NUP214,3,-2.0626,6,-1.0426,12,-0.0256,17,0.51821,13,0.09077,19,0.76340,16,0.50047,11,-0.1603,11,-0.1328
ENSG00000160539,PLPP7,15,0.27550,5,-1.2991,6,-1.1605,11,-0.1291,15,0.35898,14,0.21831,10,-0.2936,23,0.99846,9,-0.4207
ENSG00000130723,PRRC2B,164,-0.0017,105,-0.7063,127,-0.4098,208,0.38052,160,-0.0417,149,-0.1578,177,0.12400,167,0.02423,226,0.51838
ENSG00000130714,POMT1,15,-0.4047,11,-0.9447,17,-0.2737,22,0.17680,33,0.95309,28,0.54063,18,-0.1385,9,-1.1314,13,-0.6296
ENSG00000130717,UCK1,9,-1.2960,24,0.08221,26,0.22697,20,-0.2054,27,0.30814,13,-0.7849,22,-0.0548,33,0.60450,25,0.15939
ENSG00000107263,RAPGEF1,77,0.54908,53,-0.0670,59,0.10789,59,0.11353,46,-0.3204,39,-0.5237,55,-0.0091,66,0.30329,50,-0.1422
ENSG00000160563,MED27,9,-1.8391,10,-1.7309,15,-1.1917,31,-0.0642,55,1.01355,55,0.85630,26,-0.3209,40,0.33011,28,-0.2052
ENSG00000196358,NTNG2,45,0.38692,75,1.26717,11,-1.7433,132,2.38933,18,-1.0962,14,-1.3602,11,-1.7592,12,-1.5801,17,-1.1307
ENSG00000107290,SETX,63,1.18111,28,-0.1739,17,-0.9230,34,0.15004,36,0.29017,27,-0.2403,22,-0.5505,27,-0.2236,20,-0.6417
ENSG00000125482,TTF1,19,-0.0357,13,-0.5452,13,-0.5661,21,0.13676,30,0.84899,15,-0.3815,14,-0.5085,15,-0.3635,22,0.17941
ENSG00000125484,GTF3C4,14,-0.3838,16,-0.2262,11,-0.7058,25,0.52503,24,0.53415,11,-0.7558,14,-0.3920,17,-0.1212,25,0.48864
ENSG00000165698,SPACA9,7,-1.6185,16,-0.5477,21,-0.1101,17,-0.4356,34,0.81075,27,0.29326,19,-0.2456,30,0.47570,18,-0.3344
ENSG00000165699,TSC1,19,-0.4693,17,-0.6228,18,-0.5842,55,1.24609,27,0.05204,25,-0.0654,14,-0.9076,25,-0.0909,34,0.40984
ENSG00000148308,GTF3C5,10,-1.1240,15,-0.4690,7,-1.5562,9,-1.2016,33,0.84447,32,0.67055,18,-0.2370,29,0.54572,23,0.13709
ENSG00000160271,RALGDS,46,0.28006,39,0.01881,23,-0.8027,33,-0.2334,51,0.51402,51,0.46752,44,0.20205,24,-0.7583,24,-0.7373
ENSG00000148296,SURF6,56,0.44470,28,-0.6755,26,-0.7556,55,0.41519,45,0.08139,34,-0.3587,38,-0.2058,47,0.15263,54,0.37680
ENSG00000148297,MED22,22,0.62879,13,-0.2710,8,-1.0265,21,0.52842,12,-0.3916,15,0.01529,25,0.80284,11,-0.4382,12,-0.3527
ENSG00000148303,RPL7A,999,0.49563,650,-0.2006,726,-0.0250,453,-0.7624,686,-0.1288,824,0.17837,755,0.03756,900,0.32335,695,-0.0942
ENSG00000148290,SURF1,58,-0.1780,74,0.19955,82,0.38272,57,-0.2070,52,-0.3916,58,-0.1875,69,0.09974,70,0.10919,79,0.30506
ENSG00000148291,SURF2,27,-0.1475,19,-0.6864,25,-0.2735,20,-0.6325,37,0.38564,18,-0.7807,37,0.34171,33,0.14451,46,0.70593
ENSG00000148248,SURF4,71,0.02727,44,-0.7238,50,-0.5362,77,0.14719,99,0.64762,71,0.02166,46,-0.6610,73,0.05913,72,0.03693
ENSG00000148300,REXO4,15,-0.2555,13,-0.5139,15,-0.2657,13,-0.4797,28,0.87082,11,-0.6916,18,-0.0019,15,-0.2505,21,0.30703
ENSG00000160326,SLC2A6,17,-0.6263,12,-1.1441,11,-1.2093,25,-0.0009,49,1.32652,9,-1.4552,27,0.12024,15,-0.7936,37,0.63193
ENSG00000197859,ADAMTSL2,9,-0.5671,7,-0.9455,9,-0.5217,15,0.28123,19,0.76275,5,-1.3843,21,0.79241,9,-0.5675,15,0.22735
ENSG00000235106,BRD3OS,22,-0.9206,24,-0.8239,44,0.11032,47,0.21830,46,0.22663,32,-0.3760,50,0.33313,46,0.20587,50,0.32760
ENSG00000169925,BRD3,27,-0.3538,42,0.33537,22,-0.6968,71,1.22586,31,-0.1679,17,-1.0226,32,-0.1273,31,-0.1649,38,0.15736
ENSG00000196363,WDR5,25,0.20698,16,-0.5111,17,-0.3725,33,0.63858,24,0.15475,16,-0.4627,17,-0.4118,22,-0.0362,27,0.29988
ENSG00000186350,RXRA,30,0.09391,34,0.26913,30,0.07748,40,0.54849,18,-0.7499,22,-0.4007,43,0.66194,16,-0.9242,34,0.28580
ENSG00000130558,OLFM1,800,-0.7766,588,-1.2460,1367,0.06314,776,-0.8240,1781,0.57303,1917,0.62065,949,-0.5136,1586,0.30487,1595,0.31420
ENSG00000196422,PPP1R26,9,-1.2607,21,-0.0506,21,-0.0606,17,-0.4036,16,-0.4805,9,-1.2403,26,0.31259,33,0.68700,47,1.30303
ENSG00000160345,C9orf116,8,-0.9375,12,-0.4207,22,0.56024,11,-0.5008,18,0.28305,14,-0.1879,16,0.06287,13,-0.3105,23,0.62883
ENSG00000122140,MRPS2,38,0.08087,21,-0.8273,21,-0.8263,39,0.09214,53,0.71292,32,-0.1927,33,-0.1526,30,-0.2973,43,0.26773
ENSG00000107147,KCNT1,3,-2.4136,7,-1.2983,19,0.17731,27,0.77822,18,0.12864,22,0.41888,23,0.49117,17,0.04774,14,-0.3035
ENSG00000130559,CAMSAP1,43,-0.3684,16,-1.8351,50,-0.1484,38,-0.5805,81,0.73068,67,0.32511,59,0.12357,69,0.36286,45,-0.3172
ENSG00000130560,UBAC1,105,0.11809,78,-0.3571,97,-0.0049,57,-0.8483,97,-0.0110,119,0.31516,100,0.03715,97,-0.0139,130,0.46589
ENSG00000148411,NACC2,24,-0.9861,79,0.90809,45,-0.0101,50,0.14889,15,-1.8107,50,0.14091,80,0.92155,54,0.27235,45,-0.0412
ENSG00000238227,TMEM250,38,-0.1596,24,-0.8445,31,-0.4466,38,-0.1259,51,0.36675,46,0.15974,45,0.12194,41,-0.0199,51,0.33112
ENSG00000165661,QSOX2,4,-1.2972,5,-1.2380,8,-0.4442,11,0.07442,15,0.60097,17,0.74100,12,0.10698,12,0.21325,8,-0.3736
ENSG00000160360,GPSM1,20,-0.8382,26,-0.4006,23,-0.5902,46,0.48215,57,0.98075,18,-0.9874,34,-0.0209,28,-0.2881,33,-0.0781
ENSG00000165684,SNAPC4,1,-2.8419,6,-0.6550,15,0.61752,16,0.68942,13,0.39549,11,0.18489,6,-0.8658,10,-0.0199,11,0.08444
ENSG00000165688,PMPCA,21,-0.7002,25,-0.3927,20,-0.7971,39,0.29235,41,0.38903,36,0.13014,51,0.70440,27,-0.3027,29,-0.2196
ENSG00000148384,INPP5E,5,-1.5592,9,-0.8330,6,-1.3738,24,0.73700,24,0.82222,11,-0.5544,23,0.60898,14,-0.1286,14,-0.1063
ENSG00000148396,SEC16A,27,-0.7318,20,-1.1855,32,-0.4539,29,-0.6047,61,0.66342,53,0.35017,25,-0.8286,48,0.20257,72,0.85814
ENSG00000148400,NOTCH1,31,1.66233,25,1.25467,5,-1.3230,13,0.23445,1,-3.2055,7,-0.6970,18,0.69517,10,-0.2782,5,-1.2312
ENSG00000172889,EGFL7,176,1.00050,63,-0.6721,56,-0.8537,134,0.53296,108,0.20437,66,-0.5895,64,-0.6507,57,-0.8253,134,0.53932
ENSG00000169692,AGPAT2,29,1.05922,8,-0.9220,10,-0.5795,17,0.17603,17,0.17687,4,-1.8743,20,0.37817,14,-0.1567,17,0.14309
ENSG00000165716,DIPK1B,52,0.04880,19,-1.4816,39,-0.4103,56,0.18967,62,0.38001,31,-0.7213,61,0.30840,48,-0.0566,72,0.58592
ENSG00000233016,SNHG7,20,-0.0430,19,-0.1247,13,-0.7214,24,0.21507,25,0.35966,19,-0.1666,22,0.05948,21,-0.0018,20,-0.0620
ENSG00000244187,TMEM141,38,-0.6148,40,-0.5553,54,-0.0666,29,-1.0520,79,0.62754,35,-0.7367,94,0.84213,47,-0.2852,71,0.35584
ENSG00000196642,RABL6,97,-0.2030,111,0.01003,106,-0.0628,111,0.01665,120,0.15915,94,-0.2607,82,-0.4694,150,0.50161,111,0.01331
ENSG00000232434,AJM1,24,-0.6853,33,-0.1931,45,0.32625,33,-0.1543,35,-0.0744,50,0.48217,38,0.05038,38,0.03151,38,0.03739
ENSG00000054148,PHPT1,235,0.08265,178,-0.3575,238,0.10432,118,-0.9898,190,-0.2803,241,0.12621,284,0.39199,287,0.41134,269,0.30069
ENSG00000107223,EDF1,305,-0.4180,284,-0.5308,474,0.28151,275,-0.5817,461,0.27035,432,0.13122,414,0.06404,430,0.12616,443,0.17325
ENSG00000159069,FBXW5,55,-0.0962,53,-0.1714,76,0.43020,48,-0.3201,72,0.37681,47,-0.3595,57,-0.0314,52,-0.1927,54,-0.1213
ENSG00000107317,PTGDS,1904,1.04535,2046,1.17400,1068,0.07286,875,-0.2445,435,-1.4233,549,-0.9667,1541,0.67824,786,-0.4129,567,-0.9169
ENSG00000148362,PAXX,61,0.20303,46,-0.2422,48,-0.1840,41,-0.4151,43,-0.3716,43,-0.3315,100,1.03399,60,0.17230,51,-0.0814
ENSG00000107331,ABCA2,97,0.20752,98,0.22587,73,-0.2412,92,0.13433,97,0.24929,68,-0.3536,71,-0.2840,80,-0.0960,76,-0.1714
ENSG00000107281,NPDC1,242,-0.1662,128,-1.1508,189,-0.5510,184,-0.5989,351,0.49575,297,0.16158,315,0.25431,276,0.04068,357,0.46091
ENSG00000186193,SAPCD2,21,0.67614,20,0.55261,13,-0.1567,6,-1.2247,8,-0.8373,21,0.63961,17,0.27953,15,0.11576,11,-0.4241
ENSG00000177239,MAN1B1,35,-0.1030,17,-1.1917,31,-0.3017,56,0.66280,43,0.27499,35,-0.0719,32,-0.2383,30,-0.3266,49,0.45609
ENSG00000176978,DPP7,49,-0.2593,45,-0.4117,47,-0.3291,70,0.30400,50,-0.2462,62,0.10144,66,0.19461,66,0.19563,75,0.42492
ENSG00000176884,GRIN1,194,-0.9032,137,-1.4271,234,-0.6171,464,0.47704,510,0.73770,449,0.42184,335,-0.0554,313,-0.1644,319,-0.1300
ENSG00000176101,SSNA1,61,-0.2455,58,-0.3116,50,-0.5559,44,-0.7407,82,0.27913,73,0.05191,89,0.36318,64,-0.1673,105,0.64929
ENSG00000176058,TPRN,21,0.11579,30,0.70402,13,-0.5672,26,0.47084,24,0.38578,10,-0.9119,20,0.05828,10,-1.0076,15,-0.3925
ENSG00000187713,TMEM203,35,-0.2229,23,-0.8635,22,-0.9296,35,-0.2072,43,0.13954,43,0.13137,60,0.67684,42,0.10146,52,0.43813
ENSG00000212864,RNF208,72,-0.4850,70,-0.5080,93,-0.0713,132,0.48862,115,0.30448,138,0.56255,70,-0.5265,63,-0.6896,108,0.16157
ENSG00000188229,TUBB4B,282,-0.0341,156,-0.9568,154,-0.9736,295,0.03906,407,0.65090,247,-0.2438,317,0.15069,310,0.11468,309,0.11036
ENSG00000188986,NELFB,33,-0.2006,43,0.19667,36,-0.0819,50,0.43774,41,0.14179,30,-0.3479,35,-0.1464,26,-0.5913,44,0.24952
ENSG00000198435,NRARP,17,0.27610,23,0.80236,15,0.09500,18,0.39865,9,-0.7239,27,1.07178,8,-0.9019,9,-0.7212,6,-1.2314
ENSG00000187609,EXD3,12,0.27121,5,-1.0259,7,-0.5188,18,0.88456,11,0.05725,14,0.44047,5,-0.9846,13,0.34323,7,-0.4822
ENSG00000188747,NOXA1,11,-0.4494,2,-2.7900,11,-0.4490,17,0.15030,29,1.25231,21,0.55220,9,-0.7659,13,-0.2770,10,-0.6713
ENSG00000165802,NSMF,121,-0.4390,217,0.49651,230,0.59195,135,-0.2624,128,-0.3933,177,0.16566,147,-0.1307,180,0.19094,136,-0.2565
ENSG00000182154,MRPL41,98,-0.7168,134,-0.2392,180,0.23615,105,-0.6192,174,0.20565,155,-0.0050,190,0.32871,171,0.15693,173,0.17290
ENSG00000148399,DPH7,12,0.22007,6,-0.8192,7,-0.5872,15,0.56139,15,0.68769,11,0.06053,9,-0.1317,8,-0.2906,5,-1.0729
ENSG00000165724,ZMYND19,20,0.21880,8,-1.2315,14,-0.3533,20,0.20740,22,0.38159,20,0.21810,24,0.47280,11,-0.7039,16,-0.1853
ENSG00000197070,ARRDC1,18,0.53331,7,-0.8685,6,-1.1044,11,-0.3160,20,0.80895,11,-0.1875,15,0.20824,15,0.25256,6,-1.1118
ENSG00000203993,ARRDC1-AS1,20,0.88762,6,-0.9572,7,-0.7505,11,-0.0482,10,-0.2109,11,-0.1029,16,0.46314,14,0.23023,11,-0.0511
ENSG00000181090,EHMT1,16,0.39944,13,0.11690,12,0.01597,13,0.10419,19,0.80667,11,-0.0967,9,-0.4395,4,-1.5310,5,-1.2099
ENSG00000148408,CACNA1B,43,-0.2520,21,-1.3427,34,-0.6416,48,-0.0827,77,0.77572,53,0.05419,41,-0.3252,62,0.30973,54,0.08743
ENSG00000015171,ZMYND11,87,-0.0492,72,-0.3625,58,-0.6922,123,0.50259,106,0.29867,92,0.02826,87,-0.0616,77,-0.2453,94,0.06687
ENSG00000151240,DIP2C,36,-0.1177,30,-0.4135,34,-0.2157,45,0.21613,62,0.89288,30,-0.3936,27,-0.6010,31,-0.3438,33,-0.2639
ENSG00000107929,LARP4B,47,0.39059,19,-1.0547,36,-0.0321,47,0.36093,40,0.13055,32,-0.2218,31,-0.2885,34,-0.1491,46,0.33450
ENSG00000107937,GTPBP4,36,0.04870,22,-0.6858,27,-0.3847,39,0.18626,41,0.28304,43,0.33036,42,0.29018,25,-0.5064,33,-0.1043
ENSG00000067064,IDI1,265,0.69945,179,0.05206,117,-0.6222,166,-0.0721,182,0.08808,166,-0.0692,163,-0.0995,166,-0.0694,148,-0.2486
ENSG00000047056,WDR37,18,-0.3723,13,-0.9249,22,-0.0957,20,-0.2083,32,0.57448,14,-0.8153,38,0.80826,27,0.26691,17,-0.5123
ENSG00000185736,ADARB2,3,-1.8157,20,0.94416,4,-1.3837,4,-1.3601,2,-2.3307,8,-0.4725,55,3.06392,6,-0.9697,6,-0.9570
ENSG00000067057,PFKP,145,-0.2732,91,-0.9956,103,-0.8021,274,0.76663,225,0.50170,80,-1.1861,150,-0.2208,130,-0.4383,299,0.91607
ENSG00000107959,PITRM1,37,-0.5215,37,-0.5180,31,-0.7961,46,-0.1895,77,0.76935,47,-0.1472,49,-0.0891,67,0.42578,48,-0.1193
ENSG00000067082,KLF6,225,1.97891,62,-0.2621,39,-0.9627,72,-0.0380,60,-0.3540,81,0.15838,47,-0.6891,47,-0.7074,42,-0.8801
ENSG00000173848,NET1,37,1.87375,13,0.09473,3,-1.9085,17,0.51698,11,-0.1707,7,-0.8779,6,-1.0386,9,-0.4454,9,-0.4938
ENSG00000196372,ASB13,2,-2.6101,14,0.03248,11,-0.4188,17,0.27606,12,-0.3315,21,0.60613,33,1.38479,14,-0.0116,7,-1.0724
ENSG00000108021,TASOR2,49,1.60541,24,0.36067,9,-1.0440,21,0.14218,10,-1.0933,21,0.17032,22,0.26108,8,-1.2040,16,-0.3036
ENSG00000057608,GDI2,93,0.05906,86,-0.0567,69,-0.4122,121,0.48993,87,-0.0454,58,-0.6617,121,0.49512,74,-0.2939,97,0.13233
ENSG00000134452,FBH1,24,0.11975,10,-1.1489,19,-0.2123,24,0.16501,27,0.35438,33,0.65588,20,-0.1481,14,-0.6806,22,-0.0138
ENSG00000134453,RBM17,82,0.75962,57,0.13996,44,-0.2587,62,0.28086,41,-0.4140,52,0.01447,45,-0.2205,53,0.04951,41,-0.3616
ENSG00000170525,PFKFB3,66,0.27765,59,0.10812,50,-0.1529,33,-0.7859,64,0.27070,72,0.42339,54,-0.0300,46,-0.2983,44,-0.3429
ENSG00000198879,SFMBT2,34,1.97633,11,-0.0020,3,-1.7514,22,1.14260,5,-1.3500,5,-1.0541,11,0.05527,6,-0.7669,7,-0.7471
ENSG00000151657,KIN,13,0.22861,12,0.09738,9,-0.3379,16,0.52996,13,0.25961,8,-0.4844,15,0.45198,9,-0.3812,5,-1.2360
ENSG00000165629,ATP5F1C,135,-0.5274,136,-0.5105,216,0.22167,137,-0.5013,209,0.19493,244,0.41869,195,0.05484,177,-0.1007,225,0.28747
ENSG00000165632,TAF3,21,0.21259,39,1.24859,7,-1.3872,43,1.46227,18,-0.0647,6,-1.5690,9,-1.0425,8,-1.2053,14,-0.4386
ENSG00000270111,CELF2-DT,4,-1.8732,9,-0.6960,21,0.58601,5,-1.4970,20,0.56060,23,0.69681,12,-0.3504,10,-0.5218,23,0.68504
ENSG00000048740,CELF2,129,-0.4243,101,-0.7959,110,-0.6784,264,0.73651,210,0.40230,151,-0.1788,125,-0.4759,120,-0.5399,270,0.77272
ENSG00000151461,UPF2,36,-0.0887,38,-0.0011,23,-0.7613,68,0.96136,31,-0.3475,35,-0.1392,31,-0.2996,44,0.21920,43,0.19596
ENSG00000181192,DHTKD1,21,1.17256,20,1.06860,5,-1.1361,12,0.27758,5,-1.1052,7,-0.5811,19,1.01447,5,-0.9956,3,-1.6347
ENSG00000065665,SEC61A2,39,-0.4250,29,-0.8897,33,-0.6939,77,0.68017,75,0.73603,45,-0.1955,36,-0.5357,55,0.11316,46,-0.1558
ENSG00000165609,NUDT5,16,0.25879,14,0.10434,9,-0.5774,13,-0.0645,14,0.06193,11,-0.2657,15,0.18747,15,0.17682,13,-0.0793
ENSG00000151465,CDC123,46,-0.3899,33,-0.8852,50,-0.2483,37,-0.7082,79,0.56062,67,0.19766,65,0.15738,71,0.30265,60,0.04238
ENSG00000183049,CAMK1D,100,-0.6211,81,-0.9502,162,0.13161,137,-0.1350,213,0.67662,191,0.39842,109,-0.4931,116,-0.4039,170,0.21107
ENSG00000151468,CCDC3,47,-0.2078,26,-1.1323,36,-0.6308,46,-0.2596,65,0.36219,100,1.02991,42,-0.3847,34,-0.6917,76,0.56556
ENSG00000123240,OPTN,230,-0.1654,324,0.38627,161,-0.7226,414,0.80026,298,0.28234,181,-0.5432,168,-0.6574,256,0.00211,224,-0.2053
ENSG00000107537,PHYH,18,-0.5070,35,0.49606,22,-0.2608,32,0.39080,25,-0.0494,6,-2.1994,22,-0.2077,32,0.34874,38,0.66827
ENSG00000086475,SEPHS1,17,-0.4165,18,-0.3312,22,0.02160,21,-0.0840,18,-0.2847,24,0.12214,23,0.07907,34,0.72608,23,0.11361
ENSG00000165630,PRPF18,14,-0.1749,11,-0.5443,15,-0.0908,10,-0.6734,22,0.60144,16,0.06023,9,-0.8985,16,0.04025,22,0.57939
ENSG00000151474,FRMD4A,39,0.38317,27,-0.1697,24,-0.3441,34,0.18069,27,-0.1894,21,-0.6112,37,0.32015,35,0.21854,33,0.11309
ENSG00000065809,FAM107B,94,2.98828,41,1.20329,2,-3.0282,19,-0.0444,6,-1.8730,7,-1.5768,8,-1.2550,7,-1.5335,7,-1.5826
ENSG00000187522,HSPA14,16,0.36508,8,-0.6169,10,-0.3310,8,-0.6771,17,0.56121,18,0.55613,11,-0.2073,7,-0.8096,13,0.06016
ENSG00000176244,ACBD7,32,-0.5256,93,1.25145,76,0.88679,52,0.25766,18,-1.4984,42,-0.0779,59,0.44910,31,-0.5364,23,-1.0169
ENSG00000152464,RPP38,4,-1.2574,9,-0.1899,13,0.35605,11,0.10068,15,0.67876,6,-0.7951,10,-0.0605,10,-0.1298,11,0.02230
ENSG00000152465,NMT2,31,-0.1353,33,-0.0135,17,-1.0745,59,0.92942,42,0.40509,28,-0.2664,23,-0.5790,24,-0.5279,37,0.15589
ENSG00000148468,FAM171A1,60,-0.9995,82,-0.5226,103,-0.1712,151,0.44355,159,0.60521,181,0.74889,75,-0.6763,102,-0.1841,78,-0.6176
ENSG00000148481,MINDY3,20,-0.3284,16,-0.7056,20,-0.3152,40,0.78610,25,0.03722,23,-0.1078,28,0.22469,20,-0.2993,29,0.25108
ENSG00000148484,RSU1,51,0.97892,20,-0.5450,26,-0.1237,31,0.16335,29,0.01465,9,-1.6829,40,0.54535,28,-0.0452,21,-0.4637
ENSG00000026025,VIM,1013,2.70435,355,0.63400,208,-0.2344,142,-0.8259,60,-2.2359,52,-2.3274,244,0.02364,179,-0.4652,95,-1.4297
ENSG00000136738,STAM,37,-0.0094,19,-1.0053,20,-0.9171,46,0.34268,39,0.10272,30,-0.3340,45,0.30003,55,0.65700,40,0.10916
